Orthogroup	DANRE	PFLAV
OG0000578	DANRE37784, DANRE37783, DANRE37782, DANRE35561, DANRE35560, DANRE35559, DANRE35558, DANRE17778, DANRE17779, DANRE17777, DANRE05436, DANRE05438, DANRE05439	TCONS_00011983.p1
OG0000579	DANRE25633, DANRE31259, DANRE31258, DANRE31257, DANRE02315, DANRE02313, DANRE02314, DANRE25634, DANRE39934, DANRE01665, DANRE01666, DANRE01664, DANRE01668, DANRE39933, DANRE39930, DANRE39932, DANRE39931, DANRE22831, DANRE22830	TCONS_00047924.p1, TCONS_00047936.p1
OG0000580	DANRE38921, DANRE38923, DANRE38922	TCONS_00036517.p1
OG0000581	DANRE17774, DANRE05449	TCONS_00010068.p1
OG0000581	DANRE04777, DANRE03781, DANRE17773, DANRE05450	TCONS_00010067.p1
OG0000581	DANRE05454	TCONS_00011411.p1
OG0000582	DANRE35656, DANRE35655, DANRE27461, DANRE27462, DANRE39859, DANRE39858, DANRE34307, DANRE34305, DANRE34306, DANRE10407, DANRE10406, DANRE13531, DANRE13529, DANRE13530	TCONS_00015865.p1
OG0000583	DANRE06884, DANRE06885, DANRE00864, DANRE35907, DANRE41539, DANRE41538, DANRE11089, DANRE11090, DANRE13739, DANRE13740, DANRE10062	TCONS_00000895.p1, TCONS_00000896.p1
OG0000584	DANRE26838, DANRE26836, DANRE26837, DANRE24547, DANRE24548, DANRE24549, DANRE24543	TCONS_00053742.p1, TCONS_00053894.p1, TCONS_00052779.p1, TCONS_00053893.p1, TCONS_00052780.p1, TCONS_00052781.p1, TCONS_00053892.p1, TCONS_00053891.p1, TCONS_00016434.p1, TCONS_00016431.p1, TCONS_00016445.p1
OG0000587	DANRE08842, DANRE08843, DANRE28077, DANRE38185, DANRE38186, DANRE38187, DANRE23765, DANRE02066, DANRE02067	TCONS_00022545.p1
OG0000587	DANRE07770	TCONS_00010544.p1
OG0000588	DANRE30123, DANRE16941, DANRE26565, DANRE19175, DANRE34600	TCONS_00053411.p1
OG0000588	DANRE01195, DANRE01197, DANRE01196	TCONS_00001171.p1
OG0000589	DANRE25936, DANRE38708, DANRE38709, DANRE38710, DANRE25938, DANRE25939, DANRE25937, DANRE12338, DANRE31600, DANRE31601, DANRE22454, DANRE37009, DANRE37011, DANRE37012, DANRE37010, DANRE30890, DANRE30889, DANRE25662, DANRE25663, DANRE25664, DANRE25665	TCONS_00023963.p1
OG0000590	DANRE42192, DANRE42191, DANRE42190, DANRE29030, DANRE10504, DANRE10503, DANRE14379, DANRE29029	TCONS_00002842.p1, TCONS_00002855.p1
OG0000590	DANRE28274, DANRE36861	TCONS_00007322.p1
OG0000591	DANRE29995, DANRE15432	TCONS_00012323.p1
OG0000591	DANRE12240, DANRE12241, DANRE12242	TCONS_00022888.p1
OG0000592	DANRE18531	TCONS_00015543.p1
OG0000592	DANRE34487	TCONS_00039411.p1, TCONS_00039412.p1, TCONS_00039413.p1, TCONS_00039414.p1
OG0000593	DANRE30058, DANRE03638, DANRE30338, DANRE02996	TCONS_00014283.p1
OG0000593	DANRE23729, DANRE26181, DANRE12961, DANRE12962, DANRE36390, DANRE36391, DANRE22365, DANRE02411, DANRE02412	TCONS_00008464.p1
OG0000594	DANRE02253, DANRE02252	TCONS_00048592.p1
OG0000597	DANRE37823, DANRE20385, DANRE20386, DANRE20384, DANRE29524, DANRE34209, DANRE33695, DANRE34208	TCONS_00005133.p1
OG0000597	DANRE38490, DANRE38491, DANRE24980, DANRE23651, DANRE23650, DANRE16005, DANRE16004	TCONS_00032508.p1
OG0000600	DANRE15562, DANRE15561, DANRE15563, DANRE15567, DANRE15568, DANRE15565, DANRE22320, DANRE22321, DANRE07160	TCONS_00000259.p1
OG0000602	DANRE06865, DANRE06864, DANRE28060, DANRE28061, DANRE21447, DANRE21448, DANRE15344	TCONS_00020864.p1
OG0000602	DANRE28063, DANRE21449, DANRE05995, DANRE05994, DANRE06863, DANRE42864, DANRE43010, DANRE15343, DANRE15341, DANRE15342	TCONS_00021886.p1
OG0000603	DANRE20006, DANRE20005, DANRE20003, DANRE11131, DANRE11132, DANRE11133, DANRE17469, DANRE17472, DANRE17471, DANRE17473, DANRE17470, DANRE04450, DANRE03756, DANRE03755, DANRE03754	TCONS_00010667.p1
OG0000607	DANRE25098, DANRE36040, DANRE36041, DANRE36039, DANRE31468, DANRE31465, DANRE31464, DANRE31466, DANRE31467, DANRE22466	TCONS_00036408.p1
OG0000608	DANRE29304	TCONS_00041690.p1
OG0000609	DANRE11913, DANRE11914	TCONS_00009827.p1
OG0000609	DANRE21338	TCONS_00003985.p1
OG0000610	DANRE08988, DANRE15837	TCONS_00029610.p1
OG0000610	DANRE26846, DANRE35194, DANRE35195	TCONS_00014966.p1
OG0000611	DANRE38844, DANRE38845, DANRE38847	TCONS_00008633.p1
OG0000612	DANRE39403, DANRE11619, DANRE04246, DANRE04245, DANRE35389	TCONS_00026134.p1
OG0000612	DANRE22364	TCONS_00008817.p1
OG0000613	DANRE34847, DANRE38974	TCONS_00028346.p1
OG0000614	DANRE43105, DANRE43106	TCONS_00010741.p1
OG0000615	DANRE34494, DANRE24463, DANRE41312, DANRE41311, DANRE34490, DANRE34492, DANRE34491, DANRE24462, DANRE27103, DANRE27102, DANRE06330, DANRE06331, DANRE24461	TCONS_00021814.p1
OG0000616	DANRE09788	TCONS_00052324.p1, TCONS_00034261.p1
OG0000616	DANRE08157, DANRE35009, DANRE35008, DANRE37380, DANRE37376, DANRE37378, DANRE37377	TCONS_00034263.p1
OG0000617	DANRE43335, DANRE43336, DANRE43334	TCONS_00049433.p1
OG0000618	DANRE04564, DANRE04563, DANRE04565	TCONS_00000406.p1
OG0000619	DANRE37843, DANRE37844, DANRE37842, DANRE37845, DANRE35821, DANRE35820, DANRE35819, DANRE07556, DANRE07557	TCONS_00020865.p1
OG0000620	DANRE30711, DANRE30712, DANRE30713, DANRE12383	TCONS_00029053.p1, TCONS_00029054.p1, TCONS_00029052.p1
OG0000621	DANRE40323, DANRE24386	TCONS_00012156.p1, TCONS_00012161.p1, TCONS_00012160.p1, TCONS_00012162.p1
OG0000623	DANRE05276	TCONS_00045077.p1
OG0000623	DANRE29318, DANRE29319, DANRE29321, DANRE29320, DANRE29317, DANRE36066, DANRE36067	TCONS_00014399.p1
OG0000624	DANRE29203, DANRE19512, DANRE19513, DANRE34018, DANRE41484, DANRE41483, DANRE41485	TCONS_00056401.p1
OG0000625	DANRE08025, DANRE08024, DANRE08745, DANRE08746, DANRE08747, DANRE08748, DANRE00989, DANRE00990, DANRE08026, DANRE08027	TCONS_00040416.p1
OG0000626	DANRE14703, DANRE14705, DANRE14702, DANRE14704, DANRE18504, DANRE18503, DANRE18506, DANRE18505, DANRE22711, DANRE22715, DANRE22712, DANRE22714, DANRE22709, DANRE22713, DANRE22710, DANRE40308, DANRE40311, DANRE40309, DANRE40310	TCONS_00016980.p1
OG0000627	DANRE01285, DANRE01283, DANRE01284, DANRE13403, DANRE10285, DANRE10284, DANRE24252	TCONS_00035285.p1
OG0000628	DANRE10115, DANRE10116, DANRE02554, DANRE43168, DANRE43169, DANRE10117, DANRE10118	TCONS_00000408.p1
OG0000628	DANRE22397, DANRE22395, DANRE22396, DANRE17350, DANRE17351, DANRE09796, DANRE24904	TCONS_00046680.p1
OG0000629	DANRE01275	TCONS_00015400.p1
OG0000629	DANRE25414, DANRE20655, DANRE20653, DANRE20654, DANRE40223, DANRE40222, DANRE31084, DANRE31085, DANRE31086, DANRE12557	TCONS_00037102.p1
OG0000634	DANRE27842, DANRE27841, DANRE37078, DANRE37077, DANRE37547, DANRE37548	TCONS_00044941.p1, TCONS_00003887.p1, TCONS_00029471.p1, TCONS_00003886.p1
OG0000635	DANRE28867	TCONS_00003185.p1, TCONS_00003186.p1, TCONS_00003189.p1, TCONS_00002553.p1
OG0000636	DANRE03730, DANRE03729, DANRE07041, DANRE07045, DANRE07042, DANRE07043, DANRE07044, DANRE07046, DANRE05815, DANRE05816, DANRE05814, DANRE03924, DANRE03926, DANRE03923	TCONS_00026316.p1
OG0000637	DANRE08344	TCONS_00000926.p1
OG0000637	DANRE35201, DANRE35202, DANRE00403	TCONS_00015012.p1
OG0000637	DANRE30450, DANRE36117	TCONS_00010073.p1
OG0000639	DANRE12180, DANRE19333, DANRE19332	TCONS_00028238.p1
OG0000639	DANRE26025, DANRE26027, DANRE24926, DANRE24925, DANRE24924, DANRE23613, DANRE23612, DANRE37057	TCONS_00009320.p1
OG0000642	DANRE23759, DANRE23758, DANRE23757, DANRE16691, DANRE16692, DANRE04589, DANRE04590, DANRE04591, DANRE15452	TCONS_00030948.p1
OG0000643	DANRE08365, DANRE08366, DANRE11946	TCONS_00054014.p1
OG0000643	DANRE35238, DANRE35237, DANRE01533, DANRE35022, DANRE35026, DANRE35023, DANRE35024	TCONS_00005337.p1
OG0000644	DANRE38078, DANRE04812, DANRE04811, DANRE37041	TCONS_00050489.p1, TCONS_00007243.p1, TCONS_00007242.p1, TCONS_00007852.p1, TCONS_00009059.p1, TCONS_00008549.p1, TCONS_00008551.p1, TCONS_00006554.p1
OG0000645	DANRE38840, DANRE12356	TCONS_00009435.p1
OG0000645	DANRE16501	TCONS_00020836.p1
OG0000646	DANRE38055, DANRE12177, DANRE09022	TCONS_00008685.p1
OG0000647	DANRE16386, DANRE16387, DANRE05385	TCONS_00023134.p1
OG0000647	DANRE42708, DANRE42709, DANRE42707	TCONS_00020958.p1
OG0000648	DANRE23825, DANRE23827	TCONS_00009291.p1
OG0000648	DANRE27007	TCONS_00008067.p1
OG0000649	DANRE36548, DANRE36549, DANRE23157, DANRE23158, DANRE14536, DANRE10469	TCONS_00056979.p1, TCONS_00055726.p1, TCONS_00055727.p1, TCONS_00012037.p1, TCONS_00055655.p1, TCONS_00055728.p1, TCONS_00055725.p1, TCONS_00057271.p1, TCONS_00007234.p1, TCONS_00007197.p1
OG0000651	DANRE23323, DANRE01722, DANRE01723, DANRE01724, DANRE08586, DANRE08587, DANRE42029, DANRE42028, DANRE23324	TCONS_00019574.p1
OG0000654	DANRE22636, DANRE23092, DANRE23093, DANRE39428, DANRE39432, DANRE39427, DANRE39433, DANRE28978, DANRE28980, DANRE28979, DANRE28981, DANRE28976, DANRE28977, DANRE35895, DANRE35897, DANRE35896, DANRE35892, DANRE42543, DANRE42544, DANRE42545	TCONS_00003642.p1
OG0000657	DANRE41216, DANRE41219, DANRE41218, DANRE41217, DANRE38328, DANRE38327	TCONS_00019778.p1
OG0000660	DANRE42701, DANRE37475, DANRE37474	TCONS_00056935.p1
OG0000660	DANRE35327, DANRE07903	TCONS_00001169.p1
OG0000662	DANRE07121, DANRE07120, DANRE07123, DANRE07122	TCONS_00025890.p1
OG0000662	DANRE29859, DANRE29860, DANRE04026, DANRE03635	TCONS_00012593.p1
OG0000664	DANRE39767, DANRE30905, DANRE02763	TCONS_00049409.p1
OG0000664	DANRE35705, DANRE10611, DANRE10610, DANRE10609	TCONS_00003405.p1, TCONS_00004385.p1
OG0000665	DANRE38365, DANRE19520, DANRE34684, DANRE09591, DANRE09590, DANRE13938, DANRE13939, DANRE19399, DANRE19400	TCONS_00028513.p1, TCONS_00028512.p1, TCONS_00029643.p3
OG0000666	DANRE23027	TCONS_00049104.p1
OG0000667	DANRE15620, DANRE15621	TCONS_00015946.p1, TCONS_00028218.p1, TCONS_00028375.p1, TCONS_00029479.p1, TCONS_00029274.p1, TCONS_00029273.p1, TCONS_00029268.p1, TCONS_00029272.p1, TCONS_00029235.p1, TCONS_00029231.p1, TCONS_00029232.p1, TCONS_00028216.p1, TCONS_00028532.p1, TCONS_00028533.p1, TCONS_00028219.p1, TCONS_00018520.p1, TCONS_00018521.p1, TCONS_00029108.p1, TCONS_00029107.p1, TCONS_00028416.p1, TCONS_00028230.p1
OG0000670	DANRE23686, DANRE23689, DANRE23688, DANRE23691, DANRE23690, DANRE34500, DANRE06990, DANRE07638, DANRE26756, DANRE26754, DANRE26757, DANRE26755, DANRE23687, DANRE15554, DANRE36312, DANRE36313	TCONS_00022803.p1, TCONS_00022414.p1
OG0000671	DANRE23020, DANRE22760, DANRE22759, DANRE23021, DANRE31347, DANRE36744, DANRE36710, DANRE36807, DANRE30960, DANRE24990	TCONS_00003734.p1, TCONS_00003736.p1, TCONS_00002801.p1
OG0000672	DANRE26530, DANRE33887, DANRE38205	TCONS_00021249.p1, TCONS_00022408.p1
OG0000672	DANRE02981, DANRE02982	TCONS_00009740.p1
OG0000673	DANRE03399	TCONS_00053489.p1, TCONS_00019624.p1, TCONS_00033246.p1, TCONS_00043920.p1, TCONS_00053344.p1, TCONS_00019363.p1, TCONS_00004533.p1, TCONS_00019364.p1, TCONS_00021305.p1, TCONS_00020831.p1
OG0000674	DANRE09048, DANRE09049, DANRE09050, DANRE09052, DANRE09051, DANRE37577, DANRE37574, DANRE37576, DANRE37575	TCONS_00028994.p1
OG0000674	DANRE12573, DANRE12574, DANRE12575, DANRE39312, DANRE39311, DANRE39310, DANRE39309, DANRE25556	TCONS_00024122.p1
OG0000676	DANRE14726	TCONS_00018626.p1
OG0000676	DANRE26937, DANRE26936, DANRE36241, DANRE20482, DANRE20483, DANRE35813, DANRE35814, DANRE41404	TCONS_00022372.p1
OG0000677	DANRE23080, DANRE23081	TCONS_00010592.p1, TCONS_00010593.p1, TCONS_00010595.p1
OG0000680	DANRE20435, DANRE31089, DANRE31088, DANRE12567	TCONS_00045613.p1
OG0000680	DANRE36591, DANRE36590	TCONS_00046773.p1, TCONS_00045611.p1, TCONS_00044700.p1
OG0000681	DANRE15651, DANRE15652, DANRE07275, DANRE07276, DANRE07154, DANRE07153	TCONS_00042950.p1
OG0000681	DANRE20644, DANRE20643, DANRE25267, DANRE25266	TCONS_00023435.p1
OG0000682	DANRE33564, DANRE33563, DANRE11185, DANRE22049, DANRE22053, DANRE22052, DANRE22051, DANRE22050, DANRE19035, DANRE19036, DANRE19037	TCONS_00026219.p1, TCONS_00026236.p1, TCONS_00026223.p1, TCONS_00026230.p1, TCONS_00026234.p1, TCONS_00026233.p1, TCONS_00026243.p1, TCONS_00026248.p1, TCONS_00026220.p1
OG0000683	DANRE16155	TCONS_00022902.p1
OG0000683	DANRE30129, DANRE16951, DANRE01917, DANRE26336, DANRE26335, DANRE26337, DANRE26338	TCONS_00052646.p1
OG0000684	DANRE41360, DANRE41356, DANRE41361, DANRE28296, DANRE39125	TCONS_00009346.p1
OG0000685	DANRE29493, DANRE29494, DANRE02304, DANRE02303, DANRE02302, DANRE31478, DANRE31477, DANRE31476, DANRE13483	TCONS_00023333.p1, TCONS_00023203.p1
OG0000690	DANRE14634, DANRE14633	TCONS_00046093.p1
OG0000690	DANRE39009, DANRE39006, DANRE39008	TCONS_00001720.p1
OG0000690	DANRE06380, DANRE06379	TCONS_00053238.p1
OG0000691	DANRE27299, DANRE25533	TCONS_00007126.p1
OG0000691	DANRE18108, DANRE18107, DANRE18106, DANRE11469, DANRE14622, DANRE14623, DANRE14624, DANRE23610	TCONS_00017529.p1
OG0000692	DANRE05971	TCONS_00052734.p1
OG0000693	DANRE34293, DANRE34292	TCONS_00015338.p1
OG0000694	DANRE10951, DANRE11638, DANRE17279, DANRE17281, DANRE17280, DANRE17278, DANRE35394, DANRE35396, DANRE35395, DANRE39558, DANRE39557	TCONS_00014772.p1
OG0000695	DANRE18969, DANRE11017, DANRE13442, DANRE07833, DANRE08911, DANRE08912, DANRE19963, DANRE39251, DANRE11766, DANRE17244, DANRE17245	TCONS_00048840.p1, TCONS_00048837.p1, TCONS_00048836.p1, TCONS_00048839.p1, TCONS_00002666.p1, TCONS_00045598.p1, TCONS_00026763.p1
OG0000696	DANRE18175, DANRE18174	TCONS_00018845.p1
OG0000696	DANRE10818	TCONS_00011598.p1, TCONS_00047236.p1
OG0000697	DANRE30740, DANRE40406, DANRE02693, DANRE41127, DANRE41126, DANRE41128, DANRE41129, DANRE40289, DANRE02263, DANRE02262, DANRE36692	TCONS_00048562.p1
OG0000698	DANRE18736, DANRE18408	TCONS_00010307.p1, TCONS_00010310.p1, TCONS_00010318.p1, TCONS_00010312.p1, TCONS_00010317.p1
OG0000698	DANRE06827, DANRE18733, DANRE18732, DANRE18731, DANRE12022, DANRE12021, DANRE18729, DANRE19896	TCONS_00010306.p1
OG0000699	DANRE01006, DANRE01007, DANRE34502, DANRE23685, DANRE01009, DANRE01010, DANRE01008	TCONS_00021271.p1
OG0000700	DANRE30585, DANRE30583, DANRE30586, DANRE30584, DANRE25086, DANRE25085	TCONS_00055915.p1, TCONS_00055909.p1
OG0000701	DANRE05122, DANRE05121, DANRE05123, DANRE33566, DANRE40860, DANRE40861	TCONS_00026249.p1, TCONS_00026244.p1, TCONS_00026245.p1, TCONS_00026250.p1
OG0000702	DANRE21696, DANRE39048, DANRE39049, DANRE39053, DANRE39051, DANRE39055, DANRE39050, DANRE39054, DANRE39047, DANRE39044, DANRE39052, DANRE39045, DANRE39046	TCONS_00020216.p1
OG0000703	DANRE04984, DANRE04983, DANRE35267, DANRE07193, DANRE04855, DANRE04856	TCONS_00030196.p1
OG0000706	DANRE22750, DANRE02764	TCONS_00047273.p1
OG0000707	DANRE14638	TCONS_00032526.p1, TCONS_00032529.p1
OG0000708	DANRE26713, DANRE26712, DANRE24571, DANRE24572	TCONS_00052744.p1
OG0000708	DANRE09020, DANRE39758, DANRE39759	TCONS_00049295.p1
OG0000709	DANRE19979, DANRE39457, DANRE02911, DANRE05879	TCONS_00003484.p1
OG0000710	DANRE41549, DANRE41548, DANRE10548, DANRE10547	TCONS_00008170.p1, TCONS_00008171.p1
OG0000711	DANRE31324	TCONS_00037709.p1
OG0000711	DANRE38476, DANRE25230, DANRE12636, DANRE12637, DANRE12638	TCONS_00036664.p1, TCONS_00036685.p1
OG0000711	DANRE25772, DANRE31323, DANRE31322, DANRE31321	TCONS_00036548.p1
OG0000712	DANRE20132, DANRE20131, DANRE06778, DANRE06776, DANRE06777, DANRE33734, DANRE33735, DANRE33736, DANRE07797, DANRE07796, DANRE07795, DANRE07798, DANRE16293, DANRE16292, DANRE16291, DANRE16290, DANRE07104, DANRE07105	TCONS_00043112.p1, TCONS_00051037.p1, TCONS_00052059.p1, TCONS_00050961.p1, TCONS_00050972.p1, TCONS_00043106.p1
OG0000713	DANRE37942, DANRE37940, DANRE37941, DANRE37943, DANRE34878, DANRE33352, DANRE24296, DANRE33355, DANRE33351, DANRE33353, DANRE33354	TCONS_00020883.p1
OG0000715	DANRE10220, DANRE42817, DANRE01949, DANRE01695, DANRE01696, DANRE23041, DANRE10216, DANRE10217, DANRE10218, DANRE10219	TCONS_00055218.p1
OG0000716	DANRE24425, DANRE24426, DANRE18357	TCONS_00023851.p1, TCONS_00023852.p1, TCONS_00023842.p1, TCONS_00023843.p1, TCONS_00001491.p1
OG0000717	DANRE43353	TCONS_00016080.p1
OG0000718	DANRE42521, DANRE15304, DANRE15307, DANRE15308, DANRE15303, DANRE15306, DANRE15305, DANRE15302, DANRE13827, DANRE09237, DANRE27971	TCONS_00035589.p1
OG0000720	DANRE00520, DANRE00519, DANRE12730, DANRE12729	TCONS_00019702.p1, TCONS_00019718.p1
OG0000721	DANRE19921, DANRE33496	TCONS_00006398.p1
OG0000721	DANRE06311, DANRE33754, DANRE11903, DANRE17612, DANRE17613	TCONS_00000729.p1
OG0000722	DANRE10668, DANRE18082, DANRE34445, DANRE06660, DANRE06659, DANRE11168, DANRE11167, DANRE04318, DANRE04319, DANRE38701, DANRE30658, DANRE25692, DANRE25693, DANRE25215	TCONS_00010253.p1
OG0000725	DANRE36228, DANRE26924, DANRE26923, DANRE41245, DANRE41244, DANRE34264	TCONS_00015059.p1
OG0000725	DANRE31122, DANRE31119, DANRE31120, DANRE31121, DANRE38257, DANRE38258	TCONS_00023276.p1
OG0000725	DANRE13190	TCONS_00025265.p1
OG0000726	DANRE27925, DANRE27926, DANRE27927, DANRE42213, DANRE42212, DANRE42211, DANRE16168, DANRE36569	TCONS_00016601.p1
OG0000730	DANRE02163, DANRE02164, DANRE42622, DANRE21383	TCONS_00056912.p1
OG0000731	DANRE12266, DANRE12265, DANRE12262, DANRE12263, DANRE12264, DANRE12267, DANRE34421, DANRE34422, DANRE34420, DANRE42140, DANRE42139, DANRE39260, DANRE39261	TCONS_00021358.p1
OG0000732	DANRE20486, DANRE20487, DANRE36244, DANRE36245	TCONS_00022768.p1
OG0000732	DANRE28676, DANRE28674, DANRE28675, DANRE16727, DANRE36379	TCONS_00053142.p1
OG0000733	DANRE05680, DANRE17763, DANRE38134, DANRE17606	TCONS_00011607.p1
OG0000733	DANRE18931, DANRE10693, DANRE18930, DANRE04553, DANRE04552	TCONS_00010891.p1
OG0000734	DANRE35377, DANRE35376, DANRE35375, DANRE28044, DANRE28043, DANRE28040, DANRE28041, DANRE28039, DANRE28038, DANRE28042, DANRE23533	TCONS_00015907.p1
OG0000735	DANRE18911, DANRE10653, DANRE10360, DANRE10359, DANRE13894, DANRE10302, DANRE13895, DANRE11358, DANRE11359	TCONS_00016800.p1
OG0000736	DANRE23449	TCONS_00034778.p1, TCONS_00042089.p1, TCONS_00042090.p1, TCONS_00020624.p1
OG0000736	DANRE41494, DANRE41495, DANRE35537, DANRE35536, DANRE23899, DANRE27179, DANRE27178	TCONS_00019278.p1
OG0000738	DANRE13521	TCONS_00050222.p1
OG0000740	DANRE40542, DANRE09958, DANRE13643, DANRE21419, DANRE21418	TCONS_00055839.p1
OG0000740	DANRE03411, DANRE03412, DANRE43134, DANRE40552	TCONS_00031055.p1
OG0000743	DANRE10003, DANRE10004, DANRE02974, DANRE02975	TCONS_00013173.p1
OG0000743	DANRE29387, DANRE02979	TCONS_00014370.p1
OG0000744	DANRE27730, DANRE27734, DANRE27731, DANRE27729, DANRE27732, DANRE27733, DANRE37286, DANRE37288, DANRE37287, DANRE37289, DANRE27304, DANRE36882, DANRE36881	TCONS_00008825.p1
OG0000745	DANRE04783	TCONS_00016076.p1
OG0000746	DANRE30272, DANRE17199, DANRE17200	TCONS_00014182.p1
OG0000746	DANRE18138, DANRE18139	TCONS_00050079.p1
OG0000748	DANRE29232	TCONS_00032693.p1, TCONS_00032043.p1, TCONS_00038828.p1, TCONS_00032688.p1, TCONS_00044395.p1, TCONS_00032676.p1, TCONS_00032054.p1, TCONS_00032683.p1, TCONS_00032044.p1, TCONS_00044385.p1, TCONS_00038827.p1, TCONS_00032692.p1, TCONS_00038855.p1, TCONS_00038825.p1
OG0000749	DANRE43022, DANRE22234, DANRE22233, DANRE04932, DANRE04931	TCONS_00010786.p1
OG0000750	DANRE07367	TCONS_00056013.p1, TCONS_00056012.p1, TCONS_00056014.p1, TCONS_00056015.p1
OG0000751	DANRE14353, DANRE14354, DANRE14356, DANRE41712	TCONS_00056206.p1
OG0000751	DANRE28400, DANRE28399, DANRE21594, DANRE21595, DANRE21593, DANRE21596	TCONS_00021695.p1
OG0000752	DANRE04759, DANRE04760	TCONS_00027586.p1
OG0000752	DANRE33350	TCONS_00000980.p1
OG0000752	DANRE26482, DANRE26483	TCONS_00054248.p1
OG0000753	DANRE12159	TCONS_00033131.p1
OG0000753	DANRE22875, DANRE08092, DANRE08093, DANRE35099	TCONS_00034978.p1
OG0000755	DANRE27783, DANRE27782, DANRE12837, DANRE12838	TCONS_00008247.p1
OG0000756	DANRE17565	TCONS_00018138.p1
OG0000756	DANRE11045, DANRE11044, DANRE11040, DANRE11041, DANRE11042, DANRE11043, DANRE17563	TCONS_00012931.p1, TCONS_00012932.p1
OG0000757	DANRE28939	TCONS_00006887.p1, TCONS_00006876.p1
OG0000757	DANRE35703	TCONS_00057276.p1
OG0000758	DANRE11468, DANRE24018, DANRE24019, DANRE27344, DANRE27343, DANRE27345, DANRE02463, DANRE02464, DANRE18105, DANRE11683, DANRE11685, DANRE11684	TCONS_00016783.p1
OG0000759	DANRE42810, DANRE21337, DANRE23917, DANRE23918, DANRE26676, DANRE23361	TCONS_00002581.p1
OG0000760	DANRE30936, DANRE30935, DANRE02736, DANRE30934, DANRE30932, DANRE30933, DANRE25704, DANRE25702, DANRE25703, DANRE02738, DANRE02737	TCONS_00049569.p1
OG0000761	DANRE19286, DANRE19287, DANRE16971, DANRE16972, DANRE16973, DANRE21789	TCONS_00014693.p1
OG0000762	DANRE42699, DANRE28185	TCONS_00002922.p1
OG0000763	DANRE09639, DANRE00567, DANRE00568, DANRE00569, DANRE27052, DANRE27054, DANRE27053, DANRE39891, DANRE39892, DANRE39890, DANRE09704, DANRE09705	TCONS_00029111.p1
OG0000764	DANRE26556, DANRE35133	TCONS_00015937.p1
OG0000765	DANRE28403, DANRE40818, DANRE40819, DANRE40817, DANRE00580, DANRE00579	TCONS_00009967.p1
OG0000766	DANRE23752, DANRE09934, DANRE20922, DANRE00517, DANRE00514, DANRE00516, DANRE00515	TCONS_00028822.p1, TCONS_00032747.p1
OG0000767	DANRE11659, DANRE11660, DANRE11658, DANRE11661, DANRE08379, DANRE10974, DANRE18316, DANRE18317, DANRE18318	TCONS_00011537.p1
OG0000768	DANRE31068, DANRE31072, DANRE31070, DANRE31069, DANRE31071, DANRE22256, DANRE22257, DANRE22874	TCONS_00049576.p1
OG0000772	DANRE07203, DANRE15796, DANRE15798, DANRE15797	TCONS_00030063.p1
OG0000772	DANRE09745, DANRE09746	TCONS_00008408.p1
OG0000774	DANRE26601, DANRE26600, DANRE26599, DANRE40140	TCONS_00052735.p1
OG0000774	DANRE17370, DANRE17371	TCONS_00013141.p1
OG0000774	DANRE39793, DANRE39792	TCONS_00049083.p1
OG0000775	DANRE10814, DANRE10813, DANRE33689, DANRE33688, DANRE33690, DANRE33691	TCONS_00045737.p1
OG0000777	DANRE29329, DANRE29328, DANRE36168, DANRE36169	TCONS_00013796.p1
OG0000778	DANRE41043, DANRE41041, DANRE41042	TCONS_00050643.p1
OG0000779	DANRE34815, DANRE34816, DANRE34817	TCONS_00015355.p1
OG0000779	DANRE22401, DANRE01681, DANRE01682, DANRE23289, DANRE23290, DANRE24330, DANRE24331	TCONS_00016604.p1
OG0000780	DANRE12112, DANRE12111	TCONS_00009656.p1
OG0000780	DANRE07895, DANRE07896, DANRE07897	TCONS_00052657.p1
OG0000782	DANRE34593, DANRE34592, DANRE34595, DANRE34594, DANRE12747, DANRE12748, DANRE38505, DANRE38506	TCONS_00028725.p1
OG0000784	DANRE26685, DANRE22147, DANRE02507, DANRE02508, DANRE24466, DANRE27100, DANRE27099, DANRE18977, DANRE07597, DANRE22664, DANRE22665	TCONS_00017272.p1
OG0000786	DANRE18615, DANRE40366, DANRE02142, DANRE36994, DANRE36995, DANRE36997, DANRE36996, DANRE22438, DANRE40590, DANRE19428, DANRE35094	TCONS_00006266.p1
OG0000787	DANRE19518, DANRE34015, DANRE19519, DANRE42974, DANRE05326, DANRE05325, DANRE05327, DANRE00057, DANRE33402	TCONS_00030413.p1
OG0000788	DANRE38685, DANRE38687, DANRE38686, DANRE30771, DANRE30772, DANRE38688	TCONS_00037097.p1
OG0000788	DANRE40624, DANRE40626, DANRE40623, DANRE40625, DANRE28277, DANRE21678	TCONS_00028163.p1
OG0000789	DANRE24601, DANRE33218	TCONS_00048783.p1, TCONS_00043916.p1, TCONS_00038113.p1
OG0000790	DANRE21670, DANRE21671, DANRE28284	TCONS_00005603.p1, TCONS_00048390.p1, TCONS_00049421.p1, TCONS_00053592.p1, TCONS_00053507.p1, TCONS_00033663.p1
OG0000792	DANRE09524	TCONS_00004019.p1
OG0000792	DANRE33671, DANRE33670, DANRE01288, DANRE01289, DANRE01287	TCONS_00006053.p1, TCONS_00006055.p1
