Orthogroup	DANRE	STRPU_ok
OG0001197	DANRE19964, DANRE19965	STRPU_21581
OG0001198	DANRE21730, DANRE27839	STRPU_26825, STRPU_26828
OG0001198	DANRE12408	STRPU_11529
OG0001199	DANRE11652, DANRE11653	STRPU_17588, STRPU_17562
OG0001199	DANRE18330, DANRE18331	STRPU_00161
OG0001201	DANRE22353, DANRE22355, DANRE12520, DANRE24918	STRPU_26014
OG0001204	DANRE07916, DANRE07914, DANRE07913, DANRE20317, DANRE20315, DANRE20314, DANRE07915, DANRE20316	STRPU_14562
OG0001205	DANRE10682	STRPU_05411
OG0001207	DANRE42063	STRPU_16506
OG0001207	DANRE24209, DANRE29571, DANRE35692	STRPU_24022, STRPU_02640
OG0001208	DANRE35541, DANRE41476, DANRE41472, DANRE41473, DANRE09739, DANRE09738, DANRE43074	STRPU_21909
OG0001210	DANRE18802, DANRE18801, DANRE18800	STRPU_21013
OG0001210	DANRE26760, DANRE26759	STRPU_11288
OG0001211	DANRE02626, DANRE02625, DANRE41666, DANRE29139	STRPU_22086
OG0001213	DANRE04387, DANRE43203, DANRE04388	STRPU_09878
OG0001213	DANRE01515	STRPU_15274
OG0001214	DANRE31132, DANRE31134, DANRE31133	STRPU_22695
OG0001215	DANRE27329, DANRE27330, DANRE35594, DANRE35595, DANRE41572, DANRE41571, DANRE41573, DANRE35593, DANRE35592, DANRE41574, DANRE23354, DANRE23355, DANRE36527, DANRE36526	STRPU_22254
OG0001216	DANRE26030	STRPU_25682, STRPU_25701
OG0001217	DANRE24420, DANRE19883, DANRE19884, DANRE24419, DANRE33785, DANRE17425, DANRE17426	STRPU_16981
OG0001218	DANRE09982, DANRE13766, DANRE13765, DANRE02525, DANRE02526, DANRE37945	STRPU_10657
OG0001219	DANRE06219, DANRE06220, DANRE20139, DANRE10625, DANRE13985, DANRE13984	STRPU_24669
OG0001220	DANRE01523, DANRE01524	STRPU_15587, STRPU_02219
OG0001221	DANRE38048, DANRE38049	STRPU_25669
OG0001223	DANRE26912, DANRE26911, DANRE26910, DANRE38596, DANRE37189, DANRE27744, DANRE37064, DANRE37065	STRPU_26010
OG0001224	DANRE22676, DANRE22677, DANRE22685, DANRE22683, DANRE22678, DANRE22679, DANRE22694, DANRE22691, DANRE22695, DANRE22689, DANRE22692, DANRE22693, DANRE22690, DANRE22688, DANRE22682, DANRE22681, DANRE22680, DANRE22684, DANRE22675, DANRE22674, DANRE22686	STRPU_10670
OG0001225	DANRE25970, DANRE25969, DANRE25968, DANRE25971, DANRE38402, DANRE38398, DANRE38399, DANRE39840, DANRE39835, DANRE00504, DANRE00505, DANRE21562	STRPU_23772
OG0001226	DANRE23266, DANRE23265, DANRE14194	STRPU_17224, STRPU_17225, STRPU_17227
OG0001227	DANRE41942	STRPU_17535
OG0001231	DANRE05445, DANRE05448, DANRE05446, DANRE05447, DANRE17775, DANRE04785, DANRE04784, DANRE03779, DANRE07774, DANRE19684	STRPU_21203
OG0001232	DANRE29418, DANRE29417	STRPU_08583, STRPU_00299
OG0001233	DANRE37927, DANRE37928	STRPU_05206, STRPU_05204, STRPU_23981
OG0001234	DANRE37290, DANRE37291	STRPU_26230
OG0001236	DANRE10388	STRPU_10838, STRPU_10857
OG0001237	DANRE25150, DANRE25151	STRPU_12648, STRPU_22266
OG0001238	DANRE07226	STRPU_09768, STRPU_09725
OG0001238	DANRE26310	STRPU_01032
OG0001239	DANRE25860, DANRE25861, DANRE25859, DANRE02266, DANRE02265, DANRE36693, DANRE25856, DANRE25858, DANRE25857	STRPU_23628
OG0001240	DANRE37656, DANRE37657, DANRE25323, DANRE25324, DANRE25322, DANRE10411, DANRE10412, DANRE34927, DANRE34928, DANRE41148, DANRE41149	STRPU_27058
OG0001241	DANRE22500, DANRE22501	STRPU_07496
OG0001241	DANRE16085, DANRE06905	STRPU_06648, STRPU_06647
OG0001242	DANRE24237, DANRE26881, DANRE26880	STRPU_09071, STRPU_02047, STRPU_02048, STRPU_09072, STRPU_09244
OG0001243	DANRE38914, DANRE39511, DANRE25154, DANRE38911, DANRE38913, DANRE38912	STRPU_22072
OG0001247	DANRE22419, DANRE31091, DANRE31090, DANRE01633, DANRE22417, DANRE22418, DANRE22416, DANRE22420, DANRE22415, DANRE34005, DANRE34004, DANRE34002, DANRE34006, DANRE34003	STRPU_22721
OG0001248	DANRE35929, DANRE35927, DANRE35928, DANRE24637, DANRE23456	STRPU_21972
OG0001249	DANRE15846, DANRE26785, DANRE35515, DANRE20943	STRPU_18988
OG0001250	DANRE29340, DANRE29339, DANRE29338, DANRE03569, DANRE03568, DANRE03567, DANRE30537	STRPU_08807
OG0001251	DANRE24093, DANRE24095, DANRE24092, DANRE24094	STRPU_25431
OG0001252	DANRE30251, DANRE30252, DANRE26714, DANRE24514, DANRE24513, DANRE24515, DANRE28344, DANRE28343, DANRE28342, DANRE28345, DANRE21559, DANRE21558, DANRE21560	STRPU_19076
OG0001253	DANRE30836, DANRE12545, DANRE39815, DANRE39814, DANRE22552, DANRE30835, DANRE30834, DANRE40361, DANRE01742, DANRE01743, DANRE01744	STRPU_23835, STRPU_23873
OG0001254	DANRE00247, DANRE00249, DANRE39065, DANRE25611, DANRE25612	STRPU_22240
OG0001256	DANRE11481, DANRE11480, DANRE11479, DANRE04535, DANRE04093, DANRE04094, DANRE04536	STRPU_18001
OG0001261	DANRE23743, DANRE15935, DANRE15934, DANRE23744, DANRE42389	STRPU_05296
OG0001262	DANRE19262	STRPU_19745, STRPU_19744, STRPU_19743, STRPU_20298
OG0001263	DANRE33573, DANRE05204, DANRE05205	STRPU_04426
OG0001263	DANRE03253, DANRE03252, DANRE29681, DANRE29682	STRPU_03468
OG0001264	DANRE14753, DANRE14754, DANRE37060, DANRE37059, DANRE37061, DANRE39137, DANRE14755, DANRE14750, DANRE14751, DANRE14752	STRPU_25388
OG0001266	DANRE39425, DANRE27260, DANRE35490, DANRE23595	STRPU_07064, STRPU_07068
OG0001267	DANRE15701	STRPU_04944
OG0001267	DANRE35017, DANRE01548, DANRE34033, DANRE16499, DANRE16498	STRPU_14642
OG0001268	DANRE15799	STRPU_26888
OG0001268	DANRE22870, DANRE22871	STRPU_23502
OG0001270	DANRE24812	STRPU_08488
OG0001270	DANRE29397	STRPU_08385
OG0001271	DANRE27363, DANRE38820	STRPU_13644, STRPU_02419
OG0001271	DANRE38819, DANRE38817, DANRE38818, DANRE27361, DANRE27362, DANRE27360, DANRE03360, DANRE21111	STRPU_13643, STRPU_02421
OG0001272	DANRE29978, DANRE03166, DANRE07917, DANRE20323, DANRE06556, DANRE06559, DANRE06557, DANRE06558	STRPU_15049
OG0001273	DANRE02106, DANRE02107, DANRE28331, DANRE34837, DANRE34836, DANRE34838	STRPU_26636
OG0001274	DANRE26549, DANRE16882, DANRE16883, DANRE16884, DANRE33262, DANRE33263, DANRE33261	STRPU_20009
OG0001276	DANRE01207, DANRE01206	STRPU_05244
OG0001278	DANRE30403, DANRE02994, DANRE02993, DANRE02995	STRPU_00086, STRPU_24452, STRPU_24453
OG0001279	DANRE13251, DANRE13250, DANRE00031, DANRE00032, DANRE10695, DANRE04800, DANRE16827	STRPU_20599, STRPU_20598, STRPU_20627
OG0001280	DANRE25620, DANRE25621, DANRE37606, DANRE37604, DANRE37605, DANRE28151, DANRE40113, DANRE40112, DANRE37607, DANRE16017, DANRE23707, DANRE16016	STRPU_26559
OG0001282	DANRE42333, DANRE34496, DANRE34495, DANRE42332, DANRE42331, DANRE27101, DANRE24465, DANRE24464	STRPU_11958, STRPU_01619
OG0001284	DANRE24158	STRPU_00110, STRPU_13473
OG0001284	DANRE09932, DANRE14552, DANRE25929	STRPU_26961
OG0001287	DANRE20476, DANRE07347, DANRE20477, DANRE42919, DANRE06963, DANRE06964	STRPU_05909
OG0001288	DANRE25733, DANRE34315, DANRE34318, DANRE34316	STRPU_26804
OG0001290	DANRE00528, DANRE00526, DANRE00527, DANRE12301, DANRE12302, DANRE12674, DANRE37304, DANRE37305, DANRE37303, DANRE37306, DANRE37307, DANRE37309, DANRE37308	STRPU_26728
OG0001291	DANRE00618, DANRE00617, DANRE34030, DANRE34031, DANRE34032, DANRE06257, DANRE06256, DANRE20027, DANRE20028, DANRE20029	STRPU_04348
OG0001292	DANRE05796, DANRE05795, DANRE05794, DANRE05797, DANRE05798, DANRE35916, DANRE35918, DANRE35917, DANRE42115, DANRE42112, DANRE42114, DANRE42106, DANRE42111, DANRE42113, DANRE42110, DANRE42109, DANRE42108, DANRE42107, DANRE05799	STRPU_13209
OG0001293	DANRE40727, DANRE33631, DANRE33632, DANRE40726, DANRE40728, DANRE19565, DANRE19566, DANRE19563, DANRE19564, DANRE40718, DANRE35033, DANRE35032	STRPU_14547
OG0001294	DANRE18837, DANRE18836	STRPU_21633
OG0001295	DANRE41427, DANRE35768, DANRE35767, DANRE23445	STRPU_21991
OG0001296	DANRE11527, DANRE38121, DANRE38122, DANRE38123, DANRE38120, DANRE22225, DANRE22224	STRPU_21312
OG0001297	DANRE30717, DANRE22459, DANRE22458, DANRE22460, DANRE37013, DANRE37014, DANRE37702	STRPU_12690
OG0001300	DANRE26543, DANRE26542, DANRE42930, DANRE42928, DANRE42929, DANRE06398, DANRE06399	STRPU_00543, STRPU_15986
OG0001302	DANRE09810	STRPU_14524
OG0001305	DANRE16549, DANRE16550, DANRE28651, DANRE28652, DANRE34203, DANRE36227, DANRE36226, DANRE26925	STRPU_20309
OG0001306	DANRE26353, DANRE26352, DANRE17686, DANRE17685, DANRE17684	STRPU_19063
OG0001306	DANRE18995, DANRE18996	STRPU_20137
OG0001308	DANRE05117, DANRE05116, DANRE06233, DANRE34680	STRPU_04711
OG0001309	DANRE37164, DANRE20017, DANRE20016, DANRE27311	STRPU_25014, STRPU_25016
OG0001310	DANRE12016, DANRE12017	STRPU_21314
OG0001310	DANRE11088, DANRE11087, DANRE35906	STRPU_15962, STRPU_00518
OG0001311	DANRE14576, DANRE08602	STRPU_10949
OG0001311	DANRE10133, DANRE13609, DANRE13617	STRPU_00838, STRPU_14082
OG0001312	DANRE33358, DANRE24238, DANRE24239	STRPU_18010, STRPU_24489, STRPU_17750
OG0001315	DANRE03124, DANRE03123, DANRE03122, DANRE03565, DANRE30533, DANRE30534, DANRE21863, DANRE21864	STRPU_08079
OG0001316	DANRE17825, DANRE24274, DANRE24275, DANRE06941	STRPU_15726
OG0001317	DANRE30985, DANRE30984	STRPU_23522
OG0001317	DANRE35107, DANRE35108, DANRE35106, DANRE35109, DANRE35103, DANRE35110, DANRE35111, DANRE35113, DANRE35112	STRPU_17298, STRPU_17302
OG0001318	DANRE03829	STRPU_12148, STRPU_12116
OG0001318	DANRE41846, DANRE16169	STRPU_17591
OG0001319	DANRE33830, DANRE06762, DANRE06763, DANRE27088, DANRE27087, DANRE24474, DANRE42476	STRPU_06818
OG0001320	DANRE24902	STRPU_26137, STRPU_26135
OG0001320	DANRE18723, DANRE18722, DANRE05778	STRPU_21063
OG0001321	DANRE12728, DANRE28335, DANRE21547, DANRE21546, DANRE10456	STRPU_22556
OG0001322	DANRE39175, DANRE39174, DANRE12563, DANRE12562	STRPU_12583
OG0001322	DANRE07737	STRPU_21322
OG0001323	DANRE43273	STRPU_20541
OG0001324	DANRE16093, DANRE16095, DANRE16098, DANRE16097, DANRE16094, DANRE16096	STRPU_25173
OG0001326	DANRE05749, DANRE05748, DANRE43139, DANRE01553, DANRE33552, DANRE33553, DANRE33551, DANRE05304, DANRE16141	STRPU_10219
OG0001327	DANRE25508, DANRE25510, DANRE25509	STRPU_24460
OG0001327	DANRE31148, DANRE31147, DANRE02284	STRPU_23965, STRPU_23941
OG0001329	DANRE31065, DANRE31064, DANRE31063, DANRE31066, DANRE31067, DANRE39827, DANRE16282	STRPU_23801
OG0001330	DANRE03150, DANRE03151, DANRE29159, DANRE29160, DANRE08275, DANRE20391, DANRE20390, DANRE33586, DANRE33587, DANRE20387	STRPU_14416, STRPU_14419, STRPU_14445
OG0001331	DANRE05979, DANRE05980, DANRE05978, DANRE05981, DANRE20417	STRPU_10147, STRPU_10085, STRPU_10148
OG0001332	DANRE16331, DANRE38071	STRPU_19163
OG0001333	DANRE00100, DANRE03587	STRPU_12708
OG0001337	DANRE39869, DANRE27426, DANRE27424	STRPU_19080
OG0001339	DANRE03930	STRPU_10027
OG0001344	DANRE00281	STRPU_04822, STRPU_00738
OG0001345	DANRE40478, DANRE40477	STRPU_23708
OG0001348	DANRE41949, DANRE41948, DANRE16560, DANRE16561, DANRE16562, DANRE06898, DANRE06897, DANRE06899	STRPU_06494
OG0001350	DANRE26476, DANRE26475	STRPU_00173, STRPU_18483
OG0001350	DANRE23566	STRPU_18539
OG0001351	DANRE37115, DANRE20230, DANRE20231	STRPU_05960
OG0001351	DANRE37113, DANRE37114, DANRE42425, DANRE42427, DANRE42426, DANRE42424	STRPU_05959
OG0001352	DANRE41231, DANRE39193, DANRE20952	STRPU_08735, STRPU_01435
OG0001353	DANRE11425	STRPU_21554
OG0001353	DANRE22526, DANRE22525, DANRE28302, DANRE28301, DANRE22523, DANRE22524	STRPU_00577, STRPU_07545
OG0001354	DANRE42392	STRPU_03356
OG0001354	DANRE35436, DANRE35435, DANRE21505, DANRE33460	STRPU_18322, STRPU_01125
OG0001355	DANRE20243, DANRE15599, DANRE15597, DANRE40954, DANRE00104, DANRE00105	STRPU_09877
OG0001356	DANRE02255, DANRE41297, DANRE31190, DANRE24957, DANRE31188, DANRE31189, DANRE41121, DANRE41120	STRPU_23614
OG0001357	DANRE11276, DANRE20008, DANRE20007, DANRE39440, DANRE13135, DANRE13134, DANRE13136	STRPU_20969
OG0001358	DANRE18167	STRPU_17593, STRPU_17592
OG0001359	DANRE21737, DANRE28265, DANRE13462, DANRE13460, DANRE13461, DANRE09599	STRPU_26859
OG0001360	DANRE16403	STRPU_04909
OG0001361	DANRE25433, DANRE37698, DANRE30944	STRPU_11678
OG0001362	DANRE03032, DANRE09504	STRPU_08359
OG0001363	DANRE36183, DANRE36182, DANRE26801, DANRE19464, DANRE19465	STRPU_20296
OG0001364	DANRE00727, DANRE00728, DANRE37949, DANRE28112	STRPU_10674, STRPU_00565
OG0001365	DANRE16220, DANRE42881, DANRE16684, DANRE23728, DANRE16682, DANRE16681, DANRE16683	STRPU_05636, STRPU_05575, STRPU_05635, STRPU_05634, STRPU_05574, STRPU_22631, STRPU_05633, STRPU_05637, STRPU_05578
OG0001367	DANRE35489, DANRE35487, DANRE35488, DANRE27264, DANRE27263, DANRE18747, DANRE18746, DANRE11545, DANRE11547	STRPU_24795
OG0001368	DANRE11214, DANRE18968, DANRE11869, DANRE11868	STRPU_21464
OG0001369	DANRE21298, DANRE21299, DANRE02286, DANRE02285, DANRE02287, DANRE02288, DANRE30767, DANRE30768	STRPU_23738
OG0001370	DANRE12902, DANRE12901	STRPU_22194
OG0001370	DANRE42207, DANRE42206	STRPU_15723
OG0001371	DANRE21328	STRPU_08143, STRPU_02082, STRPU_09113
OG0001372	DANRE36486, DANRE36487, DANRE36488, DANRE36489	STRPU_19138
OG0001373	DANRE03670, DANRE03669, DANRE29075, DANRE30104, DANRE30103, DANRE04357, DANRE04358, DANRE03631	STRPU_08670
OG0001374	DANRE10171, DANRE14946, DANRE39062, DANRE39059, DANRE39058, DANRE39063, DANRE39057, DANRE39061, DANRE39060	STRPU_22804, STRPU_01963
OG0001375	DANRE10157	STRPU_07312
OG0001375	DANRE18696, DANRE09144, DANRE14191	STRPU_07355
OG0001376	DANRE13312, DANRE08674, DANRE08675, DANRE15292, DANRE15289, DANRE42507, DANRE42508, DANRE42506, DANRE42509, DANRE42505, DANRE15290, DANRE15291	STRPU_03703
OG0001377	DANRE39241, DANRE11221, DANRE11220, DANRE11219, DANRE11218, DANRE33213, DANRE33211	STRPU_10185
OG0001378	DANRE39692, DANRE00586, DANRE00587, DANRE04190, DANRE04191, DANRE15660, DANRE20427, DANRE07393, DANRE06565, DANRE06566	STRPU_09539
OG0001379	DANRE26946, DANRE36264, DANRE36263, DANRE06960, DANRE06961, DANRE06962, DANRE01201, DANRE01199, DANRE01200	STRPU_06776, STRPU_06758
OG0001380	DANRE20401, DANRE00510, DANRE00511, DANRE15800, DANRE15801, DANRE15802	STRPU_05457
OG0001381	DANRE01812, DANRE25964, DANRE25965, DANRE38390, DANRE34864, DANRE38389, DANRE00502, DANRE00503, DANRE34863, DANRE38391	STRPU_27173, STRPU_27171
OG0001382	DANRE29511, DANRE29512, DANRE29509, DANRE29510	STRPU_12915
OG0001384	DANRE07601, DANRE16582	STRPU_06439
OG0001387	DANRE21258, DANRE21259, DANRE40217	STRPU_24358
OG0001389	DANRE33845, DANRE33846, DANRE06321, DANRE06320, DANRE16804, DANRE23628, DANRE07111, DANRE07109, DANRE07110	STRPU_05345
OG0001394	DANRE15699, DANRE15700, DANRE06811, DANRE06812	STRPU_05211
OG0001395	DANRE11462, DANRE11463, DANRE11465, DANRE04772, DANRE06302, DANRE33867, DANRE33866, DANRE24364, DANRE24363, DANRE24362	STRPU_17938
OG0001397	DANRE07349, DANRE05010	STRPU_09545
OG0001397	DANRE04061, DANRE04062	STRPU_10313
OG0001399	DANRE19814	STRPU_06787
OG0001399	DANRE36899, DANRE36900, DANRE36901, DANRE26137	STRPU_26081
OG0001400	DANRE03875, DANRE03874, DANRE03873, DANRE41416, DANRE41417, DANRE14344, DANRE09550	STRPU_01874, STRPU_25189
OG0001401	DANRE42440, DANRE42441	STRPU_05958
OG0001402	DANRE00307, DANRE00305, DANRE00306, DANRE33911, DANRE33913, DANRE33912, DANRE33910, DANRE33909, DANRE29660, DANRE07551, DANRE07549, DANRE07550, DANRE07552	STRPU_02223, STRPU_15580
OG0001403	DANRE34695, DANRE08412, DANRE33510, DANRE33511, DANRE33512	STRPU_14874, STRPU_14258
OG0001404	DANRE41083	STRPU_10986, STRPU_00324
OG0001405	DANRE12277, DANRE10207, DANRE13582, DANRE10206	STRPU_25512
OG0001405	DANRE15536	STRPU_02778
OG0001406	DANRE22189, DANRE22190, DANRE37991, DANRE37992, DANRE06530, DANRE06531, DANRE06529	STRPU_06123
OG0001408	DANRE19547, DANRE19548, DANRE19549, DANRE24542, DANRE24541, DANRE24540, DANRE26730, DANRE26731, DANRE26728, DANRE26729, DANRE24539	STRPU_00756, STRPU_19811
OG0001409	DANRE09251, DANRE09250, DANRE13818, DANRE13817, DANRE13819, DANRE16638, DANRE41648	STRPU_03382
OG0001410	DANRE30066, DANRE30065	STRPU_05515
OG0001410	DANRE24024	STRPU_25411
OG0001411	DANRE17922, DANRE17923, DANRE17924	STRPU_05251, STRPU_05267
OG0001412	DANRE34214, DANRE35250, DANRE35249, DANRE35251	STRPU_09369
OG0001413	DANRE35337	STRPU_14983, STRPU_14952
OG0001413	DANRE38970	STRPU_26501
OG0001414	DANRE16711	STRPU_21522
OG0001414	DANRE04939	STRPU_10366
OG0001415	DANRE33647, DANRE33648	STRPU_14239
OG0001415	DANRE41471	STRPU_06370, STRPU_06372, STRPU_06371, STRPU_06373
OG0001416	DANRE43206, DANRE43207, DANRE02789, DANRE02788, DANRE23231, DANRE23232, DANRE02791, DANRE02790	STRPU_10614
OG0001417	DANRE02016, DANRE02015	STRPU_24125, STRPU_24112, STRPU_24123, STRPU_24122
OG0001418	DANRE16726, DANRE28677, DANRE28678, DANRE36406, DANRE02103, DANRE02104, DANRE27063	STRPU_01132, STRPU_01131, STRPU_18315
OG0001419	DANRE11166, DANRE11165, DANRE04320, DANRE04321, DANRE18086, DANRE18087, DANRE15126, DANRE10656	STRPU_21660, STRPU_21725
OG0001420	DANRE05459, DANRE05458, DANRE40331, DANRE40438, DANRE40439, DANRE02659, DANRE02658, DANRE36962, DANRE30671, DANRE30668, DANRE30672	STRPU_20535
OG0001421	DANRE10854, DANRE17719, DANRE10855, DANRE18329, DANRE18327	STRPU_20976
OG0001422	DANRE09528, DANRE09527, DANRE41453	STRPU_17021
OG0001423	DANRE10401, DANRE10402, DANRE40608, DANRE40609, DANRE40125, DANRE40126, DANRE35639, DANRE35640, DANRE28883, DANRE28884	STRPU_20339
OG0001424	DANRE22605, DANRE22606	STRPU_22200
OG0001425	DANRE11642, DANRE18590, DANRE18588, DANRE18587, DANRE18589, DANRE25170, DANRE00361, DANRE34566	STRPU_15993
OG0001426	DANRE08922, DANRE08923	STRPU_10439
OG0001427	DANRE40320, DANRE40321, DANRE22541, DANRE22540, DANRE22539, DANRE40322, DANRE24655, DANRE24656, DANRE24657, DANRE24658, DANRE30640, DANRE30639, DANRE11704	STRPU_07408
OG0001428	DANRE22947, DANRE22948, DANRE23679, DANRE36635, DANRE23678, DANRE13768	STRPU_11278, STRPU_11240
OG0001430	DANRE18427, DANRE00904, DANRE07242, DANRE11523, DANRE11522, DANRE13324, DANRE35076	STRPU_21288
OG0001431	DANRE27312, DANRE13762, DANRE13761	STRPU_22263
OG0001432	DANRE10784, DANRE18459, DANRE18460	STRPU_16417, STRPU_00133, STRPU_16416, STRPU_16413
OG0001433	DANRE05838, DANRE05839, DANRE05840, DANRE14642, DANRE43059, DANRE05137, DANRE05136	STRPU_07230, STRPU_07255
OG0001434	DANRE17875, DANRE17874	STRPU_17872
OG0001436	DANRE23771, DANRE27020, DANRE27019	STRPU_24142
OG0001437	DANRE27147, DANRE27146	STRPU_25775, STRPU_25792
OG0001440	DANRE26671, DANRE26670, DANRE23908, DANRE23909, DANRE02017	STRPU_25215
OG0001441	DANRE14242, DANRE10098, DANRE14241, DANRE14240, DANRE37076, DANRE09411, DANRE14698, DANRE10985, DANRE10984, DANRE18310	STRPU_07157
OG0001445	DANRE16745, DANRE13125, DANRE13126	STRPU_16668, STRPU_16697
OG0001446	DANRE08208	STRPU_15539, STRPU_15538, STRPU_23259, STRPU_23309, STRPU_23307
OG0001447	DANRE11589, DANRE19674, DANRE13128, DANRE13129, DANRE18437	STRPU_20657, STRPU_20658
OG0001449	DANRE18461, DANRE18463, DANRE18462, DANRE18464	STRPU_07648
OG0001449	DANRE42606, DANRE42607	STRPU_25089
OG0001450	DANRE36682, DANRE36684, DANRE13244	STRPU_23594
OG0001451	DANRE34609, DANRE34608	STRPU_14371
OG0001451	DANRE25924, DANRE25926, DANRE25925, DANRE25923	STRPU_17131
OG0001452	DANRE34754, DANRE34755, DANRE38979, DANRE10641	STRPU_26368
OG0001453	DANRE10410, DANRE10409, DANRE12759, DANRE38497, DANRE38498, DANRE38496	STRPU_24736, STRPU_08563, STRPU_24734
OG0001454	DANRE20582, DANRE11448, DANRE11449, DANRE11450	STRPU_05150, STRPU_05074
OG0001455	DANRE16762, DANRE21521, DANRE40020, DANRE01869, DANRE27072, DANRE16760, DANRE16761, DANRE28895	STRPU_18159
OG0001456	DANRE26746, DANRE26745	STRPU_27191, STRPU_27192, STRPU_27208
OG0001457	DANRE04490, DANRE28169, DANRE28168, DANRE28170, DANRE23785, DANRE23783, DANRE23784, DANRE14844, DANRE14842, DANRE05714, DANRE42999, DANRE04489, DANRE01970, DANRE05717, DANRE05716, DANRE05718, DANRE28171	STRPU_07098
OG0001459	DANRE31312, DANRE29490, DANRE29489, DANRE29488	STRPU_12776, STRPU_02363
OG0001460	DANRE01570, DANRE01569, DANRE01571	STRPU_04119, STRPU_06222, STRPU_06201
OG0001460	DANRE05329	STRPU_04118
OG0001461	DANRE25863, DANRE25865	STRPU_23343
OG0001463	DANRE38575, DANRE39152	STRPU_25835, STRPU_25655, STRPU_25656
OG0001464	DANRE41518, DANRE41517, DANRE35812, DANRE09829, DANRE09827, DANRE09828, DANRE09826, DANRE23320, DANRE23319, DANRE23321	STRPU_25177
OG0001465	DANRE23082, DANRE23083, DANRE23085, DANRE23084, DANRE23086	STRPU_11188
OG0001466	DANRE17753	STRPU_07749
OG0001466	DANRE06224, DANRE06223	STRPU_04674
OG0001467	DANRE34084, DANRE34083, DANRE34082, DANRE34085	STRPU_19577
OG0001467	DANRE07802	STRPU_05130, STRPU_05054
OG0001468	DANRE42652, DANRE24222, DANRE24223, DANRE24224, DANRE24225, DANRE24221, DANRE24220, DANRE26893, DANRE26890	STRPU_25091
OG0001469	DANRE08993	STRPU_17361, STRPU_17345
OG0001470	DANRE01224, DANRE01223, DANRE01225, DANRE08432, DANRE08433	STRPU_02226, STRPU_15577
OG0001472	DANRE09652	STRPU_27210, STRPU_27194
OG0001472	DANRE22287	STRPU_25563, STRPU_00832
OG0001473	DANRE29311	STRPU_00945, STRPU_08877, STRPU_08372, STRPU_08878, STRPU_00943, STRPU_19186, STRPU_19185, STRPU_00942, STRPU_08879
OG0001474	DANRE42186, DANRE42187	STRPU_13493
OG0001474	DANRE03668	STRPU_08774
OG0001475	DANRE36782, DANRE36783, DANRE23188, DANRE23190, DANRE23189	STRPU_11303, STRPU_11319, STRPU_11092
OG0001476	DANRE17431, DANRE11972, DANRE11971, DANRE11970, DANRE00833, DANRE08825, DANRE08824, DANRE00834, DANRE00832	STRPU_17798
OG0001478	DANRE18721, DANRE18720, DANRE18719	STRPU_21182
OG0001478	DANRE03641	STRPU_09284
OG0001479	DANRE22330, DANRE22329, DANRE30265, DANRE34077, DANRE19450, DANRE19449	STRPU_19441
OG0001480	DANRE35549, DANRE02001, DANRE02000, DANRE09096, DANRE09095	STRPU_24164
OG0001481	DANRE10839, DANRE17957, DANRE17958, DANRE17956, DANRE10838, DANRE10840, DANRE05668, DANRE05669, DANRE05664, DANRE05667, DANRE05666, DANRE05665, DANRE17807	STRPU_20432
OG0001484	DANRE36966, DANRE36726, DANRE22300, DANRE22299, DANRE22301, DANRE36964, DANRE36965, DANRE36967	STRPU_13892, STRPU_23212, STRPU_23225
OG0001485	DANRE37673, DANRE37672, DANRE37674, DANRE12868, DANRE12867, DANRE34795, DANRE01508, DANRE01509	STRPU_26365
OG0001486	DANRE20631, DANRE20630, DANRE30794, DANRE30793, DANRE25517, DANRE25516, DANRE25515, DANRE29495, DANRE39113, DANRE39112, DANRE39111	STRPU_11997, STRPU_01663
OG0001487	DANRE26038, DANRE26037, DANRE26036, DANRE10575, DANRE14739, DANRE14738, DANRE14740, DANRE14741	STRPU_26331
OG0001488	DANRE02082, DANRE02081	STRPU_13616
OG0001489	DANRE17537, DANRE17538, DANRE17536, DANRE17539, DANRE17535, DANRE26330, DANRE26331, DANRE26329, DANRE26332, DANRE26328, DANRE26333, DANRE26334, DANRE34702, DANRE34703, DANRE34704, DANRE34242, DANRE34241	STRPU_18782
OG0001490	DANRE05267, DANRE35582, DANRE35581, DANRE19987, DANRE19988, DANRE37491, DANRE11663	STRPU_20507
OG0001492	DANRE28921, DANRE08080, DANRE08079, DANRE08081, DANRE08078, DANRE33662	STRPU_14187
OG0001493	DANRE43323, DANRE11190, DANRE11191	STRPU_04271
OG0001495	DANRE22613, DANRE22615, DANRE22614, DANRE22616	STRPU_23172
OG0001496	DANRE39559, DANRE35397	STRPU_09305, STRPU_09648, STRPU_09646
OG0001500	DANRE38025, DANRE41825, DANRE41824, DANRE41826, DANRE41827	STRPU_06633
OG0001501	DANRE10996, DANRE10993, DANRE10995, DANRE10994, DANRE11782, DANRE11780, DANRE11781	STRPU_21031
OG0001502	DANRE29327, DANRE29326	STRPU_08256
OG0001503	DANRE01872	STRPU_26383
OG0001503	DANRE28515, DANRE28514	STRPU_08277
OG0001504	DANRE22645, DANRE22646	STRPU_00235, STRPU_25977, STRPU_00231, STRPU_25973
OG0001505	DANRE24459, DANRE24460, DANRE24458, DANRE27105, DANRE27106	STRPU_11360
OG0001506	DANRE27670, DANRE40034, DANRE40035	STRPU_11331
OG0001507	DANRE05610, DANRE05609, DANRE05144, DANRE05143, DANRE20002	STRPU_21330
OG0001508	DANRE38231, DANRE38230, DANRE38232, DANRE13183, DANRE29484, DANRE29485	STRPU_12972
