Orthogroup	DANRE	APOSC_ok
OG0001028	DANRE21742, DANRE21744, DANRE21743, DANRE12753, DANRE12754, DANRE12752, DANRE38499	APOSC_08654
OG0001029	DANRE12697, DANRE37177	APOSC_00202
OG0001030	DANRE21685, DANRE28353	APOSC_09604
OG0001030	DANRE17793, DANRE05538, DANRE16720, DANRE16719, DANRE16721, DANRE05568, DANRE05569	APOSC_11729
OG0001031	DANRE05231	APOSC_26056
OG0001032	DANRE18300, DANRE18301, DANRE16885, DANRE16886, DANRE29809, DANRE34198, DANRE34199, DANRE39614	APOSC_22643, APOSC_22642
OG0001033	DANRE34683, DANRE19218, DANRE35345	APOSC_15664
OG0001033	DANRE02095, DANRE40162	APOSC_27603
OG0001034	DANRE27197, DANRE29926, DANRE29925, DANRE29927, DANRE24705, DANRE27195, DANRE27196, DANRE23974, DANRE23976, DANRE23973, DANRE23975	APOSC_15657, APOSC_15659, APOSC_15656, APOSC_15658
OG0001036	DANRE22470, DANRE22471, DANRE22469, DANRE10595, DANRE15083, DANRE15084, DANRE10596	APOSC_22682
OG0001037	DANRE39620, DANRE39624, DANRE39622, DANRE39623, DANRE39619, DANRE34192, DANRE39621, DANRE34191, DANRE34188, DANRE34189, DANRE34190, DANRE26737, DANRE39625, DANRE26734, DANRE26735, DANRE26736, DANRE24510	APOSC_08095, APOSC_08094
OG0001039	DANRE33581, DANRE33582, DANRE33583	APOSC_04027
OG0001039	DANRE35466	APOSC_21961, APOSC_21960
OG0001042	DANRE40759, DANRE40758, DANRE40284, DANRE02474, DANRE02475, DANRE22411, DANRE22410, DANRE12329, DANRE12330, DANRE12328, DANRE31604, DANRE31603	APOSC_11804, APOSC_11802, APOSC_11803
OG0001044	DANRE37591, DANRE37590, DANRE37589	APOSC_09771
OG0001046	DANRE29998, DANRE15431, DANRE15430, DANRE43288, DANRE29165, DANRE30394, DANRE02971, DANRE02969, DANRE02970	APOSC_10057
OG0001047	DANRE01241, DANRE08399, DANRE08397, DANRE08398, DANRE01243, DANRE01242, DANRE12244, DANRE12243, DANRE19750, DANRE19749, DANRE06956, DANRE06957	APOSC_07498, APOSC_07497, APOSC_09711, APOSC_09712
OG0001048	DANRE33726, DANRE33727, DANRE05406, DANRE03103, DANRE05407, DANRE19307, DANRE19308, DANRE20140, DANRE20141, DANRE20142	APOSC_27676, APOSC_08099
OG0001049	DANRE02648, DANRE23652	APOSC_13075
OG0001049	DANRE07752, DANRE23213	APOSC_00313
OG0001050	DANRE40771, DANRE17632, DANRE37651, DANRE36467, DANRE25249, DANRE25251, DANRE25250, DANRE09895, DANRE09896	APOSC_28063
OG0001052	DANRE03270, DANRE05763, DANRE03271	APOSC_21889
OG0001053	DANRE03466, DANRE28187, DANRE28188, DANRE28186, DANRE24594, DANRE24595, DANRE23165, DANRE42694, DANRE42693	APOSC_25635
OG0001053	DANRE06732, DANRE05252	APOSC_21499
OG0001054	DANRE14018, DANRE09333, DANRE14019, DANRE30361, DANRE36031, DANRE15461, DANRE15462, DANRE29837, DANRE43286, DANRE29468, DANRE36034, DANRE30499, DANRE14016, DANRE09332, DANRE14017	APOSC_23483
OG0001057	DANRE22214, DANRE22213	APOSC_19431
OG0001057	DANRE42445, DANRE42447, DANRE42446, DANRE06049, DANRE06048	APOSC_13058
OG0001058	DANRE00594, DANRE00593, DANRE39688, DANRE39689, DANRE08014, DANRE08015, DANRE19843, DANRE19842	APOSC_03274, APOSC_08093, APOSC_03275
OG0001059	DANRE18761, DANRE24662, DANRE24659, DANRE24661, DANRE24660, DANRE11709, DANRE11710, DANRE18760, DANRE18758, DANRE18759, DANRE18757	APOSC_04077
OG0001060	DANRE30655	APOSC_24256, APOSC_24254, APOSC_24252, APOSC_24253
OG0001062	DANRE28653, DANRE16543, DANRE21837, DANRE21838, DANRE26303, DANRE23617	APOSC_18657
OG0001063	DANRE04656	APOSC_06298, APOSC_18602
OG0001065	DANRE11578, DANRE18855, DANRE18854, DANRE18853	APOSC_06320
OG0001066	DANRE39946, DANRE40457, DANRE39945, DANRE22302, DANRE40512, DANRE36839	APOSC_18530
OG0001067	DANRE42913, DANRE16146	APOSC_06521
OG0001068	DANRE24452, DANRE09994	APOSC_05419
OG0001072	DANRE34212, DANRE34213, DANRE33687, DANRE33686	APOSC_21913
OG0001072	DANRE30991	APOSC_13810, APOSC_10950, APOSC_17931
OG0001073	DANRE07147, DANRE07148, DANRE02614	APOSC_26376
OG0001075	DANRE09111, DANRE09112, DANRE09110, DANRE09113, DANRE09109, DANRE18111, DANRE18112, DANRE18109, DANRE18110, DANRE11682	APOSC_01609
OG0001076	DANRE01059, DANRE01061, DANRE08511, DANRE08513, DANRE08512, DANRE01060, DANRE08514, DANRE17848, DANRE17845, DANRE17846, DANRE17844	APOSC_12173
OG0001077	DANRE27192	APOSC_11437
OG0001077	DANRE13619	APOSC_00506
OG0001078	DANRE33231, DANRE33234, DANRE33233, DANRE33232, DANRE22373, DANRE22374, DANRE22372, DANRE36986, DANRE29517, DANRE24790, DANRE24791, DANRE39097, DANRE39096, DANRE39098	APOSC_27568
OG0001079	DANRE40520, DANRE40521, DANRE31014, DANRE39805	APOSC_10027
OG0001080	DANRE10317	APOSC_05170
OG0001080	DANRE38901, DANRE38902	APOSC_12416
OG0001081	DANRE12197, DANRE12196, DANRE12195	APOSC_07539
OG0001082	DANRE01614	APOSC_13677
OG0001083	DANRE11162, DANRE03313, DANRE06572, DANRE11816, DANRE11815	APOSC_11163
OG0001084	DANRE21390, DANRE09519, DANRE09517, DANRE09518, DANRE21391	APOSC_05222
OG0001084	DANRE28176, DANRE28177	APOSC_23702
OG0001085	DANRE36752, DANRE36751, DANRE22295, DANRE39750, DANRE39751, DANRE02426, DANRE30868, DANRE30869, DANRE02298, DANRE02297, DANRE02296	APOSC_12993, APOSC_12994
OG0001093	DANRE14894, DANRE14893, DANRE03347, DANRE29218, DANRE29217, DANRE16120, DANRE41468, DANRE41467, DANRE41466	APOSC_16046, APOSC_16044, APOSC_16045, APOSC_16043
OG0001094	DANRE10894, DANRE06835, DANRE05547	APOSC_16150, APOSC_26607, APOSC_01941
OG0001095	DANRE37105, DANRE37106, DANRE21368, DANRE21367, DANRE14978	APOSC_09493
OG0001101	DANRE43023, DANRE43024	APOSC_01614
OG0001102	DANRE05563	APOSC_16629
OG0001102	DANRE05135	APOSC_08185
OG0001102	DANRE05287, DANRE05288	APOSC_22291
OG0001103	DANRE12024	APOSC_04714
OG0001103	DANRE24316, DANRE24315, DANRE24314	APOSC_00044
OG0001104	DANRE12309, DANRE12308	APOSC_01233, APOSC_01232
OG0001105	DANRE03125	APOSC_22089
OG0001106	DANRE37557, DANRE37558, DANRE26118, DANRE26117, DANRE26119	APOSC_10543
OG0001107	DANRE01942, DANRE01943, DANRE00878, DANRE00877, DANRE06921, DANRE06922, DANRE16573, DANRE16574, DANRE42251, DANRE42250	APOSC_02863, APOSC_02862
OG0001108	DANRE22562, DANRE36536, DANRE36537, DANRE22561, DANRE22563	APOSC_04910
OG0001108	DANRE07648, DANRE07647, DANRE07649, DANRE07646, DANRE07645	APOSC_18668
OG0001109	DANRE30375, DANRE30374, DANRE05998, DANRE05997, DANRE05996	APOSC_01699
OG0001110	DANRE26726, DANRE26727, DANRE24537, DANRE24538, DANRE39856, DANRE19108, DANRE39854, DANRE39855	APOSC_02158
OG0001112	DANRE36239, DANRE41400, DANRE15335, DANRE15332	APOSC_22649, APOSC_22648, APOSC_22650
OG0001113	DANRE29305, DANRE29306	APOSC_04032
OG0001113	DANRE13286	APOSC_01852
OG0001113	DANRE36120	APOSC_23610
OG0001114	DANRE12192, DANRE12194, DANRE25899, DANRE10621, DANRE10620, DANRE10623, DANRE10622	APOSC_06726
OG0001115	DANRE20671, DANRE40340, DANRE01643, DANRE24999, DANRE31371	APOSC_20837
OG0001116	DANRE03948	APOSC_07926
OG0001116	DANRE42044, DANRE42046, DANRE42047	APOSC_23270, APOSC_23271, APOSC_23272
OG0001119	DANRE38797	APOSC_27988
OG0001119	DANRE38793, DANRE38795, DANRE38796, DANRE38794	APOSC_27990, APOSC_15333, APOSC_27989
OG0001120	DANRE20475, DANRE06618, DANRE06617, DANRE35418, DANRE42918, DANRE42917, DANRE06970, DANRE06969, DANRE06968, DANRE06971	APOSC_17282, APOSC_17283, APOSC_17284, APOSC_17286, APOSC_17285
OG0001121	DANRE05588, DANRE05587, DANRE16591, DANRE16590, DANRE16589	APOSC_08497, APOSC_08496
OG0001123	DANRE23983	APOSC_27910
OG0001123	DANRE34793, DANRE34794	APOSC_06480
OG0001124	DANRE03040	APOSC_05655
OG0001124	DANRE01476	APOSC_14707
OG0001126	DANRE02473	APOSC_12885
OG0001127	DANRE41783, DANRE41782, DANRE15362, DANRE15363, DANRE27928, DANRE27929, DANRE27930, DANRE27931	APOSC_22052
OG0001128	DANRE11570, DANRE11571, DANRE13253, DANRE13252, DANRE00033, DANRE18370, DANRE18369, DANRE18368, DANRE18366, DANRE18367	APOSC_17039
OG0001129	DANRE12805, DANRE38100, DANRE10144	APOSC_09504, APOSC_09503, APOSC_09505
OG0001129	DANRE09107	APOSC_07928
OG0001130	DANRE00191, DANRE00192	APOSC_23929, APOSC_10394
OG0001131	DANRE35573, DANRE35575, DANRE35574, DANRE05263, DANRE05262, DANRE11143, DANRE17459	APOSC_10660
OG0001132	DANRE00495, DANRE00494, DANRE00496	APOSC_22214
OG0001133	DANRE14565	APOSC_09462
OG0001133	DANRE00326, DANRE00325	APOSC_26387
OG0001134	DANRE30384, DANRE03544, DANRE03543	APOSC_03277
OG0001135	DANRE15167, DANRE15168, DANRE15171, DANRE15169, DANRE15170, DANRE03694	APOSC_07139, APOSC_21672
OG0001135	DANRE43114, DANRE28908, DANRE28907, DANRE28967, DANRE28968	APOSC_23479
OG0001136	DANRE40170, DANRE40169, DANRE26964, DANRE26965, DANRE39095, DANRE39094	APOSC_27527
OG0001137	DANRE34399, DANRE07711, DANRE07714, DANRE07715, DANRE07713, DANRE07712, DANRE07710, DANRE34398	APOSC_03121, APOSC_03122
OG0001138	DANRE23035, DANRE23036, DANRE36919, DANRE36920, DANRE38760, DANRE38759, DANRE27896, DANRE27895, DANRE27897, DANRE42085	APOSC_17070, APOSC_17069
OG0001139	DANRE16147, DANRE16148	APOSC_20729, APOSC_20730
OG0001139	DANRE25097, DANRE30941, DANRE30942	APOSC_22795
OG0001141	DANRE41144, DANRE41143, DANRE41145, DANRE34924, DANRE34925, DANRE41146, DANRE34926	APOSC_14638, APOSC_05629, APOSC_15128
OG0001142	DANRE38005, DANRE38003	APOSC_21301, APOSC_21304, APOSC_21300, APOSC_21302
OG0001143	DANRE25849, DANRE30754, DANRE30755, DANRE13212, DANRE15627, DANRE09922	APOSC_15154
OG0001144	DANRE23119, DANRE23118, DANRE36574, DANRE36575, DANRE36573, DANRE41447, DANRE41446, DANRE09531, DANRE09530, DANRE14316, DANRE14317	APOSC_19392
OG0001148	DANRE15191, DANRE15190, DANRE15189	APOSC_26031
OG0001149	DANRE14289, DANRE14290, DANRE14288, DANRE43370, DANRE43369	APOSC_21673, APOSC_19665
OG0001155	DANRE00096	APOSC_09331
OG0001155	DANRE07922	APOSC_20228
OG0001156	DANRE36530, DANRE22268, DANRE29205, DANRE29204, DANRE42727, DANRE42726	APOSC_02186
OG0001158	DANRE36872, DANRE23963, DANRE23962	APOSC_02675, APOSC_10531
OG0001159	DANRE05470, DANRE10627	APOSC_12530
OG0001160	DANRE31338, DANRE39872, DANRE20664, DANRE20663	APOSC_19351
OG0001161	DANRE38331, DANRE38329, DANRE38330, DANRE25997, DANRE00207, DANRE00210, DANRE00209	APOSC_06253, APOSC_13984, APOSC_06254
OG0001162	DANRE08007, DANRE08006, DANRE08008, DANRE08009, DANRE19831, DANRE19828, DANRE19830, DANRE19829, DANRE42512, DANRE42511, DANRE43065	APOSC_12922, APOSC_12923
OG0001163	DANRE04351, DANRE05359	APOSC_00653, APOSC_10789, APOSC_08646, APOSC_08645, APOSC_17340, APOSC_13361
OG0001165	DANRE18768	APOSC_20051
OG0001165	DANRE42434, DANRE42435, DANRE42433	APOSC_23971
OG0001166	DANRE09039, DANRE09040, DANRE30842, DANRE30843, DANRE30844, DANRE30841, DANRE11857, DANRE06281, DANRE19946	APOSC_26232, APOSC_26233, APOSC_26234
OG0001167	DANRE11150, DANRE38292, DANRE38291, DANRE05260, DANRE05261	APOSC_15750, APOSC_15751
OG0001168	DANRE14763, DANRE14762, DANRE01595, DANRE14764, DANRE01592, DANRE09690, DANRE09691, DANRE01594, DANRE01593, DANRE25534, DANRE25535	APOSC_07839, APOSC_20079
OG0001169	DANRE08936, DANRE08937	APOSC_16441
OG0001171	DANRE24329	APOSC_10831
OG0001172	DANRE28103, DANRE23854, DANRE42209	APOSC_01434
OG0001172	DANRE35704, DANRE41740, DANRE29561, DANRE43426	APOSC_19424
OG0001173	DANRE09871, DANRE09870	APOSC_12328
OG0001173	DANRE09868, DANRE09869	APOSC_12225, APOSC_13474, APOSC_05813
OG0001174	DANRE36611	APOSC_02636, APOSC_02635
OG0001176	DANRE38313, DANRE14113, DANRE21453	APOSC_17966, APOSC_17968, APOSC_17967, APOSC_11811, APOSC_11812
OG0001176	DANRE00258, DANRE03914, DANRE05037, DANRE05038	APOSC_09966
OG0001177	DANRE26390, DANRE26389	APOSC_27862
OG0001177	DANRE40862, DANRE40864, DANRE40863	APOSC_09067
OG0001178	DANRE17522, DANRE17523	APOSC_13380
OG0001178	DANRE42414, DANRE42416, DANRE42415	APOSC_10092
OG0001179	DANRE39019	APOSC_24042
OG0001179	DANRE37036, DANRE37035	APOSC_00450
OG0001181	DANRE23910, DANRE23911, DANRE26674, DANRE26675, DANRE03474, DANRE29972, DANRE29971	APOSC_08671
OG0001182	DANRE05777, DANRE10680, DANRE43038, DANRE33939, DANRE12316	APOSC_00719, APOSC_23474, APOSC_12486, APOSC_22228
OG0001183	DANRE29477, DANRE29478, DANRE29479, DANRE29476, DANRE29483, DANRE29481, DANRE29482, DANRE29480, DANRE24697	APOSC_17193, APOSC_17194
OG0001184	DANRE14296, DANRE14295	APOSC_28467
OG0001184	DANRE38448	APOSC_19647
OG0001185	DANRE10091, DANRE10087, DANRE10090, DANRE10088, DANRE10089, DANRE05149, DANRE05150	APOSC_20961, APOSC_20963, APOSC_20960, APOSC_20962, APOSC_20964, APOSC_02697
OG0001186	DANRE26898, DANRE26897, DANRE26189	APOSC_22932
OG0001186	DANRE39141	APOSC_07366
OG0001188	DANRE20180, DANRE20181, DANRE37779, DANRE37780, DANRE05645, DANRE02573, DANRE11351, DANRE11352	APOSC_22816, APOSC_01840
OG0001189	DANRE23240, DANRE23241, DANRE22508, DANRE22507, DANRE23239, DANRE23238, DANRE18126	APOSC_16284, APOSC_02204
OG0001190	DANRE11385, DANRE11386, DANRE02521, DANRE02522, DANRE22917, DANRE22916, DANRE22915	APOSC_04573
OG0001191	DANRE23738, DANRE41174, DANRE11828, DANRE11011, DANRE11829, DANRE03309, DANRE03310, DANRE06571	APOSC_16893
OG0001196	DANRE14067, DANRE14066, DANRE34121, DANRE34124, DANRE34123, DANRE34122, DANRE08119, DANRE08109, DANRE08110, DANRE08111, DANRE08114, DANRE08117, DANRE08118, DANRE08116, DANRE08115, DANRE08113, DANRE08112	APOSC_17916
OG0001197	DANRE19964, DANRE19965	APOSC_08492
OG0001198	DANRE21730, DANRE27839	APOSC_22302
OG0001198	DANRE12408	APOSC_22586
OG0001199	DANRE11652, DANRE11653	APOSC_03972
OG0001199	DANRE18330, DANRE18331	APOSC_23577
OG0001201	DANRE24906	APOSC_09437
OG0001201	DANRE22353	APOSC_03781, APOSC_23148
OG0001201	DANRE22355, DANRE12520	APOSC_21279
OG0001204	DANRE07916, DANRE07914, DANRE07913, DANRE20317, DANRE20315, DANRE20314, DANRE07915, DANRE20316	APOSC_02297, APOSC_24480
OG0001205	DANRE10682	APOSC_09031
OG0001207	DANRE24209, DANRE29571, DANRE35692	APOSC_12551
OG0001208	DANRE35541, DANRE41476, DANRE41472, DANRE41473, DANRE09739, DANRE09738, DANRE43074	APOSC_16730
OG0001210	DANRE18802, DANRE18801, DANRE18800	APOSC_23126
OG0001210	DANRE26760, DANRE26759	APOSC_24521, APOSC_24519, APOSC_24520
OG0001211	DANRE02626, DANRE02625, DANRE41666, DANRE29139	APOSC_18685
OG0001213	DANRE04387, DANRE43203, DANRE04388	APOSC_26742
OG0001213	DANRE01516, DANRE01514, DANRE01515	APOSC_18014, APOSC_16372
OG0001214	DANRE31132, DANRE31134, DANRE31133	APOSC_14933, APOSC_14935, APOSC_14934
OG0001215	DANRE27329, DANRE27330, DANRE35594, DANRE35595, DANRE41572, DANRE41571, DANRE41573, DANRE35593, DANRE35592, DANRE41574, DANRE23354, DANRE23355, DANRE36527, DANRE36526	APOSC_13978
OG0001216	DANRE26030	APOSC_01787
OG0001217	DANRE24420, DANRE19883, DANRE19884, DANRE24419, DANRE33785, DANRE17425, DANRE17426	APOSC_19625
OG0001218	DANRE13767	APOSC_16011
OG0001218	DANRE09982, DANRE13766, DANRE13765, DANRE02525, DANRE02526, DANRE37945	APOSC_27369, APOSC_27373, APOSC_27371, APOSC_27368
OG0001219	DANRE06219, DANRE06220, DANRE20139, DANRE10625, DANRE13985, DANRE13984	APOSC_17654
OG0001220	DANRE01523, DANRE01524	APOSC_05642
OG0001221	DANRE38048, DANRE38049	APOSC_24815
OG0001223	DANRE26912, DANRE26911, DANRE26910, DANRE38596, DANRE37189, DANRE27744, DANRE37064, DANRE37065	APOSC_26454
OG0001224	DANRE22676, DANRE22677, DANRE22685, DANRE22683, DANRE22678, DANRE22679, DANRE22694, DANRE22691, DANRE22695, DANRE22689, DANRE22692, DANRE22693, DANRE22690, DANRE22688, DANRE22682, DANRE22681, DANRE22680, DANRE22684, DANRE22675, DANRE22674, DANRE22686	APOSC_21055
OG0001225	DANRE25970, DANRE25969, DANRE25968, DANRE25971, DANRE38402, DANRE38398, DANRE38399, DANRE39840, DANRE39835, DANRE00504, DANRE00505, DANRE21562	APOSC_15265
OG0001226	DANRE23266, DANRE23265, DANRE14194	APOSC_06917, APOSC_04394, APOSC_01427
OG0001227	DANRE41942	APOSC_26346
OG0001231	DANRE05445, DANRE05448, DANRE05446, DANRE05447, DANRE17775, DANRE04785, DANRE04784, DANRE03779, DANRE07774, DANRE19684	APOSC_20643
OG0001232	DANRE29418, DANRE29417	APOSC_26473, APOSC_20135, APOSC_14799, APOSC_26965, APOSC_10973, APOSC_18148
OG0001234	DANRE09492	APOSC_26853, APOSC_26851, APOSC_26852, APOSC_26850, APOSC_26849
OG0001236	DANRE10388	APOSC_08290, APOSC_12875
OG0001237	DANRE25150, DANRE25151	APOSC_10087
OG0001238	DANRE07226	APOSC_09179
OG0001239	DANRE25860, DANRE25861, DANRE25859, DANRE02266, DANRE02265, DANRE36693, DANRE25856, DANRE25858, DANRE25857	APOSC_03435
OG0001240	DANRE37656, DANRE37657, DANRE25323, DANRE25324, DANRE25322, DANRE10411, DANRE10412, DANRE34927, DANRE34928, DANRE41148, DANRE41149	APOSC_24416, APOSC_24417
OG0001241	DANRE22500, DANRE22501	APOSC_23343
OG0001241	DANRE16085, DANRE06905	APOSC_04462
OG0001242	DANRE24237, DANRE26881, DANRE26880	APOSC_15728, APOSC_21012
OG0001243	DANRE38914, DANRE39511, DANRE25154, DANRE38911, DANRE38913, DANRE38912	APOSC_18938
OG0001246	DANRE35719, DANRE35720	APOSC_15436, APOSC_15437
OG0001247	DANRE22419, DANRE31091, DANRE31090, DANRE01633, DANRE22417, DANRE22418, DANRE22416, DANRE22420, DANRE22415, DANRE34005, DANRE34004, DANRE34002, DANRE34006, DANRE34003	APOSC_08850
OG0001248	DANRE35929, DANRE35927, DANRE35928, DANRE24637, DANRE23456	APOSC_19998
OG0001249	DANRE15846, DANRE26785, DANRE35515, DANRE20943	APOSC_06543
OG0001250	DANRE29340, DANRE29339, DANRE29338, DANRE03569, DANRE03568, DANRE03567, DANRE30537	APOSC_01792
OG0001251	DANRE24093, DANRE24095, DANRE24092, DANRE24094	APOSC_09632
OG0001252	DANRE30251, DANRE30252, DANRE26714, DANRE24514, DANRE24513, DANRE24515, DANRE28344, DANRE28343, DANRE28342, DANRE28345, DANRE21559, DANRE21558, DANRE21560	APOSC_19009
OG0001253	DANRE30836, DANRE12545, DANRE39815, DANRE39814, DANRE22552, DANRE30835, DANRE30834, DANRE40361, DANRE01742, DANRE01743, DANRE01744	APOSC_11036
OG0001254	DANRE00247, DANRE00249, DANRE39065, DANRE25611, DANRE25612	APOSC_13372
OG0001256	DANRE11481, DANRE11480, DANRE11479, DANRE04535, DANRE04093, DANRE04094, DANRE04536	APOSC_14777, APOSC_14776
OG0001262	DANRE19262	APOSC_09805, APOSC_09807, APOSC_09806, APOSC_09804, APOSC_24190
OG0001263	DANRE03253, DANRE03252, DANRE29681, DANRE29682	APOSC_14146
OG0001264	DANRE14753, DANRE14754, DANRE37060, DANRE37059, DANRE37061, DANRE39137, DANRE14755, DANRE14750, DANRE14751, DANRE14752	APOSC_15051, APOSC_15050
OG0001266	DANRE39425, DANRE27260, DANRE35490, DANRE23595	APOSC_00128, APOSC_00129
OG0001267	DANRE15701	APOSC_17932
OG0001267	DANRE35017, DANRE01548, DANRE34033, DANRE16499, DANRE16498	APOSC_02561
OG0001268	DANRE15799	APOSC_21922
OG0001268	DANRE22870, DANRE22871	APOSC_07653
OG0001270	DANRE24812	APOSC_07392
OG0001270	DANRE29397	APOSC_26062
OG0001271	DANRE38819, DANRE38817, DANRE38818, DANRE27361, DANRE27362, DANRE27360, DANRE03360, DANRE21111	APOSC_28116
OG0001272	DANRE29978, DANRE03166, DANRE07917, DANRE20323, DANRE06556, DANRE06559, DANRE06557, DANRE06558	APOSC_02691, APOSC_10352, APOSC_17558, APOSC_25634
OG0001273	DANRE02106, DANRE02107, DANRE28331, DANRE34837, DANRE34836, DANRE34838	APOSC_21600
OG0001274	DANRE26549, DANRE16882, DANRE16883, DANRE16884, DANRE33262, DANRE33263, DANRE33261	APOSC_21306
OG0001275	DANRE18235	APOSC_18046
OG0001276	DANRE01207, DANRE01206	APOSC_09906, APOSC_09905, APOSC_02286, APOSC_02287
OG0001278	DANRE30403, DANRE02994, DANRE02993, DANRE02995	APOSC_09194
OG0001278	DANRE18880, DANRE18879	APOSC_22330
OG0001279	DANRE13251, DANRE13250, DANRE00031, DANRE00032, DANRE10695, DANRE04800, DANRE16827	APOSC_10701
OG0001280	DANRE25620, DANRE25621, DANRE37606, DANRE37604, DANRE37605, DANRE28151, DANRE40113, DANRE40112, DANRE37607, DANRE16017, DANRE23707, DANRE16016	APOSC_27519, APOSC_27518
OG0001282	DANRE42333, DANRE34496, DANRE34495, DANRE42332, DANRE42331, DANRE27101, DANRE24465, DANRE24464	APOSC_02603, APOSC_02605
OG0001283	DANRE04934, DANRE04936, DANRE04935, DANRE23896, DANRE23897	APOSC_11886, APOSC_04707
OG0001284	DANRE24158	APOSC_07511
OG0001284	DANRE09932, DANRE14552, DANRE25929	APOSC_23659
OG0001287	DANRE20476, DANRE07347, DANRE20477, DANRE42919, DANRE06963, DANRE06964	APOSC_06831
OG0001288	DANRE25733, DANRE34315, DANRE34318, DANRE34316	APOSC_05127
OG0001290	DANRE00528, DANRE00526, DANRE00527, DANRE12301, DANRE12302, DANRE12674, DANRE37304, DANRE37305, DANRE37303, DANRE37306, DANRE37307, DANRE37309, DANRE37308	APOSC_26089
OG0001291	DANRE00618, DANRE00617, DANRE34030, DANRE34031, DANRE34032, DANRE06257, DANRE06256, DANRE20027, DANRE20028, DANRE20029	APOSC_25701
OG0001292	DANRE05796, DANRE05795, DANRE05794, DANRE05797, DANRE05798, DANRE35916, DANRE35918, DANRE35917, DANRE42115, DANRE42112, DANRE42114, DANRE42106, DANRE42111, DANRE42113, DANRE42110, DANRE42109, DANRE42108, DANRE42107, DANRE05799	APOSC_09434, APOSC_09433
OG0001293	DANRE40727, DANRE33631, DANRE33632, DANRE40726, DANRE40728, DANRE19565, DANRE19566, DANRE19563, DANRE19564, DANRE40718, DANRE35033, DANRE35032	APOSC_02639
OG0001294	DANRE18837, DANRE18836	APOSC_15979, APOSC_15980, APOSC_15981
OG0001295	DANRE41427, DANRE35768, DANRE35767, DANRE23445	APOSC_18506, APOSC_18505
OG0001296	DANRE11527, DANRE38121, DANRE38122, DANRE38123, DANRE38120, DANRE22225, DANRE22224	APOSC_21716
OG0001297	DANRE30717, DANRE22459, DANRE22458, DANRE22460, DANRE37013, DANRE37014, DANRE37702	APOSC_13620, APOSC_10275
OG0001300	DANRE26543, DANRE26542, DANRE42930, DANRE42928, DANRE42929, DANRE06398, DANRE06399	APOSC_28359, APOSC_24410, APOSC_00939
OG0001302	DANRE35522	APOSC_13642
OG0001302	DANRE09810	APOSC_27436
OG0001305	DANRE16549, DANRE16550, DANRE28651, DANRE28652, DANRE34203, DANRE36227, DANRE36226, DANRE26925	APOSC_04550
OG0001306	DANRE26353, DANRE26352, DANRE17686, DANRE17685, DANRE17684	APOSC_25565
OG0001306	DANRE18995, DANRE18996	APOSC_16313
OG0001308	DANRE05117, DANRE05116, DANRE06233, DANRE34680	APOSC_19468
OG0001309	DANRE37164, DANRE20017, DANRE20016, DANRE27311	APOSC_28082, APOSC_26759
OG0001310	DANRE12016, DANRE12017	APOSC_16039
OG0001310	DANRE11088, DANRE11087, DANRE35906	APOSC_12794
OG0001311	DANRE14576, DANRE08602	APOSC_06535, APOSC_06536
OG0001311	DANRE10133, DANRE13609, DANRE13617	APOSC_26409
OG0001312	DANRE33358, DANRE24238, DANRE24239	APOSC_18881, APOSC_02695, APOSC_01193, APOSC_01192
OG0001315	DANRE03124, DANRE03123, DANRE03122, DANRE03565, DANRE30533, DANRE30534, DANRE21863, DANRE21864	APOSC_23156, APOSC_08359, APOSC_08360, APOSC_13377, APOSC_11677, APOSC_04724, APOSC_21291
OG0001316	DANRE17825, DANRE24274, DANRE24275, DANRE06941	APOSC_24096, APOSC_24095
OG0001317	DANRE30985, DANRE30984	APOSC_08113
OG0001318	DANRE03829	APOSC_20047
OG0001318	DANRE41846, DANRE16169	APOSC_08207
OG0001319	DANRE33830, DANRE06762, DANRE06763, DANRE27088, DANRE27087, DANRE24474, DANRE42476	APOSC_07704
OG0001320	DANRE18723, DANRE18722, DANRE05778	APOSC_12164
OG0001321	DANRE12728, DANRE28335, DANRE21547, DANRE21546, DANRE10456	APOSC_09384
OG0001322	DANRE39175, DANRE39174, DANRE12563, DANRE12562	APOSC_08768
OG0001322	DANRE07737	APOSC_06842
OG0001323	DANRE43273	APOSC_20876
OG0001324	DANRE16093, DANRE16095, DANRE16098, DANRE16097, DANRE16094, DANRE16096	APOSC_00820
OG0001326	DANRE05749, DANRE05748, DANRE43139, DANRE01553, DANRE33552, DANRE33553, DANRE33551, DANRE05304, DANRE16141	APOSC_23911
OG0001327	DANRE25508, DANRE25510, DANRE25509	APOSC_03248
OG0001327	DANRE31148, DANRE31147, DANRE02284	APOSC_16461
OG0001329	DANRE31065, DANRE31064, DANRE31063, DANRE31066, DANRE31067, DANRE39827, DANRE16282	APOSC_28234
OG0001330	DANRE03150, DANRE03151, DANRE29159, DANRE29160, DANRE08275, DANRE20391, DANRE20390, DANRE33586, DANRE33587, DANRE20387	APOSC_03934, APOSC_03936, APOSC_03935
OG0001332	DANRE16331, DANRE38071	APOSC_26743
OG0001333	DANRE00100, DANRE03587	APOSC_19820
OG0001335	DANRE25894	APOSC_29129
OG0001337	DANRE39869, DANRE27426, DANRE27424	APOSC_06896
OG0001341	DANRE39753, DANRE02429	APOSC_25206
OG0001344	DANRE00281	APOSC_01831
OG0001345	DANRE40478, DANRE40477	APOSC_20488
