Orthogroup	DANRE	ASTMX
OG0000765	DANRE40818, DANRE40819, DANRE40817	ASTMX05048
OG0000766	DANRE23752	ASTMX11015
OG0000766	DANRE09934	ASTMX06840
OG0000766	DANRE20922	ASTMX04918
OG0000766	DANRE00517, DANRE00514, DANRE00516, DANRE00515	ASTMX08201
OG0000767	DANRE11659, DANRE11660, DANRE11658, DANRE11661	ASTMX03288
OG0000767	DANRE08379	ASTMX02324
OG0000767	DANRE10974	ASTMX18659
OG0000767	DANRE18316, DANRE18317, DANRE18318	ASTMX03804
OG0000768	DANRE31072, DANRE31070, DANRE31069	ASTMX07141
OG0000768	DANRE22256, DANRE22257	ASTMX00777, ASTMX22777
OG0000768	DANRE22874	ASTMX20032
OG0000769	DANRE39479	ASTMX22645
OG0000769	DANRE38066	ASTMX05637
OG0000769	DANRE38085	ASTMX19216
OG0000769	DANRE13692	ASTMX19205, ASTMX20376
OG0000769	DANRE38087	ASTMX22175
OG0000769	DANRE23761	ASTMX19215, ASTMX07017, ASTMX16972
OG0000769	DANRE07997, DANRE07998, DANRE07996, DANRE07994, DANRE07995, DANRE13736, DANRE13729, DANRE13727, DANRE13728, DANRE13737, DANRE13730, DANRE13735, DANRE13732, DANRE13733, DANRE13734, DANRE13731, DANRE13738, DANRE13725, DANRE13726, DANRE13689, DANRE13573, DANRE13574, DANRE13686, DANRE13687, DANRE13688, DANRE13683, DANRE13682, DANRE13680, DANRE13681, DANRE13684, DANRE13685	ASTMX13755, ASTMX13754, ASTMX17424
OG0000769	DANRE23763	ASTMX07020, ASTMX20375, ASTMX07037, ASTMX07019, ASTMX07018, ASTMX16973, ASTMX20523, ASTMX07021
OG0000772	DANRE15796, DANRE15798, DANRE15797	ASTMX21784
OG0000772	DANRE09745, DANRE09746	ASTMX06747
OG0000774	DANRE26601, DANRE26600, DANRE26599, DANRE40140	ASTMX06458
OG0000774	DANRE17370, DANRE17371	ASTMX12899
OG0000774	DANRE39793, DANRE39792	ASTMX04044
OG0000775	DANRE10814, DANRE10813	ASTMX08143
OG0000775	DANRE33689, DANRE33688, DANRE33690, DANRE33691	ASTMX19025
OG0000776	DANRE35255, DANRE35254	ASTMX07839
OG0000776	DANRE15732	ASTMX16276
OG0000776	DANRE42482	ASTMX00140
OG0000776	DANRE06939	ASTMX08791
OG0000777	DANRE35455, DANRE35454	ASTMX15408
OG0000777	DANRE29451, DANRE29452	ASTMX12925
OG0000777	DANRE29983	ASTMX04998
OG0000777	DANRE15427	ASTMX12330
OG0000777	DANRE29328, DANRE36168, DANRE36169	ASTMX11385
OG0000778	DANRE03712	ASTMX13835
OG0000778	DANRE34882, DANRE34883	ASTMX20627
OG0000778	DANRE09472	ASTMX06889
OG0000778	DANRE22974, DANRE22973	ASTMX05232
OG0000778	DANRE36627	ASTMX09431
OG0000778	DANRE41043, DANRE41041, DANRE41042	ASTMX05703
OG0000779	DANRE34815, DANRE34816, DANRE34817	ASTMX03346
OG0000779	DANRE22401	ASTMX03437
OG0000779	DANRE01681, DANRE01682	ASTMX00687
OG0000779	DANRE23289, DANRE23290	ASTMX11032
OG0000779	DANRE24330, DANRE24331	ASTMX06141
OG0000780	DANRE12112, DANRE12111	ASTMX01363
OG0000780	DANRE07895, DANRE07896, DANRE07897	ASTMX05871
OG0000782	DANRE28363, DANRE28364, DANRE21701	ASTMX02444
OG0000782	DANRE34593, DANRE34592, DANRE34595, DANRE34594	ASTMX19387
OG0000782	DANRE12747, DANRE12748	ASTMX06219
OG0000782	DANRE38505, DANRE38506	ASTMX00254
OG0000784	DANRE26685	ASTMX13104
OG0000784	DANRE22147	ASTMX16895
OG0000784	DANRE02507, DANRE02508	ASTMX00816
OG0000784	DANRE24466	ASTMX16655
OG0000784	DANRE27100, DANRE27099	ASTMX03185
OG0000784	DANRE18977	ASTMX16934
OG0000784	DANRE22664, DANRE22665	ASTMX06706
OG0000786	DANRE18615	ASTMX08950
OG0000786	DANRE40366	ASTMX01793
OG0000786	DANRE02142	ASTMX05538
OG0000786	DANRE36994	ASTMX15702
OG0000786	DANRE36995	ASTMX17407
OG0000786	DANRE36997, DANRE36996	ASTMX20594, ASTMX20593, ASTMX22132, ASTMX20592
OG0000786	DANRE19428	ASTMX16013
OG0000786	DANRE35094	ASTMX13074
OG0000787	DANRE19518	ASTMX18588
OG0000787	DANRE34015	ASTMX20527
OG0000787	DANRE19519	ASTMX20528
OG0000787	DANRE42974	ASTMX03662
OG0000787	DANRE05326, DANRE05325, DANRE05327	ASTMX06610
OG0000787	DANRE00057, DANRE33402	ASTMX03035
OG0000788	DANRE38685, DANRE38687, DANRE38686	ASTMX03595
OG0000788	DANRE30771, DANRE30772	ASTMX18586
OG0000788	DANRE40624, DANRE40626, DANRE40623, DANRE40625	ASTMX05072
OG0000788	DANRE28277	ASTMX11933
OG0000788	DANRE21678	ASTMX02454
OG0000789	DANRE24601	ASTMX05744
OG0000789	DANRE33218	ASTMX05742
OG0000790	DANRE21670, DANRE21671, DANRE28284	ASTMX22472
OG0000791	DANRE26678	ASTMX13100
OG0000791	DANRE24509, DANRE24508, DANRE24505, DANRE24506	ASTMX11966
OG0000791	DANRE35507	ASTMX00979
OG0000791	DANRE15367, DANRE15368	ASTMX16746
OG0000791	DANRE41773	ASTMX17098
OG0000792	DANRE09524	ASTMX01915
OG0000792	DANRE02533	ASTMX11855
OG0000792	DANRE33671, DANRE33670	ASTMX16348
OG0000793	DANRE13974	ASTMX14223
OG0000793	DANRE19092	ASTMX10357
OG0000793	DANRE39166, DANRE39164, DANRE39165	ASTMX01727
OG0000793	DANRE25017, DANRE25016, DANRE25015	ASTMX02233
OG0000793	DANRE21768	ASTMX02443
OG0000793	DANRE25958	ASTMX05161
OG0000793	DANRE13450	ASTMX20115
OG0000794	DANRE08088	ASTMX04449
OG0000794	DANRE20295	ASTMX12232
OG0000794	DANRE08087	ASTMX04448
OG0000794	DANRE29799, DANRE29798, DANRE29797	ASTMX18972
OG0000795	DANRE06535	ASTMX15720
OG0000796	DANRE07698	ASTMX02301
OG0000796	DANRE38167	ASTMX05643
OG0000796	DANRE00746, DANRE00745	ASTMX18123
OG0000796	DANRE08907, DANRE08906, DANRE08908, DANRE08905	ASTMX20198
OG0000796	DANRE06931, DANRE06932, DANRE06933	ASTMX08788
OG0000796	DANRE00879	ASTMX18533
OG0000797	DANRE20533	ASTMX20588
OG0000797	DANRE07326, DANRE07327, DANRE07328	ASTMX19577
OG0000798	DANRE29060, DANRE29059, DANRE29061	ASTMX21193
OG0000798	DANRE03069	ASTMX11678
OG0000798	DANRE28964, DANRE28965, DANRE28966	ASTMX10211
OG0000798	DANRE09477	ASTMX06892
OG0000799	DANRE22127, DANRE22128	ASTMX17390
OG0000799	DANRE00706, DANRE00705	ASTMX14818
OG0000799	DANRE39398	ASTMX10072
OG0000799	DANRE00648, DANRE00645, DANRE00647	ASTMX09971
OG0000799	DANRE43147, DANRE00646	ASTMX14456
OG0000799	DANRE15975	ASTMX15426
OG0000800	DANRE30113, DANRE30114, DANRE30111, DANRE30112, DANRE30118, DANRE30117, DANRE30119	ASTMX14154
OG0000800	DANRE12803	ASTMX10910
OG0000800	DANRE25273	ASTMX21176
OG0000800	DANRE11295	ASTMX03211
OG0000801	DANRE39090, DANRE39091, DANRE39092	ASTMX01728
OG0000801	DANRE25011, DANRE25012	ASTMX02234
OG0000801	DANRE33247	ASTMX15089
OG0000802	DANRE36485	ASTMX06019
OG0000802	DANRE28869	ASTMX21699
OG0000802	DANRE35651	ASTMX11410
OG0000802	DANRE02087	ASTMX02887
OG0000802	DANRE20938	ASTMX04926
OG0000802	DANRE07777	ASTMX13825
OG0000802	DANRE17566	ASTMX08074
OG0000802	DANRE11046, DANRE11047	ASTMX21722
OG0000802	DANRE26779	ASTMX16382
OG0000802	DANRE39552	ASTMX05118
OG0000802	DANRE34339	ASTMX11346
OG0000803	DANRE25471, DANRE25473, DANRE25474, DANRE25472	ASTMX01085
OG0000803	DANRE30693	ASTMX17361
OG0000805	DANRE33771	ASTMX10697
OG0000805	DANRE08599	ASTMX19764
OG0000805	DANRE30219	ASTMX17903
OG0000805	DANRE17673	ASTMX12444
OG0000805	DANRE20104	ASTMX09333
OG0000805	DANRE38014, DANRE38013	ASTMX07001
OG0000805	DANRE24472	ASTMX16652
OG0000809	DANRE26639, DANRE26638, DANRE26637	ASTMX16871
OG0000809	DANRE40060, DANRE40059, DANRE40058	ASTMX20241, ASTMX06550
OG0000809	DANRE27835, DANRE27833, DANRE27834	ASTMX06551
OG0000809	DANRE21723, DANRE21722	ASTMX02419
OG0000809	DANRE34758, DANRE01481	ASTMX12066
OG0000810	DANRE40004	ASTMX14057
OG0000810	DANRE42578	ASTMX12714
OG0000810	DANRE10213, DANRE10212	ASTMX07516
OG0000810	DANRE13584	ASTMX17120
OG0000811	DANRE12416	ASTMX16565
OG0000813	DANRE04584, DANRE04587, DANRE04586, DANRE04588, DANRE04585	ASTMX04213
OG0000813	DANRE00294	ASTMX12845
OG0000813	DANRE35302	ASTMX17981
OG0000814	DANRE09168	ASTMX15594
OG0000815	DANRE00098	ASTMX05918
OG0000815	DANRE41592, DANRE41590	ASTMX00181
OG0000815	DANRE41498, DANRE41497, DANRE41499	ASTMX08658
OG0000816	DANRE37152, DANRE37153	ASTMX01604
OG0000816	DANRE05255	ASTMX07613
OG0000816	DANRE07950, DANRE07951	ASTMX14361
OG0000816	DANRE07371, DANRE07372	ASTMX03674
OG0000816	DANRE05100	ASTMX12133
OG0000817	DANRE01758	ASTMX22057
OG0000817	DANRE11205	ASTMX12294
OG0000817	DANRE24618, DANRE24619	ASTMX19659
OG0000818	DANRE35449, DANRE35450	ASTMX15406
OG0000818	DANRE03542, DANRE30362	ASTMX07670
OG0000818	DANRE30382, DANRE30381, DANRE30383, DANRE04067	ASTMX01486
OG0000818	DANRE09086	ASTMX09066
OG0000819	DANRE38928	ASTMX14488
OG0000819	DANRE07898	ASTMX05872
OG0000819	DANRE20294	ASTMX12231
OG0000820	DANRE13637	ASTMX12576
OG0000820	DANRE09499	ASTMX21202
OG0000820	DANRE35584	ASTMX08673
OG0000820	DANRE35583	ASTMX00527
OG0000820	DANRE23344	ASTMX11792
OG0000820	DANRE23345	ASTMX15475
OG0000821	DANRE32584, DANRE15416	ASTMX14925, ASTMX09163
OG0000821	DANRE16288	ASTMX05636, ASTMX01012
OG0000822	DANRE30577	ASTMX10309
OG0000822	DANRE38679	ASTMX03593
OG0000822	DANRE31114	ASTMX12605
OG0000823	DANRE08869	ASTMX19476
OG0000824	DANRE08292	ASTMX19096, ASTMX19094
OG0000824	DANRE43285	ASTMX19092
OG0000824	DANRE20331, DANRE20334, DANRE20330	ASTMX12217
OG0000824	DANRE20333, DANRE20332	ASTMX19091
OG0000824	DANRE20337, DANRE20335, DANRE20336	ASTMX12216
OG0000824	DANRE08291	ASTMX19095
OG0000825	DANRE07340	ASTMX14867
OG0000825	DANRE41557, DANRE41558, DANRE41559	ASTMX09792
OG0000825	DANRE22278	ASTMX19849
OG0000825	DANRE12609	ASTMX06289
OG0000826	DANRE17140, DANRE17142, DANRE17141, DANRE17139, DANRE22286	ASTMX19669
OG0000827	DANRE25767	ASTMX00352
OG0000827	DANRE19411	ASTMX03408
OG0000827	DANRE34859	ASTMX03367
OG0000828	DANRE39520	ASTMX13643
OG0000828	DANRE00140, DANRE00141	ASTMX19023
OG0000829	DANRE13452, DANRE13451	ASTMX20116
OG0000829	DANRE28324	ASTMX18197
OG0000829	DANRE20994, DANRE20992, DANRE20993	ASTMX04946
OG0000829	DANRE39524	ASTMX13633
OG0000829	DANRE00287, DANRE00288	ASTMX12842
OG0000829	DANRE05736, DANRE05737	ASTMX02806
OG0000829	DANRE00627, DANRE00626	ASTMX09961
OG0000829	DANRE34022	ASTMX19415
OG0000829	DANRE06193, DANRE06192	ASTMX04647
OG0000829	DANRE04909	ASTMX18505
OG0000830	DANRE29315, DANRE35441	ASTMX15395
OG0000830	DANRE04025	ASTMX17788
OG0000830	DANRE12583, DANRE12584	ASTMX07267
OG0000830	DANRE38642, DANRE38643	ASTMX03575
OG0000831	DANRE26783, DANRE26781, DANRE26782, DANRE26784	ASTMX10322
OG0000831	DANRE35520, DANRE35516, DANRE35517, DANRE35519, DANRE35518	ASTMX00501
OG0000831	DANRE05756, DANRE05755	ASTMX02796
OG0000831	DANRE06324, DANRE06326	ASTMX17883
OG0000832	DANRE11127	ASTMX04850
OG0000833	DANRE02148, DANRE27648, DANRE27649	ASTMX16676
OG0000833	DANRE22222, DANRE22221	ASTMX17036
OG0000833	DANRE22223	ASTMX20537
OG0000833	DANRE39989, DANRE39990, DANRE39991, DANRE39987	ASTMX17998
OG0000834	DANRE36534, DANRE36533	ASTMX06048
OG0000834	DANRE22566, DANRE22567	ASTMX10777
OG0000834	DANRE17497, DANRE17498, DANRE17499	ASTMX03780
OG0000834	DANRE42742, DANRE42741	ASTMX10829
OG0000834	DANRE36011, DANRE36010	ASTMX00566
OG0000835	DANRE23505	ASTMX11779
OG0000835	DANRE25485, DANRE25483, DANRE25484, DANRE25486	ASTMX01087
OG0000835	DANRE39305, DANRE39304	ASTMX09001
OG0000835	DANRE30989	ASTMX07115
OG0000835	DANRE12459, DANRE12460, DANRE12456	ASTMX07230
OG0000836	DANRE38367, DANRE38368, DANRE38370, DANRE38369	ASTMX14295
OG0000836	DANRE24933, DANRE24934, DANRE24935	ASTMX00637
OG0000836	DANRE21462, DANRE21461	ASTMX02859
OG0000837	DANRE24017	ASTMX11955
OG0000837	DANRE14993	ASTMX04294
OG0000837	DANRE14992, DANRE14994, DANRE14991	ASTMX04295
OG0000837	DANRE16122	ASTMX04140
OG0000837	DANRE05269, DANRE05270	ASTMX07602
OG0000837	DANRE22660	ASTMX17291
OG0000838	DANRE39874	ASTMX09271, ASTMX02044
OG0000838	DANRE39873	ASTMX09270, ASTMX02043
OG0000838	DANRE31334	ASTMX16316
OG0000841	DANRE13645, DANRE13646, DANRE13648, DANRE13647, DANRE13644	ASTMX20424
OG0000841	DANRE12852	ASTMX10887
OG0000841	DANRE18521	ASTMX01216
OG0000841	DANRE01048, DANRE01047	ASTMX12144
OG0000842	DANRE21395, DANRE21394	ASTMX13270
OG0000842	DANRE42073, DANRE42074	ASTMX14600
OG0000842	DANRE02620, DANRE02619	ASTMX21767, ASTMX08674, ASTMX22831
OG0000842	DANRE00091, DANRE00092	ASTMX05913
OG0000842	DANRE29911, DANRE29912	ASTMX19115
OG0000842	DANRE24170, DANRE24168, DANRE28182	ASTMX09604
OG0000844	DANRE22983	ASTMX05225
OG0000844	DANRE09466	ASTMX06886
OG0000844	DANRE14008, DANRE14007	ASTMX11513
OG0000844	DANRE43013, DANRE43012	ASTMX04355
OG0000844	DANRE26776, DANRE26775	ASTMX10336
OG0000844	DANRE08927, DANRE08928, DANRE08926	ASTMX04359
OG0000845	DANRE02538, DANRE02537	ASTMX11852
OG0000845	DANRE07165	ASTMX04520
OG0000846	DANRE07570	ASTMX14946
OG0000846	DANRE19726, DANRE19725	ASTMX06081
OG0000847	DANRE03178, DANRE03177	ASTMX04476
OG0000847	DANRE33537	ASTMX13199
OG0000847	DANRE29369, DANRE29370	ASTMX17255
OG0000848	DANRE01096	ASTMX13979
OG0000848	DANRE16221	ASTMX14345
OG0000848	DANRE06726	ASTMX04742
OG0000848	DANRE38510	ASTMX00257
OG0000848	DANRE12738	ASTMX06224
OG0000848	DANRE00454, DANRE00457	ASTMX13366
OG0000849	DANRE20686, DANRE20687	ASTMX14573
OG0000849	DANRE39825	ASTMX13338
OG0000849	DANRE39325	ASTMX16587
OG0000849	DANRE12617	ASTMX06284
OG0000850	DANRE27632	ASTMX16693
OG0000850	DANRE21524, DANRE21523, DANRE21522	ASTMX02820
OG0000850	DANRE05783, DANRE05782	ASTMX12095
OG0000851	DANRE41550, DANRE41551, DANRE41552	ASTMX09789
OG0000851	DANRE35899, DANRE35901, DANRE35900	ASTMX17144
OG0000851	DANRE16797, DANRE16796	ASTMX08263
OG0000852	DANRE08986	ASTMX14218, ASTMX09079
OG0000852	DANRE13970	ASTMX14219
OG0000852	DANRE23607, DANRE23608	ASTMX01973
OG0000852	DANRE15093	ASTMX04325
OG0000853	DANRE11608	ASTMX09686
OG0000853	DANRE34451	ASTMX12533
OG0000853	DANRE07769	ASTMX13818
OG0000854	DANRE04417	ASTMX08448
OG0000854	DANRE12580, DANRE12581, DANRE12578, DANRE12579, DANRE12582	ASTMX07266
OG0000854	DANRE04416, DANRE04420, DANRE04419	ASTMX08447
OG0000855	DANRE33341, DANRE07887, DANRE07886	ASTMX05866
OG0000856	DANRE40419, DANRE40420, DANRE40422	ASTMX08887
OG0000856	DANRE40421	ASTMX08886
OG0000857	DANRE37002	ASTMX18737
OG0000857	DANRE25005	ASTMX15778
OG0000857	DANRE25488	ASTMX01089
OG0000857	DANRE39308	ASTMX09003
OG0000858	DANRE43035	ASTMX14432
OG0000858	DANRE41857	ASTMX08402
OG0000858	DANRE35001	ASTMX03492
OG0000859	DANRE14110	ASTMX18557
OG0000859	DANRE09123	ASTMX14932
OG0000859	DANRE37658	ASTMX18996, ASTMX04905
OG0000859	DANRE34320, DANRE34321	ASTMX12394
OG0000859	DANRE21314, DANRE21313	ASTMX18622
OG0000859	DANRE27682	ASTMX17513
OG0000860	DANRE30283, DANRE30281, DANRE30282, DANRE30280	ASTMX22579
OG0000860	DANRE39844, DANRE39843	ASTMX13435
OG0000860	DANRE19228, DANRE19229	ASTMX16785
OG0000860	DANRE39966, DANRE39967	ASTMX21569
OG0000861	DANRE14168	ASTMX09840
OG0000861	DANRE10478	ASTMX14709
OG0000863	DANRE10032	ASTMX14464
OG0000863	DANRE30849	ASTMX10280
OG0000866	DANRE08582	ASTMX16257
OG0000866	DANRE21424	ASTMX10404
OG0000868	DANRE11567, DANRE11568	ASTMX18458
OG0000868	DANRE18971, DANRE18970	ASTMX16490
OG0000869	DANRE22964, DANRE22963, DANRE22965	ASTMX05238
OG0000869	DANRE33411	ASTMX03029
OG0000870	DANRE04144, DANRE04145	ASTMX17331
OG0000870	DANRE28838, DANRE28839	ASTMX18789
OG0000871	DANRE07004, DANRE07003	ASTMX08820
OG0000871	DANRE21971, DANRE21970, DANRE21972	ASTMX22315
OG0000872	DANRE25284, DANRE12354, DANRE25283, DANRE25280, DANRE25282, DANRE25281	ASTMX20999
OG0000872	DANRE12355, DANRE12352, DANRE12353, DANRE31424	ASTMX02605
OG0000873	DANRE00541, DANRE00542, DANRE21689, DANRE33650	ASTMX15341
OG0000873	DANRE21688	ASTMX18171, ASTMX02450
OG0000873	DANRE33651	ASTMX18538
OG0000873	DANRE12209	ASTMX22220
OG0000874	DANRE15945, DANRE15946	ASTMX01664
OG0000874	DANRE08525, DANRE00850, DANRE00852, DANRE00851	ASTMX03695
OG0000874	DANRE15520	ASTMX21323
OG0000874	DANRE09159	ASTMX07423
OG0000875	DANRE18885, DANRE18882	ASTMX10227
OG0000875	DANRE28204, DANRE28280, DANRE28203, DANRE28205, DANRE28207, DANRE28206, DANRE28208, DANRE28209	ASTMX22128
OG0000875	DANRE35854	ASTMX15020
OG0000876	DANRE24478, DANRE24477, DANRE24479	ASTMX16648
OG0000876	DANRE27898, DANRE27899	ASTMX15450
OG0000876	DANRE23117, DANRE23116, DANRE23115	ASTMX11061
OG0000876	DANRE36571, DANRE36570	ASTMX09402
OG0000876	DANRE41380	ASTMX16730
OG0000877	DANRE41354, DANRE41352, DANRE41353	ASTMX02085
OG0000878	DANRE12358, DANRE12360	ASTMX02607
OG0000878	DANRE09130, DANRE09132, DANRE09131, DANRE09133, DANRE09129	ASTMX14927
OG0000879	DANRE22248, DANRE22249	ASTMX07159
OG0000879	DANRE33888	ASTMX20218
OG0000879	DANRE38206	ASTMX05667
OG0000879	DANRE23042	ASTMX19602
OG0000879	DANRE35784	ASTMX05400
OG0000880	DANRE36759, DANRE36756, DANRE36757	ASTMX19119
OG0000880	DANRE02294	ASTMX05557
OG0000880	DANRE30872, DANRE30873	ASTMX08534
OG0000880	DANRE22569, DANRE22571, DANRE22570, DANRE22568	ASTMX10778
OG0000880	DANRE40327, DANRE40326	ASTMX08874, ASTMX01769
OG0000881	DANRE13840	ASTMX08736
OG0000881	DANRE09221	ASTMX09138
OG0000881	DANRE34673, DANRE34674	ASTMX09646
OG0000881	DANRE07926, DANRE07927	ASTMX05888
OG0000882	DANRE18780	ASTMX13018
OG0000882	DANRE23952, DANRE23953, DANRE23954	ASTMX12618
OG0000882	DANRE37050, DANRE37049	ASTMX07464
OG0000882	DANRE18776, DANRE18775, DANRE18777, DANRE18779, DANRE18778, DANRE18774	ASTMX13019
OG0000882	DANRE15120, DANRE15121	ASTMX05010
OG0000883	DANRE38413	ASTMX03555
OG0000883	DANRE21589, DANRE21588	ASTMX07903
OG0000887	DANRE02237	ASTMX05512
OG0000887	DANRE22542, DANRE22543	ASTMX10768
OG0000887	DANRE24480	ASTMX16791
OG0000888	DANRE13975, DANRE09386	ASTMX14224
OG0000888	DANRE28309	ASTMX11928
OG0000888	DANRE33990, DANRE33989	ASTMX18926
OG0000889	DANRE17250, DANRE17249	ASTMX13535
OG0000889	DANRE29366	ASTMX17253
OG0000889	DANRE33536	ASTMX13198
OG0000889	DANRE01110	ASTMX13987
OG0000889	DANRE07937	ASTMX20205
OG0000890	DANRE17896	ASTMX13028
OG0000890	DANRE11549	ASTMX21054
OG0000890	DANRE16599, DANRE16600, DANRE16601	ASTMX07291
OG0000892	DANRE16210, DANRE37740	ASTMX06337, ASTMX22137
OG0000892	DANRE28129, DANRE28128, DANRE28124, DANRE28127, DANRE28126, DANRE28125, DANRE28123, DANRE28122	ASTMX15187, ASTMX05596, ASTMX05595, ASTMX05597, ASTMX05579, ASTMX22607, ASTMX15537, ASTMX15538, ASTMX15677, ASTMX15676
OG0000892	DANRE33052	ASTMX01659, ASTMX01657, ASTMX01658
OG0000893	DANRE21302	ASTMX16839
OG0000893	DANRE36979	ASTMX15713
OG0000893	DANRE25838	ASTMX05174
OG0000893	DANRE25839, DANRE25837	ASTMX05175
OG0000893	DANRE25840	ASTMX05176
OG0000893	DANRE36977	ASTMX15714
OG0000894	DANRE16233	ASTMX14915, ASTMX19186
OG0000894	DANRE03636, DANRE03637	ASTMX07726
OG0000894	DANRE28552, DANRE28558, DANRE28553, DANRE28559	ASTMX19891
OG0000894	DANRE30057	ASTMX11065
OG0000895	DANRE19033	ASTMX07765
OG0000895	DANRE00190	ASTMX10574
OG0000895	DANRE12883	ASTMX09017
OG0000896	DANRE27183	ASTMX08984
OG0000896	DANRE18365, DANRE18364	ASTMX03839
OG0000896	DANRE00892, DANRE00891, DANRE08958, DANRE08959	ASTMX20490
OG0000897	DANRE26250, DANRE26251	ASTMX00619
OG0000897	DANRE36838	ASTMX00999
OG0000897	DANRE40514, DANRE40513	ASTMX08838
OG0000898	DANRE24566	ASTMX07406
OG0000898	DANRE28890	ASTMX18529
OG0000899	DANRE08949	ASTMX04348
OG0000899	DANRE33862, DANRE33861	ASTMX20253
OG0000899	DANRE39281	ASTMX02728
OG0000899	DANRE06731, DANRE06730	ASTMX04745
OG0000899	DANRE20516	ASTMX18004
OG0000900	DANRE31343	ASTMX21379
OG0000900	DANRE37018, DANRE37020	ASTMX07447
OG0000900	DANRE22462, DANRE22463	ASTMX15310
OG0000900	DANRE38429	ASTMX03037
OG0000900	DANRE38426	ASTMX21378
OG0000900	DANRE38425, DANRE38422, DANRE38424, DANRE38423	ASTMX00238
OG0000900	DANRE24788, DANRE24789	ASTMX21380
OG0000900	DANRE29507, DANRE29506, DANRE29503, DANRE29505, DANRE29504	ASTMX17023
OG0000904	DANRE20075, DANRE20074	ASTMX09306
OG0000904	DANRE06232, DANRE06231	ASTMX14881
OG0000904	DANRE05115, DANRE05114	ASTMX12135
OG0000904	DANRE34681, DANRE34682	ASTMX11271
OG0000905	DANRE38944, DANRE25791	ASTMX00338
OG0000905	DANRE25774	ASTMX00347
OG0000907	DANRE26506	ASTMX06533
OG0000907	DANRE21488, DANRE21486, DANRE21487	ASTMX02843
OG0000907	DANRE39569, DANRE39567, DANRE39568, DANRE39570	ASTMX09038
OG0000908	DANRE11316	ASTMX20519
OG0000908	DANRE40986	ASTMX14450
OG0000908	DANRE05335	ASTMX06616
OG0000909	DANRE18633, DANRE18637, DANRE18636, DANRE18635, DANRE18634	ASTMX14114
OG0000909	DANRE10754, DANRE10755	ASTMX08183
OG0000909	DANRE43244, DANRE43245	ASTMX18935
OG0000909	DANRE05844, DANRE05846, DANRE05845	ASTMX02527
OG0000911	DANRE29022, DANRE29023	ASTMX10186
OG0000911	DANRE03444, DANRE03443	ASTMX20068
OG0000911	DANRE23107, DANRE23108, DANRE23105, DANRE23104, DANRE23103, DANRE23106	ASTMX11057
OG0000911	DANRE42638, DANRE42637	ASTMX07865
OG0000911	DANRE36545, DANRE36544	ASTMX06052
OG0000912	DANRE22054, DANRE22055	ASTMX10500, ASTMX10501
OG0000912	DANRE06461	ASTMX16615
OG0000912	DANRE20310, DANRE20311	ASTMX13041
OG0000912	DANRE08249, DANRE08250	ASTMX04397
OG0000913	DANRE06706	ASTMX04731
OG0000913	DANRE08772	ASTMX14355
OG0000914	DANRE22546, DANRE22545	ASTMX10770
OG0000914	DANRE39763, DANRE39764	ASTMX04016
OG0000914	DANRE40362	ASTMX01787
OG0000914	DANRE01745	ASTMX05533
OG0000914	DANRE24949, DANRE24948, DANRE24950	ASTMX00615
OG0000915	DANRE23018, DANRE23019	ASTMX19052
OG0000915	DANRE22768, DANRE22767	ASTMX06403
OG0000915	DANRE30961, DANRE30962	ASTMX16161
OG0000915	DANRE36707, DANRE36706	ASTMX09477
OG0000915	DANRE02290	ASTMX05555
OG0000915	DANRE12496, DANRE12495	ASTMX07212
OG0000916	DANRE15518, DANRE15517	ASTMX18220
OG0000916	DANRE11240, DANRE11239, DANRE15419, DANRE15412, DANRE15415, DANRE15414, DANRE00150, DANRE15418, DANRE15413, DANRE15411, DANRE43151, DANRE15417	ASTMX20067, ASTMX18221
OG0000916	DANRE27637, DANRE27638, DANRE27636	ASTMX16683, ASTMX13125
OG0000916	DANRE22170, DANRE22169	ASTMX18305, ASTMX18615
OG0000921	DANRE09862, DANRE09863	ASTMX01807
OG0000921	DANRE41396	ASTMX13599
OG0000921	DANRE39952	ASTMX02073
OG0000923	DANRE42768, DANRE42769, DANRE42770, DANRE42771	ASTMX12705
OG0000923	DANRE01688, DANRE01693, DANRE01689, DANRE23040	ASTMX05362
OG0000923	DANRE42523, DANRE42522	ASTMX00157
OG0000923	DANRE21430	ASTMX10399
OG0000923	DANRE01690	ASTMX21755
OG0000925	DANRE00252, DANRE00256, DANRE00255, DANRE00250, DANRE00254, DANRE00253, DANRE00251	ASTMX10561
OG0000925	DANRE37119, DANRE42422, DANRE42421, DANRE42420	ASTMX00132
OG0000925	DANRE37120	ASTMX00555
OG0000926	DANRE24620, DANRE24621	ASTMX09128
OG0000926	DANRE09184	ASTMX20470
OG0000927	DANRE01936	ASTMX14905
OG0000927	DANRE16153, DANRE16152, DANRE16151, DANRE42910	ASTMX00005
OG0000927	DANRE33823	ASTMX18145
OG0000927	DANRE06403, DANRE06402	ASTMX01174
OG0000927	DANRE00723	ASTMX14825
OG0000927	DANRE37974, DANRE37973	ASTMX06980
OG0000928	DANRE27687, DANRE27688	ASTMX22584
OG0000928	DANRE21003	ASTMX18625
OG0000928	DANRE24965, DANRE24966	ASTMX00645
OG0000928	DANRE39163	ASTMX01726
OG0000929	DANRE20492	ASTMX04114
OG0000929	DANRE38022	ASTMX07004
OG0000929	DANRE24269	ASTMX06184
OG0000929	DANRE35282, DANRE35283, DANRE35284	ASTMX16944
