Orthogroup	APOSJ_ok	DANRE
OG0000374	APOSJ_63316, APOSJ_52272, APOSJ_63313, APOSJ_63315	DANRE23152, DANRE23151, DANRE27829
OG0000378	APOSJ_08015	DANRE10060, DANRE30848, DANRE10029, DANRE41542, DANRE41543, DANRE41544, DANRE35904, DANRE35903
OG0000378	APOSJ_40349, APOSJ_40350, APOSJ_52129, APOSJ_40351	DANRE35004, DANRE42464, DANRE42465, DANRE42466, DANRE42463, DANRE42468, DANRE13826, DANRE13825, DANRE09246, DANRE09245, DANRE09244
OG0000379	APOSJ_26427	DANRE08570
OG0000379	APOSJ_05425	DANRE04156
OG0000379	APOSJ_24725	DANRE16856, DANRE16855
OG0000379	APOSJ_43636, APOSJ_43638, APOSJ_43637	DANRE14077, DANRE14080, DANRE14079, DANRE14076, DANRE14078
OG0000382	APOSJ_29505, APOSJ_29504, APOSJ_29502, APOSJ_45387, APOSJ_45384, APOSJ_45389, APOSJ_53898, APOSJ_53891, APOSJ_45388, APOSJ_45386, APOSJ_29506, APOSJ_53890, APOSJ_51706, APOSJ_45391, APOSJ_45390, APOSJ_45383, APOSJ_45385, APOSJ_29503	DANRE25955, DANRE25953, DANRE25954, DANRE25952, DANRE22850, DANRE22851, DANRE25951, DANRE25950, DANRE31576, DANRE31575, DANRE22849
OG0000384	APOSJ_30562, APOSJ_30561, APOSJ_28863, APOSJ_30555, APOSJ_22956, APOSJ_17150, APOSJ_17153, APOSJ_28866, APOSJ_28869, APOSJ_30557, APOSJ_17452, APOSJ_17154, APOSJ_30560, APOSJ_28867, APOSJ_17152, APOSJ_28864, APOSJ_30556, APOSJ_30558, APOSJ_28862, APOSJ_22957, APOSJ_28865, APOSJ_13926, APOSJ_18449, APOSJ_30559, APOSJ_17155, APOSJ_28868, APOSJ_13925, APOSJ_42625, APOSJ_18453	DANRE39176, DANRE39177, DANRE15659, DANRE15658
OG0000384	APOSJ_45785	DANRE09548, DANRE09549, DANRE09547, DANRE41421, DANRE41422
OG0000389	APOSJ_04847, APOSJ_04845, APOSJ_04843, APOSJ_51827, APOSJ_04846, APOSJ_51830, APOSJ_04848, APOSJ_54180, APOSJ_04844, APOSJ_04849, APOSJ_51828, APOSJ_51826, APOSJ_51829	DANRE20462, DANRE27982, DANRE27980, DANRE27981, DANRE07865, DANRE02597, DANRE07866
OG0000389	APOSJ_45091	DANRE20466, DANRE20465, DANRE20464, DANRE20463, DANRE03342, DANRE03343, DANRE03344, DANRE11173
OG0000391	APOSJ_43862, APOSJ_43863	DANRE11237, DANRE11238, DANRE11236, DANRE11235
OG0000392	APOSJ_29331, APOSJ_52981, APOSJ_60654, APOSJ_51981, APOSJ_09465, APOSJ_18547, APOSJ_59471, APOSJ_23355, APOSJ_05996, APOSJ_23352, APOSJ_05994, APOSJ_53347, APOSJ_53353, APOSJ_59477, APOSJ_59475, APOSJ_63008, APOSJ_51743, APOSJ_52984, APOSJ_62977, APOSJ_05992, APOSJ_62996, APOSJ_53296, APOSJ_59474, APOSJ_05993, APOSJ_23356, APOSJ_59476, APOSJ_23353, APOSJ_26329, APOSJ_51728, APOSJ_05995, APOSJ_59472, APOSJ_53398, APOSJ_51734, APOSJ_51725, APOSJ_47184, APOSJ_52979, APOSJ_23354, APOSJ_61754, APOSJ_51987, APOSJ_51991, APOSJ_23351, APOSJ_59473, APOSJ_60668, APOSJ_33055, APOSJ_23350	DANRE34329, DANRE26696, DANRE26695, DANRE36354, DANRE36355
OG0000393	APOSJ_12639, APOSJ_51170, APOSJ_44607, APOSJ_10349, APOSJ_01148, APOSJ_10350, APOSJ_50984, APOSJ_44606, APOSJ_44608, APOSJ_58562, APOSJ_51175, APOSJ_12636, APOSJ_10345, APOSJ_10346, APOSJ_44609, APOSJ_01537, APOSJ_37401	DANRE33584, DANRE33585
OG0000393	APOSJ_27332, APOSJ_54398, APOSJ_54399	DANRE41173, DANRE41172
OG0000393	APOSJ_58923, APOSJ_27432	DANRE04252
OG0000395	APOSJ_29258, APOSJ_16627	DANRE07727, DANRE07728, DANRE01256, DANRE01257, DANRE07818, DANRE07819
OG0000396	APOSJ_12900, APOSJ_46182, APOSJ_21907	DANRE19273, DANRE40879, DANRE17659, DANRE35148, DANRE35151, DANRE19240, DANRE19237, DANRE26720, DANRE26721, DANRE24521, DANRE17217, DANRE30277, DANRE30278, DANRE30279
OG0000397	APOSJ_27317, APOSJ_35633	DANRE04744, DANRE01077, DANRE01069, DANRE04710, DANRE19128, DANRE19140, DANRE04716, DANRE19137, DANRE19120, DANRE04707, DANRE04713, DANRE04747, DANRE04686, DANRE04689, DANRE04685, DANRE04683, DANRE04734, DANRE04733, DANRE04677, DANRE04736, DANRE04684, DANRE04739, DANRE04691, DANRE04688, DANRE04681, DANRE04682, DANRE04732, DANRE04746, DANRE04695, DANRE04694, DANRE04735, DANRE04678, DANRE04690, DANRE04708, DANRE04743, DANRE04711, DANRE04717, DANRE04692, DANRE04738, DANRE04714, DANRE01076, DANRE19142, DANRE19144, DANRE04740, DANRE04719
OG0000399	APOSJ_16843	DANRE18056
OG0000399	APOSJ_47890	DANRE18763
OG0000399	APOSJ_26614	DANRE26022, DANRE09643, DANRE38314, DANRE28313
OG0000400	APOSJ_18323	DANRE10040
OG0000401	APOSJ_53113, APOSJ_53111, APOSJ_53114, APOSJ_53112, APOSJ_57402, APOSJ_03891, APOSJ_53115, APOSJ_03904	DANRE03473, DANRE27291, DANRE38823, DANRE38822
OG0000402	APOSJ_39111, APOSJ_39113, APOSJ_39112, APOSJ_39115, APOSJ_39114	DANRE41229, DANRE19619, DANRE03492, DANRE03493, DANRE11285
OG0000403	APOSJ_35999, APOSJ_35995, APOSJ_35997, APOSJ_35998, APOSJ_61714, APOSJ_61713, APOSJ_43150, APOSJ_08755, APOSJ_08759, APOSJ_08761, APOSJ_08757, APOSJ_08760, APOSJ_08756	DANRE06760, DANRE06758, DANRE06761, DANRE06759
OG0000404	APOSJ_45960	DANRE39992
OG0000404	APOSJ_32095	DANRE36432, DANRE34734
OG0000405	APOSJ_63025, APOSJ_63022, APOSJ_27533, APOSJ_27536, APOSJ_27531, APOSJ_27534, APOSJ_63023, APOSJ_27532, APOSJ_27535, APOSJ_27528, APOSJ_27530, APOSJ_27529	DANRE09893, DANRE09890, DANRE09892, DANRE09891, DANRE12864, DANRE12863, DANRE12862, DANRE12866, DANRE12865, DANRE37670, DANRE37669, DANRE37671, DANRE01496, DANRE01497, DANRE01495, DANRE01502, DANRE01500, DANRE01499, DANRE01501, DANRE34777, DANRE34779, DANRE34778
OG0000409	APOSJ_43775, APOSJ_18157	DANRE33669, DANRE33668, DANRE34639, DANRE34638, DANRE09306
OG0000410	APOSJ_50240, APOSJ_50242, APOSJ_50241	DANRE09277, DANRE20414, DANRE37994, DANRE00717, DANRE00715, DANRE00716, DANRE00719, DANRE37987, DANRE37986, DANRE37988, DANRE37985, DANRE37913, DANRE00419, DANRE00420
OG0000411	APOSJ_60239	DANRE13512, DANRE13511, DANRE12026, DANRE12027, DANRE12025, DANRE12028, DANRE17380, DANRE13514, DANRE13513, DANRE17379, DANRE17378
OG0000411	APOSJ_02227, APOSJ_02226	DANRE03269
OG0000412	APOSJ_14599, APOSJ_34090	DANRE05333, DANRE05334
OG0000412	APOSJ_36086, APOSJ_37442, APOSJ_11743, APOSJ_11744, APOSJ_11745	DANRE34255, DANRE34254, DANRE40964, DANRE14291
OG0000413	APOSJ_24595, APOSJ_24593, APOSJ_24594	DANRE10704, DANRE18922, DANRE18980, DANRE08263, DANRE08262
OG0000413	APOSJ_20536, APOSJ_01798	DANRE27623, DANRE27621, DANRE27622, DANRE20913, DANRE20912, DANRE20914, DANRE12246, DANRE12248, DANRE12247
OG0000415	APOSJ_39680, APOSJ_39681, APOSJ_33768	DANRE22332, DANRE23529, DANRE23530, DANRE23528, DANRE23527, DANRE23556, DANRE23764, DANRE28253, DANRE23816, DANRE23815, DANRE37519, DANRE23602, DANRE35497, DANRE35498, DANRE37135, DANRE37134
OG0000416	APOSJ_59565, APOSJ_59569, APOSJ_59564, APOSJ_59567, APOSJ_59566, APOSJ_59568, APOSJ_55801	DANRE28749, DANRE27845, DANRE12131, DANRE31926, DANRE28748, DANRE28750, DANRE33210, DANRE12132, DANRE27844, DANRE27843
OG0000417	APOSJ_11845	DANRE13017
OG0000417	APOSJ_10585, APOSJ_10588, APOSJ_10586	DANRE35073, DANRE35074
OG0000417	APOSJ_40235, APOSJ_46265, APOSJ_40231, APOSJ_46264, APOSJ_24144, APOSJ_24145, APOSJ_40234, APOSJ_24143, APOSJ_40232	DANRE04157
OG0000417	APOSJ_50224	DANRE31610
OG0000418	APOSJ_56353, APOSJ_36446, APOSJ_17088, APOSJ_58675, APOSJ_27846	DANRE07530, DANRE20965, DANRE31644
OG0000422	APOSJ_49824, APOSJ_32007, APOSJ_03562, APOSJ_49828, APOSJ_49829, APOSJ_49826, APOSJ_49822, APOSJ_32008, APOSJ_31423, APOSJ_31424, APOSJ_31422, APOSJ_49827, APOSJ_42477, APOSJ_32006, APOSJ_32005, APOSJ_49825, APOSJ_32010, APOSJ_49823	DANRE14661, DANRE05596, DANRE05597, DANRE18645, DANRE18644, DANRE22673, DANRE22672, DANRE41117, DANRE41116
OG0000424	APOSJ_08867, APOSJ_08868, APOSJ_16377	DANRE03532
OG0000425	APOSJ_09919, APOSJ_09922, APOSJ_09924, APOSJ_09925, APOSJ_63999, APOSJ_09923, APOSJ_12531, APOSJ_09920	DANRE07739, DANRE07738, DANRE16733, DANRE16732, DANRE04594, DANRE12103, DANRE12105, DANRE12104, DANRE17581
OG0000425	APOSJ_41338, APOSJ_41337	DANRE16734, DANRE41873, DANRE41874, DANRE16596, DANRE16595, DANRE00985
OG0000426	APOSJ_63344, APOSJ_52406	DANRE07061, DANRE07060, DANRE20172
OG0000426	APOSJ_32498, APOSJ_32501, APOSJ_32500, APOSJ_06316, APOSJ_32499	DANRE14044, DANRE17040, DANRE17041, DANRE30201, DANRE09323, DANRE09324, DANRE09322, DANRE09321, DANRE29984, DANRE29985
OG0000427	APOSJ_24669	DANRE12612, DANRE12613, DANRE12611, DANRE39319, DANRE39318
OG0000427	APOSJ_23730	DANRE22930, DANRE22931, DANRE22929, DANRE02497, DANRE02496, DANRE43089, DANRE26773, DANRE26772
OG0000429	APOSJ_10072, APOSJ_10073, APOSJ_10074, APOSJ_08808, APOSJ_10071, APOSJ_08809, APOSJ_08814, APOSJ_08812, APOSJ_10075, APOSJ_26164, APOSJ_26166, APOSJ_26167, APOSJ_26169, APOSJ_26172, APOSJ_26173, APOSJ_65072, APOSJ_26170, APOSJ_26168, APOSJ_26165, APOSJ_10076, APOSJ_26163, APOSJ_08811, APOSJ_08810, APOSJ_08813, APOSJ_10070, APOSJ_19456, APOSJ_19458	DANRE36001, DANRE36002
OG0000431	APOSJ_41257, APOSJ_17141	DANRE24824
OG0000431	APOSJ_13875, APOSJ_56344, APOSJ_13873	DANRE17840, DANRE17841, DANRE12254, DANRE12253, DANRE12255, DANRE12256, DANRE12257
OG0000431	APOSJ_03912	DANRE26528, DANRE15244, DANRE42492, DANRE42493, DANRE42494, DANRE42495
OG0000432	APOSJ_11780, APOSJ_11779	DANRE31442, DANRE25599, DANRE25600, DANRE02708, DANRE02707, DANRE41299
OG0000432	APOSJ_38231, APOSJ_38230, APOSJ_38235, APOSJ_38233, APOSJ_38237, APOSJ_53243, APOSJ_38234, APOSJ_53244, APOSJ_62180, APOSJ_39360, APOSJ_38232, APOSJ_38236	DANRE31413, DANRE31412, DANRE21202, DANRE21201, DANRE36976, DANRE36975, DANRE36974
OG0000433	APOSJ_13437, APOSJ_13435, APOSJ_19052, APOSJ_13436, APOSJ_13439, APOSJ_13438	DANRE04048, DANRE29991, DANRE29994, DANRE29993, DANRE29992
OG0000433	APOSJ_34783, APOSJ_26320	DANRE18170, DANRE18169, DANRE18168, DANRE10817, DANRE42181, DANRE42182
OG0000435	APOSJ_06348, APOSJ_40171, APOSJ_63487, APOSJ_34346	DANRE03550
OG0000435	APOSJ_39390, APOSJ_62293	DANRE23596, DANRE23597, DANRE23598, DANRE23968, DANRE23966, DANRE23967, DANRE27191, DANRE14826, DANRE14825, DANRE17636, DANRE11382, DANRE11383, DANRE17637, DANRE17638, DANRE35492, DANRE35491, DANRE35494, DANRE35493
OG0000436	APOSJ_08955, APOSJ_08956, APOSJ_28155, APOSJ_20785, APOSJ_28151, APOSJ_46522, APOSJ_62168, APOSJ_20013, APOSJ_28156, APOSJ_26846, APOSJ_20011, APOSJ_20014, APOSJ_23211, APOSJ_20012, APOSJ_23209, APOSJ_28157, APOSJ_28158, APOSJ_62167, APOSJ_62176, APOSJ_28160, APOSJ_28154, APOSJ_23207, APOSJ_23208, APOSJ_28159, APOSJ_23213, APOSJ_28152, APOSJ_20010, APOSJ_20009, APOSJ_28153	DANRE42552, DANRE42550, DANRE42551, DANRE42553, DANRE14971, DANRE14972, DANRE02915, DANRE14967, DANRE14969, DANRE14968, DANRE14970, DANRE14966, DANRE42555
OG0000442	APOSJ_60316, APOSJ_56306, APOSJ_56308, APOSJ_56305, APOSJ_58037, APOSJ_56304, APOSJ_56307, APOSJ_52970, APOSJ_56309	DANRE07531, DANRE07532, DANRE07533, DANRE16586
OG0000442	APOSJ_40499	DANRE24242, DANRE14641, DANRE10018, DANRE14640
OG0000442	APOSJ_17649	DANRE00817, DANRE29323
OG0000443	APOSJ_20976, APOSJ_34695, APOSJ_20975, APOSJ_34697, APOSJ_20973, APOSJ_18085, APOSJ_20974, APOSJ_49106, APOSJ_18082, APOSJ_34694, APOSJ_20977, APOSJ_18091, APOSJ_34693, APOSJ_34698	DANRE09802, DANRE09801, DANRE42227, DANRE42228, DANRE42226, DANRE42229
OG0000443	APOSJ_42353, APOSJ_06689, APOSJ_18261, APOSJ_42350, APOSJ_37858, APOSJ_01066, APOSJ_01068, APOSJ_01064, APOSJ_42349, APOSJ_42347, APOSJ_42163, APOSJ_42352, APOSJ_36425, APOSJ_37859, APOSJ_06687, APOSJ_01065, APOSJ_06688, APOSJ_49738, APOSJ_01067, APOSJ_18260, APOSJ_42346, APOSJ_36427, APOSJ_36426, APOSJ_36424, APOSJ_42348, APOSJ_18262, APOSJ_37857, APOSJ_36428, APOSJ_42351, APOSJ_49745, APOSJ_54309, APOSJ_49740, APOSJ_49737	DANRE00081, DANRE00080, DANRE00082
OG0000444	APOSJ_53476, APOSJ_63475, APOSJ_63471	DANRE31300, DANRE31301, DANRE02757, DANRE22266, DANRE22265
OG0000444	APOSJ_62781, APOSJ_62782	DANRE12801, DANRE12802, DANRE12418
OG0000446	APOSJ_65177, APOSJ_65176	DANRE18817
OG0000446	APOSJ_65246, APOSJ_65243	DANRE38226, DANRE38225
OG0000446	APOSJ_03580	DANRE15117, DANRE15116
OG0000447	APOSJ_33423, APOSJ_39549, APOSJ_21344, APOSJ_37832, APOSJ_33416, APOSJ_39548, APOSJ_21347, APOSJ_46524, APOSJ_40055, APOSJ_33417, APOSJ_37049, APOSJ_33419, APOSJ_33422, APOSJ_38407, APOSJ_21348, APOSJ_21349, APOSJ_37833, APOSJ_00588, APOSJ_33420, APOSJ_63648, APOSJ_39551, APOSJ_63640, APOSJ_04484, APOSJ_46381, APOSJ_33418, APOSJ_27284, APOSJ_21346, APOSJ_21345, APOSJ_27283, APOSJ_27286, APOSJ_33421, APOSJ_39552, APOSJ_37045, APOSJ_27291, APOSJ_21343, APOSJ_37834, APOSJ_46509, APOSJ_33424, APOSJ_37046, APOSJ_27290	DANRE16236, DANRE16237, DANRE34347, DANRE34348, DANRE34349, DANRE34350, DANRE19795, DANRE19794, DANRE13289
OG0000448	APOSJ_16275	DANRE42866, DANRE42867
OG0000450	APOSJ_17390, APOSJ_17391, APOSJ_17389, APOSJ_17392, APOSJ_17388, APOSJ_17393	DANRE13780, DANRE13779, DANRE13781, DANRE07541
OG0000453	APOSJ_39951, APOSJ_21266, APOSJ_21265, APOSJ_21264, APOSJ_21267	DANRE13184, DANRE13185
OG0000457	APOSJ_28415, APOSJ_46915, APOSJ_11630, APOSJ_06566, APOSJ_06563, APOSJ_00759, APOSJ_00756, APOSJ_64330, APOSJ_00757, APOSJ_12194, APOSJ_25376, APOSJ_64321, APOSJ_32844, APOSJ_41440, APOSJ_06561, APOSJ_41439, APOSJ_46917, APOSJ_06565, APOSJ_00761, APOSJ_46916, APOSJ_46913, APOSJ_10541, APOSJ_46912, APOSJ_32841, APOSJ_12195, APOSJ_59927, APOSJ_53412, APOSJ_46918, APOSJ_00762, APOSJ_59926, APOSJ_00758, APOSJ_00760, APOSJ_53410, APOSJ_06564, APOSJ_00755, APOSJ_51075, APOSJ_42921, APOSJ_42917, APOSJ_49680, APOSJ_43623, APOSJ_42919, APOSJ_51077, APOSJ_51079, APOSJ_51073, APOSJ_33116, APOSJ_42920, APOSJ_49675, APOSJ_42016, APOSJ_50720	DANRE42219, DANRE20040, DANRE16026
OG0000458	APOSJ_07623, APOSJ_07621, APOSJ_31447, APOSJ_24898, APOSJ_01226, APOSJ_31429, APOSJ_26015, APOSJ_07616	DANRE18765, DANRE11630
OG0000458	APOSJ_52933, APOSJ_19824	DANRE17730, DANRE10760, DANRE27173, DANRE27171, DANRE23245, DANRE22516
OG0000459	APOSJ_06385, APOSJ_06387, APOSJ_06390, APOSJ_23743, APOSJ_23744, APOSJ_06391, APOSJ_16848, APOSJ_17976, APOSJ_06389, APOSJ_23742, APOSJ_06386, APOSJ_06392, APOSJ_06388, APOSJ_17974, APOSJ_23747, APOSJ_23748, APOSJ_23749, APOSJ_23750, APOSJ_40383, APOSJ_59213, APOSJ_62849, APOSJ_23746, APOSJ_17975, APOSJ_23745, APOSJ_45294, APOSJ_26264, APOSJ_09113, APOSJ_09116, APOSJ_08276	DANRE19705, DANRE16614
OG0000460	APOSJ_23650, APOSJ_23649, APOSJ_23652, APOSJ_23651	DANRE03441
OG0000461	APOSJ_15333, APOSJ_24916, APOSJ_24919, APOSJ_21047, APOSJ_21049, APOSJ_21051, APOSJ_15336, APOSJ_02773, APOSJ_21052, APOSJ_15335, APOSJ_63710, APOSJ_21048, APOSJ_02772, APOSJ_21050, APOSJ_24918, APOSJ_30700, APOSJ_15334, APOSJ_15332, APOSJ_25654, APOSJ_24920, APOSJ_21053, APOSJ_24917	DANRE29922, DANRE29923, DANRE29921
OG0000461	APOSJ_54487	DANRE33325
OG0000461	APOSJ_08175	DANRE33326, DANRE35248
OG0000463	APOSJ_18621, APOSJ_18619, APOSJ_18622	DANRE25872, DANRE25873, DANRE25871
OG0000463	APOSJ_21797, APOSJ_21796	DANRE41150, DANRE41151, DANRE25321, DANRE25320
OG0000465	APOSJ_47214, APOSJ_47212, APOSJ_27264	DANRE26401, DANRE26400, DANRE26398, DANRE26399, DANRE26397
OG0000465	APOSJ_19682, APOSJ_19683	DANRE43152
OG0000466	APOSJ_40609, APOSJ_40610, APOSJ_40608, APOSJ_40607, APOSJ_59356, APOSJ_07051	DANRE26725, DANRE11839, DANRE11838, DANRE11794, DANRE11837, DANRE11834, DANRE11833
OG0000467	APOSJ_42240, APOSJ_06699, APOSJ_06698, APOSJ_06700, APOSJ_06701, APOSJ_06697, APOSJ_39334, APOSJ_42237, APOSJ_06696	DANRE23056, DANRE23057, DANRE23058, DANRE22608, DANRE22609, DANRE02650, DANRE02651, DANRE36597, DANRE36596, DANRE23594, DANRE02242, DANRE02241, DANRE31546, DANRE31547, DANRE31545, DANRE22610
OG0000468	APOSJ_46770, APOSJ_25944, APOSJ_39036, APOSJ_39034, APOSJ_39032, APOSJ_39031, APOSJ_39033, APOSJ_39035	DANRE38072, DANRE38073, DANRE38074
OG0000468	APOSJ_51584	DANRE11717
OG0000469	APOSJ_22310	DANRE02667, DANRE36725, DANRE22869, DANRE23507, DANRE23506, DANRE20673, DANRE36794, DANRE01800, DANRE25224, DANRE30917, DANRE25226, DANRE25225, DANRE39797
OG0000469	APOSJ_01924, APOSJ_65240	DANRE34931, DANRE02143
OG0000470	APOSJ_06397, APOSJ_06395, APOSJ_06396, APOSJ_06398	DANRE15508, DANRE15509, DANRE03596, DANRE03595
OG0000470	APOSJ_59730, APOSJ_59732, APOSJ_40627, APOSJ_20003, APOSJ_40628, APOSJ_59735, APOSJ_62149, APOSJ_40619, APOSJ_20008, APOSJ_20006, APOSJ_20004, APOSJ_40626, APOSJ_40622, APOSJ_59731, APOSJ_40621, APOSJ_20007, APOSJ_20005, APOSJ_40620, APOSJ_40625, APOSJ_59729, APOSJ_59734, APOSJ_59736, APOSJ_54133, APOSJ_40624, APOSJ_59733	DANRE18054, DANRE11163, DANRE04323
OG0000472	APOSJ_36484	DANRE39293, DANRE39294, DANRE39296, DANRE39295
OG0000473	APOSJ_38187, APOSJ_38188, APOSJ_38186, APOSJ_38189, APOSJ_39768, APOSJ_38292, APOSJ_05202, APOSJ_37622	DANRE29036, DANRE36190, DANRE30271, DANRE30275, DANRE17221
OG0000474	APOSJ_09793	DANRE36587, DANRE23170, DANRE23169, DANRE23168, DANRE36586, DANRE36588, DANRE36585, DANRE23166, DANRE23167, DANRE26339, DANRE29186, DANRE35132, DANRE03214, DANRE15391, DANRE15390, DANRE15392, DANRE42605
OG0000475	APOSJ_60939, APOSJ_60934, APOSJ_60932, APOSJ_60935, APOSJ_60933, APOSJ_60936, APOSJ_61466, APOSJ_60937	DANRE14923, DANRE14922, DANRE14924, DANRE09178, DANRE09179, DANRE09180, DANRE35686, DANRE35687, DANRE41506, DANRE41505
OG0000476	APOSJ_09240	DANRE34964
OG0000476	APOSJ_23487	DANRE19447
OG0000478	APOSJ_04795	DANRE22766, DANRE02682, DANRE25577
OG0000479	APOSJ_50477	DANRE10077, DANRE10078, DANRE14206, DANRE14207, DANRE17444, DANRE17445, DANRE17446, DANRE07001
OG0000479	APOSJ_00817, APOSJ_00819, APOSJ_00822, APOSJ_00818, APOSJ_58107, APOSJ_00821, APOSJ_00820	DANRE16462, DANRE07346, DANRE33624, DANRE00042, DANRE00044, DANRE00043
OG0000481	APOSJ_04459, APOSJ_04458, APOSJ_27767, APOSJ_04460	DANRE29372, DANRE03161
OG0000481	APOSJ_52806, APOSJ_58199	DANRE34217
OG0000481	APOSJ_64885	DANRE20546, DANRE07350, DANRE00274
OG0000482	APOSJ_62451, APOSJ_62450, APOSJ_46921, APOSJ_62452	DANRE39246, DANRE39245
OG0000482	APOSJ_03933, APOSJ_03935, APOSJ_10904, APOSJ_03638, APOSJ_03934, APOSJ_10909, APOSJ_10907, APOSJ_10903, APOSJ_10905, APOSJ_10906	DANRE10729
OG0000484	APOSJ_38276, APOSJ_38275	DANRE30174, DANRE36358, DANRE26698, DANRE26697, DANRE36356, DANRE36357, DANRE40019, DANRE40018, DANRE27070, DANRE27071, DANRE01866, DANRE01867, DANRE01868, DANRE36359
OG0000485	APOSJ_31593, APOSJ_05098	DANRE41723, DANRE16774
OG0000485	APOSJ_03974	DANRE01267, DANRE13327, DANRE13328
OG0000486	APOSJ_50215, APOSJ_50216, APOSJ_34514, APOSJ_34513, APOSJ_22647, APOSJ_24406, APOSJ_54782, APOSJ_33843, APOSJ_60115, APOSJ_45313, APOSJ_60657	DANRE05042, DANRE07090, DANRE07089, DANRE04364
OG0000487	APOSJ_11299, APOSJ_11296, APOSJ_11297, APOSJ_11295, APOSJ_56190, APOSJ_23621	DANRE28673
OG0000490	APOSJ_43135, APOSJ_43142, APOSJ_53127, APOSJ_43136, APOSJ_43137, APOSJ_61499, APOSJ_43139, APOSJ_04379, APOSJ_43140, APOSJ_43141, APOSJ_43138, APOSJ_53126	DANRE13869, DANRE36198, DANRE36199, DANRE30262, DANRE30263, DANRE13871, DANRE13870, DANRE10492, DANRE10493, DANRE10494, DANRE19551, DANRE19550, DANRE35143, DANRE35142, DANRE35145, DANRE35144
OG0000491	APOSJ_48921	DANRE20188, DANRE20187, DANRE38166, DANRE38165, DANRE38163, DANRE23703, DANRE16264, DANRE16263, DANRE38164, DANRE08501, DANRE16265, DANRE01134, DANRE08500, DANRE08499
OG0000494	APOSJ_27996, APOSJ_22729, APOSJ_22730, APOSJ_27994, APOSJ_44324, APOSJ_22733, APOSJ_44326, APOSJ_22734, APOSJ_22732, APOSJ_27997, APOSJ_27998, APOSJ_44328, APOSJ_27995, APOSJ_22731, APOSJ_44322	DANRE34633, DANRE34632, DANRE34634, DANRE07924, DANRE06591, DANRE06590, DANRE16474, DANRE33529, DANRE34185, DANRE34184, DANRE40596, DANRE40598, DANRE40597, DANRE40595, DANRE19497, DANRE19498
OG0000495	APOSJ_28743, APOSJ_36602, APOSJ_25896, APOSJ_25899, APOSJ_60071, APOSJ_25897, APOSJ_25900	DANRE18597
OG0000496	APOSJ_43800	DANRE26393, DANRE03735
OG0000497	APOSJ_02507, APOSJ_15320	DANRE19507, DANRE08308, DANRE34943, DANRE34942, DANRE08309
OG0000497	APOSJ_46502, APOSJ_46508, APOSJ_05403, APOSJ_05405, APOSJ_00427, APOSJ_46505, APOSJ_00421, APOSJ_00424, APOSJ_59967, APOSJ_00423, APOSJ_46504, APOSJ_59485, APOSJ_46500, APOSJ_05402, APOSJ_46503, APOSJ_05404, APOSJ_60000, APOSJ_46507, APOSJ_59483, APOSJ_00422, APOSJ_46506, APOSJ_59484, APOSJ_33612, APOSJ_00425	DANRE35380, DANRE35379, DANRE35381, DANRE35382, DANRE35378, DANRE39953
OG0000498	APOSJ_07208, APOSJ_36210, APOSJ_32783, APOSJ_26557, APOSJ_04619, APOSJ_32790, APOSJ_64427, APOSJ_64424, APOSJ_26551, APOSJ_03203, APOSJ_14657, APOSJ_32784, APOSJ_45008, APOSJ_04621, APOSJ_64422, APOSJ_64419, APOSJ_46085, APOSJ_07771, APOSJ_58848, APOSJ_45007, APOSJ_45002, APOSJ_04618, APOSJ_46082, APOSJ_20789, APOSJ_20806	DANRE38559, DANRE26141, DANRE27692, DANRE27693, DANRE14403, DANRE37024, DANRE23500, DANRE39337, DANRE39336, DANRE26186, DANRE26187
OG0000499	APOSJ_44406, APOSJ_44407	DANRE13471, DANRE13472
OG0000499	APOSJ_18558, APOSJ_18553, APOSJ_18559, APOSJ_18555, APOSJ_18557, APOSJ_54078, APOSJ_18560, APOSJ_18556	DANRE17443, DANRE17442, DANRE11965, DANRE11964
OG0000503	APOSJ_47356, APOSJ_03773	DANRE29639, DANRE29640, DANRE37675, DANRE12362, DANRE12363, DANRE12364, DANRE31157, DANRE31158
OG0000504	APOSJ_57841, APOSJ_63608, APOSJ_01528	DANRE41917, DANRE41916, DANRE13988, DANRE13989, DANRE19314, DANRE19315, DANRE28310, DANRE21611, DANRE25901, DANRE25900, DANRE12198
OG0000505	APOSJ_10376, APOSJ_64358, APOSJ_64359, APOSJ_64363, APOSJ_16097, APOSJ_64367, APOSJ_64364, APOSJ_64362, APOSJ_10375, APOSJ_10373, APOSJ_10371, APOSJ_64360, APOSJ_10372, APOSJ_16096, APOSJ_10374, APOSJ_64368	DANRE20986, DANRE20985, DANRE28320, DANRE28321, DANRE34921, DANRE34920, DANRE26014, DANRE26013, DANRE26010, DANRE26011, DANRE26012, DANRE10179
OG0000508	APOSJ_58113	DANRE03868, DANRE14508, DANRE14509
OG0000508	APOSJ_46367, APOSJ_46366, APOSJ_46365, APOSJ_46364	DANRE41797, DANRE41796, DANRE41798
