Orthogroup	APOSJ_ok	ORYLA
OG0000963	APOSJ_10817, APOSJ_05713, APOSJ_03042, APOSJ_10816, APOSJ_21560, APOSJ_10818, APOSJ_04889, APOSJ_10819	ORYLA13485, ORYLA06840, ORYLA06839
OG0000963	APOSJ_36581	ORYLA17317, ORYLA13364
OG0000964	APOSJ_00212, APOSJ_00215, APOSJ_22022, APOSJ_22023, APOSJ_59681, APOSJ_08304, APOSJ_22024, APOSJ_08303, APOSJ_13771, APOSJ_13762, APOSJ_00211, APOSJ_00213, APOSJ_00214, APOSJ_00216, APOSJ_22025, APOSJ_04858, APOSJ_04857, APOSJ_48503	ORYLA17226
OG0000965	APOSJ_29601, APOSJ_29603, APOSJ_03389, APOSJ_21200, APOSJ_03396, APOSJ_03390, APOSJ_03391, APOSJ_03393, APOSJ_03394	ORYLA20470
OG0000965	APOSJ_30694, APOSJ_39849, APOSJ_30693, APOSJ_30697	ORYLA07478
OG0000966	APOSJ_07001, APOSJ_15383, APOSJ_15386, APOSJ_15382, APOSJ_09538, APOSJ_09540, APOSJ_09539, APOSJ_21117, APOSJ_15387, APOSJ_09543, APOSJ_09545, APOSJ_09537, APOSJ_15385, APOSJ_03828, APOSJ_03829, APOSJ_15384, APOSJ_21122, APOSJ_09542, APOSJ_21116, APOSJ_21119, APOSJ_15381, APOSJ_09544, APOSJ_21120, APOSJ_09541, APOSJ_21121	ORYLA19569, ORYLA17821, ORYLA02666
OG0000967	APOSJ_09815, APOSJ_10557, APOSJ_09816, APOSJ_10556, APOSJ_09817, APOSJ_09818	ORYLA04076
OG0000967	APOSJ_62971, APOSJ_18497, APOSJ_06283	ORYLA19755, ORYLA04962
OG0000968	APOSJ_08278, APOSJ_55359, APOSJ_55360	ORYLA12327, ORYLA10874, ORYLA14830
OG0000968	APOSJ_24631, APOSJ_24630, APOSJ_24633, APOSJ_24632	ORYLA17573
OG0000969	APOSJ_22281, APOSJ_22280, APOSJ_22279, APOSJ_61021, APOSJ_61023, APOSJ_06916, APOSJ_61025, APOSJ_55691, APOSJ_55689, APOSJ_55690, APOSJ_11011, APOSJ_07964, APOSJ_07965	ORYLA05704
OG0000970	APOSJ_13365	ORYLA17254, ORYLA02643
OG0000972	APOSJ_37488, APOSJ_37489, APOSJ_34751	ORYLA17856
OG0000972	APOSJ_55945, APOSJ_55944	ORYLA03686, ORYLA18142
OG0000973	APOSJ_29923, APOSJ_29922, APOSJ_06246	ORYLA01659
OG0000974	APOSJ_20835, APOSJ_29899, APOSJ_21787, APOSJ_29897, APOSJ_40070, APOSJ_40074, APOSJ_40073, APOSJ_64382, APOSJ_64381, APOSJ_30079, APOSJ_51773	ORYLA03871
OG0000978	APOSJ_24157, APOSJ_24153, APOSJ_21088, APOSJ_24156, APOSJ_24152, APOSJ_24154	ORYLA08899, ORYLA06773, ORYLA14000, ORYLA15891, ORYLA12640, ORYLA07570
OG0000979	APOSJ_35084, APOSJ_50089	ORYLA04958, ORYLA04959
OG0000981	APOSJ_14570	ORYLA02383, ORYLA17398
OG0000982	APOSJ_54474, APOSJ_54472, APOSJ_54475, APOSJ_54473	ORYLA13484, ORYLA06837, ORYLA05721, ORYLA17666, ORYLA02909
OG0000984	APOSJ_59608	ORYLA14092
OG0000984	APOSJ_21285, APOSJ_60399, APOSJ_00609, APOSJ_64646	ORYLA13312
OG0000985	APOSJ_31764, APOSJ_31765, APOSJ_31763, APOSJ_31762	ORYLA02598, ORYLA08267, ORYLA04784, ORYLA01425
OG0000987	APOSJ_36903, APOSJ_36902	ORYLA08918, ORYLA06392, ORYLA13755, ORYLA15702, ORYLA09779
OG0000988	APOSJ_14331, APOSJ_14326, APOSJ_02151, APOSJ_40223, APOSJ_40225, APOSJ_40224, APOSJ_02152, APOSJ_40227, APOSJ_02154, APOSJ_40229, APOSJ_40226, APOSJ_40222, APOSJ_40228, APOSJ_02153	ORYLA19585, ORYLA02424, ORYLA02425, ORYLA13645
OG0000992	APOSJ_44806	ORYLA01948
OG0000994	APOSJ_53508, APOSJ_63664, APOSJ_53509	ORYLA11419
OG0000994	APOSJ_50730, APOSJ_18385, APOSJ_52043	ORYLA18398
OG0000995	APOSJ_33007, APOSJ_52227	ORYLA00280, ORYLA17021, ORYLA08300, ORYLA16326, ORYLA07992
OG0000996	APOSJ_37598, APOSJ_37597, APOSJ_35443, APOSJ_37594	ORYLA01364, ORYLA09102, ORYLA20110
OG0000999	APOSJ_40012, APOSJ_40011, APOSJ_40010	ORYLA17143, ORYLA07960, ORYLA15047
OG0001000	APOSJ_57092, APOSJ_57089, APOSJ_57096, APOSJ_57093, APOSJ_57094	ORYLA09416, ORYLA00982, ORYLA11450
OG0001001	APOSJ_57312, APOSJ_57314, APOSJ_57313	ORYLA04326, ORYLA07294
OG0001002	APOSJ_56918, APOSJ_56919	ORYLA07974, ORYLA08682
OG0001003	APOSJ_57637, APOSJ_57638, APOSJ_52521, APOSJ_64046, APOSJ_64044, APOSJ_64045, APOSJ_57631, APOSJ_25132, APOSJ_52522, APOSJ_52519, APOSJ_52525, APOSJ_52520	ORYLA17863, ORYLA04404
OG0001005	APOSJ_24588	ORYLA19246
OG0001005	APOSJ_48655, APOSJ_48656	ORYLA18997
OG0001005	APOSJ_20492, APOSJ_20490, APOSJ_24589, APOSJ_65423, APOSJ_20493, APOSJ_20491, APOSJ_36591, APOSJ_20494, APOSJ_20497, APOSJ_24590, APOSJ_65404	ORYLA13716, ORYLA13692, ORYLA18566, ORYLA18531, ORYLA19208
OG0001006	APOSJ_28887, APOSJ_24469, APOSJ_22992	ORYLA00587
OG0001006	APOSJ_05876, APOSJ_05882, APOSJ_05875, APOSJ_05879, APOSJ_05878, APOSJ_05880, APOSJ_05881	ORYLA17469, ORYLA06935
OG0001007	APOSJ_08471, APOSJ_08472, APOSJ_29169, APOSJ_58305, APOSJ_53884, APOSJ_58308, APOSJ_58306, APOSJ_58302, APOSJ_58303, APOSJ_58309, APOSJ_60238, APOSJ_08469, APOSJ_58304, APOSJ_58310, APOSJ_08470, APOSJ_58307	ORYLA17844
OG0001007	APOSJ_37415, APOSJ_37416, APOSJ_34153	ORYLA13224, ORYLA17845
OG0001008	APOSJ_41152, APOSJ_16931, APOSJ_16930, APOSJ_16932	ORYLA10968, ORYLA12088
OG0001009	APOSJ_54750, APOSJ_54751	ORYLA10070, ORYLA02205
OG0001016	APOSJ_63469, APOSJ_53479, APOSJ_53477, APOSJ_53478, APOSJ_53480, APOSJ_34663	ORYLA08912
OG0001016	APOSJ_60324, APOSJ_60323	ORYLA08838
OG0001017	APOSJ_40712, APOSJ_04840, APOSJ_40714, APOSJ_40713	ORYLA15745, ORYLA06969, ORYLA08875
OG0001018	APOSJ_07884	ORYLA04621
OG0001021	APOSJ_31103, APOSJ_53465, APOSJ_41653, APOSJ_31092, APOSJ_29431, APOSJ_47845, APOSJ_53463, APOSJ_41654, APOSJ_63399, APOSJ_53454, APOSJ_31093, APOSJ_41650, APOSJ_41652, APOSJ_31095, APOSJ_53466, APOSJ_29432, APOSJ_41655, APOSJ_41656, APOSJ_63400, APOSJ_47844, APOSJ_29430, APOSJ_53464, APOSJ_47847, APOSJ_47843, APOSJ_33429, APOSJ_33430	ORYLA19735
OG0001022	APOSJ_05266, APOSJ_05268, APOSJ_05267	ORYLA13121, ORYLA06595, ORYLA08639, ORYLA08638, ORYLA08637, ORYLA09711, ORYLA09710, ORYLA01094, ORYLA01093
OG0001023	APOSJ_37628	ORYLA11181, ORYLA12354, ORYLA13986
OG0001024	APOSJ_05017	ORYLA01426, ORYLA10777, ORYLA04903, ORYLA17767
OG0001026	APOSJ_35709, APOSJ_41682, APOSJ_53540, APOSJ_41677, APOSJ_41678, APOSJ_41680, APOSJ_59357, APOSJ_41683, APOSJ_29439, APOSJ_23858, APOSJ_23846, APOSJ_07549, APOSJ_19505, APOSJ_09935, APOSJ_41685, APOSJ_23843, APOSJ_29443, APOSJ_35704, APOSJ_12520, APOSJ_22315, APOSJ_09938, APOSJ_07431, APOSJ_29440, APOSJ_35703, APOSJ_41679, APOSJ_41686, APOSJ_41684, APOSJ_41681, APOSJ_29442, APOSJ_29441, APOSJ_29437, APOSJ_35702, APOSJ_35705	ORYLA08000, ORYLA00251, ORYLA17169
OG0001027	APOSJ_32879, APOSJ_32143, APOSJ_56963, APOSJ_56964, APOSJ_56962, APOSJ_18165, APOSJ_18168, APOSJ_18166	ORYLA10175
OG0001028	APOSJ_29644	ORYLA13607, ORYLA13608, ORYLA14880, ORYLA12157, ORYLA17489, ORYLA17310
OG0001029	APOSJ_39135, APOSJ_44878	ORYLA15182, ORYLA07577
OG0001030	APOSJ_29201	ORYLA06855, ORYLA12212
OG0001031	APOSJ_07513, APOSJ_47258	ORYLA05281
OG0001032	APOSJ_04537	ORYLA06882, ORYLA13285, ORYLA13284, ORYLA06883, ORYLA13286, ORYLA02881, ORYLA02880, ORYLA18152
OG0001033	APOSJ_38678	ORYLA02412, ORYLA17551
OG0001033	APOSJ_30056, APOSJ_30055	ORYLA13566, ORYLA13207
OG0001034	APOSJ_19523, APOSJ_19524	ORYLA16497, ORYLA08333, ORYLA09185
OG0001036	APOSJ_45992, APOSJ_45991, APOSJ_62205, APOSJ_65418, APOSJ_45993, APOSJ_45994, APOSJ_20388, APOSJ_65361, APOSJ_65420, APOSJ_65417, APOSJ_62207, APOSJ_45995, APOSJ_65421, APOSJ_65422, APOSJ_62208, APOSJ_20387, APOSJ_45989, APOSJ_62206, APOSJ_65419, APOSJ_20346, APOSJ_62210, APOSJ_62204, APOSJ_62209, APOSJ_62212, APOSJ_62211, APOSJ_45990, APOSJ_45988	ORYLA15963, ORYLA02163, ORYLA05632
OG0001037	APOSJ_21841, APOSJ_21839, APOSJ_47021, APOSJ_21843, APOSJ_21838, APOSJ_21836, APOSJ_21837, APOSJ_21842, APOSJ_21840, APOSJ_47023, APOSJ_28036	ORYLA18034, ORYLA02947, ORYLA08956
OG0001038	APOSJ_21588	ORYLA00365, ORYLA00910, ORYLA05052, ORYLA00017
OG0001039	APOSJ_37039	ORYLA17932
OG0001039	APOSJ_01116	ORYLA14221
OG0001042	APOSJ_46719, APOSJ_46717, APOSJ_46718, APOSJ_46720	ORYLA20004, ORYLA16045, ORYLA14257, ORYLA15929, ORYLA14996, ORYLA11093
OG0001046	APOSJ_24766, APOSJ_55065, APOSJ_05953, APOSJ_57514, APOSJ_05952, APOSJ_09219, APOSJ_37743, APOSJ_24765, APOSJ_05951	ORYLA16931, ORYLA16932, ORYLA16930, ORYLA00538, ORYLA00652, ORYLA16674, ORYLA00732
OG0001047	APOSJ_51940, APOSJ_51947, APOSJ_51944, APOSJ_51941, APOSJ_54775, APOSJ_51942, APOSJ_54891, APOSJ_51945, APOSJ_08610, APOSJ_04337, APOSJ_08609, APOSJ_51943, APOSJ_45242, APOSJ_45243	ORYLA03716, ORYLA03850, ORYLA03098, ORYLA01025
OG0001048	APOSJ_27594, APOSJ_41848, APOSJ_20345	ORYLA17951, ORYLA07722, ORYLA05078, ORYLA02542, ORYLA04597
OG0001049	APOSJ_16760	ORYLA13294, ORYLA06586
OG0001049	APOSJ_46323	ORYLA03790, ORYLA15642
OG0001050	APOSJ_46949	ORYLA15890, ORYLA11461, ORYLA12452, ORYLA15112, ORYLA06038
OG0001052	APOSJ_09889, APOSJ_09886, APOSJ_09888, APOSJ_09887	ORYLA04967, ORYLA04966, ORYLA02277
OG0001053	APOSJ_02413	ORYLA18523, ORYLA08049, ORYLA16446, ORYLA07098, ORYLA15733, ORYLA09475
OG0001054	APOSJ_17274	ORYLA05817, ORYLA00804, ORYLA00542, ORYLA16915, ORYLA16783, ORYLA01880, ORYLA05818
OG0001057	APOSJ_11790, APOSJ_24529	ORYLA09608, ORYLA01089
OG0001058	APOSJ_48611, APOSJ_53333, APOSJ_34828, APOSJ_34832, APOSJ_53285, APOSJ_48612, APOSJ_34827, APOSJ_18802, APOSJ_63702, APOSJ_63616, APOSJ_34833, APOSJ_34829, APOSJ_18801, APOSJ_53339, APOSJ_48613, APOSJ_48614, APOSJ_48615, APOSJ_48610, APOSJ_18800, APOSJ_34830	ORYLA02850, ORYLA17789, ORYLA03281, ORYLA03823
OG0001059	APOSJ_19752, APOSJ_44465, APOSJ_19754, APOSJ_19755	ORYLA07025, ORYLA11863
OG0001060	APOSJ_20350, APOSJ_20347, APOSJ_20348	ORYLA11754
OG0001062	APOSJ_06165, APOSJ_06163, APOSJ_38748, APOSJ_39590, APOSJ_39591, APOSJ_38754, APOSJ_39589, APOSJ_38752, APOSJ_06167, APOSJ_06168, APOSJ_06161, APOSJ_06162	ORYLA17093, ORYLA00055, ORYLA13062, ORYLA07081, ORYLA13265
OG0001063	APOSJ_14499, APOSJ_25664	ORYLA04692
OG0001065	APOSJ_34370, APOSJ_34369	ORYLA10407, ORYLA11700
OG0001066	APOSJ_40782, APOSJ_48950	ORYLA20216, ORYLA18727, ORYLA15524, ORYLA20141, ORYLA15783
OG0001067	APOSJ_30538, APOSJ_30537	ORYLA09765, ORYLA19474
OG0001068	APOSJ_58219, APOSJ_58221, APOSJ_58220	ORYLA08837, ORYLA01885, ORYLA05843
OG0001072	APOSJ_31299	ORYLA17591
OG0001072	APOSJ_37742, APOSJ_37741, APOSJ_37740, APOSJ_52931	ORYLA18588
OG0001073	APOSJ_44600, APOSJ_44598, APOSJ_02115, APOSJ_44601, APOSJ_44603, APOSJ_44596, APOSJ_44604, APOSJ_44599, APOSJ_44602, APOSJ_10539, APOSJ_44597, APOSJ_02114	ORYLA01147, ORYLA12256
OG0001075	APOSJ_43886, APOSJ_55214	ORYLA05471, ORYLA05470, ORYLA05472, ORYLA10387
OG0001076	APOSJ_20280	ORYLA04025, ORYLA03193, ORYLA12782
OG0001077	APOSJ_32144, APOSJ_05175, APOSJ_05176	ORYLA06555
OG0001078	APOSJ_01341	ORYLA11135, ORYLA15991, ORYLA14030, ORYLA16359, ORYLA08030, ORYLA19617
OG0001079	APOSJ_48407	ORYLA13958, ORYLA14764, ORYLA20201
OG0001080	APOSJ_02975	ORYLA06070
OG0001080	APOSJ_48418, APOSJ_50278	ORYLA01954, ORYLA12745
OG0001081	APOSJ_19313, APOSJ_18432, APOSJ_18433, APOSJ_51296, APOSJ_18436, APOSJ_06899, APOSJ_05795, APOSJ_18435	ORYLA12631, ORYLA12630
OG0001082	APOSJ_50344, APOSJ_55101, APOSJ_30098, APOSJ_55093, APOSJ_08785, APOSJ_55094, APOSJ_32224, APOSJ_55097, APOSJ_06626, APOSJ_06627	ORYLA16190, ORYLA14374
OG0001083	APOSJ_38880, APOSJ_38874, APOSJ_38151, APOSJ_38152, APOSJ_38150, APOSJ_31067, APOSJ_38149, APOSJ_38873	ORYLA08355, ORYLA01216, ORYLA10438
OG0001084	APOSJ_54407, APOSJ_03690, APOSJ_54409, APOSJ_45657, APOSJ_53106, APOSJ_54408, APOSJ_63134, APOSJ_63135, APOSJ_61049, APOSJ_07255, APOSJ_03689, APOSJ_45666, APOSJ_07254, APOSJ_07256, APOSJ_54406, APOSJ_07252, APOSJ_63118, APOSJ_45669, APOSJ_03688, APOSJ_45660, APOSJ_45661, APOSJ_63130, APOSJ_07253	ORYLA08418, ORYLA10033, ORYLA10032, ORYLA08417
OG0001085	APOSJ_60767, APOSJ_60764, APOSJ_63024	ORYLA13813, ORYLA16003, ORYLA14313, ORYLA10899, ORYLA10898, ORYLA14405
OG0001089	APOSJ_44329	ORYLA06013, ORYLA06012
OG0001090	APOSJ_31316, APOSJ_06244	ORYLA18206
OG0001092	APOSJ_34458, APOSJ_16950, APOSJ_34460, APOSJ_34459	ORYLA00476
OG0001093	APOSJ_03903, APOSJ_13162, APOSJ_56202, APOSJ_56204, APOSJ_48673, APOSJ_13164	ORYLA01792, ORYLA08189, ORYLA17127, ORYLA09876
OG0001094	APOSJ_43517	ORYLA10145, ORYLA01044, ORYLA11275, ORYLA05201
OG0001095	APOSJ_21298	ORYLA13938, ORYLA08700, ORYLA02122
OG0001101	APOSJ_14916	ORYLA10929
OG0001102	APOSJ_20394, APOSJ_20392, APOSJ_20393	ORYLA05217
OG0001102	APOSJ_62424, APOSJ_01923, APOSJ_09690	ORYLA05138
OG0001102	APOSJ_07244, APOSJ_07245, APOSJ_07246, APOSJ_07247, APOSJ_45302, APOSJ_45636	ORYLA20024
OG0001103	APOSJ_28765, APOSJ_28766, APOSJ_28767	ORYLA08995
OG0001104	APOSJ_63115	ORYLA12177
OG0001105	APOSJ_26419, APOSJ_14625, APOSJ_14622, APOSJ_36785	ORYLA03632
OG0001106	APOSJ_42254, APOSJ_64987	ORYLA20354
OG0001107	APOSJ_21580, APOSJ_21590, APOSJ_21589, APOSJ_21582, APOSJ_21584, APOSJ_05877, APOSJ_21585, APOSJ_21583	ORYLA12765, ORYLA03943, ORYLA01001, ORYLA08767, ORYLA09544
OG0001108	APOSJ_02969, APOSJ_02970	ORYLA14450
OG0001108	APOSJ_19593	ORYLA18375
OG0001110	APOSJ_15855, APOSJ_15853, APOSJ_15854, APOSJ_15851, APOSJ_15852, APOSJ_15850	ORYLA02459, ORYLA08952, ORYLA02458, ORYLA08953, ORYLA18020
OG0001112	APOSJ_41571, APOSJ_41572	ORYLA12894, ORYLA09914, ORYLA08799
OG0001113	APOSJ_62872, APOSJ_49690, APOSJ_62875, APOSJ_62876	ORYLA16987
OG0001113	APOSJ_49287	ORYLA03611
OG0001114	APOSJ_20381, APOSJ_20380	ORYLA12632, ORYLA12633, ORYLA14795, ORYLA05778
OG0001115	APOSJ_54904, APOSJ_63930, APOSJ_54903	ORYLA15699, ORYLA13897, ORYLA14688, ORYLA10923
OG0001116	APOSJ_53808, APOSJ_65362, APOSJ_65366	ORYLA08841
OG0001119	APOSJ_22921, APOSJ_22918, APOSJ_22920, APOSJ_22919, APOSJ_13770	ORYLA09259
OG0001120	APOSJ_22384, APOSJ_10446, APOSJ_36382, APOSJ_49622, APOSJ_49620, APOSJ_22382, APOSJ_36387, APOSJ_36384, APOSJ_22381, APOSJ_36386, APOSJ_27423, APOSJ_22383, APOSJ_36381, APOSJ_36383, APOSJ_36385, APOSJ_36380	ORYLA03903, ORYLA01234
OG0001121	APOSJ_32181, APOSJ_51004, APOSJ_32180, APOSJ_34465, APOSJ_32179, APOSJ_50971, APOSJ_34466, APOSJ_34463, APOSJ_17002, APOSJ_32178, APOSJ_32177	ORYLA05153, ORYLA20092
OG0001123	APOSJ_12564, APOSJ_07738	ORYLA09262
OG0001123	APOSJ_35407, APOSJ_35406	ORYLA17703
OG0001124	APOSJ_50119, APOSJ_64959, APOSJ_50120	ORYLA08277
OG0001124	APOSJ_06928, APOSJ_19612, APOSJ_43744, APOSJ_06929	ORYLA02278
OG0001126	APOSJ_52110, APOSJ_52111, APOSJ_52109	ORYLA14267
OG0001127	APOSJ_37145, APOSJ_37142, APOSJ_37143, APOSJ_37141	ORYLA06210, ORYLA08911
OG0001128	APOSJ_57260, APOSJ_18952	ORYLA11339, ORYLA10410, ORYLA03669
OG0001129	APOSJ_25816, APOSJ_25817, APOSJ_25818	ORYLA15169, ORYLA12442
OG0001129	APOSJ_43786	ORYLA05461
OG0001131	APOSJ_45169, APOSJ_59509, APOSJ_59504, APOSJ_59505, APOSJ_59507, APOSJ_52861, APOSJ_34886, APOSJ_46529, APOSJ_40439, APOSJ_46532, APOSJ_46530, APOSJ_40442, APOSJ_34889, APOSJ_46527, APOSJ_46535, APOSJ_28173, APOSJ_29139, APOSJ_34885, APOSJ_40441, APOSJ_46534, APOSJ_45168, APOSJ_47747, APOSJ_59506, APOSJ_59501, APOSJ_59508, APOSJ_47746, APOSJ_34891, APOSJ_46528, APOSJ_34890, APOSJ_34887	ORYLA00774, ORYLA11383
OG0001132	APOSJ_17244, APOSJ_11493, APOSJ_11488, APOSJ_11495, APOSJ_11496, APOSJ_17243, APOSJ_11490, APOSJ_11492, APOSJ_59966, APOSJ_47442, APOSJ_28964, APOSJ_28968, APOSJ_47445, APOSJ_28966, APOSJ_47446, APOSJ_59964, APOSJ_47441, APOSJ_59963, APOSJ_32987, APOSJ_28965, APOSJ_47439, APOSJ_59961, APOSJ_17245, APOSJ_17242, APOSJ_11489, APOSJ_11494, APOSJ_17241, APOSJ_00742, APOSJ_17247, APOSJ_11491, APOSJ_47443, APOSJ_17246, APOSJ_28967, APOSJ_59962, APOSJ_47444, APOSJ_28969, APOSJ_28963, APOSJ_59965, APOSJ_47440	ORYLA15693
OG0001133	APOSJ_43053, APOSJ_43052	ORYLA01655
OG0001133	APOSJ_30572, APOSJ_30571, APOSJ_30570	ORYLA02500
OG0001134	APOSJ_46103, APOSJ_39342	ORYLA16671
OG0001135	APOSJ_18187	ORYLA18988, ORYLA08362
OG0001136	APOSJ_60014, APOSJ_58081, APOSJ_60019, APOSJ_60022	ORYLA13203, ORYLA06530, ORYLA12133
OG0001137	APOSJ_07767, APOSJ_07766	ORYLA03035, ORYLA00090, ORYLA03842
OG0001138	APOSJ_48351	ORYLA14334, ORYLA15755, ORYLA09204, ORYLA06399, ORYLA09997
OG0001139	APOSJ_39764, APOSJ_06912, APOSJ_06911	ORYLA15805
OG0001139	APOSJ_12993	ORYLA14857, ORYLA11008
OG0001141	APOSJ_14268, APOSJ_58207, APOSJ_64480, APOSJ_64479	ORYLA02472, ORYLA17498
OG0001142	APOSJ_21965, APOSJ_61915, APOSJ_51026, APOSJ_39756, APOSJ_48881, APOSJ_48879, APOSJ_16159, APOSJ_21967, APOSJ_48880, APOSJ_45036, APOSJ_41992, APOSJ_45034, APOSJ_12989, APOSJ_45038, APOSJ_45037, APOSJ_45032, APOSJ_21973, APOSJ_51022, APOSJ_51024, APOSJ_51347, APOSJ_45033, APOSJ_16163, APOSJ_01149, APOSJ_45035, APOSJ_48882, APOSJ_01134, APOSJ_48877	ORYLA07693
OG0001143	APOSJ_50743, APOSJ_50744, APOSJ_53351, APOSJ_47727, APOSJ_50745, APOSJ_47725	ORYLA11035, ORYLA12195, ORYLA06058
OG0001144	APOSJ_14988, APOSJ_12514, APOSJ_14987, APOSJ_14986, APOSJ_14989	ORYLA15705, ORYLA20146, ORYLA09889, ORYLA05611, ORYLA01834, ORYLA01835
OG0001146	APOSJ_18240, APOSJ_18241, APOSJ_49551	ORYLA13499, ORYLA13500, ORYLA15595, ORYLA07425
OG0001148	APOSJ_36458, APOSJ_27843, APOSJ_36457, APOSJ_36456	ORYLA01854, ORYLA05396
OG0001149	APOSJ_33950, APOSJ_33949	ORYLA01670, ORYLA13258
OG0001155	APOSJ_15552	ORYLA02504, ORYLA02505
OG0001155	APOSJ_15648, APOSJ_15647	ORYLA03252
OG0001156	APOSJ_18425	ORYLA14447, ORYLA15424, ORYLA17150, ORYLA10003
OG0001158	APOSJ_62821, APOSJ_10981, APOSJ_10980, APOSJ_04235	ORYLA13950, ORYLA15560, ORYLA06290, ORYLA20120
OG0001159	APOSJ_51472, APOSJ_51719	ORYLA10160, ORYLA05356
OG0001160	APOSJ_45582, APOSJ_28225, APOSJ_28221, APOSJ_28222, APOSJ_28223	ORYLA11144, ORYLA18207
OG0001161	APOSJ_18705, APOSJ_18703, APOSJ_18704, APOSJ_18706, APOSJ_65292, APOSJ_00565, APOSJ_11477, APOSJ_11474	ORYLA14942, ORYLA12582, ORYLA02883
OG0001162	APOSJ_60627, APOSJ_64538, APOSJ_64537	ORYLA03278, ORYLA04547, ORYLA08795
OG0001163	APOSJ_07955, APOSJ_07957, APOSJ_49878, APOSJ_07956, APOSJ_07959, APOSJ_07958, APOSJ_46878, APOSJ_11189, APOSJ_63692, APOSJ_44713, APOSJ_44711, APOSJ_33342, APOSJ_13133	ORYLA08093, ORYLA04995
OG0001165	APOSJ_07921, APOSJ_28147, APOSJ_28137, APOSJ_04506, APOSJ_04505, APOSJ_47651, APOSJ_28149, APOSJ_07922, APOSJ_28148, APOSJ_28150, APOSJ_28146	ORYLA11504
OG0001165	APOSJ_62646, APOSJ_62647, APOSJ_62643, APOSJ_62645	ORYLA09619
OG0001166	APOSJ_24788, APOSJ_24784, APOSJ_24786, APOSJ_24782, APOSJ_24785, APOSJ_24888, APOSJ_24783, APOSJ_24787	ORYLA11757, ORYLA11756, ORYLA11755, ORYLA10465
OG0001167	APOSJ_55239, APOSJ_63932, APOSJ_48587, APOSJ_55240, APOSJ_48606, APOSJ_63850, APOSJ_55243, APOSJ_48588, APOSJ_48591, APOSJ_48609, APOSJ_48593, APOSJ_48590, APOSJ_55238, APOSJ_55241, APOSJ_48592, APOSJ_48594, APOSJ_55242, APOSJ_48899, APOSJ_42628, APOSJ_48608, APOSJ_55237, APOSJ_48589, APOSJ_48595	ORYLA10169, ORYLA12428, ORYLA04713
OG0001168	APOSJ_28988, APOSJ_36650, APOSJ_29205, APOSJ_28989, APOSJ_24017, APOSJ_22126	ORYLA01742, ORYLA14387, ORYLA15300
OG0001169	APOSJ_34689, APOSJ_05561, APOSJ_05560, APOSJ_05559	ORYLA03593
OG0001170	APOSJ_58947, APOSJ_53815, APOSJ_65389, APOSJ_65390, APOSJ_53814, APOSJ_65388, APOSJ_65384	ORYLA03658
OG0001171	APOSJ_32394, APOSJ_32395	ORYLA09088
OG0001172	APOSJ_56461	ORYLA08914, ORYLA06213, ORYLA09461
OG0001172	APOSJ_60424	ORYLA09708, ORYLA16481
OG0001176	APOSJ_43194, APOSJ_53125, APOSJ_63457, APOSJ_63456, APOSJ_53130, APOSJ_43190, APOSJ_01555	ORYLA14922
OG0001177	APOSJ_29427, APOSJ_53427, APOSJ_29429	ORYLA07071
OG0001177	APOSJ_51390, APOSJ_29921, APOSJ_29919, APOSJ_29920	ORYLA17818
OG0001178	APOSJ_56479	ORYLA12858
OG0001178	APOSJ_53354, APOSJ_62824	ORYLA09479
OG0001179	APOSJ_18554	ORYLA12445
OG0001179	APOSJ_27224, APOSJ_39766, APOSJ_27225	ORYLA14131
OG0001180	APOSJ_60339	ORYLA18502, ORYLA14974, ORYLA18703, ORYLA18702, ORYLA12603
OG0001181	APOSJ_49272, APOSJ_49277, APOSJ_49275, APOSJ_63759, APOSJ_49276, APOSJ_63757, APOSJ_63760, APOSJ_49271, APOSJ_39251, APOSJ_39252, APOSJ_49273, APOSJ_49274	ORYLA09302, ORYLA06967, ORYLA16422
OG0001182	APOSJ_21032, APOSJ_21033, APOSJ_44807, APOSJ_16090, APOSJ_44810, APOSJ_00240	ORYLA04656, ORYLA10537, ORYLA17798, ORYLA12681
OG0001183	APOSJ_15455, APOSJ_15454	ORYLA16340, ORYLA08337
OG0001184	APOSJ_14036, APOSJ_14034, APOSJ_14037, APOSJ_14035	ORYLA01867
OG0001184	APOSJ_33065, APOSJ_09294, APOSJ_33062, APOSJ_33061	ORYLA12325
OG0001185	APOSJ_55269, APOSJ_55273, APOSJ_55270, APOSJ_55272, APOSJ_55274, APOSJ_55271, APOSJ_55268, APOSJ_07581	ORYLA01991, ORYLA19744, ORYLA04885
OG0001186	APOSJ_65059, APOSJ_49100, APOSJ_61207, APOSJ_61209, APOSJ_49105, APOSJ_49101, APOSJ_49102, APOSJ_40051, APOSJ_61206	ORYLA12305
OG0001188	APOSJ_02458, APOSJ_02460, APOSJ_02459	ORYLA07684, ORYLA03103, ORYLA10083, ORYLA04742
OG0001189	APOSJ_07607, APOSJ_46552, APOSJ_46567, APOSJ_07604, APOSJ_07601, APOSJ_07600, APOSJ_07603, APOSJ_32759, APOSJ_07605	ORYLA20265, ORYLA15490, ORYLA10691, ORYLA11979, ORYLA07034
