Orthogroup	APOSJ_ok	DROME
OG0000795	APOSJ_10400, APOSJ_05151, APOSJ_05148, APOSJ_55592, APOSJ_55587, APOSJ_05152, APOSJ_19046, APOSJ_31900, APOSJ_03407, APOSJ_05153, APOSJ_05150, APOSJ_05149, APOSJ_05154, APOSJ_45766, APOSJ_19047, APOSJ_19045	DROME09200
OG0000796	APOSJ_12499	DROME18203
OG0000797	APOSJ_60034, APOSJ_40856, APOSJ_15725, APOSJ_32650, APOSJ_38449, APOSJ_38448, APOSJ_32648, APOSJ_32649, APOSJ_15721, APOSJ_38451, APOSJ_60027, APOSJ_32647, APOSJ_04189, APOSJ_09897, APOSJ_15723, APOSJ_44311, APOSJ_15726, APOSJ_40776, APOSJ_44529, APOSJ_07063, APOSJ_26056, APOSJ_60060, APOSJ_09895, APOSJ_09899, APOSJ_15719, APOSJ_32651, APOSJ_09898, APOSJ_44254, APOSJ_40859, APOSJ_60081, APOSJ_09894, APOSJ_15720, APOSJ_38450, APOSJ_09896	DROME01160, DROME01161, DROME01159
OG0000798	APOSJ_07127, APOSJ_44763, APOSJ_20563, APOSJ_07125	DROME10020, DROME10018, DROME10014, DROME10015, DROME10021, DROME10016, DROME10019, DROME10022, DROME10017, DROME10013
OG0000799	APOSJ_41368, APOSJ_41374, APOSJ_41373, APOSJ_17815, APOSJ_59000, APOSJ_17817, APOSJ_17816, APOSJ_41369, APOSJ_58999	DROME17162
OG0000800	APOSJ_27810, APOSJ_27809, APOSJ_27811, APOSJ_10729, APOSJ_43127, APOSJ_27812, APOSJ_10730, APOSJ_43133, APOSJ_27807	DROME19714
OG0000801	APOSJ_59383, APOSJ_15617, APOSJ_56652, APOSJ_59380, APOSJ_37282, APOSJ_63283, APOSJ_59381, APOSJ_15629, APOSJ_09326, APOSJ_56651, APOSJ_56650, APOSJ_56649, APOSJ_56647, APOSJ_14157, APOSJ_09321, APOSJ_59379, APOSJ_09322, APOSJ_63281, APOSJ_62503, APOSJ_30014, APOSJ_59937, APOSJ_37285, APOSJ_26750, APOSJ_09327, APOSJ_09323, APOSJ_63282, APOSJ_63280, APOSJ_37283, APOSJ_52031, APOSJ_59385, APOSJ_26749, APOSJ_52030, APOSJ_09324, APOSJ_52029, APOSJ_56653, APOSJ_26748, APOSJ_32059, APOSJ_56648, APOSJ_59384, APOSJ_52028, APOSJ_03827, APOSJ_16072	DROME05596, DROME05595, DROME05594
OG0000809	APOSJ_50361, APOSJ_19777, APOSJ_19776, APOSJ_19778, APOSJ_19773, APOSJ_60280, APOSJ_19775, APOSJ_19774	DROME15572, DROME15573
OG0000810	APOSJ_53352, APOSJ_59276, APOSJ_59277	DROME04963, DROME04962, DROME04964
OG0000810	APOSJ_61766, APOSJ_61767, APOSJ_33321	DROME08670
OG0000813	APOSJ_32320, APOSJ_48071, APOSJ_48069, APOSJ_09244, APOSJ_44304, APOSJ_09234, APOSJ_40732, APOSJ_54656, APOSJ_40731, APOSJ_40730, APOSJ_40733, APOSJ_48070	DROME18040, DROME18039
OG0000814	APOSJ_04610	DROME05066, DROME05065
OG0000816	APOSJ_08526, APOSJ_08527	DROME03072, DROME03071, DROME03076, DROME03075
OG0000817	APOSJ_58924	DROME16006
OG0000817	APOSJ_05147, APOSJ_16466	DROME02008
OG0000817	APOSJ_21144, APOSJ_21145	DROME06292
OG0000818	APOSJ_42319, APOSJ_42320, APOSJ_42321	DROME03806, DROME03805
OG0000819	APOSJ_18287, APOSJ_61424, APOSJ_48684, APOSJ_20740	DROME19692
OG0000819	APOSJ_07797, APOSJ_07798, APOSJ_07795, APOSJ_07796	DROME00768, DROME00769
OG0000822	APOSJ_46062	DROME01380
OG0000822	APOSJ_52853, APOSJ_52852, APOSJ_38511	DROME09748, DROME09747
OG0000825	APOSJ_12197	DROME11281
OG0000826	APOSJ_55177, APOSJ_55174, APOSJ_55176, APOSJ_55173, APOSJ_07122, APOSJ_55172, APOSJ_13689, APOSJ_55175	DROME12091
OG0000827	APOSJ_51202	DROME17067
OG0000828	APOSJ_50146	DROME20305
OG0000828	APOSJ_39990, APOSJ_39991, APOSJ_19031, APOSJ_19029, APOSJ_19027, APOSJ_19030	DROME19137
OG0000829	APOSJ_27445, APOSJ_27444	DROME18116, DROME07642
OG0000833	APOSJ_32064	DROME00525, DROME00524, DROME00526, DROME20451, DROME20452, DROME18499, DROME18498
OG0000834	APOSJ_27505, APOSJ_25155	DROME13922
OG0000835	APOSJ_42069, APOSJ_02483, APOSJ_02485, APOSJ_15072, APOSJ_14519, APOSJ_14522, APOSJ_14520, APOSJ_27386, APOSJ_48184, APOSJ_47257, APOSJ_48182, APOSJ_33110, APOSJ_48181, APOSJ_48183, APOSJ_48179, APOSJ_37505, APOSJ_48180, APOSJ_47256, APOSJ_48185	DROME14049, DROME14051, DROME14048, DROME14057, DROME14058
OG0000836	APOSJ_47104, APOSJ_47105	DROME02582, DROME02579, DROME02580, DROME02581
OG0000837	APOSJ_53788, APOSJ_07156	DROME05419, DROME18149
OG0000841	APOSJ_20937, APOSJ_20938, APOSJ_02223, APOSJ_26762, APOSJ_20939, APOSJ_20940	DROME06878, DROME06876, DROME06877, DROME06879
OG0000842	APOSJ_02046, APOSJ_02045, APOSJ_12472, APOSJ_02044	DROME10888, DROME10889
OG0000844	APOSJ_14389, APOSJ_24990	DROME14407, DROME14403, DROME14406, DROME14408, DROME14404, DROME14409
OG0000847	APOSJ_07138, APOSJ_07140, APOSJ_07139	DROME16726
OG0000847	APOSJ_37393, APOSJ_64417, APOSJ_37410	DROME03898, DROME03895, DROME03896, DROME03897
OG0000848	APOSJ_57867, APOSJ_21858	DROME00579, DROME00580
OG0000848	APOSJ_37470, APOSJ_61306, APOSJ_61305, APOSJ_40590, APOSJ_61307	DROME19683
OG0000849	APOSJ_28569, APOSJ_47907, APOSJ_47906, APOSJ_47905, APOSJ_54422, APOSJ_28570, APOSJ_28571, APOSJ_47909, APOSJ_57707, APOSJ_63715, APOSJ_24980, APOSJ_24981, APOSJ_24982	DROME20644, DROME20643, DROME20641, DROME20642, DROME20640, DROME20638, DROME20637, DROME20639
OG0000850	APOSJ_48008, APOSJ_48007	DROME12440, DROME20308
OG0000850	APOSJ_43389, APOSJ_10662	DROME12322
OG0000851	APOSJ_48145, APOSJ_48146, APOSJ_32816, APOSJ_48144, APOSJ_50654, APOSJ_48147, APOSJ_05428, APOSJ_05427, APOSJ_05431, APOSJ_62125, APOSJ_09644, APOSJ_05429, APOSJ_09647, APOSJ_05434, APOSJ_09649, APOSJ_05435, APOSJ_09646, APOSJ_09643, APOSJ_05426, APOSJ_05430, APOSJ_09642, APOSJ_09648	DROME20685, DROME20686
OG0000852	APOSJ_64589	DROME03192, DROME03193, DROME03191
OG0000852	APOSJ_12943	DROME08938, DROME08937
OG0000855	APOSJ_14055, APOSJ_14051, APOSJ_14054, APOSJ_14052, APOSJ_14053	DROME19819, DROME20290, DROME16140, DROME01127, DROME11147, DROME22053, DROME22054, DROME22052, DROME20174, DROME16331
OG0000857	APOSJ_49783, APOSJ_49781	DROME20946, DROME20950, DROME20948, DROME20947, DROME20949, DROME20951
OG0000858	APOSJ_21398, APOSJ_21395, APOSJ_21396, APOSJ_21397	DROME07517, DROME07518
OG0000860	APOSJ_28084, APOSJ_28083, APOSJ_28085	DROME09397, DROME09396, DROME09404, DROME09403, DROME09399, DROME09402, DROME09401, DROME09400, DROME09405, DROME09398
OG0000867	APOSJ_59747, APOSJ_22133, APOSJ_04871, APOSJ_01800, APOSJ_01802, APOSJ_01801, APOSJ_01803, APOSJ_54772, APOSJ_54404, APOSJ_16599, APOSJ_06460, APOSJ_08617, APOSJ_19880	DROME16640, DROME16641, DROME14164, DROME14165, DROME14167, DROME14088
OG0000869	APOSJ_36939	DROME06391
OG0000871	APOSJ_57144, APOSJ_57143, APOSJ_57142, APOSJ_57141, APOSJ_37908, APOSJ_59217	DROME14585
OG0000871	APOSJ_44220	DROME03028
OG0000872	APOSJ_37062, APOSJ_37063, APOSJ_04372, APOSJ_04374, APOSJ_37061, APOSJ_04369, APOSJ_04376, APOSJ_04368, APOSJ_44428, APOSJ_04373, APOSJ_04375, APOSJ_04371	DROME09696, DROME09697, DROME09695
OG0000874	APOSJ_26549, APOSJ_26550, APOSJ_22841, APOSJ_22825, APOSJ_26548, APOSJ_53110	DROME04338
OG0000875	APOSJ_52605, APOSJ_58380	DROME06587
OG0000876	APOSJ_48535, APOSJ_48534, APOSJ_35472, APOSJ_48537	DROME08528, DROME08526, DROME08524, DROME08527, DROME08525
OG0000878	APOSJ_60052, APOSJ_60056, APOSJ_60059, APOSJ_64465, APOSJ_14658, APOSJ_34861, APOSJ_60058, APOSJ_09639, APOSJ_60054, APOSJ_54835, APOSJ_60057, APOSJ_60055, APOSJ_60053, APOSJ_42982, APOSJ_42980	DROME07549
OG0000879	APOSJ_38539, APOSJ_32111	DROME00001, DROME21621, DROME11009
OG0000880	APOSJ_48679, APOSJ_48680, APOSJ_48681, APOSJ_48682, APOSJ_48683, APOSJ_49069	DROME13991, DROME13992
OG0000887	APOSJ_00262	DROME18142, DROME18141
OG0000888	APOSJ_22590, APOSJ_49280, APOSJ_22589, APOSJ_49284, APOSJ_22591, APOSJ_32713	DROME13818
OG0000888	APOSJ_54889, APOSJ_05548, APOSJ_54888	DROME15657
OG0000889	APOSJ_38181, APOSJ_33849, APOSJ_33848	DROME20531, DROME20532
OG0000889	APOSJ_02579	DROME20008
OG0000894	APOSJ_29737, APOSJ_28706, APOSJ_28705	DROME01898, DROME01895, DROME01896, DROME01894, DROME01897
OG0000894	APOSJ_55800, APOSJ_02048	DROME08778, DROME08777
OG0000896	APOSJ_25337	DROME07637, DROME07636
OG0000897	APOSJ_05769, APOSJ_05771, APOSJ_05768	DROME09205, DROME09206
OG0000904	APOSJ_18346, APOSJ_52292, APOSJ_61681, APOSJ_56505, APOSJ_05698, APOSJ_35385	DROME14411, DROME14410
OG0000905	APOSJ_12484, APOSJ_12479, APOSJ_14516, APOSJ_12478, APOSJ_12481, APOSJ_13330, APOSJ_02398, APOSJ_02401, APOSJ_12485, APOSJ_02399, APOSJ_02403, APOSJ_02402, APOSJ_02397, APOSJ_18231, APOSJ_63308, APOSJ_02404, APOSJ_12477, APOSJ_13329, APOSJ_12482, APOSJ_02400, APOSJ_18883	DROME11749
OG0000906	APOSJ_27371	DROME09411
OG0000907	APOSJ_30988, APOSJ_37073, APOSJ_37068, APOSJ_37072, APOSJ_30989, APOSJ_30907, APOSJ_37069, APOSJ_30902, APOSJ_30992, APOSJ_30904, APOSJ_30905, APOSJ_30906, APOSJ_30901, APOSJ_49590, APOSJ_30995, APOSJ_30994, APOSJ_30903, APOSJ_30899, APOSJ_30908, APOSJ_30987, APOSJ_30993, APOSJ_37070, APOSJ_30898, APOSJ_37071, APOSJ_30990, APOSJ_30991	DROME01472, DROME01473, DROME01474, DROME01471
OG0000908	APOSJ_65204, APOSJ_33401	DROME05842, DROME05841
OG0000908	APOSJ_34089, APOSJ_34088	DROME15683
OG0000908	APOSJ_29744	DROME16604
OG0000909	APOSJ_41173, APOSJ_16936, APOSJ_16935, APOSJ_16934, APOSJ_16937, APOSJ_44202	DROME21889, DROME21890, DROME21873, DROME21876, DROME21877, DROME21875
OG0000913	APOSJ_24386	DROME01636, DROME01633, DROME01634, DROME01635, DROME10634, DROME10638, DROME10637, DROME10636, DROME10635, DROME10633, DROME05629, DROME10407, DROME10406, DROME08899, DROME10631, DROME10640, DROME10639, DROME21277, DROME21276, DROME21275
OG0000914	APOSJ_20437, APOSJ_64019, APOSJ_64015, APOSJ_64018	DROME06233, DROME06234, DROME06235
OG0000921	APOSJ_59784, APOSJ_04520, APOSJ_30436, APOSJ_30437	DROME01540
OG0000921	APOSJ_04274	DROME21958
OG0000923	APOSJ_43012	DROME19914
OG0000923	APOSJ_25204	DROME04554, DROME04553
OG0000925	APOSJ_57320	DROME13733, DROME13734
OG0000926	APOSJ_32194	DROME13962, DROME13964, DROME13963, DROME13961
OG0000927	APOSJ_36079, APOSJ_36080	DROME15912, DROME15911, DROME13544, DROME01290
OG0000929	APOSJ_05631, APOSJ_05630, APOSJ_35517	DROME02144, DROME02147, DROME02145, DROME02146, DROME02148, DROME02143
OG0000931	APOSJ_50765, APOSJ_50766	DROME06107, DROME06103, DROME06106, DROME06105, DROME06104
OG0000932	APOSJ_23001, APOSJ_38377	DROME19600, DROME19599, DROME19601, DROME19598
OG0000933	APOSJ_26639, APOSJ_26640, APOSJ_26637, APOSJ_26638, APOSJ_18116, APOSJ_08858, APOSJ_61951, APOSJ_06998, APOSJ_46139	DROME00363
OG0000934	APOSJ_07914, APOSJ_62622, APOSJ_07917, APOSJ_13021, APOSJ_03720	DROME18021
OG0000934	APOSJ_06017	DROME12197, DROME12198
OG0000935	APOSJ_35299	DROME19387
OG0000944	APOSJ_10525, APOSJ_10522, APOSJ_10524, APOSJ_03576, APOSJ_10523, APOSJ_22262, APOSJ_03578, APOSJ_10521, APOSJ_60325, APOSJ_10520	DROME05002, DROME05004, DROME05003, DROME05001, DROME05005, DROME04999, DROME05000
OG0000945	APOSJ_49003, APOSJ_32725, APOSJ_02670, APOSJ_45898, APOSJ_16439, APOSJ_02672, APOSJ_02671, APOSJ_02676, APOSJ_48995, APOSJ_32720, APOSJ_32721, APOSJ_32723, APOSJ_48997, APOSJ_02669, APOSJ_32716, APOSJ_49000, APOSJ_49002, APOSJ_02675, APOSJ_32724, APOSJ_02668, APOSJ_48999, APOSJ_32717, APOSJ_48998, APOSJ_02674, APOSJ_48996, APOSJ_02673, APOSJ_48994, APOSJ_49001	DROME11635, DROME10522
OG0000946	APOSJ_16030	DROME18472, DROME18473, DROME18474, DROME18476
OG0000947	APOSJ_08495, APOSJ_08494, APOSJ_19386, APOSJ_08496	DROME14910, DROME14909
OG0000949	APOSJ_17988	DROME20631
OG0000950	APOSJ_50513, APOSJ_50519, APOSJ_30950, APOSJ_62482, APOSJ_50518, APOSJ_30951, APOSJ_46343, APOSJ_50516, APOSJ_50512, APOSJ_30947, APOSJ_30949, APOSJ_30948, APOSJ_50514, APOSJ_64429, APOSJ_62473, APOSJ_50515, APOSJ_62475, APOSJ_50517	DROME15080, DROME15081, DROME15075, DROME15077, DROME15078, DROME15076, DROME15082, DROME15083, DROME15079
OG0000953	APOSJ_06138, APOSJ_26231	DROME12838, DROME10330
OG0000954	APOSJ_50266, APOSJ_50265	DROME12405, DROME12406, DROME12407
OG0000955	APOSJ_61817	DROME04991, DROME04992, DROME04993, DROME04990
OG0000957	APOSJ_09728, APOSJ_62676, APOSJ_09727	DROME11550, DROME11548, DROME11549
OG0000958	APOSJ_56603	DROME14600, DROME14604, DROME14602, DROME14603, DROME14601, DROME14605, DROME10611, DROME10609, DROME10610, DROME10608, DROME12027
OG0000960	APOSJ_34385, APOSJ_34381, APOSJ_34386, APOSJ_34382, APOSJ_47694, APOSJ_34384, APOSJ_34383	DROME04151, DROME04150, DROME04154, DROME04153, DROME04158, DROME04156, DROME04161, DROME04149, DROME04152, DROME04155, DROME04157, DROME04160, DROME04159
OG0000963	APOSJ_10817, APOSJ_05713, APOSJ_03042, APOSJ_10816, APOSJ_21560, APOSJ_10818, APOSJ_04889, APOSJ_10819, APOSJ_36581	DROME09182, DROME09184, DROME09183, DROME07082
OG0000965	APOSJ_29601, APOSJ_29603, APOSJ_03389, APOSJ_21200, APOSJ_03396, APOSJ_03390, APOSJ_03391, APOSJ_03393, APOSJ_03394	DROME10303
OG0000965	APOSJ_30694, APOSJ_39849, APOSJ_30693, APOSJ_30697	DROME10622
OG0000967	APOSJ_62971, APOSJ_18497, APOSJ_06283	DROME01950, DROME01951, DROME01952
OG0000968	APOSJ_24631, APOSJ_24630, APOSJ_24633, APOSJ_24632	DROME19457
OG0000969	APOSJ_22281, APOSJ_22280, APOSJ_22279, APOSJ_61021, APOSJ_61023, APOSJ_06916, APOSJ_61025, APOSJ_55691, APOSJ_55689, APOSJ_55690, APOSJ_11011, APOSJ_07964, APOSJ_07965	DROME17496
OG0000972	APOSJ_55945, APOSJ_55944	DROME12808, DROME12809
OG0000974	APOSJ_20835, APOSJ_29899, APOSJ_21787, APOSJ_29897, APOSJ_40070, APOSJ_40074, APOSJ_40073, APOSJ_64382, APOSJ_64381, APOSJ_30079, APOSJ_51773	DROME20587, DROME20537, DROME20538
OG0000976	APOSJ_26736	DROME15676
OG0000979	APOSJ_35084, APOSJ_50089	DROME10162, DROME10163, DROME10160, DROME10161, DROME10164
OG0000984	APOSJ_59608, APOSJ_01047, APOSJ_01048, APOSJ_21285, APOSJ_60399, APOSJ_00609, APOSJ_64646	DROME12019, DROME07638
OG0000985	APOSJ_31764, APOSJ_31765, APOSJ_31763, APOSJ_31762	DROME16403, DROME16400, DROME16401, DROME16404, DROME16402
OG0000987	APOSJ_36903, APOSJ_36902	DROME05032, DROME05034, DROME05033, DROME05035, DROME05036
OG0000988	APOSJ_14331, APOSJ_14326, APOSJ_02151, APOSJ_40223, APOSJ_40225, APOSJ_40224, APOSJ_02152, APOSJ_40227, APOSJ_02154, APOSJ_40229, APOSJ_40226, APOSJ_40222, APOSJ_40228, APOSJ_02153	DROME19158
OG0000992	APOSJ_62448, APOSJ_53292, APOSJ_53290, APOSJ_07263, APOSJ_45691, APOSJ_62446, APOSJ_44806	DROME02382, DROME02383
OG0000994	APOSJ_53508, APOSJ_63664, APOSJ_53509	DROME20689
OG0000994	APOSJ_50730, APOSJ_18385, APOSJ_52043	DROME05396
OG0000999	APOSJ_40012, APOSJ_40011, APOSJ_40010	DROME05157, DROME05156
OG0001000	APOSJ_57092, APOSJ_57089, APOSJ_57096, APOSJ_57093, APOSJ_57094	DROME14938, DROME14943, DROME14945, DROME14944, DROME14942, DROME14939, DROME14940, DROME14941
OG0001001	APOSJ_57312, APOSJ_57314, APOSJ_57313	DROME01963, DROME01964, DROME01966, DROME01965
OG0001003	APOSJ_57637, APOSJ_57638, APOSJ_52521, APOSJ_64046, APOSJ_64044, APOSJ_64045, APOSJ_57631, APOSJ_25132, APOSJ_52522, APOSJ_52519, APOSJ_52525, APOSJ_52520	DROME20428, DROME20429
OG0001004	APOSJ_53388	DROME18265, DROME18264
OG0001005	APOSJ_24588, APOSJ_48655, APOSJ_48656, APOSJ_20492, APOSJ_20490, APOSJ_24589, APOSJ_65423, APOSJ_20493, APOSJ_20491, APOSJ_36591, APOSJ_20494, APOSJ_20497, APOSJ_24590, APOSJ_65404	DROME16898
OG0001006	APOSJ_28887, APOSJ_24469, APOSJ_22992	DROME12303
OG0001008	APOSJ_41152, APOSJ_16931, APOSJ_16930, APOSJ_16932	DROME03430, DROME03431, DROME03434, DROME03433, DROME03432, DROME03436, DROME03435, DROME03437, DROME03438
OG0001016	APOSJ_63469, APOSJ_53479, APOSJ_53477, APOSJ_53478, APOSJ_53480, APOSJ_34663	DROME03793
OG0001016	APOSJ_60324, APOSJ_60323	DROME04453
OG0001017	APOSJ_40712, APOSJ_04840, APOSJ_40714, APOSJ_40713	DROME18747, DROME18746, DROME08120, DROME08121
OG0001018	APOSJ_07884	DROME08789
OG0001018	APOSJ_31959, APOSJ_31957, APOSJ_31960, APOSJ_03376, APOSJ_31958, APOSJ_31956	DROME19524
OG0001022	APOSJ_05266, APOSJ_05268, APOSJ_05267	DROME02393, DROME02395, DROME02392, DROME02397, DROME02396, DROME02398, DROME02391, DROME02394, DROME02390
OG0001023	APOSJ_37628	DROME07472, DROME07471
OG0001024	APOSJ_05017	DROME14925
OG0001027	APOSJ_32879, APOSJ_32143, APOSJ_56963, APOSJ_56964, APOSJ_56962, APOSJ_18165, APOSJ_18168, APOSJ_18166	DROME20791, DROME20790, DROME20789, DROME21920, DROME21919
OG0001028	APOSJ_29644	DROME17206, DROME17210, DROME17209, DROME17205, DROME17207, DROME17208
OG0001029	APOSJ_39135, APOSJ_44878	DROME15897, DROME08324
OG0001031	APOSJ_07513, APOSJ_47258	DROME02372
OG0001032	APOSJ_04537	DROME10930, DROME10931, DROME10932
OG0001033	APOSJ_38678	DROME16359
OG0001033	APOSJ_30056, APOSJ_30055	DROME01958
OG0001034	APOSJ_19523, APOSJ_19524	DROME18698, DROME18697, DROME18692, DROME18699, DROME18696, DROME18690, DROME18691, DROME18695, DROME18700, DROME18694, DROME18693
OG0001036	APOSJ_45992, APOSJ_45991, APOSJ_62205, APOSJ_65418, APOSJ_45993, APOSJ_45994, APOSJ_20388, APOSJ_65361, APOSJ_65420, APOSJ_65417, APOSJ_62207, APOSJ_45995, APOSJ_65421, APOSJ_65422, APOSJ_62208, APOSJ_20387, APOSJ_45989, APOSJ_62206, APOSJ_65419, APOSJ_20346, APOSJ_62210, APOSJ_62204, APOSJ_62209, APOSJ_62212, APOSJ_62211, APOSJ_45990, APOSJ_45988	DROME21959
OG0001037	APOSJ_21841, APOSJ_21839, APOSJ_47021, APOSJ_21843, APOSJ_21838, APOSJ_21836, APOSJ_21837, APOSJ_21842, APOSJ_21840, APOSJ_47023, APOSJ_28036	DROME07145, DROME07148, DROME07147, DROME07146
OG0001038	APOSJ_21588, APOSJ_13547, APOSJ_02121, APOSJ_13552, APOSJ_13546, APOSJ_21587, APOSJ_64976, APOSJ_21586, APOSJ_13549, APOSJ_13548, APOSJ_13550, APOSJ_13551, APOSJ_19631	DROME06346, DROME06343, DROME06345, DROME06344
OG0001039	APOSJ_37039	DROME19717, DROME19715, DROME19716, DROME12713
OG0001042	APOSJ_46719, APOSJ_46717, APOSJ_46718, APOSJ_46720	DROME12465, DROME12464, DROME12463, DROME12462
OG0001046	APOSJ_24766, APOSJ_55065, APOSJ_05953, APOSJ_57514, APOSJ_05952, APOSJ_09219, APOSJ_37743, APOSJ_24765, APOSJ_05951	DROME05889
OG0001049	APOSJ_46323	DROME15991
OG0001050	APOSJ_46949	DROME09499, DROME09500
OG0001052	APOSJ_09889, APOSJ_09886, APOSJ_09888, APOSJ_09887	DROME00663, DROME00661, DROME00662
OG0001052	APOSJ_62429, APOSJ_62427, APOSJ_46754, APOSJ_62428, APOSJ_62426, APOSJ_62430, APOSJ_38662, APOSJ_38661	DROME00167
OG0001053	APOSJ_02413	DROME11830
OG0001056	APOSJ_20146, APOSJ_20145	DROME10790
OG0001058	APOSJ_48611, APOSJ_53333, APOSJ_34828, APOSJ_34832, APOSJ_53285, APOSJ_48612, APOSJ_34827, APOSJ_18802, APOSJ_63702, APOSJ_63616, APOSJ_34833, APOSJ_34829, APOSJ_18801, APOSJ_53339, APOSJ_48613, APOSJ_48614, APOSJ_48615, APOSJ_48610, APOSJ_18800, APOSJ_34830	DROME00756, DROME00761, DROME00757, DROME00759, DROME00758, DROME00755, DROME00762, DROME00760, DROME00763
OG0001059	APOSJ_19752, APOSJ_44465, APOSJ_19754, APOSJ_19755	DROME05567, DROME05571, DROME05569, DROME05566, DROME05568, DROME05572, DROME05570
OG0001060	APOSJ_20350, APOSJ_20347, APOSJ_20348	DROME06478, DROME01930
OG0001062	APOSJ_06165, APOSJ_06163, APOSJ_38748, APOSJ_39590, APOSJ_39591, APOSJ_38754, APOSJ_39589, APOSJ_38752, APOSJ_06167, APOSJ_06168, APOSJ_06161, APOSJ_06162	DROME12175, DROME12172
OG0001063	APOSJ_03180, APOSJ_03179, APOSJ_14499, APOSJ_25664	DROME16034, DROME16033
OG0001063	APOSJ_35068, APOSJ_08878, APOSJ_08877, APOSJ_08879	DROME14111
OG0001065	APOSJ_34370, APOSJ_34369	DROME13255
OG0001066	APOSJ_40782, APOSJ_48950	DROME06399
OG0001072	APOSJ_31299	DROME08170
OG0001073	APOSJ_44600, APOSJ_44598, APOSJ_02115, APOSJ_44601, APOSJ_44603, APOSJ_44596, APOSJ_44604, APOSJ_44599, APOSJ_44602, APOSJ_10539, APOSJ_44597, APOSJ_02114, APOSJ_15120, APOSJ_15122	DROME03543, DROME03544, DROME03542
OG0001075	APOSJ_43886, APOSJ_55214	DROME05007, DROME05008
OG0001076	APOSJ_20280	DROME10433, DROME10436, DROME10429, DROME10434, DROME10430, DROME10435, DROME10431, DROME10432
OG0001077	APOSJ_32144, APOSJ_05175, APOSJ_05176	DROME13463, DROME13462
OG0001078	APOSJ_01341	DROME16039, DROME16040
OG0001079	APOSJ_48407	DROME12134, DROME12135, DROME12136
OG0001080	APOSJ_02976	DROME21548, DROME21547
OG0001081	APOSJ_19313, APOSJ_18432, APOSJ_18433, APOSJ_51296, APOSJ_18436, APOSJ_06899, APOSJ_05795, APOSJ_18435	DROME00421, DROME00420, DROME00419, DROME02998, DROME02997
OG0001082	APOSJ_50344, APOSJ_55101, APOSJ_30098, APOSJ_55093, APOSJ_08785, APOSJ_55094, APOSJ_32224, APOSJ_55097, APOSJ_06626, APOSJ_06627	DROME16087, DROME16088, DROME16090, DROME16089
OG0001083	APOSJ_38880, APOSJ_38874, APOSJ_38151, APOSJ_38152, APOSJ_38150, APOSJ_31067, APOSJ_38149, APOSJ_38873	DROME07895
OG0001084	APOSJ_54407, APOSJ_03690, APOSJ_54409, APOSJ_45657, APOSJ_53106, APOSJ_54408, APOSJ_63134, APOSJ_63135, APOSJ_61049, APOSJ_07255, APOSJ_03689, APOSJ_45666, APOSJ_07254, APOSJ_07256, APOSJ_54406, APOSJ_07252, APOSJ_63118, APOSJ_45669, APOSJ_03688, APOSJ_45660, APOSJ_45661, APOSJ_63130, APOSJ_07253	DROME15262, DROME15263
OG0001085	APOSJ_60767, APOSJ_60764, APOSJ_63024	DROME18407, DROME18408, DROME18409
OG0001086	APOSJ_30188	DROME03964, DROME03962, DROME03963, DROME03961
OG0001092	APOSJ_34458, APOSJ_16950, APOSJ_34460, APOSJ_34459	DROME19209, DROME19207, DROME19204, DROME19205, DROME19206, DROME19208, DROME19203
OG0001094	APOSJ_43517	DROME08185, DROME21556
OG0001096	APOSJ_64408	DROME20588, DROME20589, DROME02389
OG0001101	APOSJ_14916	DROME01099
OG0001102	APOSJ_20394, APOSJ_20392, APOSJ_20393	DROME11539
OG0001102	APOSJ_62424, APOSJ_01923, APOSJ_09690, APOSJ_07244, APOSJ_07245, APOSJ_07246, APOSJ_07247, APOSJ_45302, APOSJ_45636	DROME20883
OG0001103	APOSJ_18790, APOSJ_53872, APOSJ_18791	DROME13242, DROME13241, DROME13243, DROME13244
OG0001104	APOSJ_63115	DROME04004
OG0001108	APOSJ_02969, APOSJ_02970	DROME12857, DROME12858, DROME12856, DROME12855
OG0001108	APOSJ_19593	DROME21101, DROME21100, DROME21098, DROME21099, DROME21102, DROME18011
OG0001111	APOSJ_02457	DROME15662
OG0001113	APOSJ_62872, APOSJ_49690, APOSJ_62875, APOSJ_62876	DROME18531, DROME18532
OG0001113	APOSJ_49287	DROME05388
OG0001114	APOSJ_15885, APOSJ_20381, APOSJ_20380	DROME00496, DROME16340, DROME16339
OG0001114	APOSJ_55137	DROME14934, DROME16341
OG0001118	APOSJ_00995, APOSJ_55077, APOSJ_06498, APOSJ_06499, APOSJ_55078	DROME14402, DROME14401
OG0001121	APOSJ_32181, APOSJ_51004, APOSJ_32180, APOSJ_34465, APOSJ_32179, APOSJ_50971, APOSJ_34466, APOSJ_34463, APOSJ_17002, APOSJ_32178, APOSJ_32177	DROME11643, DROME11644, DROME11645, DROME11642
OG0001124	APOSJ_50119, APOSJ_64959, APOSJ_50120	DROME13810
OG0001126	APOSJ_30661, APOSJ_61227, APOSJ_30660, APOSJ_34351, APOSJ_30658, APOSJ_34352, APOSJ_61230, APOSJ_30659, APOSJ_34349, APOSJ_30655, APOSJ_34350	DROME07144
OG0001127	APOSJ_37145, APOSJ_37142, APOSJ_37143, APOSJ_37141	DROME21295, DROME21293, DROME21294, DROME21292
