Orthogroup	APOSJ_ok	SACKO_ok
OG0000418	APOSJ_56353	SACKO_30453, SACKO_08169, SACKO_28770, SACKO_15977, SACKO_09885
OG0000418	APOSJ_27846	SACKO_24494, SACKO_00551, SACKO_10583, SACKO_28955
OG0000418	APOSJ_30544, APOSJ_18291, APOSJ_06755, APOSJ_06756	SACKO_28065, SACKO_16670, SACKO_16304, SACKO_14006, SACKO_10055, SACKO_12318
OG0000419	APOSJ_58631, APOSJ_58630	SACKO_13235
OG0000420	APOSJ_64606, APOSJ_64605	SACKO_13998
OG0000422	APOSJ_49824, APOSJ_32007, APOSJ_03562, APOSJ_49828, APOSJ_49829, APOSJ_49826, APOSJ_49822, APOSJ_32008, APOSJ_31423, APOSJ_31424, APOSJ_31422, APOSJ_49827, APOSJ_42477, APOSJ_32006, APOSJ_32005, APOSJ_49825, APOSJ_32010, APOSJ_49823	SACKO_01649, SACKO_01631
OG0000424	APOSJ_08867, APOSJ_08868	SACKO_03765
OG0000424	APOSJ_16377	SACKO_31497
OG0000425	APOSJ_09919, APOSJ_09922, APOSJ_09924, APOSJ_09925, APOSJ_63999, APOSJ_09923, APOSJ_12531, APOSJ_09920	SACKO_06112
OG0000425	APOSJ_41338, APOSJ_41337	SACKO_09919
OG0000426	APOSJ_63344, APOSJ_52406	SACKO_26352, SACKO_06534
OG0000426	APOSJ_32498, APOSJ_32501, APOSJ_32500, APOSJ_06316, APOSJ_32499	SACKO_02762
OG0000427	APOSJ_24669	SACKO_23359
OG0000427	APOSJ_23730	SACKO_09178
OG0000429	APOSJ_27185, APOSJ_12543, APOSJ_19453	SACKO_30008
OG0000429	APOSJ_10072, APOSJ_10073, APOSJ_10074, APOSJ_08808, APOSJ_10071, APOSJ_08809, APOSJ_08814, APOSJ_08812, APOSJ_10075, APOSJ_26164, APOSJ_26166, APOSJ_26167, APOSJ_26169, APOSJ_26172, APOSJ_26173, APOSJ_65072, APOSJ_26170, APOSJ_26168, APOSJ_26165, APOSJ_10076, APOSJ_26163, APOSJ_08811, APOSJ_08810, APOSJ_08813, APOSJ_10070, APOSJ_19456, APOSJ_19458	SACKO_05554, SACKO_03161, SACKO_25615, SACKO_11011, SACKO_33365, SACKO_29691, SACKO_29695
OG0000430	APOSJ_54163, APOSJ_55144	SACKO_17116
OG0000431	APOSJ_41257, APOSJ_17141	SACKO_22052
OG0000431	APOSJ_13875, APOSJ_56344, APOSJ_13873	SACKO_06822
OG0000431	APOSJ_03912	SACKO_26117
OG0000432	APOSJ_11780, APOSJ_11779	SACKO_04551
OG0000432	APOSJ_38231, APOSJ_38230, APOSJ_38235, APOSJ_38233, APOSJ_38237, APOSJ_53243, APOSJ_38234, APOSJ_53244, APOSJ_62180, APOSJ_39360, APOSJ_38232, APOSJ_38236	SACKO_26085
OG0000433	APOSJ_13437, APOSJ_13435, APOSJ_19052, APOSJ_13436, APOSJ_13439, APOSJ_13438	SACKO_18114
OG0000433	APOSJ_34783, APOSJ_26320	SACKO_07666
OG0000434	APOSJ_40414	SACKO_12594
OG0000435	APOSJ_06348, APOSJ_40171, APOSJ_63487, APOSJ_34346	SACKO_25249
OG0000435	APOSJ_39390, APOSJ_62293	SACKO_21913, SACKO_31971
OG0000436	APOSJ_28155, APOSJ_20785, APOSJ_28151, APOSJ_46522, APOSJ_62168, APOSJ_20013, APOSJ_28156, APOSJ_26846, APOSJ_20011, APOSJ_20014, APOSJ_23211, APOSJ_20012, APOSJ_23209, APOSJ_28157, APOSJ_28158, APOSJ_62167, APOSJ_62176, APOSJ_28160, APOSJ_28154, APOSJ_23207, APOSJ_23208, APOSJ_28159, APOSJ_23213, APOSJ_28152, APOSJ_20010, APOSJ_20009, APOSJ_28153	SACKO_03318
OG0000437	APOSJ_34850, APOSJ_34848, APOSJ_18866, APOSJ_51815, APOSJ_34849, APOSJ_18863, APOSJ_18862, APOSJ_34851, APOSJ_51488	SACKO_07819, SACKO_20319, SACKO_31109, SACKO_31119, SACKO_31108
OG0000442	APOSJ_60316, APOSJ_56306, APOSJ_56308, APOSJ_56305, APOSJ_58037, APOSJ_56304, APOSJ_56307, APOSJ_52970, APOSJ_56309	SACKO_15700
OG0000442	APOSJ_40499	SACKO_00306
OG0000442	APOSJ_17649	SACKO_06006
OG0000443	APOSJ_20976, APOSJ_34695, APOSJ_20975, APOSJ_34697, APOSJ_20973, APOSJ_18085, APOSJ_20974, APOSJ_49106, APOSJ_18082, APOSJ_34694, APOSJ_20977, APOSJ_18091, APOSJ_34693, APOSJ_34698	SACKO_14263
OG0000443	APOSJ_42353, APOSJ_06689, APOSJ_18261, APOSJ_42350, APOSJ_37858, APOSJ_01066, APOSJ_01068, APOSJ_01064, APOSJ_42349, APOSJ_42347, APOSJ_42163, APOSJ_42352, APOSJ_36425, APOSJ_37859, APOSJ_06687, APOSJ_01065, APOSJ_06688, APOSJ_49738, APOSJ_01067, APOSJ_18260, APOSJ_42346, APOSJ_36427, APOSJ_36426, APOSJ_36424, APOSJ_42348, APOSJ_18262, APOSJ_37857, APOSJ_36428, APOSJ_42351, APOSJ_49745, APOSJ_54309, APOSJ_49740, APOSJ_49737	SACKO_12295, SACKO_25347
OG0000444	APOSJ_53476, APOSJ_63475, APOSJ_63471	SACKO_08879, SACKO_08903
OG0000444	APOSJ_62781, APOSJ_62782	SACKO_16809
OG0000445	APOSJ_07481, APOSJ_10908, APOSJ_33341, APOSJ_29067, APOSJ_29066	SACKO_08275, SACKO_00462, SACKO_33751, SACKO_27331, SACKO_27357
OG0000446	APOSJ_65177, APOSJ_65176	SACKO_11810
OG0000446	APOSJ_65246, APOSJ_65243	SACKO_28154, SACKO_19980
OG0000446	APOSJ_03580	SACKO_08437
OG0000447	APOSJ_33423, APOSJ_39549, APOSJ_21344, APOSJ_37832, APOSJ_33416, APOSJ_39548, APOSJ_21347, APOSJ_46524, APOSJ_40055, APOSJ_33417, APOSJ_37049, APOSJ_33419, APOSJ_33422, APOSJ_38407, APOSJ_21348, APOSJ_21349, APOSJ_37833, APOSJ_00588, APOSJ_33420, APOSJ_63648, APOSJ_39551, APOSJ_63640, APOSJ_04484, APOSJ_46381, APOSJ_33418, APOSJ_27284, APOSJ_21346, APOSJ_21345, APOSJ_27283, APOSJ_27286, APOSJ_33421, APOSJ_39552, APOSJ_37045, APOSJ_27291, APOSJ_21343, APOSJ_37834, APOSJ_46509, APOSJ_33424, APOSJ_37046, APOSJ_27290	SACKO_31056
OG0000448	APOSJ_16275	SACKO_30613
OG0000450	APOSJ_17390, APOSJ_17391, APOSJ_17389, APOSJ_17392, APOSJ_17388, APOSJ_17393	SACKO_10223
OG0000453	APOSJ_39951, APOSJ_21266, APOSJ_21265, APOSJ_21264, APOSJ_21267	SACKO_27383, SACKO_06847, SACKO_06848, SACKO_27408, SACKO_27399, SACKO_27407, SACKO_27405, SACKO_03955, SACKO_29489
OG0000456	APOSJ_05419, APOSJ_32195	SACKO_25121, SACKO_04182, SACKO_18180
OG0000457	APOSJ_28415, APOSJ_46915, APOSJ_11630, APOSJ_06566, APOSJ_06563, APOSJ_00759, APOSJ_00756, APOSJ_64330, APOSJ_00757, APOSJ_12194, APOSJ_25376, APOSJ_64321, APOSJ_32844, APOSJ_41440, APOSJ_06561, APOSJ_41439, APOSJ_46917, APOSJ_06565, APOSJ_00761, APOSJ_46916, APOSJ_46913, APOSJ_10541, APOSJ_46912, APOSJ_32841, APOSJ_12195, APOSJ_59927, APOSJ_53412, APOSJ_46918, APOSJ_00762, APOSJ_59926, APOSJ_00758, APOSJ_00760, APOSJ_53410, APOSJ_06564, APOSJ_00755, APOSJ_51075, APOSJ_42921, APOSJ_42917, APOSJ_49680, APOSJ_43623, APOSJ_42919, APOSJ_51077, APOSJ_51079, APOSJ_51073, APOSJ_33116, APOSJ_42920, APOSJ_49675, APOSJ_42016, APOSJ_50720	SACKO_06483
OG0000458	APOSJ_07623, APOSJ_07621, APOSJ_31447, APOSJ_24898, APOSJ_01226, APOSJ_31429, APOSJ_26015, APOSJ_07616	SACKO_26555
OG0000458	APOSJ_52933, APOSJ_19824	SACKO_12957
OG0000459	APOSJ_06385, APOSJ_06387, APOSJ_06390, APOSJ_23743, APOSJ_23744, APOSJ_06391, APOSJ_16848, APOSJ_17976, APOSJ_06389, APOSJ_23742, APOSJ_06386, APOSJ_06392, APOSJ_06388, APOSJ_17974, APOSJ_23747, APOSJ_23748, APOSJ_23749, APOSJ_23750, APOSJ_40383, APOSJ_59213, APOSJ_62849, APOSJ_23746, APOSJ_17975, APOSJ_23745, APOSJ_45294, APOSJ_26264, APOSJ_09113, APOSJ_09116, APOSJ_08276	SACKO_12873, SACKO_27777, SACKO_27762, SACKO_27765, SACKO_27780, SACKO_27782, SACKO_27786
OG0000460	APOSJ_23650, APOSJ_23649, APOSJ_23652, APOSJ_23651	SACKO_30614
OG0000460	APOSJ_27053, APOSJ_27054	SACKO_30600, SACKO_10794
OG0000461	APOSJ_15333, APOSJ_24916, APOSJ_24919, APOSJ_21047, APOSJ_21049, APOSJ_21051, APOSJ_15336, APOSJ_02773, APOSJ_21052, APOSJ_15335, APOSJ_63710, APOSJ_21048, APOSJ_02772, APOSJ_21050, APOSJ_24918, APOSJ_30700, APOSJ_15334, APOSJ_15332, APOSJ_25654, APOSJ_24920, APOSJ_21053, APOSJ_24917	SACKO_15370
OG0000461	APOSJ_54487	SACKO_07130
OG0000463	APOSJ_18621, APOSJ_18619, APOSJ_18622	SACKO_15405
OG0000463	APOSJ_38796, APOSJ_43105, APOSJ_38791, APOSJ_43108	SACKO_05462
OG0000463	APOSJ_21797, APOSJ_21796	SACKO_21927
OG0000465	APOSJ_47214, APOSJ_47212, APOSJ_27264	SACKO_34041
OG0000465	APOSJ_19682, APOSJ_19683	SACKO_07203
OG0000466	APOSJ_40609, APOSJ_40610, APOSJ_40608, APOSJ_40607, APOSJ_59356, APOSJ_07051	SACKO_04143, SACKO_09641, SACKO_13679, SACKO_07455
OG0000467	APOSJ_42240, APOSJ_06699, APOSJ_06698, APOSJ_06700, APOSJ_06701, APOSJ_06697, APOSJ_39334, APOSJ_42237, APOSJ_06696	SACKO_32050
OG0000468	APOSJ_46770, APOSJ_25944, APOSJ_39036, APOSJ_39034, APOSJ_39032, APOSJ_39031, APOSJ_39033, APOSJ_39035	SACKO_06372, SACKO_06400, SACKO_23390, SACKO_12657
OG0000468	APOSJ_51584	SACKO_06761
OG0000469	APOSJ_22310	SACKO_32529, SACKO_32539
OG0000469	APOSJ_01924, APOSJ_65240	SACKO_12218
OG0000470	APOSJ_06395, APOSJ_06396, APOSJ_06398	SACKO_13430
OG0000470	APOSJ_59730, APOSJ_59732, APOSJ_40627, APOSJ_20003, APOSJ_40628, APOSJ_59735, APOSJ_62149, APOSJ_40619, APOSJ_20008, APOSJ_20006, APOSJ_20004, APOSJ_40626, APOSJ_40622, APOSJ_59731, APOSJ_40621, APOSJ_20007, APOSJ_20005, APOSJ_40620, APOSJ_40625, APOSJ_59729, APOSJ_59734, APOSJ_59736, APOSJ_54133, APOSJ_40624, APOSJ_59733	SACKO_20424
OG0000472	APOSJ_06850, APOSJ_01105, APOSJ_01106, APOSJ_46626, APOSJ_57591	SACKO_22535, SACKO_22150
OG0000472	APOSJ_36484, APOSJ_27886, APOSJ_27884, APOSJ_27885	SACKO_09536
OG0000474	APOSJ_09793	SACKO_26694
OG0000475	APOSJ_60939, APOSJ_60934, APOSJ_60932, APOSJ_60935, APOSJ_60933, APOSJ_60936, APOSJ_61466, APOSJ_60937	SACKO_01437
OG0000476	APOSJ_09240	SACKO_17515
OG0000476	APOSJ_02934	SACKO_25313
OG0000476	APOSJ_23487	SACKO_16110
OG0000477	APOSJ_51558, APOSJ_51557	SACKO_22969, SACKO_22972
OG0000479	APOSJ_50477	SACKO_30305
OG0000479	APOSJ_00817, APOSJ_00819, APOSJ_00822, APOSJ_00818, APOSJ_58107, APOSJ_00821, APOSJ_00820	SACKO_20169
OG0000480	APOSJ_08851, APOSJ_08847, APOSJ_08846, APOSJ_08848, APOSJ_08852, APOSJ_08855, APOSJ_08850, APOSJ_08849	SACKO_21578
OG0000480	APOSJ_33958, APOSJ_33957	SACKO_16958
OG0000481	APOSJ_04459, APOSJ_04458, APOSJ_27767, APOSJ_04460	SACKO_18810
OG0000481	APOSJ_52806, APOSJ_58199	SACKO_02151, SACKO_09218
OG0000481	APOSJ_64885	SACKO_17872
OG0000482	APOSJ_03933	SACKO_25745
OG0000482	APOSJ_10909, APOSJ_10907, APOSJ_10903, APOSJ_10905, APOSJ_10906	SACKO_25747
OG0000483	APOSJ_19230	SACKO_30430, SACKO_28138, SACKO_28238, SACKO_06303
OG0000483	APOSJ_24844, APOSJ_04010	SACKO_10313, SACKO_02472, SACKO_23004
OG0000483	APOSJ_58838, APOSJ_58839, APOSJ_58837, APOSJ_58836	SACKO_06301, SACKO_18786
OG0000483	APOSJ_05085, APOSJ_04045	SACKO_18700
OG0000483	APOSJ_04011, APOSJ_04012	SACKO_13873
OG0000484	APOSJ_38276, APOSJ_38275	SACKO_23202
OG0000485	APOSJ_31593, APOSJ_05098	SACKO_12872
OG0000485	APOSJ_03974	SACKO_32346
OG0000486	APOSJ_50215, APOSJ_50216	SACKO_03067, SACKO_03069, SACKO_29945
OG0000486	APOSJ_34514, APOSJ_34513	SACKO_21708
OG0000486	APOSJ_54782, APOSJ_33843, APOSJ_60115, APOSJ_45313, APOSJ_60657	SACKO_28616, SACKO_28629
OG0000487	APOSJ_11299, APOSJ_11296, APOSJ_11297, APOSJ_11295, APOSJ_56190, APOSJ_23621	SACKO_08406, SACKO_08473, SACKO_34025, SACKO_08477, SACKO_08456
OG0000488	APOSJ_12282, APOSJ_12283, APOSJ_20775, APOSJ_20781, APOSJ_06079, APOSJ_06081, APOSJ_20777, APOSJ_20778, APOSJ_39152, APOSJ_20783, APOSJ_20776, APOSJ_20779, APOSJ_20782, APOSJ_20780, APOSJ_06078, APOSJ_06084, APOSJ_06083, APOSJ_06082, APOSJ_06080	SACKO_32393
OG0000489	APOSJ_25864, APOSJ_25865, APOSJ_25861, APOSJ_25866, APOSJ_25863, APOSJ_25862	SACKO_02942, SACKO_11413
OG0000490	APOSJ_43135, APOSJ_43142, APOSJ_53127, APOSJ_43136, APOSJ_43137, APOSJ_61499, APOSJ_43139, APOSJ_04379, APOSJ_43140, APOSJ_43141, APOSJ_43138, APOSJ_53126	SACKO_25826
OG0000491	APOSJ_48921	SACKO_09275
OG0000494	APOSJ_27996, APOSJ_22729, APOSJ_22730, APOSJ_27994, APOSJ_44324, APOSJ_22733, APOSJ_44326, APOSJ_22734, APOSJ_22732, APOSJ_27997, APOSJ_27998, APOSJ_44328, APOSJ_27995, APOSJ_22731, APOSJ_44322	SACKO_20661, SACKO_20676
OG0000495	APOSJ_28743, APOSJ_36602	SACKO_17840, SACKO_17826
OG0000495	APOSJ_25896, APOSJ_25899, APOSJ_60071, APOSJ_25897, APOSJ_25900	SACKO_02191, SACKO_02199
OG0000496	APOSJ_43800	SACKO_17283
OG0000496	APOSJ_60355	SACKO_19033
OG0000497	APOSJ_02507, APOSJ_15320	SACKO_07766
OG0000497	APOSJ_46502, APOSJ_46508, APOSJ_05403, APOSJ_05405, APOSJ_00427, APOSJ_46505, APOSJ_00421, APOSJ_00424, APOSJ_59967, APOSJ_00423, APOSJ_46504, APOSJ_59485, APOSJ_46500, APOSJ_05402, APOSJ_46503, APOSJ_05404, APOSJ_60000, APOSJ_46507, APOSJ_59483, APOSJ_00422, APOSJ_46506, APOSJ_59484, APOSJ_33612, APOSJ_00425	SACKO_21404
OG0000498	APOSJ_07208, APOSJ_36210, APOSJ_32783, APOSJ_26557, APOSJ_04619, APOSJ_32790, APOSJ_64427, APOSJ_64424, APOSJ_26551, APOSJ_03203, APOSJ_14657, APOSJ_32784, APOSJ_45008, APOSJ_04621, APOSJ_64422, APOSJ_64419, APOSJ_46085, APOSJ_07771, APOSJ_58848, APOSJ_45007, APOSJ_45002, APOSJ_04618, APOSJ_46082, APOSJ_20789, APOSJ_20806	SACKO_16151
OG0000499	APOSJ_18558, APOSJ_18553, APOSJ_18559, APOSJ_18555, APOSJ_18557, APOSJ_54078, APOSJ_18560, APOSJ_18556	SACKO_07869, SACKO_25714, SACKO_13488, SACKO_07888, SACKO_07856, SACKO_07885
OG0000501	APOSJ_06661, APOSJ_19719, APOSJ_19718	SACKO_02655, SACKO_04583, SACKO_04590, SACKO_28718, SACKO_28744, SACKO_31552, SACKO_31557, SACKO_28634, SACKO_29583, SACKO_33267, SACKO_29576, SACKO_22573, SACKO_04851, SACKO_22575, SACKO_32214
OG0000503	APOSJ_47356, APOSJ_03773	SACKO_26118
OG0000504	APOSJ_14939	SACKO_01404
OG0000504	APOSJ_57841, APOSJ_63608, APOSJ_01528	SACKO_26022
OG0000505	APOSJ_10376, APOSJ_64358, APOSJ_64359, APOSJ_64363, APOSJ_16097, APOSJ_64367, APOSJ_64364, APOSJ_64362, APOSJ_10375, APOSJ_10373, APOSJ_10371, APOSJ_64360, APOSJ_10372, APOSJ_16096, APOSJ_10374, APOSJ_64368	SACKO_33776
OG0000506	APOSJ_28246, APOSJ_45838, APOSJ_28243, APOSJ_28245, APOSJ_28244	SACKO_28370
OG0000508	APOSJ_58113	SACKO_04141
OG0000508	APOSJ_46367, APOSJ_46366, APOSJ_46365, APOSJ_46364	SACKO_03535
OG0000509	APOSJ_12216	SACKO_09685
OG0000510	APOSJ_37391, APOSJ_59529, APOSJ_37385, APOSJ_37388, APOSJ_37390, APOSJ_37389, APOSJ_37386, APOSJ_37387, APOSJ_33951	SACKO_08802
OG0000511	APOSJ_18498	SACKO_16608, SACKO_16632, SACKO_17075
OG0000513	APOSJ_21900	SACKO_20084, SACKO_20073
OG0000515	APOSJ_16174, APOSJ_16177, APOSJ_16175, APOSJ_16173, APOSJ_61849, APOSJ_61835, APOSJ_36409, APOSJ_36411, APOSJ_36410, APOSJ_29902, APOSJ_29901, APOSJ_39655, APOSJ_39656, APOSJ_39657, APOSJ_51002, APOSJ_62063, APOSJ_10548, APOSJ_30754, APOSJ_37373, APOSJ_26817, APOSJ_26820, APOSJ_26819, APOSJ_26818, APOSJ_03718, APOSJ_03719, APOSJ_58061, APOSJ_43043, APOSJ_59999, APOSJ_05215, APOSJ_31666, APOSJ_45674, APOSJ_07944, APOSJ_45672, APOSJ_45671, APOSJ_56793, APOSJ_02287, APOSJ_37648, APOSJ_06247	SACKO_34014, SACKO_02419, SACKO_16456, SACKO_16452, SACKO_13973, SACKO_01627
OG0000519	APOSJ_28327	SACKO_32736
OG0000520	APOSJ_31467	SACKO_18204
OG0000520	APOSJ_32287, APOSJ_11887, APOSJ_11888	SACKO_06826
OG0000521	APOSJ_24270, APOSJ_24269	SACKO_19264, SACKO_19258, SACKO_30251
OG0000521	APOSJ_42057, APOSJ_42056, APOSJ_42055, APOSJ_42054	SACKO_05637
OG0000522	APOSJ_04259, APOSJ_64773, APOSJ_04258, APOSJ_04260, APOSJ_04257, APOSJ_04256, APOSJ_04261	SACKO_03537, SACKO_08795
OG0000522	APOSJ_01522	SACKO_03413
OG0000523	APOSJ_39879, APOSJ_11167, APOSJ_11168, APOSJ_11170, APOSJ_11169	SACKO_25122
OG0000524	APOSJ_32896, APOSJ_32901, APOSJ_32898, APOSJ_32899, APOSJ_32897, APOSJ_32900	SACKO_11508
OG0000525	APOSJ_34776, APOSJ_34777	SACKO_14070
OG0000525	APOSJ_41806, APOSJ_62376, APOSJ_65303, APOSJ_62370, APOSJ_41808, APOSJ_41807	SACKO_16659
OG0000526	APOSJ_63849, APOSJ_44853	SACKO_25850
OG0000526	APOSJ_47160, APOSJ_64283	SACKO_20379, SACKO_20421, SACKO_08249, SACKO_01860, SACKO_08239
OG0000527	APOSJ_00816, APOSJ_12256, APOSJ_65015	SACKO_06738
OG0000528	APOSJ_52117, APOSJ_16741	SACKO_04604
OG0000528	APOSJ_26270, APOSJ_26272, APOSJ_26269, APOSJ_26271, APOSJ_26268	SACKO_09093
OG0000529	APOSJ_35859, APOSJ_24524	SACKO_27420
OG0000529	APOSJ_14572, APOSJ_14573	SACKO_22339
OG0000530	APOSJ_52891, APOSJ_34280, APOSJ_52887, APOSJ_43675, APOSJ_34277, APOSJ_34281, APOSJ_52888, APOSJ_52890, APOSJ_34278, APOSJ_43673, APOSJ_52885, APOSJ_52892, APOSJ_49382, APOSJ_34282, APOSJ_43676, APOSJ_60893, APOSJ_54657, APOSJ_34284, APOSJ_52886, APOSJ_60898, APOSJ_07364, APOSJ_34283, APOSJ_52889, APOSJ_43674, APOSJ_34279, APOSJ_07357, APOSJ_54659	SACKO_04253
OG0000532	APOSJ_06087, APOSJ_48628, APOSJ_06086, APOSJ_35993, APOSJ_06085, APOSJ_48626, APOSJ_48625, APOSJ_35994, APOSJ_48627, APOSJ_35992, APOSJ_47004, APOSJ_26028, APOSJ_11463, APOSJ_11465, APOSJ_11466, APOSJ_11461, APOSJ_11464, APOSJ_11462, APOSJ_11460, APOSJ_42217, APOSJ_54045	SACKO_04033, SACKO_04027
OG0000532	APOSJ_56269, APOSJ_14992, APOSJ_13656, APOSJ_01517, APOSJ_11535	SACKO_04015
OG0000533	APOSJ_52670, APOSJ_03581, APOSJ_43409	SACKO_10942, SACKO_02806, SACKO_02812
OG0000533	APOSJ_35628	SACKO_16139, SACKO_15202, SACKO_31024
OG0000534	APOSJ_46705, APOSJ_04675, APOSJ_09123, APOSJ_46704	SACKO_02674
OG0000534	APOSJ_21654, APOSJ_21653	SACKO_28185
OG0000535	APOSJ_08893, APOSJ_41987, APOSJ_41985, APOSJ_41982, APOSJ_41983, APOSJ_41981, APOSJ_41980, APOSJ_41984, APOSJ_41986, APOSJ_01683, APOSJ_01686, APOSJ_01684, APOSJ_01685	SACKO_22523, SACKO_22514, SACKO_22501, SACKO_22484
OG0000536	APOSJ_52010, APOSJ_52009, APOSJ_55050, APOSJ_52008, APOSJ_35898, APOSJ_35897, APOSJ_57924, APOSJ_46322, APOSJ_03639, APOSJ_57930	SACKO_33770
OG0000536	APOSJ_47635, APOSJ_50725, APOSJ_50724, APOSJ_50723, APOSJ_50722, APOSJ_50721, APOSJ_47640, APOSJ_25503, APOSJ_50726	SACKO_16880
OG0000537	APOSJ_25970	SACKO_26142
OG0000537	APOSJ_39064	SACKO_26151
OG0000538	APOSJ_25908, APOSJ_25903, APOSJ_48367, APOSJ_41994, APOSJ_03027, APOSJ_25907, APOSJ_48188, APOSJ_41996, APOSJ_54797, APOSJ_48192, APOSJ_54801, APOSJ_33167, APOSJ_25910, APOSJ_48191, APOSJ_33180, APOSJ_41995, APOSJ_54800, APOSJ_48190, APOSJ_25906, APOSJ_54798, APOSJ_40998, APOSJ_05035, APOSJ_25905, APOSJ_25904, APOSJ_48187, APOSJ_25909, APOSJ_05036, APOSJ_41998, APOSJ_15711, APOSJ_48189, APOSJ_41997, APOSJ_25911, APOSJ_05056	SACKO_05534, SACKO_05532
OG0000541	APOSJ_01303, APOSJ_20568	SACKO_34149, SACKO_34143, SACKO_34121, SACKO_34138, SACKO_34126, SACKO_34131, SACKO_34113, SACKO_34137, SACKO_34140, SACKO_02528, SACKO_02532, SACKO_13125, SACKO_13548, SACKO_02536, SACKO_01488, SACKO_13122, SACKO_09874, SACKO_19487, SACKO_33223
OG0000541	APOSJ_49688	SACKO_28290, SACKO_34141, SACKO_13115
OG0000542	APOSJ_08026, APOSJ_50186, APOSJ_08025, APOSJ_08028, APOSJ_08027	SACKO_04085, SACKO_33246
OG0000542	APOSJ_05217	SACKO_31227, SACKO_03340
OG0000544	APOSJ_21942, APOSJ_21940, APOSJ_21941	SACKO_01595
OG0000544	APOSJ_26510, APOSJ_26508, APOSJ_26509	SACKO_20647
OG0000544	APOSJ_17481, APOSJ_61075, APOSJ_39291	SACKO_21942
OG0000545	APOSJ_11134	SACKO_31593
OG0000545	APOSJ_61169	SACKO_11658
OG0000546	APOSJ_41944	SACKO_09949
OG0000547	APOSJ_01941, APOSJ_01940, APOSJ_61999, APOSJ_44276, APOSJ_61998, APOSJ_62001	SACKO_17187, SACKO_17219
OG0000547	APOSJ_39542, APOSJ_39544, APOSJ_08245, APOSJ_39543, APOSJ_39541, APOSJ_47393	SACKO_10842, SACKO_10831, SACKO_10812
OG0000548	APOSJ_02482	SACKO_24136
OG0000548	APOSJ_30566, APOSJ_30567, APOSJ_30568	SACKO_21638
OG0000548	APOSJ_60326	SACKO_01196
OG0000550	APOSJ_18808	SACKO_24656
OG0000550	APOSJ_63307, APOSJ_63306	SACKO_29039
OG0000551	APOSJ_20535, APOSJ_20534	SACKO_27987
OG0000552	APOSJ_12181, APOSJ_62306, APOSJ_62314, APOSJ_62315	SACKO_16965
OG0000553	APOSJ_31022	SACKO_27631
OG0000553	APOSJ_14728	SACKO_24378
OG0000554	APOSJ_51797	SACKO_04829
OG0000560	APOSJ_42593, APOSJ_08220, APOSJ_08218	SACKO_03110
OG0000561	APOSJ_36051, APOSJ_59312, APOSJ_59302, APOSJ_59313, APOSJ_59329, APOSJ_05263, APOSJ_20913, APOSJ_20912, APOSJ_20911, APOSJ_20910, APOSJ_59308, APOSJ_20909, APOSJ_44883, APOSJ_14002, APOSJ_44884	SACKO_01260, SACKO_27682, SACKO_33677, SACKO_00159, SACKO_01255
OG0000562	APOSJ_05019, APOSJ_05018	SACKO_07813
OG0000563	APOSJ_47173	SACKO_05456
OG0000564	APOSJ_58018	SACKO_32358
OG0000564	APOSJ_45514	SACKO_12013
OG0000565	APOSJ_16911, APOSJ_46831, APOSJ_42362, APOSJ_52606, APOSJ_01300, APOSJ_17008, APOSJ_17007, APOSJ_34667, APOSJ_34668, APOSJ_34666, APOSJ_34672, APOSJ_34670	SACKO_01668, SACKO_01698, SACKO_03932, SACKO_03934, SACKO_03950
OG0000566	APOSJ_56114, APOSJ_08789	SACKO_13906
OG0000566	APOSJ_08632, APOSJ_08631	SACKO_18189
OG0000567	APOSJ_64692	SACKO_32703, SACKO_18072
OG0000567	APOSJ_28174	SACKO_21311, SACKO_16516
OG0000567	APOSJ_40875	SACKO_01005
OG0000568	APOSJ_48063, APOSJ_18024	SACKO_15842, SACKO_14342
OG0000569	APOSJ_15817	SACKO_03979
OG0000570	APOSJ_22652, APOSJ_12030, APOSJ_22655, APOSJ_12021, APOSJ_22654, APOSJ_01124, APOSJ_22653, APOSJ_01114	SACKO_16042
OG0000570	APOSJ_56456	SACKO_16064
OG0000571	APOSJ_12793, APOSJ_64231, APOSJ_64230, APOSJ_40394	SACKO_00369
OG0000571	APOSJ_46065, APOSJ_17720	SACKO_02790
OG0000572	APOSJ_39780, APOSJ_39781	SACKO_18077
OG0000573	APOSJ_25331, APOSJ_24862	SACKO_21574
OG0000574	APOSJ_35049	SACKO_33381
OG0000574	APOSJ_02665	SACKO_28187
OG0000574	APOSJ_07768	SACKO_25843
OG0000575	APOSJ_19463, APOSJ_41628, APOSJ_41627	SACKO_27278, SACKO_27258
OG0000576	APOSJ_37886, APOSJ_57885, APOSJ_37889, APOSJ_19418, APOSJ_13718, APOSJ_37885, APOSJ_60114, APOSJ_37891, APOSJ_37887, APOSJ_60113, APOSJ_57887, APOSJ_37890, APOSJ_19419, APOSJ_37888	SACKO_23536
OG0000577	APOSJ_40312, APOSJ_40311, APOSJ_31969, APOSJ_38908, APOSJ_38953, APOSJ_31963, APOSJ_31965, APOSJ_31970, APOSJ_31964, APOSJ_31967, APOSJ_43687, APOSJ_43713, APOSJ_43715, APOSJ_59300, APOSJ_59301	SACKO_02404
OG0000578	APOSJ_37736, APOSJ_36341	SACKO_32404
OG0000579	APOSJ_42746, APOSJ_42747, APOSJ_42749, APOSJ_42748	SACKO_30809
