Orthogroup	APOSJ_ok	MOUSE
OG0000574	APOSJ_07768	MOUSE47459, MOUSE47456, MOUSE47457, MOUSE47458, MOUSE47452, MOUSE47455, MOUSE47454, MOUSE47460, MOUSE47453
OG0000575	APOSJ_19463, APOSJ_41628, APOSJ_41627	MOUSE15329, MOUSE15327, MOUSE15326, MOUSE26633, MOUSE26640, MOUSE26630, MOUSE26631, MOUSE26628, MOUSE26625, MOUSE26635, MOUSE26629, MOUSE26626, MOUSE26638, MOUSE26639, MOUSE26636, MOUSE26642, MOUSE26641, MOUSE26624, MOUSE26634, MOUSE26637, MOUSE26627, MOUSE26632, MOUSE13339, MOUSE13341, MOUSE26235, MOUSE26230, MOUSE26233, MOUSE26232, MOUSE26229, MOUSE15328
OG0000576	APOSJ_37886, APOSJ_57885, APOSJ_37889, APOSJ_19418, APOSJ_13718, APOSJ_37885, APOSJ_60114, APOSJ_37891, APOSJ_37887, APOSJ_60113, APOSJ_57887, APOSJ_37890, APOSJ_19419, APOSJ_37888	MOUSE01166, MOUSE14852, MOUSE14850, MOUSE14851, MOUSE40559, MOUSE01164, MOUSE01163, MOUSE01165, MOUSE52581, MOUSE52578, MOUSE52574, MOUSE52580, MOUSE52576, MOUSE52579, MOUSE52577, MOUSE52575, MOUSE52582, MOUSE52584, MOUSE52587, MOUSE52586, MOUSE52585, MOUSE52583
OG0000578	APOSJ_37736, APOSJ_36341	MOUSE20360, MOUSE20359, MOUSE20362, MOUSE20361, MOUSE03091, MOUSE03087, MOUSE03090, MOUSE03088, MOUSE03089, MOUSE07290, MOUSE07291, MOUSE07292
OG0000579	APOSJ_42746, APOSJ_42747, APOSJ_42749, APOSJ_42748	MOUSE02041, MOUSE23552, MOUSE23553, MOUSE23554, MOUSE23550, MOUSE02042, MOUSE41019, MOUSE41020, MOUSE41018, MOUSE41021, MOUSE54255, MOUSE54257, MOUSE54256
OG0000580	APOSJ_16960	MOUSE47258, MOUSE47257
OG0000581	APOSJ_08673, APOSJ_32969	MOUSE07319
OG0000581	APOSJ_36499	MOUSE18770, MOUSE07320
OG0000582	APOSJ_53691, APOSJ_16083, APOSJ_53686, APOSJ_53687	MOUSE23948
OG0000583	APOSJ_25494, APOSJ_14454, APOSJ_07547, APOSJ_32741	MOUSE01784, MOUSE54088, MOUSE54086, MOUSE54089, MOUSE54090, MOUSE54092, MOUSE54087, MOUSE22001, MOUSE32168, MOUSE33890, MOUSE33889, MOUSE33888
OG0000584	APOSJ_59539, APOSJ_59533, APOSJ_59534, APOSJ_59536, APOSJ_59535, APOSJ_59540, APOSJ_59537, APOSJ_59538, APOSJ_58274, APOSJ_10240, APOSJ_52593, APOSJ_52594, APOSJ_20354, APOSJ_39320, APOSJ_57528, APOSJ_39319, APOSJ_57530, APOSJ_39321, APOSJ_57529, APOSJ_39318, APOSJ_57531, APOSJ_46004, APOSJ_16630	MOUSE31345
OG0000585	APOSJ_15080, APOSJ_15081, APOSJ_15079	MOUSE40784, MOUSE40785, MOUSE40786, MOUSE40788, MOUSE40789, MOUSE40787, MOUSE40783, MOUSE40781, MOUSE40782, MOUSE35389, MOUSE35386, MOUSE35387, MOUSE35388, MOUSE35383, MOUSE35384, MOUSE35381, MOUSE35380, MOUSE35382, MOUSE31048, MOUSE31049
OG0000586	APOSJ_58588	MOUSE14471
OG0000587	APOSJ_00369, APOSJ_16879, APOSJ_16876, APOSJ_16875, APOSJ_10738, APOSJ_16880, APOSJ_53960, APOSJ_40785, APOSJ_53959, APOSJ_16878, APOSJ_40787, APOSJ_53961, APOSJ_16877, APOSJ_53958	MOUSE22685, MOUSE38303, MOUSE38305, MOUSE38304, MOUSE55325, MOUSE55324, MOUSE55322, MOUSE55323
OG0000587	APOSJ_63799, APOSJ_63803	MOUSE42665, MOUSE42667
OG0000588	APOSJ_23279, APOSJ_53706, APOSJ_58179, APOSJ_53698, APOSJ_53701, APOSJ_53704, APOSJ_58178, APOSJ_58181, APOSJ_58176, APOSJ_58180, APOSJ_53703, APOSJ_58177, APOSJ_53700, APOSJ_53705, APOSJ_53702, APOSJ_53699	MOUSE48786, MOUSE48787, MOUSE31848, MOUSE32353, MOUSE32352
OG0000588	APOSJ_51544, APOSJ_51543	MOUSE45239, MOUSE45240
OG0000589	APOSJ_48412, APOSJ_48413, APOSJ_34674, APOSJ_34676	MOUSE42228, MOUSE42229, MOUSE42227, MOUSE42226, MOUSE47183, MOUSE47184, MOUSE47181, MOUSE47182, MOUSE23629, MOUSE23630, MOUSE23628, MOUSE23627
OG0000590	APOSJ_20507, APOSJ_20506	MOUSE05523, MOUSE18372, MOUSE05521, MOUSE05522, MOUSE02546
OG0000590	APOSJ_15177, APOSJ_15179, APOSJ_15178, APOSJ_15175, APOSJ_15174, APOSJ_29829, APOSJ_15181, APOSJ_42654, APOSJ_15173, APOSJ_15180	MOUSE18529, MOUSE28939, MOUSE28941
OG0000591	APOSJ_27883, APOSJ_27882	MOUSE03776, MOUSE03774, MOUSE03773, MOUSE03775
OG0000592	APOSJ_22050, APOSJ_22053	MOUSE49687, MOUSE49686, MOUSE49685
OG0000592	APOSJ_63364	MOUSE27133
OG0000593	APOSJ_14731, APOSJ_14730	MOUSE38540, MOUSE14106, MOUSE06441
OG0000593	APOSJ_13767, APOSJ_46951, APOSJ_28632, APOSJ_28630, APOSJ_25347, APOSJ_28392, APOSJ_13802, APOSJ_28393, APOSJ_28390, APOSJ_28394, APOSJ_28391, APOSJ_25346, APOSJ_28631, APOSJ_28389	MOUSE12368, MOUSE12366, MOUSE12367, MOUSE49643, MOUSE49644, MOUSE13819, MOUSE28583
OG0000594	APOSJ_44042, APOSJ_05859, APOSJ_05860, APOSJ_05861	MOUSE40778, MOUSE40777, MOUSE14517, MOUSE14516
OG0000596	APOSJ_14439, APOSJ_03685, APOSJ_47768, APOSJ_60247, APOSJ_58814, APOSJ_55581, APOSJ_55580, APOSJ_06107, APOSJ_31064	MOUSE45708
OG0000597	APOSJ_21422, APOSJ_21418, APOSJ_04909, APOSJ_57316, APOSJ_21420, APOSJ_21421	MOUSE46308, MOUSE46307, MOUSE04601, MOUSE04603, MOUSE04605, MOUSE04604, MOUSE20021, MOUSE46309, MOUSE37363
OG0000597	APOSJ_30513, APOSJ_30514	MOUSE51636, MOUSE51634, MOUSE51635, MOUSE32567, MOUSE32568
OG0000598	APOSJ_42135, APOSJ_42136, APOSJ_42134, APOSJ_49369, APOSJ_11710, APOSJ_11711, APOSJ_11714, APOSJ_37469, APOSJ_37468, APOSJ_50349, APOSJ_23519, APOSJ_17416, APOSJ_11114, APOSJ_28299, APOSJ_11113, APOSJ_23516, APOSJ_23518, APOSJ_23517, APOSJ_57578, APOSJ_17412, APOSJ_17411, APOSJ_28295, APOSJ_28564, APOSJ_31194, APOSJ_17033	MOUSE41698, MOUSE41699
OG0000600	APOSJ_44016, APOSJ_44015	MOUSE54466, MOUSE54465, MOUSE00132, MOUSE00135, MOUSE00136, MOUSE54464, MOUSE00134, MOUSE00133, MOUSE54880, MOUSE54879
OG0000600	APOSJ_39498, APOSJ_39903, APOSJ_47007	MOUSE22333
OG0000601	APOSJ_33394, APOSJ_33396, APOSJ_33395, APOSJ_33392, APOSJ_11331, APOSJ_11332	MOUSE05651, MOUSE05647, MOUSE05648, MOUSE05646, MOUSE05649, MOUSE11094, MOUSE05650, MOUSE11093, MOUSE11086, MOUSE11085, MOUSE11088, MOUSE11087, MOUSE11083, MOUSE11084, MOUSE11090, MOUSE47966
OG0000602	APOSJ_36709, APOSJ_36710	MOUSE54043, MOUSE54042, MOUSE13065, MOUSE13066, MOUSE13067
OG0000602	APOSJ_64995, APOSJ_64996, APOSJ_53746	MOUSE23060, MOUSE38461, MOUSE38463, MOUSE38462, MOUSE38460, MOUSE54041, MOUSE13068, MOUSE13069
OG0000603	APOSJ_36984, APOSJ_36983, APOSJ_03111, APOSJ_03109, APOSJ_03112, APOSJ_36982, APOSJ_45011, APOSJ_03108, APOSJ_03110, APOSJ_36985, APOSJ_19038, APOSJ_19039, APOSJ_03113, APOSJ_31540	MOUSE18832, MOUSE18831, MOUSE20286, MOUSE20285, MOUSE20287, MOUSE20288, MOUSE07810, MOUSE07809, MOUSE07808, MOUSE07811, MOUSE18833, MOUSE18834, MOUSE18818, MOUSE18827, MOUSE18819, MOUSE18825, MOUSE18821, MOUSE20289, MOUSE20290, MOUSE18829
OG0000604	APOSJ_43779, APOSJ_43778	MOUSE08642
OG0000607	APOSJ_43213, APOSJ_42491, APOSJ_13144, APOSJ_42488, APOSJ_61787, APOSJ_61786, APOSJ_13140, APOSJ_13141, APOSJ_17406, APOSJ_61790, APOSJ_61784, APOSJ_13145, APOSJ_61785, APOSJ_13146, APOSJ_13142, APOSJ_42489, APOSJ_42490, APOSJ_61788, APOSJ_61792, APOSJ_13139, APOSJ_13147, APOSJ_42487, APOSJ_61789, APOSJ_61791	MOUSE42215, MOUSE42214, MOUSE42213, MOUSE02133, MOUSE02132, MOUSE02134, MOUSE23595, MOUSE23596
OG0000608	APOSJ_31338, APOSJ_25747, APOSJ_25749, APOSJ_25748, APOSJ_50494, APOSJ_11343	MOUSE14204, MOUSE14206, MOUSE14205
OG0000609	APOSJ_36177, APOSJ_36178, APOSJ_36176	MOUSE07218
OG0000609	APOSJ_35277, APOSJ_35274, APOSJ_35275, APOSJ_21281, APOSJ_35276, APOSJ_35273, APOSJ_35280, APOSJ_35278, APOSJ_35279, APOSJ_65014	MOUSE22345
OG0000610	APOSJ_44592, APOSJ_48730, APOSJ_48733, APOSJ_44594, APOSJ_32373, APOSJ_48732, APOSJ_12629, APOSJ_26159, APOSJ_30078, APOSJ_12616, APOSJ_12619, APOSJ_26161, APOSJ_26160, APOSJ_48729, APOSJ_44590, APOSJ_44591, APOSJ_44593, APOSJ_44605, APOSJ_48728, APOSJ_30091, APOSJ_36712, APOSJ_12550, APOSJ_05618, APOSJ_26158, APOSJ_12618, APOSJ_48731, APOSJ_48727, APOSJ_30075, APOSJ_33891, APOSJ_30083, APOSJ_26162	MOUSE30757, MOUSE51594, MOUSE51593
OG0000610	APOSJ_29332	MOUSE25477
OG0000611	APOSJ_58652	MOUSE48953, MOUSE48957
OG0000612	APOSJ_22168, APOSJ_03034	MOUSE28578, MOUSE28580, MOUSE28579
OG0000613	APOSJ_63879, APOSJ_55759	MOUSE10241
OG0000614	APOSJ_23957, APOSJ_23954, APOSJ_23956, APOSJ_23952, APOSJ_15769, APOSJ_23953, APOSJ_15768, APOSJ_23958, APOSJ_23955, APOSJ_50604, APOSJ_46891, APOSJ_50612, APOSJ_50608, APOSJ_01965, APOSJ_01969, APOSJ_50607, APOSJ_46896, APOSJ_50613, APOSJ_50611, APOSJ_50609, APOSJ_01967, APOSJ_01968, APOSJ_01966, APOSJ_50610, APOSJ_01964	MOUSE43293
OG0000615	APOSJ_22324, APOSJ_22321, APOSJ_22323, APOSJ_22322	MOUSE29445, MOUSE21962, MOUSE21967, MOUSE21964, MOUSE21961, MOUSE21965, MOUSE21966, MOUSE21963, MOUSE21970, MOUSE21960, MOUSE04243, MOUSE04245, MOUSE04242, MOUSE04244, MOUSE04241, MOUSE04246, MOUSE29446, MOUSE29449, MOUSE29450, MOUSE29452, MOUSE29453, MOUSE29451, MOUSE29448, MOUSE29447
OG0000616	APOSJ_38805, APOSJ_09030, APOSJ_38801, APOSJ_09037, APOSJ_59177, APOSJ_59175, APOSJ_38800, APOSJ_59183, APOSJ_38802, APOSJ_09041, APOSJ_38804, APOSJ_59182, APOSJ_38799, APOSJ_28771, APOSJ_00175, APOSJ_59180, APOSJ_59181, APOSJ_59176, APOSJ_59178, APOSJ_38806, APOSJ_09031, APOSJ_38803, APOSJ_59179, APOSJ_09033, APOSJ_01010, APOSJ_49619, APOSJ_38798, APOSJ_00174	MOUSE50900, MOUSE50901, MOUSE50902, MOUSE30157, MOUSE30158, MOUSE30156, MOUSE30155
OG0000617	APOSJ_18872, APOSJ_49648, APOSJ_45738, APOSJ_45737	MOUSE14520, MOUSE14521
OG0000619	APOSJ_15651, APOSJ_15650, APOSJ_43449, APOSJ_43448, APOSJ_43453, APOSJ_06007, APOSJ_43454, APOSJ_06010, APOSJ_40834, APOSJ_43451, APOSJ_43455, APOSJ_49747, APOSJ_41928, APOSJ_49744, APOSJ_49011, APOSJ_49040, APOSJ_49748, APOSJ_59158, APOSJ_59185	MOUSE53833, MOUSE53832, MOUSE13100, MOUSE13101, MOUSE13102, MOUSE13104, MOUSE22715, MOUSE22714, MOUSE22713, MOUSE22711, MOUSE22709, MOUSE22710
OG0000623	APOSJ_58237, APOSJ_58239	MOUSE52068
OG0000623	APOSJ_54571, APOSJ_53585, APOSJ_53583, APOSJ_64252	MOUSE05906, MOUSE05905, MOUSE14117
OG0000624	APOSJ_38044, APOSJ_11261, APOSJ_38250, APOSJ_38042, APOSJ_06061, APOSJ_38043, APOSJ_38046, APOSJ_06064, APOSJ_14652, APOSJ_14653, APOSJ_47525, APOSJ_14646, APOSJ_26556, APOSJ_47513, APOSJ_23669, APOSJ_53610, APOSJ_05320, APOSJ_05319, APOSJ_58963, APOSJ_09193	MOUSE05834, MOUSE05836, MOUSE05833, MOUSE05837, MOUSE05835, MOUSE05832, MOUSE20490, MOUSE26414
OG0000626	APOSJ_59167, APOSJ_59170, APOSJ_59171, APOSJ_31132, APOSJ_59172, APOSJ_59166, APOSJ_59174, APOSJ_31133, APOSJ_31131, APOSJ_59168, APOSJ_59169, APOSJ_59173	MOUSE29299, MOUSE29292, MOUSE29296, MOUSE29291, MOUSE29297, MOUSE29295, MOUSE29294, MOUSE29293, MOUSE29298, MOUSE00426, MOUSE00422, MOUSE00425, MOUSE00423, MOUSE00424, MOUSE20854, MOUSE29219, MOUSE29218, MOUSE29213, MOUSE29216, MOUSE29217, MOUSE29214, MOUSE29215, MOUSE29300
OG0000627	APOSJ_30106, APOSJ_30105	MOUSE50870, MOUSE50872, MOUSE50871, MOUSE50873, MOUSE50869, MOUSE50874, MOUSE50868, MOUSE43635, MOUSE43636, MOUSE43634, MOUSE43633, MOUSE43628, MOUSE43630, MOUSE43629, MOUSE43627, MOUSE43631, MOUSE15878
OG0000628	APOSJ_34817, APOSJ_34816	MOUSE33803, MOUSE33805, MOUSE33806, MOUSE55288, MOUSE55287, MOUSE55289, MOUSE55291, MOUSE55290, MOUSE55292
OG0000628	APOSJ_11646, APOSJ_11647, APOSJ_11644, APOSJ_11645	MOUSE28607, MOUSE00366, MOUSE00365, MOUSE18571, MOUSE18570, MOUSE18572
OG0000634	APOSJ_28424	MOUSE29180, MOUSE29181, MOUSE29179
OG0000635	APOSJ_64560, APOSJ_09992	MOUSE17432
OG0000635	APOSJ_04418	MOUSE42730
OG0000636	APOSJ_03510, APOSJ_03511, APOSJ_03509, APOSJ_03508	MOUSE35989, MOUSE35990, MOUSE35986, MOUSE35987, MOUSE35980, MOUSE35985, MOUSE35979, MOUSE35984, MOUSE35991, MOUSE35982, MOUSE35983, MOUSE35981, MOUSE19615, MOUSE21409, MOUSE21405, MOUSE21413, MOUSE21412, MOUSE21406, MOUSE21410, MOUSE21402, MOUSE21407, MOUSE21403, MOUSE21408, MOUSE21404, MOUSE21411, MOUSE21415, MOUSE21414
OG0000637	APOSJ_58608, APOSJ_58607, APOSJ_58605, APOSJ_58606	MOUSE06427
OG0000639	APOSJ_22789, APOSJ_22790	MOUSE51940, MOUSE19650, MOUSE19651, MOUSE19647
OG0000639	APOSJ_29300	MOUSE49493, MOUSE49495, MOUSE49496, MOUSE32122, MOUSE28358
OG0000642	APOSJ_55400, APOSJ_08507, APOSJ_61954, APOSJ_09617, APOSJ_09613, APOSJ_09612, APOSJ_61958, APOSJ_61952, APOSJ_09616, APOSJ_35529	MOUSE37031, MOUSE37030, MOUSE39970, MOUSE39974, MOUSE39972
OG0000645	APOSJ_23119, APOSJ_01409	MOUSE48947
OG0000645	APOSJ_58477	MOUSE32254, MOUSE32255, MOUSE51331, MOUSE32253
OG0000646	APOSJ_13193, APOSJ_13194	MOUSE15544, MOUSE15545, MOUSE38327
OG0000646	APOSJ_34948, APOSJ_34947, APOSJ_56459, APOSJ_34946, APOSJ_34945, APOSJ_56460, APOSJ_34943	MOUSE12275, MOUSE43672, MOUSE53413, MOUSE53412
OG0000647	APOSJ_64340, APOSJ_64336, APOSJ_56838, APOSJ_13497, APOSJ_64335, APOSJ_13605, APOSJ_56265, APOSJ_56212, APOSJ_56264, APOSJ_64339, APOSJ_56266, APOSJ_64338, APOSJ_58434, APOSJ_64334, APOSJ_64337	MOUSE27946, MOUSE27945, MOUSE27942, MOUSE27941, MOUSE27947, MOUSE27937, MOUSE27938, MOUSE27939, MOUSE27935, MOUSE27943, MOUSE27944, MOUSE27940, MOUSE27936, MOUSE46894, MOUSE46895
OG0000648	APOSJ_31281, APOSJ_31280, APOSJ_62481	MOUSE09133, MOUSE09132, MOUSE09134, MOUSE09135, MOUSE09136, MOUSE09138, MOUSE09137, MOUSE09139, MOUSE09140, MOUSE09131, MOUSE09130
OG0000648	APOSJ_03785	MOUSE09143, MOUSE09141, MOUSE49647
OG0000649	APOSJ_14876, APOSJ_62950, APOSJ_09077, APOSJ_14871, APOSJ_09074, APOSJ_62949, APOSJ_62948, APOSJ_62952, APOSJ_57618	MOUSE38973
OG0000651	APOSJ_14754, APOSJ_57659, APOSJ_57666, APOSJ_01259, APOSJ_01261, APOSJ_07867, APOSJ_01263, APOSJ_60499, APOSJ_12711, APOSJ_12713, APOSJ_60504, APOSJ_30332, APOSJ_60498, APOSJ_60502, APOSJ_57662, APOSJ_57660, APOSJ_57664, APOSJ_57663, APOSJ_60501, APOSJ_57667, APOSJ_01260, APOSJ_12715, APOSJ_01264, APOSJ_01258, APOSJ_07865, APOSJ_12710, APOSJ_12712, APOSJ_36313, APOSJ_57661, APOSJ_14753, APOSJ_60500, APOSJ_01262, APOSJ_12714	MOUSE02552, MOUSE06974, MOUSE15502, MOUSE15503, MOUSE15504, MOUSE06972, MOUSE02553, MOUSE06973
OG0000652	APOSJ_34548	MOUSE54337
OG0000654	APOSJ_38864, APOSJ_38862, APOSJ_43370, APOSJ_38861, APOSJ_38865, APOSJ_43371, APOSJ_38863	MOUSE14618, MOUSE14619, MOUSE25060, MOUSE25062, MOUSE25061, MOUSE25064, MOUSE05334, MOUSE05333, MOUSE05332, MOUSE05331, MOUSE05330, MOUSE26181, MOUSE26182, MOUSE26180, MOUSE26183
OG0000657	APOSJ_21913, APOSJ_21912, APOSJ_21911, APOSJ_21909, APOSJ_07790, APOSJ_21910, APOSJ_21914, APOSJ_21908	MOUSE20685, MOUSE20684, MOUSE20683, MOUSE51829, MOUSE51831
OG0000660	APOSJ_10365, APOSJ_10364	MOUSE26589
OG0000660	APOSJ_47606, APOSJ_47612	MOUSE53726, MOUSE02723, MOUSE04889, MOUSE04890
OG0000662	APOSJ_39439	MOUSE19603, MOUSE19601, MOUSE19604, MOUSE19602, MOUSE19605, MOUSE19607, MOUSE19606
OG0000662	APOSJ_54892, APOSJ_18946	MOUSE14111, MOUSE06500, MOUSE06499, MOUSE14110
OG0000663	APOSJ_32858, APOSJ_32857, APOSJ_32856, APOSJ_32855, APOSJ_37492, APOSJ_32854, APOSJ_32852, APOSJ_32853	MOUSE13439, MOUSE13440, MOUSE06815, MOUSE06817, MOUSE06816, MOUSE13441
OG0000664	APOSJ_22892, APOSJ_22894, APOSJ_46796, APOSJ_46853, APOSJ_22893, APOSJ_39846, APOSJ_22895, APOSJ_39847	MOUSE53752, MOUSE53753, MOUSE01965, MOUSE01962, MOUSE23474
OG0000664	APOSJ_17044, APOSJ_17042, APOSJ_17038, APOSJ_17041, APOSJ_17040, APOSJ_17039, APOSJ_17043, APOSJ_17045	MOUSE22241, MOUSE22240, MOUSE35216, MOUSE35218, MOUSE35217
OG0000665	APOSJ_64512, APOSJ_64513, APOSJ_64514, APOSJ_40902, APOSJ_53510, APOSJ_40899, APOSJ_40898, APOSJ_40897, APOSJ_53511, APOSJ_53514, APOSJ_18733, APOSJ_40900, APOSJ_41544, APOSJ_40901, APOSJ_08228, APOSJ_08229	MOUSE51882, MOUSE51880, MOUSE51881, MOUSE32269, MOUSE32268
OG0000666	APOSJ_38350, APOSJ_40155	MOUSE55143, MOUSE55144, MOUSE55142, MOUSE55141
OG0000667	APOSJ_19388, APOSJ_19387, APOSJ_02175, APOSJ_02176, APOSJ_02173	MOUSE32539, MOUSE32538
OG0000670	APOSJ_25532, APOSJ_25531	MOUSE04054, MOUSE04055, MOUSE53933, MOUSE53934, MOUSE47619, MOUSE52285, MOUSE24104, MOUSE24105
OG0000671	APOSJ_30071, APOSJ_59393	MOUSE50487, MOUSE50486, MOUSE50485
OG0000671	APOSJ_22422, APOSJ_22425, APOSJ_22424, APOSJ_22421, APOSJ_22423, APOSJ_22420	MOUSE54296, MOUSE54294, MOUSE54295, MOUSE40916, MOUSE23443, MOUSE02325
OG0000672	APOSJ_50679, APOSJ_50678	MOUSE41797, MOUSE41126, MOUSE06352, MOUSE41798, MOUSE06353
OG0000674	APOSJ_37872, APOSJ_37277	MOUSE44926, MOUSE44927, MOUSE30738, MOUSE30735, MOUSE30734, MOUSE30736, MOUSE30739, MOUSE44929
OG0000675	APOSJ_33208, APOSJ_39392, APOSJ_46408, APOSJ_39394, APOSJ_39393, APOSJ_39391, APOSJ_39395, APOSJ_22966, APOSJ_32328, APOSJ_22101, APOSJ_22100, APOSJ_29810, APOSJ_41881, APOSJ_61594	MOUSE46728
OG0000676	APOSJ_02079, APOSJ_02078	MOUSE13398, MOUSE13397, MOUSE13396, MOUSE28654
OG0000676	APOSJ_06120, APOSJ_06122, APOSJ_06117, APOSJ_06121	MOUSE23124, MOUSE54030, MOUSE54029, MOUSE13098
OG0000680	APOSJ_26267	MOUSE14546, MOUSE14547
OG0000681	APOSJ_46254, APOSJ_46255, APOSJ_46257	MOUSE29729, MOUSE29731, MOUSE29732, MOUSE29734, MOUSE29733, MOUSE53999, MOUSE53998, MOUSE12966, MOUSE12967
OG0000681	APOSJ_36480, APOSJ_36481	MOUSE23608, MOUSE23607, MOUSE27190, MOUSE27189, MOUSE27185, MOUSE27186, MOUSE27187, MOUSE27188, MOUSE27184
OG0000682	APOSJ_13468, APOSJ_13474	MOUSE40533, MOUSE40532, MOUSE40535, MOUSE40534, MOUSE21319, MOUSE21318, MOUSE35907, MOUSE35915, MOUSE35914, MOUSE35910, MOUSE35911, MOUSE35909, MOUSE35912, MOUSE35913
OG0000683	APOSJ_64634, APOSJ_64631	MOUSE54444, MOUSE54443
OG0000683	APOSJ_15131, APOSJ_02497, APOSJ_56346, APOSJ_15132, APOSJ_02496	MOUSE48812, MOUSE48811, MOUSE31819, MOUSE31816, MOUSE31818, MOUSE31817, MOUSE31821
OG0000684	APOSJ_20767, APOSJ_20765, APOSJ_20764, APOSJ_20766, APOSJ_01354, APOSJ_20768, APOSJ_20770, APOSJ_20769	MOUSE19631, MOUSE19633, MOUSE19634, MOUSE19635, MOUSE19636, MOUSE49799, MOUSE49800, MOUSE49801, MOUSE49802
OG0000685	APOSJ_22693, APOSJ_64882, APOSJ_65317	MOUSE44185, MOUSE44186, MOUSE47322, MOUSE47323, MOUSE47321, MOUSE23574, MOUSE23575, MOUSE23573, MOUSE02122, MOUSE02123
OG0000685	APOSJ_26446, APOSJ_18518, APOSJ_18512, APOSJ_18521, APOSJ_18515, APOSJ_18513, APOSJ_18514, APOSJ_18517, APOSJ_18520	MOUSE47324
OG0000690	APOSJ_22137, APOSJ_22147, APOSJ_22140	MOUSE18670, MOUSE34065, MOUSE00474
OG0000690	APOSJ_11058, APOSJ_06557, APOSJ_11059, APOSJ_06556	MOUSE54656
OG0000690	APOSJ_40458	MOUSE19350
OG0000691	APOSJ_08695	MOUSE29347, MOUSE29346, MOUSE49341
OG0000691	APOSJ_28459	MOUSE06742, MOUSE34387, MOUSE09040, MOUSE09041, MOUSE09042, MOUSE28336, MOUSE28335
OG0000693	APOSJ_58900	MOUSE34445, MOUSE34447, MOUSE34448, MOUSE34449, MOUSE34450, MOUSE04455, MOUSE04456
OG0000693	APOSJ_48229, APOSJ_48228	MOUSE25877, MOUSE25875, MOUSE25876
OG0000694	APOSJ_04109, APOSJ_43101	MOUSE24535, MOUSE24536, MOUSE24534, MOUSE24752, MOUSE40204, MOUSE40205, MOUSE40203
OG0000696	APOSJ_06670, APOSJ_42037, APOSJ_42030, APOSJ_06673, APOSJ_06671, APOSJ_06672	MOUSE00120
OG0000696	APOSJ_37186, APOSJ_37185, APOSJ_37184	MOUSE23457
OG0000697	APOSJ_51766, APOSJ_51767, APOSJ_61682, APOSJ_64946, APOSJ_64535, APOSJ_41504, APOSJ_53618, APOSJ_64536, APOSJ_53614, APOSJ_41510, APOSJ_51765, APOSJ_53615, APOSJ_06578, APOSJ_53617, APOSJ_51762, APOSJ_53616, APOSJ_06580, APOSJ_51763, APOSJ_51761, APOSJ_53613, APOSJ_53892, APOSJ_41512, APOSJ_06583, APOSJ_06581	MOUSE06912, MOUSE06911, MOUSE31212, MOUSE53511, MOUSE53512, MOUSE10904, MOUSE10901, MOUSE10903, MOUSE10902
OG0000698	APOSJ_05376	MOUSE20138, MOUSE07687
OG0000700	APOSJ_57913, APOSJ_33332	MOUSE41842, MOUSE41843, MOUSE41841, MOUSE41840, MOUSE47055
OG0000700	APOSJ_18333, APOSJ_23682, APOSJ_23680, APOSJ_23683, APOSJ_23681, APOSJ_18332	MOUSE42208, MOUSE42206
OG0000701	APOSJ_08394, APOSJ_43235, APOSJ_43229, APOSJ_51482, APOSJ_08395, APOSJ_08393, APOSJ_43231, APOSJ_43232, APOSJ_43236, APOSJ_43237, APOSJ_43230, APOSJ_08392	MOUSE09498, MOUSE09495, MOUSE09496, MOUSE00837, MOUSE00838, MOUSE00839, MOUSE00845, MOUSE40359, MOUSE40360, MOUSE02828, MOUSE02827
OG0000702	APOSJ_54550, APOSJ_52824, APOSJ_54553, APOSJ_54549, APOSJ_03633, APOSJ_44971, APOSJ_03640, APOSJ_44969, APOSJ_54551, APOSJ_44973, APOSJ_44968, APOSJ_44970, APOSJ_44972, APOSJ_54555, APOSJ_54552, APOSJ_54554	MOUSE19754, MOUSE19750, MOUSE19745, MOUSE19735, MOUSE19738, MOUSE19742, MOUSE19747, MOUSE19732, MOUSE19728, MOUSE19724, MOUSE19720, MOUSE19719, MOUSE19726, MOUSE19722, MOUSE19721, MOUSE19717, MOUSE19716, MOUSE51901, MOUSE51899, MOUSE51898, MOUSE51903, MOUSE51905, MOUSE51902, MOUSE51897
OG0000703	APOSJ_58534, APOSJ_58532, APOSJ_58535, APOSJ_58533, APOSJ_58531, APOSJ_19107, APOSJ_58530	MOUSE09475, MOUSE09482, MOUSE09477, MOUSE09474, MOUSE09481, MOUSE09478, MOUSE09480, MOUSE31672, MOUSE31674, MOUSE31671, MOUSE31670
OG0000706	APOSJ_56087	MOUSE23468, MOUSE23467, MOUSE23472, MOUSE23471, MOUSE23466, MOUSE23470, MOUSE23469
OG0000707	APOSJ_19331, APOSJ_39241, APOSJ_19964, APOSJ_39242, APOSJ_19963, APOSJ_45444, APOSJ_39244, APOSJ_19965, APOSJ_45428	MOUSE02188
OG0000708	APOSJ_45434, APOSJ_53914, APOSJ_45436, APOSJ_62756, APOSJ_53912, APOSJ_45435, APOSJ_53916, APOSJ_53910, APOSJ_15345, APOSJ_45433, APOSJ_53915, APOSJ_53911, APOSJ_53913, APOSJ_53917, APOSJ_26993, APOSJ_45438	MOUSE31390, MOUSE31389
OG0000708	APOSJ_60449	MOUSE14490, MOUSE54269, MOUSE54268
