Orthogroup	APOSJ_ok	APOSC_ok
OG0000788	APOSJ_22742, APOSJ_22741	APOSC_18949
OG0000788	APOSJ_42313, APOSJ_42316, APOSJ_42312	APOSC_21919
OG0000788	APOSJ_42311, APOSJ_42314, APOSJ_65341	APOSC_21918
OG0000789	APOSJ_44867, APOSJ_44865, APOSJ_44866	APOSC_20002, APOSC_24492
OG0000789	APOSJ_50299, APOSJ_50301, APOSJ_20360, APOSJ_12871	APOSC_28139
OG0000789	APOSJ_50300	APOSC_23687, APOSC_15281
OG0000790	APOSJ_44080	APOSC_17258
OG0000791	APOSJ_06124, APOSJ_06125	APOSC_26179
OG0000791	APOSJ_20874, APOSJ_39057, APOSJ_39055, APOSJ_06119, APOSJ_20872, APOSJ_06118, APOSJ_39059, APOSJ_06126, APOSJ_06123	APOSC_26180
OG0000792	APOSJ_02884, APOSJ_27285	APOSC_14959
OG0000792	APOSJ_28521, APOSJ_28523, APOSJ_40476, APOSJ_28524, APOSJ_28522, APOSJ_40475, APOSJ_40474, APOSJ_40477	APOSC_04163
OG0000793	APOSJ_14951, APOSJ_23405, APOSJ_14122, APOSJ_14123	APOSC_28727
OG0000794	APOSJ_60085	APOSC_12304
OG0000794	APOSJ_43468	APOSC_28540
OG0000794	APOSJ_17106, APOSJ_51169	APOSC_17611
OG0000794	APOSJ_09892, APOSJ_09891	APOSC_08351
OG0000794	APOSJ_11767	APOSC_01861, APOSC_03932
OG0000795	APOSJ_10400, APOSJ_05151, APOSJ_05148, APOSJ_55592, APOSJ_55587, APOSJ_05152, APOSJ_19046, APOSJ_31900, APOSJ_03407, APOSJ_05153, APOSJ_05150, APOSJ_05149, APOSJ_05154, APOSJ_45766, APOSJ_19047, APOSJ_19045	APOSC_03415
OG0000795	APOSJ_31812, APOSJ_31814, APOSJ_03737, APOSJ_03735, APOSJ_03736, APOSJ_31818, APOSJ_31816, APOSJ_31817, APOSJ_31813, APOSJ_31815	APOSC_09195
OG0000796	APOSJ_12499	APOSC_17748
OG0000797	APOSJ_60034, APOSJ_40856, APOSJ_15725, APOSJ_32650, APOSJ_38449, APOSJ_38448, APOSJ_32648, APOSJ_32649, APOSJ_15721, APOSJ_38451, APOSJ_60027, APOSJ_32647, APOSJ_04189, APOSJ_09897, APOSJ_15723, APOSJ_44311, APOSJ_15726, APOSJ_40776, APOSJ_44529, APOSJ_07063, APOSJ_26056, APOSJ_60060, APOSJ_09895	APOSC_05552
OG0000797	APOSJ_09899, APOSJ_15719, APOSJ_32651, APOSJ_09898, APOSJ_44254, APOSJ_40859, APOSJ_60081, APOSJ_09894, APOSJ_15720, APOSJ_38450, APOSJ_09896	APOSC_02654
OG0000798	APOSJ_07127, APOSJ_44763, APOSJ_20563, APOSJ_07125	APOSC_20553
OG0000799	APOSJ_41368, APOSJ_41374, APOSJ_41373, APOSJ_17815, APOSJ_59000, APOSJ_17817, APOSJ_17816, APOSJ_41369, APOSJ_58999	APOSC_20835
OG0000800	APOSJ_27810, APOSJ_27809, APOSJ_27811, APOSJ_10729, APOSJ_43127, APOSJ_27812, APOSJ_10730, APOSJ_43133, APOSJ_27807	APOSC_27669
OG0000801	APOSJ_59383, APOSJ_15617, APOSJ_56652, APOSJ_59380, APOSJ_37282, APOSJ_63283, APOSJ_59381, APOSJ_15629, APOSJ_09326, APOSJ_56651, APOSJ_56650, APOSJ_56649, APOSJ_56647, APOSJ_14157, APOSJ_09321, APOSJ_59379, APOSJ_09322, APOSJ_63281, APOSJ_62503, APOSJ_30014, APOSJ_59937, APOSJ_37285, APOSJ_26750, APOSJ_09327, APOSJ_09323, APOSJ_63282, APOSJ_63280, APOSJ_37283, APOSJ_52031, APOSJ_59385, APOSJ_26749, APOSJ_52030, APOSJ_09324, APOSJ_52029, APOSJ_56653, APOSJ_26748, APOSJ_32059, APOSJ_56648, APOSJ_59384, APOSJ_52028, APOSJ_03827	APOSC_13410
OG0000801	APOSJ_16072	APOSC_22125
OG0000803	APOSJ_00199	APOSC_18801, APOSC_00365
OG0000808	APOSJ_40537	APOSC_08530
OG0000809	APOSJ_50361, APOSJ_19777, APOSJ_19776, APOSJ_19778, APOSJ_19773, APOSJ_60280, APOSJ_19775, APOSJ_19774	APOSC_01372
OG0000810	APOSJ_53352, APOSJ_59276, APOSJ_59277	APOSC_15514
OG0000810	APOSJ_61766, APOSJ_61767	APOSC_02955
OG0000810	APOSJ_33321	APOSC_02954, APOSC_02956
OG0000811	APOSJ_39089, APOSJ_38884, APOSJ_49181, APOSJ_39092, APOSJ_00804, APOSJ_49186	APOSC_00986
OG0000811	APOSJ_54817, APOSJ_55871, APOSJ_54815, APOSJ_54818, APOSJ_55869, APOSJ_54812, APOSJ_55870, APOSJ_54816, APOSJ_54813, APOSJ_54814, APOSJ_55867, APOSJ_55872, APOSJ_55868	APOSC_10153
OG0000811	APOSJ_39645, APOSJ_39636	APOSC_10516
OG0000811	APOSJ_39095, APOSJ_08957	APOSC_03596
OG0000813	APOSJ_32320, APOSJ_48071, APOSJ_48069	APOSC_22749
OG0000813	APOSJ_09244, APOSJ_44304, APOSJ_09234, APOSJ_40732	APOSC_28681
OG0000813	APOSJ_54656, APOSJ_40731, APOSJ_40730, APOSJ_40733	APOSC_28678
OG0000813	APOSJ_48070	APOSC_28677, APOSC_28680
OG0000814	APOSJ_04610	APOSC_19527
OG0000814	APOSJ_27234, APOSJ_29118, APOSJ_29114, APOSJ_04392, APOSJ_29117, APOSJ_29116	APOSC_22281
OG0000815	APOSJ_47130	APOSC_21255
OG0000815	APOSJ_10577, APOSJ_10576	APOSC_22055
OG0000815	APOSJ_43827, APOSJ_43828	APOSC_20294
OG0000816	APOSJ_09893	APOSC_15681
OG0000816	APOSJ_08526, APOSJ_08527	APOSC_05809
OG0000816	APOSJ_55008	APOSC_10643
OG0000816	APOSJ_25023	APOSC_15680
OG0000817	APOSJ_58924	APOSC_13738
OG0000817	APOSJ_05147, APOSJ_16466	APOSC_22901
OG0000817	APOSJ_21144, APOSJ_21145	APOSC_07767
OG0000818	APOSJ_42319, APOSJ_42320, APOSJ_42321	APOSC_14407, APOSC_14408, APOSC_14409
OG0000819	APOSJ_18287, APOSJ_61424, APOSJ_48684, APOSJ_20740	APOSC_17700
OG0000819	APOSJ_07797, APOSJ_07798, APOSJ_07795, APOSJ_07796	APOSC_05516
OG0000820	APOSJ_59684, APOSJ_50145, APOSJ_22502	APOSC_11841
OG0000822	APOSJ_46062	APOSC_20678
OG0000822	APOSJ_38936, APOSJ_38933, APOSJ_38934, APOSJ_38935	APOSC_12709
OG0000822	APOSJ_52853, APOSJ_52852	APOSC_02360
OG0000822	APOSJ_38511	APOSC_25612
OG0000823	APOSJ_06854	APOSC_23922, APOSC_13700
OG0000824	APOSJ_03942, APOSJ_03944, APOSJ_03943, APOSJ_24452	APOSC_26516
OG0000825	APOSJ_12197	APOSC_17271
OG0000825	APOSJ_42233, APOSJ_42234, APOSJ_42235, APOSJ_37335	APOSC_03303
OG0000826	APOSJ_55174, APOSJ_55176	APOSC_07567
OG0000826	APOSJ_55173, APOSJ_07122	APOSC_22497
OG0000827	APOSJ_43437, APOSJ_43440, APOSJ_43432, APOSJ_43436, APOSJ_43435, APOSJ_43434, APOSJ_43438, APOSJ_43433, APOSJ_43439, APOSJ_50899	APOSC_10934
OG0000827	APOSJ_51202	APOSC_24620, APOSC_19492
OG0000827	APOSJ_53144	APOSC_06325
OG0000828	APOSJ_50146	APOSC_05791
OG0000828	APOSJ_39990, APOSJ_39991	APOSC_22977
OG0000828	APOSJ_19031, APOSJ_19029, APOSJ_19027, APOSJ_19030	APOSC_11571
OG0000829	APOSJ_27445, APOSJ_27444	APOSC_25803, APOSC_25804
OG0000830	APOSJ_27719, APOSJ_11037	APOSC_07203, APOSC_07204
OG0000830	APOSJ_05686	APOSC_18116
OG0000830	APOSJ_06579, APOSJ_51764, APOSJ_53612, APOSJ_14172	APOSC_02444
OG0000830	APOSJ_58793	APOSC_14730
OG0000831	APOSJ_61004, APOSJ_61003, APOSJ_61002	APOSC_01145
OG0000832	APOSJ_54947	APOSC_10469
OG0000832	APOSJ_54946	APOSC_10470
OG0000833	APOSJ_32064	APOSC_26082, APOSC_26081
OG0000834	APOSJ_27505	APOSC_04739
OG0000834	APOSJ_25155	APOSC_27269
OG0000835	APOSJ_42069	APOSC_04775, APOSC_05126
OG0000835	APOSJ_02483, APOSJ_02485, APOSJ_15072, APOSJ_14519, APOSJ_14522, APOSJ_14520, APOSJ_27386, APOSJ_48184, APOSJ_47257, APOSJ_48182, APOSJ_33110, APOSJ_48181, APOSJ_48183, APOSJ_48179, APOSJ_37505, APOSJ_48180, APOSJ_47256, APOSJ_48185	APOSC_22110
OG0000835	APOSJ_04948	APOSC_18417
OG0000836	APOSJ_47104, APOSJ_47105	APOSC_15778
OG0000836	APOSJ_31527, APOSJ_06779, APOSJ_31526, APOSJ_31525	APOSC_06642
OG0000837	APOSJ_36969	APOSC_28068, APOSC_14436
OG0000837	APOSJ_50426	APOSC_00892, APOSC_07079
OG0000837	APOSJ_07156	APOSC_06484, APOSC_27044
OG0000838	APOSJ_42033, APOSJ_42036	APOSC_26520
OG0000838	APOSJ_40751, APOSJ_40752, APOSJ_40753, APOSJ_40750	APOSC_06028
OG0000838	APOSJ_00381	APOSC_02486
OG0000841	APOSJ_20937, APOSJ_20938	APOSC_23985
OG0000841	APOSJ_02223, APOSJ_26762	APOSC_23987
OG0000841	APOSJ_20939, APOSJ_20940	APOSC_23986
OG0000842	APOSJ_02046, APOSJ_02045, APOSJ_12472, APOSJ_02044	APOSC_09796
OG0000843	APOSJ_44111, APOSJ_44110	APOSC_15224
OG0000843	APOSJ_46895	APOSC_12714
OG0000844	APOSJ_14389, APOSJ_24990	APOSC_10362
OG0000845	APOSJ_41044, APOSJ_41043	APOSC_21723
OG0000845	APOSJ_56592	APOSC_21724
OG0000845	APOSJ_36181	APOSC_15428
OG0000845	APOSJ_35924, APOSJ_35923, APOSJ_24773, APOSJ_35921, APOSJ_35922	APOSC_11449
OG0000846	APOSJ_23491, APOSJ_23490	APOSC_25695
OG0000846	APOSJ_54456, APOSJ_54455	APOSC_22439
OG0000846	APOSJ_03579	APOSC_15488
OG0000846	APOSJ_34130	APOSC_12791, APOSC_12790
OG0000847	APOSJ_07138, APOSJ_07140, APOSJ_07139	APOSC_10143
OG0000847	APOSJ_37393, APOSJ_64417, APOSJ_37410	APOSC_11562
OG0000848	APOSJ_57867, APOSJ_21858	APOSC_20382
OG0000848	APOSJ_37470	APOSC_28316
OG0000848	APOSJ_61306, APOSJ_61305, APOSJ_40590, APOSJ_61307	APOSC_18151, APOSC_18150
OG0000849	APOSJ_28569, APOSJ_47907, APOSJ_47906, APOSJ_47905, APOSJ_54422, APOSJ_28570, APOSJ_28571, APOSJ_47909, APOSJ_57707	APOSC_27634
OG0000849	APOSJ_63715	APOSC_09266
OG0000849	APOSJ_24980, APOSJ_24981, APOSJ_24982	APOSC_03689
OG0000850	APOSJ_48008, APOSJ_48007	APOSC_08264
OG0000850	APOSJ_43389, APOSJ_10662	APOSC_23927
OG0000851	APOSJ_48145, APOSJ_48146, APOSJ_32816, APOSJ_48144, APOSJ_50654, APOSJ_48147	APOSC_19702
OG0000851	APOSJ_05428, APOSJ_05427, APOSJ_05431, APOSJ_62125, APOSJ_09644, APOSJ_05429, APOSJ_09647, APOSJ_05434, APOSJ_09649, APOSJ_05435, APOSJ_09646, APOSJ_09643, APOSJ_05426, APOSJ_05430, APOSJ_09642, APOSJ_09648	APOSC_19703, APOSC_19701
OG0000852	APOSJ_64589	APOSC_20285, APOSC_20286
OG0000852	APOSJ_12943	APOSC_02824
OG0000853	APOSJ_61616, APOSJ_61611, APOSJ_10398, APOSJ_44331, APOSJ_61615, APOSJ_07037, APOSJ_30722, APOSJ_07036, APOSJ_30723, APOSJ_10386, APOSJ_07035, APOSJ_49155, APOSJ_07038, APOSJ_44330, APOSJ_05182, APOSJ_07039, APOSJ_07040, APOSJ_44333, APOSJ_61607	APOSC_14872
OG0000853	APOSJ_61613	APOSC_14873
OG0000853	APOSJ_43698, APOSJ_43695, APOSJ_43697, APOSJ_43696	APOSC_04190
OG0000855	APOSJ_14055, APOSJ_14051, APOSJ_14054	APOSC_08922, APOSC_08923
OG0000855	APOSJ_14052, APOSJ_14053	APOSC_26256
OG0000857	APOSJ_49783, APOSJ_49781	APOSC_24744
OG0000858	APOSJ_12185, APOSJ_12184	APOSC_14953
OG0000858	APOSJ_21398, APOSJ_21395, APOSJ_21396, APOSJ_21397	APOSC_23576
OG0000859	APOSJ_15229, APOSJ_39848, APOSJ_15224, APOSJ_30060, APOSJ_33016, APOSJ_30051, APOSJ_27241, APOSJ_15231, APOSJ_27242, APOSJ_30061, APOSJ_27245, APOSJ_15230, APOSJ_15232, APOSJ_27247, APOSJ_33017, APOSJ_27246, APOSJ_27244, APOSJ_39845, APOSJ_15228	APOSC_20756, APOSC_20755, APOSC_20757
OG0000860	APOSJ_28084, APOSJ_28083, APOSJ_28085	APOSC_17954
OG0000861	APOSJ_30394	APOSC_20529
OG0000866	APOSJ_17177, APOSJ_34507	APOSC_20042
OG0000866	APOSJ_34504, APOSJ_37873	APOSC_20043
OG0000867	APOSJ_59747, APOSJ_22133, APOSJ_04871	APOSC_22652
OG0000867	APOSJ_01800, APOSJ_01802, APOSJ_01801, APOSJ_01803	APOSC_19357
OG0000867	APOSJ_54772, APOSJ_54404	APOSC_05981
OG0000867	APOSJ_16599	APOSC_15581
OG0000867	APOSJ_06460, APOSJ_08617	APOSC_15020
OG0000867	APOSJ_19880	APOSC_02622, APOSC_01914, APOSC_05317
OG0000868	APOSJ_12198, APOSJ_12199	APOSC_17550
OG0000868	APOSJ_58896, APOSJ_27329	APOSC_06087
OG0000868	APOSJ_29113, APOSJ_25427	APOSC_13101
OG0000869	APOSJ_19244, APOSJ_56671, APOSJ_19242, APOSJ_19245, APOSJ_19240, APOSJ_56681, APOSJ_19241, APOSJ_19243	APOSC_14843
OG0000869	APOSJ_36939	APOSC_18698
OG0000869	APOSJ_37975, APOSJ_37971, APOSJ_37977, APOSJ_37976, APOSJ_37970, APOSJ_37978, APOSJ_37972, APOSJ_37974, APOSJ_50441, APOSJ_50444	APOSC_10798
OG0000870	APOSJ_11637, APOSJ_11639, APOSJ_11640, APOSJ_11638	APOSC_06340
OG0000871	APOSJ_57144, APOSJ_57143, APOSJ_57142, APOSJ_57141	APOSC_20272
OG0000871	APOSJ_37908	APOSC_28302
OG0000871	APOSJ_59217	APOSC_27777
OG0000871	APOSJ_44220	APOSC_14488
OG0000872	APOSJ_37063, APOSJ_04372, APOSJ_04374, APOSJ_37061, APOSJ_04369, APOSJ_04376, APOSJ_04368	APOSC_01621
OG0000872	APOSJ_44428	APOSC_01620
OG0000873	APOSJ_25706	APOSC_27618
OG0000874	APOSJ_26550, APOSJ_22841, APOSJ_22825, APOSJ_26548	APOSC_24109
OG0000874	APOSJ_53110	APOSC_09520
OG0000875	APOSJ_08818, APOSJ_08817	APOSC_06925, APOSC_26698, APOSC_26697
OG0000875	APOSJ_52605, APOSJ_58380	APOSC_05938
OG0000876	APOSJ_48535, APOSJ_48534, APOSJ_35472, APOSJ_48537	APOSC_13414
OG0000877	APOSJ_50388, APOSJ_50389	APOSC_05392
OG0000877	APOSJ_63128, APOSJ_63129	APOSC_11159
OG0000877	APOSJ_22155, APOSJ_22154	APOSC_18856
OG0000877	APOSJ_63975	APOSC_22435
OG0000877	APOSJ_14069, APOSJ_14070	APOSC_14561
OG0000877	APOSJ_47437, APOSJ_47438	APOSC_03592, APOSC_03591
OG0000878	APOSJ_34861, APOSJ_60058, APOSJ_09639, APOSJ_60054	APOSC_19700
OG0000878	APOSJ_42982, APOSJ_42980	APOSC_12538
OG0000879	APOSJ_38539	APOSC_13173, APOSC_26037
OG0000879	APOSJ_32111	APOSC_25589, APOSC_19618
OG0000880	APOSJ_48679, APOSJ_48680, APOSJ_48681, APOSJ_48682, APOSJ_48683, APOSJ_49069	APOSC_11063
OG0000882	APOSJ_32705, APOSJ_32703, APOSJ_32706, APOSJ_32704	APOSC_22975
OG0000887	APOSJ_40145	APOSC_06735
OG0000887	APOSJ_02931	APOSC_07943
OG0000888	APOSJ_22590, APOSJ_49280, APOSJ_22589, APOSJ_49284, APOSJ_22591, APOSJ_32713	APOSC_22842
OG0000888	APOSJ_54889, APOSJ_05548, APOSJ_54888	APOSC_02163
OG0000889	APOSJ_38181	APOSC_15049, APOSC_07753
OG0000889	APOSJ_33849, APOSJ_33848	APOSC_09768
OG0000889	APOSJ_02579	APOSC_28468
OG0000890	APOSJ_01352, APOSJ_01351	APOSC_26142, APOSC_26140
OG0000891	APOSJ_08130	APOSC_21662
OG0000891	APOSJ_22066	APOSC_19871
OG0000891	APOSJ_26334	APOSC_18925
OG0000891	APOSJ_37519, APOSJ_37506	APOSC_08985
OG0000891	APOSJ_57734, APOSJ_39733	APOSC_04933
OG0000891	APOSJ_08157, APOSJ_08158	APOSC_06099
OG0000891	APOSJ_31410, APOSJ_32022, APOSJ_65339, APOSJ_65337	APOSC_25735, APOSC_11370
OG0000891	APOSJ_04029	APOSC_07457, APOSC_17994
OG0000891	APOSJ_46577, APOSJ_46578, APOSJ_06833, APOSJ_06834, APOSJ_46575, APOSJ_46580, APOSJ_06836, APOSJ_06830, APOSJ_06831, APOSJ_06829, APOSJ_46576, APOSJ_06835	APOSC_05702
OG0000891	APOSJ_64575	APOSC_20574
OG0000893	APOSJ_47025	APOSC_13888
OG0000893	APOSJ_29261, APOSJ_04696, APOSJ_04697	APOSC_05778
OG0000894	APOSJ_29737	APOSC_05906
OG0000894	APOSJ_28706, APOSJ_28705	APOSC_06317
OG0000894	APOSJ_55800	APOSC_02796
OG0000894	APOSJ_02048	APOSC_02797
OG0000895	APOSJ_27672	APOSC_08060
OG0000895	APOSJ_27673	APOSC_08062
OG0000896	APOSJ_25337	APOSC_16669
OG0000897	APOSJ_05769, APOSJ_05771, APOSJ_05768	APOSC_09636
OG0000897	APOSJ_51303, APOSJ_51302	APOSC_15460
OG0000897	APOSJ_21827, APOSJ_07334, APOSJ_21829, APOSJ_21826, APOSJ_13928, APOSJ_13929, APOSJ_22190	APOSC_17372
OG0000898	APOSJ_17268, APOSJ_25267	APOSC_16195
OG0000899	APOSJ_26037, APOSJ_54212, APOSJ_59288, APOSJ_13895, APOSJ_01417, APOSJ_59284, APOSJ_54213, APOSJ_14942, APOSJ_01418, APOSJ_07103, APOSJ_07107, APOSJ_07105, APOSJ_54211, APOSJ_59287, APOSJ_07108, APOSJ_54209, APOSJ_54208, APOSJ_54210, APOSJ_55379, APOSJ_01416, APOSJ_59283, APOSJ_01415, APOSJ_07109, APOSJ_07106, APOSJ_59285, APOSJ_02127, APOSJ_01414, APOSJ_59290, APOSJ_07102, APOSJ_29418, APOSJ_01413, APOSJ_08884, APOSJ_07104, APOSJ_08886	APOSC_14711
OG0000904	APOSJ_18346, APOSJ_52292, APOSJ_61681	APOSC_17702
OG0000904	APOSJ_56505	APOSC_14302
OG0000904	APOSJ_05698	APOSC_06457
OG0000904	APOSJ_35385	APOSC_06456
OG0000905	APOSJ_12484, APOSJ_12479, APOSJ_14516, APOSJ_12478, APOSJ_12481, APOSJ_13330, APOSJ_02398, APOSJ_02401, APOSJ_12485, APOSJ_02399, APOSJ_02403, APOSJ_02402, APOSJ_02397, APOSJ_18231, APOSJ_63308	APOSC_09225
OG0000905	APOSJ_02404, APOSJ_12477, APOSJ_13329, APOSJ_12482, APOSJ_02400, APOSJ_18883	APOSC_09226
OG0000906	APOSJ_27371	APOSC_04764
OG0000907	APOSJ_30988, APOSJ_37073, APOSJ_37068, APOSJ_37072, APOSJ_30989, APOSJ_30907, APOSJ_37069, APOSJ_30902, APOSJ_30992, APOSJ_30904, APOSJ_30905, APOSJ_30906, APOSJ_30901, APOSJ_49590, APOSJ_30995, APOSJ_30994, APOSJ_30903, APOSJ_30899, APOSJ_30908, APOSJ_30987, APOSJ_30993, APOSJ_37070, APOSJ_30898, APOSJ_37071, APOSJ_30990, APOSJ_30991	APOSC_00840
OG0000908	APOSJ_65204, APOSJ_33401	APOSC_14771
OG0000908	APOSJ_34089, APOSJ_34088	APOSC_27466
OG0000909	APOSJ_41173, APOSJ_16936	APOSC_25304
OG0000909	APOSJ_16935, APOSJ_16934	APOSC_25305, APOSC_25306
OG0000910	APOSJ_32569	APOSC_16513
OG0000910	APOSJ_55027, APOSJ_55026, APOSJ_55025	APOSC_28627
OG0000910	APOSJ_44348, APOSJ_44345, APOSJ_44347, APOSJ_44346	APOSC_19148
OG0000910	APOSJ_39249, APOSJ_04047, APOSJ_00459, APOSJ_00458	APOSC_12092
OG0000910	APOSJ_21478	APOSC_24387
OG0000911	APOSJ_12676	APOSC_15133, APOSC_15134
OG0000912	APOSJ_05063, APOSJ_05062	APOSC_27960, APOSC_27961
OG0000912	APOSJ_17661	APOSC_29074
OG0000913	APOSJ_24386	APOSC_04388
OG0000914	APOSJ_20437, APOSJ_64019, APOSJ_64015, APOSJ_64018	APOSC_12098
OG0000915	APOSJ_34409, APOSJ_34408, APOSJ_34411, APOSJ_34412, APOSJ_54680, APOSJ_34413, APOSJ_16558, APOSJ_16542	APOSC_07775
OG0000921	APOSJ_59784, APOSJ_04520, APOSJ_30436, APOSJ_30437	APOSC_26555
OG0000921	APOSJ_04274	APOSC_24063
OG0000922	APOSJ_57559	APOSC_26104, APOSC_17712, APOSC_07423, APOSC_27187
OG0000922	APOSJ_14038, APOSJ_45620, APOSJ_44317, APOSJ_11093	APOSC_28235
OG0000922	APOSJ_49797, APOSJ_49793, APOSJ_28820	APOSC_14009
OG0000922	APOSJ_28328, APOSJ_28329, APOSJ_28330, APOSJ_13081, APOSJ_33629	APOSC_09468
OG0000923	APOSJ_43012	APOSC_26447
OG0000923	APOSJ_25204	APOSC_00356
OG0000924	APOSJ_32306	APOSC_24384
OG0000924	APOSJ_10657	APOSC_19207
OG0000925	APOSJ_57320	APOSC_05628
OG0000926	APOSJ_32194	APOSC_08443
OG0000926	APOSJ_19894	APOSC_22481
OG0000926	APOSJ_08802	APOSC_09291
OG0000926	APOSJ_46144, APOSJ_46145	APOSC_26871
OG0000927	APOSJ_36079, APOSJ_36080	APOSC_02135
OG0000928	APOSJ_01510, APOSJ_01515, APOSJ_01518, APOSJ_09446, APOSJ_12394, APOSJ_12399, APOSJ_12402, APOSJ_47737, APOSJ_47740, APOSJ_47739, APOSJ_60583, APOSJ_47733, APOSJ_47736, APOSJ_26604, APOSJ_12397	APOSC_19235, APOSC_19234
OG0000928	APOSJ_01516, APOSJ_01512, APOSJ_01519, APOSJ_12396, APOSJ_12398, APOSJ_12395, APOSJ_47735, APOSJ_01513, APOSJ_01514, APOSJ_01511, APOSJ_12400, APOSJ_47738, APOSJ_12401, APOSJ_47734	APOSC_19236
OG0000929	APOSJ_05631, APOSJ_05630	APOSC_07152
OG0000929	APOSJ_35517	APOSC_28960
OG0000930	APOSJ_14715	APOSC_24569, APOSC_24571, APOSC_24568
OG0000930	APOSJ_14714	APOSC_24572
OG0000931	APOSJ_50765, APOSJ_50766	APOSC_10285
OG0000932	APOSJ_16502, APOSJ_16499	APOSC_20073
OG0000932	APOSJ_20522, APOSJ_20523, APOSJ_20525, APOSJ_60631	APOSC_27821, APOSC_27820
OG0000933	APOSJ_26639, APOSJ_26640, APOSJ_26637, APOSJ_26638	APOSC_28945
OG0000934	APOSJ_07914, APOSJ_62622, APOSJ_07917, APOSJ_13021, APOSJ_03720	APOSC_15771
OG0000934	APOSJ_06017	APOSC_01130
OG0000935	APOSJ_35299	APOSC_07475
OG0000936	APOSJ_50716	APOSC_27659
OG0000936	APOSJ_40061	APOSC_26821
OG0000936	APOSJ_11097, APOSJ_11095, APOSJ_11094, APOSJ_11096, APOSJ_04877	APOSC_20781, APOSC_04602, APOSC_04603
OG0000936	APOSJ_23278	APOSC_00147
OG0000937	APOSJ_05573	APOSC_17318
OG0000937	APOSJ_21400, APOSJ_23358	APOSC_21568
OG0000937	APOSJ_38343, APOSJ_13077	APOSC_04010
OG0000937	APOSJ_19563	APOSC_14163
OG0000943	APOSJ_62883, APOSJ_35668, APOSJ_62882	APOSC_21318
OG0000943	APOSJ_54902, APOSJ_63737	APOSC_16658
OG0000944	APOSJ_10525, APOSJ_10522, APOSJ_10524, APOSJ_03576, APOSJ_10523, APOSJ_22262, APOSJ_03578, APOSJ_10521, APOSJ_60325, APOSJ_10520	APOSC_18987
OG0000945	APOSJ_49003, APOSJ_32725, APOSJ_02670, APOSJ_45898, APOSJ_16439, APOSJ_02672, APOSJ_02671, APOSJ_02676, APOSJ_48995, APOSJ_32720, APOSJ_32721, APOSJ_32723, APOSJ_48997, APOSJ_02669, APOSJ_32716, APOSJ_49000, APOSJ_49002, APOSJ_02675, APOSJ_32724, APOSJ_02668, APOSJ_48999, APOSJ_32717, APOSJ_48998, APOSJ_02674, APOSJ_48996, APOSJ_02673, APOSJ_48994, APOSJ_49001	APOSC_00213
OG0000946	APOSJ_62571	APOSC_07875
OG0000946	APOSJ_16030	APOSC_29057
OG0000947	APOSJ_08495, APOSJ_08494, APOSJ_19386, APOSJ_08496	APOSC_14595
OG0000947	APOSJ_60100, APOSJ_21902, APOSJ_21904, APOSJ_07733, APOSJ_21905, APOSJ_03045	APOSC_00712
OG0000949	APOSJ_17988	APOSC_12498
OG0000950	APOSJ_30950, APOSJ_62482, APOSJ_50518, APOSJ_30951, APOSJ_46343, APOSJ_50516, APOSJ_50512, APOSJ_30947	APOSC_07812
OG0000950	APOSJ_30949, APOSJ_30948, APOSJ_50514, APOSJ_64429, APOSJ_62473, APOSJ_50515	APOSC_23885
OG0000950	APOSJ_50517	APOSC_28280
OG0000951	APOSJ_08836, APOSJ_08838	APOSC_13115
OG0000951	APOSJ_33002, APOSJ_33003	APOSC_13394
OG0000951	APOSJ_03858	APOSC_06072, APOSC_06068
OG0000951	APOSJ_26497	APOSC_06070
OG0000952	APOSJ_17011, APOSJ_17012, APOSJ_17013, APOSJ_17014	APOSC_07711
OG0000952	APOSJ_11015, APOSJ_58164, APOSJ_11012	APOSC_03764, APOSC_03765
OG0000953	APOSJ_06138	APOSC_11055
OG0000953	APOSJ_26231	APOSC_00862
OG0000954	APOSJ_50100, APOSJ_07999	APOSC_16116, APOSC_16117
OG0000954	APOSJ_50266, APOSJ_50265	APOSC_17406, APOSC_17405
OG0000955	APOSJ_61817	APOSC_05735
OG0000955	APOSJ_10714	APOSC_04505
OG0000956	APOSJ_51240, APOSJ_51241	APOSC_26804
OG0000956	APOSJ_51239, APOSJ_51242	APOSC_26802
OG0000956	APOSJ_27554, APOSJ_27553	APOSC_05305
OG0000956	APOSJ_34991, APOSJ_18256	APOSC_09898
OG0000956	APOSJ_58857, APOSJ_15309	APOSC_12331
OG0000956	APOSJ_09460, APOSJ_09461, APOSJ_34023	APOSC_19178
OG0000956	APOSJ_19850, APOSJ_61063, APOSJ_34248, APOSJ_34247, APOSJ_19851	APOSC_00274
OG0000956	APOSJ_46245, APOSJ_51115, APOSJ_51116	APOSC_05123
OG0000956	APOSJ_46992, APOSJ_65082	APOSC_03874
OG0000957	APOSJ_09728, APOSJ_62676, APOSJ_09727	APOSC_18814
OG0000958	APOSJ_56603	APOSC_18169
OG0000960	APOSJ_34386	APOSC_11917
OG0000960	APOSJ_34382	APOSC_11916
OG0000963	APOSJ_10817, APOSJ_05713, APOSJ_03042, APOSJ_10816, APOSJ_21560, APOSJ_10818, APOSJ_04889, APOSJ_10819	APOSC_02511
OG0000963	APOSJ_36581	APOSC_02848
