Orthogroup	APOSJ_ok	AMPFI_ok
OG0000360	APOSJ_26618, APOSJ_26619	AMPFI_06174
OG0000363	APOSJ_20403, APOSJ_64756	AMPFI_19121
OG0000363	APOSJ_61102, APOSJ_61101	AMPFI_00444
OG0000364	APOSJ_33364, APOSJ_64777, APOSJ_64799	AMPFI_18353
OG0000364	APOSJ_63688, APOSJ_37253, APOSJ_10300, APOSJ_10302, APOSJ_63689, APOSJ_10303, APOSJ_10301, APOSJ_10306, APOSJ_10305, APOSJ_10304, APOSJ_36232, APOSJ_17201	AMPFI_21188, AMPFI_18689, AMPFI_01368, AMPFI_19431
OG0000365	APOSJ_13509, APOSJ_13508	AMPFI_08145
OG0000367	APOSJ_19974, APOSJ_19975, APOSJ_33317, APOSJ_33318, APOSJ_33310, APOSJ_33311, APOSJ_33314, APOSJ_03230, APOSJ_33313, APOSJ_33316, APOSJ_33312, APOSJ_33315	AMPFI_07904, AMPFI_24584
OG0000367	APOSJ_03162, APOSJ_03161, APOSJ_19437	AMPFI_10053
OG0000369	APOSJ_61704, APOSJ_02288, APOSJ_02926, APOSJ_63516, APOSJ_13859, APOSJ_02930, APOSJ_02289, APOSJ_02290, APOSJ_18683, APOSJ_18663, APOSJ_02929, APOSJ_13861, APOSJ_02927	AMPFI_11214
OG0000369	APOSJ_61419, APOSJ_61416, APOSJ_61417, APOSJ_61418, APOSJ_61415, APOSJ_61421	AMPFI_22820
OG0000371	APOSJ_46362, APOSJ_46363	AMPFI_14641
OG0000371	APOSJ_17904	AMPFI_06561
OG0000371	APOSJ_28320, APOSJ_41776	AMPFI_21182, AMPFI_22207
OG0000372	APOSJ_32309, APOSJ_49281	AMPFI_10224
OG0000372	APOSJ_64678, APOSJ_60619, APOSJ_64680, APOSJ_64679	AMPFI_09792
OG0000372	APOSJ_37509	AMPFI_13417
OG0000372	APOSJ_06841, APOSJ_06842	AMPFI_06343
OG0000373	APOSJ_12633, APOSJ_12635, APOSJ_12632, APOSJ_12631, APOSJ_12634	AMPFI_05437
OG0000373	APOSJ_21920	AMPFI_16084
OG0000374	APOSJ_38286, APOSJ_38287	AMPFI_06145
OG0000374	APOSJ_05003	AMPFI_10024
OG0000374	APOSJ_63316, APOSJ_52272, APOSJ_63313, APOSJ_63315	AMPFI_05049
OG0000375	APOSJ_09207, APOSJ_09212, APOSJ_09209, APOSJ_58987, APOSJ_09211, APOSJ_09210, APOSJ_09206, APOSJ_09208	AMPFI_15323
OG0000378	APOSJ_08015	AMPFI_07224
OG0000378	APOSJ_40349, APOSJ_40350, APOSJ_52129, APOSJ_40351	AMPFI_10400
OG0000379	APOSJ_26427	AMPFI_16322
OG0000379	APOSJ_05425	AMPFI_17608
OG0000379	APOSJ_24725	AMPFI_17738
OG0000379	APOSJ_43636, APOSJ_43638, APOSJ_43637	AMPFI_06752
OG0000381	APOSJ_29453	AMPFI_24632, AMPFI_23477, AMPFI_01767, AMPFI_07665
OG0000381	APOSJ_06669	AMPFI_07101
OG0000382	APOSJ_02981	AMPFI_07092
OG0000383	APOSJ_28439	AMPFI_02033
OG0000383	APOSJ_24668, APOSJ_24667	AMPFI_25167
OG0000384	APOSJ_30562, APOSJ_30561, APOSJ_28863, APOSJ_30555, APOSJ_22956, APOSJ_17150, APOSJ_17153, APOSJ_28866, APOSJ_28869, APOSJ_30557, APOSJ_17452, APOSJ_17154, APOSJ_30560, APOSJ_28867, APOSJ_17152, APOSJ_28864, APOSJ_30556, APOSJ_30558, APOSJ_28862, APOSJ_22957, APOSJ_28865, APOSJ_13926, APOSJ_18449, APOSJ_30559, APOSJ_17155, APOSJ_28868, APOSJ_13925, APOSJ_42625, APOSJ_18453	AMPFI_01107
OG0000385	APOSJ_04859	AMPFI_25679
OG0000389	APOSJ_04847, APOSJ_04845, APOSJ_04843, APOSJ_51827, APOSJ_04846, APOSJ_51830, APOSJ_04848, APOSJ_54180, APOSJ_04844, APOSJ_04849, APOSJ_51828, APOSJ_51826, APOSJ_51829	AMPFI_22466
OG0000389	APOSJ_45091	AMPFI_07738
OG0000390	APOSJ_60702	AMPFI_17236, AMPFI_18392, AMPFI_00983
OG0000390	APOSJ_26040, APOSJ_03121, APOSJ_42396, APOSJ_59050	AMPFI_22410, AMPFI_05166, AMPFI_00446, AMPFI_16032
OG0000391	APOSJ_12308, APOSJ_12309	AMPFI_15360
OG0000391	APOSJ_43862, APOSJ_43863	AMPFI_16689
OG0000392	APOSJ_29331, APOSJ_52981, APOSJ_60654, APOSJ_51981, APOSJ_09465, APOSJ_18547, APOSJ_59471, APOSJ_23355, APOSJ_05996, APOSJ_23352, APOSJ_05994, APOSJ_53347, APOSJ_53353, APOSJ_59477, APOSJ_59475, APOSJ_63008, APOSJ_51743, APOSJ_52984, APOSJ_62977, APOSJ_05992, APOSJ_62996, APOSJ_53296, APOSJ_59474, APOSJ_05993, APOSJ_23356, APOSJ_59476, APOSJ_23353, APOSJ_26329, APOSJ_51728, APOSJ_05995, APOSJ_59472, APOSJ_53398, APOSJ_51734, APOSJ_51725, APOSJ_47184, APOSJ_52979, APOSJ_23354, APOSJ_61754, APOSJ_51987, APOSJ_51991, APOSJ_23351, APOSJ_59473, APOSJ_60668, APOSJ_33055, APOSJ_23350	AMPFI_16078
OG0000393	APOSJ_12639, APOSJ_51170, APOSJ_44607, APOSJ_10349, APOSJ_01148, APOSJ_10350, APOSJ_50984, APOSJ_44606, APOSJ_44608, APOSJ_58562, APOSJ_51175, APOSJ_12636, APOSJ_10345, APOSJ_10346, APOSJ_44609, APOSJ_01537, APOSJ_37401	AMPFI_11122
OG0000393	APOSJ_27332, APOSJ_54398, APOSJ_54399	AMPFI_20681
OG0000393	APOSJ_58923, APOSJ_27432	AMPFI_17577
OG0000394	APOSJ_00235, APOSJ_53875, APOSJ_53873, APOSJ_00233, APOSJ_38608, APOSJ_34582, APOSJ_34580, APOSJ_20170, APOSJ_34585, APOSJ_38610, APOSJ_57498, APOSJ_57495, APOSJ_20166, APOSJ_57496, APOSJ_19684, APOSJ_19671, APOSJ_34584, APOSJ_57494, APOSJ_57499, APOSJ_34583, APOSJ_34581, APOSJ_19686, APOSJ_29937, APOSJ_19675	AMPFI_00162
OG0000395	APOSJ_29258	AMPFI_03995
OG0000397	APOSJ_27317, APOSJ_35633	AMPFI_12772
OG0000399	APOSJ_62878	AMPFI_16098
OG0000399	APOSJ_16843	AMPFI_14231
OG0000399	APOSJ_47890	AMPFI_12451, AMPFI_24563
OG0000399	APOSJ_26614	AMPFI_10126
OG0000400	APOSJ_18323	AMPFI_04865, AMPFI_16843, AMPFI_21265
OG0000401	APOSJ_53113, APOSJ_53111, APOSJ_53114, APOSJ_53112, APOSJ_57402, APOSJ_03891, APOSJ_53115, APOSJ_03904	AMPFI_19353
OG0000401	APOSJ_28902, APOSJ_27919, APOSJ_21944, APOSJ_27916, APOSJ_40189, APOSJ_59060, APOSJ_21946, APOSJ_40191, APOSJ_46225, APOSJ_51122, APOSJ_59065, APOSJ_27913, APOSJ_34117, APOSJ_46228, APOSJ_40190, APOSJ_21945, APOSJ_00198, APOSJ_00193, APOSJ_34114, APOSJ_27915, APOSJ_59204, APOSJ_07943, APOSJ_59063, APOSJ_57158, APOSJ_29738, APOSJ_07949, APOSJ_28903, APOSJ_59205, APOSJ_46229, APOSJ_46227, APOSJ_27918, APOSJ_23635, APOSJ_00196, APOSJ_00195, APOSJ_59064, APOSJ_63984, APOSJ_53507, APOSJ_43567, APOSJ_46223, APOSJ_29730, APOSJ_21950, APOSJ_27917, APOSJ_01181, APOSJ_34115, APOSJ_40194, APOSJ_40195, APOSJ_56665, APOSJ_59208, APOSJ_07941, APOSJ_00197, APOSJ_38098, APOSJ_51118, APOSJ_59061, APOSJ_40192, APOSJ_27914	AMPFI_01025
OG0000402	APOSJ_39111, APOSJ_39113, APOSJ_39112, APOSJ_39115, APOSJ_39114	AMPFI_10865
OG0000403	APOSJ_35999, APOSJ_35995, APOSJ_35997, APOSJ_35998, APOSJ_61714, APOSJ_61713	AMPFI_16136
OG0000405	APOSJ_63025, APOSJ_63022, APOSJ_27533, APOSJ_27536, APOSJ_27531, APOSJ_27534, APOSJ_63023, APOSJ_27532, APOSJ_27535, APOSJ_27528, APOSJ_27530, APOSJ_27529	AMPFI_10725
OG0000409	APOSJ_35378	AMPFI_00255
OG0000409	APOSJ_13202, APOSJ_08547	AMPFI_08875
OG0000410	APOSJ_50240, APOSJ_50242, APOSJ_50241	AMPFI_01121
OG0000411	APOSJ_58040, APOSJ_61992, APOSJ_60239	AMPFI_13273
OG0000412	APOSJ_24517, APOSJ_58404	AMPFI_05733
OG0000412	APOSJ_36086	AMPFI_24223
OG0000413	APOSJ_24595, APOSJ_24593, APOSJ_24594	AMPFI_05195
OG0000413	APOSJ_20536, APOSJ_01798	AMPFI_15394
OG0000414	APOSJ_27236	AMPFI_15817, AMPFI_22144
OG0000414	APOSJ_13614, APOSJ_56767, APOSJ_13610, APOSJ_19928	AMPFI_23970
OG0000414	APOSJ_64880	AMPFI_07623
OG0000414	APOSJ_45562	AMPFI_24845
OG0000415	APOSJ_39680, APOSJ_39681	AMPFI_07162
OG0000415	APOSJ_33768	AMPFI_25345, AMPFI_07296
OG0000416	APOSJ_59565, APOSJ_59569, APOSJ_59564, APOSJ_59567, APOSJ_59566, APOSJ_59568, APOSJ_55801	AMPFI_14943
OG0000417	APOSJ_31082	AMPFI_16224
OG0000417	APOSJ_40235, APOSJ_46265, APOSJ_40231, APOSJ_46264, APOSJ_24144, APOSJ_24145, APOSJ_40234, APOSJ_24143, APOSJ_40232	AMPFI_20676
OG0000417	APOSJ_50224	AMPFI_16248
OG0000418	APOSJ_30544, APOSJ_18291, APOSJ_06755, APOSJ_06756	AMPFI_19886, AMPFI_24857, AMPFI_16203
OG0000419	APOSJ_58631, APOSJ_58630	AMPFI_09172
OG0000419	APOSJ_08113, APOSJ_08119, APOSJ_08117, APOSJ_08114, APOSJ_08115, APOSJ_50991, APOSJ_08116, APOSJ_42189, APOSJ_08118, APOSJ_34079	AMPFI_06797
OG0000420	APOSJ_64606, APOSJ_64605, APOSJ_55411, APOSJ_39760, APOSJ_10986, APOSJ_39762, APOSJ_10985, APOSJ_10984, APOSJ_39761, APOSJ_48430, APOSJ_10987, APOSJ_39763, APOSJ_21508, APOSJ_04266	AMPFI_23871
OG0000424	APOSJ_08867, APOSJ_08868	AMPFI_03735
OG0000424	APOSJ_16377	AMPFI_02103, AMPFI_06728
OG0000425	APOSJ_09919, APOSJ_09922, APOSJ_09924, APOSJ_09925, APOSJ_63999, APOSJ_09923, APOSJ_12531, APOSJ_09920	AMPFI_05884
OG0000425	APOSJ_41338, APOSJ_41337	AMPFI_01852
OG0000426	APOSJ_63344, APOSJ_52406	AMPFI_05934
OG0000426	APOSJ_32498, APOSJ_32501, APOSJ_32500, APOSJ_06316, APOSJ_32499	AMPFI_04676
OG0000427	APOSJ_24669	AMPFI_05181, AMPFI_05182
OG0000427	APOSJ_23730	AMPFI_06083
OG0000429	APOSJ_27185, APOSJ_12543, APOSJ_19453	AMPFI_13425
OG0000429	APOSJ_24652	AMPFI_14088
OG0000430	APOSJ_54163	AMPFI_10911, AMPFI_12038
OG0000430	APOSJ_55144	AMPFI_06035
OG0000431	APOSJ_41257, APOSJ_17141	AMPFI_00618
OG0000431	APOSJ_13875, APOSJ_56344, APOSJ_13873	AMPFI_05479
OG0000431	APOSJ_03912	AMPFI_02567
OG0000432	APOSJ_38231, APOSJ_38230, APOSJ_38235, APOSJ_38233, APOSJ_38237, APOSJ_53243, APOSJ_38234, APOSJ_53244, APOSJ_62180, APOSJ_39360, APOSJ_38232, APOSJ_38236	AMPFI_10240
OG0000433	APOSJ_13437, APOSJ_13435, APOSJ_19052, APOSJ_13436, APOSJ_13439, APOSJ_13438	AMPFI_09657
OG0000433	APOSJ_26320	AMPFI_00584
OG0000434	APOSJ_40414	AMPFI_19330
OG0000435	APOSJ_06348, APOSJ_40171, APOSJ_63487, APOSJ_34346	AMPFI_08747
OG0000435	APOSJ_39390, APOSJ_62293	AMPFI_21181
OG0000436	APOSJ_28155, APOSJ_20785, APOSJ_28151, APOSJ_46522, APOSJ_62168, APOSJ_20013, APOSJ_28156, APOSJ_26846, APOSJ_20011, APOSJ_20014, APOSJ_23211, APOSJ_20012, APOSJ_23209, APOSJ_28157, APOSJ_28158, APOSJ_62167, APOSJ_62176, APOSJ_28160, APOSJ_28154, APOSJ_23207, APOSJ_23208, APOSJ_28159, APOSJ_23213, APOSJ_28152, APOSJ_20010, APOSJ_20009, APOSJ_28153	AMPFI_15525
OG0000437	APOSJ_34850, APOSJ_34848, APOSJ_18866, APOSJ_51815, APOSJ_34849, APOSJ_18863, APOSJ_18862, APOSJ_34851, APOSJ_51488	AMPFI_19846
OG0000442	APOSJ_60316, APOSJ_56306, APOSJ_56308, APOSJ_56305, APOSJ_58037, APOSJ_56304, APOSJ_56307, APOSJ_52970, APOSJ_56309	AMPFI_18182
OG0000442	APOSJ_40499	AMPFI_07999
OG0000442	APOSJ_17649	AMPFI_04228
OG0000443	APOSJ_20976, APOSJ_34695, APOSJ_20975, APOSJ_34697, APOSJ_20973, APOSJ_18085, APOSJ_20974, APOSJ_49106, APOSJ_18082, APOSJ_34694, APOSJ_20977, APOSJ_18091, APOSJ_34693, APOSJ_34698	AMPFI_17659
OG0000443	APOSJ_42353, APOSJ_06689, APOSJ_18261, APOSJ_42350, APOSJ_37858, APOSJ_01066, APOSJ_01068, APOSJ_01064, APOSJ_42349, APOSJ_42347, APOSJ_42163, APOSJ_42352, APOSJ_36425, APOSJ_37859, APOSJ_06687, APOSJ_01065, APOSJ_06688, APOSJ_49738, APOSJ_01067, APOSJ_18260, APOSJ_42346, APOSJ_36427, APOSJ_36426, APOSJ_36424, APOSJ_42348, APOSJ_18262, APOSJ_37857, APOSJ_36428, APOSJ_42351, APOSJ_49745, APOSJ_54309, APOSJ_49740, APOSJ_49737	AMPFI_08479
OG0000444	APOSJ_53476, APOSJ_63475, APOSJ_63471	AMPFI_10516
OG0000444	APOSJ_62781, APOSJ_62782	AMPFI_14412
OG0000445	APOSJ_07481, APOSJ_10908, APOSJ_33341, APOSJ_29067, APOSJ_29066	AMPFI_10139, AMPFI_21234, AMPFI_16884, AMPFI_09913
OG0000446	APOSJ_65177, APOSJ_65176	AMPFI_24097, AMPFI_20203
OG0000446	APOSJ_65246, APOSJ_65243	AMPFI_05555
OG0000446	APOSJ_03580	AMPFI_02401
OG0000447	APOSJ_33423, APOSJ_39549, APOSJ_21344, APOSJ_37832, APOSJ_33416, APOSJ_39548, APOSJ_21347, APOSJ_46524, APOSJ_40055, APOSJ_33417, APOSJ_37049, APOSJ_33419, APOSJ_33422, APOSJ_38407, APOSJ_21348, APOSJ_21349, APOSJ_37833, APOSJ_00588, APOSJ_33420, APOSJ_63648, APOSJ_39551, APOSJ_63640, APOSJ_04484, APOSJ_46381, APOSJ_33418, APOSJ_27284, APOSJ_21346, APOSJ_21345, APOSJ_27283, APOSJ_27286, APOSJ_33421, APOSJ_39552, APOSJ_37045, APOSJ_27291, APOSJ_21343, APOSJ_37834, APOSJ_46509, APOSJ_33424, APOSJ_37046, APOSJ_27290	AMPFI_12502
OG0000448	APOSJ_16275	AMPFI_06913
OG0000449	APOSJ_19859	AMPFI_10186, AMPFI_00716
OG0000450	APOSJ_17390, APOSJ_17391, APOSJ_17389, APOSJ_17392, APOSJ_17388, APOSJ_17393	AMPFI_01260
OG0000453	APOSJ_39951, APOSJ_21266, APOSJ_21265, APOSJ_21264, APOSJ_21267	AMPFI_04316
OG0000456	APOSJ_05419, APOSJ_32195, APOSJ_33240, APOSJ_03884, APOSJ_33942, APOSJ_03886, APOSJ_03885	AMPFI_21507
OG0000456	APOSJ_32967, APOSJ_08164, APOSJ_42120, APOSJ_42119	AMPFI_17727
OG0000457	APOSJ_46915, APOSJ_11630, APOSJ_06566, APOSJ_06563, APOSJ_00759, APOSJ_00756, APOSJ_64330, APOSJ_00757, APOSJ_12194, APOSJ_25376, APOSJ_64321, APOSJ_32844, APOSJ_41440, APOSJ_06561, APOSJ_41439, APOSJ_46917, APOSJ_06565, APOSJ_00761, APOSJ_46916, APOSJ_46913, APOSJ_10541, APOSJ_46912, APOSJ_32841, APOSJ_12195, APOSJ_59927, APOSJ_53412, APOSJ_46918, APOSJ_00762, APOSJ_59926, APOSJ_00758, APOSJ_00760, APOSJ_53410, APOSJ_06564, APOSJ_00755	AMPFI_16393
OG0000457	APOSJ_51075, APOSJ_42921, APOSJ_42917, APOSJ_49680, APOSJ_43623, APOSJ_42919, APOSJ_51077, APOSJ_51079, APOSJ_51073, APOSJ_33116, APOSJ_42920, APOSJ_49675, APOSJ_42016, APOSJ_50720	AMPFI_24384
OG0000458	APOSJ_07623, APOSJ_07621, APOSJ_31447, APOSJ_24898, APOSJ_01226, APOSJ_31429, APOSJ_26015, APOSJ_07616	AMPFI_20152
OG0000458	APOSJ_52933, APOSJ_19824	AMPFI_04524
OG0000459	APOSJ_06385, APOSJ_06387, APOSJ_06390, APOSJ_23743, APOSJ_23744, APOSJ_06391, APOSJ_16848, APOSJ_17976, APOSJ_06389, APOSJ_23742, APOSJ_06386, APOSJ_06392, APOSJ_06388, APOSJ_17974, APOSJ_23747, APOSJ_23748, APOSJ_23749, APOSJ_23750, APOSJ_40383, APOSJ_59213, APOSJ_62849, APOSJ_23746, APOSJ_17975, APOSJ_23745, APOSJ_45294, APOSJ_26264	AMPFI_22518
OG0000459	APOSJ_09113, APOSJ_09116, APOSJ_08276	AMPFI_18998
OG0000460	APOSJ_23650, APOSJ_23649, APOSJ_23652, APOSJ_23651	AMPFI_11031
OG0000460	APOSJ_53797, APOSJ_53798, APOSJ_48262, APOSJ_53796, APOSJ_48261, APOSJ_53795, APOSJ_48108, APOSJ_22139, APOSJ_34528, APOSJ_04714, APOSJ_29435, APOSJ_15404, APOSJ_23181, APOSJ_23177, APOSJ_15405, APOSJ_23176, APOSJ_23849, APOSJ_23883	AMPFI_02674, AMPFI_25237, AMPFI_09308, AMPFI_15439
OG0000461	APOSJ_15333, APOSJ_24916, APOSJ_24919, APOSJ_21047, APOSJ_21049, APOSJ_21051, APOSJ_15336, APOSJ_02773, APOSJ_21052, APOSJ_15335, APOSJ_63710, APOSJ_21048, APOSJ_02772, APOSJ_21050, APOSJ_24918, APOSJ_30700, APOSJ_15334, APOSJ_15332, APOSJ_25654, APOSJ_24920, APOSJ_21053, APOSJ_24917	AMPFI_12796
OG0000461	APOSJ_54487	AMPFI_10757
OG0000461	APOSJ_08175	AMPFI_12933
OG0000463	APOSJ_18621, APOSJ_18619, APOSJ_18622	AMPFI_05009
OG0000463	APOSJ_38796, APOSJ_43105, APOSJ_38791, APOSJ_43108	AMPFI_23446
OG0000463	APOSJ_21797, APOSJ_21796	AMPFI_23775
OG0000465	APOSJ_47214, APOSJ_47212, APOSJ_27264	AMPFI_19029
OG0000465	APOSJ_19682, APOSJ_19683	AMPFI_07644
OG0000468	APOSJ_46770, APOSJ_25944, APOSJ_39036, APOSJ_39034, APOSJ_39032, APOSJ_39031, APOSJ_39033, APOSJ_39035	AMPFI_06635, AMPFI_17864
OG0000469	APOSJ_22310	AMPFI_03128
OG0000469	APOSJ_01924, APOSJ_65240	AMPFI_08317
OG0000472	APOSJ_27886, APOSJ_27884, APOSJ_27885	AMPFI_17628
OG0000473	APOSJ_38187, APOSJ_38188, APOSJ_38186, APOSJ_38189, APOSJ_39768, APOSJ_38292	AMPFI_22924
OG0000473	APOSJ_05202	AMPFI_11120, AMPFI_15405, AMPFI_15404, AMPFI_14363
OG0000473	APOSJ_37622	AMPFI_24457, AMPFI_07123
OG0000474	APOSJ_09793	AMPFI_11625
OG0000475	APOSJ_60939, APOSJ_60934, APOSJ_60932, APOSJ_60935, APOSJ_60933, APOSJ_60936, APOSJ_61466, APOSJ_60937	AMPFI_25135, AMPFI_16236
OG0000476	APOSJ_02934	AMPFI_11326
OG0000476	APOSJ_23487	AMPFI_07783
OG0000477	APOSJ_42858, APOSJ_42860	AMPFI_24916
OG0000477	APOSJ_51558, APOSJ_51557	AMPFI_00918
OG0000478	APOSJ_29839, APOSJ_54588, APOSJ_13277, APOSJ_04799, APOSJ_51899, APOSJ_51897, APOSJ_31186, APOSJ_04798, APOSJ_29838, APOSJ_29833, APOSJ_45534, APOSJ_04796, APOSJ_45533, APOSJ_45535, APOSJ_51896, APOSJ_45537, APOSJ_51900, APOSJ_51901, APOSJ_54591, APOSJ_51894, APOSJ_45536, APOSJ_51895, APOSJ_04797, APOSJ_29835	AMPFI_04711
OG0000479	APOSJ_50477	AMPFI_03342
OG0000479	APOSJ_00817, APOSJ_00819, APOSJ_00822, APOSJ_00818, APOSJ_58107, APOSJ_00821, APOSJ_00820	AMPFI_09996
OG0000481	APOSJ_04459, APOSJ_04458, APOSJ_27767, APOSJ_04460	AMPFI_04631
OG0000481	APOSJ_52806, APOSJ_58199	AMPFI_14700
OG0000481	APOSJ_64885	AMPFI_12417
OG0000482	APOSJ_62451, APOSJ_62450, APOSJ_46921, APOSJ_62452	AMPFI_16288
OG0000482	APOSJ_03933, APOSJ_03935, APOSJ_10904, APOSJ_03638, APOSJ_03934	AMPFI_20569
OG0000482	APOSJ_10909, APOSJ_10907, APOSJ_10903, APOSJ_10905, APOSJ_10906	AMPFI_01031
OG0000483	APOSJ_58838, APOSJ_58839, APOSJ_58837, APOSJ_58836	AMPFI_23549
OG0000483	APOSJ_04011, APOSJ_04012	AMPFI_23934
OG0000485	APOSJ_62319, APOSJ_28628, APOSJ_62322, APOSJ_62321, APOSJ_62320, APOSJ_04739, APOSJ_62318, APOSJ_46115, APOSJ_46113, APOSJ_46122	AMPFI_08282, AMPFI_08284
OG0000485	APOSJ_31593, APOSJ_05098	AMPFI_22121
OG0000485	APOSJ_03974	AMPFI_08283
OG0000486	APOSJ_50215, APOSJ_50216	AMPFI_16665
OG0000486	APOSJ_34514, APOSJ_34513	AMPFI_16285
OG0000486	APOSJ_22647, APOSJ_24406	AMPFI_12958, AMPFI_19185, AMPFI_24869
OG0000488	APOSJ_20777, APOSJ_20778, APOSJ_39152, APOSJ_20783, APOSJ_20776, APOSJ_20779, APOSJ_20782, APOSJ_20780, APOSJ_06078, APOSJ_06084, APOSJ_06083, APOSJ_06082, APOSJ_06080	AMPFI_07218
OG0000490	APOSJ_43135, APOSJ_43142, APOSJ_53127, APOSJ_43136, APOSJ_43137, APOSJ_61499, APOSJ_43139, APOSJ_04379, APOSJ_43140, APOSJ_43141, APOSJ_43138, APOSJ_53126	AMPFI_13859, AMPFI_02409
OG0000495	APOSJ_28743, APOSJ_36602	AMPFI_22166
OG0000495	APOSJ_25896, APOSJ_25899, APOSJ_60071, APOSJ_25897, APOSJ_25900	AMPFI_16808
OG0000496	APOSJ_43800	AMPFI_25760
OG0000496	APOSJ_60355	AMPFI_17477
OG0000497	APOSJ_02507, APOSJ_15320	AMPFI_07081
OG0000498	APOSJ_07208, APOSJ_36210, APOSJ_32783, APOSJ_26557, APOSJ_04619, APOSJ_32790, APOSJ_64427, APOSJ_64424, APOSJ_26551, APOSJ_03203, APOSJ_14657, APOSJ_32784, APOSJ_45008, APOSJ_04621, APOSJ_64422, APOSJ_64419, APOSJ_46085, APOSJ_07771, APOSJ_58848, APOSJ_45007, APOSJ_45002, APOSJ_04618, APOSJ_46082, APOSJ_20789, APOSJ_20806	AMPFI_22216
OG0000499	APOSJ_18558, APOSJ_18553, APOSJ_18559, APOSJ_18555, APOSJ_18557, APOSJ_54078, APOSJ_18560, APOSJ_18556	AMPFI_15726, AMPFI_14684
OG0000501	APOSJ_06661, APOSJ_19719, APOSJ_19718	AMPFI_25271, AMPFI_05442
OG0000503	APOSJ_47356, APOSJ_03773	AMPFI_06939
OG0000504	APOSJ_57841, APOSJ_63608	AMPFI_23661
OG0000504	APOSJ_01528	AMPFI_15881
OG0000505	APOSJ_10376, APOSJ_64358, APOSJ_64359, APOSJ_64363, APOSJ_16097, APOSJ_64367, APOSJ_64364, APOSJ_64362, APOSJ_10375, APOSJ_10373, APOSJ_10371, APOSJ_64360, APOSJ_10372, APOSJ_16096, APOSJ_10374, APOSJ_64368	AMPFI_13142
OG0000506	APOSJ_28246, APOSJ_45838, APOSJ_28243, APOSJ_28245, APOSJ_28244	AMPFI_10562
OG0000508	APOSJ_46367, APOSJ_46366, APOSJ_46365, APOSJ_46364	AMPFI_11279
OG0000509	APOSJ_09132, APOSJ_09128, APOSJ_02317, APOSJ_02316, APOSJ_14039, APOSJ_08030, APOSJ_08032, APOSJ_02321, APOSJ_09137, APOSJ_09136, APOSJ_02323, APOSJ_09129, APOSJ_09127, APOSJ_02320, APOSJ_02322, APOSJ_08034, APOSJ_09130, APOSJ_02319, APOSJ_08029, APOSJ_02318, APOSJ_08033, APOSJ_09133, APOSJ_09131, APOSJ_08031, APOSJ_02904, APOSJ_44635	AMPFI_02902, AMPFI_20255
OG0000509	APOSJ_41203	AMPFI_03643, AMPFI_11988, AMPFI_11123, AMPFI_21754
OG0000510	APOSJ_27942, APOSJ_43444, APOSJ_39953, APOSJ_39957, APOSJ_29828, APOSJ_39955, APOSJ_39952, APOSJ_39954, APOSJ_37391, APOSJ_59529, APOSJ_37385, APOSJ_37388, APOSJ_37390, APOSJ_37389, APOSJ_37386, APOSJ_37387, APOSJ_33951	AMPFI_02887
OG0000511	APOSJ_18498	AMPFI_15642, AMPFI_07565, AMPFI_23457, AMPFI_23137, AMPFI_20450, AMPFI_22040, AMPFI_21585, AMPFI_17645, AMPFI_13653, AMPFI_03100, AMPFI_12562, AMPFI_15007, AMPFI_17557, AMPFI_16096, AMPFI_20749
OG0000511	APOSJ_28986	AMPFI_12352
OG0000513	APOSJ_21900	AMPFI_15307, AMPFI_00421
OG0000515	APOSJ_16174, APOSJ_16177, APOSJ_16175, APOSJ_16173, APOSJ_61849, APOSJ_61835, APOSJ_36409, APOSJ_36411, APOSJ_36410, APOSJ_29902, APOSJ_29901, APOSJ_39655, APOSJ_39656, APOSJ_39657, APOSJ_51002, APOSJ_62063, APOSJ_10548, APOSJ_30754, APOSJ_37373, APOSJ_26817, APOSJ_26820, APOSJ_26819, APOSJ_26818, APOSJ_03718, APOSJ_03719, APOSJ_58061, APOSJ_43043, APOSJ_59999, APOSJ_05215, APOSJ_31666, APOSJ_45674, APOSJ_07944, APOSJ_45672, APOSJ_45671, APOSJ_56793, APOSJ_02287, APOSJ_37648, APOSJ_06247	AMPFI_04197
OG0000519	APOSJ_33924, APOSJ_33925, APOSJ_24998, APOSJ_24997, APOSJ_26148, APOSJ_56974, APOSJ_56975, APOSJ_28639, APOSJ_28637, APOSJ_63544, APOSJ_28638, APOSJ_56973	AMPFI_12315, AMPFI_05130
OG0000520	APOSJ_18649, APOSJ_18648	AMPFI_25750
OG0000520	APOSJ_31467	AMPFI_23972
OG0000520	APOSJ_11887, APOSJ_11888	AMPFI_19094
OG0000521	APOSJ_24270, APOSJ_24269	AMPFI_04943
OG0000522	APOSJ_04259, APOSJ_64773, APOSJ_04258, APOSJ_04260, APOSJ_04257, APOSJ_04256, APOSJ_04261	AMPFI_14072
OG0000522	APOSJ_01522	AMPFI_24817
OG0000524	APOSJ_32896, APOSJ_32901, APOSJ_32898, APOSJ_32899, APOSJ_32897, APOSJ_32900	AMPFI_14569
OG0000525	APOSJ_34776, APOSJ_34777	AMPFI_13575
OG0000525	APOSJ_41806, APOSJ_62376, APOSJ_65303, APOSJ_62370, APOSJ_41808, APOSJ_41807	AMPFI_23427
