Orthogroup	APOSJ_ok	BRALA
OG0000953	APOSJ_26231	BRALA18599
OG0000954	APOSJ_50100, APOSJ_07999	BRALA34235, BRALA35344
OG0000954	APOSJ_50266, APOSJ_50265	BRALA10453
OG0000955	APOSJ_61817	BRALA00782
OG0000955	APOSJ_10714	BRALA22745
OG0000957	APOSJ_09728, APOSJ_62676, APOSJ_09727	BRALA14646
OG0000958	APOSJ_56603	BRALA09681, BRALA03247, BRALA20608, BRALA06455, BRALA20606, BRALA02128, BRALA02127, BRALA02129
OG0000960	APOSJ_34385, APOSJ_34381, APOSJ_34386, APOSJ_34382, APOSJ_47694, APOSJ_34384, APOSJ_34383	BRALA12453
OG0000963	APOSJ_10817, APOSJ_05713, APOSJ_03042, APOSJ_10816, APOSJ_21560, APOSJ_10818, APOSJ_04889, APOSJ_10819	BRALA03591
OG0000963	APOSJ_36581	BRALA20733
OG0000964	APOSJ_00212, APOSJ_00215, APOSJ_22022, APOSJ_22023, APOSJ_59681, APOSJ_08304, APOSJ_22024, APOSJ_08303, APOSJ_13771, APOSJ_13762, APOSJ_00211, APOSJ_00213, APOSJ_00214, APOSJ_00216, APOSJ_22025, APOSJ_04858, APOSJ_04857, APOSJ_48503	BRALA08522, BRALA16405, BRALA13462, BRALA27147
OG0000965	APOSJ_29601, APOSJ_29603, APOSJ_03389, APOSJ_21200, APOSJ_03396, APOSJ_03390, APOSJ_03391, APOSJ_03393, APOSJ_03394	BRALA04013
OG0000965	APOSJ_30694, APOSJ_39849, APOSJ_30693, APOSJ_30697	BRALA03357
OG0000966	APOSJ_07001, APOSJ_15383, APOSJ_15386, APOSJ_15382, APOSJ_09538, APOSJ_09540, APOSJ_09539, APOSJ_21117, APOSJ_15387, APOSJ_09543, APOSJ_09545, APOSJ_09537, APOSJ_15385, APOSJ_03828, APOSJ_03829, APOSJ_15384, APOSJ_21122, APOSJ_09542, APOSJ_21116, APOSJ_21119, APOSJ_15381, APOSJ_09544, APOSJ_21120, APOSJ_09541, APOSJ_21121	BRALA30500
OG0000967	APOSJ_09815, APOSJ_10557, APOSJ_09816, APOSJ_10556, APOSJ_09817, APOSJ_09818	BRALA11137
OG0000967	APOSJ_62971, APOSJ_18497, APOSJ_06283	BRALA03874
OG0000968	APOSJ_08278, APOSJ_55359, APOSJ_55360	BRALA14943
OG0000969	APOSJ_22281, APOSJ_22280, APOSJ_22279, APOSJ_61021, APOSJ_61023, APOSJ_06916, APOSJ_61025, APOSJ_55691, APOSJ_55689, APOSJ_55690, APOSJ_11011, APOSJ_07964, APOSJ_07965	BRALA14830, BRALA07388, BRALA07383
OG0000970	APOSJ_13365	BRALA07314
OG0000971	APOSJ_28472	BRALA04950, BRALA04896
OG0000971	APOSJ_37346, APOSJ_37349, APOSJ_37347, APOSJ_37348, APOSJ_03655	BRALA04974, BRALA04973
OG0000972	APOSJ_37488, APOSJ_37489, APOSJ_34751	BRALA07302, BRALA07303
OG0000972	APOSJ_55945, APOSJ_55944	BRALA06799
OG0000973	APOSJ_29923, APOSJ_29922, APOSJ_06246	BRALA18440, BRALA27410, BRALA27413, BRALA35354, BRALA33440, BRALA27395, BRALA18435
OG0000974	APOSJ_20835, APOSJ_29899, APOSJ_21787, APOSJ_29897, APOSJ_40070, APOSJ_40074, APOSJ_40073, APOSJ_64382, APOSJ_64381, APOSJ_30079, APOSJ_51773	BRALA08524, BRALA00836
OG0000977	APOSJ_62900	BRALA00637
OG0000977	APOSJ_36463, APOSJ_36464, APOSJ_58684, APOSJ_06050, APOSJ_36465, APOSJ_06049	BRALA23676
OG0000978	APOSJ_24157, APOSJ_24153, APOSJ_21088, APOSJ_24156, APOSJ_24152, APOSJ_24154	BRALA19988
OG0000979	APOSJ_35084, APOSJ_50089	BRALA11494, BRALA16484, BRALA16483, BRALA16486, BRALA12541, BRALA12544
OG0000981	APOSJ_40882, APOSJ_40881, APOSJ_54712, APOSJ_16730, APOSJ_16731, APOSJ_53306, APOSJ_08432, APOSJ_17691, APOSJ_17692, APOSJ_53298, APOSJ_45849	BRALA18588, BRALA00487, BRALA10700, BRALA10581, BRALA00620
OG0000981	APOSJ_14570	BRALA17579
OG0000984	APOSJ_59608	BRALA13541
OG0000984	APOSJ_01047, APOSJ_01048	BRALA16982
OG0000984	APOSJ_21285, APOSJ_60399, APOSJ_00609, APOSJ_64646	BRALA10027
OG0000987	APOSJ_36903, APOSJ_36902	BRALA15995
OG0000988	APOSJ_14331, APOSJ_14326, APOSJ_02151, APOSJ_40223, APOSJ_40225, APOSJ_40224, APOSJ_02152, APOSJ_40227, APOSJ_02154, APOSJ_40229, APOSJ_40226, APOSJ_40222, APOSJ_40228, APOSJ_02153	BRALA10034
OG0000992	APOSJ_62448, APOSJ_53292, APOSJ_53290, APOSJ_07263, APOSJ_45691, APOSJ_62446	BRALA13132
OG0000992	APOSJ_44806	BRALA29385
OG0000994	APOSJ_53508, APOSJ_63664, APOSJ_53509	BRALA12870
OG0000994	APOSJ_50730, APOSJ_18385, APOSJ_52043	BRALA16394
OG0000995	APOSJ_33007, APOSJ_52227	BRALA13943, BRALA13941
OG0000996	APOSJ_37598, APOSJ_37597, APOSJ_35443, APOSJ_37594	BRALA14195
OG0000997	APOSJ_16199, APOSJ_03135, APOSJ_51072, APOSJ_16200, APOSJ_16197, APOSJ_16196, APOSJ_16198, APOSJ_16202	BRALA11907
OG0000998	APOSJ_34569, APOSJ_34571, APOSJ_34566, APOSJ_34570	BRALA34224, BRALA34676
OG0000999	APOSJ_40012, APOSJ_40011, APOSJ_40010	BRALA08770
OG0001000	APOSJ_57092, APOSJ_57089, APOSJ_57096, APOSJ_57093, APOSJ_57094	BRALA29242
OG0001001	APOSJ_57312, APOSJ_57314, APOSJ_57313	BRALA14859
OG0001002	APOSJ_56918, APOSJ_56919	BRALA01976
OG0001002	APOSJ_28028	BRALA35638
OG0001003	APOSJ_57637, APOSJ_57638, APOSJ_52521, APOSJ_64046, APOSJ_64044, APOSJ_64045, APOSJ_57631, APOSJ_25132, APOSJ_52522, APOSJ_52519, APOSJ_52525, APOSJ_52520	BRALA07286
OG0001004	APOSJ_53388	BRALA01185
OG0001005	APOSJ_20492, APOSJ_20490, APOSJ_24589, APOSJ_65423, APOSJ_20493, APOSJ_20491, APOSJ_36591, APOSJ_20494, APOSJ_20497, APOSJ_24590, APOSJ_65404	BRALA24042
OG0001006	APOSJ_28887, APOSJ_24469, APOSJ_22992	BRALA19471
OG0001006	APOSJ_05876, APOSJ_05882, APOSJ_05875, APOSJ_05879, APOSJ_05878, APOSJ_05880, APOSJ_05881	BRALA06003
OG0001007	APOSJ_08471, APOSJ_08472, APOSJ_29169, APOSJ_58305, APOSJ_53884, APOSJ_58308, APOSJ_58306, APOSJ_58302, APOSJ_58303, APOSJ_58309, APOSJ_60238, APOSJ_08469, APOSJ_58304, APOSJ_58310, APOSJ_08470, APOSJ_58307	BRALA19531
OG0001008	APOSJ_41152, APOSJ_16931, APOSJ_16930, APOSJ_16932	BRALA24730
OG0001009	APOSJ_03626, APOSJ_03625, APOSJ_03624, APOSJ_45208, APOSJ_54750, APOSJ_54751	BRALA13978
OG0001016	APOSJ_63469, APOSJ_53479, APOSJ_53477, APOSJ_53478, APOSJ_53480, APOSJ_34663	BRALA14145
OG0001016	APOSJ_60324, APOSJ_60323	BRALA31587, BRALA31588
OG0001017	APOSJ_40712, APOSJ_04840, APOSJ_40714, APOSJ_40713	BRALA00434
OG0001018	APOSJ_07884	BRALA04664, BRALA06928, BRALA14350
OG0001018	APOSJ_31959, APOSJ_31957, APOSJ_31960, APOSJ_03376, APOSJ_31958, APOSJ_31956	BRALA13325
OG0001019	APOSJ_54146, APOSJ_19325, APOSJ_57326, APOSJ_09709, APOSJ_63985, APOSJ_61924	BRALA19089
OG0001021	APOSJ_31103, APOSJ_53465, APOSJ_41653, APOSJ_31092, APOSJ_29431, APOSJ_47845, APOSJ_53463, APOSJ_41654, APOSJ_63399, APOSJ_53454, APOSJ_31093, APOSJ_41650, APOSJ_41652, APOSJ_31095, APOSJ_53466, APOSJ_29432, APOSJ_41655, APOSJ_41656, APOSJ_63400, APOSJ_47844, APOSJ_29430, APOSJ_53464, APOSJ_47847, APOSJ_47843, APOSJ_33429, APOSJ_33430	BRALA20548
OG0001021	APOSJ_63396, APOSJ_47846, APOSJ_31096, APOSJ_47841, APOSJ_43390, APOSJ_43391, APOSJ_43385, APOSJ_05688	BRALA10130
OG0001022	APOSJ_05266, APOSJ_05268, APOSJ_05267	BRALA16207
OG0001023	APOSJ_37628	BRALA20751
OG0001024	APOSJ_05017	BRALA03982, BRALA23987
OG0001026	APOSJ_35709, APOSJ_41682, APOSJ_53540, APOSJ_41677, APOSJ_41678, APOSJ_41680, APOSJ_59357, APOSJ_41683, APOSJ_29439, APOSJ_23858, APOSJ_23846, APOSJ_07549, APOSJ_19505, APOSJ_09935, APOSJ_41685, APOSJ_23843, APOSJ_29443, APOSJ_35704, APOSJ_12520, APOSJ_22315, APOSJ_09938, APOSJ_07431, APOSJ_29440, APOSJ_35703, APOSJ_41679, APOSJ_41686, APOSJ_41684, APOSJ_41681, APOSJ_29442, APOSJ_29441, APOSJ_29437, APOSJ_35702, APOSJ_35705	BRALA11115
OG0001027	APOSJ_32879, APOSJ_32143, APOSJ_56963, APOSJ_56964, APOSJ_56962, APOSJ_18165, APOSJ_18168, APOSJ_18166	BRALA06875, BRALA06471, BRALA06470, BRALA06472
OG0001028	APOSJ_29644	BRALA32878
OG0001029	APOSJ_39135, APOSJ_44878	BRALA03377, BRALA03376
OG0001030	APOSJ_29201	BRALA15099
OG0001031	APOSJ_07513, APOSJ_47258	BRALA06708
OG0001032	APOSJ_04537	BRALA31425
OG0001033	APOSJ_38678	BRALA06800
OG0001033	APOSJ_30056, APOSJ_30055	BRALA23440
OG0001038	APOSJ_13547, APOSJ_02121, APOSJ_13552, APOSJ_13546, APOSJ_21587, APOSJ_64976, APOSJ_21586, APOSJ_13549, APOSJ_13548, APOSJ_13550, APOSJ_13551, APOSJ_19631	BRALA11546
OG0001039	APOSJ_37039	BRALA06810
OG0001041	APOSJ_24421, APOSJ_60243, APOSJ_60245, APOSJ_34620, APOSJ_60242, APOSJ_60244, APOSJ_31448, APOSJ_35566	BRALA30551
OG0001042	APOSJ_46719, APOSJ_46717, APOSJ_46718, APOSJ_46720	BRALA11036
OG0001043	APOSJ_11354, APOSJ_47559, APOSJ_36363, APOSJ_24296, APOSJ_24297	BRALA21584
OG0001046	APOSJ_24766, APOSJ_55065, APOSJ_05953, APOSJ_57514, APOSJ_05952, APOSJ_09219, APOSJ_37743, APOSJ_24765, APOSJ_05951	BRALA11238
OG0001047	APOSJ_51940, APOSJ_51947, APOSJ_51944, APOSJ_51941, APOSJ_54775, APOSJ_51942, APOSJ_54891, APOSJ_51945, APOSJ_08610, APOSJ_04337, APOSJ_08609, APOSJ_51943, APOSJ_45242, APOSJ_45243	BRALA06024
OG0001048	APOSJ_27594, APOSJ_41848, APOSJ_20345	BRALA04010
OG0001049	APOSJ_16760	BRALA08587
OG0001049	APOSJ_46323	BRALA19576
OG0001050	APOSJ_46949	BRALA23081, BRALA05944
OG0001052	APOSJ_09889, APOSJ_09886, APOSJ_09888, APOSJ_09887	BRALA06640
OG0001052	APOSJ_62429, APOSJ_62427, APOSJ_46754, APOSJ_62428, APOSJ_62426, APOSJ_62430, APOSJ_38662, APOSJ_38661	BRALA03851, BRALA06631
OG0001053	APOSJ_02413	BRALA17006
OG0001054	APOSJ_17274	BRALA16705
OG0001057	APOSJ_33205, APOSJ_33207, APOSJ_33206, APOSJ_11790, APOSJ_24529	BRALA13576, BRALA13575
OG0001058	APOSJ_48611, APOSJ_53333, APOSJ_34828, APOSJ_34832, APOSJ_53285, APOSJ_48612, APOSJ_34827, APOSJ_18802, APOSJ_63702, APOSJ_63616, APOSJ_34833, APOSJ_34829, APOSJ_18801, APOSJ_53339, APOSJ_48613, APOSJ_48614, APOSJ_48615, APOSJ_48610, APOSJ_18800, APOSJ_34830	BRALA18889
OG0001059	APOSJ_19752, APOSJ_44465, APOSJ_19754, APOSJ_19755	BRALA16690
OG0001060	APOSJ_20350, APOSJ_20347, APOSJ_20348	BRALA22460
OG0001062	APOSJ_06165, APOSJ_06163, APOSJ_38748, APOSJ_39590, APOSJ_39591, APOSJ_38754, APOSJ_39589, APOSJ_38752, APOSJ_06167, APOSJ_06168, APOSJ_06161, APOSJ_06162	BRALA01158
OG0001063	APOSJ_14499, APOSJ_25664	BRALA22627
OG0001063	APOSJ_35068	BRALA22196, BRALA22195, BRALA22198, BRALA22197, BRALA22194
OG0001063	APOSJ_08878, APOSJ_08877, APOSJ_08879	BRALA22631
OG0001065	APOSJ_34370, APOSJ_34369	BRALA12034, BRALA12035
OG0001066	APOSJ_40782, APOSJ_48950	BRALA03613
OG0001067	APOSJ_30538, APOSJ_30537	BRALA09702, BRALA11812, BRALA30598, BRALA16834, BRALA10359
OG0001068	APOSJ_58219, APOSJ_58221, APOSJ_58220	BRALA15808
OG0001072	APOSJ_31299	BRALA23228, BRALA23227
OG0001072	APOSJ_37742, APOSJ_37741, APOSJ_37740, APOSJ_52931	BRALA29817
OG0001073	APOSJ_15120, APOSJ_15122	BRALA12664
OG0001075	APOSJ_43886, APOSJ_55214	BRALA09682
OG0001076	APOSJ_20280	BRALA20184
OG0001077	APOSJ_32144, APOSJ_05175, APOSJ_05176	BRALA28759, BRALA28760
OG0001078	APOSJ_01341	BRALA13847
OG0001079	APOSJ_48407	BRALA12769
OG0001080	APOSJ_02975	BRALA13315
OG0001080	APOSJ_50278	BRALA13682
OG0001080	APOSJ_02976	BRALA13314
OG0001081	APOSJ_19313, APOSJ_18432, APOSJ_18433, APOSJ_51296, APOSJ_18436, APOSJ_06899, APOSJ_05795, APOSJ_18435	BRALA20186, BRALA18322, BRALA02329, BRALA02330
OG0001082	APOSJ_50344, APOSJ_55101, APOSJ_30098, APOSJ_55093, APOSJ_08785, APOSJ_55094, APOSJ_32224, APOSJ_55097, APOSJ_06626, APOSJ_06627	BRALA21015
OG0001083	APOSJ_38880, APOSJ_38874, APOSJ_38151, APOSJ_38152, APOSJ_38150, APOSJ_31067, APOSJ_38149, APOSJ_38873	BRALA22369
OG0001085	APOSJ_60767, APOSJ_60764, APOSJ_63024	BRALA18590, BRALA17350
OG0001086	APOSJ_30188	BRALA26119
OG0001088	APOSJ_60103	BRALA22593, BRALA18883
OG0001088	APOSJ_62411	BRALA26627
OG0001089	APOSJ_44329	BRALA20406
OG0001090	APOSJ_06244	BRALA19647
OG0001092	APOSJ_34458, APOSJ_16950, APOSJ_34460, APOSJ_34459	BRALA08314
OG0001093	APOSJ_03903, APOSJ_13162, APOSJ_56202, APOSJ_56204, APOSJ_48673, APOSJ_13164	BRALA07017
OG0001094	APOSJ_43517	BRALA05502, BRALA18859, BRALA21202
OG0001095	APOSJ_21298	BRALA00514
OG0001096	APOSJ_64408	BRALA02429, BRALA20860, BRALA19151
OG0001102	APOSJ_20394, APOSJ_20392, APOSJ_20393	BRALA06483
OG0001102	APOSJ_62424, APOSJ_01923, APOSJ_09690	BRALA01705
OG0001103	APOSJ_18790, APOSJ_53872, APOSJ_18791	BRALA23451
OG0001103	APOSJ_28765, APOSJ_28766, APOSJ_28767	BRALA15961
OG0001104	APOSJ_63115	BRALA00254
OG0001105	APOSJ_26419, APOSJ_14625, APOSJ_14622, APOSJ_36785	BRALA13887
OG0001106	APOSJ_42253, APOSJ_42256	BRALA24794
OG0001108	APOSJ_02969, APOSJ_02970	BRALA10695
OG0001108	APOSJ_19593	BRALA14990
OG0001110	APOSJ_15855, APOSJ_15853, APOSJ_15854, APOSJ_15851, APOSJ_15852, APOSJ_15850	BRALA21323, BRALA21324, BRALA21327, BRALA02581, BRALA02578, BRALA21322, BRALA21321
OG0001111	APOSJ_02457	BRALA29371, BRALA06020
OG0001112	APOSJ_41571, APOSJ_41572	BRALA13668
OG0001113	APOSJ_62872, APOSJ_49690, APOSJ_62875, APOSJ_62876	BRALA08129
OG0001115	APOSJ_54904, APOSJ_63930, APOSJ_54903	BRALA07052, BRALA07051
OG0001116	APOSJ_53808, APOSJ_65362, APOSJ_65366	BRALA03810, BRALA34250
OG0001118	APOSJ_00995	BRALA07680
OG0001119	APOSJ_22921, APOSJ_22918, APOSJ_22920, APOSJ_22919, APOSJ_13770	BRALA13802
OG0001120	APOSJ_22384, APOSJ_10446, APOSJ_36382, APOSJ_49622, APOSJ_49620, APOSJ_22382, APOSJ_36387, APOSJ_36384, APOSJ_22381, APOSJ_36386, APOSJ_27423, APOSJ_22383, APOSJ_36381, APOSJ_36383, APOSJ_36385, APOSJ_36380	BRALA17608
OG0001121	APOSJ_32181, APOSJ_51004, APOSJ_32180, APOSJ_34465, APOSJ_32179, APOSJ_50971, APOSJ_34466, APOSJ_34463, APOSJ_17002, APOSJ_32178, APOSJ_32177	BRALA32292, BRALA13901, BRALA27511, BRALA08946
OG0001122	APOSJ_27337, APOSJ_11485, APOSJ_44410, APOSJ_13950, APOSJ_43812	BRALA17533, BRALA01448, BRALA13661, BRALA18878, BRALA13663, BRALA13662, BRALA13664
OG0001123	APOSJ_12564, APOSJ_07738	BRALA24284
OG0001123	APOSJ_35407, APOSJ_35406	BRALA23603
OG0001124	APOSJ_50119, APOSJ_64959, APOSJ_50120	BRALA23017
OG0001124	APOSJ_06928, APOSJ_19612, APOSJ_43744, APOSJ_06929	BRALA07725
OG0001125	APOSJ_31336, APOSJ_10806	BRALA30342
OG0001125	APOSJ_04890	BRALA13567
OG0001125	APOSJ_52656	BRALA13568
OG0001125	APOSJ_09934	BRALA13566
OG0001125	APOSJ_62260, APOSJ_05546	BRALA33879
OG0001125	APOSJ_44894, APOSJ_44896, APOSJ_44897, APOSJ_44898, APOSJ_44895, APOSJ_44893, APOSJ_46856, APOSJ_32864, APOSJ_37216, APOSJ_28665	BRALA30341
OG0001126	APOSJ_30661, APOSJ_61227, APOSJ_30660, APOSJ_34351, APOSJ_30658, APOSJ_34352, APOSJ_61230, APOSJ_30659, APOSJ_34349, APOSJ_30655, APOSJ_34350	BRALA16208
OG0001126	APOSJ_52110, APOSJ_52111, APOSJ_52109	BRALA28026
OG0001127	APOSJ_37145, APOSJ_37142, APOSJ_37143, APOSJ_37141	BRALA09084
OG0001128	APOSJ_57260, APOSJ_18952	BRALA22493
OG0001129	APOSJ_25816, APOSJ_25817, APOSJ_25818	BRALA12498
OG0001129	APOSJ_43786	BRALA16098
OG0001130	APOSJ_45980, APOSJ_45981	BRALA01930
OG0001130	APOSJ_13404	BRALA16826
OG0001131	APOSJ_45169, APOSJ_59509, APOSJ_59504, APOSJ_59505, APOSJ_59507, APOSJ_52861, APOSJ_34886, APOSJ_46529, APOSJ_40439, APOSJ_46532, APOSJ_46530, APOSJ_40442, APOSJ_34889, APOSJ_46527, APOSJ_46535, APOSJ_28173, APOSJ_29139, APOSJ_34885, APOSJ_40441, APOSJ_46534, APOSJ_45168, APOSJ_47747, APOSJ_59506, APOSJ_59501, APOSJ_59508, APOSJ_47746, APOSJ_34891, APOSJ_46528, APOSJ_34890, APOSJ_34887	BRALA13327
OG0001132	APOSJ_17244, APOSJ_11493, APOSJ_11488, APOSJ_11495, APOSJ_11496, APOSJ_17243, APOSJ_11490, APOSJ_11492, APOSJ_59966, APOSJ_47442, APOSJ_28964, APOSJ_28968, APOSJ_47445, APOSJ_28966, APOSJ_47446, APOSJ_59964, APOSJ_47441, APOSJ_59963, APOSJ_32987, APOSJ_28965, APOSJ_47439, APOSJ_59961, APOSJ_17245, APOSJ_17242, APOSJ_11489, APOSJ_11494, APOSJ_17241, APOSJ_00742, APOSJ_17247, APOSJ_11491, APOSJ_47443, APOSJ_17246, APOSJ_28967, APOSJ_59962, APOSJ_47444, APOSJ_28969, APOSJ_28963, APOSJ_59965, APOSJ_47440	BRALA13540
OG0001133	APOSJ_30572, APOSJ_30571, APOSJ_30570	BRALA00752
OG0001134	APOSJ_46103, APOSJ_39342	BRALA23048
OG0001135	APOSJ_18187	BRALA11818
OG0001137	APOSJ_07767, APOSJ_07766	BRALA13309
OG0001138	APOSJ_48351	BRALA00020, BRALA11821
OG0001139	APOSJ_39764, APOSJ_06912, APOSJ_06911	BRALA06120
OG0001139	APOSJ_12993	BRALA32868, BRALA35077
OG0001140	APOSJ_35608, APOSJ_23309	BRALA16639
OG0001141	APOSJ_14268, APOSJ_58207, APOSJ_64480, APOSJ_64479	BRALA09514
OG0001142	APOSJ_21965, APOSJ_61915, APOSJ_51026, APOSJ_39756, APOSJ_48881, APOSJ_48879, APOSJ_16159, APOSJ_21967, APOSJ_48880, APOSJ_45036, APOSJ_41992, APOSJ_45034, APOSJ_12989, APOSJ_45038, APOSJ_45037, APOSJ_45032, APOSJ_21973, APOSJ_51022, APOSJ_51024, APOSJ_51347, APOSJ_45033, APOSJ_16163, APOSJ_01149, APOSJ_45035, APOSJ_48882, APOSJ_01134, APOSJ_48877	BRALA14735
OG0001143	APOSJ_50743, APOSJ_50744, APOSJ_53351, APOSJ_47727, APOSJ_50745, APOSJ_47725	BRALA04133
OG0001144	APOSJ_14988, APOSJ_12514, APOSJ_14987, APOSJ_14986, APOSJ_14989	BRALA10734
OG0001146	APOSJ_18240, APOSJ_18241, APOSJ_49551	BRALA18782
OG0001149	APOSJ_33950, APOSJ_33949	BRALA02800, BRALA04751, BRALA04752, BRALA04599, BRALA04600, BRALA05458, BRALA29287, BRALA13277, BRALA05394, BRALA23727, BRALA23728, BRALA03128, BRALA02797, BRALA02801
OG0001154	APOSJ_45148, APOSJ_45147, APOSJ_36024, APOSJ_36022, APOSJ_36023	BRALA10561, BRALA29166, BRALA33292
OG0001155	APOSJ_15552	BRALA32774
OG0001155	APOSJ_15648, APOSJ_15647	BRALA23567
OG0001156	APOSJ_18425	BRALA24884
OG0001158	APOSJ_62821, APOSJ_10981, APOSJ_10980, APOSJ_04235	BRALA34638
OG0001159	APOSJ_51472, APOSJ_51719	BRALA12859, BRALA12862
OG0001159	APOSJ_33106, APOSJ_45280, APOSJ_33107, APOSJ_01653	BRALA12091
OG0001160	APOSJ_45582, APOSJ_28225, APOSJ_28221, APOSJ_28222, APOSJ_28223	BRALA07607, BRALA18147, BRALA18618, BRALA19127, BRALA07606
OG0001161	APOSJ_18705, APOSJ_18703, APOSJ_18704, APOSJ_18706	BRALA22337
OG0001162	APOSJ_60627, APOSJ_64538, APOSJ_64537	BRALA29065
OG0001163	APOSJ_13133	BRALA18082, BRALA03606, BRALA12377, BRALA20672, BRALA12378
OG0001164	APOSJ_01946	BRALA14948
OG0001165	APOSJ_07921, APOSJ_28147, APOSJ_28137, APOSJ_04506, APOSJ_04505, APOSJ_47651, APOSJ_28149, APOSJ_07922, APOSJ_28148, APOSJ_28150, APOSJ_28146	BRALA14768
OG0001165	APOSJ_62646, APOSJ_62647, APOSJ_62643, APOSJ_62645	BRALA05900
OG0001166	APOSJ_24788, APOSJ_24784, APOSJ_24786, APOSJ_24782, APOSJ_24785, APOSJ_24888, APOSJ_24783, APOSJ_24787	BRALA08200, BRALA14605
OG0001167	APOSJ_55239, APOSJ_63932, APOSJ_48587, APOSJ_55240, APOSJ_48606, APOSJ_63850, APOSJ_55243, APOSJ_48588, APOSJ_48591, APOSJ_48609, APOSJ_48593, APOSJ_48590, APOSJ_55238, APOSJ_55241, APOSJ_48592, APOSJ_48594, APOSJ_55242, APOSJ_48899, APOSJ_42628, APOSJ_48608, APOSJ_55237, APOSJ_48589, APOSJ_48595	BRALA30313
OG0001168	APOSJ_28988, APOSJ_36650, APOSJ_29205, APOSJ_28989, APOSJ_24017, APOSJ_22126	BRALA29323, BRALA27661, BRALA20565
OG0001169	APOSJ_34689, APOSJ_05561, APOSJ_05560, APOSJ_05559	BRALA11830, BRALA12506
OG0001170	APOSJ_58947, APOSJ_53815, APOSJ_65389, APOSJ_65390, APOSJ_53814, APOSJ_65388, APOSJ_65384, APOSJ_44064, APOSJ_44065	BRALA19296
OG0001171	APOSJ_32394, APOSJ_32395	BRALA30065
OG0001172	APOSJ_56461	BRALA06911
OG0001172	APOSJ_60424	BRALA04692
OG0001173	APOSJ_61633	BRALA04332
OG0001174	APOSJ_37059, APOSJ_31995, APOSJ_37055, APOSJ_31992, APOSJ_37057, APOSJ_37060, APOSJ_37056, APOSJ_31947, APOSJ_37053, APOSJ_37058, APOSJ_37054, APOSJ_31999, APOSJ_31998, APOSJ_31996, APOSJ_31997, APOSJ_31994	BRALA15302
OG0001176	APOSJ_42572, APOSJ_01076, APOSJ_42571, APOSJ_42573	BRALA04002
OG0001177	APOSJ_52104, APOSJ_44813	BRALA12880
OG0001178	APOSJ_56479	BRALA05138
OG0001178	APOSJ_53354, APOSJ_62824	BRALA06035
OG0001179	APOSJ_18554	BRALA03116
OG0001179	APOSJ_27224, APOSJ_39766, APOSJ_27225	BRALA20573
OG0001180	APOSJ_34257, APOSJ_34256	BRALA14580, BRALA22836
OG0001180	APOSJ_60339	BRALA14556, BRALA34405
OG0001181	APOSJ_49272, APOSJ_49277, APOSJ_49275, APOSJ_63759, APOSJ_49276, APOSJ_63757, APOSJ_63760, APOSJ_49271, APOSJ_39251, APOSJ_39252, APOSJ_49273, APOSJ_49274	BRALA18132
OG0001182	APOSJ_21032, APOSJ_21033, APOSJ_44807, APOSJ_16090, APOSJ_44810, APOSJ_00240	BRALA02232
OG0001183	APOSJ_15455, APOSJ_15454	BRALA24188
OG0001184	APOSJ_14036, APOSJ_14034, APOSJ_14037, APOSJ_14035	BRALA10129
OG0001184	APOSJ_33065, APOSJ_09294, APOSJ_33062, APOSJ_33061	BRALA21684
OG0001185	APOSJ_55269, APOSJ_55273, APOSJ_55270, APOSJ_55272, APOSJ_55274, APOSJ_55271, APOSJ_55268, APOSJ_07581	BRALA27214
OG0001186	APOSJ_65059, APOSJ_49100, APOSJ_61207, APOSJ_61209, APOSJ_49105, APOSJ_49101, APOSJ_49102, APOSJ_40051, APOSJ_61206	BRALA16139
OG0001188	APOSJ_02458, APOSJ_02460, APOSJ_02459	BRALA10757
OG0001189	APOSJ_07607, APOSJ_46552, APOSJ_46567, APOSJ_07604, APOSJ_07601, APOSJ_07600, APOSJ_07603, APOSJ_32759, APOSJ_07605	BRALA16685
OG0001190	APOSJ_25935, APOSJ_25929, APOSJ_32431, APOSJ_32429, APOSJ_25932, APOSJ_25931, APOSJ_52256, APOSJ_25930, APOSJ_56333, APOSJ_52255, APOSJ_52257, APOSJ_48161, APOSJ_60883, APOSJ_25934, APOSJ_52259, APOSJ_56323, APOSJ_48157	BRALA25890
OG0001191	APOSJ_42790, APOSJ_42793, APOSJ_14790, APOSJ_42792, APOSJ_14832, APOSJ_38916, APOSJ_42794	BRALA27930
OG0001196	APOSJ_50475, APOSJ_28945, APOSJ_28943, APOSJ_28944	BRALA25128
OG0001197	APOSJ_02421, APOSJ_14617, APOSJ_14615, APOSJ_35771	BRALA24133
OG0001197	APOSJ_49286, APOSJ_49285	BRALA32524
OG0001198	APOSJ_04989, APOSJ_04990	BRALA09601
OG0001198	APOSJ_58834, APOSJ_58833	BRALA02488
OG0001199	APOSJ_51306, APOSJ_51308	BRALA28833
OG0001199	APOSJ_05930, APOSJ_37640, APOSJ_05933, APOSJ_05929, APOSJ_05932	BRALA15988
OG0001201	APOSJ_49436	BRALA03561
OG0001202	APOSJ_53516, APOSJ_53517, APOSJ_53518, APOSJ_53519, APOSJ_43020, APOSJ_37377, APOSJ_37383, APOSJ_37379, APOSJ_37382, APOSJ_37381, APOSJ_37378, APOSJ_37380	BRALA07019
OG0001203	APOSJ_41014, APOSJ_46802, APOSJ_53052	BRALA13355
