Orthogroup	APOSJ_ok	CAEEL
OG0000623	APOSJ_58237, APOSJ_58239	CAEEL16178, CAEEL06411
OG0000623	APOSJ_54571, APOSJ_53585, APOSJ_53583, APOSJ_64252	CAEEL16276
OG0000624	APOSJ_38044, APOSJ_11261, APOSJ_38250, APOSJ_38042, APOSJ_06061, APOSJ_38043, APOSJ_38046, APOSJ_06064, APOSJ_14652, APOSJ_14653, APOSJ_47525, APOSJ_14646, APOSJ_26556, APOSJ_47513, APOSJ_23669, APOSJ_53610, APOSJ_05320, APOSJ_05319, APOSJ_58963, APOSJ_09193	CAEEL08547
OG0000626	APOSJ_59167, APOSJ_59170, APOSJ_59171, APOSJ_31132, APOSJ_59172, APOSJ_59166, APOSJ_59174, APOSJ_31133, APOSJ_31131, APOSJ_59168, APOSJ_59169, APOSJ_59173	CAEEL19740
OG0000627	APOSJ_30106, APOSJ_30105, APOSJ_01394, APOSJ_25542, APOSJ_27448, APOSJ_25540, APOSJ_25541, APOSJ_29842, APOSJ_27449	CAEEL01126
OG0000636	APOSJ_03510, APOSJ_03511, APOSJ_03509, APOSJ_03508	CAEEL19659
OG0000637	APOSJ_58608, APOSJ_58607, APOSJ_58605, APOSJ_58606	CAEEL18181
OG0000639	APOSJ_22789, APOSJ_22790	CAEEL00195
OG0000639	APOSJ_29300	CAEEL00077
OG0000645	APOSJ_23119, APOSJ_01409	CAEEL14093
OG0000645	APOSJ_07674, APOSJ_07676, APOSJ_37086, APOSJ_37082, APOSJ_36166, APOSJ_27854, APOSJ_27848, APOSJ_27852, APOSJ_21898, APOSJ_07673, APOSJ_16115, APOSJ_10266, APOSJ_21892, APOSJ_16114, APOSJ_21894, APOSJ_21895, APOSJ_12075, APOSJ_16113, APOSJ_10265, APOSJ_16116, APOSJ_16118, APOSJ_16117, APOSJ_27849, APOSJ_27851, APOSJ_27853, APOSJ_36167, APOSJ_43353, APOSJ_37083, APOSJ_37077, APOSJ_37085, APOSJ_32060, APOSJ_27855, APOSJ_58477	CAEEL02916
OG0000646	APOSJ_13193, APOSJ_13194	CAEEL06213, CAEEL06212
OG0000647	APOSJ_64340, APOSJ_64336, APOSJ_56838, APOSJ_13497, APOSJ_64335, APOSJ_13605, APOSJ_56265, APOSJ_56212, APOSJ_56264, APOSJ_64339, APOSJ_56266, APOSJ_64338, APOSJ_58434, APOSJ_64334, APOSJ_64337	CAEEL14095, CAEEL17996
OG0000648	APOSJ_31281, APOSJ_31280, APOSJ_62481	CAEEL05737
OG0000648	APOSJ_46573, APOSJ_60586, APOSJ_60595, APOSJ_46574, APOSJ_46572, APOSJ_60599, APOSJ_19249	CAEEL19541
OG0000649	APOSJ_14876, APOSJ_62950, APOSJ_09077, APOSJ_14871, APOSJ_09074, APOSJ_62949, APOSJ_62948, APOSJ_62952, APOSJ_57618	CAEEL08770
OG0000651	APOSJ_12716, APOSJ_60503, APOSJ_60497, APOSJ_57665, APOSJ_12709, APOSJ_14754, APOSJ_57659, APOSJ_57666, APOSJ_01259, APOSJ_01261, APOSJ_07867, APOSJ_01263, APOSJ_60499, APOSJ_12711, APOSJ_12713, APOSJ_60504, APOSJ_30332, APOSJ_60498, APOSJ_60502, APOSJ_57662, APOSJ_57660, APOSJ_57664, APOSJ_57663, APOSJ_60501, APOSJ_57667, APOSJ_01260, APOSJ_12715, APOSJ_01264, APOSJ_01258, APOSJ_07865, APOSJ_12710, APOSJ_12712, APOSJ_36313, APOSJ_57661, APOSJ_14753, APOSJ_60500, APOSJ_01262, APOSJ_12714	CAEEL08479
OG0000652	APOSJ_46934, APOSJ_46935, APOSJ_46936, APOSJ_61783, APOSJ_34548	CAEEL09392, CAEEL09393
OG0000654	APOSJ_38864, APOSJ_38862, APOSJ_43370, APOSJ_38861, APOSJ_38865, APOSJ_43371, APOSJ_38863	CAEEL00509
OG0000657	APOSJ_24584, APOSJ_24582, APOSJ_24583, APOSJ_21913, APOSJ_21912, APOSJ_21911, APOSJ_21909, APOSJ_07790, APOSJ_21910, APOSJ_21914, APOSJ_21908	CAEEL01693
OG0000660	APOSJ_10365, APOSJ_10364	CAEEL06994
OG0000660	APOSJ_47606, APOSJ_47612	CAEEL01886
OG0000662	APOSJ_09177, APOSJ_39439	CAEEL07265
OG0000662	APOSJ_54892, APOSJ_18946	CAEEL20546
OG0000663	APOSJ_32858, APOSJ_32857, APOSJ_32856, APOSJ_32855, APOSJ_37492, APOSJ_32854, APOSJ_32852, APOSJ_32853, APOSJ_46894, APOSJ_46893	CAEEL07269
OG0000664	APOSJ_22892, APOSJ_22894, APOSJ_46796, APOSJ_46853, APOSJ_22893, APOSJ_39846, APOSJ_22895, APOSJ_39847	CAEEL10897, CAEEL10896
OG0000664	APOSJ_17044, APOSJ_17042, APOSJ_17038, APOSJ_17041, APOSJ_17040, APOSJ_17039, APOSJ_17043, APOSJ_17045	CAEEL00118, CAEEL00117
OG0000665	APOSJ_64512, APOSJ_64513, APOSJ_64514, APOSJ_40902, APOSJ_53510, APOSJ_40899, APOSJ_40898, APOSJ_40897, APOSJ_53511, APOSJ_53514, APOSJ_18733, APOSJ_40900, APOSJ_41544, APOSJ_40901, APOSJ_08228, APOSJ_08229	CAEEL18458, CAEEL04875, CAEEL05353, CAEEL11596, CAEEL18744
OG0000666	APOSJ_38350, APOSJ_40155	CAEEL11143
OG0000670	APOSJ_25532, APOSJ_25531	CAEEL01804, CAEEL20294
OG0000671	APOSJ_30071, APOSJ_59393, APOSJ_22422, APOSJ_22425, APOSJ_22424, APOSJ_22421, APOSJ_22423, APOSJ_22420	CAEEL20492, CAEEL02522
OG0000672	APOSJ_20026, APOSJ_09344, APOSJ_09340, APOSJ_09345, APOSJ_09342, APOSJ_09343, APOSJ_09341	CAEEL07948, CAEEL07943
OG0000672	APOSJ_50679, APOSJ_50678	CAEEL00089, CAEEL00988
OG0000674	APOSJ_37872, APOSJ_37277	CAEEL01995
OG0000676	APOSJ_02079, APOSJ_02078	CAEEL18677, CAEEL18678
OG0000678	APOSJ_10061, APOSJ_21916, APOSJ_10060, APOSJ_10058, APOSJ_10055, APOSJ_10062, APOSJ_10056, APOSJ_10059, APOSJ_10057, APOSJ_37849	CAEEL19275
OG0000680	APOSJ_26267	CAEEL01896
OG0000681	APOSJ_46254, APOSJ_46255, APOSJ_46257	CAEEL06701, CAEEL06700
OG0000681	APOSJ_36480, APOSJ_36481	CAEEL20557
OG0000682	APOSJ_13468, APOSJ_13474	CAEEL18765
OG0000683	APOSJ_64634, APOSJ_64631	CAEEL18608
OG0000683	APOSJ_15131, APOSJ_02497, APOSJ_56346, APOSJ_15132, APOSJ_02496	CAEEL02946, CAEEL02945, CAEEL02947, CAEEL02944
OG0000684	APOSJ_20767, APOSJ_20765, APOSJ_20764, APOSJ_20766, APOSJ_01354, APOSJ_20768, APOSJ_20770, APOSJ_20769	CAEEL11185
OG0000685	APOSJ_22693, APOSJ_64882, APOSJ_65317	CAEEL19728
OG0000690	APOSJ_22137, APOSJ_22147, APOSJ_22140	CAEEL02355, CAEEL16430
OG0000690	APOSJ_11058, APOSJ_06557, APOSJ_11059, APOSJ_06556	CAEEL05043
OG0000691	APOSJ_08695	CAEEL17188
OG0000692	APOSJ_41742, APOSJ_41741, APOSJ_41740	CAEEL05111, CAEEL03292
OG0000693	APOSJ_58900	CAEEL03253, CAEEL03254
OG0000694	APOSJ_04109, APOSJ_43101	CAEEL18784, CAEEL02081, CAEEL02961
OG0000696	APOSJ_01864, APOSJ_37186, APOSJ_37185, APOSJ_37184	CAEEL19612
OG0000697	APOSJ_51766, APOSJ_51767, APOSJ_61682, APOSJ_64946, APOSJ_64535, APOSJ_41504, APOSJ_53618, APOSJ_64536, APOSJ_53614, APOSJ_41510, APOSJ_51765, APOSJ_53615, APOSJ_06578, APOSJ_53617, APOSJ_51762, APOSJ_53616, APOSJ_06580, APOSJ_51763, APOSJ_51761, APOSJ_53613, APOSJ_53892, APOSJ_41512, APOSJ_06583, APOSJ_06581	CAEEL10883
OG0000702	APOSJ_54550, APOSJ_52824, APOSJ_54553, APOSJ_54549, APOSJ_03633, APOSJ_44971, APOSJ_03640, APOSJ_44969, APOSJ_54551, APOSJ_44973, APOSJ_44968, APOSJ_44970, APOSJ_44972, APOSJ_54555, APOSJ_54552, APOSJ_54554	CAEEL01313
OG0000703	APOSJ_58534, APOSJ_58532, APOSJ_58535, APOSJ_58533, APOSJ_58531, APOSJ_19107, APOSJ_58530	CAEEL12761
OG0000708	APOSJ_45434, APOSJ_53914, APOSJ_45436, APOSJ_62756, APOSJ_53912, APOSJ_45435, APOSJ_53916, APOSJ_53910, APOSJ_15345, APOSJ_45433, APOSJ_53915, APOSJ_53911, APOSJ_53913, APOSJ_53917, APOSJ_26993, APOSJ_45438	CAEEL04786, CAEEL04785
OG0000708	APOSJ_60449	CAEEL12722
OG0000709	APOSJ_16835, APOSJ_16834	CAEEL11350, CAEEL18734, CAEEL12228, CAEEL16334, CAEEL20586, CAEEL11767
OG0000711	APOSJ_48094	CAEEL03027
OG0000712	APOSJ_28649, APOSJ_40940, APOSJ_28648, APOSJ_61191, APOSJ_28645, APOSJ_39987, APOSJ_61194, APOSJ_28650, APOSJ_39981, APOSJ_61193	CAEEL07921
OG0000713	APOSJ_58098, APOSJ_58097, APOSJ_38731, APOSJ_61007, APOSJ_38740, APOSJ_03584	CAEEL15727
OG0000715	APOSJ_43532	CAEEL07311
OG0000715	APOSJ_39071, APOSJ_43533, APOSJ_39067, APOSJ_39068, APOSJ_39070, APOSJ_39073, APOSJ_39069, APOSJ_43529, APOSJ_43531, APOSJ_43530, APOSJ_43528, APOSJ_39074, APOSJ_39066, APOSJ_06586, APOSJ_39072	CAEEL07310, CAEEL07309
OG0000716	APOSJ_51263, APOSJ_64313, APOSJ_30671, APOSJ_58360, APOSJ_04541, APOSJ_64317, APOSJ_28316, APOSJ_04539, APOSJ_28321, APOSJ_64315, APOSJ_58359, APOSJ_51255, APOSJ_04542, APOSJ_51259, APOSJ_64318, APOSJ_51262, APOSJ_64316, APOSJ_51264, APOSJ_04540, APOSJ_51261, APOSJ_04543, APOSJ_05409, APOSJ_64314, APOSJ_51260, APOSJ_54870, APOSJ_54869, APOSJ_61592, APOSJ_04538, APOSJ_03939	CAEEL00463
OG0000717	APOSJ_10066, APOSJ_10065, APOSJ_10067, APOSJ_10068	CAEEL20044, CAEEL07958
OG0000718	APOSJ_33271, APOSJ_33274, APOSJ_33273, APOSJ_33272	CAEEL16052
OG0000720	APOSJ_61454, APOSJ_61453, APOSJ_00132, APOSJ_00807, APOSJ_50387, APOSJ_62988, APOSJ_39677, APOSJ_62989, APOSJ_62990, APOSJ_25918, APOSJ_56405, APOSJ_54917, APOSJ_62994, APOSJ_14156, APOSJ_44554, APOSJ_62992, APOSJ_62993, APOSJ_62991, APOSJ_54743, APOSJ_39693, APOSJ_56404, APOSJ_52494, APOSJ_44555	CAEEL02341
OG0000721	APOSJ_59489, APOSJ_59488, APOSJ_59487	CAEEL07780
OG0000721	APOSJ_54963, APOSJ_40791, APOSJ_40790	CAEEL00853
OG0000722	APOSJ_37621, APOSJ_37620	CAEEL16439
OG0000724	APOSJ_53192, APOSJ_51336, APOSJ_53188, APOSJ_53190	CAEEL01191, CAEEL05666, CAEEL04724, CAEEL07268, CAEEL09317, CAEEL05086, CAEEL04722, CAEEL04707, CAEEL16432, CAEEL08216, CAEEL08788, CAEEL00782, CAEEL05700, CAEEL05106, CAEEL05163, CAEEL15997, CAEEL14388, CAEEL04425, CAEEL10300, CAEEL10254, CAEEL10375, CAEEL12178, CAEEL11651, CAEEL11581, CAEEL15115, CAEEL04753
OG0000725	APOSJ_22494	CAEEL01386
OG0000726	APOSJ_58267, APOSJ_08434, APOSJ_08433, APOSJ_08439	CAEEL08988, CAEEL08987
OG0000730	APOSJ_06440	CAEEL06720
OG0000730	APOSJ_04248	CAEEL06574
OG0000731	APOSJ_34927, APOSJ_08522, APOSJ_19285, APOSJ_34925, APOSJ_34929, APOSJ_08523, APOSJ_34930, APOSJ_08524, APOSJ_34924, APOSJ_34926, APOSJ_34928, APOSJ_08525	CAEEL18982
OG0000732	APOSJ_29012, APOSJ_59223	CAEEL02711
OG0000732	APOSJ_42660, APOSJ_63289, APOSJ_63290	CAEEL11771
OG0000733	APOSJ_25718	CAEEL17006
OG0000733	APOSJ_21693, APOSJ_28672	CAEEL15524
OG0000734	APOSJ_05774, APOSJ_05773	CAEEL18835
OG0000735	APOSJ_02012, APOSJ_02011, APOSJ_02010, APOSJ_08954	CAEEL14834, CAEEL14835
OG0000737	APOSJ_35772, APOSJ_26465, APOSJ_26468, APOSJ_26470, APOSJ_26471, APOSJ_26466, APOSJ_26469, APOSJ_26467, APOSJ_26464, APOSJ_53789	CAEEL19663, CAEEL06154, CAEEL04487, CAEEL04486
OG0000740	APOSJ_00170, APOSJ_00173, APOSJ_00169	CAEEL18076
OG0000744	APOSJ_39924, APOSJ_39925, APOSJ_39923, APOSJ_26836, APOSJ_39919, APOSJ_39921, APOSJ_55947	CAEEL01254
OG0000747	APOSJ_42736, APOSJ_32657, APOSJ_19560, APOSJ_32655, APOSJ_32656, APOSJ_32658, APOSJ_32654, APOSJ_32653, APOSJ_32652, APOSJ_50408, APOSJ_50404, APOSJ_50407, APOSJ_38405, APOSJ_50405, APOSJ_50406, APOSJ_50410, APOSJ_50409, APOSJ_38403, APOSJ_50403, APOSJ_55060, APOSJ_55053, APOSJ_55056, APOSJ_55059, APOSJ_55057, APOSJ_55054, APOSJ_55052, APOSJ_55055, APOSJ_55058, APOSJ_33222, APOSJ_33221, APOSJ_33219, APOSJ_33220	CAEEL02279
OG0000749	APOSJ_44375, APOSJ_34241, APOSJ_34236, APOSJ_34238, APOSJ_38330, APOSJ_34237, APOSJ_34242, APOSJ_44380, APOSJ_27990, APOSJ_34235, APOSJ_27989, APOSJ_34243, APOSJ_65208, APOSJ_44377, APOSJ_27986, APOSJ_44378, APOSJ_44379, APOSJ_44381, APOSJ_34240, APOSJ_44376, APOSJ_27987, APOSJ_34239, APOSJ_27988, APOSJ_44382	CAEEL11624, CAEEL14107
OG0000751	APOSJ_19337, APOSJ_34414, APOSJ_34397, APOSJ_64577	CAEEL09020
OG0000752	APOSJ_26182, APOSJ_26181	CAEEL07346
OG0000752	APOSJ_27977	CAEEL04370
OG0000753	APOSJ_47396, APOSJ_26981, APOSJ_50474	CAEEL17415
OG0000755	APOSJ_24947, APOSJ_33585, APOSJ_36448, APOSJ_60516, APOSJ_01278, APOSJ_06910, APOSJ_07988, APOSJ_36447, APOSJ_60513, APOSJ_43618, APOSJ_60515, APOSJ_33587, APOSJ_24936, APOSJ_06913, APOSJ_43626, APOSJ_60514, APOSJ_60517, APOSJ_01087, APOSJ_24959, APOSJ_36443, APOSJ_07994, APOSJ_33588, APOSJ_60512, APOSJ_33584, APOSJ_01281, APOSJ_33582, APOSJ_33583, APOSJ_33586, APOSJ_06914, APOSJ_07990, APOSJ_25726, APOSJ_01282, APOSJ_01283, APOSJ_01279	CAEEL01302
OG0000757	APOSJ_01955, APOSJ_01952	CAEEL20030
OG0000757	APOSJ_32097	CAEEL00176
OG0000759	APOSJ_62011, APOSJ_62012, APOSJ_62010	CAEEL20475, CAEEL16710
OG0000761	APOSJ_23851, APOSJ_61116, APOSJ_26309, APOSJ_64553, APOSJ_23855, APOSJ_61114, APOSJ_58291, APOSJ_64781, APOSJ_64783, APOSJ_23845, APOSJ_23848, APOSJ_61468, APOSJ_64785, APOSJ_61113, APOSJ_51722, APOSJ_61111, APOSJ_03669, APOSJ_61112, APOSJ_64780, APOSJ_61471, APOSJ_23847, APOSJ_61110, APOSJ_23857, APOSJ_61109, APOSJ_64786, APOSJ_64523, APOSJ_51723, APOSJ_61108, APOSJ_64782, APOSJ_61470, APOSJ_61117	CAEEL19698
OG0000762	APOSJ_23273, APOSJ_42854, APOSJ_17524, APOSJ_54227, APOSJ_23266, APOSJ_23275, APOSJ_23274, APOSJ_42824, APOSJ_23267, APOSJ_17526, APOSJ_27887, APOSJ_42867, APOSJ_23270, APOSJ_23272, APOSJ_17528, APOSJ_17536, APOSJ_17529, APOSJ_17525, APOSJ_54230, APOSJ_23268, APOSJ_23269, APOSJ_17535, APOSJ_23271, APOSJ_54229, APOSJ_17527	CAEEL02671
OG0000763	APOSJ_02196, APOSJ_57739, APOSJ_02199	CAEEL01521, CAEEL01520, CAEEL01519
OG0000764	APOSJ_12681, APOSJ_37396, APOSJ_30294, APOSJ_30297, APOSJ_34020, APOSJ_59021	CAEEL19739
OG0000765	APOSJ_07857, APOSJ_44225, APOSJ_44226, APOSJ_44224, APOSJ_44223, APOSJ_44222, APOSJ_07856, APOSJ_49163, APOSJ_49169, APOSJ_49162, APOSJ_07860, APOSJ_49160, APOSJ_07861, APOSJ_44227, APOSJ_49167	CAEEL08924, CAEEL20292
OG0000766	APOSJ_13729, APOSJ_13728, APOSJ_56700, APOSJ_13734, APOSJ_13731, APOSJ_56723, APOSJ_13730, APOSJ_13727	CAEEL01660
OG0000767	APOSJ_17969, APOSJ_18153, APOSJ_02954, APOSJ_02955, APOSJ_18795, APOSJ_01500, APOSJ_01499, APOSJ_01495, APOSJ_18798, APOSJ_01498, APOSJ_53897, APOSJ_65173, APOSJ_31504, APOSJ_18797, APOSJ_18793, APOSJ_01496, APOSJ_06275, APOSJ_65143, APOSJ_53900, APOSJ_18794, APOSJ_65159, APOSJ_36976, APOSJ_18796, APOSJ_24376	CAEEL15327, CAEEL15326
OG0000774	APOSJ_33820	CAEEL03062
OG0000774	APOSJ_63949	CAEEL08377
OG0000774	APOSJ_09200, APOSJ_09198, APOSJ_09197, APOSJ_09199	CAEEL12020, CAEEL14163, CAEEL12021
OG0000775	APOSJ_12325, APOSJ_36141, APOSJ_25891	CAEEL17384, CAEEL14551, CAEEL07888, CAEEL14550
OG0000776	APOSJ_60560, APOSJ_60559	CAEEL11265, CAEEL10969, CAEEL09271, CAEEL01206
OG0000776	APOSJ_62227	CAEEL19691, CAEEL14134, CAEEL11345
OG0000777	APOSJ_39367	CAEEL19291
OG0000778	APOSJ_27515, APOSJ_27517, APOSJ_27516, APOSJ_27519, APOSJ_27520, APOSJ_27518	CAEEL04054
OG0000779	APOSJ_54047, APOSJ_54049	CAEEL01706
OG0000780	APOSJ_31600, APOSJ_31599, APOSJ_32726, APOSJ_59900, APOSJ_59902, APOSJ_59904, APOSJ_59903, APOSJ_59899, APOSJ_59901, APOSJ_28092, APOSJ_23466, APOSJ_44872, APOSJ_28091, APOSJ_57843	CAEEL00305
OG0000780	APOSJ_09268, APOSJ_09267	CAEEL01193
OG0000782	APOSJ_64771, APOSJ_24067, APOSJ_24068, APOSJ_24070, APOSJ_64761, APOSJ_24069	CAEEL01741
OG0000783	APOSJ_64089	CAEEL08524
OG0000784	APOSJ_06052, APOSJ_06051, APOSJ_04173, APOSJ_04172	CAEEL19472
OG0000787	APOSJ_43413, APOSJ_01851, APOSJ_01850, APOSJ_43419, APOSJ_01847, APOSJ_05854, APOSJ_40802, APOSJ_43417, APOSJ_01845, APOSJ_43418, APOSJ_01848, APOSJ_43415, APOSJ_01844, APOSJ_43416, APOSJ_37424, APOSJ_05862	CAEEL10362
OG0000788	APOSJ_22742, APOSJ_22741	CAEEL04328, CAEEL04329, CAEEL04327
OG0000788	APOSJ_42313, APOSJ_42316, APOSJ_42312, APOSJ_42311, APOSJ_42314, APOSJ_65341	CAEEL01175
OG0000791	APOSJ_06124, APOSJ_06125, APOSJ_20874, APOSJ_39057, APOSJ_39055, APOSJ_06119, APOSJ_20872, APOSJ_06118, APOSJ_39059, APOSJ_06126, APOSJ_06123	CAEEL09121
OG0000792	APOSJ_28521, APOSJ_28523, APOSJ_40476, APOSJ_28524, APOSJ_28522, APOSJ_40475, APOSJ_40474, APOSJ_40477	CAEEL06858, CAEEL06859
OG0000793	APOSJ_14951, APOSJ_23405, APOSJ_14122, APOSJ_14123	CAEEL00246
OG0000794	APOSJ_60085, APOSJ_43468, APOSJ_17106, APOSJ_51169, APOSJ_09892, APOSJ_09891, APOSJ_11767	CAEEL14272, CAEEL13170
OG0000796	APOSJ_12499	CAEEL18138
OG0000797	APOSJ_60034, APOSJ_40856, APOSJ_15725, APOSJ_32650, APOSJ_38449, APOSJ_38448, APOSJ_32648, APOSJ_32649, APOSJ_15721, APOSJ_38451, APOSJ_60027, APOSJ_32647, APOSJ_04189, APOSJ_09897, APOSJ_15723, APOSJ_44311, APOSJ_15726, APOSJ_40776, APOSJ_44529, APOSJ_07063, APOSJ_26056, APOSJ_60060, APOSJ_09895, APOSJ_09899, APOSJ_15719, APOSJ_32651, APOSJ_09898, APOSJ_44254, APOSJ_40859, APOSJ_60081, APOSJ_09894, APOSJ_15720, APOSJ_38450, APOSJ_09896	CAEEL11404
OG0000798	APOSJ_07127, APOSJ_44763, APOSJ_20563, APOSJ_07125	CAEEL08562, CAEEL08561
OG0000800	APOSJ_27810, APOSJ_27809, APOSJ_27811, APOSJ_10729, APOSJ_43127, APOSJ_27812, APOSJ_10730, APOSJ_43133, APOSJ_27807	CAEEL15658, CAEEL15660, CAEEL15659, CAEEL15657, CAEEL15661, CAEEL04883, CAEEL16200, CAEEL16199, CAEEL13121, CAEEL11360, CAEEL11396
OG0000801	APOSJ_59383, APOSJ_15617, APOSJ_56652, APOSJ_59380, APOSJ_37282, APOSJ_63283, APOSJ_59381, APOSJ_15629, APOSJ_09326, APOSJ_56651, APOSJ_56650, APOSJ_56649, APOSJ_56647, APOSJ_14157, APOSJ_09321, APOSJ_59379, APOSJ_09322, APOSJ_63281, APOSJ_62503, APOSJ_30014, APOSJ_59937, APOSJ_37285, APOSJ_26750, APOSJ_09327, APOSJ_09323, APOSJ_63282, APOSJ_63280, APOSJ_37283, APOSJ_52031, APOSJ_59385, APOSJ_26749, APOSJ_52030, APOSJ_09324, APOSJ_52029, APOSJ_56653, APOSJ_26748, APOSJ_32059, APOSJ_56648, APOSJ_59384, APOSJ_52028, APOSJ_03827, APOSJ_16072	CAEEL00950
OG0000803	APOSJ_00199	CAEEL18447
OG0000809	APOSJ_50361, APOSJ_19777, APOSJ_19776, APOSJ_19778, APOSJ_19773, APOSJ_60280, APOSJ_19775, APOSJ_19774	CAEEL06250
OG0000810	APOSJ_53352, APOSJ_59276, APOSJ_59277	CAEEL00977
OG0000814	APOSJ_27234, APOSJ_29118, APOSJ_29114, APOSJ_04392, APOSJ_29117, APOSJ_29116	CAEEL07659, CAEEL07658
OG0000817	APOSJ_58924, APOSJ_05147, APOSJ_16466	CAEEL08608
OG0000817	APOSJ_21144, APOSJ_21145	CAEEL09272
OG0000818	APOSJ_42319, APOSJ_42320, APOSJ_42321	CAEEL08212
OG0000826	APOSJ_55177, APOSJ_55174, APOSJ_55176, APOSJ_55173, APOSJ_07122, APOSJ_55172, APOSJ_13689, APOSJ_55175	CAEEL04414
OG0000828	APOSJ_50146	CAEEL01170
OG0000828	APOSJ_39990, APOSJ_39991, APOSJ_19031, APOSJ_19029, APOSJ_19027, APOSJ_19030	CAEEL14806
OG0000833	APOSJ_32064	CAEEL05439
OG0000834	APOSJ_27505, APOSJ_25155	CAEEL00924
OG0000836	APOSJ_47104, APOSJ_47105	CAEEL01665
OG0000837	APOSJ_30433, APOSJ_48352, APOSJ_36969, APOSJ_50426, APOSJ_53788, APOSJ_07156	CAEEL19270, CAEEL07955
OG0000842	APOSJ_02046, APOSJ_02045, APOSJ_12472, APOSJ_02044	CAEEL11884
OG0000844	APOSJ_14389, APOSJ_24990	CAEEL04872, CAEEL18631, CAEEL05964, CAEEL05848
OG0000847	APOSJ_37393, APOSJ_64417, APOSJ_37410	CAEEL07299
OG0000848	APOSJ_37470, APOSJ_61306, APOSJ_61305, APOSJ_40590, APOSJ_61307	CAEEL08378
OG0000849	APOSJ_28569, APOSJ_47907, APOSJ_47906, APOSJ_47905, APOSJ_54422, APOSJ_28570, APOSJ_28571, APOSJ_47909, APOSJ_57707, APOSJ_63715, APOSJ_24980, APOSJ_24981, APOSJ_24982	CAEEL04333
OG0000850	APOSJ_48008, APOSJ_48007, APOSJ_43389, APOSJ_10662	CAEEL14176, CAEEL17117, CAEEL14155, CAEEL14177, CAEEL04935
OG0000851	APOSJ_48145, APOSJ_48146, APOSJ_32816, APOSJ_48144, APOSJ_50654, APOSJ_48147, APOSJ_05428, APOSJ_05427, APOSJ_05431, APOSJ_62125, APOSJ_09644, APOSJ_05429, APOSJ_09647, APOSJ_05434, APOSJ_09649, APOSJ_05435, APOSJ_09646, APOSJ_09643, APOSJ_05426, APOSJ_05430, APOSJ_09642, APOSJ_09648	CAEEL08745
OG0000852	APOSJ_64589, APOSJ_12943	CAEEL08255
OG0000857	APOSJ_49783, APOSJ_49781	CAEEL04547
OG0000858	APOSJ_12185, APOSJ_12184	CAEEL16889, CAEEL11559, CAEEL11560, CAEEL11558
OG0000860	APOSJ_28084, APOSJ_28083, APOSJ_28085	CAEEL09321, CAEEL18240
OG0000869	APOSJ_19244, APOSJ_56671, APOSJ_19242, APOSJ_19245, APOSJ_19240, APOSJ_56681, APOSJ_19241, APOSJ_19243	CAEEL04762
OG0000869	APOSJ_36939	CAEEL04725
OG0000870	APOSJ_11637, APOSJ_11639, APOSJ_11640, APOSJ_11638	CAEEL05330
OG0000871	APOSJ_44220	CAEEL00781, CAEEL13789
OG0000874	APOSJ_26549, APOSJ_26550, APOSJ_22841, APOSJ_22825, APOSJ_26548	CAEEL03105
OG0000875	APOSJ_08818, APOSJ_08817, APOSJ_52605, APOSJ_58380	CAEEL08184, CAEEL12416
OG0000876	APOSJ_48535, APOSJ_48534, APOSJ_35472, APOSJ_48537	CAEEL00773, CAEEL00774
OG0000877	APOSJ_50388, APOSJ_50389, APOSJ_63128, APOSJ_63129, APOSJ_22155, APOSJ_22154, APOSJ_63975, APOSJ_14069, APOSJ_14070, APOSJ_47437, APOSJ_47438	CAEEL14736, CAEEL01576, CAEEL15069, CAEEL11424, CAEEL10392, CAEEL07961, CAEEL14735, CAEEL06683, CAEEL20717
OG0000879	APOSJ_32111	CAEEL07550
OG0000887	APOSJ_00262	CAEEL20268, CAEEL06748
OG0000888	APOSJ_22590, APOSJ_49280, APOSJ_22589, APOSJ_49284, APOSJ_22591, APOSJ_32713	CAEEL00418
OG0000889	APOSJ_38181, APOSJ_33849, APOSJ_33848	CAEEL09857, CAEEL09856
OG0000889	APOSJ_02579	CAEEL07245
OG0000893	APOSJ_47025, APOSJ_29261, APOSJ_04696, APOSJ_04697	CAEEL05208
OG0000894	APOSJ_55800, APOSJ_02048	CAEEL20455
OG0000899	APOSJ_26037, APOSJ_54212, APOSJ_59288, APOSJ_13895, APOSJ_01417, APOSJ_59284, APOSJ_54213, APOSJ_14942, APOSJ_01418, APOSJ_07103, APOSJ_07107, APOSJ_07105, APOSJ_54211, APOSJ_59287, APOSJ_07108, APOSJ_54209, APOSJ_54208, APOSJ_54210, APOSJ_55379, APOSJ_01416, APOSJ_59283, APOSJ_01415, APOSJ_07109, APOSJ_07106, APOSJ_59285, APOSJ_02127, APOSJ_01414, APOSJ_59290, APOSJ_07102, APOSJ_29418, APOSJ_01413, APOSJ_08884, APOSJ_07104, APOSJ_08886	CAEEL06745
OG0000904	APOSJ_18346, APOSJ_52292, APOSJ_61681, APOSJ_56505, APOSJ_05698, APOSJ_35385	CAEEL10501
