Orthogroup	APOSJ_ok	HUMAN
OG0000715	APOSJ_39071, APOSJ_43533, APOSJ_39067, APOSJ_39068, APOSJ_39070, APOSJ_39073, APOSJ_39069, APOSJ_43529, APOSJ_43531, APOSJ_43530, APOSJ_43528, APOSJ_39074, APOSJ_39066, APOSJ_06586, APOSJ_39072	HUMAN17781, HUMAN06635, HUMAN06633, HUMAN20618, HUMAN20620
OG0000716	APOSJ_51263, APOSJ_64313, APOSJ_30671, APOSJ_58360, APOSJ_04541, APOSJ_64317, APOSJ_28316, APOSJ_04539, APOSJ_28321, APOSJ_64315, APOSJ_58359, APOSJ_51255, APOSJ_04542, APOSJ_51259, APOSJ_64318, APOSJ_51262, APOSJ_64316, APOSJ_51264, APOSJ_04540, APOSJ_51261, APOSJ_04543, APOSJ_05409, APOSJ_64314, APOSJ_51260, APOSJ_54870, APOSJ_54869, APOSJ_61592, APOSJ_04538, APOSJ_03939	HUMAN29657, HUMAN29658, HUMAN25164
OG0000717	APOSJ_10067, APOSJ_10068	HUMAN02062
OG0000718	APOSJ_33271, APOSJ_33274, APOSJ_33273, APOSJ_33272	HUMAN01467, HUMAN15637, HUMAN01962, HUMAN01963, HUMAN15306, HUMAN07484
OG0000720	APOSJ_61454, APOSJ_61453, APOSJ_00132, APOSJ_00807, APOSJ_50387, APOSJ_62988, APOSJ_39677, APOSJ_62989, APOSJ_62990, APOSJ_25918, APOSJ_56405, APOSJ_54917, APOSJ_62994, APOSJ_14156, APOSJ_44554, APOSJ_62992, APOSJ_62993, APOSJ_62991, APOSJ_54743, APOSJ_39693, APOSJ_56404, APOSJ_52494, APOSJ_44555	HUMAN23733, HUMAN09669, HUMAN09667
OG0000721	APOSJ_59489, APOSJ_59488, APOSJ_59487	HUMAN19959
OG0000721	APOSJ_54963, APOSJ_40791, APOSJ_40790	HUMAN29978, HUMAN05451, HUMAN25792
OG0000722	APOSJ_37621, APOSJ_37620	HUMAN09223, HUMAN02691, HUMAN04759, HUMAN04418, HUMAN27014
OG0000725	APOSJ_22494	HUMAN01233
OG0000725	APOSJ_44622	HUMAN04340
OG0000726	APOSJ_58267, APOSJ_08434, APOSJ_08433, APOSJ_08439	HUMAN03025, HUMAN03026, HUMAN03027, HUMAN03023, HUMAN03018, HUMAN03024, HUMAN03021, HUMAN18123, HUMAN18124, HUMAN06404
OG0000730	APOSJ_04248	HUMAN26220, HUMAN17582, HUMAN06664, HUMAN06663
OG0000731	APOSJ_34927, APOSJ_08522, APOSJ_19285, APOSJ_34925, APOSJ_34929, APOSJ_08523, APOSJ_34930, APOSJ_08524, APOSJ_34924, APOSJ_34926, APOSJ_34928, APOSJ_08525	HUMAN22042, HUMAN22043, HUMAN30245, HUMAN07638, HUMAN26695, HUMAN26696
OG0000732	APOSJ_29012, APOSJ_59223	HUMAN30214, HUMAN18534, HUMAN18537, HUMAN18535, HUMAN18536
OG0000733	APOSJ_25718	HUMAN08500, HUMAN04842, HUMAN02482
OG0000733	APOSJ_21693, APOSJ_28672	HUMAN08921, HUMAN08918, HUMAN25076
OG0000734	APOSJ_05774, APOSJ_05773	HUMAN29415, HUMAN29414, HUMAN01343, HUMAN01342
OG0000735	APOSJ_02012, APOSJ_02011, APOSJ_02010, APOSJ_08954	HUMAN25549, HUMAN25550, HUMAN18959, HUMAN28130, HUMAN28133
OG0000736	APOSJ_47303, APOSJ_52918, APOSJ_17400, APOSJ_40460, APOSJ_17398, APOSJ_17403, APOSJ_17402, APOSJ_17191	HUMAN20622, HUMAN06476
OG0000737	APOSJ_35772, APOSJ_26465, APOSJ_26468, APOSJ_26470, APOSJ_26471, APOSJ_26466, APOSJ_26469, APOSJ_26467, APOSJ_26464, APOSJ_53789	HUMAN03705, HUMAN17101, HUMAN17102
OG0000740	APOSJ_00170, APOSJ_00173, APOSJ_00169	HUMAN18572, HUMAN28388
OG0000743	APOSJ_24439, APOSJ_22851	HUMAN10614, HUMAN16281, HUMAN13445
OG0000743	APOSJ_25993	HUMAN10624, HUMAN10625, HUMAN13443
OG0000744	APOSJ_39924, APOSJ_39925, APOSJ_39923, APOSJ_26836, APOSJ_39919, APOSJ_39921, APOSJ_55947	HUMAN00289, HUMAN00292, HUMAN00290, HUMAN00281, HUMAN07979, HUMAN27970, HUMAN18870
OG0000745	APOSJ_14587	HUMAN16914, HUMAN16913, HUMAN16912
OG0000746	APOSJ_57884	HUMAN25657
OG0000746	APOSJ_59275, APOSJ_59274	HUMAN25656
OG0000748	APOSJ_63067, APOSJ_26477, APOSJ_20585, APOSJ_63028, APOSJ_63021, APOSJ_35809, APOSJ_45722, APOSJ_45717, APOSJ_01289, APOSJ_45725, APOSJ_63026, APOSJ_20581, APOSJ_01306, APOSJ_45721, APOSJ_20583, APOSJ_63034, APOSJ_45720, APOSJ_20584, APOSJ_26478, APOSJ_20582	HUMAN12918, HUMAN12919
OG0000749	APOSJ_44375, APOSJ_34241, APOSJ_34236, APOSJ_34238, APOSJ_38330, APOSJ_34237, APOSJ_34242, APOSJ_44380, APOSJ_27990, APOSJ_34235, APOSJ_27989, APOSJ_34243, APOSJ_65208, APOSJ_44377, APOSJ_27986, APOSJ_44378, APOSJ_44379, APOSJ_44381, APOSJ_34240, APOSJ_44376, APOSJ_27987, APOSJ_34239, APOSJ_27988, APOSJ_44382	HUMAN25082, HUMAN04939, HUMAN04940, HUMAN04938, HUMAN08964, HUMAN08965, HUMAN08966, HUMAN08963
OG0000750	APOSJ_40920	HUMAN08524
OG0000750	APOSJ_04519, APOSJ_45654	HUMAN24690, HUMAN24689, HUMAN24092
OG0000751	APOSJ_19337, APOSJ_34414, APOSJ_34397, APOSJ_64577	HUMAN26069, HUMAN21913
OG0000752	APOSJ_26182, APOSJ_26181	HUMAN03702
OG0000752	APOSJ_27977	HUMAN29677, HUMAN29676, HUMAN29675
OG0000752	APOSJ_19613, APOSJ_19615, APOSJ_19614	HUMAN00918, HUMAN14778
OG0000753	APOSJ_47396, APOSJ_26981	HUMAN09485
OG0000753	APOSJ_50474	HUMAN02007, HUMAN05622, HUMAN05621
OG0000755	APOSJ_24947, APOSJ_33585, APOSJ_36448, APOSJ_60516, APOSJ_01278, APOSJ_06910, APOSJ_07988, APOSJ_36447, APOSJ_60513, APOSJ_43618, APOSJ_60515, APOSJ_33587, APOSJ_24936, APOSJ_06913, APOSJ_43626, APOSJ_60514, APOSJ_60517, APOSJ_01087, APOSJ_24959, APOSJ_36443, APOSJ_07994, APOSJ_33588, APOSJ_60512, APOSJ_33584, APOSJ_01281, APOSJ_33582, APOSJ_33583, APOSJ_33586, APOSJ_06914, APOSJ_07990, APOSJ_25726, APOSJ_01282, APOSJ_01283, APOSJ_01279	HUMAN08181, HUMAN24591
OG0000756	APOSJ_35563	HUMAN24073
OG0000757	APOSJ_01955, APOSJ_01952	HUMAN10800
OG0000757	APOSJ_32097	HUMAN18080
OG0000758	APOSJ_29877, APOSJ_29876, APOSJ_29879, APOSJ_29878	HUMAN00461, HUMAN00462, HUMAN28238, HUMAN16598
OG0000759	APOSJ_62011, APOSJ_62012, APOSJ_62010	HUMAN17790, HUMAN17794, HUMAN27300, HUMAN27301, HUMAN17543
OG0000760	APOSJ_08337, APOSJ_08334, APOSJ_08335, APOSJ_44735, APOSJ_01607, APOSJ_44740, APOSJ_08339, APOSJ_28068	HUMAN05782, HUMAN21049
OG0000761	APOSJ_23851, APOSJ_61116, APOSJ_26309, APOSJ_64553, APOSJ_23855, APOSJ_61114, APOSJ_58291, APOSJ_64781, APOSJ_64783, APOSJ_23845, APOSJ_23848, APOSJ_61468, APOSJ_64785, APOSJ_61113, APOSJ_51722, APOSJ_61111, APOSJ_03669, APOSJ_61112, APOSJ_64780, APOSJ_61471, APOSJ_23847, APOSJ_61110, APOSJ_23857, APOSJ_61109, APOSJ_64786, APOSJ_64523, APOSJ_51723, APOSJ_61108, APOSJ_64782, APOSJ_61470, APOSJ_61117	HUMAN29145, HUMAN14464, HUMAN02283
OG0000762	APOSJ_23273, APOSJ_42854, APOSJ_17524, APOSJ_54227, APOSJ_23266, APOSJ_23275, APOSJ_23274, APOSJ_42824, APOSJ_23267, APOSJ_17526, APOSJ_27887, APOSJ_42867, APOSJ_23270, APOSJ_23272, APOSJ_17528, APOSJ_17536, APOSJ_17529, APOSJ_17525, APOSJ_54230, APOSJ_23268, APOSJ_23269, APOSJ_17535, APOSJ_23271, APOSJ_54229, APOSJ_17527	HUMAN06537, HUMAN17947, HUMAN17946, HUMAN26153
OG0000763	APOSJ_02196, APOSJ_57739, APOSJ_02199	HUMAN01779, HUMAN23673, HUMAN15002, HUMAN23674, HUMAN15712, HUMAN15711
OG0000765	APOSJ_07857, APOSJ_44225, APOSJ_44226, APOSJ_44224, APOSJ_44223, APOSJ_44222, APOSJ_07856, APOSJ_49163, APOSJ_49169, APOSJ_49162, APOSJ_07860, APOSJ_49160, APOSJ_07861, APOSJ_44227, APOSJ_49167	HUMAN01542, HUMAN07243
OG0000766	APOSJ_13729, APOSJ_13728, APOSJ_56700, APOSJ_13734, APOSJ_13731, APOSJ_56723, APOSJ_13730, APOSJ_13727	HUMAN01845, HUMAN01843, HUMAN14280, HUMAN23727
OG0000767	APOSJ_17969, APOSJ_18153, APOSJ_02954, APOSJ_02955, APOSJ_18795, APOSJ_01500, APOSJ_01499, APOSJ_01495, APOSJ_18798, APOSJ_01498, APOSJ_53897, APOSJ_65173, APOSJ_31504, APOSJ_18797, APOSJ_18793, APOSJ_01496, APOSJ_06275, APOSJ_65143, APOSJ_53900, APOSJ_18794, APOSJ_65159, APOSJ_36976, APOSJ_18796, APOSJ_24376	HUMAN09350, HUMAN18691, HUMAN18692
OG0000768	APOSJ_04628, APOSJ_17297, APOSJ_64659, APOSJ_55324, APOSJ_64657, APOSJ_64662, APOSJ_64658, APOSJ_17294, APOSJ_64656, APOSJ_41096, APOSJ_04622, APOSJ_60457, APOSJ_58132, APOSJ_64661, APOSJ_64660, APOSJ_23010, APOSJ_55362, APOSJ_23004, APOSJ_04623, APOSJ_04626, APOSJ_28314, APOSJ_04627, APOSJ_28759, APOSJ_58133, APOSJ_04625	HUMAN02829, HUMAN02830, HUMAN21054, HUMAN21055
OG0000772	APOSJ_61532, APOSJ_61533	HUMAN28705, HUMAN28706, HUMAN28704
OG0000774	APOSJ_33820	HUMAN01303
OG0000774	APOSJ_63949	HUMAN01304, HUMAN25353
OG0000774	APOSJ_09200, APOSJ_09198, APOSJ_09197, APOSJ_09199	HUMAN29842
OG0000775	APOSJ_12325, APOSJ_36141, APOSJ_25891	HUMAN25468, HUMAN07094
OG0000777	APOSJ_12249, APOSJ_39367	HUMAN13333
OG0000778	APOSJ_27515, APOSJ_27517, APOSJ_27516, APOSJ_27519, APOSJ_27520, APOSJ_27518	HUMAN00118, HUMAN21684, HUMAN00117
OG0000779	APOSJ_54047, APOSJ_54049	HUMAN29418
OG0000779	APOSJ_35189, APOSJ_35187, APOSJ_30464, APOSJ_20966, APOSJ_35188, APOSJ_47795, APOSJ_32539, APOSJ_35192, APOSJ_32538, APOSJ_32542	HUMAN19017, HUMAN25627, HUMAN25628, HUMAN25626, HUMAN27878
OG0000780	APOSJ_32726, APOSJ_59900, APOSJ_59902, APOSJ_59904, APOSJ_59903, APOSJ_59899, APOSJ_59901	HUMAN08674
OG0000780	APOSJ_09268, APOSJ_09267	HUMAN12283, HUMAN12282
OG0000781	APOSJ_40864, APOSJ_60706, APOSJ_60705, APOSJ_42557, APOSJ_38214, APOSJ_30264, APOSJ_60873, APOSJ_60707, APOSJ_30259, APOSJ_60872, APOSJ_42561, APOSJ_42567, APOSJ_38211, APOSJ_12907, APOSJ_12906, APOSJ_37438	HUMAN25364
OG0000782	APOSJ_64771, APOSJ_24067, APOSJ_24068, APOSJ_24070, APOSJ_64761, APOSJ_24069	HUMAN14354, HUMAN13919, HUMAN01526, HUMAN09694
OG0000784	APOSJ_06052, APOSJ_06051, APOSJ_04173, APOSJ_04172	HUMAN18358, HUMAN24114, HUMAN21806, HUMAN07657, HUMAN19259
OG0000786	APOSJ_46241, APOSJ_21834, APOSJ_46242, APOSJ_46240	HUMAN02357, HUMAN01417, HUMAN19903, HUMAN12082
OG0000787	APOSJ_43413, APOSJ_01851, APOSJ_01850, APOSJ_43419, APOSJ_01847, APOSJ_05854, APOSJ_40802, APOSJ_43417, APOSJ_01845, APOSJ_43418, APOSJ_01848, APOSJ_43415, APOSJ_01844, APOSJ_43416, APOSJ_37424, APOSJ_05862	HUMAN24287, HUMAN27681, HUMAN24285, HUMAN03250, HUMAN22686
OG0000788	APOSJ_22742, APOSJ_22741	HUMAN04411, HUMAN04410, HUMAN27018
OG0000788	APOSJ_42313, APOSJ_42316, APOSJ_42312, APOSJ_42311, APOSJ_42314, APOSJ_65341	HUMAN28674, HUMAN01749, HUMAN14357
OG0000790	APOSJ_44080	HUMAN02458, HUMAN14409, HUMAN14408, HUMAN14410
OG0000791	APOSJ_06124, APOSJ_06125, APOSJ_20874, APOSJ_39057, APOSJ_39055, APOSJ_06119, APOSJ_20872, APOSJ_06118, APOSJ_39059, APOSJ_06126, APOSJ_06123	HUMAN27291, HUMAN27292, HUMAN06332, HUMAN18232
OG0000792	APOSJ_02884, APOSJ_27285	HUMAN26127
OG0000792	APOSJ_28521, APOSJ_28523, APOSJ_40476, APOSJ_28524, APOSJ_28522, APOSJ_40475, APOSJ_40474, APOSJ_40477	HUMAN07120, HUMAN07119
OG0000793	APOSJ_14951, APOSJ_23405, APOSJ_14122, APOSJ_14123	HUMAN01813, HUMAN23530, HUMAN23529, HUMAN09808, HUMAN09807, HUMAN09806, HUMAN14239, HUMAN09819, HUMAN09820
OG0000794	APOSJ_60085, APOSJ_43468, APOSJ_17106, APOSJ_51169, APOSJ_09892, APOSJ_09891, APOSJ_11767	HUMAN05033, HUMAN05029
OG0000795	APOSJ_10400, APOSJ_05151, APOSJ_05148, APOSJ_55592, APOSJ_55587, APOSJ_05152, APOSJ_19046, APOSJ_31900, APOSJ_03407, APOSJ_05153, APOSJ_05150, APOSJ_05149, APOSJ_05154, APOSJ_45766, APOSJ_19047, APOSJ_19045	HUMAN30438, HUMAN30437, HUMAN30436
OG0000797	APOSJ_60034, APOSJ_40856, APOSJ_15725, APOSJ_32650, APOSJ_38449, APOSJ_38448, APOSJ_32648, APOSJ_32649, APOSJ_15721, APOSJ_38451, APOSJ_60027, APOSJ_32647, APOSJ_04189, APOSJ_09897, APOSJ_15723, APOSJ_44311, APOSJ_15726, APOSJ_40776, APOSJ_44529, APOSJ_07063, APOSJ_26056, APOSJ_60060, APOSJ_09895, APOSJ_09899, APOSJ_15719, APOSJ_32651, APOSJ_09898, APOSJ_44254, APOSJ_40859, APOSJ_60081, APOSJ_09894, APOSJ_15720, APOSJ_38450, APOSJ_09896	HUMAN23752, HUMAN23754, HUMAN23003, HUMAN23004
OG0000798	APOSJ_07127, APOSJ_44763, APOSJ_20563, APOSJ_07125	HUMAN12996, HUMAN10260
OG0000799	APOSJ_41368, APOSJ_41374, APOSJ_41373, APOSJ_17815, APOSJ_59000, APOSJ_17817, APOSJ_17816, APOSJ_41369, APOSJ_58999	HUMAN03572, HUMAN03573, HUMAN24207, HUMAN24208, HUMAN24205, HUMAN22273, HUMAN22272, HUMAN22274, HUMAN17345, HUMAN17346, HUMAN24206
OG0000801	APOSJ_59383, APOSJ_15617, APOSJ_56652, APOSJ_59380, APOSJ_37282, APOSJ_63283, APOSJ_59381, APOSJ_15629, APOSJ_09326, APOSJ_56651, APOSJ_56650, APOSJ_56649, APOSJ_56647, APOSJ_14157, APOSJ_09321, APOSJ_59379, APOSJ_09322, APOSJ_63281, APOSJ_62503, APOSJ_30014, APOSJ_59937, APOSJ_37285, APOSJ_26750, APOSJ_09327, APOSJ_09323, APOSJ_63282, APOSJ_63280, APOSJ_37283, APOSJ_52031, APOSJ_59385, APOSJ_26749, APOSJ_52030, APOSJ_09324, APOSJ_52029, APOSJ_56653, APOSJ_26748, APOSJ_32059, APOSJ_56648, APOSJ_59384, APOSJ_52028, APOSJ_03827, APOSJ_16072	HUMAN09761, HUMAN13969
OG0000803	APOSJ_00199	HUMAN04198, HUMAN06177
OG0000809	APOSJ_50361, APOSJ_19777, APOSJ_19776, APOSJ_19778, APOSJ_19773, APOSJ_60280, APOSJ_19775, APOSJ_19774	HUMAN01051, HUMAN15029, HUMAN15032, HUMAN15033, HUMAN15030, HUMAN23557
OG0000810	APOSJ_53352, APOSJ_59276, APOSJ_59277	HUMAN00991, HUMAN00992
OG0000810	APOSJ_61766, APOSJ_61767, APOSJ_33321	HUMAN21423, HUMAN20624, HUMAN20625
OG0000811	APOSJ_39089, APOSJ_38884, APOSJ_49181, APOSJ_39092, APOSJ_00804, APOSJ_49186, APOSJ_54817, APOSJ_55871, APOSJ_54815, APOSJ_54818, APOSJ_55869, APOSJ_54812, APOSJ_55870, APOSJ_54816, APOSJ_54813, APOSJ_54814, APOSJ_55867, APOSJ_55872, APOSJ_55868, APOSJ_39645, APOSJ_39636	HUMAN20401
OG0000811	APOSJ_39095, APOSJ_08957	HUMAN20400
OG0000813	APOSJ_32320, APOSJ_48071, APOSJ_48069, APOSJ_09244, APOSJ_44304, APOSJ_09234, APOSJ_40732, APOSJ_54656, APOSJ_40731, APOSJ_40730, APOSJ_40733, APOSJ_48070	HUMAN03259, HUMAN22179
OG0000814	APOSJ_04610	HUMAN09482
OG0000814	APOSJ_27234, APOSJ_29118, APOSJ_29114, APOSJ_04392, APOSJ_29117, APOSJ_29116	HUMAN26312
OG0000816	APOSJ_08526, APOSJ_08527	HUMAN04902, HUMAN17010, HUMAN15773
OG0000816	APOSJ_55008, APOSJ_25023	HUMAN22732, HUMAN03583
OG0000817	APOSJ_58924	HUMAN13385, HUMAN06596
OG0000817	APOSJ_05147, APOSJ_16466	HUMAN03169
OG0000817	APOSJ_21144, APOSJ_21145	HUMAN27263
OG0000818	APOSJ_42319, APOSJ_42320, APOSJ_42321	HUMAN25966, HUMAN13463, HUMAN15929, HUMAN15930, HUMAN15928
OG0000819	APOSJ_18287, APOSJ_61424, APOSJ_48684, APOSJ_20740	HUMAN04360
OG0000819	APOSJ_07797, APOSJ_07798, APOSJ_07795, APOSJ_07796	HUMAN12285, HUMAN12284
OG0000820	APOSJ_50145, APOSJ_22502	HUMAN17877
OG0000822	APOSJ_38936, APOSJ_38933, APOSJ_38934, APOSJ_38935	HUMAN06077, HUMAN06076
OG0000822	APOSJ_52853, APOSJ_52852, APOSJ_38511	HUMAN06089, HUMAN06088
OG0000824	APOSJ_03942, APOSJ_03944, APOSJ_03943, APOSJ_24452	HUMAN12192, HUMAN12199
OG0000825	APOSJ_12197	HUMAN17393, HUMAN24372
OG0000825	APOSJ_42233, APOSJ_42234, APOSJ_42235, APOSJ_37335	HUMAN06887
OG0000827	APOSJ_51202	HUMAN28623
OG0000828	APOSJ_50146	HUMAN09906, HUMAN09908, HUMAN09907, HUMAN23682, HUMAN23683
OG0000828	APOSJ_39990, APOSJ_39991, APOSJ_19031, APOSJ_19029, APOSJ_19027, APOSJ_19030	HUMAN07354
OG0000829	APOSJ_27445, APOSJ_27444	HUMAN03517, HUMAN27574, HUMAN17189
OG0000830	APOSJ_58793	HUMAN10228, HUMAN10227, HUMAN13475, HUMAN20103, HUMAN20104, HUMAN04465
OG0000831	APOSJ_61004, APOSJ_61003, APOSJ_61002	HUMAN00865, HUMAN00861
OG0000832	APOSJ_54947, APOSJ_54946	HUMAN08917, HUMAN08744, HUMAN08745, HUMAN01034
OG0000833	APOSJ_32064	HUMAN14526, HUMAN14694, HUMAN28569, HUMAN00981, HUMAN14527
OG0000834	APOSJ_27505, APOSJ_25155	HUMAN12572
OG0000835	APOSJ_42069, APOSJ_02483, APOSJ_02485, APOSJ_15072, APOSJ_14519, APOSJ_14522, APOSJ_14520, APOSJ_27386, APOSJ_48184, APOSJ_47257, APOSJ_48182, APOSJ_33110, APOSJ_48181, APOSJ_48183, APOSJ_48179, APOSJ_37505, APOSJ_48180, APOSJ_47256, APOSJ_48185	HUMAN25456
OG0000835	APOSJ_04948	HUMAN04187, HUMAN19692, HUMAN19697
OG0000836	APOSJ_47104, APOSJ_47105	HUMAN09550
OG0000837	APOSJ_53788, APOSJ_07156	HUMAN25283, HUMAN19289
OG0000838	APOSJ_42033, APOSJ_42036	HUMAN01404, HUMAN07009
OG0000841	APOSJ_20937, APOSJ_20938, APOSJ_02223, APOSJ_26762, APOSJ_20939, APOSJ_20940	HUMAN11209, HUMAN11208, HUMAN28390, HUMAN28389, HUMAN25529
OG0000842	APOSJ_02046, APOSJ_02045, APOSJ_12472, APOSJ_02044	HUMAN11438, HUMAN28733, HUMAN28739, HUMAN28726, HUMAN17591, HUMAN12703, HUMAN27200
OG0000844	APOSJ_14389, APOSJ_24990	HUMAN00341, HUMAN00340, HUMAN00339, HUMAN21889, HUMAN21890, HUMAN27161, HUMAN27162
OG0000845	APOSJ_36181	HUMAN30116
OG0000845	APOSJ_35924, APOSJ_35923, APOSJ_24773, APOSJ_35921, APOSJ_35922	HUMAN05320
OG0000846	APOSJ_34130	HUMAN18548, HUMAN18550, HUMAN05197, HUMAN18395
OG0000847	APOSJ_07138, APOSJ_07140, APOSJ_07139	HUMAN12189
OG0000847	APOSJ_37393, APOSJ_64417, APOSJ_37410	HUMAN19801, HUMAN10864
OG0000848	APOSJ_57867, APOSJ_21858	HUMAN07569, HUMAN22921, HUMAN23842
OG0000848	APOSJ_37470, APOSJ_61306, APOSJ_61305, APOSJ_40590, APOSJ_61307	HUMAN09682, HUMAN13934
OG0000849	APOSJ_28569, APOSJ_47907, APOSJ_47906, APOSJ_47905, APOSJ_54422, APOSJ_28570, APOSJ_28571, APOSJ_47909, APOSJ_57707, APOSJ_63715	HUMAN01370
OG0000849	APOSJ_24980, APOSJ_24981, APOSJ_24982	HUMAN01371
OG0000850	APOSJ_48008, APOSJ_48007	HUMAN00998
OG0000850	APOSJ_43389, APOSJ_10662	HUMAN03430
OG0000851	APOSJ_48145, APOSJ_48146, APOSJ_32816, APOSJ_48144, APOSJ_50654, APOSJ_48147, APOSJ_05428, APOSJ_05427, APOSJ_05431, APOSJ_62125, APOSJ_09644, APOSJ_05429, APOSJ_09647, APOSJ_05434, APOSJ_09649, APOSJ_05435, APOSJ_09646, APOSJ_09643, APOSJ_05426, APOSJ_05430, APOSJ_09642, APOSJ_09648	HUMAN17389, HUMAN22898
OG0000852	APOSJ_64589	HUMAN01598
OG0000852	APOSJ_12943	HUMAN18978, HUMAN18977, HUMAN13869
OG0000855	APOSJ_14055, APOSJ_14051, APOSJ_14054, APOSJ_14052, APOSJ_14053	HUMAN12462
OG0000857	APOSJ_49783, APOSJ_49781	HUMAN24948, HUMAN05809, HUMAN04190
OG0000857	APOSJ_49782	HUMAN16000
OG0000858	APOSJ_12185, APOSJ_12184	HUMAN27046, HUMAN27045
OG0000858	APOSJ_21398, APOSJ_21395, APOSJ_21396, APOSJ_21397	HUMAN19566, HUMAN05690
OG0000860	APOSJ_28084, APOSJ_28083, APOSJ_28085	HUMAN14477, HUMAN29300, HUMAN01277
OG0000866	APOSJ_34503	HUMAN26002
OG0000868	APOSJ_19636, APOSJ_12198, APOSJ_12199, APOSJ_58896, APOSJ_27329	HUMAN15364
OG0000868	APOSJ_29113, APOSJ_25427	HUMAN29668, HUMAN08901
OG0000869	APOSJ_19244, APOSJ_56671, APOSJ_19242, APOSJ_19245, APOSJ_19240, APOSJ_56681, APOSJ_19241, APOSJ_19243	HUMAN00016
OG0000869	APOSJ_36939	HUMAN23280
OG0000871	APOSJ_57144, APOSJ_57143, APOSJ_57142, APOSJ_57141, APOSJ_37908, APOSJ_59217	HUMAN30324
OG0000871	APOSJ_44220	HUMAN03633
OG0000872	APOSJ_37062, APOSJ_37063, APOSJ_04372, APOSJ_04374, APOSJ_37061, APOSJ_04369, APOSJ_04376, APOSJ_04368, APOSJ_44428, APOSJ_04373, APOSJ_04375, APOSJ_04371	HUMAN05052, HUMAN05051
OG0000874	APOSJ_26550, APOSJ_22841, APOSJ_22825, APOSJ_26548	HUMAN04088
OG0000874	APOSJ_53110	HUMAN20636
OG0000875	APOSJ_08818, APOSJ_08817	HUMAN28345
OG0000875	APOSJ_52605, APOSJ_58380	HUMAN18108
OG0000876	APOSJ_48535, APOSJ_48534, APOSJ_35472, APOSJ_48537	HUMAN02798
OG0000877	APOSJ_50388, APOSJ_50389, APOSJ_63128, APOSJ_63129, APOSJ_22155, APOSJ_22154, APOSJ_63975, APOSJ_14069, APOSJ_14070, APOSJ_47437, APOSJ_47438	HUMAN20047
OG0000878	APOSJ_64465, APOSJ_14658, APOSJ_34861, APOSJ_60058, APOSJ_09639, APOSJ_60054	HUMAN04661, HUMAN04660
OG0000878	APOSJ_42982, APOSJ_42980	HUMAN26167
OG0000879	APOSJ_38539	HUMAN21910, HUMAN11932, HUMAN22026, HUMAN22025, HUMAN11931, HUMAN11933
OG0000879	APOSJ_32111	HUMAN06283, HUMAN21911
OG0000880	APOSJ_48679, APOSJ_48680, APOSJ_48681, APOSJ_48682, APOSJ_48683, APOSJ_49069	HUMAN21143, HUMAN21144, HUMAN25036, HUMAN26847
OG0000882	APOSJ_32705, APOSJ_32703, APOSJ_32706, APOSJ_32704	HUMAN24494, HUMAN24493, HUMAN19192, HUMAN25186, HUMAN00713
OG0000887	APOSJ_40145	HUMAN19125
OG0000887	APOSJ_02931	HUMAN02796
OG0000888	APOSJ_22590, APOSJ_49280, APOSJ_22589, APOSJ_49284, APOSJ_22591, APOSJ_32713	HUMAN01523, HUMAN14144
OG0000888	APOSJ_54889, APOSJ_05548, APOSJ_54888	HUMAN17235
OG0000889	APOSJ_38181, APOSJ_33849, APOSJ_33848	HUMAN16803
OG0000889	APOSJ_02579	HUMAN04560, HUMAN10862, HUMAN13087, HUMAN19799, HUMAN19800
OG0000890	APOSJ_01352, APOSJ_01351	HUMAN16690, HUMAN19479, HUMAN19478
OG0000893	APOSJ_47025, APOSJ_29261, APOSJ_04696, APOSJ_04697	HUMAN20939, HUMAN20942, HUMAN26905, HUMAN26904, HUMAN20941
OG0000894	APOSJ_29737, APOSJ_28706, APOSJ_28705	HUMAN22934
OG0000894	APOSJ_55800, APOSJ_02048	HUMAN20156, HUMAN25909
OG0000896	APOSJ_25337	HUMAN02560, HUMAN04868
OG0000897	APOSJ_05769, APOSJ_05771, APOSJ_05768	HUMAN20369
OG0000897	APOSJ_51303, APOSJ_51302, APOSJ_21827, APOSJ_07334, APOSJ_21829, APOSJ_21826, APOSJ_13928, APOSJ_13929, APOSJ_22190	HUMAN01428
OG0000898	APOSJ_17268, APOSJ_25267	HUMAN01291, HUMAN01290, HUMAN01289
OG0000899	APOSJ_26037, APOSJ_54212, APOSJ_59288, APOSJ_13895, APOSJ_01417, APOSJ_59284, APOSJ_54213, APOSJ_14942, APOSJ_01418, APOSJ_07103, APOSJ_07107, APOSJ_07105, APOSJ_54211, APOSJ_59287, APOSJ_07108, APOSJ_54209, APOSJ_54208, APOSJ_54210, APOSJ_55379, APOSJ_01416, APOSJ_59283, APOSJ_01415, APOSJ_07109, APOSJ_07106, APOSJ_59285, APOSJ_02127, APOSJ_01414, APOSJ_59290, APOSJ_07102, APOSJ_29418, APOSJ_01413, APOSJ_08884, APOSJ_07104, APOSJ_08886	HUMAN05148, HUMAN05147, HUMAN22308, HUMAN23989
OG0000904	APOSJ_18346, APOSJ_52292, APOSJ_61681, APOSJ_56505	HUMAN03047, HUMAN24362, HUMAN30132, HUMAN03200
OG0000904	APOSJ_05698, APOSJ_35385	HUMAN22497, HUMAN22498
