Orthogroup	APOSJ_ok	PFLAV
OG0000195	APOSJ_44360, APOSJ_28008	TCONS_00022853.p1
OG0000195	APOSJ_60208, APOSJ_64163, APOSJ_57397, APOSJ_54331, APOSJ_33123, APOSJ_33131, APOSJ_28788, APOSJ_28784, APOSJ_33125, APOSJ_33124, APOSJ_28790, APOSJ_28785, APOSJ_33127, APOSJ_28786, APOSJ_33132, APOSJ_26936, APOSJ_33126, APOSJ_28787, APOSJ_64735, APOSJ_28789, APOSJ_05187, APOSJ_05186, APOSJ_41993, APOSJ_53408	TCONS_00050953.p1, TCONS_00052055.p1, TCONS_00051871.p1, TCONS_00052104.p1, TCONS_00052117.p1, TCONS_00051714.p1
OG0000196	APOSJ_49300, APOSJ_50485, APOSJ_18974, APOSJ_50482, APOSJ_50487, APOSJ_43669, APOSJ_50480, APOSJ_19967	TCONS_00050393.p1, TCONS_00035649.p1, TCONS_00037048.p1, TCONS_00022005.p1, TCONS_00005864.p1, TCONS_00034842.p1, TCONS_00038859.p1, TCONS_00051264.p1, TCONS_00035648.p1, TCONS_00035870.p1, TCONS_00023390.p1, TCONS_00034843.p1, TCONS_00014618.p1, TCONS_00008556.p1, TCONS_00033104.p1, TCONS_00036280.p1, TCONS_00008555.p1, TCONS_00020976.p1, TCONS_00024512.p1, TCONS_00014617.p1, TCONS_00051794.p1, TCONS_00030022.p1, TCONS_00057225.p1, TCONS_00038418.p1, TCONS_00032253.p1, TCONS_00034819.p1, TCONS_00033230.p1, TCONS_00004392.p1, TCONS_00009072.p1, TCONS_00035623.p1
OG0000196	APOSJ_21328, APOSJ_21332, APOSJ_21330, APOSJ_07497, APOSJ_07496	TCONS_00035622.p1, TCONS_00054821.p1
OG0000196	APOSJ_50484, APOSJ_50481, APOSJ_46236, APOSJ_50483	TCONS_00009071.p1
OG0000197	APOSJ_31939, APOSJ_31938	TCONS_00010170.p1, TCONS_00011564.p1, TCONS_00010172.p1
OG0000197	APOSJ_57099, APOSJ_30519	TCONS_00011623.p1
OG0000197	APOSJ_44985, APOSJ_17566	TCONS_00028133.p1
OG0000198	APOSJ_35925, APOSJ_24771, APOSJ_35920, APOSJ_24774	TCONS_00036869.p1, TCONS_00037371.p1, TCONS_00036867.p1, TCONS_00025300.p1, TCONS_00036883.p1
OG0000200	APOSJ_27007, APOSJ_27006, APOSJ_27008	TCONS_00022565.p1, TCONS_00043876.p1, TCONS_00043877.p1, TCONS_00043881.p1, TCONS_00043878.p1, TCONS_00021598.p1
OG0000201	APOSJ_02001, APOSJ_40885, APOSJ_20712, APOSJ_61379, APOSJ_20713, APOSJ_61381, APOSJ_20709, APOSJ_61383, APOSJ_20714, APOSJ_01998, APOSJ_20711, APOSJ_02000, APOSJ_61378, APOSJ_61382, APOSJ_61380, APOSJ_40883, APOSJ_01999, APOSJ_20710	TCONS_00014165.p1
OG0000201	APOSJ_50583, APOSJ_50582	TCONS_00006002.p1
OG0000201	APOSJ_53693	TCONS_00006848.p1
OG0000203	APOSJ_02100	TCONS_00018009.p1
OG0000203	APOSJ_24405	TCONS_00051437.p1
OG0000204	APOSJ_35665, APOSJ_00435, APOSJ_35664	TCONS_00051137.p1
OG0000204	APOSJ_15152, APOSJ_21822, APOSJ_53980, APOSJ_53978, APOSJ_21820, APOSJ_53977, APOSJ_20115, APOSJ_34935, APOSJ_05578, APOSJ_05580, APOSJ_05581, APOSJ_20123, APOSJ_34934, APOSJ_34940	TCONS_00038184.p1
OG0000205	APOSJ_29025	TCONS_00011551.p1
OG0000205	APOSJ_04616	TCONS_00002780.p1
OG0000205	APOSJ_11902	TCONS_00034971.p1, TCONS_00013738.p1
OG0000205	APOSJ_14456, APOSJ_52404, APOSJ_52403, APOSJ_39250	TCONS_00057258.p1
OG0000206	APOSJ_42430, APOSJ_06331	TCONS_00000443.p1, TCONS_00000446.p1, TCONS_00000461.p1, TCONS_00028561.p1, TCONS_00028562.p1, TCONS_00028563.p1
OG0000207	APOSJ_25005, APOSJ_04355, APOSJ_13996, APOSJ_13997, APOSJ_32397, APOSJ_44648	TCONS_00008213.p1
OG0000208	APOSJ_54582, APOSJ_16859, APOSJ_51886, APOSJ_02748, APOSJ_02744, APOSJ_47498, APOSJ_51889, APOSJ_02746, APOSJ_02749, APOSJ_47504, APOSJ_51890, APOSJ_51892, APOSJ_16865, APOSJ_51888, APOSJ_02745, APOSJ_51887, APOSJ_51891	TCONS_00043713.p1, TCONS_00043906.p1, TCONS_00043897.p1, TCONS_00043898.p1, TCONS_00043907.p1, TCONS_00043895.p1, TCONS_00043905.p1, TCONS_00043912.p1, TCONS_00043911.p1, TCONS_00042651.p1, TCONS_00043627.p1, TCONS_00043652.p1, TCONS_00043653.p1, TCONS_00042650.p1, TCONS_00043626.p1, TCONS_00042215.p1, TCONS_00043714.p1, TCONS_00053956.p1
OG0000208	APOSJ_12031, APOSJ_10526	TCONS_00006493.p1, TCONS_00006492.p1, TCONS_00006491.p1
OG0000209	APOSJ_29339	TCONS_00032894.p1
OG0000209	APOSJ_26335	TCONS_00019080.p1
OG0000210	APOSJ_36555	TCONS_00052900.p1
OG0000210	APOSJ_23289, APOSJ_23290	TCONS_00053130.p1, TCONS_00052628.p1
OG0000210	APOSJ_42249, APOSJ_51607	TCONS_00053825.p1
OG0000210	APOSJ_43273, APOSJ_32953, APOSJ_32952, APOSJ_32951	TCONS_00021209.p1
OG0000211	APOSJ_58985, APOSJ_58986	TCONS_00040533.p1
OG0000211	APOSJ_60833, APOSJ_60832	TCONS_00000780.p1
OG0000211	APOSJ_53175	TCONS_00010951.p1
OG0000211	APOSJ_25074, APOSJ_25075	TCONS_00028766.p1
OG0000211	APOSJ_12610, APOSJ_12609	TCONS_00029746.p1
OG0000213	APOSJ_17940, APOSJ_17937, APOSJ_17936, APOSJ_17938	TCONS_00006530.p1
OG0000213	APOSJ_53348	TCONS_00012857.p1, TCONS_00012854.p1, TCONS_00005461.p1
OG0000215	APOSJ_25892, APOSJ_50556	TCONS_00056058.p1, TCONS_00057218.p1
OG0000215	APOSJ_10043, APOSJ_23842, APOSJ_38369, APOSJ_28334	TCONS_00054899.p1, TCONS_00054900.p1, TCONS_00054897.p1, TCONS_00054896.p1, TCONS_00056111.p1
OG0000216	APOSJ_60963, APOSJ_60960, APOSJ_34422, APOSJ_60965, APOSJ_47866, APOSJ_16631, APOSJ_34427, APOSJ_34429, APOSJ_47870, APOSJ_55021, APOSJ_47865, APOSJ_60956, APOSJ_34425, APOSJ_31250, APOSJ_01596, APOSJ_34426, APOSJ_47871, APOSJ_47867, APOSJ_01594, APOSJ_60962, APOSJ_01595, APOSJ_60964, APOSJ_60957, APOSJ_09987, APOSJ_60959, APOSJ_34428, APOSJ_34423, APOSJ_47868, APOSJ_01599, APOSJ_34424, APOSJ_60958, APOSJ_01597, APOSJ_01598, APOSJ_60961	TCONS_00014115.p1, TCONS_00014116.p1, TCONS_00056095.p1
OG0000216	APOSJ_12698, APOSJ_40717	TCONS_00021644.p1, TCONS_00021642.p1, TCONS_00021639.p1, TCONS_00021636.p1, TCONS_00021638.p1, TCONS_00021645.p1, TCONS_00021635.p1, TCONS_00021647.p1, TCONS_00021652.p1, TCONS_00021649.p1, TCONS_00021646.p1, TCONS_00022818.p1
OG0000218	APOSJ_63275	TCONS_00020097.p1
OG0000219	APOSJ_07257, APOSJ_54894, APOSJ_08800	TCONS_00019208.p1, TCONS_00018923.p1, TCONS_00020158.p1, TCONS_00020153.p1, TCONS_00020325.p1, TCONS_00020155.p1, TCONS_00019079.p1, TCONS_00019086.p1, TCONS_00019073.p1, TCONS_00019074.p1, TCONS_00039152.p1, TCONS_00039101.p1, TCONS_00039119.p1
OG0000220	APOSJ_40559, APOSJ_40562, APOSJ_40561	TCONS_00031224.p1
OG0000220	APOSJ_17296	TCONS_00030402.p1, TCONS_00030386.p1
OG0000220	APOSJ_58789, APOSJ_58784, APOSJ_58785, APOSJ_12606, APOSJ_58787, APOSJ_58788, APOSJ_58786, APOSJ_40260, APOSJ_58783, APOSJ_41340, APOSJ_41339	TCONS_00028872.p1
OG0000220	APOSJ_15868	TCONS_00031182.p1, TCONS_00031209.p1, TCONS_00030118.p1, TCONS_00030106.p1, TCONS_00030107.p1, TCONS_00030119.p1, TCONS_00030104.p1, TCONS_00030114.p1
OG0000221	APOSJ_13257, APOSJ_13258, APOSJ_13256	TCONS_00004344.p1
OG0000221	APOSJ_04867, APOSJ_04868, APOSJ_04866, APOSJ_04870, APOSJ_30289, APOSJ_04869	TCONS_00051482.p1
OG0000221	APOSJ_41494	TCONS_00015523.p1
OG0000222	APOSJ_39633, APOSJ_39634	TCONS_00028849.p1, TCONS_00029832.p1
OG0000222	APOSJ_03427, APOSJ_03424, APOSJ_03422, APOSJ_42673, APOSJ_21374, APOSJ_03425, APOSJ_42675, APOSJ_42674, APOSJ_42671, APOSJ_03426, APOSJ_01543, APOSJ_42672, APOSJ_35367, APOSJ_21385, APOSJ_03423, APOSJ_11890	TCONS_00029416.p1
OG0000222	APOSJ_65101	TCONS_00029101.p1
OG0000223	APOSJ_15756, APOSJ_15757, APOSJ_33754, APOSJ_33752, APOSJ_15755, APOSJ_33747	TCONS_00026632.p1
OG0000223	APOSJ_54887, APOSJ_05544	TCONS_00045866.p1, TCONS_00044773.p1
OG0000223	APOSJ_49762	TCONS_00026631.p1
OG0000225	APOSJ_56112, APOSJ_56106, APOSJ_56110, APOSJ_56105, APOSJ_08401, APOSJ_32914, APOSJ_23325, APOSJ_22097, APOSJ_37698	TCONS_00048759.p1, TCONS_00049310.p1, TCONS_00049308.p1, TCONS_00048761.p1, TCONS_00047386.p1
OG0000226	APOSJ_14907	TCONS_00055059.p1, TCONS_00025573.p1, TCONS_00025572.p1, TCONS_00025576.p1, TCONS_00025577.p1, TCONS_00025575.p1, TCONS_00029303.p1, TCONS_00012426.p1, TCONS_00012423.p1
OG0000226	APOSJ_09447	TCONS_00037912.p1, TCONS_00037960.p1, TCONS_00010603.p1
OG0000226	APOSJ_11009, APOSJ_11010	TCONS_00055048.p1, TCONS_00051943.p1
OG0000227	APOSJ_17769	TCONS_00055571.p1
OG0000227	APOSJ_44126	TCONS_00003628.p1
OG0000227	APOSJ_46997	TCONS_00003624.p1
OG0000228	APOSJ_43814, APOSJ_43817, APOSJ_43816, APOSJ_43820, APOSJ_48212, APOSJ_43818, APOSJ_48210, APOSJ_43815, APOSJ_43821, APOSJ_48211, APOSJ_43813, APOSJ_43819	TCONS_00006106.p1
OG0000229	APOSJ_11313, APOSJ_46675, APOSJ_13179, APOSJ_12452, APOSJ_12450, APOSJ_03386, APOSJ_38491, APOSJ_02765, APOSJ_37744, APOSJ_37747, APOSJ_41157, APOSJ_52459, APOSJ_52460, APOSJ_59233, APOSJ_29073, APOSJ_59232, APOSJ_28375	TCONS_00025283.p1, TCONS_00025285.p1, TCONS_00025299.p1, TCONS_00023882.p1, TCONS_00025301.p1, TCONS_00025286.p1, TCONS_00025282.p1, TCONS_00015393.p1, TCONS_00023370.p1, TCONS_00023406.p1, TCONS_00023867.p1, TCONS_00023871.p1, TCONS_00025281.p1, TCONS_00054421.p1
OG0000230	APOSJ_40676, APOSJ_40677	TCONS_00045017.p1, TCONS_00049834.p1
OG0000230	APOSJ_38685, APOSJ_27025, APOSJ_00305, APOSJ_00304, APOSJ_37583, APOSJ_18151, APOSJ_35890, APOSJ_35888, APOSJ_48033	TCONS_00023886.p1, TCONS_00023904.p1, TCONS_00046346.p1, TCONS_00046345.p1, TCONS_00046350.p1, TCONS_00045251.p1, TCONS_00045255.p1
OG0000231	APOSJ_32065	TCONS_00009620.p1, TCONS_00009622.p1
OG0000231	APOSJ_59580, APOSJ_59581	TCONS_00043985.p1
OG0000231	APOSJ_55572, APOSJ_55574, APOSJ_08497, APOSJ_54144, APOSJ_55573, APOSJ_14296, APOSJ_14295, APOSJ_24387, APOSJ_14294, APOSJ_55571, APOSJ_06115, APOSJ_37044	TCONS_00006204.p1
OG0000231	APOSJ_30005, APOSJ_29991	TCONS_00009410.p1, TCONS_00009430.p1
OG0000232	APOSJ_31842, APOSJ_54459, APOSJ_65255	TCONS_00013208.p1
OG0000232	APOSJ_24778	TCONS_00017123.p1, TCONS_00017130.p1
OG0000233	APOSJ_52542, APOSJ_52541, APOSJ_57824, APOSJ_06249, APOSJ_52540, APOSJ_52539	TCONS_00022822.p1, TCONS_00031321.p1
OG0000233	APOSJ_20084, APOSJ_62555, APOSJ_20087, APOSJ_20086, APOSJ_20085, APOSJ_20088, APOSJ_62546, APOSJ_20089	TCONS_00015040.p1, TCONS_00015041.p1
OG0000234	APOSJ_61085, APOSJ_61086	TCONS_00019067.p1
OG0000234	APOSJ_22301, APOSJ_22304, APOSJ_22307, APOSJ_22306, APOSJ_09890, APOSJ_22305, APOSJ_22308, APOSJ_22303	TCONS_00036893.p1
OG0000235	APOSJ_01631, APOSJ_10209	TCONS_00007667.p1, TCONS_00007666.p1, TCONS_00008045.p1, TCONS_00008047.p1, TCONS_00008044.p1, TCONS_00008995.p1, TCONS_00008046.p1, TCONS_00009249.p1
OG0000235	APOSJ_57021	TCONS_00011152.p1, TCONS_00011151.p1
OG0000235	APOSJ_02900, APOSJ_61133, APOSJ_64609	TCONS_00009826.p1, TCONS_00009825.p1
OG0000236	APOSJ_10854, APOSJ_10855, APOSJ_10852, APOSJ_10853	TCONS_00014870.p1
OG0000236	APOSJ_06714, APOSJ_06709, APOSJ_42309, APOSJ_06712	TCONS_00005536.p1, TCONS_00005541.p1, TCONS_00005535.p1
OG0000237	APOSJ_52354	TCONS_00041295.p1, TCONS_00056601.p1, TCONS_00038468.p1, TCONS_00035117.p1, TCONS_00055585.p1, TCONS_00049835.p1, TCONS_00033831.p1, TCONS_00036989.p1, TCONS_00015232.p1, TCONS_00028032.p1, TCONS_00034111.p1, TCONS_00056725.p1, TCONS_00035048.p1, TCONS_00040421.p1, TCONS_00056250.p1, TCONS_00041274.p1, TCONS_00043463.p1, TCONS_00053198.p1, TCONS_00018944.p1, TCONS_00044123.p1, TCONS_00033770.p1, TCONS_00025448.p1
OG0000238	APOSJ_60751	TCONS_00012248.p1, TCONS_00012247.p1, TCONS_00012242.p1, TCONS_00012250.p1
OG0000238	APOSJ_43222, APOSJ_43221, APOSJ_16308, APOSJ_16311, APOSJ_16310, APOSJ_16307, APOSJ_16309, APOSJ_38410	TCONS_00008771.p1
OG0000238	APOSJ_46782	TCONS_00017969.p1
OG0000239	APOSJ_58500	TCONS_00002904.p1
OG0000239	APOSJ_19257, APOSJ_19253, APOSJ_19255, APOSJ_19256, APOSJ_55510, APOSJ_19258, APOSJ_19254, APOSJ_19252	TCONS_00010986.p1
OG0000240	APOSJ_51868, APOSJ_63263	TCONS_00005511.p1
OG0000241	APOSJ_44956	TCONS_00038621.p1, TCONS_00031490.p1, TCONS_00040088.p1, TCONS_00006955.p1
OG0000241	APOSJ_29649, APOSJ_29652	TCONS_00002248.p1, TCONS_00043079.p1, TCONS_00034741.p1
OG0000241	APOSJ_21694	TCONS_00037232.p1
OG0000241	APOSJ_59441, APOSJ_60315	TCONS_00012992.p1
OG0000241	APOSJ_12068, APOSJ_12069	TCONS_00049888.p1
OG0000242	APOSJ_03687, APOSJ_12465, APOSJ_12468, APOSJ_09368, APOSJ_09367	TCONS_00037523.p1, TCONS_00037527.p1, TCONS_00041111.p1, TCONS_00037528.p1, TCONS_00037532.p1, TCONS_00037530.p1, TCONS_00037534.p1, TCONS_00037536.p1, TCONS_00036466.p1
OG0000242	APOSJ_37639	TCONS_00041151.p1
OG0000243	APOSJ_43522, APOSJ_20107, APOSJ_20106	TCONS_00008357.p1, TCONS_00008708.p1, TCONS_00035917.p1
OG0000243	APOSJ_37496, APOSJ_55363, APOSJ_57259, APOSJ_15087, APOSJ_15088, APOSJ_57258	TCONS_00027793.p1, TCONS_00026801.p1, TCONS_00027796.p1, TCONS_00027795.p1
OG0000243	APOSJ_37179, APOSJ_32603, APOSJ_60531, APOSJ_27826, APOSJ_27827, APOSJ_49643, APOSJ_49641, APOSJ_23345, APOSJ_41467, APOSJ_23342, APOSJ_49642, APOSJ_49639, APOSJ_02067, APOSJ_41466, APOSJ_41470, APOSJ_49640, APOSJ_23338, APOSJ_23344, APOSJ_23337, APOSJ_23343	TCONS_00037088.p1, TCONS_00036629.p1, TCONS_00037778.p1, TCONS_00037777.p1, TCONS_00036620.p1, TCONS_00036023.p1, TCONS_00037776.p1, TCONS_00028858.p1, TCONS_00035918.p1, TCONS_00037079.p1, TCONS_00008710.p1, TCONS_00009054.p1, TCONS_00008703.p1, TCONS_00007430.p1, TCONS_00007429.p1, TCONS_00007428.p1, TCONS_00008962.p1, TCONS_00008960.p1, TCONS_00008959.p1
OG0000244	APOSJ_47413, APOSJ_28268, APOSJ_47417	TCONS_00008563.p1, TCONS_00008866.p1
OG0000244	APOSJ_47416, APOSJ_47411, APOSJ_47412, APOSJ_47414, APOSJ_47410, APOSJ_47415	TCONS_00007547.p1
OG0000244	APOSJ_10659	TCONS_00047686.p1
OG0000244	APOSJ_35426, APOSJ_22134, APOSJ_35428	TCONS_00007494.p1, TCONS_00007501.p1
OG0000245	APOSJ_49554, APOSJ_39972, APOSJ_39969, APOSJ_39968, APOSJ_39967, APOSJ_39971, APOSJ_39970, APOSJ_32417, APOSJ_32416	TCONS_00013874.p1, TCONS_00013872.p1, TCONS_00013873.p1
OG0000246	APOSJ_21972, APOSJ_21971, APOSJ_46843, APOSJ_52564, APOSJ_52567, APOSJ_63366, APOSJ_35609, APOSJ_46825, APOSJ_07473, APOSJ_01203	TCONS_00000511.p1
OG0000247	APOSJ_46300, APOSJ_33085, APOSJ_59998	TCONS_00046846.p1, TCONS_00033071.p1, TCONS_00016761.p1, TCONS_00055628.p1, TCONS_00045462.p1, TCONS_00015560.p1
OG0000247	APOSJ_02654, APOSJ_02656	TCONS_00040203.p1, TCONS_00019082.p1
OG0000248	APOSJ_06137	TCONS_00032888.p1
OG0000249	APOSJ_58612, APOSJ_64933, APOSJ_18363, APOSJ_41328, APOSJ_36571, APOSJ_41324, APOSJ_18357, APOSJ_18364, APOSJ_18360, APOSJ_41322, APOSJ_36569, APOSJ_36568, APOSJ_36570, APOSJ_41325, APOSJ_18358, APOSJ_18359, APOSJ_41327, APOSJ_41323, APOSJ_58615, APOSJ_18356, APOSJ_18362, APOSJ_41321, APOSJ_64939, APOSJ_18361	TCONS_00028296.p1, TCONS_00029300.p1, TCONS_00028297.p1
OG0000250	APOSJ_60690, APOSJ_57034, APOSJ_60689, APOSJ_60692	TCONS_00028853.p1
OG0000250	APOSJ_53139, APOSJ_53140	TCONS_00042963.p1
OG0000250	APOSJ_60092	TCONS_00030782.p1
OG0000250	APOSJ_51321, APOSJ_51318, APOSJ_51320, APOSJ_51319	TCONS_00024627.p1, TCONS_00023621.p1
OG0000251	APOSJ_10077, APOSJ_10078	TCONS_00050196.p1
OG0000251	APOSJ_37405, APOSJ_37406	TCONS_00032809.p1
OG0000251	APOSJ_11642, APOSJ_11643, APOSJ_11641	TCONS_00051376.p1, TCONS_00050216.p1, TCONS_00050210.p1, TCONS_00050208.p1, TCONS_00050218.p1, TCONS_00050201.p1, TCONS_00050209.p1, TCONS_00050206.p1, TCONS_00050213.p1, TCONS_00050207.p1, TCONS_00050200.p1
OG0000251	APOSJ_19333, APOSJ_19334, APOSJ_19335, APOSJ_19336	TCONS_00051029.p1
OG0000252	APOSJ_35345, APOSJ_35344	TCONS_00039495.p1
OG0000252	APOSJ_55043, APOSJ_13317, APOSJ_16881, APOSJ_62144, APOSJ_62143, APOSJ_03242, APOSJ_26399, APOSJ_04582, APOSJ_43301	TCONS_00039298.p1, TCONS_00039212.p1, TCONS_00039258.p1
OG0000253	APOSJ_10245, APOSJ_10249, APOSJ_10247, APOSJ_46728, APOSJ_00715, APOSJ_10246, APOSJ_46727, APOSJ_63651, APOSJ_63619, APOSJ_63623, APOSJ_30141, APOSJ_30142, APOSJ_30139, APOSJ_06650, APOSJ_06648, APOSJ_06649, APOSJ_06647	TCONS_00055301.p1, TCONS_00055297.p1
OG0000253	APOSJ_25102, APOSJ_25101, APOSJ_25104, APOSJ_25103	TCONS_00005885.p1, TCONS_00004638.p1, TCONS_00042799.p1, TCONS_00056701.p1
OG0000255	APOSJ_01412, APOSJ_24935, APOSJ_24934, APOSJ_62122, APOSJ_45044, APOSJ_46251, APOSJ_46252	TCONS_00022651.p1, TCONS_00022654.p1
OG0000255	APOSJ_26719, APOSJ_37115	TCONS_00020857.p1
OG0000255	APOSJ_26473, APOSJ_55649, APOSJ_56213, APOSJ_56214	TCONS_00055357.p1, TCONS_00056545.p1, TCONS_00055361.p1, TCONS_00055362.p1, TCONS_00056553.p1, TCONS_00051668.p1, TCONS_00056554.p1, TCONS_00056555.p1, TCONS_00017301.p1, TCONS_00017109.p1, TCONS_00017302.p1
OG0000256	APOSJ_45844, APOSJ_43806, APOSJ_43805, APOSJ_43809, APOSJ_43807, APOSJ_43808, APOSJ_45843, APOSJ_45847, APOSJ_19566, APOSJ_45846, APOSJ_45845	TCONS_00015961.p1
OG0000256	APOSJ_54166, APOSJ_38392	TCONS_00005012.p1
OG0000256	APOSJ_60459, APOSJ_20221, APOSJ_60460, APOSJ_60458	TCONS_00022849.p1, TCONS_00021723.p1, TCONS_00021722.p1, TCONS_00021716.p1, TCONS_00021721.p1, TCONS_00021714.p1, TCONS_00021718.p1, TCONS_00021720.p1, TCONS_00021724.p1, TCONS_00028691.p1, TCONS_00029741.p1, TCONS_00029740.p1, TCONS_00021509.p1, TCONS_00022613.p1, TCONS_00028471.p1, TCONS_00028212.p1
OG0000257	APOSJ_03668, APOSJ_22809, APOSJ_22810, APOSJ_22808	TCONS_00028283.p1
OG0000257	APOSJ_62921, APOSJ_58582	TCONS_00009913.p1
OG0000257	APOSJ_24530	TCONS_00029801.p1
OG0000258	APOSJ_57414, APOSJ_57413, APOSJ_53401, APOSJ_57412	TCONS_00013487.p1
OG0000258	APOSJ_60951, APOSJ_09320, APOSJ_39739, APOSJ_39738, APOSJ_48255	TCONS_00048565.p1
OG0000258	APOSJ_00091, APOSJ_00093, APOSJ_12496	TCONS_00010222.p1
OG0000260	APOSJ_21486, APOSJ_04202, APOSJ_04204, APOSJ_04201, APOSJ_60622, APOSJ_21488, APOSJ_25318, APOSJ_60617, APOSJ_60625, APOSJ_60623, APOSJ_21489, APOSJ_36845, APOSJ_04203, APOSJ_15738, APOSJ_63138, APOSJ_15737, APOSJ_21487, APOSJ_20591, APOSJ_21490, APOSJ_21491, APOSJ_60620, APOSJ_04208, APOSJ_12310, APOSJ_63081, APOSJ_21485, APOSJ_33668, APOSJ_04205, APOSJ_04206, APOSJ_21492, APOSJ_15739, APOSJ_60621, APOSJ_21484, APOSJ_04207	TCONS_00048892.p1
OG0000260	APOSJ_25434, APOSJ_27182, APOSJ_39526, APOSJ_27181, APOSJ_27186, APOSJ_25435, APOSJ_27184, APOSJ_39524, APOSJ_25418, APOSJ_27968	TCONS_00026041.p1
OG0000261	APOSJ_54601, APOSJ_04669, APOSJ_13239, APOSJ_13234, APOSJ_24447, APOSJ_13237, APOSJ_18905, APOSJ_18906, APOSJ_07434, APOSJ_17877, APOSJ_24451, APOSJ_40534, APOSJ_30542, APOSJ_18908, APOSJ_07438, APOSJ_46822, APOSJ_01757, APOSJ_01752, APOSJ_40552, APOSJ_13238, APOSJ_24450, APOSJ_30563, APOSJ_13240, APOSJ_01754, APOSJ_18909, APOSJ_01758, APOSJ_24446, APOSJ_54598, APOSJ_03959, APOSJ_07437, APOSJ_13241, APOSJ_54602, APOSJ_13236, APOSJ_07435, APOSJ_22889, APOSJ_24445, APOSJ_24448, APOSJ_18907, APOSJ_30461, APOSJ_07433, APOSJ_07436, APOSJ_01753, APOSJ_04659, APOSJ_18088, APOSJ_24449, APOSJ_18913, APOSJ_24444, APOSJ_07440, APOSJ_03954, APOSJ_51238, APOSJ_54603, APOSJ_18910, APOSJ_18912, APOSJ_18914, APOSJ_18911, APOSJ_07439	TCONS_00022773.p1
OG0000264	APOSJ_14388	TCONS_00033631.p1
OG0000264	APOSJ_17028, APOSJ_38707, APOSJ_38704, APOSJ_51074, APOSJ_49677, APOSJ_65233, APOSJ_51076, APOSJ_32208	TCONS_00035338.p1, TCONS_00044835.p1, TCONS_00043007.p1
OG0000265	APOSJ_52680, APOSJ_58817, APOSJ_58815, APOSJ_52679	TCONS_00015778.p1
OG0000265	APOSJ_20018, APOSJ_20017, APOSJ_20015, APOSJ_62181	TCONS_00048368.p1
OG0000266	APOSJ_52909, APOSJ_52912, APOSJ_52913, APOSJ_52914, APOSJ_52915, APOSJ_60377, APOSJ_52916, APOSJ_60446	TCONS_00040632.p1, TCONS_00040666.p1, TCONS_00040668.p1, TCONS_00012947.p1, TCONS_00012946.p1
OG0000266	APOSJ_00391, APOSJ_37587, APOSJ_00390, APOSJ_00388, APOSJ_37590, APOSJ_35404, APOSJ_00387, APOSJ_00389, APOSJ_19414, APOSJ_02426, APOSJ_37586, APOSJ_45931, APOSJ_00392, APOSJ_37588, APOSJ_00393, APOSJ_37589, APOSJ_37582, APOSJ_35405, APOSJ_02425, APOSJ_35403, APOSJ_29060	TCONS_00012949.p2
OG0000268	APOSJ_28359, APOSJ_46674, APOSJ_46672, APOSJ_46676	TCONS_00055763.p1
OG0000268	APOSJ_43224, APOSJ_43223	TCONS_00055792.p1
OG0000268	APOSJ_61897	TCONS_00056936.p1
OG0000269	APOSJ_36723, APOSJ_47040, APOSJ_47041, APOSJ_47039, APOSJ_01945, APOSJ_04094	TCONS_00020143.p1, TCONS_00020142.p1, TCONS_00019846.p1
OG0000269	APOSJ_33371, APOSJ_44001, APOSJ_56578	TCONS_00020141.p1, TCONS_00019842.p1, TCONS_00020139.p1, TCONS_00019941.p1, TCONS_00019936.p1, TCONS_00019937.p1, TCONS_00019940.p1, TCONS_00019935.p1, TCONS_00019861.p1
OG0000270	APOSJ_64167, APOSJ_09788	TCONS_00011867.p1
OG0000270	APOSJ_12360	TCONS_00011913.p1
OG0000270	APOSJ_16788, APOSJ_40249, APOSJ_38849, APOSJ_38848, APOSJ_16790, APOSJ_38851	TCONS_00000584.p1
OG0000270	APOSJ_17935, APOSJ_47429, APOSJ_17934	TCONS_00010521.p1
OG0000271	APOSJ_42689, APOSJ_37787, APOSJ_37786, APOSJ_37785, APOSJ_37788, APOSJ_53784, APOSJ_53288, APOSJ_42529, APOSJ_42530	TCONS_00020111.p1, TCONS_00055227.p1
OG0000272	APOSJ_43079, APOSJ_61577	TCONS_00017291.p1, TCONS_00017292.p1
OG0000273	APOSJ_62105, APOSJ_47428, APOSJ_13659, APOSJ_47427	TCONS_00052743.p1
OG0000273	APOSJ_49676, APOSJ_14789	TCONS_00014429.p1, TCONS_00013411.p1, TCONS_00014425.p1, TCONS_00014428.p1, TCONS_00014427.p1, TCONS_00031802.p1, TCONS_00031787.p1, TCONS_00012267.p1, TCONS_00012268.p1, TCONS_00013410.p1, TCONS_00055219.p1
OG0000273	APOSJ_38986	TCONS_00006176.p1
OG0000273	APOSJ_19920, APOSJ_09611, APOSJ_18378, APOSJ_29826, APOSJ_29825	TCONS_00018452.p1
OG0000274	APOSJ_01089	TCONS_00036495.p1
OG0000275	APOSJ_26432, APOSJ_26433, APOSJ_26435, APOSJ_26434	TCONS_00010942.p1
OG0000275	APOSJ_10549	TCONS_00048997.p1
OG0000275	APOSJ_63484, APOSJ_31102	TCONS_00030369.p1
OG0000276	APOSJ_40384, APOSJ_35008, APOSJ_03712, APOSJ_16071	TCONS_00049676.p1
OG0000276	APOSJ_38870, APOSJ_43400, APOSJ_38869	TCONS_00004239.p1
