Orthogroup	APOSJ_ok	LYTVA_ok
OG0000389	APOSJ_45091	LYTVA_09557
OG0000390	APOSJ_60702	LYTVA_03006, LYTVA_05908, LYTVA_05909, LYTVA_15943, LYTVA_02895, LYTVA_06843, LYTVA_24293, LYTVA_18122
OG0000390	APOSJ_42396	LYTVA_24095
OG0000390	APOSJ_59050	LYTVA_25744
OG0000391	APOSJ_43862, APOSJ_43863	LYTVA_14419
OG0000393	APOSJ_37401	LYTVA_07049, LYTVA_04769, LYTVA_02534
OG0000393	APOSJ_27332, APOSJ_54398, APOSJ_54399	LYTVA_18987
OG0000393	APOSJ_58923, APOSJ_27432	LYTVA_29904
OG0000394	APOSJ_00235, APOSJ_53875, APOSJ_53873, APOSJ_00233, APOSJ_38608, APOSJ_34582, APOSJ_34580, APOSJ_20170, APOSJ_34585, APOSJ_38610, APOSJ_57498, APOSJ_57495, APOSJ_20166, APOSJ_57496, APOSJ_19684, APOSJ_19671, APOSJ_34584, APOSJ_57494, APOSJ_57499, APOSJ_34583, APOSJ_34581, APOSJ_19686, APOSJ_29937, APOSJ_19675	LYTVA_25201
OG0000395	APOSJ_29258, APOSJ_16627	LYTVA_07488
OG0000395	APOSJ_25397	LYTVA_12387
OG0000396	APOSJ_12900, APOSJ_46182, APOSJ_21907	LYTVA_24408
OG0000397	APOSJ_27317, APOSJ_35633	LYTVA_01829
OG0000399	APOSJ_62878	LYTVA_10214
OG0000399	APOSJ_16843	LYTVA_23258
OG0000399	APOSJ_47890	LYTVA_10216
OG0000400	APOSJ_18323	LYTVA_21682
OG0000401	APOSJ_53113, APOSJ_53111, APOSJ_53114, APOSJ_53112, APOSJ_57402, APOSJ_03891, APOSJ_53115, APOSJ_03904	LYTVA_17743, LYTVA_12806
OG0000403	APOSJ_35999, APOSJ_35995, APOSJ_35997, APOSJ_35998, APOSJ_61714, APOSJ_61713	LYTVA_09740
OG0000403	APOSJ_43150, APOSJ_08755, APOSJ_08759, APOSJ_08761, APOSJ_08757, APOSJ_08760, APOSJ_08756	LYTVA_17322, LYTVA_05699
OG0000404	APOSJ_45960	LYTVA_11246
OG0000404	APOSJ_32095	LYTVA_11319, LYTVA_26787
OG0000404	APOSJ_53262, APOSJ_53263, APOSJ_53266, APOSJ_62349, APOSJ_53267, APOSJ_34637, APOSJ_53264, APOSJ_30197	LYTVA_12143
OG0000405	APOSJ_63025, APOSJ_63022, APOSJ_27533, APOSJ_27536, APOSJ_27531, APOSJ_27534, APOSJ_63023, APOSJ_27532, APOSJ_27535, APOSJ_27528, APOSJ_27530, APOSJ_27529	LYTVA_02873
OG0000409	APOSJ_35378	LYTVA_04867, LYTVA_17260, LYTVA_24503
OG0000409	APOSJ_13202, APOSJ_08547	LYTVA_29459
OG0000410	APOSJ_08054, APOSJ_31190, APOSJ_29704, APOSJ_29705, APOSJ_29708, APOSJ_31192, APOSJ_29706, APOSJ_29709, APOSJ_31193, APOSJ_63811, APOSJ_29707, APOSJ_31191	LYTVA_05604, LYTVA_08927
OG0000411	APOSJ_58040, APOSJ_61992, APOSJ_60239	LYTVA_28501
OG0000412	APOSJ_36086, APOSJ_37442, APOSJ_11743, APOSJ_11744, APOSJ_11745	LYTVA_13235
OG0000413	APOSJ_24595, APOSJ_24593, APOSJ_24594	LYTVA_30013
OG0000413	APOSJ_20536, APOSJ_01798	LYTVA_27164
OG0000415	APOSJ_39680, APOSJ_39681	LYTVA_15027
OG0000417	APOSJ_31082	LYTVA_13119
OG0000417	APOSJ_11845	LYTVA_09421, LYTVA_01195
OG0000417	APOSJ_10585, APOSJ_10588, APOSJ_10586	LYTVA_22673
OG0000417	APOSJ_40235, APOSJ_46265, APOSJ_40231, APOSJ_46264, APOSJ_24144, APOSJ_24145, APOSJ_40234, APOSJ_24143, APOSJ_40232	LYTVA_07397, LYTVA_27731, LYTVA_14787
OG0000417	APOSJ_50224	LYTVA_04747, LYTVA_02916, LYTVA_06178, LYTVA_20445
OG0000418	APOSJ_36446, APOSJ_17088, APOSJ_58675	LYTVA_02710, LYTVA_00368
OG0000418	APOSJ_30544, APOSJ_18291, APOSJ_06755, APOSJ_06756	LYTVA_03418, LYTVA_06581, LYTVA_03367, LYTVA_03365, LYTVA_25323, LYTVA_19554
OG0000419	APOSJ_58631, APOSJ_58630, APOSJ_08113, APOSJ_08119, APOSJ_08117, APOSJ_08114, APOSJ_08115, APOSJ_50991, APOSJ_08116, APOSJ_42189, APOSJ_08118, APOSJ_34079	LYTVA_16286
OG0000420	APOSJ_55411, APOSJ_39760, APOSJ_10986, APOSJ_39762, APOSJ_10985, APOSJ_10984, APOSJ_39761, APOSJ_48430, APOSJ_10987, APOSJ_39763, APOSJ_21508, APOSJ_04266	LYTVA_08019, LYTVA_16847
OG0000422	APOSJ_49824, APOSJ_32007, APOSJ_03562, APOSJ_49828, APOSJ_49829, APOSJ_49826, APOSJ_49822, APOSJ_32008, APOSJ_31423, APOSJ_31424, APOSJ_31422, APOSJ_49827, APOSJ_42477, APOSJ_32006, APOSJ_32005, APOSJ_49825, APOSJ_32010, APOSJ_49823	LYTVA_06865
OG0000424	APOSJ_16377	LYTVA_25545, LYTVA_03567
OG0000425	APOSJ_09919, APOSJ_09922, APOSJ_09924, APOSJ_09925, APOSJ_63999, APOSJ_09923, APOSJ_12531, APOSJ_09920	LYTVA_08575
OG0000425	APOSJ_41338, APOSJ_41337	LYTVA_01661, LYTVA_16295
OG0000426	APOSJ_63344, APOSJ_52406	LYTVA_06898
OG0000426	APOSJ_32498, APOSJ_32501, APOSJ_32500, APOSJ_06316, APOSJ_32499	LYTVA_28523, LYTVA_10466
OG0000427	APOSJ_24669	LYTVA_16595
OG0000427	APOSJ_23730	LYTVA_19896
OG0000429	APOSJ_27185, APOSJ_12543, APOSJ_19453	LYTVA_08351
OG0000429	APOSJ_24652	LYTVA_05078
OG0000430	APOSJ_55144	LYTVA_02945, LYTVA_20340
OG0000431	APOSJ_03912	LYTVA_04640
OG0000432	APOSJ_11780, APOSJ_11779	LYTVA_08315
OG0000432	APOSJ_38231, APOSJ_38230, APOSJ_38235, APOSJ_38233, APOSJ_38237, APOSJ_53243, APOSJ_38234, APOSJ_53244, APOSJ_62180, APOSJ_39360, APOSJ_38232, APOSJ_38236	LYTVA_02449
OG0000433	APOSJ_13437, APOSJ_13435, APOSJ_19052, APOSJ_13436, APOSJ_13439, APOSJ_13438	LYTVA_26219
OG0000433	APOSJ_34783, APOSJ_26320	LYTVA_06955
OG0000434	APOSJ_40414	LYTVA_01609
OG0000434	APOSJ_31871, APOSJ_50179, APOSJ_50185, APOSJ_50180, APOSJ_50184, APOSJ_20391, APOSJ_50181, APOSJ_50178, APOSJ_50177, APOSJ_50182, APOSJ_65166, APOSJ_65165, APOSJ_25771, APOSJ_25772, APOSJ_25773	LYTVA_24504
OG0000434	APOSJ_37312, APOSJ_00867, APOSJ_00868, APOSJ_29247, APOSJ_29245, APOSJ_29243, APOSJ_29248, APOSJ_29244, APOSJ_29246	LYTVA_12787, LYTVA_04901
OG0000435	APOSJ_06348, APOSJ_40171, APOSJ_63487, APOSJ_34346	LYTVA_13773, LYTVA_29418
OG0000435	APOSJ_39390, APOSJ_62293	LYTVA_27506
OG0000436	APOSJ_28155, APOSJ_20785, APOSJ_28151, APOSJ_46522, APOSJ_62168, APOSJ_20013, APOSJ_28156, APOSJ_26846, APOSJ_20011, APOSJ_20014, APOSJ_23211, APOSJ_20012, APOSJ_23209, APOSJ_28157, APOSJ_28158, APOSJ_62167, APOSJ_62176, APOSJ_28160, APOSJ_28154, APOSJ_23207, APOSJ_23208, APOSJ_28159, APOSJ_23213, APOSJ_28152, APOSJ_20010, APOSJ_20009, APOSJ_28153	LYTVA_21248
OG0000437	APOSJ_21896, APOSJ_62288, APOSJ_21897, APOSJ_21893, APOSJ_63908	LYTVA_11759
OG0000442	APOSJ_60316, APOSJ_56306, APOSJ_56308, APOSJ_56305, APOSJ_58037, APOSJ_56304, APOSJ_56307, APOSJ_52970, APOSJ_56309	LYTVA_03518
OG0000442	APOSJ_40499	LYTVA_02198
OG0000442	APOSJ_17649	LYTVA_11814, LYTVA_13337
OG0000443	APOSJ_20976, APOSJ_34695, APOSJ_20975, APOSJ_34697, APOSJ_20973, APOSJ_18085, APOSJ_20974, APOSJ_49106, APOSJ_18082, APOSJ_34694, APOSJ_20977, APOSJ_18091, APOSJ_34693, APOSJ_34698	LYTVA_07561
OG0000443	APOSJ_42353, APOSJ_06689, APOSJ_18261, APOSJ_42350, APOSJ_37858, APOSJ_01066, APOSJ_01068, APOSJ_01064, APOSJ_42349, APOSJ_42347, APOSJ_42163, APOSJ_42352, APOSJ_36425, APOSJ_37859, APOSJ_06687, APOSJ_01065, APOSJ_06688, APOSJ_49738, APOSJ_01067, APOSJ_18260, APOSJ_42346, APOSJ_36427, APOSJ_36426, APOSJ_36424, APOSJ_42348, APOSJ_18262, APOSJ_37857, APOSJ_36428, APOSJ_42351, APOSJ_49745, APOSJ_54309, APOSJ_49740, APOSJ_49737	LYTVA_21803
OG0000444	APOSJ_53476, APOSJ_63475, APOSJ_63471	LYTVA_22417, LYTVA_07815
OG0000444	APOSJ_62781, APOSJ_62782	LYTVA_19323
OG0000445	APOSJ_07481, APOSJ_10908, APOSJ_33341	LYTVA_19669, LYTVA_09903, LYTVA_09664
OG0000446	APOSJ_65177, APOSJ_65176	LYTVA_21122
OG0000446	APOSJ_65246, APOSJ_65243	LYTVA_02398, LYTVA_06665
OG0000447	APOSJ_33423, APOSJ_39549, APOSJ_21344, APOSJ_37832, APOSJ_33416, APOSJ_39548, APOSJ_21347, APOSJ_46524, APOSJ_40055, APOSJ_33417, APOSJ_37049, APOSJ_33419, APOSJ_33422, APOSJ_38407, APOSJ_21348, APOSJ_21349, APOSJ_37833, APOSJ_00588, APOSJ_33420, APOSJ_63648, APOSJ_39551, APOSJ_63640, APOSJ_04484, APOSJ_46381, APOSJ_33418, APOSJ_27284, APOSJ_21346, APOSJ_21345, APOSJ_27283, APOSJ_27286, APOSJ_33421, APOSJ_39552, APOSJ_37045, APOSJ_27291, APOSJ_21343, APOSJ_37834, APOSJ_46509, APOSJ_33424	LYTVA_12231
OG0000448	APOSJ_16275	LYTVA_02468
OG0000450	APOSJ_17390, APOSJ_17391, APOSJ_17389, APOSJ_17392, APOSJ_17388, APOSJ_17393	LYTVA_17101
OG0000453	APOSJ_39951, APOSJ_21266, APOSJ_21265, APOSJ_21264, APOSJ_21267	LYTVA_27618, LYTVA_26520, LYTVA_16783
OG0000456	APOSJ_05419, APOSJ_32195	LYTVA_14366
OG0000456	APOSJ_03884, APOSJ_33942, APOSJ_03886, APOSJ_03885	LYTVA_04748, LYTVA_04742, LYTVA_17006
OG0000457	APOSJ_46915, APOSJ_11630, APOSJ_06566, APOSJ_06563, APOSJ_00759, APOSJ_00756, APOSJ_64330, APOSJ_00757, APOSJ_12194, APOSJ_25376, APOSJ_64321, APOSJ_32844, APOSJ_41440, APOSJ_06561, APOSJ_41439, APOSJ_46917, APOSJ_06565, APOSJ_00761, APOSJ_46916, APOSJ_46913, APOSJ_10541, APOSJ_46912, APOSJ_32841, APOSJ_12195, APOSJ_59927, APOSJ_53412, APOSJ_46918, APOSJ_00762, APOSJ_59926, APOSJ_00758, APOSJ_00760, APOSJ_53410, APOSJ_06564, APOSJ_00755	LYTVA_29764
OG0000458	APOSJ_07623, APOSJ_07621, APOSJ_31447, APOSJ_24898, APOSJ_01226, APOSJ_31429, APOSJ_26015, APOSJ_07616	LYTVA_22216
OG0000458	APOSJ_52933, APOSJ_19824	LYTVA_26424, LYTVA_26419, LYTVA_22737, LYTVA_26418, LYTVA_22736
OG0000460	APOSJ_23650, APOSJ_23649, APOSJ_23652, APOSJ_23651	LYTVA_15963
OG0000460	APOSJ_27053, APOSJ_27054	LYTVA_30185, LYTVA_04918, LYTVA_13007
OG0000460	APOSJ_53797, APOSJ_53798, APOSJ_48262, APOSJ_53796, APOSJ_48261, APOSJ_53795, APOSJ_48108, APOSJ_22139, APOSJ_34528, APOSJ_04714, APOSJ_29435, APOSJ_15404, APOSJ_23181, APOSJ_23177, APOSJ_15405, APOSJ_23176, APOSJ_23849, APOSJ_23883	LYTVA_15892, LYTVA_25851, LYTVA_25850, LYTVA_23449, LYTVA_06594, LYTVA_10021, LYTVA_17735, LYTVA_29058, LYTVA_15208, LYTVA_00951, LYTVA_23973
OG0000461	APOSJ_15333, APOSJ_24916, APOSJ_24919, APOSJ_21047, APOSJ_21049, APOSJ_21051, APOSJ_15336, APOSJ_02773, APOSJ_21052, APOSJ_15335, APOSJ_63710, APOSJ_21048, APOSJ_02772, APOSJ_21050, APOSJ_24918, APOSJ_30700, APOSJ_15334, APOSJ_15332, APOSJ_25654, APOSJ_24920, APOSJ_21053, APOSJ_24917	LYTVA_27812
OG0000463	APOSJ_18621, APOSJ_18619, APOSJ_18622	LYTVA_20402
OG0000463	APOSJ_38796, APOSJ_43105, APOSJ_38791, APOSJ_43108	LYTVA_25915
OG0000463	APOSJ_21797, APOSJ_21796	LYTVA_18875, LYTVA_06079
OG0000465	APOSJ_47214, APOSJ_47212, APOSJ_27264	LYTVA_30093
OG0000465	APOSJ_19682, APOSJ_19683	LYTVA_15105
OG0000466	APOSJ_40609, APOSJ_40610, APOSJ_40608, APOSJ_40607, APOSJ_59356, APOSJ_07051	LYTVA_11121, LYTVA_13501, LYTVA_19960, LYTVA_10498, LYTVA_26346, LYTVA_17159, LYTVA_23863, LYTVA_26185
OG0000466	APOSJ_33291	LYTVA_12998
OG0000467	APOSJ_42240, APOSJ_06699, APOSJ_06698, APOSJ_06700, APOSJ_06701, APOSJ_06697, APOSJ_39334, APOSJ_42237, APOSJ_06696	LYTVA_22913
OG0000468	APOSJ_46770, APOSJ_25944, APOSJ_39036, APOSJ_39034, APOSJ_39032, APOSJ_39031, APOSJ_39033, APOSJ_39035	LYTVA_29019, LYTVA_11992, LYTVA_25362, LYTVA_17846, LYTVA_25959, LYTVA_07913
OG0000468	APOSJ_51584	LYTVA_09600
OG0000469	APOSJ_22310	LYTVA_00030
OG0000469	APOSJ_01924, APOSJ_65240	LYTVA_28593
OG0000470	APOSJ_06395, APOSJ_06396, APOSJ_06398	LYTVA_08829
OG0000470	APOSJ_59730, APOSJ_59732, APOSJ_40627, APOSJ_20003, APOSJ_40628, APOSJ_59735, APOSJ_62149, APOSJ_40619, APOSJ_20008, APOSJ_20006, APOSJ_20004, APOSJ_40626, APOSJ_40622, APOSJ_59731, APOSJ_40621, APOSJ_20007, APOSJ_20005, APOSJ_40620, APOSJ_40625, APOSJ_59729, APOSJ_59734, APOSJ_59736, APOSJ_54133, APOSJ_40624, APOSJ_59733	LYTVA_28529
OG0000472	APOSJ_06850, APOSJ_01105, APOSJ_01106, APOSJ_46626, APOSJ_57591	LYTVA_25455, LYTVA_12793
OG0000473	APOSJ_05202	LYTVA_18289
OG0000473	APOSJ_37622	LYTVA_23971, LYTVA_18560, LYTVA_01735
OG0000475	APOSJ_60939, APOSJ_60934, APOSJ_60932, APOSJ_60935, APOSJ_60933, APOSJ_60936, APOSJ_61466, APOSJ_60937	LYTVA_01550
OG0000476	APOSJ_09240	LYTVA_25122
OG0000476	APOSJ_23487	LYTVA_13391
OG0000477	APOSJ_51558, APOSJ_51557	LYTVA_20782
OG0000478	APOSJ_04795	LYTVA_03492
OG0000479	APOSJ_50477	LYTVA_06137, LYTVA_28172
OG0000479	APOSJ_00817, APOSJ_00819, APOSJ_00822, APOSJ_00818, APOSJ_58107, APOSJ_00821, APOSJ_00820	LYTVA_05897
OG0000480	APOSJ_08851, APOSJ_08847, APOSJ_08846, APOSJ_08848, APOSJ_08852, APOSJ_08855, APOSJ_08850, APOSJ_08849	LYTVA_20914
OG0000480	APOSJ_31389, APOSJ_31388, APOSJ_31390	LYTVA_03386, LYTVA_28708, LYTVA_06044
OG0000480	APOSJ_33958, APOSJ_33957	LYTVA_27796, LYTVA_11906
OG0000481	APOSJ_52806, APOSJ_58199	LYTVA_03656
OG0000482	APOSJ_03933, APOSJ_03935, APOSJ_10904, APOSJ_03638, APOSJ_03934	LYTVA_27236
OG0000482	APOSJ_10909, APOSJ_10907, APOSJ_10903, APOSJ_10905, APOSJ_10906	LYTVA_29735
OG0000483	APOSJ_19230, APOSJ_24844, APOSJ_04010, APOSJ_58838, APOSJ_58839, APOSJ_58837, APOSJ_58836, APOSJ_05085, APOSJ_04045, APOSJ_04011, APOSJ_04012	LYTVA_22644
OG0000484	APOSJ_38276, APOSJ_38275	LYTVA_07250
OG0000485	APOSJ_62319, APOSJ_28628, APOSJ_62322, APOSJ_62321, APOSJ_62320, APOSJ_04739, APOSJ_62318, APOSJ_46115, APOSJ_46113, APOSJ_46122	LYTVA_18258
OG0000486	APOSJ_50215, APOSJ_50216	LYTVA_11725
OG0000486	APOSJ_22647, APOSJ_24406	LYTVA_15926
OG0000486	APOSJ_54782, APOSJ_33843, APOSJ_60115, APOSJ_45313, APOSJ_60657	LYTVA_17161, LYTVA_29368, LYTVA_28063, LYTVA_14259
OG0000487	APOSJ_11299, APOSJ_11296, APOSJ_11297, APOSJ_11295, APOSJ_56190	LYTVA_10942
OG0000488	APOSJ_20777, APOSJ_20778, APOSJ_39152, APOSJ_20783, APOSJ_20776, APOSJ_20779, APOSJ_20782, APOSJ_20780, APOSJ_06078, APOSJ_06084, APOSJ_06083, APOSJ_06082, APOSJ_06080	LYTVA_07230
OG0000489	APOSJ_25864, APOSJ_25865, APOSJ_25861, APOSJ_25866, APOSJ_25863, APOSJ_25862	LYTVA_15576
OG0000490	APOSJ_43135, APOSJ_43142, APOSJ_53127, APOSJ_43136, APOSJ_43137, APOSJ_61499, APOSJ_43139, APOSJ_04379, APOSJ_43140, APOSJ_43141, APOSJ_43138, APOSJ_53126	LYTVA_11400
OG0000491	APOSJ_48921	LYTVA_10685, LYTVA_06011
OG0000494	APOSJ_27996, APOSJ_22729, APOSJ_22730, APOSJ_27994, APOSJ_44324, APOSJ_22733, APOSJ_44326, APOSJ_22734, APOSJ_22732, APOSJ_27997, APOSJ_27998, APOSJ_44328, APOSJ_27995, APOSJ_22731, APOSJ_44322	LYTVA_25114
OG0000495	APOSJ_28743, APOSJ_36602	LYTVA_25605, LYTVA_24473
OG0000495	APOSJ_25896, APOSJ_25899, APOSJ_60071, APOSJ_25897, APOSJ_25900	LYTVA_18087
OG0000496	APOSJ_43800	LYTVA_09688
OG0000496	APOSJ_60355	LYTVA_20024
OG0000497	APOSJ_02507, APOSJ_15320	LYTVA_10382
OG0000497	APOSJ_46502, APOSJ_46508, APOSJ_05403, APOSJ_05405, APOSJ_00427, APOSJ_46505, APOSJ_00421, APOSJ_00424, APOSJ_59967, APOSJ_00423, APOSJ_46504, APOSJ_59485, APOSJ_46500, APOSJ_05402, APOSJ_46503, APOSJ_05404, APOSJ_60000, APOSJ_46507, APOSJ_59483, APOSJ_00422, APOSJ_46506, APOSJ_59484, APOSJ_33612, APOSJ_00425	LYTVA_04632
OG0000498	APOSJ_07208, APOSJ_36210, APOSJ_32783, APOSJ_26557, APOSJ_04619, APOSJ_32790, APOSJ_64427, APOSJ_64424, APOSJ_26551, APOSJ_03203, APOSJ_14657, APOSJ_32784, APOSJ_45008, APOSJ_04621, APOSJ_64422, APOSJ_64419, APOSJ_46085, APOSJ_07771, APOSJ_58848, APOSJ_45007, APOSJ_45002, APOSJ_04618, APOSJ_46082, APOSJ_20789, APOSJ_20806	LYTVA_16978
OG0000499	APOSJ_18558, APOSJ_18553, APOSJ_18559, APOSJ_18555, APOSJ_18557, APOSJ_54078, APOSJ_18560, APOSJ_18556	LYTVA_13776
OG0000501	APOSJ_19719, APOSJ_19718	LYTVA_29124, LYTVA_18405
OG0000502	APOSJ_39769	LYTVA_05518, LYTVA_05517
OG0000503	APOSJ_47356, APOSJ_03773	LYTVA_17922, LYTVA_19324
OG0000504	APOSJ_14939	LYTVA_12798
OG0000504	APOSJ_01528	LYTVA_12298, LYTVA_20673
OG0000505	APOSJ_10376, APOSJ_64358, APOSJ_64359, APOSJ_64363, APOSJ_16097, APOSJ_64367, APOSJ_64364, APOSJ_64362, APOSJ_10375, APOSJ_10373, APOSJ_10371, APOSJ_64360, APOSJ_10372, APOSJ_16096, APOSJ_10374, APOSJ_64368	LYTVA_05839
OG0000506	APOSJ_28246, APOSJ_45838, APOSJ_28243, APOSJ_28245, APOSJ_28244	LYTVA_28601
OG0000508	APOSJ_58113	LYTVA_12099
OG0000508	APOSJ_46367, APOSJ_46366, APOSJ_46365, APOSJ_46364	LYTVA_28377
OG0000509	APOSJ_48784, APOSJ_34365, APOSJ_09132, APOSJ_09128, APOSJ_02317, APOSJ_02316, APOSJ_14039, APOSJ_08030, APOSJ_08032, APOSJ_02321, APOSJ_09137, APOSJ_09136, APOSJ_02323, APOSJ_09129, APOSJ_09127, APOSJ_02320, APOSJ_02322, APOSJ_08034, APOSJ_09130, APOSJ_02319, APOSJ_08029, APOSJ_02318, APOSJ_08033, APOSJ_09133, APOSJ_09131, APOSJ_08031, APOSJ_02904, APOSJ_44635, APOSJ_12216, APOSJ_41203	LYTVA_13167
OG0000510	APOSJ_27942, APOSJ_43444, APOSJ_39953, APOSJ_39957, APOSJ_29828, APOSJ_39955, APOSJ_39952, APOSJ_39954	LYTVA_19046, LYTVA_02807
OG0000510	APOSJ_37391, APOSJ_59529, APOSJ_37385, APOSJ_37388, APOSJ_37390, APOSJ_37389, APOSJ_37386, APOSJ_37387, APOSJ_33951	LYTVA_16080
OG0000511	APOSJ_18498	LYTVA_09309, LYTVA_12973, LYTVA_12008
OG0000513	APOSJ_21900	LYTVA_03566
OG0000515	APOSJ_16174, APOSJ_16177, APOSJ_16175, APOSJ_16173, APOSJ_61849, APOSJ_61835, APOSJ_36409, APOSJ_36411, APOSJ_36410, APOSJ_29902, APOSJ_29901, APOSJ_39655, APOSJ_39656, APOSJ_39657, APOSJ_51002, APOSJ_62063, APOSJ_10548, APOSJ_30754, APOSJ_37373, APOSJ_26817, APOSJ_26820, APOSJ_26819, APOSJ_26818, APOSJ_03718, APOSJ_03719	LYTVA_07120, LYTVA_07117
OG0000515	APOSJ_58061, APOSJ_43043, APOSJ_59999, APOSJ_05215, APOSJ_31666, APOSJ_45674, APOSJ_07944, APOSJ_45672, APOSJ_45671, APOSJ_56793, APOSJ_02287, APOSJ_37648, APOSJ_06247	LYTVA_20113, LYTVA_20114, LYTVA_28123, LYTVA_22248, LYTVA_11079, LYTVA_15154, LYTVA_26737, LYTVA_19505, LYTVA_09455
OG0000519	APOSJ_33924, APOSJ_33925, APOSJ_24998, APOSJ_24997, APOSJ_26148, APOSJ_56974, APOSJ_56975, APOSJ_28639, APOSJ_28637, APOSJ_63544, APOSJ_28638, APOSJ_56973	LYTVA_05363, LYTVA_05364
OG0000519	APOSJ_28327	LYTVA_13323
OG0000520	APOSJ_31467	LYTVA_00781
OG0000520	APOSJ_32287, APOSJ_11887, APOSJ_11888	LYTVA_18628
OG0000521	APOSJ_24270, APOSJ_24269	LYTVA_05276
OG0000521	APOSJ_42057, APOSJ_42056, APOSJ_42055, APOSJ_42054	LYTVA_03547
OG0000522	APOSJ_04259, APOSJ_64773, APOSJ_04258, APOSJ_04260, APOSJ_04257, APOSJ_04256, APOSJ_04261	LYTVA_15018, LYTVA_09443
OG0000522	APOSJ_01522	LYTVA_24796
OG0000522	APOSJ_44513	LYTVA_29533, LYTVA_27966
OG0000523	APOSJ_39879, APOSJ_11167, APOSJ_11168, APOSJ_11170, APOSJ_11169	LYTVA_00966
OG0000524	APOSJ_32896, APOSJ_32901, APOSJ_32898, APOSJ_32899, APOSJ_32897, APOSJ_32900	LYTVA_27652
OG0000525	APOSJ_34776, APOSJ_34777	LYTVA_27355
OG0000525	APOSJ_41806, APOSJ_62376, APOSJ_65303, APOSJ_62370, APOSJ_41808, APOSJ_41807	LYTVA_20949
OG0000526	APOSJ_63849, APOSJ_44853	LYTVA_10678
OG0000526	APOSJ_47160	LYTVA_25363
OG0000526	APOSJ_64283	LYTVA_25370
OG0000527	APOSJ_00816, APOSJ_12256, APOSJ_65015	LYTVA_20562
OG0000528	APOSJ_52117	LYTVA_25533
OG0000528	APOSJ_26270, APOSJ_26272, APOSJ_26269, APOSJ_26271, APOSJ_26268	LYTVA_22002
OG0000529	APOSJ_35859, APOSJ_24524	LYTVA_23566
OG0000529	APOSJ_14572, APOSJ_14573	LYTVA_23159
OG0000530	APOSJ_52891, APOSJ_34280, APOSJ_52887, APOSJ_43675, APOSJ_34277, APOSJ_34281, APOSJ_52888, APOSJ_52890, APOSJ_34278, APOSJ_43673, APOSJ_52885, APOSJ_52892, APOSJ_49382, APOSJ_34282, APOSJ_43676, APOSJ_60893, APOSJ_54657, APOSJ_34284, APOSJ_52886, APOSJ_60898, APOSJ_07364, APOSJ_34283, APOSJ_52889, APOSJ_43674, APOSJ_34279, APOSJ_07357, APOSJ_54659	LYTVA_01074
OG0000531	APOSJ_05727, APOSJ_24332, APOSJ_24333, APOSJ_24331, APOSJ_05731, APOSJ_24334, APOSJ_38442, APOSJ_05730, APOSJ_38439, APOSJ_22051, APOSJ_36376, APOSJ_05732, APOSJ_05728, APOSJ_24330, APOSJ_05729	LYTVA_06014
OG0000532	APOSJ_56269, APOSJ_14992, APOSJ_13656, APOSJ_01517, APOSJ_11535	LYTVA_08297
OG0000533	APOSJ_52670, APOSJ_03581, APOSJ_43409	LYTVA_15975, LYTVA_22781
OG0000534	APOSJ_46705, APOSJ_04675, APOSJ_09123, APOSJ_46704	LYTVA_21092
OG0000535	APOSJ_18218, APOSJ_18219, APOSJ_17517	LYTVA_16804
OG0000535	APOSJ_08893, APOSJ_41987, APOSJ_41985, APOSJ_41982, APOSJ_41983, APOSJ_41981, APOSJ_41980, APOSJ_41984, APOSJ_41986, APOSJ_01683, APOSJ_01686, APOSJ_01684, APOSJ_01685	LYTVA_27505
OG0000536	APOSJ_52010, APOSJ_52009, APOSJ_55050, APOSJ_52008, APOSJ_35898, APOSJ_35897, APOSJ_57924, APOSJ_46322, APOSJ_03639, APOSJ_57930	LYTVA_01166, LYTVA_18250, LYTVA_23046, LYTVA_19017, LYTVA_20798, LYTVA_15648
OG0000536	APOSJ_47640, APOSJ_25503, APOSJ_50726	LYTVA_10304
OG0000537	APOSJ_25970	LYTVA_04641
OG0000538	APOSJ_25908, APOSJ_25903, APOSJ_48367, APOSJ_41994, APOSJ_03027, APOSJ_25907, APOSJ_48188, APOSJ_41996, APOSJ_54797, APOSJ_48192, APOSJ_54801, APOSJ_33167, APOSJ_25910, APOSJ_48191, APOSJ_33180, APOSJ_41995, APOSJ_54800, APOSJ_48190, APOSJ_25906, APOSJ_54798, APOSJ_40998, APOSJ_05035, APOSJ_25905, APOSJ_25904, APOSJ_48187, APOSJ_25909, APOSJ_05036, APOSJ_41998, APOSJ_15711, APOSJ_48189, APOSJ_41997, APOSJ_25911, APOSJ_05056	LYTVA_19552
OG0000541	APOSJ_01303, APOSJ_20568	LYTVA_05918
OG0000541	APOSJ_49688	LYTVA_02348, LYTVA_27871, LYTVA_27866, LYTVA_17147, LYTVA_17155, LYTVA_02676, LYTVA_02467, LYTVA_20959, LYTVA_20964, LYTVA_20517
OG0000542	APOSJ_05217	LYTVA_16634
OG0000543	APOSJ_45882, APOSJ_45886, APOSJ_45887, APOSJ_45881, APOSJ_45885, APOSJ_02439, APOSJ_64926	LYTVA_18228
OG0000544	APOSJ_21942, APOSJ_21940, APOSJ_21941	LYTVA_27738
OG0000544	APOSJ_26510, APOSJ_26508, APOSJ_26509	LYTVA_03150
OG0000544	APOSJ_17481, APOSJ_61075, APOSJ_39291	LYTVA_05338
OG0000545	APOSJ_61169	LYTVA_08840
