Orthogroup	APOSJ_ok	BRAFL
OG0000977	APOSJ_62900	bflo_00630
OG0000977	APOSJ_36463, APOSJ_36464, APOSJ_58684, APOSJ_06050, APOSJ_36465, APOSJ_06049	bflo_19025, bflo_19017
OG0000978	APOSJ_24157, APOSJ_24153, APOSJ_21088, APOSJ_24156, APOSJ_24152, APOSJ_24154	bflo_13255
OG0000979	APOSJ_35084, APOSJ_50089	bflo_08836, bflo_13441, bflo_13442, bflo_13947, bflo_19019, bflo_13644, bflo_12775, bflo_13329, bflo_13369
OG0000981	APOSJ_40882, APOSJ_40881, APOSJ_54712, APOSJ_16730, APOSJ_16731, APOSJ_53306, APOSJ_08432, APOSJ_17691, APOSJ_17692, APOSJ_53298, APOSJ_45849	bflo_00671, bflo_00847, bflo_00767, bflo_05305, bflo_00648
OG0000981	APOSJ_14570	bflo_05697
OG0000984	APOSJ_59608	bflo_06233
OG0000984	APOSJ_01047, APOSJ_01048	bflo_15006
OG0000984	APOSJ_21285, APOSJ_60399, APOSJ_00609, APOSJ_64646	bflo_15679
OG0000985	APOSJ_31764, APOSJ_31765, APOSJ_31763, APOSJ_31762	bflo_07499
OG0000987	APOSJ_36903, APOSJ_36902	bflo_02033
OG0000988	APOSJ_14331, APOSJ_14326, APOSJ_02151, APOSJ_40223, APOSJ_40225, APOSJ_40224, APOSJ_02152, APOSJ_40227, APOSJ_02154, APOSJ_40229, APOSJ_40226, APOSJ_40222, APOSJ_40228, APOSJ_02153	bflo_15623
OG0000992	APOSJ_62448, APOSJ_53292, APOSJ_53290, APOSJ_07263, APOSJ_45691, APOSJ_62446	bflo_22932
OG0000992	APOSJ_44806	bflo_09287
OG0000994	APOSJ_53508, APOSJ_63664, APOSJ_53509	bflo_01641
OG0000994	APOSJ_50730, APOSJ_18385, APOSJ_52043	bflo_10212
OG0000995	APOSJ_33007, APOSJ_52227	bflo_22708
OG0000996	APOSJ_37598, APOSJ_37597, APOSJ_35443, APOSJ_37594	bflo_21978
OG0000997	APOSJ_16199, APOSJ_03135, APOSJ_51072, APOSJ_16200, APOSJ_16197, APOSJ_16196, APOSJ_16198, APOSJ_16202	bflo_15516
OG0000998	APOSJ_34569, APOSJ_34571, APOSJ_34566, APOSJ_34570	bflo_17960
OG0000999	APOSJ_40012, APOSJ_40011, APOSJ_40010	bflo_03341
OG0001000	APOSJ_57092, APOSJ_57089, APOSJ_57096, APOSJ_57093, APOSJ_57094	bflo_17958, bflo_27228
OG0001002	APOSJ_56918, APOSJ_56919	bflo_10399, bflo_04098
OG0001003	APOSJ_57637, APOSJ_57638, APOSJ_52521, APOSJ_64046, APOSJ_64044, APOSJ_64045, APOSJ_57631, APOSJ_25132, APOSJ_52522, APOSJ_52519, APOSJ_52525, APOSJ_52520	bflo_20878
OG0001004	APOSJ_53388	bflo_26280
OG0001005	APOSJ_20492, APOSJ_20490, APOSJ_24589, APOSJ_65423, APOSJ_20493, APOSJ_20491, APOSJ_36591, APOSJ_20494, APOSJ_20497, APOSJ_24590, APOSJ_65404	bflo_10085
OG0001006	APOSJ_28887, APOSJ_24469, APOSJ_22992	bflo_04350
OG0001006	APOSJ_05876, APOSJ_05882, APOSJ_05875, APOSJ_05879, APOSJ_05878, APOSJ_05880, APOSJ_05881	bflo_22313
OG0001007	APOSJ_08471, APOSJ_08472, APOSJ_29169, APOSJ_58305, APOSJ_53884, APOSJ_58308, APOSJ_58306, APOSJ_58302, APOSJ_58303, APOSJ_58309, APOSJ_60238, APOSJ_08469, APOSJ_58304, APOSJ_58310, APOSJ_08470, APOSJ_58307	bflo_07675
OG0001008	APOSJ_41152, APOSJ_16931, APOSJ_16930, APOSJ_16932	bflo_03203
OG0001009	APOSJ_54750, APOSJ_54751	bflo_23339
OG0001016	APOSJ_63469, APOSJ_53479, APOSJ_53477, APOSJ_53478, APOSJ_53480, APOSJ_34663	bflo_19435
OG0001016	APOSJ_60324, APOSJ_60323	bflo_00910
OG0001017	APOSJ_40712, APOSJ_04840, APOSJ_40714, APOSJ_40713	bflo_00667, bflo_00666
OG0001018	APOSJ_07884	bflo_02467, bflo_02601, bflo_13307, bflo_24232
OG0001018	APOSJ_31959, APOSJ_31957, APOSJ_31960, APOSJ_03376, APOSJ_31958, APOSJ_31956	bflo_23920
OG0001019	APOSJ_54146, APOSJ_19325, APOSJ_57326, APOSJ_09709, APOSJ_63985, APOSJ_61924	bflo_13773, bflo_13159
OG0001021	APOSJ_31103, APOSJ_53465, APOSJ_41653, APOSJ_31092, APOSJ_29431, APOSJ_47845, APOSJ_53463, APOSJ_41654, APOSJ_63399, APOSJ_53454, APOSJ_31093, APOSJ_41650, APOSJ_41652, APOSJ_31095, APOSJ_53466, APOSJ_29432, APOSJ_41655, APOSJ_41656, APOSJ_63400, APOSJ_47844, APOSJ_29430, APOSJ_53464, APOSJ_47847, APOSJ_47843, APOSJ_33429, APOSJ_33430	bflo_16744, bflo_13349
OG0001021	APOSJ_63396, APOSJ_47846, APOSJ_31096, APOSJ_47841, APOSJ_43390, APOSJ_43391, APOSJ_43385, APOSJ_05688	bflo_15771
OG0001022	APOSJ_05266, APOSJ_05268, APOSJ_05267	bflo_21941
OG0001023	APOSJ_37628	bflo_03026
OG0001024	APOSJ_05017	bflo_04903
OG0001026	APOSJ_35709, APOSJ_41682, APOSJ_53540, APOSJ_41677, APOSJ_41678, APOSJ_41680, APOSJ_59357, APOSJ_41683, APOSJ_29439, APOSJ_23858, APOSJ_23846, APOSJ_07549, APOSJ_19505, APOSJ_09935, APOSJ_41685, APOSJ_23843, APOSJ_29443, APOSJ_35704, APOSJ_12520, APOSJ_22315, APOSJ_09938, APOSJ_07431, APOSJ_29440, APOSJ_35703, APOSJ_41679, APOSJ_41686, APOSJ_41684, APOSJ_41681, APOSJ_29442, APOSJ_29441, APOSJ_29437, APOSJ_35702, APOSJ_35705	bflo_23870
OG0001027	APOSJ_32879, APOSJ_32143, APOSJ_56963, APOSJ_56964, APOSJ_56962, APOSJ_18165, APOSJ_18168, APOSJ_18166	bflo_23209, bflo_04293, bflo_23208
OG0001028	APOSJ_29644	bflo_25597
OG0001029	APOSJ_39135, APOSJ_44878	bflo_13219
OG0001030	APOSJ_29201	bflo_05876
OG0001031	APOSJ_07513, APOSJ_47258	bflo_07447
OG0001032	APOSJ_04537	bflo_16280
OG0001033	APOSJ_38678	bflo_08146
OG0001033	APOSJ_30056, APOSJ_30055	bflo_20841
OG0001034	APOSJ_19523, APOSJ_19524	bflo_18588
OG0001036	APOSJ_45992, APOSJ_45991, APOSJ_62205, APOSJ_65418, APOSJ_45993, APOSJ_45994, APOSJ_20388, APOSJ_65361, APOSJ_65420, APOSJ_65417, APOSJ_62207, APOSJ_45995, APOSJ_65421, APOSJ_65422, APOSJ_62208, APOSJ_20387, APOSJ_45989, APOSJ_62206, APOSJ_65419, APOSJ_20346, APOSJ_62210, APOSJ_62204, APOSJ_62209, APOSJ_62212, APOSJ_62211, APOSJ_45990, APOSJ_45988	bflo_01100
OG0001038	APOSJ_13547, APOSJ_02121, APOSJ_13552, APOSJ_13546, APOSJ_21587, APOSJ_64976, APOSJ_21586, APOSJ_13549, APOSJ_13548, APOSJ_13550, APOSJ_13551, APOSJ_19631	bflo_10779
OG0001039	APOSJ_37039	bflo_08311
OG0001039	APOSJ_01116	bflo_11607
OG0001042	APOSJ_46719, APOSJ_46717, APOSJ_46718, APOSJ_46720	bflo_11460, bflo_27000
OG0001043	APOSJ_11354, APOSJ_47559, APOSJ_36363, APOSJ_24296, APOSJ_24297	bflo_13402
OG0001046	APOSJ_24766, APOSJ_55065, APOSJ_05953, APOSJ_57514, APOSJ_05952, APOSJ_09219, APOSJ_37743, APOSJ_24765, APOSJ_05951	bflo_23288
OG0001047	APOSJ_51940, APOSJ_51947, APOSJ_51944, APOSJ_51941, APOSJ_54775, APOSJ_51942, APOSJ_54891, APOSJ_51945, APOSJ_08610, APOSJ_04337, APOSJ_08609, APOSJ_51943, APOSJ_45242, APOSJ_45243	bflo_22101
OG0001048	APOSJ_27594, APOSJ_41848, APOSJ_20345	bflo_07509, bflo_26856
OG0001049	APOSJ_16760	bflo_24448, bflo_17931
OG0001049	APOSJ_46323	bflo_24363
OG0001050	APOSJ_46949	bflo_23753, bflo_21612
OG0001052	APOSJ_09889, APOSJ_09886, APOSJ_09888, APOSJ_09887	bflo_08592
OG0001052	APOSJ_62429, APOSJ_62427, APOSJ_46754, APOSJ_62428, APOSJ_62426, APOSJ_62430, APOSJ_38662, APOSJ_38661	bflo_07579, bflo_08590
OG0001053	APOSJ_02413	bflo_19733
OG0001054	APOSJ_17274	bflo_23806
OG0001057	APOSJ_33205, APOSJ_33207, APOSJ_33206, APOSJ_11790, APOSJ_24529	bflo_22386, bflo_22387
OG0001058	APOSJ_48611, APOSJ_53333, APOSJ_34828, APOSJ_34832, APOSJ_53285, APOSJ_48612, APOSJ_34827, APOSJ_18802, APOSJ_63702, APOSJ_63616, APOSJ_34833, APOSJ_34829, APOSJ_18801, APOSJ_53339, APOSJ_48613, APOSJ_48614, APOSJ_48615, APOSJ_48610, APOSJ_18800, APOSJ_34830	bflo_10254
OG0001059	APOSJ_19752, APOSJ_44465, APOSJ_19754, APOSJ_19755	bflo_04773
OG0001060	APOSJ_20350, APOSJ_20347, APOSJ_20348	bflo_14877
OG0001062	APOSJ_06165, APOSJ_06163, APOSJ_38748, APOSJ_39590, APOSJ_39591, APOSJ_38754, APOSJ_39589, APOSJ_38752, APOSJ_06167, APOSJ_06168, APOSJ_06161, APOSJ_06162	bflo_26106
OG0001063	APOSJ_14499, APOSJ_25664	bflo_10992
OG0001063	APOSJ_35068	bflo_20437, bflo_20436
OG0001063	APOSJ_08878, APOSJ_08877, APOSJ_08879	bflo_09032
OG0001065	APOSJ_34370, APOSJ_34369	bflo_24302
OG0001066	APOSJ_40782, APOSJ_48950	bflo_07352
OG0001067	APOSJ_30538, APOSJ_30537	bflo_14070, bflo_05866, bflo_01536
OG0001068	APOSJ_58219, APOSJ_58221, APOSJ_58220	bflo_24364
OG0001069	APOSJ_08431	bflo_05793, bflo_18768
OG0001072	APOSJ_31299	bflo_20583
OG0001072	APOSJ_37742, APOSJ_37741, APOSJ_37740, APOSJ_52931	bflo_01344
OG0001073	APOSJ_44600, APOSJ_44598, APOSJ_02115, APOSJ_44601, APOSJ_44603, APOSJ_44596, APOSJ_44604, APOSJ_44599, APOSJ_44602, APOSJ_10539, APOSJ_44597, APOSJ_02114	bflo_14186
OG0001075	APOSJ_43886, APOSJ_55214	bflo_01789
OG0001076	APOSJ_20280	bflo_14398
OG0001077	APOSJ_32144, APOSJ_05175, APOSJ_05176	bflo_19161, bflo_19130
OG0001078	APOSJ_01341	bflo_10417
OG0001079	APOSJ_48407	bflo_11561
OG0001080	APOSJ_02975	bflo_06623
OG0001080	APOSJ_50278	bflo_21619
OG0001081	APOSJ_19313, APOSJ_18432, APOSJ_18433, APOSJ_51296, APOSJ_18436, APOSJ_06899, APOSJ_05795, APOSJ_18435	bflo_15729, bflo_03684
OG0001082	APOSJ_50344, APOSJ_55101, APOSJ_30098, APOSJ_55093, APOSJ_08785, APOSJ_55094, APOSJ_32224, APOSJ_55097, APOSJ_06626, APOSJ_06627	bflo_19096
OG0001083	APOSJ_38880, APOSJ_38874, APOSJ_38151, APOSJ_38152, APOSJ_38150, APOSJ_31067, APOSJ_38149, APOSJ_38873	bflo_10562
OG0001084	APOSJ_54407, APOSJ_03690, APOSJ_54409, APOSJ_45657, APOSJ_53106, APOSJ_54408, APOSJ_63134, APOSJ_63135, APOSJ_61049, APOSJ_07255, APOSJ_03689, APOSJ_45666, APOSJ_07254, APOSJ_07256, APOSJ_54406, APOSJ_07252, APOSJ_63118, APOSJ_45669, APOSJ_03688, APOSJ_45660, APOSJ_45661, APOSJ_63130, APOSJ_07253	bflo_04559
OG0001085	APOSJ_60767, APOSJ_60764, APOSJ_63024	bflo_11120
OG0001086	APOSJ_30188	bflo_05720
OG0001087	APOSJ_17357, APOSJ_62802, APOSJ_16706, APOSJ_16707, APOSJ_43869, APOSJ_43867, APOSJ_38992, APOSJ_08440, APOSJ_55685, APOSJ_55683, APOSJ_38990, APOSJ_08441, APOSJ_55684, APOSJ_38995, APOSJ_08438, APOSJ_38993, APOSJ_38991, APOSJ_38996, APOSJ_55686, APOSJ_38994, APOSJ_08436, APOSJ_12357, APOSJ_08437, APOSJ_55682, APOSJ_44061, APOSJ_55681, APOSJ_55678, APOSJ_08435, APOSJ_55680, APOSJ_54106, APOSJ_51140, APOSJ_51141	bflo_05659
OG0001088	APOSJ_60103	bflo_07204, bflo_15734
OG0001088	APOSJ_62411	bflo_21001
OG0001089	APOSJ_44329	bflo_05776
OG0001090	APOSJ_31316, APOSJ_06244	bflo_03656
OG0001092	APOSJ_34458, APOSJ_16950, APOSJ_34460, APOSJ_34459	bflo_15467
OG0001093	APOSJ_03903, APOSJ_13162, APOSJ_56202, APOSJ_56204, APOSJ_48673, APOSJ_13164	bflo_02494
OG0001094	APOSJ_43517	bflo_14443, bflo_08753, bflo_09562, bflo_24273, bflo_24271, bflo_24569, bflo_25669, bflo_26150, bflo_10325
OG0001095	APOSJ_21298	bflo_26605, bflo_00827, bflo_26602
OG0001096	APOSJ_64408	bflo_20939, bflo_07578
OG0001102	APOSJ_20394, APOSJ_20392, APOSJ_20393	bflo_23676
OG0001102	APOSJ_62424, APOSJ_01923, APOSJ_09690	bflo_01832
OG0001103	APOSJ_18790, APOSJ_53872, APOSJ_18791	bflo_13190
OG0001103	APOSJ_28765, APOSJ_28766, APOSJ_28767	bflo_01225
OG0001104	APOSJ_63115	bflo_00423
OG0001105	APOSJ_26419, APOSJ_14625, APOSJ_14622, APOSJ_36785	bflo_10029
OG0001106	APOSJ_42253, APOSJ_42256	bflo_11873
OG0001106	APOSJ_42254, APOSJ_64987	bflo_06185
OG0001107	APOSJ_21580, APOSJ_21590, APOSJ_21589, APOSJ_21582, APOSJ_21584, APOSJ_05877, APOSJ_21585, APOSJ_21583	bflo_22127
OG0001108	APOSJ_02969, APOSJ_02970	bflo_00378
OG0001108	APOSJ_19593	bflo_20433
OG0001110	APOSJ_15855, APOSJ_15853, APOSJ_15854, APOSJ_15851, APOSJ_15852, APOSJ_15850	bflo_05245, bflo_16974, bflo_16461, bflo_16317, bflo_16971
OG0001111	APOSJ_02457	bflo_21070, bflo_22350
OG0001112	APOSJ_41571, APOSJ_41572	bflo_22501
OG0001113	APOSJ_62872, APOSJ_49690, APOSJ_62875, APOSJ_62876	bflo_14797
OG0001113	APOSJ_49287	bflo_22426
OG0001114	APOSJ_20381, APOSJ_20380	bflo_04550
OG0001115	APOSJ_54904, APOSJ_63930, APOSJ_54903	bflo_02490
OG0001118	APOSJ_00995	bflo_10522
OG0001119	APOSJ_22921, APOSJ_22918, APOSJ_22920, APOSJ_22919, APOSJ_13770	bflo_01654
OG0001121	APOSJ_32181, APOSJ_51004, APOSJ_32180, APOSJ_34465, APOSJ_32179, APOSJ_50971, APOSJ_34466, APOSJ_34463, APOSJ_17002, APOSJ_32178, APOSJ_32177	bflo_24945, bflo_17622, bflo_24293, bflo_04825
OG0001122	APOSJ_27337, APOSJ_11485, APOSJ_44410, APOSJ_13950, APOSJ_43812	bflo_25445, bflo_21345, bflo_22560, bflo_21222, bflo_22488
OG0001123	APOSJ_12564, APOSJ_07738	bflo_09074
OG0001123	APOSJ_35407, APOSJ_35406	bflo_20201
OG0001124	APOSJ_50119, APOSJ_64959, APOSJ_50120	bflo_23639
OG0001124	APOSJ_06928, APOSJ_19612, APOSJ_43744, APOSJ_06929	bflo_10476
OG0001125	APOSJ_04890, APOSJ_52656, APOSJ_09934	bflo_05411
OG0001125	APOSJ_44894, APOSJ_44896, APOSJ_44897, APOSJ_44898, APOSJ_44895, APOSJ_44893, APOSJ_46856, APOSJ_32864, APOSJ_37216, APOSJ_28665	bflo_05381
OG0001126	APOSJ_30661, APOSJ_61227, APOSJ_30660, APOSJ_34351, APOSJ_30658, APOSJ_34352, APOSJ_61230, APOSJ_30659, APOSJ_34349, APOSJ_30655, APOSJ_34350	bflo_21937
OG0001126	APOSJ_52110, APOSJ_52111, APOSJ_52109	bflo_12463, bflo_10927
OG0001127	APOSJ_37145, APOSJ_37142, APOSJ_37143, APOSJ_37141	bflo_19588
OG0001128	APOSJ_57260, APOSJ_18952	bflo_09982
OG0001129	APOSJ_25816, APOSJ_25817, APOSJ_25818	bflo_12819
OG0001129	APOSJ_43786	bflo_13264
OG0001130	APOSJ_45980, APOSJ_45981	bflo_06407
OG0001130	APOSJ_13404	bflo_05983
OG0001131	APOSJ_45169, APOSJ_59509, APOSJ_59504, APOSJ_59505, APOSJ_59507, APOSJ_52861, APOSJ_34886, APOSJ_46529, APOSJ_40439, APOSJ_46532, APOSJ_46530, APOSJ_40442, APOSJ_34889, APOSJ_46527, APOSJ_46535, APOSJ_28173, APOSJ_29139, APOSJ_34885, APOSJ_40441, APOSJ_46534, APOSJ_45168, APOSJ_47747, APOSJ_59506, APOSJ_59501, APOSJ_59508, APOSJ_47746, APOSJ_34891, APOSJ_46528, APOSJ_34890, APOSJ_34887	bflo_25190
OG0001132	APOSJ_17244, APOSJ_11493, APOSJ_11488, APOSJ_11495, APOSJ_11496, APOSJ_17243, APOSJ_11490, APOSJ_11492, APOSJ_59966, APOSJ_47442, APOSJ_28964, APOSJ_28968, APOSJ_47445, APOSJ_28966, APOSJ_47446, APOSJ_59964, APOSJ_47441, APOSJ_59963, APOSJ_32987, APOSJ_28965, APOSJ_47439, APOSJ_59961, APOSJ_17245, APOSJ_17242, APOSJ_11489, APOSJ_11494, APOSJ_17241, APOSJ_00742, APOSJ_17247, APOSJ_11491, APOSJ_47443, APOSJ_17246, APOSJ_28967, APOSJ_59962, APOSJ_47444, APOSJ_28969, APOSJ_28963, APOSJ_59965, APOSJ_47440	bflo_06192
OG0001133	APOSJ_30572, APOSJ_30571, APOSJ_30570	bflo_25491
OG0001134	APOSJ_46103, APOSJ_39342	bflo_22790
OG0001135	APOSJ_18187	bflo_14080
OG0001136	APOSJ_60014, APOSJ_58081, APOSJ_60019, APOSJ_60022	bflo_06069
OG0001137	APOSJ_07767, APOSJ_07766	bflo_23646
OG0001138	APOSJ_48351	bflo_00349, bflo_14068, bflo_00161
OG0001139	APOSJ_39764, APOSJ_06912, APOSJ_06911	bflo_22593
OG0001139	APOSJ_12993	bflo_09826
OG0001140	APOSJ_35608, APOSJ_23309	bflo_06370
OG0001141	APOSJ_14268, APOSJ_58207, APOSJ_64480, APOSJ_64479	bflo_03254
OG0001142	APOSJ_21965, APOSJ_61915, APOSJ_51026, APOSJ_39756, APOSJ_48881, APOSJ_48879, APOSJ_16159, APOSJ_21967, APOSJ_48880, APOSJ_45036, APOSJ_41992, APOSJ_45034, APOSJ_12989, APOSJ_45038, APOSJ_45037, APOSJ_45032, APOSJ_21973, APOSJ_51022, APOSJ_51024, APOSJ_51347, APOSJ_45033, APOSJ_16163, APOSJ_01149, APOSJ_45035, APOSJ_48882, APOSJ_01134, APOSJ_48877	bflo_01437
OG0001143	APOSJ_50743, APOSJ_50744, APOSJ_53351, APOSJ_47727, APOSJ_50745, APOSJ_47725	bflo_07319
OG0001144	APOSJ_14988, APOSJ_12514, APOSJ_14987, APOSJ_14986, APOSJ_14989	bflo_00201
OG0001146	APOSJ_18240, APOSJ_18241, APOSJ_49551	bflo_25096, bflo_22204
OG0001149	APOSJ_33950, APOSJ_33949	bflo_16620, bflo_02962, bflo_01361, bflo_02409, bflo_00024, bflo_02408, bflo_24981, bflo_24690, bflo_09301, bflo_12993, bflo_24100, bflo_02029, bflo_07202, bflo_17094, bflo_13951, bflo_13488, bflo_16513, bflo_16878
OG0001155	APOSJ_15648, APOSJ_15647	bflo_20442
OG0001156	APOSJ_18425	bflo_18549
OG0001158	APOSJ_62821, APOSJ_10981, APOSJ_10980, APOSJ_04235	bflo_11159
OG0001159	APOSJ_51472, APOSJ_51719	bflo_01554, bflo_01553
OG0001160	APOSJ_45582, APOSJ_28225, APOSJ_28221, APOSJ_28222, APOSJ_28223	bflo_09781, bflo_25996, bflo_26928, bflo_09780
OG0001161	APOSJ_18705, APOSJ_18703, APOSJ_18704, APOSJ_18706, APOSJ_65292, APOSJ_00565, APOSJ_11477, APOSJ_11474	bflo_08066
OG0001162	APOSJ_60627, APOSJ_64538, APOSJ_64537	bflo_17404
OG0001163	APOSJ_13133	bflo_06913, bflo_07427
OG0001164	APOSJ_01946	bflo_21084
OG0001165	APOSJ_07921, APOSJ_28147, APOSJ_28137, APOSJ_04506, APOSJ_04505, APOSJ_47651, APOSJ_28149, APOSJ_07922, APOSJ_28148, APOSJ_28150, APOSJ_28146	bflo_01574
OG0001165	APOSJ_62646, APOSJ_62647, APOSJ_62643, APOSJ_62645	bflo_22236
OG0001166	APOSJ_24788, APOSJ_24784, APOSJ_24786, APOSJ_24782, APOSJ_24785, APOSJ_24888, APOSJ_24783, APOSJ_24787	bflo_14820, bflo_15448
OG0001167	APOSJ_55239, APOSJ_63932, APOSJ_48587, APOSJ_55240, APOSJ_48606, APOSJ_63850, APOSJ_55243, APOSJ_48588, APOSJ_48591, APOSJ_48609, APOSJ_48593, APOSJ_48590, APOSJ_55238, APOSJ_55241, APOSJ_48592, APOSJ_48594, APOSJ_55242, APOSJ_48899, APOSJ_42628, APOSJ_48608, APOSJ_55237, APOSJ_48589, APOSJ_48595	bflo_16326
OG0001168	APOSJ_28988, APOSJ_36650, APOSJ_29205, APOSJ_28989, APOSJ_24017, APOSJ_22126	bflo_20423, bflo_20474, bflo_13463
OG0001169	APOSJ_34689, APOSJ_05561, APOSJ_05560, APOSJ_05559	bflo_14076, bflo_12639
OG0001170	APOSJ_58947, APOSJ_53815, APOSJ_65389, APOSJ_65390, APOSJ_53814, APOSJ_65388, APOSJ_65384, APOSJ_44064, APOSJ_44065	bflo_11360
OG0001171	APOSJ_32394, APOSJ_32395	bflo_05953
OG0001172	APOSJ_56461	bflo_02862
OG0001172	APOSJ_60424	bflo_02443
OG0001173	APOSJ_61633	bflo_04048
OG0001174	APOSJ_37059, APOSJ_31995, APOSJ_37055, APOSJ_31992, APOSJ_37057, APOSJ_37060, APOSJ_37056, APOSJ_31947, APOSJ_37053, APOSJ_37058, APOSJ_37054, APOSJ_31999, APOSJ_31998, APOSJ_31996, APOSJ_31997, APOSJ_31994	bflo_11141
OG0001176	APOSJ_42572, APOSJ_01076, APOSJ_42571, APOSJ_42573	bflo_07517
OG0001177	APOSJ_52104, APOSJ_44813	bflo_20551
OG0001177	APOSJ_29427, APOSJ_53427, APOSJ_29429	bflo_01608
OG0001178	APOSJ_56479	bflo_25556
OG0001178	APOSJ_53354, APOSJ_62824	bflo_22453
OG0001179	APOSJ_18554	bflo_13368
OG0001179	APOSJ_27224, APOSJ_39766, APOSJ_27225	bflo_13513
OG0001180	APOSJ_34257, APOSJ_34256	bflo_06469, bflo_06718, bflo_05047
OG0001180	APOSJ_60339	bflo_06736, bflo_00350
OG0001181	APOSJ_49272, APOSJ_49277, APOSJ_49275, APOSJ_63759, APOSJ_49276, APOSJ_63757, APOSJ_63760, APOSJ_49271, APOSJ_39251, APOSJ_39252, APOSJ_49273, APOSJ_49274	bflo_18914
OG0001182	APOSJ_21032, APOSJ_21033, APOSJ_44807, APOSJ_16090, APOSJ_44810, APOSJ_00240	bflo_03435
OG0001183	APOSJ_15455, APOSJ_15454	bflo_19634
OG0001184	APOSJ_14036, APOSJ_14034, APOSJ_14037, APOSJ_14035	bflo_15772
OG0001184	APOSJ_33065, APOSJ_09294, APOSJ_33062, APOSJ_33061	bflo_09793
OG0001185	APOSJ_55269, APOSJ_55273, APOSJ_55270, APOSJ_55272, APOSJ_55274, APOSJ_55271, APOSJ_55268, APOSJ_07581	bflo_06562
OG0001186	APOSJ_65059, APOSJ_49100, APOSJ_61207, APOSJ_61209, APOSJ_49105, APOSJ_49101, APOSJ_49102, APOSJ_40051, APOSJ_61206	bflo_12919
OG0001188	APOSJ_02458, APOSJ_02460, APOSJ_02459	bflo_05292
OG0001189	APOSJ_07607, APOSJ_46552, APOSJ_46567, APOSJ_07604, APOSJ_07601, APOSJ_07600, APOSJ_07603, APOSJ_32759, APOSJ_07605	bflo_06318
OG0001190	APOSJ_25935, APOSJ_25929, APOSJ_32431, APOSJ_32429, APOSJ_25932, APOSJ_25931, APOSJ_52256, APOSJ_25930, APOSJ_56333, APOSJ_52255, APOSJ_52257, APOSJ_48161, APOSJ_60883, APOSJ_25934, APOSJ_52259, APOSJ_56323, APOSJ_48157	bflo_25067
OG0001191	APOSJ_42790, APOSJ_42793, APOSJ_14790, APOSJ_42792, APOSJ_14832, APOSJ_38916, APOSJ_42794	bflo_10001
OG0001196	APOSJ_50475, APOSJ_28945, APOSJ_28943, APOSJ_28944	bflo_09773
OG0001197	APOSJ_49286, APOSJ_49285	bflo_24451
OG0001198	APOSJ_04989, APOSJ_04990	bflo_02095
OG0001198	APOSJ_58834, APOSJ_58833	bflo_03034
OG0001199	APOSJ_51306, APOSJ_51308	bflo_17249
OG0001200	APOSJ_32054, APOSJ_56754, APOSJ_18890, APOSJ_37081, APOSJ_30917, APOSJ_18885, APOSJ_18891, APOSJ_37078, APOSJ_18886, APOSJ_20274, APOSJ_30911, APOSJ_20270, APOSJ_20275, APOSJ_37075, APOSJ_54506, APOSJ_18887, APOSJ_18892, APOSJ_30913, APOSJ_63778, APOSJ_30918, APOSJ_37084, APOSJ_20273, APOSJ_30916, APOSJ_63775, APOSJ_32050, APOSJ_56751, APOSJ_18888, APOSJ_37076, APOSJ_10745, APOSJ_30912, APOSJ_30910, APOSJ_30909, APOSJ_20271, APOSJ_37079	bflo_21205
OG0001202	APOSJ_53516, APOSJ_53517, APOSJ_53518, APOSJ_53519, APOSJ_43020, APOSJ_37377, APOSJ_37383, APOSJ_37379, APOSJ_37382, APOSJ_37381, APOSJ_37378, APOSJ_37380	bflo_02498
OG0001203	APOSJ_41014, APOSJ_46802, APOSJ_53052	bflo_18138
OG0001204	APOSJ_07019, APOSJ_07070, APOSJ_21696, APOSJ_35408, APOSJ_41668, APOSJ_39539, APOSJ_53773, APOSJ_46990, APOSJ_53249, APOSJ_30340, APOSJ_30345, APOSJ_30338, APOSJ_30339, APOSJ_30343, APOSJ_30342, APOSJ_30344, APOSJ_30341	bflo_20309, bflo_20315
OG0001205	APOSJ_27795, APOSJ_27794	bflo_14061, bflo_27112
OG0001207	APOSJ_02461	bflo_21743
OG0001207	APOSJ_04816	bflo_02422
OG0001208	APOSJ_02833, APOSJ_02834, APOSJ_02831, APOSJ_02832	bflo_25733
OG0001209	APOSJ_25666, APOSJ_37223, APOSJ_55938, APOSJ_43203, APOSJ_24877, APOSJ_25116, APOSJ_34642, APOSJ_34645, APOSJ_34646, APOSJ_32868, APOSJ_34643, APOSJ_43208, APOSJ_43209, APOSJ_37218, APOSJ_55934, APOSJ_04702, APOSJ_24875, APOSJ_24876, APOSJ_34641, APOSJ_37217, APOSJ_34647, APOSJ_34644, APOSJ_24873, APOSJ_37222, APOSJ_43210, APOSJ_55936, APOSJ_60923, APOSJ_43204, APOSJ_37220, APOSJ_43202, APOSJ_55937, APOSJ_60975, APOSJ_43206, APOSJ_55935, APOSJ_37219, APOSJ_43205, APOSJ_37221, APOSJ_43207, APOSJ_32871, APOSJ_24874	bflo_26894
OG0001210	APOSJ_37932	bflo_07894
OG0001210	APOSJ_23203, APOSJ_23202	bflo_04429
OG0001211	APOSJ_18069, APOSJ_18071	bflo_00897
OG0001213	APOSJ_24043	bflo_10680
OG0001213	APOSJ_46848, APOSJ_65395, APOSJ_53817, APOSJ_65397	bflo_20590
