Orthogroup	APOSJ_ok	NEMVE
OG0000850	APOSJ_48008, APOSJ_48007	NEMVE15099
OG0000850	APOSJ_43389, APOSJ_10662	NEMVE12252, NEMVE21917
OG0000851	APOSJ_48145, APOSJ_48146, APOSJ_32816, APOSJ_48144, APOSJ_50654, APOSJ_48147, APOSJ_05428, APOSJ_05427, APOSJ_05431, APOSJ_62125, APOSJ_09644, APOSJ_05429, APOSJ_09647, APOSJ_05434, APOSJ_09649, APOSJ_05435, APOSJ_09646, APOSJ_09643, APOSJ_05426, APOSJ_05430, APOSJ_09642, APOSJ_09648	NEMVE23273
OG0000852	APOSJ_64589	NEMVE25782
OG0000852	APOSJ_12943	NEMVE07789
OG0000853	APOSJ_61616, APOSJ_61611, APOSJ_10398, APOSJ_44331, APOSJ_61615, APOSJ_07037, APOSJ_30722, APOSJ_07036, APOSJ_30723, APOSJ_10386, APOSJ_07035, APOSJ_49155, APOSJ_07038, APOSJ_44330, APOSJ_05182, APOSJ_07039, APOSJ_07040, APOSJ_44333, APOSJ_61607, APOSJ_61613, APOSJ_43698, APOSJ_43695, APOSJ_43697, APOSJ_43696	NEMVE23651
OG0000857	APOSJ_49783, APOSJ_49781	NEMVE18201
OG0000858	APOSJ_12185, APOSJ_12184	NEMVE13289
OG0000858	APOSJ_21398, APOSJ_21395, APOSJ_21396, APOSJ_21397	NEMVE05877
OG0000859	APOSJ_15229, APOSJ_39848, APOSJ_15224, APOSJ_30060, APOSJ_33016, APOSJ_30051, APOSJ_27241, APOSJ_15231, APOSJ_27242, APOSJ_30061, APOSJ_27245, APOSJ_15230, APOSJ_15232, APOSJ_27247, APOSJ_33017, APOSJ_27246, APOSJ_27244, APOSJ_39845, APOSJ_15228	NEMVE19193, NEMVE00437
OG0000860	APOSJ_28084, APOSJ_28083, APOSJ_28085	NEMVE23955, NEMVE13259
OG0000861	APOSJ_30394	NEMVE17244, NEMVE19042, NEMVE11781
OG0000866	APOSJ_17177, APOSJ_34507, APOSJ_34504, APOSJ_37873, APOSJ_34503	NEMVE20292, NEMVE18737, NEMVE19120, NEMVE19080, NEMVE20220, NEMVE19768
OG0000869	APOSJ_19244, APOSJ_56671, APOSJ_19242, APOSJ_19245, APOSJ_19240, APOSJ_56681, APOSJ_19241, APOSJ_19243	NEMVE07859
OG0000869	APOSJ_36939	NEMVE23299
OG0000870	APOSJ_11637, APOSJ_11639, APOSJ_11640, APOSJ_11638	NEMVE02461, NEMVE01574
OG0000871	APOSJ_57144, APOSJ_57143, APOSJ_57142, APOSJ_57141, APOSJ_37908, APOSJ_59217	NEMVE16871
OG0000871	APOSJ_44220	NEMVE14071
OG0000872	APOSJ_37062, APOSJ_37063, APOSJ_04372, APOSJ_04374, APOSJ_37061, APOSJ_04369, APOSJ_04376, APOSJ_04368, APOSJ_44428, APOSJ_04373, APOSJ_04375, APOSJ_04371	NEMVE14190
OG0000873	APOSJ_25706	NEMVE11481
OG0000874	APOSJ_26549, APOSJ_26550, APOSJ_22841, APOSJ_22825, APOSJ_26548	NEMVE13256
OG0000874	APOSJ_53110	NEMVE13222, NEMVE18182, NEMVE17061, NEMVE18841, NEMVE13223, NEMVE01986, NEMVE02990, NEMVE11626
OG0000875	APOSJ_08818, APOSJ_08817	NEMVE12865
OG0000875	APOSJ_52605, APOSJ_58380	NEMVE14079
OG0000876	APOSJ_48535, APOSJ_48534, APOSJ_35472, APOSJ_48537	NEMVE02940, NEMVE11949
OG0000877	APOSJ_50388, APOSJ_50389, APOSJ_63128, APOSJ_63129, APOSJ_22155, APOSJ_22154, APOSJ_63975, APOSJ_14069, APOSJ_14070, APOSJ_47437, APOSJ_47438	NEMVE16415
OG0000878	APOSJ_60052, APOSJ_60056, APOSJ_60059, APOSJ_64465, APOSJ_14658, APOSJ_34861, APOSJ_60058, APOSJ_09639, APOSJ_60054, APOSJ_54835, APOSJ_60057, APOSJ_60055, APOSJ_60053, APOSJ_42982, APOSJ_42980	NEMVE02420
OG0000879	APOSJ_32111	NEMVE13129
OG0000880	APOSJ_48679, APOSJ_48680, APOSJ_48681, APOSJ_48682, APOSJ_48683, APOSJ_49069	NEMVE13288
OG0000882	APOSJ_32705, APOSJ_32703, APOSJ_32706, APOSJ_32704	NEMVE02007
OG0000887	APOSJ_40145, APOSJ_00262, APOSJ_02931	NEMVE10146
OG0000888	APOSJ_22590, APOSJ_49280, APOSJ_22589, APOSJ_49284, APOSJ_22591, APOSJ_32713	NEMVE10813
OG0000888	APOSJ_54889, APOSJ_05548, APOSJ_54888	NEMVE11848
OG0000889	APOSJ_38181, APOSJ_33849, APOSJ_33848	NEMVE22565
OG0000889	APOSJ_02579	NEMVE14419
OG0000890	APOSJ_01352, APOSJ_01351	NEMVE06371, NEMVE00333, NEMVE16346
OG0000893	APOSJ_47025, APOSJ_29261, APOSJ_04696, APOSJ_04697	NEMVE20101, NEMVE02240, NEMVE02067, NEMVE02075
OG0000894	APOSJ_29737, APOSJ_28706, APOSJ_28705	NEMVE23274
OG0000894	APOSJ_55800, APOSJ_02048	NEMVE14617
OG0000896	APOSJ_25337	NEMVE10977
OG0000897	APOSJ_05769, APOSJ_05771, APOSJ_05768	NEMVE06224, NEMVE12475
OG0000897	APOSJ_51303, APOSJ_51302, APOSJ_21827, APOSJ_07334, APOSJ_21829, APOSJ_21826, APOSJ_13928, APOSJ_13929, APOSJ_22190	NEMVE14979
OG0000898	APOSJ_17268, APOSJ_25267	NEMVE14546, NEMVE21727
OG0000899	APOSJ_26037, APOSJ_54212, APOSJ_59288, APOSJ_13895, APOSJ_01417, APOSJ_59284, APOSJ_54213, APOSJ_14942, APOSJ_01418, APOSJ_07103, APOSJ_07107, APOSJ_07105, APOSJ_54211, APOSJ_59287, APOSJ_07108, APOSJ_54209, APOSJ_54208, APOSJ_54210, APOSJ_55379, APOSJ_01416, APOSJ_59283, APOSJ_01415, APOSJ_07109, APOSJ_07106, APOSJ_59285, APOSJ_02127, APOSJ_01414, APOSJ_59290, APOSJ_07102, APOSJ_29418, APOSJ_01413, APOSJ_08884, APOSJ_07104, APOSJ_08886	NEMVE18761
OG0000904	APOSJ_18346, APOSJ_52292, APOSJ_61681, APOSJ_56505	NEMVE08753
OG0000905	APOSJ_12484, APOSJ_12479, APOSJ_14516, APOSJ_12478, APOSJ_12481, APOSJ_13330, APOSJ_02398, APOSJ_02401, APOSJ_12485, APOSJ_02399, APOSJ_02403, APOSJ_02402, APOSJ_02397, APOSJ_18231, APOSJ_63308, APOSJ_02404, APOSJ_12477, APOSJ_13329, APOSJ_12482, APOSJ_02400, APOSJ_18883	NEMVE24633
OG0000906	APOSJ_27371	NEMVE15755
OG0000907	APOSJ_30988, APOSJ_37073, APOSJ_37068, APOSJ_37072, APOSJ_30989, APOSJ_30907, APOSJ_37069, APOSJ_30902, APOSJ_30992, APOSJ_30904, APOSJ_30905, APOSJ_30906, APOSJ_30901, APOSJ_49590, APOSJ_30995, APOSJ_30994, APOSJ_30903, APOSJ_30899, APOSJ_30908, APOSJ_30987, APOSJ_30993, APOSJ_37070, APOSJ_30898, APOSJ_37071, APOSJ_30990, APOSJ_30991	NEMVE00986
OG0000909	APOSJ_41173, APOSJ_16936, APOSJ_16935, APOSJ_16934, APOSJ_16937, APOSJ_44202	NEMVE10272
OG0000910	APOSJ_55027, APOSJ_55026, APOSJ_55025	NEMVE17424
OG0000910	APOSJ_44348, APOSJ_44345, APOSJ_44347, APOSJ_44346, APOSJ_39249, APOSJ_04047, APOSJ_00459, APOSJ_00458, APOSJ_21478	NEMVE16541, NEMVE18507
OG0000911	APOSJ_12676	NEMVE24020
OG0000912	APOSJ_05063, APOSJ_05062	NEMVE23980
OG0000912	APOSJ_17661	NEMVE23705
OG0000913	APOSJ_24386	NEMVE23286, NEMVE05585, NEMVE00499, NEMVE04717
OG0000914	APOSJ_20437, APOSJ_64019, APOSJ_64015, APOSJ_64018	NEMVE08606
OG0000915	APOSJ_34409, APOSJ_34408, APOSJ_34411, APOSJ_34412, APOSJ_54680, APOSJ_34413, APOSJ_16558, APOSJ_16542	NEMVE05638
OG0000921	APOSJ_59784, APOSJ_04520, APOSJ_30436, APOSJ_30437	NEMVE04805
OG0000921	APOSJ_04274	NEMVE19737, NEMVE09442
OG0000924	APOSJ_10657	NEMVE04674
OG0000925	APOSJ_57320	NEMVE22442, NEMVE00338
OG0000926	APOSJ_32194	NEMVE13598
OG0000928	APOSJ_01510, APOSJ_01515, APOSJ_01518, APOSJ_09446, APOSJ_12394, APOSJ_12399, APOSJ_12402, APOSJ_47737, APOSJ_47740, APOSJ_47739, APOSJ_60583, APOSJ_47733, APOSJ_47736, APOSJ_26604, APOSJ_12397, APOSJ_01516, APOSJ_01512, APOSJ_01519, APOSJ_12396, APOSJ_12398, APOSJ_12395, APOSJ_47735, APOSJ_01513, APOSJ_01514, APOSJ_01511, APOSJ_12400, APOSJ_47738, APOSJ_12401, APOSJ_47734	NEMVE20627
OG0000929	APOSJ_05631, APOSJ_05630, APOSJ_35517	NEMVE10278
OG0000930	APOSJ_14715, APOSJ_14714	NEMVE06499, NEMVE09880, NEMVE16667, NEMVE11111
OG0000931	APOSJ_50765, APOSJ_50766	NEMVE13552
OG0000932	APOSJ_20522, APOSJ_20523, APOSJ_20525, APOSJ_60631	NEMVE15050, NEMVE02393
OG0000933	APOSJ_18116, APOSJ_08858, APOSJ_61951, APOSJ_06998	NEMVE25450, NEMVE09603
OG0000933	APOSJ_46139	NEMVE12353
OG0000934	APOSJ_07914, APOSJ_62622, APOSJ_07917, APOSJ_13021, APOSJ_03720	NEMVE09369
OG0000934	APOSJ_06017	NEMVE07036
OG0000935	APOSJ_35299	NEMVE24478, NEMVE06639
OG0000936	APOSJ_23278	NEMVE05175, NEMVE23075, NEMVE05183
OG0000937	APOSJ_05573	NEMVE16160
OG0000937	APOSJ_38343, APOSJ_13077	NEMVE08333, NEMVE08322, NEMVE03059, NEMVE03058, NEMVE03043, NEMVE02476, NEMVE10182, NEMVE03056, NEMVE25653, NEMVE02416, NEMVE02479, NEMVE02482
OG0000937	APOSJ_19563	NEMVE17999, NEMVE03057, NEMVE02431, NEMVE18000, NEMVE16948, NEMVE18813
OG0000943	APOSJ_62883, APOSJ_35668, APOSJ_62882	NEMVE14119
OG0000943	APOSJ_54902, APOSJ_63737	NEMVE15785, NEMVE08924
OG0000944	APOSJ_10525, APOSJ_10522, APOSJ_10524, APOSJ_03576, APOSJ_10523, APOSJ_22262, APOSJ_03578, APOSJ_10521, APOSJ_60325, APOSJ_10520	NEMVE07708
OG0000945	APOSJ_49003, APOSJ_32725, APOSJ_02670, APOSJ_45898, APOSJ_16439, APOSJ_02672, APOSJ_02671, APOSJ_02676, APOSJ_48995, APOSJ_32720, APOSJ_32721, APOSJ_32723, APOSJ_48997, APOSJ_02669, APOSJ_32716, APOSJ_49000, APOSJ_49002, APOSJ_02675, APOSJ_32724, APOSJ_02668, APOSJ_48999, APOSJ_32717, APOSJ_48998, APOSJ_02674, APOSJ_48996, APOSJ_02673, APOSJ_48994, APOSJ_49001	NEMVE22316, NEMVE22428
OG0000946	APOSJ_62571	NEMVE11477
OG0000946	APOSJ_16030	NEMVE07731
OG0000947	APOSJ_08495, APOSJ_08494, APOSJ_19386, APOSJ_08496	NEMVE04758
OG0000947	APOSJ_60100, APOSJ_21902, APOSJ_21904, APOSJ_07733, APOSJ_21905, APOSJ_03045	NEMVE07474
OG0000949	APOSJ_17988	NEMVE24705, NEMVE16573, NEMVE25704, NEMVE24321
OG0000950	APOSJ_50513, APOSJ_50519, APOSJ_30950, APOSJ_62482, APOSJ_50518, APOSJ_30951, APOSJ_46343, APOSJ_50516, APOSJ_50512, APOSJ_30947, APOSJ_30949, APOSJ_30948, APOSJ_50514, APOSJ_64429, APOSJ_62473, APOSJ_50515, APOSJ_62475, APOSJ_50517	NEMVE09986
OG0000951	APOSJ_08836, APOSJ_08838, APOSJ_33002, APOSJ_33003	NEMVE21998
OG0000952	APOSJ_17011, APOSJ_17012, APOSJ_17013, APOSJ_17014	NEMVE04659
OG0000952	APOSJ_11015, APOSJ_58164, APOSJ_11012	NEMVE02164
OG0000953	APOSJ_06138, APOSJ_26231	NEMVE12932
OG0000954	APOSJ_50100, APOSJ_07999	NEMVE06460
OG0000954	APOSJ_50266, APOSJ_50265	NEMVE05247, NEMVE12295
OG0000955	APOSJ_61817	NEMVE14901
OG0000955	APOSJ_10714	NEMVE08350
OG0000957	APOSJ_09728, APOSJ_62676, APOSJ_09727	NEMVE00980
OG0000958	APOSJ_56603	NEMVE24805, NEMVE17902
OG0000960	APOSJ_34385, APOSJ_34381, APOSJ_34386, APOSJ_34382, APOSJ_47694, APOSJ_34384, APOSJ_34383	NEMVE02244
OG0000963	APOSJ_10817, APOSJ_05713, APOSJ_03042, APOSJ_10816, APOSJ_21560, APOSJ_10818, APOSJ_04889, APOSJ_10819	NEMVE06216
OG0000963	APOSJ_36581	NEMVE03242
OG0000964	APOSJ_00212, APOSJ_00215, APOSJ_22022, APOSJ_22023, APOSJ_59681, APOSJ_08304, APOSJ_22024, APOSJ_08303, APOSJ_13771, APOSJ_13762, APOSJ_00211, APOSJ_00213, APOSJ_00214, APOSJ_00216, APOSJ_22025, APOSJ_04858, APOSJ_04857, APOSJ_48503	NEMVE19256
OG0000965	APOSJ_29601, APOSJ_29603, APOSJ_03389, APOSJ_21200, APOSJ_03396, APOSJ_03390, APOSJ_03391, APOSJ_03393, APOSJ_03394	NEMVE10501
OG0000965	APOSJ_30694, APOSJ_39849, APOSJ_30693, APOSJ_30697	NEMVE02072
OG0000966	APOSJ_07001, APOSJ_15383, APOSJ_15386, APOSJ_15382, APOSJ_09538, APOSJ_09540, APOSJ_09539, APOSJ_21117, APOSJ_15387, APOSJ_09543, APOSJ_09545, APOSJ_09537, APOSJ_15385, APOSJ_03828, APOSJ_03829, APOSJ_15384, APOSJ_21122, APOSJ_09542, APOSJ_21116, APOSJ_21119, APOSJ_15381, APOSJ_09544, APOSJ_21120, APOSJ_09541, APOSJ_21121	NEMVE06417
OG0000967	APOSJ_09815, APOSJ_10557, APOSJ_09816, APOSJ_10556, APOSJ_09817, APOSJ_09818	NEMVE05572
OG0000967	APOSJ_62971, APOSJ_18497, APOSJ_06283	NEMVE11722, NEMVE10506
OG0000968	APOSJ_08278, APOSJ_55359, APOSJ_55360	NEMVE14701
OG0000968	APOSJ_24631, APOSJ_24630, APOSJ_24633, APOSJ_24632	NEMVE10433
OG0000969	APOSJ_22281, APOSJ_22280, APOSJ_22279, APOSJ_61021, APOSJ_61023, APOSJ_06916, APOSJ_61025, APOSJ_55691, APOSJ_55689, APOSJ_55690, APOSJ_11011, APOSJ_07964, APOSJ_07965	NEMVE14628
OG0000970	APOSJ_13365	NEMVE08789
OG0000971	APOSJ_28472	NEMVE04764, NEMVE04769, NEMVE03462, NEMVE04763, NEMVE04779, NEMVE02124, NEMVE04808, NEMVE04754, NEMVE04770
OG0000971	APOSJ_00115, APOSJ_00114, APOSJ_51808, APOSJ_51807, APOSJ_21591	NEMVE17738
OG0000972	APOSJ_37488, APOSJ_37489, APOSJ_34751	NEMVE04609, NEMVE00954
OG0000972	APOSJ_55945, APOSJ_55944	NEMVE10082
OG0000973	APOSJ_30361, APOSJ_29923, APOSJ_29922, APOSJ_06246	NEMVE17915
OG0000974	APOSJ_20835, APOSJ_29899, APOSJ_21787, APOSJ_29897, APOSJ_40070, APOSJ_40074, APOSJ_40073, APOSJ_64382, APOSJ_64381, APOSJ_30079, APOSJ_51773	NEMVE13444
OG0000977	APOSJ_44541, APOSJ_44540, APOSJ_49803, APOSJ_49805, APOSJ_42308, APOSJ_49804	NEMVE25192
OG0000977	APOSJ_62900	NEMVE06329
OG0000977	APOSJ_36463, APOSJ_36464, APOSJ_58684, APOSJ_06050, APOSJ_36465, APOSJ_06049	NEMVE20685, NEMVE07099
OG0000978	APOSJ_24157, APOSJ_24153, APOSJ_21088, APOSJ_24156, APOSJ_24152, APOSJ_24154	NEMVE25212
OG0000979	APOSJ_35084, APOSJ_50089	NEMVE17920, NEMVE04790, NEMVE16326
OG0000981	APOSJ_40882, APOSJ_40881, APOSJ_54712, APOSJ_16730, APOSJ_16731, APOSJ_53306, APOSJ_08432, APOSJ_17691, APOSJ_17692, APOSJ_53298, APOSJ_45849	NEMVE05035, NEMVE14361, NEMVE15417
OG0000981	APOSJ_14570	NEMVE22521
OG0000982	APOSJ_12877, APOSJ_54474, APOSJ_54472, APOSJ_54475, APOSJ_54473	NEMVE07619, NEMVE11958
OG0000984	APOSJ_59608	NEMVE21717
OG0000984	APOSJ_01047, APOSJ_01048	NEMVE12738, NEMVE25727
OG0000985	APOSJ_31764, APOSJ_31765, APOSJ_31763, APOSJ_31762	NEMVE09786, NEMVE11913
OG0000986	APOSJ_49159, APOSJ_49161	NEMVE14512
OG0000987	APOSJ_36903, APOSJ_36902	NEMVE05580
OG0000988	APOSJ_14331, APOSJ_14326, APOSJ_02151, APOSJ_40223, APOSJ_40225, APOSJ_40224, APOSJ_02152, APOSJ_40227, APOSJ_02154, APOSJ_40229, APOSJ_40226, APOSJ_40222, APOSJ_40228, APOSJ_02153	NEMVE15851, NEMVE11568, NEMVE19955, NEMVE23928, NEMVE06782
OG0000992	APOSJ_62448, APOSJ_53292, APOSJ_53290, APOSJ_07263, APOSJ_45691, APOSJ_62446	NEMVE11620
OG0000992	APOSJ_44806	NEMVE04858
OG0000993	APOSJ_35660, APOSJ_35662, APOSJ_10369, APOSJ_52996, APOSJ_39832, APOSJ_39831, APOSJ_10566, APOSJ_02883, APOSJ_15964, APOSJ_15963, APOSJ_21241, APOSJ_21239, APOSJ_53395, APOSJ_21242, APOSJ_03792, APOSJ_21238, APOSJ_14141, APOSJ_53399, APOSJ_14139, APOSJ_14140, APOSJ_03799, APOSJ_64667, APOSJ_23592, APOSJ_35663, APOSJ_31985	NEMVE12763
OG0000994	APOSJ_53508, APOSJ_63664, APOSJ_53509	NEMVE24464
OG0000994	APOSJ_50730, APOSJ_18385, APOSJ_52043	NEMVE05403
OG0000996	APOSJ_37598, APOSJ_37597, APOSJ_35443, APOSJ_37594	NEMVE06175
OG0000997	APOSJ_16199, APOSJ_03135, APOSJ_51072, APOSJ_16200, APOSJ_16197, APOSJ_16196, APOSJ_16198, APOSJ_16202	NEMVE15784
OG0000998	APOSJ_34569, APOSJ_34571, APOSJ_34566, APOSJ_34570	NEMVE18412, NEMVE14793
OG0000999	APOSJ_40012, APOSJ_40011, APOSJ_40010	NEMVE00092
OG0001000	APOSJ_57092, APOSJ_57089, APOSJ_57096, APOSJ_57093, APOSJ_57094	NEMVE02448
OG0001001	APOSJ_57312, APOSJ_57314, APOSJ_57313	NEMVE20649, NEMVE24599, NEMVE12542
OG0001002	APOSJ_56918, APOSJ_56919, APOSJ_28028	NEMVE09531, NEMVE19920
OG0001004	APOSJ_53388	NEMVE06123
OG0001005	APOSJ_20492, APOSJ_20490, APOSJ_24589, APOSJ_65423, APOSJ_20493, APOSJ_20491, APOSJ_36591, APOSJ_20494, APOSJ_20497, APOSJ_24590, APOSJ_65404	NEMVE10101
OG0001006	APOSJ_28887, APOSJ_24469, APOSJ_22992	NEMVE21915
OG0001006	APOSJ_05876, APOSJ_05882, APOSJ_05875, APOSJ_05879, APOSJ_05878, APOSJ_05880, APOSJ_05881	NEMVE10239
OG0001007	APOSJ_08471, APOSJ_08472, APOSJ_29169, APOSJ_58305, APOSJ_53884, APOSJ_58308, APOSJ_58306, APOSJ_58302, APOSJ_58303, APOSJ_58309, APOSJ_60238, APOSJ_08469, APOSJ_58304, APOSJ_58310, APOSJ_08470, APOSJ_58307, APOSJ_37415, APOSJ_37416, APOSJ_34153	NEMVE00044, NEMVE10735
OG0001008	APOSJ_41152, APOSJ_16931, APOSJ_16930, APOSJ_16932	NEMVE24531
OG0001009	APOSJ_54750, APOSJ_54751	NEMVE05243, NEMVE05261, NEMVE09366, NEMVE18423, NEMVE15625, NEMVE02988, NEMVE13111
OG0001015	APOSJ_33536, APOSJ_33537, APOSJ_32153, APOSJ_32157, APOSJ_33538, APOSJ_46013, APOSJ_33535, APOSJ_32151, APOSJ_32156, APOSJ_32154, APOSJ_32155, APOSJ_32152, APOSJ_33534, APOSJ_32158	NEMVE07976
OG0001016	APOSJ_63469, APOSJ_53479, APOSJ_53477, APOSJ_53478, APOSJ_53480, APOSJ_34663	NEMVE14344
OG0001016	APOSJ_60324, APOSJ_60323	NEMVE14850
OG0001017	APOSJ_40712, APOSJ_04840, APOSJ_40714, APOSJ_40713	NEMVE08837, NEMVE01365, NEMVE08847, NEMVE13870
OG0001018	APOSJ_07884	NEMVE25537
OG0001018	APOSJ_31959, APOSJ_31957, APOSJ_31960, APOSJ_03376, APOSJ_31958, APOSJ_31956	NEMVE07573
OG0001019	APOSJ_54146, APOSJ_19325, APOSJ_57326, APOSJ_09709, APOSJ_63985, APOSJ_61924	NEMVE06651
OG0001020	APOSJ_46458, APOSJ_59840, APOSJ_46964, APOSJ_28408, APOSJ_06293, APOSJ_48481, APOSJ_50595, APOSJ_59834, APOSJ_54681, APOSJ_59842, APOSJ_06287, APOSJ_28402, APOSJ_29654, APOSJ_59835, APOSJ_28405, APOSJ_34684, APOSJ_29663, APOSJ_34682, APOSJ_29662, APOSJ_18010, APOSJ_59838, APOSJ_00681, APOSJ_34681, APOSJ_39799, APOSJ_39793, APOSJ_43170, APOSJ_39795, APOSJ_39794, APOSJ_39798, APOSJ_43167, APOSJ_43168, APOSJ_43169, APOSJ_39792, APOSJ_06607, APOSJ_46721	NEMVE15852
OG0001020	APOSJ_49708, APOSJ_49703, APOSJ_57963	NEMVE17582, NEMVE21068, NEMVE15306
OG0001020	APOSJ_51037, APOSJ_51041	NEMVE15482, NEMVE15480, NEMVE20442
OG0001021	APOSJ_31103, APOSJ_53465, APOSJ_41653, APOSJ_31092, APOSJ_29431, APOSJ_47845, APOSJ_53463, APOSJ_41654, APOSJ_63399, APOSJ_53454, APOSJ_31093, APOSJ_41650, APOSJ_41652, APOSJ_31095, APOSJ_53466, APOSJ_29432, APOSJ_41655, APOSJ_41656, APOSJ_63400, APOSJ_47844, APOSJ_29430, APOSJ_53464, APOSJ_47847, APOSJ_47843, APOSJ_33429, APOSJ_33430	NEMVE05054
OG0001021	APOSJ_63396, APOSJ_47846, APOSJ_31096, APOSJ_47841, APOSJ_43390, APOSJ_43391, APOSJ_43385, APOSJ_05688	NEMVE22093
OG0001022	APOSJ_05266, APOSJ_05268, APOSJ_05267	NEMVE24828
OG0001023	APOSJ_37628	NEMVE12107
OG0001024	APOSJ_05017	NEMVE22572
OG0001025	APOSJ_31046	NEMVE18755
OG0001025	APOSJ_37575, APOSJ_50394, APOSJ_50396, APOSJ_49774, APOSJ_37574, APOSJ_59052, APOSJ_35982, APOSJ_50397, APOSJ_56359, APOSJ_56358, APOSJ_45731	NEMVE18557
OG0001027	APOSJ_32879, APOSJ_32143, APOSJ_56963, APOSJ_56964, APOSJ_56962, APOSJ_18165, APOSJ_18168, APOSJ_18166	NEMVE22961
OG0001028	APOSJ_29644	NEMVE25953, NEMVE14639
OG0001029	APOSJ_39135, APOSJ_44878	NEMVE03131, NEMVE01675
OG0001030	APOSJ_29201	NEMVE13370
OG0001031	APOSJ_07513, APOSJ_47258	NEMVE13279
OG0001032	APOSJ_04537	NEMVE14168
OG0001033	APOSJ_38678	NEMVE24849
OG0001033	APOSJ_30056, APOSJ_30055	NEMVE03845
OG0001034	APOSJ_19523, APOSJ_19524	NEMVE23685
OG0001036	APOSJ_45992, APOSJ_45991, APOSJ_62205, APOSJ_65418, APOSJ_45993, APOSJ_45994, APOSJ_20388, APOSJ_65361, APOSJ_65420, APOSJ_65417, APOSJ_62207, APOSJ_45995, APOSJ_65421, APOSJ_65422, APOSJ_62208, APOSJ_20387, APOSJ_45989, APOSJ_62206, APOSJ_65419, APOSJ_20346, APOSJ_62210, APOSJ_62204, APOSJ_62209, APOSJ_62212, APOSJ_62211, APOSJ_45990, APOSJ_45988	NEMVE07958
OG0001037	APOSJ_21841, APOSJ_21839, APOSJ_47021, APOSJ_21843, APOSJ_21838, APOSJ_21836, APOSJ_21837, APOSJ_21842, APOSJ_21840, APOSJ_47023, APOSJ_28036	NEMVE13835
OG0001039	APOSJ_37039	NEMVE05718, NEMVE05729
OG0001039	APOSJ_01116	NEMVE14813
OG0001042	APOSJ_46719, APOSJ_46717, APOSJ_46718, APOSJ_46720	NEMVE20161, NEMVE25296
OG0001043	APOSJ_11354, APOSJ_47559, APOSJ_36363, APOSJ_24296, APOSJ_24297	NEMVE16776, NEMVE05556
OG0001048	APOSJ_27594, APOSJ_41848, APOSJ_20345	NEMVE04666
OG0001049	APOSJ_46323	NEMVE24151
OG0001050	APOSJ_46949	NEMVE11321
OG0001052	APOSJ_09889, APOSJ_09886, APOSJ_09888, APOSJ_09887	NEMVE24748
OG0001052	APOSJ_62429, APOSJ_62427, APOSJ_46754, APOSJ_62428, APOSJ_62426, APOSJ_62430, APOSJ_38662, APOSJ_38661	NEMVE21906
OG0001053	APOSJ_02413	NEMVE01408
OG0001055	APOSJ_10962, APOSJ_16061, APOSJ_12498, APOSJ_35533, APOSJ_16074, APOSJ_61309, APOSJ_42643, APOSJ_42642, APOSJ_25379	NEMVE21535
OG0001056	APOSJ_20146, APOSJ_20145	NEMVE07347
OG0001059	APOSJ_19752, APOSJ_44465, APOSJ_19754, APOSJ_19755	NEMVE05294
OG0001060	APOSJ_20350, APOSJ_20347, APOSJ_20348	NEMVE02960, NEMVE14652, NEMVE13876
OG0001062	APOSJ_06165, APOSJ_06163, APOSJ_38748, APOSJ_39590, APOSJ_39591, APOSJ_38754, APOSJ_39589, APOSJ_38752, APOSJ_06167, APOSJ_06168, APOSJ_06161, APOSJ_06162	NEMVE01533
OG0001063	APOSJ_03180, APOSJ_03179, APOSJ_14499, APOSJ_25664, APOSJ_35068, APOSJ_08878, APOSJ_08877, APOSJ_08879	NEMVE08862
OG0001065	APOSJ_56898	NEMVE18639
OG0001066	APOSJ_40782, APOSJ_48950	NEMVE24583
OG0001067	APOSJ_30538, APOSJ_30537	NEMVE18870, NEMVE18446, NEMVE25152
OG0001068	APOSJ_58219, APOSJ_58221, APOSJ_58220	NEMVE04571
OG0001072	APOSJ_31299	NEMVE08244, NEMVE08252, NEMVE00953, NEMVE07521
OG0001072	APOSJ_37742, APOSJ_37741, APOSJ_37740, APOSJ_52931	NEMVE01518
OG0001073	APOSJ_44600, APOSJ_44598, APOSJ_02115, APOSJ_44601, APOSJ_44603, APOSJ_44596, APOSJ_44604, APOSJ_44599, APOSJ_44602, APOSJ_10539, APOSJ_44597, APOSJ_02114	NEMVE11637, NEMVE14006, NEMVE02704
OG0001075	APOSJ_43886, APOSJ_55214	NEMVE07705, NEMVE15967
OG0001076	APOSJ_20280	NEMVE01471
OG0001077	APOSJ_32144, APOSJ_05175, APOSJ_05176	NEMVE06665
OG0001078	APOSJ_01341	NEMVE21841, NEMVE03024
OG0001079	APOSJ_48407	NEMVE10902
OG0001080	APOSJ_02975	NEMVE25549
OG0001080	APOSJ_50278	NEMVE24155
OG0001080	APOSJ_02976	NEMVE20880
OG0001081	APOSJ_19313, APOSJ_18432, APOSJ_18433, APOSJ_51296, APOSJ_18436, APOSJ_06899, APOSJ_05795, APOSJ_18435	NEMVE14063
OG0001082	APOSJ_50344, APOSJ_55101, APOSJ_30098, APOSJ_55093, APOSJ_08785, APOSJ_55094, APOSJ_32224, APOSJ_55097, APOSJ_06626, APOSJ_06627	NEMVE13496
OG0001083	APOSJ_38880, APOSJ_38874, APOSJ_38151, APOSJ_38152, APOSJ_38150, APOSJ_31067, APOSJ_38149, APOSJ_38873	NEMVE07865
