Orthogroup	YEAST	HELIO_ok
OG0001527	YEAST01395	HELIO_04544, HELIO_10434
OG0001529	YEAST01143	HELIO_08747
OG0001530	YEAST00643	HELIO_09208
OG0001546	YEAST03111	HELIO_10092
OG0001550	YEAST02405, YEAST05953	HELIO_04550, HELIO_08048
OG0001551	YEAST04817	HELIO_02886
OG0001553	YEAST05147, YEAST01586	HELIO_04975
OG0001557	YEAST04671	HELIO_05083
OG0001557	YEAST04551	HELIO_06596
OG0001558	YEAST04449	HELIO_02760
OG0001559	YEAST00445, YEAST02434	HELIO_06123
OG0001561	YEAST06176	HELIO_08393
OG0001564	YEAST05390	HELIO_01962
OG0001570	YEAST04678	HELIO_02540, HELIO_05222
OG0001573	YEAST03285	HELIO_02265
OG0001578	YEAST01872	HELIO_08790, HELIO_08789
OG0001580	YEAST06270	HELIO_11365
OG0001590	YEAST03476, YEAST00717, YEAST03955	HELIO_11606, HELIO_02516
OG0001594	YEAST03418	HELIO_11160
OG0001597	YEAST01702	HELIO_04679, HELIO_01769
OG0001603	YEAST02584	HELIO_09786, HELIO_02249
OG0001604	YEAST01428	HELIO_12168
OG0001605	YEAST04101	HELIO_09701, HELIO_00110
OG0001609	YEAST02739	HELIO_04479, HELIO_00769
OG0001610	YEAST00596	HELIO_06066
OG0001612	YEAST01109	HELIO_03470, HELIO_09022
OG0001628	YEAST04790	HELIO_11311, HELIO_03654
OG0001653	YEAST01151	HELIO_02536
OG0001655	YEAST03354	HELIO_08331
OG0001657	YEAST00101, YEAST00944	HELIO_09713
OG0001663	YEAST05642	HELIO_06205, HELIO_04184
OG0001676	YEAST02848	HELIO_09572
OG0001676	YEAST06155	HELIO_09106
OG0001679	YEAST05302, YEAST02334, YEAST02449, YEAST01523	HELIO_08774, HELIO_10789, HELIO_00740
OG0001680	YEAST01119, YEAST04022	HELIO_00317
OG0001685	YEAST01147	HELIO_02127
OG0001687	YEAST05279	HELIO_06212
OG0001691	YEAST01315	HELIO_03141
OG0001704	YEAST01293	HELIO_11078
OG0001706	YEAST03424	HELIO_03225
OG0001707	YEAST06049, YEAST00407, YEAST04739	HELIO_04517
OG0001708	YEAST05744, YEAST05745	HELIO_01586
OG0001709	YEAST04440	HELIO_12693
OG0001713	YEAST04039	HELIO_10733
OG0001718	YEAST01537	HELIO_08374
OG0001721	YEAST04881, YEAST05253, YEAST00698	HELIO_04710
OG0001723	YEAST01435	HELIO_03904
OG0001727	YEAST04543	HELIO_00379
OG0001728	YEAST03347	HELIO_06859, HELIO_02961
OG0001730	YEAST00177	HELIO_09660
OG0001739	YEAST03760	HELIO_08138
OG0001750	YEAST03628	HELIO_09724
OG0001754	YEAST03682	HELIO_12416
OG0001755	YEAST05131	HELIO_03611
OG0001756	YEAST00620	HELIO_00970, HELIO_03773
OG0001769	YEAST04726	HELIO_00478, HELIO_05705
OG0001770	YEAST02590	HELIO_10082
OG0001774	YEAST05166	HELIO_11501, HELIO_04350
OG0001775	YEAST05594	HELIO_07189
OG0001780	YEAST03768	HELIO_10081
OG0001781	YEAST01882	HELIO_09978, HELIO_01738
OG0001782	YEAST02421	HELIO_11232, HELIO_12571
OG0001785	YEAST02713	HELIO_10072, HELIO_04363
OG0001787	YEAST03546	HELIO_11607
OG0001792	YEAST04595	HELIO_03262
OG0001793	YEAST02466	HELIO_05244, HELIO_10291
OG0001805	YEAST05496, YEAST01242	HELIO_06016
OG0001807	YEAST05464	HELIO_02837
OG0001808	YEAST01298	HELIO_02461
OG0001818	YEAST05902, YEAST04712	HELIO_10184
OG0001822	YEAST04378, YEAST01659	HELIO_05027
OG0001826	YEAST04777, YEAST01697, YEAST05781	HELIO_08793
OG0001828	YEAST04676	HELIO_08349
OG0001829	YEAST01613, YEAST00136, YEAST02008	HELIO_08800
OG0001831	YEAST00024	HELIO_06925
OG0001832	YEAST05376	HELIO_12779, HELIO_12753
OG0001846	YEAST05067	HELIO_07000
OG0001850	YEAST01913	HELIO_06095
OG0001852	YEAST03121	HELIO_00847
OG0001853	YEAST05176	HELIO_01954, HELIO_07750
OG0001857	YEAST04741	HELIO_11313
OG0001860	YEAST00188	HELIO_02411
OG0001861	YEAST05779, YEAST04773	HELIO_11038
OG0001863	YEAST03017	HELIO_05463, HELIO_10538
OG0001866	YEAST05095, YEAST05570	HELIO_08400
OG0001867	YEAST01669	HELIO_02515
OG0001873	YEAST00981, YEAST00267	HELIO_07677, HELIO_06086
OG0001875	YEAST04137	HELIO_10950
OG0001877	YEAST04134	HELIO_09122
OG0001886	YEAST03260	HELIO_07679
OG0001888	YEAST05749, YEAST01573	HELIO_08194
OG0001893	YEAST01023	HELIO_11263
OG0001894	YEAST00433	HELIO_04194
OG0001899	YEAST01210, YEAST04466	HELIO_05952
OG0001903	YEAST06020	HELIO_08222
OG0001913	YEAST05520	HELIO_10845
OG0001915	YEAST04791	HELIO_02308
OG0001917	YEAST01859	HELIO_00213
OG0001923	YEAST05881	HELIO_01788
OG0001926	YEAST02948	HELIO_02998
OG0001932	YEAST03770, YEAST03179	HELIO_03169, HELIO_03170
OG0001934	YEAST00877	HELIO_02521
OG0001935	YEAST00431	HELIO_09449, HELIO_05458, HELIO_02583
OG0001938	YEAST03931	HELIO_02477, HELIO_06716, HELIO_04080, HELIO_02478, HELIO_04081, HELIO_02479
OG0001940	YEAST04188, YEAST05646	HELIO_03882
OG0001943	YEAST02393, YEAST05966	HELIO_10645
OG0001945	YEAST01671	HELIO_03288
OG0001947	YEAST02570	HELIO_03774
OG0001951	YEAST00941, YEAST05396	HELIO_04565
OG0001952	YEAST04673, YEAST01990, YEAST00155	HELIO_06639, HELIO_02821
OG0001965	YEAST04582	HELIO_01378
OG0001968	YEAST04910	HELIO_11042, HELIO_10670
OG0001972	YEAST01822, YEAST03363	HELIO_04798
OG0001985	YEAST04959	HELIO_03642
OG0001992	YEAST02679	HELIO_10036
OG0001998	YEAST00890	HELIO_01282
OG0002001	YEAST00502, YEAST03944	HELIO_11853, HELIO_12151
OG0002003	YEAST02826, YEAST03671	HELIO_03803
OG0002008	YEAST00768	HELIO_10242, HELIO_04821
OG0002010	YEAST00609	HELIO_12490
OG0002013	YEAST03040	HELIO_06898
OG0002014	YEAST02422	HELIO_10467
OG0002015	YEAST05525	HELIO_05227
OG0002025	YEAST03650	HELIO_01634, HELIO_05658
OG0002026	YEAST01247	HELIO_08421, HELIO_11050
OG0002029	YEAST02646	HELIO_05876
OG0002031	YEAST02752	HELIO_09129, HELIO_07245
OG0002032	YEAST01221	HELIO_01093
OG0002042	YEAST02880	HELIO_06664
OG0002043	YEAST04003	HELIO_03396
OG0002059	YEAST05893, YEAST04718	HELIO_03914
OG0002062	YEAST05454	HELIO_06049
OG0002063	YEAST00838	HELIO_07475, HELIO_05674
OG0002067	YEAST03444	HELIO_05446
OG0002069	YEAST05962	HELIO_09988
OG0002073	YEAST04552	HELIO_09897
OG0002076	YEAST02206	HELIO_08411
OG0002078	YEAST06232	HELIO_07802
OG0002079	YEAST05765, YEAST00483	HELIO_03430, HELIO_08843
OG0002080	YEAST05220, YEAST04736	HELIO_05901
OG0002084	YEAST04529	HELIO_09343
OG0002087	YEAST05702	HELIO_10536, HELIO_09035
OG0002090	YEAST02246	HELIO_05584, HELIO_03544
OG0002097	YEAST02697	HELIO_00551
OG0002101	YEAST03902	HELIO_03548
OG0002103	YEAST05974	HELIO_08047
OG0002106	YEAST03654	HELIO_06196
OG0002108	YEAST03715	HELIO_01842
OG0002123	YEAST02444	HELIO_11783
OG0002125	YEAST05183	HELIO_03401
OG0002131	YEAST04275	HELIO_00247, HELIO_08098
OG0002137	YEAST04320	HELIO_05362, HELIO_10047, HELIO_11805
OG0002138	YEAST02406	HELIO_10372, HELIO_10373
OG0002144	YEAST02673	HELIO_01280
OG0002146	YEAST04333, YEAST00109, YEAST03088, YEAST04454	HELIO_02638
OG0002147	YEAST04532, YEAST01219	HELIO_06765
OG0002148	YEAST02060	HELIO_04883, HELIO_06974
OG0002152	YEAST05624	HELIO_07905
OG0002156	YEAST03007	HELIO_12738, HELIO_03634
OG0002160	YEAST03960	HELIO_00185
OG0002165	YEAST04504	HELIO_11027
OG0002168	YEAST00516	HELIO_07698, HELIO_12373
OG0002169	YEAST02258	HELIO_05746, HELIO_06281
OG0002175	YEAST04956	HELIO_07325
OG0002184	YEAST00242	HELIO_03187, HELIO_03186
OG0002185	YEAST05212	HELIO_02280
OG0002188	YEAST04638, YEAST03913	HELIO_11286
OG0002189	YEAST02882, YEAST04447	HELIO_09345
OG0002213	YEAST01241, YEAST05495	HELIO_09582
OG0002216	YEAST06040	HELIO_08118
OG0002217	YEAST06033	HELIO_07595
OG0002222	YEAST03240	HELIO_01086
OG0002224	YEAST01574	HELIO_08402
OG0002225	YEAST04939	HELIO_05714
OG0002226	YEAST00948	HELIO_03074
OG0002228	YEAST04154, YEAST05632	HELIO_10818
OG0002233	YEAST00277	HELIO_07535, HELIO_05365, HELIO_05245
OG0002239	YEAST03509	HELIO_12051
OG0002241	YEAST02005	HELIO_09347
OG0002243	YEAST04599, YEAST03601, YEAST04600	HELIO_12098
OG0002244	YEAST02768	HELIO_01234, HELIO_09967
OG0002252	YEAST00826	HELIO_01235
OG0002261	YEAST00472	HELIO_06100
OG0002264	YEAST01705	HELIO_02936
OG0002279	YEAST05800	HELIO_08733
OG0002282	YEAST00881	HELIO_05112
OG0002288	YEAST01591, YEAST05154	HELIO_07429
OG0002312	YEAST06295	HELIO_12558
OG0002316	YEAST01805	HELIO_12382
OG0002318	YEAST02923	HELIO_12246, HELIO_12682
OG0002319	YEAST00329	HELIO_07888
OG0002321	YEAST02461	HELIO_05182
OG0002324	YEAST02615, YEAST06287	HELIO_10551, HELIO_09504
OG0002326	YEAST00310, YEAST02699	HELIO_03775
OG0002327	YEAST00346, YEAST06217	HELIO_05706
OG0002331	YEAST01653	HELIO_09275
OG0002332	YEAST01606, YEAST05184, YEAST00285	HELIO_10520
OG0002341	YEAST03640, YEAST04562	HELIO_10080, HELIO_10079
OG0002344	YEAST02312, YEAST02019	HELIO_01896
OG0002346	YEAST02012	HELIO_09863
OG0002348	YEAST01845	HELIO_04598
OG0002355	YEAST00016	HELIO_07256
OG0002356	YEAST00259	HELIO_09006
OG0002361	YEAST01027	HELIO_05139
OG0002367	YEAST01179	HELIO_09405, HELIO_12396
OG0002369	YEAST03766	HELIO_10202
OG0002374	YEAST02010, YEAST00133	HELIO_00949
OG0002377	YEAST05000	HELIO_10194
OG0002406	YEAST05509	HELIO_01959
OG0002407	YEAST00012	HELIO_11688
OG0002409	YEAST05834	HELIO_00645
OG0002409	YEAST02027	HELIO_02015
OG0002411	YEAST05950, YEAST02407	HELIO_01331
OG0002412	YEAST06171	HELIO_10126
OG0002413	YEAST01196	HELIO_01474, HELIO_06354
OG0002415	YEAST01271	HELIO_12736, HELIO_07942
OG0002421	YEAST02982	HELIO_06854, HELIO_01261
OG0002422	YEAST05026	HELIO_01387
OG0002426	YEAST00184	HELIO_03335
OG0002441	YEAST00068, YEAST02278, YEAST05821	HELIO_05799
OG0002442	YEAST05932	HELIO_07816
OG0002443	YEAST04906	HELIO_09645
OG0002446	YEAST04254	HELIO_06057
OG0002448	YEAST00626	HELIO_12221
OG0002448	YEAST03419	HELIO_04227
OG0002450	YEAST04575	HELIO_02893
OG0002453	YEAST00512	HELIO_12679
OG0002476	YEAST05799	HELIO_03664, HELIO_09312
OG0002486	YEAST01433	HELIO_03836
OG0002492	YEAST01624	HELIO_10487
OG0002494	YEAST02402	HELIO_01599, HELIO_01251
OG0002497	YEAST02747	HELIO_02505
OG0002500	YEAST05648	HELIO_06617
OG0002505	YEAST02959	HELIO_10389, HELIO_10390
OG0002510	YEAST04753	HELIO_10856
OG0002516	YEAST00066	HELIO_09840
OG0002518	YEAST02890	HELIO_01975
OG0002520	YEAST05256	HELIO_02172
OG0002523	YEAST06234	HELIO_02687
OG0002527	YEAST01639	HELIO_00703
OG0002528	YEAST00372	HELIO_06964
OG0002530	YEAST05530, YEAST03790	HELIO_02743
OG0002532	YEAST03235	HELIO_08702
OG0002533	YEAST04525	HELIO_10038
OG0002543	YEAST00527	HELIO_01303
OG0002557	YEAST06243	HELIO_05219
OG0002561	YEAST04438, YEAST02106	HELIO_11216
OG0002562	YEAST03992	HELIO_08903
OG0002564	YEAST02186	HELIO_03476
OG0002565	YEAST04224, YEAST02499	HELIO_04197
OG0002574	YEAST05657	HELIO_05197
OG0002594	YEAST06174	HELIO_03260
OG0002598	YEAST04621, YEAST03577	HELIO_09306
OG0002605	YEAST06332	HELIO_03379, HELIO_03378
OG0002608	YEAST03716, YEAST02846	HELIO_01546, HELIO_10204
OG0002609	YEAST01355	HELIO_09507
OG0002610	YEAST01078, YEAST03973	HELIO_08229
OG0002612	YEAST03508	HELIO_06371
OG0002617	YEAST00866	HELIO_10276
OG0002618	YEAST06247	HELIO_07943
OG0002621	YEAST05551	HELIO_07034, HELIO_01916
OG0002629	YEAST05919	HELIO_10222, HELIO_11339
OG0002632	YEAST02755	HELIO_06737
OG0002633	YEAST04206	HELIO_02658
OG0002636	YEAST01664, YEAST06215	HELIO_03936
OG0002638	YEAST00919, YEAST04703	HELIO_10591
OG0002643	YEAST01938	HELIO_01593, HELIO_01594
OG0002644	YEAST00724	HELIO_10604
OG0002645	YEAST01436	HELIO_01123
OG0002646	YEAST01946	HELIO_02697
OG0002651	YEAST02868	HELIO_07721
OG0002652	YEAST04937	HELIO_10370, HELIO_10369
OG0002656	YEAST05701	HELIO_06530
OG0002659	YEAST06290	HELIO_09615
OG0002666	YEAST02507	HELIO_11096
OG0002668	YEAST02324	HELIO_10383
OG0002677	YEAST05210	HELIO_01468
OG0002683	YEAST03676	HELIO_02646
OG0002705	YEAST00553	HELIO_08111
OG0002713	YEAST00413, YEAST06057	HELIO_06459
OG0002715	YEAST01174, YEAST04131	HELIO_02942
OG0002717	YEAST02430	HELIO_07984
OG0002718	YEAST03380, YEAST03502	HELIO_09888, HELIO_05744
OG0002720	YEAST01914	HELIO_07567
OG0002722	YEAST04059	HELIO_03522
OG0002726	YEAST02958	HELIO_03574
OG0002729	YEAST01155	HELIO_02082, HELIO_12148
OG0002739	YEAST01877	HELIO_02376, HELIO_11343
OG0002742	YEAST03713	HELIO_08532
OG0002743	YEAST01824, YEAST03362	HELIO_06294, HELIO_10710, HELIO_12091
OG0002745	YEAST04244	HELIO_03178
OG0002746	YEAST04902, YEAST05332	HELIO_04608
OG0002747	YEAST05617	HELIO_03630
OG0002749	YEAST02810	HELIO_01827
OG0002750	YEAST04952	HELIO_10272
OG0002752	YEAST03686	HELIO_06786
OG0002753	YEAST03742	HELIO_11375
OG0002754	YEAST03620	HELIO_06967
OG0002756	YEAST04058	HELIO_12369, HELIO_08256
OG0002758	YEAST04409	HELIO_09772, HELIO_09771
OG0002760	YEAST01927	HELIO_01910, HELIO_05414
OG0002761	YEAST03261	HELIO_01533
OG0002763	YEAST00260	HELIO_07170
OG0002764	YEAST00423	HELIO_10952
OG0002765	YEAST01667, YEAST05523	HELIO_11601
OG0002766	YEAST05357	HELIO_03644
OG0002767	YEAST04591	HELIO_09009, HELIO_09010
OG0002771	YEAST02043	HELIO_10086
OG0002772	YEAST03384	HELIO_06808
OG0002773	YEAST03677	HELIO_10713
OG0002774	YEAST03575	HELIO_01198
OG0002781	YEAST05450	HELIO_08220
OG0002782	YEAST02121	HELIO_06824
OG0002785	YEAST06106, YEAST01228	HELIO_00607
OG0002788	YEAST02578, YEAST01232	HELIO_09264
OG0002789	YEAST05269	HELIO_06840
OG0002793	YEAST01371	HELIO_09119
OG0002799	YEAST01461	HELIO_09828
OG0002817	YEAST01189, YEAST04922	HELIO_12282
OG0002824	YEAST02137	HELIO_02922
OG0002827	YEAST05976	HELIO_03783, HELIO_03782
OG0002831	YEAST03282	HELIO_05128, HELIO_03570
OG0002835	YEAST02656	HELIO_03801
OG0002837	YEAST01987, YEAST00157	HELIO_03273
OG0002839	YEAST03148	HELIO_09494
OG0002843	YEAST04737	HELIO_06210
OG0002844	YEAST05563	HELIO_07105
OG0002847	YEAST02294	HELIO_10413
OG0002851	YEAST04951	HELIO_03346
OG0002855	YEAST00137	HELIO_10282
OG0002860	YEAST02712	HELIO_08136
OG0002866	YEAST01136	HELIO_03845
OG0002876	YEAST02348	HELIO_11883
OG0002883	YEAST03027	HELIO_09189
OG0002891	YEAST03205	HELIO_09925
OG0002894	YEAST00906	HELIO_09144
OG0002895	YEAST01471, YEAST05353, YEAST05456	HELIO_08387
OG0002897	YEAST06308	HELIO_04251
OG0002899	YEAST00283	HELIO_09658
OG0002900	YEAST05306	HELIO_00632, HELIO_10716
OG0002907	YEAST02061	HELIO_08086
OG0002910	YEAST00223	HELIO_10397, HELIO_10398, HELIO_05618
OG0002915	YEAST02264	HELIO_03014
OG0002917	YEAST03703	HELIO_07208, HELIO_11831, HELIO_12269
OG0002921	YEAST06254	HELIO_00633
OG0002922	YEAST01261	HELIO_01371
OG0002947	YEAST00232	HELIO_05476, HELIO_00496
OG0002948	YEAST03584	HELIO_11632, HELIO_00853
OG0002949	YEAST00419, YEAST06063	HELIO_00481
OG0002953	YEAST03034	HELIO_00856
OG0002957	YEAST03253	HELIO_01334
OG0002960	YEAST05502	HELIO_12408
OG0002965	YEAST03804	HELIO_08079, HELIO_08080
OG0002966	YEAST06059	HELIO_01639
OG0002969	YEAST00655	HELIO_06121
OG0002982	YEAST02471	HELIO_12635
OG0002984	YEAST00961, YEAST01144	HELIO_11946
OG0002985	YEAST02147	HELIO_08571
OG0002987	YEAST02970, YEAST00081, YEAST02488	HELIO_07528
OG0002991	YEAST03345, YEAST01842	HELIO_03254
OG0002997	YEAST02374	HELIO_11017, HELIO_08478
OG0003001	YEAST01497	HELIO_11460
OG0003004	YEAST02183	HELIO_11259
OG0003006	YEAST00899	HELIO_11696
OG0003010	YEAST03035	HELIO_03406
OG0003012	YEAST04512	HELIO_05186
OG0003016	YEAST04810	HELIO_02017
OG0003017	YEAST02213	HELIO_02953
OG0003018	YEAST01635, YEAST01949	HELIO_09293
OG0003020	YEAST04851	HELIO_00457, HELIO_06305
OG0003027	YEAST05498	HELIO_02071
OG0003028	YEAST05822	HELIO_06724
OG0003029	YEAST04523	HELIO_10606
OG0003033	YEAST02457, YEAST02640	HELIO_00240
OG0003039	YEAST00055	HELIO_05426
OG0003043	YEAST02551	HELIO_08514
OG0003046	YEAST01632	HELIO_07002, HELIO_12633
OG0003054	YEAST04909, YEAST05341	HELIO_04850
OG0003056	YEAST02257	HELIO_08287
OG0003059	YEAST02832, YEAST03675	HELIO_08106
OG0003063	YEAST00204	HELIO_05044
OG0003066	YEAST00969	HELIO_02851
OG0003067	YEAST03159	HELIO_06760
OG0003072	YEAST05076	HELIO_06085
OG0003073	YEAST00167	HELIO_04819, HELIO_06482
OG0003079	YEAST01019	HELIO_12034
OG0003101	YEAST01357	HELIO_07909
OG0003104	YEAST00861	HELIO_10296
OG0003105	YEAST04282	HELIO_09603
OG0003106	YEAST03619	HELIO_01110
OG0003107	YEAST00029	HELIO_07326
OG0003108	YEAST00796	HELIO_02749
OG0003110	YEAST02197	HELIO_02879
OG0003114	YEAST00453, YEAST02426	HELIO_11712
OG0003119	YEAST00778	HELIO_00761
OG0003121	YEAST03190	HELIO_08859
OG0003131	YEAST04435, YEAST04350	HELIO_00277
OG0003135	YEAST02069	HELIO_09441
OG0003138	YEAST01790, YEAST00784	HELIO_07469
OG0003145	YEAST06012	HELIO_05596
OG0003147	YEAST03729	HELIO_02388
OG0003151	YEAST03910	HELIO_00768
OG0003153	YEAST05438	HELIO_01955
OG0003154	YEAST00694	HELIO_10327
OG0003157	YEAST01203	HELIO_06700
OG0003164	YEAST05549, YEAST04492	HELIO_09851
OG0003169	YEAST04410	HELIO_08500
OG0003172	YEAST06030	HELIO_04597
OG0003174	YEAST06178	HELIO_00264
OG0003178	YEAST05823	HELIO_01460
OG0003179	YEAST00905	HELIO_10655
OG0003189	YEAST00820	HELIO_12511
OG0003190	YEAST02550	HELIO_04199, HELIO_06545
OG0003191	YEAST01068	HELIO_09939
OG0003193	YEAST02494	HELIO_03842
OG0003197	YEAST06274	HELIO_12323
OG0003199	YEAST04961	HELIO_10732
OG0003207	YEAST04056	HELIO_04788
OG0003212	YEAST05531	HELIO_01310
OG0003214	YEAST03701	HELIO_05250
OG0003215	YEAST04373	HELIO_01923
OG0003218	YEAST04068	HELIO_02702
OG0003219	YEAST01656	HELIO_02834
OG0003220	YEAST03417, YEAST00186	HELIO_12154
OG0003221	YEAST05064	HELIO_05558
OG0003223	YEAST04472	HELIO_00004
OG0003228	YEAST06187	HELIO_02794
OG0003230	YEAST05487	HELIO_01822
OG0003234	YEAST00760	HELIO_00230
OG0003235	YEAST06282	HELIO_02635
OG0003251	YEAST05338, YEAST04904	HELIO_02853
OG0003254	YEAST03911	HELIO_02013
OG0003263	YEAST05333	HELIO_06528
OG0003264	YEAST03398	HELIO_05957
OG0003266	YEAST05585	HELIO_11954
OG0003267	YEAST02516	HELIO_05451
OG0003270	YEAST01372, YEAST05351, YEAST01476	HELIO_04333
OG0003283	YEAST02779	HELIO_04347
OG0003284	YEAST02184	HELIO_03635
OG0003287	YEAST00166	HELIO_02350
OG0003288	YEAST05062	HELIO_08221
OG0003290	YEAST06325	HELIO_11498
OG0003293	YEAST04930	HELIO_08360
OG0003295	YEAST06127	HELIO_04382
OG0003300	YEAST03316	HELIO_08594, HELIO_10525
OG0003302	YEAST04633	HELIO_00429
OG0003303	YEAST05878	HELIO_02870
OG0003304	YEAST01018	HELIO_10378
OG0003316	YEAST04887	HELIO_04955
OG0003317	YEAST03051	HELIO_04704, HELIO_06602
OG0003318	YEAST02158	HELIO_09114
OG0003332	YEAST02945, YEAST00447	HELIO_03785
OG0003335	YEAST01260	HELIO_09042
OG0003340	YEAST04972	HELIO_01544, HELIO_01545
OG0003341	YEAST00990	HELIO_12055
OG0003343	YEAST04356, YEAST06258	HELIO_10253
OG0003344	YEAST04764	HELIO_01718
OG0003345	YEAST02133	HELIO_04658
OG0003348	YEAST02844	HELIO_06884
OG0003349	YEAST00235, YEAST04798	HELIO_12164
OG0003356	YEAST02937	HELIO_03350
OG0003357	YEAST04240, YEAST02522	HELIO_00345
OG0003364	YEAST00730	HELIO_10249
OG0003366	YEAST05276, YEAST03075	HELIO_04839
OG0003373	YEAST03755	HELIO_02331, HELIO_02692, HELIO_01108, HELIO_01107
OG0003374	YEAST03627	HELIO_02124
OG0003375	YEAST03722	HELIO_02027
OG0003377	YEAST03340	HELIO_08558
OG0003380	YEAST00529	HELIO_08129
OG0003381	YEAST03447, YEAST01380	HELIO_01980
OG0003382	YEAST01627	HELIO_00905, HELIO_00906
OG0003386	YEAST02725	HELIO_02832
OG0003425	YEAST05084	HELIO_11455
OG0003426	YEAST05251	HELIO_05969
OG0003429	YEAST05921	HELIO_03900
OG0003430	YEAST04732	HELIO_07216
OG0003434	YEAST02689	HELIO_08552
OG0003435	YEAST05483	HELIO_06428
OG0003441	YEAST05981	HELIO_00883
OG0003443	YEAST06032	HELIO_11420
OG0003454	YEAST04088	HELIO_07210
OG0003458	YEAST00169	HELIO_01103
OG0003461	YEAST05752, YEAST04759	HELIO_00074
OG0003463	YEAST02371	HELIO_02234
OG0003464	YEAST05120	HELIO_08682, HELIO_08683
OG0003465	YEAST02874	HELIO_11762
OG0003467	YEAST01278	HELIO_09150, HELIO_09149
OG0003477	YEAST03665	HELIO_08724
OG0003483	YEAST06074	HELIO_09297
OG0003487	YEAST03066	HELIO_01481
OG0003491	YEAST03514	HELIO_12169
OG0003493	YEAST01076	HELIO_09058
OG0003497	YEAST00758	HELIO_01513
OG0003498	YEAST05680	HELIO_09734
OG0003500	YEAST03303, YEAST02683	HELIO_10237
OG0003501	YEAST01421	HELIO_00872
OG0003502	YEAST02519	HELIO_11773
OG0003503	YEAST00400	HELIO_07145
OG0003505	YEAST00697	HELIO_03524
OG0003509	YEAST02850	HELIO_11968
OG0003515	YEAST00923	HELIO_01150
OG0003518	YEAST04809	HELIO_01357
OG0003523	YEAST05393	HELIO_02927
OG0003531	YEAST00465	HELIO_05168
OG0003532	YEAST05810	HELIO_02994
OG0003539	YEAST03774	HELIO_06853
OG0003541	YEAST01314	HELIO_02897
OG0003543	YEAST01290	HELIO_01891
OG0003544	YEAST00251	HELIO_03400
OG0003550	YEAST06166	HELIO_10135
OG0003551	YEAST01826	HELIO_11131
OG0003552	YEAST04163	HELIO_01828
OG0003556	YEAST05216	HELIO_04836, HELIO_07224
OG0003560	YEAST00307	HELIO_11394
OG0003560	YEAST02357, YEAST05925	HELIO_02403
OG0003561	YEAST06100	HELIO_03510
OG0003562	YEAST00960	HELIO_07501
OG0003565	YEAST03392	HELIO_07480
OG0003567	YEAST04838	HELIO_02904
OG0003568	YEAST04328	HELIO_09743, HELIO_09744
OG0003570	YEAST03562, YEAST04635	HELIO_06559
OG0003571	YEAST05553	HELIO_02351
OG0003573	YEAST00597	HELIO_09111
OG0003578	YEAST05031	HELIO_08279, HELIO_08278
OG0003579	YEAST05446	HELIO_05944
OG0003582	YEAST03174	HELIO_04947
OG0003598	YEAST00803	HELIO_10451
OG0003599	YEAST04133	HELIO_08540
OG0003603	YEAST03529	HELIO_04475
OG0003610	YEAST02573	HELIO_12163
OG0003611	YEAST01054	HELIO_01894
OG0003612	YEAST00808	HELIO_04409
OG0003613	YEAST02366	HELIO_01893
OG0003615	YEAST01638	HELIO_01584
OG0003617	YEAST01843	HELIO_03494
OG0003619	YEAST04756	HELIO_07057
OG0003624	YEAST00147	HELIO_09617
OG0003630	YEAST04845	HELIO_01750
OG0003638	YEAST00956	HELIO_00190
OG0003641	YEAST04061, YEAST01158	HELIO_07553
OG0003644	YEAST01545	HELIO_02002
OG0003645	YEAST05809, YEAST05493	HELIO_02632
OG0003646	YEAST02349	HELIO_10542
OG0003647	YEAST04352, YEAST04433	HELIO_08435
OG0003649	YEAST00203	HELIO_09186
OG0003650	YEAST00737, YEAST04997	HELIO_02717, HELIO_11983, HELIO_06323
OG0003659	YEAST00140	HELIO_01564
OG0003661	YEAST02758	HELIO_00776
OG0003664	YEAST03791	HELIO_10185
OG0003668	YEAST06168	HELIO_12712
OG0003669	YEAST02813	HELIO_09100
OG0003672	YEAST03137	HELIO_03464
OG0003676	YEAST03110	HELIO_07728
OG0003678	YEAST02330	HELIO_06802
OG0003679	YEAST03223	HELIO_01849
OG0003682	YEAST00571	HELIO_01433
OG0003687	YEAST02527, YEAST04246	HELIO_06361
OG0003688	YEAST01333, YEAST05362, YEAST00376	HELIO_05020
OG0003689	YEAST04232	HELIO_02422
OG0003690	YEAST01162	HELIO_12684
OG0003692	YEAST00692	HELIO_09987
OG0003693	YEAST05304	HELIO_12474
OG0003694	YEAST01453	HELIO_05422
OG0003696	YEAST05704	HELIO_11257
OG0003697	YEAST04962	HELIO_12072, HELIO_12071
OG0003698	YEAST03764, YEAST03185	HELIO_09605
OG0003703	YEAST00683	HELIO_02888
OG0003710	YEAST02077	HELIO_06500
OG0003712	YEAST02114	HELIO_03886, HELIO_08547
OG0003713	YEAST01549, YEAST03807	HELIO_10395
OG0003716	YEAST02390	HELIO_05664, HELIO_06645
OG0003719	YEAST06338	HELIO_06363
OG0003721	YEAST04960	HELIO_10032, HELIO_03702
OG0003724	YEAST02365, YEAST06120	HELIO_10508
OG0003729	YEAST01543	HELIO_11354
OG0003731	YEAST04486	HELIO_04511, HELIO_05539
OG0003733	YEAST03492	HELIO_03136
OG0003734	YEAST02809, YEAST03842	HELIO_06093
OG0003735	YEAST06115	HELIO_01294
OG0003738	YEAST05605	HELIO_10176
OG0003740	YEAST01029	HELIO_05574
