Orthogroup	YEAST	NEMVE
OG0001001	YEAST00341	NEMVE20649, NEMVE24599, NEMVE12542
OG0001006	YEAST04513	NEMVE21915, NEMVE10239
OG0001016	YEAST00830	NEMVE14344, NEMVE14850
OG0001018	YEAST01172	NEMVE25537, NEMVE07573
OG0001024	YEAST01024, YEAST00308	NEMVE22572
OG0001033	YEAST02124	NEMVE03845
OG0001064	YEAST00458	NEMVE19071, NEMVE22336, NEMVE14457, NEMVE15119, NEMVE08642, NEMVE03711, NEMVE20842, NEMVE03288
OG0001066	YEAST06311	NEMVE24583, NEMVE01656
OG0001075	YEAST05636	NEMVE07705, NEMVE15967
OG0001076	YEAST01570	NEMVE01471
OG0001081	YEAST04460	NEMVE14063
OG0001082	YEAST03919, YEAST02905, YEAST05331	NEMVE13496
OG0001094	YEAST03837	NEMVE22605, NEMVE25441, NEMVE16663, NEMVE22581, NEMVE21711, NEMVE21712, NEMVE18919
OG0001095	YEAST00773	NEMVE24881
OG0001096	YEAST01384	NEMVE22598, NEMVE10292, NEMVE12692
OG0001101	YEAST03434	NEMVE14957
OG0001101	YEAST04701	NEMVE01007
OG0001108	YEAST06309	NEMVE14019, NEMVE25264, NEMVE22820, NEMVE03343
OG0001111	YEAST06003	NEMVE12657, NEMVE05880, NEMVE17909, NEMVE18987, NEMVE05284, NEMVE18142
OG0001113	YEAST05320	NEMVE11789, NEMVE13858
OG0001113	YEAST00954	NEMVE22434
OG0001114	YEAST00036, YEAST05811	NEMVE13059
OG0001124	YEAST02719	NEMVE14042, NEMVE14572
OG0001133	YEAST04296	NEMVE17872
OG0001133	YEAST03271	NEMVE22361
OG0001134	YEAST05015	NEMVE10572
OG0001135	YEAST03641	NEMVE08713, NEMVE13852
OG0001136	YEAST05047, YEAST02997	NEMVE14986
OG0001140	YEAST03519	NEMVE06552, NEMVE12189, NEMVE00314
OG0001142	YEAST04001	NEMVE20807, NEMVE13380
OG0001163	YEAST02433	NEMVE01640
OG0001164	YEAST03454	NEMVE07314, NEMVE17008
OG0001171	YEAST04620, YEAST03578	NEMVE08775
OG0001175	YEAST00534	NEMVE18808, NEMVE00944
OG0001177	YEAST06137	NEMVE07007
OG0001181	YEAST02051	NEMVE04930
OG0001184	YEAST01681	NEMVE23775, NEMVE05038
OG0001185	YEAST04969	NEMVE15207
OG0001186	YEAST04605, YEAST01886	NEMVE07796, NEMVE14205
OG0001191	YEAST04707	NEMVE05248, NEMVE02357
OG0001197	YEAST01499	NEMVE01874, NEMVE09865, NEMVE22522, NEMVE09933
OG0001201	YEAST05452	NEMVE09573
OG0001204	YEAST05200	NEMVE16401
OG0001207	YEAST03225, YEAST00090	NEMVE23146
OG0001207	YEAST04258	NEMVE05326, NEMVE07504
OG0001210	YEAST02318	NEMVE24102
OG0001212	YEAST03971	NEMVE12507, NEMVE08966, NEMVE10705, NEMVE02933, NEMVE00040
OG0001214	YEAST00577	NEMVE06648, NEMVE11810, NEMVE05859
OG0001216	YEAST00145	NEMVE13574, NEMVE14479
OG0001219	YEAST03867	NEMVE22457
OG0001236	YEAST03325, YEAST02687, YEAST03269	NEMVE24358, NEMVE20150
OG0001238	YEAST04481	NEMVE14613, NEMVE05651
OG0001241	YEAST02002	NEMVE23698
OG0001241	YEAST03967, YEAST01074	NEMVE22413
OG0001243	YEAST00739, YEAST05004	NEMVE04580
OG0001249	YEAST01062, YEAST02067	NEMVE08338
OG0001250	YEAST02968, YEAST01339	NEMVE07058
OG0001251	YEAST00750	NEMVE15250
OG0001251	YEAST01707	NEMVE05777
OG0001253	YEAST03998	NEMVE14445
OG0001254	YEAST04309	NEMVE20396, NEMVE01446, NEMVE14277
OG0001262	YEAST00911	NEMVE20477, NEMVE18940, NEMVE25315
OG0001263	YEAST00172	NEMVE21893, NEMVE01880, NEMVE01509, NEMVE22016
OG0001268	YEAST03495	NEMVE13796, NEMVE10358
OG0001270	YEAST01703	NEMVE21909, NEMVE12078
OG0001270	YEAST02398	NEMVE22554
OG0001271	YEAST05227, YEAST00662	NEMVE00839, NEMVE16016, NEMVE12266
OG0001278	YEAST01893	NEMVE22456, NEMVE13270, NEMVE08441
OG0001279	YEAST03070	NEMVE06730, NEMVE12857
OG0001280	YEAST00846	NEMVE15111, NEMVE13261, NEMVE12885
OG0001282	YEAST03744	NEMVE13494
OG0001284	YEAST00567, YEAST01498	NEMVE15039, NEMVE12745, NEMVE19495
OG0001286	YEAST00588, YEAST01486, YEAST03604	NEMVE08364
OG0001291	YEAST04453, YEAST04334	NEMVE25091
OG0001300	YEAST01098	NEMVE13700, NEMVE10660, NEMVE19269
OG0001302	YEAST02328	NEMVE13962, NEMVE18411, NEMVE11902
OG0001302	YEAST00299	NEMVE17610
OG0001310	YEAST00887	NEMVE22452, NEMVE14637
OG0001318	YEAST03712	NEMVE22575, NEMVE14651
OG0001319	YEAST01678	NEMVE01465
OG0001321	YEAST02280, YEAST01901	NEMVE14319, NEMVE21741, NEMVE15029, NEMVE14121
OG0001322	YEAST06128	NEMVE14406, NEMVE05068, NEMVE21787
OG0001324	YEAST00078	NEMVE19268, NEMVE11187
OG0001326	YEAST05395	NEMVE14355
OG0001327	YEAST03176	NEMVE09298, NEMVE15997
OG0001332	YEAST03929, YEAST02705, YEAST00687	NEMVE13389, NEMVE22532, NEMVE10338
OG0001341	YEAST06006	NEMVE08679, NEMVE02363, NEMVE00960, NEMVE01284
OG0001345	YEAST03613	NEMVE15150
OG0001353	YEAST00020, YEAST04041	NEMVE14778, NEMVE14645
OG0001363	YEAST06180	NEMVE24406
OG0001364	YEAST06038, YEAST00402	NEMVE25546, NEMVE21006
OG0001367	YEAST04688	NEMVE10311
OG0001368	YEAST01821	NEMVE07089, NEMVE22569, NEMVE25218, NEMVE04773, NEMVE01407
OG0001370	YEAST04067, YEAST05195, YEAST00897	NEMVE16952, NEMVE14662
OG0001371	YEAST00532, YEAST03976	NEMVE13180, NEMVE10017, NEMVE03671
OG0001372	YEAST00070	NEMVE14621, NEMVE12678
OG0001372	YEAST02226	NEMVE24235
OG0001372	YEAST04198	NEMVE12993
OG0001375	YEAST05499, YEAST05567	NEMVE21718, NEMVE18400, NEMVE06380
OG0001378	YEAST02300	NEMVE14996
OG0001379	YEAST04155	NEMVE14262
OG0001386	YEAST05114	NEMVE06336, NEMVE11740, NEMVE06344, NEMVE13418
OG0001397	YEAST05731	NEMVE22946, NEMVE25397
OG0001409	YEAST00885, YEAST04659	NEMVE14897
OG0001410	YEAST05046	NEMVE03165, NEMVE24971
OG0001411	YEAST04834	NEMVE25920
OG0001412	YEAST04490	NEMVE19652
OG0001413	YEAST04294	NEMVE06553, NEMVE06540, NEMVE23533, NEMVE20094
OG0001414	YEAST06070, YEAST01920	NEMVE11734
OG0001415	YEAST04230	NEMVE14658
OG0001415	YEAST00964	NEMVE01687, NEMVE08737, NEMVE04278, NEMVE03240
OG0001421	YEAST05252	NEMVE00612
OG0001422	YEAST05588, YEAST01363	NEMVE07209
OG0001424	YEAST01127	NEMVE01171, NEMVE20550, NEMVE19994, NEMVE02440, NEMVE25742
OG0001427	YEAST01885	NEMVE15208
OG0001428	YEAST04862, YEAST05862, YEAST02749, YEAST03037	NEMVE21876
OG0001430	YEAST01712	NEMVE23825, NEMVE23241, NEMVE13108
OG0001434	YEAST03991	NEMVE01448, NEMVE01045
OG0001437	YEAST01264, YEAST02900	NEMVE13628
OG0001445	YEAST01715	NEMVE05296
OG0001449	YEAST03188	NEMVE14841, NEMVE20272
OG0001449	YEAST05764	NEMVE00941
OG0001452	YEAST05900	NEMVE10972, NEMVE03037, NEMVE19496, NEMVE24352, NEMVE00042
OG0001454	YEAST01495, YEAST00573	NEMVE14180, NEMVE10878, NEMVE01670
OG0001456	YEAST00365	NEMVE20973, NEMVE22085, NEMVE07444, NEMVE12431, NEMVE11845, NEMVE11079, NEMVE05799
OG0001459	YEAST03073, YEAST03464	NEMVE25233, NEMVE00289
OG0001461	YEAST05255	NEMVE22415, NEMVE00568
OG0001468	YEAST03875, YEAST03904	NEMVE03519
OG0001469	YEAST02070	NEMVE13119
OG0001469	YEAST02765	NEMVE05710
OG0001470	YEAST00369, YEAST05375	NEMVE12221, NEMVE01457
OG0001472	YEAST03031	NEMVE05967, NEMVE00566, NEMVE03621, NEMVE23386
OG0001473	YEAST05711	NEMVE02159, NEMVE12413
OG0001474	YEAST01416, YEAST05312	NEMVE07106, NEMVE03081, NEMVE10570
OG0001478	YEAST02078	NEMVE11979
OG0001479	YEAST01132	NEMVE06797, NEMVE06784
OG0001503	YEAST03032	NEMVE13535
OG0001503	YEAST02920	NEMVE15019
OG0001504	YEAST05406	NEMVE10459
OG0001505	YEAST03361	NEMVE14234
OG0001508	YEAST04143	NEMVE06884
OG0001515	YEAST03569	NEMVE14908
OG0001520	YEAST03872	NEMVE24027, NEMVE06996
OG0001524	YEAST03912	NEMVE25396, NEMVE05484
OG0001525	YEAST00757	NEMVE02407
OG0001527	YEAST01395	NEMVE14422, NEMVE03078
OG0001529	YEAST01143	NEMVE02084, NEMVE24342
OG0001530	YEAST00643	NEMVE08975
OG0001546	YEAST03111	NEMVE08644
OG0001550	YEAST02405, YEAST05953	NEMVE19108, NEMVE17874
OG0001551	YEAST04817	NEMVE01664
OG0001553	YEAST05147, YEAST01586	NEMVE15083
OG0001557	YEAST04551	NEMVE19058, NEMVE25522, NEMVE15026
OG0001558	YEAST04449	NEMVE08767
OG0001559	YEAST00445, YEAST02434	NEMVE13708, NEMVE10463
OG0001561	YEAST06176	NEMVE13680
OG0001564	YEAST05390	NEMVE23916, NEMVE02241, NEMVE01813, NEMVE12776
OG0001570	YEAST04678	NEMVE10457, NEMVE19638
OG0001573	YEAST03285	NEMVE05590, NEMVE17379
OG0001578	YEAST01872	NEMVE02073
OG0001580	YEAST06270	NEMVE04880
OG0001590	YEAST03476, YEAST00717, YEAST03955	NEMVE15049
OG0001594	YEAST03418	NEMVE20923, NEMVE00343, NEMVE13600, NEMVE22378
OG0001597	YEAST01702	NEMVE17805, NEMVE07623
OG0001603	YEAST02584	NEMVE00310, NEMVE01456
OG0001604	YEAST01428	NEMVE20359, NEMVE13990, NEMVE11011, NEMVE01133
OG0001605	YEAST04101	NEMVE21422, NEMVE17315
OG0001609	YEAST02739	NEMVE17441, NEMVE13471
OG0001610	YEAST00596, YEAST02062	NEMVE21979
OG0001612	YEAST01109	NEMVE00995, NEMVE00916
OG0001628	YEAST04790	NEMVE19330, NEMVE08310, NEMVE19331
OG0001653	YEAST01151	NEMVE00904
OG0001655	YEAST03354	NEMVE19053
OG0001657	YEAST00101, YEAST00944	NEMVE13455, NEMVE14680
OG0001663	YEAST05642	NEMVE21018, NEMVE23853
OG0001676	YEAST02848	NEMVE11180, NEMVE13897
OG0001676	YEAST06155	NEMVE17801, NEMVE10188, NEMVE14059
OG0001679	YEAST05302, YEAST02334, YEAST02449, YEAST01523	NEMVE06179
OG0001680	YEAST01119, YEAST04022	NEMVE10805
OG0001685	YEAST01147	NEMVE22402
OG0001687	YEAST05279	NEMVE13557, NEMVE13398, NEMVE20346
OG0001691	YEAST01315	NEMVE08246
OG0001704	YEAST01293	NEMVE21188, NEMVE00356, NEMVE24161, NEMVE25865, NEMVE23380, NEMVE07682
OG0001706	YEAST03424	NEMVE23731, NEMVE05030
OG0001707	YEAST06049, YEAST00407, YEAST04739	NEMVE04981, NEMVE14075
OG0001708	YEAST05744, YEAST05745	NEMVE12748, NEMVE25417, NEMVE11609, NEMVE25416, NEMVE10072
OG0001709	YEAST04440	NEMVE00183, NEMVE02103, NEMVE13278
OG0001713	YEAST04039	NEMVE19673, NEMVE15326
OG0001718	YEAST01537	NEMVE15484, NEMVE25579
OG0001721	YEAST04881, YEAST05253, YEAST00698	NEMVE14398
OG0001723	YEAST01435	NEMVE01559, NEMVE07760
OG0001727	YEAST04543	NEMVE05094, NEMVE01092
OG0001728	YEAST03347	NEMVE01564, NEMVE16908
OG0001730	YEAST00177	NEMVE00988
OG0001736	YEAST04588	NEMVE14430
OG0001739	YEAST03760	NEMVE22586, NEMVE20891
OG0001745	YEAST01431	NEMVE23300, NEMVE23314
OG0001750	YEAST03628	NEMVE21750
OG0001754	YEAST03682	NEMVE14105, NEMVE20494
OG0001755	YEAST02688	NEMVE00794
OG0001755	YEAST05131	NEMVE21726
OG0001756	YEAST00620	NEMVE14922, NEMVE13947
OG0001769	YEAST04726	NEMVE10615, NEMVE24301
OG0001770	YEAST02590	NEMVE14281, NEMVE00088
OG0001774	YEAST05166	NEMVE14068, NEMVE25139
OG0001775	YEAST05594	NEMVE13368, NEMVE02560, NEMVE03860
OG0001780	YEAST03768	NEMVE03550, NEMVE15664, NEMVE22327
OG0001781	YEAST01882	NEMVE14316, NEMVE13106
OG0001785	YEAST02713	NEMVE06191, NEMVE01945
OG0001787	YEAST03546	NEMVE06362
OG0001792	YEAST04331	NEMVE17254
OG0001792	YEAST02075	NEMVE17256
OG0001793	YEAST02466	NEMVE22918, NEMVE14464
OG0001805	YEAST05496, YEAST01242	NEMVE14596
OG0001807	YEAST05464	NEMVE03359, NEMVE21133
OG0001808	YEAST01298	NEMVE06614, NEMVE13479
OG0001818	YEAST05902, YEAST04712	NEMVE14370
OG0001822	YEAST04378, YEAST01659	NEMVE13743
OG0001826	YEAST04777, YEAST01697, YEAST05781	NEMVE15142
OG0001828	YEAST04676	NEMVE13351
OG0001829	YEAST01613, YEAST00136, YEAST02008	NEMVE10642
OG0001831	YEAST00024	NEMVE08518, NEMVE11776
OG0001832	YEAST05376	NEMVE03211, NEMVE02593, NEMVE03259
OG0001842	YEAST00524	NEMVE22493
OG0001846	YEAST05067	NEMVE11075, NEMVE11783
OG0001850	YEAST01913	NEMVE05785, NEMVE03645
OG0001852	YEAST03121	NEMVE23749
OG0001853	YEAST05176	NEMVE07936
OG0001857	YEAST04741	NEMVE23842
OG0001860	YEAST00188	NEMVE22498
OG0001863	YEAST03017	NEMVE17199, NEMVE04600
OG0001866	YEAST05095, YEAST05570	NEMVE00845, NEMVE00644, NEMVE18906
OG0001867	YEAST01669	NEMVE05147
OG0001873	YEAST00981, YEAST00267	NEMVE21702, NEMVE17269, NEMVE13980
OG0001875	YEAST04137	NEMVE13467, NEMVE24956
OG0001877	YEAST04134	NEMVE14312
OG0001886	YEAST03260	NEMVE14073
OG0001888	YEAST05749, YEAST01573	NEMVE14388
OG0001893	YEAST01023	NEMVE10940
OG0001894	YEAST00433	NEMVE00792, NEMVE21289, NEMVE01712, NEMVE14144
OG0001899	YEAST01210, YEAST04466	NEMVE00990
OG0001903	YEAST06020	NEMVE23014, NEMVE15464
OG0001913	YEAST05520	NEMVE05008
OG0001915	YEAST04791	NEMVE01292, NEMVE15067
OG0001917	YEAST01859	NEMVE22972, NEMVE06545, NEMVE09944
OG0001923	YEAST05881	NEMVE13404
OG0001926	YEAST02948	NEMVE14562
OG0001932	YEAST03770, YEAST03179	NEMVE10249, NEMVE10245, NEMVE00785
OG0001934	YEAST00877	NEMVE09811, NEMVE23059
OG0001935	YEAST00431	NEMVE11819, NEMVE13529, NEMVE10442
OG0001938	YEAST03931	NEMVE14591
OG0001940	YEAST04188, YEAST05646	NEMVE13882
OG0001943	YEAST02393, YEAST05966	NEMVE12989, NEMVE07567
OG0001945	YEAST01671	NEMVE08582
OG0001947	YEAST02570	NEMVE14499
OG0001951	YEAST00941, YEAST05396	NEMVE12966, NEMVE23680, NEMVE18054
OG0001952	YEAST04673, YEAST01990, YEAST00155	NEMVE10151
OG0001965	YEAST04582	NEMVE22556
OG0001968	YEAST04910	NEMVE00494
OG0001969	YEAST06173	NEMVE21988, NEMVE15841
OG0001972	YEAST01822, YEAST03363	NEMVE06243, NEMVE11911
OG0001985	YEAST04959	NEMVE14018, NEMVE09656
OG0001992	YEAST02679	NEMVE10979, NEMVE19512
OG0001998	YEAST00890	NEMVE25942, NEMVE25642
OG0002001	YEAST00502, YEAST03944	NEMVE14609, NEMVE10299
OG0002003	YEAST02826, YEAST03671	NEMVE20343, NEMVE13572
OG0002008	YEAST00768	NEMVE21351, NEMVE07071
OG0002010	YEAST00609	NEMVE02123, NEMVE02132, NEMVE20902
OG0002013	YEAST03040	NEMVE22426
OG0002014	YEAST02422	NEMVE23062
OG0002015	YEAST05525	NEMVE17796, NEMVE22689
OG0002025	YEAST03650	NEMVE09569
OG0002026	YEAST01247	NEMVE05540
OG0002029	YEAST02646	NEMVE16639, NEMVE13568
OG0002031	YEAST02752	NEMVE22573
OG0002032	YEAST01221	NEMVE22365
OG0002042	YEAST02880	NEMVE22387
OG0002043	YEAST04003	NEMVE21953
OG0002059	YEAST05893, YEAST04718	NEMVE14966
OG0002062	YEAST05454	NEMVE07454
OG0002063	YEAST00838	NEMVE12606, NEMVE21994, NEMVE13375
OG0002069	YEAST05962	NEMVE18129, NEMVE24957
OG0002073	YEAST04552	NEMVE08047
OG0002076	YEAST02206	NEMVE01949
OG0002078	YEAST06232	NEMVE06296
OG0002079	YEAST05765, YEAST00483	NEMVE21701
OG0002080	YEAST05220, YEAST04736	NEMVE01454, NEMVE01941
OG0002087	YEAST05702	NEMVE06824
OG0002090	YEAST02246	NEMVE00378, NEMVE20058, NEMVE00177, NEMVE11698
OG0002093	YEAST02255	NEMVE26014
OG0002097	YEAST02697	NEMVE13006, NEMVE08209
OG0002101	YEAST03902	NEMVE18728
OG0002103	YEAST05974	NEMVE24638
OG0002106	YEAST03654	NEMVE11787, NEMVE23849
OG0002107	YEAST05313, YEAST04340	NEMVE13149
OG0002108	YEAST03715	NEMVE14269, NEMVE14369, NEMVE00973
OG0002123	YEAST02444	NEMVE15053
OG0002125	YEAST05183	NEMVE01005
OG0002131	YEAST04275	NEMVE04261, NEMVE14040
OG0002137	YEAST04320	NEMVE20092, NEMVE08641, NEMVE14838
OG0002138	YEAST02406	NEMVE07042
OG0002144	YEAST02673	NEMVE24612
OG0002146	YEAST04333, YEAST00109, YEAST03088, YEAST04454	NEMVE14303, NEMVE22492
OG0002147	YEAST04532, YEAST01219	NEMVE14395
OG0002148	YEAST02060	NEMVE17376, NEMVE13123
OG0002152	YEAST05624	NEMVE13660
OG0002156	YEAST03007	NEMVE22212
OG0002160	YEAST03960	NEMVE14377
OG0002165	YEAST04504	NEMVE13553
OG0002168	YEAST00516	NEMVE23404, NEMVE16843
OG0002169	YEAST02258	NEMVE25833, NEMVE01480, NEMVE01816
OG0002175	YEAST04956	NEMVE13452
OG0002184	YEAST00242	NEMVE24412
OG0002185	YEAST05212	NEMVE15000, NEMVE23238
OG0002188	YEAST04638, YEAST03913	NEMVE13879
OG0002189	YEAST02882, YEAST04447	NEMVE23618, NEMVE19763
OG0002197	YEAST04045	NEMVE04375, NEMVE03943, NEMVE04423, NEMVE03828, NEMVE03829, NEMVE04296, NEMVE04414, NEMVE04421, NEMVE04491, NEMVE03936, NEMVE03865, NEMVE04482, NEMVE03863, NEMVE03862, NEMVE04406, NEMVE04420, NEMVE04404, NEMVE03929, NEMVE03935, NEMVE04440, NEMVE04426, NEMVE04444, NEMVE03974, NEMVE04436, NEMVE04408, NEMVE03931, NEMVE03942, NEMVE12831, NEMVE03831, NEMVE03830, NEMVE04374, NEMVE03952, NEMVE12920, NEMVE07381, NEMVE03833, NEMVE03971, NEMVE03858, NEMVE13035, NEMVE04417, NEMVE04425
OG0002213	YEAST01241, YEAST05495	NEMVE01046
OG0002216	YEAST06040	NEMVE08163, NEMVE08160, NEMVE13762
OG0002222	YEAST03240	NEMVE18035
OG0002224	YEAST01574	NEMVE14874, NEMVE12524
OG0002225	YEAST04939	NEMVE06935
OG0002226	YEAST00948	NEMVE12046, NEMVE13683, NEMVE04115
OG0002228	YEAST04154, YEAST05632	NEMVE07969
OG0002233	YEAST00277	NEMVE09202, NEMVE06726
OG0002239	YEAST01621	NEMVE19625
OG0002241	YEAST02005	NEMVE24926, NEMVE10724, NEMVE05133, NEMVE11206
OG0002243	YEAST04599, YEAST03601, YEAST04600	NEMVE14204
OG0002244	YEAST02768	NEMVE19154, NEMVE14375
OG0002252	YEAST00826	NEMVE13916
OG0002261	YEAST00472	NEMVE22484
OG0002264	YEAST01705	NEMVE14171
OG0002279	YEAST05800	NEMVE01250, NEMVE11597, NEMVE00093, NEMVE10907, NEMVE10911, NEMVE10903, NEMVE00393
OG0002282	YEAST00881	NEMVE22583
OG0002288	YEAST01591, YEAST05154	NEMVE11591
OG0002292	YEAST00152	NEMVE25224
OG0002292	YEAST03411	NEMVE19618
OG0002312	YEAST06295	NEMVE14597
OG0002316	YEAST01805	NEMVE13597
OG0002318	YEAST02923	NEMVE14046
OG0002319	YEAST00329	NEMVE14710
OG0002321	YEAST02461	NEMVE08031
OG0002324	YEAST02615, YEAST06287	NEMVE12958, NEMVE13483
OG0002326	YEAST00310, YEAST02699	NEMVE13090
OG0002327	YEAST00346, YEAST06217	NEMVE02446, NEMVE05520, NEMVE13392
OG0002331	YEAST01653	NEMVE00902
OG0002332	YEAST01606, YEAST05184, YEAST00285	NEMVE13746
OG0002341	YEAST03640, YEAST04562	NEMVE07364, NEMVE21241, NEMVE17028
OG0002344	YEAST02312, YEAST02019	NEMVE13994
OG0002346	YEAST02012	NEMVE22393
OG0002355	YEAST00016	NEMVE04699
OG0002356	YEAST00259	NEMVE14410
OG0002361	YEAST01027	NEMVE23990
OG0002367	YEAST01179	NEMVE00347, NEMVE06194, NEMVE09858, NEMVE01094
OG0002369	YEAST03766	NEMVE02379, NEMVE20377, NEMVE23831
OG0002374	YEAST02010, YEAST00133	NEMVE08260
OG0002377	YEAST05000	NEMVE25018
OG0002385	YEAST03974	NEMVE24797
OG0002406	YEAST05509	NEMVE05742
OG0002407	YEAST00012	NEMVE24388
OG0002409	YEAST02027	NEMVE15101, NEMVE13448
OG0002411	YEAST05950, YEAST02407	NEMVE10406
OG0002412	YEAST06171	NEMVE02018, NEMVE25047, NEMVE09211, NEMVE01529
OG0002413	YEAST01196	NEMVE25129
OG0002415	YEAST01271	NEMVE13203
OG0002421	YEAST02982	NEMVE25383, NEMVE14459
OG0002422	YEAST05026	NEMVE02831, NEMVE10635
OG0002426	YEAST00184	NEMVE22514
OG0002441	YEAST00068, YEAST02278, YEAST05821	NEMVE24762
OG0002442	YEAST05932	NEMVE21948
OG0002443	YEAST04906	NEMVE14202
OG0002446	YEAST04254	NEMVE14521, NEMVE13007, NEMVE12488
OG0002448	YEAST00626	NEMVE13491
OG0002450	YEAST04575	NEMVE00233, NEMVE22469
OG0002453	YEAST00512	NEMVE11318
OG0002476	YEAST05799	NEMVE14890
OG0002486	YEAST01433	NEMVE16930
OG0002492	YEAST01624	NEMVE04398, NEMVE15055
OG0002494	YEAST02402	NEMVE15130
OG0002495	YEAST02772	NEMVE25970, NEMVE11239, NEMVE11237
OG0002497	YEAST02747	NEMVE06652
OG0002500	YEAST05648	NEMVE21891
OG0002505	YEAST02959	NEMVE19951, NEMVE01459, NEMVE03128, NEMVE20815, NEMVE17116
OG0002510	YEAST04753	NEMVE25080
OG0002516	YEAST00066	NEMVE22681
OG0002518	YEAST02890	NEMVE14734
OG0002520	YEAST05256	NEMVE02312
OG0002523	YEAST06234	NEMVE25812
OG0002527	YEAST01639	NEMVE14552
OG0002528	YEAST00372	NEMVE14679
OG0002530	YEAST05530, YEAST03790	NEMVE10791
OG0002532	YEAST03235	NEMVE25959, NEMVE05153
OG0002533	YEAST04525	NEMVE03417
OG0002543	YEAST00527	NEMVE17118
OG0002557	YEAST06243	NEMVE14082
OG0002561	YEAST04438, YEAST02106	NEMVE05064
OG0002562	YEAST03992	NEMVE07092, NEMVE01906
OG0002564	YEAST02186	NEMVE00075, NEMVE01546
OG0002565	YEAST04224, YEAST02499	NEMVE13158
OG0002570	YEAST00592	NEMVE13046, NEMVE14150
OG0002594	YEAST06174	NEMVE07262
OG0002598	YEAST04621, YEAST03577	NEMVE22416
OG0002605	YEAST06332	NEMVE01455
OG0002608	YEAST03716, YEAST02846	NEMVE02967
OG0002609	YEAST01355	NEMVE14492
OG0002610	YEAST01078, YEAST03973	NEMVE22485, NEMVE22440
OG0002612	YEAST03508	NEMVE06142
OG0002617	YEAST00866	NEMVE13584
OG0002618	YEAST06247	NEMVE02148
OG0002621	YEAST05551	NEMVE01523, NEMVE05356, NEMVE04815
OG0002629	YEAST05919	NEMVE04921, NEMVE21295, NEMVE25616, NEMVE10618, NEMVE12665
OG0002632	YEAST02755	NEMVE00534, NEMVE10587, NEMVE10788, NEMVE11872
OG0002633	YEAST04206	NEMVE07535, NEMVE07536, NEMVE07534
OG0002636	YEAST01664, YEAST06215	NEMVE09564, NEMVE09568
OG0002638	YEAST00919	NEMVE16638
OG0002643	YEAST01938	NEMVE21040, NEMVE08951, NEMVE12990
OG0002644	YEAST00724	NEMVE04724
OG0002645	YEAST01436	NEMVE01929, NEMVE09904
OG0002646	YEAST01946	NEMVE07455
OG0002651	YEAST02868	NEMVE03413
OG0002656	YEAST05701	NEMVE15375, NEMVE15374
OG0002659	YEAST06290	NEMVE10090, NEMVE05819
OG0002666	YEAST02507	NEMVE21724, NEMVE11065
OG0002668	YEAST02324	NEMVE14931
OG0002677	YEAST05210	NEMVE12505, NEMVE16320, NEMVE14524, NEMVE13048
OG0002681	YEAST02557	NEMVE03202
OG0002681	YEAST04585	NEMVE01609
OG0002683	YEAST03676	NEMVE07779
OG0002705	YEAST00553	NEMVE14386
OG0002715	YEAST01174, YEAST04131	NEMVE05588
OG0002717	YEAST02430	NEMVE22661
OG0002718	YEAST03380, YEAST03502	NEMVE13409
OG0002720	YEAST01914	NEMVE22329, NEMVE14278
OG0002722	YEAST04059	NEMVE25372, NEMVE21443
OG0002726	YEAST02958	NEMVE07352
OG0002729	YEAST01155	NEMVE08752
OG0002739	YEAST01877	NEMVE01084, NEMVE21818
OG0002740	YEAST01658	NEMVE10432
OG0002742	YEAST03713	NEMVE22055
OG0002743	YEAST01824, YEAST03362	NEMVE14452, NEMVE13517
OG0002745	YEAST04244	NEMVE14885
OG0002746	YEAST04902, YEAST05332	NEMVE14034
OG0002747	YEAST05617	NEMVE10058
OG0002749	YEAST02810	NEMVE18522
OG0002750	YEAST04952	NEMVE06517, NEMVE06505
OG0002752	YEAST03686	NEMVE14798
OG0002753	YEAST03742	NEMVE01848
OG0002754	YEAST03620	NEMVE21810
OG0002756	YEAST04058	NEMVE15690
OG0002758	YEAST04409	NEMVE19236, NEMVE14585
OG0002760	YEAST01927	NEMVE15085
OG0002761	YEAST03261	NEMVE10992, NEMVE15148, NEMVE22097, NEMVE08698, NEMVE16117, NEMVE23522, NEMVE06013
OG0002763	YEAST00260	NEMVE22020, NEMVE04792
OG0002764	YEAST00423	NEMVE22629, NEMVE15240, NEMVE15234
OG0002765	YEAST01667, YEAST05523	NEMVE13625
OG0002766	YEAST05357	NEMVE19107
OG0002767	YEAST04591	NEMVE04648, NEMVE13082
OG0002771	YEAST02043	NEMVE16523
OG0002772	YEAST03384	NEMVE13724
OG0002773	YEAST03677	NEMVE14937, NEMVE03996
OG0002774	YEAST03575	NEMVE11224, NEMVE09708
OG0002775	YEAST03021	NEMVE25809, NEMVE15309
OG0002781	YEAST05450	NEMVE14606, NEMVE21621
OG0002782	YEAST02121	NEMVE21836, NEMVE21854, NEMVE13717
OG0002785	YEAST06106, YEAST01228	NEMVE16275
OG0002788	YEAST02578, YEAST01232	NEMVE07375, NEMVE07382
OG0002793	YEAST01371	NEMVE01483
OG0002799	YEAST01461	NEMVE05438, NEMVE05411
OG0002817	YEAST01189, YEAST04922	NEMVE09140
OG0002824	YEAST02137	NEMVE22929
OG0002826	YEAST00174	NEMVE14159
OG0002827	YEAST05976	NEMVE07236, NEMVE07233
OG0002828	YEAST00227, YEAST00963	NEMVE01026
