Orthogroup	PFLAV	AENJA_ok
OG0000701	TCONS_00026245.p1, TCONS_00026250.p1	AENJA_18091
OG0000702	TCONS_00020216.p1	AENJA_23407
OG0000703	TCONS_00030196.p1	AENJA_26449
OG0000706	TCONS_00056929.p1	AENJA_16301, AENJA_02924, AENJA_00418
OG0000707	TCONS_00032526.p1, TCONS_00032529.p1	AENJA_00562
OG0000708	TCONS_00052744.p1	AENJA_10491
OG0000708	TCONS_00049295.p1	AENJA_04787
OG0000709	TCONS_00011621.p1	AENJA_01143
OG0000710	TCONS_00008170.p1, TCONS_00008171.p1	AENJA_02261
OG0000710	TCONS_00022432.p1	AENJA_01828
OG0000711	TCONS_00037709.p1	AENJA_12473
OG0000711	TCONS_00036664.p1, TCONS_00036685.p1	AENJA_12494
OG0000711	TCONS_00036548.p1	AENJA_02057
OG0000712	TCONS_00043112.p1	AENJA_04728
OG0000714	TCONS_00046720.p1	AENJA_10614
OG0000714	TCONS_00020585.p1	AENJA_19901, AENJA_07371, AENJA_12016
OG0000715	TCONS_00055218.p1	AENJA_15913
OG0000716	TCONS_00023851.p1, TCONS_00023852.p1, TCONS_00023842.p1, TCONS_00023843.p1, TCONS_00001491.p1	AENJA_17206
OG0000717	TCONS_00016081.p1	AENJA_19227
OG0000718	TCONS_00035589.p1	AENJA_24056, AENJA_24052, AENJA_21088
OG0000720	TCONS_00019702.p1, TCONS_00019718.p1	AENJA_14612
OG0000720	TCONS_00033138.p1	AENJA_05144
OG0000720	TCONS_00033144.p1	AENJA_19624, AENJA_01444
OG0000721	TCONS_00006398.p1	AENJA_16007
OG0000721	TCONS_00000729.p1	AENJA_01615
OG0000722	TCONS_00010249.p1	AENJA_07772
OG0000722	TCONS_00010253.p1	AENJA_02846
OG0000723	TCONS_00019552.p1, TCONS_00018925.p1, TCONS_00019856.p1, TCONS_00019857.p1	AENJA_08346
OG0000725	TCONS_00025265.p1	AENJA_09106
OG0000726	TCONS_00016601.p1	AENJA_14697
OG0000727	TCONS_00042789.p1, TCONS_00042790.p1, TCONS_00042788.p1, TCONS_00030588.p1, TCONS_00030587.p1, TCONS_00045733.p1, TCONS_00043617.p1, TCONS_00018086.p1, TCONS_00030493.p1, TCONS_00030646.p1, TCONS_00030644.p1, TCONS_00014032.p1, TCONS_00030340.p1, TCONS_00030333.p1, TCONS_00030331.p1, TCONS_00030332.p1, TCONS_00030341.p1, TCONS_00014745.p1, TCONS_00014891.p1, TCONS_00014890.p1, TCONS_00015959.p1, TCONS_00015958.p1, TCONS_00017316.p1, TCONS_00017311.p1, TCONS_00017312.p1, TCONS_00017317.p1, TCONS_00018551.p1, TCONS_00018548.p1, TCONS_00018529.p1, TCONS_00016986.p1, TCONS_00039507.p1, TCONS_00039508.p1, TCONS_00039509.p1, TCONS_00002729.p1, TCONS_00002730.p1, TCONS_00049519.p1, TCONS_00048172.p1	AENJA_21432
OG0000728	TCONS_00009412.p1, TCONS_00017877.p1	AENJA_25626
OG0000730	TCONS_00057273.p1, TCONS_00056912.p1	AENJA_08838
OG0000730	TCONS_00053817.p1	AENJA_11200
OG0000731	TCONS_00021358.p1	AENJA_07204
OG0000732	TCONS_00022768.p1	AENJA_23886
OG0000732	TCONS_00053142.p1	AENJA_12389
OG0000733	TCONS_00011607.p1	AENJA_07801
OG0000734	TCONS_00015907.p1	AENJA_10770
OG0000735	TCONS_00016800.p1	AENJA_15834
OG0000736	TCONS_00034778.p1, TCONS_00042089.p1, TCONS_00042090.p1, TCONS_00020624.p1	AENJA_24261
OG0000736	TCONS_00019278.p1	AENJA_25876
OG0000739	TCONS_00044632.p1	AENJA_25642
OG0000739	TCONS_00022936.p1, TCONS_00040310.p1, TCONS_00016923.p1, TCONS_00029075.p1, TCONS_00031509.p1, TCONS_00033004.p1, TCONS_00052353.p2, TCONS_00003524.p1, TCONS_00002122.p1, TCONS_00041907.p1, TCONS_00049643.p1, TCONS_00007760.p1, TCONS_00025913.p2, TCONS_00038150.p1, TCONS_00038497.p1, TCONS_00009552.p1, TCONS_00022728.p1, TCONS_00046135.p1	AENJA_00232
OG0000740	TCONS_00055839.p1	AENJA_11591
OG0000740	TCONS_00030552.p1	AENJA_00649
OG0000741	TCONS_00036046.p1, TCONS_00035779.p1, TCONS_00054446.p1, TCONS_00029896.p1	AENJA_24551, AENJA_18140, AENJA_01425
OG0000741	TCONS_00035161.p1	AENJA_02069, AENJA_06187
OG0000742	TCONS_00046716.p1, TCONS_00045385.p1, TCONS_00046005.p1, TCONS_00021056.p1	AENJA_23881
OG0000742	TCONS_00000878.p1	AENJA_01899, AENJA_06055
OG0000743	TCONS_00013173.p1	AENJA_02220, AENJA_13371
OG0000743	TCONS_00014370.p1	AENJA_13756, AENJA_04913
OG0000744	TCONS_00008825.p1	AENJA_07063, AENJA_07064
OG0000745	TCONS_00011567.p1, TCONS_00011565.p1	AENJA_16763
OG0000745	TCONS_00010173.p1	AENJA_16764
OG0000745	TCONS_00016076.p1	AENJA_19385
OG0000746	TCONS_00021275.p1	AENJA_09613
OG0000748	TCONS_00032693.p1, TCONS_00032043.p1, TCONS_00038828.p1, TCONS_00032688.p1, TCONS_00044395.p1, TCONS_00032676.p1, TCONS_00032054.p1, TCONS_00032683.p1, TCONS_00032044.p1, TCONS_00044385.p1, TCONS_00038827.p1, TCONS_00032692.p1, TCONS_00038855.p1, TCONS_00038825.p1	AENJA_15960
OG0000749	TCONS_00010786.p1	AENJA_18432
OG0000750	TCONS_00001870.p1	AENJA_26108
OG0000751	TCONS_00056206.p1	AENJA_22604
OG0000752	TCONS_00000980.p1	AENJA_00591
OG0000752	TCONS_00054248.p1	AENJA_26667
OG0000753	TCONS_00033131.p1	AENJA_01120
OG0000753	TCONS_00034978.p1	AENJA_10740
OG0000753	TCONS_00033130.p1	AENJA_09401
OG0000754	TCONS_00007992.p1	AENJA_22413, AENJA_09669, AENJA_19942, AENJA_20836, AENJA_08599, AENJA_19495, AENJA_09482, AENJA_17604, AENJA_07628, AENJA_02394, AENJA_12375, AENJA_16394, AENJA_07140, AENJA_19135, AENJA_07428, AENJA_22791, AENJA_05737, AENJA_02457, AENJA_05221, AENJA_14350, AENJA_10367, AENJA_22060, AENJA_24927, AENJA_10555
OG0000755	TCONS_00008247.p1	AENJA_02216
OG0000756	TCONS_00012931.p1, TCONS_00012932.p1	AENJA_03035
OG0000756	TCONS_00031460.p1	AENJA_09068
OG0000757	TCONS_00006887.p1, TCONS_00006876.p1	AENJA_15686
OG0000757	TCONS_00057276.p1	AENJA_08837
OG0000758	TCONS_00016783.p1	AENJA_07914
OG0000759	TCONS_00002581.p1	AENJA_12039
OG0000760	TCONS_00049569.p1	AENJA_12914
OG0000761	TCONS_00014693.p1	AENJA_13286
OG0000762	TCONS_00002922.p1	AENJA_17187
OG0000763	TCONS_00029111.p1	AENJA_17341
OG0000764	TCONS_00015937.p1	AENJA_20419
OG0000765	TCONS_00009967.p1	AENJA_22260
OG0000765	TCONS_00011963.p1, TCONS_00040300.p1	AENJA_22263
OG0000766	TCONS_00028822.p1, TCONS_00032747.p1	AENJA_22560
OG0000767	TCONS_00011537.p1	AENJA_23872
OG0000768	TCONS_00049576.p1	AENJA_24479
OG0000771	TCONS_00006102.p1, TCONS_00021982.p1, TCONS_00038948.p1, TCONS_00038950.p1, TCONS_00051251.p1, TCONS_00054763.p1	AENJA_14846, AENJA_07589, AENJA_25144
OG0000772	TCONS_00030063.p1	AENJA_24869, AENJA_00651
OG0000772	TCONS_00008408.p1	AENJA_10656
OG0000773	TCONS_00001528.p1	AENJA_01269
OG0000773	TCONS_00051393.p1, TCONS_00051394.p1	AENJA_10021, AENJA_10020
OG0000773	TCONS_00052812.p1	AENJA_13641
OG0000774	TCONS_00052735.p1	AENJA_01594
OG0000774	TCONS_00013141.p1	AENJA_14294
OG0000774	TCONS_00049083.p1	AENJA_06861
OG0000775	TCONS_00045993.p1, TCONS_00044889.p1, TCONS_00045990.p1, TCONS_00045994.p1	AENJA_10969
OG0000775	TCONS_00004802.p1	AENJA_02685
OG0000776	TCONS_00046336.p1, TCONS_00030153.p1, TCONS_00030152.p1, TCONS_00009195.p1, TCONS_00030151.p1	AENJA_14162, AENJA_14158
OG0000777	TCONS_00013796.p1	AENJA_05898, AENJA_04500
OG0000778	TCONS_00050643.p1	AENJA_05940
OG0000779	TCONS_00016604.p1	AENJA_08422
OG0000780	TCONS_00009656.p1	AENJA_22246
OG0000780	TCONS_00031946.p1, TCONS_00031922.p1	AENJA_22232
OG0000780	TCONS_00052657.p1	AENJA_14707
OG0000781	TCONS_00009454.p1	AENJA_20107
OG0000782	TCONS_00028725.p1	AENJA_17040
OG0000783	TCONS_00004571.p1	AENJA_21563
OG0000786	TCONS_00006266.p1	AENJA_06215
OG0000786	TCONS_00006890.p1, TCONS_00006878.p1	AENJA_00262
OG0000787	TCONS_00030413.p1	AENJA_00390
OG0000788	TCONS_00037097.p1	AENJA_19776
OG0000788	TCONS_00028163.p1	AENJA_01187
OG0000790	TCONS_00053592.p1, TCONS_00053507.p1, TCONS_00033663.p1	AENJA_05227, AENJA_22178, AENJA_20968
OG0000792	TCONS_00004019.p1	AENJA_06794
OG0000792	TCONS_00006053.p1, TCONS_00006055.p1	AENJA_22407
OG0000793	TCONS_00027936.p1	AENJA_10797
OG0000794	TCONS_00016640.p1	AENJA_11312
OG0000795	TCONS_00041740.p1, TCONS_00043459.p1	AENJA_14885, AENJA_12941
OG0000796	TCONS_00021074.p1	AENJA_11925
OG0000797	TCONS_00030801.p1	AENJA_12225
OG0000798	TCONS_00044179.p1	AENJA_13993
OG0000799	TCONS_00026061.p1	AENJA_16513
OG0000800	TCONS_00005527.p1	AENJA_17652
OG0000801	TCONS_00020737.p1	AENJA_25017, AENJA_26418, AENJA_18704
OG0000803	TCONS_00025515.p1	AENJA_21679
OG0000807	TCONS_00026725.p1, TCONS_00011289.p1, TCONS_00011316.p1	AENJA_12809, AENJA_24068, AENJA_05948, AENJA_05947, AENJA_18573, AENJA_00468, AENJA_16953
OG0000808	TCONS_00036245.p1, TCONS_00013662.p1	AENJA_01583, AENJA_20475
OG0000809	TCONS_00053785.p1	AENJA_02164
OG0000810	TCONS_00052958.p1	AENJA_24609
OG0000810	TCONS_00054964.p1	AENJA_02925
OG0000811	TCONS_00055994.p1, TCONS_00057306.p1	AENJA_02995, AENJA_03253, AENJA_03247, AENJA_22383, AENJA_03249, AENJA_03248, AENJA_07553, AENJA_03042
OG0000811	TCONS_00011341.p1, TCONS_00011343.p1, TCONS_00011340.p1, TCONS_00011342.p1, TCONS_00011347.p1, TCONS_00011338.p1, TCONS_00011344.p1, TCONS_00009971.p1, TCONS_00011345.p1, TCONS_00011339.p1	AENJA_16213
OG0000812	TCONS_00003348.p1, TCONS_00023720.p1, TCONS_00003728.p1, TCONS_00037142.p1	AENJA_03473, AENJA_17185, AENJA_09109
OG0000812	TCONS_00016121.p2, TCONS_00026040.p1, TCONS_00029853.p1, TCONS_00004561.p1, TCONS_00033747.p1, TCONS_00002817.p1, TCONS_00003729.p1, TCONS_00024513.p1, TCONS_00004506.p1, TCONS_00038838.p1, TCONS_00024581.p1, TCONS_00040015.p1, TCONS_00043191.p1, TCONS_00053717.p1, TCONS_00035920.p1, TCONS_00024241.p1, TCONS_00020941.p1, TCONS_00039648.p1, TCONS_00038251.p1, TCONS_00043192.p1, TCONS_00007913.p1, TCONS_00050956.p1, TCONS_00044518.p1, TCONS_00036310.p1, TCONS_00005468.p1	AENJA_20651, AENJA_14625, AENJA_14618, AENJA_17242
OG0000813	TCONS_00031270.p1	AENJA_03651, AENJA_14254
OG0000814	TCONS_00033072.p1	AENJA_25867
OG0000814	TCONS_00050568.p1	AENJA_03765, AENJA_17687, AENJA_08768, AENJA_09662
OG0000815	TCONS_00029842.p1	AENJA_11775
OG0000815	TCONS_00054779.p1	AENJA_11030
OG0000815	TCONS_00026072.p1	AENJA_05553
OG0000816	TCONS_00010999.p1	AENJA_21712
OG0000816	TCONS_00030912.p1	AENJA_05704
OG0000817	TCONS_00019272.p1	AENJA_07214
OG0000817	TCONS_00030970.p1	AENJA_18385
OG0000817	TCONS_00056615.p1	AENJA_14055
OG0000818	TCONS_00012579.p1	AENJA_07677
OG0000819	TCONS_00024907.p1, TCONS_00024899.p1	AENJA_23147
OG0000819	TCONS_00038938.p1, TCONS_00006793.p1	AENJA_10746
OG0000819	TCONS_00006186.p1	AENJA_24188
OG0000820	TCONS_00054905.p1	AENJA_23750
OG0000822	TCONS_00037841.p1	AENJA_26562
OG0000824	TCONS_00020720.p1, TCONS_00019654.p1, TCONS_00021735.p1	AENJA_00764
OG0000825	TCONS_00025760.p1, TCONS_00025798.p1	AENJA_01783
OG0000826	TCONS_00009120.p1	AENJA_02455
OG0000827	TCONS_00028526.p1	AENJA_07505
OG0000828	TCONS_00004770.p1	AENJA_14692
OG0000829	TCONS_00026046.p1	AENJA_07432, AENJA_18083
OG0000830	TCONS_00021159.p2, TCONS_00021914.p1, TCONS_00021913.p1, TCONS_00002201.p3, TCONS_00002203.p1, TCONS_00002204.p1, TCONS_00001039.p1, TCONS_00020885.p1, TCONS_00020893.p1, TCONS_00020892.p1, TCONS_00027196.p1, TCONS_00020891.p1	AENJA_07868
OG0000830	TCONS_00054365.p1, TCONS_00050762.p1	AENJA_15149
OG0000831	TCONS_00052849.p1, TCONS_00053225.p1, TCONS_00054130.p1, TCONS_00054168.p1, TCONS_00053079.p1, TCONS_00053037.p1	AENJA_09091
OG0000832	TCONS_00021493.p1, TCONS_00037670.p1, TCONS_00037668.p1, TCONS_00024327.p1, TCONS_00024330.p1, TCONS_00025503.p1, TCONS_00024096.p1, TCONS_00024117.p1, TCONS_00002882.p1, TCONS_00002881.p1, TCONS_00002884.p1, TCONS_00023793.p1, TCONS_00027381.p1, TCONS_00025512.p1	AENJA_09731, AENJA_09723
OG0000833	TCONS_00054301.p1	AENJA_13518
OG0000834	TCONS_00002892.p1	AENJA_15508
OG0000835	TCONS_00036638.p1, TCONS_00037847.p1	AENJA_17324
OG0000836	TCONS_00020643.p1	AENJA_24422
OG0000836	TCONS_00019427.p1	AENJA_19604
OG0000836	TCONS_00019172.p1	AENJA_19607
OG0000837	TCONS_00017392.p1	AENJA_25179
OG0000841	TCONS_00009390.p1	AENJA_00152
OG0000842	TCONS_00019047.p1	AENJA_00962
OG0000843	TCONS_00000659.p1	AENJA_14421, AENJA_14423, AENJA_14422, AENJA_10447, AENJA_10450, AENJA_02865, AENJA_21266, AENJA_10448, AENJA_10442, AENJA_10441, AENJA_10449, AENJA_21263, AENJA_10444, AENJA_19905, AENJA_10443, AENJA_20399, AENJA_03358, AENJA_03356, AENJA_03359, AENJA_16278, AENJA_03363, AENJA_03360, AENJA_03362, AENJA_13492, AENJA_13493, AENJA_13495, AENJA_13494, AENJA_13435, AENJA_13498, AENJA_13499, AENJA_22328
OG0000843	TCONS_00036370.p1, TCONS_00036369.p1	AENJA_02747, AENJA_14271, AENJA_24948, AENJA_24949, AENJA_12199, AENJA_05702, AENJA_14424, AENJA_13496, AENJA_13501, AENJA_13502, AENJA_21264, AENJA_13497, AENJA_21262, AENJA_10445, AENJA_10446, AENJA_18645, AENJA_22372, AENJA_19051, AENJA_23616, AENJA_12680, AENJA_09531, AENJA_23613, AENJA_19343, AENJA_23612, AENJA_23615, AENJA_23614, AENJA_09523, AENJA_09530, AENJA_24947, AENJA_26256, AENJA_01640, AENJA_12679, AENJA_18642, AENJA_01644, AENJA_18638, AENJA_18639, AENJA_18641, AENJA_18640, AENJA_18643, AENJA_11148
OG0000844	TCONS_00051992.p1	AENJA_02377
OG0000845	TCONS_00001245.p1, TCONS_00000121.p1	AENJA_08427, AENJA_15398, AENJA_14681, AENJA_15397, AENJA_04163
OG0000845	TCONS_00000645.p1	AENJA_11386
OG0000846	TCONS_00016877.p1, TCONS_00043625.p1, TCONS_00043651.p1	AENJA_26559, AENJA_23518
OG0000846	TCONS_00036888.p1	AENJA_23519
OG0000847	TCONS_00006742.p1	AENJA_19531
OG0000847	TCONS_00006142.p1, TCONS_00006162.p1	AENJA_05909
OG0000848	TCONS_00042417.p1	AENJA_06120
OG0000848	TCONS_00020362.p1	AENJA_26421
OG0000849	TCONS_00039977.p1	AENJA_06598
OG0000850	TCONS_00052504.p1	AENJA_06947, AENJA_14500
OG0000850	TCONS_00027096.p1	AENJA_26527
OG0000851	TCONS_00044107.p1	AENJA_07613
OG0000852	TCONS_00029058.p1	AENJA_20937
OG0000852	TCONS_00008486.p1	AENJA_07998
OG0000853	TCONS_00057115.p1	AENJA_11433
OG0000855	TCONS_00005293.p1	AENJA_13524, AENJA_13527, AENJA_13526, AENJA_13521
OG0000857	TCONS_00038040.p1	AENJA_19063
OG0000858	TCONS_00035617.p1, TCONS_00035720.p1	AENJA_19600
OG0000860	TCONS_00014657.p1	AENJA_22939
OG0000866	TCONS_00003785.p1	AENJA_00019
OG0000867	TCONS_00027005.p1, TCONS_00027464.p1	AENJA_06630, AENJA_23208, AENJA_23219, AENJA_00664, AENJA_12616, AENJA_23217, AENJA_14316, AENJA_23216, AENJA_23213, AENJA_12617, AENJA_06629
OG0000869	TCONS_00050047.p1	AENJA_03586
OG0000869	TCONS_00052865.p1	AENJA_21120
OG0000869	TCONS_00053553.p1	AENJA_23274
OG0000870	TCONS_00005013.p1, TCONS_00025391.p1	AENJA_04443
OG0000870	TCONS_00009928.p1	AENJA_12705
OG0000871	TCONS_00001861.p1, TCONS_00000505.p1, TCONS_00000506.p1, TCONS_00000507.p1, TCONS_00000499.p1, TCONS_00000504.p1	AENJA_15432, AENJA_15433
OG0000871	TCONS_00026834.p1	AENJA_06473
OG0000872	TCONS_00037055.p1, TCONS_00037051.p1, TCONS_00037037.p1	AENJA_06798
OG0000873	TCONS_00029754.p1	AENJA_07645
OG0000874	TCONS_00042677.p1	AENJA_07937
OG0000874	TCONS_00007186.p1	AENJA_07996
OG0000875	TCONS_00053761.p1	AENJA_08703
OG0000875	TCONS_00056388.p1, TCONS_00041427.p1	AENJA_14919
OG0000876	TCONS_00004348.p1	AENJA_08833
OG0000877	TCONS_00007900.p1	AENJA_09093
OG0000878	TCONS_00041708.p1	AENJA_13563
OG0000878	TCONS_00036230.p1, TCONS_00036231.p1	AENJA_09436
OG0000878	TCONS_00003745.p1	AENJA_13562
OG0000879	TCONS_00022585.p1	AENJA_23882
OG0000879	TCONS_00056397.p1	AENJA_14015
OG0000880	TCONS_00049616.p1	AENJA_17126
OG0000881	TCONS_00015965.p1	AENJA_19719
OG0000881	TCONS_00006707.p1	AENJA_21849
OG0000882	TCONS_00044892.p1, TCONS_00044893.p1	AENJA_23321
OG0000887	TCONS_00017941.p1	AENJA_00163
OG0000887	TCONS_00055887.p1	AENJA_21693
OG0000888	TCONS_00029758.p1	AENJA_02929
OG0000888	TCONS_00030186.p1	AENJA_02481
OG0000888	TCONS_00020224.p1	AENJA_16255
OG0000889	TCONS_00004850.p1, TCONS_00004830.p1	AENJA_05911
OG0000890	TCONS_00002374.p1, TCONS_00002381.p1	AENJA_09730
OG0000891	TCONS_00013103.p1, TCONS_00013102.p1, TCONS_00013099.p1, TCONS_00013101.p1	AENJA_13613
OG0000893	TCONS_00051111.p1, TCONS_00051112.p1, TCONS_00051078.p1, TCONS_00051076.p1, TCONS_00051110.p1, TCONS_00051075.p1, TCONS_00051077.p1	AENJA_16180
OG0000894	TCONS_00042942.p1	AENJA_18194, AENJA_24655
OG0000894	TCONS_00014568.p1	AENJA_16901
OG0000895	TCONS_00019166.p1	AENJA_17147
OG0000896	TCONS_00012437.p1, TCONS_00012438.p1	AENJA_17963, AENJA_20857
OG0000896	TCONS_00023440.p1, TCONS_00023471.p1, TCONS_00023178.p1, TCONS_00003493.p1	AENJA_26740
OG0000897	TCONS_00047825.p1, TCONS_00047836.p1	AENJA_25522
OG0000897	TCONS_00047619.p1	AENJA_19794, AENJA_19793
OG0000898	TCONS_00053144.p1, TCONS_00053143.p1	AENJA_20658
OG0000899	TCONS_00041663.p1	AENJA_23421
OG0000903	TCONS_00001459.p1	AENJA_16422, AENJA_14626
OG0000903	TCONS_00042194.p1, TCONS_00005392.p1, TCONS_00054187.p1	AENJA_16167
OG0000903	TCONS_00049957.p1	AENJA_00942
OG0000904	TCONS_00030904.p1	AENJA_02063
OG0000905	TCONS_00037595.p1, TCONS_00036217.p1, TCONS_00037367.p1	AENJA_03454, AENJA_12044
OG0000906	TCONS_00002829.p2, TCONS_00004398.p1	AENJA_05473
OG0000908	TCONS_00031386.p1	AENJA_26233
OG0000909	TCONS_00001186.p1, TCONS_00001174.p1	AENJA_07565
OG0000910	TCONS_00005836.p1	AENJA_26790
OG0000910	TCONS_00038329.p1	AENJA_13383
OG0000910	TCONS_00005835.p1, TCONS_00035843.p1, TCONS_00031095.p1, TCONS_00053071.p1, TCONS_00008351.p1, TCONS_00032460.p1	AENJA_17057
OG0000910	TCONS_00004259.p1	AENJA_18263
OG0000911	TCONS_00020167.p1	AENJA_08748
OG0000912	TCONS_00027823.p1	AENJA_11633
OG0000913	TCONS_00044188.p1	AENJA_11700
OG0000921	TCONS_00016117.p1	AENJA_00754
OG0000922	TCONS_00033736.p1, TCONS_00032696.p1	AENJA_10308, AENJA_19148, AENJA_24260, AENJA_19959, AENJA_15559, AENJA_22985, AENJA_07136, AENJA_22309, AENJA_10325, AENJA_10922, AENJA_15208, AENJA_15221, AENJA_03364, AENJA_16387
OG0000922	TCONS_00044551.p1	AENJA_01118, AENJA_20381
OG0000922	TCONS_00023157.p1	AENJA_02240, AENJA_01031, AENJA_07393, AENJA_11100, AENJA_08125, AENJA_02314
OG0000922	TCONS_00046307.p1, TCONS_00023163.p1, TCONS_00012292.p1	AENJA_03908
OG0000923	TCONS_00003414.p1, TCONS_00004381.p1	AENJA_09851
OG0000923	TCONS_00003133.p1	AENJA_01176, AENJA_01177
OG0000924	TCONS_00043269.p1	AENJA_17499
OG0000924	TCONS_00021323.p1	AENJA_01733
OG0000924	TCONS_00041904.p1	AENJA_17498
OG0000924	TCONS_00049449.p1	AENJA_22989, AENJA_03279, AENJA_10467
OG0000925	TCONS_00054170.p1, TCONS_00054133.p1	AENJA_14502
OG0000925	TCONS_00021772.p1	AENJA_01829
OG0000926	TCONS_00001489.p1	AENJA_07568
OG0000926	TCONS_00007435.p1	AENJA_02966
OG0000927	TCONS_00022278.p1	AENJA_05801
OG0000928	TCONS_00028224.p1	AENJA_06210
OG0000929	TCONS_00001479.p1	AENJA_18717, AENJA_24686
OG0000930	TCONS_00015974.p1	AENJA_19720
OG0000930	TCONS_00036438.p1, TCONS_00015973.p1, TCONS_00004383.p1, TCONS_00003410.p1	AENJA_14448, AENJA_07379
OG0000931	TCONS_00027222.p1	AENJA_08166
OG0000932	TCONS_00006235.p1	AENJA_10314
OG0000933	TCONS_00010516.p1	AENJA_12056
OG0000934	TCONS_00001864.p1	AENJA_23792
OG0000934	TCONS_00025359.p1	AENJA_12733
OG0000935	TCONS_00054852.p1	AENJA_14023
OG0000936	TCONS_00053858.p1, TCONS_00053846.p1	AENJA_26348
OG0000936	TCONS_00052817.p1, TCONS_00052775.p1, TCONS_00053281.p1, TCONS_00053770.p1	AENJA_14048
OG0000937	TCONS_00003169.p1, TCONS_00039611.p1	AENJA_19941
OG0000938	TCONS_00044853.p1, TCONS_00011822.p1, TCONS_00011821.p1, TCONS_00044846.p1	AENJA_21758
OG0000942	TCONS_00030721.p1, TCONS_00029889.p1, TCONS_00038073.p1, TCONS_00009551.p1, TCONS_00015628.p1, TCONS_00050662.p1, TCONS_00031719.p1, TCONS_00047588.p1, TCONS_00038951.p1, TCONS_00018705.p1	AENJA_25662, AENJA_09547
OG0000942	TCONS_00036905.p1, TCONS_00040200.p1, TCONS_00049910.p1, TCONS_00041540.p1, TCONS_00028241.p1, TCONS_00046349.p1, TCONS_00034607.p1, TCONS_00024644.p1, TCONS_00053032.p1	AENJA_00177, AENJA_15507
OG0000942	TCONS_00032142.p1, TCONS_00044500.p1, TCONS_00033431.p1	AENJA_15626, AENJA_24314, AENJA_25006
OG0000943	TCONS_00030041.p1	AENJA_02078
OG0000943	TCONS_00006489.p1	AENJA_00401
OG0000944	TCONS_00043975.p1	AENJA_00580
OG0000945	TCONS_00009344.p1, TCONS_00009343.p1	AENJA_21590
OG0000946	TCONS_00038079.p1	AENJA_01969
OG0000947	TCONS_00031600.p1	AENJA_22086
OG0000947	TCONS_00019583.p1	AENJA_02339
OG0000948	TCONS_00038761.p1, TCONS_00038766.p1, TCONS_00038768.p1, TCONS_00039155.p1, TCONS_00038759.p1, TCONS_00038682.p1, TCONS_00038769.p1, TCONS_00031992.p1, TCONS_00038690.p1, TCONS_00038678.p1, TCONS_00039147.p1, TCONS_00031682.p1	AENJA_16324, AENJA_13188
OG0000949	TCONS_00001325.p1, TCONS_00001326.p1, TCONS_00001327.p1, TCONS_00001324.p1	AENJA_04000
OG0000951	TCONS_00027921.p1	AENJA_21157
OG0000951	TCONS_00002049.p1	AENJA_04673
OG0000952	TCONS_00041898.p1	AENJA_05461
OG0000952	TCONS_00043258.p1	AENJA_05453
OG0000953	TCONS_00020799.p1	AENJA_06554
OG0000954	TCONS_00055769.p1	AENJA_24386
OG0000954	TCONS_00014081.p1	AENJA_08232
OG0000955	TCONS_00054603.p1	AENJA_09334, AENJA_19306
OG0000955	TCONS_00029823.p1	AENJA_22675
OG0000955	TCONS_00043151.p1	AENJA_26657
OG0000956	TCONS_00034930.p1	AENJA_13795, AENJA_23169, AENJA_24047, AENJA_17708, AENJA_17210, AENJA_12779
OG0000957	TCONS_00029595.p1	AENJA_17036
OG0000958	TCONS_00047783.p1	AENJA_19017
OG0000960	TCONS_00009329.p1	AENJA_23956
OG0000963	TCONS_00053983.p1	AENJA_01165
OG0000963	TCONS_00054330.p1	AENJA_06323
OG0000964	TCONS_00037502.p1, TCONS_00037503.p1, TCONS_00037501.p1	AENJA_06851, AENJA_04088, AENJA_01513
OG0000964	TCONS_00049206.p1, TCONS_00014950.p1	AENJA_06848
OG0000965	TCONS_00030366.p1, TCONS_00031078.p1	AENJA_05586, AENJA_05584
OG0000965	TCONS_00007578.p1	AENJA_02282
OG0000966	TCONS_00006557.p1	AENJA_02547
OG0000967	TCONS_00041998.p1	AENJA_02972
OG0000967	TCONS_00031424.p1	AENJA_22529
OG0000968	TCONS_00036377.p1	AENJA_03154
OG0000968	TCONS_00005719.p1	AENJA_10751
OG0000969	TCONS_00057265.p1	AENJA_03216
OG0000970	TCONS_00005399.p1	AENJA_09659
OG0000970	TCONS_00006818.p1	AENJA_03395
OG0000972	TCONS_00006434.p1	AENJA_03845
OG0000972	TCONS_00030051.p1	AENJA_26036
OG0000973	TCONS_00022531.p1, TCONS_00022544.p1, TCONS_00037398.p1, TCONS_00021534.p1, TCONS_00021547.p1, TCONS_00021899.p1	AENJA_21959, AENJA_04060, AENJA_04066
OG0000973	TCONS_00022530.p1, TCONS_00021396.p1	AENJA_21958
OG0000973	TCONS_00014962.p1, TCONS_00014960.p1	AENJA_19754, AENJA_10901
OG0000974	TCONS_00041730.p1	AENJA_05735, AENJA_05736
OG0000976	TCONS_00027250.p1	AENJA_07785, AENJA_07786, AENJA_07780, AENJA_07163
OG0000977	TCONS_00007023.p1	AENJA_08030
OG0000977	TCONS_00019704.p1	AENJA_16263
OG0000977	TCONS_00056465.p1, TCONS_00055290.p1	AENJA_11682
OG0000978	TCONS_00008298.p1, TCONS_00002212.p1	AENJA_08414
OG0000979	TCONS_00033258.p1, TCONS_00033257.p1, TCONS_00033260.p1, TCONS_00055872.p1, TCONS_00055873.p1	AENJA_08501
OG0000980	TCONS_00004652.p1, TCONS_00005977.p1	AENJA_08701
