Orthogroup	PFLAV	OWEFU
OG0000423	TCONS_00055703.p1, TCONS_00055705.p1, TCONS_00057155.p1, TCONS_00027994.p1, TCONS_00029049.p1, TCONS_00002037.p1, TCONS_00015514.p1	OFUSG25605.1.p1, OFUSG20524.1.p1, OFUSG21772.1.p1, OFUSG11552.1.p1, OFUSG11107.1.p1, OFUSG17486.1.p1, OFUSG13272.1.p1, OFUSG24330.1.p1
OG0000424	TCONS_00036179.p1	OFUSG00190.1.p1
OG0000425	TCONS_00010844.p1	OFUSG11841.1.p1
OG0000425	TCONS_00038275.p1, TCONS_00038300.p1	OFUSG08712.1.p1
OG0000426	TCONS_00026285.p1	OFUSG19099.2.p1, OFUSG19099.1.p1, OFUSG19099.4.p1, OFUSG19099.3.p1
OG0000426	TCONS_00012333.p1	OFUSG10041.1.p1
OG0000427	TCONS_00025042.p1	OFUSG07420.1.p1, OFUSG07419.1.p1
OG0000427	TCONS_00051959.p1, TCONS_00051958.p1, TCONS_00051956.p1	OFUSG16981.1.p1, OFUSG16981.2.p1
OG0000429	TCONS_00017970.p1, TCONS_00017972.p1, TCONS_00016816.p1, TCONS_00017888.p1, TCONS_00017886.p1, TCONS_00016915.p1, TCONS_00017971.p1, TCONS_00017049.p1, TCONS_00018193.p1, TCONS_00018123.p1, TCONS_00018120.p1	OFUSG23592.1.p1, OFUSG23592.2.p1, OFUSG12856.1.p1
OG0000430	TCONS_00022475.p1	OFUSG25796.1.p1
OG0000430	TCONS_00023915.p1, TCONS_00025700.p1	OFUSG07029.1.p1
OG0000430	TCONS_00025702.p1	OFUSG06531.1.p1
OG0000431	TCONS_00013224.p1	OFUSG18259.1.p1
OG0000431	TCONS_00043448.p1	OFUSG02223.1.p1
OG0000431	TCONS_00021923.p1	OFUSG25902.1.p1
OG0000432	TCONS_00054762.p1, TCONS_00005749.p1	OFUSG06820.1.p1, OFUSG06820.2.p1
OG0000432	TCONS_00048094.p1	OFUSG06029.1.p1
OG0000433	TCONS_00012715.p1	OFUSG10457.2.p1, OFUSG10457.1.p1, OFUSG10457.3.p1
OG0000433	TCONS_00002447.p1, TCONS_00001165.p1	OFUSG01097.1.p1
OG0000434	TCONS_00045532.p1, TCONS_00046740.p1, TCONS_00045697.p1, TCONS_00045698.p1, TCONS_00046738.p1, TCONS_00046895.p1, TCONS_00045582.p1	OFUSG23718.1.p1
OG0000435	TCONS_00046001.p1	OFUSG17235.1.p1
OG0000436	TCONS_00020629.p1	OFUSG12993.4.p1, OFUSG12993.3.p1, OFUSG12993.5.p1, OFUSG12993.1.p1, OFUSG12993.2.p1
OG0000437	TCONS_00051756.p1, TCONS_00051760.p1, TCONS_00051758.p1, TCONS_00051761.p1, TCONS_00051763.p1	OFUSG01424.1.p1
OG0000441	TCONS_00038354.p1	OFUSG24316.1.p2
OG0000442	TCONS_00021580.p1	OFUSG14066.1.p1
OG0000442	TCONS_00002190.p1	OFUSG00335.1.p1
OG0000442	TCONS_00012602.p1	OFUSG00657.1.p1
OG0000443	TCONS_00055579.p1	OFUSG16493.1.p1
OG0000443	TCONS_00028717.p1	OFUSG19814.2.p1
OG0000444	TCONS_00031849.p1, TCONS_00031859.p1, TCONS_00032514.p1, TCONS_00032512.p1, TCONS_00031853.p1, TCONS_00032513.p1, TCONS_00032517.p1, TCONS_00032518.p1, TCONS_00031857.p1, TCONS_00031854.p1, TCONS_00003709.p1, TCONS_00003710.p1, TCONS_00003707.p1, TCONS_00003706.p1, TCONS_00003708.p1, TCONS_00023010.p1	OFUSG07387.1.p1, OFUSG19063.1.p1
OG0000444	TCONS_00023516.p1, TCONS_00023527.p1, TCONS_00023517.p1, TCONS_00023528.p1, TCONS_00023529.p1, TCONS_00023521.p1	OFUSG07141.1.p1, OFUSG07141.3.p1, OFUSG07141.2.p1
OG0000445	TCONS_00002401.p1, TCONS_00002110.p1, TCONS_00002102.p1, TCONS_00000750.p1	OFUSG23731.1.p1, OFUSG22703.1.p1, OFUSG23732.1.p1, OFUSG22714.1.p1, OFUSG22711.1.p1, OFUSG04109.1.p1, OFUSG02436.1.p1, OFUSG02435.1.p1, OFUSG02434.1.p1, OFUSG16774.1.p1
OG0000446	TCONS_00018726.p1, TCONS_00017642.p1	OFUSG13151.1.p1
OG0000446	TCONS_00037495.p1	OFUSG00837.1.p1
OG0000446	TCONS_00018303.p1	OFUSG21046.1.p1
OG0000447	TCONS_00043056.p1	OFUSG03142.1.p1, OFUSG03142.2.p1, OFUSG03142.4.p1, OFUSG03142.3.p1
OG0000448	TCONS_00044148.p1	OFUSG02723.1.p1
OG0000449	TCONS_00039794.p1	OFUSG09412.1.p1, OFUSG09412.2.p1
OG0000450	TCONS_00006747.p1, TCONS_00006748.p1	OFUSG22336.1.p1
OG0000453	TCONS_00015428.p1, TCONS_00016513.p1, TCONS_00016509.p1, TCONS_00016514.p1, TCONS_00016505.p1, TCONS_00016516.p1, TCONS_00016515.p1, TCONS_00016517.p1, TCONS_00047316.p1, TCONS_00000327.p1, TCONS_00000325.p1, TCONS_00001388.p1, TCONS_00000328.p1, TCONS_00015837.p1	OFUSG13689.1.p1
OG0000453	TCONS_00006455.p1, TCONS_00006457.p1, TCONS_00006461.p1, TCONS_00043460.p1	OFUSG24585.1.p1, OFUSG24585.2.p1, OFUSG24586.1.p1, OFUSG00194.1.p1, OFUSG24447.1.p1, OFUSG15603.1.p1, OFUSG15603.2.p1, OFUSG15602.1.p1
OG0000456	TCONS_00028868.p1	OFUSG25971.1.p1
OG0000456	TCONS_00041585.p1	OFUSG12527.1.p1
OG0000459	TCONS_00055691.p1, TCONS_00055690.p1, TCONS_00055686.p1, TCONS_00055685.p1, TCONS_00055681.p1, TCONS_00055683.p1, TCONS_00055684.p1, TCONS_00055692.p1, TCONS_00055687.p1, TCONS_00055693.p1	OFUSG13939.1.p1
OG0000460	TCONS_00042098.p1	OFUSG02208.1.p1
OG0000460	TCONS_00041990.p1, TCONS_00041991.p1	OFUSG01757.1.p1, OFUSG13348.1.p1
OG0000461	TCONS_00019012.p1	OFUSG17710.1.p1
OG0000461	TCONS_00005147.p1	OFUSG00679.1.p1
OG0000463	TCONS_00023571.p1, TCONS_00023572.p1, TCONS_00023533.p1	OFUSG07528.3.p1, OFUSG07528.2.p1, OFUSG07528.1.p1
OG0000463	TCONS_00028391.p1	OFUSG08820.2.p1, OFUSG08820.1.p1
OG0000465	TCONS_00046928.p1, TCONS_00045554.p1	OFUSG13672.1.p1
OG0000465	TCONS_00051741.p1	OFUSG13295.1.p1
OG0000466	TCONS_00055165.p1, TCONS_00055198.p1, TCONS_00055551.p1, TCONS_00056318.p1, TCONS_00056377.p1, TCONS_00056378.p1, TCONS_00056319.p1, TCONS_00056320.p1, TCONS_00056380.p1, TCONS_00056381.p1	OFUSG09606.1.p1, OFUSG10610.1.p1
OG0000466	TCONS_00052624.p1	OFUSG01209.1.p1, OFUSG01209.2.p1, OFUSG16366.1.p1, OFUSG00574.1.p1
OG0000467	TCONS_00049014.p1	OFUSG06168.2.p1, OFUSG06168.1.p1
OG0000468	TCONS_00023318.p1, TCONS_00024958.p1, TCONS_00023321.p1, TCONS_00023193.p1, TCONS_00023191.p1, TCONS_00023328.p1, TCONS_00023322.p1	OFUSG25389.1.p1, OFUSG25432.1.p1
OG0000469	TCONS_00048981.p1	OFUSG06742.2.p1, OFUSG06742.1.p1
OG0000469	TCONS_00027949.p1	OFUSG09493.1.p1
OG0000470	TCONS_00014594.p1	OFUSG10928.1.p1
OG0000470	TCONS_00009548.p1	OFUSG12357.1.p1, OFUSG12357.2.p1
OG0000472	TCONS_00042976.p1, TCONS_00041636.p1, TCONS_00041637.p1, TCONS_00037389.p1, TCONS_00037390.p1, TCONS_00037391.p1, TCONS_00037388.p1, TCONS_00037393.p1, TCONS_00037382.p1, TCONS_00037385.p1, TCONS_00037392.p1, TCONS_00023656.p1, TCONS_00021161.p1, TCONS_00022192.p1, TCONS_00022994.p1, TCONS_00022964.p1, TCONS_00051600.p1, TCONS_00050509.p1, TCONS_00022965.p1, TCONS_00037384.p1	OFUSG17586.1.p1, OFUSG17587.1.p1, OFUSG17565.1.p1, OFUSG17559.1.p1, OFUSG17583.1.p1, OFUSG17582.1.p1
OG0000475	TCONS_00003775.p1	OFUSG04266.1.p1
OG0000476	TCONS_00015826.p1, TCONS_00015827.p1	OFUSG07272.1.p1, OFUSG07271.1.p1, OFUSG07271.2.p1
OG0000476	TCONS_00004869.p2, TCONS_00014664.p1	OFUSG08298.1.p1
OG0000477	TCONS_00056849.p1, TCONS_00056850.p1	OFUSG13714.1.p1, OFUSG13713.1.p1
OG0000477	TCONS_00053689.p1, TCONS_00053690.p1, TCONS_00053691.p1	OFUSG08679.2.p1, OFUSG08679.1.p1
OG0000478	TCONS_00048865.p1, TCONS_00048864.p1, TCONS_00048866.p1	OFUSG06603.1.p1, OFUSG06780.1.p1
OG0000479	TCONS_00000492.p1	OFUSG00302.1.p1, OFUSG00302.2.p1
OG0000479	TCONS_00006853.p1	OFUSG22572.2.p1, OFUSG22572.1.p1
OG0000480	TCONS_00050190.p1	OFUSG26477.1.p1
OG0000481	TCONS_00005590.p1	OFUSG22310.1.p1
OG0000481	TCONS_00030958.p1	OFUSG18362.1.p1
OG0000482	TCONS_00010200.p1	OFUSG21905.1.p1, OFUSG21905.2.p1, OFUSG21905.3.p1, OFUSG21905.4.p1, OFUSG21905.5.p1
OG0000483	TCONS_00008197.p1	OFUSG23827.1.p1, OFUSG24171.1.p1, OFUSG08422.1.p1
OG0000485	TCONS_00056294.p1, TCONS_00056292.p1	OFUSG24362.1.p1
OG0000485	TCONS_00035498.p1	OFUSG04740.1.p1, OFUSG04740.2.p1, OFUSG09824.2.p1, OFUSG09824.1.p1, OFUSG24636.1.p1
OG0000487	TCONS_00000900.p1, TCONS_00005196.p1, TCONS_00055084.p1, TCONS_00000329.p1, TCONS_00010004.p1, TCONS_00010012.p1, TCONS_00010010.p1, TCONS_00010011.p1, TCONS_00010014.p1, TCONS_00010016.p1	OFUSG18458.1.p1, OFUSG04631.1.p1, OFUSG09257.1.p1
OG0000487	TCONS_00018203.p1, TCONS_00017152.p1	OFUSG11196.1.p1, OFUSG02053.1.p2, OFUSG10948.2.p1, OFUSG10948.1.p1
OG0000488	TCONS_00010218.p1	OFUSG11335.2.p1, OFUSG11335.1.p1
OG0000489	TCONS_00017175.p1, TCONS_00048831.p1, TCONS_00018116.p1	OFUSG16964.1.p1, OFUSG16964.2.p1, OFUSG16964.3.p1, OFUSG16964.5.p1, OFUSG16964.4.p1
OG0000490	TCONS_00016246.p1	OFUSG08032.1.p1
OG0000491	TCONS_00044061.p1	OFUSG02688.1.p1
OG0000494	TCONS_00005711.p1, TCONS_00017975.p1	OFUSG21763.2.p1, OFUSG21763.1.p1
OG0000495	TCONS_00037767.p1	OFUSG20267.1.p1, OFUSG23134.1.p1, OFUSG14198.1.p1, OFUSG24127.1.p1
OG0000495	TCONS_00006089.p1, TCONS_00006092.p1	OFUSG15018.1.p1, OFUSG15017.1.p1, OFUSG24776.1.p1, OFUSG08324.1.p1, OFUSG08325.2.p1, OFUSG08325.1.p1, OFUSG03870.1.p1, OFUSG13493.1.p1, OFUSG00578.1.p1, OFUSG22539.1.p1, OFUSG12393.1.p1, OFUSG25742.1.p1, OFUSG17198.1.p1
OG0000496	TCONS_00019620.p1	OFUSG05354.1.p1
OG0000497	TCONS_00006015.p1	OFUSG14965.1.p1, OFUSG14966.1.p1, OFUSG14968.1.p1
OG0000497	TCONS_00016143.p1	OFUSG25540.2.p1, OFUSG25540.1.p1
OG0000498	TCONS_00008734.p1	OFUSG05252.1.p1
OG0000499	TCONS_00004484.p1	OFUSG12145.1.p1, OFUSG12145.2.p1, OFUSG25039.1.p1
OG0000501	TCONS_00036754.p1, TCONS_00036751.p1, TCONS_00038085.p1, TCONS_00037865.p1, TCONS_00037675.p1, TCONS_00037673.p1, TCONS_00037674.p1, TCONS_00037585.p1, TCONS_00036067.p1, TCONS_00025120.p1, TCONS_00037832.p1	OFUSG05132.1.p1, OFUSG08027.1.p1, OFUSG11389.1.p1, OFUSG21090.1.p1, OFUSG15540.1.p1, OFUSG17744.1.p1, OFUSG13693.1.p1, OFUSG00424.1.p1
OG0000503	TCONS_00023137.p1	OFUSG08004.3.p1, OFUSG08004.1.p1, OFUSG08004.2.p1
OG0000503	TCONS_00016415.p1	OFUSG23525.1.p1
OG0000504	TCONS_00041426.p1	OFUSG16313.2.p1, OFUSG16313.1.p1
OG0000504	TCONS_00028051.p1	OFUSG09721.2.p1, OFUSG09721.3.p1, OFUSG09721.1.p1, OFUSG09722.1.p1, OFUSG09723.1.p1
OG0000505	TCONS_00031917.p1, TCONS_00031941.p1	OFUSG24460.1.p1, OFUSG24460.2.p1
OG0000505	TCONS_00031940.p1	OFUSG24457.1.p1
OG0000505	TCONS_00031914.p1	OFUSG24456.1.p1
OG0000506	TCONS_00020995.p1	OFUSG24714.1.p1
OG0000508	TCONS_00056880.p1, TCONS_00056893.p1	OFUSG16639.1.p1
OG0000508	TCONS_00019601.p1	OFUSG23446.1.p1
OG0000509	TCONS_00034139.p1, TCONS_00033444.p1, TCONS_00000010.p1, TCONS_00046862.p1, TCONS_00006956.p1, TCONS_00041309.p1, TCONS_00043025.p1, TCONS_00038420.p1, TCONS_00049456.p1, TCONS_00008182.p1, TCONS_00003126.p1, TCONS_00022951.p1, TCONS_00006914.p1, TCONS_00039150.p1, TCONS_00046088.p1, TCONS_00008405.p1, TCONS_00019968.p1, TCONS_00050130.p1, TCONS_00002507.p1, TCONS_00004563.p1, TCONS_00041472.p1, TCONS_00054850.p1, TCONS_00015642.p1, TCONS_00050541.p1, TCONS_00040500.p1, TCONS_00033219.p1, TCONS_00053357.p1	OFUSG22873.1.p1
OG0000510	TCONS_00019767.p1, TCONS_00020826.p1	OFUSG18347.2.p1, OFUSG18347.1.p1, OFUSG16890.2.p1, OFUSG16890.3.p1, OFUSG16890.4.p1, OFUSG16890.1.p1
OG0000511	TCONS_00025942.p1	OFUSG15870.1.p1
OG0000511	TCONS_00025941.p1	OFUSG15867.1.p1
OG0000513	TCONS_00030624.p1, TCONS_00030622.p1	OFUSG10385.3.p1, OFUSG10385.2.p1, OFUSG10385.1.p1, OFUSG10385.4.p1
OG0000514	TCONS_00013334.p1	OFUSG18449.3.p1, OFUSG18449.1.p1, OFUSG18449.2.p1
OG0000516	TCONS_00008150.p1	OFUSG22791.1.p1, OFUSG03391.1.p1, OFUSG03391.2.p1, OFUSG02530.1.p1
OG0000516	TCONS_00009366.p1	OFUSG05361.1.p1
OG0000519	TCONS_00005130.p1	OFUSG23894.1.p1, OFUSG23894.2.p1, OFUSG15506.1.p1
OG0000520	TCONS_00004595.p1	OFUSG22252.1.p1
OG0000520	TCONS_00035177.p1, TCONS_00035175.p1	OFUSG09373.1.p1
OG0000521	TCONS_00014430.p1, TCONS_00007432.p1	OFUSG18161.2.p1, OFUSG18161.1.p1
OG0000521	TCONS_00011900.p1, TCONS_00040878.p1	OFUSG25165.1.p1
OG0000522	TCONS_00019381.p1, TCONS_00019380.p1, TCONS_00025944.p1, TCONS_00025880.p1, TCONS_00056298.p2	OFUSG19025.1.p1, OFUSG19028.1.p1
OG0000523	TCONS_00054597.p1	OFUSG26017.1.p1
OG0000523	TCONS_00028413.p1, TCONS_00034609.p1, TCONS_00028797.p1, TCONS_00034604.p1, TCONS_00034611.p1, TCONS_00029689.p1, TCONS_00028796.p1	OFUSG08726.1.p1, OFUSG09673.1.p1, OFUSG07041.1.p1
OG0000524	TCONS_00030250.p1	OFUSG10538.1.p1, OFUSG10538.3.p1, OFUSG10538.5.p1, OFUSG10538.4.p1, OFUSG10538.2.p1
OG0000525	TCONS_00016658.p1	OFUSG26139.1.p1
OG0000525	TCONS_00013078.p1	OFUSG25939.1.p1, OFUSG17865.2.p1, OFUSG17865.1.p1
OG0000527	TCONS_00017773.p1	OFUSG23562.1.p1, OFUSG23562.2.p1
OG0000528	TCONS_00050473.p1	OFUSG21429.3.p1, OFUSG21429.1.p1, OFUSG21429.2.p1
OG0000528	TCONS_00011667.p1	OFUSG21773.1.p1
OG0000528	TCONS_00039151.p1, TCONS_00039158.p1	OFUSG16078.3.p1, OFUSG16078.4.p1, OFUSG16078.1.p1, OFUSG16078.2.p1
OG0000529	TCONS_00014944.p1	OFUSG07078.1.p1, OFUSG07078.2.p1
OG0000529	TCONS_00025454.p1	OFUSG25597.1.p1
OG0000529	TCONS_00051513.p1	OFUSG23321.1.p1
OG0000530	TCONS_00054317.p1	OFUSG26322.2.p1, OFUSG26322.4.p1, OFUSG26322.3.p1, OFUSG26322.5.p1, OFUSG26322.1.p1
OG0000531	TCONS_00019301.p1	OFUSG17709.1.p1
OG0000532	TCONS_00010389.p1, TCONS_00010391.p1, TCONS_00010388.p1, TCONS_00010394.p1, TCONS_00010393.p1, TCONS_00010386.p1, TCONS_00010396.p1, TCONS_00011312.p1, TCONS_00011287.p1, TCONS_00010385.p1	OFUSG09491.1.p1, OFUSG19634.1.p1, OFUSG11199.1.p1, OFUSG21702.1.p1
OG0000533	TCONS_00044819.p1, TCONS_00044820.p1, TCONS_00017734.p1, TCONS_00017733.p1, TCONS_00017732.p1	OFUSG08695.1.p1
OG0000533	TCONS_00043637.p1, TCONS_00043607.p1, TCONS_00043636.p1, TCONS_00043608.p1, TCONS_00043633.p1, TCONS_00043606.p1, TCONS_00043635.p1	OFUSG01128.1.p1, OFUSG16657.1.p1, OFUSG01126.1.p1, OFUSG04164.1.p1, OFUSG01127.1.p1
OG0000534	TCONS_00056562.p1	OFUSG16053.1.p1
OG0000534	TCONS_00012237.p1	OFUSG10814.1.p1, OFUSG23901.1.p1
OG0000535	TCONS_00017649.p1, TCONS_00017615.p1, TCONS_00018400.p1, TCONS_00017619.p1, TCONS_00017655.p1, TCONS_00017650.p1, TCONS_00017616.p1, TCONS_00018399.p1, TCONS_00017019.p1, TCONS_00017021.p1, TCONS_00017017.p1	OFUSG08130.1.p1, OFUSG13128.1.p1
OG0000535	TCONS_00003577.p1, TCONS_00003680.p1, TCONS_00033180.p1, TCONS_00033193.p1	OFUSG03205.1.p1, OFUSG03205.2.p1
OG0000536	TCONS_00049181.p1, TCONS_00049164.p1, TCONS_00049190.p1, TCONS_00049178.p1, TCONS_00049162.p1, TCONS_00049163.p1, TCONS_00049165.p1, TCONS_00049192.p1, TCONS_00049193.p1, TCONS_00049168.p1, TCONS_00049191.p1, TCONS_00047840.p1, TCONS_00047829.p1	OFUSG19266.2.p1, OFUSG19266.1.p1
OG0000537	TCONS_00021934.p1	OFUSG10963.2.p1, OFUSG10963.1.p1, OFUSG10962.1.p1, OFUSG25896.1.p1, OFUSG25896.2.p1
OG0000537	TCONS_00020895.p1	OFUSG25897.1.p1
OG0000538	TCONS_00057157.p1	OFUSG16205.1.p1
OG0000542	TCONS_00031701.p1	OFUSG03514.1.p1
OG0000542	TCONS_00031702.p1	OFUSG17386.2.p1, OFUSG17386.1.p1
OG0000544	TCONS_00053426.p1	OFUSG26349.2.p1, OFUSG26349.1.p1
OG0000545	TCONS_00011122.p1	OFUSG21600.1.p1
OG0000545	TCONS_00010058.p1	OFUSG25038.1.p1, OFUSG25038.2.p1, OFUSG25038.5.p1, OFUSG25038.3.p1, OFUSG25038.4.p1
OG0000546	TCONS_00008901.p1, TCONS_00007684.p1, TCONS_00054150.p1, TCONS_00054189.p1, TCONS_00007686.p1	OFUSG00613.1.p1
OG0000547	TCONS_00020603.p1, TCONS_00020602.p1, TCONS_00019558.p1, TCONS_00019384.p1, TCONS_00049485.p1, TCONS_00049486.p1	OFUSG18910.1.p1
OG0000547	TCONS_00048152.p1, TCONS_00024937.p1, TCONS_00049475.p1	OFUSG19406.1.p1
OG0000548	TCONS_00026417.p1	OFUSG06566.2.p1, OFUSG06566.1.p1
OG0000549	TCONS_00028444.p1, TCONS_00028445.p1, TCONS_00028447.p1, TCONS_00029499.p1, TCONS_00029502.p1	OFUSG22824.1.p1, OFUSG22825.1.p1
OG0000549	TCONS_00023197.p1, TCONS_00023330.p1	OFUSG14140.1.p1, OFUSG14143.1.p1
OG0000550	TCONS_00018437.p1	OFUSG25622.2.p1, OFUSG25622.1.p1, OFUSG25622.3.p1, OFUSG25622.5.p1, OFUSG25622.4.p1
OG0000551	TCONS_00027546.p1, TCONS_00027551.p1, TCONS_00027552.p1, TCONS_00027557.p1, TCONS_00027553.p1, TCONS_00020122.p1, TCONS_00019555.p1, TCONS_00020125.p1, TCONS_00020116.p1, TCONS_00020126.p1, TCONS_00027550.p1, TCONS_00027544.p1	OFUSG21582.1.p1, OFUSG20999.1.p1, OFUSG03062.1.p1, OFUSG14328.1.p1, OFUSG19274.2.p1, OFUSG19274.1.p1, OFUSG06722.1.p1, OFUSG04855.1.p1, OFUSG04857.1.p1, OFUSG13480.1.p1, OFUSG13478.1.p1, OFUSG13479.1.p1, OFUSG13477.1.p1, OFUSG15343.1.p1, OFUSG23867.1.p1, OFUSG19062.1.p1, OFUSG19062.2.p1, OFUSG00270.1.p1, OFUSG24820.1.p1
OG0000551	TCONS_00046148.p1	OFUSG04963.2.p1, OFUSG04963.1.p1
OG0000552	TCONS_00051707.p1	OFUSG04389.1.p1
OG0000552	TCONS_00043405.p1	OFUSG03850.1.p1
OG0000552	TCONS_00021406.p1, TCONS_00011748.p1, TCONS_00021413.p1	OFUSG10128.1.p1, OFUSG10128.2.p1
OG0000553	TCONS_00035272.p2, TCONS_00034957.p2	OFUSG08704.1.p1, OFUSG08704.2.p1
OG0000553	TCONS_00013171.p1	OFUSG10876.2.p1, OFUSG10876.1.p1, OFUSG10876.3.p1
OG0000554	TCONS_00054892.p1	OFUSG07941.2.p1, OFUSG07941.1.p1, OFUSG07941.5.p1, OFUSG07941.4.p1, OFUSG07941.3.p1
OG0000555	TCONS_00031924.p1	OFUSG10631.1.p1, OFUSG02830.1.p1, OFUSG15572.1.p1, OFUSG26767.1.p1, OFUSG05040.1.p1, OFUSG08291.1.p1, OFUSG08290.1.p1
OG0000555	TCONS_00040284.p1, TCONS_00000626.p1	OFUSG19051.1.p1
OG0000561	TCONS_00005060.p1, TCONS_00006305.p1	OFUSG21899.1.p1, OFUSG09741.1.p1, OFUSG09741.2.p1
OG0000564	TCONS_00010212.p1	OFUSG11344.1.p1
OG0000564	TCONS_00009860.p1	OFUSG12034.1.p1
OG0000565	TCONS_00015264.p1, TCONS_00015263.p1, TCONS_00015261.p1, TCONS_00015265.p1, TCONS_00015272.p1, TCONS_00015266.p1, TCONS_00015267.p1, TCONS_00015270.p1, TCONS_00016348.p1, TCONS_00016346.p1, TCONS_00016347.p1, TCONS_00016344.p1, TCONS_00016345.p1, TCONS_00015274.p1, TCONS_00015821.p1, TCONS_00015820.p1, TCONS_00015823.p1	OFUSG18366.3.p1, OFUSG18366.1.p1, OFUSG18366.2.p1, OFUSG24327.1.p1, OFUSG01839.1.p1
OG0000566	TCONS_00032759.p1	OFUSG03997.1.p1, OFUSG03997.2.p1, OFUSG03997.3.p1
OG0000566	TCONS_00006656.p1	OFUSG22659.1.p1
OG0000567	TCONS_00029665.p1, TCONS_00028027.p1	OFUSG09646.1.p1
OG0000567	TCONS_00052701.p1	OFUSG13020.1.p1
OG0000569	TCONS_00025050.p1, TCONS_00014892.p1, TCONS_00025054.p1, TCONS_00025056.p1, TCONS_00025053.p1, TCONS_00025052.p1, TCONS_00025049.p1, TCONS_00025051.p1, TCONS_00017618.p1, TCONS_00017654.p1, TCONS_00017653.p1, TCONS_00025055.p1, TCONS_00025045.p1, TCONS_00025047.p1, TCONS_00025048.p1, TCONS_00025046.p1, TCONS_00028617.p1	OFUSG24688.1.p1, OFUSG06605.1.p1, OFUSG06604.1.p1
OG0000570	TCONS_00047873.p1, TCONS_00047871.p1	OFUSG06907.1.p1
OG0000572	TCONS_00003540.p1	OFUSG12111.3.p1, OFUSG12111.5.p1, OFUSG12111.1.p1, OFUSG12111.4.p1, OFUSG12111.2.p1
OG0000572	TCONS_00051108.p1, TCONS_00051073.p1	OFUSG20906.1.p1, OFUSG20906.2.p1
OG0000573	TCONS_00051396.p1	OFUSG23244.1.p1, OFUSG23244.2.p1
OG0000573	TCONS_00028054.p1	OFUSG09137.1.p1
OG0000574	TCONS_00014265.p1	OFUSG18200.1.p1
OG0000574	TCONS_00014282.p1	OFUSG10163.1.p1
OG0000574	TCONS_00015177.p1	OFUSG07751.1.p1, OFUSG07751.2.p1
OG0000575	TCONS_00056676.p1, TCONS_00056668.p1	OFUSG09886.2.p1, OFUSG09886.1.p1
OG0000576	TCONS_00020537.p1	OFUSG17044.1.p1
OG0000577	TCONS_00027784.p1, TCONS_00027783.p1	OFUSG03520.1.p1, OFUSG03522.1.p1, OFUSG03521.1.p1, OFUSG03519.1.p1
OG0000578	TCONS_00011983.p1	OFUSG11308.1.p1
OG0000579	TCONS_00047924.p1, TCONS_00047936.p1	OFUSG06590.1.p1
OG0000580	TCONS_00036517.p1	OFUSG00139.1.p1
OG0000581	TCONS_00010068.p1	OFUSG12368.1.p1
OG0000581	TCONS_00010067.p1	OFUSG25173.1.p1
OG0000581	TCONS_00011411.p1	OFUSG21596.1.p1
OG0000582	TCONS_00015865.p1	OFUSG07318.2.p1, OFUSG07318.1.p1
OG0000584	TCONS_00053742.p1, TCONS_00053894.p1, TCONS_00052779.p1, TCONS_00053893.p1, TCONS_00052780.p1, TCONS_00052781.p1, TCONS_00053892.p1, TCONS_00053891.p1, TCONS_00016434.p1, TCONS_00016431.p1, TCONS_00016445.p1	OFUSG16411.1.p1, OFUSG16411.2.p1, OFUSG13099.1.p1, OFUSG13099.2.p1, OFUSG13097.1.p1
OG0000585	TCONS_00048622.p1	OFUSG19304.1.p1
OG0000587	TCONS_00022545.p1	OFUSG26859.1.p1, OFUSG26859.2.p1
OG0000587	TCONS_00010544.p1	OFUSG11281.1.p1
OG0000588	TCONS_00053411.p1	OFUSG23263.1.p1, OFUSG23263.2.p1
OG0000588	TCONS_00001171.p1	OFUSG00278.1.p1
OG0000589	TCONS_00023963.p1	OFUSG08007.3.p1, OFUSG08007.4.p1, OFUSG08007.2.p1, OFUSG08007.1.p1
OG0000590	TCONS_00002842.p1, TCONS_00002855.p1	OFUSG24583.1.p1
OG0000590	TCONS_00007322.p1	OFUSG20344.1.p1
OG0000591	TCONS_00012323.p1	OFUSG18333.1.p1
OG0000591	TCONS_00022884.p1, TCONS_00022888.p1	OFUSG14784.1.p1
OG0000592	TCONS_00015543.p1	OFUSG07498.2.p1, OFUSG07498.3.p1, OFUSG07498.1.p1
OG0000592	TCONS_00039411.p1, TCONS_00039412.p1, TCONS_00039413.p1, TCONS_00039414.p1	OFUSG04675.1.p1
OG0000593	TCONS_00014283.p1	OFUSG11138.1.p1
OG0000594	TCONS_00048592.p1	OFUSG06784.1.p1
