Orthogroup	PFLAV	SACKO_ok
OG0001056	TCONS_00053672.p1	SACKO_20947
OG0001056	TCONS_00053453.p1	SACKO_15771, SACKO_15745
OG0001056	TCONS_00007527.p1	SACKO_25763
OG0001056	TCONS_00007525.p1	SACKO_11474
OG0001056	TCONS_00054427.p1	SACKO_16790, SACKO_16794
OG0001056	TCONS_00007515.p1	SACKO_30377
OG0001056	TCONS_00007516.p1, TCONS_00007517.p1	SACKO_15898
OG0001057	TCONS_00045126.p1	SACKO_34054
OG0001058	TCONS_00034488.p1	SACKO_30744
OG0001059	TCONS_00046508.p1	SACKO_34066
OG0001060	TCONS_00027922.p1, TCONS_00027923.p1, TCONS_00042973.p1	SACKO_10412
OG0001061	TCONS_00049253.p1	SACKO_30699
OG0001061	TCONS_00015485.p1, TCONS_00015484.p1	SACKO_13469, SACKO_13448
OG0001061	TCONS_00009381.p1	SACKO_13461
OG0001061	TCONS_00018155.p1, TCONS_00018154.p1, TCONS_00021195.p1, TCONS_00021196.p1, TCONS_00021197.p1, TCONS_00021194.p1	SACKO_12648, SACKO_12650
OG0001061	TCONS_00024846.p1	SACKO_21647
OG0001062	TCONS_00052698.p1	SACKO_29376
OG0001063	TCONS_00012059.p1	SACKO_31591
OG0001063	TCONS_00011029.p1, TCONS_00011028.p1	SACKO_17683
OG0001064	TCONS_00007880.p1, TCONS_00009073.p1, TCONS_00007882.p1, TCONS_00037695.p1, TCONS_00037693.p1, TCONS_00013494.p1, TCONS_00009075.p1	SACKO_15500, SACKO_34089, SACKO_31670, SACKO_03351, SACKO_16766, SACKO_31676, SACKO_12962, SACKO_12955, SACKO_12937, SACKO_30160
OG0001065	TCONS_00009871.p1	SACKO_06065
OG0001066	TCONS_00047232.p1	SACKO_07584
OG0001067	TCONS_00011882.p1	SACKO_23129
OG0001067	TCONS_00015227.p1, TCONS_00015228.p1, TCONS_00015226.p1	SACKO_23130, SACKO_23138, SACKO_23139, SACKO_23136, SACKO_23131
OG0001067	TCONS_00037969.p1, TCONS_00037967.p1, TCONS_00037919.p1, TCONS_00037966.p1, TCONS_00037921.p1, TCONS_00052635.p1, TCONS_00052634.p1, TCONS_00053727.p1	SACKO_23140
OG0001067	TCONS_00011796.p1	SACKO_11747
OG0001068	TCONS_00051881.p1	SACKO_05518
OG0001072	TCONS_00004919.p1	SACKO_10482
OG0001072	TCONS_00004835.p1, TCONS_00004857.p1	SACKO_03267
OG0001072	TCONS_00005572.p1, TCONS_00005559.p1	SACKO_03307
OG0001073	TCONS_00042907.p1	SACKO_21449, SACKO_04327
OG0001075	TCONS_00018554.p1	SACKO_11315
OG0001075	TCONS_00056425.p1, TCONS_00056424.p1, TCONS_00056414.p1, TCONS_00056417.p1, TCONS_00056418.p1, TCONS_00056419.p1, TCONS_00056421.p1, TCONS_00056428.p1, TCONS_00056427.p1	SACKO_14262
OG0001076	TCONS_00043600.p1	SACKO_06837
OG0001077	TCONS_00057143.p1	SACKO_10234
OG0001077	TCONS_00055933.p1, TCONS_00055932.p1, TCONS_00057137.p1	SACKO_02065
OG0001077	TCONS_00055931.p1	SACKO_02030
OG0001077	TCONS_00057134.p1	SACKO_02068
OG0001078	TCONS_00023347.p1, TCONS_00023220.p1, TCONS_00023380.p1	SACKO_03626
OG0001079	TCONS_00047466.p1	SACKO_30352
OG0001080	TCONS_00055708.p1	SACKO_28482
OG0001080	TCONS_00014559.p1	SACKO_17655
OG0001081	TCONS_00055778.p1	SACKO_04540
OG0001081	TCONS_00036171.p1	SACKO_24447
OG0001081	TCONS_00008546.p1	SACKO_20233, SACKO_20239
OG0001082	TCONS_00056645.p1, TCONS_00056648.p1	SACKO_05811, SACKO_32916
OG0001082	TCONS_00020164.p1	SACKO_08099
OG0001083	TCONS_00027737.p1	SACKO_03733
OG0001084	TCONS_00001343.p1	SACKO_24296
OG0001084	TCONS_00001344.p1	SACKO_24311
OG0001085	TCONS_00048306.p1	SACKO_23475
OG0001086	TCONS_00012169.p1	SACKO_01139
OG0001088	TCONS_00005526.p1	SACKO_18307
OG0001088	TCONS_00009908.p1	SACKO_05186
OG0001089	TCONS_00034770.p1, TCONS_00034704.p1	SACKO_12550
OG0001091	TCONS_00020805.p1	SACKO_17088
OG0001092	TCONS_00043827.p1	SACKO_08149
OG0001093	TCONS_00003654.p1	SACKO_20225
OG0001094	TCONS_00011143.p1	SACKO_19741, SACKO_11943
OG0001095	TCONS_00019147.p1	SACKO_26687
OG0001096	TCONS_00050847.p1	SACKO_17666
OG0001096	TCONS_00055602.p1, TCONS_00055601.p1, TCONS_00055600.p1, TCONS_00056769.p1	SACKO_27109, SACKO_27146, SACKO_23783, SACKO_32878
OG0001096	TCONS_00053954.p1, TCONS_00010116.p1	SACKO_26925, SACKO_33433
OG0001098	TCONS_00034285.p1, TCONS_00021033.p1, TCONS_00034294.p1, TCONS_00029127.p1, TCONS_00029122.p1	SACKO_04770
OG0001098	TCONS_00021454.p1, TCONS_00021455.p1, TCONS_00022440.p1, TCONS_00022441.p1, TCONS_00021448.p1, TCONS_00021452.p1, TCONS_00021453.p1, TCONS_00021451.p1, TCONS_00039809.p1, TCONS_00039803.p1, TCONS_00039807.p1, TCONS_00039802.p1, TCONS_00039808.p1, TCONS_00039810.p1, TCONS_00015296.p1, TCONS_00015297.p1, TCONS_00015295.p1, TCONS_00015299.p1, TCONS_00015298.p1, TCONS_00015300.p1, TCONS_00015294.p1	SACKO_02505, SACKO_06863, SACKO_02500, SACKO_02497, SACKO_06868, SACKO_29188, SACKO_29165
OG0001098	TCONS_00003939.p1, TCONS_00003940.p1, TCONS_00002965.p1, TCONS_00003062.p1, TCONS_00003064.p1, TCONS_00003065.p1, TCONS_00004075.p1, TCONS_00039250.p1, TCONS_00039249.p1, TCONS_00039167.p1, TCONS_00039169.p1, TCONS_00039251.p1, TCONS_00039165.p1	SACKO_03975, SACKO_17123, SACKO_11216, SACKO_10933, SACKO_29219, SACKO_15213
OG0001101	TCONS_00047616.p1	SACKO_12678
OG0001102	TCONS_00010405.p1	SACKO_03700
OG0001102	TCONS_00019241.p1	SACKO_27070
OG0001103	TCONS_00004021.p1	SACKO_30891
OG0001103	TCONS_00022222.p1	SACKO_22670
OG0001103	TCONS_00010968.p1	SACKO_06135
OG0001103	TCONS_00017240.p1	SACKO_18268
OG0001104	TCONS_00032893.p1	SACKO_17440, SACKO_10508
OG0001104	TCONS_00018743.p1, TCONS_00018706.p1	SACKO_03224
OG0001105	TCONS_00033553.p1	SACKO_04214
OG0001105	TCONS_00013124.p1	SACKO_09999
OG0001105	TCONS_00003491.p1	SACKO_18067
OG0001106	TCONS_00028411.p1	SACKO_09682
OG0001107	TCONS_00022326.p1	SACKO_06919
OG0001108	TCONS_00020684.p1	SACKO_04290
OG0001109	TCONS_00043148.p1	SACKO_08252
OG0001109	TCONS_00041764.p1, TCONS_00043474.p1, TCONS_00043476.p1	SACKO_08246, SACKO_08241, SACKO_08240
OG0001110	TCONS_00015372.p1	SACKO_08229
OG0001111	TCONS_00009762.p1	SACKO_03526
OG0001111	TCONS_00007443.p1	SACKO_25377
OG0001112	TCONS_00021573.p1	SACKO_18503
OG0001113	TCONS_00043824.p1	SACKO_21432
OG0001114	TCONS_00031876.p1	SACKO_08523
OG0001115	TCONS_00027809.p1	SACKO_33624
OG0001115	TCONS_00026894.p1	SACKO_33583
OG0001115	TCONS_00004061.p1	SACKO_18619
OG0001116	TCONS_00038721.p1, TCONS_00000105.p1	SACKO_23852
OG0001117	TCONS_00038070.p1	SACKO_05727
OG0001117	TCONS_00055590.p1	SACKO_06898
OG0001118	TCONS_00024047.p1	SACKO_04263
OG0001118	TCONS_00024061.p1	SACKO_00345
OG0001119	TCONS_00018228.p1	SACKO_20847
OG0001120	TCONS_00020661.p1	SACKO_19029
OG0001121	TCONS_00001552.p1	SACKO_32575
OG0001122	TCONS_00007608.p1, TCONS_00007610.p1, TCONS_00007616.p1	SACKO_19059
OG0001122	TCONS_00007633.p1	SACKO_19597, SACKO_18811
OG0001122	TCONS_00025363.p1, TCONS_00025368.p1, TCONS_00025366.p1, TCONS_00025362.p1, TCONS_00025361.p1, TCONS_00024043.p1, TCONS_00024044.p1, TCONS_00024042.p1, TCONS_00025369.p2	SACKO_23921
OG0001122	TCONS_00043417.p1, TCONS_00009161.p1, TCONS_00007617.p1, TCONS_00007614.p2, TCONS_00007615.p2, TCONS_00008799.p1, TCONS_00008800.p1, TCONS_00007611.p1, TCONS_00019616.p1	SACKO_05283
OG0001122	TCONS_00019748.p1, TCONS_00020808.p1	SACKO_23920, SACKO_03102
OG0001123	TCONS_00032914.p1, TCONS_00032917.p1, TCONS_00032918.p1, TCONS_00032915.p1, TCONS_00033283.p1	SACKO_00205
OG0001123	TCONS_00005609.p1	SACKO_33269
OG0001124	TCONS_00014549.p1	SACKO_10008
OG0001124	TCONS_00020701.p1	SACKO_04873
OG0001126	TCONS_00021077.p1	SACKO_28905
OG0001127	TCONS_00055346.p1	SACKO_04963
OG0001128	TCONS_00003470.p1	SACKO_18055
OG0001129	TCONS_00007656.p1	SACKO_22362
OG0001129	TCONS_00007662.p1	SACKO_19446
OG0001130	TCONS_00028636.p1	SACKO_17247
OG0001130	TCONS_00028392.p1	SACKO_21924
OG0001130	TCONS_00028134.p1	SACKO_19419
OG0001131	TCONS_00010492.p1	SACKO_02814
OG0001132	TCONS_00028117.p1, TCONS_00028105.p1	SACKO_22464
OG0001133	TCONS_00015242.p1	SACKO_03939
OG0001133	TCONS_00053218.p1	SACKO_03870
OG0001134	TCONS_00012314.p1	SACKO_00371
OG0001135	TCONS_00042538.p1	SACKO_12991
OG0001136	TCONS_00028141.p1	SACKO_08700
OG0001137	TCONS_00009779.p1	SACKO_31589
OG0001138	TCONS_00020566.p1	SACKO_06420
OG0001139	TCONS_00021216.p1	SACKO_11336
OG0001139	TCONS_00028367.p1, TCONS_00025127.p1	SACKO_08887
OG0001140	TCONS_00045555.p1, TCONS_00046926.p1	SACKO_04124, SACKO_23104, SACKO_04138, SACKO_23108, SACKO_04131, SACKO_04133, SACKO_23103, SACKO_04130, SACKO_15430, SACKO_21499
OG0001141	TCONS_00028439.p1	SACKO_15539
OG0001142	TCONS_00017195.p1	SACKO_08495
OG0001143	TCONS_00020217.p1	SACKO_27075
OG0001144	TCONS_00038647.p1	SACKO_23855
OG0001146	TCONS_00050566.p1	SACKO_04608, SACKO_10399
OG0001147	TCONS_00004374.p1, TCONS_00004613.p1, TCONS_00005925.p1, TCONS_00004616.p1, TCONS_00004615.p1, TCONS_00004614.p1, TCONS_00021025.p1	SACKO_09564, SACKO_08856, SACKO_19698
OG0001147	TCONS_00025522.p1	SACKO_05046
OG0001147	TCONS_00025537.p1, TCONS_00025536.p1	SACKO_33484, SACKO_33475, SACKO_33485
OG0001147	TCONS_00024170.p1	SACKO_33493, SACKO_33506, SACKO_17415, SACKO_33507
OG0001147	TCONS_00039861.p1	SACKO_26881
OG0001147	TCONS_00017385.p1	SACKO_31730
OG0001147	TCONS_00018435.p1	SACKO_31722
OG0001147	TCONS_00056439.p1, TCONS_00056441.p1	SACKO_00703, SACKO_31538, SACKO_05949, SACKO_05923, SACKO_05902, SACKO_05895, SACKO_05938
OG0001148	TCONS_00008695.p1, TCONS_00008797.p1	SACKO_05323
OG0001148	TCONS_00008835.p1	SACKO_05299
OG0001149	TCONS_00015791.p1	SACKO_23060
OG0001155	TCONS_00053982.p1	SACKO_29197
OG0001155	TCONS_00004663.p1	SACKO_06972
OG0001156	TCONS_00055858.p1	SACKO_12887
OG0001158	TCONS_00051859.p1	SACKO_22305
OG0001159	TCONS_00018547.p1	SACKO_14618
OG0001160	TCONS_00025396.p1, TCONS_00025758.p1, TCONS_00025797.p1	SACKO_03583
OG0001161	TCONS_00032840.p1	SACKO_21600, SACKO_15264
OG0001162	TCONS_00034837.p1	SACKO_17543
OG0001162	TCONS_00018831.p1	SACKO_14294
OG0001163	TCONS_00030259.p1, TCONS_00030251.p1	SACKO_31507
OG0001164	TCONS_00006590.p1	SACKO_00737
OG0001165	TCONS_00018323.p1	SACKO_18359
OG0001165	TCONS_00022891.p1	SACKO_32002
OG0001165	TCONS_00022892.p1	SACKO_31998
OG0001166	TCONS_00041896.p1	SACKO_31708
OG0001167	TCONS_00009697.p1	SACKO_12026
OG0001168	TCONS_00007095.p1	SACKO_18942
OG0001169	TCONS_00043015.p1, TCONS_00041677.p1, TCONS_00043014.p1	SACKO_01891
OG0001170	TCONS_00002129.p1	SACKO_27342
OG0001171	TCONS_00046615.p1	SACKO_20825
OG0001172	TCONS_00003400.p1, TCONS_00004388.p1	SACKO_07899
OG0001172	TCONS_00004384.p1	SACKO_23083
OG0001173	TCONS_00036061.p1	SACKO_12453
OG0001173	TCONS_00032255.p1, TCONS_00041393.p1, TCONS_00041405.p1, TCONS_00031645.p1, TCONS_00032984.p1, TCONS_00041419.p1, TCONS_00032249.p1, TCONS_00032256.p1	SACKO_11271
OG0001174	TCONS_00049059.p1	SACKO_28428
OG0001175	TCONS_00018800.p1	SACKO_00167
OG0001177	TCONS_00016810.p1	SACKO_26073
OG0001177	TCONS_00031043.p1, TCONS_00031052.p1	SACKO_10730, SACKO_26943
OG0001178	TCONS_00052837.p1	SACKO_03875
OG0001178	TCONS_00021368.p1	SACKO_08914
OG0001179	TCONS_00007366.p1, TCONS_00007365.p1, TCONS_00007363.p1, TCONS_00007362.p1, TCONS_00007361.p1	SACKO_26771
OG0001179	TCONS_00007757.p1	SACKO_32134
OG0001181	TCONS_00056617.p1	SACKO_08231, SACKO_27253, SACKO_08232
OG0001182	TCONS_00053877.p1, TCONS_00052901.p1, TCONS_00052905.p1, TCONS_00053963.p1, TCONS_00052902.p1, TCONS_00052904.p1, TCONS_00052903.p1, TCONS_00020387.p1, TCONS_00013737.p1	SACKO_19557
OG0001183	TCONS_00055495.p1	SACKO_22928
OG0001184	TCONS_00015015.p1	SACKO_04686
OG0001184	TCONS_00027741.p1	SACKO_02594
OG0001186	TCONS_00018904.p1	SACKO_04961
OG0001186	TCONS_00008504.p1	SACKO_32087
OG0001187	TCONS_00044051.p1	SACKO_27459
OG0001188	TCONS_00009642.p1	SACKO_25731
OG0001189	TCONS_00046683.p1, TCONS_00046682.p1	SACKO_26954
OG0001190	TCONS_00051568.p1	SACKO_19736, SACKO_29072
OG0001191	TCONS_00027129.p1	SACKO_28961
OG0001196	TCONS_00041502.p1, TCONS_00049985.p1, TCONS_00035251.p1	SACKO_02477
OG0001197	TCONS_00053978.p1	SACKO_29198
OG0001197	TCONS_00010219.p1	SACKO_32347
OG0001197	TCONS_00018044.p1	SACKO_31735
OG0001198	TCONS_00029367.p1	SACKO_23091
OG0001198	TCONS_00037978.p1	SACKO_05861
OG0001199	TCONS_00001138.p1	SACKO_31333
OG0001199	TCONS_00018814.p1, TCONS_00005842.p1	SACKO_03906
OG0001200	TCONS_00011494.p1	SACKO_20799
OG0001201	TCONS_00008587.p1	SACKO_15686
OG0001202	TCONS_00021712.p1, TCONS_00021789.p1	SACKO_21894
OG0001202	TCONS_00021744.p1, TCONS_00021742.p1, TCONS_00021743.p1, TCONS_00021232.p1, TCONS_00021231.p1	SACKO_33694
OG0001203	TCONS_00010892.p1	SACKO_17678
OG0001204	TCONS_00006364.p1	SACKO_05436
OG0001205	TCONS_00042542.p1	SACKO_12981
OG0001207	TCONS_00055016.p1	SACKO_03977
OG0001207	TCONS_00002875.p1	SACKO_25128
OG0001208	TCONS_00019772.p1	SACKO_25532
OG0001209	TCONS_00032359.p1	SACKO_17895, SACKO_21794
OG0001210	TCONS_00010944.p1	SACKO_12027
OG0001210	TCONS_00052218.p1	SACKO_22645
OG0001211	TCONS_00032848.p1	SACKO_06728
OG0001212	TCONS_00043220.p1	SACKO_14563
OG0001213	TCONS_00027209.p1	SACKO_12475
OG0001213	TCONS_00005372.p1	SACKO_19088
OG0001214	TCONS_00033365.p1	SACKO_17861
OG0001214	TCONS_00048958.p1	SACKO_33724
OG0001215	TCONS_00033488.p1	SACKO_19345
OG0001216	TCONS_00051636.p1	SACKO_20921
OG0001216	TCONS_00007050.p1	SACKO_23314
OG0001217	TCONS_00000738.p1	SACKO_25190
OG0001218	TCONS_00052215.p1	SACKO_09575
OG0001219	TCONS_00017300.p1	SACKO_31732
OG0001220	TCONS_00006085.p1	SACKO_02206
OG0001221	TCONS_00055087.p1, TCONS_00055088.p1, TCONS_00055090.p1, TCONS_00055091.p1	SACKO_31267, SACKO_31272, SACKO_31273
OG0001222	TCONS_00055546.p1, TCONS_00055539.p1, TCONS_00055544.p1, TCONS_00055541.p1, TCONS_00055543.p1, TCONS_00055542.p1	SACKO_24552
OG0001222	TCONS_00055979.p1	SACKO_02676
OG0001223	TCONS_00007477.p1	SACKO_16161
OG0001224	TCONS_00051554.p1	SACKO_15671
OG0001225	TCONS_00019229.p1	SACKO_13197, SACKO_21032
OG0001226	TCONS_00006753.p1	SACKO_21968
OG0001226	TCONS_00001303.p1	SACKO_20774
OG0001227	TCONS_00001820.p1	SACKO_09407
OG0001230	TCONS_00017772.p1	SACKO_30865
OG0001231	TCONS_00009528.p1	SACKO_32360
OG0001232	TCONS_00048426.p1	SACKO_01123
OG0001232	TCONS_00053374.p1, TCONS_00054429.p1, TCONS_00054454.p1, TCONS_00053372.p1	SACKO_31671
OG0001233	TCONS_00044110.p1	SACKO_30626
OG0001233	TCONS_00041875.p1, TCONS_00041891.p1, TCONS_00041889.p1, TCONS_00041887.p1, TCONS_00041892.p1, TCONS_00041876.p1, TCONS_00041886.p1, TCONS_00041879.p1, TCONS_00041874.p1, TCONS_00043936.p1	SACKO_00389, SACKO_00384, SACKO_00398
OG0001234	TCONS_00007057.p1	SACKO_26867, SACKO_26860
OG0001235	TCONS_00044682.p1, TCONS_00026629.p1, TCONS_00052763.p1	SACKO_17900
OG0001236	TCONS_00050414.p1, TCONS_00050417.p1, TCONS_00050415.p1	SACKO_22328
OG0001237	TCONS_00019550.p1	SACKO_16321, SACKO_16315
OG0001237	TCONS_00019547.p1	SACKO_30993
OG0001237	TCONS_00019780.p1	SACKO_12973, SACKO_17092
OG0001238	TCONS_00027408.p1	SACKO_10255
OG0001238	TCONS_00019050.p1	SACKO_15368, SACKO_15935
OG0001239	TCONS_00048949.p1	SACKO_01576
OG0001240	TCONS_00029430.p1	SACKO_21921
OG0001241	TCONS_00044745.p1	SACKO_21518
OG0001241	TCONS_00021229.p1	SACKO_25804
OG0001242	TCONS_00007570.p1, TCONS_00007572.p1, TCONS_00007576.p1, TCONS_00007575.p1, TCONS_00007573.p1, TCONS_00007574.p1, TCONS_00007595.p1, TCONS_00007569.p1, TCONS_00008480.p1	SACKO_19062, SACKO_19023
OG0001243	TCONS_00032341.p1	SACKO_00190
OG0001244	TCONS_00022232.p1	SACKO_24332, SACKO_33824, SACKO_25187, SACKO_24337
OG0001245	TCONS_00030488.p1	SACKO_31830, SACKO_17898, SACKO_17917, SACKO_17905
OG0001246	TCONS_00025212.p1, TCONS_00025213.p1, TCONS_00025215.p1, TCONS_00025214.p1, TCONS_00025211.p1, TCONS_00025209.p1, TCONS_00025205.p1, TCONS_00025203.p1, TCONS_00024161.p1, TCONS_00025146.p1, TCONS_00025145.p1, TCONS_00024158.p1, TCONS_00025208.p1, TCONS_00023839.p1, TCONS_00024160.p1, TCONS_00044136.p1	SACKO_32897, SACKO_12245, SACKO_12250, SACKO_12249, SACKO_12244, SACKO_20474, SACKO_20488, SACKO_20481, SACKO_06881, SACKO_06909
OG0001246	TCONS_00055105.p1	SACKO_32855
OG0001247	TCONS_00047964.p1	SACKO_16919
OG0001248	TCONS_00020768.p1	SACKO_03917
OG0001249	TCONS_00053927.p1	SACKO_07044
OG0001250	TCONS_00014350.p1	SACKO_22060
OG0001251	TCONS_00007951.p1	SACKO_21043
OG0001252	TCONS_00052754.p1	SACKO_00497
OG0001253	TCONS_00048644.p1	SACKO_07955
OG0001254	TCONS_00019693.p1, TCONS_00019695.p1	SACKO_17104
OG0001255	TCONS_00015051.p1	SACKO_21405
OG0001256	TCONS_00001550.p1	SACKO_32561
OG0001261	TCONS_00043665.p1	SACKO_02379
OG0001262	TCONS_00014954.p1	SACKO_14536, SACKO_14562
OG0001262	TCONS_00014955.p1	SACKO_14419
OG0001262	TCONS_00048625.p1	SACKO_00970, SACKO_00906, SACKO_33160
OG0001263	TCONS_00031000.p1	SACKO_18553
OG0001263	TCONS_00040341.p1	SACKO_10674
OG0001264	TCONS_00008437.p1	SACKO_25559
OG0001265	TCONS_00031318.p1, TCONS_00031314.p1, TCONS_00002132.p1, TCONS_00019078.p1, TCONS_00020026.p1, TCONS_00020027.p1, TCONS_00000733.p1	SACKO_20144
OG0001266	TCONS_00027074.p1	SACKO_21683
OG0001266	TCONS_00045360.p1	SACKO_34097
OG0001267	TCONS_00044004.p1	SACKO_05778, SACKO_25091
OG0001267	TCONS_00005641.p1	SACKO_21996
OG0001268	TCONS_00029161.p1	SACKO_06254
OG0001268	TCONS_00047925.p1, TCONS_00047938.p1	SACKO_30805
OG0001270	TCONS_00014047.p1	SACKO_24994
OG0001270	TCONS_00012405.p1	SACKO_01019
OG0001271	TCONS_00055883.p1	SACKO_30312
OG0001272	TCONS_00006736.p1	SACKO_25421
OG0001273	TCONS_00027968.p1	SACKO_29270
OG0001274	TCONS_00016722.p1	SACKO_16020
OG0001275	TCONS_00000254.p1	SACKO_31414
OG0001276	TCONS_00042630.p1	SACKO_30635
OG0001278	TCONS_00017721.p1	SACKO_28908, SACKO_12827, SACKO_12823
OG0001279	TCONS_00010827.p1, TCONS_00009545.p1	SACKO_20454
OG0001280	TCONS_00028312.p1	SACKO_17298
OG0001281	TCONS_00010045.p1	SACKO_25721
OG0001282	TCONS_00036586.p1	SACKO_11635
OG0001283	TCONS_00051533.p1	SACKO_02476
OG0001283	TCONS_00014616.p1	SACKO_16823, SACKO_07426, SACKO_18837
OG0001283	TCONS_00052974.p1, TCONS_00027851.p1, TCONS_00003344.p1, TCONS_00005898.p1, TCONS_00042040.p1, TCONS_00051532.p1	SACKO_01310, SACKO_15324
OG0001283	TCONS_00011357.p1, TCONS_00043201.p1, TCONS_00033484.p1, TCONS_00046757.p1	SACKO_19255, SACKO_14225, SACKO_23183, SACKO_04268, SACKO_18027, SACKO_14741
OG0001284	TCONS_00055451.p1	SACKO_27293
OG0001284	TCONS_00029573.p1	SACKO_16492
OG0001285	TCONS_00026447.p1	SACKO_12735
OG0001286	TCONS_00025745.p1, TCONS_00025785.p1	SACKO_00888
OG0001287	TCONS_00043263.p1	SACKO_31693
OG0001288	TCONS_00021084.p1	SACKO_05048
OG0001288	TCONS_00029023.p1, TCONS_00029024.p1	SACKO_15962
OG0001289	TCONS_00018843.p1, TCONS_00016858.p1	SACKO_27725
OG0001290	TCONS_00028859.p1	SACKO_09675, SACKO_22471
OG0001291	TCONS_00031080.p1	SACKO_21943
OG0001292	TCONS_00057250.p1	SACKO_15420
OG0001293	TCONS_00005640.p1	SACKO_21987
OG0001294	TCONS_00009763.p1	SACKO_03533
OG0001295	TCONS_00038648.p1	SACKO_22899
OG0001296	TCONS_00011408.p1	SACKO_11661
OG0001297	TCONS_00024405.p1	SACKO_31951
OG0001297	TCONS_00025766.p1, TCONS_00025807.p1	SACKO_31914
OG0001300	TCONS_00057082.p1	SACKO_02042
OG0001302	TCONS_00052574.p1	SACKO_07352
OG0001302	TCONS_00000712.p1	SACKO_13308
OG0001303	TCONS_00041798.p1	SACKO_13696, SACKO_03531
OG0001303	TCONS_00008456.p1, TCONS_00032448.p1, TCONS_00044421.p1, TCONS_00041799.p1, TCONS_00003879.p1, TCONS_00025608.p1, TCONS_00013589.p1	SACKO_29789, SACKO_28842
OG0001303	TCONS_00044422.p1, TCONS_00026989.p1, TCONS_00004379.p1, TCONS_00002917.p1, TCONS_00036220.p3	SACKO_17612, SACKO_30492
OG0001304	TCONS_00007180.p1	SACKO_19061
OG0001305	TCONS_00015931.p1	SACKO_26780
OG0001306	TCONS_00053965.p1	SACKO_25708
OG0001306	TCONS_00053966.p1	SACKO_00128
OG0001306	TCONS_00052908.p1	SACKO_25883
OG0001306	TCONS_00044319.p1, TCONS_00015100.p1	SACKO_10996
OG0001307	TCONS_00041331.p1, TCONS_00036991.p1, TCONS_00034716.p1, TCONS_00032238.p1, TCONS_00038333.p1, TCONS_00018653.p1	SACKO_21021
OG0001307	TCONS_00025753.p1	SACKO_27703
OG0001307	TCONS_00015947.p1, TCONS_00031550.p1, TCONS_00018713.p1, TCONS_00003516.p1	SACKO_13908
OG0001308	TCONS_00031440.p1	SACKO_29701
OG0001309	TCONS_00012094.p1	SACKO_31608
OG0001310	TCONS_00010057.p1	SACKO_11650
OG0001310	TCONS_00055780.p1	SACKO_12687
OG0001311	TCONS_00032479.p1, TCONS_00032484.p1	SACKO_03046
OG0001311	TCONS_00056147.p1	SACKO_14169
OG0001312	TCONS_00001714.p1, TCONS_00001713.p1	SACKO_03694
OG0001313	TCONS_00018100.p1	SACKO_00050
OG0001313	TCONS_00002952.p1, TCONS_00024740.p1	SACKO_27800
OG0001313	TCONS_00027705.p1	SACKO_27814
OG0001313	TCONS_00026790.p1	SACKO_02605
OG0001313	TCONS_00027706.p1	SACKO_24088
OG0001314	TCONS_00016585.p1, TCONS_00016586.p1, TCONS_00016536.p1	SACKO_28289
OG0001314	TCONS_00016391.p1, TCONS_00016393.p1, TCONS_00014724.p1, TCONS_00014722.p1, TCONS_00014723.p1	SACKO_25320, SACKO_08201, SACKO_28337, SACKO_23656, SACKO_08222
OG0001314	TCONS_00016497.p1, TCONS_00015435.p1, TCONS_00016496.p1	SACKO_24985
OG0001315	TCONS_00014454.p1	SACKO_09990
OG0001316	TCONS_00057280.p1, TCONS_00057278.p1	SACKO_32180
OG0001317	TCONS_00049742.p1	SACKO_20482
OG0001317	TCONS_00014807.p1	SACKO_08200
OG0001318	TCONS_00037597.p1	SACKO_20260
OG0001318	TCONS_00000323.p1	SACKO_33046
OG0001319	TCONS_00021346.p1	SACKO_17261
OG0001320	TCONS_00008070.p1	SACKO_15495
OG0001320	TCONS_00011107.p1	SACKO_03528
OG0001321	TCONS_00020758.p1	SACKO_00755
OG0001322	TCONS_00024457.p1, TCONS_00025837.p1	SACKO_08315
OG0001322	TCONS_00052945.p1	SACKO_00634
OG0001322	TCONS_00010993.p1	SACKO_05223
OG0001323	TCONS_00010043.p1	SACKO_09370
OG0001324	TCONS_00003858.p1	SACKO_04648
OG0001325	TCONS_00030056.p1	SACKO_27663
OG0001326	TCONS_00026256.p1	SACKO_30260
OG0001327	TCONS_00017808.p1	SACKO_11723
OG0001327	TCONS_00049776.p1	SACKO_26434
OG0001328	TCONS_00003134.p1	SACKO_24069
OG0001329	TCONS_00048277.p1	SACKO_23438
OG0001330	TCONS_00005458.p1	SACKO_00723
OG0001331	TCONS_00026610.p1	SACKO_23573
OG0001332	TCONS_00027699.p1, TCONS_00027701.p1, TCONS_00053843.p1, TCONS_00053855.p1, TCONS_00052808.p1, TCONS_00052769.p1	SACKO_15759, SACKO_15750, SACKO_15764, SACKO_15770
OG0001333	TCONS_00025266.p1	SACKO_02537, SACKO_31933
OG0001333	TCONS_00025267.p1	SACKO_31954
OG0001334	TCONS_00042978.p1	SACKO_30094
OG0001334	TCONS_00035295.p1	SACKO_32717
OG0001337	TCONS_00027920.p1	SACKO_18014
OG0001337	TCONS_00053433.p1	SACKO_02804
OG0001339	TCONS_00026170.p1	SACKO_07781
OG0001339	TCONS_00043058.p1	SACKO_01450
OG0001341	TCONS_00048366.p1	SACKO_06241
OG0001343	TCONS_00028936.p1, TCONS_00031512.p1, TCONS_00036327.p1	SACKO_17370
OG0001344	TCONS_00018888.p1	SACKO_14763
