Orthogroup	PFLAV	DROME
OG0000639	TCONS_00009320.p1	DROME00355
OG0000643	TCONS_00054014.p1, TCONS_00005337.p1	DROME03064, DROME03054, DROME03067, DROME03065, DROME03063, DROME03061, DROME03066, DROME03062, DROME03060, DROME03059, DROME03058, DROME03057, DROME03056, DROME03055
OG0000645	TCONS_00020836.p1	DROME14720
OG0000646	TCONS_00008685.p1	DROME20633, DROME20634, DROME20635
OG0000647	TCONS_00023134.p1	DROME13736
OG0000648	TCONS_00009291.p1, TCONS_00009289.p1, TCONS_00008067.p1	DROME08636
OG0000649	TCONS_00055726.p1, TCONS_00055727.p1, TCONS_00012037.p1, TCONS_00055655.p1, TCONS_00055728.p1, TCONS_00055725.p1, TCONS_00057271.p1, TCONS_00007234.p1, TCONS_00007197.p1	DROME08643, DROME00503
OG0000651	TCONS_00019574.p1	DROME04446, DROME04444, DROME04448, DROME04445, DROME04443, DROME04449, DROME04447
OG0000654	TCONS_00003642.p1	DROME02198, DROME02200, DROME02201, DROME02196, DROME02197, DROME02204, DROME02203, DROME02199, DROME02202
OG0000657	TCONS_00000969.p1, TCONS_00019776.p1, TCONS_00019777.p1, TCONS_00019778.p1	DROME04361
OG0000660	TCONS_00056935.p1	DROME08489
OG0000660	TCONS_00001169.p1	DROME17870
OG0000662	TCONS_00026788.p1, TCONS_00025890.p1	DROME13127, DROME03101, DROME20426
OG0000662	TCONS_00012593.p1	DROME18061
OG0000663	TCONS_00046671.p1	DROME05436
OG0000664	TCONS_00003405.p1, TCONS_00004385.p1	DROME09223, DROME09224, DROME09222, DROME09220, DROME09221, DROME09219
OG0000666	TCONS_00049104.p1	DROME12576, DROME12575
OG0000670	TCONS_00022803.p1, TCONS_00022414.p1	DROME01272, DROME01274, DROME01273, DROME03671, DROME03670
OG0000671	TCONS_00003740.p1	DROME17183
OG0000672	TCONS_00021249.p1, TCONS_00022408.p1	DROME01096, DROME01095
OG0000672	TCONS_00009740.p1	DROME13682
OG0000674	TCONS_00028994.p1	DROME13823
OG0000674	TCONS_00024122.p1	DROME12190
OG0000676	TCONS_00018626.p1	DROME07205
OG0000676	TCONS_00022372.p1	DROME15377
OG0000680	TCONS_00046773.p1, TCONS_00045611.p1, TCONS_00044700.p1	DROME15155, DROME20131
OG0000681	TCONS_00042950.p1	DROME11874, DROME11876, DROME11877, DROME11875
OG0000682	TCONS_00026219.p1	DROME07174, DROME07172, DROME07169, DROME07171, DROME07170, DROME07173, DROME07175
OG0000683	TCONS_00022902.p1	DROME11493, DROME11492
OG0000683	TCONS_00052646.p1	DROME01831
OG0000685	TCONS_00023333.p1, TCONS_00023203.p1	DROME01255, DROME01256, DROME01253, DROME01254
OG0000690	TCONS_00046093.p1	DROME09460
OG0000690	TCONS_00053238.p1	DROME13136
OG0000692	TCONS_00052734.p1	DROME13871, DROME13870
OG0000694	TCONS_00014772.p1	DROME18910
OG0000695	TCONS_00025130.p1	DROME02480
OG0000696	TCONS_00018845.p1	DROME04806, DROME04805, DROME04807, DROME04804, DROME04808
OG0000699	TCONS_00021271.p1	DROME04408, DROME04407, DROME04406
OG0000700	TCONS_00036206.p1	DROME00190, DROME00191, DROME15357, DROME15356
OG0000701	TCONS_00026249.p1, TCONS_00026244.p1, TCONS_00026245.p1, TCONS_00026250.p1	DROME19925, DROME19926, DROME06204, DROME17248
OG0000702	TCONS_00020216.p1	DROME02010
OG0000703	TCONS_00030196.p1	DROME18602, DROME10089, DROME09744, DROME10003, DROME10370, DROME10371, DROME17633
OG0000708	TCONS_00052744.p1	DROME21751, DROME21752
OG0000708	TCONS_00049295.p1	DROME18239
OG0000709	TCONS_00011621.p1	DROME01206
OG0000711	TCONS_00036664.p1, TCONS_00036685.p1	DROME08678
OG0000711	TCONS_00036548.p1	DROME09749, DROME09750
OG0000712	TCONS_00043112.p1, TCONS_00051037.p1, TCONS_00052059.p1, TCONS_00050961.p1, TCONS_00050972.p1, TCONS_00043106.p1	DROME20363, DROME20365, DROME20364, DROME20366, DROME20367, DROME12698, DROME12699, DROME12697
OG0000713	TCONS_00020883.p1	DROME14995
OG0000715	TCONS_00055218.p1	DROME09525, DROME09528, DROME09523, DROME09527, DROME09526, DROME09524
OG0000717	TCONS_00016080.p1, TCONS_00016081.p1	DROME21009
OG0000720	TCONS_00019702.p1, TCONS_00019718.p1	DROME08828
OG0000721	TCONS_00006398.p1	DROME21732
OG0000722	TCONS_00010253.p1	DROME08261, DROME08260
OG0000724	TCONS_00011523.p1	DROME18296, DROME18300, DROME18301, DROME18294, DROME18295, DROME18297, DROME18299, DROME18298
OG0000725	TCONS_00015059.p1	DROME01937
OG0000725	TCONS_00023276.p1	DROME21529, DROME21530, DROME21531, DROME21532
OG0000726	TCONS_00016601.p1	DROME21495, DROME21494, DROME21492, DROME21493
OG0000730	TCONS_00057273.p1, TCONS_00056912.p1	DROME18332
OG0000730	TCONS_00053817.p1	DROME00495
OG0000731	TCONS_00021358.p1	DROME03051, DROME03053, DROME03052
OG0000732	TCONS_00022768.p1	DROME00208, DROME00209
OG0000732	TCONS_00053142.p1	DROME15061
OG0000733	TCONS_00011607.p1	DROME17454
OG0000733	TCONS_00010891.p1	DROME15558, DROME15560, DROME15556, DROME15557, DROME15561, DROME15562, DROME15564, DROME15563, DROME15559
OG0000734	TCONS_00015907.p1	DROME17455
OG0000735	TCONS_00016800.p1	DROME13083, DROME13084, DROME13089, DROME13086, DROME13097, DROME13098, DROME13085, DROME13100, DROME13096, DROME13092, DROME13101, DROME13102, DROME13090, DROME13099, DROME13091, DROME13095, DROME13087, DROME13094, DROME13088, DROME13093
OG0000736	TCONS_00034778.p1, TCONS_00042089.p1, TCONS_00042090.p1, TCONS_00020624.p1	DROME02615, DROME02614
OG0000736	TCONS_00019278.p1	DROME09313
OG0000737	TCONS_00026738.p1, TCONS_00041553.p1, TCONS_00026739.p1	DROME16700, DROME16699, DROME17539, DROME17538, DROME17537, DROME17535, DROME17536, DROME17534, DROME17533
OG0000740	TCONS_00055839.p1	DROME19981
OG0000740	TCONS_00030552.p1	DROME17246
OG0000740	TCONS_00031055.p1	DROME13667
OG0000744	TCONS_00008825.p1	DROME09899
OG0000745	TCONS_00016076.p1	DROME04604, DROME04605, DROME04603, DROME04602, DROME04600, DROME04601, DROME04599, DROME04598, DROME04596, DROME04597, DROME02290, DROME02291
OG0000749	TCONS_00010786.p1	DROME10988, DROME10987
OG0000751	TCONS_00056206.p1	DROME06060, DROME06059, DROME06061, DROME06062
OG0000752	TCONS_00027586.p1	DROME15461
OG0000752	TCONS_00000980.p1	DROME09086
OG0000752	TCONS_00054248.p1	DROME20521, DROME11363
OG0000753	TCONS_00033131.p1	DROME16114, DROME16113
OG0000753	TCONS_00034978.p1	DROME22017, DROME22016, DROME22019, DROME22018, DROME22021
OG0000753	TCONS_00033130.p1	DROME22020
OG0000755	TCONS_00008247.p1	DROME04400, DROME04398, DROME04396, DROME04397, DROME04399
OG0000757	TCONS_00041747.p1, TCONS_00006887.p1, TCONS_00006876.p1	DROME07057
OG0000758	TCONS_00016783.p1	DROME04523, DROME04522, DROME04521
OG0000759	TCONS_00002581.p1	DROME11263, DROME11264, DROME11262, DROME11261, DROME01055, DROME03914, DROME03913, DROME01209, DROME01208
OG0000761	TCONS_00014693.p1	DROME04780, DROME04784, DROME04782, DROME04781, DROME04785, DROME04783
OG0000762	TCONS_00002922.p1	DROME02274, DROME02276, DROME02279, DROME02278, DROME02272, DROME02275, DROME02277, DROME02273
OG0000763	TCONS_00029111.p1	DROME19244, DROME19245, DROME19240, DROME19243, DROME19242, DROME19241, DROME19239, DROME19232, DROME19237, DROME19234, DROME19238, DROME19233, DROME19236, DROME19235
OG0000765	TCONS_00009967.p1	DROME04789, DROME04788
OG0000766	TCONS_00028822.p1, TCONS_00032747.p1	DROME06054, DROME06055, DROME01015
OG0000767	TCONS_00011537.p1	DROME14005, DROME12823, DROME12824
OG0000772	TCONS_00030063.p1	DROME13216
OG0000772	TCONS_00008408.p1	DROME03561, DROME03562, DROME03559, DROME03560, DROME03558, DROME03563
OG0000774	TCONS_00049083.p1	DROME18935, DROME18934
OG0000775	TCONS_00045993.p1, TCONS_00044889.p1, TCONS_00045990.p1, TCONS_00045994.p1, TCONS_00004802.p1, TCONS_00044119.p1, TCONS_00045737.p1	DROME05200
OG0000776	TCONS_00046336.p1, TCONS_00030153.p1, TCONS_00030152.p1, TCONS_00009195.p1, TCONS_00030151.p1	DROME20100, DROME20102, DROME20101
OG0000777	TCONS_00013796.p1	DROME05836
OG0000779	TCONS_00015355.p1	DROME13622
OG0000779	TCONS_00016604.p1	DROME20961
OG0000780	TCONS_00009656.p1, TCONS_00031921.p2, TCONS_00031946.p1, TCONS_00031922.p1, TCONS_00052657.p1	DROME16908
OG0000782	TCONS_00028725.p1	DROME04768, DROME04767, DROME04769, DROME04770, DROME04778, DROME04776, DROME04766, DROME04773, DROME04772, DROME04765, DROME04775, DROME04771, DROME04774, DROME04777
OG0000784	TCONS_00017272.p1	DROME16135, DROME14707, DROME14708, DROME14827
OG0000786	TCONS_00006890.p1, TCONS_00006878.p1	DROME17888, DROME17889
OG0000787	TCONS_00030413.p1	DROME06230
OG0000788	TCONS_00037097.p1	DROME11403
OG0000792	TCONS_00006053.p1, TCONS_00006055.p1	DROME20865
OG0000793	TCONS_00027936.p1	DROME20859, DROME20860
OG0000794	TCONS_00016640.p1	DROME04329, DROME04334, DROME04330, DROME04337, DROME04333, DROME04335, DROME04336, DROME04331, DROME04332
OG0000795	TCONS_00041740.p1, TCONS_00043459.p1	DROME09200
OG0000796	TCONS_00021074.p1	DROME18203
OG0000797	TCONS_00030801.p1	DROME01160, DROME01161, DROME01159
OG0000798	TCONS_00044179.p1	DROME10020, DROME10018, DROME10014, DROME10015, DROME10021, DROME10016, DROME10019, DROME10022, DROME10017, DROME10013
OG0000799	TCONS_00026061.p1	DROME17162
OG0000800	TCONS_00005527.p1, TCONS_00031622.p1, TCONS_00032650.p1, TCONS_00040715.p1, TCONS_00040709.p1, TCONS_00022234.p1, TCONS_00022235.p1, TCONS_00022236.p1, TCONS_00022113.p1, TCONS_00022115.p1, TCONS_00022114.p1, TCONS_00022116.p1, TCONS_00021049.p1, TCONS_00022034.p1, TCONS_00026387.p1	DROME19714
OG0000801	TCONS_00020737.p1	DROME05596, DROME05595, DROME05594
OG0000809	TCONS_00053785.p1	DROME15572, DROME15573
OG0000810	TCONS_00052958.p1	DROME04963, DROME04962, DROME04964
OG0000810	TCONS_00054964.p1	DROME08670
OG0000813	TCONS_00031270.p1	DROME18040, DROME18039
OG0000814	TCONS_00033072.p1	DROME05066, DROME05065
OG0000814	TCONS_00050568.p1	DROME04088, DROME04090
OG0000815	TCONS_00002931.p1	DROME01377, DROME01376
OG0000816	TCONS_00010999.p1	DROME03072, DROME03071, DROME03076, DROME03075
OG0000817	TCONS_00019272.p1	DROME16006
OG0000817	TCONS_00030970.p1	DROME02008
OG0000817	TCONS_00056615.p1	DROME06292
OG0000818	TCONS_00012579.p1	DROME03806, DROME03805
OG0000819	TCONS_00024907.p1, TCONS_00024899.p1	DROME19692
OG0000819	TCONS_00006186.p1	DROME00768, DROME00769
OG0000822	TCONS_00037841.p1	DROME01380
OG0000822	TCONS_00036983.p1	DROME09748, DROME09747
OG0000825	TCONS_00041619.p1	DROME11281
OG0000826	TCONS_00026813.p1, TCONS_00026816.p1, TCONS_00052129.p1, TCONS_00051021.p1, TCONS_00051017.p1, TCONS_00051018.p1, TCONS_00051287.p1, TCONS_00051304.p1, TCONS_00050140.p1, TCONS_00026815.p1, TCONS_00026817.p1, TCONS_00009120.p1	DROME12091
OG0000827	TCONS_00028524.p1	DROME19293, DROME19294, DROME19292
OG0000828	TCONS_00020647.p1	DROME20305
OG0000828	TCONS_00004770.p1	DROME19137
OG0000829	TCONS_00026046.p1	DROME18116, DROME07642
OG0000833	TCONS_00054301.p1	DROME00525, DROME00524, DROME00526, DROME20451, DROME20452, DROME18499, DROME18498
OG0000834	TCONS_00002892.p1	DROME13922
OG0000835	TCONS_00036638.p1, TCONS_00037847.p1	DROME14049, DROME14051, DROME14048, DROME14057, DROME14058
OG0000836	TCONS_00019427.p1	DROME02582, DROME02579, DROME02580, DROME02581
OG0000836	TCONS_00020767.p1	DROME17758, DROME17759
OG0000837	TCONS_00017392.p1	DROME05419, DROME18149
OG0000841	TCONS_00009390.p1	DROME06878, DROME06876, DROME06877, DROME06879
OG0000842	TCONS_00019047.p1	DROME10888, DROME10889
OG0000844	TCONS_00051992.p1, TCONS_00051652.p1	DROME14407, DROME14403, DROME14406, DROME14408, DROME14404, DROME14409
OG0000847	TCONS_00006742.p1	DROME16726
OG0000847	TCONS_00006142.p1, TCONS_00006162.p1	DROME03898, DROME03895, DROME03896, DROME03897
OG0000848	TCONS_00042417.p1	DROME00579, DROME00580
OG0000848	TCONS_00020362.p1	DROME19683
OG0000849	TCONS_00039977.p1	DROME20644, DROME20643, DROME20641, DROME20642, DROME20640, DROME20638, DROME20637, DROME20639
OG0000850	TCONS_00052504.p1	DROME12440, DROME20308
OG0000850	TCONS_00027096.p1	DROME12322
OG0000851	TCONS_00044107.p1	DROME20685, DROME20686
OG0000852	TCONS_00029058.p1	DROME03192, DROME03193, DROME03191
OG0000852	TCONS_00008486.p1	DROME08938, DROME08937
OG0000853	TCONS_00057114.p1, TCONS_00057101.p1	DROME21372, DROME21371, DROME21369, DROME21373, DROME21370
OG0000855	TCONS_00005293.p1, TCONS_00030725.p1, TCONS_00029886.p1, TCONS_00005298.p1, TCONS_00005301.p1, TCONS_00005299.p1, TCONS_00005291.p1, TCONS_00005295.p1, TCONS_00005297.p1	DROME19819, DROME20290, DROME16140, DROME01127, DROME11147, DROME22053, DROME22054, DROME22052, DROME20174, DROME16331
OG0000857	TCONS_00038040.p1	DROME20946, DROME20950, DROME20948, DROME20947, DROME20949, DROME20951
OG0000858	TCONS_00035617.p1, TCONS_00035720.p1	DROME07517, DROME07518
OG0000859	TCONS_00028631.p1	DROME03370, DROME03371
OG0000860	TCONS_00014657.p1	DROME09397, DROME09396, DROME09404, DROME09403, DROME09399, DROME09402, DROME09401, DROME09400, DROME09405, DROME09398
OG0000867	TCONS_00027005.p1, TCONS_00027464.p1	DROME14166, DROME16640, DROME16641, DROME14164, DROME14165, DROME14167, DROME14088
OG0000869	TCONS_00052865.p1	DROME06391
OG0000870	TCONS_00009925.p1	DROME20283
OG0000871	TCONS_00035384.p1, TCONS_00001861.p1, TCONS_00000505.p1, TCONS_00000506.p1, TCONS_00000507.p1, TCONS_00000499.p1, TCONS_00000504.p1	DROME14585
OG0000871	TCONS_00026834.p1	DROME03028
OG0000872	TCONS_00037055.p1, TCONS_00037051.p1, TCONS_00037037.p1	DROME09696, DROME09697, DROME09695
OG0000873	TCONS_00029754.p1	DROME18351, DROME18349, DROME18350, DROME18353, DROME18354, DROME18352
OG0000874	TCONS_00043298.p1, TCONS_00042677.p1, TCONS_00007186.p1	DROME04338
OG0000875	TCONS_00056388.p1, TCONS_00041427.p1	DROME06587
OG0000876	TCONS_00004348.p1	DROME08528, DROME08526, DROME08524, DROME08527, DROME08525
OG0000878	TCONS_00041708.p1, TCONS_00036230.p1, TCONS_00036231.p1, TCONS_00036232.p1, TCONS_00003745.p1	DROME07549
OG0000879	TCONS_00042409.p1, TCONS_00022585.p1, TCONS_00056397.p1	DROME00001, DROME21621, DROME11009
OG0000880	TCONS_00049616.p1	DROME13991, DROME13992
OG0000881	TCONS_00015965.p1	DROME06288, DROME06289
OG0000881	TCONS_00006707.p1	DROME20749, DROME20746, DROME20750, DROME20748, DROME20747, DROME20751, DROME20752, DROME20753
OG0000888	TCONS_00029758.p1	DROME13818
OG0000888	TCONS_00030186.p1	DROME15657
OG0000889	TCONS_00010936.p1	DROME20531, DROME20532
OG0000889	TCONS_00004850.p1, TCONS_00004830.p1	DROME20008
OG0000894	TCONS_00042942.p1	DROME01898, DROME01895, DROME01896, DROME01894, DROME01897
OG0000894	TCONS_00014568.p1	DROME08778, DROME08777
OG0000896	TCONS_00023440.p1, TCONS_00023471.p1, TCONS_00023178.p1, TCONS_00003493.p1	DROME07637, DROME07636
OG0000897	TCONS_00047825.p1, TCONS_00047836.p1	DROME09205, DROME09206
OG0000904	TCONS_00030904.p1	DROME14411, DROME14410
OG0000905	TCONS_00036217.p1, TCONS_00037367.p1	DROME11749
OG0000906	TCONS_00015084.p1, TCONS_00003432.p1, TCONS_00003428.p1, TCONS_00002829.p2, TCONS_00004398.p1, TCONS_00051332.p1, TCONS_00003168.p1, TCONS_00002041.p1, TCONS_00000544.p1, TCONS_00004226.p1, TCONS_00004224.p1, TCONS_00004229.p1, TCONS_00003177.p1, TCONS_00003025.p1, TCONS_00003029.p1, TCONS_00003418.p1, TCONS_00004395.p1, TCONS_00003388.p1, TCONS_00004396.p1, TCONS_00003393.p1, TCONS_00003346.p1	DROME09411
OG0000907	TCONS_00053291.p1	DROME01472, DROME01473, DROME01474, DROME01471
OG0000908	TCONS_00027161.p1	DROME05842, DROME05841
OG0000908	TCONS_00031386.p1	DROME15683
OG0000909	TCONS_00001186.p1, TCONS_00001174.p1	DROME21889, DROME21890, DROME21873, DROME21876, DROME21877, DROME21875
OG0000913	TCONS_00044188.p1	DROME01636, DROME01633, DROME01634, DROME01635, DROME10634, DROME10638, DROME10637, DROME10636, DROME10635, DROME10633, DROME05629, DROME10407, DROME10406, DROME08899, DROME10631, DROME10640, DROME10639, DROME21277, DROME21276, DROME21275
OG0000914	TCONS_00048628.p1	DROME06233, DROME06234, DROME06235
OG0000921	TCONS_00016117.p1	DROME21958
OG0000923	TCONS_00003414.p1, TCONS_00004381.p1	DROME19914
OG0000923	TCONS_00003133.p1	DROME04554, DROME04553
OG0000925	TCONS_00054170.p1, TCONS_00054133.p1	DROME02762, DROME02761
OG0000925	TCONS_00021772.p1	DROME13733, DROME13734
OG0000926	TCONS_00034542.p1	DROME13962, DROME13964, DROME13963, DROME13961
OG0000927	TCONS_00018045.p1	DROME13545
OG0000927	TCONS_00007679.p1, TCONS_00022278.p1	DROME15912, DROME15911, DROME13544, DROME01290
OG0000929	TCONS_00001479.p1	DROME02144, DROME02147, DROME02145, DROME02146, DROME02148, DROME02143
OG0000931	TCONS_00027222.p1	DROME06107, DROME06103, DROME06106, DROME06105, DROME06104
OG0000933	TCONS_00010516.p1	DROME00363
OG0000934	TCONS_00001864.p1	DROME18021
OG0000934	TCONS_00025359.p1	DROME12197, DROME12198
OG0000935	TCONS_00054853.p1, TCONS_00054852.p1	DROME19387
OG0000944	TCONS_00043975.p1	DROME05002, DROME05004, DROME05003, DROME05001, DROME05005, DROME04999, DROME05000
OG0000945	TCONS_00009344.p1, TCONS_00009343.p1	DROME11635, DROME10522
OG0000947	TCONS_00031600.p1	DROME14910, DROME14909
OG0000949	TCONS_00001325.p1, TCONS_00001326.p1, TCONS_00001327.p1, TCONS_00001324.p1	DROME20631
OG0000950	TCONS_00006646.p1, TCONS_00006622.p1	DROME15080, DROME15081, DROME15075, DROME15077, DROME15078, DROME15076, DROME15082, DROME15083, DROME15079
OG0000953	TCONS_00051855.p1, TCONS_00051944.p1, TCONS_00020799.p1	DROME12838, DROME10330
OG0000954	TCONS_00014081.p1	DROME12405, DROME12406, DROME12407
OG0000955	TCONS_00054603.p1	DROME04991, DROME04992, DROME04993, DROME04990
OG0000955	TCONS_00029823.p1	DROME02414
OG0000957	TCONS_00029595.p1	DROME11550, DROME11548, DROME11549
OG0000958	TCONS_00047783.p1	DROME14600, DROME14604, DROME14602, DROME14603, DROME14601, DROME14605, DROME10611, DROME10609, DROME10610, DROME10608, DROME12027
OG0000960	TCONS_00009329.p1	DROME04151, DROME04150, DROME04154, DROME04153, DROME04158, DROME04156, DROME04161, DROME04149, DROME04152, DROME04155, DROME04157, DROME04160, DROME04159
OG0000963	TCONS_00053983.p1, TCONS_00054330.p1	DROME09182, DROME09184, DROME09183, DROME07082
OG0000965	TCONS_00030366.p1, TCONS_00031078.p1	DROME10303
OG0000965	TCONS_00007578.p1	DROME10622
OG0000967	TCONS_00031424.p1	DROME01950, DROME01951, DROME01952
OG0000968	TCONS_00005719.p1	DROME19457
OG0000969	TCONS_00057265.p1	DROME17496
OG0000972	TCONS_00030051.p1	DROME12808, DROME12809
OG0000974	TCONS_00041730.p1, TCONS_00041726.p1, TCONS_00026818.p1, TCONS_00043125.p1, TCONS_00041725.p1	DROME20587, DROME20537, DROME20538
OG0000976	TCONS_00027250.p1	DROME15676
OG0000978	TCONS_00002212.p1	DROME08128, DROME08129, DROME08130, DROME08127, DROME08125, DROME08126
OG0000979	TCONS_00033258.p1, TCONS_00033257.p1, TCONS_00033260.p1, TCONS_00055872.p1, TCONS_00055873.p1	DROME10162, DROME10163, DROME10160, DROME10161, DROME10164
OG0000984	TCONS_00029130.p1, TCONS_00029125.p1, TCONS_00019326.p1, TCONS_00055833.p1	DROME12019, DROME07638
OG0000985	TCONS_00031086.p1	DROME16403, DROME16400, DROME16401, DROME16404, DROME16402
OG0000987	TCONS_00018810.p1, TCONS_00005846.p1	DROME05032, DROME05034, DROME05033, DROME05035, DROME05036
OG0000988	TCONS_00048232.p1, TCONS_00048229.p1, TCONS_00048228.p1, TCONS_00014768.p1	DROME19158
OG0000992	TCONS_00012823.p1, TCONS_00026712.p1	DROME02382, DROME02383
OG0000994	TCONS_00017207.p1	DROME20689
OG0000994	TCONS_00006840.p1	DROME05396
OG0000995	TCONS_00014472.p1	DROME02709, DROME02710, DROME02712, DROME02711
OG0000997	TCONS_00042985.p1, TCONS_00042984.p1	DROME00173
OG0000999	TCONS_00019119.p1, TCONS_00036441.p1	DROME05157, DROME05156
OG0001000	TCONS_00001232.p1	DROME14938, DROME14943, DROME14945, DROME14944, DROME14942, DROME14939, DROME14940, DROME14941
OG0001001	TCONS_00021762.p1	DROME01963, DROME01964, DROME01966, DROME01965
OG0001003	TCONS_00004598.p1	DROME20428, DROME20429
OG0001004	TCONS_00053708.p1	DROME18265, DROME18264
OG0001005	TCONS_00024667.p1, TCONS_00024601.p1, TCONS_00047309.p1	DROME16898
OG0001006	TCONS_00055759.p1	DROME12303
OG0001008	TCONS_00036882.p1	DROME03430, DROME03431, DROME03434, DROME03433, DROME03432, DROME03436, DROME03435, DROME03437, DROME03438
OG0001009	TCONS_00002050.p1	DROME10731
OG0001013	TCONS_00012544.p1, TCONS_00012534.p1, TCONS_00012539.p1, TCONS_00012540.p1, TCONS_00012542.p1	DROME18675, DROME18672, DROME18676, DROME18674, DROME18673
OG0001016	TCONS_00055345.p1	DROME03793
OG0001016	TCONS_00032735.p1, TCONS_00032734.p1, TCONS_00032700.p1	DROME04453
OG0001017	TCONS_00018963.p1	DROME18747, DROME18746
OG0001017	TCONS_00018961.p1, TCONS_00018946.p1	DROME08120, DROME08121
OG0001018	TCONS_00001884.p1	DROME08789
OG0001018	TCONS_00010472.p1	DROME19524
OG0001023	TCONS_00038094.p1	DROME07472, DROME07471
OG0001024	TCONS_00031075.p1	DROME14925
OG0001027	TCONS_00014644.p1, TCONS_00016417.p1, TCONS_00016416.p1, TCONS_00016504.p1, TCONS_00016503.p1, TCONS_00016502.p1	DROME20791, DROME20790, DROME20789, DROME21920, DROME21919
OG0001028	TCONS_00029271.p1, TCONS_00029281.p1	DROME17206, DROME17210, DROME17209, DROME17205, DROME17207, DROME17208
OG0001030	TCONS_00012193.p1	DROME15420, DROME15421, DROME15419
OG0001031	TCONS_00030299.p1	DROME02372
OG0001032	TCONS_00015470.p1	DROME10930, DROME10931, DROME10932
OG0001033	TCONS_00030894.p1	DROME16359
OG0001033	TCONS_00054950.p1	DROME01958
OG0001036	TCONS_00018638.p1	DROME21959
OG0001037	TCONS_00016412.p1	DROME07145, DROME07148, DROME07147, DROME07146
OG0001038	TCONS_00026172.p1, TCONS_00026173.p1	DROME06346, DROME06343, DROME06345, DROME06344
OG0001039	TCONS_00006812.p1	DROME19717, DROME19715, DROME19716, DROME12713
OG0001042	TCONS_00048975.p1	DROME12465, DROME12464, DROME12463, DROME12462
OG0001046	TCONS_00013758.p1	DROME05889
OG0001049	TCONS_00050056.p1	DROME15991
OG0001050	TCONS_00041057.p1	DROME09499, DROME09500
OG0001052	TCONS_00030870.p1	DROME00663, DROME00661, DROME00662
OG0001052	TCONS_00029989.p1	DROME00167
OG0001053	TCONS_00030276.p1	DROME11830
OG0001056	TCONS_00007514.p1, TCONS_00007524.p1, TCONS_00052740.p1, TCONS_00052699.p1, TCONS_00052737.p1, TCONS_00052738.p1, TCONS_00053672.p1, TCONS_00053453.p1, TCONS_00007527.p1, TCONS_00007526.p1, TCONS_00007525.p1, TCONS_00054427.p1, TCONS_00007515.p1, TCONS_00007516.p1, TCONS_00007517.p1, TCONS_00030406.p2	DROME10790
OG0001058	TCONS_00034488.p1	DROME00756, DROME00761, DROME00757, DROME00759, DROME00758, DROME00755, DROME00762, DROME00760, DROME00763
OG0001059	TCONS_00046508.p1	DROME05567, DROME05571, DROME05569, DROME05566, DROME05568, DROME05572, DROME05570
OG0001060	TCONS_00027922.p1, TCONS_00027923.p1, TCONS_00042973.p1	DROME06478, DROME01930
OG0001062	TCONS_00052698.p1	DROME12175, DROME12172
OG0001063	TCONS_00012059.p1	DROME16034, DROME16033
OG0001063	TCONS_00011029.p1, TCONS_00011028.p1	DROME14111
OG0001064	TCONS_00007880.p1, TCONS_00009073.p1, TCONS_00007882.p1, TCONS_00037695.p1, TCONS_00037693.p1, TCONS_00013494.p1, TCONS_00009075.p1	DROME16728
OG0001065	TCONS_00009871.p1	DROME13255
OG0001066	TCONS_00047232.p1	DROME06399
OG0001072	TCONS_00004835.p1, TCONS_00004857.p1	DROME08170
OG0001073	TCONS_00042907.p1	DROME03543, DROME03544, DROME03542
OG0001075	TCONS_00018554.p1, TCONS_00056425.p1, TCONS_00056424.p1, TCONS_00056414.p1, TCONS_00056417.p1, TCONS_00056418.p1, TCONS_00056419.p1, TCONS_00056421.p1, TCONS_00056428.p1, TCONS_00056427.p1, TCONS_00055256.p1	DROME05007, DROME05008
OG0001076	TCONS_00043600.p1	DROME10433, DROME10436, DROME10429, DROME10434, DROME10430, DROME10435, DROME10431, DROME10432
OG0001077	TCONS_00057143.p1	DROME13463, DROME13462
OG0001077	TCONS_00055933.p1, TCONS_00055932.p1, TCONS_00057137.p1, TCONS_00055931.p1	DROME14374
OG0001077	TCONS_00057134.p1	DROME15216, DROME15217, DROME15215, DROME15218
OG0001078	TCONS_00023347.p1, TCONS_00023220.p1, TCONS_00023380.p1	DROME16039, DROME16040
OG0001079	TCONS_00047466.p1	DROME12134, DROME12135, DROME12136
OG0001081	TCONS_00008546.p1	DROME00421, DROME00420, DROME00419, DROME02998, DROME02997
OG0001082	TCONS_00056645.p1, TCONS_00056648.p1	DROME16087, DROME16088, DROME16090, DROME16089
OG0001083	TCONS_00027737.p1	DROME07895
OG0001084	TCONS_00001343.p1	DROME15262, DROME15263
OG0001085	TCONS_00048306.p1	DROME18407, DROME18408, DROME18409
OG0001086	TCONS_00012169.p1	DROME20573
OG0001091	TCONS_00020805.p1	DROME08376, DROME08378, DROME08377
OG0001092	TCONS_00043827.p1	DROME19209, DROME19207, DROME19204, DROME19205, DROME19206, DROME19208, DROME19203
OG0001096	TCONS_00050847.p1, TCONS_00055602.p1, TCONS_00055601.p1, TCONS_00055600.p1, TCONS_00056769.p1, TCONS_00053954.p1, TCONS_00010116.p1	DROME20588, DROME20589, DROME02389
OG0001101	TCONS_00047616.p1	DROME01099
OG0001102	TCONS_00010405.p1	DROME11539
OG0001102	TCONS_00019241.p1, TCONS_00000169.p1	DROME20883
OG0001103	TCONS_00010968.p1	DROME13242, DROME13241, DROME13243, DROME13244
