Orthogroup	PFLAV	LYTVA_ok
OG0000125	TCONS_00006659.p1	LYTVA_17769
OG0000125	TCONS_00002941.p1, TCONS_00002946.p1, TCONS_00002944.p1	LYTVA_16406
OG0000125	TCONS_00002702.p1	LYTVA_25487
OG0000125	TCONS_00036467.p1	LYTVA_01832
OG0000126	TCONS_00021629.p1	LYTVA_19767
OG0000126	TCONS_00044227.p1	LYTVA_03902
OG0000126	TCONS_00027983.p1	LYTVA_29180
OG0000127	TCONS_00021994.p1	LYTVA_27169
OG0000127	TCONS_00021998.p1	LYTVA_12856
OG0000127	TCONS_00045275.p1	LYTVA_21563
OG0000127	TCONS_00045354.p1	LYTVA_12830
OG0000127	TCONS_00013871.p1	LYTVA_20093
OG0000128	TCONS_00050530.p1, TCONS_00051576.p1	LYTVA_18955, LYTVA_21574
OG0000128	TCONS_00055259.p1, TCONS_00056435.p1, TCONS_00056437.p1, TCONS_00056436.p1, TCONS_00056434.p1, TCONS_00018413.p1, TCONS_00018401.p1, TCONS_00021199.p1, TCONS_00021200.p1	LYTVA_25569, LYTVA_25568
OG0000128	TCONS_00011543.p1, TCONS_00011542.p1	LYTVA_09097
OG0000128	TCONS_00010148.p1, TCONS_00010154.p1, TCONS_00010149.p1, TCONS_00010152.p1, TCONS_00010153.p1, TCONS_00010155.p1, TCONS_00011487.p1	LYTVA_07273, LYTVA_29734, LYTVA_23730, LYTVA_23728, LYTVA_23729
OG0000129	TCONS_00010095.p1	LYTVA_24420, LYTVA_06816
OG0000129	TCONS_00021318.p1	LYTVA_27162
OG0000130	TCONS_00008545.p1	LYTVA_23554
OG0000130	TCONS_00035871.p1, TCONS_00041245.p1	LYTVA_19257
OG0000130	TCONS_00005000.p1	LYTVA_15064
OG0000130	TCONS_00010243.p1, TCONS_00011632.p1	LYTVA_05651
OG0000130	TCONS_00026286.p1, TCONS_00030125.p1	LYTVA_15765, LYTVA_27521
OG0000131	TCONS_00042341.p1, TCONS_00042346.p1, TCONS_00042348.p1, TCONS_00044270.p1, TCONS_00042870.p1, TCONS_00042871.p1, TCONS_00044216.p1, TCONS_00042912.p1, TCONS_00044036.p1, TCONS_00044037.p1, TCONS_00042694.p1, TCONS_00042692.p1, TCONS_00000377.p1, TCONS_00000379.p1	LYTVA_20912, LYTVA_08614, LYTVA_22688, LYTVA_08837
OG0000132	TCONS_00028790.p1, TCONS_00029766.p1, TCONS_00001666.p1, TCONS_00001667.p1	LYTVA_01373
OG0000132	TCONS_00012352.p1, TCONS_00043358.p1	LYTVA_21000, LYTVA_22030, LYTVA_12450, LYTVA_13402
OG0000134	TCONS_00023106.p1, TCONS_00041905.p1, TCONS_00029787.p1, TCONS_00012460.p1, TCONS_00011765.p1, TCONS_00004014.p1, TCONS_00037170.p1, TCONS_00041412.p1	LYTVA_10445, LYTVA_21931, LYTVA_25493, LYTVA_12266, LYTVA_19103, LYTVA_20564, LYTVA_04492, LYTVA_28259, LYTVA_08032, LYTVA_18244, LYTVA_11494, LYTVA_11729, LYTVA_04391, LYTVA_02056, LYTVA_04965, LYTVA_22898
OG0000134	TCONS_00021508.p1, TCONS_00052352.p1, TCONS_00026106.p1, TCONS_00009395.p1, TCONS_00040245.p1, TCONS_00004110.p1, TCONS_00039018.p1, TCONS_00027051.p1, TCONS_00030235.p1, TCONS_00043207.p1, TCONS_00029378.p1, TCONS_00038787.p1, TCONS_00032078.p1, TCONS_00019033.p1, TCONS_00030112.p1, TCONS_00036212.p1, TCONS_00021986.p1, TCONS_00018161.p1	LYTVA_30036, LYTVA_09844, LYTVA_23994, LYTVA_19749
OG0000136	TCONS_00030736.p1, TCONS_00029864.p1, TCONS_00030733.p1, TCONS_00029866.p1, TCONS_00029264.p1, TCONS_00007251.p1, TCONS_00007256.p1, TCONS_00007907.p1, TCONS_00007905.p1, TCONS_00007247.p1, TCONS_00007259.p1, TCONS_00046323.p1, TCONS_00046320.p1, TCONS_00046322.p1, TCONS_00045305.p1, TCONS_00046329.p1, TCONS_00046331.p1, TCONS_00045310.p1, TCONS_00045311.p1, TCONS_00045306.p1, TCONS_00045303.p1, TCONS_00045307.p1, TCONS_00046328.p1, TCONS_00046333.p1, TCONS_00045312.p1, TCONS_00045304.p1, TCONS_00025364.p1, TCONS_00046332.p1, TCONS_00007147.p1, TCONS_00031684.p1, TCONS_00032648.p1, TCONS_00002734.p1, TCONS_00002739.p1, TCONS_00002737.p1, TCONS_00002740.p1, TCONS_00002735.p1, TCONS_00002741.p1, TCONS_00030212.p1	LYTVA_26335, LYTVA_26334, LYTVA_02174, LYTVA_15900, LYTVA_09400, LYTVA_08942, LYTVA_29133
OG0000136	TCONS_00038002.p1	LYTVA_28569, LYTVA_12212
OG0000136	TCONS_00045043.p1, TCONS_00045042.p1	LYTVA_19981
OG0000137	TCONS_00046377.p1, TCONS_00046380.p1, TCONS_00046378.p1	LYTVA_14649
OG0000137	TCONS_00045334.p1, TCONS_00008615.p1, TCONS_00007898.p1, TCONS_00008611.p1, TCONS_00046391.p1, TCONS_00046390.p1	LYTVA_14169, LYTVA_05475
OG0000137	TCONS_00000131.p1, TCONS_00023555.p1, TCONS_00023592.p1, TCONS_00023593.p1	LYTVA_25469, LYTVA_15627
OG0000138	TCONS_00003532.p1, TCONS_00055171.p1	LYTVA_27333
OG0000139	TCONS_00056493.p1, TCONS_00056479.p1, TCONS_00056495.p1, TCONS_00056480.p1, TCONS_00056477.p1, TCONS_00056489.p1, TCONS_00018249.p1, TCONS_00056487.p1, TCONS_00056472.p1, TCONS_00010159.p1, TCONS_00010158.p1, TCONS_00010160.p1, TCONS_00007546.p1, TCONS_00007545.p1, TCONS_00029737.p1, TCONS_00029736.p1, TCONS_00029734.p1, TCONS_00048635.p1	LYTVA_14558, LYTVA_14549, LYTVA_02437, LYTVA_05508, LYTVA_06934, LYTVA_26990, LYTVA_24206, LYTVA_19655
OG0000140	TCONS_00017076.p1, TCONS_00017281.p1, TCONS_00017283.p1, TCONS_00017274.p1, TCONS_00016946.p1	LYTVA_28396, LYTVA_18373
OG0000141	TCONS_00028196.p1, TCONS_00028023.p1, TCONS_00028024.p1, TCONS_00028025.p1, TCONS_00052231.p1, TCONS_00028026.p1, TCONS_00029045.p1, TCONS_00044864.p1, TCONS_00044863.p1, TCONS_00029095.p1, TCONS_00029096.p1, TCONS_00028916.p1, TCONS_00029093.p1, TCONS_00048445.p1, TCONS_00034821.p1, TCONS_00034712.p1, TCONS_00048444.p1, TCONS_00048446.p1, TCONS_00049738.p1, TCONS_00049736.p1, TCONS_00049737.p1, TCONS_00048447.p1	LYTVA_15585, LYTVA_19931, LYTVA_07982, LYTVA_02517, LYTVA_03081, LYTVA_20608, LYTVA_14791, LYTVA_11111, LYTVA_11112, LYTVA_18198, LYTVA_16516, LYTVA_07900, LYTVA_16515, LYTVA_07898, LYTVA_27253, LYTVA_04401
OG0000141	TCONS_00007967.p1	LYTVA_04353, LYTVA_16633, LYTVA_23463, LYTVA_05955, LYTVA_05956, LYTVA_05957, LYTVA_05958, LYTVA_17141, LYTVA_11297, LYTVA_29166, LYTVA_09438, LYTVA_09439, LYTVA_25402
OG0000142	TCONS_00044174.p1	LYTVA_20509
OG0000142	TCONS_00037487.p1, TCONS_00037485.p1	LYTVA_25812
OG0000142	TCONS_00019376.p1	LYTVA_27034
OG0000142	TCONS_00020129.p1, TCONS_00044171.p1	LYTVA_20510
OG0000142	TCONS_00020135.p1	LYTVA_27041
OG0000142	TCONS_00044173.p1	LYTVA_04856
OG0000144	TCONS_00050099.p1	LYTVA_10641
OG0000146	TCONS_00046353.p1	LYTVA_28980
OG0000146	TCONS_00038992.p1, TCONS_00014959.p1, TCONS_00037839.p1	LYTVA_21791
OG0000147	TCONS_00050037.p1	LYTVA_06334
OG0000147	TCONS_00014779.p1	LYTVA_06610, LYTVA_07302
OG0000147	TCONS_00002531.p1	LYTVA_18928
OG0000148	TCONS_00049717.p1	LYTVA_19008
OG0000149	TCONS_00032530.p1	LYTVA_27288
OG0000149	TCONS_00032533.p1	LYTVA_06518, LYTVA_19439, LYTVA_27853, LYTVA_06524
OG0000149	TCONS_00001855.p1	LYTVA_14878, LYTVA_23613
OG0000149	TCONS_00001516.p1	LYTVA_03219, LYTVA_27903
OG0000149	TCONS_00029992.p1, TCONS_00029991.p1	LYTVA_24788
OG0000151	TCONS_00016209.p1	LYTVA_06631
OG0000151	TCONS_00015033.p1	LYTVA_13428, LYTVA_13427
OG0000152	TCONS_00052360.p1, TCONS_00028374.p1	LYTVA_19636, LYTVA_25239
OG0000152	TCONS_00050502.p1	LYTVA_20444, LYTVA_10550, LYTVA_08926, LYTVA_08925
OG0000152	TCONS_00034841.p1	LYTVA_11871, LYTVA_25445
OG0000152	TCONS_00022100.p1, TCONS_00021106.p1, TCONS_00037676.p1, TCONS_00047395.p1, TCONS_00050503.p1	LYTVA_16757
OG0000154	TCONS_00044918.p1	LYTVA_10224
OG0000154	TCONS_00000832.p1, TCONS_00000831.p1	LYTVA_08370
OG0000155	TCONS_00044986.p1	LYTVA_12158
OG0000155	TCONS_00044987.p1	LYTVA_07841, LYTVA_24959, LYTVA_02175, LYTVA_12159, LYTVA_12167, LYTVA_07648
OG0000155	TCONS_00044988.p1	LYTVA_22929
OG0000157	TCONS_00012571.p1	LYTVA_24947
OG0000157	TCONS_00048916.p1	LYTVA_14449
OG0000158	TCONS_00046407.p1	LYTVA_03807
OG0000159	TCONS_00001141.p1	LYTVA_25766
OG0000159	TCONS_00014999.p1	LYTVA_12728
OG0000159	TCONS_00052198.p1	LYTVA_16500, LYTVA_10738, LYTVA_17708, LYTVA_06313, LYTVA_13868, LYTVA_10736
OG0000160	TCONS_00049502.p1, TCONS_00049500.p1, TCONS_00049499.p1	LYTVA_09555, LYTVA_09556
OG0000160	TCONS_00006746.p1, TCONS_00005557.p1, TCONS_00005567.p1, TCONS_00005556.p1, TCONS_00005566.p1, TCONS_00005570.p1, TCONS_00005558.p1, TCONS_00006218.p1	LYTVA_04290, LYTVA_15927, LYTVA_15928, LYTVA_20062, LYTVA_07452, LYTVA_05524
OG0000160	TCONS_00029348.p1	LYTVA_11099
OG0000161	TCONS_00038065.p1	LYTVA_07484, LYTVA_06818
OG0000161	TCONS_00033292.p1	LYTVA_25131, LYTVA_16865, LYTVA_15127, LYTVA_27170, LYTVA_15446, LYTVA_07042, LYTVA_08082
OG0000161	TCONS_00027357.p1	LYTVA_21687, LYTVA_17308
OG0000161	TCONS_00051706.p1	LYTVA_12654, LYTVA_24438, LYTVA_24300, LYTVA_05778
OG0000162	TCONS_00028170.p1	LYTVA_18164
OG0000163	TCONS_00013883.p1, TCONS_00012644.p1	LYTVA_26726
OG0000163	TCONS_00019995.p1, TCONS_00019992.p1	LYTVA_16156
OG0000164	TCONS_00029061.p1	LYTVA_24066
OG0000164	TCONS_00028348.p1	LYTVA_25753
OG0000165	TCONS_00043320.p1, TCONS_00043572.p1, TCONS_00034846.p1, TCONS_00042203.p1, TCONS_00042202.p1, TCONS_00042204.p1, TCONS_00043403.p1, TCONS_00027199.p1, TCONS_00027206.p1, TCONS_00027200.p1, TCONS_00027207.p1, TCONS_00043573.p1, TCONS_00034847.p1, TCONS_00027198.p1, TCONS_00027205.p1, TCONS_00026475.p1	LYTVA_00753
OG0000166	TCONS_00044259.p1	LYTVA_03746, LYTVA_11616, LYTVA_00435
OG0000166	TCONS_00000300.p1	LYTVA_25764
OG0000166	TCONS_00004760.p1	LYTVA_15942
OG0000166	TCONS_00036260.p1, TCONS_00017060.p1, TCONS_00035927.p1	LYTVA_06417, LYTVA_19225, LYTVA_15166
OG0000167	TCONS_00044971.p1	LYTVA_05879, LYTVA_28563, LYTVA_24832
OG0000167	TCONS_00046914.p1, TCONS_00045568.p1, TCONS_00046913.p1, TCONS_00045569.p1	LYTVA_22740
OG0000168	TCONS_00026213.p1, TCONS_00026214.p1, TCONS_00033109.p1, TCONS_00033084.p1, TCONS_00020176.p1, TCONS_00020179.p1, TCONS_00019314.p1, TCONS_00019413.p1, TCONS_00019288.p1, TCONS_00019111.p1	LYTVA_16323
OG0000168	TCONS_00038071.p1, TCONS_00006904.p1, TCONS_00006931.p1, TCONS_00006681.p1, TCONS_00006709.p1, TCONS_00006708.p1	LYTVA_20122, LYTVA_24324
OG0000168	TCONS_00053064.p1, TCONS_00053107.p1, TCONS_00054243.p1	LYTVA_19322, LYTVA_08888
OG0000168	TCONS_00054242.p1	LYTVA_08887
OG0000169	TCONS_00055516.p1	LYTVA_02351, LYTVA_20918
OG0000169	TCONS_00043549.p1	LYTVA_09716, LYTVA_24640, LYTVA_06335, LYTVA_06337, LYTVA_18535
OG0000171	TCONS_00004994.p1	LYTVA_27882
OG0000171	TCONS_00003980.p1, TCONS_00003979.p1, TCONS_00003982.p1, TCONS_00003978.p1, TCONS_00003981.p1, TCONS_00003983.p1	LYTVA_20168
OG0000171	TCONS_00008416.p1	LYTVA_24654
OG0000171	TCONS_00030867.p1	LYTVA_27222
OG0000172	TCONS_00008117.p1	LYTVA_11573
OG0000173	TCONS_00050113.p1, TCONS_00001427.p1	LYTVA_24999
OG0000174	TCONS_00007700.p1	LYTVA_12646, LYTVA_19454, LYTVA_00411
OG0000174	TCONS_00031729.p1, TCONS_00031730.p1, TCONS_00031733.p1, TCONS_00055107.p1	LYTVA_10125
OG0000174	TCONS_00032733.p1	LYTVA_06774
OG0000175	TCONS_00006924.p1, TCONS_00017760.p1	LYTVA_18185, LYTVA_25514
OG0000175	TCONS_00001217.p1, TCONS_00002337.p1, TCONS_00042595.p1, TCONS_00018779.p1, TCONS_00045899.p1, TCONS_00017752.p1, TCONS_00045898.p1, TCONS_00018778.p1, TCONS_00018813.p1, TCONS_00005844.p1, TCONS_00017737.p1, TCONS_00044823.p1, TCONS_00005845.p1, TCONS_00018812.p1, TCONS_00017185.p1	LYTVA_23856
OG0000178	TCONS_00054954.p1, TCONS_00054956.p1, TCONS_00054955.p1	LYTVA_04435
OG0000178	TCONS_00043219.p1, TCONS_00021749.p1, TCONS_00022858.p1, TCONS_00002039.p1, TCONS_00053748.p1, TCONS_00032854.p1, TCONS_00033302.p1, TCONS_00033307.p1, TCONS_00040710.p1, TCONS_00040713.p1, TCONS_00040711.p1, TCONS_00040716.p1, TCONS_00040705.p1, TCONS_00052319.p1, TCONS_00012922.p1, TCONS_00033911.p1, TCONS_00052326.p1, TCONS_00002558.p1, TCONS_00033277.p1, TCONS_00032857.p1, TCONS_00032861.p1, TCONS_00032862.p1, TCONS_00012338.p1, TCONS_00005278.p1, TCONS_00006497.p1, TCONS_00006496.p1	LYTVA_10503, LYTVA_10502, LYTVA_07688, LYTVA_03503, LYTVA_03509, LYTVA_03508
OG0000179	TCONS_00030795.p1	LYTVA_11503
OG0000179	TCONS_00029363.p1	LYTVA_09715, LYTVA_09722, LYTVA_06848
OG0000179	TCONS_00043115.p1	LYTVA_21017
OG0000179	TCONS_00019355.p1	LYTVA_21234
OG0000180	TCONS_00039068.p1, TCONS_00051724.p1	LYTVA_16023
OG0000181	TCONS_00025678.p1	LYTVA_30016
OG0000182	TCONS_00037266.p1	LYTVA_19274, LYTVA_26926, LYTVA_27350
OG0000182	TCONS_00040493.p1, TCONS_00040511.p1, TCONS_00038339.p1	LYTVA_23182, LYTVA_12683
OG0000182	TCONS_00016762.p1, TCONS_00005822.p1, TCONS_00005857.p1, TCONS_00053985.p1	LYTVA_18698
OG0000182	TCONS_00021709.p1	LYTVA_27329, LYTVA_17619
OG0000182	TCONS_00023071.p1, TCONS_00044403.p1, TCONS_00042928.p1, TCONS_00006774.p1, TCONS_00020974.p1, TCONS_00053854.p1, TCONS_00053025.p1, TCONS_00021972.p1, TCONS_00056571.p1, TCONS_00056570.p1, TCONS_00014603.p1, TCONS_00005672.p1, TCONS_00054160.p1, TCONS_00047013.p1	LYTVA_02337, LYTVA_01729
OG0000183	TCONS_00017266.p1	LYTVA_29269
OG0000183	TCONS_00040868.p1	LYTVA_12902
OG0000184	TCONS_00015469.p1, TCONS_00015930.p1, TCONS_00015929.p1	LYTVA_22158, LYTVA_27685, LYTVA_10647, LYTVA_11004, LYTVA_16702, LYTVA_21719, LYTVA_17652
OG0000184	TCONS_00016263.p1, TCONS_00016258.p1, TCONS_00016260.p1, TCONS_00016230.p1, TCONS_00016234.p1, TCONS_00016229.p1, TCONS_00016266.p1, TCONS_00040794.p1, TCONS_00016262.p1	LYTVA_22049, LYTVA_02101, LYTVA_11407, LYTVA_11408
OG0000185	TCONS_00056723.p1	LYTVA_22522
OG0000185	TCONS_00008087.p1	LYTVA_05708
OG0000185	TCONS_00017446.p1	LYTVA_27187
OG0000186	TCONS_00021431.p1	LYTVA_08130
OG0000186	TCONS_00009840.p1	LYTVA_16833
OG0000186	TCONS_00021410.p1	LYTVA_04383
OG0000186	TCONS_00021407.p1, TCONS_00021427.p1, TCONS_00021434.p1, TCONS_00021419.p1	LYTVA_22654
OG0000187	TCONS_00018739.p1, TCONS_00011379.p1, TCONS_00033086.p1, TCONS_00033092.p1, TCONS_00003416.p1, TCONS_00005865.p1, TCONS_00018715.p1, TCONS_00045691.p1	LYTVA_22390
OG0000187	TCONS_00012865.p1, TCONS_00022970.p1, TCONS_00032414.p1, TCONS_00055145.p1, TCONS_00055135.p1, TCONS_00036035.p1, TCONS_00035821.p1	LYTVA_10115, LYTVA_11163
OG0000188	TCONS_00048215.p1, TCONS_00022624.p1, TCONS_00022626.p1, TCONS_00008971.p1, TCONS_00007865.p1, TCONS_00028028.p1, TCONS_00018395.p1, TCONS_00013555.p1	LYTVA_07056
OG0000188	TCONS_00031463.p1	LYTVA_29520
OG0000188	TCONS_00013556.p1, TCONS_00012513.p1, TCONS_00022870.p1	LYTVA_06131
OG0000190	TCONS_00041581.p1	LYTVA_12233, LYTVA_15726
OG0000190	TCONS_00042939.p1, TCONS_00041583.p1, TCONS_00013486.p1	LYTVA_08213
OG0000192	TCONS_00053851.p1, TCONS_00052839.p1	LYTVA_22840
OG0000192	TCONS_00016580.p1	LYTVA_17555
OG0000192	TCONS_00051737.p1	LYTVA_19467
OG0000192	TCONS_00014353.p1	LYTVA_04263, LYTVA_18552
OG0000193	TCONS_00009428.p1	LYTVA_15362, LYTVA_23759
OG0000193	TCONS_00053376.p1, TCONS_00054353.p1, TCONS_00041560.p1	LYTVA_03510
OG0000193	TCONS_00044217.p1	LYTVA_08489
OG0000194	TCONS_00054475.p1, TCONS_00054473.p1, TCONS_00054478.p1, TCONS_00054479.p1, TCONS_00022202.p1	LYTVA_10369, LYTVA_19148, LYTVA_19770, LYTVA_19763, LYTVA_12264, LYTVA_12263, LYTVA_12262, LYTVA_24414
OG0000195	TCONS_00022472.p1	LYTVA_28994, LYTVA_02735
OG0000195	TCONS_00050953.p1	LYTVA_11062, LYTVA_09814, LYTVA_16951
OG0000196	TCONS_00050393.p1, TCONS_00035649.p1, TCONS_00037048.p1, TCONS_00022005.p1, TCONS_00005864.p1, TCONS_00034842.p1, TCONS_00038859.p1, TCONS_00051264.p1, TCONS_00035648.p1, TCONS_00035870.p1, TCONS_00023390.p1, TCONS_00034843.p1, TCONS_00014618.p1, TCONS_00008556.p1, TCONS_00033104.p1, TCONS_00036280.p1, TCONS_00008555.p1, TCONS_00020976.p1, TCONS_00024512.p1, TCONS_00014617.p1, TCONS_00051794.p1, TCONS_00030022.p1, TCONS_00057225.p1, TCONS_00038418.p1, TCONS_00032253.p1, TCONS_00034819.p1, TCONS_00033230.p1, TCONS_00004392.p1, TCONS_00009072.p1, TCONS_00035623.p1	LYTVA_00094, LYTVA_22397
OG0000197	TCONS_00011623.p1	LYTVA_01365
OG0000198	TCONS_00038075.p1	LYTVA_09271, LYTVA_13258
OG0000198	TCONS_00019064.p1, TCONS_00019951.p1, TCONS_00019952.p1, TCONS_00037793.p1, TCONS_00037807.p1, TCONS_00037809.p1, TCONS_00036237.p1	LYTVA_18345
OG0000200	TCONS_00022565.p1, TCONS_00043876.p1, TCONS_00043877.p1, TCONS_00043881.p1, TCONS_00043878.p1	LYTVA_08835, LYTVA_08836
OG0000201	TCONS_00014165.p1	LYTVA_05027
OG0000201	TCONS_00006002.p1	LYTVA_03480
OG0000201	TCONS_00006848.p1	LYTVA_05441
OG0000203	TCONS_00018009.p1	LYTVA_05320
OG0000203	TCONS_00051437.p1	LYTVA_26037
OG0000204	TCONS_00051137.p1	LYTVA_09811
OG0000204	TCONS_00038184.p1	LYTVA_08501
OG0000205	TCONS_00011551.p1	LYTVA_26646
OG0000205	TCONS_00002780.p1	LYTVA_13205
OG0000205	TCONS_00034971.p1, TCONS_00013738.p1	LYTVA_10395
OG0000205	TCONS_00057258.p1	LYTVA_08282
OG0000206	TCONS_00000443.p1, TCONS_00000446.p1, TCONS_00000461.p1, TCONS_00028561.p1, TCONS_00028562.p1, TCONS_00028563.p1	LYTVA_04961, LYTVA_02159, LYTVA_02157
OG0000207	TCONS_00008213.p1	LYTVA_11110, LYTVA_21753, LYTVA_28234, LYTVA_23513
OG0000208	TCONS_00043713.p1, TCONS_00043906.p1, TCONS_00043897.p1, TCONS_00043898.p1, TCONS_00043907.p1, TCONS_00043895.p1, TCONS_00043905.p1, TCONS_00043912.p1, TCONS_00043911.p1, TCONS_00042651.p1, TCONS_00043627.p1, TCONS_00043652.p1, TCONS_00043653.p1, TCONS_00042650.p1, TCONS_00043626.p1, TCONS_00042215.p1, TCONS_00043714.p1, TCONS_00053956.p1	LYTVA_06810, LYTVA_29323, LYTVA_05690, LYTVA_05691
OG0000208	TCONS_00006493.p1, TCONS_00006492.p1, TCONS_00006491.p1	LYTVA_28941
OG0000210	TCONS_00020245.p1	LYTVA_12257
OG0000210	TCONS_00053130.p1, TCONS_00052628.p1	LYTVA_11329
OG0000210	TCONS_00027895.p1, TCONS_00029778.p1	LYTVA_04915
OG0000210	TCONS_00053825.p1	LYTVA_22044, LYTVA_11807, LYTVA_15620
OG0000210	TCONS_00054361.p1	LYTVA_22843
OG0000211	TCONS_00040533.p1	LYTVA_13895
OG0000211	TCONS_00000780.p1	LYTVA_06449
OG0000211	TCONS_00010951.p1	LYTVA_04294
OG0000211	TCONS_00028766.p1	LYTVA_06557
OG0000211	TCONS_00029746.p1	LYTVA_26568
OG0000213	TCONS_00012857.p1, TCONS_00012854.p1, TCONS_00005461.p1	LYTVA_08396
OG0000214	TCONS_00027760.p1, TCONS_00031936.p1, TCONS_00004542.p1, TCONS_00016829.p1, TCONS_00041835.p1, TCONS_00053994.p1, TCONS_00027761.p1, TCONS_00019779.p1, TCONS_00055032.p2	LYTVA_00072, LYTVA_07251, LYTVA_07717
OG0000215	TCONS_00056058.p1, TCONS_00057218.p1	LYTVA_08959
OG0000215	TCONS_00054899.p1, TCONS_00054900.p1, TCONS_00054897.p1, TCONS_00054896.p1, TCONS_00056111.p1	LYTVA_04783
OG0000216	TCONS_00054884.p1, TCONS_00053322.p1, TCONS_00024283.p1, TCONS_00024279.p1, TCONS_00023953.p1, TCONS_00023950.p1, TCONS_00025325.p1, TCONS_00025701.p1, TCONS_00049468.p1, TCONS_00024321.p1, TCONS_00054423.p1, TCONS_00054422.p1, TCONS_00014115.p1, TCONS_00014116.p1, TCONS_00056095.p1	LYTVA_00035
OG0000218	TCONS_00020361.p1, TCONS_00020359.p1, TCONS_00020360.p1	LYTVA_12244
OG0000218	TCONS_00020097.p1	LYTVA_02104
OG0000219	TCONS_00019208.p1, TCONS_00018923.p1, TCONS_00020158.p1, TCONS_00020153.p1, TCONS_00020325.p1, TCONS_00020155.p1, TCONS_00019079.p1, TCONS_00019086.p1, TCONS_00019073.p1, TCONS_00019074.p1, TCONS_00039152.p1, TCONS_00039101.p1, TCONS_00039119.p1	LYTVA_07791
OG0000220	TCONS_00031224.p1	LYTVA_22048
OG0000220	TCONS_00028872.p1	LYTVA_16045
OG0000220	TCONS_00031182.p1, TCONS_00031209.p1, TCONS_00030118.p1, TCONS_00030106.p1, TCONS_00030107.p1, TCONS_00030119.p1, TCONS_00030104.p1, TCONS_00030114.p1	LYTVA_14940, LYTVA_20936
OG0000221	TCONS_00004344.p1	LYTVA_17595
OG0000221	TCONS_00051482.p1	LYTVA_04768
OG0000221	TCONS_00015523.p1	LYTVA_08100
OG0000222	TCONS_00028849.p1, TCONS_00029832.p1	LYTVA_23553
OG0000223	TCONS_00026632.p1	LYTVA_00593
OG0000223	TCONS_00045866.p1, TCONS_00044773.p1	LYTVA_24317
OG0000225	TCONS_00048759.p1, TCONS_00049310.p1, TCONS_00049308.p1, TCONS_00048761.p1, TCONS_00047386.p1	LYTVA_20688, LYTVA_20689, LYTVA_18494
OG0000226	TCONS_00012426.p1, TCONS_00012423.p1	LYTVA_13073, LYTVA_13071, LYTVA_12352, LYTVA_07687
OG0000227	TCONS_00055571.p1	LYTVA_07921
OG0000227	TCONS_00003628.p1	LYTVA_00289
OG0000227	TCONS_00003624.p1	LYTVA_24191
OG0000228	TCONS_00006106.p1	LYTVA_02590
OG0000228	TCONS_00006730.p1	LYTVA_02589
OG0000229	TCONS_00025284.p1	LYTVA_23411
OG0000229	TCONS_00025283.p1, TCONS_00025285.p1, TCONS_00025299.p1, TCONS_00023882.p1, TCONS_00025301.p1, TCONS_00025286.p1, TCONS_00025282.p1, TCONS_00015393.p1, TCONS_00023370.p1, TCONS_00023406.p1, TCONS_00023867.p1, TCONS_00023871.p1, TCONS_00025281.p1, TCONS_00054421.p1	LYTVA_09325, LYTVA_06193, LYTVA_06192
OG0000230	TCONS_00045017.p1, TCONS_00049834.p1	LYTVA_29471
OG0000230	TCONS_00023886.p1, TCONS_00023904.p1, TCONS_00046346.p1, TCONS_00046345.p1, TCONS_00046350.p1, TCONS_00045251.p1, TCONS_00045255.p1	LYTVA_10912
OG0000231	TCONS_00009620.p1, TCONS_00009622.p1	LYTVA_11003
OG0000231	TCONS_00043985.p1	LYTVA_23091
OG0000231	TCONS_00006204.p1	LYTVA_25029
OG0000231	TCONS_00009410.p1, TCONS_00009430.p1	LYTVA_01782
OG0000232	TCONS_00013208.p1	LYTVA_02619, LYTVA_11045
OG0000233	TCONS_00016132.p1	LYTVA_06974, LYTVA_04354
OG0000233	TCONS_00022822.p1, TCONS_00031321.p1	LYTVA_14773
OG0000233	TCONS_00015040.p1, TCONS_00015041.p1	LYTVA_05981
OG0000234	TCONS_00036893.p1	LYTVA_19906
OG0000235	TCONS_00007667.p1, TCONS_00007666.p1, TCONS_00008045.p1, TCONS_00008047.p1, TCONS_00008044.p1, TCONS_00008995.p1, TCONS_00008046.p1, TCONS_00009249.p1	LYTVA_26303, LYTVA_17292
OG0000235	TCONS_00009826.p1, TCONS_00009825.p1	LYTVA_28400, LYTVA_29011, LYTVA_24567
OG0000236	TCONS_00014870.p1	LYTVA_03072
OG0000236	TCONS_00005536.p1, TCONS_00005541.p1, TCONS_00005535.p1	LYTVA_06365
OG0000238	TCONS_00012248.p1, TCONS_00012247.p1, TCONS_00012242.p1, TCONS_00012250.p1	LYTVA_04511
OG0000238	TCONS_00008771.p1	LYTVA_21260, LYTVA_04828, LYTVA_26584
OG0000238	TCONS_00017969.p1	LYTVA_07493
OG0000239	TCONS_00010986.p1	LYTVA_06349
OG0000241	TCONS_00038621.p1, TCONS_00031490.p1, TCONS_00040088.p1, TCONS_00006955.p1	LYTVA_07057, LYTVA_11465, LYTVA_05117
OG0000241	TCONS_00002248.p1, TCONS_00043079.p1, TCONS_00034741.p1	LYTVA_17012, LYTVA_22516, LYTVA_17985
OG0000241	TCONS_00037232.p1	LYTVA_00794, LYTVA_24988, LYTVA_15607, LYTVA_27691, LYTVA_24987, LYTVA_17126
OG0000241	TCONS_00012992.p1	LYTVA_12022
OG0000241	TCONS_00049888.p1	LYTVA_17133, LYTVA_17698
