Orthogroup	PFLAV	NEMVE
OG0000135	TCONS_00008330.p1, TCONS_00036165.p1, TCONS_00045055.p1, TCONS_00045135.p1, TCONS_00045134.p1, TCONS_00045133.p1, TCONS_00056264.p1, TCONS_00056263.p1, TCONS_00056262.p1, TCONS_00055078.p1, TCONS_00056265.p1, TCONS_00045138.p1, TCONS_00044968.p1, TCONS_00045980.p1, TCONS_00044882.p1, TCONS_00044862.p1, TCONS_00037507.p1, TCONS_00037023.p1, TCONS_00033814.p1, TCONS_00053373.p1, TCONS_00046525.p1, TCONS_00022864.p1, TCONS_00036500.p1, TCONS_00049786.p1, TCONS_00049784.p1, TCONS_00020352.p1	NEMVE07712, NEMVE07156, NEMVE10399, NEMVE00765, NEMVE01301, NEMVE08506, NEMVE00634, NEMVE19959, NEMVE11803, NEMVE12861, NEMVE07150, NEMVE09618, NEMVE18689, NEMVE00849, NEMVE01021, NEMVE07037, NEMVE08365, NEMVE09611, NEMVE01856, NEMVE01229
OG0000136	TCONS_00038002.p1	NEMVE19251, NEMVE04778
OG0000136	TCONS_00045043.p1, TCONS_00045042.p1	NEMVE21871, NEMVE12116, NEMVE17146, NEMVE19897, NEMVE21999, NEMVE13550, NEMVE21919, NEMVE05559, NEMVE05597, NEMVE22000, NEMVE03184, NEMVE01065, NEMVE22390, NEMVE13986, NEMVE09509, NEMVE09511, NEMVE15908
OG0000137	TCONS_00046377.p1, TCONS_00046380.p1, TCONS_00046378.p1	NEMVE20817, NEMVE18407
OG0000137	TCONS_00001295.p1, TCONS_00048914.p1, TCONS_00045334.p1, TCONS_00008615.p1, TCONS_00007898.p1, TCONS_00008611.p1, TCONS_00046391.p1, TCONS_00046390.p1, TCONS_00026076.p1, TCONS_00027698.p1, TCONS_00000131.p1, TCONS_00023555.p1, TCONS_00023592.p1, TCONS_00023593.p1	NEMVE09537, NEMVE02104, NEMVE16617, NEMVE07756, NEMVE01665, NEMVE07752, NEMVE04562, NEMVE10746, NEMVE08414, NEMVE08549, NEMVE22935
OG0000139	TCONS_00035579.p1, TCONS_00035646.p1, TCONS_00056493.p1, TCONS_00056479.p1, TCONS_00056495.p1, TCONS_00056480.p1, TCONS_00056477.p1, TCONS_00056489.p1, TCONS_00018249.p1, TCONS_00056487.p1, TCONS_00056472.p1, TCONS_00010159.p1, TCONS_00010158.p1, TCONS_00010160.p1, TCONS_00007546.p1, TCONS_00007545.p1, TCONS_00029737.p1, TCONS_00029736.p1, TCONS_00029734.p1, TCONS_00048635.p1	NEMVE16959, NEMVE19997, NEMVE23512, NEMVE25194
OG0000140	TCONS_00020333.p1	NEMVE07291
OG0000142	TCONS_00044174.p1	NEMVE21939
OG0000142	TCONS_00037487.p1, TCONS_00037485.p1	NEMVE21838, NEMVE25141, NEMVE13728
OG0000142	TCONS_00020135.p1	NEMVE18435
OG0000142	TCONS_00044173.p1	NEMVE09154
OG0000144	TCONS_00048590.p1, TCONS_00030159.p1, TCONS_00023149.p2	NEMVE10560
OG0000145	TCONS_00024839.p1	NEMVE16199, NEMVE04738, NEMVE21777, NEMVE21974
OG0000145	TCONS_00047110.p1, TCONS_00044594.p1, TCONS_00023456.p1, TCONS_00038980.p1, TCONS_00039351.p2, TCONS_00040348.p2, TCONS_00036456.p1, TCONS_00042156.p1, TCONS_00038700.p1, TCONS_00044607.p1, TCONS_00038711.p1, TCONS_00000100.p1, TCONS_00000102.p1, TCONS_00005952.p1, TCONS_00012680.p1, TCONS_00034474.p1	NEMVE01527, NEMVE10894
OG0000145	TCONS_00014264.p1, TCONS_00052919.p1	NEMVE10893, NEMVE01087
OG0000146	TCONS_00046353.p1	NEMVE12333, NEMVE07870
OG0000147	TCONS_00050037.p1	NEMVE01930
OG0000147	TCONS_00016785.p1	NEMVE13815
OG0000147	TCONS_00014779.p1	NEMVE14266
OG0000147	TCONS_00002531.p1	NEMVE15010
OG0000147	TCONS_00009521.p1	NEMVE01973
OG0000148	TCONS_00049717.p1, TCONS_00049713.p1	NEMVE23582, NEMVE05630
OG0000149	TCONS_00032530.p1	NEMVE02950, NEMVE00060, NEMVE07321
OG0000149	TCONS_00029992.p1, TCONS_00029991.p1	NEMVE07677, NEMVE25205, NEMVE08546, NEMVE17187, NEMVE14399, NEMVE02954
OG0000151	TCONS_00016209.p1	NEMVE14638
OG0000151	TCONS_00019282.p1	NEMVE16753, NEMVE04801, NEMVE16934, NEMVE04750, NEMVE14329
OG0000151	TCONS_00015033.p1	NEMVE23696
OG0000152	TCONS_00009060.p1, TCONS_00052359.p1, TCONS_00052360.p1, TCONS_00028374.p1, TCONS_00032205.p1, TCONS_00050502.p1, TCONS_00035172.p1, TCONS_00037959.p1, TCONS_00035404.p1, TCONS_00030783.p1, TCONS_00034841.p1, TCONS_00011011.p1, TCONS_00032368.p1, TCONS_00003374.p1, TCONS_00052415.p1, TCONS_00011009.p1, TCONS_00044574.p1, TCONS_00035608.p1, TCONS_00041177.p1, TCONS_00022100.p1, TCONS_00021106.p1, TCONS_00037676.p1, TCONS_00047395.p1, TCONS_00050503.p1	NEMVE20086, NEMVE16527, NEMVE16528
OG0000154	TCONS_00000832.p1, TCONS_00000831.p1	NEMVE14154, NEMVE10510
OG0000154	TCONS_00053669.p1, TCONS_00053668.p1, TCONS_00053624.p1, TCONS_00051508.p1, TCONS_00051510.p1, TCONS_00051509.p2	NEMVE09598, NEMVE11530, NEMVE08339, NEMVE07758, NEMVE11447, NEMVE11528, NEMVE08319, NEMVE07741, NEMVE25217, NEMVE12188, NEMVE11531, NEMVE11529, NEMVE11532, NEMVE11533, NEMVE08340, NEMVE08323, NEMVE11982, NEMVE09793, NEMVE05518, NEMVE09789
OG0000155	TCONS_00044988.p1	NEMVE19985, NEMVE14842
OG0000157	TCONS_00032491.p1	NEMVE24250
OG0000157	TCONS_00048916.p1	NEMVE14302
OG0000157	TCONS_00008683.p1	NEMVE22690
OG0000158	TCONS_00046407.p1	NEMVE19203, NEMVE24928
OG0000159	TCONS_00018160.p1, TCONS_00017948.p1	NEMVE15043, NEMVE07490, NEMVE20974, NEMVE03468, NEMVE06600
OG0000159	TCONS_00014999.p1	NEMVE15373, NEMVE08424, NEMVE15992, NEMVE05165, NEMVE03182, NEMVE02495, NEMVE09227
OG0000159	TCONS_00052198.p1	NEMVE08562
OG0000160	TCONS_00049502.p1, TCONS_00049500.p1, TCONS_00049499.p1	NEMVE02932, NEMVE13008, NEMVE08785
OG0000160	TCONS_00030030.p1, TCONS_00030031.p1, TCONS_00030037.p1, TCONS_00030036.p1, TCONS_00018408.p1, TCONS_00018422.p1, TCONS_00018553.p1	NEMVE13435, NEMVE07078, NEMVE05120
OG0000160	TCONS_00029348.p1, TCONS_00004928.p1	NEMVE14840, NEMVE11396, NEMVE00322, NEMVE10352, NEMVE08354, NEMVE16396
OG0000161	TCONS_00033292.p1	NEMVE19314, NEMVE09193
OG0000161	TCONS_00002799.p1	NEMVE09411, NEMVE02492, NEMVE08419, NEMVE03574, NEMVE03133
OG0000161	TCONS_00027357.p1	NEMVE02437, NEMVE02489, NEMVE06589, NEMVE03073
OG0000161	TCONS_00051706.p1	NEMVE12640, NEMVE03567, NEMVE05996, NEMVE02490, NEMVE12054, NEMVE16924, NEMVE02493, NEMVE02418, NEMVE03573, NEMVE03283, NEMVE07466, NEMVE02547, NEMVE06370, NEMVE17438, NEMVE03571, NEMVE11388, NEMVE16734
OG0000163	TCONS_00010553.p1, TCONS_00038291.p1, TCONS_00014243.p1, TCONS_00022593.p1	NEMVE16077, NEMVE20049, NEMVE20746, NEMVE21312, NEMVE20239, NEMVE23284
OG0000163	TCONS_00013883.p1, TCONS_00012644.p1, TCONS_00013888.p1, TCONS_00013889.p1	NEMVE23040, NEMVE12529, NEMVE24450
OG0000163	TCONS_00019995.p1, TCONS_00019992.p1	NEMVE12704, NEMVE13131
OG0000164	TCONS_00028348.p1	NEMVE18535
OG0000165	TCONS_00027199.p1, TCONS_00027206.p1, TCONS_00027200.p1, TCONS_00027207.p1	NEMVE25485, NEMVE18159
OG0000165	TCONS_00034847.p1	NEMVE15213
OG0000166	TCONS_00044259.p1, TCONS_00007893.p1	NEMVE13422, NEMVE21827
OG0000166	TCONS_00056720.p1, TCONS_00000300.p1, TCONS_00044261.p1, TCONS_00044262.p1, TCONS_00044263.p1, TCONS_00044260.p1, TCONS_00004760.p1, TCONS_00036260.p1, TCONS_00017060.p1, TCONS_00035927.p1	NEMVE03435, NEMVE02015, NEMVE05833
OG0000168	TCONS_00026213.p1, TCONS_00026214.p1, TCONS_00033109.p1, TCONS_00033084.p1, TCONS_00020176.p1, TCONS_00020179.p1, TCONS_00019314.p1, TCONS_00019413.p1, TCONS_00019288.p1, TCONS_00019111.p1	NEMVE10579
OG0000168	TCONS_00054242.p1	NEMVE11950, NEMVE10581, NEMVE12729, NEMVE21914, NEMVE11814
OG0000169	TCONS_00055516.p1	NEMVE20740
OG0000169	TCONS_00043549.p1	NEMVE19096
OG0000171	TCONS_00004994.p1	NEMVE02961
OG0000171	TCONS_00030867.p1	NEMVE13315
OG0000172	TCONS_00023066.p1, TCONS_00023061.p1, TCONS_00023098.p1, TCONS_00023099.p1, TCONS_00023063.p1, TCONS_00023102.p1, TCONS_00023065.p1, TCONS_00023100.p1, TCONS_00023068.p1, TCONS_00009964.p1, TCONS_00009965.p1, TCONS_00009961.p1, TCONS_00009963.p1, TCONS_00013069.p1, TCONS_00013072.p1, TCONS_00013073.p1, TCONS_00013070.p1, TCONS_00014221.p1, TCONS_00013074.p1, TCONS_00025615.p1, TCONS_00025613.p1, TCONS_00024033.p1, TCONS_00024038.p1, TCONS_00024032.p1, TCONS_00024039.p1, TCONS_00024041.p1, TCONS_00024027.p1, TCONS_00014614.p1, TCONS_00014615.p1, TCONS_00024026.p1, TCONS_00024025.p1, TCONS_00024040.p1, TCONS_00024030.p1, TCONS_00024029.p1	NEMVE05118, NEMVE09588, NEMVE07313, NEMVE14659, NEMVE07863, NEMVE14236, NEMVE11433
OG0000173	TCONS_00050113.p1, TCONS_00001427.p1	NEMVE17194
OG0000173	TCONS_00050114.p1	NEMVE14093, NEMVE11931, NEMVE01064, NEMVE10209, NEMVE00927, NEMVE22389
OG0000174	TCONS_00049340.p1, TCONS_00055928.p1, TCONS_00007699.p1, TCONS_00009494.p1, TCONS_00020943.p1, TCONS_00057228.p1, TCONS_00057227.p1	NEMVE06968, NEMVE04933
OG0000174	TCONS_00056950.p1, TCONS_00032732.p1, TCONS_00032713.p1, TCONS_00032733.p1	NEMVE06155
OG0000175	TCONS_00017269.p1, TCONS_00017270.p1	NEMVE08062
OG0000175	TCONS_00017185.p1	NEMVE00450, NEMVE15112
OG0000178	TCONS_00043887.p1, TCONS_00054954.p1, TCONS_00054956.p1, TCONS_00054955.p1, TCONS_00043219.p1, TCONS_00021749.p1, TCONS_00022858.p1, TCONS_00002039.p1, TCONS_00053748.p1, TCONS_00032854.p1, TCONS_00033302.p1, TCONS_00033307.p1, TCONS_00040710.p1, TCONS_00040713.p1, TCONS_00040711.p1, TCONS_00040716.p1, TCONS_00040705.p1, TCONS_00052319.p1, TCONS_00012922.p1, TCONS_00033911.p1, TCONS_00052326.p1, TCONS_00002558.p1, TCONS_00033277.p1, TCONS_00032857.p1, TCONS_00032861.p1, TCONS_00032862.p1, TCONS_00012338.p1, TCONS_00005278.p1, TCONS_00006497.p1, TCONS_00006496.p1, TCONS_00022529.p1, TCONS_00022196.p1, TCONS_00033737.p3, TCONS_00032868.p1, TCONS_00003215.p1, TCONS_00003331.p1	NEMVE02501, NEMVE02145, NEMVE01105, NEMVE02624, NEMVE10319, NEMVE08873
OG0000179	TCONS_00029363.p1	NEMVE18776
OG0000179	TCONS_00043115.p1	NEMVE07348
OG0000179	TCONS_00019355.p1	NEMVE15362
OG0000180	TCONS_00050794.p1, TCONS_00051385.p1, TCONS_00051384.p1	NEMVE02157, NEMVE09778
OG0000181	TCONS_00055710.p1	NEMVE24124
OG0000181	TCONS_00049665.p1	NEMVE23021
OG0000181	TCONS_00025678.p1	NEMVE13840, NEMVE02915
OG0000181	TCONS_00054994.p1	NEMVE13666, NEMVE22609
OG0000182	TCONS_00037266.p1	NEMVE03241, NEMVE17401
OG0000182	TCONS_00007000.p1	NEMVE19657, NEMVE19159, NEMVE17733
OG0000182	TCONS_00039398.p1, TCONS_00049851.p1, TCONS_00000096.p1	NEMVE18793
OG0000183	TCONS_00017266.p1	NEMVE11293
OG0000183	TCONS_00040868.p1	NEMVE10854
OG0000184	TCONS_00016263.p1, TCONS_00016258.p1, TCONS_00016260.p1, TCONS_00016230.p1, TCONS_00016234.p1, TCONS_00016229.p1, TCONS_00016266.p1, TCONS_00040794.p1, TCONS_00016262.p1	NEMVE14657, NEMVE21989
OG0000185	TCONS_00056723.p1	NEMVE22342
OG0000185	TCONS_00008087.p1, TCONS_00017446.p1	NEMVE24028
OG0000186	TCONS_00045212.p1, TCONS_00046299.p1	NEMVE18157
OG0000186	TCONS_00021431.p1	NEMVE14805
OG0000186	TCONS_00021410.p1	NEMVE05720
OG0000186	TCONS_00021427.p1	NEMVE13342
OG0000188	TCONS_00048215.p1, TCONS_00022624.p1	NEMVE06434
OG0000188	TCONS_00022626.p1	NEMVE10334, NEMVE09934
OG0000188	TCONS_00028028.p1, TCONS_00018395.p1	NEMVE25322
OG0000188	TCONS_00031463.p1	NEMVE13624
OG0000188	TCONS_00013556.p1, TCONS_00012513.p1, TCONS_00022870.p1	NEMVE06764
OG0000191	TCONS_00008043.p1, TCONS_00008037.p1, TCONS_00008040.p1	NEMVE17726, NEMVE15352, NEMVE18283
OG0000192	TCONS_00053851.p1, TCONS_00052839.p1	NEMVE05593
OG0000192	TCONS_00016580.p1	NEMVE13792
OG0000192	TCONS_00052840.p1	NEMVE08395
OG0000192	TCONS_00007537.p1, TCONS_00007532.p1, TCONS_00051737.p1	NEMVE04958
OG0000192	TCONS_00014353.p1	NEMVE01940
OG0000193	TCONS_00009428.p1, TCONS_00053376.p1, TCONS_00054353.p1, TCONS_00041560.p1	NEMVE10259, NEMVE11693, NEMVE07643
OG0000194	TCONS_00054475.p1, TCONS_00054473.p1, TCONS_00054478.p1, TCONS_00054479.p1, TCONS_00022202.p1	NEMVE11646, NEMVE08721
OG0000195	TCONS_00022853.p1, TCONS_00022924.p1, TCONS_00022472.p1	NEMVE15098
OG0000196	TCONS_00050393.p1, TCONS_00035649.p1, TCONS_00037048.p1, TCONS_00022005.p1, TCONS_00005864.p1, TCONS_00034842.p1, TCONS_00038859.p1, TCONS_00051264.p1, TCONS_00035648.p1, TCONS_00035870.p1, TCONS_00023390.p1, TCONS_00034843.p1, TCONS_00014618.p1, TCONS_00008556.p1, TCONS_00033104.p1, TCONS_00036280.p1, TCONS_00008555.p1, TCONS_00020976.p1, TCONS_00024512.p1, TCONS_00014617.p1, TCONS_00051794.p1, TCONS_00030022.p1, TCONS_00057225.p1, TCONS_00038418.p1, TCONS_00032253.p1, TCONS_00034819.p1, TCONS_00033230.p1, TCONS_00004392.p1, TCONS_00009072.p1, TCONS_00035623.p1, TCONS_00035622.p1, TCONS_00054821.p1, TCONS_00009071.p1	NEMVE18956, NEMVE18955
OG0000198	TCONS_00019064.p1, TCONS_00019951.p1, TCONS_00019952.p1	NEMVE07729
OG0000198	TCONS_00037793.p1, TCONS_00037807.p1, TCONS_00037809.p1, TCONS_00036237.p1	NEMVE07733, NEMVE07625, NEMVE25321, NEMVE08286
OG0000200	TCONS_00022565.p1, TCONS_00043876.p1, TCONS_00043877.p1, TCONS_00043881.p1, TCONS_00043878.p1, TCONS_00021598.p1	NEMVE14737, NEMVE09501, NEMVE00651, NEMVE21943
OG0000201	TCONS_00006002.p1	NEMVE09097
OG0000201	TCONS_00006848.p1	NEMVE18189, NEMVE09350
OG0000202	TCONS_00056826.p1, TCONS_00056864.p1	NEMVE18137, NEMVE01256
OG0000203	TCONS_00031374.p1	NEMVE25285
OG0000203	TCONS_00018009.p1	NEMVE01883
OG0000203	TCONS_00051437.p1	NEMVE13514, NEMVE23942, NEMVE06833, NEMVE16297, NEMVE03834
OG0000204	TCONS_00051137.p1	NEMVE04586, NEMVE13063
OG0000204	TCONS_00038184.p1	NEMVE01481, NEMVE01283, NEMVE05134, NEMVE01962, NEMVE13202, NEMVE01981
OG0000205	TCONS_00011551.p1	NEMVE09132
OG0000205	TCONS_00002780.p1, TCONS_00057261.p1	NEMVE05941
OG0000205	TCONS_00034971.p1, TCONS_00013738.p1, TCONS_00057258.p1	NEMVE22488, NEMVE07344, NEMVE13282, NEMVE02003, NEMVE05573
OG0000206	TCONS_00050457.p1	NEMVE15380, NEMVE22829, NEMVE18059, NEMVE24977, NEMVE24978, NEMVE11639
OG0000206	TCONS_00028561.p1, TCONS_00028562.p1, TCONS_00028563.p1	NEMVE21113, NEMVE16454, NEMVE18477, NEMVE20414, NEMVE19818, NEMVE17868
OG0000207	TCONS_00008213.p1	NEMVE14338, NEMVE18126
OG0000208	TCONS_00043713.p1, TCONS_00043906.p1, TCONS_00043897.p1, TCONS_00043898.p1, TCONS_00043907.p1, TCONS_00043895.p1, TCONS_00043905.p1, TCONS_00043912.p1, TCONS_00043911.p1, TCONS_00042651.p1, TCONS_00043627.p1, TCONS_00043652.p1, TCONS_00043653.p1, TCONS_00042650.p1, TCONS_00043626.p1, TCONS_00042215.p1, TCONS_00043714.p1, TCONS_00053956.p1, TCONS_00006493.p1, TCONS_00006492.p1, TCONS_00006491.p1	NEMVE01513, NEMVE06396
OG0000209	TCONS_00019080.p1	NEMVE04733
OG0000209	TCONS_00001370.p1	NEMVE05512, NEMVE11014
OG0000210	TCONS_00052900.p1	NEMVE14502
OG0000210	TCONS_00052893.p1	NEMVE11654, NEMVE10235
OG0000210	TCONS_00020245.p1	NEMVE04625, NEMVE16029
OG0000210	TCONS_00032506.p1	NEMVE04358, NEMVE23622, NEMVE09755
OG0000210	TCONS_00054361.p1	NEMVE10240, NEMVE03300, NEMVE05624
OG0000210	TCONS_00021209.p1	NEMVE08730
OG0000211	TCONS_00040533.p1	NEMVE13306
OG0000211	TCONS_00000780.p1	NEMVE20025
OG0000211	TCONS_00010951.p1	NEMVE08412
OG0000211	TCONS_00028192.p1	NEMVE13225
OG0000211	TCONS_00028766.p1	NEMVE22330, NEMVE12945
OG0000211	TCONS_00029746.p1	NEMVE10733
OG0000214	TCONS_00018886.p1, TCONS_00056061.p1, TCONS_00037111.p1, TCONS_00037124.p1, TCONS_00000109.p1, TCONS_00044640.p1	NEMVE19275
OG0000214	TCONS_00030682.p1, TCONS_00018887.p1, TCONS_00027709.p1, TCONS_00009417.p1, TCONS_00056062.p1, TCONS_00045606.p2, TCONS_00038487.p1, TCONS_00013733.p1, TCONS_00053598.p1, TCONS_00037302.p1, TCONS_00056067.p1, TCONS_00027850.p1, TCONS_00027760.p1, TCONS_00031936.p1, TCONS_00004542.p1, TCONS_00016829.p1, TCONS_00041835.p1, TCONS_00053994.p1, TCONS_00027761.p1, TCONS_00019779.p1, TCONS_00055032.p2, TCONS_00033412.p1, TCONS_00043612.p1, TCONS_00004338.p1, TCONS_00053604.p1, TCONS_00009413.p1, TCONS_00004512.p1, TCONS_00043941.p1, TCONS_00002182.p1, TCONS_00031500.p1, TCONS_00033271.p1, TCONS_00000773.p1, TCONS_00005774.p1, TCONS_00044670.p1, TCONS_00033270.p1, TCONS_00031499.p1, TCONS_00002020.p1, TCONS_00045879.p1, TCONS_00032656.p1, TCONS_00029882.p1, TCONS_00032036.p1, TCONS_00021486.p1, TCONS_00043045.p1, TCONS_00009394.p1, TCONS_00044739.p1, TCONS_00038915.p1, TCONS_00045701.p1, TCONS_00033413.p1, TCONS_00032178.p1, TCONS_00037112.p1, TCONS_00003299.p1, TCONS_00021487.p1, TCONS_00030187.p1, TCONS_00053577.p1, TCONS_00012477.p1	NEMVE18074, NEMVE19863, NEMVE25733
OG0000215	TCONS_00056058.p1, TCONS_00057218.p1	NEMVE19943
OG0000215	TCONS_00010659.p1, TCONS_00010655.p1, TCONS_00036157.p1, TCONS_00036161.p1, TCONS_00036163.p1, TCONS_00036158.p1, TCONS_00036162.p1, TCONS_00013631.p1, TCONS_00013633.p1, TCONS_00013629.p1, TCONS_00013628.p1, TCONS_00013634.p1, TCONS_00013637.p1, TCONS_00013630.p1, TCONS_00027345.p1	NEMVE04743, NEMVE04797, NEMVE13107, NEMVE04974, NEMVE15330, NEMVE04914, NEMVE14567, NEMVE13500
OG0000216	TCONS_00014115.p1, TCONS_00014116.p1, TCONS_00056095.p1	NEMVE23655
OG0000218	TCONS_00020361.p1, TCONS_00020359.p1, TCONS_00020360.p1	NEMVE06667, NEMVE11926
OG0000218	TCONS_00031236.p1, TCONS_00030350.p1, TCONS_00008329.p1, TCONS_00031233.p1, TCONS_00005607.p1, TCONS_00005606.p1, TCONS_00020097.p1, TCONS_00002827.p1	NEMVE02677
OG0000219	TCONS_00032554.p1, TCONS_00032553.p1, TCONS_00032555.p1, TCONS_00032570.p1, TCONS_00019208.p1, TCONS_00018923.p1, TCONS_00020158.p1, TCONS_00020153.p1, TCONS_00020325.p1, TCONS_00020155.p1, TCONS_00019079.p1, TCONS_00019086.p1, TCONS_00019073.p1, TCONS_00019074.p1, TCONS_00039152.p1, TCONS_00039101.p1, TCONS_00039119.p1	NEMVE04554, NEMVE04602
OG0000220	TCONS_00031224.p1	NEMVE15160
OG0000220	TCONS_00028872.p1, TCONS_00031182.p1, TCONS_00031209.p1, TCONS_00030118.p1, TCONS_00030106.p1, TCONS_00030107.p1, TCONS_00030119.p1, TCONS_00030104.p1, TCONS_00030114.p1	NEMVE11667, NEMVE10818
OG0000221	TCONS_00051482.p1	NEMVE01044, NEMVE13312
OG0000221	TCONS_00015523.p1	NEMVE05724
OG0000222	TCONS_00029101.p1	NEMVE01838
OG0000223	TCONS_00026632.p1	NEMVE02962, NEMVE02939, NEMVE11970, NEMVE03410, NEMVE20736, NEMVE06873, NEMVE20688
OG0000223	TCONS_00045866.p1, TCONS_00044773.p1	NEMVE05418
OG0000223	TCONS_00026631.p1	NEMVE21368, NEMVE09090
OG0000225	TCONS_00048759.p1, TCONS_00049310.p1, TCONS_00049308.p1, TCONS_00048761.p1, TCONS_00047386.p1	NEMVE22802, NEMVE01960
OG0000226	TCONS_00012426.p1, TCONS_00012423.p1	NEMVE10381
OG0000226	TCONS_00037912.p1, TCONS_00037960.p1, TCONS_00010603.p1	NEMVE25655
OG0000227	TCONS_00055571.p1	NEMVE09031
OG0000227	TCONS_00003628.p1	NEMVE07017, NEMVE03569
OG0000227	TCONS_00003624.p1	NEMVE03503
OG0000228	TCONS_00006106.p1, TCONS_00007455.p1, TCONS_00006730.p1	NEMVE18402, NEMVE24491
OG0000229	TCONS_00025284.p1, TCONS_00047417.p1, TCONS_00025283.p1, TCONS_00025285.p1, TCONS_00025299.p1, TCONS_00023882.p1, TCONS_00025301.p1, TCONS_00025286.p1, TCONS_00025282.p1, TCONS_00015393.p1, TCONS_00023370.p1, TCONS_00023406.p1, TCONS_00023867.p1, TCONS_00023871.p1, TCONS_00025281.p1, TCONS_00054421.p1	NEMVE15066, NEMVE11440, NEMVE07740, NEMVE17626, NEMVE18164, NEMVE17629
OG0000230	TCONS_00045017.p1, TCONS_00049834.p1	NEMVE08205
OG0000230	TCONS_00023886.p1, TCONS_00023904.p1, TCONS_00046346.p1, TCONS_00046345.p1, TCONS_00046350.p1, TCONS_00045251.p1, TCONS_00045255.p1	NEMVE02989, NEMVE11521, NEMVE07243
OG0000231	TCONS_00009620.p1, TCONS_00009622.p1	NEMVE04806
OG0000231	TCONS_00043985.p1	NEMVE09601, NEMVE01545, NEMVE09855
OG0000231	TCONS_00006204.p1	NEMVE01497
OG0000232	TCONS_00013208.p1	NEMVE08538, NEMVE03264, NEMVE08547, NEMVE07850, NEMVE07851, NEMVE07839, NEMVE07848, NEMVE07844, NEMVE02637, NEMVE03102, NEMVE03050, NEMVE05023, NEMVE00063, NEMVE16912, NEMVE00271
OG0000232	TCONS_00017123.p1, TCONS_00017130.p1	NEMVE22092
OG0000233	TCONS_00040520.p1	NEMVE19933, NEMVE23674, NEMVE17770, NEMVE07293
OG0000233	TCONS_00016132.p1	NEMVE22062, NEMVE09623, NEMVE15678, NEMVE12114
OG0000233	TCONS_00015040.p1, TCONS_00015041.p1	NEMVE05033, NEMVE16788, NEMVE03178, NEMVE08203, NEMVE11146, NEMVE22314, NEMVE14327, NEMVE05004, NEMVE15261, NEMVE18597, NEMVE10949, NEMVE08984, NEMVE03253, NEMVE09878, NEMVE03750, NEMVE04925, NEMVE09883
OG0000234	TCONS_00019067.p1, TCONS_00036893.p1	NEMVE11754, NEMVE21946, NEMVE11372
OG0000235	TCONS_00007667.p1, TCONS_00007666.p1, TCONS_00008045.p1, TCONS_00008047.p1, TCONS_00008044.p1, TCONS_00008995.p1, TCONS_00008046.p1, TCONS_00009249.p1, TCONS_00011152.p1, TCONS_00011151.p1, TCONS_00026367.p1, TCONS_00045192.p1, TCONS_00009826.p1, TCONS_00009825.p1, TCONS_00009829.p1, TCONS_00009828.p1, TCONS_00026366.p1, TCONS_00007960.p1, TCONS_00007962.p1, TCONS_00009172.p1	NEMVE16102, NEMVE05387
OG0000236	TCONS_00014870.p1	NEMVE06799
OG0000236	TCONS_00005536.p1, TCONS_00005541.p1, TCONS_00005535.p1	NEMVE08450
OG0000238	TCONS_00012248.p1, TCONS_00012247.p1, TCONS_00012242.p1, TCONS_00012250.p1	NEMVE12144
OG0000238	TCONS_00016903.p1, TCONS_00016905.p1, TCONS_00017961.p1, TCONS_00008771.p1, TCONS_00008905.p1	NEMVE01679, NEMVE14698, NEMVE17148
OG0000239	TCONS_00002904.p1	NEMVE15715
OG0000241	TCONS_00038621.p1, TCONS_00031490.p1, TCONS_00040088.p1, TCONS_00006955.p1	NEMVE18298
OG0000241	TCONS_00002248.p1, TCONS_00043079.p1, TCONS_00034741.p1, TCONS_00037232.p1, TCONS_00015766.p1, TCONS_00012992.p1, TCONS_00049888.p1, TCONS_00007963.p1, TCONS_00041110.p1, TCONS_00042147.p1, TCONS_00015394.p1, TCONS_00017936.p1	NEMVE19553
OG0000242	TCONS_00041151.p1	NEMVE05130
OG0000243	TCONS_00008357.p1, TCONS_00008708.p1, TCONS_00035917.p1	NEMVE11630, NEMVE10740, NEMVE01235
OG0000244	TCONS_00008563.p1, TCONS_00008866.p1, TCONS_00007548.p1, TCONS_00007547.p1, TCONS_00047686.p1	NEMVE23766
OG0000244	TCONS_00007494.p1, TCONS_00007501.p1	NEMVE21797, NEMVE21081, NEMVE13759
OG0000245	TCONS_00013875.p1, TCONS_00013874.p1, TCONS_00013872.p1, TCONS_00013873.p1	NEMVE03065, NEMVE13910, NEMVE06304, NEMVE07204
OG0000246	TCONS_00055969.p1	NEMVE09525, NEMVE24900
OG0000246	TCONS_00000511.p1	NEMVE06591
OG0000247	TCONS_00046846.p1, TCONS_00033071.p1, TCONS_00016761.p1, TCONS_00055628.p1, TCONS_00045462.p1, TCONS_00015560.p1	NEMVE25200
OG0000247	TCONS_00056605.p1	NEMVE18571
OG0000247	TCONS_00034321.p1	NEMVE20310, NEMVE18262
OG0000248	TCONS_00001290.p1, TCONS_00001287.p1	NEMVE14891, NEMVE02087, NEMVE21798, NEMVE14482, NEMVE14458
OG0000250	TCONS_00028853.p1	NEMVE11858
OG0000250	TCONS_00042963.p1	NEMVE10051
OG0000250	TCONS_00024627.p1, TCONS_00023621.p1	NEMVE14142
OG0000251	TCONS_00050196.p1	NEMVE15024
OG0000251	TCONS_00032809.p1	NEMVE21863
