Orthogroup	PFLAV	DANRE
OG0000505	TCONS_00031914.p1	DANRE10178
OG0000508	TCONS_00056880.p1, TCONS_00056893.p1	DANRE03868, DANRE14508, DANRE14509
OG0000508	TCONS_00019601.p1	DANRE41797, DANRE41796, DANRE41798
OG0000510	TCONS_00019767.p1, TCONS_00020826.p1	DANRE29015, DANRE29016, DANRE23929, DANRE24614, DANRE24613, DANRE33900, DANRE33901, DANRE00308, DANRE16489, DANRE06484, DANRE06483
OG0000514	TCONS_00013334.p1	DANRE09989, DANRE35445, DANRE29427, DANRE29426, DANRE29431, DANRE29430, DANRE29429, DANRE28744, DANRE04023, DANRE04024, DANRE04022, DANRE28743, DANRE28742, DANRE29428
OG0000515	TCONS_00037550.p1	DANRE03235, DANRE03236
OG0000516	TCONS_00008150.p1	DANRE37175, DANRE01104, DANRE01105, DANRE08144
OG0000516	TCONS_00009366.p1	DANRE26283, DANRE26284
OG0000519	TCONS_00005130.p1	DANRE01551, DANRE33550, DANRE01552
OG0000520	TCONS_00004595.p1	DANRE01444, DANRE01443, DANRE01442, DANRE40706, DANRE29662
OG0000520	TCONS_00035177.p1	DANRE08682, DANRE13991, DANRE08165, DANRE08166
OG0000521	TCONS_00011900.p1, TCONS_00040878.p1	DANRE34387, DANRE34386, DANRE08837, DANRE08836, DANRE08838, DANRE05616, DANRE05617, DANRE02580, DANRE02579, DANRE02578, DANRE02577, DANRE02576, DANRE11262, DANRE11261, DANRE19967, DANRE39243, DANRE39244
OG0000522	TCONS_00019381.p1, TCONS_00019380.p1, TCONS_00025944.p1, TCONS_00025880.p1, TCONS_00056298.p2, TCONS_00027495.p1	DANRE07315, DANRE07316, DANRE07314, DANRE07313, DANRE07311, DANRE07312, DANRE07310, DANRE15867, DANRE15866, DANRE15864, DANRE15869, DANRE15865, DANRE15868
OG0000523	TCONS_00054597.p1	DANRE43295
OG0000524	TCONS_00030250.p1	DANRE04953, DANRE04954
OG0000525	TCONS_00016658.p1	DANRE27465, DANRE34311
OG0000525	TCONS_00013078.p1	DANRE36178, DANRE37919, DANRE37918, DANRE24803, DANRE36177, DANRE29333
OG0000526	TCONS_00041894.p1, TCONS_00042136.p1, TCONS_00043491.p1, TCONS_00015113.p1, TCONS_00042832.p1	DANRE04464, DANRE16744
OG0000527	TCONS_00017774.p1	DANRE28026, DANRE28029, DANRE28025, DANRE28024, DANRE21774, DANRE21773, DANRE21772, DANRE28027, DANRE30267, DANRE17202
OG0000527	TCONS_00017773.p1	DANRE35189, DANRE35188, DANRE19154, DANRE19156, DANRE19155
OG0000528	TCONS_00011667.p1	DANRE11572, DANRE11573, DANRE08361, DANRE08362, DANRE37792, DANRE37793, DANRE37794
OG0000529	TCONS_00014944.p1	DANRE17658, DANRE17657, DANRE17656
OG0000529	TCONS_00025454.p1	DANRE00162, DANRE34045
OG0000529	TCONS_00051513.p1	DANRE14000, DANRE09212, DANRE00742, DANRE02792, DANRE02793
OG0000530	TCONS_00054317.p1	DANRE26826, DANRE27113, DANRE02134, DANRE00409, DANRE24563, DANRE26825, DANRE24562
OG0000531	TCONS_00019301.p1	DANRE26591, DANRE26590, DANRE23889, DANRE41756, DANRE41751, DANRE41754, DANRE41755, DANRE41753, DANRE41752, DANRE35724, DANRE35721, DANRE35723, DANRE35725, DANRE35722, DANRE35726, DANRE35727
OG0000533	TCONS_00043637.p1, TCONS_00043607.p1, TCONS_00043636.p1, TCONS_00043608.p1, TCONS_00043633.p1, TCONS_00043606.p1, TCONS_00043635.p1	DANRE07787, DANRE07786, DANRE41379
OG0000534	TCONS_00056562.p1	DANRE41516, DANRE41515, DANRE41513, DANRE35861, DANRE41514, DANRE23039, DANRE35863, DANRE35862, DANRE23037, DANRE23038, DANRE24707, DANRE24706, DANRE29924
OG0000535	TCONS_00017649.p1, TCONS_00017615.p1, TCONS_00018400.p1, TCONS_00017619.p1, TCONS_00017655.p1, TCONS_00017650.p1, TCONS_00017616.p1, TCONS_00018399.p1, TCONS_00017019.p1, TCONS_00017021.p1, TCONS_00017017.p1	DANRE20157, DANRE20158, DANRE06031, DANRE06033, DANRE06032, DANRE22311, DANRE22312, DANRE22313, DANRE15667, DANRE15668
OG0000537	TCONS_00021934.p1	DANRE38989, DANRE38988, DANRE41614, DANRE41613, DANRE08646, DANRE08648, DANRE08647
OG0000537	TCONS_00020895.p1	DANRE08649, DANRE38991, DANRE38990, DANRE38992, DANRE41611, DANRE41612
OG0000538	TCONS_00057157.p1	DANRE42160, DANRE37095, DANRE29198, DANRE03222, DANRE03824, DANRE27952, DANRE27950, DANRE27949, DANRE27951, DANRE03823, DANRE03821, DANRE03822
OG0000539	TCONS_00052835.p1, TCONS_00018008.p1, TCONS_00033489.p1, TCONS_00043510.p1, TCONS_00043508.p1, TCONS_00043509.p1, TCONS_00043512.p1, TCONS_00032536.p1, TCONS_00037601.p1, TCONS_00037602.p1, TCONS_00043206.p1, TCONS_00042619.p1, TCONS_00042621.p1, TCONS_00027120.p1, TCONS_00049699.p1, TCONS_00030132.p1, TCONS_00004873.p1, TCONS_00040997.p1, TCONS_00040982.p1, TCONS_00040990.p1, TCONS_00041003.p1, TCONS_00040989.p1, TCONS_00040988.p1, TCONS_00041002.p1	DANRE02013
OG0000542	TCONS_00031702.p1	DANRE14981, DANRE14980
OG0000542	TCONS_00043042.p1	DANRE08552, DANRE01087, DANRE01089
OG0000544	TCONS_00042715.p1	DANRE08538, DANRE08537, DANRE00847, DANRE00846, DANRE00848, DANRE00845, DANRE16215
OG0000544	TCONS_00030309.p1	DANRE34532, DANRE34530, DANRE34533, DANRE34531
OG0000545	TCONS_00011122.p1	DANRE11520
OG0000545	TCONS_00010058.p1	DANRE02906, DANRE02907, DANRE34438, DANRE34437, DANRE34436, DANRE34439, DANRE11738, DANRE13378, DANRE13377
OG0000546	TCONS_00008901.p1, TCONS_00007684.p1, TCONS_00054150.p1, TCONS_00054189.p1, TCONS_00007686.p1	DANRE16759, DANRE27125, DANRE25021, DANRE25022
OG0000547	TCONS_00053220.p1	DANRE39730
OG0000547	TCONS_00048685.p1	DANRE22078, DANRE22082, DANRE22081, DANRE22080, DANRE22079, DANRE39729, DANRE39728, DANRE39727, DANRE22077, DANRE22076
OG0000548	TCONS_00026417.p1	DANRE06455, DANRE19625, DANRE40865, DANRE22043
OG0000548	TCONS_00011838.p1	DANRE18865
OG0000548	TCONS_00049725.p1	DANRE01597, DANRE01599, DANRE01598, DANRE25568
OG0000551	TCONS_00046148.p1	DANRE41282
OG0000552	TCONS_00051707.p1	DANRE01503
OG0000552	TCONS_00043405.p1	DANRE06064
OG0000553	TCONS_00048336.p1	DANRE21288, DANRE20656, DANRE31268
OG0000553	TCONS_00035272.p2, TCONS_00034957.p2	DANRE00920, DANRE00921, DANRE34994, DANRE09706
OG0000553	TCONS_00013171.p1	DANRE29057, DANRE03068
OG0000554	TCONS_00054892.p1	DANRE10367, DANRE10368, DANRE30642, DANRE04185, DANRE20459, DANRE15662, DANRE00589, DANRE04187, DANRE04188, DANRE04184, DANRE20458, DANRE30641, DANRE11706, DANRE11705, DANRE04186
OG0000560	TCONS_00050536.p1, TCONS_00050533.p1, TCONS_00010531.p1, TCONS_00012199.p1, TCONS_00010924.p1, TCONS_00003272.p1, TCONS_00051476.p1	DANRE03304, DANRE11206
OG0000561	TCONS_00011481.p1, TCONS_00011480.p1	DANRE18926, DANRE18925, DANRE18927, DANRE10686, DANRE10685
OG0000561	TCONS_00005060.p1, TCONS_00006305.p1	DANRE18929, DANRE35309, DANRE06689
OG0000564	TCONS_00010212.p1	DANRE34378, DANRE34377, DANRE08076, DANRE16838, DANRE16839, DANRE16840, DANRE04604, DANRE18044
OG0000564	TCONS_00009860.p1	DANRE05546, DANRE17800, DANRE17802, DANRE17801, DANRE05570, DANRE16718, DANRE16717
OG0000565	TCONS_00015264.p1, TCONS_00015263.p1, TCONS_00015261.p1, TCONS_00015265.p1, TCONS_00015272.p1, TCONS_00015266.p1, TCONS_00015267.p1, TCONS_00015270.p1, TCONS_00016348.p1, TCONS_00016346.p1, TCONS_00016347.p1, TCONS_00016344.p1, TCONS_00016345.p1, TCONS_00015274.p1, TCONS_00015821.p1, TCONS_00015820.p1, TCONS_00015823.p1	DANRE09696, DANRE09695, DANRE09693, DANRE09692, DANRE09697
OG0000566	TCONS_00032759.p1	DANRE13203
OG0000566	TCONS_00032760.p1	DANRE21692
OG0000566	TCONS_00020313.p1	DANRE25108
OG0000566	TCONS_00006656.p1	DANRE33333, DANRE33334
OG0000567	TCONS_00029665.p1, TCONS_00028027.p1	DANRE37645, DANRE43387
OG0000570	TCONS_00047873.p1, TCONS_00047871.p1	DANRE43359, DANRE30386, DANRE30385, DANRE04065, DANRE01649, DANRE01650, DANRE01648
OG0000572	TCONS_00003540.p1	DANRE03776, DANRE03775, DANRE03774, DANRE11722, DANRE37798, DANRE37797, DANRE37799
OG0000572	TCONS_00051108.p1, TCONS_00051073.p1	DANRE36636, DANRE22951, DANRE22949, DANRE22950
OG0000573	TCONS_00051396.p1	DANRE26429, DANRE36969, DANRE41278, DANRE34489
OG0000573	TCONS_00028054.p1	DANRE13206, DANRE13207, DANRE25110
OG0000574	TCONS_00014265.p1	DANRE28774
OG0000574	TCONS_00014282.p1	DANRE28773, DANRE28771, DANRE28772, DANRE03028
OG0000574	TCONS_00015177.p1	DANRE16551, DANRE16552, DANRE16553
OG0000575	TCONS_00056676.p1, TCONS_00056668.p1	DANRE33983, DANRE33982, DANRE33981, DANRE33980, DANRE33986, DANRE33985, DANRE33984, DANRE00045, DANRE16440, DANRE16435, DANRE16436, DANRE27242, DANRE27243, DANRE27241, DANRE24309, DANRE24311, DANRE24310, DANRE35805
OG0000576	TCONS_00020537.p1	DANRE42659, DANRE42663, DANRE41341, DANRE42662, DANRE42660, DANRE42661, DANRE04947, DANRE41342, DANRE04948, DANRE22099, DANRE22100, DANRE22101
OG0000578	TCONS_00011983.p1	DANRE37784, DANRE37783, DANRE37782, DANRE35561, DANRE35560, DANRE35559, DANRE35558, DANRE17778, DANRE17779, DANRE17777, DANRE05436, DANRE05438, DANRE05439
OG0000579	TCONS_00047924.p1, TCONS_00047936.p1	DANRE25633, DANRE31259, DANRE31258, DANRE31257, DANRE02315, DANRE02313, DANRE02314, DANRE25634, DANRE39934, DANRE01665, DANRE01666, DANRE01664, DANRE01668, DANRE39933, DANRE39930, DANRE39932, DANRE39931, DANRE22831, DANRE22830
OG0000580	TCONS_00036517.p1	DANRE38921, DANRE38923, DANRE38922
OG0000581	TCONS_00010068.p1	DANRE17774, DANRE05449
OG0000581	TCONS_00010067.p1	DANRE04777, DANRE03781, DANRE17773, DANRE05450
OG0000581	TCONS_00011411.p1	DANRE05454
OG0000582	TCONS_00015865.p1	DANRE35656, DANRE35655, DANRE27461, DANRE27462, DANRE39859, DANRE39858, DANRE34307, DANRE34305, DANRE34306, DANRE10407, DANRE10406, DANRE13531, DANRE13529, DANRE13530
OG0000583	TCONS_00000895.p1, TCONS_00000896.p1	DANRE06884, DANRE06885, DANRE00864, DANRE35907, DANRE41539, DANRE41538, DANRE11089, DANRE11090, DANRE13739, DANRE13740, DANRE10062
OG0000584	TCONS_00053742.p1, TCONS_00053894.p1, TCONS_00052779.p1, TCONS_00053893.p1, TCONS_00052780.p1, TCONS_00052781.p1, TCONS_00053892.p1, TCONS_00053891.p1, TCONS_00016434.p1, TCONS_00016431.p1, TCONS_00016445.p1	DANRE26838, DANRE26836, DANRE26837, DANRE24547, DANRE24548, DANRE24549, DANRE24543
OG0000587	TCONS_00022545.p1	DANRE08842, DANRE08843, DANRE28077, DANRE38185, DANRE38186, DANRE38187, DANRE23765, DANRE02066, DANRE02067
OG0000587	TCONS_00010544.p1	DANRE07770
OG0000588	TCONS_00053411.p1	DANRE30123, DANRE16941, DANRE26565, DANRE19175, DANRE34600
OG0000588	TCONS_00001171.p1	DANRE01195, DANRE01197, DANRE01196
OG0000589	TCONS_00023963.p1	DANRE25936, DANRE38708, DANRE38709, DANRE38710, DANRE25938, DANRE25939, DANRE25937, DANRE12338, DANRE31600, DANRE31601, DANRE22454, DANRE37009, DANRE37011, DANRE37012, DANRE37010, DANRE30890, DANRE30889, DANRE25662, DANRE25663, DANRE25664, DANRE25665
OG0000590	TCONS_00002842.p1, TCONS_00002855.p1	DANRE42192, DANRE42191, DANRE42190, DANRE29030, DANRE10504, DANRE10503, DANRE14379, DANRE29029
OG0000590	TCONS_00007322.p1	DANRE28274, DANRE36861
OG0000591	TCONS_00012323.p1	DANRE29995, DANRE15432
OG0000591	TCONS_00022888.p1	DANRE12240, DANRE12241, DANRE12242
OG0000592	TCONS_00015543.p1	DANRE18531
OG0000592	TCONS_00039411.p1, TCONS_00039412.p1, TCONS_00039413.p1, TCONS_00039414.p1	DANRE34487
OG0000593	TCONS_00014283.p1	DANRE30058, DANRE03638, DANRE30338, DANRE02996
OG0000593	TCONS_00008464.p1	DANRE23729, DANRE26181, DANRE12961, DANRE12962, DANRE36390, DANRE36391, DANRE22365, DANRE02411, DANRE02412
OG0000594	TCONS_00048592.p1	DANRE02253, DANRE02252
OG0000597	TCONS_00005133.p1	DANRE37823, DANRE20385, DANRE20386, DANRE20384, DANRE29524, DANRE34209, DANRE33695, DANRE34208
OG0000597	TCONS_00032508.p1	DANRE38490, DANRE38491, DANRE24980, DANRE23651, DANRE23650, DANRE16005, DANRE16004
OG0000600	TCONS_00000259.p1	DANRE15562, DANRE15561, DANRE15563, DANRE15567, DANRE15568, DANRE15565, DANRE22320, DANRE22321, DANRE07160
OG0000602	TCONS_00020864.p1	DANRE06865, DANRE06864, DANRE28060, DANRE28061, DANRE21447, DANRE21448, DANRE15344
OG0000602	TCONS_00021886.p1	DANRE28063, DANRE21449, DANRE05995, DANRE05994, DANRE06863, DANRE42864, DANRE43010, DANRE15343, DANRE15341, DANRE15342
OG0000603	TCONS_00010667.p1	DANRE20006, DANRE20005, DANRE20003, DANRE11131, DANRE11132, DANRE11133, DANRE17469, DANRE17472, DANRE17471, DANRE17473, DANRE17470, DANRE04450, DANRE03756, DANRE03755, DANRE03754
OG0000607	TCONS_00036408.p1	DANRE25098, DANRE36040, DANRE36041, DANRE36039, DANRE31468, DANRE31465, DANRE31464, DANRE31466, DANRE31467, DANRE22466
OG0000608	TCONS_00041690.p1	DANRE29304
OG0000609	TCONS_00009827.p1	DANRE11913, DANRE11914
OG0000609	TCONS_00003985.p1	DANRE21338
OG0000610	TCONS_00029610.p1	DANRE08988, DANRE15837
OG0000610	TCONS_00014966.p1	DANRE26846, DANRE35194, DANRE35195
OG0000611	TCONS_00008633.p1	DANRE38844, DANRE38845, DANRE38847
OG0000612	TCONS_00026134.p1	DANRE39403, DANRE11619, DANRE04246, DANRE04245, DANRE35389
OG0000612	TCONS_00008817.p1	DANRE22364
OG0000613	TCONS_00028346.p1	DANRE34847, DANRE38974
OG0000614	TCONS_00010741.p1	DANRE43105, DANRE43106
OG0000615	TCONS_00021814.p1	DANRE34494, DANRE24463, DANRE41312, DANRE41311, DANRE34490, DANRE34492, DANRE34491, DANRE24462, DANRE27103, DANRE27102, DANRE06330, DANRE06331, DANRE24461
OG0000616	TCONS_00052324.p1, TCONS_00034261.p1	DANRE09788
OG0000616	TCONS_00034263.p1	DANRE08157, DANRE35009, DANRE35008, DANRE37380, DANRE37376, DANRE37378, DANRE37377
OG0000617	TCONS_00049433.p1	DANRE43335, DANRE43336, DANRE43334
OG0000618	TCONS_00000406.p1	DANRE04564, DANRE04563, DANRE04565
OG0000619	TCONS_00020865.p1	DANRE37843, DANRE37844, DANRE37842, DANRE37845, DANRE35821, DANRE35820, DANRE35819, DANRE07556, DANRE07557
OG0000620	TCONS_00029053.p1, TCONS_00029054.p1, TCONS_00029052.p1	DANRE30711, DANRE30712, DANRE30713, DANRE12383
OG0000621	TCONS_00012156.p1, TCONS_00012161.p1, TCONS_00012160.p1, TCONS_00012162.p1	DANRE40323, DANRE24386
OG0000623	TCONS_00045077.p1	DANRE05276
OG0000623	TCONS_00014399.p1	DANRE29318, DANRE29319, DANRE29321, DANRE29320, DANRE29317, DANRE36066, DANRE36067
OG0000624	TCONS_00056401.p1	DANRE29203, DANRE19512, DANRE19513, DANRE34018, DANRE41484, DANRE41483, DANRE41485
OG0000625	TCONS_00040416.p1	DANRE08025, DANRE08024, DANRE08745, DANRE08746, DANRE08747, DANRE08748, DANRE00989, DANRE00990, DANRE08026, DANRE08027
OG0000626	TCONS_00016980.p1	DANRE14703, DANRE14705, DANRE14702, DANRE14704, DANRE18504, DANRE18503, DANRE18506, DANRE18505, DANRE22711, DANRE22715, DANRE22712, DANRE22714, DANRE22709, DANRE22713, DANRE22710, DANRE40308, DANRE40311, DANRE40309, DANRE40310
OG0000627	TCONS_00035285.p1	DANRE01285, DANRE01283, DANRE01284, DANRE13403, DANRE10285, DANRE10284, DANRE24252
OG0000628	TCONS_00000408.p1	DANRE10115, DANRE10116, DANRE02554, DANRE43168, DANRE43169, DANRE10117, DANRE10118
OG0000628	TCONS_00046680.p1	DANRE22397, DANRE22395, DANRE22396, DANRE17350, DANRE17351, DANRE09796, DANRE24904
OG0000629	TCONS_00015400.p1	DANRE01275
OG0000629	TCONS_00037102.p1	DANRE25414, DANRE20655, DANRE20653, DANRE20654, DANRE40223, DANRE40222, DANRE31084, DANRE31085, DANRE31086, DANRE12557
OG0000634	TCONS_00044941.p1, TCONS_00003887.p1, TCONS_00029471.p1, TCONS_00003886.p1	DANRE27842, DANRE27841, DANRE37078, DANRE37077, DANRE37547, DANRE37548
OG0000635	TCONS_00003185.p1, TCONS_00003186.p1, TCONS_00003189.p1, TCONS_00002553.p1	DANRE28867
OG0000636	TCONS_00026316.p1	DANRE03730, DANRE03729, DANRE07041, DANRE07045, DANRE07042, DANRE07043, DANRE07044, DANRE07046, DANRE05815, DANRE05816, DANRE05814, DANRE03924, DANRE03926, DANRE03923
OG0000637	TCONS_00000926.p1	DANRE08344
OG0000637	TCONS_00015012.p1	DANRE35201, DANRE35202, DANRE00403
OG0000637	TCONS_00010073.p1	DANRE30450, DANRE36117
OG0000639	TCONS_00028238.p1	DANRE12180, DANRE19333, DANRE19332
OG0000639	TCONS_00009320.p1	DANRE26025, DANRE26027, DANRE24926, DANRE24925, DANRE24924, DANRE23613, DANRE23612, DANRE37057
OG0000642	TCONS_00030948.p1	DANRE23759, DANRE23758, DANRE23757, DANRE16691, DANRE16692, DANRE04589, DANRE04590, DANRE04591, DANRE15452
OG0000643	TCONS_00054014.p1	DANRE08365, DANRE08366, DANRE11946
OG0000643	TCONS_00005337.p1	DANRE35238, DANRE35237, DANRE01533, DANRE35022, DANRE35026, DANRE35023, DANRE35024
OG0000644	TCONS_00050489.p1, TCONS_00007243.p1, TCONS_00007242.p1, TCONS_00007852.p1, TCONS_00009059.p1, TCONS_00008549.p1, TCONS_00008551.p1, TCONS_00006554.p1	DANRE38078, DANRE04812, DANRE04811, DANRE37041
OG0000645	TCONS_00009435.p1	DANRE38840, DANRE12356
OG0000645	TCONS_00020836.p1	DANRE16501
OG0000646	TCONS_00008685.p1	DANRE38055, DANRE12177, DANRE09022
OG0000647	TCONS_00023134.p1	DANRE16386, DANRE16387, DANRE05385
OG0000647	TCONS_00020958.p1	DANRE42708, DANRE42709, DANRE42707
OG0000648	TCONS_00009291.p1	DANRE23825, DANRE23827
OG0000648	TCONS_00008067.p1	DANRE27007
OG0000649	TCONS_00056979.p1, TCONS_00055726.p1, TCONS_00055727.p1, TCONS_00012037.p1, TCONS_00055655.p1, TCONS_00055728.p1, TCONS_00055725.p1, TCONS_00057271.p1, TCONS_00007234.p1, TCONS_00007197.p1	DANRE36548, DANRE36549, DANRE23157, DANRE23158, DANRE14536, DANRE10469
OG0000651	TCONS_00019574.p1	DANRE23323, DANRE01722, DANRE01723, DANRE01724, DANRE08586, DANRE08587, DANRE42029, DANRE42028, DANRE23324
OG0000654	TCONS_00003642.p1	DANRE22636, DANRE23092, DANRE23093, DANRE39428, DANRE39432, DANRE39427, DANRE39433, DANRE28978, DANRE28980, DANRE28979, DANRE28981, DANRE28976, DANRE28977, DANRE35895, DANRE35897, DANRE35896, DANRE35892, DANRE42543, DANRE42544, DANRE42545
OG0000657	TCONS_00019778.p1	DANRE41216, DANRE41219, DANRE41218, DANRE41217, DANRE38328, DANRE38327
OG0000660	TCONS_00056935.p1	DANRE42701, DANRE37475, DANRE37474
OG0000660	TCONS_00001169.p1	DANRE35327, DANRE07903
OG0000662	TCONS_00025890.p1	DANRE07121, DANRE07120, DANRE07123, DANRE07122
OG0000662	TCONS_00012593.p1	DANRE29859, DANRE29860, DANRE04026, DANRE03635
OG0000664	TCONS_00049409.p1	DANRE39767, DANRE30905, DANRE02763
OG0000664	TCONS_00003405.p1, TCONS_00004385.p1	DANRE35705, DANRE10611, DANRE10610, DANRE10609
OG0000665	TCONS_00028513.p1, TCONS_00028512.p1, TCONS_00029643.p3	DANRE38365, DANRE19520, DANRE34684, DANRE09591, DANRE09590, DANRE13938, DANRE13939, DANRE19399, DANRE19400
OG0000666	TCONS_00049104.p1	DANRE23027
OG0000667	TCONS_00015946.p1, TCONS_00028218.p1, TCONS_00028375.p1, TCONS_00029479.p1, TCONS_00029274.p1, TCONS_00029273.p1, TCONS_00029268.p1, TCONS_00029272.p1, TCONS_00029235.p1, TCONS_00029231.p1, TCONS_00029232.p1, TCONS_00028216.p1, TCONS_00028532.p1, TCONS_00028533.p1, TCONS_00028219.p1, TCONS_00018520.p1, TCONS_00018521.p1, TCONS_00029108.p1, TCONS_00029107.p1, TCONS_00028416.p1, TCONS_00028230.p1	DANRE15620, DANRE15621
OG0000670	TCONS_00022803.p1, TCONS_00022414.p1	DANRE23686, DANRE23689, DANRE23688, DANRE23691, DANRE23690, DANRE34500, DANRE06990, DANRE07638, DANRE26756, DANRE26754, DANRE26757, DANRE26755, DANRE23687, DANRE15554, DANRE36312, DANRE36313
OG0000671	TCONS_00003734.p1, TCONS_00003736.p1, TCONS_00002801.p1	DANRE23020, DANRE22760, DANRE22759, DANRE23021, DANRE31347, DANRE36744, DANRE36710, DANRE36807, DANRE30960, DANRE24990
OG0000672	TCONS_00021249.p1, TCONS_00022408.p1	DANRE26530, DANRE33887, DANRE38205
OG0000672	TCONS_00009740.p1	DANRE02981, DANRE02982
OG0000673	TCONS_00053489.p1, TCONS_00019624.p1, TCONS_00033246.p1, TCONS_00043920.p1, TCONS_00053344.p1, TCONS_00019363.p1, TCONS_00004533.p1, TCONS_00019364.p1, TCONS_00021305.p1, TCONS_00020831.p1	DANRE03399
OG0000674	TCONS_00028994.p1	DANRE09048, DANRE09049, DANRE09050, DANRE09052, DANRE09051, DANRE37577, DANRE37574, DANRE37576, DANRE37575
OG0000674	TCONS_00024122.p1	DANRE12573, DANRE12574, DANRE12575, DANRE39312, DANRE39311, DANRE39310, DANRE39309, DANRE25556
OG0000676	TCONS_00018626.p1	DANRE14726
OG0000676	TCONS_00022372.p1	DANRE26937, DANRE26936, DANRE36241, DANRE20482, DANRE20483, DANRE35813, DANRE35814, DANRE41404
OG0000677	TCONS_00010592.p1, TCONS_00010593.p1, TCONS_00010595.p1	DANRE23080, DANRE23081
OG0000680	TCONS_00045613.p1	DANRE20435, DANRE31089, DANRE31088, DANRE12567
OG0000680	TCONS_00046773.p1, TCONS_00045611.p1, TCONS_00044700.p1	DANRE36591, DANRE36590
OG0000681	TCONS_00042950.p1	DANRE15651, DANRE15652, DANRE07275, DANRE07276, DANRE07154, DANRE07153
OG0000681	TCONS_00023435.p1	DANRE20644, DANRE20643, DANRE25267, DANRE25266
OG0000682	TCONS_00026219.p1, TCONS_00026236.p1, TCONS_00026223.p1, TCONS_00026230.p1, TCONS_00026234.p1, TCONS_00026233.p1, TCONS_00026243.p1, TCONS_00026248.p1, TCONS_00026220.p1	DANRE33564, DANRE33563, DANRE11185, DANRE22049, DANRE22053, DANRE22052, DANRE22051, DANRE22050, DANRE19035, DANRE19036, DANRE19037
OG0000683	TCONS_00022902.p1	DANRE16155
OG0000683	TCONS_00052646.p1	DANRE30129, DANRE16951, DANRE01917, DANRE26336, DANRE26335, DANRE26337, DANRE26338
OG0000684	TCONS_00009346.p1	DANRE41360, DANRE41356, DANRE41361, DANRE28296, DANRE39125
OG0000685	TCONS_00023333.p1, TCONS_00023203.p1	DANRE29493, DANRE29494, DANRE02304, DANRE02303, DANRE02302, DANRE31478, DANRE31477, DANRE31476, DANRE13483
OG0000690	TCONS_00046093.p1	DANRE14634, DANRE14633
OG0000690	TCONS_00001720.p1	DANRE39009, DANRE39006, DANRE39008
OG0000690	TCONS_00053238.p1	DANRE06380, DANRE06379
OG0000691	TCONS_00007126.p1	DANRE27299, DANRE25533
OG0000691	TCONS_00017529.p1	DANRE18108, DANRE18107, DANRE18106, DANRE11469, DANRE14622, DANRE14623, DANRE14624, DANRE23610
OG0000692	TCONS_00052734.p1	DANRE05971
OG0000693	TCONS_00015338.p1	DANRE34293, DANRE34292
OG0000694	TCONS_00014772.p1	DANRE10951, DANRE11638, DANRE17279, DANRE17281, DANRE17280, DANRE17278, DANRE35394, DANRE35396, DANRE35395, DANRE39558, DANRE39557
OG0000695	TCONS_00048840.p1, TCONS_00048837.p1, TCONS_00048836.p1, TCONS_00048839.p1, TCONS_00002666.p1, TCONS_00045598.p1, TCONS_00026763.p1	DANRE18969, DANRE11017, DANRE13442, DANRE07833, DANRE08911, DANRE08912, DANRE19963, DANRE39251, DANRE11766, DANRE17244, DANRE17245
OG0000696	TCONS_00018845.p1	DANRE18175, DANRE18174
OG0000696	TCONS_00011598.p1, TCONS_00047236.p1	DANRE10818
OG0000697	TCONS_00048562.p1	DANRE30740, DANRE40406, DANRE02693, DANRE41127, DANRE41126, DANRE41128, DANRE41129, DANRE40289, DANRE02263, DANRE02262, DANRE36692
OG0000698	TCONS_00010307.p1, TCONS_00010310.p1, TCONS_00010318.p1, TCONS_00010312.p1, TCONS_00010317.p1	DANRE18736, DANRE18408
OG0000698	TCONS_00010306.p1	DANRE06827, DANRE18733, DANRE18732, DANRE18731, DANRE12022, DANRE12021, DANRE18729, DANRE19896
OG0000699	TCONS_00021271.p1	DANRE01006, DANRE01007, DANRE34502, DANRE23685, DANRE01009, DANRE01010, DANRE01008
OG0000700	TCONS_00055915.p1, TCONS_00055909.p1	DANRE30585, DANRE30583, DANRE30586, DANRE30584, DANRE25086, DANRE25085
OG0000701	TCONS_00026249.p1, TCONS_00026244.p1, TCONS_00026245.p1, TCONS_00026250.p1	DANRE05122, DANRE05121, DANRE05123, DANRE33566, DANRE40860, DANRE40861
OG0000702	TCONS_00020216.p1	DANRE21696, DANRE39048, DANRE39049, DANRE39053, DANRE39051, DANRE39055, DANRE39050, DANRE39054, DANRE39047, DANRE39044, DANRE39052, DANRE39045, DANRE39046
OG0000703	TCONS_00030196.p1	DANRE04984, DANRE04983, DANRE35267, DANRE07193, DANRE04855, DANRE04856
OG0000706	TCONS_00047273.p1	DANRE22750, DANRE02764
OG0000707	TCONS_00032526.p1, TCONS_00032529.p1	DANRE14638
OG0000708	TCONS_00052744.p1	DANRE26713, DANRE26712, DANRE24571, DANRE24572
OG0000708	TCONS_00049295.p1	DANRE09020, DANRE39758, DANRE39759
OG0000709	TCONS_00003484.p1	DANRE19979, DANRE39457, DANRE02911, DANRE05879
OG0000710	TCONS_00008170.p1, TCONS_00008171.p1	DANRE41549, DANRE41548, DANRE10548, DANRE10547
OG0000711	TCONS_00037709.p1	DANRE31324
OG0000711	TCONS_00036664.p1, TCONS_00036685.p1	DANRE38476, DANRE25230, DANRE12636, DANRE12637, DANRE12638
OG0000711	TCONS_00036548.p1	DANRE25772, DANRE31323, DANRE31322, DANRE31321
