Orthogroup	PFLAV	APOSJ_ok
OG0000728	TCONS_00044599.p1, TCONS_00023840.p1, TCONS_00056514.p1	APOSJ_61328
OG0000728	TCONS_00025732.p1, TCONS_00052328.p1, TCONS_00025731.p1, TCONS_00001561.p1	APOSJ_57038
OG0000730	TCONS_00057273.p1	APOSJ_06440
OG0000730	TCONS_00053817.p1	APOSJ_18184
OG0000731	TCONS_00021358.p1	APOSJ_34927, APOSJ_08522, APOSJ_19285, APOSJ_34925, APOSJ_34929, APOSJ_08523, APOSJ_34930, APOSJ_08524, APOSJ_34924, APOSJ_34926, APOSJ_34928, APOSJ_08525
OG0000732	TCONS_00022768.p1	APOSJ_29012, APOSJ_59223
OG0000733	TCONS_00011607.p1	APOSJ_25718
OG0000733	TCONS_00010891.p1	APOSJ_21693, APOSJ_28672
OG0000734	TCONS_00015907.p1	APOSJ_05774, APOSJ_05773
OG0000735	TCONS_00016800.p1	APOSJ_02012, APOSJ_02011, APOSJ_02010, APOSJ_08954
OG0000736	TCONS_00034778.p1, TCONS_00042089.p1, TCONS_00042090.p1, TCONS_00020624.p1	APOSJ_47303, APOSJ_52918, APOSJ_17400, APOSJ_40460, APOSJ_17398, APOSJ_17403, APOSJ_17402, APOSJ_17191
OG0000737	TCONS_00041554.p1, TCONS_00026738.p1, TCONS_00041553.p1, TCONS_00026739.p1	APOSJ_35772, APOSJ_26465, APOSJ_26468, APOSJ_26470, APOSJ_26471, APOSJ_26466, APOSJ_26469, APOSJ_26467, APOSJ_26464, APOSJ_53789
OG0000740	TCONS_00055839.p1	APOSJ_00170, APOSJ_00173, APOSJ_00169
OG0000740	TCONS_00030552.p1	APOSJ_65081
OG0000741	TCONS_00049132.p1	APOSJ_62072, APOSJ_62071
OG0000741	TCONS_00051595.p1, TCONS_00055896.p1, TCONS_00028882.p1	APOSJ_15870, APOSJ_15869, APOSJ_46043, APOSJ_46042
OG0000742	TCONS_00046716.p1, TCONS_00045385.p1, TCONS_00046005.p1, TCONS_00021056.p1	APOSJ_42442
OG0000743	TCONS_00013173.p1	APOSJ_24439, APOSJ_22851
OG0000743	TCONS_00014370.p1	APOSJ_25993
OG0000744	TCONS_00008825.p1	APOSJ_39924, APOSJ_39925, APOSJ_39923, APOSJ_26836, APOSJ_39919, APOSJ_39921, APOSJ_55947
OG0000745	TCONS_00011567.p1, TCONS_00011565.p1	APOSJ_34983, APOSJ_34988, APOSJ_34990, APOSJ_34987, APOSJ_34986, APOSJ_34984, APOSJ_34989, APOSJ_34985
OG0000745	TCONS_00010173.p1	APOSJ_24865, APOSJ_24864, APOSJ_24866, APOSJ_24863
OG0000745	TCONS_00016076.p1	APOSJ_14587
OG0000746	TCONS_00051236.p1	APOSJ_47810, APOSJ_47811
OG0000746	TCONS_00014182.p1	APOSJ_57884
OG0000746	TCONS_00050079.p1	APOSJ_59275, APOSJ_59274
OG0000748	TCONS_00032693.p1, TCONS_00032043.p1, TCONS_00038828.p1, TCONS_00032688.p1, TCONS_00044395.p1, TCONS_00032676.p1, TCONS_00032054.p1, TCONS_00032683.p1, TCONS_00032044.p1, TCONS_00044385.p1, TCONS_00038827.p1, TCONS_00032692.p1, TCONS_00038855.p1, TCONS_00038825.p1	APOSJ_63067, APOSJ_26477, APOSJ_20585, APOSJ_63028, APOSJ_63021, APOSJ_35809, APOSJ_45722, APOSJ_45717, APOSJ_01289, APOSJ_45725, APOSJ_63026, APOSJ_20581, APOSJ_01306, APOSJ_45721, APOSJ_20583, APOSJ_63034, APOSJ_45720, APOSJ_20584, APOSJ_26478, APOSJ_20582
OG0000749	TCONS_00010786.p1	APOSJ_44375, APOSJ_34241, APOSJ_34236, APOSJ_34238, APOSJ_38330, APOSJ_34237, APOSJ_34242, APOSJ_44380, APOSJ_27990, APOSJ_34235, APOSJ_27989, APOSJ_34243, APOSJ_65208, APOSJ_44377, APOSJ_27986, APOSJ_44378, APOSJ_44379, APOSJ_44381, APOSJ_34240, APOSJ_44376, APOSJ_27987, APOSJ_34239, APOSJ_27988, APOSJ_44382
OG0000750	TCONS_00001870.p1	APOSJ_40920
OG0000750	TCONS_00056013.p1, TCONS_00056012.p1, TCONS_00056014.p1, TCONS_00056015.p1, TCONS_00029982.p1, TCONS_00030742.p1	APOSJ_04519, APOSJ_45654
OG0000751	TCONS_00056206.p1	APOSJ_19337, APOSJ_34414, APOSJ_34397, APOSJ_64577
OG0000752	TCONS_00027586.p1	APOSJ_26182, APOSJ_26181
OG0000752	TCONS_00000980.p1	APOSJ_27977
OG0000752	TCONS_00054248.p1	APOSJ_19613, APOSJ_19615, APOSJ_19614
OG0000753	TCONS_00033131.p1	APOSJ_47396, APOSJ_26981
OG0000753	TCONS_00034978.p1	APOSJ_50474
OG0000754	TCONS_00007992.p1	APOSJ_01120
OG0000755	TCONS_00008247.p1	APOSJ_24947, APOSJ_33585, APOSJ_36448, APOSJ_60516, APOSJ_01278, APOSJ_06910, APOSJ_07988, APOSJ_36447, APOSJ_60513, APOSJ_43618, APOSJ_60515, APOSJ_33587, APOSJ_24936, APOSJ_06913, APOSJ_43626, APOSJ_60514, APOSJ_60517, APOSJ_01087, APOSJ_24959, APOSJ_36443, APOSJ_07994, APOSJ_33588, APOSJ_60512, APOSJ_33584, APOSJ_01281, APOSJ_33582, APOSJ_33583, APOSJ_33586, APOSJ_06914, APOSJ_07990, APOSJ_25726, APOSJ_01282, APOSJ_01283, APOSJ_01279
OG0000756	TCONS_00031460.p1	APOSJ_13321
OG0000757	TCONS_00006887.p1, TCONS_00006876.p1	APOSJ_01955, APOSJ_01952
OG0000757	TCONS_00057276.p1	APOSJ_32097
OG0000758	TCONS_00016783.p1	APOSJ_29877, APOSJ_29876, APOSJ_29879, APOSJ_29878
OG0000759	TCONS_00002581.p1	APOSJ_62011, APOSJ_62012, APOSJ_62010
OG0000760	TCONS_00049569.p1	APOSJ_08337, APOSJ_08334, APOSJ_08335, APOSJ_44735, APOSJ_01607, APOSJ_44740, APOSJ_08339, APOSJ_28068
OG0000761	TCONS_00014693.p1	APOSJ_23851, APOSJ_61116, APOSJ_26309, APOSJ_64553, APOSJ_23855, APOSJ_61114, APOSJ_58291, APOSJ_64781, APOSJ_64783, APOSJ_23845, APOSJ_23848, APOSJ_61468, APOSJ_64785, APOSJ_61113, APOSJ_51722, APOSJ_61111, APOSJ_03669, APOSJ_61112, APOSJ_64780, APOSJ_61471, APOSJ_23847, APOSJ_61110, APOSJ_23857, APOSJ_61109, APOSJ_64786, APOSJ_64523, APOSJ_51723, APOSJ_61108, APOSJ_64782, APOSJ_61470, APOSJ_61117
OG0000762	TCONS_00002922.p1	APOSJ_17530, APOSJ_54232, APOSJ_42861, APOSJ_17531, APOSJ_23273, APOSJ_42854, APOSJ_17524, APOSJ_54227, APOSJ_23266, APOSJ_23275, APOSJ_23274, APOSJ_42824, APOSJ_23267, APOSJ_17526, APOSJ_27887, APOSJ_42867, APOSJ_23270, APOSJ_23272, APOSJ_17528, APOSJ_17536, APOSJ_17529, APOSJ_17525, APOSJ_54230, APOSJ_23268, APOSJ_23269, APOSJ_17535, APOSJ_23271, APOSJ_54229, APOSJ_17527
OG0000763	TCONS_00029111.p1	APOSJ_02196, APOSJ_57739, APOSJ_02199
OG0000765	TCONS_00009967.p1	APOSJ_07857, APOSJ_44225, APOSJ_44226, APOSJ_44224, APOSJ_44223, APOSJ_44222, APOSJ_07856, APOSJ_49163, APOSJ_49169, APOSJ_49162, APOSJ_07860, APOSJ_49160, APOSJ_07861, APOSJ_44227, APOSJ_49167
OG0000765	TCONS_00011963.p1	APOSJ_04479, APOSJ_59940, APOSJ_32922, APOSJ_59939
OG0000766	TCONS_00028822.p1, TCONS_00032747.p1	APOSJ_13729, APOSJ_13728, APOSJ_56700, APOSJ_13734, APOSJ_13731, APOSJ_56723, APOSJ_13730, APOSJ_13727
OG0000767	TCONS_00011537.p1	APOSJ_18795, APOSJ_01500, APOSJ_01499, APOSJ_01495, APOSJ_18798, APOSJ_01498, APOSJ_53897, APOSJ_65173, APOSJ_31504, APOSJ_18797, APOSJ_18793, APOSJ_01496, APOSJ_06275, APOSJ_65143, APOSJ_53900, APOSJ_18794, APOSJ_65159, APOSJ_36976, APOSJ_18796, APOSJ_24376
OG0000768	TCONS_00049576.p1	APOSJ_04628, APOSJ_17297, APOSJ_64659, APOSJ_55324, APOSJ_64657, APOSJ_64662, APOSJ_64658, APOSJ_17294, APOSJ_64656, APOSJ_41096, APOSJ_04622, APOSJ_60457, APOSJ_58132, APOSJ_64661, APOSJ_64660, APOSJ_23010, APOSJ_55362, APOSJ_23004, APOSJ_04623, APOSJ_04626, APOSJ_28314, APOSJ_04627, APOSJ_28759, APOSJ_58133, APOSJ_04625
OG0000772	TCONS_00030063.p1	APOSJ_61532, APOSJ_61533
OG0000772	TCONS_00008408.p1	APOSJ_37005, APOSJ_22525
OG0000773	TCONS_00051393.p1, TCONS_00051394.p1	APOSJ_14501
OG0000774	TCONS_00052735.p1	APOSJ_33820
OG0000774	TCONS_00013141.p1	APOSJ_63949
OG0000774	TCONS_00049083.p1	APOSJ_09200, APOSJ_09198, APOSJ_09197, APOSJ_09199
OG0000775	TCONS_00045737.p1	APOSJ_12325, APOSJ_36141, APOSJ_25891
OG0000776	TCONS_00046336.p1, TCONS_00030153.p1, TCONS_00030152.p1, TCONS_00009195.p1, TCONS_00030151.p1	APOSJ_60560, APOSJ_60559
OG0000777	TCONS_00013796.p1	APOSJ_12249, APOSJ_39367
OG0000778	TCONS_00050643.p1	APOSJ_27515, APOSJ_27517, APOSJ_27516, APOSJ_27519, APOSJ_27520, APOSJ_27518
OG0000779	TCONS_00015355.p1	APOSJ_54047, APOSJ_54049
OG0000779	TCONS_00016604.p1	APOSJ_35189, APOSJ_35187, APOSJ_30464, APOSJ_20966, APOSJ_35188, APOSJ_47795, APOSJ_32539, APOSJ_35192, APOSJ_32538, APOSJ_32542
OG0000780	TCONS_00009656.p1	APOSJ_31600, APOSJ_31599, APOSJ_32726, APOSJ_59900, APOSJ_59902, APOSJ_59904, APOSJ_59903, APOSJ_59899, APOSJ_59901
OG0000780	TCONS_00031946.p1, TCONS_00031922.p1	APOSJ_28092, APOSJ_23466, APOSJ_44872
OG0000780	TCONS_00052657.p1	APOSJ_09268, APOSJ_09267
OG0000781	TCONS_00014005.p1	APOSJ_40864, APOSJ_60706, APOSJ_60705, APOSJ_42557, APOSJ_38214, APOSJ_30264, APOSJ_60873, APOSJ_60707, APOSJ_30259, APOSJ_60872, APOSJ_42561, APOSJ_42567, APOSJ_38211, APOSJ_12907, APOSJ_12906, APOSJ_37438
OG0000782	TCONS_00028725.p1	APOSJ_64771, APOSJ_24067, APOSJ_24068, APOSJ_24070, APOSJ_64761, APOSJ_24069
OG0000783	TCONS_00004571.p1	APOSJ_08503, APOSJ_31975, APOSJ_08502, APOSJ_08501, APOSJ_54170, APOSJ_31948
OG0000784	TCONS_00017272.p1	APOSJ_06052, APOSJ_06051, APOSJ_04173, APOSJ_04172
OG0000786	TCONS_00006266.p1	APOSJ_46241, APOSJ_21834, APOSJ_46242, APOSJ_46240
OG0000787	TCONS_00030413.p1	APOSJ_43413, APOSJ_01851, APOSJ_01850, APOSJ_43419, APOSJ_01847, APOSJ_05854, APOSJ_40802, APOSJ_43417, APOSJ_01845, APOSJ_43418, APOSJ_01848, APOSJ_43415, APOSJ_01844, APOSJ_43416, APOSJ_37424, APOSJ_05862
OG0000788	TCONS_00037097.p1	APOSJ_22742, APOSJ_22741
OG0000788	TCONS_00028163.p1	APOSJ_42313, APOSJ_42316, APOSJ_42312, APOSJ_42311, APOSJ_42314, APOSJ_65341
OG0000790	TCONS_00053592.p1, TCONS_00053507.p1, TCONS_00033663.p1	APOSJ_44080
OG0000792	TCONS_00004019.p1	APOSJ_02884, APOSJ_27285
OG0000792	TCONS_00006053.p1, TCONS_00006055.p1	APOSJ_28521, APOSJ_28523, APOSJ_40476, APOSJ_28524, APOSJ_28522, APOSJ_40475, APOSJ_40474, APOSJ_40477
OG0000793	TCONS_00027936.p1	APOSJ_14951, APOSJ_23405, APOSJ_14122, APOSJ_14123
OG0000794	TCONS_00016640.p1	APOSJ_60085, APOSJ_43468, APOSJ_17106, APOSJ_51169, APOSJ_09892, APOSJ_09891, APOSJ_11767
OG0000795	TCONS_00041740.p1, TCONS_00043459.p1	APOSJ_10400, APOSJ_05151, APOSJ_05148, APOSJ_55592, APOSJ_55587, APOSJ_05152, APOSJ_19046, APOSJ_31900, APOSJ_03407, APOSJ_05153, APOSJ_05150, APOSJ_05149, APOSJ_05154, APOSJ_45766, APOSJ_19047, APOSJ_19045
OG0000796	TCONS_00021074.p1	APOSJ_12499
OG0000797	TCONS_00030801.p1	APOSJ_60034, APOSJ_40856, APOSJ_15725, APOSJ_32650, APOSJ_38449, APOSJ_38448, APOSJ_32648, APOSJ_32649, APOSJ_15721, APOSJ_38451, APOSJ_60027, APOSJ_32647, APOSJ_04189, APOSJ_09897, APOSJ_15723, APOSJ_44311, APOSJ_15726, APOSJ_40776, APOSJ_44529, APOSJ_07063, APOSJ_26056, APOSJ_60060, APOSJ_09895, APOSJ_09899, APOSJ_15719, APOSJ_32651, APOSJ_09898, APOSJ_44254, APOSJ_40859, APOSJ_60081, APOSJ_09894, APOSJ_15720, APOSJ_38450, APOSJ_09896
OG0000798	TCONS_00044179.p1	APOSJ_07127, APOSJ_44763, APOSJ_20563, APOSJ_07125
OG0000799	TCONS_00026061.p1	APOSJ_41368, APOSJ_41374, APOSJ_41373, APOSJ_17815, APOSJ_59000, APOSJ_17817, APOSJ_17816, APOSJ_41369, APOSJ_58999
OG0000800	TCONS_00005527.p1, TCONS_00031622.p1, TCONS_00032650.p1, TCONS_00040715.p1, TCONS_00040709.p1, TCONS_00022234.p1, TCONS_00022235.p1, TCONS_00022236.p1, TCONS_00022113.p1, TCONS_00022115.p1, TCONS_00022114.p1, TCONS_00022116.p1, TCONS_00021049.p1, TCONS_00022034.p1, TCONS_00026387.p1	APOSJ_27810, APOSJ_27809, APOSJ_27811, APOSJ_10729, APOSJ_43127, APOSJ_27812, APOSJ_10730, APOSJ_43133, APOSJ_27807
OG0000801	TCONS_00020737.p1	APOSJ_59383, APOSJ_15617, APOSJ_56652, APOSJ_59380, APOSJ_37282, APOSJ_63283, APOSJ_59381, APOSJ_15629, APOSJ_09326, APOSJ_56651, APOSJ_56650, APOSJ_56649, APOSJ_56647, APOSJ_14157, APOSJ_09321, APOSJ_59379, APOSJ_09322, APOSJ_63281, APOSJ_62503, APOSJ_30014, APOSJ_59937, APOSJ_37285, APOSJ_26750, APOSJ_09327, APOSJ_09323, APOSJ_63282, APOSJ_63280, APOSJ_37283, APOSJ_52031, APOSJ_59385, APOSJ_26749, APOSJ_52030, APOSJ_09324, APOSJ_52029, APOSJ_56653, APOSJ_26748, APOSJ_32059, APOSJ_56648, APOSJ_59384, APOSJ_52028, APOSJ_03827, APOSJ_16072
OG0000803	TCONS_00025515.p1	APOSJ_00199
OG0000808	TCONS_00011652.p1, TCONS_00049962.p1	APOSJ_40537
OG0000809	TCONS_00053785.p1	APOSJ_50361, APOSJ_19777, APOSJ_19776, APOSJ_19778, APOSJ_19773, APOSJ_60280, APOSJ_19775, APOSJ_19774
OG0000810	TCONS_00052958.p1	APOSJ_53352, APOSJ_59276, APOSJ_59277
OG0000810	TCONS_00054964.p1	APOSJ_61766, APOSJ_61767, APOSJ_33321
OG0000811	TCONS_00055994.p1, TCONS_00057306.p1	APOSJ_39089, APOSJ_38884, APOSJ_49181, APOSJ_39092, APOSJ_00804, APOSJ_49186
OG0000811	TCONS_00011341.p1, TCONS_00011343.p1, TCONS_00011340.p1, TCONS_00011342.p1, TCONS_00011347.p1, TCONS_00011338.p1, TCONS_00011344.p1, TCONS_00009971.p1, TCONS_00011345.p1, TCONS_00011339.p1	APOSJ_39645, APOSJ_39636
OG0000813	TCONS_00031270.p1	APOSJ_32320, APOSJ_48071, APOSJ_48069, APOSJ_09244, APOSJ_44304, APOSJ_09234, APOSJ_40732, APOSJ_54656, APOSJ_40731, APOSJ_40730, APOSJ_40733, APOSJ_48070
OG0000814	TCONS_00033072.p1	APOSJ_04610
OG0000814	TCONS_00016541.p1	APOSJ_27234, APOSJ_29118, APOSJ_29114, APOSJ_04392, APOSJ_29117, APOSJ_29116
OG0000815	TCONS_00029842.p1	APOSJ_47130
OG0000815	TCONS_00026072.p1	APOSJ_43827, APOSJ_43828
OG0000816	TCONS_00010999.p1	APOSJ_08526, APOSJ_08527
OG0000816	TCONS_00030912.p1	APOSJ_55008, APOSJ_25023
OG0000817	TCONS_00019272.p1	APOSJ_58924
OG0000817	TCONS_00030970.p1	APOSJ_05147, APOSJ_16466
OG0000817	TCONS_00056615.p1	APOSJ_21144, APOSJ_21145
OG0000818	TCONS_00012579.p1	APOSJ_42319, APOSJ_42320, APOSJ_42321
OG0000819	TCONS_00024907.p1, TCONS_00024899.p1	APOSJ_18287, APOSJ_61424, APOSJ_48684, APOSJ_20740
OG0000819	TCONS_00006186.p1	APOSJ_07797, APOSJ_07798, APOSJ_07795, APOSJ_07796
OG0000820	TCONS_00054905.p1	APOSJ_50145, APOSJ_22502
OG0000822	TCONS_00037841.p1	APOSJ_46062
OG0000822	TCONS_00023648.p1	APOSJ_38936, APOSJ_38933, APOSJ_38934, APOSJ_38935
OG0000822	TCONS_00036983.p1	APOSJ_52853, APOSJ_52852, APOSJ_38511
OG0000824	TCONS_00020720.p1, TCONS_00019654.p1, TCONS_00021735.p1	APOSJ_03942, APOSJ_03944, APOSJ_03943, APOSJ_24452
OG0000825	TCONS_00041619.p1	APOSJ_12197
OG0000825	TCONS_00025760.p1, TCONS_00025798.p1	APOSJ_42233, APOSJ_42234, APOSJ_42235, APOSJ_37335
OG0000827	TCONS_00020331.p1	APOSJ_51202
OG0000827	TCONS_00028526.p1	APOSJ_53144
OG0000828	TCONS_00020647.p1	APOSJ_50146
OG0000828	TCONS_00004770.p1	APOSJ_39990, APOSJ_39991, APOSJ_19031, APOSJ_19029, APOSJ_19027, APOSJ_19030
OG0000829	TCONS_00026046.p1	APOSJ_27445, APOSJ_27444
OG0000830	TCONS_00021159.p2, TCONS_00021914.p1, TCONS_00021913.p1, TCONS_00002201.p3, TCONS_00002203.p1, TCONS_00002204.p1, TCONS_00001039.p1, TCONS_00020885.p1, TCONS_00020893.p1, TCONS_00020892.p1, TCONS_00027196.p1, TCONS_00020891.p1	APOSJ_27719, APOSJ_11037, APOSJ_05686
OG0000830	TCONS_00054365.p1, TCONS_00050762.p1	APOSJ_58793
OG0000831	TCONS_00052849.p1, TCONS_00053225.p1, TCONS_00054130.p1, TCONS_00054168.p1, TCONS_00053079.p1, TCONS_00053037.p1	APOSJ_61004, APOSJ_61003, APOSJ_61002
OG0000832	TCONS_00021493.p1, TCONS_00037670.p1, TCONS_00037668.p1, TCONS_00024327.p1, TCONS_00024330.p1, TCONS_00025503.p1, TCONS_00024096.p1, TCONS_00024117.p1, TCONS_00002882.p1, TCONS_00002881.p1, TCONS_00002884.p1, TCONS_00023793.p1, TCONS_00027381.p1, TCONS_00025512.p1	APOSJ_54947, APOSJ_54946
OG0000833	TCONS_00054301.p1	APOSJ_32064
OG0000834	TCONS_00002892.p1	APOSJ_27505, APOSJ_25155
OG0000835	TCONS_00036638.p1, TCONS_00037847.p1	APOSJ_42069, APOSJ_02483, APOSJ_02485, APOSJ_15072, APOSJ_14519, APOSJ_14522, APOSJ_14520, APOSJ_27386, APOSJ_48184, APOSJ_47257, APOSJ_48182, APOSJ_33110, APOSJ_48181, APOSJ_48183, APOSJ_48179, APOSJ_37505, APOSJ_48180, APOSJ_47256, APOSJ_48185
OG0000836	TCONS_00019427.p1	APOSJ_47104, APOSJ_47105
OG0000836	TCONS_00019172.p1	APOSJ_31527, APOSJ_06779, APOSJ_31526, APOSJ_31525
OG0000837	TCONS_00017392.p1	APOSJ_53788, APOSJ_07156
OG0000838	TCONS_00023335.p1, TCONS_00023205.p1, TCONS_00023334.p1, TCONS_00023204.p1	APOSJ_42033, APOSJ_42036
OG0000838	TCONS_00024752.p1, TCONS_00024664.p1	APOSJ_00381
OG0000841	TCONS_00009390.p1	APOSJ_20937, APOSJ_20938, APOSJ_02223, APOSJ_26762, APOSJ_20939, APOSJ_20940
OG0000842	TCONS_00019047.p1	APOSJ_02046, APOSJ_02045, APOSJ_12472, APOSJ_02044
OG0000843	TCONS_00036370.p1, TCONS_00036369.p1	APOSJ_44111, APOSJ_44110, APOSJ_46895
OG0000844	TCONS_00051992.p1	APOSJ_14389, APOSJ_24990
OG0000845	TCONS_00001245.p1, TCONS_00000121.p1	APOSJ_41044, APOSJ_41043, APOSJ_56592, APOSJ_36181
OG0000845	TCONS_00000645.p1	APOSJ_35924, APOSJ_35923, APOSJ_24773, APOSJ_35921, APOSJ_35922
OG0000846	TCONS_00016877.p1, TCONS_00043625.p1, TCONS_00043651.p1	APOSJ_23491, APOSJ_23490
OG0000846	TCONS_00038032.p1	APOSJ_54456, APOSJ_54455, APOSJ_03579
OG0000847	TCONS_00006742.p1	APOSJ_07138, APOSJ_07140, APOSJ_07139
OG0000847	TCONS_00006142.p1, TCONS_00006162.p1	APOSJ_37393, APOSJ_64417, APOSJ_37410
OG0000848	TCONS_00042417.p1	APOSJ_57867, APOSJ_21858
OG0000848	TCONS_00020362.p1	APOSJ_37470, APOSJ_61306, APOSJ_61305, APOSJ_40590, APOSJ_61307
OG0000849	TCONS_00039977.p1	APOSJ_28569, APOSJ_47907, APOSJ_47906, APOSJ_47905, APOSJ_54422, APOSJ_28570, APOSJ_28571, APOSJ_47909, APOSJ_57707, APOSJ_63715
OG0000850	TCONS_00052504.p1	APOSJ_48008, APOSJ_48007
OG0000850	TCONS_00027096.p1	APOSJ_43389, APOSJ_10662
OG0000851	TCONS_00044107.p1	APOSJ_48145, APOSJ_48146, APOSJ_32816, APOSJ_48144, APOSJ_50654, APOSJ_48147, APOSJ_05428, APOSJ_05427, APOSJ_05431, APOSJ_62125, APOSJ_09644, APOSJ_05429, APOSJ_09647, APOSJ_05434, APOSJ_09649, APOSJ_05435, APOSJ_09646, APOSJ_09643, APOSJ_05426, APOSJ_05430, APOSJ_09642, APOSJ_09648, APOSJ_05432, APOSJ_09645, APOSJ_05433
OG0000852	TCONS_00029058.p1	APOSJ_64589
OG0000852	TCONS_00008486.p1	APOSJ_12943
OG0000853	TCONS_00057115.p1	APOSJ_61616, APOSJ_61611, APOSJ_10398, APOSJ_44331, APOSJ_61615, APOSJ_07037, APOSJ_30722, APOSJ_07036, APOSJ_30723, APOSJ_10386, APOSJ_07035, APOSJ_49155, APOSJ_07038, APOSJ_44330, APOSJ_05182, APOSJ_07039, APOSJ_07040, APOSJ_44333, APOSJ_61607, APOSJ_61613, APOSJ_43698, APOSJ_43695, APOSJ_43697, APOSJ_43696
OG0000855	TCONS_00005293.p1, TCONS_00030725.p1, TCONS_00029886.p1, TCONS_00005298.p1, TCONS_00005301.p1, TCONS_00005299.p1, TCONS_00005291.p1, TCONS_00005295.p1, TCONS_00005297.p1	APOSJ_14055, APOSJ_14051, APOSJ_14054, APOSJ_14052, APOSJ_14053
OG0000857	TCONS_00038040.p1	APOSJ_49783, APOSJ_49781
OG0000858	TCONS_00035617.p1, TCONS_00035720.p1	APOSJ_21398, APOSJ_21395, APOSJ_21396, APOSJ_21397
OG0000860	TCONS_00014657.p1	APOSJ_28084, APOSJ_28083, APOSJ_28085
OG0000861	TCONS_00033173.p1	APOSJ_30394
OG0000866	TCONS_00003785.p1	APOSJ_34503
OG0000867	TCONS_00027005.p1, TCONS_00027464.p1	APOSJ_59747, APOSJ_22133, APOSJ_04871, APOSJ_01800, APOSJ_01802, APOSJ_01801, APOSJ_01803, APOSJ_54772, APOSJ_54404, APOSJ_16599, APOSJ_06460, APOSJ_08617, APOSJ_19880
OG0000868	TCONS_00011478.p1	APOSJ_29113, APOSJ_25427
OG0000869	TCONS_00050047.p1	APOSJ_19244, APOSJ_56671, APOSJ_19242, APOSJ_19245, APOSJ_19240, APOSJ_56681, APOSJ_19241, APOSJ_19243
OG0000869	TCONS_00052865.p1	APOSJ_36939
OG0000869	TCONS_00053553.p1	APOSJ_37975, APOSJ_37971, APOSJ_37977, APOSJ_37976, APOSJ_37970, APOSJ_37978, APOSJ_37972, APOSJ_37974, APOSJ_50441, APOSJ_50444
OG0000870	TCONS_00009928.p1	APOSJ_11637, APOSJ_11639, APOSJ_11640, APOSJ_11638
OG0000871	TCONS_00001861.p1, TCONS_00000505.p1, TCONS_00000506.p1, TCONS_00000507.p1, TCONS_00000499.p1, TCONS_00000504.p1	APOSJ_57144, APOSJ_57143, APOSJ_57142, APOSJ_57141, APOSJ_37908, APOSJ_59217
OG0000871	TCONS_00026834.p1	APOSJ_44220
OG0000872	TCONS_00037055.p1, TCONS_00037051.p1, TCONS_00037037.p1	APOSJ_37062, APOSJ_37063, APOSJ_04372, APOSJ_04374, APOSJ_37061, APOSJ_04369, APOSJ_04376, APOSJ_04368, APOSJ_44428, APOSJ_04373, APOSJ_04375, APOSJ_04371
OG0000873	TCONS_00029754.p1	APOSJ_25707, APOSJ_25706
OG0000874	TCONS_00042677.p1	APOSJ_26549, APOSJ_26550, APOSJ_22841, APOSJ_22825, APOSJ_26548
OG0000874	TCONS_00007186.p1	APOSJ_53110
OG0000875	TCONS_00053761.p1	APOSJ_08818, APOSJ_08817
OG0000875	TCONS_00056388.p1, TCONS_00041427.p1	APOSJ_52605, APOSJ_58380
OG0000876	TCONS_00004348.p1	APOSJ_48535, APOSJ_48534, APOSJ_35472, APOSJ_48537
OG0000877	TCONS_00007900.p1	APOSJ_50388, APOSJ_50389, APOSJ_63128, APOSJ_63129, APOSJ_22155, APOSJ_22154, APOSJ_63975, APOSJ_14069, APOSJ_14070, APOSJ_47437, APOSJ_47438, APOSJ_03781, APOSJ_22156
OG0000878	TCONS_00036230.p1	APOSJ_64465
OG0000878	TCONS_00036231.p1	APOSJ_34861, APOSJ_60058, APOSJ_09639, APOSJ_60054
OG0000878	TCONS_00003745.p1	APOSJ_42982, APOSJ_42980
OG0000879	TCONS_00022585.p1	APOSJ_38539
OG0000879	TCONS_00056397.p1	APOSJ_32111
OG0000880	TCONS_00049616.p1	APOSJ_48679, APOSJ_48680, APOSJ_48681, APOSJ_48682, APOSJ_48683, APOSJ_49069
OG0000882	TCONS_00044892.p1	APOSJ_32705, APOSJ_32703, APOSJ_32706, APOSJ_32704
OG0000887	TCONS_00017941.p1	APOSJ_40145
OG0000887	TCONS_00055887.p1	APOSJ_02931
OG0000888	TCONS_00029758.p1	APOSJ_22590, APOSJ_49280, APOSJ_22589, APOSJ_49284, APOSJ_22591, APOSJ_32713
OG0000888	TCONS_00030186.p1	APOSJ_54889, APOSJ_05548, APOSJ_54888
OG0000889	TCONS_00010936.p1	APOSJ_38181, APOSJ_33849, APOSJ_33848
OG0000889	TCONS_00004850.p1, TCONS_00004830.p1	APOSJ_02579
OG0000890	TCONS_00002382.p1	APOSJ_03268, APOSJ_42956
OG0000890	TCONS_00002374.p1, TCONS_00002381.p1	APOSJ_01352, APOSJ_01351
