Orthogroup	PFLAV	HELIO_ok
OG0001184	TCONS_00027741.p1	HELIO_02728
OG0001186	TCONS_00018904.p1	HELIO_09188
OG0001186	TCONS_00008504.p1	HELIO_01928
OG0001187	TCONS_00044051.p1	HELIO_05364
OG0001188	TCONS_00009642.p1	HELIO_03558
OG0001190	TCONS_00051568.p1	HELIO_03395
OG0001191	TCONS_00027129.p1	HELIO_06301
OG0001196	TCONS_00041502.p1, TCONS_00049985.p1, TCONS_00035251.p1	HELIO_04183
OG0001197	TCONS_00010219.p1	HELIO_04520
OG0001197	TCONS_00018044.p1	HELIO_09598
OG0001198	TCONS_00029367.p1	HELIO_03508
OG0001198	TCONS_00037978.p1	HELIO_05572
OG0001199	TCONS_00001138.p1	HELIO_10405
OG0001199	TCONS_00018814.p1, TCONS_00005842.p1	HELIO_01130
OG0001200	TCONS_00011494.p1	HELIO_10259
OG0001201	TCONS_00008587.p1	HELIO_08628
OG0001202	TCONS_00021712.p1, TCONS_00021789.p1	HELIO_10671
OG0001202	TCONS_00021744.p1, TCONS_00021742.p1, TCONS_00021743.p1, TCONS_00021232.p1, TCONS_00021231.p1	HELIO_00720
OG0001203	TCONS_00010892.p1	HELIO_05203
OG0001204	TCONS_00006364.p1	HELIO_07269
OG0001205	TCONS_00042903.p1	HELIO_04532, HELIO_09648
OG0001205	TCONS_00042889.p1, TCONS_00044015.p1, TCONS_00042893.p1, TCONS_00042892.p1, TCONS_00042899.p1, TCONS_00042901.p1, TCONS_00042895.p1, TCONS_00042905.p1	HELIO_09513
OG0001206	TCONS_00019967.p1, TCONS_00039319.p1	HELIO_03823
OG0001207	TCONS_00055016.p1	HELIO_10416
OG0001207	TCONS_00002875.p1	HELIO_09377
OG0001208	TCONS_00019772.p1	HELIO_05489
OG0001209	TCONS_00032359.p1	HELIO_05535
OG0001210	TCONS_00010944.p1	HELIO_01552
OG0001210	TCONS_00052218.p1	HELIO_03776
OG0001211	TCONS_00032848.p1	HELIO_12099
OG0001212	TCONS_00043220.p1	HELIO_05237
OG0001213	TCONS_00027209.p1	HELIO_11611
OG0001213	TCONS_00005372.p1	HELIO_01934
OG0001215	TCONS_00033488.p1	HELIO_00251
OG0001216	TCONS_00051636.p1	HELIO_01588
OG0001216	TCONS_00007050.p1	HELIO_04477
OG0001217	TCONS_00000738.p1	HELIO_09665
OG0001218	TCONS_00052215.p1	HELIO_10349
OG0001219	TCONS_00017300.p1	HELIO_07847
OG0001220	TCONS_00006085.p1	HELIO_12730
OG0001221	TCONS_00007062.p1, TCONS_00038811.p1, TCONS_00038873.p1, TCONS_00038810.p1, TCONS_00038875.p1, TCONS_00038876.p1, TCONS_00038807.p1, TCONS_00038874.p1, TCONS_00055087.p1, TCONS_00055088.p1, TCONS_00055090.p1, TCONS_00055091.p1	HELIO_07645
OG0001222	TCONS_00055979.p1	HELIO_07577
OG0001223	TCONS_00007477.p1	HELIO_08053
OG0001224	TCONS_00051554.p1	HELIO_01823
OG0001225	TCONS_00019229.p1	HELIO_09303
OG0001227	TCONS_00001820.p1	HELIO_03789
OG0001230	TCONS_00017772.p1	HELIO_06157
OG0001231	TCONS_00009528.p1	HELIO_02150
OG0001232	TCONS_00053374.p1, TCONS_00054429.p1, TCONS_00054454.p1, TCONS_00053372.p1	HELIO_07324
OG0001233	TCONS_00043251.p1, TCONS_00043252.p1, TCONS_00041875.p1, TCONS_00041891.p1, TCONS_00041889.p1, TCONS_00041887.p1, TCONS_00041892.p1, TCONS_00041876.p1, TCONS_00041886.p1, TCONS_00041879.p1, TCONS_00041874.p1, TCONS_00043936.p1	HELIO_05738
OG0001235	TCONS_00031728.p1, TCONS_00054828.p1, TCONS_00038844.p1, TCONS_00031520.p1, TCONS_00041513.p1, TCONS_00027904.p1, TCONS_00033186.p1, TCONS_00035202.p1, TCONS_00044682.p1, TCONS_00026629.p1, TCONS_00052763.p1	HELIO_04539
OG0001236	TCONS_00050414.p1, TCONS_00050417.p1, TCONS_00050415.p1	HELIO_09754
OG0001237	TCONS_00019780.p1	HELIO_09190, HELIO_06015
OG0001238	TCONS_00027408.p1	HELIO_06977
OG0001239	TCONS_00048949.p1	HELIO_10768
OG0001240	TCONS_00029430.p1	HELIO_05508
OG0001241	TCONS_00044745.p1	HELIO_03226
OG0001241	TCONS_00021229.p1	HELIO_12192
OG0001242	TCONS_00007570.p1, TCONS_00007572.p1, TCONS_00007576.p1, TCONS_00007575.p1, TCONS_00007573.p1, TCONS_00007574.p1, TCONS_00007595.p1, TCONS_00007569.p1, TCONS_00008480.p1	HELIO_06262
OG0001243	TCONS_00032341.p1	HELIO_09478
OG0001245	TCONS_00030488.p1	HELIO_09453
OG0001247	TCONS_00047964.p1	HELIO_00879
OG0001248	TCONS_00020768.p1	HELIO_05974
OG0001250	TCONS_00014350.p1	HELIO_01985
OG0001251	TCONS_00007951.p1	HELIO_03697
OG0001252	TCONS_00052754.p1	HELIO_06077
OG0001253	TCONS_00048644.p1	HELIO_12144
OG0001254	TCONS_00019693.p1, TCONS_00019695.p1	HELIO_05460
OG0001256	TCONS_00001550.p1	HELIO_03181
OG0001261	TCONS_00043665.p1	HELIO_03943
OG0001262	TCONS_00014954.p1	HELIO_07069, HELIO_09573
OG0001262	TCONS_00014955.p1	HELIO_00924
OG0001263	TCONS_00031000.p1	HELIO_01885
OG0001263	TCONS_00040341.p1	HELIO_04331
OG0001264	TCONS_00008437.p1	HELIO_12570
OG0001265	TCONS_00002132.p1, TCONS_00019078.p1, TCONS_00020026.p1, TCONS_00020027.p1	HELIO_02158
OG0001265	TCONS_00000733.p1	HELIO_09251
OG0001266	TCONS_00027074.p1	HELIO_03369
OG0001266	TCONS_00045360.p1	HELIO_12361
OG0001267	TCONS_00044004.p1	HELIO_05562
OG0001267	TCONS_00005641.p1	HELIO_09471
OG0001268	TCONS_00029161.p1	HELIO_07801
OG0001268	TCONS_00047925.p1, TCONS_00047938.p1	HELIO_12028
OG0001270	TCONS_00014047.p1	HELIO_02110
OG0001270	TCONS_00047799.p1	HELIO_09609
OG0001270	TCONS_00012405.p1	HELIO_02804
OG0001271	TCONS_00055883.p1	HELIO_11242
OG0001272	TCONS_00006736.p1	HELIO_01808
OG0001273	TCONS_00027968.p1	HELIO_12680
OG0001274	TCONS_00016722.p1	HELIO_06326
OG0001275	TCONS_00000254.p1	HELIO_03038
OG0001276	TCONS_00042630.p1	HELIO_11104
OG0001278	TCONS_00017721.p1	HELIO_10541, HELIO_03037
OG0001279	TCONS_00010827.p1, TCONS_00009545.p1	HELIO_12791
OG0001281	TCONS_00010045.p1	HELIO_06990
OG0001282	TCONS_00036586.p1	HELIO_03746
OG0001284	TCONS_00055451.p1	HELIO_06649
OG0001284	TCONS_00029573.p1	HELIO_03045
OG0001285	TCONS_00026447.p1	HELIO_05581
OG0001286	TCONS_00025745.p1, TCONS_00025785.p1	HELIO_12601
OG0001288	TCONS_00029023.p1, TCONS_00029024.p1	HELIO_10795
OG0001289	TCONS_00018843.p1, TCONS_00016858.p1	HELIO_12067, HELIO_10917
OG0001290	TCONS_00028859.p1	HELIO_11508
OG0001291	TCONS_00031080.p1	HELIO_10055
OG0001292	TCONS_00057250.p1	HELIO_11499
OG0001293	TCONS_00005640.p1	HELIO_07956
OG0001294	TCONS_00009763.p1	HELIO_08951
OG0001295	TCONS_00038648.p1	HELIO_12648
OG0001296	TCONS_00011408.p1	HELIO_12075
OG0001297	TCONS_00025766.p1, TCONS_00025807.p1	HELIO_05910
OG0001300	TCONS_00057082.p1	HELIO_09555
OG0001302	TCONS_00000712.p1	HELIO_08651
OG0001304	TCONS_00007180.p1	HELIO_08290
OG0001305	TCONS_00015931.p1	HELIO_07982
OG0001306	TCONS_00053965.p1	HELIO_11276
OG0001306	TCONS_00044319.p1, TCONS_00015100.p1	HELIO_04068, HELIO_02369
OG0001308	TCONS_00031440.p1	HELIO_12210
OG0001309	TCONS_00012094.p1	HELIO_06983
OG0001310	TCONS_00010057.p1	HELIO_02438
OG0001310	TCONS_00055780.p1	HELIO_09331
OG0001311	TCONS_00032479.p1, TCONS_00032484.p1	HELIO_02223
OG0001311	TCONS_00056147.p1	HELIO_00805
OG0001313	TCONS_00002952.p1, TCONS_00024740.p1, TCONS_00027705.p1, TCONS_00026790.p1, TCONS_00027706.p1, TCONS_00030572.p1	HELIO_11988
OG0001314	TCONS_00001103.p1	HELIO_05745
OG0001314	TCONS_00016585.p1, TCONS_00016586.p1, TCONS_00016536.p1, TCONS_00016391.p1, TCONS_00016393.p1, TCONS_00014724.p1, TCONS_00014722.p1, TCONS_00014723.p1, TCONS_00016497.p1, TCONS_00015435.p1, TCONS_00016496.p1	HELIO_06186
OG0001315	TCONS_00014454.p1	HELIO_00584
OG0001316	TCONS_00057280.p1	HELIO_08864
OG0001317	TCONS_00049742.p1	HELIO_08857
OG0001317	TCONS_00014807.p1	HELIO_08319
OG0001318	TCONS_00037597.p1	HELIO_01897
OG0001318	TCONS_00000323.p1	HELIO_00651
OG0001319	TCONS_00021346.p1	HELIO_09125
OG0001320	TCONS_00008070.p1	HELIO_07097
OG0001320	TCONS_00011107.p1	HELIO_01606
OG0001321	TCONS_00020758.p1	HELIO_11153
OG0001322	TCONS_00024457.p1, TCONS_00025837.p1	HELIO_12344
OG0001322	TCONS_00052945.p1, TCONS_00010993.p1	HELIO_07391
OG0001323	TCONS_00010043.p1	HELIO_04274
OG0001324	TCONS_00003858.p1	HELIO_11046
OG0001325	TCONS_00030056.p1	HELIO_02148
OG0001326	TCONS_00026256.p1	HELIO_01722
OG0001327	TCONS_00017808.p1	HELIO_06372
OG0001327	TCONS_00049776.p1	HELIO_03453
OG0001328	TCONS_00003134.p1	HELIO_02341
OG0001329	TCONS_00048277.p1	HELIO_12348
OG0001330	TCONS_00005458.p1	HELIO_07773
OG0001331	TCONS_00026610.p1	HELIO_10456, HELIO_10455
OG0001333	TCONS_00025266.p1, TCONS_00025267.p1	HELIO_07137
OG0001334	TCONS_00042978.p1, TCONS_00035295.p1	HELIO_08981
OG0001334	TCONS_00041639.p1, TCONS_00042979.p1, TCONS_00041638.p1	HELIO_08980
OG0001337	TCONS_00027920.p1	HELIO_12764
OG0001337	TCONS_00053433.p1	HELIO_11060
OG0001339	TCONS_00043058.p1	HELIO_08381
OG0001343	TCONS_00037428.p1, TCONS_00001482.p1, TCONS_00006986.p1, TCONS_00049999.p1, TCONS_00016908.p1, TCONS_00021213.p1	HELIO_10099
OG0001343	TCONS_00028936.p1, TCONS_00031512.p1, TCONS_00036327.p1	HELIO_04553
OG0001344	TCONS_00018888.p1	HELIO_02566
OG0001345	TCONS_00047431.p1	HELIO_00586
OG0001348	TCONS_00022180.p1	HELIO_05226
OG0001349	TCONS_00015126.p1, TCONS_00015234.p1	HELIO_05986
OG0001350	TCONS_00053150.p1	HELIO_03259
OG0001351	TCONS_00021610.p1	HELIO_09749
OG0001352	TCONS_00012681.p1, TCONS_00012678.p1, TCONS_00012887.p1	HELIO_06067
OG0001353	TCONS_00010417.p1	HELIO_03307
OG0001353	TCONS_00045371.p1	HELIO_07889
OG0001354	TCONS_00053631.p1	HELIO_01003
OG0001355	TCONS_00026467.p1	HELIO_05179
OG0001356	TCONS_00048301.p1	HELIO_09355
OG0001357	TCONS_00010548.p1	HELIO_07642
OG0001358	TCONS_00001805.p1	HELIO_05651, HELIO_04483
OG0001359	TCONS_00028861.p1	HELIO_00338
OG0001360	TCONS_00031072.p1, TCONS_00030296.p1	HELIO_12349
OG0001361	TCONS_00036862.p1	HELIO_12234
OG0001363	TCONS_00016669.p1	HELIO_03084
OG0001364	TCONS_00051517.p1	HELIO_01882
OG0001365	TCONS_00042304.p1, TCONS_00042253.p1	HELIO_08493, HELIO_12193
OG0001366	TCONS_00055570.p1	HELIO_09509
OG0001367	TCONS_00016768.p1	HELIO_12197
OG0001368	TCONS_00011577.p1	HELIO_02045
OG0001369	TCONS_00048332.p1	HELIO_00430
OG0001370	TCONS_00019682.p1, TCONS_00019683.p1	HELIO_08459
OG0001370	TCONS_00057094.p1, TCONS_00057111.p1	HELIO_09154
OG0001371	TCONS_00012767.p1, TCONS_00012769.p1, TCONS_00012770.p1	HELIO_02393, HELIO_07671
OG0001372	TCONS_00054675.p1, TCONS_00054608.p1	HELIO_07415
OG0001372	TCONS_00009173.p1	HELIO_09833, HELIO_00197
OG0001373	TCONS_00014401.p1	HELIO_06748
OG0001374	TCONS_00031942.p1, TCONS_00031918.p1, TCONS_00031943.p1	HELIO_10870
OG0001375	TCONS_00045949.p1, TCONS_00045948.p1	HELIO_04841
OG0001375	TCONS_00044703.p1	HELIO_01574
OG0001376	TCONS_00018825.p1	HELIO_12299
OG0001377	TCONS_00027252.p1	HELIO_10836
OG0001378	TCONS_00027073.p1	HELIO_02964
OG0001379	TCONS_00021662.p1	HELIO_04200
OG0001380	TCONS_00043303.p1	HELIO_01850
OG0001381	TCONS_00029211.p1	HELIO_03557
OG0001383	TCONS_00015024.p1	HELIO_10404, HELIO_09985
OG0001384	TCONS_00021606.p1	HELIO_01654
OG0001386	TCONS_00003437.p1	HELIO_05642, HELIO_02823, HELIO_05955
OG0001387	TCONS_00027369.p1	HELIO_07037
OG0001389	TCONS_00043368.p1	HELIO_06611
OG0001395	TCONS_00001269.p1	HELIO_02673
OG0001396	TCONS_00020127.p1, TCONS_00020228.p1, TCONS_00020595.p1, TCONS_00019061.p1, TCONS_00019062.p1, TCONS_00020047.p1, TCONS_00020048.p1, TCONS_00020049.p1, TCONS_00020055.p1, TCONS_00020060.p1, TCONS_00020058.p1, TCONS_00020061.p1, TCONS_00019060.p1, TCONS_00020062.p1, TCONS_00020059.p1	HELIO_00889
OG0001397	TCONS_00027541.p1	HELIO_01273
OG0001397	TCONS_00027564.p1	HELIO_04122
OG0001398	TCONS_00043223.p1, TCONS_00018371.p1, TCONS_00017171.p1, TCONS_00018359.p1, TCONS_00018370.p1, TCONS_00018366.p1, TCONS_00018361.p1, TCONS_00018360.p1	HELIO_00222
OG0001399	TCONS_00022398.p1	HELIO_05014
OG0001399	TCONS_00007181.p1	HELIO_08757
OG0001400	TCONS_00003167.p1	HELIO_09621
OG0001401	TCONS_00022749.p1	HELIO_05514, HELIO_00801
OG0001401	TCONS_00020098.p1	HELIO_10489
OG0001402	TCONS_00005726.p1	HELIO_06192
OG0001403	TCONS_00002237.p1	HELIO_08199, HELIO_07385
OG0001404	TCONS_00046385.p1	HELIO_08622
OG0001404	TCONS_00050590.p1	HELIO_06483
OG0001405	TCONS_00007646.p1	HELIO_01612
OG0001405	TCONS_00039483.p1	HELIO_02155
OG0001406	TCONS_00022836.p1	HELIO_05795
OG0001408	TCONS_00016566.p1	HELIO_02887
OG0001409	TCONS_00038524.p1, TCONS_00038499.p1	HELIO_05260
OG0001410	TCONS_00042951.p1	HELIO_07114
OG0001410	TCONS_00008083.p1	HELIO_01417
OG0001411	TCONS_00041687.p1	HELIO_03361
OG0001412	TCONS_00027477.p1	HELIO_06209
OG0001413	TCONS_00044664.p1	HELIO_11436
OG0001413	TCONS_00029113.p1	HELIO_10258
OG0001414	TCONS_00026027.p1	HELIO_00745
OG0001415	TCONS_00006895.p1	HELIO_07046
OG0001418	TCONS_00053261.p1	HELIO_09143
OG0001420	TCONS_00009691.p1	HELIO_10002
OG0001421	TCONS_00010948.p1	HELIO_02587
OG0001422	TCONS_00020040.p1	HELIO_00344
OG0001423	TCONS_00016102.p1	HELIO_03132
OG0001424	TCONS_00019781.p1	HELIO_00747
OG0001424	TCONS_00018473.p1	HELIO_01935
OG0001425	TCONS_00055828.p1	HELIO_01653
OG0001426	TCONS_00051215.p1	HELIO_02149
OG0001428	TCONS_00052139.p1	HELIO_11579
OG0001429	TCONS_00001354.p1	HELIO_04397
OG0001430	TCONS_00004460.p1	HELIO_08384
OG0001431	TCONS_00020789.p1, TCONS_00020777.p1	HELIO_00600
OG0001434	TCONS_00054778.p1, TCONS_00012407.p1	HELIO_10029, HELIO_10027
OG0001436	TCONS_00004082.p1	HELIO_09777
OG0001437	TCONS_00007207.p1	HELIO_04743
OG0001438	TCONS_00056931.p1	HELIO_08091
OG0001439	TCONS_00035525.p1, TCONS_00035546.p1, TCONS_00035694.p1, TCONS_00035705.p1, TCONS_00035526.p1, TCONS_00035713.p1, TCONS_00035711.p1, TCONS_00035541.p1, TCONS_00035707.p1, TCONS_00035706.p1, TCONS_00035544.p1, TCONS_00035543.p1, TCONS_00035697.p1, TCONS_00035704.p1, TCONS_00035710.p1, TCONS_00035698.p1	HELIO_02716
OG0001440	TCONS_00009144.p1, TCONS_00003932.p1, TCONS_00009145.p1	HELIO_03196
OG0001441	TCONS_00046300.p1	HELIO_03652
OG0001442	TCONS_00000855.p1	HELIO_02245
OG0001445	TCONS_00056905.p1	HELIO_12183
OG0001447	TCONS_00010490.p1	HELIO_04829
OG0001449	TCONS_00046612.p1	HELIO_03720
OG0001449	TCONS_00002763.p1	HELIO_09662
OG0001451	TCONS_00037357.p1	HELIO_05972
OG0001452	TCONS_00027858.p1	HELIO_09077, HELIO_09076
OG0001453	TCONS_00056599.p1, TCONS_00056595.p1	HELIO_11229, HELIO_03802, HELIO_09980
OG0001454	TCONS_00043944.p1	HELIO_04552
OG0001455	TCONS_00052479.p1	HELIO_05822
OG0001456	TCONS_00005200.p1	HELIO_09922
OG0001457	TCONS_00045851.p1	HELIO_08835
OG0001459	TCONS_00023671.p1	HELIO_08961
OG0001460	TCONS_00030596.p1	HELIO_12669
OG0001461	TCONS_00047793.p1	HELIO_04207
OG0001462	TCONS_00011308.p1, TCONS_00011310.p1, TCONS_00011286.p1	HELIO_04329
OG0001462	TCONS_00011315.p1	HELIO_03160
OG0001463	TCONS_00018328.p1, TCONS_00008120.p1, TCONS_00008119.p1, TCONS_00008118.p1	HELIO_02919, HELIO_06206
OG0001464	TCONS_00004140.p1	HELIO_00437
OG0001465	TCONS_00051204.p1, TCONS_00050061.p1	HELIO_09508
OG0001466	TCONS_00045986.p1	HELIO_09852
OG0001466	TCONS_00031269.p1	HELIO_00231
OG0001467	TCONS_00015363.p1	HELIO_11527
OG0001467	TCONS_00044104.p1	HELIO_06233
OG0001468	TCONS_00002865.p1	HELIO_09103
OG0001469	TCONS_00027694.p1	HELIO_10093
OG0001469	TCONS_00000853.p1	HELIO_12462
OG0001470	TCONS_00005096.p1	HELIO_04948
OG0001471	TCONS_00023643.p1, TCONS_00025089.p1	HELIO_02669
OG0001472	TCONS_00056649.p1	HELIO_05084
OG0001472	TCONS_00007782.p1	HELIO_09162
OG0001473	TCONS_00012738.p1	HELIO_01497, HELIO_06355, HELIO_01429
OG0001474	TCONS_00044091.p1	HELIO_08603
OG0001474	TCONS_00013132.p1, TCONS_00013137.p1	HELIO_05046
OG0001475	TCONS_00051280.p1	HELIO_12116, HELIO_06079
OG0001476	TCONS_00002255.p1	HELIO_08408
OG0001477	TCONS_00013652.p1	HELIO_11351
OG0001478	TCONS_00012152.p1	HELIO_10243
OG0001479	TCONS_00014656.p1	HELIO_00677
OG0001480	TCONS_00003234.p1	HELIO_03092
OG0001481	TCONS_00012090.p1	HELIO_00125
OG0001481	TCONS_00012087.p1	HELIO_06832
OG0001482	TCONS_00006749.p1	HELIO_08972
OG0001483	TCONS_00021245.p1	HELIO_02368
OG0001484	TCONS_00048364.p1	HELIO_03855
OG0001485	TCONS_00028850.p1	HELIO_08845
OG0001486	TCONS_00037094.p1	HELIO_11744
OG0001487	TCONS_00007593.p1	HELIO_05287
OG0001488	TCONS_00055671.p1	HELIO_00238
OG0001489	TCONS_00054283.p1	HELIO_12039
OG0001490	TCONS_00012203.p1	HELIO_10701
OG0001491	TCONS_00013366.p1	HELIO_08105, HELIO_08104
OG0001492	TCONS_00005267.p1	HELIO_09966
OG0001493	TCONS_00031167.p1	HELIO_12365
OG0001496	TCONS_00039896.p1, TCONS_00040861.p1, TCONS_00039895.p1, TCONS_00039892.p1, TCONS_00039891.p1, TCONS_00034325.p1, TCONS_00034360.p1, TCONS_00040896.p1, TCONS_00040486.p1, TCONS_00039496.p1	HELIO_06643, HELIO_07757
OG0001500	TCONS_00022411.p1	HELIO_03279
OG0001501	TCONS_00010295.p1	HELIO_09204
OG0001502	TCONS_00013726.p1	HELIO_00925
OG0001503	TCONS_00028803.p1	HELIO_00871
OG0001503	TCONS_00013935.p1	HELIO_00967
OG0001504	TCONS_00007169.p1, TCONS_00007167.p1, TCONS_00007160.p1	HELIO_02828, HELIO_12551
OG0001505	TCONS_00050549.p1	HELIO_01480
OG0001506	TCONS_00050869.p1	HELIO_05280
OG0001507	TCONS_00010776.p1	HELIO_11605
OG0001508	TCONS_00023984.p1, TCONS_00023973.p1	HELIO_05840
OG0001509	TCONS_00022723.p1	HELIO_11798
OG0001510	TCONS_00026658.p1	HELIO_10061
OG0001511	TCONS_00021340.p1	HELIO_10472
OG0001512	TCONS_00031944.p1, TCONS_00031919.p1	HELIO_06404
OG0001514	TCONS_00026655.p1	HELIO_10777
OG0001515	TCONS_00005036.p1	HELIO_11317
OG0001516	TCONS_00053429.p1	HELIO_05144
OG0001517	TCONS_00047283.p1	HELIO_02409
OG0001519	TCONS_00027867.p1	HELIO_09436
OG0001521	TCONS_00028338.p1	HELIO_00932
OG0001522	TCONS_00003488.p1	HELIO_00391
OG0001522	TCONS_00035035.p1	HELIO_11736
OG0001523	TCONS_00024797.p1, TCONS_00024757.p1	HELIO_04060
OG0001524	TCONS_00026880.p1	HELIO_05163
OG0001524	TCONS_00007581.p1	HELIO_01459
OG0001526	TCONS_00016353.p1	HELIO_03062
OG0001527	TCONS_00005265.p1	HELIO_04544
OG0001527	TCONS_00007061.p1	HELIO_10434
OG0001528	TCONS_00050868.p1	HELIO_02093
OG0001530	TCONS_00029931.p1	HELIO_09208
OG0001531	TCONS_00027094.p1	HELIO_03562
OG0001532	TCONS_00050672.p1	HELIO_07182
OG0001533	TCONS_00003831.p1, TCONS_00003830.p1	HELIO_12019
OG0001535	TCONS_00019219.p1	HELIO_07262
OG0001535	TCONS_00043210.p1	HELIO_00025, HELIO_00763
OG0001536	TCONS_00010287.p1	HELIO_00034
OG0001538	TCONS_00017233.p1, TCONS_00017234.p1	HELIO_05127
OG0001545	TCONS_00029685.p1	HELIO_02222
OG0001549	TCONS_00017674.p1, TCONS_00018698.p1	HELIO_10410
OG0001550	TCONS_00010161.p1	HELIO_04550, HELIO_08048
OG0001551	TCONS_00004441.p1, TCONS_00024900.p1	HELIO_02886
OG0001552	TCONS_00048136.p1, TCONS_00049099.p1, TCONS_00049100.p1	HELIO_00983
OG0001553	TCONS_00030374.p1	HELIO_04975
OG0001554	TCONS_00002186.p1	HELIO_02815
OG0001555	TCONS_00046606.p1, TCONS_00046605.p1, TCONS_00046600.p1, TCONS_00047498.p1, TCONS_00049020.p1, TCONS_00049045.p1, TCONS_00049029.p1, TCONS_00049027.p1, TCONS_00049046.p1, TCONS_00049025.p1, TCONS_00049043.p1, TCONS_00049044.p1, TCONS_00022162.p1, TCONS_00022237.p1	HELIO_06994
OG0001556	TCONS_00010677.p1	HELIO_02204
OG0001557	TCONS_00023130.p1	HELIO_05083
OG0001557	TCONS_00048377.p1	HELIO_06596
OG0001558	TCONS_00014783.p1	HELIO_02760
OG0001559	TCONS_00011061.p1	HELIO_06123
OG0001561	TCONS_00049740.p1	HELIO_08393
OG0001562	TCONS_00051923.p1	HELIO_06572
OG0001563	TCONS_00015020.p1, TCONS_00028516.p1, TCONS_00018761.p1, TCONS_00018791.p1	HELIO_06290, HELIO_06516
OG0001564	TCONS_00022177.p1	HELIO_01962
OG0001565	TCONS_00035619.p1, TCONS_00035722.p1	HELIO_12328
OG0001566	TCONS_00002399.p1, TCONS_00002398.p1	HELIO_11200, HELIO_02258
OG0001567	TCONS_00005126.p1	HELIO_06880
OG0001568	TCONS_00014293.p1	HELIO_05132
OG0001569	TCONS_00021687.p1, TCONS_00021686.p1	HELIO_09196
OG0001570	TCONS_00054652.p1	HELIO_02540
OG0001570	TCONS_00008646.p1	HELIO_05222
OG0001571	TCONS_00038350.p1, TCONS_00038267.p1	HELIO_00290
OG0001571	TCONS_00040596.p1	HELIO_11750
OG0001572	TCONS_00001177.p1, TCONS_00001188.p1	HELIO_04693
OG0001573	TCONS_00052758.p1	HELIO_02265
OG0001574	TCONS_00013077.p1	HELIO_05607
OG0001575	TCONS_00049224.p1	HELIO_03584
OG0001575	TCONS_00049223.p1	HELIO_05293
OG0001576	TCONS_00028875.p1	HELIO_11858
OG0001577	TCONS_00026861.p1	HELIO_03678
OG0001578	TCONS_00027776.p1	HELIO_08790, HELIO_08789
OG0001580	TCONS_00008057.p1	HELIO_11365
OG0001581	TCONS_00056566.p1, TCONS_00055734.p1, TCONS_00003489.p1, TCONS_00003273.p1	HELIO_05221, HELIO_07860
OG0001582	TCONS_00004768.p1	HELIO_04387, HELIO_11913
OG0001583	TCONS_00027788.p1	HELIO_12114
OG0001584	TCONS_00020960.p1	HELIO_10513, HELIO_05589
OG0001588	TCONS_00056519.p1	HELIO_02213
OG0001589	TCONS_00013172.p1	HELIO_12278
OG0001590	TCONS_00000643.p1	HELIO_11606
OG0001590	TCONS_00029503.p1	HELIO_02516
OG0001593	TCONS_00031847.p1	HELIO_04977
OG0001594	TCONS_00030470.p1, TCONS_00030579.p1	HELIO_11160
OG0001595	TCONS_00051500.p1	HELIO_03439
OG0001595	TCONS_00051501.p1, TCONS_00054417.p1, TCONS_00051497.p1, TCONS_00051490.p1, TCONS_00039737.p1, TCONS_00054411.p1, TCONS_00054404.p1, TCONS_00039734.p1, TCONS_00039770.p1, TCONS_00037593.p1, TCONS_00037591.p1, TCONS_00053305.p1, TCONS_00053307.p1, TCONS_00053309.p1, TCONS_00003345.p1, TCONS_00053310.p1, TCONS_00053303.p1, TCONS_00053308.p1, TCONS_00053311.p1, TCONS_00053312.p1, TCONS_00003376.p1, TCONS_00006111.p1, TCONS_00004810.p1, TCONS_00054420.p1	HELIO_08224
OG0001596	TCONS_00049386.p1	HELIO_12698
OG0001597	TCONS_00057088.p1	HELIO_04679
OG0001597	TCONS_00055827.p1	HELIO_01769
OG0001599	TCONS_00014010.p1	HELIO_02009
OG0001600	TCONS_00046850.p1	HELIO_00399
OG0001602	TCONS_00025564.p1	HELIO_08752, HELIO_08751, HELIO_08750, HELIO_08749
OG0001603	TCONS_00015489.p1	HELIO_02249
OG0001604	TCONS_00005646.p1	HELIO_12168
OG0001605	TCONS_00009213.p1, TCONS_00009211.p1	HELIO_09701, HELIO_00110
OG0001606	TCONS_00032921.p1	HELIO_11612
OG0001608	TCONS_00000127.p1, TCONS_00001807.p1, TCONS_00057010.p1, TCONS_00008051.p1	HELIO_09014, HELIO_09013
OG0001609	TCONS_00022339.p1	HELIO_04479
OG0001609	TCONS_00048452.p1	HELIO_00769
OG0001610	TCONS_00017836.p1	HELIO_06066
OG0001611	TCONS_00010550.p1	HELIO_10992
OG0001612	TCONS_00000496.p1	HELIO_03470
OG0001612	TCONS_00000497.p1	HELIO_09022
OG0001614	TCONS_00029183.p1	HELIO_09695
OG0001614	TCONS_00013654.p1	HELIO_09277
OG0001615	TCONS_00036590.p1	HELIO_04146
OG0001617	TCONS_00049508.p1	HELIO_06430
OG0001620	TCONS_00015452.p1	HELIO_04031
OG0001621	TCONS_00041678.p1, TCONS_00041680.p1	HELIO_05621, HELIO_05048
OG0001622	TCONS_00027359.p1	HELIO_02684
OG0001623	TCONS_00017390.p1	HELIO_12088
OG0001624	TCONS_00018787.p1	HELIO_06828
OG0001626	TCONS_00031837.p1, TCONS_00031838.p1	HELIO_03887
OG0001627	TCONS_00027782.p1	HELIO_03358
OG0001627	TCONS_00026875.p1	HELIO_11162
