Orthogroup	PFLAV	STRPU_ok
OG0000325	TCONS_00036208.p1	STRPU_19931, STRPU_02596, STRPU_19929, STRPU_19930, STRPU_02597, STRPU_02598
OG0000325	TCONS_00031253.p1, TCONS_00031254.p2, TCONS_00031256.p1, TCONS_00027308.p1, TCONS_00037462.p1	STRPU_19928, STRPU_02599, STRPU_08106, STRPU_08104, STRPU_08118, STRPU_08103, STRPU_08120, STRPU_08119, STRPU_08107, STRPU_08105, STRPU_09355, STRPU_09356
OG0000326	TCONS_00022683.p1	STRPU_10867, STRPU_10847
OG0000328	TCONS_00027402.p1, TCONS_00027401.p1	STRPU_09472
OG0000328	TCONS_00020691.p1	STRPU_00813, STRPU_25547
OG0000329	TCONS_00002564.p1, TCONS_00003595.p1, TCONS_00002569.p1, TCONS_00002574.p1, TCONS_00003563.p1	STRPU_24162
OG0000330	TCONS_00009100.p1, TCONS_00009110.p1, TCONS_00009112.p1, TCONS_00009108.p1, TCONS_00009106.p1, TCONS_00044309.p1, TCONS_00016177.p1, TCONS_00015262.p1, TCONS_00010904.p1, TCONS_00009102.p1, TCONS_00009098.p1, TCONS_00010903.p1, TCONS_00010855.p1, TCONS_00009539.p1, TCONS_00003482.p1	STRPU_06826, STRPU_20452, STRPU_08264, STRPU_08262, STRPU_08269, STRPU_01103, STRPU_24195, STRPU_24194, STRPU_05779, STRPU_24124, STRPU_06559, STRPU_06540, STRPU_24117, STRPU_24113, STRPU_06557, STRPU_24121, STRPU_24092, STRPU_06558, STRPU_06541
OG0000333	TCONS_00014899.p1	STRPU_19697, STRPU_19618
OG0000336	TCONS_00051417.p1, TCONS_00016737.p1	STRPU_15721
OG0000336	TCONS_00019001.p1, TCONS_00032060.p1, TCONS_00035135.p1	STRPU_16303, STRPU_15156
OG0000337	TCONS_00032335.p1, TCONS_00049018.p1, TCONS_00041676.p2, TCONS_00041837.p1, TCONS_00050009.p1, TCONS_00044134.p1	STRPU_08912
OG0000338	TCONS_00006807.p1	STRPU_02251, STRPU_15548
OG0000338	TCONS_00006253.p1	STRPU_15357
OG0000338	TCONS_00007127.p1	STRPU_26051
OG0000339	TCONS_00041930.p1, TCONS_00041933.p1	STRPU_25795, STRPU_25777, STRPU_25782, STRPU_25800, STRPU_25779, STRPU_25781, STRPU_25803, STRPU_25817, STRPU_25811, STRPU_25778, STRPU_25797, STRPU_25815, STRPU_25802, STRPU_25799
OG0000339	TCONS_00014499.p1	STRPU_17596, STRPU_17598, STRPU_17599, STRPU_09857, STRPU_25818, STRPU_25804, STRPU_25814, STRPU_25801, STRPU_14998, STRPU_25780, STRPU_08178, STRPU_25807, STRPU_25805, STRPU_25819, STRPU_25784, STRPU_25808, STRPU_25810, STRPU_25816, STRPU_25783
OG0000340	TCONS_00004714.p1, TCONS_00013357.p1	STRPU_14456
OG0000340	TCONS_00013354.p1	STRPU_08512, STRPU_08513
OG0000340	TCONS_00007937.p1	STRPU_02114, STRPU_09148, STRPU_02113, STRPU_09147
OG0000341	TCONS_00045365.p1	STRPU_07163
OG0000342	TCONS_00049425.p1	STRPU_01174, STRPU_18281
OG0000342	TCONS_00044039.p1	STRPU_10696, STRPU_00548
OG0000343	TCONS_00000994.p1	STRPU_17122, STRPU_17107
OG0000344	TCONS_00006468.p1	STRPU_02479, STRPU_15100
OG0000345	TCONS_00030626.p1, TCONS_00008130.p1, TCONS_00030018.p1	STRPU_04681
OG0000345	TCONS_00031146.p1	STRPU_04121
OG0000346	TCONS_00043164.p1, TCONS_00024454.p1	STRPU_05839
OG0000347	TCONS_00042248.p1, TCONS_00042297.p1	STRPU_05649, STRPU_19108, STRPU_05651, STRPU_23301, STRPU_05650, STRPU_05185, STRPU_05105, STRPU_05186
OG0000348	TCONS_00005780.p1, TCONS_00034564.p1, TCONS_00045935.p1, TCONS_00035750.p1, TCONS_00017265.p1, TCONS_00004444.p1	STRPU_19985, STRPU_24171, STRPU_07726, STRPU_15623, STRPU_15342, STRPU_00735, STRPU_13701, STRPU_27166, STRPU_22409, STRPU_23069, STRPU_06166, STRPU_16139, STRPU_08267, STRPU_17549, STRPU_23114, STRPU_00205, STRPU_01820, STRPU_25700, STRPU_08696, STRPU_15624, STRPU_04492, STRPU_13700, STRPU_09577, STRPU_08693
OG0000349	TCONS_00024621.p1, TCONS_00025530.p1, TCONS_00023734.p1, TCONS_00045298.p1, TCONS_00009200.p1, TCONS_00023272.p1	STRPU_12247, STRPU_11674, STRPU_11916, STRPU_12249, STRPU_24104, STRPU_12252, STRPU_12251, STRPU_12253, STRPU_11748, STRPU_11912, STRPU_11874, STRPU_11875, STRPU_11914, STRPU_11877, STRPU_11917, STRPU_11915, STRPU_11876, STRPU_11913, STRPU_12225, STRPU_12250, STRPU_07037, STRPU_07039, STRPU_24713, STRPU_01364, STRPU_01363, STRPU_11577
OG0000350	TCONS_00018385.p1	STRPU_01096, STRPU_24203
OG0000350	TCONS_00031434.p1	STRPU_04713
OG0000350	TCONS_00009755.p1	STRPU_21630
OG0000350	TCONS_00009756.p1	STRPU_21631
OG0000352	TCONS_00053533.p1	STRPU_18690
OG0000352	TCONS_00055099.p1	STRPU_16144, STRPU_16137
OG0000352	TCONS_00056016.p1	STRPU_07149
OG0000352	TCONS_00056445.p1	STRPU_16649
OG0000353	TCONS_00030001.p1	STRPU_04265
OG0000355	TCONS_00054815.p1, TCONS_00044603.p1, TCONS_00011930.p1, TCONS_00037650.p1, TCONS_00002458.p1, TCONS_00004332.p1, TCONS_00044604.p1, TCONS_00022088.p1	STRPU_03709, STRPU_16996, STRPU_24764, STRPU_13810
OG0000355	TCONS_00006936.p1, TCONS_00043211.p1, TCONS_00021948.p1, TCONS_00021943.p1	STRPU_15581, STRPU_07665
OG0000356	TCONS_00030074.p1	STRPU_04112
OG0000356	TCONS_00024735.p1, TCONS_00024640.p1	STRPU_12597
OG0000357	TCONS_00006771.p1	STRPU_14591
OG0000357	TCONS_00048191.p1	STRPU_23598
OG0000358	TCONS_00037242.p1	STRPU_12011
OG0000358	TCONS_00046701.p1	STRPU_12205
OG0000358	TCONS_00037179.p1, TCONS_00037161.p1	STRPU_11811
OG0000358	TCONS_00021276.p1, TCONS_00021752.p1	STRPU_06142
OG0000359	TCONS_00013824.p1	STRPU_09098, STRPU_02069
OG0000359	TCONS_00021739.p1, TCONS_00012252.p1	STRPU_14383
OG0000359	TCONS_00042042.p1	STRPU_05510
OG0000360	TCONS_00056135.p1	STRPU_16620
OG0000360	TCONS_00047755.p1	STRPU_23802
OG0000363	TCONS_00009940.p1, TCONS_00009923.p1	STRPU_20959
OG0000363	TCONS_00006052.p1, TCONS_00002464.p1	STRPU_22858, STRPU_22857
OG0000363	TCONS_00004630.p1, TCONS_00004640.p1	STRPU_14845, STRPU_14865
OG0000364	TCONS_00018279.p1, TCONS_00018290.p1, TCONS_00017256.p1, TCONS_00017257.p1, TCONS_00018289.p1, TCONS_00018297.p1, TCONS_00018296.p1, TCONS_00001102.p1, TCONS_00018287.p1, TCONS_00018291.p1, TCONS_00018285.p1	STRPU_12300, STRPU_23213, STRPU_23224, STRPU_24852, STRPU_22921
OG0000365	TCONS_00053833.p1	STRPU_00678, STRPU_18948
OG0000365	TCONS_00002093.p1	STRPU_17253, STRPU_17254
OG0000366	TCONS_00037933.p1, TCONS_00050357.p1, TCONS_00040795.p1, TCONS_00019829.p1, TCONS_00041357.p1	STRPU_24661, STRPU_03717, STRPU_24749, STRPU_09043, STRPU_22656, STRPU_20312, STRPU_01655
OG0000367	TCONS_00049440.p1	STRPU_22294
OG0000367	TCONS_00017935.p1	STRPU_24010
OG0000370	TCONS_00027758.p1	STRPU_10359, STRPU_10360
OG0000370	TCONS_00027755.p1, TCONS_00054813.p1, TCONS_00027752.p1, TCONS_00027757.p1, TCONS_00027753.p1	STRPU_10492, STRPU_10505, STRPU_10501, STRPU_10502, STRPU_10499, STRPU_10500, STRPU_09971, STRPU_09948, STRPU_10504, STRPU_10498
OG0000370	TCONS_00026441.p1	STRPU_00188
OG0000371	TCONS_00032709.p1	STRPU_23761, STRPU_23760
OG0000371	TCONS_00015309.p1, TCONS_00016386.p1	STRPU_16099, STRPU_13196, STRPU_13809
OG0000371	TCONS_00036166.p1, TCONS_00033172.p1, TCONS_00047791.p1, TCONS_00020992.p1, TCONS_00022299.p1, TCONS_00033074.p1	STRPU_23766, STRPU_23764
OG0000372	TCONS_00029355.p1	STRPU_20297
OG0000372	TCONS_00057185.p1	STRPU_16741, STRPU_01713
OG0000372	TCONS_00044124.p1	STRPU_05141, STRPU_05066
OG0000372	TCONS_00055414.p1	STRPU_15694
OG0000373	TCONS_00006362.p1	STRPU_15389
OG0000373	TCONS_00014579.p1	STRPU_08202
OG0000374	TCONS_00002547.p1	STRPU_24137
OG0000374	TCONS_00030526.p1	STRPU_04885
OG0000374	TCONS_00002546.p1	STRPU_01884, STRPU_25198
OG0000375	TCONS_00013336.p1	STRPU_08233
OG0000375	TCONS_00018857.p1, TCONS_00046009.p1	STRPU_07156
OG0000378	TCONS_00001951.p1	STRPU_18015
OG0000378	TCONS_00017780.p1	STRPU_03384
OG0000379	TCONS_00005740.p1	STRPU_14744
OG0000379	TCONS_00013597.p1	STRPU_08185
OG0000379	TCONS_00013619.p1	STRPU_08635
OG0000379	TCONS_00044694.p1	STRPU_08073
OG0000380	TCONS_00044443.p1, TCONS_00041477.p1, TCONS_00054787.p1, TCONS_00032112.p1	STRPU_22132
OG0000380	TCONS_00041135.p1	STRPU_06735, STRPU_13220
OG0000381	TCONS_00041315.p1, TCONS_00041298.p1, TCONS_00041313.p1	STRPU_22672, STRPU_21907
OG0000381	TCONS_00042122.p1	STRPU_21590, STRPU_16331, STRPU_16308, STRPU_16304, STRPU_12013, STRPU_19555
OG0000381	TCONS_00042806.p1, TCONS_00042115.p1, TCONS_00042796.p1, TCONS_00042794.p1, TCONS_00042791.p1, TCONS_00042793.p1, TCONS_00042801.p1, TCONS_00042797.p1, TCONS_00042800.p1, TCONS_00022159.p1, TCONS_00022161.p1, TCONS_00011175.p1	STRPU_06706
OG0000382	TCONS_00015915.p1	STRPU_19562
OG0000382	TCONS_00048188.p1	STRPU_22986
OG0000383	TCONS_00020670.p1	STRPU_21068, STRPU_23506, STRPU_18423, STRPU_23609
OG0000384	TCONS_00026546.p1	STRPU_09778
OG0000384	TCONS_00019959.p1	STRPU_23403, STRPU_01036
OG0000384	TCONS_00030287.p1	STRPU_04040, STRPU_04038
OG0000385	TCONS_00050815.p1	STRPU_11318, STRPU_11302, STRPU_11104, STRPU_11129, STRPU_11108, STRPU_11132, STRPU_11109, STRPU_11133
OG0000386	TCONS_00024023.p1, TCONS_00025390.p1, TCONS_00048379.p1	STRPU_12906
OG0000389	TCONS_00031058.p1	STRPU_04611, STRPU_04125
OG0000390	TCONS_00005634.p1, TCONS_00005972.p1, TCONS_00005976.p1, TCONS_00004005.p1	STRPU_14892, STRPU_15069, STRPU_15070, STRPU_15067, STRPU_15284, STRPU_14788, STRPU_18623, STRPU_08567, STRPU_08568, STRPU_14895, STRPU_14894, STRPU_14896
OG0000391	TCONS_00052772.p1	STRPU_27123
OG0000391	TCONS_00027258.p1	STRPU_09729, STRPU_09772
OG0000391	TCONS_00010176.p1	STRPU_21385
OG0000392	TCONS_00053118.p1	STRPU_19132
OG0000393	TCONS_00007376.p1	STRPU_26326
OG0000394	TCONS_00037686.p1	STRPU_18120, STRPU_17674, STRPU_17679
OG0000394	TCONS_00010526.p1	STRPU_25320
OG0000395	TCONS_00040479.p1	STRPU_01700, STRPU_02664
OG0000396	TCONS_00028693.p1	STRPU_27190, STRPU_27207
OG0000397	TCONS_00027690.p1	STRPU_10143, STRPU_10081
OG0000399	TCONS_00010744.p1	STRPU_20860, STRPU_20896
OG0000399	TCONS_00046673.p1	STRPU_07796
OG0000399	TCONS_00033335.p1	STRPU_11457, STRPU_23097
OG0000400	TCONS_00000839.p1, TCONS_00000848.p1	STRPU_18035
OG0000400	TCONS_00030227.p1	STRPU_16345, STRPU_16374
OG0000401	TCONS_00006320.p1, TCONS_00006317.p1	STRPU_14949, STRPU_14979
OG0000401	TCONS_00056947.p1	STRPU_13184
OG0000402	TCONS_00027661.p1, TCONS_00041558.p1	STRPU_09420, STRPU_01539
OG0000402	TCONS_00007774.p1, TCONS_00007776.p1, TCONS_00009297.p1, TCONS_00008069.p1, TCONS_00009298.p1, TCONS_00007087.p1, TCONS_00007773.p1, TCONS_00007089.p1	STRPU_26119, STRPU_26105, STRPU_26104, STRPU_26118
OG0000403	TCONS_00000039.p1, TCONS_00001218.p1, TCONS_00002333.p1, TCONS_00022536.p1, TCONS_00022543.p1, TCONS_00016078.p1, TCONS_00018804.p1	STRPU_17049, STRPU_17068, STRPU_17241, STRPU_17239
OG0000404	TCONS_00054293.p1	STRPU_19097
OG0000404	TCONS_00054584.p1	STRPU_18719
OG0000404	TCONS_00054292.p1	STRPU_18842
OG0000405	TCONS_00029005.p1	STRPU_27356
OG0000409	TCONS_00047639.p1, TCONS_00047634.p1, TCONS_00047635.p1, TCONS_00047642.p1, TCONS_00049330.p1, TCONS_00049333.p1, TCONS_00049000.p1	STRPU_22634, STRPU_22593
OG0000409	TCONS_00026510.p1, TCONS_00026514.p1, TCONS_00026515.p1	STRPU_09794, STRPU_09789
OG0000410	TCONS_00004782.p1, TCONS_00004786.p1, TCONS_00004790.p1, TCONS_00004788.p1, TCONS_00004785.p1, TCONS_00004794.p1	STRPU_14218, STRPU_25139, STRPU_16035, STRPU_16038, STRPU_16031
OG0000411	TCONS_00000518.p1	STRPU_16984
OG0000411	TCONS_00015591.p1	STRPU_15941, STRPU_00503
OG0000412	TCONS_00031385.p1	STRPU_04141
OG0000412	TCONS_00014987.p1, TCONS_00014980.p1, TCONS_00014982.p1, TCONS_00014985.p1	STRPU_20062
OG0000413	TCONS_00011626.p1	STRPU_21399
OG0000413	TCONS_00021738.p1	STRPU_06626
OG0000414	TCONS_00000789.p1	STRPU_07692
OG0000415	TCONS_00043133.p1, TCONS_00042615.p1	STRPU_05911
OG0000418	TCONS_00024360.p1, TCONS_00012462.p1, TCONS_00049894.p1, TCONS_00025322.p1	STRPU_10410
OG0000419	TCONS_00023123.p1	STRPU_14681
OG0000420	TCONS_00050772.p1, TCONS_00050774.p1, TCONS_00050773.p1, TCONS_00050771.p1, TCONS_00050765.p1, TCONS_00019332.p1	STRPU_10246, STRPU_10247, STRPU_10244
OG0000422	TCONS_00046248.p1, TCONS_00045180.p1, TCONS_00045181.p1	STRPU_07102
OG0000423	TCONS_00055703.p1, TCONS_00055705.p1, TCONS_00057155.p1, TCONS_00027994.p1, TCONS_00029049.p1, TCONS_00002037.p1, TCONS_00015514.p1	STRPU_12670, STRPU_12669, STRPU_12672, STRPU_13863, STRPU_13865, STRPU_13876, STRPU_13846, STRPU_13862, STRPU_13860, STRPU_13840, STRPU_22974, STRPU_12673, STRPU_13474, STRPU_14025
OG0000424	TCONS_00036179.p1	STRPU_11870
OG0000424	TCONS_00031446.p1, TCONS_00031445.p1	STRPU_04472, STRPU_04471
OG0000425	TCONS_00010844.p1	STRPU_20951
OG0000425	TCONS_00038275.p1, TCONS_00038300.p1	STRPU_20952, STRPU_02711
OG0000426	TCONS_00026285.p1	STRPU_09853
OG0000426	TCONS_00012333.p1	STRPU_00627
OG0000427	TCONS_00025042.p1	STRPU_12503, STRPU_00637
OG0000427	TCONS_00051959.p1, TCONS_00051958.p1, TCONS_00051956.p1	STRPU_11390
OG0000429	TCONS_00017970.p1, TCONS_00017972.p1, TCONS_00016816.p1, TCONS_00017888.p1, TCONS_00017886.p1, TCONS_00016915.p1, TCONS_00017971.p1, TCONS_00017049.p1, TCONS_00018193.p1, TCONS_00018123.p1, TCONS_00018120.p1	STRPU_24289
OG0000430	TCONS_00022475.p1	STRPU_12372, STRPU_12374
OG0000431	TCONS_00013224.p1	STRPU_08891
OG0000431	TCONS_00043448.p1	STRPU_05364
OG0000431	TCONS_00021923.p1	STRPU_06554, STRPU_06544
OG0000432	TCONS_00054762.p1, TCONS_00005749.p1	STRPU_22651
OG0000432	TCONS_00048093.p1, TCONS_00048094.p1	STRPU_22624
OG0000433	TCONS_00012715.p1	STRPU_08440
OG0000433	TCONS_00002447.p1, TCONS_00001165.p1	STRPU_17895
OG0000434	TCONS_00045955.p1	STRPU_07317
OG0000435	TCONS_00046001.p1	STRPU_24868
OG0000436	TCONS_00020628.p1	STRPU_23785
OG0000440	TCONS_00026853.p1, TCONS_00038745.p1	STRPU_02620, STRPU_12206, STRPU_17914
OG0000441	TCONS_00038354.p1	STRPU_08090
OG0000442	TCONS_00021580.p1	STRPU_06501
OG0000442	TCONS_00002190.p1	STRPU_17294
OG0000442	TCONS_00012602.p1	STRPU_16903
OG0000443	TCONS_00055579.p1	STRPU_13819
OG0000443	TCONS_00028717.p1	STRPU_27362
OG0000444	TCONS_00031849.p1, TCONS_00031859.p1, TCONS_00032514.p1, TCONS_00032512.p1, TCONS_00031853.p1, TCONS_00032513.p1, TCONS_00032517.p1, TCONS_00032518.p1, TCONS_00031857.p1, TCONS_00031854.p1, TCONS_00003709.p1, TCONS_00003710.p1, TCONS_00003707.p1, TCONS_00003706.p1, TCONS_00003708.p1, TCONS_00023010.p1	STRPU_12350
OG0000444	TCONS_00023516.p1, TCONS_00023527.p1, TCONS_00023517.p1, TCONS_00023528.p1, TCONS_00023529.p1, TCONS_00023521.p1	STRPU_12803
OG0000445	TCONS_00051673.p1, TCONS_00002921.p1, TCONS_00000935.p1, TCONS_00000936.p1, TCONS_00000920.p1	STRPU_26060, STRPU_17672
OG0000446	TCONS_00018726.p1, TCONS_00017642.p1	STRPU_24898
OG0000446	TCONS_00037495.p1	STRPU_01634, STRPU_11972
OG0000446	TCONS_00018303.p1	STRPU_24006
OG0000447	TCONS_00043056.p1	STRPU_05018
OG0000448	TCONS_00044148.p1	STRPU_05001
OG0000449	TCONS_00039794.p1	STRPU_03430
OG0000450	TCONS_00006748.p1	STRPU_14805
OG0000452	TCONS_00010122.p1, TCONS_00010121.p1, TCONS_00011233.p1, TCONS_00011232.p1, TCONS_00011231.p1, TCONS_00006503.p1, TCONS_00006504.p1, TCONS_00006499.p1	STRPU_14441, STRPU_14459, STRPU_25045, STRPU_25044, STRPU_10299, STRPU_14440
OG0000453	TCONS_00015428.p1, TCONS_00016513.p1, TCONS_00016509.p1, TCONS_00016514.p1, TCONS_00016505.p1, TCONS_00016516.p1, TCONS_00016515.p1, TCONS_00016517.p1, TCONS_00047316.p1, TCONS_00000327.p1, TCONS_00000325.p1, TCONS_00001388.p1, TCONS_00000328.p1, TCONS_00015837.p1	STRPU_11765, STRPU_11767, STRPU_11764
OG0000454	TCONS_00029324.p1	STRPU_26357
OG0000456	TCONS_00024867.p1, TCONS_00050303.p1, TCONS_00008897.p1, TCONS_00056317.p1, TCONS_00050684.p1, TCONS_00005770.p1, TCONS_00050681.p1, TCONS_00047365.p1, TCONS_00022254.p1, TCONS_00047672.p1, TCONS_00044993.p1, TCONS_00008498.p1, TCONS_00050109.p1, TCONS_00052859.p1, TCONS_00044105.p1, TCONS_00006779.p1, TCONS_00044508.p1	STRPU_02653, STRPU_01238
OG0000456	TCONS_00032830.p1	STRPU_01337, STRPU_11610, STRPU_27243
OG0000458	TCONS_00046177.p1	STRPU_07041
OG0000458	TCONS_00044692.p1	STRPU_07995, STRPU_07993, STRPU_07994
OG0000459	TCONS_00055953.p1, TCONS_00057008.p1, TCONS_00055691.p1, TCONS_00055690.p1, TCONS_00055686.p1, TCONS_00055685.p1, TCONS_00055681.p1, TCONS_00055683.p1, TCONS_00055684.p1, TCONS_00055692.p1, TCONS_00055687.p1, TCONS_00055693.p1	STRPU_13769, STRPU_13771, STRPU_13770, STRPU_13271, STRPU_17503, STRPU_13880, STRPU_13872, STRPU_13841, STRPU_13861, STRPU_13458, STRPU_13459
OG0000460	TCONS_00042098.p1	STRPU_05282
OG0000460	TCONS_00041990.p1, TCONS_00041991.p1	STRPU_00443, STRPU_13702, STRPU_07345, STRPU_23366, STRPU_18478, STRPU_18435
OG0000461	TCONS_00019012.p1	STRPU_22427
OG0000461	TCONS_00005147.p1	STRPU_14492
OG0000463	TCONS_00023571.p1, TCONS_00023572.p1, TCONS_00023533.p1	STRPU_13114, STRPU_13087
OG0000463	TCONS_00018357.p1	STRPU_24320
OG0000463	TCONS_00028391.p1	STRPU_27309
OG0000465	TCONS_00046928.p1, TCONS_00045554.p1	STRPU_07200
OG0000465	TCONS_00045553.p1, TCONS_00046929.p1	STRPU_07201
OG0000465	TCONS_00051741.p1	STRPU_10825
OG0000466	TCONS_00055165.p1, TCONS_00055198.p1, TCONS_00055551.p1, TCONS_00056318.p1, TCONS_00056377.p1, TCONS_00056378.p1, TCONS_00056319.p1, TCONS_00056320.p1, TCONS_00056380.p1, TCONS_00056381.p1	STRPU_18747, STRPU_18365, STRPU_14250, STRPU_06849, STRPU_06848, STRPU_17536, STRPU_13571, STRPU_01590, STRPU_13167, STRPU_13148, STRPU_13147, STRPU_13168, STRPU_13146, STRPU_13149, STRPU_13169
OG0000466	TCONS_00052624.p1	STRPU_23720, STRPU_23721
OG0000467	TCONS_00049014.p1	STRPU_23158
OG0000468	TCONS_00023318.p1, TCONS_00024958.p1, TCONS_00023321.p1, TCONS_00023193.p1, TCONS_00023191.p1, TCONS_00023328.p1, TCONS_00023322.p1	STRPU_12712, STRPU_12711
OG0000468	TCONS_00042224.p1	STRPU_05357
OG0000469	TCONS_00048981.p1	STRPU_23215, STRPU_23221
OG0000469	TCONS_00027949.p1	STRPU_26522
OG0000470	TCONS_00014594.p1	STRPU_08272
OG0000470	TCONS_00009548.p1, TCONS_00010825.p1	STRPU_21506
OG0000471	TCONS_00031390.p1	STRPU_04284
OG0000472	TCONS_00042976.p1, TCONS_00041636.p1, TCONS_00041637.p1, TCONS_00037389.p1, TCONS_00037390.p1, TCONS_00037391.p1, TCONS_00037388.p1, TCONS_00037393.p1, TCONS_00037382.p1, TCONS_00037385.p1, TCONS_00037392.p1, TCONS_00023656.p1, TCONS_00021161.p1, TCONS_00022192.p1, TCONS_00022994.p1, TCONS_00022964.p1	STRPU_04400, STRPU_14561
OG0000472	TCONS_00051600.p1, TCONS_00050509.p1	STRPU_10557
OG0000473	TCONS_00030345.p1, TCONS_00054731.p1, TCONS_00001860.p1, TCONS_00030859.p1, TCONS_00030858.p1, TCONS_00030860.p1, TCONS_00057149.p1, TCONS_00057150.p1, TCONS_00055947.p1	STRPU_11774, STRPU_11776, STRPU_11775, STRPU_11770, STRPU_11769, STRPU_12358, STRPU_12355, STRPU_12357, STRPU_12356, STRPU_07336, STRPU_07334, STRPU_07339, STRPU_07343, STRPU_12220, STRPU_07338, STRPU_07341, STRPU_00699, STRPU_07857, STRPU_07858, STRPU_09283, STRPU_01281, STRPU_18224, STRPU_24862, STRPU_26869, STRPU_26868
OG0000474	TCONS_00019157.p1, TCONS_00019100.p1	STRPU_22424
OG0000474	TCONS_00019156.p1	STRPU_23394
OG0000475	TCONS_00003775.p1	STRPU_25083
OG0000475	TCONS_00003774.p1	STRPU_25081
OG0000476	TCONS_00015826.p1, TCONS_00015827.p1	STRPU_20170
OG0000476	TCONS_00016255.p1, TCONS_00015832.p1	STRPU_20169
OG0000476	TCONS_00014664.p1	STRPU_19628, STRPU_19687
OG0000477	TCONS_00052825.p1	STRPU_15536
OG0000477	TCONS_00056849.p1, TCONS_00056850.p1	STRPU_14774, STRPU_02549
OG0000479	TCONS_00000492.p1	STRPU_17435
OG0000479	TCONS_00006853.p1	STRPU_14315
OG0000480	TCONS_00050137.p1	STRPU_11203
OG0000480	TCONS_00050192.p1	STRPU_11000, STRPU_00339, STRPU_11321
OG0000480	TCONS_00050190.p1	STRPU_00362, STRPU_11025
OG0000481	TCONS_00005590.p1	STRPU_14885
OG0000481	TCONS_00015361.p1	STRPU_19958, STRPU_01189
OG0000481	TCONS_00030958.p1	STRPU_04460
OG0000482	TCONS_00010197.p1	STRPU_20466
OG0000482	TCONS_00010200.p1	STRPU_21122
OG0000485	TCONS_00035498.p1	STRPU_03873
OG0000486	TCONS_00056066.p1, TCONS_00055302.p1, TCONS_00052656.p1, TCONS_00053745.p1	STRPU_20016, STRPU_18622
OG0000486	TCONS_00012362.p1	STRPU_08732
OG0000487	TCONS_00000900.p1, TCONS_00005196.p1, TCONS_00055084.p1, TCONS_00000329.p1	STRPU_21236
OG0000487	TCONS_00018203.p1, TCONS_00017152.p1	STRPU_09230, STRPU_02195
OG0000488	TCONS_00010218.p1	STRPU_21579, STRPU_09666
OG0000489	TCONS_00048831.p1	STRPU_00884
OG0000489	TCONS_00018116.p1	STRPU_24241, STRPU_01065
OG0000490	TCONS_00016246.p1	STRPU_19396, STRPU_19397
OG0000491	TCONS_00044061.p1	STRPU_04966
OG0000494	TCONS_00005711.p1, TCONS_00017975.p1	STRPU_15055
OG0000495	TCONS_00050801.p1, TCONS_00051682.p1, TCONS_00051680.p1, TCONS_00051676.p1, TCONS_00051681.p1, TCONS_00051678.p1, TCONS_00051677.p1, TCONS_00022857.p1, TCONS_00022855.p1, TCONS_00021729.p1, TCONS_00021730.p1, TCONS_00022526.p1, TCONS_00004798.p1	STRPU_05984
OG0000495	TCONS_00006089.p1, TCONS_00006092.p1	STRPU_14646
OG0000496	TCONS_00002699.p1	STRPU_01872, STRPU_25187
OG0000496	TCONS_00019620.p1	STRPU_25443
OG0000497	TCONS_00006015.p1	STRPU_14149, STRPU_14171
OG0000497	TCONS_00016143.p1	STRPU_19651, STRPU_19670
OG0000498	TCONS_00008734.p1	STRPU_25913
OG0000499	TCONS_00004484.p1	STRPU_21743, STRPU_21679
OG0000501	TCONS_00036754.p1, TCONS_00036751.p1, TCONS_00038085.p1, TCONS_00037865.p1, TCONS_00037675.p1, TCONS_00037673.p1, TCONS_00037674.p1, TCONS_00037585.p1, TCONS_00036067.p1, TCONS_00025120.p1, TCONS_00037832.p1	STRPU_04968, STRPU_24516, STRPU_24080, STRPU_00604, STRPU_24511, STRPU_24509, STRPU_04537, STRPU_04519, STRPU_00603, STRPU_24513, STRPU_24508, STRPU_24507, STRPU_24505, STRPU_24504, STRPU_24506, STRPU_24510, STRPU_24688, STRPU_24704, STRPU_24687, STRPU_24705
OG0000502	TCONS_00024367.p1, TCONS_00024404.p1, TCONS_00024368.p1, TCONS_00025806.p1, TCONS_00025765.p1, TCONS_00025805.p1	STRPU_06621
OG0000503	TCONS_00023137.p1	STRPU_12805, STRPU_12804
OG0000504	TCONS_00041426.p1	STRPU_13814
OG0000504	TCONS_00028051.p1	STRPU_26516
OG0000505	TCONS_00031917.p1, TCONS_00031941.p1	STRPU_21978
OG0000506	TCONS_00020995.p1	STRPU_06642
OG0000508	TCONS_00056880.p1, TCONS_00056893.p1	STRPU_13773
OG0000508	TCONS_00019601.p1	STRPU_22049
OG0000509	TCONS_00049456.p1, TCONS_00008182.p1	STRPU_17684
OG0000509	TCONS_00022951.p1, TCONS_00006914.p1, TCONS_00039150.p1, TCONS_00046088.p1, TCONS_00008405.p1, TCONS_00019968.p1, TCONS_00050130.p1, TCONS_00002507.p1	STRPU_20831, STRPU_23363
OG0000510	TCONS_00020826.p1	STRPU_20272, STRPU_20279, STRPU_20192, STRPU_23102
OG0000511	TCONS_00025941.p1	STRPU_10354
OG0000513	TCONS_00030622.p1	STRPU_04474
OG0000514	TCONS_00013334.p1	STRPU_08933
OG0000515	TCONS_00037550.p1	STRPU_19518, STRPU_19526, STRPU_19523, STRPU_19522, STRPU_19524, STRPU_19525, STRPU_19751, STRPU_19749, STRPU_06347, STRPU_26585, STRPU_26583, STRPU_19521
