Orthogroup	PFLAV	CAPO3
OG0001126	TCONS_00021077.p1	CAPO301067
OG0001126	TCONS_00049380.p1, TCONS_00049391.p1	CAPO308119
OG0001128	TCONS_00003470.p1	CAPO301710
OG0001129	TCONS_00007656.p1, TCONS_00007662.p1	CAPO306230
OG0001130	TCONS_00028636.p1, TCONS_00028392.p1, TCONS_00028134.p1	CAPO305636
OG0001132	TCONS_00028117.p1, TCONS_00028105.p1	CAPO303538
OG0001133	TCONS_00015242.p1	CAPO302577
OG0001133	TCONS_00053218.p1	CAPO300360
OG0001134	TCONS_00012314.p1	CAPO304261
OG0001136	TCONS_00028141.p1	CAPO301949
OG0001137	TCONS_00009779.p1	CAPO308164
OG0001139	TCONS_00021216.p1, TCONS_00028367.p1, TCONS_00025127.p1	CAPO300537
OG0001140	TCONS_00045555.p1, TCONS_00046926.p1	CAPO308326
OG0001142	TCONS_00017195.p1	CAPO304790
OG0001143	TCONS_00020217.p1	CAPO304300
OG0001144	TCONS_00038647.p1	CAPO307577
OG0001146	TCONS_00050566.p1	CAPO300511
OG0001147	TCONS_00004374.p1, TCONS_00004613.p1, TCONS_00005925.p1, TCONS_00004616.p1, TCONS_00004615.p1, TCONS_00004614.p1, TCONS_00021025.p1, TCONS_00025522.p1, TCONS_00025537.p1, TCONS_00025536.p1, TCONS_00024170.p1, TCONS_00008349.p1, TCONS_00007321.p1, TCONS_00007467.p1, TCONS_00007463.p1, TCONS_00039861.p1, TCONS_00045750.p1, TCONS_00045752.p1, TCONS_00017385.p1, TCONS_00018435.p1, TCONS_00056439.p1, TCONS_00056441.p1	CAPO306370
OG0001149	TCONS_00015791.p1	CAPO305549
OG0001156	TCONS_00055858.p1	CAPO306962
OG0001158	TCONS_00008068.p1, TCONS_00051859.p1	CAPO302639
OG0001160	TCONS_00007792.p1	CAPO307697
OG0001160	TCONS_00025396.p1, TCONS_00025758.p1, TCONS_00025797.p1	CAPO304743
OG0001161	TCONS_00032840.p1	CAPO301112
OG0001163	TCONS_00030259.p1, TCONS_00030251.p1	CAPO301684, CAPO307755, CAPO304886
OG0001167	TCONS_00009697.p1	CAPO307849
OG0001168	TCONS_00007095.p1	CAPO301546
OG0001169	TCONS_00043015.p1, TCONS_00041677.p1, TCONS_00043014.p1	CAPO301751
OG0001170	TCONS_00002128.p1, TCONS_00002129.p1	CAPO302766
OG0001171	TCONS_00046615.p1	CAPO300420
OG0001175	TCONS_00018800.p1	CAPO304133, CAPO306812
OG0001179	TCONS_00007366.p1, TCONS_00007365.p1, TCONS_00007363.p1, TCONS_00007362.p1, TCONS_00007361.p1, TCONS_00007757.p1	CAPO300184
OG0001181	TCONS_00056617.p1	CAPO301983
OG0001183	TCONS_00055495.p1	CAPO301096
OG0001184	TCONS_00015015.p1, TCONS_00015016.p1	CAPO306392
OG0001186	TCONS_00018904.p1	CAPO302303
OG0001186	TCONS_00008504.p1	CAPO307451
OG0001188	TCONS_00009642.p1	CAPO300558
OG0001196	TCONS_00041502.p1, TCONS_00049985.p1, TCONS_00035251.p1	CAPO301570
OG0001197	TCONS_00053978.p1, TCONS_00010219.p1	CAPO306552
OG0001199	TCONS_00001138.p1, TCONS_00001137.p1, TCONS_00018814.p1, TCONS_00005842.p1	CAPO305690
OG0001201	TCONS_00008587.p1	CAPO302220
OG0001202	TCONS_00021712.p1, TCONS_00021789.p1, TCONS_00021744.p1, TCONS_00021742.p1, TCONS_00021743.p1, TCONS_00021232.p1, TCONS_00021231.p1, TCONS_00022609.p1, TCONS_00022611.p1, TCONS_00022606.p1, TCONS_00025155.p1	CAPO306186
OG0001207	TCONS_00003023.p1	CAPO304292
OG0001207	TCONS_00055016.p1	CAPO305627
OG0001207	TCONS_00002875.p1	CAPO302093
OG0001208	TCONS_00019772.p1	CAPO300830
OG0001209	TCONS_00032359.p1	CAPO302948
OG0001210	TCONS_00010944.p1	CAPO300919
OG0001210	TCONS_00052218.p1	CAPO302555
OG0001212	TCONS_00043221.p1	CAPO305298
OG0001213	TCONS_00027209.p1	CAPO304729
OG0001213	TCONS_00005373.p1, TCONS_00005372.p1	CAPO303632
OG0001214	TCONS_00033365.p1	CAPO304780
OG0001215	TCONS_00033488.p1	CAPO302583
OG0001216	TCONS_00051636.p1, TCONS_00007050.p1	CAPO307997
OG0001217	TCONS_00000738.p1	CAPO306810
OG0001218	TCONS_00052215.p1	CAPO307457
OG0001221	TCONS_00007062.p1, TCONS_00038811.p1, TCONS_00038873.p1, TCONS_00038810.p1, TCONS_00038875.p1, TCONS_00038876.p1, TCONS_00038807.p1, TCONS_00038874.p1, TCONS_00055087.p1, TCONS_00055088.p1, TCONS_00055090.p1, TCONS_00055091.p1	CAPO307765
OG0001222	TCONS_00015634.p1, TCONS_00055546.p1, TCONS_00055539.p1, TCONS_00055544.p1, TCONS_00055541.p1, TCONS_00055543.p1, TCONS_00055542.p1, TCONS_00055979.p1	CAPO301496, CAPO301391, CAPO303918
OG0001226	TCONS_00006753.p1, TCONS_00001303.p1	CAPO307936
OG0001232	TCONS_00048426.p1, TCONS_00053374.p1, TCONS_00054429.p1, TCONS_00054454.p1, TCONS_00053372.p1	CAPO304224
OG0001233	TCONS_00044110.p1, TCONS_00043251.p1, TCONS_00043252.p1, TCONS_00041875.p1, TCONS_00041891.p1, TCONS_00041889.p1, TCONS_00041887.p1, TCONS_00041892.p1, TCONS_00041876.p1, TCONS_00041886.p1, TCONS_00041879.p1, TCONS_00041874.p1, TCONS_00043936.p1	CAPO303591
OG0001234	TCONS_00007057.p1	CAPO307897
OG0001241	TCONS_00044745.p1	CAPO303368
OG0001241	TCONS_00021229.p1	CAPO304888
OG0001247	TCONS_00047964.p1	CAPO303193, CAPO307423
OG0001248	TCONS_00020768.p1	CAPO303079
OG0001249	TCONS_00053927.p1	CAPO306922
OG0001250	TCONS_00014350.p1	CAPO302323
OG0001251	TCONS_00019290.p1	CAPO304205
OG0001251	TCONS_00007951.p1	CAPO302019
OG0001252	TCONS_00052754.p1	CAPO300016
OG0001253	TCONS_00048644.p1	CAPO306156
OG0001254	TCONS_00019693.p1, TCONS_00019695.p1	CAPO307546
OG0001261	TCONS_00043665.p1	CAPO302839
OG0001263	TCONS_00031000.p1, TCONS_00040341.p1	CAPO301777
OG0001267	TCONS_00044004.p1, TCONS_00005641.p1	CAPO307578
OG0001268	TCONS_00029161.p1, TCONS_00047925.p1, TCONS_00047938.p1	CAPO303692
OG0001270	TCONS_00014047.p1	CAPO306176
OG0001270	TCONS_00047799.p1	CAPO306096
OG0001270	TCONS_00012405.p1	CAPO304393
OG0001271	TCONS_00055883.p1	CAPO302779
OG0001272	TCONS_00006736.p1	CAPO305566
OG0001273	TCONS_00027968.p1	CAPO301889
OG0001274	TCONS_00016722.p1	CAPO308194
OG0001276	TCONS_00042630.p1	CAPO302888
OG0001278	TCONS_00017721.p1	CAPO306229
OG0001279	TCONS_00010827.p1, TCONS_00009545.p1	CAPO302733
OG0001280	TCONS_00028312.p1	CAPO300326
OG0001281	TCONS_00010045.p1	CAPO304088, CAPO303543
OG0001282	TCONS_00036586.p1	CAPO303595
OG0001284	TCONS_00055451.p1, TCONS_00029573.p1	CAPO300970
OG0001285	TCONS_00026447.p1	CAPO304179
OG0001286	TCONS_00025745.p1, TCONS_00025785.p1	CAPO303892
OG0001287	TCONS_00043263.p1	CAPO302822, CAPO304538
OG0001288	TCONS_00021084.p1, TCONS_00029023.p1, TCONS_00029024.p1, TCONS_00029022.p1, TCONS_00036487.p1, TCONS_00029019.p1	CAPO302651
OG0001289	TCONS_00018843.p1, TCONS_00016858.p1, TCONS_00015678.p1	CAPO306071
OG0001290	TCONS_00028859.p1	CAPO302574
OG0001291	TCONS_00031080.p1	CAPO300695
OG0001294	TCONS_00009763.p1	CAPO304223
OG0001295	TCONS_00038648.p1	CAPO306210
OG0001296	TCONS_00011408.p1	CAPO308260
OG0001297	TCONS_00024369.p1, TCONS_00024405.p1, TCONS_00025766.p1, TCONS_00025807.p1	CAPO305437
OG0001300	TCONS_00057082.p1	CAPO303702, CAPO301019, CAPO300154
OG0001302	TCONS_00052574.p1	CAPO302654
OG0001302	TCONS_00000712.p1	CAPO302215
OG0001304	TCONS_00007180.p1	CAPO302419
OG0001305	TCONS_00015931.p1	CAPO304488
OG0001308	TCONS_00031440.p1	CAPO300432
OG0001309	TCONS_00012094.p1	CAPO300871
OG0001310	TCONS_00010057.p1	CAPO305405
OG0001310	TCONS_00055780.p1	CAPO300151
OG0001311	TCONS_00032479.p1, TCONS_00032484.p1, TCONS_00056147.p1	CAPO300585
OG0001312	TCONS_00001714.p1, TCONS_00001713.p1, TCONS_00002103.p1, TCONS_00002111.p1, TCONS_00001719.p1, TCONS_00001717.p1, TCONS_00001716.p1	CAPO304811
OG0001314	TCONS_00001103.p1, TCONS_00016585.p1, TCONS_00016586.p1, TCONS_00016536.p1, TCONS_00016391.p1, TCONS_00016393.p1, TCONS_00014724.p1, TCONS_00014722.p1, TCONS_00014723.p1, TCONS_00016497.p1, TCONS_00015435.p1, TCONS_00016496.p1	CAPO306642
OG0001317	TCONS_00049742.p1, TCONS_00014807.p1	CAPO302225
OG0001318	TCONS_00037597.p1	CAPO306280
OG0001318	TCONS_00000323.p1	CAPO303315
OG0001319	TCONS_00021346.p1	CAPO304915
OG0001320	TCONS_00008070.p1	CAPO307498
OG0001320	TCONS_00011107.p1	CAPO304958
OG0001321	TCONS_00020758.p1	CAPO301358
OG0001322	TCONS_00052945.p1, TCONS_00010993.p1	CAPO302022
OG0001323	TCONS_00010043.p1	CAPO301735
OG0001325	TCONS_00030056.p1	CAPO304115
OG0001326	TCONS_00026256.p1	CAPO306149
OG0001327	TCONS_00017808.p1, TCONS_00049776.p1	CAPO305568
OG0001328	TCONS_00032934.p1, TCONS_00003134.p1, TCONS_00033319.p1	CAPO302287
OG0001330	TCONS_00005458.p1	CAPO304584, CAPO300112
OG0001332	TCONS_00027699.p1, TCONS_00027701.p1, TCONS_00053843.p1, TCONS_00053855.p1, TCONS_00052808.p1, TCONS_00052769.p1	CAPO305487
OG0001333	TCONS_00025266.p1, TCONS_00025267.p1	CAPO301191
OG0001335	TCONS_00029527.p1	CAPO306508
OG0001344	TCONS_00018890.p1, TCONS_00018888.p1	CAPO308153
OG0001345	TCONS_00047431.p1	CAPO306177
OG0001348	TCONS_00022180.p1	CAPO304908
OG0001350	TCONS_00053150.p1	CAPO305116, CAPO303054
OG0001352	TCONS_00012681.p1, TCONS_00012678.p1, TCONS_00012887.p1	CAPO303801
OG0001353	TCONS_00045371.p1	CAPO303379
OG0001355	TCONS_00026467.p1	CAPO307732
OG0001358	TCONS_00001805.p1, TCONS_00001803.p1, TCONS_00001804.p1	CAPO302204
OG0001359	TCONS_00028861.p1	CAPO303726
OG0001361	TCONS_00036862.p1	CAPO307400
OG0001361	TCONS_00036324.p1	CAPO306689
OG0001364	TCONS_00051517.p1	CAPO307249
OG0001366	TCONS_00055567.p1, TCONS_00055569.p1, TCONS_00055570.p1	CAPO302707
OG0001367	TCONS_00016768.p1	CAPO304628
OG0001370	TCONS_00019683.p1	CAPO305064
OG0001370	TCONS_00057094.p1, TCONS_00057111.p1	CAPO306956
OG0001372	TCONS_00008773.p1, TCONS_00008777.p1, TCONS_00008776.p1, TCONS_00054675.p1, TCONS_00054608.p1	CAPO301063
OG0001372	TCONS_00009173.p1	CAPO306529
OG0001373	TCONS_00014401.p1	CAPO300734
OG0001375	TCONS_00044702.p1	CAPO300461
OG0001378	TCONS_00027073.p1	CAPO302717
OG0001379	TCONS_00021662.p1	CAPO304865
OG0001382	TCONS_00024485.p1	CAPO306735
OG0001383	TCONS_00015025.p1, TCONS_00015024.p1	CAPO300442
OG0001386	TCONS_00003437.p1	CAPO305078
OG0001387	TCONS_00027369.p1	CAPO306110, CAPO306288
OG0001397	TCONS_00027541.p1, TCONS_00027564.p1	CAPO306119
OG0001399	TCONS_00022398.p1, TCONS_00007181.p1	CAPO304148
OG0001400	TCONS_00003167.p1	CAPO305841
OG0001404	TCONS_00012911.p1, TCONS_00046385.p1, TCONS_00050590.p1	CAPO302450
OG0001405	TCONS_00039483.p1	CAPO302942
OG0001406	TCONS_00022836.p1	CAPO305604
OG0001408	TCONS_00016566.p1	CAPO304468
OG0001409	TCONS_00038493.p1, TCONS_00038524.p1, TCONS_00038499.p1	CAPO300832
OG0001410	TCONS_00042951.p1	CAPO304381
OG0001410	TCONS_00008083.p1	CAPO303461
OG0001411	TCONS_00041687.p1	CAPO301653
OG0001412	TCONS_00027477.p1, TCONS_00012791.p1, TCONS_00041429.p1	CAPO304843
OG0001413	TCONS_00044664.p1	CAPO300375
OG0001414	TCONS_00026027.p1	CAPO303273
OG0001415	TCONS_00006895.p1, TCONS_00024252.p1	CAPO307087
OG0001416	TCONS_00050156.p1, TCONS_00050314.p1, TCONS_00050157.p1	CAPO300753
OG0001418	TCONS_00053261.p1	CAPO300218
OG0001420	TCONS_00009691.p1	CAPO304723, CAPO308198, CAPO308234, CAPO305541, CAPO307813
OG0001422	TCONS_00020040.p1	CAPO308345, CAPO303120
OG0001423	TCONS_00016102.p1	CAPO301310
OG0001424	TCONS_00019781.p1, TCONS_00018473.p1	CAPO304776
OG0001425	TCONS_00055828.p1	CAPO302275, CAPO302850
OG0001426	TCONS_00051215.p1	CAPO302841
OG0001427	TCONS_00044888.p1	CAPO302723
OG0001428	TCONS_00052139.p1	CAPO303027
OG0001430	TCONS_00004460.p1	CAPO300562
OG0001431	TCONS_00020786.p1, TCONS_00020789.p1, TCONS_00020777.p1	CAPO308230
OG0001437	TCONS_00007207.p1	CAPO304955
OG0001440	TCONS_00009144.p1, TCONS_00003932.p1, TCONS_00009145.p1	CAPO305450
OG0001445	TCONS_00056905.p1	CAPO301958
OG0001446	TCONS_00004673.p1, TCONS_00004625.p1, TCONS_00004626.p1	CAPO304614
OG0001447	TCONS_00010490.p1	CAPO307093
OG0001449	TCONS_00046612.p1	CAPO306822
OG0001451	TCONS_00004894.p1, TCONS_00037357.p1	CAPO300036
OG0001452	TCONS_00027858.p1	CAPO301933
OG0001454	TCONS_00043944.p1	CAPO303806
OG0001456	TCONS_00005200.p1	CAPO307965
OG0001459	TCONS_00023671.p1	CAPO307035
OG0001460	TCONS_00030596.p1	CAPO305875
OG0001461	TCONS_00047793.p1	CAPO307458, CAPO305472
OG0001463	TCONS_00011081.p1, TCONS_00018328.p1, TCONS_00008120.p1, TCONS_00008119.p1, TCONS_00008118.p1	CAPO304054
OG0001466	TCONS_00045986.p1, TCONS_00031269.p1	CAPO305831
OG0001467	TCONS_00015363.p1, TCONS_00044104.p1	CAPO304882
OG0001468	TCONS_00002865.p1	CAPO306475
OG0001469	TCONS_00027694.p1	CAPO306371
OG0001469	TCONS_00000853.p1	CAPO301724
OG0001470	TCONS_00005096.p1	CAPO305163
OG0001472	TCONS_00056649.p1	CAPO300986
OG0001472	TCONS_00007782.p1	CAPO305311
OG0001473	TCONS_00006544.p1, TCONS_00012738.p1	CAPO304310
OG0001474	TCONS_00013132.p1, TCONS_00013137.p1	CAPO306191
OG0001475	TCONS_00051280.p1	CAPO305552
OG0001476	TCONS_00002255.p1	CAPO305062
OG0001478	TCONS_00012152.p1	CAPO303095
OG0001478	TCONS_00013231.p1	CAPO304965
OG0001479	TCONS_00014656.p1	CAPO306515
OG0001482	TCONS_00006749.p1	CAPO307610
OG0001484	TCONS_00048364.p1	CAPO301411
OG0001485	TCONS_00028850.p1	CAPO301954
OG0001486	TCONS_00037094.p1	CAPO302441
OG0001490	TCONS_00012204.p1, TCONS_00012203.p1	CAPO305433
OG0001492	TCONS_00005267.p1	CAPO305155
OG0001495	TCONS_00048693.p1	CAPO302008
OG0001496	TCONS_00039896.p1, TCONS_00040861.p1, TCONS_00039895.p1, TCONS_00039892.p1, TCONS_00039891.p1, TCONS_00034325.p1, TCONS_00034360.p1, TCONS_00040896.p1, TCONS_00040486.p1, TCONS_00039496.p1	CAPO301356
OG0001500	TCONS_00022411.p1	CAPO300054
OG0001501	TCONS_00010295.p1	CAPO305474
OG0001503	TCONS_00028803.p1	CAPO305666
OG0001503	TCONS_00013935.p1	CAPO307598
OG0001504	TCONS_00007169.p1, TCONS_00007167.p1, TCONS_00007160.p1	CAPO307661
OG0001505	TCONS_00050549.p1, TCONS_00012643.p1	CAPO301009
OG0001506	TCONS_00050869.p1	CAPO300953
OG0001507	TCONS_00010776.p1	CAPO304204
OG0001511	TCONS_00021340.p1	CAPO306127, CAPO305043
OG0001512	TCONS_00031944.p1, TCONS_00031919.p1	CAPO301118
OG0001515	TCONS_00005036.p1	CAPO302117
OG0001516	TCONS_00053429.p1	CAPO300345
OG0001517	TCONS_00047283.p1	CAPO303690
OG0001519	TCONS_00027867.p1, TCONS_00042625.p1	CAPO306949
OG0001522	TCONS_00003488.p1, TCONS_00035035.p1	CAPO303667
OG0001524	TCONS_00026880.p1	CAPO300996
OG0001524	TCONS_00007581.p1	CAPO308304
OG0001525	TCONS_00006334.p1, TCONS_00006337.p1, TCONS_00006338.p1, TCONS_00052185.p1, TCONS_00006333.p1	CAPO303907
OG0001526	TCONS_00016353.p1	CAPO305679
OG0001527	TCONS_00005265.p1	CAPO300128
OG0001527	TCONS_00007061.p1	CAPO307636
OG0001529	TCONS_00056759.p1	CAPO300593
OG0001530	TCONS_00029931.p1	CAPO302602
OG0001532	TCONS_00050672.p1	CAPO300282
OG0001533	TCONS_00003831.p1, TCONS_00003830.p1	CAPO306032
OG0001534	TCONS_00014421.p1	CAPO304425
OG0001537	TCONS_00046174.p1, TCONS_00044713.p1, TCONS_00044711.p1, TCONS_00051928.p1, TCONS_00051929.p1, TCONS_00051930.p1, TCONS_00037618.p1	CAPO300641
OG0001545	TCONS_00029685.p1	CAPO300895
OG0001548	TCONS_00044874.p1, TCONS_00001670.p1	CAPO301500
OG0001551	TCONS_00004441.p1, TCONS_00024900.p1	CAPO306604
OG0001553	TCONS_00030374.p1	CAPO308172
OG0001554	TCONS_00002186.p1	CAPO302370
OG0001557	TCONS_00048377.p1	CAPO304176
OG0001558	TCONS_00014783.p1	CAPO301132
OG0001559	TCONS_00009527.p2, TCONS_00011061.p1	CAPO301785
OG0001561	TCONS_00049740.p1	CAPO301999
OG0001563	TCONS_00015020.p1, TCONS_00028516.p1, TCONS_00018761.p1, TCONS_00018791.p1	CAPO306378
OG0001564	TCONS_00022177.p1	CAPO301061
OG0001567	TCONS_00005126.p1	CAPO300948
OG0001568	TCONS_00014293.p1	CAPO301468
OG0001570	TCONS_00054652.p1	CAPO303364
OG0001572	TCONS_00001177.p1, TCONS_00001188.p1	CAPO304756
OG0001572	TCONS_00009302.p1	CAPO304137
OG0001573	TCONS_00052758.p1	CAPO305125, CAPO303819
OG0001576	TCONS_00028875.p1	CAPO306270
OG0001578	TCONS_00027776.p1	CAPO300715
OG0001580	TCONS_00008057.p1	CAPO307900
OG0001581	TCONS_00056566.p1, TCONS_00055734.p1, TCONS_00003489.p1, TCONS_00003273.p1	CAPO306056
OG0001582	TCONS_00004768.p1	CAPO307073
OG0001583	TCONS_00027788.p1	CAPO306289
OG0001584	TCONS_00020960.p1	CAPO301068
OG0001589	TCONS_00013172.p1	CAPO303301, CAPO304004
OG0001590	TCONS_00029503.p1	CAPO302386
OG0001593	TCONS_00031847.p1	CAPO305942
OG0001594	TCONS_00030470.p1, TCONS_00030579.p1	CAPO307886
OG0001597	TCONS_00057088.p1	CAPO302703
OG0001599	TCONS_00014010.p1	CAPO300887
OG0001600	TCONS_00046850.p1	CAPO305994
OG0001603	TCONS_00015489.p1	CAPO306228
OG0001604	TCONS_00005646.p1	CAPO303898
OG0001605	TCONS_00009214.p1, TCONS_00009213.p1, TCONS_00009211.p1	CAPO307473
OG0001609	TCONS_00022339.p1	CAPO304683
OG0001609	TCONS_00048452.p1	CAPO302057
OG0001610	TCONS_00017836.p1	CAPO301483
OG0001611	TCONS_00010549.p1, TCONS_00010550.p1	CAPO305038
OG0001612	TCONS_00000496.p1, TCONS_00000497.p1	CAPO302202
OG0001614	TCONS_00029183.p1	CAPO303895
OG0001614	TCONS_00013654.p1	CAPO307630
OG0001615	TCONS_00036590.p1	CAPO300749
OG0001617	TCONS_00049508.p1	CAPO302798
OG0001621	TCONS_00041678.p1, TCONS_00041680.p1	CAPO302875
OG0001622	TCONS_00027359.p1	CAPO302121
OG0001634	TCONS_00015707.p1	CAPO305688
OG0001634	TCONS_00004503.p1	CAPO305614
OG0001638	TCONS_00005796.p1, TCONS_00005810.p1	CAPO303528
OG0001643	TCONS_00034528.p1, TCONS_00034435.p1	CAPO306838
OG0001644	TCONS_00046567.p1, TCONS_00046594.p1	CAPO303665
OG0001652	TCONS_00011982.p1, TCONS_00010583.p1	CAPO302838
OG0001653	TCONS_00054239.p1	CAPO305118
OG0001655	TCONS_00043175.p1	CAPO302812
OG0001657	TCONS_00006047.p1, TCONS_00006048.p1	CAPO304165, CAPO303952
OG0001660	TCONS_00042955.p1	CAPO305930
OG0001661	TCONS_00004622.p1	CAPO302789
OG0001661	TCONS_00003656.p1, TCONS_00004173.p1	CAPO304920
OG0001663	TCONS_00048414.p1, TCONS_00048415.p1, TCONS_00048410.p1	CAPO301057
OG0001664	TCONS_00053517.p1, TCONS_00053615.p1	CAPO303152
OG0001665	TCONS_00014435.p1, TCONS_00013483.p1	CAPO302331
OG0001672	TCONS_00033404.p1	CAPO301880
OG0001673	TCONS_00010575.p1	CAPO305520
OG0001674	TCONS_00020354.p1	CAPO301357
OG0001675	TCONS_00045524.p1	CAPO307574
OG0001676	TCONS_00030827.p1, TCONS_00030826.p1	CAPO300524
OG0001676	TCONS_00020219.p1	CAPO305992
OG0001677	TCONS_00004771.p1, TCONS_00022845.p1	CAPO307978
OG0001679	TCONS_00031399.p1, TCONS_00031400.p1, TCONS_00031396.p1	CAPO302155, CAPO305784
OG0001680	TCONS_00002528.p1	CAPO304235, CAPO304477
OG0001684	TCONS_00033007.p1, TCONS_00033523.p1, TCONS_00033524.p1, TCONS_00033006.p1, TCONS_00033535.p1, TCONS_00033522.p1, TCONS_00033536.p1, TCONS_00032997.p1, TCONS_00032998.p1, TCONS_00014750.p1, TCONS_00051333.p1, TCONS_00005954.p1, TCONS_00005968.p1, TCONS_00054567.p1, TCONS_00004675.p1	CAPO300563
OG0001685	TCONS_00041682.p1	CAPO307707
OG0001686	TCONS_00007068.p1	CAPO307138
OG0001687	TCONS_00020979.p1, TCONS_00021891.p1, TCONS_00022000.p1, TCONS_00001384.p1	CAPO302907
OG0001688	TCONS_00041659.p1	CAPO300133
OG0001690	TCONS_00016381.p1, TCONS_00016384.p1, TCONS_00011374.p1, TCONS_00005022.p1, TCONS_00044890.p1	CAPO304820
OG0001691	TCONS_00004699.p1	CAPO307420
OG0001704	TCONS_00029822.p1, TCONS_00041966.p1, TCONS_00021119.p1, TCONS_00000482.p1, TCONS_00041963.p1, TCONS_00041964.p1, TCONS_00041965.p1	CAPO304434
OG0001706	TCONS_00042964.p1	CAPO301033
OG0001707	TCONS_00017739.p1	CAPO303836
OG0001708	TCONS_00022224.p1	CAPO303804
OG0001709	TCONS_00053991.p1, TCONS_00053988.p1, TCONS_00042778.p1	CAPO304969
OG0001711	TCONS_00009834.p1	CAPO301872
OG0001713	TCONS_00051909.p1	CAPO308041
OG0001713	TCONS_00007484.p1	CAPO302278
OG0001714	TCONS_00014136.p1	CAPO306669
OG0001714	TCONS_00004493.p1	CAPO300188
OG0001718	TCONS_00009996.p1	CAPO301559, CAPO301838
OG0001720	TCONS_00005795.p1, TCONS_00005809.p1	CAPO303957
OG0001721	TCONS_00055327.p1	CAPO302302
OG0001723	TCONS_00021858.p1	CAPO308089
OG0001724	TCONS_00000295.p1	CAPO306474
OG0001727	TCONS_00009887.p1	CAPO301729
OG0001730	TCONS_00052824.p1	CAPO303469
OG0001732	TCONS_00022906.p1	CAPO304710
OG0001733	TCONS_00027042.p1, TCONS_00027041.p1	CAPO306615
OG0001734	TCONS_00002651.p1, TCONS_00004149.p1	CAPO306594
OG0001735	TCONS_00052429.p1, TCONS_00055308.p1	CAPO301389
OG0001738	TCONS_00025852.p1, TCONS_00024426.p1	CAPO301655
OG0001739	TCONS_00000275.p1, TCONS_00013298.p1, TCONS_00024001.p1	CAPO304154
OG0001743	TCONS_00015692.p1	CAPO306128
OG0001746	TCONS_00038041.p1	CAPO306662
OG0001750	TCONS_00054872.p1	CAPO304954
OG0001755	TCONS_00024573.p1	CAPO300413
OG0001756	TCONS_00027499.p1	CAPO301153
OG0001756	TCONS_00031245.p1	CAPO306605
OG0001769	TCONS_00030498.p1	CAPO300754
OG0001769	TCONS_00011524.p1	CAPO306748
OG0001770	TCONS_00056943.p1	CAPO304551
OG0001772	TCONS_00011483.p1, TCONS_00009713.p1, TCONS_00010291.p1, TCONS_00003687.p1, TCONS_00012141.p1, TCONS_00012142.p1, TCONS_00044266.p1	CAPO303731
OG0001774	TCONS_00027565.p1, TCONS_00049423.p1	CAPO302411
OG0001775	TCONS_00028517.p1, TCONS_00029000.p1	CAPO300385, CAPO303998
OG0001778	TCONS_00019833.p1, TCONS_00019795.p1, TCONS_00019794.p1, TCONS_00019832.p1	CAPO303585
OG0001781	TCONS_00055581.p1	CAPO304059
OG0001781	TCONS_00014649.p1	CAPO306335
OG0001782	TCONS_00028322.p1	CAPO302329
OG0001783	TCONS_00019323.p1	CAPO302497
OG0001787	TCONS_00001441.p1	CAPO302384
OG0001789	TCONS_00005017.p1	CAPO303597
OG0001792	TCONS_00036348.p1	CAPO305067
OG0001792	TCONS_00027948.p1	CAPO302146
OG0001793	TCONS_00054783.p1, TCONS_00044544.p1	CAPO302934
OG0001793	TCONS_00046501.p1	CAPO300098
OG0001794	TCONS_00032257.p1, TCONS_00031638.p1, TCONS_00041388.p1, TCONS_00031637.p1, TCONS_00031636.p1, TCONS_00041389.p1, TCONS_00038110.p1, TCONS_00042435.p1, TCONS_00037212.p1, TCONS_00037213.p1	CAPO305037
OG0001797	TCONS_00026755.p1, TCONS_00027579.p1, TCONS_00027583.p1, TCONS_00027584.p1, TCONS_00027585.p1, TCONS_00026665.p1, TCONS_00026754.p1, TCONS_00027683.p1	CAPO305230
OG0001799	TCONS_00005170.p1	CAPO307439
OG0001800	TCONS_00047454.p1, TCONS_00047451.p1	CAPO302099, CAPO301494
OG0001801	TCONS_00025199.p1	CAPO300406, CAPO302328, CAPO300564
OG0001802	TCONS_00015162.p1, TCONS_00019089.p1, TCONS_00019090.p1, TCONS_00019091.p1, TCONS_00015797.p1	CAPO307992
OG0001804	TCONS_00005486.p1, TCONS_00005506.p1	CAPO307706
OG0001805	TCONS_00024371.p1, TCONS_00024407.p1	CAPO301307
OG0001807	TCONS_00004151.p1	CAPO305640
OG0001808	TCONS_00054314.p1	CAPO300354
OG0001809	TCONS_00015676.p1	CAPO307543
OG0001811	TCONS_00023968.p1	CAPO304043
OG0001814	TCONS_00003986.p1	CAPO305508
OG0001816	TCONS_00053505.p1, TCONS_00053591.p1, TCONS_00053506.p1	CAPO300431
OG0001818	TCONS_00011281.p1, TCONS_00011301.p1	CAPO302088
OG0001819	TCONS_00048851.p1, TCONS_00048848.p1, TCONS_00048849.p1, TCONS_00019291.p1	CAPO307172
OG0001820	TCONS_00031298.p1	CAPO300515
OG0001822	TCONS_00024091.p1	CAPO301119
OG0001825	TCONS_00046124.p1	CAPO306238
OG0001827	TCONS_00014648.p1	CAPO303060
OG0001828	TCONS_00056449.p1	CAPO305081
OG0001830	TCONS_00046062.p1	CAPO300316
OG0001831	TCONS_00014358.p1	CAPO306824
OG0001832	TCONS_00033405.p1, TCONS_00032919.p1	CAPO300612
OG0001834	TCONS_00054877.p1	CAPO301512
