Orthogroup	PFLAV	ORYLA
OG0000270	TCONS_00000584.p1	ORYLA04109, ORYLA11496
OG0000270	TCONS_00010522.p1	ORYLA03400
OG0000270	TCONS_00010521.p1	ORYLA03399
OG0000272	TCONS_00005157.p1	ORYLA04557, ORYLA03537
OG0000272	TCONS_00017291.p1	ORYLA01727
OG0000272	TCONS_00017292.p1	ORYLA05346, ORYLA10396, ORYLA15887, ORYLA20158
OG0000273	TCONS_00052743.p1	ORYLA13171
OG0000273	TCONS_00014429.p1, TCONS_00013411.p1, TCONS_00014425.p1, TCONS_00014428.p1, TCONS_00014427.p1, TCONS_00031802.p1, TCONS_00031787.p1, TCONS_00012267.p1, TCONS_00012268.p1, TCONS_00013410.p1, TCONS_00055219.p1	ORYLA05785, ORYLA16265, ORYLA00791
OG0000273	TCONS_00006176.p1	ORYLA17595
OG0000273	TCONS_00018452.p1	ORYLA11307
OG0000275	TCONS_00010942.p1	ORYLA10602
OG0000275	TCONS_00008752.p1	ORYLA19424
OG0000275	TCONS_00048997.p1	ORYLA01109
OG0000275	TCONS_00030369.p1	ORYLA08098, ORYLA00342, ORYLA00341, ORYLA02599
OG0000276	TCONS_00030554.p1	ORYLA07457, ORYLA07458
OG0000277	TCONS_00004938.p1	ORYLA07913, ORYLA13592, ORYLA17906
OG0000277	TCONS_00030524.p1	ORYLA04770, ORYLA02631, ORYLA17515, ORYLA01293
OG0000278	TCONS_00045615.p1	ORYLA04407
OG0000278	TCONS_00009844.p1	ORYLA04766
OG0000280	TCONS_00028111.p1, TCONS_00028123.p1	ORYLA06577, ORYLA13201, ORYLA06120, ORYLA14981, ORYLA17698
OG0000280	TCONS_00000870.p1	ORYLA11520
OG0000280	TCONS_00029109.p1	ORYLA12009, ORYLA14903
OG0000281	TCONS_00007285.p1, TCONS_00007284.p1	ORYLA13690, ORYLA18802, ORYLA15942, ORYLA10808, ORYLA13337, ORYLA07002, ORYLA09322
OG0000281	TCONS_00030938.p1	ORYLA12563, ORYLA03894, ORYLA01378
OG0000282	TCONS_00055293.p1, TCONS_00055299.p1, TCONS_00056469.p1	ORYLA00210, ORYLA09022
OG0000282	TCONS_00027175.p1	ORYLA18951
OG0000282	TCONS_00027170.p1	ORYLA01496
OG0000282	TCONS_00026202.p1	ORYLA04826
OG0000284	TCONS_00016164.p1, TCONS_00016165.p1, TCONS_00014716.p1, TCONS_00052056.p1, TCONS_00016169.p1, TCONS_00016167.p1	ORYLA12966, ORYLA01651, ORYLA17103, ORYLA18256
OG0000284	TCONS_00046666.p1, TCONS_00052670.p1	ORYLA20455, ORYLA00383
OG0000285	TCONS_00001945.p1, TCONS_00000779.p1, TCONS_00051258.p1, TCONS_00050092.p1, TCONS_00051276.p1, TCONS_00008920.p1, TCONS_00008917.p1, TCONS_00008918.p1, TCONS_00040406.p1, TCONS_00018468.p1, TCONS_00023831.p1	ORYLA18449
OG0000286	TCONS_00051360.p1	ORYLA15344, ORYLA10848
OG0000286	TCONS_00036258.p1, TCONS_00017713.p1, TCONS_00050380.p1, TCONS_00050379.p1, TCONS_00050705.p1, TCONS_00050726.p1, TCONS_00050727.p1, TCONS_00050729.p1	ORYLA03638
OG0000286	TCONS_00051359.p1, TCONS_00051350.p1, TCONS_00051358.p1, TCONS_00050805.p1, TCONS_00051380.p1	ORYLA11097
OG0000286	TCONS_00000453.p1, TCONS_00027616.p1, TCONS_00003573.p1, TCONS_00001492.p1, TCONS_00040962.p1, TCONS_00040953.p1, TCONS_00040924.p1, TCONS_00040961.p1	ORYLA07519
OG0000288	TCONS_00018785.p1	ORYLA16173
OG0000288	TCONS_00017749.p1	ORYLA08853
OG0000289	TCONS_00053984.p1	ORYLA13565, ORYLA06948, ORYLA17464
OG0000289	TCONS_00052913.p1	ORYLA12957
OG0000289	TCONS_00025062.p1	ORYLA11776
OG0000290	TCONS_00019308.p1, TCONS_00032817.p1	ORYLA20080, ORYLA20081
OG0000292	TCONS_00039574.p1, TCONS_00037551.p1, TCONS_00043468.p1, TCONS_00033091.p1	ORYLA04250
OG0000295	TCONS_00013638.p1, TCONS_00013221.p1, TCONS_00014416.p1, TCONS_00012427.p1	ORYLA16746, ORYLA00613
OG0000296	TCONS_00054325.p1	ORYLA02357, ORYLA13209
OG0000296	TCONS_00029269.p1, TCONS_00029275.p1	ORYLA17335, ORYLA12148
OG0000296	TCONS_00020516.p1	ORYLA05484, ORYLA12730
OG0000297	TCONS_00044885.p1	ORYLA02364, ORYLA14934, ORYLA17528, ORYLA17276
OG0000298	TCONS_00022152.p1, TCONS_00022103.p1	ORYLA07637, ORYLA08867, ORYLA17620, ORYLA02644, ORYLA07534
OG0000299	TCONS_00044751.p1	ORYLA06308, ORYLA15623
OG0000300	TCONS_00051728.p1, TCONS_00041285.p1	ORYLA01942, ORYLA05122
OG0000300	TCONS_00042413.p1, TCONS_00042459.p1	ORYLA15284
OG0000300	TCONS_00006916.p1	ORYLA05324
OG0000301	TCONS_00046298.p1, TCONS_00030550.p1	ORYLA16651
OG0000301	TCONS_00030460.p1, TCONS_00030157.p1	ORYLA04812, ORYLA01309, ORYLA19598, ORYLA07696
OG0000301	TCONS_00026109.p1	ORYLA11071, ORYLA15337, ORYLA12907
OG0000301	TCONS_00030156.p1	ORYLA12506
OG0000303	TCONS_00057177.p1	ORYLA16302
OG0000305	TCONS_00019745.p1	ORYLA05505
OG0000305	TCONS_00020377.p1, TCONS_00020272.p1, TCONS_00020270.p1	ORYLA02167, ORYLA05631, ORYLA20085, ORYLA06691, ORYLA14370, ORYLA15761
OG0000306	TCONS_00030411.p1, TCONS_00031228.p1, TCONS_00031225.p1	ORYLA17215
OG0000306	TCONS_00030417.p1	ORYLA19413
OG0000307	TCONS_00003441.p1	ORYLA10706, ORYLA03839, ORYLA03084
OG0000307	TCONS_00029082.p1, TCONS_00019733.p1, TCONS_00019723.p1	ORYLA02300, ORYLA17392, ORYLA14634
OG0000308	TCONS_00057161.p1, TCONS_00057159.p1	ORYLA08644
OG0000308	TCONS_00007411.p1	ORYLA08982
OG0000309	TCONS_00047539.p1	ORYLA13779, ORYLA13780, ORYLA11255, ORYLA14051
OG0000310	TCONS_00020935.p1	ORYLA09618
OG0000312	TCONS_00028086.p1	ORYLA12072, ORYLA02919
OG0000312	TCONS_00022862.p1	ORYLA07558
OG0000312	TCONS_00044132.p1, TCONS_00044224.p1	ORYLA20410, ORYLA04032
OG0000313	TCONS_00042682.p1	ORYLA07713, ORYLA09993
OG0000313	TCONS_00050469.p1	ORYLA12846, ORYLA05854
OG0000314	TCONS_00053431.p1	ORYLA17105, ORYLA17107
OG0000314	TCONS_00041694.p1, TCONS_00041695.p1	ORYLA07735, ORYLA16991, ORYLA16992, ORYLA16282, ORYLA05811
OG0000315	TCONS_00006045.p1	ORYLA10390, ORYLA03355
OG0000315	TCONS_00057165.p1	ORYLA09757, ORYLA06311, ORYLA09200
OG0000315	TCONS_00047575.p1	ORYLA14332, ORYLA10891
OG0000316	TCONS_00030421.p1	ORYLA05028, ORYLA00489, ORYLA00488
OG0000316	TCONS_00029806.p1	ORYLA06812, ORYLA13482
OG0000319	TCONS_00055966.p1	ORYLA17421, ORYLA02486, ORYLA17422
OG0000321	TCONS_00054648.p1	ORYLA12958, ORYLA02627
OG0000321	TCONS_00042983.p1	ORYLA16703, ORYLA00623
OG0000321	TCONS_00022869.p1	ORYLA01005, ORYLA09493, ORYLA09170, ORYLA01006, ORYLA09494, ORYLA09171
OG0000322	TCONS_00022689.p1	ORYLA02330, ORYLA02329
OG0000323	TCONS_00016624.p1	ORYLA05750
OG0000323	TCONS_00019989.p1	ORYLA06414, ORYLA19842, ORYLA10008
OG0000325	TCONS_00026789.p1	ORYLA09822, ORYLA16463
OG0000326	TCONS_00051511.p1	ORYLA13891, ORYLA06903, ORYLA03641, ORYLA04182
OG0000326	TCONS_00022683.p1, TCONS_00021962.p1, TCONS_00020980.p1, TCONS_00021960.p1, TCONS_00021957.p1, TCONS_00021958.p1, TCONS_00021961.p1, TCONS_00056614.p1, TCONS_00056613.p1	ORYLA13893
OG0000329	TCONS_00003596.p1, TCONS_00002563.p1, TCONS_00021337.p1, TCONS_00021560.p1	ORYLA15753, ORYLA13741, ORYLA08617, ORYLA09747, ORYLA08863, ORYLA07072, ORYLA07907
OG0000330	TCONS_00009100.p1, TCONS_00009110.p1, TCONS_00009112.p1, TCONS_00009108.p1, TCONS_00009106.p1, TCONS_00044309.p1, TCONS_00016177.p1, TCONS_00015262.p1, TCONS_00010904.p1, TCONS_00009102.p1, TCONS_00009098.p1, TCONS_00010903.p1, TCONS_00010855.p1, TCONS_00009539.p1, TCONS_00003482.p1	ORYLA11384, ORYLA11385
OG0000331	TCONS_00008586.p1	ORYLA01882, ORYLA05789, ORYLA16772, ORYLA07787, ORYLA00143, ORYLA16898, ORYLA16950, ORYLA00632, ORYLA00630
OG0000332	TCONS_00031477.p1	ORYLA02409
OG0000333	TCONS_00014899.p1	ORYLA02740
OG0000337	TCONS_00036243.p1, TCONS_00040577.p1, TCONS_00045791.p1, TCONS_00025995.p1	ORYLA02229, ORYLA09636, ORYLA02991, ORYLA19000, ORYLA19969, ORYLA00010, ORYLA19643, ORYLA07535, ORYLA12763, ORYLA01609
OG0000337	TCONS_00040574.p1, TCONS_00013368.p1, TCONS_00027151.p1, TCONS_00033799.p1	ORYLA19308, ORYLA19275
OG0000337	TCONS_00042057.p1	ORYLA09663
OG0000338	TCONS_00006807.p1	ORYLA03979, ORYLA03456, ORYLA02319
OG0000338	TCONS_00006253.p1	ORYLA17367, ORYLA06348
OG0000338	TCONS_00007127.p1	ORYLA01999, ORYLA20309, ORYLA06130
OG0000339	TCONS_00008981.p1, TCONS_00008974.p1, TCONS_00008979.p1, TCONS_00008978.p1, TCONS_00041930.p1, TCONS_00041933.p1, TCONS_00019931.p1, TCONS_00014499.p1	ORYLA13968
OG0000341	TCONS_00045365.p1	ORYLA09071, ORYLA11727, ORYLA13974, ORYLA02031
OG0000342	TCONS_00044035.p1, TCONS_00049425.p1	ORYLA15618
OG0000343	TCONS_00000994.p1	ORYLA11766, ORYLA05311, ORYLA03936, ORYLA03297
OG0000344	TCONS_00006468.p1	ORYLA04585, ORYLA07404, ORYLA00179, ORYLA17833
OG0000344	TCONS_00047149.p1, TCONS_00026346.p1	ORYLA16434
OG0000344	TCONS_00054946.p1, TCONS_00008395.p1, TCONS_00008396.p1, TCONS_00007036.p1, TCONS_00008894.p1, TCONS_00008025.p1, TCONS_00027278.p1, TCONS_00026304.p1, TCONS_00027279.p1, TCONS_00026356.p1, TCONS_00047146.p1, TCONS_00047154.p1, TCONS_00026336.p1, TCONS_00026341.p1, TCONS_00027240.p1, TCONS_00026874.p1	ORYLA18073
OG0000345	TCONS_00031146.p1	ORYLA17736, ORYLA03893, ORYLA18632, ORYLA19612, ORYLA01382, ORYLA08221
OG0000346	TCONS_00043164.p1	ORYLA18917
OG0000346	TCONS_00053050.p1, TCONS_00053093.p1	ORYLA17074, ORYLA17069, ORYLA00274, ORYLA18239, ORYLA06649, ORYLA13251, ORYLA13252, ORYLA02973
OG0000347	TCONS_00013649.p1, TCONS_00042244.p1, TCONS_00042243.p1, TCONS_00006286.p1	ORYLA17512
OG0000349	TCONS_00045298.p1	ORYLA12838, ORYLA06978
OG0000350	TCONS_00018385.p1	ORYLA15941, ORYLA15940, ORYLA14279, ORYLA08983, ORYLA05129, ORYLA01930
OG0000350	TCONS_00031434.p1	ORYLA19267, ORYLA07162
OG0000350	TCONS_00009755.p1	ORYLA09458
OG0000350	TCONS_00009756.p1	ORYLA10263, ORYLA11347
OG0000352	TCONS_00053533.p1	ORYLA02626, ORYLA13214, ORYLA13215, ORYLA16805, ORYLA00708, ORYLA00709
OG0000352	TCONS_00055099.p1	ORYLA19045
OG0000352	TCONS_00056445.p1	ORYLA15089
OG0000353	TCONS_00030001.p1	ORYLA17564, ORYLA02784, ORYLA04909, ORYLA00328
OG0000356	TCONS_00024066.p1, TCONS_00025424.p1	ORYLA03036
OG0000356	TCONS_00030074.p1, TCONS_00024735.p1, TCONS_00024640.p1	ORYLA20188, ORYLA13681
OG0000357	TCONS_00006770.p1	ORYLA02665, ORYLA17822
OG0000357	TCONS_00048191.p1	ORYLA11167, ORYLA14261, ORYLA15724
OG0000358	TCONS_00037242.p1	ORYLA20349
OG0000358	TCONS_00046701.p1	ORYLA11098, ORYLA15332
OG0000358	TCONS_00037179.p1, TCONS_00037161.p1	ORYLA11009
OG0000358	TCONS_00021276.p1, TCONS_00021752.p1	ORYLA09492
OG0000359	TCONS_00013824.p1	ORYLA12664, ORYLA16724
OG0000359	TCONS_00021739.p1, TCONS_00012252.p1	ORYLA09391, ORYLA16382
OG0000359	TCONS_00042042.p1	ORYLA01269
OG0000360	TCONS_00047755.p1	ORYLA14415
OG0000363	TCONS_00009940.p1, TCONS_00009923.p1	ORYLA12525
OG0000363	TCONS_00006052.p1, TCONS_00002464.p1	ORYLA06099, ORYLA19085, ORYLA08262, ORYLA01904
OG0000364	TCONS_00018286.p1, TCONS_00018299.p1, TCONS_00018279.p1, TCONS_00018290.p1, TCONS_00017256.p1, TCONS_00017257.p1, TCONS_00018289.p1, TCONS_00018297.p1, TCONS_00018296.p1, TCONS_00001102.p1, TCONS_00018287.p1, TCONS_00018291.p1, TCONS_00018285.p1	ORYLA19293
OG0000365	TCONS_00053833.p1	ORYLA03808, ORYLA04263, ORYLA09099, ORYLA06385, ORYLA08881, ORYLA17112
OG0000367	TCONS_00049440.p1	ORYLA11251, ORYLA13727, ORYLA14050
OG0000367	TCONS_00017935.p1	ORYLA15500, ORYLA07069, ORYLA11818
OG0000372	TCONS_00029355.p1	ORYLA11902
OG0000372	TCONS_00044124.p1	ORYLA16999, ORYLA12426
OG0000372	TCONS_00055414.p1	ORYLA15492, ORYLA11861
OG0000373	TCONS_00006362.p1	ORYLA17975, ORYLA07919, ORYLA16362
OG0000374	TCONS_00002547.p1	ORYLA19024, ORYLA09807, ORYLA15744
OG0000374	TCONS_00030526.p1	ORYLA04768, ORYLA17516, ORYLA02630
OG0000374	TCONS_00002546.p1	ORYLA15743, ORYLA10304, ORYLA09808
OG0000375	TCONS_00013336.p1	ORYLA16528, ORYLA07976, ORYLA16760, ORYLA08298, ORYLA07775, ORYLA08187, ORYLA08185, ORYLA16640
OG0000375	TCONS_00046009.p1	ORYLA11940
OG0000378	TCONS_00001951.p1	ORYLA05982, ORYLA05320, ORYLA08586, ORYLA09562, ORYLA01469
OG0000378	TCONS_00017780.p1	ORYLA04523, ORYLA09575, ORYLA01926, ORYLA05901
OG0000379	TCONS_00005740.p1	ORYLA03532
OG0000379	TCONS_00013597.p1	ORYLA08182
OG0000379	TCONS_00013619.p1	ORYLA00689
OG0000379	TCONS_00044694.p1	ORYLA02012
OG0000382	TCONS_00049124.p1	ORYLA14758, ORYLA11219
OG0000382	TCONS_00048188.p1	ORYLA15461, ORYLA14549, ORYLA11229
OG0000383	TCONS_00031503.p1, TCONS_00023411.p1	ORYLA00814
OG0000384	TCONS_00026546.p1	ORYLA19370
OG0000384	TCONS_00019959.p1	ORYLA05624
OG0000385	TCONS_00000219.p1	ORYLA09843, ORYLA08652, ORYLA05706
OG0000386	TCONS_00021795.p1, TCONS_00024023.p1, TCONS_00025390.p1, TCONS_00048379.p1, TCONS_00009685.p1	ORYLA00517, ORYLA01282, ORYLA04071
OG0000389	TCONS_00043098.p1	ORYLA03228
OG0000389	TCONS_00031058.p1	ORYLA19978, ORYLA08372, ORYLA04896
OG0000391	TCONS_00027258.p1	ORYLA04923, ORYLA08111
OG0000391	TCONS_00003870.p1	ORYLA00206, ORYLA00207, ORYLA13746, ORYLA13745, ORYLA15749, ORYLA18973, ORYLA09748
OG0000392	TCONS_00053118.p1	ORYLA02414, ORYLA13216, ORYLA06665, ORYLA13229
OG0000393	TCONS_00035297.p1, TCONS_00035111.p1, TCONS_00000681.p1	ORYLA17272
OG0000393	TCONS_00007376.p1	ORYLA18186
OG0000395	TCONS_00040479.p1	ORYLA03651, ORYLA03851, ORYLA04258, ORYLA03410
OG0000396	TCONS_00028693.p1	ORYLA14823, ORYLA12190
OG0000397	TCONS_00027690.p1	ORYLA10415
OG0000399	TCONS_00010744.p1	ORYLA11402, ORYLA10522
OG0000399	TCONS_00046673.p1	ORYLA11860
OG0000399	TCONS_00033335.p1	ORYLA05753, ORYLA19952, ORYLA07160, ORYLA13626
OG0000400	TCONS_00000839.p1, TCONS_00000848.p1	ORYLA05314
OG0000400	TCONS_00030227.p1	ORYLA01626
OG0000401	TCONS_00006320.p1, TCONS_00006317.p1, TCONS_00056947.p1	ORYLA08217, ORYLA07125, ORYLA09210
OG0000402	TCONS_00027661.p1, TCONS_00041558.p1	ORYLA17762, ORYLA18643, ORYLA18833, ORYLA19928
OG0000402	TCONS_00007774.p1, TCONS_00007776.p1, TCONS_00009297.p1, TCONS_00008069.p1, TCONS_00009298.p1, TCONS_00007087.p1, TCONS_00007773.p1, TCONS_00007089.p1	ORYLA12469
OG0000403	TCONS_00022535.p1, TCONS_00002334.p1, TCONS_00002331.p1, TCONS_00002320.p1, TCONS_00022532.p1, TCONS_00022534.p1	ORYLA04119
OG0000403	TCONS_00000039.p1, TCONS_00001218.p1, TCONS_00002333.p1, TCONS_00022536.p1, TCONS_00022543.p1, TCONS_00016078.p1, TCONS_00018804.p1	ORYLA01357
OG0000404	TCONS_00054293.p1	ORYLA07320
OG0000404	TCONS_00054584.p1	ORYLA13254, ORYLA19722
OG0000405	TCONS_00029005.p1	ORYLA06036, ORYLA14984, ORYLA12719, ORYLA17691
OG0000409	TCONS_00047640.p1	ORYLA17607, ORYLA04377
OG0000410	TCONS_00043766.p1	ORYLA05912, ORYLA03919, ORYLA13230, ORYLA13232, ORYLA07273, ORYLA02356
OG0000411	TCONS_00000518.p1	ORYLA01687, ORYLA10375, ORYLA11322
OG0000411	TCONS_00015591.p1	ORYLA08291
OG0000412	TCONS_00031385.p1	ORYLA08106, ORYLA05004
OG0000412	TCONS_00014987.p1, TCONS_00014980.p1, TCONS_00014982.p1, TCONS_00014985.p1	ORYLA17848, ORYLA01673
OG0000413	TCONS_00011626.p1	ORYLA10551, ORYLA11652, ORYLA11343, ORYLA03076, ORYLA03075
OG0000413	TCONS_00021738.p1	ORYLA10219, ORYLA12848, ORYLA03097, ORYLA04188
OG0000415	TCONS_00043133.p1, TCONS_00042615.p1, TCONS_00049671.p1, TCONS_00049661.p1, TCONS_00019761.p1	ORYLA13398, ORYLA12836, ORYLA06749, ORYLA07517, ORYLA14455, ORYLA15194
OG0000421	TCONS_00037834.p1, TCONS_00037643.p1, TCONS_00037760.p1	ORYLA18299
OG0000421	TCONS_00037029.p1, TCONS_00037027.p1, TCONS_00037026.p1, TCONS_00037025.p1, TCONS_00037028.p1, TCONS_00056194.p2, TCONS_00056197.p1, TCONS_00056198.p1, TCONS_00056183.p1, TCONS_00056184.p1	ORYLA12818, ORYLA06877, ORYLA12819, ORYLA17685, ORYLA02315, ORYLA14640, ORYLA06039, ORYLA12035, ORYLA14642, ORYLA17684, ORYLA06040
OG0000422	TCONS_00046248.p1, TCONS_00045180.p1, TCONS_00045181.p1	ORYLA01866, ORYLA10570, ORYLA10569, ORYLA10571, ORYLA11363, ORYLA16053
OG0000424	TCONS_00036179.p1, TCONS_00031446.p1, TCONS_00031445.p1	ORYLA19753
OG0000425	TCONS_00010844.p1	ORYLA03494, ORYLA04753, ORYLA10256, ORYLA11610
OG0000425	TCONS_00038275.p1, TCONS_00038300.p1	ORYLA19674
OG0000426	TCONS_00026285.p1	ORYLA01331, ORYLA03961
OG0000426	TCONS_00012333.p1	ORYLA16632, ORYLA05829, ORYLA16908
OG0000427	TCONS_00025042.p1	ORYLA19867, ORYLA12374
OG0000427	TCONS_00051959.p1, TCONS_00051958.p1, TCONS_00051956.p1	ORYLA14494, ORYLA06953, ORYLA03526
OG0000429	TCONS_00017970.p1, TCONS_00017972.p1, TCONS_00016816.p1, TCONS_00017888.p1, TCONS_00017886.p1, TCONS_00016915.p1, TCONS_00017971.p1, TCONS_00017049.p1, TCONS_00018193.p1, TCONS_00018123.p1, TCONS_00018120.p1	ORYLA00070
OG0000430	TCONS_00025702.p1	ORYLA07964, ORYLA14852, ORYLA12317, ORYLA17134, ORYLA17137, ORYLA17136, ORYLA17135
OG0000431	TCONS_00013224.p1	ORYLA08041
OG0000431	TCONS_00043448.p1	ORYLA12780, ORYLA03106
OG0000431	TCONS_00021923.p1	ORYLA06581, ORYLA12268, ORYLA09572
OG0000432	TCONS_00054762.p1, TCONS_00005749.p1	ORYLA11066, ORYLA14578, ORYLA13787, ORYLA15822
OG0000432	TCONS_00048094.p1	ORYLA11107, ORYLA15352, ORYLA13847, ORYLA13769
OG0000433	TCONS_00012715.p1	ORYLA20053, ORYLA16936
OG0000433	TCONS_00002447.p1, TCONS_00001165.p1	ORYLA11555, ORYLA11554, ORYLA20072
OG0000434	TCONS_00045696.p1, TCONS_00046744.p1, TCONS_00045692.p1, TCONS_00046746.p1, TCONS_00045695.p1, TCONS_00046745.p1, TCONS_00045585.p1, TCONS_00046892.p1	ORYLA02067
OG0000435	TCONS_00046001.p1	ORYLA07794
OG0000436	TCONS_00020627.p1, TCONS_00020628.p1	ORYLA08530, ORYLA02125
OG0000442	TCONS_00021580.p1	ORYLA03345, ORYLA09542
OG0000442	TCONS_00002190.p1	ORYLA09139, ORYLA02244
OG0000442	TCONS_00012602.p1	ORYLA19506, ORYLA00798, ORYLA17054
OG0000443	TCONS_00055579.p1	ORYLA05691, ORYLA19682
OG0000444	TCONS_00031849.p1, TCONS_00031859.p1, TCONS_00032514.p1, TCONS_00032512.p1, TCONS_00031853.p1, TCONS_00032513.p1, TCONS_00032517.p1, TCONS_00032518.p1, TCONS_00031857.p1, TCONS_00031854.p1, TCONS_00003709.p1, TCONS_00003710.p1, TCONS_00003707.p1, TCONS_00003706.p1, TCONS_00003708.p1, TCONS_00023010.p1	ORYLA10830, ORYLA14231, ORYLA14616
OG0000444	TCONS_00023516.p1, TCONS_00023527.p1, TCONS_00023517.p1, TCONS_00023528.p1, TCONS_00023529.p1, TCONS_00023521.p1	ORYLA15046
OG0000445	TCONS_00002401.p1, TCONS_00002110.p1, TCONS_00002102.p1, TCONS_00000750.p1	ORYLA10377, ORYLA11833
OG0000446	TCONS_00018726.p1, TCONS_00017642.p1	ORYLA11424
OG0000446	TCONS_00037495.p1	ORYLA12344
OG0000446	TCONS_00018302.p1	ORYLA01645
OG0000446	TCONS_00018303.p1	ORYLA02066
OG0000447	TCONS_00043056.p1	ORYLA00469, ORYLA14196, ORYLA04123, ORYLA03133, ORYLA03913
OG0000448	TCONS_00044148.p1	ORYLA09927, ORYLA09928, ORYLA06684
OG0000450	TCONS_00006747.p1, TCONS_00006748.p1	ORYLA18902, ORYLA03353
OG0000452	TCONS_00010122.p1, TCONS_00010121.p1, TCONS_00011233.p1, TCONS_00011232.p1, TCONS_00011231.p1, TCONS_00006503.p1, TCONS_00006504.p1, TCONS_00006499.p1	ORYLA19279, ORYLA11266, ORYLA14382
OG0000453	TCONS_00015428.p1, TCONS_00016513.p1, TCONS_00016509.p1, TCONS_00016514.p1, TCONS_00016505.p1, TCONS_00016516.p1, TCONS_00016515.p1, TCONS_00016517.p1, TCONS_00047316.p1, TCONS_00000327.p1, TCONS_00000325.p1, TCONS_00001388.p1, TCONS_00000328.p1, TCONS_00015837.p1	ORYLA14626
OG0000454	TCONS_00029324.p1	ORYLA12583, ORYLA19101, ORYLA19102
OG0000458	TCONS_00046177.p1	ORYLA11502, ORYLA12536
OG0000458	TCONS_00044692.p1	ORYLA11718, ORYLA08707, ORYLA06313, ORYLA16076, ORYLA16209
OG0000459	TCONS_00055691.p1, TCONS_00055690.p1, TCONS_00055686.p1, TCONS_00055685.p1, TCONS_00055681.p1, TCONS_00055683.p1, TCONS_00055684.p1, TCONS_00055692.p1, TCONS_00055687.p1, TCONS_00055693.p1	ORYLA04622
OG0000460	TCONS_00042098.p1	ORYLA07838
OG0000461	TCONS_00019012.p1	ORYLA16495
OG0000461	TCONS_00027189.p1	ORYLA04397, ORYLA17538
OG0000463	TCONS_00023571.p1, TCONS_00023572.p1, TCONS_00023533.p1	ORYLA15373
OG0000463	TCONS_00028391.p1	ORYLA17503
OG0000465	TCONS_00046928.p1, TCONS_00045554.p1	ORYLA07067
OG0000465	TCONS_00051741.p1	ORYLA15381
OG0000466	TCONS_00055165.p1, TCONS_00055198.p1, TCONS_00055551.p1, TCONS_00056318.p1, TCONS_00056377.p1, TCONS_00056378.p1, TCONS_00056319.p1, TCONS_00056320.p1, TCONS_00056380.p1, TCONS_00056381.p1	ORYLA18774
OG0000467	TCONS_00049014.p1	ORYLA16164, ORYLA20242, ORYLA14274, ORYLA13723, ORYLA15983, ORYLA14489, ORYLA10863
OG0000468	TCONS_00023318.p1, TCONS_00024958.p1, TCONS_00023321.p1, TCONS_00023193.p1, TCONS_00023191.p1, TCONS_00023328.p1, TCONS_00023322.p1	ORYLA07498, ORYLA06150
OG0000468	TCONS_00042224.p1	ORYLA10188
OG0000469	TCONS_00048981.p1	ORYLA14324, ORYLA13835, ORYLA15812, ORYLA16158, ORYLA14163, ORYLA14420, ORYLA14753, ORYLA19640
OG0000469	TCONS_00027949.p1	ORYLA13413
OG0000470	TCONS_00014594.p1	ORYLA06621, ORYLA17202
OG0000470	TCONS_00009548.p1, TCONS_00010825.p1	ORYLA10519, ORYLA11404, ORYLA04902
OG0000471	TCONS_00031390.p1	ORYLA19979, ORYLA00522, ORYLA05293, ORYLA05292
OG0000472	TCONS_00051600.p1, TCONS_00050509.p1	ORYLA08544, ORYLA08994
OG0000472	TCONS_00022965.p1, TCONS_00037384.p1	ORYLA17717, ORYLA04214, ORYLA03558
OG0000473	TCONS_00030345.p1, TCONS_00054731.p1, TCONS_00001860.p1, TCONS_00030859.p1, TCONS_00030858.p1, TCONS_00030860.p1, TCONS_00057149.p1, TCONS_00057150.p1, TCONS_00055947.p1	ORYLA16474, ORYLA13402, ORYLA16579, ORYLA16577, ORYLA00585
OG0000474	TCONS_00019156.p1	ORYLA15732, ORYLA07059, ORYLA02569, ORYLA18127, ORYLA08620, ORYLA09745
OG0000475	TCONS_00003775.p1	ORYLA02269, ORYLA05492, ORYLA08543, ORYLA10034
OG0000476	TCONS_00015826.p1, TCONS_00015827.p1	ORYLA19318
OG0000478	TCONS_00053620.p1	ORYLA13701, ORYLA20338
OG0000479	TCONS_00000492.p1	ORYLA05427, ORYLA02241, ORYLA00980
OG0000479	TCONS_00006853.p1	ORYLA01123, ORYLA17925, ORYLA02622
OG0000480	TCONS_00050190.p1	ORYLA13134, ORYLA06337
OG0000481	TCONS_00005590.p1	ORYLA17197
OG0000481	TCONS_00030958.p1	ORYLA03884, ORYLA19808
OG0000482	TCONS_00010200.p1	ORYLA11345
OG0000485	TCONS_00056294.p1, TCONS_00056292.p1	ORYLA09796, ORYLA18526
OG0000485	TCONS_00035498.p1	ORYLA03726, ORYLA03727
OG0000486	TCONS_00055977.p1, TCONS_00056066.p1, TCONS_00055302.p1, TCONS_00052656.p1, TCONS_00053745.p1, TCONS_00031403.p1, TCONS_00012362.p1	ORYLA08269, ORYLA04783, ORYLA20474, ORYLA20475
OG0000487	TCONS_00010004.p1, TCONS_00010012.p1, TCONS_00010010.p1, TCONS_00010011.p1, TCONS_00010014.p1, TCONS_00010016.p1	ORYLA10548
OG0000487	TCONS_00018203.p1, TCONS_00017152.p1	ORYLA00064, ORYLA16901
OG0000488	TCONS_00010218.p1	ORYLA02034, ORYLA15556
