Orthogroup	PFLAV	XENTR
OG0000951	TCONS_00027921.p1	XENTR11436, XENTR10439
OG0000952	TCONS_00041898.p1	XENTR06419, XENTR10974
OG0000952	TCONS_00043258.p1	XENTR07516, XENTR10972, XENTR10973
OG0000953	TCONS_00051855.p1, TCONS_00051944.p1	XENTR16006, XENTR05020, XENTR10025
OG0000954	TCONS_00055769.p1	XENTR04163
OG0000954	TCONS_00014081.p1	XENTR07349, XENTR07350
OG0000955	TCONS_00054603.p1	XENTR15251
OG0000955	TCONS_00043151.p1	XENTR15299
OG0000957	TCONS_00029595.p1	XENTR08642
OG0000958	TCONS_00047783.p1	XENTR16151
OG0000960	TCONS_00009329.p1	XENTR00488, XENTR11786, XENTR16830, XENTR19097
OG0000963	TCONS_00053983.p1	XENTR09828
OG0000963	TCONS_00054330.p1	XENTR00065
OG0000964	TCONS_00037502.p1, TCONS_00037503.p1, TCONS_00037501.p1, TCONS_00049206.p1, TCONS_00014950.p1	XENTR15845
OG0000965	TCONS_00030366.p1, TCONS_00031078.p1	XENTR14312
OG0000965	TCONS_00007578.p1	XENTR16944
OG0000966	TCONS_00006557.p1	XENTR04933, XENTR10311
OG0000967	TCONS_00041998.p1	XENTR08823
OG0000967	TCONS_00031424.p1	XENTR06702
OG0000968	TCONS_00036377.p1	XENTR08955, XENTR17733
OG0000968	TCONS_00005719.p1	XENTR04038, XENTR04039, XENTR04535
OG0000969	TCONS_00055996.p1, TCONS_00057302.p1, TCONS_00055995.p1, TCONS_00057305.p1, TCONS_00057265.p1	XENTR08014
OG0000970	TCONS_00006818.p1	XENTR01182
OG0000972	TCONS_00006434.p1	XENTR13483, XENTR14024
OG0000972	TCONS_00030051.p1	XENTR02207
OG0000973	TCONS_00014962.p1, TCONS_00014960.p1	XENTR15593
OG0000974	TCONS_00041730.p1	XENTR01619
OG0000978	TCONS_00008298.p1, TCONS_00002212.p1	XENTR01707, XENTR17274, XENTR04595
OG0000979	TCONS_00033258.p1, TCONS_00033257.p1, TCONS_00033260.p1, TCONS_00055872.p1, TCONS_00055873.p1	XENTR08662, XENTR08663, XENTR16278
OG0000981	TCONS_00028542.p1	XENTR14084
OG0000982	TCONS_00019685.p1	XENTR15733, XENTR18658, XENTR06997
OG0000984	TCONS_00029130.p1, TCONS_00029125.p1	XENTR03417
OG0000984	TCONS_00055833.p1	XENTR01286, XENTR01285
OG0000985	TCONS_00031086.p1	XENTR01934, XENTR16979, XENTR16978, XENTR04320, XENTR04319
OG0000987	TCONS_00018810.p1, TCONS_00005846.p1	XENTR06356, XENTR03812
OG0000988	TCONS_00048232.p1, TCONS_00048229.p1, TCONS_00048228.p1, TCONS_00014768.p1	XENTR12762, XENTR06777, XENTR06778, XENTR09929
OG0000992	TCONS_00012823.p1	XENTR07391
OG0000992	TCONS_00026712.p1	XENTR15056, XENTR11894
OG0000993	TCONS_00020046.p1	XENTR14928
OG0000994	TCONS_00017207.p1	XENTR15055
OG0000994	TCONS_00006840.p1	XENTR12451, XENTR12452, XENTR02702, XENTR02703, XENTR02701
OG0000995	TCONS_00014470.p1	XENTR04796, XENTR07312
OG0000996	TCONS_00021104.p1	XENTR00689, XENTR11665, XENTR03250
OG0000999	TCONS_00036441.p1	XENTR05421, XENTR17674, XENTR18093, XENTR05336
OG0001000	TCONS_00001232.p1	XENTR02326, XENTR14403
OG0001001	TCONS_00021762.p1	XENTR17916
OG0001001	TCONS_00021761.p1	XENTR02303
OG0001003	TCONS_00004598.p1	XENTR06440, XENTR12183
OG0001005	TCONS_00047309.p1	XENTR17351
OG0001006	TCONS_00055759.p1	XENTR01787
OG0001006	TCONS_00052629.p1	XENTR11011, XENTR15378, XENTR09358
OG0001007	TCONS_00015703.p1, TCONS_00015701.p1	XENTR03922, XENTR07754
OG0001008	TCONS_00036882.p1	XENTR07071, XENTR13709
OG0001009	TCONS_00012614.p1, TCONS_00012613.p1, TCONS_00012612.p1	XENTR09611, XENTR19086, XENTR04072
OG0001011	TCONS_00057033.p1, TCONS_00057034.p1, TCONS_00057036.p1, TCONS_00056052.p1, TCONS_00057224.p1, TCONS_00057031.p1, TCONS_00056948.p1, TCONS_00056037.p1	XENTR08483, XENTR04705, XENTR12721
OG0001013	TCONS_00012544.p1, TCONS_00012534.p1, TCONS_00012539.p1, TCONS_00012540.p1, TCONS_00012542.p1	XENTR01268, XENTR12519, XENTR05681, XENTR13123
OG0001016	TCONS_00055345.p1	XENTR06361
OG0001016	TCONS_00032700.p1	XENTR11007
OG0001017	TCONS_00018963.p1	XENTR01882, XENTR06219
OG0001018	TCONS_00001884.p1	XENTR12838
OG0001018	TCONS_00010472.p1	XENTR13405
OG0001021	TCONS_00011702.p1, TCONS_00011698.p1, TCONS_00011704.p1	XENTR03042
OG0001023	TCONS_00038094.p1	XENTR15705, XENTR15704, XENTR16017, XENTR02520, XENTR11481
OG0001024	TCONS_00031075.p1	XENTR05573, XENTR09290, XENTR01956
OG0001026	TCONS_00012712.p1	XENTR01794
OG0001027	TCONS_00014644.p1	XENTR14946
OG0001027	TCONS_00016417.p1, TCONS_00016416.p1, TCONS_00016504.p1, TCONS_00016503.p1, TCONS_00016502.p1	XENTR18376
OG0001028	TCONS_00029271.p1, TCONS_00029281.p1	XENTR08088, XENTR09574, XENTR09575
OG0001029	TCONS_00001268.p1	XENTR00697, XENTR10786, XENTR11720
OG0001030	TCONS_00029236.p1	XENTR10641, XENTR13221
OG0001030	TCONS_00012193.p1	XENTR11652, XENTR00593
OG0001031	TCONS_00030299.p1	XENTR08916
OG0001031	TCONS_00020015.p1, TCONS_00028711.p1	XENTR11732
OG0001032	TCONS_00015470.p1	XENTR01314, XENTR15209, XENTR06823
OG0001033	TCONS_00030894.p1	XENTR11737, XENTR02706
OG0001033	TCONS_00054950.p1	XENTR00028, XENTR04288, XENTR04289, XENTR10639
OG0001034	TCONS_00015603.p1	XENTR13970, XENTR02918
OG0001036	TCONS_00018638.p1	XENTR15810, XENTR02160
OG0001037	TCONS_00016412.p1	XENTR06792, XENTR04702
OG0001039	TCONS_00006812.p1	XENTR00807
OG0001039	TCONS_00047298.p1	XENTR10799, XENTR11115
OG0001042	TCONS_00048975.p1	XENTR15139, XENTR17123, XENTR16376
OG0001044	TCONS_00027869.p1	XENTR05073, XENTR01479
OG0001044	TCONS_00016913.p1, TCONS_00050490.p1, TCONS_00004674.p1, TCONS_00043379.p1, TCONS_00055549.p1, TCONS_00055534.p1, TCONS_00055547.p1, TCONS_00055535.p1, TCONS_00043380.p2	XENTR18041
OG0001046	TCONS_00013758.p1	XENTR01853, XENTR03892, XENTR03891, XENTR10518
OG0001047	TCONS_00022002.p1, TCONS_00022015.p1, TCONS_00022271.p1	XENTR15460, XENTR09715, XENTR19101, XENTR05905
OG0001048	TCONS_00030505.p1	XENTR06473, XENTR14297, XENTR16609
OG0001049	TCONS_00050112.p1	XENTR00286
OG0001049	TCONS_00050056.p1	XENTR03223
OG0001050	TCONS_00041057.p1	XENTR18291, XENTR03607, XENTR01418, XENTR01419, XENTR15902
OG0001051	TCONS_00047717.p1, TCONS_00042960.p1	XENTR08792
OG0001052	TCONS_00030870.p1	XENTR06692
OG0001053	TCONS_00030276.p1	XENTR07525, XENTR04868, XENTR07295
OG0001054	TCONS_00013750.p1	XENTR05688
OG0001054	TCONS_00013749.p1	XENTR01830, XENTR04823, XENTR17976, XENTR05689
OG0001057	TCONS_00045126.p1	XENTR09898, XENTR13492, XENTR07434, XENTR15414
OG0001058	TCONS_00034488.p1	XENTR09698, XENTR10813
OG0001059	TCONS_00046508.p1	XENTR16833
OG0001060	TCONS_00027922.p1, TCONS_00027923.p1, TCONS_00042973.p1	XENTR15320
OG0001062	TCONS_00052698.p1	XENTR02358, XENTR00517, XENTR00439
OG0001063	TCONS_00012059.p1	XENTR01633
OG0001065	TCONS_00009871.p1	XENTR14400, XENTR14851
OG0001072	TCONS_00004835.p1, TCONS_00004857.p1	XENTR01131
OG0001072	TCONS_00005572.p1, TCONS_00005559.p1	XENTR14054
OG0001073	TCONS_00042907.p1	XENTR13757, XENTR03448, XENTR09013
OG0001075	TCONS_00018554.p1, TCONS_00056425.p1, TCONS_00056424.p1, TCONS_00056414.p1, TCONS_00056417.p1, TCONS_00056418.p1, TCONS_00056419.p1, TCONS_00056421.p1, TCONS_00056428.p1, TCONS_00056427.p1, TCONS_00055256.p1	XENTR05482, XENTR14239, XENTR06059
OG0001076	TCONS_00043600.p1	XENTR04369, XENTR03450
OG0001077	TCONS_00057143.p1	XENTR02919
OG0001077	TCONS_00055931.p1	XENTR03172
OG0001078	TCONS_00023347.p1, TCONS_00023220.p1, TCONS_00023380.p1	XENTR16491, XENTR12278, XENTR05427, XENTR16318
OG0001079	TCONS_00047466.p1	XENTR02342, XENTR18570
OG0001080	TCONS_00055708.p1	XENTR17306
OG0001080	TCONS_00014559.p1	XENTR00219, XENTR05053
OG0001081	TCONS_00008546.p1	XENTR11483, XENTR11482
OG0001082	TCONS_00056645.p1, TCONS_00056648.p1	XENTR04166, XENTR03787
OG0001083	TCONS_00027737.p1	XENTR14939, XENTR08964, XENTR02202, XENTR09760
OG0001084	TCONS_00001343.p1	XENTR03176
OG0001085	TCONS_00048306.p1	XENTR14464, XENTR18960, XENTR05968, XENTR02550
OG0001086	TCONS_00012169.p1	XENTR14767, XENTR08988, XENTR08989, XENTR09494
OG0001088	TCONS_00030169.p1	XENTR12091
OG0001088	TCONS_00009908.p1	XENTR01178
OG0001089	TCONS_00034770.p1, TCONS_00034704.p1	XENTR12503
OG0001091	TCONS_00020805.p1	XENTR05394, XENTR06870, XENTR11806, XENTR06869, XENTR11805, XENTR05395, XENTR11804
OG0001092	TCONS_00043827.p1	XENTR04358
OG0001093	TCONS_00003654.p1	XENTR14801, XENTR06916, XENTR05391
OG0001095	TCONS_00019147.p1	XENTR12897, XENTR04215
OG0001096	TCONS_00053954.p1, TCONS_00010116.p1	XENTR04979, XENTR04980, XENTR10593
OG0001101	TCONS_00047616.p1	XENTR16380
OG0001102	TCONS_00010405.p1	XENTR00597
OG0001102	TCONS_00019241.p1	XENTR08075
OG0001102	TCONS_00000169.p1	XENTR09517
OG0001103	TCONS_00010968.p1	XENTR11707
OG0001103	TCONS_00017240.p1	XENTR08189
OG0001104	TCONS_00032893.p1	XENTR13239
OG0001104	TCONS_00018743.p1, TCONS_00018706.p1	XENTR13771, XENTR13900, XENTR18117
OG0001105	TCONS_00033553.p1	XENTR00250
OG0001105	TCONS_00013124.p1	XENTR09104
OG0001106	TCONS_00028411.p1	XENTR12570
OG0001107	TCONS_00022326.p1	XENTR10533, XENTR02061, XENTR02717
OG0001108	TCONS_00020684.p1	XENTR08568
OG0001109	TCONS_00043148.p1, TCONS_00041764.p1, TCONS_00043474.p1, TCONS_00043476.p1	XENTR13118, XENTR13119, XENTR13710, XENTR07737, XENTR12458
OG0001110	TCONS_00015372.p1	XENTR01316, XENTR07736
OG0001112	TCONS_00021573.p1	XENTR08598, XENTR07078
OG0001114	TCONS_00031876.p1	XENTR05283, XENTR05282, XENTR18949
OG0001115	TCONS_00027809.p1, TCONS_00026894.p1, TCONS_00004061.p1	XENTR18977, XENTR15749, XENTR18459, XENTR14532
OG0001117	TCONS_00055590.p1	XENTR04976, XENTR19058, XENTR12412
OG0001119	TCONS_00018228.p1	XENTR18158
OG0001120	TCONS_00020661.p1	XENTR06417, XENTR10567, XENTR10976
OG0001121	TCONS_00001552.p1	XENTR00146, XENTR15147
OG0001123	TCONS_00032914.p1, TCONS_00032917.p1, TCONS_00032918.p1, TCONS_00032915.p1, TCONS_00033283.p1	XENTR10415
OG0001123	TCONS_00005609.p1	XENTR03409
OG0001124	TCONS_00014549.p1	XENTR16582
OG0001124	TCONS_00020701.p1	XENTR06212
OG0001126	TCONS_00049380.p1, TCONS_00049391.p1	XENTR17124
OG0001127	TCONS_00055346.p1	XENTR08219, XENTR08218, XENTR06362
OG0001128	TCONS_00003470.p1	XENTR13449, XENTR13450
OG0001129	TCONS_00007656.p1	XENTR05147
OG0001129	TCONS_00007662.p1	XENTR08362
OG0001130	TCONS_00028636.p1, TCONS_00028392.p1	XENTR03434
OG0001131	TCONS_00010492.p1	XENTR08901, XENTR13407
OG0001132	TCONS_00028117.p1, TCONS_00028105.p1	XENTR06989
OG0001133	TCONS_00015242.p1	XENTR17678
OG0001133	TCONS_00053218.p1	XENTR15362
OG0001134	TCONS_00012314.p1	XENTR10250, XENTR00965, XENTR03216, XENTR03221
OG0001135	TCONS_00042538.p1	XENTR14974
OG0001136	TCONS_00028141.p1	XENTR10642, XENTR00557, XENTR12118
OG0001137	TCONS_00009779.p1	XENTR12668, XENTR04145
OG0001138	TCONS_00020566.p1	XENTR05997, XENTR02144, XENTR04471, XENTR18324, XENTR16579, XENTR16494, XENTR08552, XENTR05227, XENTR06291, XENTR15641, XENTR15640
OG0001139	TCONS_00021216.p1	XENTR12289
OG0001139	TCONS_00028367.p1, TCONS_00025127.p1	XENTR07646, XENTR17010
OG0001141	TCONS_00028439.p1	XENTR05715
OG0001142	TCONS_00017195.p1	XENTR06629
OG0001143	TCONS_00020217.p1	XENTR16291, XENTR08123, XENTR08124, XENTR08673, XENTR09685
OG0001144	TCONS_00038647.p1	XENTR08544, XENTR07178, XENTR03323, XENTR03322
OG0001146	TCONS_00050566.p1	XENTR04404, XENTR04096, XENTR12242
OG0001148	TCONS_00008695.p1, TCONS_00008797.p1, TCONS_00008835.p1	XENTR10476
OG0001149	TCONS_00015791.p1	XENTR12926, XENTR00444
OG0001154	TCONS_00038249.p1	XENTR15753, XENTR14921
OG0001155	TCONS_00053982.p1	XENTR09180
OG0001155	TCONS_00004663.p1	XENTR04938
OG0001156	TCONS_00055858.p1	XENTR07093, XENTR06912, XENTR01092
OG0001158	TCONS_00008068.p1, TCONS_00051859.p1	XENTR16126, XENTR16127, XENTR07686, XENTR07685
OG0001159	TCONS_00018547.p1	XENTR05163, XENTR05113
OG0001160	TCONS_00025396.p1, TCONS_00025758.p1, TCONS_00025797.p1	XENTR08948, XENTR07949
OG0001161	TCONS_00032840.p1	XENTR05290, XENTR17947
OG0001162	TCONS_00034837.p1, TCONS_00018831.p1	XENTR10454, XENTR14933
OG0001163	TCONS_00030259.p1, TCONS_00030251.p1	XENTR08141
OG0001165	TCONS_00018323.p1	XENTR03624
OG0001165	TCONS_00022891.p1, TCONS_00022892.p1	XENTR02305
OG0001166	TCONS_00041896.p1	XENTR18013, XENTR18012, XENTR14106
OG0001167	TCONS_00009697.p1	XENTR07709, XENTR06636, XENTR08900
OG0001168	TCONS_00007095.p1	XENTR12949, XENTR06904, XENTR00455
OG0001169	TCONS_00043015.p1, TCONS_00041677.p1, TCONS_00043014.p1	XENTR18438
OG0001170	TCONS_00002129.p1	XENTR14411
OG0001171	TCONS_00046615.p1	XENTR06589
OG0001172	TCONS_00003400.p1, TCONS_00004388.p1	XENTR06358, XENTR09420
OG0001172	TCONS_00004384.p1	XENTR08224, XENTR15936
OG0001173	TCONS_00036061.p1	XENTR06425, XENTR01039
OG0001173	TCONS_00032255.p1, TCONS_00041393.p1, TCONS_00041405.p1, TCONS_00031645.p1, TCONS_00032984.p1, TCONS_00041419.p1, TCONS_00032249.p1, TCONS_00032256.p1	XENTR06289, XENTR03346, XENTR03345
OG0001174	TCONS_00049059.p1	XENTR02782, XENTR11221, XENTR04237, XENTR14224, XENTR15091, XENTR01015, XENTR02796, XENTR05165, XENTR02815, XENTR11287, XENTR11289, XENTR11288, XENTR11300, XENTR02248, XENTR02246, XENTR01963
OG0001175	TCONS_00018800.p1	XENTR04334, XENTR01937
OG0001176	TCONS_00031061.p1	XENTR04321
OG0001177	TCONS_00016810.p1	XENTR04520
OG0001177	TCONS_00031043.p1, TCONS_00031052.p1	XENTR01947
OG0001178	TCONS_00052837.p1	XENTR00333
OG0001178	TCONS_00021368.p1	XENTR02313
OG0001179	TCONS_00007757.p1	XENTR01714
OG0001180	TCONS_00029840.p1	XENTR11241, XENTR01431, XENTR19021
OG0001181	TCONS_00056617.p1	XENTR02917, XENTR13969
OG0001182	TCONS_00053877.p1, TCONS_00052901.p1, TCONS_00052905.p1, TCONS_00053963.p1, TCONS_00052902.p1, TCONS_00052904.p1, TCONS_00052903.p1, TCONS_00020387.p1, TCONS_00013737.p1	XENTR06978, XENTR10070
OG0001183	TCONS_00055495.p1	XENTR15931, XENTR15930
OG0001184	TCONS_00015015.p1	XENTR11761
OG0001184	TCONS_00027741.p1	XENTR16633
OG0001186	TCONS_00018904.p1	XENTR07680, XENTR03745
OG0001186	TCONS_00008504.p1	XENTR03736
OG0001187	TCONS_00044051.p1	XENTR11283
OG0001188	TCONS_00009642.p1	XENTR12660, XENTR10956, XENTR04124
OG0001189	TCONS_00046683.p1, TCONS_00046682.p1	XENTR16871, XENTR08031, XENTR04626
OG0001190	TCONS_00051568.p1	XENTR06259, XENTR16660, XENTR16659
OG0001191	TCONS_00027129.p1	XENTR02213, XENTR13144, XENTR08963
OG0001196	TCONS_00041502.p1, TCONS_00049985.p1, TCONS_00035251.p1	XENTR18694, XENTR11054, XENTR19094
OG0001197	TCONS_00010219.p1	XENTR14109
OG0001198	TCONS_00029367.p1	XENTR13281
OG0001198	TCONS_00037978.p1	XENTR16301
OG0001199	TCONS_00018814.p1, TCONS_00005842.p1	XENTR12723
OG0001200	TCONS_00011494.p1	XENTR03069
OG0001201	TCONS_00008587.p1	XENTR17811
OG0001202	TCONS_00021712.p1, TCONS_00021789.p1, TCONS_00021744.p1, TCONS_00021742.p1, TCONS_00021743.p1, TCONS_00021232.p1, TCONS_00021231.p1	XENTR11567, XENTR11566
OG0001204	TCONS_00006364.p1	XENTR13340
OG0001205	TCONS_00042903.p1	XENTR14919
OG0001205	TCONS_00042542.p1	XENTR03556
OG0001207	TCONS_00002875.p1	XENTR10602, XENTR06956, XENTR16548
OG0001208	TCONS_00019772.p1	XENTR05399, XENTR14797
OG0001209	TCONS_00032359.p1	XENTR17550
OG0001210	TCONS_00010944.p1	XENTR12983
OG0001210	TCONS_00052218.p1	XENTR09378
OG0001211	TCONS_00032848.p1	XENTR04154, XENTR06866
OG0001212	TCONS_00043220.p1	XENTR17241, XENTR17240
OG0001213	TCONS_00027209.p1	XENTR10507
OG0001213	TCONS_00005373.p1, TCONS_00005372.p1	XENTR01205
OG0001214	TCONS_00033365.p1	XENTR02921
OG0001215	TCONS_00033488.p1	XENTR12954, XENTR16550, XENTR16549
OG0001216	TCONS_00051636.p1	XENTR13109
OG0001216	TCONS_00007050.p1	XENTR05946
OG0001217	TCONS_00000738.p1	XENTR07688, XENTR11580, XENTR00148
OG0001218	TCONS_00052215.p1	XENTR16071, XENTR10134, XENTR14884, XENTR14883, XENTR16396
OG0001219	TCONS_00017300.p1	XENTR03647, XENTR18228, XENTR12113
OG0001220	TCONS_00006085.p1	XENTR06344, XENTR06343
OG0001221	TCONS_00055087.p1, TCONS_00055088.p1, TCONS_00055090.p1, TCONS_00055091.p1	XENTR15915
OG0001223	TCONS_00007477.p1	XENTR07799, XENTR10652, XENTR13605, XENTR02494, XENTR02495
OG0001224	TCONS_00051554.p1	XENTR18588
OG0001225	TCONS_00019229.p1	XENTR09310, XENTR06994, XENTR15732
OG0001226	TCONS_00006753.p1, TCONS_00001303.p1	XENTR11877, XENTR07881
OG0001227	TCONS_00001820.p1	XENTR05921
OG0001231	TCONS_00009528.p1	XENTR03878, XENTR01648
OG0001232	TCONS_00053374.p1, TCONS_00054429.p1, TCONS_00054454.p1, TCONS_00053372.p1	XENTR01820
OG0001233	TCONS_00043251.p1, TCONS_00043252.p1	XENTR15515
OG0001234	TCONS_00007057.p1	XENTR15695, XENTR00503
OG0001237	TCONS_00019550.p1, TCONS_00019547.p1	XENTR03125, XENTR11439, XENTR05845
OG0001238	TCONS_00027408.p1	XENTR08981
OG0001238	TCONS_00019050.p1	XENTR12621, XENTR06928, XENTR03786
OG0001239	TCONS_00048949.p1	XENTR05992, XENTR11309
OG0001240	TCONS_00029430.p1	XENTR01403, XENTR05719, XENTR12304, XENTR05718
OG0001241	TCONS_00044745.p1	XENTR12971
OG0001241	TCONS_00021229.p1	XENTR07087, XENTR02055
OG0001243	TCONS_00032341.p1	XENTR17516, XENTR17517
OG0001245	TCONS_00030488.p1	XENTR09296, XENTR03643, XENTR11740, XENTR09295
OG0001246	TCONS_00055105.p1	XENTR08405
OG0001247	TCONS_00047964.p1	XENTR19062, XENTR18189, XENTR18467, XENTR11045
OG0001248	TCONS_00020768.p1	XENTR01078, XENTR18804, XENTR03776
OG0001249	TCONS_00053927.p1	XENTR04710, XENTR00318
OG0001250	TCONS_00014350.p1	XENTR10529, XENTR04777, XENTR07316
OG0001251	TCONS_00007951.p1	XENTR12411
OG0001252	TCONS_00052754.p1	XENTR06520, XENTR03993, XENTR03992, XENTR09825
OG0001253	TCONS_00048644.p1	XENTR01323, XENTR07953, XENTR11293, XENTR01322, XENTR02523
OG0001254	TCONS_00019693.p1, TCONS_00019695.p1	XENTR03435, XENTR01471
OG0001255	TCONS_00015051.p1	XENTR13075, XENTR00445, XENTR14530, XENTR02994, XENTR07995, XENTR10739
OG0001256	TCONS_00001550.p1	XENTR12356
OG0001261	TCONS_00043665.p1	XENTR03563, XENTR16999
OG0001262	TCONS_00014954.p1, TCONS_00014955.p1, TCONS_00048625.p1	XENTR06170, XENTR06171, XENTR19017, XENTR15533
OG0001263	TCONS_00040341.p1	XENTR06868
OG0001264	TCONS_00008437.p1	XENTR02490, XENTR03731, XENTR05140
OG0001266	TCONS_00045360.p1	XENTR10900, XENTR02450
OG0001267	TCONS_00044004.p1	XENTR14460
OG0001267	TCONS_00005641.p1	XENTR06333
OG0001268	TCONS_00029161.p1	XENTR08282
OG0001268	TCONS_00047925.p1, TCONS_00047938.p1	XENTR18855
OG0001270	TCONS_00014047.p1	XENTR01782
OG0001270	TCONS_00012405.p1	XENTR12521, XENTR12522
OG0001271	TCONS_00055883.p1	XENTR17754, XENTR02751, XENTR07226
OG0001272	TCONS_00006736.p1	XENTR18340, XENTR09464, XENTR00960
OG0001273	TCONS_00027968.p1	XENTR13224, XENTR14752, XENTR14082
OG0001274	TCONS_00016722.p1	XENTR13249, XENTR15210, XENTR15211, XENTR07752
OG0001275	TCONS_00000254.p1	XENTR14624
OG0001276	TCONS_00042630.p1	XENTR09721, XENTR13760
OG0001278	TCONS_00017721.p1	XENTR09813
OG0001279	TCONS_00010827.p1, TCONS_00009545.p1	XENTR11976, XENTR14916
OG0001280	TCONS_00028312.p1	XENTR13872, XENTR04350, XENTR07156
OG0001282	TCONS_00036586.p1	XENTR16436, XENTR00274
OG0001284	TCONS_00055451.p1	XENTR15697
OG0001284	TCONS_00029573.p1	XENTR01467, XENTR01466
OG0001287	TCONS_00043263.p1	XENTR06418, XENTR10568, XENTR10975, XENTR14177
OG0001288	TCONS_00029023.p1, TCONS_00029024.p1, TCONS_00029022.p1, TCONS_00036487.p1, TCONS_00029019.p1	XENTR05832, XENTR05833
OG0001289	TCONS_00015678.p1	XENTR03860
OG0001290	TCONS_00028859.p1	XENTR08522, XENTR00546, XENTR09553, XENTR04590
OG0001291	TCONS_00031080.p1	XENTR02209, XENTR05578, XENTR07580, XENTR07579
OG0001292	TCONS_00057250.p1	XENTR03404, XENTR01086
OG0001293	TCONS_00005640.p1	XENTR06445, XENTR06449, XENTR06446, XENTR16665, XENTR14560
OG0001294	TCONS_00009763.p1	XENTR08985, XENTR08984
OG0001295	TCONS_00038648.p1	XENTR07162, XENTR07111
OG0001296	TCONS_00011408.p1	XENTR10758, XENTR16218, XENTR01664, XENTR01665
OG0001297	TCONS_00024405.p1, TCONS_00025766.p1, TCONS_00025807.p1	XENTR07068, XENTR07067, XENTR01254, XENTR17500
OG0001300	TCONS_00057082.p1	XENTR09380, XENTR15087, XENTR13396
OG0001302	TCONS_00052574.p1	XENTR00019
OG0001302	TCONS_00000712.p1	XENTR05127, XENTR05128
OG0001304	TCONS_00007180.p1	XENTR13603, XENTR09891, XENTR07804, XENTR02497
OG0001305	TCONS_00015931.p1	XENTR06508, XENTR06784, XENTR15394
OG0001306	TCONS_00053965.p1	XENTR00068
OG0001306	TCONS_00044319.p1, TCONS_00015100.p1	XENTR06783
OG0001308	TCONS_00031440.p1	XENTR08924, XENTR10339, XENTR11736
OG0001309	TCONS_00012094.p1	XENTR12950
OG0001310	TCONS_00010057.p1	XENTR02393
OG0001310	TCONS_00055780.p1	XENTR15418
OG0001311	TCONS_00032479.p1, TCONS_00032484.p1	XENTR11767
OG0001311	TCONS_00056147.p1	XENTR16951
OG0001312	TCONS_00002103.p1, TCONS_00002111.p1, TCONS_00001719.p1, TCONS_00001717.p1, TCONS_00001716.p1	XENTR12977
OG0001313	TCONS_00002952.p1, TCONS_00024740.p1, TCONS_00027705.p1, TCONS_00026790.p1, TCONS_00027706.p1, TCONS_00030572.p1	XENTR06253
OG0001315	TCONS_00014454.p1	XENTR18202, XENTR00932, XENTR03902
OG0001316	TCONS_00057280.p1, TCONS_00057278.p1	XENTR05492, XENTR15964, XENTR00686
OG0001317	TCONS_00049742.p1	XENTR06399
OG0001318	TCONS_00037597.p1	XENTR10187
OG0001318	TCONS_00000323.p1	XENTR00640
OG0001319	TCONS_00021346.p1	XENTR00669, XENTR10926, XENTR09062
OG0001320	TCONS_00008070.p1	XENTR12547
OG0001320	TCONS_00011107.p1	XENTR13078, XENTR04130
OG0001321	TCONS_00020758.p1	XENTR11250, XENTR11532, XENTR11534
OG0001322	TCONS_00024457.p1, TCONS_00025837.p1	XENTR10160, XENTR16770
OG0001322	TCONS_00052945.p1, TCONS_00010993.p1	XENTR07426
OG0001324	TCONS_00003858.p1	XENTR08414
OG0001325	TCONS_00030056.p1	XENTR05586, XENTR05589, XENTR05579, XENTR05585, XENTR05588, XENTR08671, XENTR05587, XENTR05590, XENTR05591, XENTR05592
OG0001326	TCONS_00026256.p1	XENTR09549, XENTR01917, XENTR01916, XENTR08643, XENTR11848
OG0001327	TCONS_00049776.p1	XENTR10101, XENTR14547
OG0001328	TCONS_00003134.p1	XENTR09916
OG0001329	TCONS_00048277.p1	XENTR00757, XENTR03282, XENTR17153, XENTR17152
OG0001330	TCONS_00005458.p1	XENTR14976, XENTR11097, XENTR10939
OG0001331	TCONS_00026610.p1	XENTR14937, XENTR18315
OG0001332	TCONS_00027699.p1, TCONS_00027701.p1, TCONS_00053843.p1, TCONS_00053855.p1, TCONS_00052808.p1, TCONS_00052769.p1	XENTR11574, XENTR14153, XENTR14152
OG0001333	TCONS_00025266.p1, TCONS_00025267.p1	XENTR01835
OG0001337	TCONS_00053433.p1	XENTR04761, XENTR09361
OG0001339	TCONS_00026171.p1, TCONS_00026170.p1	XENTR10662, XENTR05180
OG0001341	TCONS_00048366.p1	XENTR17450
OG0001344	TCONS_00018888.p1	XENTR06464
OG0001345	TCONS_00047431.p1	XENTR02832
OG0001348	TCONS_00022180.p1	XENTR02721, XENTR02053
OG0001350	TCONS_00053150.p1	XENTR00070
OG0001351	TCONS_00021610.p1	XENTR02308
OG0001352	TCONS_00012681.p1, TCONS_00012678.p1, TCONS_00012887.p1	XENTR02276, XENTR07810
OG0001353	TCONS_00010417.p1	XENTR09948
OG0001353	TCONS_00045371.p1	XENTR09957, XENTR02518
OG0001354	TCONS_00034241.p1, TCONS_00034036.p1, TCONS_00034003.p1, TCONS_00034245.p1	XENTR09675
OG0001354	TCONS_00053631.p1	XENTR12221, XENTR00037, XENTR04304
OG0001355	TCONS_00026467.p1	XENTR08752, XENTR12634, XENTR02287, XENTR14204
OG0001356	TCONS_00048301.p1	XENTR11301, XENTR02362, XENTR06819
OG0001357	TCONS_00010548.p1	XENTR05091, XENTR02425, XENTR12657
