TCONS_00019737	BRALA00047
TCONS_00043258	BRALA08201
TCONS_00020799	BRALA18599
TCONS_00014081	BRALA10453
TCONS_00054603	BRALA00782
TCONS_00029823	BRALA16596
TCONS_00043151	BRALA22745
TCONS_00029595	BRALA14646
TCONS_00047808	BRALA09681
TCONS_00009329	BRALA12453
TCONS_00053983	BRALA03591
TCONS_00054330	BRALA20733
TCONS_00007578	BRALA03357
TCONS_00006557	BRALA30500
TCONS_00041998	BRALA11137
TCONS_00031424	BRALA03874
TCONS_00036377	BRALA14943
TCONS_00006818	BRALA07314
TCONS_00030051	BRALA06799
TCONS_00003519	BRALA29523
TCONS_00019704	BRALA00637
TCONS_00055290	BRALA23676
TCONS_00008298	BRALA19988
TCONS_00028542	BRALA17579
TCONS_00055833	BRALA10027
TCONS_00012823	BRALA13132
TCONS_00026712	BRALA29385
TCONS_00020046	BRALA00562
TCONS_00017207	BRALA12870
TCONS_00021104	BRALA14195
TCONS_00036441	BRALA08770
TCONS_00001232	BRALA29242
TCONS_00021762	BRALA14859
TCONS_00021761	BRALA05897
TCONS_00031369	BRALA35638
TCONS_00004598	BRALA07286
TCONS_00053708	BRALA01185
TCONS_00047309	BRALA24042
TCONS_00055759	BRALA19471
TCONS_00052629	BRALA06003
TCONS_00036882	BRALA24730
TCONS_00041212	BRALA19267
TCONS_00055345	BRALA14145
TCONS_00032734	BRALA31587
TCONS_00010472	BRALA13325
TCONS_00022716	BRALA16207
TCONS_00038094	BRALA20751
TCONS_00031075	BRALA23987
TCONS_00012712	BRALA11115
TCONS_00014644	BRALA19076
TCONS_00029236	BRALA15099
TCONS_00012193	BRALA10822
TCONS_00030299	BRALA06708
TCONS_00020015	BRALA31101
TCONS_00015470	BRALA31425
TCONS_00030894	BRALA06800
TCONS_00054950	BRALA23440
TCONS_00026173	BRALA11546
TCONS_00006812	BRALA06810
TCONS_00048975	BRALA11036
TCONS_00013758	BRALA11238
TCONS_00030505	BRALA04010
TCONS_00050112	BRALA08587
TCONS_00050056	BRALA19576
TCONS_00057147	BRALA07290
TCONS_00030870	BRALA06640
TCONS_00030276	BRALA06712
TCONS_00013750	BRALA16705
TCONS_00007524	BRALA26581
TCONS_00034488	BRALA18889
TCONS_00046508	BRALA16690
TCONS_00052698	BRALA01158
TCONS_00012059	BRALA22627
TCONS_00011028	BRALA22631
TCONS_00047232	BRALA03613
TCONS_00051881	BRALA15808
TCONS_00030868	BRALA02679
TCONS_00043600	BRALA20184
TCONS_00057134	BRALA31456
TCONS_00047466	BRALA12769
TCONS_00055708	BRALA13315
TCONS_00014559	BRALA13682
TCONS_00020164	BRALA24848
TCONS_00027737	BRALA22369
TCONS_00001344	BRALA33764
TCONS_00030169	BRALA22594
TCONS_00009908	BRALA26627
TCONS_00020805	BRALA18566
TCONS_00043827	BRALA08314
TCONS_00003654	BRALA07017
TCONS_00019147	BRALA00514
TCONS_00010405	BRALA06483
TCONS_00019241	BRALA01705
TCONS_00010968	BRALA23451
TCONS_00017240	BRALA15961
TCONS_00032893	BRALA00254
TCONS_00033553	BRALA13887
TCONS_00013124	BRALA35235
TCONS_00003491	BRALA17080
TCONS_00020684	BRALA10695
TCONS_00021573	BRALA13668
TCONS_00043824	BRALA08129
TCONS_00055590	BRALA15421
TCONS_00024061	BRALA07680
TCONS_00018228	BRALA13802
TCONS_00020661	BRALA17608
TCONS_00005609	BRALA23603
TCONS_00014549	BRALA23017
TCONS_00020701	BRALA07725
TCONS_00017881	BRALA13568
TCONS_00016819	BRALA13566
TCONS_00017873	BRALA33879
TCONS_00021077	BRALA16208
TCONS_00055346	BRALA09084
TCONS_00003470	BRALA22493
TCONS_00007656	BRALA12498
TCONS_00007662	BRALA16098
TCONS_00028392	BRALA01930
TCONS_00028134	BRALA16826
TCONS_00010492	BRALA13327
TCONS_00015242	BRALA03024
TCONS_00053218	BRALA00752
TCONS_00012314	BRALA23048
TCONS_00042538	BRALA11818
TCONS_00009779	BRALA13309
TCONS_00021216	BRALA06120
TCONS_00028439	BRALA09514
TCONS_00017195	BRALA14735
TCONS_00020217	BRALA04133
TCONS_00038647	BRALA10734
TCONS_00050566	BRALA18782
TCONS_00039861	BRALA35992
TCONS_00053982	BRALA32774
TCONS_00004663	BRALA23567
TCONS_00055858	BRALA24884
TCONS_00032840	BRALA22337
TCONS_00006590	BRALA14948
TCONS_00018323	BRALA14768
TCONS_00022892	BRALA05900
TCONS_00009697	BRALA30313
TCONS_00007095	BRALA20565
TCONS_00002129	BRALA19296
TCONS_00046615	BRALA30065
TCONS_00004384	BRALA04692
TCONS_00036061	BRALA04333
TCONS_00049059	BRALA15302
TCONS_00031061	BRALA04002
TCONS_00043176	BRALA12880
TCONS_00052837	BRALA05138
TCONS_00021368	BRALA06035
TCONS_00007757	BRALA20573
TCONS_00056617	BRALA18132
TCONS_00055495	BRALA24188
TCONS_00015015	BRALA10129
TCONS_00027741	BRALA21684
TCONS_00018904	BRALA19974
TCONS_00008504	BRALA16139
TCONS_00009642	BRALA10757
TCONS_00051568	BRALA25890
TCONS_00027129	BRALA27930
TCONS_00010219	BRALA24133
TCONS_00018044	BRALA32524
TCONS_00029367	BRALA09601
TCONS_00037978	BRALA02488
TCONS_00001138	BRALA28833
TCONS_00011494	BRALA24997
TCONS_00008587	BRALA03561
TCONS_00010892	BRALA13355
TCONS_00042903	BRALA11819
TCONS_00002875	BRALA29973
TCONS_00019772	BRALA01086
TCONS_00032359	BRALA26756
TCONS_00010944	BRALA17839
TCONS_00027209	BRALA28371
TCONS_00005372	BRALA34460
TCONS_00033365	BRALA28235
TCONS_00033488	BRALA00597
TCONS_00051636	BRALA05650
TCONS_00007050	BRALA19958
TCONS_00000738	BRALA28081
TCONS_00017300	BRALA10294
TCONS_00006085	BRALA31139
TCONS_00055979	BRALA07408
TCONS_00007477	BRALA03165
TCONS_00051554	BRALA26622
TCONS_00019229	BRALA04168
TCONS_00001820	BRALA29362
TCONS_00017772	BRALA09760
TCONS_00009528	BRALA31220
TCONS_00048426	BRALA13090
TCONS_00019780	BRALA04360
TCONS_00027408	BRALA16537
TCONS_00019050	BRALA10747
TCONS_00044745	BRALA15125
TCONS_00021229	BRALA14260
TCONS_00032341	BRALA07764
TCONS_00030488	BRALA18092
TCONS_00047964	BRALA17334
TCONS_00020768	BRALA00477
TCONS_00014350	BRALA25027
TCONS_00007951	BRALA03569
TCONS_00052754	BRALA05331
TCONS_00048644	BRALA09366
TCONS_00015051	BRALA02813
TCONS_00001550	BRALA27869
TCONS_00031000	BRALA03642
TCONS_00040341	BRALA10859
TCONS_00008437	BRALA03222
TCONS_00044004	BRALA16976
TCONS_00005641	BRALA24251
TCONS_00029161	BRALA01606
TCONS_00014047	BRALA25030
TCONS_00047799	BRALA18973
TCONS_00012405	BRALA13955
TCONS_00055883	BRALA17017
TCONS_00027968	BRALA23210
TCONS_00016722	BRALA10091
TCONS_00042630	BRALA19427
TCONS_00028312	BRALA09515
TCONS_00010045	BRALA30159
TCONS_00055451	BRALA14486
TCONS_00029573	BRALA09529
TCONS_00026447	BRALA34142
TCONS_00043263	BRALA08199
TCONS_00015678	BRALA12193
TCONS_00028859	BRALA17572
TCONS_00031080	BRALA17947
TCONS_00057250	BRALA14445
TCONS_00009763	BRALA29575
TCONS_00038648	BRALA00094
TCONS_00011408	BRALA22582
TCONS_00052574	BRALA01346
TCONS_00000712	BRALA17951
TCONS_00007180	BRALA22379
TCONS_00015931	BRALA10193
TCONS_00053965	BRALA05038
TCONS_00031440	BRALA03706
TCONS_00010057	BRALA22585
TCONS_00055780	BRALA27863
TCONS_00056147	BRALA14116
TCONS_00057280	BRALA15900
TCONS_00049742	BRALA12724
TCONS_00014807	BRALA18356
TCONS_00037597	BRALA08906
TCONS_00000323	BRALA01956
TCONS_00021346	BRALA24213
TCONS_00008070	BRALA11528
TCONS_00011107	BRALA25109
TCONS_00020758	BRALA08021
TCONS_00010993	BRALA13321
TCONS_00010043	BRALA31053
TCONS_00003858	BRALA33648
TCONS_00030056	BRALA04015
TCONS_00026256	BRALA24570
TCONS_00017808	BRALA10354
TCONS_00049776	BRALA19771
TCONS_00005458	BRALA23942
TCONS_00027920	BRALA09464
TCONS_00053433	BRALA01268
TCONS_00048366	BRALA12816
TCONS_00018888	BRALA03869
TCONS_00022180	BRALA16187
TCONS_00053150	BRALA27720
TCONS_00021610	BRALA24199
TCONS_00053631	BRALA25624
TCONS_00026467	BRALA32786
TCONS_00010548	BRALA15175
TCONS_00028861	BRALA16599
TCONS_00036862	BRALA08920
TCONS_00016669	BRALA22243
TCONS_00051517	BRALA08614
TCONS_00055569	BRALA16997
TCONS_00016768	BRALA15242
TCONS_00011577	BRALA10834
TCONS_00048332	BRALA10956
TCONS_00009173	BRALA19110
TCONS_00014401	BRALA10384
TCONS_00045948	BRALA16842
TCONS_00044703	BRALA15116
TCONS_00018825	BRALA20906
TCONS_00027252	BRALA25843
TCONS_00027073	BRALA16333
TCONS_00021662	BRALA23817
TCONS_00029211	BRALA09523
TCONS_00024485	BRALA35389
TCONS_00015025	BRALA24358
TCONS_00021606	BRALA12204
TCONS_00003437	BRALA07065
TCONS_00027369	BRALA12192
TCONS_00043368	BRALA22941
TCONS_00001269	BRALA15754
TCONS_00027541	BRALA25855
TCONS_00027564	BRALA09927
TCONS_00022398	BRALA06146
TCONS_00007181	BRALA22380
TCONS_00003167	BRALA04732
TCONS_00005726	BRALA26708
TCONS_00050590	BRALA05435
TCONS_00007646	BRALA22383
TCONS_00039483	BRALA05583
TCONS_00022836	BRALA14289
TCONS_00006314	BRALA02740
TCONS_00054962	BRALA00403
TCONS_00016566	BRALA20622
TCONS_00038493	BRALA33418
TCONS_00042951	BRALA31201
TCONS_00008083	BRALA20220
TCONS_00041687	BRALA11764
TCONS_00027477	BRALA11457
TCONS_00044664	BRALA29483
TCONS_00029113	BRALA13507
TCONS_00026027	BRALA13859
TCONS_00006895	BRALA28922
TCONS_00008242	BRALA12517
TCONS_00053261	BRALA01078
TCONS_00009513	BRALA10891
TCONS_00009691	BRALA30793
TCONS_00010948	BRALA21204
TCONS_00020040	BRALA00576
TCONS_00016102	BRALA27549
TCONS_00019781	BRALA07796
TCONS_00018473	BRALA01936
TCONS_00051215	BRALA05645
TCONS_00052139	BRALA05407
TCONS_00001354	BRALA31269
TCONS_00004460	BRALA24398
TCONS_00056960	BRALA34894
TCONS_00012407	BRALA19313
TCONS_00004082	BRALA04579
TCONS_00035542	BRALA18888
TCONS_00003932	BRALA04659
TCONS_00046300	BRALA01822
TCONS_00000855	BRALA19668
TCONS_00056905	BRALA11531
TCONS_00010490	BRALA13329
TCONS_00046612	BRALA16673
TCONS_00002763	BRALA07054
TCONS_00004894	BRALA01804
TCONS_00037357	BRALA02256
TCONS_00027858	BRALA16822
TCONS_00052479	BRALA05122
TCONS_00005200	BRALA15558
TCONS_00023671	BRALA19924
TCONS_00030596	BRALA23956
TCONS_00011315	BRALA13313
TCONS_00050061	BRALA08552
TCONS_00045986	BRALA02000
TCONS_00031269	BRALA06618
TCONS_00002865	BRALA04572
TCONS_00027694	BRALA25074
TCONS_00000853	BRALA11811
TCONS_00005096	BRALA29321
TCONS_00056649	BRALA14063
TCONS_00007782	BRALA22363
TCONS_00044091	BRALA09018
TCONS_00051280	BRALA05604
TCONS_00002255	BRALA24804
TCONS_00013652	BRALA11225
TCONS_00012152	BRALA15252
TCONS_00014656	BRALA03008
TCONS_00003234	BRALA11374
TCONS_00006749	BRALA29699
TCONS_00054963	BRALA11420
TCONS_00021245	BRALA11722
TCONS_00048364	BRALA22671
TCONS_00037094	BRALA08931
TCONS_00007593	BRALA20247
TCONS_00055671	BRALA24189
TCONS_00054283	BRALA05316
TCONS_00012203	BRALA26116
TCONS_00013366	BRALA10451
TCONS_00005267	BRALA14954
TCONS_00031167	BRALA03740
TCONS_00048693	BRALA09380
TCONS_00040941	BRALA23100
TCONS_00022411	BRALA11705
TCONS_00010295	BRALA26158
TCONS_00013726	BRALA06307
TCONS_00028803	BRALA13476
TCONS_00013935	BRALA11114
TCONS_00050869	BRALA05725
TCONS_00010776	BRALA34079
TCONS_00004940	BRALA24616
TCONS_00022723	BRALA12089
TCONS_00021340	BRALA35622
TCONS_00019433	BRALA10671
TCONS_00005036	BRALA14332
TCONS_00053429	BRALA05014
TCONS_00027867	BRALA01688
TCONS_00042625	BRALA13551
TCONS_00017186	BRALA14767
TCONS_00003488	BRALA29451
TCONS_00026880	BRALA33381
TCONS_00007581	BRALA27325
TCONS_00016353	BRALA10086
TCONS_00005265	BRALA23937
TCONS_00007061	BRALA19992
TCONS_00050868	BRALA26789
TCONS_00056759	BRALA15428
TCONS_00027094	BRALA21411
TCONS_00050672	BRALA15767
TCONS_00014421	BRALA06233
TCONS_00010287	BRALA13363
TCONS_00029685	BRALA01668
TCONS_00011885	BRALA33843
TCONS_00030374	BRALA03739
TCONS_00002186	BRALA27979
TCONS_00010677	BRALA21601
TCONS_00023130	BRALA07630
TCONS_00048377	BRALA18983
TCONS_00014783	BRALA21818
TCONS_00011061	BRALA30365
TCONS_00033261	BRALA27054
TCONS_00051922	BRALA08590
TCONS_00022177	BRALA13673
TCONS_00005126	BRALA05651
TCONS_00014293	BRALA13964
TCONS_00054652	BRALA00935
TCONS_00008646	BRALA17639
TCONS_00040596	BRALA17050
TCONS_00009302	BRALA31604
TCONS_00052758	BRALA01224
TCONS_00013077	BRALA10408
TCONS_00049223	BRALA12711
TCONS_00028875	BRALA09477
TCONS_00026861	BRALA27598
TCONS_00027776	BRALA11454
TCONS_00030837	BRALA03709
TCONS_00008057	BRALA20586
TCONS_00004768	BRALA28423
TCONS_00027788	BRALA27471
TCONS_00020960	BRALA28222
TCONS_00013172	BRALA16725
TCONS_00000643	BRALA12314
TCONS_00028069	BRALA08460
TCONS_00031847	BRALA07984
TCONS_00001392	BRALA08966
TCONS_00049386	BRALA09232
TCONS_00057088	BRALA14157
TCONS_00014010	BRALA13133
TCONS_00046850	BRALA18552
TCONS_00015489	BRALA02777
TCONS_00011772	BRALA34521
TCONS_00032921	BRALA04341
TCONS_00026464	BRALA25595
TCONS_00022339	BRALA06092
TCONS_00048452	BRALA12725
TCONS_00017836	BRALA09621
TCONS_00000496	BRALA19006
TCONS_00000497	BRALA19004
TCONS_00029183	BRALA18528
TCONS_00013654	BRALA10392
TCONS_00036590	BRALA01957
TCONS_00049508	BRALA17313
TCONS_00029280	BRALA16803
TCONS_00027359	BRALA16413
TCONS_00017390	BRALA28780
TCONS_00018787	BRALA14696
TCONS_00053953	BRALA00816
TCONS_00031837	BRALA07949
TCONS_00027782	BRALA29988
TCONS_00026875	BRALA29989
TCONS_00015347	BRALA22213
TCONS_00050269	BRALA29673
TCONS_00048758	BRALA09279
TCONS_00007214	BRALA12496
TCONS_00003251	BRALA20356
TCONS_00015707	BRALA18314
TCONS_00004503	BRALA31002
TCONS_00043026	BRALA35025
TCONS_00007071	BRALA12450
TCONS_00007452	BRALA23585
TCONS_00029068	BRALA01412
TCONS_00010119	BRALA26951
TCONS_00031353	BRALA04011
TCONS_00054239	BRALA27722
TCONS_00043175	BRALA11878
TCONS_00003122	BRALA04651
TCONS_00006048	BRALA34242
TCONS_00042955	BRALA12583
TCONS_00004622	BRALA27100
TCONS_00048408	BRALA33567
TCONS_00014435	BRALA06391
TCONS_00013483	BRALA16749
TCONS_00000577	BRALA22974
TCONS_00048171	BRALA17308
TCONS_00049504	BRALA17315
TCONS_00033404	BRALA00365
TCONS_00020354	BRALA04159
TCONS_00004771	BRALA31138
TCONS_00020821	BRALA00379
TCONS_00056259	BRALA27917
TCONS_00002528	BRALA32159
TCONS_00001249	BRALA24816
TCONS_00007068	BRALA27285
TCONS_00041659	BRALA11794
TCONS_00038896	BRALA23249
TCONS_00004699	BRALA07231
TCONS_00053138	BRALA01068
TCONS_00042964	BRALA22821
TCONS_00042778	BRALA11774
TCONS_00049810	BRALA10938
TCONS_00009834	BRALA31838
TCONS_00029935	BRALA18081
TCONS_00051909	BRALA05685
TCONS_00007484	BRALA13740
TCONS_00014136	BRALA13029
TCONS_00004493	BRALA23437
TCONS_00038932	BRALA32730
TCONS_00019373	BRALA03458
TCONS_00009996	BRALA10903
TCONS_00055327	BRALA19032
TCONS_00000295	BRALA32012
TCONS_00009645	BRALA10761
TCONS_00030284	BRALA03770
TCONS_00009887	BRALA11932
TCONS_00049739	BRALA27871
TCONS_00022906	BRALA24214
TCONS_00052429	BRALA07452
TCONS_00007503	BRALA19982
TCONS_00044845	BRALA01802
TCONS_00024571	BRALA30978
TCONS_00015692	BRALA27398
TCONS_00004621	BRALA10418
TCONS_00054872	BRALA21004
TCONS_00019122	BRALA27069
TCONS_00024573	BRALA30977
TCONS_00018757	BRALA10335
TCONS_00027499	BRALA33790
TCONS_00031245	BRALA03693
TCONS_00010279	BRALA25782
TCONS_00006444	BRALA20386
TCONS_00028913	BRALA14604
TCONS_00029606	BRALA14648
TCONS_00030498	BRALA06836
TCONS_00011524	BRALA22299
TCONS_00027565	BRALA11491
TCONS_00049423	BRALA20453
TCONS_00029000	BRALA21646
TCONS_00019794	BRALA16488
TCONS_00025949	BRALA01658
TCONS_00000875	BRALA15214
TCONS_00014649	BRALA02795
TCONS_00028322	BRALA16828
TCONS_00046208	BRALA30706
TCONS_00008317	BRALA02411
TCONS_00008307	BRALA02410
TCONS_00001441	BRALA22039
TCONS_00005017	BRALA24220
TCONS_00054639	BRALA09653
TCONS_00027948	BRALA18508
TCONS_00046501	BRALA16003
TCONS_00026567	BRALA11427
TCONS_00018936	BRALA07883
TCONS_00015162	BRALA25295
TCONS_00030039	BRALA24910
TCONS_00048807	BRALA17333
TCONS_00015676	BRALA23647
TCONS_00002619	BRALA04842
TCONS_00023968	BRALA00154
TCONS_00028161	BRALA01571
TCONS_00003986	BRALA04666
TCONS_00011904	BRALA10900
TCONS_00009607	BRALA20868
TCONS_00013466	BRALA19506
TCONS_00031298	BRALA23960
TCONS_00013104	BRALA10468
TCONS_00024091	BRALA03090
TCONS_00037763	BRALA02591
TCONS_00046124	BRALA16641
TCONS_00022799	BRALA16175
TCONS_00014648	BRALA02872
TCONS_00056449	BRALA07406
TCONS_00046062	BRALA16627
TCONS_00014358	BRALA25354
TCONS_00054877	BRALA14532
TCONS_00045551	BRALA01789
TCONS_00032607	BRALA10654
TCONS_00032005	BRALA10653
TCONS_00052728	BRALA01071
TCONS_00057244	BRALA07421
TCONS_00008712	BRALA03142
TCONS_00047986	BRALA18937
TCONS_00007694	BRALA03265
TCONS_00014230	BRALA23029
TCONS_00012575	BRALA11158
TCONS_00046697	BRALA08335
TCONS_00030929	BRALA03719
TCONS_00001087	BRALA12427
TCONS_00025446	BRALA29583
TCONS_00010459	BRALA16620
TCONS_00054880	BRALA07880
TCONS_00045380	BRALA14579
TCONS_00043409	BRALA18719
TCONS_00056589	BRALA33651
TCONS_00013831	BRALA13098
TCONS_00008969	BRALA20581
TCONS_00052244	BRALA05557
TCONS_00018207	BRALA09761
TCONS_00042422	BRALA26798
TCONS_00021215	BRALA20547
TCONS_00021214	BRALA06161
TCONS_00020254	BRALA00199
TCONS_00048169	BRALA04016
TCONS_00042166	BRALA15947
TCONS_00042105	BRALA22747
TCONS_00006652	BRALA33781
TCONS_00012793	BRALA06196
TCONS_00025066	BRALA19925
TCONS_00013916	BRALA21969
TCONS_00019811	BRALA19935
TCONS_00015547	BRALA10021
TCONS_00041596	BRALA19248
TCONS_00053299	BRALA01341
TCONS_00056959	BRALA16751
TCONS_00015681	BRALA02794
TCONS_00027496	BRALA25056
TCONS_00016058	BRALA18432
TCONS_00012134	BRALA30884
TCONS_00009905	BRALA22276
TCONS_00026681	BRALA24497
TCONS_00006127	BRALA02840
TCONS_00013820	BRALA13023
TCONS_00000141	BRALA35550
TCONS_00011586	BRALA13430
TCONS_00053574	BRALA00831
TCONS_00056777	BRALA14482
TCONS_00031699	BRALA16247
TCONS_00044099	BRALA04529
TCONS_00029934	BRALA06853
TCONS_00053812	BRALA05363
TCONS_00051059	BRALA02636
TCONS_00053625	BRALA01345
TCONS_00054101	BRALA01100
TCONS_00050916	BRALA08609
TCONS_00038525	BRALA01963
TCONS_00045862	BRALA01543
TCONS_00028827	BRALA16547
TCONS_00020887	BRALA12072
TCONS_00020709	BRALA28907
TCONS_00020655	BRALA17607
TCONS_00012883	BRALA10404
TCONS_00018756	BRALA21169
TCONS_00031231	BRALA03951
TCONS_00030847	BRALA06824
TCONS_00024127	BRALA25398
TCONS_00005635	BRALA29696
TCONS_00003928	BRALA11387
TCONS_00011638	BRALA23064
TCONS_00046367	BRALA16392
TCONS_00010102	BRALA11918
TCONS_00001704	BRALA27519
TCONS_00030261	BRALA24921
TCONS_00048361	BRALA12828
TCONS_00004879	BRALA24727
TCONS_00044564	BRALA10600
TCONS_00002307	BRALA28198
TCONS_00012313	BRALA16748
TCONS_00028723	BRALA01686
TCONS_00005252	BRALA19367
TCONS_00042046	BRALA29341
TCONS_00052179	BRALA15779
TCONS_00000684	BRALA29361
TCONS_00028704	BRALA14625
TCONS_00012740	BRALA18639
TCONS_00016338	BRALA02743
TCONS_00029792	BRALA08425
TCONS_00011713	BRALA34104
TCONS_00056455	BRALA04350
TCONS_00051254	BRALA15770
TCONS_00014591	BRALA06213
TCONS_00004907	BRALA25500
TCONS_00014976	BRALA17559
TCONS_00045534	BRALA17849
TCONS_00046868	BRALA17546
TCONS_00026056	BRALA16354
TCONS_00005754	BRALA29381
TCONS_00006078	BRALA29050
TCONS_00013479	BRALA30184
TCONS_00041180	BRALA04183
TCONS_00013838	BRALA00220
TCONS_00010056	BRALA11915
TCONS_00029284	BRALA30344
TCONS_00055784	BRALA29387
TCONS_00030680	BRALA18083
TCONS_00021320	BRALA21922
TCONS_00013063	BRALA06492
TCONS_00008082	BRALA20225
TCONS_00048978	BRALA11040
TCONS_00029913	BRALA20669
TCONS_00050927	BRALA15768
TCONS_00010184	BRALA10833
TCONS_00042481	BRALA16933
TCONS_00021839	BRALA06049
TCONS_00009869	BRALA31054
TCONS_00017766	BRALA29066
TCONS_00017784	BRALA18492
TCONS_00020688	BRALA00375
TCONS_00034955	BRALA26240
TCONS_00055425	BRALA00224
TCONS_00007407	BRALA22423
TCONS_00004483	BRALA29526
TCONS_00019983	BRALA00391
TCONS_00016128	BRALA18313
TCONS_00046268	BRALA14578
TCONS_00054563	BRALA01255
TCONS_00016534	BRALA19536
TCONS_00010367	BRALA22621
TCONS_00033556	BRALA04513
TCONS_00001535	BRALA02335
TCONS_00011769	BRALA29142
TCONS_00011397	BRALA13346
TCONS_00046853	BRALA18537
TCONS_00012901	BRALA23033
TCONS_00016808	BRALA09642
TCONS_00006179	BRALA27764
TCONS_00046000	BRALA14687
TCONS_00026684	BRALA24409
TCONS_00010439	BRALA26127
TCONS_00020196	BRALA00516
TCONS_00055941	BRALA14130
TCONS_00043334	BRALA35611
TCONS_00037400	BRALA01983
TCONS_00037399	BRALA01982
TCONS_00042932	BRALA15912
TCONS_00015660	BRALA15914
TCONS_00042929	BRALA15913
TCONS_00048259	BRALA25730
TCONS_00028785	BRALA23177
TCONS_00016257	BRALA02631
TCONS_00023919	BRALA23353
TCONS_00014219	BRALA10471
TCONS_00024002	BRALA25514
TCONS_00049467	BRALA12707
TCONS_00042605	BRALA28303
TCONS_00021590	BRALA05973
TCONS_00012044	BRALA24109
TCONS_00005530	BRALA16479
TCONS_00054289	BRALA01147
TCONS_00021480	BRALA13643
TCONS_00019372	BRALA03456
TCONS_00023242	BRALA30841
TCONS_00045048	BRALA21267
TCONS_00026918	BRALA28882
TCONS_00002654	BRALA26237
TCONS_00020355	BRALA04147
TCONS_00027841	BRALA19240
TCONS_00046235	BRALA29680
TCONS_00021347	BRALA12199
TCONS_00022935	BRALA06097
TCONS_00042981	BRALA28316
TCONS_00000887	BRALA19628
TCONS_00028419	BRALA22859
TCONS_00009356	BRALA03169
TCONS_00002121	BRALA19276
TCONS_00045963	BRALA19372
TCONS_00043161	BRALA28309
TCONS_00031698	BRALA26757
TCONS_00004896	BRALA33560
TCONS_00049559	BRALA17357
TCONS_00052186	BRALA15803
TCONS_00010216	BRALA15940
TCONS_00009582	BRALA31289
TCONS_00020444	BRALA10667
TCONS_00046182	BRALA17103
TCONS_00027805	BRALA31825
TCONS_00051210	BRALA19605
TCONS_00048168	BRALA17312
TCONS_00042375	BRALA19453
TCONS_00012637	BRALA06421
TCONS_00044976	BRALA29886
TCONS_00012905	BRALA06348
TCONS_00055486	BRALA07343
TCONS_00016712	BRALA21828
TCONS_00056140	BRALA00107
TCONS_00017536	BRALA21154
TCONS_00052942	BRALA01161
TCONS_00026602	BRALA35441
TCONS_00019118	BRALA15225
TCONS_00056271	BRALA25274
TCONS_00009303	BRALA31606
TCONS_00012285	BRALA06503
TCONS_00028328	BRALA01580
TCONS_00047282	BRALA15343
TCONS_00023093	BRALA18242
TCONS_00009605	BRALA25710
TCONS_00013019	BRALA10470
TCONS_00010125	BRALA17768
TCONS_00044953	BRALA01899
TCONS_00048307	BRALA17354
TCONS_00036511	BRALA02511
TCONS_00052864	BRALA05306
TCONS_00008754	BRALA03464
TCONS_00014770	BRALA21795
TCONS_00041437	BRALA34565
TCONS_00034775	BRALA24660
TCONS_00003677	BRALA21363
TCONS_00053913	BRALA11442
TCONS_00031158	BRALA27055
TCONS_00009369	BRALA12527
TCONS_00049779	BRALA19715
TCONS_00005307	BRALA10238
TCONS_00037549	BRALA26427
TCONS_00028918	BRALA21038
TCONS_00016609	BRALA20635
TCONS_00047259	BRALA20472
TCONS_00051631	BRALA26673
TCONS_00051114	BRALA19604
TCONS_00030817	BRALA06615
TCONS_00009830	BRALA24494
TCONS_00031331	BRALA21714
TCONS_00006706	BRALA29368
TCONS_00021204	BRALA06002
TCONS_00021859	BRALA05999
TCONS_00017143	BRALA13750
TCONS_00000299	BRALA35902
TCONS_00028720	BRALA01669
TCONS_00029057	BRALA21605
TCONS_00008164	BRALA01459
TCONS_00030813	BRALA24911
TCONS_00042618	BRALA08304
TCONS_00029421	BRALA15560
TCONS_00030500	BRALA03727
TCONS_00026075	BRALA21715
TCONS_00009959	BRALA12063
TCONS_00009456	BRALA03062
TCONS_00024092	BRALA07689
TCONS_00024045	BRALA07688
TCONS_00020278	BRALA34647
TCONS_00004999	BRALA31922
TCONS_00010143	BRALA13385
TCONS_00013936	BRALA34119
TCONS_00054929	BRALA24175
TCONS_00022686	BRALA13683
TCONS_00000524	BRALA16853
TCONS_00045650	BRALA18548
TCONS_00012478	BRALA11206
TCONS_00044049	BRALA19435
TCONS_00006744	BRALA27094
TCONS_00005633	BRALA35385
TCONS_00018355	BRALA15980
TCONS_00047447	BRALA15346
TCONS_00012104	BRALA25960
TCONS_00022560	BRALA06025
TCONS_00026389	BRALA28875
TCONS_00015711	BRALA02774
TCONS_00020854	BRALA17340
TCONS_00027771	BRALA21420
TCONS_00014384	BRALA13024
TCONS_00030208	BRALA03975
TCONS_00005174	BRALA24236
TCONS_00025703	BRALA26428
TCONS_00000166	BRALA19304
TCONS_00053250	BRALA00797
TCONS_00029445	BRALA01418
TCONS_00026903	BRALA21680
TCONS_00026434	BRALA21661
TCONS_00042852	BRALA28966
TCONS_00001203	BRALA12268
TCONS_00012174	BRALA31350
TCONS_00021816	BRALA14241
TCONS_00040905	BRALA04435
TCONS_00027515	BRALA24064
TCONS_00018068	BRALA12829
TCONS_00056780	BRALA24171
TCONS_00039418	BRALA32779
TCONS_00011828	BRALA26255
TCONS_00048456	BRALA18044
TCONS_00008153	BRALA12530
TCONS_00008912	BRALA26591
TCONS_00019342	BRALA04400
TCONS_00020195	BRALA00503
TCONS_00003868	BRALA04989
TCONS_00020845	BRALA06059
TCONS_00006322	BRALA27654
