AENJA_23461	bflo_04183
AENJA_01685	bflo_18549
AENJA_14441	bflo_21084
AENJA_18566	bflo_01574
AENJA_05192	bflo_22236
AENJA_06024	bflo_16326
AENJA_26059	bflo_13463
AENJA_07498	bflo_05953
AENJA_08737	bflo_02862
AENJA_15031	bflo_02443
AENJA_10142	bflo_06950
AENJA_26334	bflo_04050
AENJA_10268	bflo_11141
AENJA_11857	bflo_07517
AENJA_12717	bflo_01608
AENJA_12752	bflo_25556
AENJA_14989	bflo_22453
AENJA_26058	bflo_13513
AENJA_14047	bflo_18914
AENJA_14313	bflo_03435
AENJA_17799	bflo_15772
AENJA_15086	bflo_09793
AENJA_17542	bflo_06562
AENJA_21307	bflo_12657
AENJA_18825	bflo_12919
AENJA_22812	bflo_05292
AENJA_24531	bflo_25067
AENJA_00058	bflo_09773
AENJA_01200	bflo_02095
AENJA_21857	bflo_03034
AENJA_01327	bflo_17249
AENJA_01547	bflo_21205
AENJA_18056	bflo_21743
AENJA_07276	bflo_02422
AENJA_09031	bflo_25733
AENJA_09041	bflo_26894
AENJA_18956	bflo_07894
AENJA_09592	bflo_24464
AENJA_09591	bflo_04429
AENJA_09699	bflo_00897
AENJA_11717	bflo_10680
AENJA_11254	bflo_20590
AENJA_15953	bflo_00807
AENJA_16979	bflo_24683
AENJA_17612	bflo_17953
AENJA_18179	bflo_24854
AENJA_18562	bflo_01008
AENJA_21603	bflo_20837
AENJA_19416	bflo_21723
AENJA_19765	bflo_13343
AENJA_21588	bflo_12732
AENJA_22625	bflo_04929
AENJA_23700	bflo_08317
AENJA_02177	bflo_03798
AENJA_19599	bflo_07801
AENJA_07960	bflo_06313
AENJA_05667	bflo_26480
AENJA_07030	bflo_06423
AENJA_21346	bflo_06240
AENJA_07588	bflo_21597
AENJA_09040	bflo_08723
AENJA_11242	bflo_08692
AENJA_17279	bflo_00177
AENJA_17683	bflo_25542
AENJA_18393	bflo_23893
AENJA_20096	bflo_25844
AENJA_25593	bflo_16683
AENJA_25759	bflo_15864
AENJA_02283	bflo_07084
AENJA_25444	bflo_10303
AENJA_02714	bflo_13401
AENJA_06321	bflo_05662
AENJA_03493	bflo_14627
AENJA_10310	bflo_20420
AENJA_03712	bflo_06467
AENJA_04208	bflo_23365
AENJA_17726	bflo_11730
AENJA_06074	bflo_15721
AENJA_09059	bflo_17335
AENJA_09382	bflo_08526
AENJA_11194	bflo_05584
AENJA_14056	bflo_19270
AENJA_21135	bflo_06254
AENJA_18219	bflo_14817
AENJA_22039	bflo_06118
AENJA_21150	bflo_05691
AENJA_21434	bflo_08573
AENJA_21781	bflo_18759
AENJA_23236	bflo_20495
AENJA_25092	bflo_18510
AENJA_25589	bflo_00207
AENJA_26215	bflo_12324
AENJA_13024	bflo_25165
AENJA_01840	bflo_08709
AENJA_14579	bflo_13694
AENJA_03926	bflo_15741
AENJA_13028	bflo_25980
AENJA_24214	bflo_16344
AENJA_05647	bflo_08681
AENJA_06272	bflo_20260
AENJA_10879	bflo_17144
AENJA_06702	bflo_00386
AENJA_15801	bflo_18844
AENJA_15162	bflo_18178
AENJA_08714	bflo_15475
AENJA_08900	bflo_10965
AENJA_20026	bflo_16409
AENJA_09435	bflo_03324
AENJA_09605	bflo_21304
AENJA_12368	bflo_10273
AENJA_16608	bflo_05629
AENJA_14609	bflo_08721
AENJA_15110	bflo_09889
AENJA_16813	bflo_23924
AENJA_15789	bflo_19666
AENJA_15995	bflo_02826
AENJA_16492	bflo_13293
AENJA_16742	bflo_09218
AENJA_18352	bflo_01466
AENJA_26627	bflo_11384
AENJA_20881	bflo_20123
AENJA_23772	bflo_09852
AENJA_00104	bflo_09453
AENJA_18051	bflo_06139
AENJA_21191	bflo_11107
AENJA_01884	bflo_21574
AENJA_05873	bflo_25719
AENJA_06742	bflo_05764
AENJA_09573	bflo_21871
AENJA_07753	bflo_13887
AENJA_08188	bflo_10179
AENJA_08269	bflo_10948
AENJA_08567	bflo_21298
AENJA_11211	bflo_25944
AENJA_11441	bflo_08197
AENJA_11584	bflo_03320
AENJA_13074	bflo_24323
AENJA_13131	bflo_14935
AENJA_14917	bflo_19732
AENJA_16641	bflo_16121
AENJA_17277	bflo_11602
AENJA_17284	bflo_05809
AENJA_17922	bflo_13574
AENJA_17959	bflo_22620
AENJA_18703	bflo_07194
AENJA_25362	bflo_05780
AENJA_20082	bflo_25517
AENJA_22766	bflo_08974
AENJA_23604	bflo_14218
AENJA_25087	bflo_16647
AENJA_25726	bflo_21717
AENJA_26718	bflo_02159
AENJA_00558	bflo_15041
AENJA_08736	bflo_25573
AENJA_05269	bflo_10128
AENJA_01101	bflo_09338
AENJA_19357	bflo_21669
AENJA_02205	bflo_12579
AENJA_02507	bflo_02687
AENJA_02809	bflo_19487
AENJA_05828	bflo_24535
AENJA_03978	bflo_13790
AENJA_13814	bflo_23990
AENJA_04091	bflo_21284
AENJA_06247	bflo_11307
AENJA_18215	bflo_14262
AENJA_06436	bflo_13741
AENJA_07170	bflo_09295
AENJA_07474	bflo_20564
AENJA_17343	bflo_06589
AENJA_08160	bflo_10406
AENJA_09757	bflo_24922
AENJA_10714	bflo_02373
AENJA_10983	bflo_26213
AENJA_13248	bflo_11291
AENJA_13339	bflo_21002
AENJA_14173	bflo_00253
AENJA_14934	bflo_16047
AENJA_15682	bflo_06976
AENJA_16043	bflo_24890
AENJA_18858	bflo_24663
AENJA_19059	bflo_17955
AENJA_19108	bflo_10599
AENJA_23459	bflo_26459
AENJA_26002	bflo_06374
AENJA_26114	bflo_03898
AENJA_00145	bflo_23356
AENJA_03160	bflo_02819
AENJA_00153	bflo_14002
AENJA_00362	bflo_05732
AENJA_00506	bflo_17388
AENJA_02385	bflo_08938
AENJA_03127	bflo_24721
AENJA_19963	bflo_20958
AENJA_04181	bflo_06102
AENJA_05517	bflo_02343
AENJA_04889	bflo_06520
AENJA_16142	bflo_04723
AENJA_05087	bflo_05982
AENJA_06571	bflo_25643
AENJA_07027	bflo_02658
AENJA_20570	bflo_22004
AENJA_09064	bflo_06898
AENJA_09362	bflo_14890
AENJA_09857	bflo_02860
AENJA_17986	bflo_04036
AENJA_10074	bflo_07291
AENJA_10995	bflo_02942
AENJA_11151	bflo_14078
AENJA_11625	bflo_21111
AENJA_12236	bflo_19444
AENJA_13235	bflo_09223
AENJA_14700	bflo_19387
AENJA_24781	bflo_23794
AENJA_14828	bflo_17228
AENJA_15225	bflo_23776
AENJA_19708	bflo_13944
AENJA_15450	bflo_23859
AENJA_16158	bflo_16721
AENJA_16776	bflo_02349
AENJA_17029	bflo_07408
AENJA_19356	bflo_22427
AENJA_21194	bflo_12487
AENJA_21469	bflo_03776
AENJA_21858	bflo_03322
AENJA_23840	bflo_12930
AENJA_24153	bflo_19632
AENJA_25216	bflo_06679
AENJA_25283	bflo_23728
AENJA_25544	bflo_20319
AENJA_26227	bflo_07693
AENJA_01737	bflo_15457
AENJA_01887	bflo_21478
AENJA_02988	bflo_09946
AENJA_03421	bflo_23826
AENJA_23557	bflo_06788
AENJA_03755	bflo_23876
AENJA_04619	bflo_24098
AENJA_05938	bflo_24347
AENJA_06136	bflo_09479
AENJA_06316	bflo_10335
AENJA_07590	bflo_21309
AENJA_08660	bflo_25624
AENJA_08942	bflo_21400
AENJA_09698	bflo_08360
AENJA_09714	bflo_00374
AENJA_10215	bflo_24482
AENJA_10243	bflo_25717
AENJA_11205	bflo_05680
AENJA_12318	bflo_01540
AENJA_14026	bflo_07703
AENJA_14135	bflo_09139
AENJA_19275	bflo_09720
AENJA_15536	bflo_13114
AENJA_16414	bflo_20724
AENJA_16663	bflo_16661
AENJA_16808	bflo_12778
AENJA_17449	bflo_24455
AENJA_18632	bflo_18691
AENJA_20708	bflo_24051
AENJA_00995	bflo_06766
AENJA_04459	bflo_01443
AENJA_06118	bflo_12216
AENJA_06179	bflo_07695
AENJA_07567	bflo_18473
AENJA_13295	bflo_10504
AENJA_08311	bflo_05037
AENJA_08667	bflo_13140
AENJA_09404	bflo_08072
AENJA_09420	bflo_11585
AENJA_11930	bflo_21764
AENJA_12372	bflo_14977
AENJA_12513	bflo_17501
AENJA_13019	bflo_24470
AENJA_13880	bflo_23295
AENJA_19842	bflo_25416
AENJA_24461	bflo_13444
AENJA_17758	bflo_19458
AENJA_22665	bflo_21964
AENJA_18250	bflo_12786
AENJA_19183	bflo_26307
AENJA_21910	bflo_23111
AENJA_21919	bflo_11339
AENJA_23479	bflo_02643
AENJA_24178	bflo_09161
AENJA_24180	bflo_09036
AENJA_25168	bflo_12800
AENJA_26338	bflo_20280
AENJA_26528	bflo_09911
AENJA_26828	bflo_10874
AENJA_25068	bflo_22654
AENJA_00406	bflo_17658
AENJA_01627	bflo_07353
AENJA_09891	bflo_17591
AENJA_08460	bflo_11000
AENJA_04862	bflo_05648
AENJA_06276	bflo_23568
AENJA_11253	bflo_20603
AENJA_06874	bflo_01734
AENJA_08323	bflo_21761
AENJA_19787	bflo_10966
AENJA_08569	bflo_16854
AENJA_09589	bflo_17732
AENJA_17703	bflo_05850
AENJA_10096	bflo_23076
AENJA_10716	bflo_04085
AENJA_12188	bflo_11629
AENJA_14211	bflo_10214
AENJA_14605	bflo_01118
AENJA_14807	bflo_08451
AENJA_19284	bflo_10613
AENJA_25488	bflo_07205
AENJA_17020	bflo_24506
AENJA_18126	bflo_11892
AENJA_21539	bflo_13089
AENJA_18234	bflo_11217
AENJA_18695	bflo_15784
AENJA_18896	bflo_11774
AENJA_18913	bflo_14263
AENJA_19487	bflo_12513
AENJA_19510	bflo_20340
AENJA_20882	bflo_20506
AENJA_22054	bflo_06123
AENJA_23181	bflo_11220
AENJA_23210	bflo_02353
AENJA_23879	bflo_20407
AENJA_26289	bflo_06394
AENJA_00391	bflo_07530
AENJA_01256	bflo_25718
AENJA_03001	bflo_15013
AENJA_03159	bflo_02447
AENJA_03268	bflo_20602
AENJA_05073	bflo_06441
AENJA_04731	bflo_15018
AENJA_05905	bflo_20556
AENJA_05238	bflo_02558
AENJA_07124	bflo_18110
AENJA_05672	bflo_17483
AENJA_06086	bflo_11604
AENJA_11003	bflo_23160
AENJA_06300	bflo_22668
AENJA_07102	bflo_00429
AENJA_07191	bflo_19445
AENJA_07885	bflo_17191
AENJA_09175	bflo_11637
AENJA_09939	bflo_00223
AENJA_11329	bflo_18854
AENJA_11464	bflo_08347
AENJA_26746	bflo_08180
AENJA_11724	bflo_08246
AENJA_11807	bflo_20838
AENJA_18698	bflo_26508
AENJA_11849	bflo_03114
AENJA_16822	bflo_13497
AENJA_17431	bflo_04551
AENJA_18304	bflo_17547
AENJA_18312	bflo_16609
AENJA_18914	bflo_14264
AENJA_21847	bflo_20561
AENJA_24035	bflo_19887
AENJA_24257	bflo_26337
AENJA_00912	bflo_20030
AENJA_01039	bflo_19700
AENJA_01136	bflo_25854
AENJA_02081	bflo_07157
AENJA_02209	bflo_01714
AENJA_02224	bflo_23316
AENJA_13337	bflo_20708
AENJA_02720	bflo_12929
AENJA_26644	bflo_27091
AENJA_02907	bflo_16668
AENJA_03434	bflo_20056
AENJA_03497	bflo_17395
AENJA_04029	bflo_22206
AENJA_06017	bflo_09335
AENJA_11860	bflo_07477
AENJA_06020	bflo_24508
AENJA_08879	bflo_06838
AENJA_08928	bflo_10997
AENJA_09007	bflo_09904
AENJA_09521	bflo_10453
AENJA_11224	bflo_21629
AENJA_11585	bflo_09429
AENJA_14070	bflo_13056
AENJA_15108	bflo_09831
AENJA_15111	bflo_09231
AENJA_15168	bflo_08908
AENJA_16080	bflo_10088
AENJA_22249	bflo_09571
AENJA_16159	bflo_16404
AENJA_18802	bflo_23814
AENJA_19060	bflo_04112
AENJA_22163	bflo_08202
AENJA_22826	bflo_19223
AENJA_23225	bflo_10092
AENJA_23699	bflo_06937
AENJA_24677	bflo_17742
AENJA_24912	bflo_09237
AENJA_25749	bflo_08900
AENJA_25480	bflo_07604
AENJA_25965	bflo_08786
AENJA_00276	bflo_05479
AENJA_00392	bflo_07667
AENJA_14833	bflo_19246
AENJA_00514	bflo_14858
AENJA_01099	bflo_09728
AENJA_01192	bflo_06692
AENJA_06312	bflo_14658
AENJA_03170	bflo_13440
AENJA_03267	bflo_20503
AENJA_06530	bflo_18701
AENJA_25405	bflo_18622
AENJA_03406	bflo_16431
AENJA_04195	bflo_05868
AENJA_22157	bflo_07274
AENJA_09558	bflo_14955
AENJA_05662	bflo_17783
AENJA_05784	bflo_25158
AENJA_06214	bflo_20646
AENJA_06251	bflo_10666
AENJA_06373	bflo_06166
AENJA_07131	bflo_00631
AENJA_08367	bflo_10312
AENJA_24416	bflo_08172
AENJA_09181	bflo_12187
AENJA_09994	bflo_08151
AENJA_10202	bflo_20294
AENJA_10542	bflo_10340
AENJA_10903	bflo_12137
AENJA_13026	bflo_26290
AENJA_13412	bflo_16365
AENJA_13786	bflo_04445
AENJA_14089	bflo_00322
AENJA_14824	bflo_25883
AENJA_26556	bflo_02460
AENJA_15931	bflo_25650
AENJA_17964	bflo_23346
AENJA_19342	bflo_00271
AENJA_21035	bflo_23759
AENJA_21678	bflo_12611
AENJA_22935	bflo_16526
AENJA_23001	bflo_05431
AENJA_23249	bflo_21842
AENJA_23535	bflo_16284
AENJA_23757	bflo_18689
AENJA_24206	bflo_24896
AENJA_25556	bflo_06356
AENJA_25733	bflo_22941
AENJA_12672	bflo_00383
AENJA_00715	bflo_25586
AENJA_00766	bflo_13727
AENJA_18108	bflo_13107
AENJA_01522	bflo_05001
AENJA_13354	bflo_13232
AENJA_04553	bflo_02847
AENJA_04702	bflo_07097
AENJA_08247	bflo_18129
AENJA_05152	bflo_09180
AENJA_14971	bflo_07582
AENJA_06983	bflo_25890
AENJA_07207	bflo_14529
AENJA_07271	bflo_14342
AENJA_07397	bflo_23811
AENJA_07733	bflo_13516
AENJA_07813	bflo_24331
AENJA_07921	bflo_01522
AENJA_08322	bflo_13155
AENJA_24095	bflo_05374
AENJA_08461	bflo_12062
AENJA_09123	bflo_00268
AENJA_16491	bflo_08517
AENJA_09356	bflo_00391
AENJA_09652	bflo_14287
AENJA_10214	bflo_20454
AENJA_10684	bflo_24076
AENJA_11391	bflo_09091
AENJA_14004	bflo_23357
AENJA_14156	bflo_13086
AENJA_14779	bflo_15916
AENJA_15098	bflo_14999
AENJA_15918	bflo_25627
AENJA_16220	bflo_22676
AENJA_16222	bflo_09921
AENJA_17692	bflo_17823
AENJA_19715	bflo_15985
AENJA_21040	bflo_09288
AENJA_22777	bflo_13160
AENJA_22934	bflo_15756
AENJA_24823	bflo_05573
AENJA_25912	bflo_07751
AENJA_00224	bflo_09229
AENJA_20687	bflo_16891
AENJA_20686	bflo_16307
AENJA_00249	bflo_23119
AENJA_00588	bflo_17895
AENJA_00736	bflo_10951
AENJA_01170	bflo_25567
AENJA_08485	bflo_18624
AENJA_16586	bflo_21566
AENJA_03566	bflo_08312
AENJA_02076	bflo_07415
AENJA_20427	bflo_21256
AENJA_03271	bflo_25894
AENJA_04307	bflo_26468
AENJA_04624	bflo_26209
AENJA_05549	bflo_01203
AENJA_05832	bflo_25055
AENJA_13809	bflo_04107
AENJA_06548	bflo_05664
AENJA_07029	bflo_03766
AENJA_07871	bflo_12762
AENJA_08721	bflo_23095
AENJA_16826	bflo_01494
AENJA_08803	bflo_22557
AENJA_09069	bflo_07010
AENJA_09456	bflo_09795
AENJA_10312	bflo_20907
AENJA_10713	bflo_02167
AENJA_12411	bflo_10186
AENJA_12452	bflo_23198
AENJA_12969	bflo_08444
AENJA_13122	bflo_11420
AENJA_17928	bflo_11056
AENJA_15959	bflo_00274
AENJA_19250	bflo_06372
AENJA_16307	bflo_17534
AENJA_16686	bflo_22677
AENJA_17038	bflo_06165
AENJA_17146	bflo_06948
AENJA_17381	bflo_03877
AENJA_17819	bflo_01458
AENJA_18081	bflo_24060
AENJA_18261	bflo_02004
AENJA_18795	bflo_03061
AENJA_22714	bflo_25323
AENJA_23560	bflo_00277
AENJA_24796	bflo_15659
AENJA_26115	bflo_06955
AENJA_26436	bflo_24069
AENJA_00265	bflo_20379
AENJA_00303	bflo_20994
AENJA_00356	bflo_06652
AENJA_01331	bflo_08917
AENJA_09415	bflo_06410
AENJA_02634	bflo_06375
AENJA_04869	bflo_06525
AENJA_03401	bflo_08762
AENJA_04890	bflo_20085
AENJA_14288	bflo_23004
AENJA_06057	bflo_03052
AENJA_06674	bflo_26217
AENJA_09407	bflo_07336
AENJA_07130	bflo_00306
AENJA_13848	bflo_00287
AENJA_08069	bflo_09388
AENJA_08834	bflo_19600
AENJA_11028	bflo_06073
AENJA_11279	bflo_23377
AENJA_11419	bflo_13963
AENJA_11623	bflo_20691
AENJA_13118	bflo_10880
AENJA_13757	bflo_23014
AENJA_13858	bflo_24086
AENJA_13942	bflo_15044
AENJA_14430	bflo_09732
AENJA_16732	bflo_18908
AENJA_16927	bflo_16686
AENJA_16933	bflo_23452
AENJA_20637	bflo_14327
AENJA_17663	bflo_21258
AENJA_17773	bflo_19599
AENJA_23173	bflo_17549
AENJA_19423	bflo_06088
AENJA_20118	bflo_00323
AENJA_20630	bflo_06420
AENJA_21656	bflo_00286
AENJA_23670	bflo_12863
AENJA_24470	bflo_26309
AENJA_25210	bflo_21587
AENJA_25686	bflo_00183
AENJA_26727	bflo_16038
AENJA_00395	bflo_25207
AENJA_02772	bflo_15701
AENJA_02775	bflo_14027
AENJA_02978	bflo_10018
AENJA_03055	bflo_08319
AENJA_04991	bflo_03409
AENJA_05029	bflo_20424
AENJA_05224	bflo_06745
AENJA_05900	bflo_23122
AENJA_06271	bflo_07817
AENJA_06511	bflo_01048
AENJA_07189	bflo_15708
AENJA_07375	bflo_20048
AENJA_08092	bflo_01076
AENJA_11520	bflo_23074
AENJA_08139	bflo_05725
AENJA_08254	bflo_10251
AENJA_08572	bflo_05797
AENJA_09702	bflo_00828
AENJA_09973	bflo_18499
AENJA_10742	bflo_15094
AENJA_12041	bflo_04015
AENJA_15234	bflo_05685
AENJA_17306	bflo_09469
AENJA_20731	bflo_00585
AENJA_19678	bflo_23553
AENJA_20386	bflo_20388
AENJA_20905	bflo_09224
AENJA_21472	bflo_14253
AENJA_21606	bflo_20516
AENJA_21956	bflo_21773
AENJA_22006	bflo_03340
AENJA_22526	bflo_19979
AENJA_22686	bflo_13948
AENJA_24473	bflo_25619
AENJA_24518	bflo_21300
AENJA_25109	bflo_12923
AENJA_25530	bflo_09948
AENJA_25552	bflo_05638
AENJA_25673	bflo_15862
AENJA_25817	bflo_10125
AENJA_26100	bflo_06308
AENJA_00125	bflo_14388
AENJA_00359	bflo_04954
AENJA_00917	bflo_23929
AENJA_01835	bflo_21887
AENJA_02011	bflo_21458
AENJA_02620	bflo_14321
AENJA_03621	bflo_06125
AENJA_04817	bflo_13736
AENJA_04875	bflo_17481
AENJA_05339	bflo_09213
AENJA_15350	bflo_06584
AENJA_06237	bflo_24894
AENJA_06936	bflo_10523
AENJA_07352	bflo_16569
AENJA_07430	bflo_03866
AENJA_08191	bflo_14247
AENJA_09042	bflo_07803
AENJA_09301	bflo_03634
AENJA_10174	bflo_20180
AENJA_10358	bflo_10933
AENJA_10898	bflo_24379
AENJA_10936	bflo_14196
AENJA_11461	bflo_00548
AENJA_11466	bflo_07992
AENJA_11762	bflo_06723
AENJA_13668	bflo_24404
AENJA_12189	bflo_11650
AENJA_12297	bflo_15422
AENJA_13751	bflo_23147
AENJA_12486	bflo_05978
AENJA_13922	bflo_22999
AENJA_14633	bflo_18627
AENJA_14940	bflo_15966
AENJA_16068	bflo_13728
AENJA_16415	bflo_20020
AENJA_16471	bflo_01491
AENJA_23270	bflo_26230
AENJA_17912	bflo_10054
AENJA_18094	bflo_20964
AENJA_23030	bflo_23066
AENJA_18243	bflo_12782
AENJA_18419	bflo_03271
AENJA_19972	bflo_22899
AENJA_18424	bflo_25806
AENJA_18769	bflo_08056
AENJA_19816	bflo_09950
AENJA_20080	bflo_05495
AENJA_21407	bflo_11055
AENJA_21853	bflo_03053
AENJA_22305	bflo_12889
AENJA_22552	bflo_02321
AENJA_22617	bflo_15673
AENJA_22979	bflo_24734
AENJA_23964	bflo_07986
AENJA_24425	bflo_02429
AENJA_24752	bflo_23318
AENJA_00050	bflo_11017
AENJA_00491	bflo_08585
AENJA_10139	bflo_16001
AENJA_01433	bflo_05105
AENJA_13042	bflo_11380
AENJA_01704	bflo_24458
AENJA_01746	bflo_24361
AENJA_02077	bflo_07288
AENJA_02179	bflo_09171
AENJA_02285	bflo_25646
AENJA_02304	bflo_08980
AENJA_02540	bflo_20886
AENJA_04090	bflo_22316
AENJA_17042	bflo_06765
AENJA_05630	bflo_06586
AENJA_06217	bflo_20706
AENJA_06283	bflo_08149
AENJA_11508	bflo_15224
AENJA_06958	bflo_01128
AENJA_07026	bflo_05448
AENJA_08886	bflo_07117
AENJA_09492	bflo_09054
AENJA_09873	bflo_22997
AENJA_10170	bflo_10171
AENJA_11216	bflo_12727
AENJA_11307	bflo_10449
AENJA_23797	bflo_11090
AENJA_13193	bflo_20237
AENJA_13195	bflo_20110
AENJA_13335	bflo_19694
AENJA_13619	bflo_23458
AENJA_14021	bflo_19389
AENJA_14525	bflo_21631
AENJA_14565	bflo_17703
AENJA_14678	bflo_01211
AENJA_15317	bflo_23114
AENJA_15978	bflo_15780
AENJA_16347	bflo_19386
AENJA_17477	bflo_11641
AENJA_17870	bflo_14933
AENJA_19538	bflo_20803
AENJA_19831	bflo_02038
AENJA_19978	bflo_11037
AENJA_20031	bflo_08399
AENJA_21727	bflo_22353
AENJA_22896	bflo_17412
AENJA_23222	bflo_09442
AENJA_23640	bflo_15825
AENJA_23854	bflo_12122
AENJA_24807	bflo_09908
AENJA_24864	bflo_23617
AENJA_25474	bflo_07962
AENJA_26389	bflo_25807
AENJA_00869	bflo_10393
AENJA_01738	bflo_14181
AENJA_02641	bflo_03550
AENJA_03189	bflo_21275
AENJA_03520	bflo_06974
AENJA_03802	bflo_09188
AENJA_08237	bflo_22947
AENJA_06618	bflo_12510
AENJA_22580	bflo_11578
AENJA_13021	bflo_25622
AENJA_16969	bflo_25620
AENJA_07016	bflo_12689
AENJA_08499	bflo_13938
AENJA_09721	bflo_07164
AENJA_10208	bflo_19851
AENJA_17364	bflo_00739
AENJA_13772	bflo_19830
AENJA_11499	bflo_12722
AENJA_11703	bflo_14641
AENJA_12561	bflo_01588
AENJA_12852	bflo_03003
AENJA_13012	bflo_05342
AENJA_13792	bflo_03740
AENJA_15109	bflo_08799
AENJA_16480	bflo_12631
AENJA_15652	bflo_22988
AENJA_16160	bflo_15844
AENJA_16506	bflo_12709
AENJA_18103	bflo_13214
AENJA_19512	bflo_13170
AENJA_18224	bflo_14385
AENJA_18771	bflo_08632
AENJA_19054	bflo_10333
AENJA_19252	bflo_02497
AENJA_20934	bflo_03211
AENJA_21374	bflo_23777
AENJA_22329	bflo_12505
AENJA_22340	bflo_25184
AENJA_23782	bflo_06197
AENJA_22527	bflo_07364
AENJA_22567	bflo_17338
AENJA_22954	bflo_23279
AENJA_25318	bflo_20060
AENJA_25475	bflo_07066
AENJA_25507	bflo_12674
AENJA_25963	bflo_15696
AENJA_26694	bflo_10463
AENJA_01011	bflo_25550
AENJA_01548	bflo_15291
AENJA_08434	bflo_17486
AENJA_02567	bflo_00974
AENJA_02731	bflo_11518
AENJA_03266	bflo_22153
AENJA_03555	bflo_25216
AENJA_03569	bflo_14103
AENJA_04613	bflo_24870
AENJA_04703	bflo_06998
AENJA_04822	bflo_13189
AENJA_05961	bflo_11396
AENJA_07499	bflo_05594
AENJA_07684	bflo_08287
AENJA_07876	bflo_21931
AENJA_18117	bflo_25614
AENJA_07911	bflo_00931
AENJA_07916	bflo_01680
AENJA_10609	bflo_13212
AENJA_10932	bflo_10616
AENJA_11342	bflo_06231
AENJA_23395	bflo_12659
AENJA_11769	bflo_17604
AENJA_23143	bflo_04147
AENJA_12073	bflo_09230
AENJA_12348	bflo_22946
AENJA_12737	bflo_10456
AENJA_13302	bflo_00700
AENJA_13348	bflo_13260
AENJA_14010	bflo_23332
AENJA_14503	bflo_25999
AENJA_14734	bflo_20619
AENJA_15689	bflo_16671
AENJA_15802	bflo_18794
AENJA_16773	bflo_04094
AENJA_17578	bflo_18128
AENJA_21660	bflo_12548
AENJA_19993	bflo_09696
AENJA_20517	bflo_18122
AENJA_21367	bflo_23291
AENJA_21647	bflo_14524
AENJA_23309	bflo_07090
AENJA_22488	bflo_15594
AENJA_22561	bflo_03594
AENJA_22783	bflo_11446
AENJA_22977	bflo_00746
AENJA_24398	bflo_12392
AENJA_24945	bflo_20017
AENJA_26439	bflo_24330
AENJA_26722	bflo_18853
AENJA_00015	bflo_16460
AENJA_24202	bflo_12860
AENJA_00225	bflo_09371
AENJA_00227	bflo_20166
AENJA_00695	bflo_00653
AENJA_01091	bflo_08394
AENJA_22266	bflo_02598
AENJA_02170	bflo_18585
AENJA_02686	bflo_21795
AENJA_21170	bflo_10824
AENJA_03043	bflo_13228
AENJA_03162	bflo_02452
AENJA_06671	bflo_09729
AENJA_04655	bflo_07342
AENJA_05082	bflo_20308
AENJA_05178	bflo_20143
AENJA_05628	bflo_25062
AENJA_06122	bflo_14806
AENJA_06491	bflo_20578
AENJA_07007	bflo_19740
AENJA_20718	bflo_25600
AENJA_07478	bflo_20959
AENJA_07540	bflo_13462
AENJA_07822	bflo_21793
AENJA_08228	bflo_25280
AENJA_08398	bflo_14728
AENJA_09244	bflo_03471
AENJA_09299	bflo_03623
AENJA_10866	bflo_10395
AENJA_22367	bflo_09647
AENJA_09720	bflo_00396
AENJA_09754	bflo_24581
AENJA_10809	bflo_15025
AENJA_10489	bflo_07063
AENJA_11036	bflo_03694
AENJA_11252	bflo_03870
AENJA_11314	bflo_13844
AENJA_11377	bflo_06290
AENJA_11560	bflo_15960
AENJA_11715	bflo_10783
AENJA_12467	bflo_06442
AENJA_12613	bflo_23389
AENJA_13222	bflo_23293
AENJA_13514	bflo_20865
AENJA_13891	bflo_24432
AENJA_13909	bflo_08937
AENJA_13911	bflo_08807
AENJA_14879	bflo_18555
AENJA_15179	bflo_13364
AENJA_15563	bflo_01311
AENJA_22473	bflo_20916
AENJA_15867	bflo_20840
AENJA_15884	bflo_18845
AENJA_15970	bflo_20301
AENJA_17107	bflo_06426
AENJA_17766	bflo_23945
AENJA_17970	bflo_22197
AENJA_18609	bflo_08738
AENJA_18799	bflo_06677
AENJA_18919	bflo_08458
AENJA_22119	bflo_14058
AENJA_22200	bflo_14250
AENJA_23435	bflo_14842
AENJA_23661	bflo_15907
AENJA_26836	bflo_05234
AENJA_24354	bflo_25771
AENJA_24782	bflo_22944
AENJA_25083	bflo_25702
AENJA_25883	bflo_14496
AENJA_25923	bflo_11043
AENJA_26162	bflo_15249
AENJA_00149	bflo_12820
AENJA_11808	bflo_19855
AENJA_00238	bflo_14445
AENJA_00515	bflo_12781
AENJA_00877	bflo_10812
AENJA_01089	bflo_23972
AENJA_08034	bflo_12802
AENJA_01480	bflo_22762
AENJA_02912	bflo_12467
AENJA_03376	bflo_23158
AENJA_04621	bflo_25695
AENJA_05149	bflo_08895
AENJA_05158	bflo_02437
AENJA_05401	bflo_12575
AENJA_06053	bflo_02905
AENJA_06862	bflo_11272
AENJA_07476	bflo_09530
AENJA_07485	bflo_15506
AENJA_10601	bflo_05537
AENJA_07830	bflo_16451
AENJA_23070	bflo_06768
AENJA_07839	bflo_15159
AENJA_08628	bflo_13571
AENJA_08713	bflo_17657
AENJA_09742	bflo_00304
AENJA_14911	bflo_16223
AENJA_10052	bflo_01551
AENJA_10800	bflo_06193
AENJA_10970	bflo_19216
AENJA_11190	bflo_06198
AENJA_15209	bflo_06187
AENJA_11764	bflo_06392
AENJA_11871	bflo_23328
