TCONS_00019737	STRPU_22262
TCONS_00005526	STRPU_15408
TCONS_00020805	STRPU_23757
TCONS_00043827	STRPU_05313
TCONS_00019147	STRPU_23398
TCONS_00047616	STRPU_22666
TCONS_00010405	STRPU_20723
TCONS_00010968	STRPU_21539
TCONS_00017240	STRPU_24820
TCONS_00032893	STRPU_22549
TCONS_00033553	STRPU_23184
TCONS_00003491	STRPU_20538
TCONS_00020684	STRPU_22947
TCONS_00015372	STRPU_19561
TCONS_00009762	STRPU_21367
TCONS_00021573	STRPU_06366
TCONS_00031876	STRPU_22227
TCONS_00004061	STRPU_24915
TCONS_00038070	STRPU_11845
TCONS_00055590	STRPU_13251
TCONS_00018228	STRPU_24854
TCONS_00020661	STRPU_25447
TCONS_00014549	STRPU_08314
TCONS_00020701	STRPU_19131
TCONS_00021077	STRPU_06496
TCONS_00003470	STRPU_21281
TCONS_00007656	STRPU_25428
TCONS_00007662	STRPU_25608
TCONS_00028392	STRPU_26378
TCONS_00028134	STRPU_26876
TCONS_00010492	STRPU_21509
TCONS_00015242	STRPU_20402
TCONS_00053218	STRPU_18983
TCONS_00028141	STRPU_27024
TCONS_00009779	STRPU_21237
TCONS_00020566	STRPU_22267
TCONS_00017195	STRPU_24402
TCONS_00020217	STRPU_23389
TCONS_00038647	STRPU_23771
TCONS_00050566	STRPU_10664
TCONS_00006152	STRPU_21735
TCONS_00055858	STRPU_14120
TCONS_00051859	STRPU_10745
TCONS_00018547	STRPU_24359
TCONS_00032840	STRPU_22036
TCONS_00018323	STRPU_24458
TCONS_00022892	STRPU_06392
TCONS_00009697	STRPU_21389
TCONS_00007095	STRPU_25599
TCONS_00002129	STRPU_17744
TCONS_00046615	STRPU_07714
TCONS_00004384	STRPU_24935
TCONS_00036061	STRPU_23770
TCONS_00018800	STRPU_24557
TCONS_00009349	STRPU_26904
TCONS_00031061	STRPU_04761
TCONS_00043176	STRPU_25237
TCONS_00016810	STRPU_24518
TCONS_00021368	STRPU_06875
TCONS_00007757	STRPU_25325
TCONS_00055495	STRPU_23983
TCONS_00027741	STRPU_09552
TCONS_00018904	STRPU_26002
TCONS_00008504	STRPU_25391
TCONS_00044051	STRPU_13244
TCONS_00009642	STRPU_21827
TCONS_00051568	STRPU_10662
TCONS_00027129	STRPU_09337
TCONS_00010219	STRPU_21581
TCONS_00018044	STRPU_24733
TCONS_00037978	STRPU_11529
TCONS_00011494	STRPU_21074
TCONS_00008587	STRPU_26014
TCONS_00006364	STRPU_14562
TCONS_00042903	STRPU_05411
TCONS_00055016	STRPU_16506
TCONS_00019772	STRPU_21909
TCONS_00032359	STRPU_22073
TCONS_00010944	STRPU_21013
TCONS_00052218	STRPU_11288
TCONS_00032848	STRPU_22086
TCONS_00043220	STRPU_05195
TCONS_00027209	STRPU_09878
TCONS_00005372	STRPU_15274
TCONS_00033488	STRPU_22254
TCONS_00051636	STRPU_10937
TCONS_00000738	STRPU_16981
TCONS_00052215	STRPU_10657
TCONS_00017300	STRPU_24669
TCONS_00007477	STRPU_26010
TCONS_00051554	STRPU_10670
TCONS_00019229	STRPU_23772
TCONS_00001820	STRPU_17535
TCONS_00009528	STRPU_21203
TCONS_00019050	STRPU_01032
TCONS_00048949	STRPU_23628
TCONS_00029430	STRPU_27058
TCONS_00044745	STRPU_07496
TCONS_00032341	STRPU_22072
TCONS_00030488	STRPU_04810
TCONS_00047964	STRPU_22721
TCONS_00020768	STRPU_21972
TCONS_00053927	STRPU_18988
TCONS_00014350	STRPU_08807
TCONS_00019290	STRPU_23397
TCONS_00007951	STRPU_25431
TCONS_00052754	STRPU_19076
TCONS_00001550	STRPU_18001
TCONS_00043665	STRPU_05296
TCONS_00014955	STRPU_20298
TCONS_00031000	STRPU_04426
TCONS_00040341	STRPU_03468
TCONS_00008437	STRPU_25388
TCONS_00027074	STRPU_09623
TCONS_00044004	STRPU_04944
TCONS_00005641	STRPU_14642
TCONS_00029161	STRPU_26888
TCONS_00014047	STRPU_08488
TCONS_00047799	STRPU_23322
TCONS_00012405	STRPU_08385
TCONS_00006736	STRPU_15049
TCONS_00027968	STRPU_26636
TCONS_00016722	STRPU_20009
TCONS_00042630	STRPU_05244
TCONS_00028312	STRPU_26559
TCONS_00029573	STRPU_26961
TCONS_00043263	STRPU_05909
TCONS_00028859	STRPU_26728
TCONS_00031080	STRPU_04348
TCONS_00057250	STRPU_13209
TCONS_00005640	STRPU_14547
TCONS_00009763	STRPU_21633
TCONS_00038648	STRPU_21991
TCONS_00011408	STRPU_21312
TCONS_00000712	STRPU_14524
TCONS_00015931	STRPU_20309
TCONS_00053965	STRPU_19063
TCONS_00031440	STRPU_04711
TCONS_00010057	STRPU_21314
TCONS_00014454	STRPU_08079
TCONS_00057280	STRPU_15726
TCONS_00049742	STRPU_23522
TCONS_00000323	STRPU_17591
TCONS_00021346	STRPU_06818
TCONS_00011107	STRPU_21063
TCONS_00020758	STRPU_22556
TCONS_00010043	STRPU_20541
TCONS_00003858	STRPU_25173
TCONS_00030056	STRPU_04898
TCONS_00026256	STRPU_10219
TCONS_00017808	STRPU_24460
TCONS_00003134	STRPU_03483
TCONS_00048277	STRPU_23801
TCONS_00027920	STRPU_26821
TCONS_00053433	STRPU_19080
TCONS_00047431	STRPU_23708
TCONS_00022180	STRPU_06494
TCONS_00021610	STRPU_05959
TCONS_00010417	STRPU_21554
TCONS_00026467	STRPU_09877
TCONS_00048301	STRPU_23614
TCONS_00010548	STRPU_20969
TCONS_00028861	STRPU_26859
TCONS_00036862	STRPU_11678
TCONS_00013164	STRPU_08359
TCONS_00055570	STRPU_13885
TCONS_00016768	STRPU_24795
TCONS_00011577	STRPU_21464
TCONS_00048332	STRPU_23738
TCONS_00014401	STRPU_08670
TCONS_00044703	STRPU_07355
TCONS_00018825	STRPU_03703
TCONS_00027252	STRPU_10185
TCONS_00027073	STRPU_09539
TCONS_00043303	STRPU_05457
TCONS_00015024	STRPU_19391
TCONS_00021606	STRPU_06439
TCONS_00027369	STRPU_24358
TCONS_00043368	STRPU_05345
TCONS_00001269	STRPU_17938
TCONS_00027541	STRPU_09545
TCONS_00027564	STRPU_10313
TCONS_00022398	STRPU_06787
TCONS_00007181	STRPU_26081
TCONS_00022749	STRPU_05958
TCONS_00046385	STRPU_09258
TCONS_00007646	STRPU_25512
TCONS_00039483	STRPU_02778
TCONS_00022836	STRPU_06123
TCONS_00042951	STRPU_05515
TCONS_00008083	STRPU_25411
TCONS_00027477	STRPU_09369
TCONS_00029113	STRPU_26501
TCONS_00026027	STRPU_10366
TCONS_00006895	STRPU_14239
TCONS_00009691	STRPU_20535
TCONS_00010948	STRPU_20976
TCONS_00020040	STRPU_17021
TCONS_00016102	STRPU_20339
TCONS_00019781	STRPU_22200
TCONS_00018473	STRPU_24308
TCONS_00055828	STRPU_15993
TCONS_00051215	STRPU_10439
TCONS_00044888	STRPU_07408
TCONS_00001354	STRPU_17524
TCONS_00004460	STRPU_21288
TCONS_00004082	STRPU_24142
TCONS_00003932	STRPU_25215
TCONS_00009145	STRPU_25642
TCONS_00046300	STRPU_07157
TCONS_00000855	STRPU_17892
TCONS_00046612	STRPU_07648
TCONS_00002763	STRPU_25089
TCONS_00004894	STRPU_14371
TCONS_00037357	STRPU_17131
TCONS_00027858	STRPU_26368
TCONS_00052479	STRPU_18159
TCONS_00045851	STRPU_07098
TCONS_00030596	STRPU_04118
TCONS_00047793	STRPU_23343
TCONS_00004140	STRPU_25177
TCONS_00045986	STRPU_07749
TCONS_00031269	STRPU_04674
TCONS_00015363	STRPU_19577
TCONS_00002865	STRPU_25091
TCONS_00027694	STRPU_10391
TCONS_00044091	STRPU_13493
TCONS_00002255	STRPU_17798
TCONS_00012152	STRPU_21182
TCONS_00013231	STRPU_09284
TCONS_00014656	STRPU_19441
TCONS_00003234	STRPU_24164
TCONS_00012090	STRPU_20434
TCONS_00012087	STRPU_20432
TCONS_00006749	STRPU_14389
TCONS_00054963	STRPU_14650
TCONS_00021245	STRPU_06785
TCONS_00028850	STRPU_26365
TCONS_00007593	STRPU_26331
TCONS_00054283	STRPU_18782
TCONS_00012203	STRPU_20507
TCONS_00005267	STRPU_14187
TCONS_00031167	STRPU_04271
TCONS_00022411	STRPU_06633
TCONS_00010295	STRPU_21031
TCONS_00013726	STRPU_08256
TCONS_00028803	STRPU_26383
TCONS_00013935	STRPU_08277
TCONS_00050549	STRPU_11360
TCONS_00050869	STRPU_11331
TCONS_00010776	STRPU_21330
TCONS_00022723	STRPU_06444
TCONS_00026658	STRPU_19269
TCONS_00021340	STRPU_06130
TCONS_00026655	STRPU_10431
TCONS_00053429	STRPU_18551
TCONS_00027867	STRPU_27135
TCONS_00028338	STRPU_26866
TCONS_00003488	STRPU_20946
TCONS_00035035	STRPU_03073
TCONS_00026880	STRPU_10326
TCONS_00007581	STRPU_25252
TCONS_00016353	STRPU_20380
TCONS_00005265	STRPU_14392
TCONS_00007061	STRPU_25264
TCONS_00050868	STRPU_10769
TCONS_00056759	STRPU_00143
TCONS_00029931	STRPU_04902
TCONS_00050672	STRPU_10950
TCONS_00010287	STRPU_21047
TCONS_00029685	STRPU_27363
TCONS_00030374	STRPU_04052
TCONS_00010677	STRPU_20697
TCONS_00023130	STRPU_12321
TCONS_00048377	STRPU_23129
TCONS_00014783	STRPU_20040
TCONS_00011061	STRPU_21439
TCONS_00033261	STRPU_22041
TCONS_00049740	STRPU_22097
TCONS_00054652	STRPU_18190
TCONS_00008646	STRPU_25866
TCONS_00040596	STRPU_02985
TCONS_00009302	STRPU_25872
TCONS_00052758	STRPU_18175
TCONS_00013077	STRPU_09295
TCONS_00028875	STRPU_26967
TCONS_00008057	STRPU_25493
TCONS_00027788	STRPU_09827
TCONS_00020960	STRPU_06055
TCONS_00000643	STRPU_17388
TCONS_00029503	STRPU_26879
TCONS_00031847	STRPU_22521
TCONS_00001392	STRPU_17908
TCONS_00049386	STRPU_23283
TCONS_00055827	STRPU_15998
TCONS_00014010	STRPU_08993
TCONS_00025564	STRPU_12465
TCONS_00015489	STRPU_20015
TCONS_00011772	STRPU_20664
TCONS_00005646	STRPU_14571
TCONS_00026464	STRPU_09537
TCONS_00022339	STRPU_06891
TCONS_00048452	STRPU_23497
TCONS_00017836	STRPU_24471
TCONS_00010550	STRPU_20967
TCONS_00000497	STRPU_17129
TCONS_00029183	STRPU_27003
TCONS_00036590	STRPU_12203
TCONS_00049508	STRPU_23604
TCONS_00015452	STRPU_19915
TCONS_00027359	STRPU_09518
TCONS_00027782	STRPU_10394
TCONS_00026875	STRPU_09510
TCONS_00010344	STRPU_21204
TCONS_00007214	STRPU_25219
TCONS_00015707	STRPU_20042
TCONS_00043026	STRPU_05304
TCONS_00007071	STRPU_26253
TCONS_00007452	STRPU_08189
TCONS_00029068	STRPU_26515
TCONS_00010119	STRPU_21824
TCONS_00031353	STRPU_04788
TCONS_00043175	STRPU_05327
TCONS_00001790	STRPU_17531
TCONS_00042955	STRPU_04934
TCONS_00004622	STRPU_15061
TCONS_00000128	STRPU_01806
TCONS_00000577	STRPU_17265
TCONS_00049504	STRPU_23579
TCONS_00033404	STRPU_23272
TCONS_00045524	STRPU_07480
TCONS_00020219	STRPU_22887
TCONS_00056259	STRPU_16149
TCONS_00002528	STRPU_20436
TCONS_00022810	STRPU_06239
TCONS_00041682	STRPU_05303
TCONS_00007068	STRPU_26044
TCONS_00041659	STRPU_05297
TCONS_00004699	STRPU_15006
TCONS_00053138	STRPU_19066
TCONS_00012933	STRPU_01478
TCONS_00042964	STRPU_05229
TCONS_00017739	STRPU_24819
TCONS_00022224	STRPU_06608
TCONS_00042778	STRPU_05233
TCONS_00049810	STRPU_23701
TCONS_00009834	STRPU_21095
TCONS_00029935	STRPU_04462
TCONS_00051909	STRPU_10631
TCONS_00007484	STRPU_25915
TCONS_00014136	STRPU_08986
TCONS_00004493	STRPU_20557
TCONS_00009996	STRPU_20683
TCONS_00020356	STRPU_06104
TCONS_00055327	STRPU_14647
TCONS_00021858	STRPU_06356
TCONS_00009645	STRPU_20634
TCONS_00030284	STRPU_04691
TCONS_00009887	STRPU_21219
TCONS_00029816	STRPU_26695
TCONS_00049739	STRPU_23619
TCONS_00024224	STRPU_12360
TCONS_00022906	STRPU_06110
TCONS_00027041	STRPU_09898
TCONS_00007503	STRPU_25297
TCONS_00044845	STRPU_07635
TCONS_00000865	STRPU_17777
TCONS_00024571	STRPU_12731
TCONS_00047597	STRPU_23582
TCONS_00015692	STRPU_19741
TCONS_00044541	STRPU_22012
TCONS_00022183	STRPU_06888
TCONS_00054872	STRPU_13411
TCONS_00026833	STRPU_10281
TCONS_00000340	STRPU_17742
TCONS_00024573	STRPU_12732
TCONS_00018757	STRPU_24786
TCONS_00027499	STRPU_09617
TCONS_00031245	STRPU_04685
TCONS_00010279	STRPU_21210
TCONS_00029606	STRPU_26512
TCONS_00011524	STRPU_20984
TCONS_00027565	STRPU_09937
TCONS_00049423	STRPU_23744
TCONS_00026748	STRPU_09786
TCONS_00019794	STRPU_25828
TCONS_00025949	STRPU_27324
TCONS_00005814	STRPU_14799
TCONS_00014649	STRPU_20058
TCONS_00031327	STRPU_04678
TCONS_00019323	STRPU_06159
TCONS_00008315	STRPU_06427
TCONS_00001441	STRPU_17941
TCONS_00005017	STRPU_15451
TCONS_00027948	STRPU_27220
TCONS_00046501	STRPU_24396
TCONS_00023830	STRPU_01229
TCONS_00026567	STRPU_09683
TCONS_00018936	STRPU_23903
TCONS_00005170	STRPU_14816
TCONS_00025199	STRPU_12836
TCONS_00015162	STRPU_20193
TCONS_00048807	STRPU_22008
TCONS_00004151	STRPU_24677
TCONS_00015676	STRPU_19392
TCONS_00028161	STRPU_26890
TCONS_00003986	STRPU_24614
TCONS_00011904	STRPU_21144
TCONS_00009607	STRPU_20605
TCONS_00013466	STRPU_08787
TCONS_00024091	STRPU_12353
TCONS_00037763	STRPU_20190
TCONS_00012032	STRPU_20760
TCONS_00022799	STRPU_07008
TCONS_00056449	STRPU_14046
TCONS_00046062	STRPU_07804
TCONS_00014358	STRPU_09256
TCONS_00042865	STRPU_05209
TCONS_00032607	STRPU_22238
TCONS_00032005	STRPU_23147
TCONS_00052728	STRPU_18500
TCONS_00057244	STRPU_13261
TCONS_00008712	STRPU_25933
TCONS_00030918	STRPU_04723
TCONS_00047986	STRPU_23919
TCONS_00008915	STRPU_25636
TCONS_00012575	STRPU_08451
TCONS_00046697	STRPU_08062
TCONS_00030929	STRPU_04178
TCONS_00023437	STRPU_12706
TCONS_00025446	STRPU_17421
TCONS_00010459	STRPU_27297
TCONS_00054880	STRPU_16802
TCONS_00045380	STRPU_08055
TCONS_00043409	STRPU_05306
TCONS_00056589	STRPU_16646
TCONS_00052244	STRPU_10775
TCONS_00018207	STRPU_24888
TCONS_00042422	STRPU_04980
TCONS_00048169	STRPU_04899
TCONS_00042166	STRPU_05423
TCONS_00011472	STRPU_20768
TCONS_00042105	STRPU_05520
TCONS_00025066	STRPU_12633
TCONS_00013916	STRPU_08144
TCONS_00019811	STRPU_25533
TCONS_00041596	STRPU_05761
TCONS_00023144	STRPU_12794
TCONS_00001671	STRPU_17444
TCONS_00001673	STRPU_17443
TCONS_00015681	STRPU_19363
TCONS_00027496	STRPU_10413
TCONS_00016058	STRPU_20385
TCONS_00012134	STRPU_21547
TCONS_00009905	STRPU_20504
TCONS_00026681	STRPU_10199
TCONS_00006127	STRPU_14735
TCONS_00000141	STRPU_17939
TCONS_00010890	STRPU_21260
TCONS_00011586	STRPU_20551
TCONS_00056777	STRPU_13246
TCONS_00044099	STRPU_05032
TCONS_00029934	STRPU_04340
TCONS_00053812	STRPU_18501
TCONS_00054101	STRPU_18373
TCONS_00050916	STRPU_10748
TCONS_00038525	STRPU_03323
TCONS_00045862	STRPU_07044
TCONS_00045863	STRPU_07042
TCONS_00020887	STRPU_06651
TCONS_00020655	STRPU_25326
TCONS_00018756	STRPU_24558
TCONS_00031231	STRPU_04689
TCONS_00030847	STRPU_04051
TCONS_00024127	STRPU_12630
TCONS_00005635	STRPU_14325
TCONS_00003928	STRPU_25034
TCONS_00011638	STRPU_21869
TCONS_00046367	STRPU_07623
TCONS_00010102	STRPU_21111
TCONS_00001704	STRPU_17291
TCONS_00044564	STRPU_22044
TCONS_00002307	STRPU_12536
TCONS_00028723	STRPU_27020
TCONS_00020114	STRPU_22561
TCONS_00005252	STRPU_14318
TCONS_00018445	STRPU_24711
TCONS_00052179	STRPU_10514
TCONS_00016717	STRPU_16845
TCONS_00000684	STRPU_17534
TCONS_00028704	STRPU_26701
TCONS_00020853	STRPU_06679
TCONS_00027006	STRPU_09871
TCONS_00016338	STRPU_20270
TCONS_00029792	STRPU_27401
TCONS_00011713	STRPU_20961
TCONS_00051254	STRPU_11351
TCONS_00045534	STRPU_07074
TCONS_00002537	STRPU_21804
TCONS_00026056	STRPU_10430
TCONS_00013651	STRPU_04708
TCONS_00011649	STRPU_21006
TCONS_00006078	STRPU_14372
TCONS_00032791	STRPU_22133
TCONS_00013838	STRPU_08080
TCONS_00055103	STRPU_13275
TCONS_00010056	STRPU_21851
TCONS_00029672	STRPU_26702
TCONS_00014867	STRPU_20323
TCONS_00031340	STRPU_04363
TCONS_00021320	STRPU_06125
TCONS_00013063	STRPU_08441
TCONS_00008082	STRPU_25413
TCONS_00048978	STRPU_22668
TCONS_00029913	STRPU_04756
TCONS_00042093	STRPU_04995
TCONS_00054930	STRPU_13253
TCONS_00026937	STRPU_09473
TCONS_00021839	STRPU_06369
TCONS_00009869	STRPU_21795
TCONS_00017784	STRPU_02910
TCONS_00034955	STRPU_03804
TCONS_00007407	STRPU_25889
TCONS_00054366	STRPU_18829
TCONS_00004483	STRPU_21770
TCONS_00014767	STRPU_19528
TCONS_00046268	STRPU_07222
TCONS_00054563	STRPU_19229
TCONS_00016534	STRPU_19592
TCONS_00010367	STRPU_20989
TCONS_00033556	STRPU_22454
TCONS_00001535	STRPU_11651
TCONS_00032872	STRPU_23098
TCONS_00011769	STRPU_20818
TCONS_00011397	STRPU_21062
TCONS_00012901	STRPU_08273
TCONS_00016808	STRPU_24856
TCONS_00015699	STRPU_20394
TCONS_00006179	STRPU_15007
TCONS_00014373	STRPU_08672
TCONS_00046000	STRPU_07606
TCONS_00026684	STRPU_09676
TCONS_00020196	STRPU_23547
TCONS_00055941	STRPU_13341
TCONS_00042932	STRPU_05901
TCONS_00042927	STRPU_05902
TCONS_00023919	STRPU_12689
TCONS_00014219	STRPU_08335
TCONS_00024002	STRPU_12871
TCONS_00012044	STRPU_21840
TCONS_00054289	STRPU_19346
TCONS_00012029	STRPU_21394
TCONS_00046235	STRPU_07154
TCONS_00006001	STRPU_23305
TCONS_00042981	STRPU_05442
TCONS_00000887	STRPU_17881
TCONS_00009356	STRPU_25434
TCONS_00002121	STRPU_16889
TCONS_00011252	STRPU_21129
TCONS_00043161	STRPU_05738
TCONS_00031698	STRPU_21904
TCONS_00028495	STRPU_26800
TCONS_00052186	STRPU_11081
TCONS_00010216	STRPU_21577
TCONS_00009582	STRPU_20962
TCONS_00020444	STRPU_23241
TCONS_00013878	STRPU_08939
TCONS_00030618	STRPU_04476
TCONS_00027805	STRPU_09541
TCONS_00044976	STRPU_07732
TCONS_00012905	STRPU_08290
TCONS_00055486	STRPU_13309
TCONS_00016712	STRPU_20069
TCONS_00038001	STRPU_11832
TCONS_00056140	STRPU_15754
TCONS_00017536	STRPU_24315
TCONS_00052942	STRPU_19155
TCONS_00026602	STRPU_10191
TCONS_00056271	STRPU_15901
TCONS_00009303	STRPU_26259
TCONS_00028847	STRPU_27218
TCONS_00012285	STRPU_08137
TCONS_00028328	STRPU_26655
TCONS_00015704	STRPU_19597
TCONS_00009605	STRPU_21636
TCONS_00013019	STRPU_08141
TCONS_00010125	STRPU_21296
TCONS_00048307	STRPU_23612
TCONS_00008754	STRPU_25310
TCONS_00014770	STRPU_20018
TCONS_00035733	STRPU_23046
TCONS_00052736	STRPU_19345
TCONS_00034775	STRPU_03778
TCONS_00003677	STRPU_25105
TCONS_00053913	STRPU_18710
TCONS_00054859	STRPU_16003
TCONS_00031158	STRPU_22146
TCONS_00009369	STRPU_25369
TCONS_00049779	STRPU_22444
TCONS_00054062	STRPU_07077
TCONS_00010729	STRPU_21333
TCONS_00028918	STRPU_22652
TCONS_00016609	STRPU_19421
TCONS_00028703	STRPU_27333
TCONS_00017952	STRPU_24548
TCONS_00007334	STRPU_25323
TCONS_00051631	STRPU_11361
TCONS_00051114	STRPU_11454
TCONS_00030817	STRPU_04620
TCONS_00009830	STRPU_20789
TCONS_00013201	STRPU_08800
TCONS_00021859	STRPU_05981
TCONS_00026289	STRPU_09805
TCONS_00000299	STRPU_17380
TCONS_00001668	STRPU_16987
TCONS_00028720	STRPU_26984
TCONS_00029057	STRPU_27056
TCONS_00042618	STRPU_04996
TCONS_00030500	STRPU_04364
TCONS_00026075	STRPU_09471
TCONS_00014590	STRPU_08300
TCONS_00009959	STRPU_20603
TCONS_00008291	STRPU_26128
TCONS_00024092	STRPU_12929
TCONS_00022686	STRPU_06874
TCONS_00000524	STRPU_17295
TCONS_00045650	STRPU_07673
TCONS_00012478	STRPU_08422
TCONS_00056448	STRPU_13242
TCONS_00044049	STRPU_05892
TCONS_00015510	STRPU_16446
TCONS_00005633	STRPU_14747
TCONS_00018355	STRPU_24013
TCONS_00047447	STRPU_22599
TCONS_00012104	STRPU_21391
TCONS_00022560	STRPU_06852
TCONS_00015711	STRPU_19538
TCONS_00031429	STRPU_04126
TCONS_00020854	STRPU_23250
TCONS_00014384	STRPU_08813
TCONS_00008056	STRPU_25356
TCONS_00030208	STRPU_04687
TCONS_00005176	STRPU_14246
TCONS_00054594	STRPU_19096
TCONS_00025703	STRPU_12320
TCONS_00053250	STRPU_19133
TCONS_00029445	STRPU_27352
TCONS_00056151	STRPU_03265
TCONS_00001203	STRPU_17537
TCONS_00012174	STRPU_21329
TCONS_00040905	STRPU_02801
TCONS_00013261	STRPU_08602
TCONS_00011828	STRPU_21342
TCONS_00048456	STRPU_23595
TCONS_00008153	STRPU_25660
TCONS_00008912	STRPU_26088
TCONS_00030224	STRPU_04027
TCONS_00020195	STRPU_23548
TCONS_00003868	STRPU_24684
TCONS_00020845	STRPU_06708
TCONS_00006322	STRPU_15351
TCONS_00052966	STRPU_18516
TCONS_00007178	STRPU_26084
TCONS_00037477	STRPU_11537
TCONS_00008121	STRPU_25984
TCONS_00012939	STRPU_08687
TCONS_00016106	STRPU_20358
TCONS_00009012	STRPU_26150
TCONS_00007154	STRPU_25861
TCONS_00042577	STRPU_05391
TCONS_00023766	STRPU_13024
TCONS_00027971	STRPU_26957
TCONS_00013126	STRPU_08483
TCONS_00009306	STRPU_25360
TCONS_00053007	STRPU_19014
TCONS_00028626	STRPU_26541
TCONS_00011160	STRPU_20691
TCONS_00011196	STRPU_21201
TCONS_00012629	STRPU_08154
TCONS_00005388	STRPU_14679
TCONS_00026786	STRPU_09460
TCONS_00010351	STRPU_20991
TCONS_00023129	STRPU_12622
TCONS_00029925	STRPU_04696
TCONS_00052552	STRPU_19059
TCONS_00011493	STRPU_21072
TCONS_00042725	STRPU_05219
TCONS_00018322	STRPU_24459
TCONS_00043742	STRPU_04981
TCONS_00022487	STRPU_06809
TCONS_00050817	STRPU_10508
TCONS_00030158	STRPU_04443
TCONS_00008145	STRPU_26022
TCONS_00054299	STRPU_18616
TCONS_00040471	STRPU_24368
TCONS_00017193	STRPU_24737
TCONS_00001817	STRPU_18051
TCONS_00007289	STRPU_25523
TCONS_00012748	STRPU_08164
TCONS_00003472	STRPU_20829
TCONS_00029462	STRPU_27357
TCONS_00008938	STRPU_25383
TCONS_00027023	STRPU_09801
TCONS_00033176	STRPU_22876
TCONS_00043661	STRPU_05766
TCONS_00004761	STRPU_15482
TCONS_00057283	STRPU_13287
TCONS_00036465	STRPU_12224
TCONS_00002029	STRPU_17739
TCONS_00008462	STRPU_25860
TCONS_00010204	STRPU_21249
TCONS_00000749	STRPU_16901
TCONS_00031004	STRPU_04423
TCONS_00009909	STRPU_21048
TCONS_00004815	STRPU_14731
TCONS_00003612	STRPU_24626
TCONS_00042535	STRPU_05312
TCONS_00004020	STRPU_25129
TCONS_00008371	STRPU_25898
TCONS_00005104	STRPU_15430
TCONS_00006443	STRPU_14916
TCONS_00002955	STRPU_25111
TCONS_00009739	STRPU_20804
TCONS_00026979	STRPU_09635
TCONS_00048564	STRPU_23133
TCONS_00020746	STRPU_22188
TCONS_00021054	STRPU_06747
TCONS_00023855	STRPU_12650
TCONS_00011369	STRPU_20712
TCONS_00052872	STRPU_18653
TCONS_00004990	STRPU_14559
TCONS_00043780	STRPU_05769
TCONS_00056754	STRPU_13547
TCONS_00052598	STRPU_18656
TCONS_00055419	STRPU_16015
TCONS_00004072	STRPU_24965
TCONS_00044153	STRPU_05394
TCONS_00044151	STRPU_05395
TCONS_00036921	STRPU_11830
TCONS_00027377	STRPU_09867
TCONS_00034986	STRPU_03861
TCONS_00031059	STRPU_04851
TCONS_00052057	STRPU_10757
TCONS_00047652	STRPU_23311
TCONS_00006722	STRPU_15505
TCONS_00055411	STRPU_16648
TCONS_00015718	STRPU_20128
TCONS_00026494	STRPU_09781
TCONS_00021072	STRPU_06614
TCONS_00028798	STRPU_26632
TCONS_00003492	STRPU_21816
TCONS_00012757	STRPU_08489
TCONS_00043020	STRPU_05698
TCONS_00043022	STRPU_05697
TCONS_00017267	STRPU_24014
TCONS_00023654	STRPU_12563
TCONS_00004943	STRPU_15054
TCONS_00012744	STRPU_08960
TCONS_00021796	STRPU_06812
TCONS_00027289	STRPU_09404
TCONS_00042821	STRPU_04959
TCONS_00028491	STRPU_26915
TCONS_00008156	STRPU_25407
TCONS_00011130	STRPU_21365
TCONS_00017224	STRPU_24313
TCONS_00016273	STRPU_20401
TCONS_00053582	STRPU_19181
TCONS_00043033	STRPU_05413
TCONS_00012617	STRPU_08467
TCONS_00026110	STRPU_10373
TCONS_00018257	STRPU_24312
TCONS_00017767	STRPU_02991
TCONS_00034967	STRPU_03925
TCONS_00009301	STRPU_26462
TCONS_00043132	STRPU_05752
TCONS_00008891	STRPU_25738
TCONS_00043322	STRPU_05215
TCONS_00007453	STRPU_26209
TCONS_00050855	STRPU_10563
TCONS_00008434	STRPU_26054
TCONS_00014309	STRPU_08380
TCONS_00052855	STRPU_18497
TCONS_00047444	STRPU_23341
TCONS_00014207	STRPU_09236
TCONS_00052519	STRPU_18764
TCONS_00013259	STRPU_08454
TCONS_00053210	STRPU_19114
TCONS_00023837	STRPU_12429
TCONS_00029035	STRPU_26812
TCONS_00008605	STRPU_25580
TCONS_00004066	STRPU_24642
TCONS_00047747	STRPU_23590
TCONS_00017955	STRPU_24170
TCONS_00026882	STRPU_09540
TCONS_00027742	STRPU_10289
TCONS_00043160	STRPU_05735
TCONS_00013692	STRPU_08357
TCONS_00028823	STRPU_26675
TCONS_00015581	STRPU_20225
TCONS_00009152	STRPU_25392
TCONS_00000742	STRPU_17671
TCONS_00047518	STRPU_21973
TCONS_00001710	STRPU_24885
TCONS_00009804	STRPU_20983
TCONS_00028514	STRPU_27233
TCONS_00028515	STRPU_27232
TCONS_00012778	STRPU_08552
TCONS_00009797	STRPU_21526
TCONS_00007360	STRPU_25852
TCONS_00044196	STRPU_05208
TCONS_00056457	STRPU_16405
TCONS_00027226	STRPU_09342
TCONS_00007635	STRPU_25607
TCONS_00030420	STRPU_04772
TCONS_00056535	STRPU_13835
TCONS_00023141	STRPU_12627
TCONS_00017232	STRPU_24553
TCONS_00048912	STRPU_23517
TCONS_00013016	STRPU_08796
TCONS_00022107	STRPU_06640
TCONS_00028993	STRPU_27388
TCONS_00015951	STRPU_20135
TCONS_00010164	STRPU_21338
