STRPU_22262	BRALA00047
STRPU_26331	BRALA20247
STRPU_13616	BRALA24192
STRPU_18782	BRALA05316
STRPU_20507	BRALA26116
STRPU_14187	BRALA14954
STRPU_04271	BRALA03740
STRPU_23172	BRALA09380
STRPU_06633	BRALA11705
STRPU_21031	BRALA26158
STRPU_12987	BRALA06309
STRPU_08256	BRALA06307
STRPU_26383	BRALA13476
STRPU_08277	BRALA11114
STRPU_11331	BRALA05725
STRPU_21330	BRALA34079
STRPU_12972	BRALA28941
STRPU_06444	BRALA12089
STRPU_06130	BRALA35622
STRPU_23091	BRALA04162
STRPU_18551	BRALA05014
STRPU_07114	BRALA12776
STRPU_27135	BRALA01688
STRPU_24561	BRALA14767
STRPU_20946	BRALA29451
STRPU_12314	BRALA25534
STRPU_10326	BRALA33381
STRPU_25252	BRALA27325
STRPU_15038	BRALA14939
STRPU_20380	BRALA10086
STRPU_14392	BRALA23937
STRPU_25264	BRALA19992
STRPU_10769	BRALA26789
STRPU_00143	BRALA15428
STRPU_04902	BRALA33210
STRPU_10272	BRALA21412
STRPU_10950	BRALA15767
STRPU_27363	BRALA01668
STRPU_20460	BRALA34422
STRPU_24400	BRALA09715
STRPU_22979	BRALA12708
STRPU_04052	BRALA03739
STRPU_12321	BRALA07630
STRPU_23129	BRALA18983
STRPU_20040	BRALA21818
STRPU_21439	BRALA30365
STRPU_22041	BRALA27054
STRPU_17707	BRALA12270
STRPU_18190	BRALA00935
STRPU_25866	BRALA17639
STRPU_02985	BRALA17050
STRPU_25872	BRALA31604
STRPU_18175	BRALA01224
STRPU_09295	BRALA10408
STRPU_26967	BRALA09477
STRPU_25493	BRALA20586
STRPU_15059	BRALA28423
STRPU_09827	BRALA27471
STRPU_06055	BRALA28222
STRPU_17388	BRALA12314
STRPU_22521	BRALA07984
STRPU_17908	BRALA08966
STRPU_23283	BRALA09232
STRPU_08993	BRALA13133
STRPU_20664	BRALA34521
STRPU_09537	BRALA25595
STRPU_06891	BRALA06092
STRPU_23497	BRALA12725
STRPU_24471	BRALA09621
STRPU_20967	BRALA15161
STRPU_17129	BRALA19004
STRPU_27003	BRALA18528
STRPU_12203	BRALA01957
STRPU_23604	BRALA17313
STRPU_05699	BRALA34714
STRPU_09518	BRALA16413
STRPU_23788	BRALA07949
STRPU_10394	BRALA29988
STRPU_09510	BRALA29989
STRPU_20435	BRALA19573
STRPU_25219	BRALA12496
STRPU_20042	BRALA18314
STRPU_05304	BRALA35025
STRPU_26253	BRALA12450
STRPU_08189	BRALA23585
STRPU_14215	BRALA28932
STRPU_26515	BRALA01412
STRPU_24984	BRALA13229
STRPU_21824	BRALA26951
STRPU_07026	BRALA16637
STRPU_04788	BRALA04011
STRPU_05327	BRALA11878
STRPU_04934	BRALA12583
STRPU_15061	BRALA27100
STRPU_25156	BRALA11317
STRPU_17153	BRALA19317
STRPU_22095	BRALA31880
STRPU_17265	BRALA22974
STRPU_23579	BRALA17315
STRPU_23272	BRALA00365
STRPU_23906	BRALA04159
STRPU_04793	BRALA04014
STRPU_16149	BRALA27917
STRPU_20436	BRALA32159
STRPU_14381	BRALA02822
STRPU_26044	BRALA27285
STRPU_05297	BRALA11794
STRPU_14303	BRALA33853
STRPU_15006	BRALA07231
STRPU_19066	BRALA01068
STRPU_17017	BRALA23301
STRPU_05229	BRALA22821
STRPU_06608	BRALA15416
STRPU_05233	BRALA11774
STRPU_23701	BRALA10938
STRPU_21095	BRALA31838
STRPU_21094	BRALA21578
STRPU_04462	BRALA18081
STRPU_10631	BRALA05685
STRPU_25915	BRALA13740
STRPU_08986	BRALA13029
STRPU_20557	BRALA23437
STRPU_01714	BRALA33442
STRPU_20683	BRALA10903
STRPU_14657	BRALA27104
STRPU_14647	BRALA19032
STRPU_09002	BRALA17854
STRPU_20634	BRALA10761
STRPU_04691	BRALA03770
STRPU_21219	BRALA11932
STRPU_23619	BRALA27871
STRPU_06110	BRALA24214
STRPU_25297	BRALA19982
STRPU_07635	BRALA01802
STRPU_12582	BRALA23388
STRPU_12635	BRALA22905
STRPU_12731	BRALA30978
STRPU_19741	BRALA27398
STRPU_05824	BRALA08133
STRPU_13411	BRALA21004
STRPU_12732	BRALA30977
STRPU_24786	BRALA10335
STRPU_09620	BRALA32677
STRPU_09617	BRALA33790
STRPU_04685	BRALA03693
STRPU_21210	BRALA25782
STRPU_24810	BRALA20386
STRPU_15903	BRALA14511
STRPU_26512	BRALA14648
STRPU_20984	BRALA22299
STRPU_11836	BRALA22541
STRPU_09937	BRALA11491
STRPU_23744	BRALA20453
STRPU_25828	BRALA16488
STRPU_27324	BRALA01658
STRPU_20058	BRALA02795
STRPU_12611	BRALA27624
STRPU_17941	BRALA22039
STRPU_03304	BRALA25700
STRPU_27220	BRALA18508
STRPU_23388	BRALA00316
STRPU_24396	BRALA16003
STRPU_17336	BRALA19868
STRPU_09683	BRALA11427
STRPU_23903	BRALA07883
STRPU_22920	BRALA20533
STRPU_20193	BRALA25295
STRPU_14674	BRALA14986
STRPU_22008	BRALA17333
STRPU_19392	BRALA23647
STRPU_26890	BRALA01571
STRPU_24614	BRALA04666
STRPU_21144	BRALA10900
STRPU_20605	BRALA20868
STRPU_08787	BRALA19506
STRPU_12353	BRALA03090
STRPU_20190	BRALA02591
STRPU_07008	BRALA16175
STRPU_14046	BRALA07406
STRPU_26227	BRALA05641
STRPU_07804	BRALA16627
STRPU_09256	BRALA25354
STRPU_23928	BRALA11061
STRPU_22029	BRALA04342
STRPU_22238	BRALA10654
STRPU_23147	BRALA10653
STRPU_18500	BRALA01071
STRPU_13261	BRALA07421
STRPU_25933	BRALA03142
STRPU_25598	BRALA20584
STRPU_23919	BRALA18937
STRPU_24665	BRALA06560
STRPU_08451	BRALA11158
STRPU_08062	BRALA08335
STRPU_04178	BRALA03719
STRPU_17421	BRALA29583
STRPU_27297	BRALA16620
STRPU_16802	BRALA07880
STRPU_08055	BRALA14579
STRPU_05306	BRALA18719
STRPU_16646	BRALA33651
STRPU_10775	BRALA05557
STRPU_24888	BRALA09761
STRPU_04980	BRALA26798
STRPU_06488	BRALA20547
STRPU_23282	BRALA09243
STRPU_04899	BRALA04016
STRPU_05423	BRALA15947
STRPU_05520	BRALA22747
STRPU_12633	BRALA19925
STRPU_08144	BRALA21969
STRPU_25533	BRALA19935
STRPU_05761	BRALA19248
STRPU_12794	BRALA26409
STRPU_19363	BRALA02794
STRPU_10413	BRALA25056
STRPU_20385	BRALA18432
STRPU_20689	BRALA30385
STRPU_21547	BRALA30884
STRPU_20504	BRALA22276
STRPU_04970	BRALA22456
STRPU_10199	BRALA24497
STRPU_14735	BRALA02840
STRPU_17939	BRALA35550
STRPU_20551	BRALA13430
STRPU_13246	BRALA14482
STRPU_05032	BRALA04529
STRPU_04340	BRALA06853
STRPU_18501	BRALA05363
STRPU_21911	BRALA00423
STRPU_18373	BRALA01100
STRPU_24330	BRALA13805
STRPU_10748	BRALA08609
STRPU_03323	BRALA01963
STRPU_07044	BRALA01543
STRPU_26681	BRALA13445
STRPU_06651	BRALA12072
STRPU_25326	BRALA17607
STRPU_24558	BRALA21169
STRPU_25146	BRALA06005
STRPU_04689	BRALA03951
STRPU_04051	BRALA06824
STRPU_12630	BRALA25398
STRPU_14325	BRALA29696
STRPU_25034	BRALA11387
STRPU_21869	BRALA23064
STRPU_07623	BRALA16392
STRPU_21111	BRALA11918
STRPU_17291	BRALA27519
STRPU_20590	BRALA31032
STRPU_22044	BRALA10600
STRPU_07473	BRALA16632
STRPU_12536	BRALA28198
STRPU_27020	BRALA01686
STRPU_14318	BRALA19367
STRPU_10514	BRALA15779
STRPU_16845	BRALA13794
STRPU_17534	BRALA29361
STRPU_26701	BRALA14625
STRPU_18200	BRALA00859
STRPU_20270	BRALA02743
STRPU_27401	BRALA08425
STRPU_11351	BRALA15770
STRPU_14835	BRALA31266
STRPU_07708	BRALA17550
STRPU_07074	BRALA17849
STRPU_10430	BRALA16354
STRPU_21006	BRALA34756
STRPU_14372	BRALA29050
STRPU_08080	BRALA00220
STRPU_21851	BRALA11915
STRPU_24569	BRALA09126
STRPU_06125	BRALA21922
STRPU_08441	BRALA06492
STRPU_25413	BRALA20225
STRPU_22668	BRALA11040
STRPU_08637	BRALA06336
STRPU_04756	BRALA20669
STRPU_06369	BRALA06049
STRPU_21795	BRALA31054
STRPU_02910	BRALA18492
STRPU_03804	BRALA26240
STRPU_25889	BRALA22423
STRPU_21770	BRALA29526
STRPU_04785	BRALA03747
STRPU_07222	BRALA14578
STRPU_19229	BRALA01255
STRPU_19592	BRALA19536
STRPU_20989	BRALA22621
STRPU_09301	BRALA21414
STRPU_22454	BRALA04513
STRPU_11651	BRALA02335
STRPU_20818	BRALA29142
STRPU_21062	BRALA13346
STRPU_08273	BRALA23033
STRPU_20506	BRALA12029
STRPU_24856	BRALA09642
STRPU_15007	BRALA27764
STRPU_07606	BRALA14687
STRPU_09676	BRALA24409
STRPU_12818	BRALA27583
STRPU_23547	BRALA00516
STRPU_13341	BRALA14130
STRPU_05901	BRALA15912
STRPU_12689	BRALA23353
STRPU_08335	BRALA10471
STRPU_14476	BRALA22175
STRPU_12871	BRALA25514
STRPU_14803	BRALA26857
STRPU_12020	BRALA08891
STRPU_21840	BRALA24109
STRPU_19346	BRALA01147
STRPU_05448	BRALA19240
STRPU_07154	BRALA29680
STRPU_23305	BRALA05686
STRPU_06389	BRALA12199
STRPU_05442	BRALA28316
STRPU_17881	BRALA19628
STRPU_25434	BRALA03169
STRPU_16889	BRALA19276
STRPU_05738	BRALA28309
STRPU_21904	BRALA26757
STRPU_26801	BRALA17583
STRPU_11081	BRALA15803
STRPU_21577	BRALA15940
STRPU_20962	BRALA31289
STRPU_23241	BRALA10667
STRPU_22562	BRALA04285
STRPU_07732	BRALA29886
STRPU_08290	BRALA06348
STRPU_13309	BRALA07343
STRPU_20069	BRALA21828
STRPU_14593	BRALA34998
STRPU_15754	BRALA00107
STRPU_24315	BRALA21154
STRPU_19155	BRALA01161
STRPU_10191	BRALA35441
STRPU_15901	BRALA25274
STRPU_26259	BRALA31606
STRPU_01335	BRALA08732
STRPU_14738	BRALA03181
STRPU_08137	BRALA06503
STRPU_26655	BRALA01580
STRPU_21636	BRALA25710
STRPU_08141	BRALA10470
STRPU_21296	BRALA17768
STRPU_23612	BRALA17354
STRPU_25310	BRALA03464
STRPU_24638	BRALA04863
STRPU_20018	BRALA21795
STRPU_03778	BRALA24660
STRPU_25105	BRALA21363
STRPU_18710	BRALA11442
STRPU_22146	BRALA27055
STRPU_25369	BRALA12527
STRPU_22444	BRALA19715
STRPU_22652	BRALA21038
STRPU_19421	BRALA20635
STRPU_10703	BRALA20470
STRPU_11361	BRALA26673
STRPU_11454	BRALA19604
STRPU_04620	BRALA06615
STRPU_20789	BRALA24494
STRPU_05981	BRALA05999
STRPU_17380	BRALA35902
STRPU_26984	BRALA01669
STRPU_27056	BRALA21605
STRPU_10910	BRALA14406
STRPU_04996	BRALA08304
STRPU_24404	BRALA10266
STRPU_04364	BRALA03727
STRPU_09471	BRALA21715
STRPU_20603	BRALA12063
STRPU_12929	BRALA07689
STRPU_06874	BRALA13683
STRPU_17295	BRALA16853
STRPU_07673	BRALA18548
STRPU_08422	BRALA11206
STRPU_19406	BRALA24091
STRPU_05892	BRALA19435
STRPU_14747	BRALA35385
STRPU_24013	BRALA15980
STRPU_22599	BRALA15346
STRPU_21391	BRALA25960
STRPU_06852	BRALA06025
STRPU_23250	BRALA17340
STRPU_08813	BRALA13024
STRPU_04687	BRALA03975
STRPU_12320	BRALA26428
STRPU_17875	BRALA19304
STRPU_19133	BRALA00797
STRPU_27352	BRALA01418
STRPU_17537	BRALA12268
STRPU_02801	BRALA04435
STRPU_24285	BRALA12829
STRPU_23595	BRALA18044
STRPU_26088	BRALA26591
STRPU_23548	BRALA00503
STRPU_06708	BRALA06059
STRPU_15351	BRALA27654
STRPU_09348	BRALA17686
STRPU_05759	BRALA22920
STRPU_11537	BRALA19186
STRPU_14480	BRALA27826
STRPU_12584	BRALA19904
STRPU_21258	BRALA15237
STRPU_04971	BRALA22455
STRPU_25984	BRALA03390
STRPU_08687	BRALA34899
STRPU_20358	BRALA02543
STRPU_25485	BRALA20233
STRPU_05391	BRALA11855
STRPU_12621	BRALA28942
STRPU_26957	BRALA23213
STRPU_08483	BRALA27482
STRPU_25360	BRALA12487
STRPU_19014	BRALA00751
STRPU_26541	BRALA13549
STRPU_20691	BRALA21573
STRPU_08154	BRALA25269
STRPU_14679	BRALA22190
STRPU_20991	BRALA25962
STRPU_04696	BRALA18080
STRPU_19059	BRALA05290
STRPU_21072	BRALA24995
STRPU_05219	BRALA15927
STRPU_24459	BRALA09717
STRPU_06809	BRALA05890
STRPU_05677	BRALA31198
STRPU_10508	BRALA05674
STRPU_22412	BRALA19736
STRPU_08063	BRALA01716
STRPU_18616	BRALA01143
STRPU_24368	BRALA18576
STRPU_24737	BRALA34467
STRPU_18051	BRALA35219
STRPU_20829	BRALA25694
STRPU_27357	BRALA13527
STRPU_25383	BRALA03354
STRPU_09801	BRALA29532
STRPU_22876	BRALA00323
STRPU_15482	BRALA28165
STRPU_13287	BRALA07454
STRPU_12224	BRALA01969
STRPU_06466	BRALA09902
STRPU_17739	BRALA15658
STRPU_21249	BRALA15230
STRPU_16901	BRALA12414
STRPU_04423	BRALA03643
STRPU_21048	BRALA18879
STRPU_26697	BRALA22866
STRPU_14731	BRALA04534
STRPU_11391	BRALA14324
STRPU_24626	BRALA04780
STRPU_08082	BRALA10924
STRPU_25129	BRALA15261
STRPU_15430	BRALA15003
STRPU_14916	BRALA26876
STRPU_20804	BRALA24115
STRPU_20086	BRALA32646
STRPU_09635	BRALA25848
STRPU_23133	BRALA20489
STRPU_06747	BRALA12186
STRPU_18653	BRALA16345
STRPU_14559	BRALA24159
STRPU_19040	BRALA05607
STRPU_05769	BRALA13184
STRPU_18656	BRALA01369
STRPU_24965	BRALA01011
STRPU_05395	BRALA26328
STRPU_11830	BRALA02463
STRPU_27160	BRALA17584
STRPU_09867	BRALA21660
STRPU_03861	BRALA12043
STRPU_04851	BRALA06803
STRPU_23311	BRALA02515
STRPU_15505	BRALA19365
STRPU_16648	BRALA03332
STRPU_20128	BRALA02595
STRPU_09781	BRALA16277
STRPU_06614	BRALA13641
STRPU_26632	BRALA01609
STRPU_21816	BRALA22472
STRPU_08489	BRALA18649
STRPU_13252	BRALA15795
STRPU_05698	BRALA31991
STRPU_05697	BRALA35026
STRPU_12875	BRALA26400
STRPU_12563	BRALA15006
STRPU_15054	BRALA24166
STRPU_22618	BRALA10959
STRPU_26333	BRALA11927
STRPU_09404	BRALA16290
STRPU_26915	BRALA21728
STRPU_26264	BRALA03800
STRPU_25407	BRALA16448
STRPU_21365	BRALA18865
STRPU_24313	BRALA11899
STRPU_20401	BRALA03048
STRPU_05413	BRALA08063
STRPU_08467	BRALA11148
STRPU_24312	BRALA05143
STRPU_05752	BRALA19436
STRPU_21021	BRALA13429
STRPU_25738	BRALA16100
STRPU_05215	BRALA22758
STRPU_26209	BRALA03125
STRPU_10563	BRALA05596
STRPU_26054	BRALA17624
STRPU_08380	BRALA16770
STRPU_18497	BRALA00693
STRPU_23341	BRALA15351
STRPU_09236	BRALA06258
STRPU_18764	BRALA01290
STRPU_12429	BRALA07527
STRPU_25580	BRALA28100
STRPU_23590	BRALA17150
STRPU_24170	BRALA35891
STRPU_05735	BRALA30754
STRPU_20225	BRALA02672
STRPU_20183	BRALA08223
STRPU_06607	BRALA34669
STRPU_17671	BRALA19033
STRPU_24885	BRALA10077
STRPU_24825	BRALA31372
STRPU_20983	BRALA22300
STRPU_27232	BRALA13524
STRPU_08552	BRALA11242
STRPU_16405	BRALA08873
STRPU_25372	BRALA27322
STRPU_17149	BRALA33270
STRPU_09342	BRALA16332
STRPU_25607	BRALA22384
STRPU_04772	BRALA03665
STRPU_13835	BRALA14444
STRPU_12627	BRALA26410
STRPU_24553	BRALA13850
STRPU_08796	BRALA13008
STRPU_14899	BRALA24257
STRPU_20135	BRALA20654
STRPU_21184	BRALA29211
STRPU_21338	BRALA25704
STRPU_25869	BRALA19117
STRPU_08057	BRALA01443
STRPU_09688	BRALA16349
STRPU_27427	BRALA17129
STRPU_25910	BRALA28733
STRPU_10913	BRALA24468
STRPU_18999	BRALA00951
STRPU_08180	BRALA10397
STRPU_21211	BRALA22125
STRPU_17906	BRALA30426
STRPU_26520	BRALA09599
STRPU_05441	BRALA28304
STRPU_06718	BRALA06165
STRPU_22385	BRALA31042
STRPU_26166	BRALA21235
STRPU_05918	BRALA28948
STRPU_11194	BRALA08661
STRPU_08651	BRALA06584
STRPU_20668	BRALA24693
STRPU_20955	BRALA25715
STRPU_04170	BRALA03979
STRPU_05017	BRALA22734
STRPU_20144	BRALA10111
STRPU_09513	BRALA13852
STRPU_17138	BRALA23696
STRPU_07027	BRALA01908
STRPU_26498	BRALA09574
STRPU_20203	BRALA02758
STRPU_02712	BRALA17638
STRPU_19987	BRALA18341
STRPU_20060	BRALA02744
STRPU_05890	BRALA28702
STRPU_23629	BRALA28220
STRPU_19146	BRALA34875
STRPU_22617	BRALA19758
STRPU_23512	BRALA12786
STRPU_25983	BRALA03391
STRPU_22600	BRALA29044
STRPU_04973	BRALA22959
STRPU_09918	BRALA09976
STRPU_21371	BRALA26146
STRPU_18998	BRALA00839
STRPU_27389	BRALA17566
STRPU_04138	BRALA20667
STRPU_27396	BRALA24226
STRPU_08346	BRALA06535
STRPU_13462	BRALA09162
STRPU_21282	BRALA18872
STRPU_27079	BRALA09530
STRPU_26221	BRALA25626
STRPU_05011	BRALA11810
STRPU_22603	BRALA24361
STRPU_22931	BRALA24700
STRPU_22527	BRALA07995
STRPU_15407	BRALA27234
STRPU_22005	BRALA00022
STRPU_26244	BRALA21604
STRPU_04449	BRALA03845
STRPU_17937	BRALA23897
STRPU_18790	BRALA01093
STRPU_19510	BRALA02904
STRPU_22435	BRALA00377
STRPU_12448	BRALA22892
STRPU_21882	BRALA20854
STRPU_11759	BRALA08874
STRPU_08236	BRALA11197
STRPU_24399	BRALA12830
STRPU_05330	BRALA20192
STRPU_25051	BRALA04693
STRPU_25341	BRALA03264
STRPU_03092	BRALA29412
STRPU_22625	BRALA18936
STRPU_17907	BRALA08963
STRPU_26926	BRALA09561
STRPU_27018	BRALA17115
STRPU_18184	BRALA01069
STRPU_25912	BRALA22413
STRPU_08061	BRALA01427
STRPU_19342	BRALA00995
STRPU_25424	BRALA26587
STRPU_11829	BRALA08893
STRPU_25245	BRALA03095
STRPU_16894	BRALA19055
STRPU_11740	BRALA19148
STRPU_22380	BRALA19756
STRPU_21831	BRALA23432
STRPU_27251	BRALA08464
STRPU_18050	BRALA23711
STRPU_10663	BRALA29638
STRPU_11176	BRALA22163
STRPU_24464	BRALA02001
STRPU_08987	BRALA23053
STRPU_22675	BRALA20446
STRPU_18851	BRALA00908
STRPU_19576	BRALA27556
STRPU_21472	BRALA23468
STRPU_26434	BRALA28500
STRPU_06711	BRALA06147
STRPU_10901	BRALA32336
STRPU_27080	BRALA09540
STRPU_14008	BRALA16572
STRPU_22399	BRALA15331
STRPU_09561	BRALA27469
STRPU_13354	BRALA13297
STRPU_07220	BRALA13809
STRPU_25487	BRALA03120
STRPU_09603	BRALA16350
STRPU_26962	BRALA30348
STRPU_24181	BRALA10241
STRPU_09008	BRALA34128
STRPU_05886	BRALA16977
STRPU_21881	BRALA20853
STRPU_26736	BRALA33340
STRPU_06043	BRALA29901
STRPU_21480	BRALA22499
STRPU_08258	BRALA06367
STRPU_20155	BRALA23093
STRPU_07433	BRALA17548
STRPU_21622	BRALA28849
STRPU_27347	BRALA18507
STRPU_15051	BRALA29327
STRPU_21839	BRALA24108
STRPU_26025	BRALA00510
STRPU_17079	BRALA31857
STRPU_04999	BRALA16955
STRPU_10336	BRALA16295
STRPU_22387	BRALA24378
STRPU_09780	BRALA27944
STRPU_25932	BRALA03071
STRPU_22653	BRALA14606
STRPU_06052	BRALA00683
STRPU_06160	BRALA06170
STRPU_13545	BRALA07344
STRPU_18621	BRALA01368
STRPU_18848	BRALA01148
STRPU_03103	BRALA20909
STRPU_22688	BRALA17182
STRPU_24788	BRALA21168
STRPU_05410	BRALA08068
STRPU_12917	BRALA18273
STRPU_05028	BRALA31319
STRPU_27351	BRALA22516
STRPU_24061	BRALA09779
STRPU_07523	BRALA01708
STRPU_16810	BRALA31370
STRPU_25010	BRALA32296
STRPU_18122	BRALA33535
STRPU_20310	BRALA23667
STRPU_26340	BRALA09562
STRPU_24063	BRALA13767
STRPU_04974	BRALA15954
STRPU_18711	BRALA00969
STRPU_15287	BRALA09912
STRPU_19330	BRALA01192
STRPU_06124	BRALA14292
STRPU_17530	BRALA16866
STRPU_17293	BRALA12384
STRPU_24724	BRALA10357
STRPU_21505	BRALA24717
STRPU_21307	BRALA22578
STRPU_25347	BRALA21245
STRPU_23254	BRALA20041
STRPU_22511	BRALA04357
STRPU_09682	BRALA16399
STRPU_23989	BRALA28497
STRPU_14167	BRALA07212
STRPU_26570	BRALA14566
STRPU_19593	BRALA02994
STRPU_24565	BRALA14766
STRPU_27399	BRALA29850
STRPU_26456	BRALA09165
STRPU_25358	BRALA03151
STRPU_12185	BRALA23025
STRPU_20444	BRALA15227
STRPU_26735	BRALA18488
STRPU_23100	BRALA00197
STRPU_02657	BRALA29056
STRPU_04182	BRALA18066
STRPU_26433	BRALA15041
STRPU_20719	BRALA30971
STRPU_02899	BRALA22292
STRPU_20645	BRALA22285
STRPU_14558	BRALA34098
STRPU_14819	BRALA33115
STRPU_15359	BRALA24254
STRPU_24874	BRALA27609
STRPU_25662	BRALA24514
STRPU_20970	BRALA26231
STRPU_11161	BRALA24387
STRPU_11150	BRALA05474
STRPU_26955	BRALA23203
STRPU_26953	BRALA17585
STRPU_17154	BRALA30427
STRPU_19761	BRALA23671
STRPU_24899	BRALA09771
STRPU_09368	BRALA16312
STRPU_21583	BRALA31447
STRPU_25878	BRALA20237
STRPU_18558	BRALA09778
STRPU_08527	BRALA25357
STRPU_05197	BRALA18717
STRPU_24600	BRALA04756
STRPU_04177	BRALA03670
STRPU_10206	BRALA34327
STRPU_20589	BRALA12062
STRPU_10286	BRALA12042
STRPU_26676	BRALA09502
STRPU_05342	BRALA08232
STRPU_06042	BRALA34066
STRPU_18714	BRALA01179
STRPU_13537	BRALA14091
STRPU_05745	BRALA15910
STRPU_21387	BRALA30304
STRPU_04747	BRALA04006
STRPU_08188	BRALA13987
STRPU_25667	BRALA19997
STRPU_23390	BRALA00151
STRPU_11828	BRALA08913
STRPU_18755	BRALA06679
STRPU_27340	BRALA21755
STRPU_06138	BRALA06151
STRPU_08798	BRALA29438
STRPU_06595	BRALA14254
STRPU_22302	BRALA17301
STRPU_07570	BRALA17093
STRPU_04422	BRALA06604
STRPU_05884	BRALA11882
STRPU_26398	BRALA14611
STRPU_05811	BRALA15924
STRPU_20307	BRALA02658
STRPU_23623	BRALA15324
STRPU_23992	BRALA21845
STRPU_27409	BRALA15054
STRPU_21290	BRALA11919
STRPU_05952	BRALA27140
STRPU_24811	BRALA13791
STRPU_08794	BRALA03348
STRPU_09523	BRALA32464
STRPU_08533	BRALA08065
STRPU_22687	BRALA28961
STRPU_08190	BRALA01471
STRPU_26344	BRALA23858
STRPU_22517	BRALA04472
STRPU_07632	BRALA23787
STRPU_26207	BRALA03131
STRPU_20878	BRALA29060
STRPU_26823	BRALA17125
STRPU_21153	BRALA10884
STRPU_22937	BRALA04178
STRPU_04547	BRALA03751
STRPU_18760	BRALA01352
STRPU_24777	BRALA10363
STRPU_14217	BRALA23941
STRPU_08829	BRALA27485
STRPU_23170	BRALA09391
STRPU_03311	BRALA25697
STRPU_04175	BRALA06736
STRPU_26201	BRALA28894
STRPU_08663	BRALA23035
STRPU_15904	BRALA21453
STRPU_05318	BRALA20375
STRPU_25632	BRALA19113
STRPU_20467	BRALA28847
STRPU_22845	BRALA12741
STRPU_20470	BRALA29833
STRPU_05246	BRALA19410
STRPU_09679	BRALA21917
STRPU_23176	BRALA09386
STRPU_24634	BRALA07080
STRPU_08482	BRALA11189
STRPU_05660	BRALA18702
STRPU_25492	BRALA20587
STRPU_19995	BRALA03644
STRPU_14374	BRALA23985
STRPU_15042	BRALA26853
STRPU_21512	BRALA31219
STRPU_05740	BRALA08285
STRPU_19094	BRALA05146
STRPU_04486	BRALA03648
STRPU_21624	BRALA31282
STRPU_24871	BRALA07365
STRPU_24433	BRALA16041
STRPU_24567	BRALA10201
STRPU_09007	BRALA25346
STRPU_23527	BRALA25729
STRPU_07210	BRALA16686
STRPU_25433	BRALA20253
STRPU_04053	BRALA25251
STRPU_27339	BRALA21753
STRPU_15371	BRALA23588
STRPU_07786	BRALA16700
STRPU_20823	BRALA18893
STRPU_20291	BRALA19535
STRPU_18837	BRALA35265
STRPU_24554	BRALA13754
STRPU_21771	BRALA22123
STRPU_15384	BRALA14934
STRPU_24382	BRALA15993
STRPU_06152	BRALA14237
STRPU_22433	BRALA00361
STRPU_04134	BRALA03913
STRPU_09879	BRALA28370
STRPU_12338	BRALA22885
STRPU_21285	BRALA15184
STRPU_12256	BRALA19189
STRPU_09309	BRALA11408
STRPU_04619	BRALA06641
STRPU_24791	BRALA13625
STRPU_09336	BRALA08374
STRPU_12932	BRALA30976
STRPU_12591	BRALA18244
STRPU_14745	BRALA19352
STRPU_12349	BRALA18296
STRPU_23796	BRALA00564
STRPU_10904	BRALA30819
STRPU_21082	BRALA31037
STRPU_08299	BRALA06298
STRPU_22083	BRALA00627
STRPU_23105	BRALA02157
STRPU_19415	BRALA29442
STRPU_03427	BRALA33995
STRPU_05462	BRALA22933
STRPU_08669	BRALA27366
STRPU_27213	BRALA13513
STRPU_21596	BRALA28983
STRPU_03710	BRALA25695
STRPU_13834	BRALA07409
STRPU_01041	BRALA13775
STRPU_06151	BRALA12225
STRPU_22971	BRALA00541
STRPU_15490	BRALA15012
STRPU_06448	BRALA11592
STRPU_05917	BRALA22768
STRPU_23175	BRALA20520
STRPU_05359	BRALA19451
STRPU_21532	BRALA15200
STRPU_20383	BRALA24008
STRPU_23990	BRALA17322
STRPU_25380	BRALA03321
STRPU_04502	BRALA18866
STRPU_18049	BRALA12366
STRPU_15285	BRALA22884
STRPU_21218	BRALA02242
STRPU_25059	BRALA14725
STRPU_07419	BRALA21912
STRPU_21209	BRALA22272
STRPU_12813	BRALA29779
STRPU_21459	BRALA13330
STRPU_19515	BRALA21319
STRPU_25927	BRALA25637
STRPU_21792	BRALA22485
STRPU_05425	BRALA15949
STRPU_03744	BRALA25278
STRPU_24367	BRALA12831
STRPU_22836	BRALA30873
STRPU_20938	BRALA22512
STRPU_25605	BRALA03258
STRPU_12951	BRALA27623
STRPU_04672	BRALA32124
STRPU_22101	BRALA04161
STRPU_17601	BRALA31683
STRPU_10374	BRALA16372
STRPU_07310	BRALA21271
STRPU_24792	BRALA14772
STRPU_06727	BRALA06006
STRPU_04886	BRALA03827
STRPU_19324	BRALA05370
STRPU_07616	BRALA21289
STRPU_03308	BRALA17605
STRPU_24846	BRALA09693
STRPU_05492	BRALA06317
STRPU_18507	BRALA01350
STRPU_26126	BRALA03121
STRPU_05341	BRALA08237
STRPU_19336	BRALA01241
STRPU_10961	BRALA05520
STRPU_26830	BRALA16529
STRPU_13821	BRALA14520
STRPU_05774	BRALA18725
STRPU_10277	BRALA11488
STRPU_12195	BRALA23417
STRPU_26026	BRALA01597
STRPU_13946	BRALA07432
STRPU_20485	BRALA13350
STRPU_05389	BRALA28067
STRPU_11145	BRALA15819
STRPU_11329	BRALA19610
STRPU_21377	BRALA24423
STRPU_13249	BRALA14479
STRPU_25170	BRALA16960
STRPU_20597	BRALA34155
