AENJA_23461	OFUSG13305.1
AENJA_17279	OFUSG23624.1
AENJA_17683	OFUSG17354.1
AENJA_20006	OFUSG21037.1
AENJA_21103	OFUSG06702.1
AENJA_00856	OFUSG02179.1
AENJA_25759	OFUSG07691.1
AENJA_25444	OFUSG09274.1
AENJA_02714	OFUSG23132.1
AENJA_02853	OFUSG06980.1
AENJA_06321	OFUSG16970.1
AENJA_03493	OFUSG03362.1
AENJA_10310	OFUSG22343.1
AENJA_03712	OFUSG09833.1
AENJA_04208	OFUSG18535.1
AENJA_21003	OFUSG05149.1
AENJA_07370	OFUSG00063.1
AENJA_09367	OFUSG21422.1
AENJA_09382	OFUSG11783.1
AENJA_11194	OFUSG08879.1
AENJA_14056	OFUSG16498.1
AENJA_14208	OFUSG19139.1
AENJA_18219	OFUSG02471.1
AENJA_21434	OFUSG10221.1
AENJA_21781	OFUSG16670.1
AENJA_23236	OFUSG22587.1
AENJA_26215	OFUSG22042.1
AENJA_13024	OFUSG26569.1
AENJA_01840	OFUSG15207.1
AENJA_03926	OFUSG08198.1
AENJA_05647	OFUSG10535.1
AENJA_06272	OFUSG11461.1
AENJA_15162	OFUSG01280.1
AENJA_09435	OFUSG00323.1
AENJA_12368	OFUSG23083.1
AENJA_14609	OFUSG16548.1
AENJA_16813	OFUSG11624.1
AENJA_15995	OFUSG16607.1
AENJA_18964	OFUSG19214.1
AENJA_18352	OFUSG12772.1
AENJA_26627	OFUSG06432.1
AENJA_20881	OFUSG15141.1
AENJA_23263	OFUSG05145.1
AENJA_21191	OFUSG06041.1
AENJA_01361	OFUSG10181.1
AENJA_17713	OFUSG06158.1
AENJA_05873	OFUSG20926.1
AENJA_17428	OFUSG24770.1
AENJA_09573	OFUSG09421.1
AENJA_07753	OFUSG21208.1
AENJA_08188	OFUSG06812.1
AENJA_09138	OFUSG00575.1
AENJA_11906	OFUSG10756.1
AENJA_17284	OFUSG26505.1
AENJA_25899	OFUSG17365.1
AENJA_17922	OFUSG20231.1
AENJA_17959	OFUSG10557.1
AENJA_18703	OFUSG04562.1
AENJA_25362	OFUSG07343.1
AENJA_20082	OFUSG17328.1
AENJA_22766	OFUSG06638.1
AENJA_23248	OFUSG25798.1
AENJA_23604	OFUSG02941.1
AENJA_23800	OFUSG08848.1
AENJA_02969	OFUSG03003.1
AENJA_05269	OFUSG18946.1
AENJA_01101	OFUSG05696.1
AENJA_02507	OFUSG16752.1
AENJA_02695	OFUSG14256.1
AENJA_02809	OFUSG15266.1
AENJA_03318	OFUSG22106.1
AENJA_03877	OFUSG10243.1
AENJA_05828	OFUSG13591.1
AENJA_13814	OFUSG08687.1
AENJA_06247	OFUSG08545.1
AENJA_18215	OFUSG03571.1
AENJA_06436	OFUSG05214.1
AENJA_07170	OFUSG18887.1
AENJA_07474	OFUSG22121.1
AENJA_08160	OFUSG18118.1
AENJA_09757	OFUSG13299.1
AENJA_10714	OFUSG16507.1
AENJA_10983	OFUSG17720.1
AENJA_12607	OFUSG12217.1
AENJA_16043	OFUSG13058.1
AENJA_23459	OFUSG13522.1
AENJA_26002	OFUSG12630.1
AENJA_00145	OFUSG09315.1
AENJA_03160	OFUSG16509.1
AENJA_00153	OFUSG04935.1
AENJA_00362	OFUSG21490.1
AENJA_00506	OFUSG01726.1
AENJA_02385	OFUSG25750.1
AENJA_03127	OFUSG12539.1
AENJA_19963	OFUSG15091.1
AENJA_23470	OFUSG23583.1
AENJA_04181	OFUSG23473.1
AENJA_05517	OFUSG04436.1
AENJA_12377	OFUSG03190.1
AENJA_04889	OFUSG25146.1
AENJA_16142	OFUSG01699.1
AENJA_06571	OFUSG21479.1
AENJA_07027	OFUSG19840.1
AENJA_07426	OFUSG26319.1
AENJA_09362	OFUSG11538.1
AENJA_10074	OFUSG17818.1
AENJA_26730	OFUSG05523.1
AENJA_10772	OFUSG05528.1
AENJA_10995	OFUSG16624.1
AENJA_20582	OFUSG19276.1
AENJA_11151	OFUSG01366.1
AENJA_11625	OFUSG23956.1
AENJA_12236	OFUSG15801.1
AENJA_14700	OFUSG22251.1
AENJA_24781	OFUSG03993.1
AENJA_14793	OFUSG17648.1
AENJA_15225	OFUSG10650.1
AENJA_19356	OFUSG10055.1
AENJA_21194	OFUSG06287.1
AENJA_21469	OFUSG09235.1
AENJA_21858	OFUSG00394.1
AENJA_24153	OFUSG16759.1
AENJA_24467	OFUSG17036.1
AENJA_25216	OFUSG25092.1
AENJA_25283	OFUSG18021.1
AENJA_25544	OFUSG23987.1
AENJA_01887	OFUSG14370.1
AENJA_02988	OFUSG12297.1
AENJA_23557	OFUSG09447.1
AENJA_03755	OFUSG11182.1
AENJA_05938	OFUSG21438.1
AENJA_06136	OFUSG11499.1
AENJA_07590	OFUSG24931.1
AENJA_08660	OFUSG23460.1
AENJA_09698	OFUSG04386.1
AENJA_10215	OFUSG22166.1
AENJA_10243	OFUSG17628.1
AENJA_10361	OFUSG06248.1
AENJA_11024	OFUSG04538.1
AENJA_12318	OFUSG17134.1
AENJA_14026	OFUSG12012.1
AENJA_19275	OFUSG05517.1
AENJA_15536	OFUSG20787.1
AENJA_16663	OFUSG22796.1
AENJA_16808	OFUSG20384.1
AENJA_17449	OFUSG11355.1
AENJA_18632	OFUSG12625.1
AENJA_19473	OFUSG10223.1
AENJA_20341	OFUSG18944.1
AENJA_00995	OFUSG09624.1
AENJA_04459	OFUSG23368.1
AENJA_05503	OFUSG25055.1
AENJA_06179	OFUSG10097.1
AENJA_07567	OFUSG00383.1
AENJA_13295	OFUSG07059.1
AENJA_25099	OFUSG21484.1
AENJA_11930	OFUSG14697.1
AENJA_12372	OFUSG19961.1
AENJA_13019	OFUSG21372.1
AENJA_13880	OFUSG17474.1
AENJA_19842	OFUSG23609.1
AENJA_24461	OFUSG22787.1
AENJA_22665	OFUSG00007.1
AENJA_18250	OFUSG20423.1
AENJA_21910	OFUSG10445.1
AENJA_24178	OFUSG05557.1
AENJA_26338	OFUSG22286.1
AENJA_04501	OFUSG18213.1
AENJA_11253	OFUSG24197.1
AENJA_06440	OFUSG23142.1
AENJA_06477	OFUSG04391.1
AENJA_06874	OFUSG19784.1
AENJA_08323	OFUSG14330.1
AENJA_19787	OFUSG19250.1
AENJA_08569	OFUSG12586.1
AENJA_09920	OFUSG16095.1
AENJA_10096	OFUSG18541.1
AENJA_12188	OFUSG19078.1
AENJA_13924	OFUSG08065.1
AENJA_14211	OFUSG06019.1
AENJA_14605	OFUSG13276.1
AENJA_25488	OFUSG22011.1
AENJA_16897	OFUSG14967.1
AENJA_17020	OFUSG23243.1
AENJA_18126	OFUSG06377.1
AENJA_18695	OFUSG07239.1
AENJA_18896	OFUSG21930.1
AENJA_18913	OFUSG03798.1
AENJA_19510	OFUSG26262.1
AENJA_20882	OFUSG23959.1
AENJA_23181	OFUSG19523.1
AENJA_24340	OFUSG09397.1
AENJA_00391	OFUSG11108.1
AENJA_21125	OFUSG13617.1
AENJA_03001	OFUSG19612.1
AENJA_03159	OFUSG16043.1
AENJA_03637	OFUSG21199.1
AENJA_05073	OFUSG21198.1
AENJA_04731	OFUSG02161.1
AENJA_05905	OFUSG15534.1
AENJA_07124	OFUSG01533.1
AENJA_05672	OFUSG01215.1
AENJA_06086	OFUSG06909.1
AENJA_11003	OFUSG10767.1
AENJA_07102	OFUSG21405.1
AENJA_07191	OFUSG15988.1
AENJA_18353	OFUSG16445.1
AENJA_09175	OFUSG19258.1
AENJA_09939	OFUSG23239.1
AENJA_11329	OFUSG11305.1
AENJA_26746	OFUSG10790.1
AENJA_11724	OFUSG03925.1
AENJA_11807	OFUSG14870.1
AENJA_16822	OFUSG26807.1
AENJA_17431	OFUSG24639.1
AENJA_18304	OFUSG01876.1
AENJA_18312	OFUSG07981.1
AENJA_18914	OFUSG03463.1
AENJA_00857	OFUSG09797.1
AENJA_00912	OFUSG02180.1
AENJA_02081	OFUSG17970.1
AENJA_02224	OFUSG10942.1
AENJA_13337	OFUSG12071.1
AENJA_02907	OFUSG12593.1
AENJA_03434	OFUSG15618.1
AENJA_03497	OFUSG07044.1
AENJA_03878	OFUSG10182.1
AENJA_06017	OFUSG12414.1
AENJA_11860	OFUSG10721.1
AENJA_06020	OFUSG11770.1
AENJA_08879	OFUSG09660.1
AENJA_09007	OFUSG02130.1
AENJA_09521	OFUSG25628.1
AENJA_11224	OFUSG24998.1
AENJA_11585	OFUSG06635.1
AENJA_13245	OFUSG16467.1
AENJA_14070	OFUSG20300.1
AENJA_15108	OFUSG07016.1
AENJA_16080	OFUSG06151.1
AENJA_17309	OFUSG26490.1
AENJA_19060	OFUSG01226.1
AENJA_20575	OFUSG14743.1
AENJA_22826	OFUSG24361.1
AENJA_23804	OFUSG10699.1
AENJA_24912	OFUSG07586.1
AENJA_25749	OFUSG08592.1
AENJA_25480	OFUSG10747.1
AENJA_00276	OFUSG08811.1
AENJA_26065	OFUSG08731.1
AENJA_00392	OFUSG10234.1
AENJA_14833	OFUSG12391.1
AENJA_00723	OFUSG12371.1
AENJA_01099	OFUSG05793.1
AENJA_01582	OFUSG19540.1
AENJA_06312	OFUSG03431.1
AENJA_03170	OFUSG19319.1
AENJA_25405	OFUSG16705.1
AENJA_03406	OFUSG05822.1
AENJA_04445	OFUSG14625.1
AENJA_05662	OFUSG00916.1
AENJA_06214	OFUSG22370.1
AENJA_07131	OFUSG23631.1
AENJA_08367	OFUSG06131.1
AENJA_24416	OFUSG16581.1
AENJA_08605	OFUSG24184.1
AENJA_09181	OFUSG05613.1
AENJA_09455	OFUSG07020.1
AENJA_10542	OFUSG07794.1
AENJA_10903	OFUSG06124.1
AENJA_12201	OFUSG16465.1
AENJA_13412	OFUSG08089.1
AENJA_13786	OFUSG03936.1
AENJA_26556	OFUSG15987.1
AENJA_15931	OFUSG23359.1
AENJA_18459	OFUSG25019.1
AENJA_21035	OFUSG17801.1
AENJA_22880	OFUSG07178.1
AENJA_22935	OFUSG04726.1
AENJA_23001	OFUSG13282.1
AENJA_23249	OFUSG25985.1
AENJA_23535	OFUSG25637.1
AENJA_24206	OFUSG05123.1
AENJA_25556	OFUSG21379.1
AENJA_12672	OFUSG13371.1
AENJA_19651	OFUSG13372.1
AENJA_00715	OFUSG13688.1
AENJA_00766	OFUSG20805.1
AENJA_18108	OFUSG05408.1
AENJA_13354	OFUSG04900.1
AENJA_04493	OFUSG17820.1
AENJA_05152	OFUSG26072.1
AENJA_06207	OFUSG09150.1
AENJA_14971	OFUSG08250.1
AENJA_07271	OFUSG02540.1
AENJA_07733	OFUSG20793.1
AENJA_07813	OFUSG23494.1
AENJA_07921	OFUSG26416.1
AENJA_08322	OFUSG25792.1
AENJA_08461	OFUSG08013.1
AENJA_09123	OFUSG17004.1
AENJA_16491	OFUSG10883.1
AENJA_09312	OFUSG02375.1
AENJA_09652	OFUSG02609.1
AENJA_10214	OFUSG15689.1
AENJA_13635	OFUSG04127.1
AENJA_14156	OFUSG05386.1
AENJA_14779	OFUSG07453.1
AENJA_15098	OFUSG02054.1
AENJA_15918	OFUSG21284.1
AENJA_16222	OFUSG07083.1
AENJA_19715	OFUSG25638.1
AENJA_21040	OFUSG06027.1
AENJA_22777	OFUSG22819.1
AENJA_22934	OFUSG26695.1
AENJA_24823	OFUSG09268.1
AENJA_25485	OFUSG11987.1
AENJA_25912	OFUSG22049.1
AENJA_20686	OFUSG22097.1
AENJA_10036	OFUSG11739.1
AENJA_00736	OFUSG11738.1
AENJA_01170	OFUSG17278.1
AENJA_16586	OFUSG12209.1
AENJA_02076	OFUSG10852.1
AENJA_03839	OFUSG12682.1
AENJA_04307	OFUSG13684.1
AENJA_04624	OFUSG21452.1
AENJA_05549	OFUSG12913.1
AENJA_08803	OFUSG24584.1
AENJA_10312	OFUSG22335.1
AENJA_10713	OFUSG16600.1
AENJA_13122	OFUSG19153.1
AENJA_17928	OFUSG12003.1
AENJA_15959	OFUSG23273.1
AENJA_16307	OFUSG01479.1
AENJA_16686	OFUSG10033.1
AENJA_17038	OFUSG10739.1
AENJA_17146	OFUSG23188.1
AENJA_17381	OFUSG22505.1
AENJA_17819	OFUSG21397.1
AENJA_18795	OFUSG08525.1
AENJA_20596	OFUSG14609.1
AENJA_22714	OFUSG26325.1
AENJA_23423	OFUSG19018.1
AENJA_23560	OFUSG09530.1
AENJA_24796	OFUSG22029.1
AENJA_26115	OFUSG07888.1
AENJA_00303	OFUSG24103.1
AENJA_00356	OFUSG17151.1
AENJA_02634	OFUSG23606.1
AENJA_04869	OFUSG17149.1
AENJA_03401	OFUSG06813.1
AENJA_03433	OFUSG14909.1
AENJA_04890	OFUSG15491.1
AENJA_06057	OFUSG00835.1
AENJA_06674	OFUSG21355.1
AENJA_09407	OFUSG03859.1
AENJA_07130	OFUSG21514.1
AENJA_13848	OFUSG10947.1
AENJA_08834	OFUSG16209.1
AENJA_08990	OFUSG10696.1
AENJA_09596	OFUSG10990.1
AENJA_13118	OFUSG05819.1
AENJA_13757	OFUSG11071.1
AENJA_13775	OFUSG18258.1
AENJA_13858	OFUSG17325.1
AENJA_13942	OFUSG03481.1
AENJA_14430	OFUSG06895.1
AENJA_20637	OFUSG03429.1
AENJA_17663	OFUSG14472.1
AENJA_23173	OFUSG09043.1
AENJA_19423	OFUSG04851.1
AENJA_20118	OFUSG21499.1
AENJA_20630	OFUSG09126.1
AENJA_25210	OFUSG11652.1
AENJA_26727	OFUSG08104.1
AENJA_02978	OFUSG05763.1
AENJA_03055	OFUSG03994.1
AENJA_04991	OFUSG01652.1
AENJA_05029	OFUSG11940.1
AENJA_05900	OFUSG17986.1
AENJA_07189	OFUSG25606.1
AENJA_07375	OFUSG15034.1
AENJA_13616	OFUSG10408.1
AENJA_08254	OFUSG26077.1
AENJA_21289	OFUSG07858.1
AENJA_10297	OFUSG10584.1
AENJA_12041	OFUSG15846.1
AENJA_14687	OFUSG00832.1
AENJA_15120	OFUSG21143.1
AENJA_15234	OFUSG09613.1
AENJA_19678	OFUSG11828.1
AENJA_20905	OFUSG19055.1
AENJA_21606	OFUSG15213.1
AENJA_22526	OFUSG12133.1
AENJA_24473	OFUSG16892.1
AENJA_24518	OFUSG14243.1
AENJA_24883	OFUSG11310.1
AENJA_25530	OFUSG07962.1
AENJA_25552	OFUSG13347.1
AENJA_25673	OFUSG10174.1
AENJA_25817	OFUSG19187.1
AENJA_26100	OFUSG12155.1
AENJA_00359	OFUSG21149.1
AENJA_26779	OFUSG11686.1
AENJA_00917	OFUSG06747.1
AENJA_02620	OFUSG02354.1
AENJA_03621	OFUSG09026.1
AENJA_04817	OFUSG05250.1
AENJA_04875	OFUSG01287.1
AENJA_06237	OFUSG17532.1
AENJA_07430	OFUSG20932.1
AENJA_09042	OFUSG16184.1
AENJA_10174	OFUSG24102.1
AENJA_10358	OFUSG18782.1
AENJA_10898	OFUSG26367.1
AENJA_10936	OFUSG11337.1
AENJA_17931	OFUSG22046.1
AENJA_11466	OFUSG24455.1
AENJA_11762	OFUSG17316.1
AENJA_13668	OFUSG13013.1
AENJA_12189	OFUSG05212.1
AENJA_12297	OFUSG25160.1
AENJA_13751	OFUSG10462.1
AENJA_12486	OFUSG26362.1
AENJA_14633	OFUSG15789.1
AENJA_14940	OFUSG25574.1
AENJA_15939	OFUSG17684.1
AENJA_16068	OFUSG05436.1
AENJA_16415	OFUSG14865.1
AENJA_16471	OFUSG13363.1
AENJA_23270	OFUSG17489.1
AENJA_17912	OFUSG19247.1
AENJA_18094	OFUSG16738.1
AENJA_18243	OFUSG20871.1
AENJA_18419	OFUSG09366.1
AENJA_18688	OFUSG08053.1
AENJA_19816	OFUSG12361.1
AENJA_21853	OFUSG01088.1
AENJA_22069	OFUSG20986.1
AENJA_22305	OFUSG22959.1
AENJA_22617	OFUSG07746.1
AENJA_22979	OFUSG21291.1
AENJA_24476	OFUSG02716.1
AENJA_23964	OFUSG08574.1
AENJA_24425	OFUSG04241.1
AENJA_24752	OFUSG18367.1
AENJA_25895	OFUSG13614.1
AENJA_00456	OFUSG25578.1
AENJA_00491	OFUSG12268.1
AENJA_01433	OFUSG09063.1
AENJA_13042	OFUSG05482.1
AENJA_01704	OFUSG13497.1
AENJA_02077	OFUSG10227.1
AENJA_02285	OFUSG17344.1
AENJA_02304	OFUSG05811.1
AENJA_02540	OFUSG14982.1
AENJA_04311	OFUSG06641.1
AENJA_04721	OFUSG01507.1
AENJA_26044	OFUSG01805.1
AENJA_17042	OFUSG09625.1
AENJA_05630	OFUSG08605.1
AENJA_06217	OFUSG24226.1
AENJA_06958	OFUSG23548.1
AENJA_07026	OFUSG20154.1
AENJA_08994	OFUSG17182.1
AENJA_09873	OFUSG18396.1
AENJA_11216	OFUSG20748.1
AENJA_22320	OFUSG20749.1
AENJA_13193	OFUSG14984.1
AENJA_13195	OFUSG15000.1
AENJA_13619	OFUSG10665.1
AENJA_14021	OFUSG04161.1
AENJA_14565	OFUSG00924.1
AENJA_14678	OFUSG12648.1
AENJA_15317	OFUSG10832.1
AENJA_17870	OFUSG03215.1
AENJA_18110	OFUSG08163.1
AENJA_21727	OFUSG13940.1
AENJA_22896	OFUSG00842.1
AENJA_23222	OFUSG19211.1
AENJA_23640	OFUSG08347.1
AENJA_24807	OFUSG07697.1
AENJA_25167	OFUSG20603.1
AENJA_25474	OFUSG17857.1
AENJA_26344	OFUSG15084.1
AENJA_03189	OFUSG13997.1
AENJA_03520	OFUSG08593.1
AENJA_03802	OFUSG05596.1
AENJA_06079	OFUSG09544.1
AENJA_06618	OFUSG06753.1
AENJA_22580	OFUSG19345.1
AENJA_13021	OFUSG16891.1
AENJA_06978	OFUSG11177.1
AENJA_07016	OFUSG05150.1
AENJA_08499	OFUSG05478.1
AENJA_09253	OFUSG10307.1
AENJA_09721	OFUSG04002.1
AENJA_09844	OFUSG16753.1
AENJA_10208	OFUSG22676.1
AENJA_17365	OFUSG23556.1
AENJA_11499	OFUSG05113.1
AENJA_11703	OFUSG03071.1
AENJA_12852	OFUSG01437.1
AENJA_15109	OFUSG07953.1
AENJA_16480	OFUSG20513.1
AENJA_16160	OFUSG26636.1
AENJA_16506	OFUSG23208.1
AENJA_18103	OFUSG05225.1
AENJA_19512	OFUSG04895.2
AENJA_18771	OFUSG12105.1
AENJA_19054	OFUSG08087.1
AENJA_19066	OFUSG18075.1
AENJA_19370	OFUSG11307.1
AENJA_20934	OFUSG09059.1
AENJA_21374	OFUSG11178.1
AENJA_22329	OFUSG20617.1
AENJA_22340	OFUSG13528.1
AENJA_23782	OFUSG09353.1
AENJA_22527	OFUSG21932.1
AENJA_22954	OFUSG05661.1
AENJA_26244	OFUSG06968.1
AENJA_25475	OFUSG03405.1
AENJA_25507	OFUSG04950.1
AENJA_26503	OFUSG12385.1
AENJA_02567	OFUSG13169.1
AENJA_02731	OFUSG19175.1
AENJA_03150	OFUSG01670.1
AENJA_03266	OFUSG13860.1
AENJA_03555	OFUSG23437.1
AENJA_04613	OFUSG16824.1
AENJA_07684	OFUSG07054.1
AENJA_18117	OFUSG17059.1
AENJA_07911	OFUSG17215.1
AENJA_07916	OFUSG13155.1
AENJA_10609	OFUSG05029.1
AENJA_10932	OFUSG12264.1
AENJA_11342	OFUSG09668.1
AENJA_23395	OFUSG05244.1
AENJA_11769	OFUSG01919.1
AENJA_12073	OFUSG19041.1
AENJA_12737	OFUSG07186.1
AENJA_13302	OFUSG13032.1
AENJA_13348	OFUSG22991.1
AENJA_13818	OFUSG02177.1
AENJA_14010	OFUSG10077.1
AENJA_14503	OFUSG26590.1
AENJA_14734	OFUSG22464.1
AENJA_15689	OFUSG26151.1
AENJA_16773	OFUSG01753.1
AENJA_19513	OFUSG05230.1
AENJA_19789	OFUSG06545.1
AENJA_21660	OFUSG26842.1
AENJA_20517	OFUSG16789.1
AENJA_21367	OFUSG18231.1
AENJA_24330	OFUSG02188.1
AENJA_21647	OFUSG02199.1
AENJA_22030	OFUSG08514.1
AENJA_22488	OFUSG11324.1
AENJA_22561	OFUSG09508.1
AENJA_22783	OFUSG05788.1
AENJA_22977	OFUSG26480.1
AENJA_24398	OFUSG08448.1
AENJA_24945	OFUSG15471.1
AENJA_26439	OFUSG17445.1
AENJA_26722	OFUSG16583.1
AENJA_24202	OFUSG20822.1
AENJA_00225	OFUSG06982.1
AENJA_00227	OFUSG24200.1
AENJA_00695	OFUSG02906.1
AENJA_01091	OFUSG05595.1
AENJA_02170	OFUSG12083.1
AENJA_02297	OFUSG05890.1
AENJA_02657	OFUSG04294.1
AENJA_02686	OFUSG14228.1
AENJA_02908	OFUSG12595.1
AENJA_03162	OFUSG04196.1
AENJA_06671	OFUSG08219.1
AENJA_04655	OFUSG15954.1
AENJA_04717	OFUSG17264.1
AENJA_05082	OFUSG09778.1
AENJA_05178	OFUSG22538.1
AENJA_06491	OFUSG15438.1
AENJA_07007	OFUSG16451.1
AENJA_07822	OFUSG10521.1
AENJA_09244	OFUSG00594.1
AENJA_10866	OFUSG05455.1
AENJA_09754	OFUSG21316.1
AENJA_10809	OFUSG02909.1
AENJA_10489	OFUSG10725.1
AENJA_11036	OFUSG19122.1
AENJA_11252	OFUSG15171.1
AENJA_11314	OFUSG07025.1
AENJA_11377	OFUSG13383.1
AENJA_11715	OFUSG06864.1
AENJA_12613	OFUSG12367.1
AENJA_13514	OFUSG23755.1
AENJA_13891	OFUSG24364.1
AENJA_13911	OFUSG05531.1
AENJA_13991	OFUSG02726.1
AENJA_14879	OFUSG03933.1
AENJA_15563	OFUSG12631.1
AENJA_15867	OFUSG07799.1
AENJA_15884	OFUSG04467.1
AENJA_16689	OFUSG22721.1
AENJA_16977	OFUSG18706.1
AENJA_17597	OFUSG17495.1
AENJA_17766	OFUSG25116.1
AENJA_18656	OFUSG26610.1
AENJA_18799	OFUSG09823.1
AENJA_18919	OFUSG04243.1
AENJA_20632	OFUSG20321.1
AENJA_20940	OFUSG21622.1
AENJA_22119	OFUSG05156.1
AENJA_24354	OFUSG13027.1
AENJA_24939	OFUSG18956.1
AENJA_25083	OFUSG23549.1
AENJA_25883	OFUSG05913.1
AENJA_26162	OFUSG23886.1
AENJA_26246	OFUSG20725.1
AENJA_00149	OFUSG20335.1
AENJA_11808	OFUSG15607.1
AENJA_00515	OFUSG23108.1
AENJA_00587	OFUSG00503.1
AENJA_00877	OFUSG18883.1
AENJA_08034	OFUSG05055.1
AENJA_02912	OFUSG05928.1
AENJA_03644	OFUSG12842.1
AENJA_04621	OFUSG13715.1
AENJA_05158	OFUSG08608.1
AENJA_06053	OFUSG16338.1
AENJA_06862	OFUSG18866.1
AENJA_07470	OFUSG18924.1
AENJA_07476	OFUSG05626.1
AENJA_07485	OFUSG03235.1
AENJA_07830	OFUSG07487.1
AENJA_07837	OFUSG08722.1
AENJA_07839	OFUSG02644.1
AENJA_08713	OFUSG00455.1
AENJA_09556	OFUSG25722.1
AENJA_09742	OFUSG21491.1
AENJA_14911	OFUSG15216.1
AENJA_10052	OFUSG13735.1
AENJA_10800	OFUSG09288.1
AENJA_10970	OFUSG12394.1
AENJA_11190	OFUSG09093.1
AENJA_15209	OFUSG09096.1
AENJA_11871	OFUSG10080.1
AENJA_12551	OFUSG00782.1
AENJA_12588	OFUSG07849.1
AENJA_13768	OFUSG16050.1
AENJA_13822	OFUSG03807.1
AENJA_16730	OFUSG09970.1
AENJA_17992	OFUSG21242.1
AENJA_18523	OFUSG18613.1
AENJA_18631	OFUSG24257.1
AENJA_19796	OFUSG18787.1
AENJA_20280	OFUSG07563.1
AENJA_20497	OFUSG10564.1
AENJA_20588	OFUSG26952.1
AENJA_20730	OFUSG08813.1
AENJA_21246	OFUSG15552.1
AENJA_21967	OFUSG07660.1
AENJA_22822	OFUSG20832.1
AENJA_23316	OFUSG23393.1
AENJA_23396	OFUSG05576.1
AENJA_23679	OFUSG09685.1
AENJA_24042	OFUSG05238.1
AENJA_25983	OFUSG03008.1
AENJA_26173	OFUSG21039.1
AENJA_00487	OFUSG10469.1
AENJA_00731	OFUSG12558.1
AENJA_01064	OFUSG00085.1
AENJA_10283	OFUSG09390.1
AENJA_05703	OFUSG26615.1
AENJA_11110	OFUSG14155.1
AENJA_03328	OFUSG09527.1
AENJA_03489	OFUSG02824.1
AENJA_04824	OFUSG20349.1
AENJA_04852	OFUSG09992.1
AENJA_05319	OFUSG21829.1
AENJA_06707	OFUSG24205.1
AENJA_10262	OFUSG25664.1
AENJA_08819	OFUSG00020.1
AENJA_09248	OFUSG20925.1
AENJA_15832	OFUSG20924.1
AENJA_09357	OFUSG12291.1
AENJA_09688	OFUSG15372.1
AENJA_12663	OFUSG15374.1
AENJA_09727	OFUSG00222.1
AENJA_23418	OFUSG02929.1
AENJA_10478	OFUSG17183.1
AENJA_11246	OFUSG18256.1
AENJA_11676	OFUSG16819.1
AENJA_11955	OFUSG08357.1
AENJA_16452	OFUSG25527.1
AENJA_13458	OFUSG25533.1
AENJA_13825	OFUSG02806.1
AENJA_14088	OFUSG05851.1
AENJA_14354	OFUSG05932.1
AENJA_15361	OFUSG15087.1
AENJA_16834	OFUSG06435.1
AENJA_17995	OFUSG23602.1
AENJA_18242	OFUSG20514.1
AENJA_18864	OFUSG25034.1
AENJA_18908	OFUSG03685.1
AENJA_19032	OFUSG06807.1
AENJA_19276	OFUSG06074.1
AENJA_19705	OFUSG11277.1
AENJA_20331	OFUSG06709.1
AENJA_20938	OFUSG09154.1
AENJA_21312	OFUSG01706.1
AENJA_21782	OFUSG15810.1
AENJA_23294	OFUSG23510.1
AENJA_23498	OFUSG17300.1
AENJA_23784	OFUSG19625.1
AENJA_24196	OFUSG04751.1
AENJA_24424	OFUSG01564.1
AENJA_24835	OFUSG15445.1
AENJA_25977	OFUSG03365.1
AENJA_26314	OFUSG13923.1
AENJA_26542	OFUSG11360.1
AENJA_26764	OFUSG16642.1
AENJA_00393	OFUSG17968.1
AENJA_00653	OFUSG21501.1
AENJA_00735	OFUSG22074.1
AENJA_01043	OFUSG10280.1
AENJA_16157	OFUSG07633.1
AENJA_01105	OFUSG19489.1
AENJA_01440	OFUSG16938.1
AENJA_01512	OFUSG07952.1
AENJA_02168	OFUSG25180.1
AENJA_03383	OFUSG10565.1
AENJA_04456	OFUSG13154.1
AENJA_06051	OFUSG04543.1
AENJA_06186	OFUSG26331.1
AENJA_06434	OFUSG22264.1
AENJA_07384	OFUSG15328.1
AENJA_07552	OFUSG20933.1
AENJA_09406	OFUSG16116.1
AENJA_09890	OFUSG00457.1
AENJA_10557	OFUSG20007.1
AENJA_10775	OFUSG24402.1
AENJA_10966	OFUSG09744.1
AENJA_11438	OFUSG23665.1
AENJA_11662	OFUSG20592.1
AENJA_11782	OFUSG26370.1
AENJA_12346	OFUSG10816.1
AENJA_14146	OFUSG04409.1
AENJA_14387	OFUSG00718.1
AENJA_14462	OFUSG20621.1
AENJA_14797	OFUSG26444.1
AENJA_14868	OFUSG01831.1
AENJA_14965	OFUSG01750.1
AENJA_15132	OFUSG20208.1
AENJA_15531	OFUSG10642.1
AENJA_16110	OFUSG06465.1
AENJA_16211	OFUSG25099.1
AENJA_16221	OFUSG07618.1
AENJA_16846	OFUSG00445.1
AENJA_17801	OFUSG13652.1
AENJA_17804	OFUSG17576.1
AENJA_18948	OFUSG22592.1
AENJA_19070	OFUSG01224.1
AENJA_19088	OFUSG24644.1
AENJA_19844	OFUSG17477.1
AENJA_19971	OFUSG18365.1
AENJA_20333	OFUSG13187.1
AENJA_20418	OFUSG08144.1
AENJA_20837	OFUSG25047.1
AENJA_21152	OFUSG18676.1
AENJA_21743	OFUSG14237.1
AENJA_22085	OFUSG17101.1
AENJA_22623	OFUSG21253.1
AENJA_22681	OFUSG19632.1
AENJA_24583	OFUSG05328.1
AENJA_22999	OFUSG10184.1
AENJA_23587	OFUSG23411.1
