Orthogroup	BRAFL	MOUSE
OG0000753	bflo_07197	MOUSE27739, MOUSE27738
OG0000753	bflo_21758	MOUSE24295, MOUSE24293, MOUSE24296, MOUSE24294, MOUSE50919, MOUSE50920, MOUSE50917
OG0000755	bflo_13054	MOUSE12361, MOUSE08954, MOUSE08955, MOUSE08952
OG0000756	bflo_01257	MOUSE13691
OG0000757	bflo_20811	MOUSE46249, MOUSE46248
OG0000757	bflo_18826, bflo_04296	MOUSE22247, MOUSE22248
OG0000758	bflo_01097	MOUSE34388, MOUSE13666, MOUSE13663, MOUSE13662, MOUSE13667, MOUSE13664, MOUSE13661, MOUSE13658, MOUSE13659, MOUSE13668, MOUSE13665, MOUSE13660, MOUSE13669, MOUSE06777, MOUSE06779, MOUSE06780, MOUSE06778
OG0000759	bflo_02579, bflo_02659	MOUSE35556, MOUSE35553, MOUSE35552, MOUSE35554, MOUSE23327, MOUSE23328
OG0000760	bflo_11514	MOUSE41207, MOUSE11238, MOUSE41211, MOUSE41208, MOUSE41206, MOUSE41210, MOUSE41204, MOUSE41203, MOUSE41205, MOUSE41209, MOUSE11235, MOUSE11234, MOUSE11233, MOUSE11232, MOUSE11236
OG0000761	bflo_16367	MOUSE26055, MOUSE26056, MOUSE18487, MOUSE23696, MOUSE23693, MOUSE23695, MOUSE23694, MOUSE23692
OG0000762	bflo_02491, bflo_02535	MOUSE39900, MOUSE14916, MOUSE14919, MOUSE14917, MOUSE26582, MOUSE26581, MOUSE26580, MOUSE26579, MOUSE26583, MOUSE39898, MOUSE39901, MOUSE39903, MOUSE39902, MOUSE39899, MOUSE39896, MOUSE39897
OG0000763	bflo_06587	MOUSE30407, MOUSE19448, MOUSE19447, MOUSE48537, MOUSE48539, MOUSE48536, MOUSE48535, MOUSE48538, MOUSE19449, MOUSE48540
OG0000764	bflo_11618, bflo_11956, bflo_15881	MOUSE33207, MOUSE25824, MOUSE25825
OG0000765	bflo_08626	MOUSE30890, MOUSE30889, MOUSE37512, MOUSE37513
OG0000766	bflo_05997	MOUSE30247, MOUSE30246, MOUSE30245, MOUSE01575, MOUSE01574, MOUSE01576, MOUSE19531
OG0000767	bflo_14537, bflo_17883	MOUSE27533, MOUSE27537, MOUSE27534, MOUSE28011, MOUSE28012
OG0000768	bflo_12288	MOUSE08553, MOUSE08555, MOUSE11226, MOUSE11225, MOUSE11227
OG0000772	bflo_08683	MOUSE32505, MOUSE32506, MOUSE32503
OG0000774	bflo_25631	MOUSE31336, MOUSE31335, MOUSE31334
OG0000774	bflo_23899	MOUSE32223, MOUSE32222
OG0000774	bflo_11567	MOUSE53571, MOUSE53570, MOUSE53576, MOUSE53579
OG0000775	bflo_25667	MOUSE00528, MOUSE00529, MOUSE00525, MOUSE00526, MOUSE00527, MOUSE00524
OG0000775	bflo_18209, bflo_17805, bflo_18208, bflo_16771, bflo_00359, bflo_15150	MOUSE37373, MOUSE37372, MOUSE37371
OG0000777	bflo_23099	MOUSE06130, MOUSE06129, MOUSE06128
OG0000778	bflo_12322, bflo_00934	MOUSE29903, MOUSE29902, MOUSE35020
OG0000779	bflo_16829	MOUSE25408, MOUSE25407, MOUSE25406
OG0000779	bflo_05592	MOUSE28614, MOUSE28615, MOUSE00255, MOUSE00256, MOUSE21545, MOUSE21544, MOUSE21543
OG0000780	bflo_13962	MOUSE07684
OG0000780	bflo_25174	MOUSE04663, MOUSE04662
OG0000781	bflo_25793, bflo_17209, bflo_17450, bflo_17842	MOUSE32206, MOUSE32205
OG0000782	bflo_25636	MOUSE19835, MOUSE19834, MOUSE19833, MOUSE30860, MOUSE30856, MOUSE30859, MOUSE30857, MOUSE51653, MOUSE51654, MOUSE51651
OG0000784	bflo_22377, bflo_22425	MOUSE29436
OG0000784	bflo_26168, bflo_10268, bflo_09560	MOUSE29124
OG0000786	bflo_21670	MOUSE23571, MOUSE23570, MOUSE31093, MOUSE31089, MOUSE31090, MOUSE01056, MOUSE01055, MOUSE03857
OG0000787	bflo_08501	MOUSE47961, MOUSE47965, MOUSE47964, MOUSE47963, MOUSE47962, MOUSE09494, MOUSE09492, MOUSE09493, MOUSE09491, MOUSE00783, MOUSE00784, MOUSE31692, MOUSE31693, MOUSE31691
OG0000788	bflo_03223	MOUSE27064, MOUSE39394
OG0000788	bflo_02988	MOUSE32425, MOUSE32424, MOUSE32423, MOUSE30472, MOUSE01590
OG0000790	bflo_02731, bflo_14990, bflo_14815, bflo_12986, bflo_12988, bflo_13720, bflo_13722, bflo_14546, bflo_14501, bflo_19845, bflo_14720, bflo_14962, bflo_14502, bflo_14719, bflo_14901, bflo_15345, bflo_08027, bflo_05185, bflo_00279, bflo_10977, bflo_07988, bflo_17093, bflo_08059	MOUSE24841, MOUSE24842, MOUSE24843, MOUSE24844
OG0000791	bflo_18766	MOUSE35519, MOUSE35517, MOUSE35518, MOUSE35520, MOUSE35521, MOUSE14635, MOUSE22542, MOUSE22544, MOUSE22543
OG0000792	bflo_02568	MOUSE39860, MOUSE39859
OG0000792	bflo_20459	MOUSE37419, MOUSE37420, MOUSE37418
OG0000793	bflo_06217	MOUSE30326, MOUSE30328, MOUSE30327, MOUSE10274, MOUSE10275, MOUSE10273, MOUSE51447, MOUSE51446, MOUSE01511, MOUSE51436
OG0000794	bflo_20321, bflo_27324	MOUSE19985, MOUSE19991, MOUSE19988
OG0000795	bflo_15104	MOUSE54169, MOUSE54168
OG0000797	bflo_07471	MOUSE03561
OG0000798	bflo_14240	MOUSE05107, MOUSE05104, MOUSE05105, MOUSE05101, MOUSE05102, MOUSE05103, MOUSE05106, MOUSE05100, MOUSE17009, MOUSE17008, MOUSE17015, MOUSE17007, MOUSE17010, MOUSE17012, MOUSE17013, MOUSE17011, MOUSE17016, MOUSE17014
OG0000799	bflo_10428	MOUSE21207, MOUSE21210, MOUSE21211, MOUSE21206, MOUSE21208, MOUSE21205, MOUSE03180, MOUSE03181, MOUSE03179, MOUSE36189, MOUSE36192, MOUSE36191, MOUSE36190, MOUSE36188, MOUSE27783, MOUSE27782, MOUSE27784
OG0000801	bflo_08310	MOUSE51551, MOUSE51550, MOUSE51549, MOUSE19777, MOUSE19776
OG0000802	bflo_25821, bflo_26295	MOUSE31955, MOUSE31954, MOUSE48794, MOUSE31846, MOUSE01638, MOUSE42681, MOUSE42680, MOUSE11667, MOUSE11668, MOUSE13170, MOUSE13169
OG0000803	bflo_09447	MOUSE45922
OG0000805	bflo_23872, bflo_23871, bflo_22595, bflo_22285, bflo_21225, bflo_22287, bflo_14885	MOUSE32863, MOUSE17768, MOUSE17767, MOUSE17769, MOUSE24026, MOUSE24025, MOUSE29435, MOUSE29434
OG0000809	bflo_25858	MOUSE33314, MOUSE33312, MOUSE33313, MOUSE33310, MOUSE48492, MOUSE48491, MOUSE48490, MOUSE10214, MOUSE33311, MOUSE48489, MOUSE48488, MOUSE10212, MOUSE10213
OG0000810	bflo_25756	MOUSE33430, MOUSE33432, MOUSE33426, MOUSE33428, MOUSE33433, MOUSE33429, MOUSE33431, MOUSE33427
OG0000810	bflo_00231	MOUSE15700, MOUSE53153, MOUSE53154, MOUSE53158
OG0000811	bflo_16577	MOUSE14467, MOUSE14466
OG0000813	bflo_07088	MOUSE00769, MOUSE00766, MOUSE00768, MOUSE00767, MOUSE00765, MOUSE35999
OG0000814	bflo_08334	MOUSE27730
OG0000814	bflo_04758	MOUSE02913
OG0000814	bflo_16736, bflo_08551	MOUSE02912
OG0000815	bflo_21696	MOUSE47502, MOUSE47501, MOUSE47499, MOUSE47498, MOUSE47500
OG0000815	bflo_02427	MOUSE26383, MOUSE26382, MOUSE25143, MOUSE25142
OG0000816	bflo_18431	MOUSE20168, MOUSE03037, MOUSE42824, MOUSE42825, MOUSE42827, MOUSE42826, MOUSE42822, MOUSE42823
OG0000816	bflo_07555	MOUSE31618, MOUSE31619, MOUSE21240
OG0000817	bflo_00856	MOUSE06193, MOUSE02547, MOUSE02548
OG0000817	bflo_07439	MOUSE00951, MOUSE00950
OG0000817	bflo_18969	MOUSE35479, MOUSE35480
OG0000818	bflo_23425	MOUSE44299, MOUSE38656, MOUSE38652, MOUSE06308, MOUSE06309, MOUSE06306, MOUSE06307, MOUSE44296, MOUSE44300, MOUSE38654, MOUSE44295, MOUSE44297, MOUSE44298, MOUSE44293, MOUSE44294
OG0000819	bflo_10524	MOUSE27150
OG0000819	bflo_20956	MOUSE04661
OG0000820	bflo_18733	MOUSE14548, MOUSE14550, MOUSE14549, MOUSE14551
OG0000822	bflo_09872, bflo_09868	MOUSE41834, MOUSE41832, MOUSE41833
OG0000824	bflo_13274	MOUSE03815, MOUSE03814, MOUSE03816, MOUSE03818, MOUSE03817
OG0000825	bflo_15210	MOUSE21894, MOUSE21892, MOUSE21893, MOUSE03373, MOUSE03374
OG0000825	bflo_08984, bflo_09151, bflo_09150	MOUSE02086
OG0000826	bflo_13774	MOUSE28518, MOUSE28520, MOUSE28521, MOUSE28522, MOUSE28519
OG0000827	bflo_18876, bflo_03038, bflo_06200, bflo_05865, bflo_25409	MOUSE32285
OG0000828	bflo_07597	MOUSE52206, MOUSE19456, MOUSE19457
OG0000828	bflo_20839	MOUSE37921, MOUSE37922, MOUSE37919
OG0000829	bflo_10600, bflo_10308	MOUSE51529, MOUSE19495
OG0000829	bflo_10699	MOUSE21109, MOUSE21110, MOUSE12776, MOUSE40370, MOUSE40369
OG0000830	bflo_23192	MOUSE14043
OG0000830	bflo_13253	MOUSE26973
OG0000831	bflo_25792	MOUSE33690, MOUSE33691, MOUSE33689, MOUSE33688
OG0000832	bflo_00071, bflo_00076	MOUSE33345
OG0000833	bflo_25237	MOUSE47468, MOUSE50443, MOUSE50445, MOUSE33083, MOUSE33090, MOUSE33085, MOUSE33086, MOUSE33089, MOUSE33084, MOUSE33087, MOUSE33088, MOUSE33457, MOUSE33462, MOUSE33458, MOUSE33459, MOUSE33460, MOUSE33456, MOUSE33461
OG0000834	bflo_02857	MOUSE14809, MOUSE14808, MOUSE05405, MOUSE02885, MOUSE22470, MOUSE22474, MOUSE22469, MOUSE22473, MOUSE22467, MOUSE22468, MOUSE22472, MOUSE22471
OG0000835	bflo_03284	MOUSE45890, MOUSE45889, MOUSE41268, MOUSE41271, MOUSE41264, MOUSE41269
OG0000836	bflo_07996, bflo_08141, bflo_07459	MOUSE51876, MOUSE51875, MOUSE51874
OG0000837	bflo_00035, bflo_12566	MOUSE52078, MOUSE52077
OG0000837	bflo_01440, bflo_15081, bflo_01439	MOUSE52076, MOUSE29173
OG0000838	bflo_09519, bflo_10354	MOUSE31130, MOUSE31129, MOUSE31127, MOUSE31125, MOUSE01853
OG0000838	bflo_20447, bflo_26407, bflo_21734	MOUSE01854, MOUSE42254, MOUSE42253
OG0000841	bflo_13469	MOUSE49333, MOUSE49334, MOUSE49330, MOUSE49335, MOUSE49336, MOUSE49331, MOUSE49332, MOUSE13927, MOUSE13926, MOUSE13932, MOUSE13929, MOUSE13928, MOUSE13931, MOUSE13930, MOUSE13933, MOUSE13934, MOUSE00701, MOUSE00702, MOUSE00700
OG0000842	bflo_26481	MOUSE49622, MOUSE49623, MOUSE09830, MOUSE23188, MOUSE23187, MOUSE18508, MOUSE23238, MOUSE05563, MOUSE39641
OG0000844	bflo_24153	MOUSE34589, MOUSE34590, MOUSE34593, MOUSE34592, MOUSE15465, MOUSE15466, MOUSE15467, MOUSE39588, MOUSE39585, MOUSE39586, MOUSE39589, MOUSE39587, MOUSE39590, MOUSE39591
OG0000845	bflo_18108	MOUSE53651, MOUSE54868, MOUSE54869, MOUSE54867, MOUSE16513, MOUSE54870, MOUSE53652, MOUSE53653
OG0000845	bflo_17447	MOUSE44981, MOUSE44983
OG0000847	bflo_21169	MOUSE03824, MOUSE03827, MOUSE03826, MOUSE03825
OG0000847	bflo_20471	MOUSE15209, MOUSE46317, MOUSE46313, MOUSE46314, MOUSE46315, MOUSE46316
OG0000848	bflo_07381	MOUSE51667, MOUSE19811, MOUSE19814, MOUSE19815, MOUSE19810, MOUSE51669
OG0000849	bflo_02361	MOUSE31000, MOUSE30998, MOUSE30997, MOUSE45859, MOUSE45858
OG0000850	bflo_25536	MOUSE33425, MOUSE33423, MOUSE33422, MOUSE33424
OG0000850	bflo_08991	MOUSE20959
OG0000851	bflo_14102	MOUSE21881, MOUSE21886, MOUSE21884, MOUSE21885, MOUSE21878, MOUSE21877, MOUSE21880, MOUSE21879, MOUSE21883, MOUSE21882, MOUSE48757, MOUSE48751, MOUSE48756, MOUSE48754, MOUSE48752, MOUSE48755
OG0000852	bflo_13268	MOUSE28548, MOUSE28549, MOUSE28544, MOUSE28546, MOUSE28547, MOUSE28545, MOUSE19077
OG0000855	bflo_16604, bflo_04853, bflo_16597	MOUSE04906
OG0000856	bflo_08358	MOUSE31176, MOUSE31178, MOUSE31177, MOUSE31179, MOUSE31180, MOUSE31184, MOUSE19114
OG0000857	bflo_03314	MOUSE17281, MOUSE17282, MOUSE17280, MOUSE41554, MOUSE41553, MOUSE45900, MOUSE45901, MOUSE45907, MOUSE45904, MOUSE45905, MOUSE45902, MOUSE45906
OG0000858	bflo_10644, bflo_11464	MOUSE39438
OG0000858	bflo_03553	MOUSE17374, MOUSE50676, MOUSE50675
OG0000859	bflo_06258	MOUSE30273, MOUSE30268, MOUSE30267, MOUSE30269, MOUSE30270, MOUSE30271, MOUSE30262, MOUSE30266, MOUSE30265, MOUSE44682, MOUSE10352, MOUSE10353, MOUSE47359
OG0000860	bflo_15791	MOUSE18498, MOUSE18497, MOUSE18499, MOUSE18501, MOUSE25687, MOUSE25692, MOUSE25691, MOUSE25690, MOUSE25694, MOUSE25695, MOUSE25689, MOUSE25697, MOUSE25688, MOUSE25693, MOUSE25696, MOUSE25698, MOUSE25700, MOUSE25699, MOUSE31411, MOUSE31410, MOUSE31412
OG0000861	bflo_20852, bflo_20859, bflo_20860, bflo_21098, bflo_12911, bflo_22390, bflo_22416, bflo_02704, bflo_02426, bflo_06512	MOUSE13470, MOUSE13471
OG0000863	bflo_10601	MOUSE32148
OG0000866	bflo_04437	MOUSE39014, MOUSE39015
OG0000868	bflo_17556	MOUSE55230, MOUSE08090
OG0000869	bflo_24265	MOUSE35155, MOUSE35154, MOUSE35153, MOUSE35152
OG0000869	bflo_25732	MOUSE13194, MOUSE13195
OG0000870	bflo_17767	MOUSE06045
OG0000871	bflo_17545	MOUSE53990, MOUSE53988, MOUSE53989
OG0000871	bflo_10176	MOUSE21316, MOUSE21314
OG0000872	bflo_03017	MOUSE19954, MOUSE19956, MOUSE19957, MOUSE19958, MOUSE19955
OG0000873	bflo_01487	MOUSE48613, MOUSE32378, MOUSE32379, MOUSE32372, MOUSE32374, MOUSE32375, MOUSE32373, MOUSE32376, MOUSE48611, MOUSE48610, MOUSE32377, MOUSE48614, MOUSE51970
OG0000874	bflo_14069	MOUSE30095, MOUSE30096, MOUSE30097, MOUSE45656, MOUSE45655, MOUSE45657
OG0000874	bflo_12681	MOUSE53137
OG0000875	bflo_01017	MOUSE13832, MOUSE13831, MOUSE13833, MOUSE13830, MOUSE13824, MOUSE13829, MOUSE13825, MOUSE13828
OG0000875	bflo_19415	MOUSE22319, MOUSE22321
OG0000877	bflo_12965, bflo_12968	MOUSE01806, MOUSE01805
OG0000877	bflo_13809	MOUSE28554, MOUSE28556, MOUSE28555, MOUSE28559, MOUSE28557, MOUSE28558
OG0000878	bflo_03682, bflo_03630	MOUSE20493
OG0000878	bflo_02683	MOUSE50484, MOUSE50483
OG0000879	bflo_21594	MOUSE15627, MOUSE15628, MOUSE15626, MOUSE04069, MOUSE04070
OG0000879	bflo_19083, bflo_24230, bflo_18829, bflo_05186	MOUSE14580, MOUSE14582, MOUSE47637, MOUSE00274, MOUSE21746, MOUSE15959, MOUSE15976, MOUSE15492
OG0000881	bflo_15605	MOUSE17831, MOUSE17832, MOUSE17830, MOUSE17829, MOUSE17828, MOUSE17827
OG0000881	bflo_20101	MOUSE04654, MOUSE04657, MOUSE04656
OG0000882	bflo_04158	MOUSE09204, MOUSE09203, MOUSE09205, MOUSE09206, MOUSE09207, MOUSE28916, MOUSE28917, MOUSE28918, MOUSE21667, MOUSE21666, MOUSE21665, MOUSE33971
OG0000883	bflo_07397	MOUSE51721, MOUSE48395
OG0000887	bflo_01743	MOUSE28796, MOUSE28797, MOUSE28798, MOUSE28795, MOUSE28792, MOUSE28789, MOUSE28790, MOUSE28793, MOUSE28794, MOUSE28791
OG0000887	bflo_19302	MOUSE08634, MOUSE08638, MOUSE08636, MOUSE08633, MOUSE08628, MOUSE08632, MOUSE08635, MOUSE08631, MOUSE08630, MOUSE08627, MOUSE08622, MOUSE08626, MOUSE08625, MOUSE08623, MOUSE08624, MOUSE08621
OG0000888	bflo_05832	MOUSE30870, MOUSE01355
OG0000888	bflo_07374	MOUSE40267, MOUSE40264, MOUSE40268, MOUSE40272, MOUSE40265
OG0000888	bflo_19321	MOUSE30871
OG0000889	bflo_12593	MOUSE18628
OG0000889	bflo_21142	MOUSE26653, MOUSE46319, MOUSE46321, MOUSE04967, MOUSE15211, MOUSE15213, MOUSE15214, MOUSE15212, MOUSE46320, MOUSE26654
OG0000890	bflo_18043	MOUSE16345, MOUSE16349
OG0000893	bflo_24157, bflo_24156, bflo_22075, bflo_24701, bflo_23931	MOUSE52671, MOUSE52670, MOUSE52659, MOUSE52660, MOUSE52662, MOUSE39147, MOUSE39146, MOUSE39145, MOUSE39144, MOUSE52664, MOUSE52665, MOUSE52666, MOUSE52663
OG0000894	bflo_14750	MOUSE48713, MOUSE48715, MOUSE48714
OG0000894	bflo_23023	MOUSE14107, MOUSE14108, MOUSE38541, MOUSE38542
OG0000895	bflo_06958, bflo_08034	MOUSE19640, MOUSE19639
OG0000895	bflo_05916	MOUSE23162, MOUSE23163, MOUSE44669, MOUSE44668
OG0000896	bflo_13131	MOUSE47301, MOUSE47302, MOUSE47299, MOUSE47300
OG0000896	bflo_09970	MOUSE24632, MOUSE24633, MOUSE20216, MOUSE20214, MOUSE20218, MOUSE20215, MOUSE20219, MOUSE20220, MOUSE20217, MOUSE20212, MOUSE20213
OG0000897	bflo_11434	MOUSE14410, MOUSE14409, MOUSE14408
OG0000897	bflo_11945, bflo_11590, bflo_11740	MOUSE31064, MOUSE31062, MOUSE31060, MOUSE31063
OG0000898	bflo_12625, bflo_26024	MOUSE31373, MOUSE31375, MOUSE31374
OG0000899	bflo_14337	MOUSE45307, MOUSE45306, MOUSE45295, MOUSE45299, MOUSE45300, MOUSE36251, MOUSE19363
OG0000904	bflo_13183	MOUSE41151, MOUSE41152, MOUSE41148, MOUSE03385, MOUSE03384, MOUSE54890, MOUSE00887, MOUSE00886
OG0000906	bflo_15863	MOUSE17633, MOUSE17632, MOUSE17634, MOUSE25430, MOUSE25426, MOUSE25429, MOUSE25431, MOUSE25428, MOUSE25427
OG0000906	bflo_17920	MOUSE25436
OG0000906	bflo_19022	MOUSE25435, MOUSE25434
OG0000907	bflo_25628	MOUSE31312, MOUSE31311
OG0000908	bflo_09711, bflo_09707, bflo_08871	MOUSE21442, MOUSE48364
OG0000908	bflo_08596	MOUSE11435
OG0000908	bflo_08131	MOUSE48365
OG0000909	bflo_18377	MOUSE18098, MOUSE18107, MOUSE18106, MOUSE18102, MOUSE18103, MOUSE18101, MOUSE18099, MOUSE18100, MOUSE18104, MOUSE16369, MOUSE16368, MOUSE16367, MOUSE34339, MOUSE34338
OG0000911	bflo_00891, bflo_00957	MOUSE05530, MOUSE05534, MOUSE05531
OG0000911	bflo_12997	MOUSE05532, MOUSE05533, MOUSE22069, MOUSE22072
OG0000912	bflo_09112	MOUSE40561, MOUSE40562, MOUSE21320, MOUSE21322, MOUSE21321, MOUSE09521, MOUSE35888, MOUSE35887
OG0000912	bflo_20621	MOUSE04469, MOUSE04468
OG0000913	bflo_14588	MOUSE03584, MOUSE03581, MOUSE03586, MOUSE03585, MOUSE50198, MOUSE50196, MOUSE50197
OG0000914	bflo_10973	MOUSE17296, MOUSE35445, MOUSE35444
OG0000915	bflo_12273	MOUSE54287, MOUSE54285, MOUSE54291, MOUSE54289, MOUSE54283, MOUSE54284, MOUSE54288, MOUSE54292, MOUSE54286, MOUSE02322, MOUSE40925, MOUSE40924, MOUSE23439, MOUSE23438, MOUSE23437, MOUSE23435, MOUSE02320, MOUSE02321
OG0000916	bflo_26245, bflo_16703, bflo_25616, bflo_13633	MOUSE31844, MOUSE31845
OG0000921	bflo_15652	MOUSE23881, MOUSE23879, MOUSE23880
OG0000923	bflo_02952	MOUSE26356, MOUSE26357
OG0000923	bflo_02648	MOUSE02431, MOUSE02432, MOUSE02428, MOUSE26100, MOUSE26096, MOUSE26101
OG0000925	bflo_09205	MOUSE10575, MOUSE10576
OG0000925	bflo_22447	MOUSE55432, MOUSE24719, MOUSE53700
OG0000926	bflo_09210	MOUSE17360
OG0000926	bflo_13640	MOUSE13338
OG0000927	bflo_22432	MOUSE29419, MOUSE29420, MOUSE54617, MOUSE54620, MOUSE54619, MOUSE04094, MOUSE54618, MOUSE04095
OG0000928	bflo_05985	MOUSE48561, MOUSE48564, MOUSE48560, MOUSE48562, MOUSE48563, MOUSE51589, MOUSE51590, MOUSE51591
OG0000929	bflo_17125	MOUSE38764, MOUSE00532, MOUSE34224, MOUSE34223
OG0000931	bflo_08954	MOUSE27857
OG0000932	bflo_19999	MOUSE37684, MOUSE38275, MOUSE38276, MOUSE38278, MOUSE38274, MOUSE38277
OG0000934	bflo_04490	MOUSE12520, MOUSE12519, MOUSE12516, MOUSE12517, MOUSE00090
OG0000935	bflo_19247	MOUSE47477, MOUSE47478, MOUSE44606, MOUSE44607, MOUSE30728, MOUSE30730, MOUSE30727, MOUSE30729, MOUSE14697, MOUSE14695, MOUSE14698, MOUSE14700, MOUSE14696, MOUSE14699, MOUSE26344, MOUSE26343
OG0000938	bflo_16013	MOUSE15575, MOUSE15574, MOUSE20365, MOUSE20366, MOUSE20367, MOUSE20371, MOUSE20370
OG0000938	bflo_25802, bflo_25457, bflo_25455, bflo_25454, bflo_25452, bflo_25458, bflo_25453	MOUSE30079
OG0000940	bflo_14573	MOUSE32750, MOUSE32751
OG0000943	bflo_20510	MOUSE20500, MOUSE37971, MOUSE37975, MOUSE37977, MOUSE37972, MOUSE37973, MOUSE37974, MOUSE37976
OG0000944	bflo_14426	MOUSE12531, MOUSE12532, MOUSE48058, MOUSE54692
OG0000945	bflo_13705, bflo_12713	MOUSE49368
OG0000946	bflo_03784, bflo_04905	MOUSE23647
OG0000946	bflo_04391	MOUSE47231, MOUSE47232, MOUSE01829
OG0000947	bflo_00205	MOUSE26132, MOUSE53230, MOUSE53231, MOUSE53229
OG0000947	bflo_00170	MOUSE53163, MOUSE53164
OG0000949	bflo_17563	MOUSE25328, MOUSE25327, MOUSE17718, MOUSE16365, MOUSE16366, MOUSE34340, MOUSE18097
OG0000950	bflo_19953	MOUSE05009, MOUSE05008, MOUSE05006, MOUSE05007, MOUSE05010, MOUSE37986, MOUSE37985, MOUSE37987, MOUSE37984
OG0000951	bflo_05064	MOUSE30814, MOUSE30813, MOUSE30815, MOUSE44527, MOUSE44526
OG0000951	bflo_27253	MOUSE00218, MOUSE00217, MOUSE00216
OG0000952	bflo_14821	MOUSE36817, MOUSE36818, MOUSE36819, MOUSE36816
OG0000952	bflo_14818	MOUSE03207, MOUSE36821
OG0000953	bflo_22870, bflo_26077, bflo_25794, bflo_25795, bflo_22979	MOUSE13258
OG0000953	bflo_24078	MOUSE13744, MOUSE13741, MOUSE13743, MOUSE13742, MOUSE13740, MOUSE34903, MOUSE34902
OG0000954	bflo_13257	MOUSE22495, MOUSE22494, MOUSE22493
OG0000954	bflo_23747	MOUSE17098, MOUSE17097, MOUSE17096, MOUSE16993, MOUSE16991, MOUSE16987, MOUSE16992, MOUSE16989, MOUSE16988, MOUSE16990
OG0000955	bflo_25651	MOUSE32358
OG0000955	bflo_14322	MOUSE29654, MOUSE29652, MOUSE29653
OG0000957	bflo_03309	MOUSE01613, MOUSE01614, MOUSE13268, MOUSE13267, MOUSE13270
OG0000958	bflo_03727, bflo_03728, bflo_03019, bflo_04824, bflo_03729, bflo_01686, bflo_03214	MOUSE09358, MOUSE09360, MOUSE09359, MOUSE41232, MOUSE41231
OG0000960	bflo_12512	MOUSE49548, MOUSE49547, MOUSE49545, MOUSE49546, MOUSE13626, MOUSE13629, MOUSE13627, MOUSE13628
OG0000963	bflo_07262	MOUSE01418, MOUSE01419, MOUSE01420
OG0000963	bflo_03565	MOUSE10592, MOUSE33400
OG0000965	bflo_08576	MOUSE36703, MOUSE36704, MOUSE36705
OG0000965	bflo_13018	MOUSE12247, MOUSE12246
OG0000966	bflo_20263	MOUSE04816, MOUSE04817, MOUSE04814, MOUSE04815, MOUSE04813, MOUSE04812, MOUSE37774, MOUSE37775
OG0000967	bflo_04354	MOUSE47762, MOUSE47763
OG0000967	bflo_07239	MOUSE20877
OG0000968	bflo_20978	MOUSE01895, MOUSE01897, MOUSE01894, MOUSE01893, MOUSE44458, MOUSE44459, MOUSE44457
OG0000969	bflo_04468, bflo_19187, bflo_18840, bflo_18841, bflo_21704, bflo_19041, bflo_18838, bflo_04477, bflo_06432, bflo_19042, bflo_19037, bflo_21707, bflo_21697, bflo_24882, bflo_18839	MOUSE35290
OG0000970	bflo_20773	MOUSE15306, MOUSE15307
OG0000972	bflo_20769, bflo_20771, bflo_20770, bflo_25828	MOUSE50146, MOUSE50147, MOUSE37982, MOUSE37981, MOUSE37983
OG0000972	bflo_08143	MOUSE12807
OG0000973	bflo_16704, bflo_16388, bflo_16373, bflo_16375, bflo_16376, bflo_16391, bflo_16380, bflo_16361, bflo_16379, bflo_16384, bflo_16707	MOUSE17695
OG0000974	bflo_01162, bflo_20847	MOUSE03615, MOUSE03614, MOUSE03613
OG0000976	bflo_21693, bflo_22585, bflo_21856, bflo_21904, bflo_22532	MOUSE18381
OG0000977	bflo_12600	MOUSE24545, MOUSE24544, MOUSE24543
OG0000978	bflo_13255	MOUSE10016, MOUSE10015, MOUSE28748, MOUSE28746, MOUSE28747, MOUSE49417, MOUSE49416, MOUSE27348, MOUSE27347, MOUSE27345, MOUSE27346, MOUSE27349
OG0000979	bflo_08836, bflo_13441, bflo_13442, bflo_13947, bflo_19019, bflo_13644, bflo_12775, bflo_13329, bflo_13369	MOUSE21300, MOUSE21301, MOUSE21299
OG0000981	bflo_05697	MOUSE10265, MOUSE10264, MOUSE19932
OG0000984	bflo_06233	MOUSE10080, MOUSE10081
OG0000984	bflo_15679	MOUSE23728, MOUSE23729, MOUSE23730
OG0000985	bflo_07499	MOUSE21243, MOUSE21242, MOUSE21241, MOUSE48352, MOUSE48347, MOUSE48349, MOUSE48348, MOUSE48345, MOUSE48346, MOUSE48351, MOUSE48350, MOUSE19222, MOUSE19221, MOUSE19220, MOUSE19219
OG0000987	bflo_02033	MOUSE08586, MOUSE08587, MOUSE14584, MOUSE01245
OG0000988	bflo_15623	MOUSE25852, MOUSE25848, MOUSE25676, MOUSE25677, MOUSE25678, MOUSE25675, MOUSE25679
OG0000992	bflo_22932	MOUSE06252
OG0000992	bflo_09287	MOUSE32208, MOUSE34367, MOUSE34366, MOUSE34368, MOUSE34369
OG0000993	bflo_00226, bflo_26569, bflo_00227	MOUSE22406
OG0000994	bflo_01641	MOUSE32211, MOUSE32210
OG0000994	bflo_10212	MOUSE40530, MOUSE40529
OG0000995	bflo_22708	MOUSE14071, MOUSE14070, MOUSE14069, MOUSE14068, MOUSE14067, MOUSE14072, MOUSE03731, MOUSE03733, MOUSE03734, MOUSE03735, MOUSE03736, MOUSE03737, MOUSE03732
