Orthogroup	BRAFL	CAEEL
OG0000976	bflo_21557	CAEEL12118
OG0000977	bflo_13836, bflo_12600, bflo_00630, bflo_19025, bflo_19017	CAEEL07521
OG0000979	bflo_08836, bflo_13441, bflo_13442, bflo_13947, bflo_19019, bflo_13644, bflo_12775, bflo_13329, bflo_13369	CAEEL17012, CAEEL08335, CAEEL08336, CAEEL08175, CAEEL06649
OG0000982	bflo_07681	CAEEL00871
OG0000984	bflo_06233	CAEEL00142
OG0000985	bflo_07499	CAEEL11989
OG0000987	bflo_02033	CAEEL18448
OG0000988	bflo_15623	CAEEL12259, CAEEL12260, CAEEL05294
OG0000992	bflo_22932	CAEEL04373
OG0000994	bflo_01641	CAEEL01877
OG0000994	bflo_10212	CAEEL05339, CAEEL08529
OG0000995	bflo_22708	CAEEL01961
OG0000997	bflo_15516	CAEEL07413, CAEEL06202
OG0000998	bflo_17960	CAEEL11817
OG0000999	bflo_20871, bflo_03341	CAEEL12779, CAEEL06159
OG0001002	bflo_15982, bflo_10399, bflo_04098	CAEEL07056, CAEEL14828, CAEEL19782, CAEEL15732
OG0001004	bflo_26280	CAEEL04943
OG0001005	bflo_10085	CAEEL01384
OG0001006	bflo_04350	CAEEL08218, CAEEL00364, CAEEL10732
OG0001009	bflo_23339	CAEEL20001
OG0001013	bflo_23910, bflo_22623, bflo_23653, bflo_22743, bflo_23440	CAEEL16541
OG0001015	bflo_23858	CAEEL16067, CAEEL20263
OG0001016	bflo_19435	CAEEL09313
OG0001016	bflo_00910	CAEEL08789, CAEEL11986
OG0001017	bflo_00667	CAEEL09308
OG0001018	bflo_17983, bflo_02467, bflo_02601, bflo_13307, bflo_24232	CAEEL00183
OG0001018	bflo_23920	CAEEL07047
OG0001022	bflo_21941	CAEEL06254, CAEEL20075, CAEEL20775
OG0001023	bflo_03026	CAEEL05078
OG0001024	bflo_04903	CAEEL11623
OG0001029	bflo_13219	CAEEL01262
OG0001030	bflo_05876, bflo_05907	CAEEL11812
OG0001031	bflo_07447	CAEEL12448
OG0001032	bflo_16280	CAEEL20070, CAEEL15717
OG0001033	bflo_20841	CAEEL10717
OG0001034	bflo_18574, bflo_18588	CAEEL07054, CAEEL07055
OG0001036	bflo_01100	CAEEL18611
OG0001038	bflo_10779	CAEEL20450
OG0001039	bflo_08311	CAEEL08415
OG0001039	bflo_11607	CAEEL10624
OG0001042	bflo_11460, bflo_27000	CAEEL09943
OG0001046	bflo_23288	CAEEL19183
OG0001050	bflo_23753, bflo_21612	CAEEL14076, CAEEL15706
OG0001052	bflo_07579, bflo_08590	CAEEL09647, CAEEL10987
OG0001053	bflo_19733	CAEEL07572
OG0001053	bflo_08662	CAEEL09742
OG0001058	bflo_10254	CAEEL19015
OG0001059	bflo_04773	CAEEL00192
OG0001060	bflo_14877	CAEEL15786
OG0001062	bflo_26106	CAEEL08101
OG0001063	bflo_10992	CAEEL15713, CAEEL15714
OG0001063	bflo_20437, bflo_20436, bflo_09032	CAEEL08167
OG0001066	bflo_07352	CAEEL12576
OG0001072	bflo_20583	CAEEL08406
OG0001075	bflo_01789	CAEEL11648, CAEEL18873
OG0001076	bflo_14398	CAEEL07541
OG0001077	bflo_09727	CAEEL18659
OG0001078	bflo_10417	CAEEL19295
OG0001079	bflo_11561	CAEEL10503
OG0001080	bflo_06623	CAEEL08359
OG0001082	bflo_19096	CAEEL19080, CAEEL19079, CAEEL09741
OG0001083	bflo_10562	CAEEL06682
OG0001084	bflo_04559	CAEEL01831
OG0001085	bflo_11120	CAEEL09995, CAEEL09996
OG0001086	bflo_05720	CAEEL07731
OG0001091	bflo_26460	CAEEL07358
OG0001092	bflo_15467	CAEEL07387
OG0001093	bflo_02494	CAEEL00638, CAEEL00637
OG0001094	bflo_10325	CAEEL13053, CAEEL13054
OG0001095	bflo_26605, bflo_00827, bflo_26602	CAEEL07595
OG0001096	bflo_20939, bflo_07578, bflo_24946, bflo_25111	CAEEL04621, CAEEL17752
OG0001102	bflo_23676, bflo_01832, bflo_15231	CAEEL08853
OG0001103	bflo_01225	CAEEL18815
OG0001104	bflo_00423	CAEEL09176, CAEEL09177
OG0001104	bflo_01201	CAEEL20081
OG0001107	bflo_22127	CAEEL18427
OG0001108	bflo_00378, bflo_22556, bflo_20433	CAEEL09307
OG0001109	bflo_14803, bflo_14804	CAEEL14851, CAEEL20028, CAEEL14852, CAEEL14853, CAEEL13761, CAEEL14859, CAEEL09898, CAEEL19118
OG0001112	bflo_22501	CAEEL19902, CAEEL19901
OG0001113	bflo_14797	CAEEL15158
OG0001113	bflo_22426	CAEEL01128
OG0001113	bflo_26422	CAEEL07385
OG0001114	bflo_04550	CAEEL11582, CAEEL01758, CAEEL01759
OG0001117	bflo_18874	CAEEL08762
OG0001118	bflo_10522	CAEEL18824
OG0001119	bflo_01654	CAEEL14710
OG0001122	bflo_25445, bflo_21345, bflo_22560, bflo_21222, bflo_22488	CAEEL18238
OG0001124	bflo_23639, bflo_10476	CAEEL08814
OG0001126	bflo_21937	CAEEL04859
OG0001127	bflo_19589	CAEEL07664
OG0001130	bflo_06407, bflo_04255	CAEEL00952, CAEEL00232
OG0001130	bflo_05983	CAEEL00767
OG0001131	bflo_25190	CAEEL14208
OG0001132	bflo_06192	CAEEL04290
OG0001133	bflo_25491	CAEEL11294
OG0001137	bflo_23646	CAEEL04790
OG0001138	bflo_00349, bflo_14068, bflo_00161	CAEEL07800, CAEEL07799
OG0001139	bflo_22593	CAEEL06928, CAEEL15457
OG0001140	bflo_06370	CAEEL14389
OG0001141	bflo_03254	CAEEL01107, CAEEL01106
OG0001142	bflo_01437	CAEEL12657
OG0001143	bflo_07319	CAEEL01013
OG0001148	bflo_18428, bflo_17694, bflo_17724, bflo_27225, bflo_17202, bflo_17203, bflo_12826, bflo_12827	CAEEL13935, CAEEL13934, CAEEL01993
OG0001156	bflo_18549	CAEEL20728
OG0001158	bflo_13300, bflo_11159	CAEEL00147
OG0001159	bflo_01554, bflo_01553	CAEEL07987, CAEEL18966
OG0001160	bflo_09781, bflo_25996, bflo_26928, bflo_09780	CAEEL16381, CAEEL20121
OG0001161	bflo_08066	CAEEL00221
OG0001162	bflo_17404	CAEEL18096
OG0001163	bflo_06913, bflo_07427	CAEEL11823, CAEEL14454, CAEEL17374
OG0001164	bflo_21084	CAEEL07306
OG0001165	bflo_01574	CAEEL19696
OG0001167	bflo_16326	CAEEL04546
OG0001168	bflo_20423, bflo_20474, bflo_13463	CAEEL02000
OG0001171	bflo_05953	CAEEL20677
OG0001172	bflo_02862	CAEEL13596
OG0001172	bflo_02443	CAEEL01942
OG0001173	bflo_06950	CAEEL15708
OG0001173	bflo_04050	CAEEL14248
OG0001175	bflo_00560, bflo_02898	CAEEL15152, CAEEL14463, CAEEL15032, CAEEL15031, CAEEL06075, CAEEL10718
OG0001176	bflo_07517	CAEEL11466
OG0001177	bflo_20551, bflo_01608	CAEEL08262, CAEEL18706
OG0001178	bflo_25556	CAEEL05306
OG0001179	bflo_13368, bflo_13513	CAEEL07894, CAEEL04651, CAEEL04194, CAEEL05939
OG0001180	bflo_06469, bflo_06718, bflo_05047	CAEEL13860, CAEEL19829, CAEEL12500, CAEEL16391
OG0001180	bflo_06736, bflo_00350	CAEEL00751
OG0001181	bflo_18914	CAEEL08327
OG0001184	bflo_15772	CAEEL20576
OG0001184	bflo_09793	CAEEL19676
OG0001186	bflo_12657	CAEEL00480
OG0001186	bflo_12919	CAEEL09703
OG0001188	bflo_05292	CAEEL14362
OG0001189	bflo_06318	CAEEL01928
OG0001191	bflo_10001	CAEEL09751, CAEEL20476, CAEEL09505
OG0001200	bflo_21205	CAEEL05263
OG0001201	bflo_12759	CAEEL02666
OG0001203	bflo_18138	CAEEL12408
OG0001204	bflo_20309, bflo_20315	CAEEL09132
OG0001205	bflo_15342, bflo_14334	CAEEL06787
OG0001208	bflo_25733	CAEEL10574
OG0001209	bflo_26894	CAEEL00442
OG0001210	bflo_07894	CAEEL06396
OG0001210	bflo_24464, bflo_04429	CAEEL06380
OG0001211	bflo_00897	CAEEL08708, CAEEL01747, CAEEL04910, CAEEL02891, CAEEL08232, CAEEL07906
OG0001213	bflo_10680	CAEEL01138, CAEEL01163, CAEEL01148, CAEEL04429, CAEEL04430
OG0001214	bflo_11103	CAEEL08401
OG0001215	bflo_00807	CAEEL11249
OG0001216	bflo_24683	CAEEL04644
OG0001217	bflo_17953	CAEEL08746
OG0001218	bflo_24854	CAEEL20131, CAEEL14167
OG0001219	bflo_01008	CAEEL20379
OG0001220	bflo_20837	CAEEL07890
OG0001221	bflo_13343	CAEEL13124
OG0001223	bflo_12732	CAEEL02795
OG0001224	bflo_04929	CAEEL07196
OG0001225	bflo_08317	CAEEL02873
OG0001226	bflo_18009	CAEEL02848, CAEEL02849
OG0001230	bflo_16407	CAEEL12987, CAEEL17236, CAEEL15243
OG0001231	bflo_03798	CAEEL15401
OG0001233	bflo_15064	CAEEL03755, CAEEL04189
OG0001234	bflo_14036	CAEEL00806
OG0001236	bflo_24082	CAEEL18476, CAEEL18477, CAEEL05637, CAEEL05588
OG0001238	bflo_06313, bflo_26480	CAEEL05166, CAEEL11182
OG0001239	bflo_10959	CAEEL12011
OG0001241	bflo_06240	CAEEL01749
OG0001241	bflo_21597	CAEEL19375
OG0001243	bflo_08723	CAEEL01806
OG0001244	bflo_00021, bflo_08831, bflo_11777, bflo_11002, bflo_06939, bflo_21548, bflo_16495	CAEEL12407
OG0001247	bflo_12136	CAEEL10570
OG0001248	bflo_00177	CAEEL08830
OG0001249	bflo_25407, bflo_25542	CAEEL06406
OG0001250	bflo_23893	CAEEL18712
OG0001251	bflo_13478	CAEEL01802
OG0001252	bflo_25844	CAEEL05030
OG0001253	bflo_11668, bflo_06734	CAEEL10888, CAEEL10887
OG0001254	bflo_16683	CAEEL00935
OG0001256	bflo_27204, bflo_17356	CAEEL01426, CAEEL01244, CAEEL01245, CAEEL09738, CAEEL10917, CAEEL07997
OG0001261	bflo_27125, bflo_14339	CAEEL07850
OG0001262	bflo_15864	CAEEL15249, CAEEL20627
OG0001266	bflo_05858, bflo_18162	CAEEL20839, CAEEL20838
OG0001266	bflo_05662	CAEEL07143
OG0001267	bflo_20420	CAEEL14111
OG0001268	bflo_06467, bflo_11029	CAEEL11342
OG0001270	bflo_23365, bflo_11730, bflo_22891	CAEEL01959
OG0001271	bflo_11260, bflo_18970	CAEEL08717, CAEEL00634
OG0001272	bflo_20203	CAEEL07720, CAEEL09293
OG0001274	bflo_15721	CAEEL20835, CAEEL00917, CAEEL15316, CAEEL07981
OG0001278	bflo_02941, bflo_01205	CAEEL20013
OG0001279	bflo_08526	CAEEL15321, CAEEL15322, CAEEL20353
OG0001280	bflo_05584	CAEEL00726
OG0001281	bflo_06100	CAEEL05459
OG0001282	bflo_26722, bflo_03069	CAEEL04296
OG0001284	bflo_19270	CAEEL08223
OG0001284	bflo_06254	CAEEL01272
OG0001285	bflo_10129	CAEEL06501
OG0001286	bflo_10170, bflo_26942	CAEEL20246
OG0001287	bflo_14817	CAEEL16475
OG0001288	bflo_05097, bflo_05036, bflo_13536, bflo_05095, bflo_05094, bflo_05652, bflo_15808, bflo_06118	CAEEL18355
OG0001290	bflo_05691	CAEEL12279
OG0001291	bflo_08573	CAEEL11483
OG0001292	bflo_18759	CAEEL07942
OG0001293	bflo_20495	CAEEL07048
OG0001294	bflo_18510	CAEEL15893
OG0001296	bflo_12324	CAEEL00003, CAEEL14758
OG0001300	bflo_05337, bflo_26790, bflo_20405	CAEEL09562
OG0001302	bflo_25165	CAEEL01736
OG0001302	bflo_08709	CAEEL12633
OG0001304	bflo_13694	CAEEL00728
OG0001305	bflo_15741	CAEEL19700
OG0001306	bflo_25980	CAEEL05042
OG0001306	bflo_16344	CAEEL06741
OG0001310	bflo_20260	CAEEL16286
OG0001315	bflo_23287	CAEEL20540
OG0001318	bflo_03324	CAEEL06153
OG0001318	bflo_04124	CAEEL02686
OG0001319	bflo_21304	CAEEL15967
OG0001320	bflo_10273	CAEEL02958
OG0001320	bflo_05629	CAEEL05842, CAEEL10256, CAEEL08614, CAEEL15241, CAEEL08907
OG0001323	bflo_19666	CAEEL15888
OG0001325	bflo_13293	CAEEL12980
OG0001326	bflo_09218	CAEEL18463, CAEEL12672, CAEEL19447
OG0001327	bflo_11384	CAEEL12070
OG0001329	bflo_08763, bflo_14333	CAEEL03625, CAEEL07934
OG0001330	bflo_20123	CAEEL07772
OG0001333	bflo_09852	CAEEL08384, CAEEL10397, CAEEL14152, CAEEL14148, CAEEL14153
OG0001335	bflo_05620	CAEEL01950
OG0001337	bflo_25577	CAEEL08858
OG0001339	bflo_09453	CAEEL01555
OG0001341	bflo_11107	CAEEL12273
OG0001344	bflo_08238, bflo_05567	CAEEL12166
OG0001348	bflo_21574	CAEEL20290
OG0001350	bflo_25719	CAEEL06068
OG0001351	bflo_21262	CAEEL20071, CAEEL20072
OG0001353	bflo_05764	CAEEL07231
OG0001354	bflo_21871	CAEEL18385
OG0001355	bflo_10179	CAEEL19633
OG0001356	bflo_10948	CAEEL10619
OG0001357	bflo_21298	CAEEL15128
OG0001360	bflo_08174	CAEEL17002, CAEEL19681, CAEEL19680
OG0001363	bflo_16521, bflo_16519	CAEEL12526, CAEEL18947, CAEEL08666, CAEEL12684, CAEEL11272
OG0001364	bflo_24323	CAEEL16269
OG0001366	bflo_19736, bflo_19732	CAEEL07140
OG0001367	bflo_16121	CAEEL16176
OG0001368	bflo_20314	CAEEL15247
OG0001369	bflo_11602	CAEEL05836
OG0001370	bflo_05809	CAEEL19838
OG0001370	bflo_18847	CAEEL11201
OG0001372	bflo_25830	CAEEL04824, CAEEL16917
OG0001372	bflo_13574	CAEEL01785
OG0001373	bflo_22620	CAEEL18831
OG0001374	bflo_07194	CAEEL02048
OG0001375	bflo_25517	CAEEL01718
OG0001376	bflo_06943	CAEEL18806
OG0001378	bflo_08974	CAEEL01898
OG0001379	bflo_05155, bflo_21724	CAEEL20800, CAEEL08440
OG0001380	bflo_14218	CAEEL07027
OG0001381	bflo_05646, bflo_05543	CAEEL01510
OG0001383	bflo_16647	CAEEL18479
OG0001387	bflo_21652	CAEEL01449, CAEEL05040, CAEEL06498
OG0001389	bflo_14302	CAEEL06582
OG0001394	bflo_15041	CAEEL16146
OG0001395	bflo_17427, bflo_09664	CAEEL01604
OG0001397	bflo_10128	CAEEL05815, CAEEL05422, CAEEL16780, CAEEL05924, CAEEL19916
OG0001397	bflo_09338	CAEEL19290
OG0001398	bflo_15202	CAEEL14339
OG0001399	bflo_21669, bflo_12579	CAEEL00972
OG0001402	bflo_19487	CAEEL04844, CAEEL04850
OG0001404	bflo_23159	CAEEL15778
OG0001405	bflo_13790	CAEEL00987
OG0001405	bflo_23990	CAEEL02297
OG0001408	bflo_17072	CAEEL19513
OG0001409	bflo_11307	CAEEL02567
OG0001410	bflo_14262	CAEEL16277
OG0001411	bflo_14652	CAEEL07405
OG0001412	bflo_00729	CAEEL09044
OG0001413	bflo_20564	CAEEL08368
OG0001413	bflo_06589	CAEEL04716
OG0001414	bflo_22712, bflo_10760, bflo_10406	CAEEL13823
OG0001415	bflo_21227	CAEEL07146
OG0001418	bflo_26213	CAEEL11722
OG0001421	bflo_21002	CAEEL14241
OG0001422	bflo_00253	CAEEL06778
OG0001423	bflo_16047	CAEEL18493
OG0001424	bflo_06976	CAEEL12121
OG0001425	bflo_06116, bflo_05585	CAEEL12269, CAEEL12270, CAEEL12268, CAEEL12271
OG0001426	bflo_24890	CAEEL06005, CAEEL06004
OG0001428	bflo_24663	CAEEL05279
OG0001429	bflo_17955	CAEEL04279
OG0001430	bflo_10599	CAEEL14236
OG0001431	bflo_26459	CAEEL01932, CAEEL07478
OG0001432	bflo_22992	CAEEL18746
OG0001433	bflo_06374	CAEEL01226
OG0001436	bflo_02923	CAEEL01644, CAEEL01645
OG0001437	bflo_11365, bflo_13730, bflo_13248	CAEEL01346, CAEEL01345
OG0001439	bflo_09385	CAEEL14010
OG0001439	bflo_23356	CAEEL19443
OG0001440	bflo_02819	CAEEL02919
OG0001445	bflo_08938	CAEEL10043, CAEEL10044
OG0001447	bflo_02252	CAEEL00798, CAEEL00797
OG0001449	bflo_06102	CAEEL05216
OG0001452	bflo_05982	CAEEL02837
OG0001454	bflo_14303	CAEEL07513
OG0001455	bflo_25643	CAEEL04493
OG0001459	bflo_09086	CAEEL20135, CAEEL17975
OG0001460	bflo_22004, bflo_21995	CAEEL11040, CAEEL11027
OG0001461	bflo_11066, bflo_10892, bflo_11178, bflo_19369, bflo_21910	CAEEL09368
OG0001462	bflo_14890	CAEEL03309
OG0001464	bflo_02860	CAEEL07180
OG0001465	bflo_24992	CAEEL06490
OG0001466	bflo_04036, bflo_07291	CAEEL00165
OG0001467	bflo_22950, bflo_11088	CAEEL08160, CAEEL08126
OG0001468	bflo_02942	CAEEL01968, CAEEL01966, CAEEL01967
OG0001469	bflo_09303	CAEEL06147
OG0001469	bflo_14078	CAEEL06502
OG0001472	bflo_19444	CAEEL07491
OG0001472	bflo_09223	CAEEL02663
OG0001473	bflo_13907, bflo_23419, bflo_23420	CAEEL15728, CAEEL16017
OG0001474	bflo_23794	CAEEL07328
OG0001475	bflo_24732, bflo_24910	CAEEL05298
OG0001476	bflo_17228	CAEEL00667
OG0001478	bflo_13944, bflo_23859	CAEEL11433
OG0001479	bflo_16721	CAEEL19246, CAEEL09400, CAEEL19245
OG0001480	bflo_02349	CAEEL01047
OG0001482	bflo_20862	CAEEL08859
OG0001484	bflo_12487	CAEEL01076, CAEEL01075
OG0001485	bflo_03776	CAEEL01187
OG0001486	bflo_03322	CAEEL06199
OG0001489	bflo_26167	CAEEL05101
OG0001490	bflo_06679	CAEEL16486
OG0001492	bflo_20319	CAEEL08792
OG0001493	bflo_07049	CAEEL11731
OG0001500	bflo_21478	CAEEL11009
OG0001501	bflo_17919	CAEEL00103
OG0001503	bflo_06788	CAEEL04111
OG0001503	bflo_23876	CAEEL08520
OG0001504	bflo_12663, bflo_20928, bflo_13456	CAEEL05392
OG0001505	bflo_09444, bflo_09445, bflo_09632, bflo_14121, bflo_24098	CAEEL05185, CAEEL08607
OG0001506	bflo_24347, bflo_24797	CAEEL04371
OG0001508	bflo_10335	CAEEL19670
OG0001510	bflo_25624, bflo_04502	CAEEL19165
OG0001512	bflo_08360	CAEEL01283
OG0001513	bflo_00374	CAEEL08114
OG0001515	bflo_24482	CAEEL07598
OG0001516	bflo_25717	CAEEL05831
OG0001517	bflo_11766, bflo_25356	CAEEL20700
OG0001522	bflo_07703, bflo_06545, bflo_06794	CAEEL01881
OG0001523	bflo_09139	CAEEL20306
OG0001524	bflo_13114	CAEEL18987, CAEEL00715
OG0001525	bflo_20724	CAEEL08599, CAEEL13978, CAEEL13977, CAEEL14698, CAEEL08600
OG0001526	bflo_16661	CAEEL19873
OG0001527	bflo_21123	CAEEL08026
OG0001527	bflo_12778	CAEEL02029
OG0001528	bflo_24455	CAEEL20795
OG0001529	bflo_18691	CAEEL01822, CAEEL20748, CAEEL06896
OG0001532	bflo_24051	CAEEL04337, CAEEL04338, CAEEL04294, CAEEL05090
OG0001533	bflo_02142, bflo_02367, bflo_07087	CAEEL01048, CAEEL19033, CAEEL11552
OG0001536	bflo_22446, bflo_16100	CAEEL11259, CAEEL20066, CAEEL20058
OG0001538	bflo_01463	CAEEL15530
OG0001538	bflo_13735, bflo_01432, bflo_00761, bflo_01431	CAEEL14286
OG0001549	bflo_01443	CAEEL18956
OG0001550	bflo_25532	CAEEL12391, CAEEL06493
OG0001551	bflo_11722, bflo_27019	CAEEL13359
OG0001552	bflo_12216	CAEEL09513
OG0001553	bflo_07695	CAEEL10745
OG0001554	bflo_18473	CAEEL00812
OG0001555	bflo_14150, bflo_22388	CAEEL17420, CAEEL04181
OG0001557	bflo_10504	CAEEL09005
OG0001557	bflo_11078	CAEEL09508
OG0001558	bflo_05037	CAEEL05103, CAEEL08374
OG0001559	bflo_13140	CAEEL16062
OG0001560	bflo_08072	CAEEL01011
OG0001561	bflo_11585	CAEEL11007
OG0001562	bflo_24650	CAEEL04167
OG0001565	bflo_17393	CAEEL18401
OG0001567	bflo_24470	CAEEL04524
OG0001568	bflo_23295	CAEEL15339
OG0001569	bflo_21689, bflo_21249, bflo_07290, bflo_26272, bflo_07461, bflo_07460	CAEEL19014, CAEEL18168
OG0001570	bflo_25416	CAEEL11034
OG0001571	bflo_12672	CAEEL18118
OG0001572	bflo_21964	CAEEL00311
OG0001575	bflo_11339	CAEEL09642
OG0001576	bflo_02643	CAEEL00120
OG0001578	bflo_09036	CAEEL10814, CAEEL18928
OG0001580	bflo_12800	CAEEL02579
OG0001581	bflo_05146, bflo_18279, bflo_23926, bflo_07277	CAEEL09430, CAEEL13347, CAEEL16915
OG0001583	bflo_09911	CAEEL19802
OG0001589	bflo_22654	CAEEL18417
OG0001590	bflo_17658, bflo_06753, bflo_25342, bflo_06809	CAEEL15262, CAEEL15263
OG0001593	bflo_07353	CAEEL02963, CAEEL13946
OG0001594	bflo_17592, bflo_12242	CAEEL08545
OG0001596	bflo_11748	CAEEL10536
OG0001597	bflo_19431	CAEEL10283
OG0001599	bflo_22926, bflo_23581	CAEEL20479
OG0001602	bflo_09147	CAEEL18101
OG0001604	bflo_23568, bflo_20603	CAEEL04879
OG0001605	bflo_13484, bflo_14059	CAEEL09382
OG0001606	bflo_07349, bflo_07813	CAEEL14239
OG0001606	bflo_10362	CAEEL15795
OG0001608	bflo_13828	CAEEL02190, CAEEL02191
OG0001609	bflo_21761	CAEEL19774
OG0001609	bflo_10966	CAEEL10790
OG0001610	bflo_01194	CAEEL02035, CAEEL20252
OG0001611	bflo_16854	CAEEL15699
OG0001614	bflo_05850	CAEEL01012
OG0001615	bflo_04085	CAEEL04670
OG0001621	bflo_14954	CAEEL08615
OG0001625	bflo_19760	CAEEL05727
OG0001627	bflo_10613, bflo_10609	CAEEL00684
OG0001628	bflo_24987, bflo_07205	CAEEL00193
OG0001630	bflo_24506	CAEEL05563
OG0001632	bflo_11892	CAEEL16035
OG0001635	bflo_14263	CAEEL08024
OG0001638	bflo_20506	CAEEL09133, CAEEL15796, CAEEL12088, CAEEL20172
OG0001640	bflo_11220	CAEEL10788
OG0001641	bflo_02353	CAEEL00743
OG0001642	bflo_20407	CAEEL15818
OG0001643	bflo_14182	CAEEL19599
OG0001651	bflo_07530	CAEEL10611
OG0001652	bflo_16056	CAEEL15806
OG0001653	bflo_25718	CAEEL03026
OG0001655	bflo_15013	CAEEL05314
OG0001656	bflo_02447	CAEEL07456
OG0001657	bflo_20602	CAEEL08928, CAEEL08927
OG0001659	bflo_17623	CAEEL00855
OG0001661	bflo_20556	CAEEL14147
OG0001663	bflo_11604	CAEEL10899, CAEEL10898
OG0001664	bflo_26299	CAEEL04260
OG0001665	bflo_23160, bflo_22668	CAEEL07716
OG0001666	bflo_00429	CAEEL07781
OG0001668	bflo_17191	CAEEL00277
OG0001671	bflo_11632, bflo_11637	CAEEL19781
OG0001672	bflo_00223	CAEEL08375
OG0001673	bflo_18854	CAEEL17134, CAEEL17133
OG0001675	bflo_06103	CAEEL00808
OG0001676	bflo_08246	CAEEL01617
OG0001677	bflo_20838	CAEEL07860
OG0001679	bflo_10339	CAEEL18912
OG0001680	bflo_13497	CAEEL15664
OG0001682	bflo_04551	CAEEL17995
OG0001683	bflo_17547	CAEEL00875
OG0001684	bflo_16609, bflo_07060	CAEEL08513, CAEEL19560
OG0001685	bflo_14264	CAEEL06629, CAEEL19461
OG0001688	bflo_14161	CAEEL06653
OG0001690	bflo_16304	CAEEL02923
OG0001691	bflo_19887	CAEEL09136, CAEEL09137
OG0001700	bflo_27519, bflo_20013	CAEEL04175, CAEEL17128, CAEEL17159, CAEEL17152, CAEEL17151, CAEEL17149, CAEEL17154, CAEEL17156, CAEEL17129, CAEEL17148, CAEEL17158, CAEEL17157, CAEEL17155, CAEEL17150, CAEEL17153, CAEEL17130, CAEEL17127, CAEEL17147, CAEEL17462, CAEEL16055, CAEEL03193, CAEEL03185, CAEEL04174, CAEEL03064, CAEEL02491, CAEEL02474, CAEEL02525, CAEEL02526, CAEEL02485, CAEEL02432, CAEEL06120, CAEEL17118, CAEEL03396, CAEEL03331, CAEEL03328, CAEEL06121, CAEEL03751, CAEEL03752, CAEEL07474, CAEEL07473, CAEEL14507, CAEEL03327
OG0001706	bflo_20030	CAEEL00824
OG0001707	bflo_01901, bflo_01997, bflo_01998	CAEEL18144, CAEEL17802
OG0001709	bflo_25854, bflo_14697	CAEEL07646, CAEEL07650
OG0001710	bflo_11983	CAEEL11053
OG0001711	bflo_07326	CAEEL15052
OG0001713	bflo_24618	CAEEL04261
OG0001713	bflo_01714	CAEEL02704
OG0001714	bflo_23316	CAEEL12772
OG0001714	bflo_20708	CAEEL15825
OG0001718	bflo_16668	CAEEL12769
OG0001720	bflo_20056	CAEEL07819
OG0001721	bflo_17395	CAEEL10104, CAEEL11043
OG0001724	bflo_17956	CAEEL00188, CAEEL09412
OG0001726	bflo_09335	CAEEL15546
OG0001727	bflo_24508	CAEEL15354
OG0001728	bflo_06838	CAEEL20444
OG0001730	bflo_09904	CAEEL04519
OG0001731	bflo_10453	CAEEL19569
OG0001732	bflo_21629	CAEEL05337
OG0001733	bflo_09429	CAEEL11586
OG0001734	bflo_22510	CAEEL11289
OG0001735	bflo_18755	CAEEL08598
OG0001736	bflo_13056	CAEEL20331
OG0001738	bflo_09831	CAEEL09745, CAEEL09746
OG0001739	bflo_09231	CAEEL10953
OG0001743	bflo_16404	CAEEL18830
OG0001744	bflo_08796, bflo_09593	CAEEL18540
OG0001745	bflo_06373	CAEEL15294
OG0001746	bflo_04112	CAEEL09374
OG0001747	bflo_11303, bflo_00673, bflo_12158	CAEEL13414, CAEEL14611, CAEEL15557
OG0001748	bflo_08202	CAEEL12231, CAEEL12232
OG0001749	bflo_14757, bflo_14765	CAEEL07118
OG0001750	bflo_19223	CAEEL08294
OG0001752	bflo_06937	CAEEL02282
OG0001754	bflo_17742	CAEEL06405
OG0001755	bflo_09237	CAEEL12716
OG0001755	bflo_01568	CAEEL16403
OG0001756	bflo_08900, bflo_07604	CAEEL02757
OG0001758	bflo_15004	CAEEL12018, CAEEL10328, CAEEL02808, CAEEL03701, CAEEL00164
OG0001769	bflo_07667	CAEEL12367
OG0001770	bflo_14858	CAEEL12180
OG0001774	bflo_09728	CAEEL20358
OG0001774	bflo_11693, bflo_12263	CAEEL07377, CAEEL01266
OG0001775	bflo_06692	CAEEL01757
OG0001776	bflo_09329, bflo_10089, bflo_09337, bflo_19248, bflo_23621	CAEEL20827
OG0001777	bflo_14658	CAEEL07037
OG0001779	bflo_02061	CAEEL00025, CAEEL00024
OG0001780	bflo_20503, bflo_18701	CAEEL12979
OG0001781	bflo_18622	CAEEL04378
OG0001781	bflo_16431	CAEEL06468
OG0001782	bflo_07274	CAEEL11605
OG0001783	bflo_22073, bflo_22072, bflo_22396	CAEEL18807
OG0001785	bflo_03664	CAEEL10450, CAEEL07502
OG0001786	bflo_14955	CAEEL15765
OG0001786	bflo_09810	CAEEL18388
OG0001787	bflo_17783	CAEEL07669
OG0001790	bflo_10666	CAEEL19999
OG0001792	bflo_06166	CAEEL00159
OG0001793	bflo_00631	CAEEL07806
OG0001798	bflo_10312	CAEEL02504
OG0001799	bflo_19970	CAEEL07172
OG0001800	bflo_12187	CAEEL10920, CAEEL02655, CAEEL10124
OG0001805	bflo_10340	CAEEL10422, CAEEL19401
OG0001809	bflo_16365	CAEEL18133
OG0001810	bflo_04445	CAEEL00534
OG0001811	bflo_00322	CAEEL12329
OG0001814	bflo_24498, bflo_08521	CAEEL07743, CAEEL12567, CAEEL07744
