Orthogroup	BRAFL	SACKO_ok
OG0000486	bflo_02817, bflo_07531	SACKO_21708, SACKO_28616, SACKO_28629
OG0000487	bflo_00817	SACKO_33051, SACKO_15021, SACKO_04845, SACKO_06932, SACKO_06952
OG0000487	bflo_09879	SACKO_22207, SACKO_22192, SACKO_22249, SACKO_22216
OG0000487	bflo_14910, bflo_09870, bflo_09874, bflo_14913	SACKO_08406, SACKO_08473, SACKO_34025, SACKO_08477, SACKO_08456
OG0000488	bflo_07158, bflo_07132, bflo_01931, bflo_26845, bflo_07048	SACKO_32393
OG0000489	bflo_01733	SACKO_02948, SACKO_20823
OG0000490	bflo_16287	SACKO_25826
OG0000494	bflo_21012	SACKO_09661, SACKO_20661, SACKO_20676, SACKO_20667, SACKO_20670, SACKO_29545
OG0000495	bflo_14633, bflo_25150, bflo_26792, bflo_05352, bflo_14634	SACKO_13928
OG0000496	bflo_02965	SACKO_17283
OG0000496	bflo_12707, bflo_13361, bflo_12706	SACKO_19033
OG0000497	bflo_09440	SACKO_07766
OG0000497	bflo_16465	SACKO_21404
OG0000498	bflo_13583	SACKO_16151
OG0000499	bflo_18253	SACKO_07869, SACKO_25714, SACKO_13488, SACKO_07888, SACKO_07856, SACKO_07885
OG0000501	bflo_05710, bflo_05712, bflo_05715, bflo_05716, bflo_05714	SACKO_02655, SACKO_04583, SACKO_04590, SACKO_28718, SACKO_28744, SACKO_31552, SACKO_31557, SACKO_28634, SACKO_29583, SACKO_33267, SACKO_29576, SACKO_22573, SACKO_04851
OG0000503	bflo_10348	SACKO_26118
OG0000503	bflo_17082	SACKO_18333, SACKO_27461
OG0000504	bflo_06289	SACKO_26022
OG0000505	bflo_07768	SACKO_33776
OG0000505	bflo_07767	SACKO_07335
OG0000506	bflo_22129	SACKO_28370
OG0000508	bflo_18835	SACKO_04141
OG0000508	bflo_00915	SACKO_03535
OG0000509	bflo_04380, bflo_05894	SACKO_22380, SACKO_21804, SACKO_17319, SACKO_08227
OG0000510	bflo_00250	SACKO_00307, SACKO_08802
OG0000513	bflo_08550	SACKO_20084
OG0000514	bflo_04358	SACKO_06731
OG0000515	bflo_07840, bflo_19448	SACKO_34014, SACKO_02419, SACKO_16456, SACKO_16452, SACKO_13973, SACKO_01627
OG0000516	bflo_04958, bflo_04964, bflo_04978, bflo_04972, bflo_04974, bflo_04979, bflo_04981, bflo_04962, bflo_04969, bflo_04966, bflo_04961, bflo_04983, bflo_04986, bflo_04976, bflo_04732, bflo_03764, bflo_22939, bflo_13085	SACKO_26866
OG0000516	bflo_13506	SACKO_23319, SACKO_05262, SACKO_21254, SACKO_26833
OG0000518	bflo_00747, bflo_05891, bflo_16764, bflo_19392, bflo_01091, bflo_24495, bflo_24855, bflo_24741, bflo_01139, bflo_10909, bflo_04987, bflo_00996, bflo_00997, bflo_12386, bflo_02453, bflo_10331, bflo_07543, bflo_07958	SACKO_11125, SACKO_10498, SACKO_18732, SACKO_02569, SACKO_01417, SACKO_04898, SACKO_28500, SACKO_30291, SACKO_32510, SACKO_21904, SACKO_19277
OG0000518	bflo_27139	SACKO_11066, SACKO_21252
OG0000519	bflo_04746, bflo_19841	SACKO_15404, SACKO_19079, SACKO_19078, SACKO_19075, SACKO_19086, SACKO_19096, SACKO_19095, SACKO_19099, SACKO_19087, SACKO_32736
OG0000520	bflo_23733	SACKO_09249
OG0000520	bflo_07206	SACKO_06826
OG0000521	bflo_23364	SACKO_19264, SACKO_19258, SACKO_30251
OG0000521	bflo_10380	SACKO_05637
OG0000522	bflo_10022, bflo_10021	SACKO_20367
OG0000523	bflo_20597	SACKO_25122
OG0000523	bflo_15596, bflo_15930, bflo_15929, bflo_01419, bflo_01438	SACKO_22414, SACKO_18696, SACKO_04917, SACKO_04936, SACKO_14510, SACKO_21286, SACKO_32496, SACKO_11858
OG0000524	bflo_07612	SACKO_11508
OG0000525	bflo_16581	SACKO_14070
OG0000525	bflo_22957	SACKO_16659
OG0000526	bflo_03466, bflo_05443, bflo_05444, bflo_21568, bflo_09245, bflo_14836, bflo_08760, bflo_15247, bflo_13787, bflo_26442, bflo_00822, bflo_00641, bflo_26490, bflo_00115, bflo_21914, bflo_03791, bflo_21569, bflo_23707, bflo_03795, bflo_26158, bflo_15326, bflo_15248, bflo_22821	SACKO_01849, SACKO_09502, SACKO_07763, SACKO_25850, SACKO_20379, SACKO_20421, SACKO_08249, SACKO_01860, SACKO_08239
OG0000527	bflo_01262	SACKO_06738
OG0000528	bflo_24671	SACKO_04604
OG0000528	bflo_07977	SACKO_09093
OG0000528	bflo_08060	SACKO_23862
OG0000529	bflo_24350	SACKO_22339
OG0000530	bflo_25160	SACKO_04253
OG0000531	bflo_00390	SACKO_04723
OG0000532	bflo_01721	SACKO_04033, SACKO_04027, SACKO_04015, SACKO_04019
OG0000533	bflo_06859, bflo_25618	SACKO_10942, SACKO_02806, SACKO_02812
OG0000534	bflo_19472	SACKO_02674
OG0000534	bflo_23132	SACKO_28185
OG0000535	bflo_23349	SACKO_22523, SACKO_22514, SACKO_22501, SACKO_22484
OG0000535	bflo_19394, bflo_13649, bflo_13443	SACKO_24428, SACKO_22843
OG0000536	bflo_12464, bflo_11681, bflo_11680, bflo_11682	SACKO_33770, SACKO_33785, SACKO_33784, SACKO_33774, SACKO_33786, SACKO_33782, SACKO_16880
OG0000537	bflo_26451, bflo_23567, bflo_00838, bflo_01223, bflo_02140, bflo_02205, bflo_02937, bflo_08077, bflo_08076, bflo_21616	SACKO_26142
OG0000537	bflo_21615	SACKO_26151
OG0000539	bflo_11764, bflo_18430, bflo_04586, bflo_01715, bflo_09848, bflo_04616, bflo_10638, bflo_10636, bflo_19528	SACKO_32564, SACKO_32586, SACKO_16875, SACKO_08069, SACKO_18308, SACKO_33041, SACKO_01049, SACKO_01046, SACKO_01052
OG0000541	bflo_07076, bflo_03796, bflo_03101, bflo_24768, bflo_03098, bflo_03097, bflo_03095	SACKO_34149, SACKO_34143, SACKO_34121, SACKO_34138, SACKO_34126, SACKO_34131, SACKO_34113, SACKO_34137, SACKO_34140, SACKO_02528, SACKO_02532, SACKO_13125, SACKO_13548, SACKO_02536, SACKO_01488, SACKO_13122, SACKO_09874, SACKO_19487, SACKO_33223, SACKO_33225, SACKO_28290, SACKO_34141, SACKO_13115, SACKO_33222
OG0000542	bflo_00155	SACKO_33246
OG0000542	bflo_00805	SACKO_31227, SACKO_03340
OG0000544	bflo_14131	SACKO_01595
OG0000544	bflo_07969	SACKO_21942
OG0000545	bflo_18231	SACKO_31593
OG0000545	bflo_12226	SACKO_11658
OG0000546	bflo_22241, bflo_22135, bflo_22147	SACKO_28319, SACKO_20478, SACKO_15121, SACKO_20498, SACKO_18803, SACKO_18787, SACKO_11479
OG0000547	bflo_10425, bflo_10420	SACKO_17187, SACKO_17219
OG0000547	bflo_12128, bflo_11499	SACKO_10842, SACKO_10831, SACKO_10812
OG0000547	bflo_19336	SACKO_29860, SACKO_29855
OG0000548	bflo_09374	SACKO_24136
OG0000548	bflo_10945	SACKO_21638
OG0000548	bflo_11390	SACKO_01196
OG0000549	bflo_06875	SACKO_09190
OG0000549	bflo_06867	SACKO_09189
OG0000549	bflo_09069, bflo_07906	SACKO_27792
OG0000551	bflo_12938, bflo_07425, bflo_12554	SACKO_27987
OG0000552	bflo_07608	SACKO_16965
OG0000552	bflo_14667	SACKO_22479
OG0000553	bflo_01191	SACKO_27631
OG0000553	bflo_23301	SACKO_24378
OG0000554	bflo_16926, bflo_02569, bflo_04899, bflo_10796, bflo_02002	SACKO_04829
OG0000560	bflo_24472	SACKO_03110
OG0000560	bflo_25015	SACKO_30877
OG0000561	bflo_08446, bflo_27388, bflo_22174	SACKO_01260, SACKO_27682, SACKO_33677, SACKO_00159, SACKO_01255
OG0000561	bflo_22164	SACKO_31249
OG0000562	bflo_01967	SACKO_07813
OG0000564	bflo_12710	SACKO_32358
OG0000564	bflo_11709	SACKO_24811
OG0000565	bflo_23423, bflo_00721, bflo_21031, bflo_25370, bflo_12816, bflo_06157, bflo_02938, bflo_02291	SACKO_01668, SACKO_01698, SACKO_03932, SACKO_03934, SACKO_03950
OG0000566	bflo_04927	SACKO_18189
OG0000567	bflo_12747, bflo_00564	SACKO_16516
OG0000567	bflo_26349, bflo_16510	SACKO_01005
OG0000568	bflo_15577, bflo_12904, bflo_13810, bflo_01244, bflo_07003, bflo_03156, bflo_03152, bflo_21391, bflo_17573, bflo_01919	SACKO_02965
OG0000569	bflo_11769, bflo_11767, bflo_13475, bflo_16473, bflo_05421, bflo_24200, bflo_01938, bflo_00290, bflo_13737	SACKO_23211, SACKO_23207, SACKO_30532, SACKO_30530, SACKO_30512, SACKO_30519, SACKO_30529, SACKO_10774, SACKO_03979
OG0000570	bflo_05300, bflo_11340	SACKO_16042, SACKO_16064
OG0000571	bflo_05348	SACKO_11190
OG0000571	bflo_03919	SACKO_00369
OG0000572	bflo_05895	SACKO_18077
OG0000572	bflo_23930	SACKO_13449
OG0000573	bflo_24510	SACKO_21574
OG0000573	bflo_06124	SACKO_26024
OG0000574	bflo_23185	SACKO_33381
OG0000574	bflo_23738	SACKO_28187
OG0000574	bflo_15787	SACKO_25843
OG0000575	bflo_22268	SACKO_27278, SACKO_27258
OG0000576	bflo_00644	SACKO_23536
OG0000577	bflo_18961	SACKO_18894, SACKO_33286, SACKO_17157, SACKO_33305, SACKO_31321, SACKO_31305, SACKO_05284, SACKO_05255, SACKO_32589, SACKO_07653, SACKO_02404
OG0000579	bflo_12221	SACKO_30809
OG0000580	bflo_01833	SACKO_31738
OG0000580	bflo_03722	SACKO_19146
OG0000581	bflo_17912	SACKO_01235
OG0000581	bflo_13400	SACKO_01269
OG0000581	bflo_15589	SACKO_01278
OG0000582	bflo_16708	SACKO_28539
OG0000584	bflo_25906, bflo_25368, bflo_25269	SACKO_22448, SACKO_23608, SACKO_23662
OG0000585	bflo_12167	SACKO_33151
OG0000587	bflo_22172	SACKO_31646
OG0000587	bflo_21539	SACKO_32372
OG0000588	bflo_25659	SACKO_19722
OG0000588	bflo_18379	SACKO_13333
OG0000589	bflo_16480, bflo_24537	SACKO_03632
OG0000590	bflo_02465	SACKO_30925
OG0000590	bflo_13755	SACKO_30919, SACKO_30264
OG0000591	bflo_23823, bflo_04558	SACKO_22613
OG0000591	bflo_22417	SACKO_32007
OG0000592	bflo_18186	SACKO_27135
OG0000592	bflo_18254, bflo_09136	SACKO_27142, SACKO_27110, SACKO_27143, SACKO_27108
OG0000593	bflo_23756	SACKO_28197
OG0000593	bflo_12794	SACKO_29618
OG0000594	bflo_12009, bflo_11236	SACKO_33771
OG0000595	bflo_04059, bflo_09587, bflo_17178, bflo_24315	SACKO_29815, SACKO_18906, SACKO_20031, SACKO_17653, SACKO_04560, SACKO_04559
OG0000597	bflo_20762, bflo_20033	SACKO_18453
OG0000597	bflo_08218	SACKO_13955
OG0000598	bflo_25963, bflo_16715, bflo_16732, bflo_17037, bflo_04486, bflo_11146, bflo_17022, bflo_13619, bflo_06514, bflo_02922, bflo_24307, bflo_22284, bflo_18492, bflo_20322, bflo_18127, bflo_06098	SACKO_05680
OG0000600	bflo_17336	SACKO_34109, SACKO_34187
OG0000600	bflo_25419	SACKO_27569
OG0000601	bflo_02475	SACKO_04415, SACKO_20648
OG0000602	bflo_21292	SACKO_18486
OG0000602	bflo_21257	SACKO_11346, SACKO_18509
OG0000603	bflo_04842	SACKO_31604
OG0000604	bflo_14466	SACKO_11960
OG0000607	bflo_03955	SACKO_22583, SACKO_22581, SACKO_23896
OG0000609	bflo_06226	SACKO_07030
OG0000609	bflo_02450	SACKO_07908
OG0000610	bflo_06848	SACKO_22412
OG0000610	bflo_16219	SACKO_14590
OG0000611	bflo_14598	SACKO_14478
OG0000611	bflo_13769	SACKO_26761
OG0000612	bflo_10795, bflo_08808	SACKO_10524
OG0000612	bflo_13076	SACKO_16423
OG0000614	bflo_13013	SACKO_19940
OG0000614	bflo_12534, bflo_23560	SACKO_31628, SACKO_31587
OG0000615	bflo_21223	SACKO_26394
OG0000616	bflo_16048	SACKO_26877
OG0000617	bflo_11487	SACKO_26070
OG0000617	bflo_05006	SACKO_23685
OG0000618	bflo_06683	SACKO_12964
OG0000620	bflo_12692, bflo_13589, bflo_13588, bflo_12693, bflo_19542, bflo_01861, bflo_01862, bflo_01552, bflo_01860, bflo_09127, bflo_09132, bflo_11486, bflo_09658, bflo_09611, bflo_10786, bflo_09612, bflo_09094, bflo_01264, bflo_04002, bflo_03995, bflo_20197, bflo_18495, bflo_15607, bflo_15579, bflo_15582, bflo_15735, bflo_20117, bflo_25212, bflo_15558	SACKO_24261
OG0000620	bflo_22429, bflo_05409	SACKO_01158, SACKO_01207, SACKO_01213
OG0000621	bflo_23720, bflo_04514, bflo_08142	SACKO_20461, SACKO_20441, SACKO_20468
OG0000622	bflo_00412, bflo_01190, bflo_25028, bflo_06144, bflo_12002, bflo_11520, bflo_09638, bflo_19540, bflo_17231, bflo_24423, bflo_02582	SACKO_17754, SACKO_17765
OG0000623	bflo_05993	SACKO_21523, SACKO_18029
OG0000623	bflo_22702	SACKO_10005
OG0000624	bflo_18705	SACKO_27238
OG0000625	bflo_13602	SACKO_11899
OG0000626	bflo_01067	SACKO_21363
OG0000627	bflo_11148	SACKO_02990
OG0000628	bflo_04338	SACKO_05282
OG0000628	bflo_04756	SACKO_26977
OG0000630	bflo_19455, bflo_20594, bflo_02532, bflo_26749, bflo_19086, bflo_14072, bflo_00702, bflo_04553, bflo_01050, bflo_20664	SACKO_19826
OG0000630	bflo_18276	SACKO_31719, SACKO_18519, SACKO_07143, SACKO_26725, SACKO_02061, SACKO_12214, SACKO_28843, SACKO_17380, SACKO_32273, SACKO_06105, SACKO_08108, SACKO_17636
OG0000633	bflo_15810, bflo_05433, bflo_06357, bflo_06920, bflo_06887, bflo_06921, bflo_06972, bflo_07875, bflo_06813, bflo_06924, bflo_09159, bflo_21204, bflo_24198	SACKO_05062
OG0000634	bflo_23919	SACKO_04659, SACKO_28150, SACKO_28152
OG0000635	bflo_02736, bflo_02604, bflo_11708	SACKO_29305
OG0000635	bflo_25135, bflo_22251	SACKO_29739, SACKO_14557
OG0000636	bflo_10717, bflo_05158	SACKO_16616
OG0000637	bflo_15987	SACKO_13417
OG0000639	bflo_00204	SACKO_22469
OG0000639	bflo_13390	SACKO_30392
OG0000642	bflo_06990	SACKO_21799
OG0000643	bflo_25724	SACKO_00139
OG0000643	bflo_20210	SACKO_16201, SACKO_00735
OG0000644	bflo_18207, bflo_21852, bflo_15053, bflo_12690	SACKO_14903
OG0000645	bflo_13206	SACKO_19857
OG0000645	bflo_08017	SACKO_17093
OG0000646	bflo_24088	SACKO_00864
OG0000646	bflo_12788	SACKO_28271
OG0000647	bflo_10183	SACKO_32942, SACKO_13247
OG0000647	bflo_23085	SACKO_00037, SACKO_00065
OG0000648	bflo_12702	SACKO_12118
OG0000648	bflo_12700	SACKO_17289
OG0000649	bflo_23734	SACKO_27756, SACKO_26807
OG0000650	bflo_07845, bflo_02924	SACKO_04649
OG0000651	bflo_00909	SACKO_14845
OG0000652	bflo_12260	SACKO_15084, SACKO_15088
OG0000654	bflo_02577	SACKO_30168
OG0000657	bflo_05123	SACKO_27378
OG0000657	bflo_08313	SACKO_14254
OG0000658	bflo_12934	SACKO_23223
OG0000659	bflo_08635	SACKO_01760, SACKO_22901, SACKO_20511, SACKO_33494, SACKO_27820
OG0000660	bflo_04466	SACKO_30045
OG0000660	bflo_18320	SACKO_33063
OG0000662	bflo_09255	SACKO_02611, SACKO_06148
OG0000662	bflo_23849	SACKO_28738
OG0000663	bflo_00888, bflo_23628, bflo_06338, bflo_09350, bflo_14827, bflo_17699, bflo_17700, bflo_26019, bflo_04171, bflo_19376, bflo_07527, bflo_18187, bflo_21305, bflo_20187, bflo_21950, bflo_22513, bflo_05465, bflo_05466, bflo_00037, bflo_15313, bflo_20650, bflo_04957, bflo_04955	SACKO_26955
OG0000663	bflo_13482	SACKO_03887
OG0000664	bflo_11369	SACKO_26065
OG0000665	bflo_06772	SACKO_03466, SACKO_03470
OG0000666	bflo_11545	SACKO_01360
OG0000667	bflo_04093	SACKO_24268
OG0000670	bflo_21701	SACKO_21893
OG0000671	bflo_02768, bflo_02771, bflo_02770	SACKO_02900
OG0000671	bflo_02233, bflo_02719	SACKO_33234
OG0000672	bflo_21591	SACKO_21164
OG0000672	bflo_18607	SACKO_29531
OG0000674	bflo_03109	SACKO_29269
OG0000674	bflo_09819	SACKO_21136
OG0000676	bflo_01208	SACKO_30866
OG0000676	bflo_21661	SACKO_08481
OG0000677	bflo_09052, bflo_10071, bflo_11275, bflo_18912, bflo_24659, bflo_06430, bflo_11657, bflo_11287, bflo_06980, bflo_17870, bflo_07995, bflo_01366, bflo_06701, bflo_10028, bflo_02049, bflo_01383, bflo_19981, bflo_22919, bflo_12251	SACKO_15283, SACKO_15284, SACKO_07644, SACKO_15281
OG0000680	bflo_11480, bflo_11478, bflo_12784, bflo_11600, bflo_11950, bflo_11953, bflo_06681	SACKO_13665
OG0000680	bflo_06524, bflo_11051, bflo_11738	SACKO_21650, SACKO_21648, SACKO_21651
OG0000681	bflo_15452	SACKO_14440
OG0000681	bflo_09887	SACKO_06296
OG0000682	bflo_10546	SACKO_15215, SACKO_25895
OG0000682	bflo_10014	SACKO_20933
OG0000683	bflo_08553	SACKO_30847
OG0000683	bflo_25223	SACKO_25632
OG0000684	bflo_13113	SACKO_30229
OG0000685	bflo_08805	SACKO_06285
OG0000688	bflo_05068	SACKO_01787, SACKO_03741, SACKO_19808
OG0000690	bflo_00919	SACKO_13982
OG0000690	bflo_17423	SACKO_03682
OG0000690	bflo_25725	SACKO_00508
OG0000691	bflo_13891	SACKO_07972
OG0000691	bflo_01480	SACKO_11293
OG0000692	bflo_25652	SACKO_04812
OG0000692	bflo_06417	SACKO_00415, SACKO_24162
OG0000692	bflo_03456, bflo_18236, bflo_07356, bflo_24982, bflo_16738	SACKO_07150, SACKO_07117
OG0000693	bflo_15843	SACKO_25307
OG0000694	bflo_16417	SACKO_10312
OG0000695	bflo_14157	SACKO_07260
OG0000696	bflo_01530	SACKO_05595
OG0000696	bflo_11008	SACKO_07580
OG0000697	bflo_12428	SACKO_07543
OG0000698	bflo_11041	SACKO_00996
OG0000699	bflo_22458	SACKO_27160
OG0000700	bflo_03482	SACKO_00811
OG0000701	bflo_10548	SACKO_25617, SACKO_32176, SACKO_03805, SACKO_31366
OG0000702	bflo_12229	SACKO_27079
OG0000703	bflo_07565	SACKO_21811
OG0000706	bflo_11940	SACKO_24560
OG0000706	bflo_17788	SACKO_28453
OG0000708	bflo_25666	SACKO_22452
OG0000708	bflo_11530	SACKO_25480
OG0000709	bflo_24062	SACKO_18089
OG0000711	bflo_03306	SACKO_19147
OG0000711	bflo_03574, bflo_02975	SACKO_19139
OG0000711	bflo_04395	SACKO_19149
OG0000712	bflo_26526	SACKO_30746
OG0000713	bflo_21867, bflo_21513, bflo_02677	SACKO_26669
OG0000715	bflo_19456	SACKO_31209
OG0000716	bflo_18078	SACKO_08963
OG0000717	bflo_16636	SACKO_00279
OG0000718	bflo_19048	SACKO_32613
OG0000720	bflo_07779, bflo_07282	SACKO_00764
OG0000721	bflo_20743	SACKO_29734
OG0000721	bflo_17766	SACKO_13300
OG0000722	bflo_12630, bflo_12642	SACKO_06069
OG0000723	bflo_08599	SACKO_19678, SACKO_19703, SACKO_19709
OG0000723	bflo_16835, bflo_07774, bflo_07630, bflo_05135, bflo_22054	SACKO_28798
OG0000725	bflo_16019	SACKO_27384
OG0000725	bflo_20478	SACKO_03561
OG0000726	bflo_19350	SACKO_17190
OG0000727	bflo_13414, bflo_21253	SACKO_30641, SACKO_30632, SACKO_30653
OG0000728	bflo_14020, bflo_07005, bflo_27106	SACKO_22247, SACKO_32396, SACKO_13694, SACKO_32076, SACKO_02810
OG0000730	bflo_18664	SACKO_32923, SACKO_22828
OG0000730	bflo_25897	SACKO_19325
OG0000732	bflo_21787	SACKO_20871
OG0000732	bflo_25639	SACKO_06369, SACKO_05389
OG0000733	bflo_12810	SACKO_32345
OG0000733	bflo_07935	SACKO_17671
OG0000734	bflo_15574	SACKO_08224
OG0000735	bflo_01496	SACKO_26054
OG0000736	bflo_26430	SACKO_27734, SACKO_27737
OG0000736	bflo_00735	SACKO_10396
OG0000738	bflo_03763	SACKO_26798
OG0000738	bflo_25060, bflo_24960, bflo_25061, bflo_25008	SACKO_18947
OG0000738	bflo_09403	SACKO_31112
OG0000740	bflo_19201	SACKO_24861
OG0000740	bflo_18191	SACKO_02011
OG0000740	bflo_08713	SACKO_05182
OG0000742	bflo_25326, bflo_25527, bflo_26031, bflo_20415, bflo_20244, bflo_25523, bflo_25525, bflo_25485, bflo_25531, bflo_25526, bflo_25234, bflo_25530, bflo_25529, bflo_25524, bflo_00314, bflo_26113, bflo_14945, bflo_23519, bflo_11770, bflo_11768, bflo_25415, bflo_25430, bflo_25431, bflo_25173, bflo_12033, bflo_02555	SACKO_32083, SACKO_05122
OG0000743	bflo_23103	SACKO_25573
OG0000743	bflo_23390	SACKO_25597
OG0000745	bflo_19075	SACKO_22243, SACKO_22171
OG0000745	bflo_22342	SACKO_22180, SACKO_02883, SACKO_12160
OG0000748	bflo_00355	SACKO_18174, SACKO_34214, SACKO_22995, SACKO_30887, SACKO_24976, SACKO_29791, SACKO_08056, SACKO_03913, SACKO_09716, SACKO_29657, SACKO_28844, SACKO_32549, SACKO_19984, SACKO_09720
OG0000749	bflo_11190	SACKO_07299
OG0000750	bflo_19081	SACKO_13299, SACKO_13296
OG0000750	bflo_11013, bflo_00072, bflo_18053, bflo_18708	SACKO_01471, SACKO_19590, SACKO_01472, SACKO_19609
OG0000750	bflo_24245, bflo_13122	SACKO_04939
OG0000751	bflo_19051, bflo_18792	SACKO_32463
OG0000751	bflo_08486	SACKO_29926
OG0000752	bflo_09173	SACKO_10303
OG0000752	bflo_17530	SACKO_03640
OG0000752	bflo_25764	SACKO_33668
OG0000753	bflo_07197	SACKO_33703
OG0000753	bflo_21758	SACKO_17800
OG0000754	bflo_13330, bflo_13646, bflo_27064	SACKO_02693
OG0000755	bflo_13054	SACKO_19024
OG0000756	bflo_23308	SACKO_09734
OG0000757	bflo_14431	SACKO_26933
OG0000757	bflo_20811	SACKO_00716
OG0000757	bflo_18826, bflo_04296	SACKO_32163
OG0000758	bflo_01097	SACKO_05592
OG0000759	bflo_02579, bflo_02659	SACKO_29477
OG0000760	bflo_11514	SACKO_23650
OG0000761	bflo_16367	SACKO_04696
OG0000762	bflo_02491, bflo_02535	SACKO_01422
OG0000763	bflo_06587	SACKO_08605
OG0000765	bflo_08626	SACKO_02329
OG0000766	bflo_05997	SACKO_22474
OG0000767	bflo_14537, bflo_17883	SACKO_14609
OG0000768	bflo_12288	SACKO_23463
OG0000772	bflo_08683	SACKO_24880
OG0000772	bflo_02996, bflo_06062, bflo_13063	SACKO_18970
OG0000773	bflo_07679, bflo_07678, bflo_07054	SACKO_16027, SACKO_00589
OG0000773	bflo_26359, bflo_01755	SACKO_17710, SACKO_17709
OG0000773	bflo_20058	SACKO_04243
OG0000774	bflo_25631	SACKO_04816
OG0000774	bflo_23899	SACKO_22074
OG0000774	bflo_11567	SACKO_01221, SACKO_01162, SACKO_26595, SACKO_26612
OG0000775	bflo_25667	SACKO_18980, SACKO_34030
OG0000776	bflo_09243, bflo_19338, bflo_21158, bflo_19331, bflo_19332	SACKO_20604
OG0000777	bflo_23099	SACKO_28617, SACKO_28786
OG0000778	bflo_12322, bflo_00934	SACKO_00880
OG0000779	bflo_16829	SACKO_09223
OG0000779	bflo_05592	SACKO_27144
OG0000780	bflo_13962	SACKO_23785
OG0000780	bflo_02364	SACKO_27100, SACKO_29107, SACKO_29108
OG0000780	bflo_25174	SACKO_07184
OG0000781	bflo_25793	SACKO_05315
OG0000782	bflo_25636	SACKO_02448
OG0000784	bflo_22377, bflo_22425, bflo_26168, bflo_10268, bflo_09560	SACKO_27906
OG0000786	bflo_22842, bflo_21670	SACKO_30010
OG0000787	bflo_08501	SACKO_05969
OG0000788	bflo_03223	SACKO_23309
OG0000788	bflo_02988	SACKO_16503
OG0000789	bflo_12117	SACKO_07258
OG0000790	bflo_02731, bflo_14990, bflo_14815, bflo_12986, bflo_12988, bflo_13720, bflo_13722, bflo_14546, bflo_14501, bflo_19845, bflo_14720, bflo_14962, bflo_14502, bflo_14719, bflo_14901, bflo_15345, bflo_08027, bflo_05185, bflo_00279, bflo_10977, bflo_07988, bflo_17093	SACKO_25520, SACKO_25478, SACKO_25496, SACKO_25524, SACKO_25500, SACKO_25464, SACKO_25512, SACKO_26043
OG0000790	bflo_08059	SACKO_26270
OG0000791	bflo_18766	SACKO_06891
OG0000792	bflo_02568	SACKO_30915
OG0000792	bflo_20459	SACKO_20208
OG0000793	bflo_06217	SACKO_32255
OG0000794	bflo_20321, bflo_27324	SACKO_17237
OG0000795	bflo_15104	SACKO_13006, SACKO_12994
OG0000796	bflo_21654	SACKO_28893
OG0000798	bflo_14240	SACKO_10595, SACKO_10603
OG0000799	bflo_10428	SACKO_33594
OG0000800	bflo_09025	SACKO_26365, SACKO_26362
OG0000801	bflo_08310	SACKO_32154
OG0000803	bflo_09941, bflo_00518	SACKO_08403
OG0000805	bflo_23872, bflo_23871, bflo_22595, bflo_22285, bflo_21225, bflo_22287, bflo_14885	SACKO_18326, SACKO_18321, SACKO_23365, SACKO_18329, SACKO_33521, SACKO_09867, SACKO_09887, SACKO_09246
OG0000807	bflo_17704	SACKO_20337
OG0000809	bflo_25858	SACKO_11706, SACKO_11703
OG0000810	bflo_25756	SACKO_25393
OG0000810	bflo_00231	SACKO_08781
OG0000811	bflo_16577	SACKO_22929, SACKO_27833, SACKO_27832, SACKO_27828
OG0000812	bflo_04832	SACKO_09567
OG0000813	bflo_07088	SACKO_06455
OG0000814	bflo_08334	SACKO_00194
OG0000814	bflo_04758, bflo_16736, bflo_08551	SACKO_27445
OG0000815	bflo_05473	SACKO_03458
OG0000815	bflo_21696	SACKO_17789
OG0000815	bflo_02427	SACKO_18609
OG0000816	bflo_18431	SACKO_17944
OG0000816	bflo_07555	SACKO_17471
OG0000817	bflo_00856	SACKO_10398
OG0000817	bflo_07439	SACKO_05841
OG0000817	bflo_18969	SACKO_27281
OG0000818	bflo_23425	SACKO_13438
OG0000819	bflo_10524	SACKO_16820
OG0000819	bflo_20741	SACKO_29534
OG0000819	bflo_20956	SACKO_06925
OG0000820	bflo_18733	SACKO_08030
OG0000822	bflo_03526, bflo_03719, bflo_03555, bflo_03528	SACKO_20246
OG0000822	bflo_09872, bflo_09868	SACKO_23379
OG0000824	bflo_13274	SACKO_23963, SACKO_19936
OG0000825	bflo_15210	SACKO_07264
OG0000825	bflo_09151, bflo_09150	SACKO_03586
OG0000826	bflo_01977	SACKO_24167
OG0000826	bflo_13774	SACKO_19966
OG0000827	bflo_03359	SACKO_21318
OG0000827	bflo_25409	SACKO_01112
OG0000828	bflo_12837, bflo_12204	SACKO_17945
OG0000828	bflo_07597	SACKO_19680
OG0000828	bflo_20839	SACKO_02201
OG0000829	bflo_10600, bflo_10308, bflo_10699	SACKO_03719
OG0000830	bflo_26107, bflo_25613, bflo_25610	SACKO_08420, SACKO_17829, SACKO_17827, SACKO_26129, SACKO_17830
OG0000831	bflo_25792	SACKO_33535, SACKO_14918
OG0000831	bflo_18789, bflo_06624	SACKO_32948, SACKO_09805
