Orthogroup	BRAFL	APOSJ_ok
OG0000792	bflo_02568	APOSJ_02884, APOSJ_27285
OG0000792	bflo_20459	APOSJ_28521, APOSJ_28523, APOSJ_40476, APOSJ_28524, APOSJ_28522, APOSJ_40475, APOSJ_40474, APOSJ_40477
OG0000793	bflo_06217	APOSJ_14951, APOSJ_23405, APOSJ_14122, APOSJ_14123
OG0000794	bflo_20321, bflo_27324	APOSJ_60085, APOSJ_43468, APOSJ_17106, APOSJ_51169, APOSJ_09892, APOSJ_09891, APOSJ_11767
OG0000795	bflo_15104	APOSJ_10400, APOSJ_05151, APOSJ_05148, APOSJ_55592, APOSJ_55587, APOSJ_05152, APOSJ_19046, APOSJ_31900, APOSJ_03407, APOSJ_05153, APOSJ_05150, APOSJ_05149, APOSJ_05154, APOSJ_45766, APOSJ_19047, APOSJ_19045
OG0000796	bflo_21654	APOSJ_12499
OG0000798	bflo_14240	APOSJ_07127, APOSJ_44763, APOSJ_20563, APOSJ_07125
OG0000799	bflo_10428	APOSJ_41368, APOSJ_41374, APOSJ_41373, APOSJ_17815, APOSJ_59000, APOSJ_17817, APOSJ_17816, APOSJ_41369, APOSJ_58999
OG0000800	bflo_09025	APOSJ_27810, APOSJ_27809, APOSJ_27811, APOSJ_10729, APOSJ_43127, APOSJ_27812, APOSJ_10730, APOSJ_43133, APOSJ_27807
OG0000801	bflo_08310	APOSJ_59383, APOSJ_15617, APOSJ_56652, APOSJ_59380, APOSJ_37282, APOSJ_63283, APOSJ_59381, APOSJ_15629, APOSJ_09326, APOSJ_56651, APOSJ_56650, APOSJ_56649, APOSJ_56647, APOSJ_14157, APOSJ_09321, APOSJ_59379, APOSJ_09322, APOSJ_63281, APOSJ_62503, APOSJ_30014, APOSJ_59937, APOSJ_37285, APOSJ_26750, APOSJ_09327, APOSJ_09323, APOSJ_63282, APOSJ_63280, APOSJ_37283, APOSJ_52031, APOSJ_59385, APOSJ_26749, APOSJ_52030, APOSJ_09324, APOSJ_52029, APOSJ_56653, APOSJ_26748, APOSJ_32059, APOSJ_56648, APOSJ_59384, APOSJ_52028, APOSJ_03827, APOSJ_16072
OG0000803	bflo_09941, bflo_00518	APOSJ_00199
OG0000808	bflo_19085, bflo_18140, bflo_00758, bflo_20592, bflo_19453, bflo_02531, bflo_00218, bflo_13082, bflo_00516	APOSJ_40537
OG0000809	bflo_25858	APOSJ_50361, APOSJ_19777, APOSJ_19776, APOSJ_19778, APOSJ_19773, APOSJ_60280, APOSJ_19775, APOSJ_19774
OG0000810	bflo_25756	APOSJ_53352, APOSJ_59276, APOSJ_59277
OG0000810	bflo_00231	APOSJ_61766, APOSJ_61767, APOSJ_33321
OG0000811	bflo_16577	APOSJ_39089, APOSJ_38884, APOSJ_49181, APOSJ_39092, APOSJ_00804, APOSJ_49186, APOSJ_54817, APOSJ_55871, APOSJ_54815, APOSJ_54818, APOSJ_55869, APOSJ_54812, APOSJ_55870, APOSJ_54816, APOSJ_54813, APOSJ_54814, APOSJ_55867, APOSJ_55872, APOSJ_55868, APOSJ_39645, APOSJ_39636
OG0000813	bflo_07088	APOSJ_32320, APOSJ_48071, APOSJ_48069, APOSJ_09244, APOSJ_44304, APOSJ_09234, APOSJ_40732, APOSJ_54656, APOSJ_40731, APOSJ_40730, APOSJ_40733, APOSJ_48070
OG0000814	bflo_08334	APOSJ_04610
OG0000814	bflo_04758, bflo_16736, bflo_08551	APOSJ_27234, APOSJ_29118, APOSJ_29114, APOSJ_04392, APOSJ_29117, APOSJ_29116
OG0000815	bflo_05473	APOSJ_47130
OG0000816	bflo_18431	APOSJ_08526, APOSJ_08527
OG0000816	bflo_07555	APOSJ_55008, APOSJ_25023
OG0000817	bflo_00856	APOSJ_58924
OG0000817	bflo_07439	APOSJ_05147, APOSJ_16466
OG0000817	bflo_18969	APOSJ_21144, APOSJ_21145
OG0000818	bflo_23425	APOSJ_42319, APOSJ_42320, APOSJ_42321
OG0000819	bflo_10524	APOSJ_18287, APOSJ_61424, APOSJ_48684, APOSJ_20740
OG0000819	bflo_20956	APOSJ_07797, APOSJ_07798, APOSJ_07795, APOSJ_07796
OG0000822	bflo_03526, bflo_03719, bflo_03555, bflo_03528	APOSJ_46062
OG0000822	bflo_09872, bflo_09868	APOSJ_38936, APOSJ_38933, APOSJ_38934, APOSJ_38935
OG0000823	bflo_09486	APOSJ_06854
OG0000824	bflo_13274	APOSJ_03942, APOSJ_03944, APOSJ_03943, APOSJ_24452
OG0000825	bflo_15210	APOSJ_12197
OG0000825	bflo_09151, bflo_09150	APOSJ_42233, APOSJ_42234, APOSJ_42235, APOSJ_37335
OG0000826	bflo_01977	APOSJ_55172, APOSJ_13689, APOSJ_55175
OG0000827	bflo_05865, bflo_25409	APOSJ_51202
OG0000828	bflo_07597	APOSJ_50146
OG0000828	bflo_20839	APOSJ_39990, APOSJ_39991, APOSJ_19031, APOSJ_19029, APOSJ_19027, APOSJ_19030
OG0000829	bflo_10699	APOSJ_27445, APOSJ_27444
OG0000830	bflo_26107, bflo_25613, bflo_25610	APOSJ_27719, APOSJ_11037, APOSJ_05686
OG0000830	bflo_23192, bflo_13253	APOSJ_58793
OG0000831	bflo_25792	APOSJ_61004, APOSJ_61003, APOSJ_61002
OG0000832	bflo_18479, bflo_00071, bflo_00076	APOSJ_54947, APOSJ_54946
OG0000833	bflo_25237	APOSJ_32064
OG0000834	bflo_02857	APOSJ_27505, APOSJ_25155
OG0000835	bflo_03284	APOSJ_04948
OG0000836	bflo_07996, bflo_08141, bflo_07459	APOSJ_47104, APOSJ_47105
OG0000837	bflo_00035, bflo_12566	APOSJ_30433, APOSJ_48352, APOSJ_36969, APOSJ_50426
OG0000837	bflo_01440, bflo_15081, bflo_01439	APOSJ_53788, APOSJ_07156
OG0000838	bflo_09519, bflo_10354	APOSJ_42033, APOSJ_42036
OG0000838	bflo_20447, bflo_26407, bflo_21734	APOSJ_00381
OG0000841	bflo_13469	APOSJ_20937, APOSJ_20938, APOSJ_02223, APOSJ_26762, APOSJ_20939, APOSJ_20940
OG0000842	bflo_26481	APOSJ_02046, APOSJ_02045, APOSJ_12472, APOSJ_02044
OG0000845	bflo_18108	APOSJ_41044, APOSJ_41043, APOSJ_56592, APOSJ_36181
OG0000845	bflo_17447	APOSJ_35924, APOSJ_35923, APOSJ_24773, APOSJ_35921, APOSJ_35922
OG0000846	bflo_03511	APOSJ_23491, APOSJ_23490, APOSJ_54456, APOSJ_54455, APOSJ_03579
OG0000847	bflo_21169	APOSJ_07138, APOSJ_07140, APOSJ_07139
OG0000847	bflo_20471	APOSJ_37393, APOSJ_64417, APOSJ_37410
OG0000848	bflo_07381	APOSJ_37470, APOSJ_61306, APOSJ_61305, APOSJ_40590, APOSJ_61307
OG0000849	bflo_02361	APOSJ_24980, APOSJ_24981, APOSJ_24982
OG0000850	bflo_25536	APOSJ_48008, APOSJ_48007
OG0000850	bflo_08991	APOSJ_43389, APOSJ_10662
OG0000851	bflo_14102	APOSJ_48145, APOSJ_48146, APOSJ_32816, APOSJ_48144, APOSJ_50654, APOSJ_48147, APOSJ_05428, APOSJ_05427, APOSJ_05431, APOSJ_62125, APOSJ_09644, APOSJ_05429, APOSJ_09647, APOSJ_05434, APOSJ_09649, APOSJ_05435, APOSJ_09646, APOSJ_09643, APOSJ_05426, APOSJ_05430, APOSJ_09642, APOSJ_09648, APOSJ_05432, APOSJ_09645, APOSJ_05433
OG0000852	bflo_13268	APOSJ_12943
OG0000855	bflo_04775, bflo_04776, bflo_16604, bflo_04853, bflo_16597	APOSJ_14055, APOSJ_14051, APOSJ_14054, APOSJ_14052, APOSJ_14053
OG0000857	bflo_03314	APOSJ_49783, APOSJ_49781
OG0000858	bflo_10644, bflo_11464	APOSJ_12185, APOSJ_12184
OG0000858	bflo_03553	APOSJ_21398, APOSJ_21395, APOSJ_21396, APOSJ_21397
OG0000860	bflo_15791	APOSJ_28084, APOSJ_28083, APOSJ_28085
OG0000866	bflo_04437	APOSJ_34503
OG0000867	bflo_05717, bflo_04369	APOSJ_59747, APOSJ_22133, APOSJ_04871, APOSJ_01800, APOSJ_01802, APOSJ_01801, APOSJ_01803, APOSJ_54772, APOSJ_54404, APOSJ_16599, APOSJ_06460, APOSJ_08617, APOSJ_19880
OG0000868	bflo_17556	APOSJ_29113, APOSJ_25427
OG0000869	bflo_24265	APOSJ_19244, APOSJ_56671, APOSJ_19242, APOSJ_19245, APOSJ_19240, APOSJ_56681, APOSJ_19241, APOSJ_19243
OG0000869	bflo_25732	APOSJ_36939
OG0000870	bflo_19756	APOSJ_11637, APOSJ_11639, APOSJ_11640, APOSJ_11638
OG0000871	bflo_10176	APOSJ_44220
OG0000872	bflo_03017	APOSJ_37062, APOSJ_37063, APOSJ_04372, APOSJ_04374, APOSJ_37061, APOSJ_04369, APOSJ_04376, APOSJ_04368, APOSJ_44428, APOSJ_04373, APOSJ_04375, APOSJ_04371
OG0000873	bflo_01487	APOSJ_25707, APOSJ_25706
OG0000874	bflo_14069	APOSJ_26550, APOSJ_22841, APOSJ_22825, APOSJ_26548
OG0000874	bflo_12681	APOSJ_53110
OG0000875	bflo_01017	APOSJ_08818, APOSJ_08817
OG0000875	bflo_19415	APOSJ_52605, APOSJ_58380
OG0000877	bflo_12965, bflo_12968	APOSJ_50388, APOSJ_50389, APOSJ_63128, APOSJ_63129, APOSJ_22155, APOSJ_22154, APOSJ_63975, APOSJ_14069, APOSJ_14070, APOSJ_47437, APOSJ_47438
OG0000878	bflo_03682	APOSJ_64465
OG0000878	bflo_03630	APOSJ_34861, APOSJ_60058, APOSJ_09639, APOSJ_60054
OG0000878	bflo_02683	APOSJ_42982, APOSJ_42980
OG0000879	bflo_21594	APOSJ_38539
OG0000879	bflo_19083, bflo_24230, bflo_18829, bflo_05186	APOSJ_32111
OG0000882	bflo_04158	APOSJ_32705, APOSJ_32703, APOSJ_32706, APOSJ_32704
OG0000887	bflo_01743	APOSJ_40145
OG0000887	bflo_19302	APOSJ_02931
OG0000888	bflo_05832	APOSJ_22590, APOSJ_49280, APOSJ_22589, APOSJ_49284, APOSJ_22591, APOSJ_32713
OG0000888	bflo_07374	APOSJ_54889, APOSJ_05548, APOSJ_54888
OG0000889	bflo_12593	APOSJ_38181, APOSJ_33849, APOSJ_33848
OG0000889	bflo_21142	APOSJ_02579
OG0000890	bflo_18043	APOSJ_03268, APOSJ_42956
OG0000891	bflo_22982	APOSJ_64575
OG0000893	bflo_24157, bflo_24156, bflo_22075, bflo_24701, bflo_23931	APOSJ_47025, APOSJ_29261, APOSJ_04696, APOSJ_04697
OG0000894	bflo_14750	APOSJ_29737, APOSJ_28706, APOSJ_28705
OG0000894	bflo_23023	APOSJ_55800, APOSJ_02048
OG0000896	bflo_09970	APOSJ_25337
OG0000897	bflo_11434	APOSJ_05769, APOSJ_05771, APOSJ_05768
OG0000897	bflo_11945, bflo_11590, bflo_11740	APOSJ_51303, APOSJ_51302, APOSJ_21827, APOSJ_07334, APOSJ_21829, APOSJ_21826, APOSJ_13928, APOSJ_13929, APOSJ_22190
OG0000898	bflo_01661, bflo_27387, bflo_22383, bflo_18644, bflo_18960, bflo_18639, bflo_18641, bflo_02165, bflo_17589, bflo_03891, bflo_03889, bflo_01144, bflo_14148, bflo_11015, bflo_21729, bflo_00527, bflo_15462, bflo_07227, bflo_12625, bflo_26024	APOSJ_17268, APOSJ_25267
OG0000899	bflo_14337	APOSJ_26037, APOSJ_54212, APOSJ_59288, APOSJ_13895, APOSJ_01417, APOSJ_59284, APOSJ_54213, APOSJ_14942, APOSJ_01418, APOSJ_07103, APOSJ_07107, APOSJ_07105, APOSJ_54211, APOSJ_59287, APOSJ_07108, APOSJ_54209, APOSJ_54208, APOSJ_54210, APOSJ_55379, APOSJ_01416, APOSJ_59283, APOSJ_01415, APOSJ_07109, APOSJ_07106, APOSJ_59285, APOSJ_02127, APOSJ_01414, APOSJ_59290, APOSJ_07102, APOSJ_29418, APOSJ_01413, APOSJ_08884, APOSJ_07104, APOSJ_08886
OG0000904	bflo_13183	APOSJ_18346, APOSJ_52292, APOSJ_61681, APOSJ_56505
OG0000905	bflo_26708, bflo_03252	APOSJ_12484, APOSJ_12479, APOSJ_14516, APOSJ_12478, APOSJ_12481, APOSJ_13330, APOSJ_02398, APOSJ_02401, APOSJ_12485, APOSJ_02399, APOSJ_02403, APOSJ_02402, APOSJ_02397, APOSJ_18231, APOSJ_63308, APOSJ_02404, APOSJ_12477, APOSJ_13329, APOSJ_12482, APOSJ_02400, APOSJ_18883
OG0000906	bflo_15863	APOSJ_27371
OG0000907	bflo_25628	APOSJ_30988, APOSJ_37073, APOSJ_37068, APOSJ_37072, APOSJ_30989, APOSJ_30907, APOSJ_37069, APOSJ_30902, APOSJ_30992, APOSJ_30904, APOSJ_30905, APOSJ_30906, APOSJ_30901, APOSJ_49590, APOSJ_30995, APOSJ_30994, APOSJ_30903, APOSJ_30899, APOSJ_30908, APOSJ_30987, APOSJ_30993, APOSJ_37070, APOSJ_30898, APOSJ_37071, APOSJ_30990, APOSJ_30991
OG0000908	bflo_08871	APOSJ_65204, APOSJ_33401
OG0000908	bflo_08596	APOSJ_34089, APOSJ_34088
OG0000908	bflo_08131	APOSJ_29744
OG0000909	bflo_18377	APOSJ_41173, APOSJ_16936, APOSJ_16935, APOSJ_16934, APOSJ_16937, APOSJ_44202
OG0000910	bflo_01854	APOSJ_55027, APOSJ_55026, APOSJ_55025
OG0000911	bflo_00891, bflo_00957	APOSJ_12676
OG0000912	bflo_09112	APOSJ_05063, APOSJ_05062
OG0000912	bflo_20621	APOSJ_17661
OG0000913	bflo_14588	APOSJ_24386
OG0000915	bflo_12273	APOSJ_34409, APOSJ_34408, APOSJ_34411, APOSJ_34412, APOSJ_54680, APOSJ_34413, APOSJ_16558, APOSJ_16542
OG0000921	bflo_15652	APOSJ_04274
OG0000923	bflo_02952	APOSJ_43012
OG0000923	bflo_02648	APOSJ_25204
OG0000924	bflo_15112	APOSJ_10657
OG0000925	bflo_22447	APOSJ_57320
OG0000926	bflo_09210	APOSJ_32194
OG0000926	bflo_17123	APOSJ_19894
OG0000926	bflo_21264	APOSJ_08802, APOSJ_46144, APOSJ_46145
OG0000927	bflo_21351, bflo_22530, bflo_21352, bflo_21241, bflo_05122, bflo_21387, bflo_22124, bflo_22069	APOSJ_36079, APOSJ_36080
OG0000928	bflo_05985	APOSJ_01510, APOSJ_01515, APOSJ_01518, APOSJ_09446, APOSJ_12394, APOSJ_12399, APOSJ_12402, APOSJ_47737, APOSJ_47740, APOSJ_47739, APOSJ_60583, APOSJ_47733, APOSJ_47736, APOSJ_26604, APOSJ_12397, APOSJ_01516, APOSJ_01512, APOSJ_01519, APOSJ_12396, APOSJ_12398, APOSJ_12395, APOSJ_47735, APOSJ_01513, APOSJ_01514, APOSJ_01511, APOSJ_12400, APOSJ_47738, APOSJ_12401, APOSJ_47734
OG0000929	bflo_17125	APOSJ_05631, APOSJ_05630, APOSJ_35517
OG0000930	bflo_15834, bflo_16803, bflo_15830	APOSJ_14715, APOSJ_14714
OG0000931	bflo_08954	APOSJ_50765, APOSJ_50766
OG0000932	bflo_19999	APOSJ_16502, APOSJ_16499
OG0000933	bflo_21958	APOSJ_26639, APOSJ_26640, APOSJ_26637, APOSJ_26638
OG0000934	bflo_04490	APOSJ_07914, APOSJ_62622, APOSJ_07917, APOSJ_13021, APOSJ_03720
OG0000935	bflo_19247	APOSJ_35299
OG0000937	bflo_21410, bflo_11852, bflo_21542, bflo_15297, bflo_24310, bflo_17182, bflo_22368, bflo_09623, bflo_26017, bflo_04262, bflo_00497, bflo_07960, bflo_13655, bflo_13656	APOSJ_05573
OG0000943	bflo_07247, bflo_25977, bflo_25404	APOSJ_62883, APOSJ_35668, APOSJ_62882
OG0000943	bflo_20510	APOSJ_54902, APOSJ_63737
OG0000944	bflo_14426	APOSJ_10525, APOSJ_10522, APOSJ_10524, APOSJ_03576, APOSJ_10523, APOSJ_22262, APOSJ_03578, APOSJ_10521, APOSJ_60325, APOSJ_10520
OG0000945	bflo_13705, bflo_12713	APOSJ_49003, APOSJ_32725, APOSJ_02670, APOSJ_45898, APOSJ_16439, APOSJ_02672, APOSJ_02671, APOSJ_02676, APOSJ_48995, APOSJ_32720, APOSJ_32721, APOSJ_32723, APOSJ_48997, APOSJ_02669, APOSJ_32716, APOSJ_49000, APOSJ_49002, APOSJ_02675, APOSJ_32724, APOSJ_02668, APOSJ_48999, APOSJ_32717, APOSJ_48998, APOSJ_02674, APOSJ_48996, APOSJ_02673, APOSJ_48994, APOSJ_49001
OG0000946	bflo_03784, bflo_04905	APOSJ_62571
OG0000946	bflo_04391	APOSJ_16030
OG0000947	bflo_00205	APOSJ_08495, APOSJ_08494, APOSJ_19386, APOSJ_08496
OG0000947	bflo_00170	APOSJ_60100, APOSJ_21902, APOSJ_21904, APOSJ_07733, APOSJ_21905, APOSJ_03045
OG0000949	bflo_17563	APOSJ_17988
OG0000951	bflo_05064	APOSJ_08836, APOSJ_08838, APOSJ_33002, APOSJ_33003
OG0000951	bflo_27253	APOSJ_03858, APOSJ_26497
OG0000952	bflo_14821	APOSJ_17011, APOSJ_17012, APOSJ_17013, APOSJ_17014
OG0000952	bflo_14818	APOSJ_11015, APOSJ_58164, APOSJ_11012
OG0000953	bflo_22870, bflo_26077, bflo_25794, bflo_25795, bflo_22979, bflo_24078	APOSJ_06138
OG0000953	bflo_00708	APOSJ_26231
OG0000954	bflo_13257	APOSJ_50100, APOSJ_07999
OG0000954	bflo_23747	APOSJ_50266, APOSJ_50265
OG0000955	bflo_25651	APOSJ_61817
OG0000955	bflo_14322	APOSJ_10714
OG0000957	bflo_03309	APOSJ_09728, APOSJ_62676, APOSJ_09727
OG0000958	bflo_13701, bflo_17086, bflo_23243, bflo_15534, bflo_17088, bflo_03727, bflo_03728, bflo_03019, bflo_04824, bflo_03729, bflo_01686, bflo_03214	APOSJ_56603
OG0000960	bflo_12512	APOSJ_34385, APOSJ_34381, APOSJ_34386, APOSJ_34382, APOSJ_47694, APOSJ_34384, APOSJ_34383
OG0000963	bflo_07262	APOSJ_10817, APOSJ_05713, APOSJ_03042, APOSJ_10816, APOSJ_21560, APOSJ_10818, APOSJ_04889, APOSJ_10819
OG0000963	bflo_03565	APOSJ_36581
OG0000964	bflo_06342, bflo_19118, bflo_10230, bflo_06035, bflo_06039	APOSJ_00212, APOSJ_00215, APOSJ_22022, APOSJ_22023, APOSJ_59681, APOSJ_08304, APOSJ_22024, APOSJ_08303, APOSJ_13771, APOSJ_13762, APOSJ_00211, APOSJ_00213, APOSJ_00214, APOSJ_00216, APOSJ_22025, APOSJ_04858, APOSJ_04857, APOSJ_48503
OG0000965	bflo_08576	APOSJ_29601, APOSJ_29603, APOSJ_03389, APOSJ_21200, APOSJ_03396, APOSJ_03390, APOSJ_03391, APOSJ_03393, APOSJ_03394
OG0000965	bflo_13018	APOSJ_30694, APOSJ_39849, APOSJ_30693, APOSJ_30697
OG0000966	bflo_20263	APOSJ_07001, APOSJ_15383, APOSJ_15386, APOSJ_15382, APOSJ_09538, APOSJ_09540, APOSJ_09539, APOSJ_21117, APOSJ_15387, APOSJ_09543, APOSJ_09545, APOSJ_09537, APOSJ_15385, APOSJ_03828, APOSJ_03829, APOSJ_15384, APOSJ_21122, APOSJ_09542, APOSJ_21116, APOSJ_21119, APOSJ_15381, APOSJ_09544, APOSJ_21120, APOSJ_09541, APOSJ_21121
OG0000967	bflo_04354	APOSJ_09815, APOSJ_10557, APOSJ_09816, APOSJ_10556, APOSJ_09817, APOSJ_09818
OG0000967	bflo_07239	APOSJ_62971, APOSJ_18497, APOSJ_06283
OG0000968	bflo_20978	APOSJ_08278, APOSJ_55359, APOSJ_55360
OG0000969	bflo_04468, bflo_19187, bflo_18840, bflo_18841, bflo_21704, bflo_19041, bflo_18838, bflo_04477, bflo_06432, bflo_19042, bflo_19037, bflo_21707, bflo_21697, bflo_24882, bflo_18839	APOSJ_22281, APOSJ_22280, APOSJ_22279, APOSJ_61021, APOSJ_61023, APOSJ_06916, APOSJ_61025, APOSJ_55691, APOSJ_55689, APOSJ_55690, APOSJ_11011, APOSJ_07964, APOSJ_07965
OG0000970	bflo_20773	APOSJ_13365
OG0000971	bflo_02638	APOSJ_37346, APOSJ_37349, APOSJ_37347, APOSJ_37348, APOSJ_03655
OG0000972	bflo_20769, bflo_20771, bflo_20770, bflo_25828	APOSJ_37488, APOSJ_37489, APOSJ_34751
OG0000972	bflo_08143	APOSJ_55945, APOSJ_55944
OG0000973	bflo_16704, bflo_16388, bflo_16373, bflo_16375, bflo_16376, bflo_16391, bflo_16380, bflo_16361, bflo_16379, bflo_16384, bflo_16707	APOSJ_29923, APOSJ_29922, APOSJ_06246
OG0000974	bflo_01162, bflo_20847	APOSJ_20835, APOSJ_29899, APOSJ_21787, APOSJ_29897, APOSJ_40070, APOSJ_40074, APOSJ_40073, APOSJ_64382, APOSJ_64381, APOSJ_30079, APOSJ_51773
OG0000976	bflo_21557	APOSJ_26736
OG0000977	bflo_13836	APOSJ_44541, APOSJ_44540, APOSJ_49803, APOSJ_49805, APOSJ_42308, APOSJ_49804
OG0000977	bflo_00630	APOSJ_62900
OG0000977	bflo_19025, bflo_19017	APOSJ_36463, APOSJ_36464, APOSJ_58684, APOSJ_06050, APOSJ_36465, APOSJ_06049
OG0000978	bflo_13255	APOSJ_24157, APOSJ_24153, APOSJ_21088, APOSJ_24156, APOSJ_24152, APOSJ_24154
OG0000979	bflo_08836, bflo_13441, bflo_13442, bflo_13947, bflo_19019, bflo_13644, bflo_12775, bflo_13329, bflo_13369	APOSJ_35084, APOSJ_50089
OG0000981	bflo_00671, bflo_00847, bflo_00767, bflo_05305, bflo_00648	APOSJ_40882, APOSJ_40881, APOSJ_54712, APOSJ_16730, APOSJ_16731, APOSJ_53306, APOSJ_08432, APOSJ_17691, APOSJ_17692, APOSJ_53298, APOSJ_45849
OG0000981	bflo_05697	APOSJ_14570
OG0000984	bflo_06233	APOSJ_59608
OG0000984	bflo_15006	APOSJ_01047, APOSJ_01048
OG0000984	bflo_15679	APOSJ_21285, APOSJ_60399, APOSJ_00609, APOSJ_64646
OG0000985	bflo_07499	APOSJ_31764, APOSJ_31765, APOSJ_31763, APOSJ_31762
OG0000987	bflo_02033	APOSJ_36903, APOSJ_36902
OG0000988	bflo_15623	APOSJ_14331, APOSJ_14326, APOSJ_02151, APOSJ_40223, APOSJ_40225, APOSJ_40224, APOSJ_02152, APOSJ_40227, APOSJ_02154, APOSJ_40229, APOSJ_40226, APOSJ_40222, APOSJ_40228, APOSJ_02153
OG0000992	bflo_22932	APOSJ_62448, APOSJ_53292, APOSJ_53290, APOSJ_07263, APOSJ_45691, APOSJ_62446
OG0000992	bflo_09287	APOSJ_44806
OG0000994	bflo_01641	APOSJ_53508, APOSJ_63664, APOSJ_53509
OG0000994	bflo_10212	APOSJ_50730, APOSJ_18385, APOSJ_52043
OG0000995	bflo_22708	APOSJ_33007, APOSJ_52227
OG0000996	bflo_21978	APOSJ_37598, APOSJ_37597, APOSJ_35443, APOSJ_37594
OG0000997	bflo_15516	APOSJ_16199, APOSJ_03135, APOSJ_51072, APOSJ_16200, APOSJ_16197, APOSJ_16196, APOSJ_16198, APOSJ_16202
OG0000998	bflo_17960	APOSJ_34569, APOSJ_34571, APOSJ_34566, APOSJ_34570
OG0000999	bflo_03341	APOSJ_40012, APOSJ_40011, APOSJ_40010
OG0001000	bflo_17958, bflo_27228	APOSJ_57092, APOSJ_57089, APOSJ_57096, APOSJ_57093, APOSJ_57094
OG0001002	bflo_10399, bflo_04098	APOSJ_56918, APOSJ_56919
OG0001003	bflo_20878	APOSJ_57637, APOSJ_57638, APOSJ_52521, APOSJ_64046, APOSJ_64044, APOSJ_64045, APOSJ_57631, APOSJ_25132, APOSJ_52522, APOSJ_52519, APOSJ_52525, APOSJ_52520
OG0001004	bflo_26280	APOSJ_53388
OG0001005	bflo_10085	APOSJ_20492, APOSJ_20490, APOSJ_24589, APOSJ_65423, APOSJ_20493, APOSJ_20491, APOSJ_36591, APOSJ_20494, APOSJ_20497, APOSJ_24590, APOSJ_65404
OG0001006	bflo_04350	APOSJ_28887, APOSJ_24469, APOSJ_22992
OG0001006	bflo_22313	APOSJ_05876, APOSJ_05882, APOSJ_05875, APOSJ_05879, APOSJ_05878, APOSJ_05880, APOSJ_05881
OG0001007	bflo_07675	APOSJ_08471, APOSJ_08472, APOSJ_29169, APOSJ_58305, APOSJ_53884, APOSJ_58308, APOSJ_58306, APOSJ_58302, APOSJ_58303, APOSJ_58309, APOSJ_60238, APOSJ_08469, APOSJ_58304, APOSJ_58310, APOSJ_08470, APOSJ_58307
OG0001008	bflo_03203	APOSJ_41152, APOSJ_16931, APOSJ_16930, APOSJ_16932
OG0001009	bflo_23339	APOSJ_54750, APOSJ_54751
OG0001016	bflo_19435	APOSJ_63469, APOSJ_53479, APOSJ_53477, APOSJ_53478, APOSJ_53480, APOSJ_34663
OG0001016	bflo_00910	APOSJ_60324, APOSJ_60323
OG0001017	bflo_00667, bflo_00666	APOSJ_40712, APOSJ_04840, APOSJ_40714, APOSJ_40713
OG0001018	bflo_02467, bflo_02601, bflo_13307, bflo_24232	APOSJ_07884
OG0001018	bflo_23920	APOSJ_31959, APOSJ_31957, APOSJ_31960, APOSJ_03376, APOSJ_31958, APOSJ_31956
OG0001019	bflo_13773, bflo_13159	APOSJ_54146, APOSJ_19325, APOSJ_57326, APOSJ_09709, APOSJ_63985, APOSJ_61924
OG0001021	bflo_16744, bflo_13349	APOSJ_31103, APOSJ_53465, APOSJ_41653, APOSJ_31092, APOSJ_29431, APOSJ_47845, APOSJ_53463, APOSJ_41654, APOSJ_63399, APOSJ_53454, APOSJ_31093, APOSJ_41650, APOSJ_41652, APOSJ_31095, APOSJ_53466, APOSJ_29432, APOSJ_41655, APOSJ_41656, APOSJ_63400, APOSJ_47844, APOSJ_29430, APOSJ_53464, APOSJ_47847, APOSJ_47843, APOSJ_33429, APOSJ_33430
OG0001021	bflo_15771	APOSJ_63396, APOSJ_47846, APOSJ_31096, APOSJ_47841, APOSJ_43390, APOSJ_43391, APOSJ_43385, APOSJ_05688
OG0001022	bflo_21941	APOSJ_05266, APOSJ_05268, APOSJ_05267
OG0001023	bflo_03026	APOSJ_37628
OG0001024	bflo_04903	APOSJ_05017
OG0001026	bflo_23870	APOSJ_35709, APOSJ_41682, APOSJ_53540, APOSJ_41677, APOSJ_41678, APOSJ_41680, APOSJ_59357, APOSJ_41683, APOSJ_29439, APOSJ_23858, APOSJ_23846, APOSJ_07549, APOSJ_19505, APOSJ_09935, APOSJ_41685, APOSJ_23843, APOSJ_29443, APOSJ_35704, APOSJ_12520, APOSJ_22315, APOSJ_09938, APOSJ_07431, APOSJ_29440, APOSJ_35703, APOSJ_41679, APOSJ_41686, APOSJ_41684, APOSJ_41681, APOSJ_29442, APOSJ_29441, APOSJ_29437, APOSJ_35702, APOSJ_35705
OG0001027	bflo_23209, bflo_04293, bflo_23208	APOSJ_32879, APOSJ_32143, APOSJ_56963, APOSJ_56964, APOSJ_56962, APOSJ_18165, APOSJ_18168, APOSJ_18166
OG0001028	bflo_25597	APOSJ_29644
OG0001029	bflo_13219	APOSJ_39135, APOSJ_44878
OG0001030	bflo_05876	APOSJ_29201
OG0001031	bflo_07447	APOSJ_07513, APOSJ_47258
OG0001032	bflo_16280	APOSJ_04537
OG0001033	bflo_08146	APOSJ_38678
OG0001033	bflo_20841	APOSJ_30056, APOSJ_30055
OG0001034	bflo_18588	APOSJ_19523, APOSJ_19524
