Orthogroup	BRAFL	NEMVE
OG0000817	bflo_00856	NEMVE14686
OG0000817	bflo_07439	NEMVE01689, NEMVE21825
OG0000817	bflo_18969	NEMVE14311
OG0000818	bflo_23425	NEMVE08706
OG0000819	bflo_10524	NEMVE14350
OG0000819	bflo_20741	NEMVE21753, NEMVE17271, NEMVE13337, NEMVE08410, NEMVE19184, NEMVE14132
OG0000819	bflo_20956	NEMVE07543, NEMVE14834
OG0000820	bflo_18733	NEMVE08902
OG0000822	bflo_03526, bflo_03719, bflo_03555, bflo_03528, bflo_09872, bflo_09868, bflo_04733	NEMVE07227
OG0000823	bflo_22163, bflo_09486	NEMVE00095
OG0000824	bflo_13274	NEMVE05752
OG0000825	bflo_15210	NEMVE07795, NEMVE11350
OG0000825	bflo_08984, bflo_09151, bflo_09150	NEMVE06157, NEMVE15274, NEMVE01111, NEMVE19057
OG0000826	bflo_13774	NEMVE01532, NEMVE25209
OG0000827	bflo_18876, bflo_03038, bflo_06200, bflo_05865, bflo_25409	NEMVE06012
OG0000828	bflo_07597	NEMVE13102, NEMVE13594
OG0000828	bflo_20839	NEMVE15094
OG0000829	bflo_10600, bflo_10308, bflo_10699	NEMVE08791
OG0000832	bflo_18479, bflo_00071, bflo_00076	NEMVE01204, NEMVE18227, NEMVE20901, NEMVE16417, NEMVE04715
OG0000833	bflo_25237	NEMVE18727
OG0000834	bflo_02857	NEMVE05968, NEMVE05965
OG0000835	bflo_03284	NEMVE08598, NEMVE20600
OG0000836	bflo_08676	NEMVE05982
OG0000836	bflo_07996, bflo_08141, bflo_07459	NEMVE01499
OG0000837	bflo_01440, bflo_15081, bflo_01439	NEMVE25541
OG0000838	bflo_09519, bflo_10354	NEMVE09615, NEMVE02207, NEMVE03582, NEMVE04654, NEMVE17040
OG0000841	bflo_13469	NEMVE05492
OG0000842	bflo_26481	NEMVE20517, NEMVE23509, NEMVE25014, NEMVE03321, NEMVE17616, NEMVE24628, NEMVE17617
OG0000844	bflo_24153	NEMVE07462
OG0000845	bflo_18108	NEMVE08579, NEMVE13814, NEMVE01849
OG0000845	bflo_17447	NEMVE19954, NEMVE05692
OG0000847	bflo_21169	NEMVE07778
OG0000847	bflo_20471	NEMVE06005, NEMVE08888
OG0000848	bflo_07381	NEMVE13752
OG0000849	bflo_02361, bflo_19468	NEMVE14809
OG0000850	bflo_25536	NEMVE15099
OG0000850	bflo_08991	NEMVE21917
OG0000851	bflo_14102	NEMVE05563, NEMVE23273
OG0000852	bflo_13268	NEMVE07789
OG0000853	bflo_26522	NEMVE23651
OG0000854	bflo_07303, bflo_07298, bflo_18632, bflo_26078, bflo_07314, bflo_07317, bflo_07311, bflo_07307, bflo_01973, bflo_16247, bflo_16220, bflo_16222, bflo_16356, bflo_11684	NEMVE02919, NEMVE09672, NEMVE06236, NEMVE07456
OG0000856	bflo_08358, bflo_22469	NEMVE05473, NEMVE14626, NEMVE21694
OG0000857	bflo_03314	NEMVE18201
OG0000858	bflo_10644, bflo_11464	NEMVE13289
OG0000858	bflo_11695	NEMVE05037
OG0000858	bflo_03553	NEMVE05877
OG0000859	bflo_06258	NEMVE19193, NEMVE00437
OG0000860	bflo_15791	NEMVE23955, NEMVE13259
OG0000861	bflo_20852, bflo_20859, bflo_20860, bflo_21098, bflo_12911, bflo_22390, bflo_22416, bflo_02704, bflo_02426, bflo_06512	NEMVE21201, NEMVE01293, NEMVE09770, NEMVE15469, NEMVE06681, NEMVE09391
OG0000863	bflo_10601	NEMVE07030, NEMVE18750, NEMVE13303, NEMVE13302, NEMVE13474, NEMVE06880
OG0000863	bflo_08026, bflo_21273, bflo_02986, bflo_00151, bflo_21272, bflo_21398, bflo_06721, bflo_15485	NEMVE07145, NEMVE20946
OG0000866	bflo_00544, bflo_18651, bflo_06776, bflo_19533, bflo_17937, bflo_11290, bflo_19531, bflo_19535, bflo_17936, bflo_18919, bflo_09366, bflo_09007, bflo_09006, bflo_14664, bflo_15101, bflo_14663, bflo_15100, bflo_04437	NEMVE20292, NEMVE18737, NEMVE19120, NEMVE19080, NEMVE20220, NEMVE19768
OG0000869	bflo_24265	NEMVE07859
OG0000869	bflo_25732	NEMVE23299
OG0000870	bflo_17929, bflo_15998, bflo_15012, bflo_17767, bflo_19756	NEMVE02461, NEMVE01574
OG0000871	bflo_17545	NEMVE16871
OG0000871	bflo_10176	NEMVE14071
OG0000872	bflo_03017	NEMVE14190
OG0000873	bflo_01487	NEMVE10811, NEMVE11481
OG0000874	bflo_14069	NEMVE13256
OG0000874	bflo_12681	NEMVE13222, NEMVE18182, NEMVE17061, NEMVE18841, NEMVE13223, NEMVE01986, NEMVE02990, NEMVE11626
OG0000875	bflo_01017	NEMVE12865
OG0000875	bflo_19415	NEMVE14079
OG0000876	bflo_02085	NEMVE02940, NEMVE11949
OG0000877	bflo_12965, bflo_12968	NEMVE16415
OG0000878	bflo_03682, bflo_03630, bflo_02683	NEMVE02420
OG0000879	bflo_19083, bflo_24230, bflo_18829, bflo_05186	NEMVE13129
OG0000880	bflo_12495	NEMVE15899
OG0000881	bflo_15605	NEMVE13265
OG0000881	bflo_20101	NEMVE14845
OG0000882	bflo_04158	NEMVE02007
OG0000885	bflo_11025, bflo_11318, bflo_13363, bflo_04914, bflo_18203, bflo_04878, bflo_23973, bflo_01472, bflo_01133, bflo_23495, bflo_03977, bflo_13319, bflo_01903	NEMVE19889
OG0000887	bflo_01743, bflo_19302	NEMVE10146
OG0000888	bflo_05832	NEMVE10813
OG0000888	bflo_07374	NEMVE11848
OG0000889	bflo_12593	NEMVE22565
OG0000889	bflo_21142	NEMVE14419
OG0000893	bflo_24157, bflo_24156, bflo_22075, bflo_24701, bflo_23931	NEMVE20101, NEMVE02240, NEMVE02067, NEMVE02075
OG0000894	bflo_14750	NEMVE23274
OG0000894	bflo_23023	NEMVE14617
OG0000896	bflo_13131	NEMVE21907
OG0000896	bflo_09970	NEMVE10977
OG0000897	bflo_11434	NEMVE06224, NEMVE12475
OG0000897	bflo_11945, bflo_11590, bflo_11740	NEMVE14979
OG0000898	bflo_12625, bflo_26024	NEMVE14546, NEMVE21727
OG0000899	bflo_14337	NEMVE18761
OG0000903	bflo_26084	NEMVE13285
OG0000904	bflo_13183	NEMVE08753
OG0000905	bflo_26708, bflo_03252	NEMVE24633
OG0000906	bflo_15863	NEMVE15755
OG0000906	bflo_17920, bflo_19022	NEMVE08831
OG0000906	bflo_17827, bflo_21444	NEMVE02278
OG0000906	bflo_27265	NEMVE03808
OG0000907	bflo_25628	NEMVE00986
OG0000909	bflo_18377	NEMVE10272
OG0000910	bflo_01854	NEMVE17424
OG0000911	bflo_00891, bflo_00957, bflo_12997	NEMVE24020
OG0000912	bflo_09112	NEMVE23980
OG0000912	bflo_20621	NEMVE23705
OG0000913	bflo_14588	NEMVE23286, NEMVE05585, NEMVE00499, NEMVE04717
OG0000914	bflo_10973	NEMVE08606
OG0000915	bflo_12273	NEMVE05638
OG0000916	bflo_26245, bflo_16703, bflo_25616, bflo_13633	NEMVE00760, NEMVE23155, NEMVE15635
OG0000921	bflo_15652	NEMVE19737, NEMVE09442
OG0000924	bflo_14560	NEMVE03228
OG0000924	bflo_22652	NEMVE10495, NEMVE10492
OG0000924	bflo_15112	NEMVE04674
OG0000925	bflo_09205	NEMVE21937, NEMVE05629, NEMVE00068
OG0000925	bflo_22447	NEMVE22442, NEMVE00338
OG0000926	bflo_09210	NEMVE13598, NEMVE10833
OG0000926	bflo_13640	NEMVE13988
OG0000928	bflo_05985	NEMVE20627
OG0000929	bflo_17125	NEMVE10278
OG0000930	bflo_15834, bflo_16803, bflo_15830	NEMVE06499, NEMVE09880, NEMVE16667, NEMVE11111
OG0000931	bflo_08954	NEMVE13552
OG0000934	bflo_04490	NEMVE09369
OG0000935	bflo_19247	NEMVE24478, NEMVE06639
OG0000936	bflo_26344	NEMVE05175, NEMVE23075, NEMVE05183
OG0000937	bflo_21410, bflo_11852, bflo_21542, bflo_15297, bflo_24310, bflo_17182, bflo_22368, bflo_09623, bflo_26017, bflo_04262, bflo_00497, bflo_07960, bflo_13655, bflo_13656	NEMVE16160
OG0000939	bflo_03844, bflo_00030	NEMVE17859
OG0000942	bflo_01751, bflo_03988, bflo_21413, bflo_02201, bflo_22086, bflo_21168, bflo_17160, bflo_02220, bflo_17849, bflo_05027, bflo_05162	NEMVE19243
OG0000943	bflo_07247, bflo_25977, bflo_25404	NEMVE14119
OG0000943	bflo_20510	NEMVE15785, NEMVE08924
OG0000944	bflo_14426	NEMVE07708
OG0000945	bflo_13705, bflo_12713	NEMVE22316, NEMVE22428
OG0000946	bflo_03784, bflo_04905	NEMVE11477
OG0000946	bflo_04391	NEMVE07731
OG0000946	bflo_03785, bflo_04916	NEMVE10926
OG0000947	bflo_00205	NEMVE04758
OG0000947	bflo_00170	NEMVE07474
OG0000949	bflo_17563	NEMVE24705, NEMVE16573, NEMVE25704, NEMVE24321
OG0000950	bflo_19953	NEMVE08112
OG0000951	bflo_05064	NEMVE21998
OG0000951	bflo_17583, bflo_17253	NEMVE02530
OG0000952	bflo_14821	NEMVE04659
OG0000952	bflo_14818	NEMVE02164
OG0000953	bflo_22870, bflo_26077, bflo_25794, bflo_25795, bflo_22979, bflo_24078, bflo_00708	NEMVE12932
OG0000954	bflo_13257	NEMVE06460
OG0000954	bflo_23747	NEMVE05247, NEMVE12295
OG0000955	bflo_25651	NEMVE14901
OG0000955	bflo_06523	NEMVE06008
OG0000955	bflo_14322	NEMVE08350
OG0000957	bflo_03309	NEMVE00980
OG0000958	bflo_13701, bflo_17086, bflo_23243, bflo_15534, bflo_17088, bflo_03727, bflo_03728, bflo_03019, bflo_04824, bflo_03729, bflo_01686, bflo_03214	NEMVE24805, NEMVE17902
OG0000960	bflo_12512	NEMVE02244
OG0000963	bflo_07262	NEMVE06216
OG0000963	bflo_03565	NEMVE03242
OG0000964	bflo_06342, bflo_19118, bflo_10230, bflo_06035, bflo_06039	NEMVE19256
OG0000965	bflo_08576	NEMVE10501
OG0000965	bflo_13018	NEMVE02072
OG0000966	bflo_20263	NEMVE06417
OG0000967	bflo_04354	NEMVE05572
OG0000967	bflo_07239	NEMVE11722, NEMVE10506
OG0000968	bflo_20978	NEMVE14701
OG0000968	bflo_20214	NEMVE15048
OG0000969	bflo_04468, bflo_19187, bflo_18840, bflo_18841, bflo_21704, bflo_19041, bflo_18838, bflo_04477, bflo_06432, bflo_19042, bflo_19037, bflo_21707, bflo_21697, bflo_24882, bflo_18839	NEMVE14628
OG0000970	bflo_20773	NEMVE08789
OG0000972	bflo_20769, bflo_20771, bflo_20770, bflo_25828	NEMVE04609, NEMVE00954
OG0000972	bflo_08143	NEMVE10082
OG0000973	bflo_16704, bflo_16388, bflo_16373, bflo_16375, bflo_16376, bflo_16391, bflo_16380, bflo_16361, bflo_16379, bflo_16384, bflo_16707, bflo_16385, bflo_16383	NEMVE17915
OG0000974	bflo_01162, bflo_20847	NEMVE13444
OG0000975	bflo_26488, bflo_00432, bflo_25264, bflo_24020, bflo_24018, bflo_24129, bflo_25116, bflo_25100, bflo_24258, bflo_25136, bflo_25048, bflo_23977, bflo_24917, bflo_24259, bflo_24015, bflo_24016, bflo_24017, bflo_24011, bflo_24012, bflo_23927, bflo_25043, bflo_24249, bflo_25131, bflo_24953, bflo_24050, bflo_24241, bflo_23950, bflo_24253, bflo_23999, bflo_17932, bflo_24013, bflo_25018, bflo_24007, bflo_24009, bflo_26489	NEMVE10075
OG0000976	bflo_21695	NEMVE02732
OG0000976	bflo_21693, bflo_22585, bflo_21856, bflo_21904, bflo_22532	NEMVE06490, NEMVE05744
OG0000977	bflo_13836	NEMVE25192
OG0000977	bflo_00630	NEMVE06329
OG0000977	bflo_19025, bflo_19017	NEMVE20685, NEMVE07099
OG0000978	bflo_13255	NEMVE25212
OG0000979	bflo_08836, bflo_13441, bflo_13442, bflo_13947, bflo_19019, bflo_13644, bflo_12775, bflo_13329, bflo_13369	NEMVE17920, NEMVE04790, NEMVE16326
OG0000981	bflo_00671, bflo_00847, bflo_00767, bflo_05305, bflo_00648	NEMVE05035, NEMVE14361, NEMVE15417
OG0000981	bflo_05697	NEMVE22521
OG0000982	bflo_07681	NEMVE07619, NEMVE11958
OG0000984	bflo_06233	NEMVE21717
OG0000984	bflo_15006	NEMVE12738, NEMVE25727
OG0000985	bflo_07499	NEMVE09786, NEMVE11913
OG0000986	bflo_21122	NEMVE04242
OG0000987	bflo_02033	NEMVE05580
OG0000988	bflo_15623	NEMVE11568, NEMVE19955, NEMVE23928, NEMVE06782
OG0000992	bflo_22932	NEMVE11620
OG0000992	bflo_09287	NEMVE04858
OG0000993	bflo_00226, bflo_26569, bflo_00227	NEMVE12763
OG0000994	bflo_01641	NEMVE24464
OG0000994	bflo_10212	NEMVE05403
OG0000996	bflo_21978	NEMVE06175
OG0000997	bflo_15516	NEMVE15784
OG0000998	bflo_17960	NEMVE18412, NEMVE14793
OG0000999	bflo_03341	NEMVE00092
OG0001000	bflo_17958, bflo_27228	NEMVE02448
OG0001001	bflo_27374, bflo_21303	NEMVE20649, NEMVE24599, NEMVE12542
OG0001002	bflo_15982, bflo_10399, bflo_04098	NEMVE09531, NEMVE19920
OG0001004	bflo_26280	NEMVE06123
OG0001005	bflo_10085	NEMVE10101
OG0001006	bflo_04350	NEMVE21915
OG0001006	bflo_22313	NEMVE10239
OG0001007	bflo_07675, bflo_16602	NEMVE00044, NEMVE10735
OG0001008	bflo_03203	NEMVE24531
OG0001009	bflo_23339	NEMVE05243, NEMVE05261, NEMVE09366, NEMVE18423, NEMVE15625, NEMVE02988, NEMVE13111
OG0001013	bflo_23910, bflo_22623, bflo_23653, bflo_22743, bflo_23440	NEMVE02022
OG0001014	bflo_22524, bflo_21916, bflo_21459, bflo_14544	NEMVE22762, NEMVE19276, NEMVE21298, NEMVE15752
OG0001015	bflo_23858	NEMVE07976
OG0001016	bflo_19435	NEMVE14344
OG0001016	bflo_00910	NEMVE14850
OG0001017	bflo_00667	NEMVE08837
OG0001017	bflo_00666	NEMVE01365
OG0001018	bflo_17983, bflo_02467, bflo_02601, bflo_13307, bflo_24232	NEMVE25537
OG0001018	bflo_23920	NEMVE07573
OG0001019	bflo_13773, bflo_13159	NEMVE06651
OG0001021	bflo_16744, bflo_13349	NEMVE05054
OG0001021	bflo_15771	NEMVE22093
OG0001022	bflo_21941	NEMVE24828
OG0001023	bflo_03026	NEMVE12107
OG0001024	bflo_04903	NEMVE22572
OG0001025	bflo_17439, bflo_26040, bflo_18822, bflo_00385, bflo_14209	NEMVE19762
OG0001027	bflo_13760, bflo_23209, bflo_04293, bflo_23208	NEMVE22961
OG0001028	bflo_25597	NEMVE25953, NEMVE14639
OG0001029	bflo_13219	NEMVE03131, NEMVE01675
OG0001030	bflo_05876	NEMVE13370
OG0001030	bflo_05907	NEMVE21815, NEMVE13139, NEMVE08210, NEMVE13480, NEMVE00380
OG0001031	bflo_07447	NEMVE13279
OG0001031	bflo_01411	NEMVE12566, NEMVE03083, NEMVE18815, NEMVE03518, NEMVE01512, NEMVE05098
OG0001031	bflo_21667	NEMVE01877, NEMVE05278, NEMVE00495, NEMVE02692, NEMVE05018, NEMVE00690, NEMVE08345
OG0001032	bflo_16280	NEMVE14168
OG0001033	bflo_08146	NEMVE24849
OG0001033	bflo_20841	NEMVE03845
OG0001034	bflo_18574, bflo_18588	NEMVE23685
OG0001036	bflo_01100	NEMVE07958
OG0001039	bflo_08311	NEMVE05718, NEMVE05729
OG0001039	bflo_11607	NEMVE14813
OG0001042	bflo_11460, bflo_27000	NEMVE20161, NEMVE25296
OG0001043	bflo_13402	NEMVE16776, NEMVE05556
OG0001045	bflo_23536, bflo_23550	NEMVE10485, NEMVE08539, NEMVE15170, NEMVE17384, NEMVE15704, NEMVE18352, NEMVE17386, NEMVE21043
OG0001048	bflo_07509, bflo_26856	NEMVE04666
OG0001049	bflo_24363	NEMVE24151
OG0001050	bflo_23753, bflo_21612	NEMVE11321
OG0001052	bflo_08592	NEMVE24748
OG0001052	bflo_07579, bflo_08590	NEMVE21906
OG0001053	bflo_19733, bflo_08662	NEMVE01408
OG0001056	bflo_13893, bflo_17997, bflo_18003, bflo_18327, bflo_17999, bflo_17717, bflo_22012, bflo_22005, bflo_24389, bflo_24431, bflo_01319, bflo_01670	NEMVE07347
OG0001059	bflo_04773	NEMVE05294
OG0001060	bflo_14877	NEMVE02960, NEMVE14652, NEMVE13876
OG0001062	bflo_26106	NEMVE01533
OG0001063	bflo_10992, bflo_20437, bflo_20436, bflo_09032	NEMVE08862
OG0001064	bflo_16843, bflo_27227, bflo_17908, bflo_17446, bflo_17801, bflo_10560, bflo_10566	NEMVE19071
OG0001066	bflo_07352	NEMVE24583
OG0001066	bflo_18100	NEMVE01656
OG0001067	bflo_01867	NEMVE01866
OG0001067	bflo_14070, bflo_05866, bflo_01536	NEMVE18870, NEMVE18446, NEMVE25152
OG0001068	bflo_24364	NEMVE04571
OG0001072	bflo_20583	NEMVE08244, NEMVE08252, NEMVE00953, NEMVE07521
OG0001072	bflo_01344	NEMVE01518
OG0001073	bflo_14186	NEMVE11637, NEMVE14006, NEMVE02704
OG0001075	bflo_01789	NEMVE07705, NEMVE15967
OG0001076	bflo_14398	NEMVE01471
OG0001077	bflo_19161, bflo_19130, bflo_15522, bflo_09727	NEMVE06665
OG0001078	bflo_10417	NEMVE21841, NEMVE03024
OG0001079	bflo_14192	NEMVE05363, NEMVE02062, NEMVE19455, NEMVE05874, NEMVE21793, NEMVE05858, NEMVE11085, NEMVE05389
OG0001079	bflo_11561	NEMVE10902
OG0001080	bflo_06623	NEMVE25549
OG0001080	bflo_21619	NEMVE24155
OG0001081	bflo_15729, bflo_03684	NEMVE14063
OG0001082	bflo_19096	NEMVE13496
OG0001083	bflo_10562	NEMVE07865
OG0001084	bflo_04559, bflo_26439	NEMVE15577, NEMVE10374, NEMVE06345
OG0001085	bflo_11120	NEMVE23730
OG0001086	bflo_05720	NEMVE10921
OG0001088	bflo_18566	NEMVE09696, NEMVE11696
OG0001088	bflo_07204, bflo_15734	NEMVE00284, NEMVE01666
OG0001088	bflo_21001	NEMVE19674, NEMVE00424, NEMVE18333, NEMVE11019, NEMVE08315, NEMVE08309
OG0001089	bflo_05776	NEMVE21830
OG0001091	bflo_26460	NEMVE05727
OG0001092	bflo_15467	NEMVE01451
OG0001093	bflo_02494	NEMVE01792
OG0001094	bflo_14443, bflo_08753, bflo_09562, bflo_24273, bflo_24271, bflo_24569, bflo_25669, bflo_26150	NEMVE22605, NEMVE25441
OG0001095	bflo_26605, bflo_00827, bflo_26602	NEMVE24881
OG0001096	bflo_24946, bflo_25111	NEMVE10292, NEMVE12692
OG0001097	bflo_05325, bflo_05062, bflo_05061, bflo_19755, bflo_16070, bflo_16075, bflo_25888, bflo_16071, bflo_16097, bflo_16086, bflo_16099, bflo_16936, bflo_16088, bflo_16934, bflo_16933, bflo_00056, bflo_00057, bflo_00052, bflo_16929, bflo_16098, bflo_16069, bflo_16087, bflo_16073, bflo_16178, bflo_16167, bflo_16177, bflo_16179, bflo_15612, bflo_27163, bflo_16160, bflo_15632, bflo_15619, bflo_15630, bflo_16090, bflo_16114, bflo_16094, bflo_16939, bflo_16932, bflo_16944, bflo_16931, bflo_16089, bflo_16930, bflo_21274, bflo_16092, bflo_16093, bflo_16938, bflo_21537, bflo_16928, bflo_16622, bflo_16041, bflo_03601	NEMVE07237
OG0001101	bflo_12035	NEMVE01007
OG0001102	bflo_23676	NEMVE01649
OG0001102	bflo_01832, bflo_15231	NEMVE08655, NEMVE08649, NEMVE13238, NEMVE19915, NEMVE07408
OG0001103	bflo_13190	NEMVE11703, NEMVE01302
OG0001103	bflo_01225	NEMVE05814
OG0001104	bflo_00423	NEMVE04017, NEMVE06719
OG0001104	bflo_01201	NEMVE25846
OG0001105	bflo_10029	NEMVE13446
OG0001105	bflo_23443	NEMVE00247
OG0001105	bflo_02480	NEMVE17686
OG0001106	bflo_06185	NEMVE10846
OG0001107	bflo_22127	NEMVE00952
OG0001108	bflo_00378	NEMVE22820
OG0001108	bflo_22556, bflo_20433	NEMVE03343
OG0001109	bflo_20879, bflo_05579, bflo_14803, bflo_14804	NEMVE17631
OG0001110	bflo_05245, bflo_16974, bflo_16461, bflo_16317, bflo_16971	NEMVE25055, NEMVE25054
OG0001111	bflo_13059	NEMVE17909, NEMVE18987
OG0001112	bflo_22501	NEMVE18988
OG0001113	bflo_14797	NEMVE11789, NEMVE13858
OG0001113	bflo_22426	NEMVE14477
OG0001113	bflo_26422	NEMVE22434
OG0001114	bflo_04550	NEMVE13059
OG0001117	bflo_18874	NEMVE24913, NEMVE17548
OG0001118	bflo_10522	NEMVE08045
OG0001119	bflo_01654	NEMVE00905, NEMVE12022
OG0001120	bflo_12559	NEMVE17944
OG0001121	bflo_24945, bflo_17622, bflo_24293, bflo_04825	NEMVE15144
OG0001123	bflo_09074	NEMVE08367, NEMVE00548
OG0001123	bflo_20201	NEMVE07298
OG0001124	bflo_23639	NEMVE14042
OG0001124	bflo_10476	NEMVE14572
OG0001125	bflo_05411, bflo_05381	NEMVE02257
OG0001126	bflo_21937	NEMVE21706
OG0001127	bflo_19588, bflo_19589	NEMVE23507
OG0001128	bflo_09982	NEMVE07541
OG0001129	bflo_12819, bflo_13264	NEMVE22537, NEMVE23490, NEMVE23489
OG0001130	bflo_06407, bflo_04255	NEMVE21964, NEMVE14047
OG0001131	bflo_25190	NEMVE02265
OG0001133	bflo_17034	NEMVE17872
OG0001133	bflo_25491	NEMVE22361
OG0001134	bflo_22790	NEMVE10572
OG0001135	bflo_14080	NEMVE08713, NEMVE13852
OG0001136	bflo_06069	NEMVE14986
OG0001137	bflo_23646	NEMVE09544, NEMVE24640, NEMVE09543
OG0001138	bflo_00349, bflo_14068, bflo_00161	NEMVE25571, NEMVE23415, NEMVE15977
OG0001139	bflo_22593	NEMVE14993
OG0001139	bflo_09826	NEMVE07868
OG0001140	bflo_06370	NEMVE06552
OG0001141	bflo_03254	NEMVE13888
OG0001142	bflo_01437	NEMVE20807, NEMVE13380
OG0001143	bflo_07319	NEMVE07319
OG0001144	bflo_00201	NEMVE02135
OG0001146	bflo_25096, bflo_22204	NEMVE18037, NEMVE07073
OG0001146	bflo_22177	NEMVE07468
OG0001147	bflo_22964, bflo_26119	NEMVE05148
OG0001148	bflo_18428, bflo_17694, bflo_17724, bflo_27225, bflo_17202, bflo_17203, bflo_12826, bflo_12827	NEMVE24407
OG0001155	bflo_20442	NEMVE14646
OG0001156	bflo_18549	NEMVE14927
OG0001158	bflo_13300, bflo_11159	NEMVE13124
OG0001159	bflo_01554, bflo_01553	NEMVE02254
OG0001160	bflo_14781	NEMVE11154, NEMVE22281
OG0001161	bflo_08066	NEMVE13207
OG0001162	bflo_17404	NEMVE23909, NEMVE23908, NEMVE22577
OG0001163	bflo_06913, bflo_07427	NEMVE01640
OG0001164	bflo_21084	NEMVE07314
OG0001165	bflo_01574	NEMVE15007
OG0001165	bflo_22236	NEMVE15056
OG0001166	bflo_14820, bflo_15448	NEMVE19411, NEMVE24594, NEMVE25700, NEMVE22182, NEMVE23271, NEMVE23607, NEMVE21179, NEMVE23900
OG0001167	bflo_16326	NEMVE01035
OG0001168	bflo_13463	NEMVE14002
OG0001169	bflo_17729, bflo_06385, bflo_14076, bflo_12639	NEMVE22495
OG0001170	bflo_04525, bflo_11360	NEMVE01927
OG0001171	bflo_05953	NEMVE08775
OG0001172	bflo_02862	NEMVE14607
OG0001172	bflo_02443	NEMVE13977
OG0001174	bflo_11141	NEMVE06466, NEMVE20623
OG0001175	bflo_00560, bflo_02898	NEMVE18808, NEMVE00944
OG0001176	bflo_07517	NEMVE04714
OG0001177	bflo_20551, bflo_01608	NEMVE07007
OG0001178	bflo_25556	NEMVE13445, NEMVE00910
OG0001178	bflo_22453	NEMVE14023
OG0001181	bflo_18914	NEMVE04930
OG0001183	bflo_19634	NEMVE02043
OG0001184	bflo_15772	NEMVE23775
OG0001184	bflo_09793	NEMVE05038
OG0001185	bflo_06562	NEMVE15207
OG0001186	bflo_12657	NEMVE07796
OG0001186	bflo_12919	NEMVE14205
OG0001188	bflo_05292	NEMVE04912
OG0001189	bflo_06318	NEMVE24274
OG0001190	bflo_25067	NEMVE07335, NEMVE20942
OG0001191	bflo_10001	NEMVE02357
OG0001196	bflo_09773	NEMVE08224, NEMVE12229
OG0001197	bflo_24451	NEMVE09865
OG0001198	bflo_02095	NEMVE24571
OG0001198	bflo_03034	NEMVE22207, NEMVE25198, NEMVE00766
OG0001199	bflo_17249	NEMVE23802, NEMVE12602
OG0001200	bflo_09896, bflo_19272, bflo_21205	NEMVE09033
OG0001201	bflo_12759	NEMVE09573
OG0001202	bflo_02498	NEMVE18910, NEMVE19217
OG0001203	bflo_18138	NEMVE06946
OG0001204	bflo_20309, bflo_20315	NEMVE16401
OG0001205	bflo_14061, bflo_27112	NEMVE09608
OG0001207	bflo_21743	NEMVE05326
OG0001207	bflo_02422	NEMVE07504
OG0001208	bflo_25733	NEMVE13141
OG0001209	bflo_26894	NEMVE13903
OG0001210	bflo_24464	NEMVE24102
OG0001211	bflo_00897	NEMVE14313
OG0001212	bflo_15260	NEMVE08966, NEMVE10705
OG0001213	bflo_10680	NEMVE09096
OG0001213	bflo_20590	NEMVE14427
OG0001214	bflo_11103	NEMVE06648, NEMVE11810, NEMVE05859
OG0001215	bflo_00807	NEMVE25378
OG0001216	bflo_24683	NEMVE13574
OG0001218	bflo_24854	NEMVE21894
OG0001219	bflo_01008	NEMVE22457
OG0001220	bflo_20837	NEMVE01931
OG0001220	bflo_21723	NEMVE06753
OG0001221	bflo_13343	NEMVE10455, NEMVE21175
OG0001222	bflo_18729, bflo_18730, bflo_18724, bflo_27274, bflo_19111, bflo_18731, bflo_18732, bflo_19546, bflo_27308	NEMVE22897
OG0001224	bflo_04929	NEMVE18437
OG0001225	bflo_08317	NEMVE24191
OG0001230	bflo_01521, bflo_04046, bflo_16407	NEMVE14462
OG0001231	bflo_03798	NEMVE18418
OG0001232	bflo_23877	NEMVE19947, NEMVE16316, NEMVE01186, NEMVE16317
OG0001232	bflo_23005, bflo_23685	NEMVE08692
OG0001233	bflo_15064	NEMVE05554
OG0001234	bflo_14036	NEMVE18230, NEMVE12291
OG0001236	bflo_24082	NEMVE24358
OG0001238	bflo_06313	NEMVE14613
OG0001238	bflo_26480	NEMVE05651
OG0001239	bflo_10959	NEMVE13393
OG0001240	bflo_06423	NEMVE12044, NEMVE01922
OG0001241	bflo_06240	NEMVE23698
OG0001241	bflo_21597	NEMVE22413
OG0001242	bflo_26271, bflo_25905, bflo_25751, bflo_25417, bflo_26351, bflo_25804	NEMVE22613, NEMVE09980, NEMVE25393, NEMVE13690
OG0001243	bflo_08723	NEMVE04580
OG0001244	bflo_00021, bflo_08831, bflo_11777, bflo_11002, bflo_06939, bflo_21548, bflo_16495	NEMVE18953, NEMVE13181, NEMVE05200, NEMVE06276, NEMVE06601, NEMVE25505, NEMVE07927, NEMVE07933, NEMVE25684, NEMVE03017, NEMVE10603, NEMVE13558, NEMVE14877
OG0001245	bflo_08692	NEMVE23125
OG0001246	bflo_18611, bflo_27266, bflo_18610, bflo_03922, bflo_19063	NEMVE03137, NEMVE07108
OG0001247	bflo_12136	NEMVE03420
OG0001248	bflo_00177	NEMVE14608
OG0001249	bflo_25407, bflo_25542	NEMVE08338
OG0001250	bflo_23893	NEMVE07058
OG0001251	bflo_13478	NEMVE05777
OG0001252	bflo_25844	NEMVE05179
OG0001253	bflo_11668, bflo_06734	NEMVE14445
OG0001254	bflo_16683	NEMVE01446, NEMVE14277
OG0001256	bflo_27204, bflo_17356	NEMVE11467, NEMVE20435
