Orthogroup	BRAFL	CAPO3
OG0001345	bflo_12953, bflo_12952	CAPO303460
OG0001348	bflo_21574	CAPO304908
OG0001350	bflo_25719	CAPO305116, CAPO303054
OG0001352	bflo_23166, bflo_23187	CAPO303801
OG0001353	bflo_05764	CAPO303379
OG0001355	bflo_10179	CAPO307732
OG0001359	bflo_25944	CAPO303726
OG0001361	bflo_03320	CAPO307400
OG0001364	bflo_24323	CAPO307249
OG0001366	bflo_19736, bflo_19732	CAPO302707
OG0001367	bflo_16121	CAPO304628
OG0001370	bflo_05809	CAPO305064
OG0001370	bflo_18847	CAPO306956
OG0001372	bflo_25830	CAPO301063
OG0001372	bflo_13574	CAPO306529
OG0001373	bflo_22620	CAPO300734
OG0001378	bflo_08974	CAPO302717
OG0001379	bflo_05155, bflo_21724	CAPO304865
OG0001382	bflo_25739, bflo_10341	CAPO306735
OG0001383	bflo_16647	CAPO300442
OG0001386	bflo_02159	CAPO305078
OG0001387	bflo_21652	CAPO306110, CAPO306288
OG0001397	bflo_10128, bflo_09338	CAPO306119
OG0001399	bflo_21669, bflo_12579	CAPO304148
OG0001400	bflo_02687	CAPO305841
OG0001404	bflo_23159, bflo_24535	CAPO302450
OG0001405	bflo_23990	CAPO302942
OG0001406	bflo_21284	CAPO305604
OG0001408	bflo_17072	CAPO304468
OG0001409	bflo_11307	CAPO300832
OG0001410	bflo_14262	CAPO304381
OG0001410	bflo_13741	CAPO303461
OG0001411	bflo_14652	CAPO301653
OG0001412	bflo_09295, bflo_00729	CAPO304843
OG0001413	bflo_20564	CAPO300375
OG0001414	bflo_22712, bflo_10760	CAPO301834
OG0001414	bflo_10406	CAPO303273
OG0001415	bflo_14008, bflo_20533, bflo_21227	CAPO307087
OG0001416	bflo_24922	CAPO300753
OG0001418	bflo_26213	CAPO300218
OG0001420	bflo_11291	CAPO304723, CAPO308198, CAPO308234, CAPO305541, CAPO307813
OG0001422	bflo_00253	CAPO308345, CAPO303120
OG0001423	bflo_16047	CAPO301310
OG0001424	bflo_06976, bflo_05512, bflo_06259, bflo_05513, bflo_05510, bflo_05506	CAPO304776
OG0001425	bflo_06116, bflo_05585	CAPO302275, CAPO302850
OG0001426	bflo_24890	CAPO302841
OG0001427	bflo_04082, bflo_04073	CAPO302723
OG0001428	bflo_24663	CAPO303027
OG0001430	bflo_10599	CAPO300562
OG0001431	bflo_26459	CAPO308230
OG0001437	bflo_11365, bflo_13730, bflo_13248	CAPO304955
OG0001440	bflo_02819, bflo_14002	CAPO305450
OG0001445	bflo_08938	CAPO301958
OG0001446	bflo_16884, bflo_20296, bflo_20858	CAPO304614
OG0001447	bflo_24721, bflo_02252	CAPO307093
OG0001449	bflo_06102	CAPO306822
OG0001451	bflo_06520, bflo_04723	CAPO300036
OG0001452	bflo_05982	CAPO301933
OG0001454	bflo_14303	CAPO303806
OG0001456	bflo_02658, bflo_03856	CAPO307965
OG0001459	bflo_09086	CAPO307035
OG0001460	bflo_22004, bflo_21995	CAPO300988
OG0001460	bflo_06898	CAPO305875
OG0001463	bflo_15529, bflo_08852, bflo_24681, bflo_24477, bflo_24476	CAPO304054
OG0001466	bflo_04036, bflo_07291	CAPO305831
OG0001467	bflo_06650, bflo_15911, bflo_22950, bflo_11088	CAPO304882
OG0001468	bflo_02942	CAPO306475
OG0001469	bflo_09303	CAPO306371
OG0001469	bflo_14078	CAPO301724
OG0001470	bflo_21111	CAPO305163
OG0001472	bflo_19444	CAPO300986
OG0001472	bflo_09223	CAPO305311
OG0001473	bflo_13907, bflo_23419, bflo_23420	CAPO304310
OG0001474	bflo_23794	CAPO306191
OG0001475	bflo_24732, bflo_24910	CAPO305552
OG0001476	bflo_17228	CAPO305062
OG0001478	bflo_13944	CAPO303095
OG0001478	bflo_23859	CAPO304965
OG0001479	bflo_16721	CAPO306515
OG0001482	bflo_20862	CAPO307610
OG0001484	bflo_12487	CAPO301411
OG0001485	bflo_03776	CAPO301954
OG0001486	bflo_03322	CAPO302441
OG0001490	bflo_06679	CAPO305433
OG0001492	bflo_20319	CAPO305155
OG0001495	bflo_12191	CAPO302008
OG0001496	bflo_22121, bflo_06089, bflo_08665, bflo_18354, bflo_10263, bflo_24592	CAPO301356
OG0001500	bflo_21478	CAPO300054
OG0001501	bflo_17919, bflo_09946	CAPO305474
OG0001503	bflo_06788	CAPO305666
OG0001503	bflo_23876	CAPO307598
OG0001504	bflo_12663, bflo_20928, bflo_13456	CAPO307661
OG0001505	bflo_09444, bflo_09445, bflo_09632, bflo_14121, bflo_24098	CAPO301009
OG0001506	bflo_24347, bflo_24797	CAPO300953
OG0001507	bflo_09479	CAPO304204
OG0001511	bflo_21400	CAPO306127, CAPO305043
OG0001512	bflo_08360	CAPO301118
OG0001516	bflo_25717	CAPO300345
OG0001517	bflo_11766, bflo_25356	CAPO303690
OG0001519	bflo_05680, bflo_06207	CAPO306949
OG0001522	bflo_07703, bflo_06545, bflo_06794	CAPO303667
OG0001524	bflo_09720	CAPO300996
OG0001524	bflo_13114	CAPO308304
OG0001525	bflo_20724	CAPO303907
OG0001526	bflo_16661	CAPO305679
OG0001527	bflo_21123	CAPO300128
OG0001527	bflo_12778	CAPO307636
OG0001529	bflo_18691	CAPO300593
OG0001530	bflo_08670	CAPO302602
OG0001532	bflo_24051	CAPO300282
OG0001533	bflo_02142, bflo_02367, bflo_07087	CAPO306032
OG0001534	bflo_22738	CAPO304425
OG0001537	bflo_23337, bflo_10427, bflo_09547, bflo_10294, bflo_00406, bflo_00656, bflo_15216, bflo_10257, bflo_08812	CAPO300641
OG0001545	bflo_06766	CAPO300895
OG0001548	bflo_05101, bflo_27342	CAPO301500
OG0001551	bflo_11722, bflo_27019	CAPO306604
OG0001553	bflo_07695	CAPO308172
OG0001554	bflo_18473	CAPO302370
OG0001557	bflo_11078	CAPO304176
OG0001558	bflo_05037	CAPO301132
OG0001559	bflo_07493, bflo_13140	CAPO301785
OG0001561	bflo_11585	CAPO301999
OG0001563	bflo_06090, bflo_10722, bflo_05442, bflo_26270	CAPO306378
OG0001564	bflo_21764	CAPO301061
OG0001567	bflo_24470	CAPO300948
OG0001568	bflo_23295	CAPO301468
OG0001570	bflo_25416	CAPO303364
OG0001572	bflo_21964, bflo_07216, bflo_08570	CAPO304756
OG0001572	bflo_12786	CAPO304137
OG0001573	bflo_26307	CAPO305125, CAPO303819
OG0001576	bflo_02643	CAPO306270
OG0001578	bflo_09036	CAPO300715
OG0001580	bflo_12800	CAPO307900
OG0001581	bflo_05146, bflo_18279, bflo_23926, bflo_07277	CAPO306056
OG0001582	bflo_20280	CAPO307073
OG0001583	bflo_09911	CAPO306289
OG0001584	bflo_10874	CAPO301068
OG0001589	bflo_22654	CAPO303301, CAPO304004
OG0001590	bflo_06753, bflo_25342, bflo_06809	CAPO302386
OG0001593	bflo_07353	CAPO305942
OG0001594	bflo_17592, bflo_12242	CAPO307886
OG0001597	bflo_19431	CAPO302703
OG0001599	bflo_22926, bflo_23581	CAPO300887
OG0001600	bflo_05648	CAPO305994
OG0001603	bflo_15819	CAPO306228
OG0001604	bflo_20603	CAPO303898
OG0001605	bflo_13484, bflo_14059	CAPO307473
OG0001609	bflo_21761	CAPO304683
OG0001609	bflo_10966	CAPO302057
OG0001610	bflo_01194	CAPO301483
OG0001611	bflo_16854	CAPO305038
OG0001612	bflo_17732	CAPO302202
OG0001614	bflo_05850	CAPO303895
OG0001614	bflo_23076	CAPO307630
OG0001615	bflo_04085	CAPO300749
OG0001617	bflo_11629	CAPO302798
OG0001621	bflo_14954	CAPO302875
OG0001622	bflo_10214	CAPO302121
OG0001634	bflo_15784	CAPO305688
OG0001634	bflo_11774	CAPO305614
OG0001638	bflo_20506	CAPO303528
OG0001641	bflo_02353	CAPO303281
OG0001643	bflo_14182	CAPO306838
OG0001644	bflo_06394	CAPO303665
OG0001652	bflo_16056	CAPO302838
OG0001655	bflo_15013	CAPO302812
OG0001657	bflo_20602	CAPO304165, CAPO303952
OG0001660	bflo_15018	CAPO305930
OG0001661	bflo_20556	CAPO302789
OG0001661	bflo_02558	CAPO304920
OG0001663	bflo_11604	CAPO301057
OG0001664	bflo_26299	CAPO303152
OG0001665	bflo_23160, bflo_22668	CAPO302331
OG0001672	bflo_00223	CAPO301880
OG0001673	bflo_18854	CAPO305520
OG0001674	bflo_08347	CAPO301357
OG0001675	bflo_06103	CAPO307574
OG0001676	bflo_08180	CAPO300524
OG0001676	bflo_08246	CAPO305992
OG0001677	bflo_20838	CAPO307978
OG0001679	bflo_10339	CAPO302155, CAPO305784
OG0001680	bflo_13497	CAPO304235, CAPO304477
OG0001684	bflo_16609, bflo_07060	CAPO300563
OG0001685	bflo_14264	CAPO307707
OG0001686	bflo_07537, bflo_24461	CAPO307138
OG0001687	bflo_21798, bflo_21375, bflo_21796, bflo_21373	CAPO302907
OG0001688	bflo_14161	CAPO300133
OG0001690	bflo_16304	CAPO304820
OG0001691	bflo_19887	CAPO307420
OG0001699	bflo_04840, bflo_13814, bflo_13237, bflo_13295, bflo_13641, bflo_00038	CAPO306472, CAPO300057
OG0001704	bflo_15432, bflo_14401, bflo_14402, bflo_14619	CAPO304434
OG0001706	bflo_20030	CAPO301033
OG0001707	bflo_01901, bflo_01997, bflo_01998	CAPO303836
OG0001708	bflo_23305, bflo_19700, bflo_03419	CAPO303804
OG0001709	bflo_25854, bflo_14697	CAPO304969
OG0001711	bflo_07326	CAPO301872
OG0001713	bflo_24618	CAPO308041
OG0001713	bflo_01714	CAPO302278
OG0001714	bflo_23316	CAPO306669
OG0001714	bflo_20708	CAPO300188
OG0001718	bflo_16668	CAPO301559, CAPO301838
OG0001720	bflo_20056	CAPO303957
OG0001721	bflo_17395	CAPO302302
OG0001723	bflo_22206	CAPO308089
OG0001724	bflo_17956	CAPO306474
OG0001727	bflo_24508	CAPO301729
OG0001730	bflo_09904	CAPO303469
OG0001732	bflo_21629	CAPO304710
OG0001733	bflo_09429	CAPO306615
OG0001734	bflo_22510	CAPO306594
OG0001735	bflo_18755	CAPO301389
OG0001738	bflo_09831	CAPO301655
OG0001739	bflo_09231	CAPO304154
OG0001743	bflo_16404	CAPO306128
OG0001746	bflo_04112	CAPO306662
OG0001750	bflo_19223	CAPO304954
OG0001755	bflo_09237	CAPO300413
OG0001756	bflo_08900	CAPO301153
OG0001756	bflo_07604	CAPO306605
OG0001769	bflo_07667	CAPO300754
OG0001769	bflo_19246	CAPO306748
OG0001770	bflo_14858	CAPO304551
OG0001772	bflo_08296, bflo_08112, bflo_14589, bflo_22785	CAPO303731
OG0001774	bflo_09728, bflo_11693, bflo_12263	CAPO302411
OG0001775	bflo_06692	CAPO300385, CAPO303998
OG0001778	bflo_13440	CAPO303585
OG0001781	bflo_18622	CAPO304059
OG0001781	bflo_16431	CAPO306335
OG0001782	bflo_05868	CAPO302329
OG0001783	bflo_22073, bflo_22072, bflo_22396	CAPO302497
OG0001787	bflo_17783	CAPO302384
OG0001789	bflo_20646	CAPO303597
OG0001792	bflo_17375	CAPO305067
OG0001792	bflo_06166	CAPO302146
OG0001793	bflo_00631	CAPO302934
OG0001793	bflo_02034	CAPO300098
OG0001794	bflo_20247	CAPO305037
OG0001797	bflo_09902, bflo_05321, bflo_09509, bflo_06180	CAPO305230
OG0001799	bflo_19970	CAPO307439
OG0001800	bflo_12187	CAPO302099, CAPO301494
OG0001802	bflo_23636, bflo_16613, bflo_16591, bflo_23329, bflo_16592, bflo_15724, bflo_15726, bflo_15725, bflo_00054, bflo_26786	CAPO307992
OG0001804	bflo_20294	CAPO307706
OG0001805	bflo_10340	CAPO301307
OG0001807	bflo_05428, bflo_05429, bflo_09269, bflo_02527	CAPO305640
OG0001808	bflo_26290	CAPO300354
OG0001809	bflo_16365	CAPO307543
OG0001811	bflo_00322	CAPO304043
OG0001814	bflo_02460, bflo_24498, bflo_08521	CAPO305508
OG0001816	bflo_25650	CAPO300431
OG0001818	bflo_13837, bflo_20690	CAPO302088
OG0001819	bflo_00271	CAPO307172
OG0001820	bflo_26893, bflo_08538	CAPO300515
OG0001822	bflo_12611	CAPO301119
OG0001825	bflo_05431	CAPO306238
OG0001827	bflo_16284	CAPO303060
OG0001828	bflo_18689	CAPO305081
OG0001830	bflo_06356	CAPO300316
OG0001831	bflo_22941	CAPO306824
OG0001832	bflo_07490	CAPO300612
OG0001834	bflo_18626	CAPO301512
OG0001849	bflo_25586, bflo_18793	CAPO303014
OG0001850	bflo_13727	CAPO301689
OG0001851	bflo_13107	CAPO303828
OG0001852	bflo_05001, bflo_15363	CAPO303604
OG0001857	bflo_02847	CAPO306766
OG0001859	bflo_17915, bflo_18129	CAPO304942
OG0001860	bflo_09180	CAPO306960
OG0001861	bflo_09384, bflo_09386, bflo_09200	CAPO303333
OG0001863	bflo_25890	CAPO300966
OG0001864	bflo_14529	CAPO300448
OG0001866	bflo_17287	CAPO306683
OG0001867	bflo_23811	CAPO302026
OG0001870	bflo_01522	CAPO303422
OG0001871	bflo_14768	CAPO300664
OG0001873	bflo_05374	CAPO305494
OG0001875	bflo_00268	CAPO303129
OG0001875	bflo_08517	CAPO300770
OG0001877	bflo_00391	CAPO305419
OG0001878	bflo_14287	CAPO300594
OG0001879	bflo_20454	CAPO302675
OG0001879	bflo_23721	CAPO304068
OG0001882	bflo_19689, bflo_19803, bflo_21200, bflo_18174, bflo_19087	CAPO302587
OG0001883	bflo_23357	CAPO304395
OG0001886	bflo_15916	CAPO301013
OG0001888	bflo_25627	CAPO307373
OG0001894	bflo_09288	CAPO305070
OG0001895	bflo_13160	CAPO300178
OG0001898	bflo_13244	CAPO303887
OG0001900	bflo_11006	CAPO306468, CAPO308362
OG0001901	bflo_14875	CAPO302174
OG0001903	bflo_18870	CAPO301651
OG0001913	bflo_09229	CAPO308270
OG0001914	bflo_16891, bflo_16307, bflo_23119	CAPO308187
OG0001915	bflo_17895	CAPO305922
OG0001916	bflo_10960, bflo_10963, bflo_10951	CAPO304398
OG0001917	bflo_25567	CAPO303937
OG0001919	bflo_08312	CAPO305966
OG0001919	bflo_07415	CAPO300799
OG0001923	bflo_25894	CAPO300364
OG0001926	bflo_26209	CAPO308203
OG0001927	bflo_10105	CAPO303832
OG0001928	bflo_01203	CAPO303627
OG0001930	bflo_05664, bflo_05709	CAPO301567
OG0001931	bflo_03766	CAPO306905
OG0001932	bflo_21308	CAPO304653
OG0001935	bflo_01494, bflo_22557	CAPO301339
OG0001937	bflo_11989, bflo_11991, bflo_11771, bflo_00912, bflo_04479, bflo_04481	CAPO301986
OG0001940	bflo_20907	CAPO307447
OG0001941	bflo_02167	CAPO303660
OG0001943	bflo_10186	CAPO304272
OG0001945	bflo_18022	CAPO302125, CAPO302413
OG0001947	bflo_11420	CAPO306182
OG0001948	bflo_11056	CAPO307548
OG0001949	bflo_26707, bflo_03251	CAPO303945
OG0001951	bflo_00274	CAPO305792
OG0001953	bflo_22677	CAPO306993
OG0001956	bflo_06948	CAPO302405
OG0001957	bflo_03877	CAPO307027
OG0001961	bflo_02004	CAPO301591
OG0001963	bflo_05240	CAPO304558
OG0001963	bflo_03061	CAPO304559
OG0001964	bflo_21681, bflo_21674	CAPO306144
OG0001965	bflo_23145	CAPO305377
OG0001966	bflo_13716, bflo_26347, bflo_26346, bflo_26253	CAPO308069
OG0001968	bflo_10774, bflo_16081	CAPO303436
OG0001969	bflo_00277	CAPO301897
OG0001972	bflo_24069	CAPO302726
OG0001985	bflo_20379	CAPO307425
OG0001988	bflo_06652	CAPO301454
OG0001989	bflo_08917	CAPO303699
OG0001992	bflo_11647	CAPO301694
OG0001994	bflo_19853	CAPO307422
OG0001998	bflo_20085	CAPO304168
OG0001999	bflo_23004, bflo_03052	CAPO303159
OG0002000	bflo_26217, bflo_07336	CAPO305912
OG0002001	bflo_00306	CAPO301730, CAPO305766
OG0002003	bflo_23282	CAPO306645
OG0002004	bflo_05932, bflo_19112	CAPO305661, CAPO300359
OG0002006	bflo_19600	CAPO302881
OG0002007	bflo_08081, bflo_26871	CAPO301764
OG0002009	bflo_06073	CAPO305521
OG0002010	bflo_23377	CAPO303286
OG0002011	bflo_13963	CAPO305222
OG0002014	bflo_10880	CAPO305309
OG0002015	bflo_23014	CAPO304377
OG0002016	bflo_26862, bflo_07636	CAPO300736, CAPO303360
OG0002019	bflo_19268	CAPO303943, CAPO301189
OG0002020	bflo_09732	CAPO301809, CAPO306607
OG0002024	bflo_16686	CAPO300776
OG0002025	bflo_23452	CAPO301502
OG0002026	bflo_14327	CAPO307889, CAPO306582
OG0002027	bflo_21258	CAPO307021
OG0002029	bflo_17549	CAPO303181
OG0002030	bflo_06088	CAPO303987
OG0002031	bflo_00323	CAPO300135
OG0002032	bflo_06420	CAPO304689
OG0002034	bflo_12863	CAPO306318
OG0002042	bflo_07574, bflo_19730, bflo_07576, bflo_08137	CAPO300525
OG0002043	bflo_06461	CAPO306649
OG0002061	bflo_10018, bflo_06827	CAPO307339
OG0002062	bflo_08319	CAPO301382
OG0002063	bflo_03409, bflo_08057	CAPO302417
OG0002066	bflo_06745	CAPO300576
OG0002067	bflo_23122	CAPO302721
OG0002068	bflo_07817	CAPO303650
OG0002069	bflo_01048	CAPO306402
OG0002073	bflo_05725	CAPO302333
OG0002074	bflo_10251	CAPO304152
OG0002076	bflo_00828	CAPO303117
OG0002079	bflo_15094	CAPO301402
OG0002080	bflo_04014, bflo_04015	CAPO307474, CAPO307552
OG0002081	bflo_15470	CAPO300584
OG0002084	bflo_09360, bflo_09358, bflo_09359	CAPO300150
OG0002087	bflo_16653	CAPO306536
OG0002093	bflo_09224, bflo_09209	CAPO304254
OG0002094	bflo_12213	CAPO303399
OG0002097	bflo_21773	CAPO302111
OG0002099	bflo_19979	CAPO306675
OG0002101	bflo_25619	CAPO307803
OG0002103	bflo_22111, bflo_17829	CAPO305235
OG0002106	bflo_05638	CAPO300071
OG0002108	bflo_06308	CAPO303834
OG0002122	bflo_14388	CAPO300191
OG0002123	bflo_04954	CAPO303373
OG0002124	bflo_10898, bflo_23415, bflo_05475, bflo_08511, bflo_21121, bflo_07625, bflo_09667, bflo_08292	CAPO300980
OG0002129	bflo_14320, bflo_14321	CAPO305068
OG0002130	bflo_24564	CAPO301943
OG0002131	bflo_06125	CAPO302159
OG0002135	bflo_17481	CAPO300616, CAPO300802
OG0002136	bflo_09213	CAPO300292
OG0002137	bflo_06584, bflo_24891, bflo_24894	CAPO306593
OG0002138	bflo_10523	CAPO304101
OG0002140	bflo_03866	CAPO300489
OG0002141	bflo_14247	CAPO300491
OG0002144	bflo_20180	CAPO308205
OG0002145	bflo_10933	CAPO305963
OG0002146	bflo_11049	CAPO303694
OG0002148	bflo_14196	CAPO301311
OG0002150	bflo_07992	CAPO305991
OG0002151	bflo_22969	CAPO300513
OG0002152	bflo_06723	CAPO305214
OG0002156	bflo_15422	CAPO307789
OG0002158	bflo_05978	CAPO300426
OG0002159	bflo_09177, bflo_10589, bflo_05019, bflo_05018	CAPO301618
OG0002160	bflo_22999	CAPO306354
OG0002165	bflo_13721, bflo_13797, bflo_13728	CAPO306860
OG0002166	bflo_20020	CAPO300536
OG0002168	bflo_01491, bflo_26230	CAPO305846
OG0002169	bflo_10054	CAPO305188, CAPO305186
OG0002170	bflo_20964, bflo_23066	CAPO306065
OG0002171	bflo_12782	CAPO300657
OG0002172	bflo_26705, bflo_03089	CAPO300117
OG0002173	bflo_13323, bflo_03271	CAPO300163
OG0002177	bflo_08056	CAPO303715
OG0002178	bflo_23750, bflo_17618	CAPO300762
OG0002179	bflo_09950	CAPO301344
OG0002182	bflo_11055	CAPO300304
OG0002184	bflo_25708, bflo_27502	CAPO302808
OG0002185	bflo_12889	CAPO306894
OG0002187	bflo_15673	CAPO303260
OG0002188	bflo_24734	CAPO307308
OG0002189	bflo_02190, bflo_25738	CAPO302919, CAPO302901
OG0002190	bflo_07986	CAPO305794
OG0002191	bflo_02429	CAPO306349
OG0002193	bflo_05285	CAPO307827, CAPO303661
OG0002194	bflo_15054, bflo_00344, bflo_00882, bflo_18964, bflo_18963, bflo_15051, bflo_26367	CAPO306073
OG0002198	bflo_12000, bflo_11998, bflo_14584, bflo_21238, bflo_13012, bflo_27267, bflo_24707, bflo_21973, bflo_25520, bflo_11204	CAPO307154
OG0002198	bflo_21399, bflo_04066, bflo_04283	CAPO303344
OG0002201	bflo_13691	CAPO305256
OG0002213	bflo_22691	CAPO301692
OG0002216	bflo_18862	CAPO308083
OG0002217	bflo_16001	CAPO303403
OG0002219	bflo_05977, bflo_05666	CAPO301953
OG0002222	bflo_24361	CAPO300961
OG0002224	bflo_07288	CAPO304952
OG0002225	bflo_09171	CAPO301769
OG0002226	bflo_25646	CAPO307804
OG0002227	bflo_08980	CAPO307820, CAPO307799
OG0002228	bflo_13849, bflo_23702	CAPO301630, CAPO300068
OG0002229	bflo_20886	CAPO308040
OG0002235	bflo_14030, bflo_10558, bflo_13241	CAPO303035
OG0002237	bflo_17969	CAPO306506
OG0002239	bflo_06586	CAPO301966
OG0002240	bflo_24002	CAPO306707
OG0002241	bflo_20706	CAPO303979
OG0002243	bflo_08149	CAPO301335, CAPO300484
OG0002244	bflo_15224	CAPO303840
OG0002245	bflo_01128	CAPO302737
OG0002246	bflo_05448	CAPO301929
OG0002251	bflo_09054	CAPO302537
OG0002252	bflo_22997	CAPO304306
OG0002255	bflo_12727	CAPO301475, CAPO302337
OG0002257	bflo_11090	CAPO303721
OG0002258	bflo_20237	CAPO302229
OG0002261	bflo_23458	CAPO303559
OG0002263	bflo_21631	CAPO304694
OG0002264	bflo_17703	CAPO304810
OG0002266	bflo_23114	CAPO307392
OG0002270	bflo_11641	CAPO302042
OG0002272	bflo_03132, bflo_06911	CAPO301905
OG0002282	bflo_15825	CAPO300014
OG0002284	bflo_12122	CAPO304167
OG0002285	bflo_09908	CAPO305012
OG0002287	bflo_04439, bflo_04441, bflo_13154	CAPO306430
OG0002288	bflo_07962	CAPO306855
OG0002292	bflo_09968	CAPO301471
OG0002293	bflo_04454	CAPO302207
OG0002294	bflo_25668	CAPO300522
OG0002296	bflo_26931, bflo_09788	CAPO307746
OG0002297	bflo_19555, bflo_07421, bflo_19556, bflo_18716, bflo_25916, bflo_25367, bflo_26405, bflo_26046	CAPO307845
OG0002312	bflo_10393	CAPO305339
OG0002316	bflo_27221, bflo_17667, bflo_20730	CAPO302192
OG0002317	bflo_03550	CAPO301129
OG0002318	bflo_15753, bflo_04573, bflo_07141	CAPO302292
OG0002319	bflo_21275	CAPO306342
OG0002321	bflo_09188	CAPO300390
OG0002322	bflo_10791, bflo_22947	CAPO300979
OG0002324	bflo_11385, bflo_16549, bflo_19395	CAPO301866
OG0002325	bflo_11703	CAPO300458
OG0002326	bflo_12510	CAPO302239
OG0002327	bflo_11578	CAPO302954
OG0002330	bflo_06994, bflo_21027, bflo_09828	CAPO300172
OG0002331	bflo_13938	CAPO302246
OG0002332	bflo_26840, bflo_06982	CAPO300761
OG0002337	bflo_19851	CAPO307155
OG0002340	bflo_12722	CAPO307906
OG0002343	bflo_03003	CAPO303889
OG0002344	bflo_05342	CAPO307434
OG0002346	bflo_03740	CAPO307106
OG0002348	bflo_14911	CAPO302095
OG0002354	bflo_13214, bflo_13170	CAPO306383
OG0002356	bflo_10383	CAPO305051
OG0002357	bflo_08632	CAPO302341
OG0002358	bflo_10333	CAPO307788
OG0002359	bflo_07659	CAPO302128
OG0002361	bflo_23630, bflo_04272, bflo_17174	CAPO304727
OG0002362	bflo_03211	CAPO301902
OG0002363	bflo_23777	CAPO302980
OG0002364	bflo_12527, bflo_13359, bflo_13507, bflo_13815, bflo_05491, bflo_13395	CAPO306488
OG0002367	bflo_06197	CAPO304316
OG0002368	bflo_07364	CAPO301447
OG0002369	bflo_17338	CAPO301279
OG0002370	bflo_23279	CAPO303015
OG0002371	bflo_22133, bflo_22130, bflo_04827, bflo_04271, bflo_00029	CAPO304426
OG0002372	bflo_20060	CAPO303540
OG0002373	bflo_07066	CAPO306145
OG0002374	bflo_12674	CAPO302309
OG0002375	bflo_06120, bflo_03734, bflo_21167	CAPO305178, CAPO300285
OG0002376	bflo_15696	CAPO304863
OG0002377	bflo_08189	CAPO301847
OG0002379	bflo_22498	CAPO301214
OG0002383	bflo_15792	CAPO302731
OG0002384	bflo_07330, bflo_06047, bflo_06046, bflo_06045	CAPO305065
OG0002396	bflo_15291	CAPO302410
OG0002398	bflo_14682	CAPO306938
OG0002405	bflo_14103	CAPO300119
OG0002406	bflo_24870	CAPO304138
OG0002407	bflo_06998	CAPO301366
OG0002409	bflo_11396	CAPO301533
OG0002410	bflo_05594	CAPO305170
OG0002411	bflo_08287	CAPO305052
OG0002413	bflo_25614	CAPO307797
OG0002413	bflo_00931	CAPO304716
OG0002414	bflo_01680	CAPO304631
OG0002415	bflo_02439	CAPO305027
OG0002415	bflo_07511	CAPO304905
OG0002418	bflo_24092	CAPO303802
OG0002419	bflo_27096, bflo_13212, bflo_01335, bflo_15730, bflo_23511, bflo_27367	CAPO303825
OG0002421	bflo_12659	CAPO305365
OG0002422	bflo_17604	CAPO302014
OG0002425	bflo_16200, bflo_00948, bflo_15829	CAPO304491
OG0002426	bflo_22946	CAPO303294
OG0002429	bflo_13260	CAPO305260
OG0002433	bflo_23332	CAPO302444
OG0002435	bflo_25999	CAPO304613
OG0002436	bflo_20619	CAPO307054
OG0002437	bflo_16671	CAPO303352
OG0002439	bflo_04094	CAPO302565
OG0002441	bflo_18128	CAPO304429
OG0002442	bflo_12847	CAPO300535
OG0002443	bflo_12045	CAPO301424
OG0002445	bflo_18122	CAPO304782
OG0002446	bflo_23291	CAPO303707
OG0002448	bflo_07090	CAPO308204
OG0002453	bflo_12392	CAPO305834
OG0002454	bflo_20017	CAPO305157
OG0002466	bflo_16717	CAPO305593
OG0002467	bflo_05975	CAPO302869
OG0002476	bflo_16460, bflo_12860	CAPO307617
OG0002484	bflo_08394	CAPO305360
OG0002486	bflo_02598	CAPO303598
OG0002489	bflo_09137	CAPO304231
OG0002490	bflo_12104	CAPO307409, CAPO300849
OG0002492	bflo_21795	CAPO305743
OG0002494	bflo_13228	CAPO307620
OG0002495	bflo_02452	CAPO306559
OG0002496	bflo_09729	CAPO300997
OG0002497	bflo_07342	CAPO301629
OG0002499	bflo_25023, bflo_25020	CAPO308309
OG0002500	bflo_20308, bflo_03076, bflo_03356, bflo_03357	CAPO305159
OG0002501	bflo_20143	CAPO305150
OG0002502	bflo_25062	CAPO304947
OG0002503	bflo_14806	CAPO301024
OG0002505	bflo_19738, bflo_19740, bflo_19741, bflo_18505, bflo_19739	CAPO302692
OG0002506	bflo_15908, bflo_05827, bflo_06746	CAPO301029
OG0002507	bflo_25600	CAPO303215
OG0002509	bflo_13462	CAPO305905, CAPO306732
OG0002510	bflo_21793	CAPO305793
OG0002511	bflo_25280	CAPO303146
OG0002516	bflo_09647	CAPO307569
OG0002518	bflo_24581	CAPO304200
OG0002519	bflo_15025	CAPO302874
OG0002523	bflo_03694	CAPO301008
OG0002525	bflo_13844	CAPO300787
OG0002526	bflo_06290	CAPO303145
OG0002527	bflo_15960	CAPO306066
OG0002528	bflo_10783	CAPO301891
OG0002529	bflo_21754	CAPO301231, CAPO301232
OG0002531	bflo_23389	CAPO304673
OG0002532	bflo_23293	CAPO307265
OG0002533	bflo_20865	CAPO302353
OG0002534	bflo_24432	CAPO302248
OG0002539	bflo_13364	CAPO305908
OG0002542	bflo_18845	CAPO300062
OG0002543	bflo_20301	CAPO306889, CAPO301493
OG0002548	bflo_23945	CAPO303502
OG0002555	bflo_08769	CAPO301095
OG0002556	bflo_03204, bflo_03836	CAPO306661
OG0002557	bflo_14058	CAPO302757
OG0002558	bflo_14250	CAPO301820
OG0002559	bflo_14842	CAPO306363
