Orthogroup	BRAFL	AENJA_ok
OG0001167	bflo_16326	AENJA_06024
OG0001168	bflo_13463	AENJA_26059
OG0001169	bflo_14076, bflo_12639	AENJA_06689
OG0001170	bflo_11360	AENJA_14574, AENJA_07116
OG0001171	bflo_05953	AENJA_07498
OG0001172	bflo_02862	AENJA_08737
OG0001172	bflo_02443	AENJA_15031
OG0001173	bflo_06950	AENJA_10142
OG0001173	bflo_04050	AENJA_26334
OG0001174	bflo_11141	AENJA_10268
OG0001175	bflo_00560, bflo_02898	AENJA_10616
OG0001176	bflo_07517	AENJA_11857
OG0001177	bflo_01608	AENJA_12717
OG0001178	bflo_25556	AENJA_12752
OG0001178	bflo_22453	AENJA_14989
OG0001179	bflo_13368	AENJA_13625, AENJA_13628
OG0001179	bflo_13513	AENJA_26058
OG0001180	bflo_06736, bflo_00350	AENJA_13732
OG0001181	bflo_18914	AENJA_14047
OG0001182	bflo_03435	AENJA_14313
OG0001183	bflo_19634	AENJA_20906, AENJA_18317, AENJA_20566, AENJA_15024
OG0001184	bflo_15772	AENJA_17799
OG0001184	bflo_09793	AENJA_15086
OG0001185	bflo_06562	AENJA_17542
OG0001186	bflo_12657	AENJA_21307
OG0001186	bflo_12919	AENJA_18825
OG0001187	bflo_18352, bflo_17267, bflo_06600, bflo_06585, bflo_06590, bflo_06591, bflo_18234, bflo_25290, bflo_26120, bflo_06592, bflo_18465, bflo_18461, bflo_18463, bflo_18462, bflo_08800, bflo_10438, bflo_10068, bflo_12634, bflo_12633, bflo_04140, bflo_10069, bflo_12876, bflo_17352, bflo_04133, bflo_04125, bflo_09603, bflo_05471	AENJA_19216, AENJA_19215
OG0001188	bflo_05292	AENJA_22812
OG0001190	bflo_25067	AENJA_24531
OG0001196	bflo_09773	AENJA_00058
OG0001198	bflo_02095	AENJA_01200
OG0001198	bflo_03034	AENJA_21857
OG0001199	bflo_17249	AENJA_01327
OG0001200	bflo_21205	AENJA_01547
OG0001202	bflo_02498	AENJA_03117, AENJA_20571
OG0001203	bflo_18138	AENJA_03685, AENJA_16123
OG0001204	bflo_20309, bflo_20315	AENJA_20148
OG0001205	bflo_14061, bflo_27112	AENJA_04101
OG0001205	bflo_15342, bflo_14334	AENJA_26398
OG0001207	bflo_21743	AENJA_18056
OG0001207	bflo_02422	AENJA_07276
OG0001208	bflo_25733	AENJA_09031
OG0001209	bflo_26894	AENJA_09041
OG0001210	bflo_07894	AENJA_18956
OG0001210	bflo_24464	AENJA_09592
OG0001210	bflo_04429	AENJA_09591
OG0001211	bflo_00897	AENJA_09699
OG0001212	bflo_15260	AENJA_14546, AENJA_09958
OG0001213	bflo_10680	AENJA_11717
OG0001213	bflo_20590	AENJA_11254
OG0001214	bflo_11103	AENJA_24301, AENJA_11388
OG0001215	bflo_00807	AENJA_15953
OG0001216	bflo_24683	AENJA_16979
OG0001217	bflo_17953	AENJA_17612
OG0001218	bflo_24854	AENJA_18179
OG0001219	bflo_01008	AENJA_18562
OG0001220	bflo_20837	AENJA_21603
OG0001220	bflo_21723	AENJA_19416
OG0001221	bflo_13343	AENJA_19765
OG0001223	bflo_12732	AENJA_21588
OG0001224	bflo_04929	AENJA_22625
OG0001225	bflo_08317	AENJA_23700
OG0001230	bflo_01521, bflo_04046	AENJA_02568, AENJA_08528
OG0001231	bflo_03798	AENJA_02177
OG0001232	bflo_23005, bflo_23685	AENJA_07338, AENJA_02228, AENJA_20090, AENJA_20091
OG0001233	bflo_18255, bflo_18256, bflo_18257, bflo_18258, bflo_18482, bflo_15064, bflo_14915	AENJA_02446
OG0001237	bflo_07801	AENJA_19599
OG0001238	bflo_06313	AENJA_07960
OG0001238	bflo_26480	AENJA_05667
OG0001239	bflo_10959	AENJA_12406, AENJA_24743, AENJA_06569
OG0001240	bflo_06423	AENJA_07030
OG0001241	bflo_06240	AENJA_21346
OG0001241	bflo_21597	AENJA_07588
OG0001242	bflo_26271, bflo_25905, bflo_25751, bflo_25417, bflo_26351, bflo_25804	AENJA_07671, AENJA_07672, AENJA_07670, AENJA_07673, AENJA_07669, AENJA_07675
OG0001243	bflo_08723	AENJA_09040
OG0001244	bflo_00021, bflo_08831, bflo_11777, bflo_11002, bflo_06939, bflo_21548, bflo_16495	AENJA_11230
OG0001245	bflo_08692	AENJA_11242
OG0001246	bflo_18611, bflo_27266, bflo_18610, bflo_03922, bflo_19063	AENJA_11976
OG0001247	bflo_12136	AENJA_24053, AENJA_12647
OG0001248	bflo_00177	AENJA_17279
OG0001249	bflo_25542	AENJA_17683
OG0001250	bflo_23893	AENJA_18393
OG0001252	bflo_25844	AENJA_20096
OG0001253	bflo_11668, bflo_06734	AENJA_21103
OG0001254	bflo_16683	AENJA_25593
OG0001261	bflo_27125, bflo_14339	AENJA_00856
OG0001262	bflo_15864	AENJA_25759
OG0001263	bflo_07084	AENJA_02283
OG0001263	bflo_10303	AENJA_25444
OG0001264	bflo_13401	AENJA_02714
OG0001266	bflo_05858, bflo_18162	AENJA_02853
OG0001266	bflo_05662	AENJA_06321
OG0001267	bflo_14627	AENJA_03493
OG0001267	bflo_20420	AENJA_10310
OG0001268	bflo_06467	AENJA_03712
OG0001270	bflo_23365	AENJA_04208
OG0001270	bflo_11730	AENJA_17726
OG0001270	bflo_22891	AENJA_21003, AENJA_12864
OG0001271	bflo_11260, bflo_18970	AENJA_04651
OG0001273	bflo_00724, bflo_03191	AENJA_05090
OG0001274	bflo_15721	AENJA_06074
OG0001275	bflo_17335	AENJA_09059
OG0001276	bflo_14135	AENJA_07718, AENJA_07717
OG0001278	bflo_02941, bflo_01205	AENJA_09367
OG0001279	bflo_08526	AENJA_09382
OG0001280	bflo_05584	AENJA_11194
OG0001281	bflo_06100	AENJA_15472, AENJA_11305
OG0001282	bflo_26722, bflo_03069	AENJA_12223
OG0001284	bflo_19270	AENJA_14056
OG0001284	bflo_06254	AENJA_21135
OG0001286	bflo_10170, bflo_26942	AENJA_16309
OG0001287	bflo_14817	AENJA_18219
OG0001288	bflo_06118	AENJA_22039
OG0001290	bflo_05691	AENJA_21150
OG0001291	bflo_08573	AENJA_21434
OG0001292	bflo_18759	AENJA_21781
OG0001293	bflo_20495	AENJA_23236
OG0001294	bflo_18510	AENJA_25092
OG0001295	bflo_00207	AENJA_25589
OG0001296	bflo_12324	AENJA_26215
OG0001300	bflo_05337, bflo_26790, bflo_20405	AENJA_00411
OG0001302	bflo_25165	AENJA_13024
OG0001302	bflo_08709	AENJA_01840
OG0001304	bflo_13694	AENJA_14579
OG0001305	bflo_15741	AENJA_03926
OG0001306	bflo_25980	AENJA_13028
OG0001306	bflo_16344	AENJA_24214
OG0001308	bflo_08681	AENJA_05647
OG0001309	bflo_25672, bflo_00185, bflo_26471, bflo_05346, bflo_00102, bflo_00238, bflo_26246, bflo_26313, bflo_25742, bflo_26400	AENJA_05763, AENJA_07716
OG0001310	bflo_20260	AENJA_06272
OG0001310	bflo_17144	AENJA_10879
OG0001311	bflo_00386	AENJA_06702
OG0001311	bflo_18844	AENJA_15801
OG0001312	bflo_17709	AENJA_19595, AENJA_24384, AENJA_06846
OG0001313	bflo_08797, bflo_24288, bflo_09898, bflo_10384, bflo_14942	AENJA_13129, AENJA_20249, AENJA_13484, AENJA_07345
OG0001314	bflo_18178	AENJA_15162
OG0001314	bflo_15272, bflo_13793	AENJA_11562, AENJA_07754
OG0001315	bflo_23287	AENJA_08369, AENJA_13343, AENJA_08368, AENJA_26453
OG0001316	bflo_15475	AENJA_08714
OG0001317	bflo_10965	AENJA_08900
OG0001317	bflo_16409	AENJA_20026
OG0001318	bflo_03324	AENJA_09435
OG0001319	bflo_21304	AENJA_09605
OG0001320	bflo_10273	AENJA_12368
OG0001320	bflo_05629	AENJA_16608
OG0001321	bflo_08721	AENJA_14609
OG0001322	bflo_09889	AENJA_15110
OG0001322	bflo_23924	AENJA_16813
OG0001323	bflo_19666	AENJA_15789
OG0001324	bflo_02826	AENJA_15995
OG0001325	bflo_13293	AENJA_16492
OG0001326	bflo_09218	AENJA_16742
OG0001327	bflo_01466	AENJA_18352
OG0001327	bflo_11384	AENJA_26627
OG0001329	bflo_08763, bflo_14333	AENJA_19033
OG0001330	bflo_20123	AENJA_20881
OG0001332	bflo_06611, bflo_06610, bflo_25803	AENJA_23263
OG0001333	bflo_09852	AENJA_23772
OG0001334	bflo_11343, bflo_11345, bflo_04435, bflo_22826, bflo_23599, bflo_13032, bflo_09630, bflo_22824	AENJA_25606
OG0001339	bflo_09453	AENJA_00104
OG0001339	bflo_06139	AENJA_18051
OG0001341	bflo_11107	AENJA_21191
OG0001343	bflo_18851, bflo_17959	AENJA_19784, AENJA_14364, AENJA_24249, AENJA_19571, AENJA_04196, AENJA_01558, AENJA_15572, AENJA_17314, AENJA_22381
OG0001344	bflo_08238, bflo_05567	AENJA_01361
OG0001345	bflo_12252, bflo_11238, bflo_11249	AENJA_17713
OG0001345	bflo_10218, bflo_13505, bflo_09618, bflo_09615	AENJA_01500
OG0001345	bflo_12953, bflo_12952	AENJA_25364
OG0001348	bflo_21574	AENJA_01884
OG0001349	bflo_24225, bflo_10708, bflo_09331, bflo_08005	AENJA_16365, AENJA_04454, AENJA_04452, AENJA_16650, AENJA_26153, AENJA_16987, AENJA_16986, AENJA_18181
OG0001350	bflo_25719	AENJA_05873
OG0001351	bflo_21262	AENJA_17428, AENJA_06682
OG0001352	bflo_23166, bflo_23187	AENJA_06720, AENJA_06721, AENJA_06723
OG0001353	bflo_05764	AENJA_06742
OG0001354	bflo_21871	AENJA_09573
OG0001354	bflo_13887	AENJA_07753
OG0001355	bflo_10179	AENJA_08188
OG0001356	bflo_10948	AENJA_08269
OG0001357	bflo_21298	AENJA_08567
OG0001359	bflo_25944	AENJA_11211
OG0001360	bflo_08197	AENJA_11441
OG0001361	bflo_03320	AENJA_11584
OG0001362	bflo_23593, bflo_22855, bflo_10725	AENJA_11906
OG0001363	bflo_16521, bflo_16519	AENJA_12332
OG0001364	bflo_24323	AENJA_13074
OG0001365	bflo_14935	AENJA_13131
OG0001366	bflo_19732	AENJA_14917
OG0001367	bflo_16121	AENJA_16641
OG0001368	bflo_01730, bflo_01015	AENJA_16737
OG0001369	bflo_11602	AENJA_17277
OG0001370	bflo_05809	AENJA_17284
OG0001371	bflo_23286, bflo_22936, bflo_22937, bflo_22938	AENJA_17844, AENJA_24112
OG0001372	bflo_13574	AENJA_17922
OG0001373	bflo_22620	AENJA_17959
OG0001374	bflo_07194	AENJA_18703
OG0001375	bflo_05780	AENJA_25362
OG0001375	bflo_25517	AENJA_20082
OG0001376	bflo_06943	AENJA_21276, AENJA_20852, AENJA_20854
OG0001377	bflo_10365, bflo_12976, bflo_13209, bflo_13069, bflo_19364, bflo_09576, bflo_09577	AENJA_21043
OG0001378	bflo_08974	AENJA_22766
OG0001379	bflo_05155, bflo_21724	AENJA_23248
OG0001380	bflo_14218	AENJA_23604
OG0001381	bflo_05646, bflo_05543	AENJA_23800
OG0001382	bflo_25739, bflo_10341	AENJA_23994
OG0001383	bflo_16647	AENJA_25087
OG0001384	bflo_21717	AENJA_25726
OG0001386	bflo_02159	AENJA_26718
OG0001394	bflo_15041	AENJA_00558
OG0001395	bflo_17427, bflo_09664	AENJA_00590
OG0001396	bflo_23574, bflo_08795, bflo_00153, bflo_00810, bflo_25762, bflo_00278, bflo_00133	AENJA_00954, AENJA_00955
OG0001396	bflo_25573	AENJA_08736
OG0001397	bflo_10128	AENJA_05269
OG0001397	bflo_09338	AENJA_01101
OG0001398	bflo_15202	AENJA_22956, AENJA_26825, AENJA_08355, AENJA_21022, AENJA_16268, AENJA_09931, AENJA_03237, AENJA_19325, AENJA_12622, AENJA_18995, AENJA_07161, AENJA_01337, AENJA_06194, AENJA_20766, AENJA_03767, AENJA_01339, AENJA_09353, AENJA_12621
OG0001399	bflo_21669	AENJA_19357
OG0001399	bflo_12579	AENJA_02205
OG0001400	bflo_02687	AENJA_02507
OG0001401	bflo_16741, bflo_02833, bflo_06418, bflo_21239, bflo_00707, bflo_03742, bflo_03741, bflo_07794	AENJA_12112
OG0001402	bflo_19487	AENJA_02809
OG0001403	bflo_20986, bflo_01674, bflo_09800	AENJA_03318
OG0001404	bflo_24535	AENJA_05828
OG0001405	bflo_13790	AENJA_03978
OG0001405	bflo_23990	AENJA_13814
OG0001406	bflo_21284	AENJA_04091
OG0001407	bflo_16959, bflo_16123, bflo_16958, bflo_16132, bflo_16960, bflo_16961	AENJA_05232
OG0001408	bflo_17072	AENJA_10000, AENJA_05533
OG0001409	bflo_11307	AENJA_06247
OG0001410	bflo_14262	AENJA_18215
OG0001410	bflo_13741	AENJA_06436
OG0001411	bflo_14652	AENJA_06963, AENJA_10958
OG0001412	bflo_09295	AENJA_07170
OG0001413	bflo_20564	AENJA_07474
OG0001413	bflo_06589	AENJA_17343
OG0001414	bflo_10406	AENJA_08160
OG0001415	bflo_14008, bflo_20533	AENJA_09149, AENJA_15367
OG0001416	bflo_24922	AENJA_09757
OG0001417	bflo_02373	AENJA_10714
OG0001418	bflo_26213	AENJA_10983
OG0001419	bflo_18205	AENJA_12607, AENJA_12606
OG0001420	bflo_11291	AENJA_13248
OG0001421	bflo_21002	AENJA_13339
OG0001422	bflo_00253	AENJA_14173
OG0001423	bflo_16047	AENJA_14934
OG0001424	bflo_06976	AENJA_15682
OG0001425	bflo_06116, bflo_05585	AENJA_15774
OG0001426	bflo_24890	AENJA_16043
OG0001427	bflo_04082, bflo_04073	AENJA_17543
OG0001428	bflo_24663	AENJA_18858
OG0001429	bflo_17955	AENJA_19059
OG0001430	bflo_10599	AENJA_19108
OG0001431	bflo_26459	AENJA_23459
OG0001433	bflo_06374	AENJA_26002
OG0001434	bflo_03898	AENJA_26114
OG0001439	bflo_23356	AENJA_00145
OG0001440	bflo_02819	AENJA_03160
OG0001440	bflo_14002	AENJA_00153
OG0001441	bflo_05732	AENJA_00362
OG0001442	bflo_17388	AENJA_00506
OG0001443	bflo_02916	AENJA_03500, AENJA_23205, AENJA_19926, AENJA_00906, AENJA_05307, AENJA_07210, AENJA_11153, AENJA_16133, AENJA_18397
OG0001444	bflo_01969, bflo_03209, bflo_14239	AENJA_22585, AENJA_03690, AENJA_16654, AENJA_14273, AENJA_25429, AENJA_16655, AENJA_01986, AENJA_26468, AENJA_08146, AENJA_13977, AENJA_26071, AENJA_04850, AENJA_08943, AENJA_04960
OG0001445	bflo_08938	AENJA_02385
OG0001446	bflo_20858	AENJA_02687, AENJA_10576
OG0001447	bflo_24721	AENJA_03127
OG0001448	bflo_20958	AENJA_19963
OG0001449	bflo_06102	AENJA_04181
OG0001449	bflo_02343	AENJA_05517
OG0001451	bflo_06520	AENJA_04889
OG0001451	bflo_04723	AENJA_16142
OG0001452	bflo_05982	AENJA_05087
OG0001453	bflo_07649	AENJA_05598, AENJA_07667
OG0001455	bflo_25643	AENJA_06571
OG0001456	bflo_02658	AENJA_07027
OG0001458	bflo_15346, bflo_14891	AENJA_08456
OG0001459	bflo_09086	AENJA_18303, AENJA_08470
OG0001460	bflo_22004	AENJA_20570
OG0001460	bflo_06898	AENJA_09064
OG0001461	bflo_10892, bflo_11178, bflo_19369, bflo_21910	AENJA_09214
OG0001462	bflo_14890	AENJA_09362
OG0001463	bflo_08852, bflo_24681, bflo_24477, bflo_24476	AENJA_09831
OG0001464	bflo_02860	AENJA_09857
OG0001466	bflo_04036	AENJA_17986
OG0001466	bflo_07291	AENJA_10074
OG0001467	bflo_06650, bflo_15911	AENJA_26730
OG0001467	bflo_22950, bflo_11088	AENJA_10772
OG0001468	bflo_02942	AENJA_10995
OG0001469	bflo_14078	AENJA_11151
OG0001470	bflo_21111	AENJA_11625
OG0001471	bflo_21230	AENJA_21653, AENJA_11958
OG0001472	bflo_19444	AENJA_12236
OG0001472	bflo_09223	AENJA_13235
OG0001473	bflo_13907, bflo_23419, bflo_23420	AENJA_13618
OG0001474	bflo_19387	AENJA_14700
OG0001474	bflo_23794	AENJA_24781
OG0001475	bflo_24732, bflo_24910	AENJA_14793
OG0001476	bflo_17228	AENJA_14828
OG0001477	bflo_23776	AENJA_15225
OG0001478	bflo_13944	AENJA_19708
OG0001478	bflo_23859	AENJA_15450
OG0001479	bflo_16721	AENJA_16158
OG0001480	bflo_02349	AENJA_16776
OG0001481	bflo_07408	AENJA_17029
OG0001483	bflo_22427	AENJA_19356
OG0001484	bflo_12487	AENJA_21194
OG0001485	bflo_03776	AENJA_21469
OG0001486	bflo_03322	AENJA_21858
OG0001487	bflo_12930	AENJA_23840
OG0001488	bflo_19632	AENJA_24153
OG0001490	bflo_06679	AENJA_25216
OG0001491	bflo_23728	AENJA_25283
OG0001492	bflo_20319	AENJA_25544
OG0001493	bflo_07693	AENJA_26227
OG0001498	bflo_10159, bflo_15380, bflo_09760	AENJA_22536, AENJA_25822, AENJA_01053
OG0001499	bflo_15457	AENJA_01737
OG0001500	bflo_21478	AENJA_01887
OG0001501	bflo_09946	AENJA_02988
OG0001502	bflo_23826	AENJA_03421
OG0001503	bflo_06788	AENJA_23557
OG0001503	bflo_23876	AENJA_03755
OG0001504	bflo_13456	AENJA_04830, AENJA_04833, AENJA_15576, AENJA_04039
OG0001505	bflo_24098	AENJA_04619
OG0001506	bflo_24347	AENJA_05938
OG0001507	bflo_09479	AENJA_06136
OG0001508	bflo_10335	AENJA_06316
OG0001509	bflo_21309	AENJA_07590
OG0001510	bflo_25624	AENJA_08660
OG0001511	bflo_21400	AENJA_08942
OG0001512	bflo_08360	AENJA_09698
OG0001513	bflo_00374	AENJA_09714
OG0001515	bflo_24482	AENJA_10215
OG0001516	bflo_25717	AENJA_10243
OG0001517	bflo_11766, bflo_25356	AENJA_10361
OG0001518	bflo_11551, bflo_05396	AENJA_11024
OG0001519	bflo_05680	AENJA_11205
OG0001520	bflo_01540	AENJA_12318
OG0001521	bflo_03540, bflo_19567	AENJA_13001
OG0001522	bflo_07703	AENJA_14026
OG0001523	bflo_09139	AENJA_14135
OG0001524	bflo_09720	AENJA_19275
OG0001524	bflo_13114	AENJA_15536
OG0001525	bflo_20724	AENJA_16414
OG0001526	bflo_16661	AENJA_16663
OG0001527	bflo_12778	AENJA_16808
OG0001528	bflo_24455	AENJA_17449
OG0001529	bflo_18691	AENJA_18632
OG0001532	bflo_24051	AENJA_20708
OG0001533	bflo_02142, bflo_02367	AENJA_20965
OG0001534	bflo_22738	AENJA_21491, AENJA_21490
OG0001536	bflo_16100	AENJA_25332, AENJA_25327
OG0001537	bflo_23337, bflo_10427, bflo_09547, bflo_10294, bflo_00406, bflo_00656, bflo_15216, bflo_10257, bflo_08812	AENJA_25566
OG0001545	bflo_06766	AENJA_00995
OG0001549	bflo_01443	AENJA_04459
OG0001550	bflo_20670, bflo_20647	AENJA_05034, AENJA_05035
OG0001551	bflo_11722, bflo_27019	AENJA_05503
OG0001552	bflo_12216	AENJA_06118
OG0001553	bflo_07695	AENJA_06179
OG0001554	bflo_18473	AENJA_07567
OG0001555	bflo_14150, bflo_22388	AENJA_12105
OG0001557	bflo_10504	AENJA_13295
OG0001558	bflo_05037	AENJA_08311
OG0001559	bflo_13140	AENJA_08667
OG0001560	bflo_08072	AENJA_09404
OG0001561	bflo_11585	AENJA_09420
OG0001563	bflo_06090, bflo_10722, bflo_05442, bflo_26270	AENJA_12465
OG0001564	bflo_21764	AENJA_11930
OG0001565	bflo_14977	AENJA_12372
OG0001566	bflo_17501	AENJA_12513
OG0001567	bflo_24470	AENJA_13019
OG0001568	bflo_23295	AENJA_13880
OG0001569	bflo_21689, bflo_21249, bflo_07290, bflo_26272, bflo_07461, bflo_07460	AENJA_14238
OG0001570	bflo_25416	AENJA_19842
OG0001570	bflo_13444	AENJA_24461
OG0001571	bflo_19458	AENJA_17758
OG0001572	bflo_21964	AENJA_22665
OG0001572	bflo_12786	AENJA_18250
OG0001573	bflo_26307	AENJA_19183
OG0001574	bflo_23111	AENJA_21910
OG0001575	bflo_11339	AENJA_21919
OG0001576	bflo_02643	AENJA_23479
OG0001577	bflo_09161	AENJA_24178
OG0001578	bflo_09036	AENJA_24180
OG0001579	bflo_07047, bflo_26864, bflo_07673	AENJA_24228
OG0001580	bflo_12800	AENJA_25168
OG0001581	bflo_05146, bflo_18279, bflo_23926, bflo_07277	AENJA_26171
OG0001582	bflo_20280	AENJA_26338
OG0001583	bflo_09911	AENJA_26528
OG0001584	bflo_10874	AENJA_26828
OG0001588	bflo_19714, bflo_19156, bflo_13434	AENJA_15642, AENJA_24457, AENJA_10082, AENJA_00109, AENJA_10785
OG0001589	bflo_22654	AENJA_25068
OG0001590	bflo_17658	AENJA_00406
OG0001590	bflo_06753, bflo_25342, bflo_06809	AENJA_14823
OG0001592	bflo_07991	AENJA_17749, AENJA_01022, AENJA_25249
OG0001593	bflo_07353	AENJA_01627
OG0001594	bflo_17592, bflo_12242	AENJA_16970, AENJA_01665, AENJA_04700
OG0001594	bflo_17591	AENJA_09891
OG0001595	bflo_25346, bflo_26163, bflo_14732	AENJA_01996, AENJA_07444
OG0001596	bflo_11000	AENJA_08460
OG0001597	bflo_19431	AENJA_17835, AENJA_03457
OG0001599	bflo_22926, bflo_23581	AENJA_04501
OG0001600	bflo_05648	AENJA_04862
OG0001603	bflo_15819	AENJA_25082, AENJA_05289
OG0001604	bflo_23568	AENJA_06276
OG0001604	bflo_20603	AENJA_11253
OG0001605	bflo_13484, bflo_14059	AENJA_06440
OG0001606	bflo_07349, bflo_07813	AENJA_06477
OG0001607	bflo_01734	AENJA_06874
OG0001608	bflo_13828	AENJA_08413, AENJA_07328
OG0001609	bflo_21761	AENJA_08323
OG0001609	bflo_10966	AENJA_19787
OG0001610	bflo_01194	AENJA_08526, AENJA_08533, AENJA_08527, AENJA_09111, AENJA_08532
OG0001611	bflo_16854	AENJA_08569
OG0001612	bflo_17732	AENJA_09589
OG0001613	bflo_21289, bflo_18287	AENJA_09920
OG0001613	bflo_01217, bflo_01218, bflo_19879, bflo_19881, bflo_11308, bflo_18901, bflo_18997	AENJA_23085, AENJA_23061
OG0001614	bflo_05850	AENJA_17703
OG0001614	bflo_23076	AENJA_10096
OG0001615	bflo_04085	AENJA_10716
OG0001617	bflo_11629	AENJA_12188
OG0001619	bflo_05806	AENJA_13002, AENJA_12999
OG0001621	bflo_14954	AENJA_13994, AENJA_13992
OG0001622	bflo_10214	AENJA_14211
OG0001623	bflo_14242	AENJA_18499, AENJA_25583, AENJA_14562
OG0001624	bflo_01118	AENJA_14605
OG0001625	bflo_25460, bflo_19760	AENJA_14706
OG0001626	bflo_08451	AENJA_14807
OG0001627	bflo_10613	AENJA_19284
OG0001628	bflo_24987	AENJA_16821, AENJA_21898, AENJA_21897
OG0001628	bflo_07205	AENJA_25488
OG0001630	bflo_24506	AENJA_17020
OG0001631	bflo_18058, bflo_07753, bflo_07756, bflo_07754, bflo_14452, bflo_14451, bflo_07755, bflo_19578, bflo_19310, bflo_07757, bflo_14193, bflo_25388, bflo_17257, bflo_20279, bflo_24196, bflo_09912, bflo_08343, bflo_08345, bflo_17210, bflo_07793, bflo_16315, bflo_19915, bflo_20070, bflo_17200, bflo_24694, bflo_24118, bflo_25198, bflo_07609	AENJA_17295
OG0001632	bflo_11892	AENJA_18126
OG0001633	bflo_13089	AENJA_21539
OG0001633	bflo_11217	AENJA_18234
OG0001634	bflo_15784	AENJA_18695
OG0001634	bflo_11774	AENJA_18896
OG0001635	bflo_14263	AENJA_18913
OG0001636	bflo_12513	AENJA_19487
OG0001637	bflo_20340	AENJA_19510
OG0001638	bflo_20506	AENJA_20882
OG0001639	bflo_06123	AENJA_22054
OG0001640	bflo_11220	AENJA_23181
OG0001641	bflo_02353	AENJA_23210
OG0001642	bflo_20407	AENJA_23879
OG0001644	bflo_06394	AENJA_26289
OG0001651	bflo_07530	AENJA_00391
OG0001652	bflo_16056	AENJA_22805, AENJA_00850
OG0001653	bflo_25718	AENJA_01256
OG0001654	bflo_01253, bflo_01087	AENJA_02592
OG0001655	bflo_15013	AENJA_03001
OG0001656	bflo_02447	AENJA_03159
OG0001657	bflo_20602	AENJA_03268
OG0001658	bflo_06441	AENJA_05073
OG0001660	bflo_15018	AENJA_04731
OG0001661	bflo_20556	AENJA_05905
OG0001661	bflo_02558	AENJA_05238
OG0001662	bflo_18110	AENJA_07124
OG0001662	bflo_17483	AENJA_05672
OG0001663	bflo_11604	AENJA_06086
OG0001664	bflo_26299	AENJA_22480, AENJA_06183
OG0001665	bflo_23160	AENJA_11003
OG0001665	bflo_22668	AENJA_06300
OG0001666	bflo_00429	AENJA_07102
OG0001667	bflo_19445	AENJA_07191
OG0001668	bflo_17191	AENJA_07885
OG0001669	bflo_06010, bflo_05293, bflo_06931, bflo_12396, bflo_11323, bflo_11320, bflo_16527, bflo_16769, bflo_06378	AENJA_09112
OG0001671	bflo_11637	AENJA_09175
OG0001672	bflo_00223	AENJA_09939
OG0001673	bflo_18854	AENJA_11329
OG0001674	bflo_08347	AENJA_11464
OG0001676	bflo_08180	AENJA_26746
OG0001676	bflo_08246	AENJA_11724
OG0001677	bflo_20838	AENJA_11807
OG0001678	bflo_26508	AENJA_18698
OG0001678	bflo_03114	AENJA_11849
OG0001679	bflo_10339	AENJA_16799, AENJA_17425
OG0001680	bflo_13497	AENJA_16822
OG0001682	bflo_04551	AENJA_17431
OG0001683	bflo_17547	AENJA_18304
OG0001684	bflo_16609	AENJA_18312
OG0001685	bflo_14264	AENJA_18914
OG0001686	bflo_24461	AENJA_19766, AENJA_19761
OG0001687	bflo_21798, bflo_21375, bflo_21796, bflo_21373	AENJA_21090, AENJA_20311
OG0001688	bflo_14161	AENJA_20867, AENJA_20868
OG0001689	bflo_20561	AENJA_21847
OG0001691	bflo_19887	AENJA_24035
OG0001692	bflo_26337	AENJA_24257
OG0001703	bflo_26234, bflo_08744	AENJA_00606
OG0001704	bflo_15432, bflo_14401, bflo_14402, bflo_14619	AENJA_00857
OG0001706	bflo_20030	AENJA_00912
OG0001707	bflo_01901, bflo_01997, bflo_01998	AENJA_00981, AENJA_25581
OG0001708	bflo_19700	AENJA_01039
OG0001709	bflo_25854	AENJA_01136
OG0001710	bflo_11983	AENJA_24366, AENJA_01527
OG0001711	bflo_07326	AENJA_11819, AENJA_01555
OG0001712	bflo_07157	AENJA_02081
OG0001713	bflo_01714	AENJA_02209
OG0001714	bflo_23316	AENJA_02224
OG0001714	bflo_20708	AENJA_13337
OG0001716	bflo_12929	AENJA_02720
OG0001717	bflo_27091	AENJA_26644
OG0001718	bflo_16668	AENJA_02907
OG0001719	bflo_21535, bflo_21536, bflo_21531	AENJA_03256
OG0001720	bflo_20056	AENJA_03434
OG0001721	bflo_17395	AENJA_03497
OG0001723	bflo_22206	AENJA_04029
OG0001724	bflo_17956	AENJA_04715, AENJA_04714
OG0001725	bflo_07086	AENJA_21341, AENJA_05653, AENJA_21489, AENJA_08894, AENJA_08893
OG0001726	bflo_09335	AENJA_06017
OG0001726	bflo_07477	AENJA_11860
OG0001727	bflo_24508	AENJA_06020
OG0001728	bflo_06838	AENJA_08879
OG0001729	bflo_10997	AENJA_08928
OG0001730	bflo_09904	AENJA_09007
OG0001731	bflo_10453	AENJA_09521
OG0001732	bflo_21629	AENJA_11224
OG0001733	bflo_09429	AENJA_11585
OG0001734	bflo_22510	AENJA_19799, AENJA_13245
OG0001735	bflo_18755	AENJA_13640, AENJA_13638
OG0001736	bflo_13056	AENJA_14070
OG0001737	bflo_17520, bflo_17739	AENJA_14224
OG0001738	bflo_09831	AENJA_15108
OG0001739	bflo_09231	AENJA_15111
OG0001740	bflo_08908	AENJA_15168
OG0001741	bflo_17713, bflo_17737	AENJA_15790
OG0001742	bflo_10088	AENJA_16080
OG0001742	bflo_09571	AENJA_22249
