Orthogroup	BRAFL	STRPU_ok
OG0001164	bflo_21084	STRPU_15250, STRPU_15192, STRPU_15190, STRPU_15248
OG0001165	bflo_01574	STRPU_24458
OG0001165	bflo_22236	STRPU_06392
OG0001166	bflo_14820, bflo_15448	STRPU_05433, STRPU_05428
OG0001167	bflo_16326	STRPU_21389
OG0001168	bflo_20423, bflo_20474, bflo_13463	STRPU_25599
OG0001169	bflo_14076, bflo_12639	STRPU_09862
OG0001170	bflo_11360	STRPU_17744
OG0001171	bflo_05953	STRPU_07714, STRPU_07717
OG0001172	bflo_02862	STRPU_24079
OG0001172	bflo_02443	STRPU_24935
OG0001173	bflo_06950	STRPU_23770
OG0001173	bflo_04050	STRPU_14225
OG0001174	bflo_11141	STRPU_00196, STRPU_23083
OG0001175	bflo_00560, bflo_02898	STRPU_24799, STRPU_24557
OG0001176	bflo_07517	STRPU_04761
OG0001177	bflo_20551	STRPU_25237
OG0001177	bflo_01608	STRPU_24518
OG0001178	bflo_25556	STRPU_01155, STRPU_18301
OG0001178	bflo_22453	STRPU_06875
OG0001179	bflo_13368	STRPU_26217, STRPU_26015
OG0001179	bflo_13513	STRPU_25325
OG0001180	bflo_06469, bflo_06718, bflo_05047	STRPU_26856
OG0001180	bflo_06736, bflo_00350	STRPU_27263, STRPU_27280, STRPU_27282, STRPU_27267, STRPU_27266, STRPU_27281
OG0001181	bflo_18914	STRPU_02570, STRPU_13125
OG0001182	bflo_03435	STRPU_08804, STRPU_18187, STRPU_08660, STRPU_08805
OG0001183	bflo_19634	STRPU_23983
OG0001184	bflo_15772	STRPU_19999
OG0001184	bflo_09793	STRPU_09552
OG0001185	bflo_06562	STRPU_07407
OG0001186	bflo_12657	STRPU_26002
OG0001186	bflo_12919	STRPU_25391
OG0001187	bflo_18352, bflo_17267, bflo_06600, bflo_06585, bflo_06590, bflo_06591, bflo_18234, bflo_25290, bflo_26120, bflo_06592, bflo_18465, bflo_18461, bflo_18463, bflo_18462, bflo_08800, bflo_10438, bflo_10068, bflo_12634, bflo_12633, bflo_04140, bflo_10069, bflo_12876, bflo_17352, bflo_04133, bflo_04125, bflo_09603, bflo_05471	STRPU_13244
OG0001188	bflo_05292	STRPU_21827
OG0001190	bflo_25067	STRPU_10662
OG0001191	bflo_10001	STRPU_09337
OG0001196	bflo_09773	STRPU_03085
OG0001197	bflo_24451	STRPU_24733
OG0001198	bflo_02095	STRPU_26825, STRPU_26828
OG0001198	bflo_03034	STRPU_11529
OG0001199	bflo_17249	STRPU_17588, STRPU_17562
OG0001200	bflo_21205	STRPU_21074
OG0001202	bflo_02498	STRPU_06078, STRPU_06878, STRPU_06879, STRPU_06880, STRPU_24577, STRPU_24578, STRPU_24580, STRPU_24592, STRPU_24581, STRPU_20672
OG0001203	bflo_18138	STRPU_03219, STRPU_06188, STRPU_20473, STRPU_20472, STRPU_06213, STRPU_06187, STRPU_06183, STRPU_20471
OG0001204	bflo_20309, bflo_20315	STRPU_14562
OG0001205	bflo_14061, bflo_27112	STRPU_05411
OG0001207	bflo_21743	STRPU_16506
OG0001207	bflo_02422	STRPU_24022, STRPU_02640
OG0001208	bflo_25733	STRPU_21909
OG0001209	bflo_26894	STRPU_22073
OG0001210	bflo_07894	STRPU_21013
OG0001210	bflo_04429	STRPU_11288
OG0001211	bflo_00897	STRPU_22086
OG0001213	bflo_10680	STRPU_09878
OG0001213	bflo_20590	STRPU_15274
OG0001214	bflo_11103	STRPU_22695
OG0001215	bflo_00807	STRPU_22254
OG0001216	bflo_24683	STRPU_10937
OG0001216	bflo_13216	STRPU_25682, STRPU_25701
OG0001217	bflo_17953	STRPU_16981
OG0001218	bflo_24854	STRPU_10657
OG0001219	bflo_01008	STRPU_24669
OG0001220	bflo_20837	STRPU_15587, STRPU_02219
OG0001220	bflo_21723	STRPU_06468
OG0001221	bflo_13343	STRPU_25669
OG0001222	bflo_19155	STRPU_13517, STRPU_13378, STRPU_13402, STRPU_13504, STRPU_13520
OG0001223	bflo_12732	STRPU_26010
OG0001224	bflo_04929	STRPU_10670
OG0001225	bflo_08317	STRPU_23772
OG0001227	bflo_17418	STRPU_17535
OG0001230	bflo_01521, bflo_04046	STRPU_24478, STRPU_24480
OG0001231	bflo_03798	STRPU_21203
OG0001232	bflo_23005, bflo_23685	STRPU_08583, STRPU_00299
OG0001233	bflo_15064, bflo_14915	STRPU_05206, STRPU_05204, STRPU_23981
OG0001234	bflo_14036	STRPU_26230
OG0001236	bflo_24082	STRPU_10838, STRPU_10857
OG0001237	bflo_07801	STRPU_12648, STRPU_22266
OG0001238	bflo_06313	STRPU_09768, STRPU_09725
OG0001238	bflo_26480	STRPU_01032
OG0001239	bflo_10959	STRPU_23628
OG0001240	bflo_06423	STRPU_27058
OG0001241	bflo_06240	STRPU_07496
OG0001241	bflo_21597	STRPU_06648, STRPU_06647
OG0001242	bflo_26271, bflo_25905, bflo_25751, bflo_25417, bflo_26351, bflo_25804	STRPU_09071, STRPU_02047, STRPU_02048, STRPU_09072, STRPU_09244
OG0001243	bflo_08723	STRPU_22072
OG0001245	bflo_08692	STRPU_04810
OG0001246	bflo_18611, bflo_27266, bflo_18610, bflo_03922, bflo_19063	STRPU_14009
OG0001247	bflo_12136	STRPU_22721
OG0001248	bflo_00177	STRPU_21972
OG0001249	bflo_25407, bflo_25542	STRPU_18988
OG0001250	bflo_23893	STRPU_08807
OG0001251	bflo_13478	STRPU_25431
OG0001252	bflo_25844	STRPU_19076
OG0001253	bflo_11668, bflo_06734	STRPU_23835, STRPU_23873
OG0001254	bflo_16683	STRPU_22240
OG0001256	bflo_27204, bflo_17356	STRPU_18001
OG0001261	bflo_27125, bflo_14339	STRPU_05296
OG0001262	bflo_15864	STRPU_19745, STRPU_19744, STRPU_19743, STRPU_20298
OG0001263	bflo_07084	STRPU_04426
OG0001263	bflo_10303	STRPU_03468
OG0001264	bflo_13401	STRPU_25388
OG0001266	bflo_05858, bflo_18162	STRPU_09623
OG0001266	bflo_05662	STRPU_07064, STRPU_07068
OG0001267	bflo_14627, bflo_14348	STRPU_04944
OG0001267	bflo_20420	STRPU_14642
OG0001268	bflo_06467	STRPU_26888
OG0001268	bflo_11029	STRPU_23502
OG0001270	bflo_23365	STRPU_08488
OG0001270	bflo_11730	STRPU_23322
OG0001270	bflo_22891	STRPU_08385
OG0001271	bflo_11260, bflo_18970	STRPU_13643, STRPU_02421
OG0001272	bflo_20203	STRPU_15049
OG0001273	bflo_00724, bflo_03191	STRPU_26636
OG0001274	bflo_15721	STRPU_20009
OG0001275	bflo_17335	STRPU_16983
OG0001276	bflo_14135	STRPU_05244
OG0001278	bflo_02941, bflo_01205	STRPU_00086, STRPU_24452, STRPU_24453
OG0001279	bflo_08526	STRPU_20599, STRPU_20598, STRPU_20627
OG0001280	bflo_05584	STRPU_26559
OG0001281	bflo_06100	STRPU_12491, STRPU_21186, STRPU_21018
OG0001282	bflo_26722, bflo_03069	STRPU_11958, STRPU_01619
OG0001284	bflo_19270	STRPU_00110, STRPU_13473
OG0001284	bflo_06254	STRPU_26961
OG0001286	bflo_10170, bflo_26942	STRPU_12903
OG0001287	bflo_14817	STRPU_05909
OG0001288	bflo_06118	STRPU_26804
OG0001290	bflo_05691	STRPU_26728
OG0001291	bflo_08573	STRPU_04348
OG0001292	bflo_18759	STRPU_13209
OG0001293	bflo_20495	STRPU_14547
OG0001294	bflo_18510	STRPU_21633
OG0001295	bflo_00207	STRPU_21991
OG0001296	bflo_12324	STRPU_21312
OG0001297	bflo_10353	STRPU_12690
OG0001300	bflo_05337, bflo_26790, bflo_20405	STRPU_00543, STRPU_15986
OG0001302	bflo_08709	STRPU_14524
OG0001305	bflo_15741	STRPU_20309
OG0001306	bflo_25980	STRPU_19063
OG0001306	bflo_16344	STRPU_20137
OG0001308	bflo_08681	STRPU_04711
OG0001309	bflo_25672, bflo_00185, bflo_26471, bflo_05346, bflo_00102, bflo_00238, bflo_26246, bflo_26313, bflo_25742, bflo_26400	STRPU_25014, STRPU_25016
OG0001310	bflo_20260	STRPU_21314
OG0001310	bflo_17144	STRPU_15962, STRPU_00518
OG0001311	bflo_00386	STRPU_10949
OG0001311	bflo_18844	STRPU_00838, STRPU_14082
OG0001312	bflo_17709	STRPU_18010, STRPU_24489, STRPU_17750
OG0001313	bflo_08797, bflo_24288, bflo_09898, bflo_10384, bflo_14942	STRPU_11221, STRPU_11258, STRPU_11259, STRPU_01542, STRPU_09416
OG0001314	bflo_18178	STRPU_17673
OG0001314	bflo_15272, bflo_13793	STRPU_19730
OG0001315	bflo_23287	STRPU_10273, STRPU_08079
OG0001316	bflo_15475	STRPU_15726
OG0001317	bflo_10965	STRPU_23522
OG0001317	bflo_16409	STRPU_17298, STRPU_17302
OG0001318	bflo_03324	STRPU_12148, STRPU_12116
OG0001318	bflo_04124	STRPU_17591
OG0001319	bflo_21304	STRPU_06818
OG0001320	bflo_10273	STRPU_26137, STRPU_26135
OG0001320	bflo_05629	STRPU_21063
OG0001321	bflo_08721	STRPU_22556
OG0001322	bflo_09889	STRPU_12583
OG0001322	bflo_23924	STRPU_21322
OG0001323	bflo_19666	STRPU_20541
OG0001324	bflo_02826	STRPU_25173
OG0001325	bflo_13293	STRPU_04898
OG0001327	bflo_01466	STRPU_24460
OG0001327	bflo_11384	STRPU_23965, STRPU_23941
OG0001329	bflo_08763, bflo_14333	STRPU_23801
OG0001330	bflo_20123	STRPU_14416, STRPU_14419, STRPU_14445
OG0001331	bflo_08815	STRPU_10147, STRPU_10085, STRPU_10148
OG0001332	bflo_25758	STRPU_19163
OG0001334	bflo_22826, bflo_23599	STRPU_13976, STRPU_13982, STRPU_13981, STRPU_13978, STRPU_13975, STRPU_13986, STRPU_13497, STRPU_13221, STRPU_13233, STRPU_13498, STRPU_13501, STRPU_13983, STRPU_13232, STRPU_13219, STRPU_13988, STRPU_13984, STRPU_13974, STRPU_13502
OG0001335	bflo_05620	STRPU_26922
OG0001337	bflo_05523	STRPU_26821
OG0001337	bflo_25577	STRPU_19080
OG0001339	bflo_06139	STRPU_10027, STRPU_07160, STRPU_07161
OG0001344	bflo_08238, bflo_05567	STRPU_04822, STRPU_00738
OG0001345	bflo_12252, bflo_11238, bflo_11249	STRPU_23708
OG0001348	bflo_21574	STRPU_06494
OG0001349	bflo_24225, bflo_10708, bflo_09331, bflo_08005	STRPU_00360, STRPU_11023, STRPU_06149, STRPU_06147, STRPU_06382, STRPU_11314, STRPU_11296
OG0001350	bflo_25719	STRPU_00173, STRPU_18483
OG0001351	bflo_21262	STRPU_05960, STRPU_05959
OG0001352	bflo_23166, bflo_23187	STRPU_08735, STRPU_01435
OG0001353	bflo_16481	STRPU_21554
OG0001353	bflo_05764	STRPU_00577, STRPU_07545
OG0001354	bflo_21871	STRPU_03356
OG0001354	bflo_13887	STRPU_18322, STRPU_01125
OG0001355	bflo_10179	STRPU_09877
OG0001356	bflo_10948	STRPU_23614
OG0001357	bflo_21298	STRPU_20969
OG0001359	bflo_25944	STRPU_26859
OG0001360	bflo_08197	STRPU_04909
OG0001361	bflo_03320	STRPU_11678
OG0001362	bflo_23593, bflo_22855, bflo_10725	STRPU_08359
OG0001363	bflo_16521, bflo_16519	STRPU_20296
OG0001365	bflo_14935	STRPU_05636, STRPU_05575, STRPU_05635, STRPU_05634, STRPU_05574, STRPU_22631, STRPU_05633, STRPU_05637, STRPU_05578
OG0001366	bflo_19732	STRPU_13885
OG0001367	bflo_16121	STRPU_24795
OG0001368	bflo_01730, bflo_01015, bflo_20314	STRPU_21464
OG0001369	bflo_11602	STRPU_23738
OG0001370	bflo_05809	STRPU_22194
OG0001370	bflo_18847	STRPU_15723
OG0001371	bflo_23286, bflo_22936, bflo_22937, bflo_22938	STRPU_08143, STRPU_02082, STRPU_09113
OG0001372	bflo_13574	STRPU_25409, STRPU_25404
OG0001373	bflo_22620	STRPU_08670
OG0001374	bflo_07194	STRPU_22804, STRPU_01963
OG0001375	bflo_05780	STRPU_07312
OG0001375	bflo_25517	STRPU_07355
OG0001376	bflo_06943	STRPU_03703
OG0001377	bflo_10365, bflo_12976, bflo_13209, bflo_13069, bflo_19364, bflo_09576, bflo_09577	STRPU_10185
OG0001378	bflo_08974	STRPU_09539
OG0001379	bflo_05155, bflo_21724	STRPU_06776, STRPU_06758
OG0001380	bflo_14218	STRPU_05457
OG0001381	bflo_05646, bflo_05543	STRPU_27173, STRPU_27171
OG0001382	bflo_25739, bflo_10341	STRPU_12913, STRPU_12914
OG0001383	bflo_16647	STRPU_19391
OG0001384	bflo_21717	STRPU_06439
OG0001387	bflo_21652	STRPU_24358
OG0001389	bflo_14302	STRPU_05345
OG0001394	bflo_15041	STRPU_05211
OG0001395	bflo_17427, bflo_09664	STRPU_17938
OG0001396	bflo_23574, bflo_08795, bflo_00153, bflo_00810, bflo_25762, bflo_00278, bflo_00133, bflo_25573	STRPU_22421
OG0001397	bflo_10128	STRPU_09545
OG0001397	bflo_09338	STRPU_10313
OG0001398	bflo_15202	STRPU_20006, STRPU_20005, STRPU_20002, STRPU_20003
OG0001399	bflo_21669	STRPU_06787
OG0001399	bflo_12579	STRPU_26081
OG0001400	bflo_02687	STRPU_01874, STRPU_25189
OG0001401	bflo_16741, bflo_02833, bflo_06418, bflo_21239, bflo_00707, bflo_03742, bflo_03741, bflo_07794	STRPU_23021, STRPU_00894
OG0001402	bflo_19487	STRPU_02223, STRPU_15580
OG0001403	bflo_20986, bflo_01674, bflo_09800	STRPU_14874
OG0001404	bflo_24535	STRPU_10986, STRPU_00324
OG0001405	bflo_13790	STRPU_25512
OG0001405	bflo_23990	STRPU_02778
OG0001406	bflo_21284	STRPU_06123
OG0001408	bflo_17072	STRPU_00756, STRPU_19811
OG0001409	bflo_11307	STRPU_03382
OG0001410	bflo_14262	STRPU_05515
OG0001410	bflo_13741	STRPU_25411
OG0001411	bflo_14652	STRPU_05251, STRPU_05267
OG0001412	bflo_09295	STRPU_09369
OG0001413	bflo_20564	STRPU_14983, STRPU_14952
OG0001413	bflo_06589	STRPU_26501
OG0001414	bflo_22712, bflo_10760	STRPU_21522
OG0001414	bflo_10406	STRPU_10366
OG0001415	bflo_14008, bflo_20533	STRPU_14239
OG0001417	bflo_02373	STRPU_24125, STRPU_24112, STRPU_24123, STRPU_24122
OG0001418	bflo_26213	STRPU_01132, STRPU_01131, STRPU_18315
OG0001419	bflo_18205	STRPU_21660, STRPU_21725
OG0001420	bflo_11291	STRPU_20535
OG0001421	bflo_21002	STRPU_20976
OG0001422	bflo_00253	STRPU_17021
OG0001423	bflo_16047	STRPU_20339
OG0001424	bflo_06976	STRPU_22200
OG0001425	bflo_06116, bflo_05585	STRPU_15993
OG0001426	bflo_24890	STRPU_10439
OG0001427	bflo_04082, bflo_04073	STRPU_07408
OG0001428	bflo_24663	STRPU_11278, STRPU_11240
OG0001429	bflo_17955	STRPU_17524
OG0001430	bflo_10599	STRPU_21288
OG0001431	bflo_26459	STRPU_22263
OG0001433	bflo_06374	STRPU_07230, STRPU_07255
OG0001434	bflo_03898	STRPU_17874, STRPU_17872
OG0001435	bflo_18813	STRPU_11334, STRPU_11181, STRPU_11332, STRPU_11333
OG0001436	bflo_02923	STRPU_24142
OG0001437	bflo_11365, bflo_13730, bflo_13248	STRPU_25775, STRPU_25792
OG0001439	bflo_09385	STRPU_03360, STRPU_03364
OG0001439	bflo_23356	STRPU_03366, STRPU_03358, STRPU_03361, STRPU_03367
OG0001440	bflo_02819	STRPU_25215
OG0001440	bflo_14002	STRPU_25888
OG0001441	bflo_05732	STRPU_07157
OG0001442	bflo_17388	STRPU_17892
OG0001443	bflo_02916	STRPU_17712, STRPU_04573, STRPU_04574, STRPU_19570, STRPU_24973, STRPU_13136, STRPU_18349, STRPU_23223, STRPU_03299, STRPU_15925, STRPU_00494, STRPU_25600, STRPU_06800, STRPU_19519, STRPU_07602, STRPU_09027, STRPU_09016, STRPU_19520, STRPU_06653, STRPU_10233, STRPU_09822, STRPU_12733, STRPU_16814, STRPU_05742, STRPU_16718, STRPU_12734, STRPU_15378, STRPU_09017
OG0001445	bflo_08938	STRPU_16668, STRPU_16697
OG0001446	bflo_20858	STRPU_15539, STRPU_15538, STRPU_23259
OG0001447	bflo_24721	STRPU_20657, STRPU_20658
OG0001448	bflo_20958	STRPU_11358, STRPU_11357
OG0001448	bflo_00530	STRPU_23143, STRPU_23144
OG0001449	bflo_06102	STRPU_07648
OG0001449	bflo_02343	STRPU_25089
OG0001451	bflo_06520	STRPU_14371
OG0001451	bflo_04723	STRPU_17131
OG0001452	bflo_05982	STRPU_26368
OG0001453	bflo_07649	STRPU_24736, STRPU_08563, STRPU_24734
OG0001454	bflo_14303	STRPU_05151
OG0001455	bflo_25643	STRPU_18159
OG0001456	bflo_02658	STRPU_27191, STRPU_27192, STRPU_27208
OG0001457	bflo_06362	STRPU_07098
OG0001459	bflo_09086	STRPU_12776, STRPU_02363
OG0001460	bflo_22004	STRPU_04119
OG0001460	bflo_21995	STRPU_06222, STRPU_06201
OG0001460	bflo_06898	STRPU_04118
OG0001461	bflo_10892, bflo_11178, bflo_19369, bflo_21910	STRPU_23343
OG0001463	bflo_08852, bflo_24681, bflo_24477, bflo_24476	STRPU_25835, STRPU_25655, STRPU_25656
OG0001464	bflo_02860	STRPU_25177
OG0001465	bflo_24992	STRPU_11188
OG0001466	bflo_04036	STRPU_07749
OG0001466	bflo_07291	STRPU_04674
OG0001467	bflo_06650, bflo_15911	STRPU_19577
OG0001467	bflo_22950, bflo_11088	STRPU_05130, STRPU_05054
OG0001468	bflo_02942	STRPU_25091
OG0001469	bflo_14078	STRPU_17361, STRPU_17345
OG0001470	bflo_21111	STRPU_02226, STRPU_15577
OG0001471	bflo_23589, bflo_18196, bflo_16483, bflo_16730	STRPU_15869, STRPU_15821, STRPU_15822, STRPU_15823, STRPU_15870
OG0001471	bflo_21230	STRPU_13019
OG0001472	bflo_19444	STRPU_27210, STRPU_27194
OG0001472	bflo_09223	STRPU_25563, STRPU_00832
OG0001473	bflo_13907, bflo_23419, bflo_23420	STRPU_00945, STRPU_08877, STRPU_08372, STRPU_08878, STRPU_00943, STRPU_19186, STRPU_19185, STRPU_00942, STRPU_08879
OG0001474	bflo_19387	STRPU_13493
OG0001474	bflo_23794	STRPU_08774
OG0001475	bflo_24732, bflo_24910	STRPU_11303, STRPU_11319, STRPU_11092
OG0001476	bflo_17228	STRPU_17798
OG0001477	bflo_23776	STRPU_08542, STRPU_08540, STRPU_08539, STRPU_08541
OG0001478	bflo_13944	STRPU_21182
OG0001478	bflo_23859	STRPU_09284
OG0001479	bflo_16721	STRPU_19441
OG0001480	bflo_02349	STRPU_24164
OG0001481	bflo_07408	STRPU_20434
OG0001483	bflo_09972, bflo_09992	STRPU_14650
OG0001483	bflo_22427	STRPU_06785
OG0001484	bflo_12487	STRPU_13892, STRPU_23212, STRPU_23225
OG0001485	bflo_03776	STRPU_26365
OG0001486	bflo_03322	STRPU_11997, STRPU_01663
OG0001487	bflo_12930	STRPU_26331
OG0001488	bflo_19631	STRPU_13616
OG0001488	bflo_19632	STRPU_13615, STRPU_02447
OG0001489	bflo_26167	STRPU_18782
OG0001490	bflo_06679	STRPU_20507
OG0001491	bflo_23728	STRPU_09125, STRPU_02097
OG0001492	bflo_20319	STRPU_14187
OG0001493	bflo_07693	STRPU_04271
OG0001495	bflo_12191	STRPU_23172
OG0001496	bflo_22121, bflo_06089, bflo_08665, bflo_18354, bflo_10263	STRPU_09305, STRPU_09648, STRPU_09646
OG0001500	bflo_21478	STRPU_06633
OG0001501	bflo_09946	STRPU_21031
OG0001502	bflo_23826	STRPU_08256
OG0001503	bflo_06788	STRPU_26383
OG0001503	bflo_23876	STRPU_08277
OG0001504	bflo_13456	STRPU_00235, STRPU_25977, STRPU_00231, STRPU_25973
OG0001505	bflo_24098	STRPU_11360
OG0001506	bflo_24347, bflo_24797	STRPU_11331
OG0001507	bflo_09479	STRPU_21330
OG0001508	bflo_10335	STRPU_12972
OG0001509	bflo_21309	STRPU_06444
OG0001510	bflo_25624	STRPU_19269
OG0001511	bflo_21400	STRPU_06130
OG0001512	bflo_08360	STRPU_23091
OG0001515	bflo_24482	STRPU_15320, STRPU_15319
OG0001516	bflo_25717	STRPU_18551
OG0001517	bflo_11766, bflo_25356	STRPU_19850, STRPU_23529
OG0001518	bflo_11551, bflo_05396	STRPU_07114
OG0001519	bflo_05680	STRPU_27135
OG0001520	bflo_01540	STRPU_24561
OG0001521	bflo_03540, bflo_19567	STRPU_26866
OG0001522	bflo_07703	STRPU_20946
OG0001522	bflo_06545, bflo_06794	STRPU_03073
OG0001523	bflo_09139	STRPU_12314
OG0001524	bflo_09720	STRPU_10326
OG0001524	bflo_13114	STRPU_25252
OG0001525	bflo_20724	STRPU_15038
OG0001526	bflo_16661	STRPU_20380
OG0001527	bflo_21123	STRPU_14392
OG0001527	bflo_12778	STRPU_25264
OG0001528	bflo_24455	STRPU_10769
OG0001529	bflo_18691	STRPU_00143
OG0001532	bflo_24051	STRPU_10950
OG0001533	bflo_02142, bflo_02367	STRPU_24952
OG0001534	bflo_22738	STRPU_08320, STRPU_08319
OG0001536	bflo_22446, bflo_16100	STRPU_21047
OG0001538	bflo_01463	STRPU_12441, STRPU_12432
OG0001545	bflo_06766	STRPU_27363
OG0001548	bflo_05101, bflo_27342	STRPU_03439
OG0001549	bflo_01443	STRPU_24400
OG0001550	bflo_20670, bflo_20647	STRPU_21280, STRPU_20475
OG0001551	bflo_11722, bflo_27019	STRPU_21860, STRPU_21899, STRPU_21891
OG0001552	bflo_12216	STRPU_22979
OG0001553	bflo_07695	STRPU_04052
OG0001554	bflo_18473	STRPU_02015, STRPU_16951
OG0001557	bflo_10504	STRPU_12321
OG0001557	bflo_11078	STRPU_23129
OG0001558	bflo_05037	STRPU_20040
OG0001559	bflo_13140	STRPU_21439
OG0001560	bflo_08072	STRPU_22041
OG0001561	bflo_11585	STRPU_22097
OG0001563	bflo_06090, bflo_10722, bflo_05442, bflo_26270	STRPU_26909, STRPU_13288, STRPU_13360
OG0001564	bflo_21764	STRPU_06537, STRPU_06563
OG0001565	bflo_14977	STRPU_03587, STRPU_03523, STRPU_03586
OG0001566	bflo_17501	STRPU_17707
OG0001569	bflo_21689, bflo_21249, bflo_07290, bflo_26272, bflo_07461, bflo_07460	STRPU_06491, STRPU_06672
OG0001570	bflo_25416	STRPU_18190
OG0001570	bflo_13444	STRPU_25866
OG0001571	bflo_12672	STRPU_03649, STRPU_03634
OG0001571	bflo_19458	STRPU_02985
OG0001572	bflo_21964	STRPU_17033, STRPU_01799
OG0001572	bflo_12786	STRPU_25872
OG0001573	bflo_26307	STRPU_18175
OG0001574	bflo_23111	STRPU_09295
OG0001575	bflo_11339	STRPU_23849, STRPU_23815
OG0001576	bflo_02643	STRPU_26967
OG0001577	bflo_09161	STRPU_09713, STRPU_09757
OG0001578	bflo_09036	STRPU_09755, STRPU_09711
OG0001579	bflo_07047, bflo_26864, bflo_07673	STRPU_04737, STRPU_04730, STRPU_04736
OG0001580	bflo_12800	STRPU_25493
OG0001581	bflo_05146, bflo_18279, bflo_23926, bflo_07277	STRPU_21852, STRPU_21108
OG0001582	bflo_20280	STRPU_15059
OG0001583	bflo_09911	STRPU_09827
OG0001584	bflo_10874	STRPU_06055
OG0001588	bflo_19714, bflo_19156, bflo_13434	STRPU_25573, STRPU_16712, STRPU_02105, STRPU_02107, STRPU_02100, STRPU_09127, STRPU_19443, STRPU_18893, STRPU_18890, STRPU_18888, STRPU_02106
OG0001589	bflo_22654	STRPU_02158, STRPU_09187, STRPU_02156, STRPU_02159
OG0001590	bflo_17658	STRPU_17388
OG0001590	bflo_06753, bflo_25342, bflo_06809	STRPU_26879
OG0001592	bflo_07991	STRPU_22809, STRPU_22808, STRPU_01967, STRPU_23555
OG0001593	bflo_07353	STRPU_22521
OG0001594	bflo_17592, bflo_12242	STRPU_23743
OG0001594	bflo_17591	STRPU_17908
OG0001595	bflo_25346, bflo_26163, bflo_14732	STRPU_18699, STRPU_18697, STRPU_18698, STRPU_19289, STRPU_00397
OG0001596	bflo_11000	STRPU_23283
OG0001597	bflo_19431	STRPU_14448, STRPU_14431
OG0001599	bflo_22926, bflo_23581	STRPU_08993
OG0001600	bflo_05648	STRPU_07559, STRPU_00590
OG0001604	bflo_23568	STRPU_20664
OG0001604	bflo_20603	STRPU_14571
OG0001605	bflo_13484, bflo_14059	STRPU_25478, STRPU_12565
OG0001606	bflo_07349, bflo_07813	STRPU_00806, STRPU_25539
OG0001606	bflo_10362	STRPU_09537
OG0001608	bflo_13828	STRPU_25716, STRPU_25698
OG0001609	bflo_21761	STRPU_06891
OG0001609	bflo_10966	STRPU_23497
OG0001610	bflo_01194	STRPU_24471
OG0001611	bflo_16854	STRPU_20967
OG0001612	bflo_17732	STRPU_17129
OG0001614	bflo_05850	STRPU_27003
OG0001614	bflo_23076	STRPU_00963, STRPU_08858
OG0001615	bflo_04085	STRPU_12203
OG0001617	bflo_11629	STRPU_23604
OG0001619	bflo_05806	STRPU_27261, STRPU_27278
OG0001621	bflo_14954	STRPU_05699
OG0001622	bflo_10214	STRPU_09518
OG0001623	bflo_14242	STRPU_01088, STRPU_24211
OG0001624	bflo_01118	STRPU_24187, STRPU_01112
OG0001626	bflo_08451	STRPU_23788
OG0001627	bflo_10613	STRPU_10394
OG0001627	bflo_10609	STRPU_09510
OG0001628	bflo_24987	STRPU_20435
OG0001628	bflo_07205	STRPU_21204
OG0001630	bflo_24506	STRPU_00341, STRPU_11002
OG0001632	bflo_11892	STRPU_23809, STRPU_23843
OG0001633	bflo_13089	STRPU_25219
OG0001634	bflo_15784	STRPU_20042
OG0001634	bflo_11774	STRPU_21767, STRPU_21703
OG0001635	bflo_14263	STRPU_05304
OG0001636	bflo_12513	STRPU_26253
OG0001637	bflo_20340	STRPU_08189
OG0001638	bflo_20506	STRPU_14215
OG0001639	bflo_06123	STRPU_26515
OG0001640	bflo_11220	STRPU_00702, STRPU_22718, STRPU_22717, STRPU_00700
OG0001641	bflo_02353	STRPU_24984
OG0001642	bflo_20407	STRPU_21824
OG0001644	bflo_06394	STRPU_07026
OG0001647	bflo_02196, bflo_02230	STRPU_17974, STRPU_18017, STRPU_08108, STRPU_08121, STRPU_19389, STRPU_12431, STRPU_19388, STRPU_08555, STRPU_08557, STRPU_08556, STRPU_08554, STRPU_00302, STRPU_00301, STRPU_08585, STRPU_08575, STRPU_08579, STRPU_08577, STRPU_08576, STRPU_08587, STRPU_08582, STRPU_08581, STRPU_08578, STRPU_08573, STRPU_08580, STRPU_25004, STRPU_25414, STRPU_24159, STRPU_17196
OG0001649	bflo_02339, bflo_09807, bflo_21953, bflo_08881, bflo_02710, bflo_18575, bflo_03993, bflo_24949, bflo_13423, bflo_21772, bflo_08969, bflo_08968, bflo_08978, bflo_09604, bflo_08332, bflo_12469, bflo_10607, bflo_15866, bflo_18493, bflo_18494, bflo_18542, bflo_06541, bflo_13609	STRPU_22499
OG0001651	bflo_07530	STRPU_04788
OG0001652	bflo_16056	STRPU_21641, STRPU_00295, STRPU_00191
OG0001654	bflo_01253, bflo_01087	STRPU_24101, STRPU_24566
OG0001655	bflo_15013	STRPU_05327
OG0001656	bflo_02447	STRPU_02552, STRPU_14771
OG0001657	bflo_20602	STRPU_14732
OG0001658	bflo_06441	STRPU_07439, STRPU_07448
OG0001660	bflo_15018	STRPU_04934
OG0001661	bflo_20556	STRPU_15061
OG0001661	bflo_02558	STRPU_25156
OG0001662	bflo_18110	STRPU_01806
OG0001662	bflo_17483	STRPU_17153
OG0001663	bflo_11604	STRPU_22095
OG0001664	bflo_26299	STRPU_19099
OG0001665	bflo_23160	STRPU_01425, STRPU_08744
