Orthogroup	BRAFL	AMPFI_ok
OG0000697	bflo_12428	AMPFI_01555
OG0000698	bflo_11041	AMPFI_25928
OG0000700	bflo_03482	AMPFI_02889
OG0000701	bflo_10548	AMPFI_06365
OG0000702	bflo_12229	AMPFI_20591
OG0000703	bflo_07565	AMPFI_09469
OG0000704	bflo_08996	AMPFI_10702
OG0000706	bflo_11940	AMPFI_17120
OG0000706	bflo_17788	AMPFI_00965, AMPFI_02905
OG0000708	bflo_25666	AMPFI_18363
OG0000708	bflo_11530	AMPFI_17855
OG0000709	bflo_24062	AMPFI_23883
OG0000711	bflo_03306	AMPFI_19044
OG0000711	bflo_04395	AMPFI_11270
OG0000713	bflo_21867, bflo_21513, bflo_02677	AMPFI_24318, AMPFI_08961, AMPFI_11641
OG0000715	bflo_19456	AMPFI_19789
OG0000716	bflo_18078, bflo_14976	AMPFI_13314
OG0000717	bflo_16636	AMPFI_10785
OG0000718	bflo_19048	AMPFI_05696, AMPFI_05695
OG0000720	bflo_07282	AMPFI_05196
OG0000721	bflo_20743	AMPFI_08986
OG0000721	bflo_17766	AMPFI_22244
OG0000723	bflo_08599	AMPFI_04714
OG0000725	bflo_20478	AMPFI_02912
OG0000726	bflo_19350	AMPFI_13683
OG0000728	bflo_14020, bflo_07005, bflo_27106	AMPFI_16362, AMPFI_21581, AMPFI_19120, AMPFI_04032, AMPFI_25683, AMPFI_02711, AMPFI_23482, AMPFI_21622, AMPFI_09643, AMPFI_16644, AMPFI_00290, AMPFI_25315
OG0000731	bflo_21630	AMPFI_14467
OG0000732	bflo_21787	AMPFI_21125
OG0000732	bflo_25639	AMPFI_22564
OG0000733	bflo_12810	AMPFI_00092
OG0000733	bflo_07935	AMPFI_07683
OG0000734	bflo_15574	AMPFI_12486, AMPFI_16496
OG0000735	bflo_01496	AMPFI_12763
OG0000736	bflo_26430	AMPFI_00116
OG0000737	bflo_09049	AMPFI_09668
OG0000740	bflo_19201	AMPFI_24652
OG0000740	bflo_18191, bflo_08713	AMPFI_17145
OG0000742	bflo_25326, bflo_25527, bflo_26031, bflo_20415, bflo_20244, bflo_25523, bflo_25525, bflo_25485, bflo_25531, bflo_25526, bflo_25234, bflo_25530, bflo_25529, bflo_25524, bflo_00314, bflo_26113, bflo_14945, bflo_23519, bflo_11770, bflo_11768, bflo_25415, bflo_25430, bflo_25431, bflo_25173, bflo_12033, bflo_02555	AMPFI_05931
OG0000743	bflo_23103	AMPFI_02626
OG0000743	bflo_23390	AMPFI_24905
OG0000744	bflo_07888, bflo_08706, bflo_13928	AMPFI_06604
OG0000745	bflo_19075	AMPFI_10083
OG0000746	bflo_21955, bflo_21961, bflo_21963, bflo_21966	AMPFI_11042
OG0000746	bflo_16868, bflo_16812	AMPFI_21096
OG0000748	bflo_00355	AMPFI_21950
OG0000749	bflo_11190	AMPFI_08611
OG0000751	bflo_19051, bflo_18792	AMPFI_03506
OG0000752	bflo_09173	AMPFI_17019
OG0000752	bflo_17530	AMPFI_09329
OG0000752	bflo_25764	AMPFI_04939
OG0000753	bflo_07197	AMPFI_15523
OG0000753	bflo_21758	AMPFI_14109
OG0000755	bflo_13054	AMPFI_18113
OG0000756	bflo_23308, bflo_23505	AMPFI_12751, AMPFI_14494
OG0000756	bflo_01257	AMPFI_04122, AMPFI_11222, AMPFI_01721
OG0000757	bflo_20811	AMPFI_01364
OG0000757	bflo_18826, bflo_04296	AMPFI_13831
OG0000758	bflo_01097	AMPFI_00957
OG0000759	bflo_02579, bflo_02659	AMPFI_04195
OG0000760	bflo_11514	AMPFI_13511
OG0000761	bflo_16367	AMPFI_02175
OG0000765	bflo_08626	AMPFI_19294
OG0000766	bflo_05997	AMPFI_21468, AMPFI_22616
OG0000767	bflo_14537, bflo_17883	AMPFI_07905
OG0000768	bflo_12288	AMPFI_08442
OG0000772	bflo_02996, bflo_06062	AMPFI_02894
OG0000772	bflo_13063	AMPFI_19971
OG0000773	bflo_07679, bflo_07678, bflo_07054	AMPFI_04587
OG0000773	bflo_26359, bflo_01755	AMPFI_06916
OG0000773	bflo_20058	AMPFI_06404, AMPFI_11306
OG0000774	bflo_25631	AMPFI_08290
OG0000774	bflo_23899	AMPFI_10783
OG0000774	bflo_11567	AMPFI_03731
OG0000775	bflo_25667, bflo_18209, bflo_17805, bflo_18208, bflo_16771, bflo_00359, bflo_15150	AMPFI_22492
OG0000777	bflo_23099	AMPFI_22290
OG0000778	bflo_12322, bflo_00934	AMPFI_04331, AMPFI_25999, AMPFI_02206
OG0000779	bflo_16829	AMPFI_25294
OG0000779	bflo_05592	AMPFI_06428
OG0000780	bflo_13962	AMPFI_20584
OG0000780	bflo_02364	AMPFI_15119
OG0000780	bflo_25174	AMPFI_08729
OG0000782	bflo_25636	AMPFI_18834
OG0000783	bflo_06839, bflo_01284, bflo_16935, bflo_10809, bflo_17893, bflo_16992, bflo_20738, bflo_18983, bflo_02639, bflo_18601, bflo_15560, bflo_01760, bflo_02675, bflo_04908, bflo_16267, bflo_17233, bflo_00613, bflo_01808	AMPFI_08020
OG0000787	bflo_08501	AMPFI_10777
OG0000788	bflo_03223	AMPFI_01375
OG0000788	bflo_02988	AMPFI_02278
OG0000789	bflo_20870, bflo_20623, bflo_08014, bflo_08825, bflo_09212, bflo_20725	AMPFI_10219, AMPFI_05281
OG0000790	bflo_08059	AMPFI_11863
OG0000791	bflo_18766	AMPFI_01769
OG0000792	bflo_08648, bflo_08645, bflo_26503, bflo_08647, bflo_02568	AMPFI_00047
OG0000792	bflo_20459	AMPFI_19531
OG0000793	bflo_06217	AMPFI_07155
OG0000794	bflo_20321, bflo_27324	AMPFI_12203
OG0000798	bflo_14240	AMPFI_15670, AMPFI_01735, AMPFI_20101
OG0000800	bflo_09025	AMPFI_10431
OG0000801	bflo_08310	AMPFI_08868, AMPFI_16292, AMPFI_02422
OG0000802	bflo_25821, bflo_26295	AMPFI_17051
OG0000803	bflo_09941, bflo_00518	AMPFI_03930, AMPFI_11891
OG0000804	bflo_04234, bflo_01573, bflo_04176, bflo_11169, bflo_04253, bflo_04244, bflo_12431, bflo_00809, bflo_04204, bflo_00288, bflo_04256, bflo_04154, bflo_04160, bflo_04193, bflo_04164, bflo_04161, bflo_04156, bflo_04185, bflo_04137, bflo_04136, bflo_04231, bflo_04265, bflo_04177, bflo_04237, bflo_04167, bflo_04155, bflo_04206, bflo_04248, bflo_04169, bflo_04246, bflo_11074, bflo_04166, bflo_04178, bflo_04139, bflo_04157, bflo_01032, bflo_11172, bflo_11176, bflo_00294, bflo_10888, bflo_04250, bflo_00467, bflo_00938, bflo_00935, bflo_00690, bflo_04142, bflo_00499, bflo_04146, bflo_04141, bflo_04165, bflo_04151, bflo_04173, bflo_04138, bflo_04236, bflo_04145, bflo_04168, bflo_00015, bflo_04162, bflo_04261, bflo_04144, bflo_04247, bflo_04187, bflo_04267, bflo_10899, bflo_04257, bflo_10900, bflo_12146, bflo_12147, bflo_04143, bflo_04149, bflo_04148	AMPFI_05541
OG0000809	bflo_25858	AMPFI_12034
OG0000810	bflo_25756	AMPFI_19205
OG0000810	bflo_00231	AMPFI_00375
OG0000811	bflo_16577	AMPFI_15862, AMPFI_12390, AMPFI_16220, AMPFI_13854
OG0000812	bflo_04832, bflo_23602	AMPFI_04199, AMPFI_20836, AMPFI_04618
OG0000813	bflo_07088	AMPFI_16225, AMPFI_15330
OG0000813	bflo_08447	AMPFI_04420
OG0000814	bflo_04758	AMPFI_05882
OG0000816	bflo_18431	AMPFI_22154
OG0000816	bflo_07555	AMPFI_03013
OG0000817	bflo_00856	AMPFI_08254
OG0000817	bflo_07439	AMPFI_07996
OG0000817	bflo_18969	AMPFI_11242
OG0000818	bflo_23425	AMPFI_12285
OG0000819	bflo_20956	AMPFI_15610
OG0000820	bflo_18733	AMPFI_22383
OG0000822	bflo_03526, bflo_03719, bflo_03555, bflo_03528	AMPFI_10298
OG0000822	bflo_09872, bflo_09868	AMPFI_09638
OG0000823	bflo_09486	AMPFI_15214, AMPFI_06614, AMPFI_13152, AMPFI_25071, AMPFI_07320, AMPFI_07319, AMPFI_08384, AMPFI_12229, AMPFI_22504, AMPFI_13975, AMPFI_08042, AMPFI_04907, AMPFI_08486, AMPFI_05456, AMPFI_06799, AMPFI_00992, AMPFI_19402
OG0000824	bflo_13274	AMPFI_10634
OG0000825	bflo_15210	AMPFI_21560, AMPFI_22215
OG0000825	bflo_09151, bflo_09150	AMPFI_04519
OG0000826	bflo_01977	AMPFI_15553
OG0000828	bflo_07597	AMPFI_06751
OG0000828	bflo_20839	AMPFI_18122
OG0000829	bflo_10699	AMPFI_15788
OG0000830	bflo_26107, bflo_25613, bflo_25610	AMPFI_02429
OG0000830	bflo_23192, bflo_13253	AMPFI_17584
OG0000831	bflo_25792	AMPFI_23384
OG0000833	bflo_25237	AMPFI_07344
OG0000834	bflo_02857	AMPFI_19170
OG0000835	bflo_03284	AMPFI_11868
OG0000836	bflo_07996, bflo_08141, bflo_07459	AMPFI_08670
OG0000837	bflo_00035, bflo_12566	AMPFI_18684
OG0000837	bflo_01440, bflo_15081, bflo_01439	AMPFI_23242
OG0000838	bflo_09519, bflo_10354	AMPFI_11876
OG0000838	bflo_20447, bflo_26407, bflo_21734	AMPFI_05267, AMPFI_25449
OG0000841	bflo_13469	AMPFI_11477
OG0000842	bflo_26481	AMPFI_11234
OG0000845	bflo_18108	AMPFI_11196, AMPFI_00625, AMPFI_13241, AMPFI_15602
OG0000845	bflo_17447	AMPFI_11310
OG0000846	bflo_03511	AMPFI_11421, AMPFI_18627, AMPFI_01481, AMPFI_09201, AMPFI_09631, AMPFI_19752, AMPFI_04320
OG0000847	bflo_21169	AMPFI_13534
OG0000847	bflo_20471	AMPFI_06619
OG0000848	bflo_07381	AMPFI_00046
OG0000850	bflo_25536	AMPFI_19396
OG0000850	bflo_08991	AMPFI_03228
OG0000851	bflo_14102	AMPFI_16121
OG0000852	bflo_13268	AMPFI_13668
OG0000855	bflo_04775, bflo_04776	AMPFI_17874, AMPFI_17347
OG0000857	bflo_03314	AMPFI_00242
OG0000858	bflo_11695	AMPFI_05099
OG0000858	bflo_03553	AMPFI_11878
OG0000859	bflo_06258	AMPFI_22052
OG0000860	bflo_15791	AMPFI_05098
OG0000867	bflo_05717, bflo_04369	AMPFI_00144, AMPFI_11211, AMPFI_06396, AMPFI_22076, AMPFI_26051, AMPFI_13589, AMPFI_02463, AMPFI_17713, AMPFI_24739, AMPFI_20834, AMPFI_20835, AMPFI_16847, AMPFI_14483
OG0000868	bflo_17556	AMPFI_07891
OG0000869	bflo_24265	AMPFI_09269
OG0000870	bflo_17929	AMPFI_04018, AMPFI_20968, AMPFI_09731, AMPFI_24424
OG0000870	bflo_19756	AMPFI_12552
OG0000871	bflo_10176	AMPFI_13424
OG0000872	bflo_03017	AMPFI_14533
OG0000873	bflo_01487	AMPFI_00271
OG0000874	bflo_14069	AMPFI_04290, AMPFI_17002
OG0000874	bflo_12681	AMPFI_15252
OG0000875	bflo_01017	AMPFI_16915
OG0000875	bflo_19415	AMPFI_14018
OG0000876	bflo_02085	AMPFI_21327
OG0000878	bflo_03682	AMPFI_24863
OG0000878	bflo_03630	AMPFI_22261
OG0000878	bflo_02683	AMPFI_21072
OG0000879	bflo_21594	AMPFI_24002
OG0000879	bflo_19083, bflo_24230, bflo_18829, bflo_05186	AMPFI_08219
OG0000881	bflo_15605	AMPFI_02071
OG0000881	bflo_20101	AMPFI_13230
OG0000882	bflo_04158	AMPFI_03689, AMPFI_23821
OG0000883	bflo_07397, bflo_11304, bflo_10597, bflo_17092, bflo_16925, bflo_17246	AMPFI_03120
OG0000887	bflo_19302	AMPFI_07646
OG0000888	bflo_05832	AMPFI_15204
OG0000888	bflo_07374	AMPFI_11657
OG0000888	bflo_19321	AMPFI_07926, AMPFI_07927
OG0000889	bflo_12593	AMPFI_16359, AMPFI_08502
OG0000890	bflo_18043	AMPFI_20634, AMPFI_12476
OG0000894	bflo_14750	AMPFI_03215, AMPFI_21192
OG0000896	bflo_13131	AMPFI_18659
OG0000896	bflo_09970	AMPFI_22491, AMPFI_12466, AMPFI_26067
OG0000897	bflo_11434	AMPFI_24854
OG0000898	bflo_01661, bflo_27387, bflo_22383, bflo_18644, bflo_18960, bflo_18639, bflo_18641, bflo_02165, bflo_17589, bflo_03891, bflo_03889, bflo_01144, bflo_14148, bflo_11015, bflo_21729, bflo_00527, bflo_15462, bflo_07227, bflo_12625, bflo_26024	AMPFI_22530
OG0000899	bflo_14337	AMPFI_10006
OG0000905	bflo_26708, bflo_03252	AMPFI_23249, AMPFI_23770, AMPFI_06111
OG0000905	bflo_03307	AMPFI_02008
OG0000906	bflo_19022	AMPFI_06795
OG0000907	bflo_25628	AMPFI_11759
OG0000908	bflo_08871	AMPFI_08188
OG0000908	bflo_08131	AMPFI_09580
OG0000909	bflo_18377	AMPFI_09222
OG0000910	bflo_01854	AMPFI_03413
OG0000911	bflo_00891, bflo_00957	AMPFI_10644
OG0000912	bflo_09112	AMPFI_26077
OG0000913	bflo_14588	AMPFI_01293, AMPFI_01711
OG0000914	bflo_10973	AMPFI_07132
OG0000915	bflo_12273	AMPFI_07903
OG0000921	bflo_15652	AMPFI_16444
OG0000923	bflo_02952	AMPFI_00235
OG0000923	bflo_02648	AMPFI_01629, AMPFI_22060
OG0000924	bflo_14560	AMPFI_03653
OG0000924	bflo_15112	AMPFI_03778
OG0000925	bflo_09205	AMPFI_22605
OG0000925	bflo_22447	AMPFI_08869
OG0000926	bflo_09210	AMPFI_15815
OG0000926	bflo_21264	AMPFI_13201, AMPFI_07848, AMPFI_10043
OG0000928	bflo_05985	AMPFI_06367
OG0000929	bflo_17125	AMPFI_23849
OG0000930	bflo_15834, bflo_16803, bflo_15830	AMPFI_12409
OG0000932	bflo_19999	AMPFI_09005
OG0000933	bflo_21958	AMPFI_11078
OG0000934	bflo_04490	AMPFI_09923
OG0000935	bflo_19247	AMPFI_08255
OG0000938	bflo_16013, bflo_25802, bflo_25457, bflo_25455, bflo_25454, bflo_25452, bflo_25458, bflo_25453	AMPFI_17641, AMPFI_09760, AMPFI_06535
OG0000942	bflo_01751, bflo_03988, bflo_21413, bflo_02201, bflo_22086, bflo_21168, bflo_17160, bflo_02220, bflo_17849, bflo_05027	AMPFI_19914, AMPFI_23001
OG0000943	bflo_07247, bflo_25977, bflo_25404	AMPFI_25624
OG0000943	bflo_20510	AMPFI_01279
OG0000944	bflo_14426	AMPFI_08499
OG0000945	bflo_13705, bflo_12713	AMPFI_11479
OG0000946	bflo_04391	AMPFI_23608
OG0000947	bflo_00205	AMPFI_04579
OG0000947	bflo_00170	AMPFI_02830
OG0000949	bflo_17563	AMPFI_05269
OG0000950	bflo_19953	AMPFI_02751, AMPFI_25217
OG0000951	bflo_05064	AMPFI_02878
OG0000951	bflo_17583, bflo_17253	AMPFI_14404
OG0000951	bflo_27253	AMPFI_16432
OG0000952	bflo_14821	AMPFI_07302
OG0000952	bflo_14818	AMPFI_04586
OG0000953	bflo_22870, bflo_26077, bflo_25794, bflo_25795, bflo_22979, bflo_24078	AMPFI_04696
OG0000954	bflo_13257	AMPFI_20580, AMPFI_25977
OG0000954	bflo_23747	AMPFI_05682
OG0000955	bflo_25651	AMPFI_06758
OG0000955	bflo_06523	AMPFI_14591
OG0000955	bflo_14322	AMPFI_06876
OG0000957	bflo_03309	AMPFI_23600
OG0000958	bflo_13701, bflo_17086, bflo_23243, bflo_15534, bflo_17088	AMPFI_15070
OG0000960	bflo_12512	AMPFI_10077
OG0000963	bflo_07262	AMPFI_18238
OG0000963	bflo_03565	AMPFI_05536
OG0000964	bflo_06342, bflo_19118, bflo_10230, bflo_06035, bflo_06039	AMPFI_17923, AMPFI_15487, AMPFI_19681
OG0000965	bflo_08576	AMPFI_19565, AMPFI_15550
OG0000965	bflo_13018	AMPFI_04099
OG0000966	bflo_20263	AMPFI_13605
OG0000967	bflo_07239	AMPFI_25346, AMPFI_07326
OG0000969	bflo_04468, bflo_19187, bflo_18840, bflo_18841, bflo_21704, bflo_19041, bflo_18838, bflo_04477, bflo_06432, bflo_19042, bflo_19037, bflo_21707, bflo_21697, bflo_24882, bflo_18839	AMPFI_25200
OG0000970	bflo_20773	AMPFI_08215
OG0000971	bflo_02638	AMPFI_12738
OG0000972	bflo_20769, bflo_20771, bflo_20770, bflo_25828	AMPFI_02188
OG0000972	bflo_08143	AMPFI_09775
OG0000973	bflo_16704, bflo_16388, bflo_16373, bflo_16375, bflo_16376, bflo_16391, bflo_16380, bflo_16361, bflo_16379, bflo_16384, bflo_16707	AMPFI_12954
OG0000973	bflo_16385, bflo_16383	AMPFI_14724, AMPFI_19200
OG0000974	bflo_01162, bflo_20847	AMPFI_12784, AMPFI_24248, AMPFI_16221
OG0000975	bflo_26488, bflo_00432, bflo_25264, bflo_24020, bflo_24018, bflo_24129, bflo_25116, bflo_25100, bflo_24258, bflo_25136, bflo_25048, bflo_23977, bflo_24917, bflo_24259, bflo_24015, bflo_24016, bflo_24017, bflo_24011, bflo_24012, bflo_23927, bflo_25043, bflo_24249, bflo_25131, bflo_24953, bflo_24050, bflo_24241, bflo_23950, bflo_24253, bflo_23999, bflo_17932, bflo_24013, bflo_25018, bflo_24007, bflo_24009, bflo_26489	AMPFI_20495
OG0000976	bflo_21557	AMPFI_18379
OG0000976	bflo_21695	AMPFI_22577
OG0000977	bflo_13836	AMPFI_07484
OG0000977	bflo_00630	AMPFI_15809
OG0000977	bflo_19025, bflo_19017	AMPFI_03209
OG0000978	bflo_13255	AMPFI_21210
OG0000979	bflo_08836, bflo_13441, bflo_13442, bflo_13947, bflo_19019, bflo_13644, bflo_12775, bflo_13329, bflo_13369	AMPFI_09075, AMPFI_12493, AMPFI_01617, AMPFI_11199, AMPFI_19528
OG0000980	bflo_13595	AMPFI_16246
OG0000980	bflo_06780	AMPFI_15978
OG0000980	bflo_25429, bflo_27493	AMPFI_23412
OG0000981	bflo_00671, bflo_00847, bflo_00767, bflo_05305, bflo_00648	AMPFI_23802, AMPFI_18811, AMPFI_05565
OG0000981	bflo_05697	AMPFI_03663
OG0000984	bflo_06233	AMPFI_10960
OG0000984	bflo_15679	AMPFI_15775
OG0000985	bflo_07499	AMPFI_12470
OG0000987	bflo_02033	AMPFI_23099
OG0000988	bflo_15623	AMPFI_24561
OG0000992	bflo_22932	AMPFI_08334
OG0000994	bflo_01641	AMPFI_08034
OG0000994	bflo_10212	AMPFI_10949
OG0000996	bflo_21978	AMPFI_14642
OG0000997	bflo_15516	AMPFI_18380, AMPFI_12727, AMPFI_16934
OG0000998	bflo_17960	AMPFI_21171
OG0000999	bflo_03341	AMPFI_12976, AMPFI_03412
OG0001000	bflo_17958, bflo_27228	AMPFI_10736
OG0001002	bflo_10399, bflo_04098	AMPFI_21134
OG0001003	bflo_20878	AMPFI_04602
OG0001005	bflo_10085	AMPFI_09343
OG0001006	bflo_04350	AMPFI_14604
OG0001006	bflo_22313	AMPFI_23083
OG0001007	bflo_07675	AMPFI_02923
OG0001007	bflo_16602	AMPFI_00100, AMPFI_00898
OG0001008	bflo_03203	AMPFI_22903
OG0001010	bflo_10415, bflo_15208	AMPFI_19269
OG0001016	bflo_19435	AMPFI_10130
OG0001016	bflo_00910	AMPFI_08991
OG0001017	bflo_00667	AMPFI_05282
OG0001017	bflo_00666	AMPFI_23828, AMPFI_10338, AMPFI_02515
OG0001018	bflo_17983, bflo_02467, bflo_02601, bflo_13307, bflo_24232	AMPFI_03134
OG0001018	bflo_23920	AMPFI_05980
OG0001019	bflo_13773, bflo_13159	AMPFI_13368
OG0001021	bflo_16744, bflo_13349	AMPFI_14678
OG0001021	bflo_15771	AMPFI_18055, AMPFI_12036, AMPFI_11688
OG0001022	bflo_21941	AMPFI_10268
OG0001023	bflo_03026	AMPFI_08517
OG0001024	bflo_04903	AMPFI_23405
OG0001025	bflo_17439, bflo_26040, bflo_18822, bflo_00385, bflo_14209	AMPFI_21771
OG0001026	bflo_23870	AMPFI_03842
OG0001028	bflo_25597	AMPFI_24614
OG0001029	bflo_13219	AMPFI_16108
OG0001030	bflo_05876	AMPFI_23968
OG0001030	bflo_05907	AMPFI_06508
OG0001031	bflo_07447	AMPFI_05042
OG0001032	bflo_16280	AMPFI_16468
OG0001033	bflo_08146	AMPFI_11384
OG0001033	bflo_20841	AMPFI_08349
OG0001034	bflo_18574	AMPFI_26029
OG0001034	bflo_18588	AMPFI_15409
OG0001036	bflo_01100	AMPFI_23633
OG0001039	bflo_08311	AMPFI_14266
OG0001039	bflo_11607	AMPFI_08765
OG0001042	bflo_11460, bflo_27000	AMPFI_15466, AMPFI_23740
OG0001043	bflo_13402	AMPFI_10384, AMPFI_15192, AMPFI_24132, AMPFI_11304
OG0001045	bflo_23536, bflo_23550	AMPFI_18045, AMPFI_09141
OG0001046	bflo_23288	AMPFI_00692
OG0001047	bflo_22101	AMPFI_09147, AMPFI_02704, AMPFI_20549
OG0001048	bflo_07509, bflo_26856	AMPFI_24104, AMPFI_00575
OG0001049	bflo_24448, bflo_17931	AMPFI_10283
OG0001049	bflo_24363	AMPFI_08679
OG0001050	bflo_23753, bflo_21612	AMPFI_10641
OG0001052	bflo_07579, bflo_08590	AMPFI_08331
OG0001053	bflo_08662	AMPFI_08985
OG0001057	bflo_22386, bflo_22387	AMPFI_19992, AMPFI_16672
OG0001058	bflo_10254	AMPFI_03304
OG0001059	bflo_04773	AMPFI_13123
OG0001062	bflo_26106	AMPFI_00636
OG0001063	bflo_10992	AMPFI_06965
OG0001063	bflo_09032	AMPFI_02456
OG0001064	bflo_10560, bflo_10566	AMPFI_18491, AMPFI_13276, AMPFI_11404
OG0001065	bflo_24302	AMPFI_17895
OG0001066	bflo_07352	AMPFI_04798, AMPFI_04799, AMPFI_05155
OG0001067	bflo_14070, bflo_05866, bflo_01536	AMPFI_07922
OG0001068	bflo_24364	AMPFI_09936
OG0001072	bflo_20583	AMPFI_14875, AMPFI_20009, AMPFI_10266, AMPFI_21446
OG0001072	bflo_01344	AMPFI_13752, AMPFI_20806, AMPFI_22954, AMPFI_13751
OG0001073	bflo_14186	AMPFI_19188
OG0001075	bflo_01789	AMPFI_00014
OG0001076	bflo_14398	AMPFI_03111, AMPFI_09505, AMPFI_03148
OG0001077	bflo_19161, bflo_19130	AMPFI_17348
OG0001078	bflo_10417	AMPFI_08816
OG0001079	bflo_11561	AMPFI_02862
OG0001080	bflo_06623	AMPFI_00813
OG0001080	bflo_21619	AMPFI_09613
OG0001081	bflo_15729	AMPFI_07991
OG0001082	bflo_19096	AMPFI_11475
OG0001082	bflo_00917	AMPFI_03241
OG0001083	bflo_10562	AMPFI_01600
OG0001085	bflo_11120	AMPFI_03348
OG0001089	bflo_05776	AMPFI_25612
OG0001090	bflo_03656	AMPFI_09098
OG0001091	bflo_26460	AMPFI_08267
OG0001092	bflo_15467	AMPFI_21806, AMPFI_23031, AMPFI_16710
OG0001093	bflo_02494	AMPFI_00814, AMPFI_01496
OG0001094	bflo_10325	AMPFI_07987
OG0001095	bflo_26605, bflo_00827, bflo_26602	AMPFI_21259
OG0001096	bflo_20939, bflo_07578	AMPFI_10982
OG0001096	bflo_24946, bflo_25111	AMPFI_22875
OG0001097	bflo_05062, bflo_05061, bflo_19755, bflo_16070, bflo_16075, bflo_25888, bflo_16071, bflo_16097, bflo_16086, bflo_16099, bflo_16936, bflo_16088, bflo_16934, bflo_16933, bflo_00056, bflo_00057, bflo_00052, bflo_16929, bflo_16098, bflo_16069, bflo_16087, bflo_16073, bflo_16178, bflo_16167, bflo_16177, bflo_16179, bflo_15612, bflo_27163, bflo_16160, bflo_15632, bflo_15619, bflo_15630, bflo_16090, bflo_16114, bflo_16094, bflo_16939, bflo_16932, bflo_16944, bflo_16931, bflo_16089, bflo_16930, bflo_21274, bflo_16092, bflo_16093, bflo_16938, bflo_21537, bflo_16928, bflo_16622, bflo_16041, bflo_03601	AMPFI_17017
OG0001102	bflo_23676	AMPFI_21024
OG0001102	bflo_01832	AMPFI_14421
OG0001103	bflo_13190	AMPFI_02682
OG0001103	bflo_01225	AMPFI_24729
OG0001104	bflo_00423	AMPFI_11622
OG0001105	bflo_10029	AMPFI_12581
OG0001105	bflo_02480	AMPFI_14430
OG0001106	bflo_11873	AMPFI_01280
OG0001106	bflo_06185	AMPFI_04453
OG0001107	bflo_22127	AMPFI_19311
OG0001108	bflo_00378	AMPFI_13440
OG0001108	bflo_20433	AMPFI_13784
OG0001109	bflo_20879, bflo_05579, bflo_14803, bflo_14804	AMPFI_10273, AMPFI_13387
OG0001110	bflo_16461, bflo_16317, bflo_16971	AMPFI_05484
OG0001111	bflo_13059, bflo_21070, bflo_22350	AMPFI_04458
OG0001112	bflo_22501	AMPFI_06514, AMPFI_08572
OG0001113	bflo_14797	AMPFI_16641
OG0001114	bflo_04550	AMPFI_25604
OG0001115	bflo_02490	AMPFI_24646, AMPFI_25273
OG0001118	bflo_10522	AMPFI_25968, AMPFI_00976, AMPFI_22735, AMPFI_16307
OG0001119	bflo_01654	AMPFI_06894
OG0001121	bflo_24945, bflo_17622, bflo_24293, bflo_04825	AMPFI_15985, AMPFI_08055
OG0001122	bflo_25445, bflo_21345, bflo_22560, bflo_21222, bflo_22488	AMPFI_11755, AMPFI_06064, AMPFI_20156
OG0001123	bflo_09074	AMPFI_21122, AMPFI_04929
OG0001123	bflo_20201	AMPFI_09974
OG0001124	bflo_23639	AMPFI_15848
OG0001126	bflo_21937	AMPFI_20016
OG0001126	bflo_12463, bflo_10927	AMPFI_14567, AMPFI_07530
OG0001127	bflo_19588	AMPFI_21530
OG0001127	bflo_19589	AMPFI_00371
OG0001128	bflo_09982	AMPFI_08735
OG0001129	bflo_12819, bflo_13264	AMPFI_05280
OG0001131	bflo_25190	AMPFI_08885
OG0001132	bflo_06192	AMPFI_18757
OG0001133	bflo_17034	AMPFI_24426
OG0001133	bflo_25491	AMPFI_21275
OG0001134	bflo_22790	AMPFI_07585
OG0001135	bflo_14080	AMPFI_25799
OG0001136	bflo_06069	AMPFI_07457
OG0001137	bflo_23646	AMPFI_25398
OG0001138	bflo_00349, bflo_14068, bflo_00161	AMPFI_08224
OG0001139	bflo_22593	AMPFI_16920
OG0001139	bflo_09826	AMPFI_10168
OG0001140	bflo_06370	AMPFI_12273
OG0001141	bflo_03254	AMPFI_18156, AMPFI_05552
OG0001143	bflo_07319	AMPFI_13922, AMPFI_07389
OG0001144	bflo_00201	AMPFI_09246
OG0001146	bflo_25096, bflo_22204	AMPFI_05945
OG0001155	bflo_21036, bflo_21037, bflo_21041	AMPFI_18768
OG0001155	bflo_20442	AMPFI_17194, AMPFI_15411
OG0001156	bflo_18549	AMPFI_16501
OG0001157	bflo_16780	AMPFI_00579, AMPFI_15205
OG0001158	bflo_11159	AMPFI_14324, AMPFI_03369
OG0001160	bflo_09781, bflo_25996, bflo_26928, bflo_09780	AMPFI_18833
OG0001161	bflo_08066	AMPFI_10090, AMPFI_19031
OG0001162	bflo_17404	AMPFI_21383
OG0001164	bflo_21084	AMPFI_23885, AMPFI_00138, AMPFI_24570, AMPFI_17125
OG0001165	bflo_01574	AMPFI_11630
OG0001167	bflo_16326	AMPFI_05454
OG0001168	bflo_20423, bflo_20474, bflo_13463	AMPFI_05372
OG0001169	bflo_14076, bflo_12639	AMPFI_09626
OG0001170	bflo_11360	AMPFI_08205, AMPFI_15728
OG0001171	bflo_05953	AMPFI_04677, AMPFI_21141
OG0001172	bflo_02862	AMPFI_09322
OG0001173	bflo_04050	AMPFI_20736
OG0001174	bflo_11141	AMPFI_23115
OG0001175	bflo_00560, bflo_02898	AMPFI_11579, AMPFI_01291
OG0001176	bflo_07517	AMPFI_17036
OG0001177	bflo_01608	AMPFI_08044
