Orthogroup	BRAFL	LYTVA_ok
OG0000466	bflo_00675, bflo_04033, bflo_04039	LYTVA_12998
OG0000467	bflo_11110	LYTVA_22913
OG0000468	bflo_03275, bflo_03654, bflo_03645, bflo_03264, bflo_03637, bflo_12349, bflo_09961, bflo_09959, bflo_09520	LYTVA_17846, LYTVA_25959, LYTVA_07913
OG0000468	bflo_23431	LYTVA_09600
OG0000469	bflo_11324	LYTVA_00030
OG0000469	bflo_04725	LYTVA_28593
OG0000470	bflo_08491	LYTVA_08829, LYTVA_28529
OG0000471	bflo_10902	LYTVA_13790
OG0000471	bflo_06159, bflo_05125	LYTVA_16071
OG0000472	bflo_20370, bflo_20857	LYTVA_25455, LYTVA_12793
OG0000474	bflo_00340	LYTVA_27814
OG0000475	bflo_02919	LYTVA_01550
OG0000476	bflo_17083	LYTVA_25122
OG0000476	bflo_06569, bflo_06568, bflo_06570	LYTVA_13391
OG0000477	bflo_19348, bflo_27296	LYTVA_20782
OG0000478	bflo_22125	LYTVA_03492, LYTVA_19338
OG0000479	bflo_17734	LYTVA_06137, LYTVA_28172
OG0000479	bflo_20950	LYTVA_05897
OG0000480	bflo_24500, bflo_24748	LYTVA_27796, LYTVA_11906
OG0000481	bflo_15712	LYTVA_03656
OG0000482	bflo_20130	LYTVA_19516
OG0000482	bflo_09175	LYTVA_27236, LYTVA_29735
OG0000483	bflo_06287, bflo_22552, bflo_20241, bflo_08339, bflo_19838, bflo_03459, bflo_17768, bflo_21658, bflo_12219, bflo_13674, bflo_03677, bflo_12439	LYTVA_22644
OG0000484	bflo_25251	LYTVA_07250
OG0000486	bflo_25698, bflo_15799, bflo_16994, bflo_13974	LYTVA_11725, LYTVA_25120, LYTVA_29743, LYTVA_02899
OG0000486	bflo_02817, bflo_07531	LYTVA_15926, LYTVA_17161, LYTVA_29368, LYTVA_28063, LYTVA_14259
OG0000487	bflo_00817	LYTVA_29860
OG0000487	bflo_14910, bflo_09870, bflo_09874, bflo_14913	LYTVA_10942
OG0000488	bflo_07158, bflo_07132, bflo_01931	LYTVA_07230
OG0000490	bflo_16287	LYTVA_11400
OG0000494	bflo_21012	LYTVA_25114, LYTVA_11583
OG0000496	bflo_02965	LYTVA_09688
OG0000496	bflo_12707, bflo_13361, bflo_12706	LYTVA_20024
OG0000497	bflo_09440	LYTVA_10382
OG0000497	bflo_16465	LYTVA_04632
OG0000498	bflo_13583	LYTVA_16978
OG0000499	bflo_18253	LYTVA_13776
OG0000501	bflo_06246, bflo_05710, bflo_05712, bflo_05715, bflo_05716, bflo_05714	LYTVA_10687, LYTVA_29124, LYTVA_18405
OG0000502	bflo_20513, bflo_20511, bflo_12130, bflo_18933, bflo_25086, bflo_25075	LYTVA_05518, LYTVA_05517
OG0000503	bflo_10348	LYTVA_17922, LYTVA_19324
OG0000503	bflo_17082	LYTVA_12188
OG0000504	bflo_06289	LYTVA_12298, LYTVA_20673
OG0000505	bflo_07768	LYTVA_05839
OG0000506	bflo_22129	LYTVA_28601
OG0000508	bflo_18835	LYTVA_12099
OG0000508	bflo_00915	LYTVA_28377
OG0000509	bflo_04380, bflo_05894, bflo_03181, bflo_03609	LYTVA_13167
OG0000510	bflo_00250	LYTVA_19046, LYTVA_02807, LYTVA_16080
OG0000511	bflo_11858	LYTVA_09309
OG0000511	bflo_11715	LYTVA_12973
OG0000514	bflo_04358	LYTVA_15398
OG0000515	bflo_07840, bflo_19448	LYTVA_07120, LYTVA_07117, LYTVA_20113, LYTVA_20114, LYTVA_28123, LYTVA_22248, LYTVA_11079, LYTVA_15154, LYTVA_26737, LYTVA_19505, LYTVA_09455
OG0000519	bflo_04746, bflo_19841	LYTVA_06076, LYTVA_05363, LYTVA_05364, LYTVA_13323
OG0000520	bflo_23733, bflo_07206	LYTVA_18628
OG0000521	bflo_23364	LYTVA_05276
OG0000521	bflo_10380	LYTVA_03547
OG0000524	bflo_07612	LYTVA_27652
OG0000525	bflo_16581	LYTVA_27355
OG0000525	bflo_22957	LYTVA_20949
OG0000526	bflo_03466, bflo_05443, bflo_05444, bflo_21568, bflo_09245, bflo_14836, bflo_08760, bflo_15247, bflo_13787, bflo_26442, bflo_00822, bflo_00641, bflo_26490, bflo_00115, bflo_21914, bflo_03791, bflo_21569, bflo_23707, bflo_03795, bflo_26158, bflo_15326, bflo_15248, bflo_22821	LYTVA_10683, LYTVA_07835, LYTVA_10678, LYTVA_25363, LYTVA_25370
OG0000527	bflo_01262	LYTVA_20562
OG0000528	bflo_24671	LYTVA_25533
OG0000528	bflo_07977	LYTVA_22002
OG0000528	bflo_08060	LYTVA_28244
OG0000529	bflo_24350	LYTVA_23159
OG0000529	bflo_05041	LYTVA_04442
OG0000530	bflo_25160	LYTVA_01074
OG0000532	bflo_01721	LYTVA_08297
OG0000533	bflo_06859, bflo_25618	LYTVA_15975, LYTVA_22781
OG0000533	bflo_20601, bflo_11898	LYTVA_06954, LYTVA_21913, LYTVA_17790, LYTVA_21910, LYTVA_04593
OG0000534	bflo_19472	LYTVA_21092
OG0000535	bflo_23349	LYTVA_16804, LYTVA_27505
OG0000536	bflo_12464, bflo_11681, bflo_11680, bflo_11682	LYTVA_01166, LYTVA_18250, LYTVA_23046, LYTVA_19017, LYTVA_20798, LYTVA_15648, LYTVA_11860, LYTVA_10304
OG0000537	bflo_26451, bflo_23567, bflo_00838, bflo_01223, bflo_02140, bflo_02205, bflo_02937, bflo_08077, bflo_08076, bflo_21616	LYTVA_04641
OG0000541	bflo_07076, bflo_03796, bflo_03101, bflo_24768, bflo_03098, bflo_03097, bflo_03095	LYTVA_05918, LYTVA_02348, LYTVA_27871, LYTVA_27866, LYTVA_17147, LYTVA_17155, LYTVA_02676, LYTVA_02467, LYTVA_20959, LYTVA_20964, LYTVA_20517
OG0000542	bflo_00805	LYTVA_16634
OG0000543	bflo_00752, bflo_04238	LYTVA_18228
OG0000544	bflo_14131	LYTVA_27738
OG0000544	bflo_07969	LYTVA_05338
OG0000545	bflo_12226	LYTVA_08840
OG0000547	bflo_12128, bflo_11499	LYTVA_26293, LYTVA_02708
OG0000548	bflo_11390	LYTVA_06015
OG0000549	bflo_06875	LYTVA_22278
OG0000549	bflo_09069, bflo_07906	LYTVA_02950, LYTVA_20710, LYTVA_27983
OG0000551	bflo_12938, bflo_07425, bflo_12554	LYTVA_09908, LYTVA_12970, LYTVA_25441, LYTVA_01943, LYTVA_20915, LYTVA_09909
OG0000552	bflo_07608	LYTVA_03254
OG0000552	bflo_14381	LYTVA_15858
OG0000553	bflo_23301	LYTVA_09391
OG0000554	bflo_02002	LYTVA_09845
OG0000555	bflo_00503, bflo_18487	LYTVA_01537, LYTVA_11829, LYTVA_11830, LYTVA_27810, LYTVA_25801
OG0000560	bflo_24472	LYTVA_16607, LYTVA_16609, LYTVA_20278
OG0000560	bflo_25015	LYTVA_01495
OG0000561	bflo_08446, bflo_27388, bflo_22174	LYTVA_29146
OG0000562	bflo_01967	LYTVA_01419
OG0000563	bflo_03331, bflo_03330, bflo_03146	LYTVA_08446, LYTVA_08447, LYTVA_00186
OG0000564	bflo_11709	LYTVA_23030, LYTVA_26193
OG0000565	bflo_23423, bflo_00721, bflo_21031, bflo_25370, bflo_12816, bflo_06157, bflo_02938, bflo_02291	LYTVA_24437, LYTVA_01567
OG0000566	bflo_04927	LYTVA_16285
OG0000567	bflo_26349, bflo_16510	LYTVA_13542, LYTVA_02323
OG0000568	bflo_15577, bflo_12904, bflo_13810, bflo_01244, bflo_07003, bflo_03156, bflo_03152, bflo_21391, bflo_17573, bflo_01919	LYTVA_18230, LYTVA_23300, LYTVA_00088
OG0000569	bflo_11769, bflo_11767, bflo_13475, bflo_16473, bflo_05421, bflo_24200, bflo_01938, bflo_00290, bflo_13737	LYTVA_23831, LYTVA_08037, LYTVA_27627, LYTVA_09118, LYTVA_20786, LYTVA_21040, LYTVA_01796
OG0000570	bflo_05300, bflo_11340	LYTVA_13446, LYTVA_13448, LYTVA_13447
OG0000571	bflo_05348	LYTVA_07015
OG0000571	bflo_03919	LYTVA_20884, LYTVA_03425
OG0000571	bflo_20419	LYTVA_23207, LYTVA_10561, LYTVA_15566
OG0000573	bflo_24510	LYTVA_17570
OG0000574	bflo_23738	LYTVA_10809
OG0000575	bflo_22268	LYTVA_27938
OG0000576	bflo_00644	LYTVA_26208
OG0000577	bflo_18961	LYTVA_22658, LYTVA_13716, LYTVA_02305, LYTVA_28178, LYTVA_22662, LYTVA_02877, LYTVA_15709, LYTVA_27457, LYTVA_27340, LYTVA_20686, LYTVA_16878
OG0000579	bflo_12221	LYTVA_05380
OG0000580	bflo_01833	LYTVA_27127, LYTVA_01329, LYTVA_15310
OG0000580	bflo_03722	LYTVA_17855, LYTVA_06002
OG0000581	bflo_17912	LYTVA_01246
OG0000581	bflo_13400	LYTVA_20217
OG0000581	bflo_15589	LYTVA_20223
OG0000582	bflo_16708	LYTVA_16729
OG0000583	bflo_18273, bflo_17472	LYTVA_02410
OG0000585	bflo_12167	LYTVA_24374
OG0000587	bflo_22172	LYTVA_14343, LYTVA_26577
OG0000587	bflo_21539	LYTVA_09394
OG0000588	bflo_25659	LYTVA_02313
OG0000589	bflo_16480, bflo_24537	LYTVA_27829
OG0000590	bflo_02465	LYTVA_12360
OG0000590	bflo_13755	LYTVA_14114
OG0000591	bflo_23823, bflo_04558	LYTVA_18700
OG0000592	bflo_18186	LYTVA_06892
OG0000594	bflo_12009, bflo_11236	LYTVA_12514
OG0000597	bflo_20762, bflo_20033	LYTVA_08995, LYTVA_09001
OG0000598	bflo_25963, bflo_16715, bflo_16732, bflo_17037, bflo_04486, bflo_11146, bflo_17022, bflo_13619, bflo_06514, bflo_02922, bflo_24307, bflo_22284, bflo_18492, bflo_20322, bflo_18127, bflo_06098	LYTVA_23418, LYTVA_28334, LYTVA_25665
OG0000600	bflo_17336	LYTVA_06939
OG0000600	bflo_25419	LYTVA_02314
OG0000601	bflo_23194, bflo_02476, bflo_02479	LYTVA_25885, LYTVA_09449, LYTVA_06884
OG0000602	bflo_21292	LYTVA_06542
OG0000602	bflo_21257	LYTVA_02334, LYTVA_28424
OG0000603	bflo_04842	LYTVA_12055
OG0000604	bflo_14466	LYTVA_15560
OG0000609	bflo_06226	LYTVA_12338
OG0000609	bflo_02450	LYTVA_28306, LYTVA_08875
OG0000610	bflo_06848	LYTVA_17940
OG0000611	bflo_14598	LYTVA_07188
OG0000611	bflo_13769	LYTVA_21486
OG0000612	bflo_13076	LYTVA_18667
OG0000613	bflo_01058	LYTVA_03903
OG0000613	bflo_06280	LYTVA_25492
OG0000614	bflo_13013	LYTVA_22760, LYTVA_07728
OG0000614	bflo_12534, bflo_23560	LYTVA_08490
OG0000616	bflo_16048	LYTVA_14032
OG0000617	bflo_11487	LYTVA_12604
OG0000621	bflo_08142	LYTVA_29585, LYTVA_10504
OG0000623	bflo_05993	LYTVA_05482
OG0000623	bflo_18608	LYTVA_02662
OG0000624	bflo_18705	LYTVA_17510, LYTVA_30177, LYTVA_22160, LYTVA_15747
OG0000625	bflo_13602	LYTVA_10178
OG0000627	bflo_11148	LYTVA_13220
OG0000628	bflo_04338	LYTVA_13954
OG0000628	bflo_04756	LYTVA_03881
OG0000630	bflo_18276	LYTVA_21089
OG0000633	bflo_15810, bflo_05433, bflo_06357, bflo_06920, bflo_06887, bflo_06921, bflo_06972, bflo_07875, bflo_06813, bflo_06924, bflo_09159, bflo_21204, bflo_24198	LYTVA_19987, LYTVA_05906, LYTVA_01457, LYTVA_01459, LYTVA_22085, LYTVA_22086
OG0000634	bflo_21508, bflo_21507	LYTVA_05392, LYTVA_17198
OG0000635	bflo_20645, bflo_04428, bflo_25135, bflo_22251	LYTVA_07426
OG0000636	bflo_10717, bflo_05158	LYTVA_29351
OG0000637	bflo_13690	LYTVA_13438
OG0000638	bflo_14412	LYTVA_17331
OG0000639	bflo_00204	LYTVA_07276
OG0000639	bflo_13390	LYTVA_20363, LYTVA_03919
OG0000642	bflo_06990	LYTVA_03860, LYTVA_03859, LYTVA_07734
OG0000643	bflo_20210	LYTVA_12786
OG0000645	bflo_08017	LYTVA_28374
OG0000646	bflo_24088	LYTVA_01801, LYTVA_17076
OG0000647	bflo_23085	LYTVA_07018, LYTVA_08785
OG0000648	bflo_12702	LYTVA_04746
OG0000648	bflo_12700	LYTVA_13183
OG0000649	bflo_23734	LYTVA_10245
OG0000650	bflo_07845, bflo_02924	LYTVA_00920
OG0000651	bflo_00909	LYTVA_21211
OG0000652	bflo_12260	LYTVA_09743
OG0000654	bflo_02577	LYTVA_28826
OG0000657	bflo_05123	LYTVA_09519, LYTVA_08984
OG0000657	bflo_08313	LYTVA_11564
OG0000657	bflo_05126	LYTVA_09513
OG0000658	bflo_12934	LYTVA_03639
OG0000658	bflo_19622, bflo_13653, bflo_02290, bflo_02292, bflo_03199, bflo_07680, bflo_12703, bflo_13654	LYTVA_30214
OG0000659	bflo_08635	LYTVA_11935, LYTVA_22855
OG0000660	bflo_04466	LYTVA_18194
OG0000660	bflo_18320	LYTVA_29081
OG0000662	bflo_09255	LYTVA_10468, LYTVA_18798
OG0000662	bflo_23849	LYTVA_15423
OG0000663	bflo_13482	LYTVA_03273
OG0000664	bflo_11369	LYTVA_13239
OG0000665	bflo_06772	LYTVA_06571, LYTVA_07973, LYTVA_29574
OG0000666	bflo_11545	LYTVA_07805
OG0000667	bflo_25426	LYTVA_22221
OG0000667	bflo_22846	LYTVA_06080
OG0000670	bflo_21701	LYTVA_25988
OG0000671	bflo_02768, bflo_02771, bflo_02770	LYTVA_27723
OG0000671	bflo_02233, bflo_02719	LYTVA_27726
OG0000672	bflo_21591	LYTVA_02177
OG0000672	bflo_18607	LYTVA_03099
OG0000674	bflo_03109	LYTVA_07878
OG0000674	bflo_09819	LYTVA_11072
OG0000675	bflo_04950, bflo_08779, bflo_17155, bflo_17844, bflo_17299, bflo_04268	LYTVA_19260, LYTVA_19252, LYTVA_28356, LYTVA_30111, LYTVA_12674, LYTVA_00152, LYTVA_00074, LYTVA_11140, LYTVA_14374
OG0000676	bflo_01208	LYTVA_14394
OG0000676	bflo_21661	LYTVA_18544
OG0000679	bflo_04508	LYTVA_11719, LYTVA_17472
OG0000680	bflo_06524, bflo_11051, bflo_11738	LYTVA_10018, LYTVA_10016, LYTVA_20352
OG0000681	bflo_09887	LYTVA_24742, LYTVA_06870
OG0000682	bflo_10546	LYTVA_10303
OG0000683	bflo_08553	LYTVA_03132
OG0000683	bflo_25223	LYTVA_12146
OG0000684	bflo_13113	LYTVA_20362
OG0000689	bflo_01538	LYTVA_04878, LYTVA_08510
OG0000690	bflo_00919	LYTVA_23445
OG0000690	bflo_17423	LYTVA_06618, LYTVA_16355
OG0000690	bflo_25725	LYTVA_03145
OG0000691	bflo_13891	LYTVA_25156
OG0000691	bflo_01480	LYTVA_24386, LYTVA_24385
OG0000692	bflo_25652	LYTVA_10854
OG0000692	bflo_16738	LYTVA_23315
OG0000693	bflo_24457	LYTVA_30080
OG0000693	bflo_15843	LYTVA_23568
OG0000694	bflo_16417	LYTVA_26928
OG0000695	bflo_21101	LYTVA_08199
OG0000696	bflo_01530	LYTVA_27060
OG0000696	bflo_11008	LYTVA_16853
OG0000697	bflo_12428	LYTVA_14530
OG0000698	bflo_11041	LYTVA_27841
OG0000700	bflo_03482	LYTVA_17157
OG0000701	bflo_10548	LYTVA_09841
OG0000702	bflo_12229	LYTVA_26549
OG0000706	bflo_11940	LYTVA_22908
OG0000706	bflo_17788	LYTVA_24146
OG0000709	bflo_24062	LYTVA_00851
OG0000711	bflo_03574, bflo_02975	LYTVA_01208
OG0000711	bflo_04395	LYTVA_21399
OG0000713	bflo_21867, bflo_21513, bflo_02677	LYTVA_09013, LYTVA_02431, LYTVA_12442, LYTVA_04232, LYTVA_09172
OG0000715	bflo_19456	LYTVA_20155
OG0000716	bflo_18078, bflo_14976	LYTVA_00845, LYTVA_04024
OG0000717	bflo_16636	LYTVA_12572
OG0000718	bflo_19048	LYTVA_29448
OG0000721	bflo_20743	LYTVA_10906
OG0000722	bflo_12630, bflo_12642	LYTVA_26452
OG0000725	bflo_20478	LYTVA_12066
OG0000726	bflo_19350	LYTVA_10101
OG0000728	bflo_14020, bflo_07005, bflo_27106	LYTVA_29087, LYTVA_02939, LYTVA_02012, LYTVA_14438, LYTVA_16110
OG0000730	bflo_25897	LYTVA_23873, LYTVA_23880
OG0000730	bflo_18663	LYTVA_26781, LYTVA_01238
OG0000731	bflo_21630	LYTVA_25013
OG0000732	bflo_21787	LYTVA_19768
OG0000733	bflo_12810	LYTVA_09286
OG0000733	bflo_07935	LYTVA_18704
OG0000734	bflo_15574	LYTVA_02652
OG0000735	bflo_01496	LYTVA_27173
OG0000736	bflo_26430	LYTVA_18375, LYTVA_16120
OG0000736	bflo_00735	LYTVA_27996
OG0000737	bflo_09049	LYTVA_18640
OG0000740	bflo_19201	LYTVA_20629
OG0000740	bflo_18191, bflo_08713	LYTVA_24783, LYTVA_24786
OG0000741	bflo_13328	LYTVA_07501
OG0000742	bflo_25326, bflo_25527, bflo_26031, bflo_20415, bflo_20244, bflo_25523, bflo_25525, bflo_25485, bflo_25531, bflo_25526, bflo_25234, bflo_25530, bflo_25529, bflo_25524, bflo_00314, bflo_26113, bflo_14945, bflo_23519, bflo_11770, bflo_11768, bflo_25415, bflo_25430, bflo_25431, bflo_25173, bflo_12033, bflo_02555	LYTVA_13921
OG0000743	bflo_23103	LYTVA_16362
OG0000743	bflo_23390	LYTVA_16365
OG0000744	bflo_07888, bflo_08706, bflo_13928	LYTVA_11555, LYTVA_11561, LYTVA_20158
OG0000745	bflo_19075	LYTVA_10149, LYTVA_11982
OG0000745	bflo_22342	LYTVA_11981, LYTVA_19578
OG0000746	bflo_21955, bflo_21961, bflo_21963, bflo_21966	LYTVA_14771, LYTVA_14772
OG0000746	bflo_16868, bflo_16812	LYTVA_05928
OG0000748	bflo_00355	LYTVA_10009
OG0000749	bflo_11190	LYTVA_19774
OG0000750	bflo_11013, bflo_00072, bflo_18053, bflo_18708	LYTVA_18076
OG0000751	bflo_19051, bflo_18792	LYTVA_23339
OG0000752	bflo_09173	LYTVA_18382
OG0000752	bflo_17530	LYTVA_07800
OG0000753	bflo_07197	LYTVA_08519
OG0000753	bflo_21758	LYTVA_11275
OG0000755	bflo_13054	LYTVA_15623, LYTVA_07352
OG0000757	bflo_20811	LYTVA_25030
OG0000758	bflo_01097	LYTVA_17208
OG0000759	bflo_02579, bflo_02659	LYTVA_17588
OG0000760	bflo_11514	LYTVA_03938, LYTVA_24373
OG0000761	bflo_16367	LYTVA_21617
OG0000762	bflo_02491, bflo_02535	LYTVA_23402
OG0000763	bflo_06587	LYTVA_06804
OG0000765	bflo_08626	LYTVA_14871
OG0000766	bflo_05997	LYTVA_09454, LYTVA_03504
OG0000767	bflo_14537, bflo_17883	LYTVA_25551
OG0000768	bflo_12288	LYTVA_13832
OG0000772	bflo_02996, bflo_06062	LYTVA_05773, LYTVA_19834
OG0000773	bflo_07679, bflo_07678, bflo_07054	LYTVA_11686
OG0000773	bflo_20058	LYTVA_10403, LYTVA_02040
OG0000774	bflo_23899	LYTVA_03484
OG0000774	bflo_11567	LYTVA_13838
OG0000775	bflo_25667, bflo_18209, bflo_17805, bflo_18208, bflo_16771, bflo_00359, bflo_15150	LYTVA_27239, LYTVA_10620
OG0000776	bflo_09243	LYTVA_22432
OG0000776	bflo_19338, bflo_21158, bflo_19331, bflo_19332	LYTVA_27701
OG0000777	bflo_23099	LYTVA_13243, LYTVA_28245
OG0000778	bflo_12322, bflo_00934	LYTVA_14479
OG0000779	bflo_16829	LYTVA_16614, LYTVA_13236
OG0000779	bflo_05592	LYTVA_13810
OG0000780	bflo_13962	LYTVA_22148
OG0000780	bflo_02364	LYTVA_16079
OG0000781	bflo_25793	LYTVA_14822
OG0000782	bflo_25636	LYTVA_07281
OG0000783	bflo_06839, bflo_01284, bflo_16935, bflo_10809, bflo_17893, bflo_16992, bflo_20738, bflo_18983, bflo_02639, bflo_18601, bflo_15560, bflo_01760, bflo_02675, bflo_04908, bflo_16267, bflo_17233, bflo_00613, bflo_01808	LYTVA_20240, LYTVA_24050, LYTVA_12599, LYTVA_29878, LYTVA_23906, LYTVA_18413, LYTVA_07491, LYTVA_30033, LYTVA_17034, LYTVA_19087, LYTVA_09136, LYTVA_30234
OG0000784	bflo_22377, bflo_22425, bflo_26168, bflo_10268, bflo_09560	LYTVA_25520
OG0000786	bflo_22842, bflo_21670	LYTVA_15530, LYTVA_00077
OG0000787	bflo_08501	LYTVA_15690
OG0000788	bflo_03223	LYTVA_13146
OG0000789	bflo_20870, bflo_20623, bflo_08014, bflo_08825, bflo_09212, bflo_20725	LYTVA_07186
OG0000790	bflo_08059	LYTVA_03392
OG0000791	bflo_18766	LYTVA_30188
OG0000792	bflo_20459	LYTVA_19622
OG0000793	bflo_06217	LYTVA_16504
OG0000794	bflo_20321, bflo_27324	LYTVA_18203
OG0000796	bflo_21654	LYTVA_09458
OG0000798	bflo_14240	LYTVA_20461, LYTVA_26245
OG0000800	bflo_09025	LYTVA_29348
OG0000801	bflo_08310	LYTVA_25443
OG0000802	bflo_25821, bflo_26295	LYTVA_25554
OG0000803	bflo_09941, bflo_00518	LYTVA_05329, LYTVA_16205, LYTVA_26582, LYTVA_22233, LYTVA_23793, LYTVA_16598
OG0000807	bflo_17704	LYTVA_11966, LYTVA_14572, LYTVA_15025, LYTVA_07320
OG0000808	bflo_05320	LYTVA_00124
OG0000810	bflo_25756	LYTVA_24721, LYTVA_23360
OG0000810	bflo_00231	LYTVA_29037
OG0000811	bflo_16577	LYTVA_09348, LYTVA_15071, LYTVA_09345, LYTVA_16981
OG0000812	bflo_04832, bflo_23602	LYTVA_08211
OG0000813	bflo_07088	LYTVA_14140
OG0000814	bflo_04758, bflo_16736, bflo_08551	LYTVA_14186, LYTVA_14182
OG0000815	bflo_05473	LYTVA_07142
OG0000815	bflo_21696	LYTVA_15409
OG0000816	bflo_18431	LYTVA_27232
OG0000816	bflo_07555	LYTVA_14905
OG0000817	bflo_00856	LYTVA_09679
OG0000818	bflo_23425	LYTVA_05278
OG0000819	bflo_10524	LYTVA_08950
OG0000819	bflo_20741	LYTVA_27608
OG0000819	bflo_20956	LYTVA_08394
OG0000822	bflo_03526, bflo_03719, bflo_03555, bflo_03528	LYTVA_04504
OG0000822	bflo_09872, bflo_09868	LYTVA_11698
OG0000824	bflo_13274	LYTVA_20926
OG0000825	bflo_09151, bflo_09150	LYTVA_19124, LYTVA_03163, LYTVA_11026, LYTVA_21185, LYTVA_23313
OG0000826	bflo_01977	LYTVA_22022, LYTVA_18010
OG0000827	bflo_05865, bflo_25409	LYTVA_12934, LYTVA_14206
OG0000828	bflo_07597	LYTVA_04924
OG0000828	bflo_20839	LYTVA_16052
OG0000829	bflo_10699	LYTVA_16475
OG0000830	bflo_26107, bflo_25613, bflo_25610	LYTVA_19883, LYTVA_19882
OG0000831	bflo_25792	LYTVA_14250, LYTVA_10123
OG0000832	bflo_18479, bflo_00071, bflo_00076	LYTVA_18149, LYTVA_15375, LYTVA_19434, LYTVA_03583, LYTVA_02643, LYTVA_15711
OG0000833	bflo_25237	LYTVA_23899
OG0000835	bflo_03284	LYTVA_09567
OG0000836	bflo_07996, bflo_08141, bflo_07459	LYTVA_01338
OG0000837	bflo_00035, bflo_12566	LYTVA_06689
OG0000837	bflo_01440, bflo_15081, bflo_01439	LYTVA_07593, LYTVA_20841, LYTVA_20846
OG0000838	bflo_20447, bflo_26407, bflo_21734	LYTVA_17544, LYTVA_22484, LYTVA_01535, LYTVA_02107
OG0000841	bflo_13469	LYTVA_03788, LYTVA_29116
OG0000842	bflo_26481	LYTVA_06739
OG0000845	bflo_18108	LYTVA_24907
OG0000845	bflo_17447	LYTVA_06450
OG0000846	bflo_03511	LYTVA_22995, LYTVA_21268, LYTVA_16779, LYTVA_20631
OG0000847	bflo_21169	LYTVA_11994
OG0000847	bflo_20471	LYTVA_21656
OG0000848	bflo_07381	LYTVA_05722, LYTVA_29062
OG0000849	bflo_02361	LYTVA_10091
OG0000850	bflo_25536	LYTVA_06441
OG0000850	bflo_08991	LYTVA_26189, LYTVA_27854
OG0000851	bflo_14102	LYTVA_23092
OG0000852	bflo_13268	LYTVA_07531
OG0000855	bflo_04775, bflo_04776	LYTVA_06599, LYTVA_10228
OG0000855	bflo_16604, bflo_04853, bflo_16597	LYTVA_20856, LYTVA_26570, LYTVA_26571
OG0000857	bflo_03314	LYTVA_21736
OG0000858	bflo_11695	LYTVA_08518
OG0000858	bflo_03553	LYTVA_00061
OG0000860	bflo_15791	LYTVA_09223
OG0000866	bflo_04437	LYTVA_15837
OG0000867	bflo_05717, bflo_04369	LYTVA_20177, LYTVA_11626, LYTVA_03591
OG0000868	bflo_17556	LYTVA_29147
OG0000869	bflo_24265	LYTVA_01155
OG0000869	bflo_25732	LYTVA_03148
OG0000872	bflo_03017	LYTVA_18504
OG0000873	bflo_01487	LYTVA_06765
OG0000874	bflo_14069	LYTVA_06181
OG0000874	bflo_12681	LYTVA_26806
OG0000875	bflo_01017	LYTVA_01072
OG0000875	bflo_19415	LYTVA_12521
OG0000877	bflo_12965, bflo_12968	LYTVA_15271
OG0000878	bflo_03682	LYTVA_08233
OG0000878	bflo_02683	LYTVA_26339
OG0000879	bflo_19083, bflo_24230, bflo_18829, bflo_05186	LYTVA_08681
OG0000881	bflo_15605	LYTVA_04165, LYTVA_11402
OG0000881	bflo_20101	LYTVA_22240, LYTVA_09159
OG0000882	bflo_04158	LYTVA_14679
OG0000887	bflo_19302	LYTVA_01759, LYTVA_10208
OG0000888	bflo_05832	LYTVA_24269
OG0000889	bflo_12593	LYTVA_27694, LYTVA_27693
OG0000890	bflo_18043	LYTVA_08368
OG0000893	bflo_24157, bflo_24156, bflo_22075, bflo_24701, bflo_23931	LYTVA_27628
OG0000894	bflo_14750	LYTVA_12588
OG0000894	bflo_23023	LYTVA_19786
OG0000896	bflo_13131	LYTVA_29831
OG0000896	bflo_09970	LYTVA_08568
OG0000897	bflo_11945, bflo_11590, bflo_11740	LYTVA_25813, LYTVA_12897
OG0000899	bflo_14337	LYTVA_16229
OG0000904	bflo_13183	LYTVA_15877, LYTVA_15876
OG0000905	bflo_26708, bflo_03252	LYTVA_15702, LYTVA_23197
OG0000907	bflo_25628	LYTVA_16710
OG0000908	bflo_08596	LYTVA_03069
OG0000908	bflo_08131	LYTVA_27607
OG0000909	bflo_18377	LYTVA_20165, LYTVA_23767
OG0000911	bflo_00891, bflo_00957	LYTVA_15861, LYTVA_05614
OG0000912	bflo_20621	LYTVA_10234
OG0000913	bflo_14588	LYTVA_02832
OG0000915	bflo_12273	LYTVA_03342
OG0000921	bflo_15652	LYTVA_14375
OG0000923	bflo_02648	LYTVA_21547
OG0000924	bflo_14560	LYTVA_16189
OG0000924	bflo_22652	LYTVA_25997
OG0000924	bflo_23128	LYTVA_04653
OG0000924	bflo_15112	LYTVA_16186
OG0000924	bflo_11242	LYTVA_00090
OG0000925	bflo_09205	LYTVA_00188
OG0000925	bflo_22447	LYTVA_25795
OG0000926	bflo_09210	LYTVA_04398
OG0000926	bflo_13640	LYTVA_05296
OG0000926	bflo_17123	LYTVA_28502
OG0000927	bflo_21351, bflo_22530, bflo_21352, bflo_21241, bflo_05122, bflo_21387, bflo_22124, bflo_22069	LYTVA_21471
OG0000928	bflo_05985	LYTVA_23596
OG0000929	bflo_17125	LYTVA_25470, LYTVA_01755
OG0000930	bflo_15834	LYTVA_27512
OG0000930	bflo_16803, bflo_15830	LYTVA_06615
OG0000931	bflo_08954	LYTVA_16224
OG0000933	bflo_21958	LYTVA_06950
