Orthogroup	BRAFL	BRALA
OG0000347	bflo_19419	BRALA14139
OG0000347	bflo_11312	BRALA31041
OG0000347	bflo_19711	BRALA15432
OG0000347	bflo_10693	BRALA16313
OG0000348	bflo_16965	BRALA32082
OG0000348	bflo_03197, bflo_00332, bflo_10804	BRALA31622, BRALA23909
OG0000348	bflo_15549, bflo_14361	BRALA30587
OG0000348	bflo_01129	BRALA34215
OG0000348	bflo_14093, bflo_06555	BRALA23836
OG0000348	bflo_07178	BRALA33178
OG0000348	bflo_15300	BRALA30649, BRALA27490
OG0000349	bflo_13342	BRALA22003
OG0000349	bflo_13341	BRALA22002
OG0000349	bflo_12597	BRALA19096
OG0000349	bflo_25915	BRALA01098
OG0000349	bflo_20938	BRALA15017
OG0000350	bflo_01838	BRALA26265
OG0000350	bflo_07745	BRALA35868
OG0000350	bflo_15282	BRALA19245
OG0000350	bflo_05176	BRALA22515, BRALA13342
OG0000350	bflo_21677	BRALA34708, BRALA13341
OG0000351	bflo_06476	BRALA08453
OG0000351	bflo_06156	BRALA08444
OG0000351	bflo_25791	BRALA08443
OG0000351	bflo_11803	BRALA18971
OG0000351	bflo_06751	BRALA08362
OG0000351	bflo_11123	BRALA33000, BRALA33940
OG0000351	bflo_11092	BRALA34901, BRALA31879
OG0000351	bflo_06493	BRALA33840, BRALA08361
OG0000352	bflo_25258	BRALA01009
OG0000352	bflo_04494	BRALA15685
OG0000353	bflo_06917	BRALA03683
OG0000355	bflo_14265	BRALA34667, BRALA34208
OG0000355	bflo_09704	BRALA10092
OG0000355	bflo_13686	BRALA35024
OG0000355	bflo_02647	BRALA19172, BRALA31064
OG0000356	bflo_09044	BRALA25520
OG0000356	bflo_09043	BRALA25522, BRALA25521
OG0000356	bflo_27095, bflo_13915	BRALA26577
OG0000357	bflo_21193	BRALA34828, BRALA34317, BRALA33215
OG0000357	bflo_12361	BRALA26089
OG0000358	bflo_04698	BRALA02274
OG0000358	bflo_03661	BRALA35872
OG0000358	bflo_03207	BRALA29935
OG0000358	bflo_22355	BRALA06031
OG0000359	bflo_23810	BRALA13099
OG0000359	bflo_20615	BRALA32272
OG0000359	bflo_21858	BRALA24208
OG0000359	bflo_21418	BRALA15205
OG0000359	bflo_21948	BRALA09897
OG0000359	bflo_11427	BRALA26110
OG0000359	bflo_22311, bflo_01605	BRALA18714
OG0000359	bflo_14379	BRALA31578
OG0000360	bflo_20148, bflo_14730	BRALA22946
OG0000360	bflo_14063	BRALA11831
OG0000360	bflo_11395	BRALA28049
OG0000362	bflo_20717, bflo_19891	BRALA07218
OG0000362	bflo_05029	BRALA10535, BRALA10529, BRALA10537
OG0000362	bflo_08544	BRALA07976
OG0000362	bflo_18903	BRALA21892
OG0000362	bflo_19635	BRALA24177
OG0000362	bflo_00545	BRALA16567
OG0000362	bflo_07214, bflo_07309	BRALA10486
OG0000362	bflo_22006	BRALA09863, BRALA13600
OG0000362	bflo_06778, bflo_19534	BRALA14501
OG0000363	bflo_16028	BRALA18898
OG0000363	bflo_19825	BRALA25489
OG0000363	bflo_20728	BRALA25484
OG0000363	bflo_20486, bflo_19824	BRALA25486
OG0000363	bflo_21073	BRALA29911
OG0000363	bflo_04943	BRALA25511, BRALA19638
OG0000364	bflo_14291	BRALA19406, BRALA19407, BRALA32552
OG0000364	bflo_14100, bflo_14716	BRALA11746
OG0000364	bflo_14231, bflo_14483, bflo_14714	BRALA11744, BRALA11743
OG0000364	bflo_14717	BRALA11742
OG0000364	bflo_04062, bflo_04061	BRALA23996
OG0000364	bflo_01643	BRALA12924
OG0000365	bflo_25324	BRALA00860
OG0000365	bflo_18240	BRALA16888
OG0000366	bflo_27528	BRALA34989, BRALA32352, BRALA32303, BRALA33122, BRALA25477, BRALA25754, BRALA26296, BRALA12347, BRALA25320, BRALA32705, BRALA10496
OG0000366	bflo_03500, bflo_26317	BRALA30009, BRALA25497
OG0000366	bflo_17525, bflo_13682	BRALA32351
OG0000366	bflo_17921	BRALA32311, BRALA32706, BRALA23142, BRALA26620, BRALA33428, BRALA11680
OG0000367	bflo_12373, bflo_12346	BRALA31361
OG0000367	bflo_01421	BRALA12833
OG0000369	bflo_27210	BRALA16873, BRALA30740, BRALA03190, BRALA11087, BRALA16093
OG0000369	bflo_04242, bflo_13523	BRALA30118
OG0000369	bflo_24144	BRALA31639, BRALA29484, BRALA29401, BRALA29402, BRALA21436
OG0000370	bflo_01768	BRALA01701
OG0000370	bflo_04431	BRALA27156
OG0000370	bflo_03586	BRALA22838
OG0000370	bflo_21939, bflo_21564, bflo_21967	BRALA27158, BRALA27151, BRALA27155
OG0000370	bflo_07738	BRALA27160, BRALA27154, BRALA16259
OG0000370	bflo_21971	BRALA16252, BRALA16255, BRALA16258, BRALA27153
OG0000370	bflo_01099	BRALA13714
OG0000370	bflo_18419	BRALA18843
OG0000370	bflo_08033	BRALA04284
OG0000370	bflo_11790	BRALA26088
OG0000371	bflo_00380	BRALA10649
OG0000371	bflo_00387	BRALA10658
OG0000371	bflo_05979	BRALA08456
OG0000371	bflo_00717	BRALA18611
OG0000371	bflo_00558, bflo_00557, bflo_12841, bflo_13645	BRALA10647
OG0000371	bflo_22030	BRALA17381
OG0000371	bflo_00233	BRALA31152, BRALA18606, BRALA18607
OG0000372	bflo_24061	BRALA15783
OG0000372	bflo_15126	BRALA08267
OG0000372	bflo_06799	BRALA23771
OG0000373	bflo_20832	BRALA23435
OG0000373	bflo_22970	BRALA23054
OG0000374	bflo_02391	BRALA29978
OG0000374	bflo_08395	BRALA25996
OG0000375	bflo_27422, bflo_23080	BRALA14011
OG0000375	bflo_05885	BRALA01775
OG0000377	bflo_26216	BRALA01277
OG0000377	bflo_08463	BRALA04457, BRALA07944
OG0000377	bflo_25683, bflo_25682, bflo_24032, bflo_25685	BRALA18367, BRALA29810
OG0000377	bflo_15850	BRALA28659
OG0000377	bflo_02013, bflo_01626, bflo_17469, bflo_25498, bflo_18397	BRALA28195
OG0000377	bflo_17888, bflo_02016, bflo_01351, bflo_16543, bflo_00137, bflo_00139, bflo_01265, bflo_01408	BRALA12900
OG0000377	bflo_02014	BRALA12821
OG0000377	bflo_00829	BRALA00575, BRALA16212, BRALA15271
OG0000377	bflo_07237	BRALA07779, BRALA07780
OG0000377	bflo_08637	BRALA07773, BRALA07774
OG0000377	bflo_00140	BRALA12842
OG0000377	bflo_07170	BRALA22335
OG0000377	bflo_08065	BRALA22336
OG0000377	bflo_02052, bflo_13269	BRALA29134
OG0000377	bflo_11990, bflo_00152, bflo_00105	BRALA00517
OG0000377	bflo_12825, bflo_12829	BRALA12472
OG0000377	bflo_25187	BRALA29809
OG0000377	bflo_01349	BRALA26121
OG0000377	bflo_00806, bflo_03100	BRALA14724
OG0000377	bflo_00351	BRALA11259
OG0000377	bflo_02010, bflo_01353	BRALA02937
OG0000377	bflo_03847, bflo_02153	BRALA00851
OG0000377	bflo_26079	BRALA28408, BRALA12849
OG0000378	bflo_09799	BRALA34778
OG0000378	bflo_17672	BRALA24521
OG0000379	bflo_20897	BRALA19351
OG0000379	bflo_23272	BRALA06333
OG0000379	bflo_26192	BRALA01777
OG0000380	bflo_13786	BRALA33306
OG0000380	bflo_25961, bflo_26368, bflo_26363	BRALA00877
OG0000380	bflo_21905	BRALA05298
OG0000380	bflo_09502	BRALA15172
OG0000380	bflo_00556	BRALA30636, BRALA19861, BRALA26052
OG0000380	bflo_19004, bflo_00616	BRALA09935, BRALA14395
OG0000380	bflo_09262	BRALA21688
OG0000380	bflo_20427	BRALA35404
OG0000381	bflo_07663	BRALA04195
OG0000381	bflo_18761	BRALA14458
OG0000381	bflo_25119	BRALA31573, BRALA05666, BRALA05667
OG0000381	bflo_14049, bflo_06577	BRALA01798
OG0000381	bflo_25077	BRALA25883
OG0000381	bflo_00927	BRALA00455
OG0000382	bflo_16967	BRALA31049
OG0000382	bflo_16969	BRALA21317
OG0000382	bflo_11264	BRALA17148
OG0000384	bflo_05291	BRALA11440
OG0000384	bflo_00328	BRALA18615
OG0000384	bflo_07424	BRALA06793
OG0000386	bflo_19548	BRALA21053
OG0000386	bflo_01822	BRALA10336
OG0000386	bflo_01692, bflo_19136	BRALA10439
OG0000386	bflo_20890	BRALA27391, BRALA29320
OG0000386	bflo_02065	BRALA17191, BRALA11288
OG0000386	bflo_18690	BRALA07407
OG0000389	bflo_15093	BRALA11849
OG0000389	bflo_14683, bflo_14165	BRALA11845
OG0000389	bflo_15397	BRALA18683
OG0000389	bflo_00851, bflo_00833, bflo_08724	BRALA06714
OG0000390	bflo_20343	BRALA23594
OG0000390	bflo_25891	BRALA00892
OG0000390	bflo_26408, bflo_26409, bflo_25447, bflo_25163, bflo_18345, bflo_26258, bflo_25303, bflo_25449, bflo_25448	BRALA00888, BRALA00889
OG0000390	bflo_13087	BRALA04361
OG0000390	bflo_12207	BRALA12713
OG0000390	bflo_12214	BRALA26811, BRALA26809, BRALA12705, BRALA08159
OG0000390	bflo_11201	BRALA22700, BRALA22699
OG0000390	bflo_20666, bflo_21189	BRALA23595
OG0000391	bflo_02326	BRALA04832
OG0000392	bflo_25334	BRALA01209
OG0000393	bflo_09981	BRALA31822
OG0000393	bflo_03395	BRALA02241
OG0000393	bflo_12314	BRALA15381
OG0000393	bflo_10658	BRALA24472
OG0000393	bflo_09983	BRALA31821
OG0000393	bflo_13075	BRALA03078
OG0000393	bflo_09730	BRALA27929
OG0000393	bflo_12974	BRALA03160
OG0000396	bflo_05608	BRALA08348
OG0000396	bflo_26073	BRALA01165
OG0000397	bflo_09318	BRALA34670
OG0000399	bflo_06800	BRALA23772
OG0000399	bflo_08038	BRALA04322
OG0000400	bflo_17776	BRALA19704
OG0000400	bflo_10838	BRALA25068
OG0000400	bflo_16066	BRALA08119, BRALA02722
OG0000401	bflo_19446	BRALA15440
OG0000401	bflo_12961	BRALA03200
OG0000401	bflo_19447	BRALA15436, BRALA15435
OG0000401	bflo_19715, bflo_19713	BRALA15441
OG0000402	bflo_10632, bflo_09977	BRALA21413
OG0000402	bflo_13338	BRALA17661
OG0000402	bflo_13171	BRALA17660
OG0000403	bflo_24805, bflo_24718	BRALA05402
OG0000403	bflo_07864	BRALA02035, BRALA06762
OG0000403	bflo_22142	BRALA05874
OG0000403	bflo_07863	BRALA34614, BRALA06761
OG0000403	bflo_08695	BRALA06760
OG0000403	bflo_07871	BRALA06856
OG0000403	bflo_04398	BRALA20044
OG0000404	bflo_26162	BRALA05151
OG0000404	bflo_26305	BRALA05153, BRALA05152
OG0000404	bflo_17638, bflo_11244, bflo_02976	BRALA32209
OG0000404	bflo_26365	BRALA30787, BRALA33638
OG0000405	bflo_06572	BRALA21721
OG0000406	bflo_18527, bflo_06929	BRALA20139, BRALA20137
OG0000406	bflo_25381	BRALA05087
OG0000406	bflo_19796	BRALA15456
OG0000406	bflo_26711, bflo_12022, bflo_24045, bflo_21895, bflo_21817	BRALA21581
OG0000406	bflo_20290	BRALA20136
OG0000406	bflo_25152	BRALA05294
OG0000406	bflo_21907, bflo_24530, bflo_24632	BRALA32188
OG0000406	bflo_01214, bflo_09784, bflo_09785, bflo_00711, bflo_05446	BRALA32278, BRALA18194
OG0000406	bflo_16060	BRALA21344, BRALA30769
OG0000406	bflo_19234, bflo_09186	BRALA32466
OG0000408	bflo_24779	BRALA32017
OG0000408	bflo_00357	BRALA35937
OG0000408	bflo_11955	BRALA10986
OG0000408	bflo_12843	BRALA28118
OG0000408	bflo_12790	BRALA03468
OG0000408	bflo_12791, bflo_12793	BRALA09360, BRALA17138
OG0000408	bflo_12758	BRALA28119
OG0000408	bflo_12205	BRALA18041
OG0000408	bflo_14033	BRALA03522, BRALA03541
OG0000408	bflo_12012	BRALA15604
OG0000408	bflo_00346, bflo_00345	BRALA00210
OG0000408	bflo_05311	BRALA31012
OG0000408	bflo_12850	BRALA28483
OG0000409	bflo_01293	BRALA10303, BRALA10304
OG0000409	bflo_11492	BRALA28218
OG0000409	bflo_10169	BRALA16408
OG0000410	bflo_01989	BRALA09729
OG0000410	bflo_01601	BRALA30152, BRALA31379
OG0000410	bflo_05836	BRALA17875
OG0000411	bflo_17409	BRALA34958
OG0000411	bflo_14978	BRALA18710
OG0000411	bflo_14593	BRALA18709
OG0000412	bflo_00225	BRALA00561
OG0000412	bflo_08591	BRALA06660
OG0000412	bflo_05972	BRALA01758
OG0000412	bflo_16322	BRALA10138
OG0000413	bflo_14739	BRALA21468
OG0000413	bflo_21427	BRALA06166
OG0000414	bflo_25540	BRALA09612
OG0000414	bflo_11851	BRALA33248
OG0000414	bflo_03708	BRALA30230, BRALA24815
OG0000414	bflo_21402	BRALA28565
OG0000415	bflo_12739	BRALA21989
OG0000415	bflo_12745	BRALA33643, BRALA12432, BRALA21986, BRALA21988
OG0000415	bflo_20948	BRALA33092
OG0000415	bflo_12970	BRALA03189
OG0000416	bflo_04749, bflo_04759, bflo_04753, bflo_04751, bflo_23726, bflo_04750	BRALA31400
OG0000416	bflo_13638	BRALA14141
OG0000416	bflo_04314	BRALA02178
OG0000416	bflo_21859	BRALA17361
OG0000416	bflo_20431	BRALA29138
OG0000416	bflo_05100, bflo_04313	BRALA22835
OG0000416	bflo_18679	BRALA29137
OG0000416	bflo_16885, bflo_16545	BRALA02826
OG0000417	bflo_05335	BRALA30440, BRALA27708
OG0000418	bflo_10994, bflo_12656, bflo_06427	BRALA13974, BRALA30254, BRALA08626, BRALA32687, BRALA30082
OG0000418	bflo_19320	BRALA30120, BRALA15439
OG0000418	bflo_25690, bflo_00570	BRALA21558
OG0000418	bflo_23088, bflo_14026, bflo_05160	BRALA33313, BRALA27958, BRALA01943
OG0000419	bflo_03805, bflo_06647, bflo_09952	BRALA30844
OG0000419	bflo_07379	BRALA03697
OG0000420	bflo_17746	BRALA22044
OG0000420	bflo_20236	BRALA24622
OG0000420	bflo_23413	BRALA13074
OG0000420	bflo_23958	BRALA05449
OG0000420	bflo_23642	BRALA13072
OG0000420	bflo_23570	BRALA13076
OG0000420	bflo_23412	BRALA13077, BRALA13078
OG0000420	bflo_07686	BRALA04230
OG0000420	bflo_23569, bflo_23414	BRALA13075
OG0000420	bflo_07685	BRALA04225
OG0000421	bflo_01061	BRALA15575
OG0000421	bflo_03273, bflo_03643	BRALA08430, BRALA08388, BRALA08434, BRALA08389, BRALA15574, BRALA08433, BRALA08387, BRALA05704, BRALA08429
OG0000421	bflo_06707, bflo_06708	BRALA24326, BRALA13437, BRALA29830
OG0000421	bflo_15311, bflo_26901, bflo_06711, bflo_06712	BRALA08390
OG0000422	bflo_20982	BRALA29319
OG0000422	bflo_11502	BRALA19742
OG0000422	bflo_05277	BRALA15573, BRALA32978
OG0000422	bflo_15253	BRALA08206
OG0000422	bflo_12339, bflo_12202	BRALA06280, BRALA26893
OG0000422	bflo_03208, bflo_03583, bflo_03582	BRALA01517, BRALA24198
OG0000422	bflo_09071, bflo_09073, bflo_09072, bflo_10694, bflo_10695, bflo_10366	BRALA24289
OG0000422	bflo_13454, bflo_25701	BRALA01608
OG0000422	bflo_13455, bflo_20656	BRALA12419
OG0000422	bflo_06464	BRALA34491
OG0000422	bflo_06519	BRALA01803
OG0000422	bflo_05957, bflo_26338, bflo_02718, bflo_06687	BRALA16676
OG0000422	bflo_01841	BRALA16622
OG0000423	bflo_01153, bflo_01879	BRALA28541
OG0000423	bflo_03758, bflo_03760	BRALA10039, BRALA08850
OG0000423	bflo_03374, bflo_04913	BRALA08775, BRALA32376, BRALA27000, BRALA08782
OG0000423	bflo_03710	BRALA32213
OG0000423	bflo_01537	BRALA29263, BRALA12932
OG0000423	bflo_00975	BRALA12930
OG0000423	bflo_21172	BRALA16855, BRALA12282
OG0000423	bflo_16906	BRALA28404
OG0000423	bflo_17294, bflo_18481	BRALA16856
OG0000423	bflo_03825	BRALA12931, BRALA08774, BRALA08777, BRALA00243, BRALA35477
OG0000423	bflo_08178, bflo_06970	BRALA03793
OG0000423	bflo_02725, bflo_07464	BRALA03792
OG0000423	bflo_19103, bflo_19377, bflo_19102, bflo_00777, bflo_08176, bflo_11083, bflo_08529	BRALA20712
OG0000423	bflo_25171	BRALA00747
OG0000423	bflo_18649	BRALA21036
OG0000423	bflo_26874, bflo_25385	BRALA05057
OG0000424	bflo_07069	BRALA03834
OG0000424	bflo_07072	BRALA03844, BRALA29651
OG0000424	bflo_03509, bflo_03507	BRALA08803
OG0000425	bflo_15042	BRALA25795, BRALA31608
OG0000425	bflo_08454	BRALA24699
OG0000426	bflo_10409	BRALA13863
OG0000427	bflo_09135	BRALA09830
OG0000427	bflo_24135	BRALA26779
OG0000427	bflo_24132	BRALA26782, BRALA26781
OG0000427	bflo_23993	BRALA26778, BRALA26788
OG0000429	bflo_09712	BRALA31849
OG0000429	bflo_01906	BRALA13739
OG0000429	bflo_00989, bflo_26612	BRALA13741
OG0000429	bflo_00993, bflo_00990	BRALA13742
OG0000429	bflo_05299	BRALA13766
OG0000429	bflo_17239, bflo_05214, bflo_17214	BRALA12307
OG0000430	bflo_22201	BRALA23824
OG0000430	bflo_15444	BRALA11804
OG0000430	bflo_26286	BRALA05219
OG0000430	bflo_07250	BRALA03761
OG0000430	bflo_17434	BRALA19272
OG0000430	bflo_10498	BRALA07547
OG0000431	bflo_23110	BRALA06237
OG0000431	bflo_21622	BRALA13675
OG0000432	bflo_10885	BRALA18991
OG0000432	bflo_11863	BRALA09358
OG0000432	bflo_11424	BRALA20322
OG0000433	bflo_22961	BRALA23044
OG0000433	bflo_20671	BRALA22158
OG0000433	bflo_17648	BRALA19035
OG0000434	bflo_06489	BRALA01801
OG0000434	bflo_26431, bflo_06673	BRALA14574
OG0000434	bflo_06457, bflo_06459	BRALA04475, BRALA20379
OG0000435	bflo_00433	BRALA00145
OG0000435	bflo_09468	BRALA13279
OG0000436	bflo_00824	BRALA00479
OG0000437	bflo_16797	BRALA23658
OG0000437	bflo_13738	BRALA22832
OG0000437	bflo_16390	BRALA23657, BRALA09050
OG0000437	bflo_13496	BRALA03237
OG0000440	bflo_07176	BRALA30244
OG0000441	bflo_16416	BRALA25332, BRALA25307, BRALA07474, BRALA27611, BRALA06225, BRALA31214
OG0000442	bflo_21599	BRALA23798
OG0000442	bflo_17568	BRALA25405
OG0000442	bflo_17631	BRALA30174
OG0000443	bflo_18531	BRALA14524
OG0000444	bflo_10204	BRALA29773
OG0000444	bflo_10684	BRALA07745
OG0000445	bflo_24863	BRALA05663
OG0000445	bflo_01964, bflo_05054	BRALA29510, BRALA27780
OG0000445	bflo_18289, bflo_00589	BRALA00619, BRALA21525
OG0000445	bflo_06262	BRALA01672
OG0000445	bflo_07278	BRALA24679
OG0000446	bflo_04727	BRALA02260
OG0000446	bflo_01065	BRALA15987
OG0000447	bflo_14311	BRALA30761
OG0000448	bflo_14676	BRALA12672
OG0000448	bflo_14718	BRALA12692
OG0000449	bflo_07112	BRALA03692
OG0000449	bflo_17674	BRALA19009
OG0000449	bflo_00356	BRALA16453
OG0000450	bflo_20906	BRALA29697
OG0000452	bflo_11354, bflo_12133	BRALA17205, BRALA01805, BRALA17207
OG0000452	bflo_11353	BRALA30524
OG0000452	bflo_14618	BRALA10768
OG0000453	bflo_05750	BRALA02457, BRALA14623
OG0000453	bflo_12764	BRALA28906
OG0000453	bflo_12115, bflo_07044, bflo_11775	BRALA28062
OG0000453	bflo_17995, bflo_20915, bflo_11283	BRALA23580
OG0000453	bflo_15292	BRALA19233
OG0000453	bflo_21781	BRALA24206
OG0000453	bflo_02998	BRALA24207
OG0000454	bflo_06561	BRALA16593
OG0000456	bflo_26571	BRALA31739, BRALA14485
OG0000456	bflo_00235	BRALA19382
OG0000456	bflo_03577	BRALA30394, BRALA28489
OG0000456	bflo_03576	BRALA30241, BRALA31700
OG0000456	bflo_08833, bflo_17027	BRALA29108
OG0000457	bflo_20352	BRALA31550, BRALA07318
OG0000457	bflo_19100, bflo_05206	BRALA30141, BRALA26521
OG0000457	bflo_25920	BRALA31330
OG0000458	bflo_06803	BRALA27731
OG0000458	bflo_06805	BRALA08331
OG0000458	bflo_06666	BRALA08332
OG0000458	bflo_04696	BRALA23783
OG0000459	bflo_11609, bflo_03237	BRALA15317
OG0000459	bflo_18718	BRALA09210
OG0000459	bflo_18712, bflo_18713, bflo_18714	BRALA32905
OG0000459	bflo_18715	BRALA32906
OG0000460	bflo_14319	BRALA28315
OG0000461	bflo_07181, bflo_00203	BRALA10740
OG0000461	bflo_20096	BRALA25433
OG0000463	bflo_01416	BRALA09887, BRALA09634
OG0000463	bflo_05598	BRALA16614, BRALA34631
OG0000465	bflo_00794	BRALA17892
OG0000465	bflo_24499	BRALA15766
OG0000466	bflo_05052, bflo_12297, bflo_12296	BRALA25737
OG0000466	bflo_05441, bflo_05440	BRALA15112, BRALA23392
OG0000466	bflo_00675	BRALA18219
OG0000466	bflo_04033, bflo_04039	BRALA08090, BRALA23477, BRALA06102
OG0000467	bflo_11110	BRALA17998
OG0000468	bflo_03275	BRALA16180
OG0000468	bflo_03654, bflo_03645, bflo_03264, bflo_03637	BRALA28186
OG0000468	bflo_12349	BRALA18298
OG0000468	bflo_09961, bflo_09959	BRALA18299, BRALA18302, BRALA18300
OG0000468	bflo_23431	BRALA11917
OG0000469	bflo_11324	BRALA35215, BRALA33439
OG0000469	bflo_04725	BRALA16555
OG0000470	bflo_08491	BRALA24698
OG0000471	bflo_10902	BRALA25247, BRALA25253, BRALA25252
OG0000471	bflo_06159, bflo_05125	BRALA15053
OG0000472	bflo_20370	BRALA30097
OG0000472	bflo_20857	BRALA25492, BRALA23375
OG0000472	bflo_17690	BRALA15705
OG0000472	bflo_02139	BRALA11327
OG0000474	bflo_00234, bflo_26570	BRALA10583
OG0000474	bflo_00340	BRALA10584
OG0000475	bflo_02919	BRALA33310
OG0000476	bflo_17083	BRALA20616
OG0000476	bflo_17081	BRALA20613
OG0000476	bflo_27202, bflo_17084	BRALA20614
OG0000476	bflo_17087	BRALA20612
OG0000476	bflo_06569	BRALA14616
OG0000476	bflo_06568	BRALA14614
OG0000476	bflo_06570	BRALA14617
OG0000477	bflo_02512	BRALA07035, BRALA07034
OG0000477	bflo_19348	BRALA32650
OG0000477	bflo_27296	BRALA33142
OG0000477	bflo_19342	BRALA15433
OG0000478	bflo_13973, bflo_13972	BRALA03122
OG0000478	bflo_22125	BRALA14184
OG0000479	bflo_17734	BRALA33937
OG0000479	bflo_20950	BRALA33783
OG0000480	bflo_24500	BRALA30132
OG0000480	bflo_24748	BRALA35901
OG0000481	bflo_20169, bflo_20171	BRALA27659
OG0000481	bflo_15712	BRALA10023
OG0000481	bflo_07346	BRALA03647
OG0000482	bflo_20130	BRALA35197
OG0000482	bflo_09175	BRALA29577
OG0000483	bflo_06287, bflo_22552	BRALA28394
OG0000483	bflo_20241	BRALA28250, BRALA23332, BRALA32403, BRALA31892, BRALA23338, BRALA27180, BRALA31159
OG0000483	bflo_08339, bflo_19838	BRALA20943, BRALA21546
OG0000483	bflo_03459, bflo_17768, bflo_21658, bflo_12219	BRALA26366, BRALA19869
OG0000483	bflo_13674	BRALA30955
OG0000483	bflo_03677, bflo_12439	BRALA23331
OG0000484	bflo_25251	BRALA34077
OG0000485	bflo_18606	BRALA23674
OG0000485	bflo_25560	BRALA05059
OG0000485	bflo_16150	BRALA21189
OG0000486	bflo_25698	BRALA01376
OG0000486	bflo_15799	BRALA02954
OG0000486	bflo_16994	BRALA02956
OG0000486	bflo_13974	BRALA19977
OG0000486	bflo_02817	BRALA04760, BRALA04761
OG0000486	bflo_07531	BRALA03985
OG0000487	bflo_00817	BRALA22509
OG0000487	bflo_09879	BRALA23385
OG0000487	bflo_14910	BRALA28599
OG0000487	bflo_09870	BRALA25400
OG0000487	bflo_09874	BRALA25401
OG0000487	bflo_14913	BRALA28602
OG0000488	bflo_07158, bflo_07132, bflo_01931, bflo_26845, bflo_07048	BRALA07851
OG0000488	bflo_12530	BRALA29429
OG0000489	bflo_01733	BRALA13763
OG0000492	bflo_10701	BRALA13872
OG0000494	bflo_21012	BRALA14931
OG0000495	bflo_17328	BRALA16913
OG0000495	bflo_17329	BRALA16912
OG0000495	bflo_20028	BRALA16952
OG0000495	bflo_14633	BRALA22436
OG0000495	bflo_25150, bflo_26792, bflo_05352, bflo_14634	BRALA11572, BRALA07929, BRALA07931, BRALA16951
OG0000495	bflo_17330	BRALA22144, BRALA16911
OG0000496	bflo_02965	BRALA07013
OG0000496	bflo_12707	BRALA17609
OG0000496	bflo_13361	BRALA17616
OG0000496	bflo_12706	BRALA17614
OG0000497	bflo_09440	BRALA07740
OG0000497	bflo_16465	BRALA17523
OG0000498	bflo_13583	BRALA29437
OG0000499	bflo_18253	BRALA24404
OG0000501	bflo_05712	BRALA16551
OG0000501	bflo_05715, bflo_05716, bflo_05714	BRALA16552
OG0000502	bflo_20513, bflo_20511	BRALA26866
OG0000502	bflo_12130	BRALA26862
OG0000502	bflo_18933, bflo_25086, bflo_25075	BRALA21072, BRALA33849, BRALA21061, BRALA21106, BRALA30987, BRALA21091, BRALA20484, BRALA21081, BRALA21108, BRALA11573, BRALA11575
OG0000503	bflo_10348	BRALA07482, BRALA23827
OG0000503	bflo_17082	BRALA20618
OG0000504	bflo_06289	BRALA21735
OG0000505	bflo_07768	BRALA07980
OG0000505	bflo_07648	BRALA07978
OG0000506	bflo_22129	BRALA05807
OG0000508	bflo_18835	BRALA17016
OG0000508	bflo_00915	BRALA31119
OG0000508	bflo_20411	BRALA33555
OG0000509	bflo_04380, bflo_05894	BRALA35203
OG0000509	bflo_03181, bflo_03609	BRALA35796
OG0000510	bflo_00250	BRALA00432
OG0000511	bflo_17465	BRALA33779
OG0000511	bflo_18144	BRALA33860, BRALA34653, BRALA29688, BRALA34788
OG0000511	bflo_11858	BRALA29694, BRALA35018, BRALA35374, BRALA33126, BRALA12401, BRALA09343
OG0000511	bflo_11715	BRALA09344
OG0000511	bflo_17885, bflo_17189	BRALA34156
OG0000511	bflo_04922	BRALA34761, BRALA12397, BRALA34096, BRALA29693
OG0000511	bflo_18145	BRALA34946
OG0000511	bflo_18143	BRALA32479
OG0000512	bflo_08124	BRALA04179
OG0000514	bflo_04358	BRALA19477
OG0000515	bflo_07840, bflo_19448	BRALA07345
OG0000516	bflo_04958, bflo_04964, bflo_04978, bflo_04972, bflo_04974, bflo_04979, bflo_04981, bflo_04962	BRALA15544
OG0000516	bflo_04969, bflo_04966	BRALA02044, BRALA02039, BRALA02037
OG0000516	bflo_04961	BRALA32371
OG0000516	bflo_04986, bflo_04976	BRALA02047
OG0000516	bflo_04732	BRALA02350, BRALA22353, BRALA02043, BRALA02030, BRALA20755
OG0000516	bflo_03764	BRALA08843
OG0000516	bflo_13085	BRALA28896
OG0000516	bflo_13506	BRALA28892
OG0000517	bflo_02363	BRALA28682
OG0000517	bflo_03618	BRALA20746
OG0000518	bflo_00747	BRALA08497, BRALA08495
OG0000518	bflo_05891	BRALA08500
OG0000518	bflo_16764	BRALA02139, BRALA02121, BRALA04972, BRALA12895, BRALA12894
OG0000518	bflo_19392	BRALA18471
OG0000518	bflo_24495	BRALA08498
OG0000518	bflo_24855, bflo_24741	BRALA12890
OG0000518	bflo_01139, bflo_10909, bflo_04987	BRALA09527
OG0000518	bflo_00996	BRALA13745
OG0000518	bflo_00997	BRALA13746
OG0000518	bflo_12386	BRALA04848, BRALA05781
OG0000518	bflo_02453	BRALA13191
OG0000518	bflo_10331	BRALA24589, BRALA12228
OG0000518	bflo_07543, bflo_07958	BRALA03935
OG0000518	bflo_27139	BRALA23409
OG0000519	bflo_04746	BRALA25441
OG0000519	bflo_19841	BRALA22160
OG0000520	bflo_20469	BRALA19385
OG0000520	bflo_07206	BRALA23459
OG0000521	bflo_23364	BRALA18650
OG0000522	bflo_10022	BRALA25050
