Orthogroup	BRAFL	ORYLA
OG0000295	bflo_23384	ORYLA16746, ORYLA00613
OG0000296	bflo_02743	ORYLA02357, ORYLA13209
OG0000296	bflo_26263	ORYLA17335, ORYLA12148
OG0000296	bflo_12924	ORYLA05484, ORYLA12730
OG0000297	bflo_21703	ORYLA02364, ORYLA14934, ORYLA17528, ORYLA17276
OG0000298	bflo_06989, bflo_18469, bflo_04812, bflo_04804, bflo_08802, bflo_12596, bflo_14438, bflo_03133, bflo_03983	ORYLA07637, ORYLA08867, ORYLA17620, ORYLA02644, ORYLA07534
OG0000299	bflo_05834	ORYLA06308, ORYLA15623
OG0000300	bflo_00967	ORYLA01942, ORYLA05122
OG0000300	bflo_02864, bflo_02859	ORYLA15284
OG0000300	bflo_02251, bflo_22286	ORYLA13149
OG0000300	bflo_17470, bflo_17471	ORYLA04197, ORYLA09390
OG0000300	bflo_14805	ORYLA05324
OG0000301	bflo_08303	ORYLA16651
OG0000301	bflo_07441	ORYLA04812, ORYLA01309, ORYLA19598, ORYLA07696
OG0000301	bflo_04893	ORYLA11071, ORYLA15337, ORYLA12907
OG0000301	bflo_07443	ORYLA12506
OG0000302	bflo_00916	ORYLA08419
OG0000303	bflo_19682, bflo_04190, bflo_19362, bflo_01232, bflo_17806, bflo_04194, bflo_13494, bflo_11143, bflo_04240, bflo_19769, bflo_04251, bflo_04264, bflo_04181, bflo_19235, bflo_04687, bflo_14966, bflo_17048, bflo_19471, bflo_20673, bflo_14770, bflo_02632, bflo_02299, bflo_11362, bflo_22868, bflo_02300, bflo_04188, bflo_01268, bflo_01844, bflo_23879, bflo_01137, bflo_01131, bflo_02301, bflo_03675, bflo_16306, bflo_01113	ORYLA16302
OG0000305	bflo_00776	ORYLA05505
OG0000305	bflo_26487	ORYLA02167, ORYLA05631, ORYLA20085, ORYLA06691, ORYLA14370, ORYLA15761
OG0000306	bflo_26863, bflo_07664	ORYLA04450, ORYLA08161, ORYLA04852, ORYLA02312, ORYLA17215, ORYLA00329, ORYLA19413
OG0000307	bflo_11418	ORYLA10706, ORYLA03839, ORYLA03084
OG0000307	bflo_12444	ORYLA18993
OG0000307	bflo_00646	ORYLA02300, ORYLA17392, ORYLA14634
OG0000308	bflo_21090, bflo_19079	ORYLA08644
OG0000308	bflo_01607	ORYLA01851
OG0000308	bflo_12857	ORYLA08982
OG0000309	bflo_10850	ORYLA13779, ORYLA13780, ORYLA11255, ORYLA14051
OG0000309	bflo_23265, bflo_23266	ORYLA16163
OG0000310	bflo_21828, bflo_21878, bflo_21890	ORYLA09618
OG0000312	bflo_22345	ORYLA07558
OG0000312	bflo_14984	ORYLA20410, ORYLA04032
OG0000313	bflo_07081	ORYLA07713, ORYLA09993
OG0000313	bflo_24346	ORYLA12846, ORYLA05854
OG0000314	bflo_14280, bflo_06129	ORYLA07735, ORYLA16991, ORYLA16992, ORYLA16282, ORYLA05811
OG0000315	bflo_19863	ORYLA10390, ORYLA03355
OG0000315	bflo_11459	ORYLA14332, ORYLA10891
OG0000316	bflo_07930	ORYLA05028, ORYLA00489, ORYLA00488
OG0000316	bflo_06029	ORYLA06812, ORYLA13482
OG0000317	bflo_25588	ORYLA11482, ORYLA19885, ORYLA01724, ORYLA05343
OG0000319	bflo_00251	ORYLA07102
OG0000321	bflo_25250	ORYLA12958, ORYLA02627
OG0000321	bflo_14252	ORYLA16703, ORYLA00623
OG0000321	bflo_21833	ORYLA01005, ORYLA09493, ORYLA09170, ORYLA01006, ORYLA09494, ORYLA09171
OG0000321	bflo_24234	ORYLA04617
OG0000322	bflo_26971	ORYLA02330, ORYLA02329
OG0000322	bflo_08922, bflo_08920, bflo_15138	ORYLA17228, ORYLA02554, ORYLA02714
OG0000323	bflo_05046	ORYLA05750
OG0000323	bflo_06855, bflo_00944	ORYLA06414, ORYLA19842, ORYLA10008
OG0000325	bflo_10381	ORYLA09822, ORYLA16463
OG0000326	bflo_24771	ORYLA13891, ORYLA06903, ORYLA03641, ORYLA04182
OG0000326	bflo_24244, bflo_18099, bflo_05436, bflo_02499, bflo_17884, bflo_00946, bflo_00937, bflo_00010, bflo_00928, bflo_00963, bflo_15022	ORYLA13893
OG0000328	bflo_12807	ORYLA07598, ORYLA01753, ORYLA05454, ORYLA05455, ORYLA14292, ORYLA20008
OG0000329	bflo_02662, bflo_02816	ORYLA15753, ORYLA13741, ORYLA08617, ORYLA09747, ORYLA08863, ORYLA07072, ORYLA07907
OG0000330	bflo_20843	ORYLA11384, ORYLA11385
OG0000332	bflo_20674, bflo_20675, bflo_20908, bflo_20697, bflo_20842, bflo_07810, bflo_08188, bflo_08685, bflo_08531, bflo_21155, bflo_07849, bflo_07847, bflo_07846, bflo_07449, bflo_07857, bflo_07436, bflo_08606, bflo_08607, bflo_08286, bflo_07819, bflo_07818, bflo_05057, bflo_07854, bflo_14011, bflo_06935, bflo_19847, bflo_07435, bflo_08285, bflo_07434, bflo_07437, bflo_07848, bflo_08616, bflo_07811, bflo_07974	ORYLA02409
OG0000333	bflo_16817	ORYLA02740
OG0000338	bflo_20075	ORYLA03979, ORYLA03456, ORYLA02319
OG0000338	bflo_21195	ORYLA17367, ORYLA06348
OG0000338	bflo_13201	ORYLA01999, ORYLA20309, ORYLA06130
OG0000339	bflo_12910, bflo_12916, bflo_12912, bflo_12913, bflo_20893	ORYLA13968
OG0000341	bflo_06684	ORYLA09071, ORYLA11727, ORYLA13974, ORYLA02031
OG0000342	bflo_03115, bflo_07688, bflo_00513, bflo_03752, bflo_00955, bflo_08578, bflo_27175, bflo_01382, bflo_12255, bflo_22181, bflo_08366	ORYLA15618
OG0000343	bflo_17341	ORYLA11766, ORYLA05311, ORYLA03936, ORYLA03297
OG0000344	bflo_20509	ORYLA04585, ORYLA07404, ORYLA00179, ORYLA17833
OG0000344	bflo_15058, bflo_10074, bflo_03028, bflo_15361, bflo_02989, bflo_26940, bflo_14609, bflo_15024, bflo_10164, bflo_09249, bflo_15387, bflo_15389, bflo_15385, bflo_15391	ORYLA18073
OG0000345	bflo_10887, bflo_01446	ORYLA17736, ORYLA03893, ORYLA18632, ORYLA19612, ORYLA01382, ORYLA08221
OG0000346	bflo_25218	ORYLA17074, ORYLA17069, ORYLA00274, ORYLA18239, ORYLA06649, ORYLA13251, ORYLA13252, ORYLA02973
OG0000347	bflo_18894, bflo_19206, bflo_02232, bflo_02560, bflo_02559, bflo_18816, bflo_19419	ORYLA17512
OG0000349	bflo_13342, bflo_13341, bflo_12597	ORYLA12838, ORYLA06978
OG0000350	bflo_01838	ORYLA15941, ORYLA15940, ORYLA14279, ORYLA08983, ORYLA05129, ORYLA01930
OG0000350	bflo_07745	ORYLA19267, ORYLA07162
OG0000350	bflo_05176	ORYLA09458
OG0000350	bflo_21677	ORYLA10263, ORYLA11347
OG0000351	bflo_11803, bflo_06751, bflo_11123, bflo_12172, bflo_11092, bflo_06493	ORYLA13430
OG0000352	bflo_25258	ORYLA02626, ORYLA13214, ORYLA13215, ORYLA16805, ORYLA00708, ORYLA00709
OG0000352	bflo_17369	ORYLA19045
OG0000353	bflo_06917	ORYLA17564, ORYLA02784, ORYLA04909, ORYLA00328
OG0000356	bflo_08887	ORYLA03036
OG0000356	bflo_09044, bflo_09043, bflo_27095, bflo_13915	ORYLA20188, ORYLA13681
OG0000357	bflo_21193	ORYLA02665, ORYLA17822
OG0000357	bflo_12361	ORYLA11167, ORYLA14261, ORYLA15724
OG0000358	bflo_04698	ORYLA20349
OG0000358	bflo_03207	ORYLA11098, ORYLA15332
OG0000358	bflo_03399	ORYLA11009
OG0000358	bflo_22355	ORYLA09492
OG0000359	bflo_23810	ORYLA12664
OG0000359	bflo_20615	ORYLA09391
OG0000359	bflo_21858, bflo_21418, bflo_21948, bflo_11427, bflo_22311, bflo_01605	ORYLA16382
OG0000359	bflo_14379	ORYLA01269
OG0000360	bflo_14063	ORYLA09367, ORYLA12791
OG0000360	bflo_11395	ORYLA14415
OG0000363	bflo_16028	ORYLA12525
OG0000363	bflo_19825, bflo_20728, bflo_20486, bflo_19824, bflo_21073	ORYLA08262, ORYLA01904
OG0000365	bflo_25324	ORYLA06385, ORYLA08881, ORYLA17112
OG0000367	bflo_12373, bflo_12346	ORYLA11251, ORYLA13727, ORYLA14050
OG0000367	bflo_01421	ORYLA15500, ORYLA07069, ORYLA11818
OG0000371	bflo_05979	ORYLA07825, ORYLA07827
OG0000371	bflo_00717	ORYLA07826
OG0000372	bflo_24061	ORYLA14491
OG0000372	bflo_15126	ORYLA16999, ORYLA12426
OG0000372	bflo_06799	ORYLA15492, ORYLA11861
OG0000373	bflo_20268	ORYLA17975, ORYLA07919, ORYLA16362
OG0000373	bflo_20832	ORYLA07659
OG0000374	bflo_02391	ORYLA19024, ORYLA09807, ORYLA15744
OG0000374	bflo_08395	ORYLA04768, ORYLA17516, ORYLA02630
OG0000374	bflo_02486	ORYLA15743, ORYLA10304, ORYLA09808
OG0000375	bflo_27422, bflo_23080	ORYLA16528, ORYLA07976, ORYLA16760, ORYLA08298, ORYLA07775, ORYLA08187, ORYLA08185, ORYLA16640
OG0000375	bflo_05885	ORYLA11940
OG0000378	bflo_09799	ORYLA04523, ORYLA09575, ORYLA01926, ORYLA05901
OG0000379	bflo_20897	ORYLA03532
OG0000379	bflo_23374	ORYLA08182
OG0000379	bflo_23272	ORYLA00689
OG0000379	bflo_26192	ORYLA02012
OG0000382	bflo_11264	ORYLA14758, ORYLA11219
OG0000382	bflo_12323	ORYLA15461, ORYLA14549, ORYLA11229
OG0000384	bflo_05291	ORYLA19370
OG0000384	bflo_00328	ORYLA05624
OG0000385	bflo_19604	ORYLA09843, ORYLA08652
OG0000385	bflo_18599	ORYLA05706
OG0000386	bflo_19548, bflo_01822, bflo_01692, bflo_19136, bflo_20890, bflo_02065, bflo_18690	ORYLA00517, ORYLA01282, ORYLA04071
OG0000389	bflo_15093, bflo_14683, bflo_14165, bflo_15397	ORYLA03228
OG0000389	bflo_00851, bflo_00833, bflo_08724	ORYLA19978, ORYLA08372, ORYLA04896
OG0000391	bflo_02326	ORYLA00206, ORYLA00207, ORYLA13746, ORYLA13745, ORYLA15749, ORYLA18973, ORYLA09748
OG0000392	bflo_25334	ORYLA06665, ORYLA13229
OG0000393	bflo_09981, bflo_03395, bflo_12314, bflo_10658, bflo_09983, bflo_13075	ORYLA17272
OG0000393	bflo_12974	ORYLA18186
OG0000396	bflo_05608	ORYLA14823, ORYLA12190
OG0000396	bflo_26073	ORYLA18015, ORYLA13580
OG0000396	bflo_07114	ORYLA12876, ORYLA06631, ORYLA02430, ORYLA18139, ORYLA19526, ORYLA08948, ORYLA00583, ORYLA16575
OG0000397	bflo_09318	ORYLA10415
OG0000399	bflo_18860	ORYLA11402, ORYLA10522
OG0000399	bflo_06800	ORYLA11860
OG0000399	bflo_08038	ORYLA05753, ORYLA19952, ORYLA07160, ORYLA13626
OG0000400	bflo_17776	ORYLA05314
OG0000400	bflo_16066	ORYLA02904
OG0000400	bflo_00008	ORYLA01626
OG0000401	bflo_19446, bflo_12961, bflo_27312, bflo_19447	ORYLA08217, ORYLA07125, ORYLA09210
OG0000402	bflo_10632, bflo_09977	ORYLA17762, ORYLA18643, ORYLA18833, ORYLA19928
OG0000402	bflo_13338, bflo_13171	ORYLA12469
OG0000403	bflo_07864, bflo_22142	ORYLA04119
OG0000403	bflo_04398	ORYLA01357
OG0000404	bflo_26366	ORYLA07320
OG0000404	bflo_26162	ORYLA13254, ORYLA19722
OG0000405	bflo_06572	ORYLA06036, ORYLA14984, ORYLA12719, ORYLA17691
OG0000406	bflo_18527, bflo_06929, bflo_25381, bflo_19796, bflo_14281, bflo_26711, bflo_12022, bflo_24045, bflo_21895, bflo_21817, bflo_20290, bflo_25152, bflo_21907, bflo_24530, bflo_24632, bflo_01214, bflo_09784, bflo_09785, bflo_00711, bflo_05446, bflo_16060, bflo_19234, bflo_09186	ORYLA13749, ORYLA15738
OG0000409	bflo_01293	ORYLA17607, ORYLA04377, ORYLA05838
OG0000410	bflo_01989, bflo_01601, bflo_05836	ORYLA05912, ORYLA03919, ORYLA13230, ORYLA13232, ORYLA07273, ORYLA02356
OG0000411	bflo_17409	ORYLA01687, ORYLA10375, ORYLA11322
OG0000411	bflo_14978, bflo_14593	ORYLA08291
OG0000412	bflo_00225	ORYLA13397
OG0000412	bflo_08591	ORYLA08106, ORYLA05004
OG0000412	bflo_05972, bflo_16322	ORYLA17848, ORYLA01673
OG0000413	bflo_14739	ORYLA10551, ORYLA11652, ORYLA11343, ORYLA03076, ORYLA03075
OG0000413	bflo_21427	ORYLA10219, ORYLA12848, ORYLA03097, ORYLA04188
OG0000415	bflo_12739, bflo_12745, bflo_10121, bflo_20948, bflo_12970	ORYLA13398, ORYLA12836, ORYLA06749, ORYLA07517, ORYLA14455, ORYLA15194
OG0000417	bflo_05335	ORYLA08856
OG0000419	bflo_07379	ORYLA11288
OG0000420	bflo_17746	ORYLA03182, ORYLA20448
OG0000422	bflo_01841	ORYLA01866, ORYLA10570, ORYLA10569, ORYLA10571, ORYLA11363, ORYLA16053
OG0000424	bflo_07069, bflo_07072, bflo_03509, bflo_03507	ORYLA19753
OG0000425	bflo_15042	ORYLA03494, ORYLA04753, ORYLA10256, ORYLA11610
OG0000425	bflo_08454	ORYLA19674
OG0000426	bflo_22865	ORYLA16632, ORYLA05829, ORYLA16908
OG0000427	bflo_09135	ORYLA19867, ORYLA12374
OG0000427	bflo_24135, bflo_24132, bflo_23993	ORYLA14494, ORYLA06953, ORYLA03526
OG0000429	bflo_01906, bflo_00989, bflo_26612, bflo_00993, bflo_00990, bflo_05299, bflo_17239, bflo_05214, bflo_17214	ORYLA00070
OG0000430	bflo_15444, bflo_26286, bflo_07250, bflo_17434, bflo_10498	ORYLA07964, ORYLA14852, ORYLA12317, ORYLA17134, ORYLA17137, ORYLA17136, ORYLA17135
OG0000431	bflo_23110	ORYLA08041
OG0000431	bflo_21622	ORYLA06581, ORYLA12268, ORYLA09572
OG0000432	bflo_10885	ORYLA11066, ORYLA14578, ORYLA13787, ORYLA15822
OG0000432	bflo_11863, bflo_11838, bflo_11424	ORYLA11107, ORYLA15352, ORYLA13847, ORYLA13769
OG0000433	bflo_22961	ORYLA20053, ORYLA16936
OG0000433	bflo_17648	ORYLA11555, ORYLA11554, ORYLA20072
OG0000435	bflo_17533	ORYLA07794
OG0000435	bflo_00433	ORYLA09187, ORYLA06556, ORYLA01852, ORYLA10582, ORYLA11407, ORYLA15982, ORYLA14458
OG0000436	bflo_26554	ORYLA08530, ORYLA02125
OG0000442	bflo_21599	ORYLA03345, ORYLA09542
OG0000442	bflo_17568	ORYLA09139, ORYLA02244
OG0000442	bflo_17631	ORYLA19506, ORYLA00798, ORYLA17054
OG0000443	bflo_18531	ORYLA05691, ORYLA19682
OG0000444	bflo_10204	ORYLA10830, ORYLA14231, ORYLA14616
OG0000444	bflo_10684	ORYLA15046
OG0000445	bflo_24863, bflo_01964, bflo_05054, bflo_18289, bflo_00589, bflo_06262, bflo_07278	ORYLA10377, ORYLA11833
OG0000446	bflo_01471	ORYLA11424
OG0000446	bflo_04727	ORYLA12344
OG0000446	bflo_01065	ORYLA01645, ORYLA02066, ORYLA05509
OG0000447	bflo_14311	ORYLA00469, ORYLA14196, ORYLA04123, ORYLA03133, ORYLA03913
OG0000448	bflo_14676, bflo_14718	ORYLA09927, ORYLA09928, ORYLA06684
OG0000449	bflo_07112, bflo_17674	ORYLA06000, ORYLA19523, ORYLA19524, ORYLA13079
OG0000450	bflo_20906	ORYLA18902, ORYLA03353
OG0000452	bflo_11354, bflo_12133, bflo_11353, bflo_14618	ORYLA06222, ORYLA19047, ORYLA06220, ORYLA19046, ORYLA19048, ORYLA19279, ORYLA11266, ORYLA14382
OG0000453	bflo_05750, bflo_12764, bflo_12115, bflo_07044, bflo_11775, bflo_17995, bflo_20915, bflo_11283, bflo_15292, bflo_21781, bflo_02998, bflo_07650	ORYLA14626
OG0000454	bflo_06561	ORYLA12583, ORYLA19101, ORYLA19102
OG0000457	bflo_20352, bflo_19100, bflo_05206, bflo_25920	ORYLA12616, ORYLA12615
OG0000458	bflo_06803	ORYLA11502, ORYLA12536
OG0000458	bflo_06805, bflo_06666, bflo_04696	ORYLA11718, ORYLA08707, ORYLA06313, ORYLA16076, ORYLA16209
OG0000458	bflo_19919, bflo_20979	ORYLA02033, ORYLA02032, ORYLA09072
OG0000460	bflo_14319	ORYLA07838
OG0000461	bflo_07181, bflo_00203	ORYLA16495
OG0000463	bflo_09114	ORYLA15373
OG0000463	bflo_05598	ORYLA17503
OG0000465	bflo_00794	ORYLA07067
OG0000465	bflo_24499	ORYLA15381
OG0000467	bflo_11110	ORYLA16164, ORYLA20242, ORYLA14274, ORYLA13723, ORYLA15983, ORYLA14489, ORYLA10863
OG0000468	bflo_03275, bflo_03654, bflo_03645, bflo_03264, bflo_03637, bflo_12349, bflo_09961, bflo_09959, bflo_09520	ORYLA07498, ORYLA06150
OG0000468	bflo_23431	ORYLA10188
OG0000469	bflo_11324	ORYLA14324, ORYLA13835, ORYLA15812, ORYLA16158, ORYLA14163, ORYLA14420, ORYLA14753, ORYLA19640
OG0000469	bflo_04725	ORYLA13413
OG0000470	bflo_08491	ORYLA06621, ORYLA17202, ORYLA10519, ORYLA11404, ORYLA04902
OG0000471	bflo_06159, bflo_05125	ORYLA19979, ORYLA00522, ORYLA05293, ORYLA05292, ORYLA08151, ORYLA08152, ORYLA04771
OG0000472	bflo_17690, bflo_02139	ORYLA13308, ORYLA07020
OG0000475	bflo_02919	ORYLA02269, ORYLA05492, ORYLA08543, ORYLA10034
OG0000476	bflo_17083	ORYLA19318
OG0000477	bflo_19342	ORYLA06624, ORYLA12861, ORYLA12860, ORYLA16606, ORYLA10323, ORYLA10322, ORYLA13606, ORYLA02502, ORYLA02501, ORYLA17418
OG0000478	bflo_22125	ORYLA13825
OG0000479	bflo_17734	ORYLA05427, ORYLA02241, ORYLA00980
OG0000479	bflo_20950	ORYLA01123, ORYLA17925, ORYLA02622
OG0000480	bflo_24500, bflo_24748	ORYLA13134, ORYLA06337
OG0000481	bflo_20169, bflo_20171	ORYLA17197
OG0000481	bflo_15712	ORYLA02862, ORYLA19409
OG0000481	bflo_07346	ORYLA03884, ORYLA19808
OG0000482	bflo_09175	ORYLA11345
OG0000485	bflo_18606	ORYLA09796, ORYLA18526
OG0000485	bflo_25560, bflo_16150	ORYLA03726, ORYLA03727
OG0000486	bflo_25698, bflo_15799, bflo_16994, bflo_13974, bflo_02817, bflo_07531	ORYLA08269, ORYLA04783, ORYLA20474, ORYLA20475
OG0000487	bflo_09879	ORYLA10548
OG0000487	bflo_14910, bflo_09870, bflo_09874, bflo_14913	ORYLA00064, ORYLA16901
OG0000488	bflo_26845, bflo_07048	ORYLA15556
OG0000488	bflo_12530	ORYLA10093
OG0000489	bflo_01733	ORYLA05330, ORYLA05331, ORYLA01637, ORYLA00198, ORYLA04716, ORYLA14139, ORYLA01840
OG0000490	bflo_16287	ORYLA02845, ORYLA13410, ORYLA00621, ORYLA16590, ORYLA01902, ORYLA06098, ORYLA18025
OG0000492	bflo_10701	ORYLA17141, ORYLA07961, ORYLA14575, ORYLA14576, ORYLA19710, ORYLA10911, ORYLA14727, ORYLA11196, ORYLA13981
OG0000494	bflo_21012	ORYLA04408, ORYLA01116, ORYLA17618, ORYLA04392, ORYLA17962
OG0000496	bflo_02965	ORYLA06615
OG0000497	bflo_09440	ORYLA02363, ORYLA03738, ORYLA04309
OG0000497	bflo_16465	ORYLA02565, ORYLA13651
OG0000498	bflo_13583	ORYLA12580, ORYLA01970, ORYLA20372, ORYLA16154, ORYLA12387, ORYLA15055
OG0000499	bflo_18253	ORYLA18603, ORYLA18942
OG0000503	bflo_10348	ORYLA17193, ORYLA12487, ORYLA15009
OG0000503	bflo_17082	ORYLA14950
OG0000504	bflo_06289	ORYLA09395, ORYLA05779, ORYLA02539, ORYLA06868, ORYLA12982, ORYLA12629
OG0000505	bflo_07768	ORYLA13660, ORYLA07151, ORYLA02475, ORYLA17527, ORYLA14935, ORYLA01618
OG0000505	bflo_07767	ORYLA18172
OG0000506	bflo_22129	ORYLA18768, ORYLA06518, ORYLA06517, ORYLA04180, ORYLA13275, ORYLA04114, ORYLA01026
OG0000508	bflo_18835	ORYLA08233, ORYLA02029
OG0000508	bflo_00915	ORYLA10053
OG0000508	bflo_20411	ORYLA17614, ORYLA02652, ORYLA04256, ORYLA03536
OG0000510	bflo_00250	ORYLA16472, ORYLA08348, ORYLA17578, ORYLA02689, ORYLA01174
OG0000512	bflo_08124	ORYLA18777, ORYLA08871, ORYLA19191, ORYLA19285, ORYLA19196, ORYLA19190, ORYLA19194, ORYLA18288, ORYLA19193, ORYLA19192, ORYLA19195, ORYLA17243, ORYLA14548, ORYLA19736, ORYLA19286, ORYLA19287, ORYLA19197, ORYLA08052, ORYLA08053
OG0000514	bflo_04358	ORYLA05801, ORYLA17040, ORYLA17041, ORYLA00294, ORYLA16274
OG0000515	bflo_07840, bflo_19448	ORYLA07877
OG0000516	bflo_04958, bflo_04964, bflo_04978, bflo_04972, bflo_04974, bflo_04979, bflo_04981, bflo_04962, bflo_04969, bflo_04966, bflo_04961, bflo_04983, bflo_04986, bflo_04976, bflo_04732, bflo_03764, bflo_22939, bflo_13085	ORYLA07576, ORYLA04429, ORYLA03430
OG0000516	bflo_13506	ORYLA07000
OG0000517	bflo_02363, bflo_03618	ORYLA00747, ORYLA00745, ORYLA14451, ORYLA15444, ORYLA15445, ORYLA00199, ORYLA00746, ORYLA18317, ORYLA19457, ORYLA18201, ORYLA00748
OG0000519	bflo_04746, bflo_19841	ORYLA19812, ORYLA02303
OG0000520	bflo_20469	ORYLA17824
OG0000521	bflo_10380	ORYLA03841, ORYLA03037, ORYLA10100, ORYLA04828, ORYLA04342, ORYLA07372
OG0000522	bflo_10022, bflo_10021	ORYLA20412, ORYLA00500
OG0000523	bflo_20597	ORYLA05415
OG0000523	bflo_05805	ORYLA12411
OG0000524	bflo_07612	ORYLA04981, ORYLA08073
OG0000525	bflo_16581	ORYLA06511, ORYLA02439
OG0000525	bflo_22957	ORYLA07450, ORYLA07984, ORYLA17059
OG0000526	bflo_03466, bflo_05443, bflo_05444, bflo_21568, bflo_09245, bflo_14836, bflo_08760, bflo_15247, bflo_13787, bflo_26442, bflo_00822, bflo_00641, bflo_26490, bflo_00115, bflo_21914, bflo_03791, bflo_21569	ORYLA04970
OG0000527	bflo_01262	ORYLA06889, ORYLA13098, ORYLA16582, ORYLA00618
OG0000528	bflo_07977	ORYLA10409, ORYLA03074, ORYLA07689, ORYLA04813
OG0000529	bflo_24350	ORYLA05863, ORYLA01890, ORYLA04329
OG0000529	bflo_05041	ORYLA19259
OG0000530	bflo_25160	ORYLA10196, ORYLA13418, ORYLA20102, ORYLA06799
OG0000531	bflo_00390	ORYLA06611, ORYLA09290, ORYLA09289, ORYLA09656, ORYLA08382, ORYLA08381
OG0000532	bflo_17770	ORYLA10268
OG0000534	bflo_19475	ORYLA19150, ORYLA15756, ORYLA09798, ORYLA08332, ORYLA16496
OG0000535	bflo_23349	ORYLA01196, ORYLA00300, ORYLA13542
OG0000537	bflo_21616	ORYLA07579, ORYLA09989
OG0000537	bflo_21615	ORYLA07580, ORYLA09988
OG0000539	bflo_11764, bflo_18430, bflo_04586, bflo_01715, bflo_09848, bflo_04616, bflo_10638, bflo_10636, bflo_19528	ORYLA08050
OG0000540	bflo_00156, bflo_00167, bflo_00147, bflo_00174, bflo_00178, bflo_00136, bflo_26475, bflo_00126, bflo_26547, bflo_26513, bflo_00098, bflo_26502, bflo_26564, bflo_26524, bflo_26482	ORYLA11764, ORYLA02783, ORYLA17949, ORYLA00759, ORYLA04707, ORYLA10788, ORYLA17876, ORYLA02782, ORYLA07101, ORYLA08508, ORYLA09759, ORYLA14349, ORYLA16387
OG0000542	bflo_00805	ORYLA02120
OG0000544	bflo_14131	ORYLA03180, ORYLA04044
OG0000544	bflo_07969	ORYLA18168
OG0000544	bflo_25327	ORYLA12942, ORYLA19590
OG0000545	bflo_12226	ORYLA04729, ORYLA19657, ORYLA04200, ORYLA10194, ORYLA03088
OG0000546	bflo_22241, bflo_22135	ORYLA06265
OG0000546	bflo_22147	ORYLA11289, ORYLA14851
OG0000547	bflo_19336	ORYLA15876
OG0000548	bflo_09374	ORYLA01284, ORYLA02791, ORYLA17384, ORYLA00893
OG0000548	bflo_10945	ORYLA11445, ORYLA04341
OG0000548	bflo_11390	ORYLA13910, ORYLA20346
OG0000550	bflo_20434, bflo_02305, bflo_02304	ORYLA10024
OG0000551	bflo_12938, bflo_07425, bflo_12554	ORYLA15546
OG0000552	bflo_07608	ORYLA02316
OG0000552	bflo_14381	ORYLA19748
OG0000553	bflo_01191	ORYLA04427, ORYLA04603, ORYLA05553, ORYLA05554
OG0000553	bflo_23301	ORYLA16813, ORYLA16993, ORYLA16814, ORYLA19765
OG0000554	bflo_10796	ORYLA11865
OG0000560	bflo_21065, bflo_17516, bflo_25084, bflo_24948, bflo_24301, bflo_25087, bflo_24121, bflo_24472, bflo_25015	ORYLA04875
OG0000561	bflo_08446, bflo_27388, bflo_22174	ORYLA10348, ORYLA11842
OG0000561	bflo_22164	ORYLA11841, ORYLA01515
OG0000562	bflo_01967	ORYLA06574, ORYLA13197
OG0000562	bflo_12589, bflo_27046	ORYLA15135, ORYLA05394
OG0000564	bflo_12710	ORYLA03832, ORYLA03007, ORYLA12513, ORYLA10514, ORYLA11949
OG0000564	bflo_11709	ORYLA10699, ORYLA11883, ORYLA05222, ORYLA00088
OG0000565	bflo_23423, bflo_00721, bflo_21031, bflo_25370, bflo_12816, bflo_06157, bflo_02938, bflo_02291	ORYLA05583, ORYLA05582
OG0000566	bflo_04927	ORYLA04369
OG0000567	bflo_12747, bflo_00564	ORYLA12167
OG0000567	bflo_26349, bflo_16510	ORYLA12905
OG0000570	bflo_05300, bflo_11340	ORYLA10850, ORYLA08171, ORYLA16666, ORYLA16667, ORYLA13899
OG0000572	bflo_05895	ORYLA08145, ORYLA10185, ORYLA07690
OG0000572	bflo_23930	ORYLA13763, ORYLA15650
OG0000573	bflo_24510	ORYLA13057, ORYLA13843, ORYLA04228
OG0000573	bflo_06124	ORYLA12607, ORYLA14820
OG0000574	bflo_23185	ORYLA08316, ORYLA16658
OG0000574	bflo_23738	ORYLA16287, ORYLA08280
OG0000574	bflo_15787	ORYLA00058
OG0000575	bflo_22268	ORYLA17931, ORYLA02623, ORYLA01132, ORYLA00665, ORYLA06768, ORYLA08996, ORYLA08583, ORYLA09811
OG0000576	bflo_00644	ORYLA05305
OG0000579	bflo_12221	ORYLA11089, ORYLA20327, ORYLA19001, ORYLA13906, ORYLA15480
OG0000580	bflo_03722	ORYLA12110, ORYLA14690
OG0000581	bflo_17912	ORYLA10424
OG0000581	bflo_13400	ORYLA04860, ORYLA10423
OG0000581	bflo_15589	ORYLA10422
OG0000582	bflo_16708	ORYLA00146, ORYLA06509, ORYLA02435, ORYLA18131, ORYLA06109, ORYLA01735, ORYLA18132
OG0000584	bflo_25906, bflo_25368, bflo_25269	ORYLA18770
OG0000585	bflo_12167	ORYLA15895, ORYLA14066, ORYLA11170, ORYLA15076, ORYLA16126, ORYLA14043
OG0000587	bflo_22172	ORYLA03518, ORYLA06908, ORYLA07631, ORYLA13556, ORYLA13555, ORYLA12215
OG0000587	bflo_21539	ORYLA03397
OG0000588	bflo_25659	ORYLA16614, ORYLA00870, ORYLA06281, ORYLA02480, ORYLA17646
OG0000588	bflo_18379	ORYLA04266
