Orthogroup	BRAFL	OWEFU
OG0000191	bflo_15169, bflo_16414	OFUSG05088.1.p1
OG0000191	bflo_20949	OFUSG05835.1.p1, OFUSG13011.1.p1, OFUSG17023.1.p1, OFUSG21811.1.p1, OFUSG17022.1.p1
OG0000191	bflo_05340, bflo_03173, bflo_00986, bflo_16338, bflo_17872, bflo_17836, bflo_00859	OFUSG02590.1.p1
OG0000191	bflo_18772	OFUSG26600.1.p1
OG0000192	bflo_25238	OFUSG12780.1.p1
OG0000192	bflo_15818	OFUSG25720.1.p1
OG0000192	bflo_22744	OFUSG10409.1.p1, OFUSG02450.1.p1
OG0000193	bflo_09355	OFUSG07986.3.p1, OFUSG07986.2.p1, OFUSG07986.1.p1
OG0000194	bflo_21202, bflo_21234, bflo_21437, bflo_25298, bflo_22596, bflo_13875, bflo_04521, bflo_09655, bflo_21442, bflo_16208, bflo_22482, bflo_21915, bflo_13415	OFUSG13910.1.p1, OFUSG20742.1.p1
OG0000195	bflo_12247, bflo_11387, bflo_11071	OFUSG14819.1.p1
OG0000195	bflo_22055	OFUSG14479.2.p1, OFUSG14479.1.p1
OG0000195	bflo_06670, bflo_06671, bflo_06263, bflo_21166	OFUSG23590.1.p1, OFUSG23591.1.p1, OFUSG17223.2.p1, OFUSG23589.1.p1, OFUSG17223.1.p1
OG0000197	bflo_01742, bflo_01741	OFUSG23747.1.p1, OFUSG02988.1.p1, OFUSG15559.1.p1
OG0000197	bflo_01474, bflo_01054, bflo_01476, bflo_01475, bflo_01477, bflo_21550	OFUSG14607.2.p1, OFUSG14607.1.p1, OFUSG25988.2.p1, OFUSG25988.1.p1
OG0000197	bflo_01547	OFUSG24608.1.p1, OFUSG26953.1.p1, OFUSG22739.1.p1
OG0000198	bflo_08052, bflo_08054, bflo_04426, bflo_08949, bflo_19199, bflo_19299	OFUSG04408.1.p1, OFUSG26576.1.p1, OFUSG17738.1.p1, OFUSG26164.1.p1
OG0000200	bflo_15720, bflo_15718, bflo_16879	OFUSG26564.3.p1, OFUSG26564.2.p1, OFUSG26564.1.p1, OFUSG02405.1.p1, OFUSG10404.2.p1, OFUSG10404.1.p1, OFUSG05208.1.p1, OFUSG06413.1.p1, OFUSG22253.1.p1, OFUSG26185.1.p1, OFUSG26678.1.p1, OFUSG21630.1.p1, OFUSG01935.1.p1, OFUSG02466.1.p1, OFUSG02468.1.p1, OFUSG02467.1.p1, OFUSG26675.1.p1
OG0000200	bflo_16502	OFUSG04472.1.p1, OFUSG15955.1.p1, OFUSG06479.1.p1, OFUSG06478.1.p1, OFUSG14226.1.p1, OFUSG03644.1.p1
OG0000201	bflo_21108	OFUSG15046.2.p1, OFUSG15046.1.p1
OG0000202	bflo_18746, bflo_27275	OFUSG09363.1.p1
OG0000202	bflo_08854, bflo_08853	OFUSG06911.1.p1
OG0000203	bflo_01170	OFUSG23539.1.p1, OFUSG23539.2.p1
OG0000203	bflo_25089, bflo_24339, bflo_24029, bflo_24028, bflo_24027, bflo_25088, bflo_24026	OFUSG17594.1.p1, OFUSG17593.1.p1
OG0000203	bflo_11704	OFUSG23301.1.p1
OG0000204	bflo_24561	OFUSG26401.1.p1
OG0000204	bflo_03215, bflo_03487	OFUSG00289.1.p1
OG0000204	bflo_03064	OFUSG00295.4.p1, OFUSG00295.3.p1, OFUSG00295.2.p1, OFUSG00295.1.p1
OG0000205	bflo_23189	OFUSG12227.4.p1, OFUSG12227.3.p1, OFUSG12227.2.p1, OFUSG12227.1.p1
OG0000205	bflo_02483	OFUSG16771.1.p1
OG0000205	bflo_18880	OFUSG03924.1.p1
OG0000207	bflo_18047, bflo_16828, bflo_15604, bflo_27157, bflo_15737, bflo_21694, bflo_15609, bflo_15622	OFUSG04805.1.p1, OFUSG26647.1.p1, OFUSG11923.1.p1, OFUSG26853.1.p1, OFUSG11197.1.p1, OFUSG06473.1.p1
OG0000207	bflo_13202	OFUSG04111.3.p1, OFUSG04111.1.p1, OFUSG04111.2.p1, OFUSG04111.4.p1, OFUSG22441.1.p1, OFUSG01125.1.p1, OFUSG00716.2.p1, OFUSG00716.1.p1, OFUSG00716.3.p1
OG0000208	bflo_21797, bflo_21089, bflo_20765, bflo_20766, bflo_20477, bflo_20154, bflo_20476	OFUSG05257.1.p1, OFUSG15720.2.p1, OFUSG15720.1.p1, OFUSG15720.3.p1, OFUSG10265.1.p1, OFUSG15667.1.p1, OFUSG22350.1.p1, OFUSG01785.1.p1, OFUSG01785.2.p1, OFUSG24045.1.p1, OFUSG24046.2.p1, OFUSG24046.1.p1
OG0000209	bflo_11934, bflo_26977	OFUSG00579.1.p1, OFUSG00729.1.p1, OFUSG00728.1.p1, OFUSG00581.1.p1, OFUSG00580.1.p1
OG0000209	bflo_27395	OFUSG08920.1.p1
OG0000209	bflo_18365, bflo_25492	OFUSG10485.1.p1
OG0000209	bflo_27279	OFUSG08922.1.p1, OFUSG08914.1.p1
OG0000209	bflo_26713	OFUSG14151.1.p1
OG0000210	bflo_06987	OFUSG23435.1.p1
OG0000210	bflo_26146	OFUSG23545.1.p1
OG0000210	bflo_25770	OFUSG17482.1.p1
OG0000210	bflo_08497	OFUSG16372.1.p1
OG0000210	bflo_26177, bflo_25940	OFUSG17402.1.p1
OG0000210	bflo_12303	OFUSG25889.1.p1, OFUSG06448.1.p1, OFUSG06449.1.p1
OG0000210	bflo_22179	OFUSG24707.1.p1
OG0000211	bflo_12798	OFUSG09374.1.p1
OG0000211	bflo_18019, bflo_09637	OFUSG00599.1.p1
OG0000211	bflo_14216	OFUSG12452.1.p1
OG0000211	bflo_06051	OFUSG19871.1.p1
OG0000211	bflo_25629	OFUSG19638.1.p1
OG0000211	bflo_06787	OFUSG20005.1.p1
OG0000213	bflo_24585, bflo_27467, bflo_20763, bflo_20912, bflo_20752	OFUSG00648.1.p1, OFUSG00647.1.p1
OG0000213	bflo_20112	OFUSG02816.1.p1, OFUSG05310.1.p1, OFUSG18845.1.p1, OFUSG14019.1.p1, OFUSG14021.1.p1, OFUSG14031.1.p1, OFUSG20503.1.p1, OFUSG20503.2.p1, OFUSG14030.1.p1, OFUSG23464.1.p1, OFUSG21822.1.p1, OFUSG15373.1.p1, OFUSG05251.1.p1, OFUSG19807.1.p1, OFUSG19808.1.p1, OFUSG19809.1.p1, OFUSG23088.1.p1, OFUSG06543.1.p1
OG0000214	bflo_13663, bflo_23081, bflo_16046, bflo_09926	OFUSG11928.1.p1
OG0000215	bflo_19681, bflo_15298, bflo_19113, bflo_12294, bflo_12293	OFUSG26124.2.p1, OFUSG26124.1.p1, OFUSG26122.1.p1, OFUSG26123.1.p1
OG0000216	bflo_03579, bflo_03588, bflo_03580	OFUSG08037.1.p1, OFUSG11548.1.p1, OFUSG01101.1.p1, OFUSG01102.1.p1, OFUSG12310.1.p1, OFUSG20845.1.p1, OFUSG06170.1.p1
OG0000218	bflo_12835, bflo_20676, bflo_04003, bflo_04004, bflo_12871	OFUSG07139.1.p1, OFUSG16832.1.p1
OG0000219	bflo_13172	OFUSG21125.1.p1, OFUSG21142.1.p1
OG0000219	bflo_25971, bflo_17933, bflo_19642, bflo_19661, bflo_22748, bflo_22749, bflo_22746	OFUSG09750.1.p1
OG0000220	bflo_07651	OFUSG10627.1.p1
OG0000221	bflo_02108, bflo_18535, bflo_18534	OFUSG10844.1.p1, OFUSG10678.1.p1, OFUSG10678.2.p1
OG0000221	bflo_00282	OFUSG07107.3.p1, OFUSG07107.2.p1, OFUSG07107.1.p1
OG0000222	bflo_14099, bflo_07131, bflo_00039, bflo_14098, bflo_15183, bflo_14097, bflo_00040, bflo_14514, bflo_24486, bflo_24255	OFUSG07845.3.p1, OFUSG07845.2.p1, OFUSG07845.1.p1, OFUSG26535.1.p1, OFUSG26532.1.p1
OG0000222	bflo_05542	OFUSG17221.1.p1, OFUSG17222.1.p1
OG0000223	bflo_26185	OFUSG23350.2.p1, OFUSG23350.1.p1
OG0000223	bflo_09246, bflo_10307, bflo_21359, bflo_21358	OFUSG05933.1.p1, OFUSG05933.2.p1
OG0000225	bflo_11467, bflo_12198	OFUSG18793.3.p1, OFUSG18793.2.p1, OFUSG18793.1.p1, OFUSG15666.1.p1, OFUSG21902.1.p1
OG0000226	bflo_12072, bflo_17738	OFUSG12589.1.p1
OG0000226	bflo_00058	OFUSG18432.1.p1
OG0000226	bflo_20217, bflo_01950, bflo_20215, bflo_20642, bflo_01174	OFUSG07026.2.p1, OFUSG07026.1.p1, OFUSG07426.1.p1
OG0000227	bflo_02636	OFUSG07297.1.p1
OG0000228	bflo_20305	OFUSG22169.1.p1, OFUSG15698.1.p1
OG0000228	bflo_19868	OFUSG22300.1.p1
OG0000228	bflo_18790, bflo_01983	OFUSG10121.1.p1, OFUSG09209.1.p1, OFUSG22352.1.p1, OFUSG22357.1.p1, OFUSG22354.1.p1, OFUSG22355.1.p1, OFUSG22356.1.p1, OFUSG22353.1.p1, OFUSG22353.2.p2, OFUSG22351.1.p1
OG0000229	bflo_11188, bflo_26414, bflo_25647, bflo_26240, bflo_25510, bflo_18348, bflo_25072, bflo_23578, bflo_25694, bflo_17957, bflo_08566, bflo_09217, bflo_20400, bflo_13429, bflo_08175, bflo_00576, bflo_08161	OFUSG01001.1.p1, OFUSG18593.1.p1, OFUSG24785.1.p1
OG0000230	bflo_26037	OFUSG21412.1.p1, OFUSG21412.2.p1
OG0000230	bflo_01030, bflo_12873, bflo_09924, bflo_05587, bflo_00602, bflo_06876, bflo_00951, bflo_19945, bflo_19938	OFUSG25551.1.p1, OFUSG25512.2.p1, OFUSG25512.3.p1, OFUSG25512.1.p1, OFUSG18882.1.p1, OFUSG05964.1.p1, OFUSG09230.1.p1, OFUSG02663.2.p1, OFUSG02663.1.p1, OFUSG08133.1.p1, OFUSG06558.1.p1
OG0000231	bflo_21780, bflo_20027	OFUSG11717.1.p1
OG0000231	bflo_14395	OFUSG00726.1.p1, OFUSG07783.1.p1, OFUSG03303.1.p1
OG0000231	bflo_20801	OFUSG15201.2.p1, OFUSG15201.1.p1, OFUSG15201.3.p1
OG0000231	bflo_05103	OFUSG20246.1.p1
OG0000232	bflo_01517, bflo_01518, bflo_01516, bflo_19219, bflo_01515, bflo_01519, bflo_01528	OFUSG26507.1.p1, OFUSG26508.1.p2, OFUSG26509.1.p1
OG0000232	bflo_25827	OFUSG03653.1.p1, OFUSG09859.1.p1
OG0000233	bflo_15944, bflo_15706, bflo_16241, bflo_16463	OFUSG08337.2.p1, OFUSG08337.1.p1, OFUSG23199.1.p1
OG0000234	bflo_04797	OFUSG01567.2.p1, OFUSG01567.1.p1, OFUSG01567.5.p1, OFUSG01567.3.p1, OFUSG01567.4.p1
OG0000235	bflo_22792, bflo_12083, bflo_11065, bflo_11313, bflo_10000, bflo_13433, bflo_13432, bflo_09528, bflo_09189, bflo_19819, bflo_04584, bflo_04593	OFUSG09415.1.p1, OFUSG07323.1.p1, OFUSG15164.1.p1, OFUSG15163.1.p1
OG0000236	bflo_14373, bflo_14645, bflo_14374, bflo_14372, bflo_14376, bflo_09296, bflo_17564	OFUSG19668.1.p1, OFUSG09593.1.p1, OFUSG06480.1.p1, OFUSG19130.1.p1, OFUSG19129.1.p1, OFUSG03927.1.p1, OFUSG08249.1.p1, OFUSG23941.1.p1, OFUSG20900.1.p1, OFUSG21384.1.p1, OFUSG01717.1.p1, OFUSG12711.1.p1, OFUSG04282.1.p1, OFUSG03811.1.p1, OFUSG07491.1.p1, OFUSG12402.1.p1, OFUSG16206.1.p1
OG0000238	bflo_23355, bflo_22808	OFUSG10164.1.p1
OG0000238	bflo_13165	OFUSG20653.1.p1, OFUSG20654.1.p1, OFUSG20654.3.p1, OFUSG20654.2.p1, OFUSG20655.1.p1
OG0000238	bflo_16032	OFUSG04116.1.p1
OG0000239	bflo_05968	OFUSG11213.1.p1, OFUSG11213.2.p1
OG0000239	bflo_02152	OFUSG16306.2.p1, OFUSG16306.1.p1
OG0000240	bflo_04930	OFUSG25838.1.p1, OFUSG23383.1.p1, OFUSG01957.1.p1, OFUSG25513.1.p1, OFUSG13581.1.p1, OFUSG02370.1.p1, OFUSG00223.1.p1, OFUSG24220.1.p1, OFUSG20470.1.p1, OFUSG20471.1.p1, OFUSG13190.2.p1, OFUSG13190.1.p1, OFUSG22069.1.p1, OFUSG22658.1.p1
OG0000240	bflo_08297, bflo_08298	OFUSG00810.1.p1, OFUSG20290.1.p1
OG0000242	bflo_03394, bflo_03145	OFUSG00360.1.p1
OG0000242	bflo_12023	OFUSG06127.1.p1
OG0000242	bflo_11849	OFUSG01194.1.p1
OG0000244	bflo_12462	OFUSG05665.1.p1, OFUSG05665.2.p1
OG0000244	bflo_13161, bflo_26804, bflo_05824	OFUSG20331.1.p1
OG0000245	bflo_22692	OFUSG17838.1.p1, OFUSG03562.1.p1, OFUSG17837.1.p1, OFUSG18037.1.p1, OFUSG18302.1.p1
OG0000246	bflo_04734	OFUSG07024.1.p1
OG0000246	bflo_17998	OFUSG24660.1.p1
OG0000246	bflo_02064, bflo_02119, bflo_00811, bflo_01094, bflo_01324, bflo_01096, bflo_00005, bflo_00017, bflo_04772	OFUSG15357.1.p1
OG0000248	bflo_17506, bflo_17504, bflo_00059, bflo_17505, bflo_17510, bflo_17509, bflo_17511, bflo_17358	OFUSG01572.1.p1, OFUSG01572.2.p1, OFUSG24482.1.p1, OFUSG24481.1.p1, OFUSG24480.1.p1, OFUSG24392.1.p1, OFUSG16612.1.p1
OG0000249	bflo_05893	OFUSG19721.2.p1, OFUSG19721.1.p1
OG0000251	bflo_24803	OFUSG21204.1.p1
OG0000251	bflo_08452	OFUSG04324.1.p1
OG0000251	bflo_17944, bflo_01933, bflo_01932	OFUSG17516.2.p1, OFUSG17516.1.p1, OFUSG12437.1.p1, OFUSG11078.2.p1, OFUSG11078.1.p1
OG0000252	bflo_18827	OFUSG09576.1.p1, OFUSG09576.2.p1, OFUSG09576.3.p1
OG0000252	bflo_12877	OFUSG04183.1.p1, OFUSG09582.1.p1, OFUSG04185.1.p1
OG0000252	bflo_12872	OFUSG04180.1.p1
OG0000255	bflo_20253	OFUSG12117.1.p1
OG0000255	bflo_25398, bflo_21759	OFUSG14942.1.p1, OFUSG14943.1.p2
OG0000255	bflo_02995, bflo_03545, bflo_03501, bflo_09026, bflo_10822, bflo_26943, bflo_10188	OFUSG19654.1.p1, OFUSG20039.1.p1, OFUSG19653.1.p1, OFUSG19652.1.p1
OG0000256	bflo_15939	OFUSG07066.1.p1
OG0000256	bflo_05770, bflo_15447, bflo_15439, bflo_16355, bflo_06565, bflo_06704, bflo_05769, bflo_05771, bflo_02366	OFUSG09071.1.p1, OFUSG09064.1.p1
OG0000257	bflo_06086	OFUSG08456.2.p1, OFUSG08456.1.p1
OG0000257	bflo_18300	OFUSG11917.1.p1
OG0000257	bflo_06543, bflo_20393	OFUSG19132.2.p1, OFUSG19132.1.p1
OG0000258	bflo_22962	OFUSG10276.3.p1, OFUSG10276.1.p1, OFUSG10276.2.p1, OFUSG10276.4.p1, OFUSG10276.5.p1
OG0000258	bflo_12243, bflo_27029	OFUSG06329.2.p1, OFUSG06329.4.p1, OFUSG06329.3.p1, OFUSG06329.1.p1
OG0000258	bflo_09846	OFUSG11356.1.p1
OG0000260	bflo_11239	OFUSG05664.1.p1
OG0000260	bflo_10598	OFUSG19110.1.p1
OG0000261	bflo_27404, bflo_22599	OFUSG24610.1.p1, OFUSG24610.3.p1, OFUSG24610.5.p1, OFUSG24610.4.p1, OFUSG24610.2.p1
OG0000265	bflo_15782	OFUSG07823.1.p1, OFUSG07823.4.p1, OFUSG07823.2.p1, OFUSG07823.3.p1, OFUSG07823.5.p1
OG0000265	bflo_11416	OFUSG06040.2.p1, OFUSG06040.1.p1
OG0000268	bflo_06433	OFUSG16827.2.p1, OFUSG16827.1.p1
OG0000268	bflo_18613	OFUSG24272.1.p1
OG0000269	bflo_07605, bflo_07749, bflo_07444	OFUSG26275.1.p1
OG0000269	bflo_12947	OFUSG17213.1.p1
OG0000270	bflo_12661	OFUSG11800.2.p1, OFUSG11800.1.p1, OFUSG11800.3.p1
OG0000270	bflo_06769	OFUSG25290.1.p1
OG0000270	bflo_17964	OFUSG00966.2.p1, OFUSG00966.1.p1
OG0000270	bflo_10845	OFUSG11670.1.p1
OG0000271	bflo_18719, bflo_05948, bflo_05145, bflo_03702	OFUSG04123.1.p1
OG0000272	bflo_20963	OFUSG23999.1.p1, OFUSG23997.1.p1
OG0000273	bflo_25314	OFUSG12784.1.p1, OFUSG12784.2.p1, OFUSG23162.1.p1
OG0000273	bflo_23197	OFUSG20891.1.p1
OG0000273	bflo_20358	OFUSG15024.1.p1
OG0000273	bflo_01441, bflo_15082	OFUSG13439.1.p1
OG0000274	bflo_20638, bflo_07830, bflo_10410, bflo_02585, bflo_02441, bflo_02584, bflo_02210	OFUSG11810.1.p1, OFUSG11809.1.p1, OFUSG07292.1.p1, OFUSG16837.1.p1, OFUSG16837.2.p1, OFUSG24073.1.p1
OG0000274	bflo_03644, bflo_03640, bflo_03267	OFUSG24518.1.p1, OFUSG24528.1.p1, OFUSG19723.1.p1
OG0000274	bflo_03269	OFUSG19722.1.p1
OG0000275	bflo_23854	OFUSG11238.4.p1, OFUSG11238.3.p1, OFUSG11238.1.p1, OFUSG11238.2.p1
OG0000275	bflo_06993	OFUSG17982.2.p1, OFUSG17982.1.p1, OFUSG17982.5.p1, OFUSG17982.3.p1, OFUSG17982.4.p1
OG0000276	bflo_11757, bflo_11414	OFUSG22535.1.p1, OFUSG22533.1.p1, OFUSG22536.1.p1
OG0000276	bflo_05966	OFUSG16661.1.p1, OFUSG03238.1.p1
OG0000276	bflo_17625	OFUSG26639.1.p1
OG0000276	bflo_07887	OFUSG26638.1.p1, OFUSG10380.1.p1
OG0000277	bflo_21003	OFUSG15740.1.p1
OG0000277	bflo_08414, bflo_08390	OFUSG18419.1.p1
OG0000279	bflo_26003, bflo_21263, bflo_14359, bflo_16130, bflo_06826, bflo_12106, bflo_11109	OFUSG19930.1.p1, OFUSG26897.1.p1, OFUSG21888.1.p1
OG0000279	bflo_07382	OFUSG19608.1.p1, OFUSG02335.1.p1
OG0000280	bflo_05880	OFUSG09011.1.p1
OG0000280	bflo_17443, bflo_17444	OFUSG00468.1.p1
OG0000280	bflo_16410	OFUSG07844.1.p1
OG0000280	bflo_06595	OFUSG09120.2.p1, OFUSG09120.1.p1
OG0000281	bflo_03462, bflo_16045, bflo_13261, bflo_13430, bflo_18051, bflo_13262	OFUSG05124.2.p1, OFUSG05124.1.p1
OG0000281	bflo_00368, bflo_21679, bflo_07361	OFUSG09791.3.p1, OFUSG09791.1.p1, OFUSG09791.2.p1
OG0000282	bflo_10082	OFUSG05597.1.p1
OG0000282	bflo_16486	OFUSG05560.1.p1
OG0000282	bflo_09504	OFUSG18708.1.p1
OG0000284	bflo_15835	OFUSG08095.1.p1
OG0000284	bflo_25543	OFUSG26476.1.p1
OG0000285	bflo_18439, bflo_18219, bflo_09827, bflo_17238, bflo_09824, bflo_09850, bflo_24883, bflo_24881, bflo_02754, bflo_20355, bflo_06179, bflo_17153, bflo_09825, bflo_08255, bflo_13934, bflo_09883, bflo_20356	OFUSG02129.1.p1
OG0000285	bflo_20983	OFUSG16772.1.p1
OG0000285	bflo_14693, bflo_09985	OFUSG02910.1.p1
OG0000286	bflo_12906	OFUSG01309.1.p1
OG0000286	bflo_15395, bflo_10076, bflo_15036, bflo_22920, bflo_15359, bflo_03473	OFUSG09900.1.p1
OG0000287	bflo_15728	OFUSG26644.2.p1, OFUSG26644.1.p1, OFUSG26644.4.p1, OFUSG26644.3.p1
OG0000287	bflo_15997	OFUSG26651.5.p1, OFUSG26651.1.p1, OFUSG26651.3.p1, OFUSG26651.2.p1, OFUSG26651.4.p1
OG0000288	bflo_01426	OFUSG23699.1.p1
OG0000289	bflo_06472	OFUSG12822.1.p1
OG0000289	bflo_25546	OFUSG20928.1.p1
OG0000289	bflo_09861	OFUSG07765.1.p1
OG0000289	bflo_09862	OFUSG07764.1.p1, OFUSG07764.2.p1
OG0000295	bflo_12069	OFUSG24082.1.p1
OG0000295	bflo_22289, bflo_22293, bflo_22290	OFUSG13611.2.p1, OFUSG13611.1.p1, OFUSG14167.2.p1, OFUSG14167.1.p1
OG0000295	bflo_23384	OFUSG10212.1.p1, OFUSG10003.1.p1, OFUSG10003.2.p1
OG0000296	bflo_21806	OFUSG11601.1.p1
OG0000296	bflo_02743	OFUSG26348.1.p1
OG0000296	bflo_26263	OFUSG09253.1.p1
OG0000296	bflo_12924	OFUSG04744.1.p1
OG0000297	bflo_21703	OFUSG21181.1.p1
OG0000298	bflo_06989, bflo_18469, bflo_04812, bflo_04804, bflo_08802, bflo_12596, bflo_14438, bflo_03133, bflo_03983	OFUSG01068.1.p1, OFUSG24984.1.p1, OFUSG24985.1.p1, OFUSG08405.1.p1, OFUSG08046.1.p1, OFUSG23374.1.p1, OFUSG04946.1.p1, OFUSG23559.1.p1, OFUSG17093.1.p1, OFUSG06315.1.p1
OG0000299	bflo_05834	OFUSG23466.1.p1, OFUSG23466.2.p1, OFUSG23466.3.p1
OG0000300	bflo_02069, bflo_00967, bflo_02864, bflo_02859, bflo_18464, bflo_25214, bflo_07130, bflo_02251, bflo_22286, bflo_17470, bflo_17471, bflo_13354, bflo_17679, bflo_17678, bflo_23125	OFUSG11268.1.p1
OG0000300	bflo_14805	OFUSG04766.1.p1
OG0000301	bflo_07441	OFUSG18098.1.p1
OG0000301	bflo_04893	OFUSG06788.1.p1, OFUSG06789.1.p1
OG0000302	bflo_00916	OFUSG21272.1.p1, OFUSG21272.2.p1
OG0000302	bflo_24501, bflo_06288	OFUSG03253.1.p1
OG0000303	bflo_04190, bflo_19362, bflo_01232, bflo_17806, bflo_04194, bflo_13494, bflo_11143, bflo_04240, bflo_19769, bflo_04251, bflo_04264	OFUSG01976.1.p1
OG0000303	bflo_02301, bflo_03675, bflo_16306, bflo_01113	OFUSG01975.1.p1
OG0000305	bflo_11095	OFUSG19461.1.p1
OG0000305	bflo_00776	OFUSG26317.1.p1
OG0000305	bflo_26487	OFUSG13253.1.p1, OFUSG13253.2.p1
OG0000306	bflo_26863, bflo_07664	OFUSG11015.1.p1
OG0000307	bflo_11418	OFUSG21784.1.p1
OG0000307	bflo_00646	OFUSG09551.1.p1, OFUSG17662.1.p1, OFUSG17663.1.p1
OG0000308	bflo_19079	OFUSG03864.1.p1
OG0000308	bflo_23683	OFUSG10583.1.p1
OG0000308	bflo_01607	OFUSG21018.2.p1, OFUSG21018.1.p1
OG0000308	bflo_12857	OFUSG08393.1.p1
OG0000309	bflo_10850, bflo_23265, bflo_23266	OFUSG05830.1.p1
OG0000310	bflo_21799	OFUSG14794.1.p1
OG0000310	bflo_21828, bflo_21878, bflo_21890	OFUSG20216.1.p1
OG0000310	bflo_21800, bflo_21316, bflo_21317	OFUSG14762.1.p1, OFUSG14796.1.p1
OG0000310	bflo_22698	OFUSG18181.1.p1
OG0000311	bflo_00289, bflo_15637	OFUSG00983.1.p1
OG0000312	bflo_02438, bflo_02608	OFUSG26916.1.p1, OFUSG22955.1.p1
OG0000312	bflo_22345	OFUSG13897.1.p1
OG0000312	bflo_14984	OFUSG02203.1.p1
OG0000313	bflo_07081	OFUSG03227.1.p1
OG0000313	bflo_24346	OFUSG21288.1.p1
OG0000313	bflo_11036	OFUSG18908.1.p1, OFUSG18908.2.p1, OFUSG18908.3.p1
OG0000314	bflo_14662	OFUSG21912.1.p1, OFUSG21912.2.p1, OFUSG06548.1.p1, OFUSG06548.2.p1, OFUSG11704.1.p1
OG0000314	bflo_25178	OFUSG19119.1.p1
OG0000314	bflo_14280, bflo_06129	OFUSG02701.1.p1
OG0000315	bflo_11459	OFUSG06254.1.p1
OG0000316	bflo_26453	OFUSG04602.1.p1
OG0000316	bflo_15463	OFUSG01326.1.p1
OG0000316	bflo_07930	OFUSG10765.1.p1
OG0000316	bflo_06029	OFUSG09113.1.p1
OG0000316	bflo_05786	OFUSG23462.1.p1
OG0000317	bflo_25588	OFUSG16936.1.p1
OG0000319	bflo_00198	OFUSG23476.1.p1, OFUSG23476.2.p1
OG0000321	bflo_25250	OFUSG23367.1.p1
OG0000321	bflo_14252	OFUSG03674.1.p1
OG0000321	bflo_21833	OFUSG26848.1.p1
OG0000321	bflo_24234	OFUSG02412.1.p1
OG0000323	bflo_20633	OFUSG15391.1.p1
OG0000323	bflo_05046	OFUSG25439.1.p1
OG0000323	bflo_06855, bflo_00944	OFUSG12798.1.p1
OG0000325	bflo_12232	OFUSG16297.1.p1, OFUSG16296.1.p1, OFUSG04033.2.p1, OFUSG04033.1.p1
OG0000326	bflo_24771	OFUSG13065.1.p1, OFUSG13065.5.p1, OFUSG13065.3.p1, OFUSG13065.4.p1, OFUSG13065.2.p1
OG0000326	bflo_02499, bflo_17884, bflo_00946, bflo_00937, bflo_00010, bflo_00928, bflo_00963	OFUSG15828.2.p1, OFUSG15828.1.p1, OFUSG08906.2.p1, OFUSG08906.1.p1
OG0000326	bflo_15022	OFUSG03813.1.p1
OG0000327	bflo_09079, bflo_08966, bflo_02571	OFUSG21543.2.p1, OFUSG21543.1.p1, OFUSG21543.4.p1, OFUSG21543.3.p1, OFUSG10440.1.p1, OFUSG18407.1.p1, OFUSG10376.1.p1, OFUSG10892.1.p1
OG0000328	bflo_12807	OFUSG05586.1.p1, OFUSG20539.4.p1, OFUSG20539.1.p1, OFUSG20539.5.p1, OFUSG20539.3.p1, OFUSG20539.2.p1
OG0000329	bflo_02662, bflo_02816	OFUSG24537.2.p1, OFUSG24537.1.p1
OG0000330	bflo_20843	OFUSG20012.1.p1
OG0000331	bflo_09631	OFUSG13133.1.p1
OG0000332	bflo_07974	OFUSG18116.1.p1
OG0000333	bflo_16817	OFUSG19866.1.p1
OG0000333	bflo_06891, bflo_06878, bflo_18858, bflo_18285, bflo_17227, bflo_24303, bflo_23040, bflo_23039, bflo_24521, bflo_24295, bflo_20802, bflo_13850, bflo_21114, bflo_04488, bflo_20977, bflo_04489, bflo_25380, bflo_11612, bflo_11808, bflo_17617, bflo_13700, bflo_19069, bflo_03787	OFUSG25549.1.p1, OFUSG25547.1.p1, OFUSG00944.1.p1, OFUSG00943.1.p1
OG0000338	bflo_20075	OFUSG24006.1.p1
OG0000338	bflo_21195	OFUSG24008.1.p1, OFUSG24008.2.p1, OFUSG24008.3.p1
OG0000338	bflo_13201	OFUSG22814.1.p1
OG0000339	bflo_12910, bflo_12916, bflo_12912, bflo_12913	OFUSG04298.2.p1, OFUSG04298.1.p1, OFUSG05758.1.p1
OG0000339	bflo_20893	OFUSG14716.1.p1
OG0000341	bflo_06684	OFUSG17166.3.p1, OFUSG17166.1.p1, OFUSG17166.2.p1, OFUSG17166.5.p1, OFUSG17166.4.p1
OG0000342	bflo_08578	OFUSG03911.2.p1
OG0000342	bflo_01382, bflo_12255, bflo_22181	OFUSG06211.1.p1
OG0000342	bflo_08366	OFUSG21012.1.p1
OG0000343	bflo_17341	OFUSG01032.2.p1, OFUSG01032.4.p1, OFUSG01032.3.p1, OFUSG01032.1.p1, OFUSG01032.5.p1
OG0000344	bflo_20509	OFUSG15297.1.p1
OG0000344	bflo_03028, bflo_15361, bflo_02989	OFUSG14462.1.p1, OFUSG05760.1.p1, OFUSG14460.1.p1, OFUSG14521.1.p1, OFUSG14521.2.p1
OG0000345	bflo_07289, bflo_07615	OFUSG10856.2.p1, OFUSG10856.1.p1
OG0000345	bflo_10887, bflo_01446	OFUSG17887.1.p1, OFUSG17887.2.p1
OG0000346	bflo_25218	OFUSG26449.3.p1, OFUSG26449.1.p1, OFUSG26449.2.p1, OFUSG26449.4.p1
