Orthogroup	BRAFL	DANRE
OG0000712	bflo_26526, bflo_14133	DANRE20132, DANRE20131, DANRE06778, DANRE06776, DANRE06777, DANRE33734, DANRE33735, DANRE33736, DANRE07797, DANRE07796, DANRE07795, DANRE07798, DANRE16293, DANRE16292, DANRE16291, DANRE16290, DANRE07104, DANRE07105
OG0000713	bflo_21867, bflo_21513, bflo_02677	DANRE37942, DANRE37940, DANRE37941, DANRE37943, DANRE34878, DANRE33352, DANRE24296, DANRE33355, DANRE33351, DANRE33353, DANRE33354
OG0000715	bflo_19456	DANRE10220, DANRE42817, DANRE01949, DANRE01695, DANRE01696, DANRE23041, DANRE10216, DANRE10217, DANRE10218, DANRE10219
OG0000716	bflo_18078	DANRE24425, DANRE24426, DANRE18357
OG0000718	bflo_19048	DANRE42521, DANRE15304, DANRE15307, DANRE15308, DANRE15303, DANRE15306, DANRE15305, DANRE15302, DANRE13827, DANRE09237, DANRE27971
OG0000720	bflo_07282	DANRE00520, DANRE00519, DANRE12730, DANRE12729
OG0000721	bflo_20743	DANRE19921, DANRE33496
OG0000721	bflo_17766	DANRE06311, DANRE33754, DANRE11903, DANRE17612, DANRE17613
OG0000722	bflo_12630, bflo_12642	DANRE10668, DANRE18082, DANRE34445, DANRE06660, DANRE06659, DANRE11168, DANRE11167, DANRE04318, DANRE04319, DANRE38701, DANRE30658, DANRE25692, DANRE25693, DANRE25215
OG0000723	bflo_16835, bflo_07774, bflo_07630, bflo_05135, bflo_22054	DANRE40428, DANRE22819, DANRE21018, DANRE21019, DANRE29419
OG0000725	bflo_16019	DANRE36228, DANRE26924, DANRE26923, DANRE41245, DANRE41244, DANRE34264
OG0000725	bflo_20478	DANRE13190
OG0000726	bflo_19350	DANRE27925, DANRE27926, DANRE27927, DANRE42213, DANRE42212, DANRE42211, DANRE16168, DANRE36569
OG0000730	bflo_18664	DANRE02163, DANRE02164, DANRE42622, DANRE21383
OG0000730	bflo_18663	DANRE26899, DANRE23833, DANRE42527, DANRE02912, DANRE37104
OG0000732	bflo_21787	DANRE20486, DANRE20487, DANRE36244, DANRE36245
OG0000732	bflo_25639	DANRE28676, DANRE28674, DANRE28675, DANRE16727, DANRE36379
OG0000733	bflo_12810	DANRE05680, DANRE17763, DANRE38134, DANRE17606
OG0000733	bflo_07935	DANRE18931, DANRE10693, DANRE18930, DANRE04553, DANRE04552
OG0000734	bflo_15574	DANRE35377, DANRE35376, DANRE35375, DANRE28044, DANRE28043, DANRE28040, DANRE28041, DANRE28039, DANRE28038, DANRE28042, DANRE23533
OG0000735	bflo_01496	DANRE18911, DANRE10653, DANRE10360, DANRE10359, DANRE13894, DANRE10302, DANRE13895, DANRE11358, DANRE11359
OG0000736	bflo_26430	DANRE23449
OG0000736	bflo_00735	DANRE41494, DANRE41495, DANRE35537, DANRE35536, DANRE23899, DANRE27179, DANRE27178
OG0000738	bflo_25128, bflo_24022	DANRE09978
OG0000740	bflo_19201	DANRE40542, DANRE09958, DANRE13643, DANRE21419, DANRE21418
OG0000740	bflo_08713	DANRE03411, DANRE03412, DANRE43134, DANRE40552
OG0000743	bflo_23103	DANRE10003, DANRE10004, DANRE02974, DANRE02975
OG0000743	bflo_23390	DANRE29387, DANRE02979
OG0000744	bflo_07888, bflo_08706, bflo_13928	DANRE27730, DANRE27734, DANRE27731, DANRE27729, DANRE27732, DANRE27733, DANRE37286, DANRE37288, DANRE37287, DANRE37289, DANRE27304, DANRE36882, DANRE36881
OG0000745	bflo_22342	DANRE04783
OG0000746	bflo_16695, bflo_16866, bflo_16868, bflo_16812	DANRE30272, DANRE17199, DANRE17200
OG0000748	bflo_00355	DANRE29232
OG0000749	bflo_11190	DANRE43022, DANRE22234, DANRE22233, DANRE04932, DANRE04931
OG0000750	bflo_11013, bflo_00072, bflo_18053, bflo_18708	DANRE07367
OG0000750	bflo_24245, bflo_13122	DANRE04260, DANRE04261
OG0000751	bflo_19051, bflo_18792	DANRE14353, DANRE14354, DANRE14356, DANRE41712
OG0000751	bflo_08486	DANRE28400, DANRE28399, DANRE21594, DANRE21595, DANRE21593, DANRE21596
OG0000752	bflo_09173	DANRE04759, DANRE04760
OG0000752	bflo_17530	DANRE33350
OG0000752	bflo_25764	DANRE26482, DANRE26483, DANRE16748
OG0000753	bflo_07197	DANRE12159
OG0000753	bflo_21758	DANRE22875, DANRE08092, DANRE08093, DANRE35099
OG0000755	bflo_13054	DANRE27783, DANRE27782, DANRE12837, DANRE12838
OG0000756	bflo_24481, bflo_26484	DANRE17565
OG0000756	bflo_23308, bflo_23505	DANRE11045, DANRE11044, DANRE11040, DANRE11041, DANRE11042, DANRE11043, DANRE17563
OG0000757	bflo_20811	DANRE28939
OG0000757	bflo_18826, bflo_04296	DANRE35703
OG0000758	bflo_01097	DANRE11468, DANRE24018, DANRE24019, DANRE27344, DANRE27343, DANRE27345, DANRE02463, DANRE02464, DANRE18105, DANRE11683, DANRE11685, DANRE11684
OG0000759	bflo_02579, bflo_02659	DANRE23917, DANRE23918, DANRE26676, DANRE23361
OG0000760	bflo_11514	DANRE30936, DANRE30935, DANRE02736, DANRE30934, DANRE30932, DANRE30933, DANRE25704, DANRE25702, DANRE25703, DANRE02738, DANRE02737
OG0000761	bflo_16367	DANRE19286, DANRE19287, DANRE16971, DANRE16972, DANRE16973, DANRE21789
OG0000762	bflo_02491, bflo_02535	DANRE42699, DANRE28185
OG0000763	bflo_06587	DANRE09639, DANRE00567, DANRE00568, DANRE00569, DANRE27052, DANRE27054, DANRE27053, DANRE39891, DANRE39892, DANRE39890
OG0000765	bflo_08626	DANRE28403, DANRE40818, DANRE40819, DANRE40817, DANRE00580, DANRE00579
OG0000766	bflo_05997	DANRE23752, DANRE09934, DANRE20922, DANRE00517, DANRE00514, DANRE00516, DANRE00515
OG0000767	bflo_14537, bflo_17883	DANRE11659, DANRE11660, DANRE11658, DANRE11661, DANRE08379, DANRE10974, DANRE18316, DANRE18317, DANRE18318
OG0000768	bflo_12288	DANRE31068, DANRE31072, DANRE31070, DANRE31069, DANRE31071, DANRE22256, DANRE22257, DANRE22874
OG0000772	bflo_08683	DANRE07203, DANRE15796, DANRE15798, DANRE15797
OG0000772	bflo_13063	DANRE09745, DANRE09746
OG0000774	bflo_25631	DANRE26601, DANRE26600, DANRE26599, DANRE40140
OG0000774	bflo_23899	DANRE17370, DANRE17371
OG0000774	bflo_11567	DANRE39793, DANRE39792
OG0000775	bflo_25667	DANRE10814, DANRE10813
OG0000775	bflo_18209, bflo_17805, bflo_18208, bflo_16771, bflo_00359, bflo_15150	DANRE33689, DANRE33688, DANRE33690, DANRE33691
OG0000777	bflo_23099	DANRE29329, DANRE29328, DANRE36168, DANRE36169
OG0000778	bflo_12322, bflo_00934	DANRE41043, DANRE41041, DANRE41042
OG0000779	bflo_16829	DANRE34815, DANRE34816, DANRE34817
OG0000779	bflo_05592	DANRE22401, DANRE01681, DANRE01682, DANRE23289, DANRE23290, DANRE24330, DANRE24331
OG0000780	bflo_13962	DANRE12112, DANRE12111
OG0000780	bflo_25174	DANRE07895, DANRE07896, DANRE07897
OG0000782	bflo_25636	DANRE34593, DANRE34592, DANRE34595, DANRE34594, DANRE12747, DANRE12748, DANRE38505, DANRE38506
OG0000784	bflo_22377, bflo_22425	DANRE24466, DANRE27100, DANRE27099, DANRE18977, DANRE07597
OG0000784	bflo_26168, bflo_10268, bflo_09560	DANRE22664, DANRE22665
OG0000786	bflo_22842	DANRE18615
OG0000786	bflo_21670	DANRE40366, DANRE02142, DANRE36994, DANRE36995, DANRE36997, DANRE36996, DANRE22438, DANRE40590, DANRE19428, DANRE35094
OG0000787	bflo_08501	DANRE19518, DANRE34015, DANRE19519, DANRE42974, DANRE05326, DANRE05325, DANRE05327, DANRE00057, DANRE33402
OG0000788	bflo_03223	DANRE38685, DANRE38687, DANRE38686, DANRE30771, DANRE30772, DANRE38688
OG0000788	bflo_02988	DANRE40624, DANRE40626, DANRE40623, DANRE40625, DANRE28277, DANRE21678
OG0000789	bflo_09423, bflo_18363, bflo_11778, bflo_18440, bflo_18471	DANRE24601, DANRE33218
OG0000790	bflo_02731, bflo_14990, bflo_14815, bflo_12986, bflo_12988, bflo_13720, bflo_13722, bflo_14546, bflo_14501, bflo_19845, bflo_14720, bflo_14962, bflo_14502, bflo_14719, bflo_14901, bflo_15345, bflo_08027, bflo_05185, bflo_00279, bflo_10977, bflo_07988, bflo_17093, bflo_08059	DANRE21670, DANRE21671, DANRE28284
OG0000791	bflo_18766	DANRE26678, DANRE24509, DANRE24508, DANRE24505, DANRE24506, DANRE35507, DANRE15367, DANRE15368, DANRE41773
OG0000792	bflo_02568	DANRE09524
OG0000792	bflo_20459	DANRE33671, DANRE33670, DANRE01288, DANRE01289, DANRE01287
OG0000793	bflo_06217	DANRE13974, DANRE19092, DANRE39166, DANRE39164, DANRE39165, DANRE25017, DANRE25016, DANRE25015, DANRE21768, DANRE25958, DANRE13450
OG0000795	bflo_15104	DANRE06535
OG0000798	bflo_14240	DANRE29060, DANRE29059, DANRE29061, DANRE03069, DANRE28964, DANRE28965, DANRE28966
OG0000799	bflo_10428	DANRE22127, DANRE22128, DANRE00706, DANRE00705, DANRE39398, DANRE00648, DANRE00645, DANRE00647, DANRE43147, DANRE00646, DANRE15975
OG0000800	bflo_09025	DANRE30113, DANRE30114, DANRE30111, DANRE30112, DANRE30118, DANRE30117, DANRE30119, DANRE12830, DANRE12829, DANRE12803, DANRE25273, DANRE11295
OG0000801	bflo_08310	DANRE39090, DANRE39091, DANRE39092, DANRE25011, DANRE25012, DANRE33247
OG0000802	bflo_25821, bflo_26295	DANRE36485, DANRE28869, DANRE35651, DANRE02087, DANRE30241, DANRE20938, DANRE07777, DANRE17566, DANRE11046, DANRE11047, DANRE26779, DANRE39552, DANRE34339
OG0000803	bflo_00518	DANRE25476, DANRE25477
OG0000805	bflo_23872, bflo_23871, bflo_22595, bflo_22285, bflo_21225, bflo_22287, bflo_14885	DANRE33771, DANRE14573, DANRE08599, DANRE30219, DANRE17673, DANRE20104, DANRE38014, DANRE38013, DANRE24472
OG0000809	bflo_25858	DANRE26639, DANRE26638, DANRE26637, DANRE40060, DANRE40059, DANRE40058, DANRE27835, DANRE27833, DANRE27834, DANRE27836, DANRE21723, DANRE21722, DANRE34758, DANRE01481
OG0000810	bflo_25756	DANRE40004, DANRE40006
OG0000810	bflo_00231	DANRE42578, DANRE10213, DANRE10212, DANRE13584
OG0000811	bflo_16577	DANRE12416
OG0000813	bflo_07088	DANRE04584, DANRE04587, DANRE04586, DANRE04588, DANRE04585
OG0000813	bflo_08447	DANRE00294, DANRE35302
OG0000814	bflo_08334	DANRE12157, DANRE12158
OG0000814	bflo_04758, bflo_16736, bflo_08551	DANRE09168
OG0000815	bflo_05473	DANRE00098
OG0000815	bflo_21696	DANRE41592, DANRE41590, DANRE41591
OG0000815	bflo_02427	DANRE41498, DANRE41497, DANRE41499, DANRE23900, DANRE23901
OG0000816	bflo_18431	DANRE37152, DANRE37153, DANRE05255, DANRE07950, DANRE07951
OG0000816	bflo_07555	DANRE07371, DANRE07372, DANRE05100, DANRE05101
OG0000817	bflo_00856	DANRE01758
OG0000817	bflo_07439	DANRE11205
OG0000817	bflo_18969	DANRE24618, DANRE24619
OG0000818	bflo_23425	DANRE30363, DANRE03542, DANRE30362, DANRE30382, DANRE30381, DANRE30383, DANRE04067, DANRE30364, DANRE04066, DANRE04068, DANRE09086
OG0000819	bflo_10524	DANRE38928
OG0000819	bflo_20956	DANRE07898, DANRE20294
OG0000820	bflo_18733	DANRE23344, DANRE23345
OG0000822	bflo_09872, bflo_09868	DANRE30577
OG0000822	bflo_04733	DANRE38679
OG0000823	bflo_09486	DANRE20768
OG0000824	bflo_13274	DANRE08292, DANRE43285, DANRE20331, DANRE20334, DANRE20330, DANRE20333, DANRE20332, DANRE20337, DANRE20335, DANRE20336, DANRE08291
OG0000825	bflo_15210	DANRE07340, DANRE41557, DANRE41558, DANRE41559, DANRE06476
OG0000825	bflo_08984, bflo_09151, bflo_09150	DANRE22278, DANRE12609
OG0000826	bflo_01977	DANRE17140, DANRE17142, DANRE17141, DANRE17139
OG0000826	bflo_13774	DANRE22286
OG0000827	bflo_18876, bflo_03038, bflo_06200, bflo_05865, bflo_25409	DANRE19411, DANRE34859
OG0000828	bflo_07597	DANRE38353, DANRE39520
OG0000828	bflo_20839	DANRE00140, DANRE00141
OG0000829	bflo_10600, bflo_10308	DANRE13452, DANRE13451, DANRE28324, DANRE20994, DANRE20992, DANRE20993, DANRE39524, DANRE00287, DANRE00288
OG0000829	bflo_10699	DANRE05736, DANRE05737, DANRE00627, DANRE00626, DANRE34022, DANRE06193, DANRE06192, DANRE04909, DANRE04910, DANRE04911
OG0000830	bflo_23192	DANRE29315, DANRE35441, DANRE04025
OG0000830	bflo_13253	DANRE12583, DANRE12584, DANRE38642, DANRE38643
OG0000831	bflo_25792	DANRE26783, DANRE26781, DANRE26782, DANRE26784, DANRE35520, DANRE35516, DANRE35517, DANRE35519, DANRE35518
OG0000831	bflo_18789, bflo_06624	DANRE06325
OG0000832	bflo_00071, bflo_00076	DANRE40062
OG0000833	bflo_25237	DANRE02148, DANRE27648, DANRE27649, DANRE30183, DANRE30182, DANRE30181, DANRE30184, DANRE22222, DANRE22221, DANRE22223, DANRE39989, DANRE39990, DANRE39991, DANRE39987
OG0000834	bflo_02857	DANRE17496, DANRE36534, DANRE36533, DANRE22566, DANRE22567, DANRE17497, DANRE17498, DANRE17499, DANRE42742, DANRE42741, DANRE36011, DANRE36010
OG0000835	bflo_03284	DANRE25485, DANRE25483, DANRE25484, DANRE25486, DANRE39305, DANRE39304, DANRE30989, DANRE12459, DANRE12460, DANRE12456
OG0000836	bflo_07996, bflo_08141, bflo_07459	DANRE38367, DANRE38368, DANRE38370, DANRE38369, DANRE24933, DANRE24934, DANRE24935, DANRE21462, DANRE21461
OG0000837	bflo_00035, bflo_12566	DANRE24017, DANRE05271
OG0000837	bflo_01440, bflo_15081, bflo_01439	DANRE14993, DANRE14992, DANRE14994, DANRE14991, DANRE16122, DANRE05269, DANRE05270, DANRE22660
OG0000838	bflo_09519, bflo_10354	DANRE39874, DANRE20662, DANRE39873, DANRE31334
OG0000838	bflo_20447, bflo_26407, bflo_21734	DANRE29264
OG0000841	bflo_13469	DANRE13645, DANRE13646, DANRE13648, DANRE13647, DANRE13644, DANRE12852, DANRE18521, DANRE01048, DANRE01047
OG0000842	bflo_26481	DANRE21395, DANRE21394, DANRE42073, DANRE42074, DANRE02620, DANRE02619, DANRE00091, DANRE00092, DANRE29911, DANRE29912, DANRE24170, DANRE24168, DANRE28182, DANRE28183
OG0000844	bflo_24153	DANRE22983, DANRE09466, DANRE14008, DANRE14007, DANRE43013, DANRE43012, DANRE26776, DANRE26775, DANRE08927, DANRE08928, DANRE08926
OG0000845	bflo_18108	DANRE02538, DANRE02537, DANRE07165
OG0000847	bflo_21169	DANRE03178, DANRE03177
OG0000847	bflo_20471	DANRE33537, DANRE29369, DANRE29370
OG0000848	bflo_07381	DANRE38510, DANRE12738, DANRE00454, DANRE00457
OG0000849	bflo_02361	DANRE39825, DANRE39325, DANRE12617
OG0000850	bflo_25536	DANRE27632, DANRE21524, DANRE21523, DANRE21522
OG0000850	bflo_08991	DANRE05783, DANRE05782
OG0000851	bflo_14102	DANRE41550, DANRE41551, DANRE41552, DANRE35899, DANRE35901, DANRE35900, DANRE16797, DANRE16796
OG0000852	bflo_13268	DANRE23607, DANRE23608, DANRE15093
OG0000854	bflo_00536, bflo_07303, bflo_07298, bflo_18632, bflo_26078, bflo_07314, bflo_07317, bflo_07311, bflo_07307, bflo_01973, bflo_16247, bflo_16220, bflo_16222, bflo_16356, bflo_11684	DANRE04417, DANRE12580, DANRE12581, DANRE12578, DANRE12579, DANRE12582, DANRE04416, DANRE04420, DANRE04419
OG0000856	bflo_08358	DANRE40421
OG0000857	bflo_03314	DANRE37002, DANRE22445, DANRE25005, DANRE25488, DANRE39308
OG0000858	bflo_10644, bflo_11464	DANRE43035
OG0000858	bflo_11695	DANRE41857
OG0000858	bflo_03553	DANRE41856, DANRE35001
OG0000859	bflo_06258	DANRE14110, DANRE09123, DANRE37658, DANRE34320, DANRE34321, DANRE08617, DANRE21314, DANRE21313, DANRE27682
OG0000860	bflo_15791	DANRE30283, DANRE30281, DANRE30282, DANRE30280, DANRE39844, DANRE39843, DANRE19228, DANRE19229, DANRE19230, DANRE39966, DANRE39967
OG0000861	bflo_20852, bflo_20859, bflo_20860, bflo_21098, bflo_12911, bflo_22390, bflo_22416, bflo_02704, bflo_02426, bflo_06512	DANRE14168, DANRE10478
OG0000863	bflo_10601	DANRE10032, DANRE30849
OG0000866	bflo_04437	DANRE08582, DANRE21424
OG0000868	bflo_17556	DANRE18972, DANRE11567, DANRE11568, DANRE18971, DANRE18970
OG0000869	bflo_24265	DANRE22964, DANRE22963, DANRE22965
OG0000869	bflo_25732	DANRE33411
OG0000870	bflo_17767	DANRE04144, DANRE04145, DANRE28838, DANRE28839
OG0000871	bflo_17545	DANRE07004, DANRE07003
OG0000871	bflo_10176	DANRE21971, DANRE21970, DANRE21972
OG0000872	bflo_03017	DANRE25284, DANRE12354, DANRE25283, DANRE25280, DANRE25282, DANRE25281
OG0000873	bflo_01487	DANRE33652, DANRE21690, DANRE00541, DANRE00542, DANRE21689, DANRE33650, DANRE21688, DANRE33651, DANRE12209
OG0000874	bflo_14069	DANRE15945, DANRE15946, DANRE08525, DANRE00850, DANRE00852, DANRE00851, DANRE15520
OG0000874	bflo_12681	DANRE09159
OG0000875	bflo_01017	DANRE18885, DANRE18882, DANRE28204, DANRE28280, DANRE28203, DANRE28205, DANRE28207, DANRE28206, DANRE28208, DANRE28209
OG0000875	bflo_19415	DANRE35854
OG0000877	bflo_12965, bflo_12968	DANRE41354, DANRE41352, DANRE41353
OG0000878	bflo_03682, bflo_03630	DANRE12359
OG0000878	bflo_02683	DANRE09130, DANRE09132, DANRE09131, DANRE09133, DANRE09129
OG0000879	bflo_21594	DANRE22248, DANRE22249, DANRE33888, DANRE38206
OG0000879	bflo_19083, bflo_24230, bflo_18829, bflo_05186	DANRE23042, DANRE35784
OG0000880	bflo_12495	DANRE36758
OG0000881	bflo_15605	DANRE09222, DANRE13840, DANRE09221
OG0000881	bflo_20101	DANRE34673, DANRE34674, DANRE07926, DANRE07927
OG0000882	bflo_04158	DANRE23952, DANRE23953, DANRE23954, DANRE37050, DANRE37049, DANRE18776, DANRE18775, DANRE18777, DANRE18779, DANRE18778, DANRE18774, DANRE15120, DANRE15121
OG0000883	bflo_07397	DANRE38413, DANRE21589, DANRE21588
OG0000887	bflo_01743	DANRE02237, DANRE22542, DANRE22543
OG0000887	bflo_19302	DANRE24480
OG0000888	bflo_05832	DANRE13975, DANRE09386, DANRE28309
OG0000888	bflo_07374	DANRE33990, DANRE33989
OG0000889	bflo_12593	DANRE17250, DANRE17249
OG0000889	bflo_21142	DANRE29366, DANRE33536, DANRE01110, DANRE07937
OG0000893	bflo_24157, bflo_24156, bflo_22075, bflo_24701, bflo_23931	DANRE40482, DANRE21302, DANRE36979, DANRE25838, DANRE25839, DANRE25837, DANRE25840, DANRE36977
OG0000894	bflo_14750	DANRE16233
OG0000894	bflo_23023	DANRE03636, DANRE03637, DANRE28552, DANRE28558, DANRE28553, DANRE28559, DANRE30057
OG0000895	bflo_06958, bflo_08034	DANRE19033
OG0000895	bflo_05916	DANRE00190, DANRE12883
OG0000896	bflo_13131	DANRE27183
OG0000896	bflo_09970	DANRE18365, DANRE18364, DANRE00892, DANRE00891, DANRE08958, DANRE08959
OG0000897	bflo_11434	DANRE26250, DANRE26251
OG0000897	bflo_11945, bflo_11590, bflo_11740	DANRE36838, DANRE40514, DANRE40513
OG0000898	bflo_12625, bflo_26024	DANRE24566, DANRE26708, DANRE26706, DANRE26707, DANRE28890
OG0000899	bflo_14337	DANRE08949, DANRE33862, DANRE33861, DANRE39281, DANRE06731, DANRE06730, DANRE20516
OG0000904	bflo_13183	DANRE20075, DANRE20074, DANRE06232, DANRE06231, DANRE05115, DANRE05114
OG0000906	bflo_15863	DANRE19263
OG0000907	bflo_25628	DANRE26506, DANRE21488, DANRE21486, DANRE21487
OG0000908	bflo_09711, bflo_09707, bflo_08871	DANRE11316, DANRE40986
OG0000908	bflo_08596	DANRE05335
OG0000909	bflo_18377	DANRE15298, DANRE18633, DANRE18637, DANRE18636, DANRE18635, DANRE18634, DANRE10754, DANRE10755, DANRE43244, DANRE43245, DANRE05844, DANRE05846, DANRE05845
OG0000911	bflo_00891, bflo_00957	DANRE29022, DANRE29023, DANRE03444, DANRE03443
OG0000911	bflo_12997	DANRE03445, DANRE42638, DANRE42637, DANRE36545, DANRE36544, DANRE42639, DANRE42640
OG0000912	bflo_09112	DANRE33561, DANRE22054, DANRE22055, DANRE06461, DANRE15983
OG0000912	bflo_20621	DANRE20310, DANRE20311, DANRE08249, DANRE08250
OG0000913	bflo_14588	DANRE06706, DANRE08772
OG0000914	bflo_10973	DANRE01745
OG0000915	bflo_12273	DANRE23018, DANRE23019, DANRE22768, DANRE22767, DANRE30961, DANRE30962, DANRE36707, DANRE36706, DANRE02290, DANRE12496, DANRE12495
OG0000916	bflo_26245, bflo_16703, bflo_25616, bflo_13633	DANRE15518, DANRE15517, DANRE11240, DANRE11239, DANRE15419, DANRE15412, DANRE15415, DANRE15414, DANRE00150, DANRE15418, DANRE15413, DANRE15411, DANRE43151, DANRE15417, DANRE21535, DANRE21536, DANRE21538, DANRE21537, DANRE21539, DANRE21541, DANRE21545, DANRE21544, DANRE21543, DANRE21542, DANRE21540, DANRE27637, DANRE27638, DANRE27636, DANRE22170, DANRE22169
OG0000921	bflo_15652	DANRE39952
OG0000923	bflo_02952	DANRE03489, DANRE03488, DANRE03490, DANRE42768, DANRE42769, DANRE42770, DANRE42771
OG0000923	bflo_02648	DANRE01688, DANRE01693, DANRE01689, DANRE23040, DANRE42523, DANRE42522, DANRE21430, DANRE01690
OG0000925	bflo_09205	DANRE00252, DANRE00256, DANRE00255, DANRE00250, DANRE00254, DANRE00253, DANRE00251
OG0000925	bflo_22447	DANRE37121, DANRE37119, DANRE42422, DANRE42421, DANRE42420, DANRE37120
OG0000926	bflo_17123	DANRE24620, DANRE24621
OG0000926	bflo_21264	DANRE09184
OG0000927	bflo_22432	DANRE01936, DANRE16153, DANRE16152, DANRE16151, DANRE42910, DANRE33823, DANRE06403, DANRE06402, DANRE00723, DANRE37974, DANRE37973
OG0000928	bflo_05985	DANRE27687, DANRE27688, DANRE21003, DANRE24965, DANRE24966, DANRE39163
OG0000929	bflo_17125	DANRE20492, DANRE38022, DANRE24269, DANRE35282, DANRE35283, DANRE35284, DANRE38021, DANRE38020, DANRE18912, DANRE18914, DANRE18915, DANRE15012, DANRE15013, DANRE15014, DANRE15011
OG0000931	bflo_08954	DANRE11180, DANRE11181
OG0000932	bflo_19999	DANRE39656, DANRE39655, DANRE01028, DANRE01027
OG0000934	bflo_04490	DANRE41926, DANRE41925, DANRE41924, DANRE41923, DANRE17314, DANRE17315
OG0000935	bflo_19247	DANRE20955, DANRE28333, DANRE28334, DANRE12377, DANRE12378, DANRE37563, DANRE37564, DANRE08991, DANRE13968, DANRE13967, DANRE21030, DANRE42779
OG0000938	bflo_16013	DANRE03016, DANRE07253, DANRE07254, DANRE07252, DANRE07251
OG0000938	bflo_25802, bflo_25457, bflo_25455, bflo_25454, bflo_25452, bflo_25458, bflo_25453	DANRE15960, DANRE15529, DANRE15530, DANRE15531
OG0000940	bflo_14573	DANRE00412, DANRE00413
OG0000943	bflo_20510	DANRE40729, DANRE40731, DANRE40730
OG0000944	bflo_14426	DANRE24388, DANRE24387, DANRE01130, DANRE01129, DANRE06809, DANRE06354, DANRE33796, DANRE33797
OG0000945	bflo_13705, bflo_12713	DANRE38573, DANRE38572, DANRE38571
OG0000946	bflo_04391	DANRE38953, DANRE31325
OG0000947	bflo_00205	DANRE35473, DANRE35472, DANRE42151, DANRE42150, DANRE42152, DANRE24883, DANRE24884, DANRE24882, DANRE28260
OG0000947	bflo_00170	DANRE10215, DANRE13579, DANRE42580, DANRE42579
OG0000949	bflo_17563	DANRE19441, DANRE14249, DANRE07012, DANRE15300, DANRE15301, DANRE11410, DANRE11409, DANRE18632, DANRE18631, DANRE18630, DANRE10756
OG0000950	bflo_19953	DANRE33318, DANRE07884, DANRE19560, DANRE19562, DANRE40927, DANRE40926
OG0000951	bflo_05064	DANRE10417, DANRE10418, DANRE10419, DANRE26017, DANRE26018
OG0000951	bflo_27253	DANRE04475, DANRE04476
OG0000952	bflo_14821	DANRE20478, DANRE20479, DANRE19201, DANRE19202
OG0000952	bflo_14818	DANRE06605, DANRE06606, DANRE06604, DANRE19204, DANRE19206, DANRE19205
OG0000953	bflo_22870, bflo_26077, bflo_25794, bflo_25795, bflo_22979	DANRE19601
OG0000953	bflo_24078	DANRE13570, DANRE09947, DANRE02820
OG0000954	bflo_13257	DANRE35837
OG0000954	bflo_23747	DANRE29087
OG0000955	bflo_25651	DANRE16947, DANRE34598
OG0000955	bflo_06523	DANRE12313
OG0000955	bflo_14322	DANRE06010
OG0000957	bflo_03309	DANRE20983, DANRE20984, DANRE34585, DANRE34586
OG0000958	bflo_03727, bflo_03728, bflo_03019, bflo_04824, bflo_03729, bflo_01686, bflo_03214	DANRE02719, DANRE30931
OG0000960	bflo_12512	DANRE38907, DANRE38906, DANRE38905, DANRE12544, DANRE12542, DANRE12541, DANRE12543, DANRE36890
OG0000963	bflo_07262	DANRE21554, DANRE21556, DANRE28340, DANRE21555
OG0000963	bflo_03565	DANRE40847, DANRE23590
OG0000965	bflo_08576	DANRE07376
OG0000965	bflo_13018	DANRE37868
OG0000966	bflo_20263	DANRE07644, DANRE07643, DANRE19847, DANRE40850, DANRE40851, DANRE01429, DANRE01426, DANRE01428, DANRE01427, DANRE01430
OG0000967	bflo_04354	DANRE00803
OG0000967	bflo_07239	DANRE03536, DANRE03535, DANRE11311, DANRE11310, DANRE11308, DANRE11309
OG0000968	bflo_20978	DANRE38451, DANRE38450, DANRE30677, DANRE26106
OG0000969	bflo_04468, bflo_19187, bflo_18840, bflo_18841, bflo_21704, bflo_19041, bflo_18838, bflo_04477, bflo_06432, bflo_19042, bflo_19037, bflo_21707, bflo_21697, bflo_24882, bflo_18839	DANRE09864
OG0000970	bflo_20773	DANRE33493, DANRE19214
OG0000971	bflo_02635	DANRE41504
OG0000972	bflo_20769, bflo_20771, bflo_20770, bflo_25828	DANRE40936, DANRE40935, DANRE40933, DANRE40932
OG0000972	bflo_08143	DANRE33608, DANRE33609, DANRE33606, DANRE33607, DANRE33610
OG0000973	bflo_16704, bflo_16388, bflo_16373, bflo_16375, bflo_16376, bflo_16391, bflo_16380, bflo_16361, bflo_16379, bflo_16384, bflo_16707	DANRE14561, DANRE14560, DANRE14559
OG0000974	bflo_01162, bflo_20847	DANRE20581
OG0000975	bflo_26488, bflo_00432, bflo_25264, bflo_24020, bflo_24018, bflo_24129, bflo_25116, bflo_25100, bflo_24258, bflo_25136, bflo_25048, bflo_23977, bflo_24917, bflo_24259, bflo_24015, bflo_24016, bflo_24017, bflo_24011, bflo_24012, bflo_23927, bflo_25043, bflo_24249, bflo_25131, bflo_24953, bflo_24050, bflo_24241, bflo_23950, bflo_24253, bflo_23999, bflo_17932, bflo_24013, bflo_25018, bflo_24007, bflo_24009, bflo_26489	DANRE40667
OG0000976	bflo_21693, bflo_22585, bflo_21856, bflo_21904, bflo_22532	DANRE16182, DANRE41328, DANRE41326
OG0000977	bflo_12600	DANRE10962, DANRE10960, DANRE10961, DANRE10958, DANRE10959
