Orthogroup	BRAFL	DROME
OG0000562	bflo_01967	DROME02768, DROME02766, DROME02765, DROME02767, DROME02764
OG0000562	bflo_12589, bflo_27046	DROME21192
OG0000564	bflo_12710	DROME15769
OG0000566	bflo_08449	DROME04343, DROME04344, DROME04345
OG0000567	bflo_12141, bflo_11905, bflo_09047, bflo_06558, bflo_10797, bflo_12747, bflo_00564	DROME15246, DROME04098, DROME04097, DROME15019
OG0000572	bflo_05895	DROME13193, DROME13191, DROME13190, DROME13192
OG0000573	bflo_24510	DROME20963
OG0000573	bflo_06124	DROME19690
OG0000574	bflo_23185	DROME20472
OG0000574	bflo_23738	DROME13727
OG0000574	bflo_15787	DROME20471
OG0000575	bflo_22268	DROME03938
OG0000576	bflo_00644	DROME12649, DROME12657, DROME12653, DROME12651, DROME12650, DROME12655, DROME12654, DROME12648, DROME12652, DROME12656
OG0000579	bflo_12221	DROME18276, DROME18279, DROME18282, DROME18281, DROME18280, DROME18278, DROME18277
OG0000580	bflo_01833	DROME05049, DROME05053, DROME05052, DROME05051, DROME05054, DROME05047, DROME05050, DROME05048, DROME05055
OG0000581	bflo_13400	DROME04316
OG0000581	bflo_15589	DROME12403
OG0000582	bflo_16708	DROME21391, DROME21390, DROME21388, DROME21389, DROME21385, DROME21387, DROME21386, DROME21392, DROME21393
OG0000584	bflo_25906, bflo_25368, bflo_25269	DROME06387, DROME06386
OG0000585	bflo_12167	DROME07476
OG0000586	bflo_03607	DROME05946, DROME05945, DROME05947, DROME05948
OG0000587	bflo_22172	DROME16670, DROME16671, DROME16672
OG0000587	bflo_21539	DROME16137
OG0000588	bflo_25659	DROME00241, DROME00240, DROME20059, DROME09587
OG0000589	bflo_16480, bflo_24537	DROME21469, DROME21464, DROME21466, DROME21463, DROME21468, DROME21471, DROME21470, DROME21465, DROME21467
OG0000590	bflo_02465	DROME00417
OG0000591	bflo_23823, bflo_04558	DROME20132, DROME20133, DROME20134
OG0000591	bflo_21592, bflo_22417	DROME02758
OG0000592	bflo_18254, bflo_09136	DROME19640
OG0000593	bflo_23756	DROME07365, DROME07366
OG0000594	bflo_12010, bflo_04803, bflo_12009, bflo_11236	DROME15095, DROME15096, DROME15094
OG0000597	bflo_20762, bflo_20033	DROME04131, DROME04129, DROME04130
OG0000600	bflo_17807, bflo_17336	DROME15794, DROME15792, DROME15791, DROME15789, DROME15786, DROME15790, DROME15788, DROME15787, DROME15793, DROME15795, DROME15797, DROME15796
OG0000601	bflo_23194, bflo_02476, bflo_02479	DROME21591, DROME21589, DROME21590
OG0000602	bflo_21292	DROME10244
OG0000603	bflo_04842	DROME16375, DROME16373, DROME16372, DROME16376, DROME16374
OG0000604	bflo_14466	DROME04675, DROME04678, DROME04673, DROME04681, DROME04677, DROME04672, DROME04674, DROME04680, DROME04676, DROME04679
OG0000607	bflo_03955	DROME11536, DROME11535, DROME11529, DROME11531, DROME11530, DROME11526, DROME11524, DROME11534, DROME11525, DROME11533, DROME11528, DROME11532, DROME11527
OG0000610	bflo_06848	DROME02040, DROME02039, DROME02041
OG0000611	bflo_14598	DROME19843, DROME19842, DROME19846, DROME19847, DROME19844, DROME19845, DROME19841
OG0000611	bflo_13769	DROME01553, DROME01552, DROME01554
OG0000612	bflo_10795, bflo_08808	DROME04304
OG0000612	bflo_13076	DROME00841
OG0000613	bflo_01058	DROME11661, DROME11657, DROME11660, DROME11656, DROME11658, DROME11659
OG0000614	bflo_05248, bflo_12534, bflo_23560	DROME20120, DROME20121, DROME20122, DROME20119
OG0000615	bflo_21223	DROME09018, DROME09015, DROME09017, DROME09016, DROME09014, DROME09019
OG0000616	bflo_16048	DROME06628, DROME06631, DROME06630, DROME06629
OG0000617	bflo_05006	DROME17414
OG0000622	bflo_00412, bflo_01190, bflo_25028, bflo_06144, bflo_12002, bflo_11520, bflo_09638, bflo_19540, bflo_17231, bflo_24423, bflo_02582	DROME02917
OG0000623	bflo_05993	DROME13642
OG0000623	bflo_18608, bflo_22702	DROME13267, DROME13269, DROME13273, DROME13272, DROME13270, DROME13271, DROME13268, DROME13266, DROME19458, DROME19644, DROME09777, DROME09776
OG0000624	bflo_18705	DROME05635, DROME05636, DROME05638, DROME05634, DROME05639, DROME05637, DROME08947, DROME08946, DROME08945
OG0000625	bflo_13602	DROME07819, DROME00264, DROME00265, DROME00249
OG0000628	bflo_04338	DROME13958
OG0000628	bflo_04756	DROME17423
OG0000635	bflo_02736, bflo_02604, bflo_11708	DROME14325, DROME14327, DROME14326
OG0000635	bflo_20645, bflo_04428	DROME10346, DROME10345, DROME09950, DROME20244, DROME20945, DROME11733, DROME11732, DROME11731
OG0000635	bflo_25135, bflo_22251	DROME04651, DROME04649, DROME04652
OG0000636	bflo_10717, bflo_05158	DROME13985, DROME13986, DROME13982, DROME13979, DROME13976, DROME13972, DROME13974, DROME13975, DROME13973, DROME13981, DROME13984, DROME13980, DROME13983
OG0000639	bflo_00204	DROME11868, DROME11860, DROME11862, DROME11861, DROME11863, DROME11866, DROME11867, DROME11864, DROME11865
OG0000639	bflo_13390	DROME00355
OG0000643	bflo_25724, bflo_20210	DROME03064, DROME03054, DROME03067, DROME03065, DROME03063, DROME03061, DROME03066, DROME03062, DROME03060, DROME03059, DROME03058, DROME03057, DROME03056, DROME03055
OG0000645	bflo_08017	DROME14720
OG0000646	bflo_24088	DROME18383, DROME18382, DROME18385, DROME18384
OG0000646	bflo_12788	DROME20633, DROME20634, DROME20635
OG0000647	bflo_10183	DROME13736
OG0000648	bflo_12702, bflo_12700	DROME08636
OG0000649	bflo_02204	DROME21601
OG0000649	bflo_23734	DROME08643, DROME00503
OG0000650	bflo_07845, bflo_02924	DROME12896, DROME12897, DROME12895
OG0000651	bflo_00909	DROME04446, DROME04444, DROME04448, DROME04445, DROME04443, DROME04449, DROME04447
OG0000652	bflo_12260	DROME15382, DROME15380, DROME15381, DROME15386, DROME15385, DROME15379, DROME15384, DROME15383
OG0000654	bflo_02577	DROME02198, DROME02200, DROME02201, DROME02196, DROME02197, DROME02204, DROME02203, DROME02199, DROME02202
OG0000657	bflo_05123, bflo_08313, bflo_05126	DROME04361
OG0000660	bflo_04466	DROME08489
OG0000660	bflo_18320	DROME17870
OG0000662	bflo_09255	DROME13127, DROME03101, DROME20426
OG0000662	bflo_23849	DROME18061
OG0000663	bflo_00888, bflo_23628, bflo_06338, bflo_09350, bflo_14827, bflo_17699, bflo_17700, bflo_26019, bflo_04171, bflo_19376, bflo_07527, bflo_18187, bflo_21305, bflo_20187, bflo_21950, bflo_22513, bflo_05465, bflo_05466, bflo_00037, bflo_15313, bflo_20650, bflo_04957, bflo_04955	DROME05436
OG0000666	bflo_11545	DROME12576, DROME12575
OG0000670	bflo_21701	DROME01272, DROME01274, DROME01273, DROME03671, DROME03670
OG0000671	bflo_02768, bflo_02771, bflo_02770	DROME17183
OG0000672	bflo_21591	DROME01096, DROME01095
OG0000672	bflo_18607	DROME13682
OG0000674	bflo_03109	DROME13823
OG0000674	bflo_09819	DROME12190
OG0000676	bflo_01208	DROME07205
OG0000676	bflo_21661	DROME15377
OG0000680	bflo_06524, bflo_11051, bflo_11738	DROME15155, DROME20131
OG0000681	bflo_15452	DROME11874, DROME11876, DROME11877, DROME11875
OG0000682	bflo_10546	DROME07174, DROME07172, DROME07169, DROME07171, DROME07170, DROME07173, DROME07175
OG0000683	bflo_08553	DROME11493, DROME11492
OG0000683	bflo_25223	DROME01831
OG0000684	bflo_13113	DROME01544, DROME01547, DROME01543, DROME01550, DROME01548, DROME01541, DROME01546, DROME01542, DROME01545, DROME01549, DROME12862
OG0000685	bflo_08805	DROME01255, DROME01256, DROME01253, DROME01254
OG0000690	bflo_00919	DROME09460
OG0000690	bflo_25725	DROME13136
OG0000692	bflo_25652	DROME13871, DROME13870
OG0000693	bflo_24457	DROME01415, DROME01416, DROME01417, DROME01418
OG0000694	bflo_16417	DROME18910
OG0000696	bflo_01530	DROME04806, DROME04805, DROME04807, DROME04804, DROME04808
OG0000701	bflo_10548	DROME19925, DROME19926, DROME06204, DROME17248
OG0000702	bflo_12229	DROME02010
OG0000703	bflo_07565	DROME18602, DROME10089, DROME09744, DROME10003, DROME10370, DROME10371, DROME17633
OG0000708	bflo_25666	DROME21751, DROME21752
OG0000708	bflo_11530	DROME18239
OG0000710	bflo_13156	DROME03605, DROME03612, DROME03607, DROME03615, DROME03608, DROME03610, DROME03609, DROME03614, DROME03606, DROME03613, DROME03611
OG0000711	bflo_03574, bflo_02975	DROME08678
OG0000711	bflo_04395	DROME09749, DROME09750
OG0000712	bflo_26526, bflo_14133	DROME20363, DROME20365, DROME20364, DROME20366, DROME20367, DROME12698, DROME12699, DROME12697
OG0000713	bflo_21867, bflo_21513, bflo_02677	DROME14995
OG0000715	bflo_19456	DROME09525, DROME09528, DROME09523, DROME09527, DROME09526, DROME09524
OG0000717	bflo_16636	DROME21009
OG0000720	bflo_07779, bflo_07282	DROME08828
OG0000721	bflo_20743	DROME21732
OG0000722	bflo_12630, bflo_12642	DROME08261, DROME08260
OG0000725	bflo_16019	DROME01937
OG0000726	bflo_19350	DROME21495, DROME21494, DROME21492, DROME21493
OG0000730	bflo_18664	DROME18332
OG0000730	bflo_25897	DROME00495
OG0000730	bflo_18663	DROME18387
OG0000732	bflo_21787	DROME00208, DROME00209
OG0000732	bflo_25639	DROME15061
OG0000733	bflo_12810	DROME17454
OG0000733	bflo_07935	DROME15558, DROME15560, DROME15556, DROME15557, DROME15561, DROME15562, DROME15564, DROME15563, DROME15559
OG0000734	bflo_15574	DROME17455
OG0000735	bflo_01496	DROME13083, DROME13084, DROME13089, DROME13086, DROME13097, DROME13098, DROME13085, DROME13100, DROME13096, DROME13092, DROME13101, DROME13102, DROME13090, DROME13099, DROME13091, DROME13095, DROME13087, DROME13094, DROME13088, DROME13093
OG0000736	bflo_26430	DROME02615, DROME02614
OG0000736	bflo_00735	DROME09313
OG0000737	bflo_09049	DROME16700, DROME16699, DROME17539, DROME17538, DROME17537, DROME17535, DROME17536, DROME17534, DROME17533
OG0000740	bflo_19201	DROME19981
OG0000740	bflo_18191	DROME17246
OG0000740	bflo_08713	DROME13667
OG0000744	bflo_07888, bflo_08706, bflo_13928	DROME09899
OG0000745	bflo_22342	DROME04604, DROME04605, DROME04603, DROME04602, DROME04600, DROME04601, DROME04599, DROME04598, DROME04596, DROME04597, DROME02290, DROME02291
OG0000749	bflo_11190	DROME10988, DROME10987
OG0000751	bflo_19051, bflo_18792	DROME06060, DROME06059, DROME06061, DROME06062
OG0000752	bflo_09173	DROME15461
OG0000752	bflo_17530	DROME09086
OG0000752	bflo_25764	DROME20521, DROME11363
OG0000753	bflo_07197	DROME16114, DROME16113
OG0000753	bflo_21758	DROME22017, DROME22016, DROME22019, DROME22018, DROME22021
OG0000755	bflo_13054	DROME04400, DROME04398, DROME04396, DROME04397, DROME04399
OG0000757	bflo_14431	DROME01317
OG0000757	bflo_20811	DROME07057
OG0000758	bflo_01097	DROME04523, DROME04522, DROME04521
OG0000759	bflo_02579, bflo_02659	DROME03914, DROME03913, DROME01209, DROME01208
OG0000761	bflo_16367	DROME04780, DROME04784, DROME04782, DROME04781, DROME04785, DROME04783
OG0000762	bflo_02491, bflo_02535	DROME02274, DROME02276, DROME02279, DROME02278, DROME02272, DROME02275, DROME02277, DROME02273
OG0000763	bflo_06587	DROME19244, DROME19245, DROME19240, DROME19243, DROME19242, DROME19241, DROME19239, DROME19232, DROME19237, DROME19234, DROME19238, DROME19233, DROME19236, DROME19235
OG0000765	bflo_08626	DROME04789, DROME04788
OG0000766	bflo_05997	DROME06054, DROME06055, DROME01015
OG0000767	bflo_14537, bflo_17883	DROME14005, DROME12823, DROME12824
OG0000772	bflo_08683	DROME13216
OG0000772	bflo_02996, bflo_06062, bflo_13063	DROME03561, DROME03562, DROME03559, DROME03560, DROME03558, DROME03563
OG0000774	bflo_11567	DROME18935, DROME18934
OG0000775	bflo_25667, bflo_18209, bflo_17805, bflo_18208, bflo_16771, bflo_00359, bflo_15150	DROME05200
OG0000776	bflo_09243, bflo_19338, bflo_21158, bflo_19331, bflo_19332	DROME20100, DROME20102, DROME20101
OG0000777	bflo_23099	DROME05836
OG0000779	bflo_16829	DROME13622
OG0000779	bflo_05592	DROME20961
OG0000780	bflo_13962, bflo_02364, bflo_25174	DROME16908
OG0000782	bflo_25636	DROME04768, DROME04767, DROME04769, DROME04770, DROME04778, DROME04776, DROME04766, DROME04773, DROME04772, DROME04765, DROME04775, DROME04771, DROME04774, DROME04777
OG0000784	bflo_26168, bflo_10268, bflo_09560	DROME16135
OG0000787	bflo_08501	DROME06230
OG0000788	bflo_03223	DROME11403
OG0000791	bflo_18766	DROME16118, DROME16117, DROME16116, DROME16119, DROME16121, DROME16120
OG0000792	bflo_20459	DROME20865
OG0000793	bflo_06217	DROME20859, DROME20860
OG0000794	bflo_20321, bflo_27324	DROME04329, DROME04334, DROME04330, DROME04337, DROME04333, DROME04335, DROME04336, DROME04331, DROME04332
OG0000795	bflo_15104	DROME09200
OG0000796	bflo_21654	DROME18203
OG0000798	bflo_14240	DROME10020, DROME10018, DROME10014, DROME10015, DROME10021, DROME10016, DROME10019, DROME10022, DROME10017, DROME10013
OG0000799	bflo_10428	DROME17162
OG0000800	bflo_09025	DROME19714
OG0000801	bflo_08310	DROME05596, DROME05595, DROME05594
OG0000803	bflo_09447	DROME06528, DROME04971, DROME16667, DROME08404, DROME08406, DROME08405, DROME06525, DROME06526, DROME15315, DROME15314, DROME15313, DROME14537, DROME01677, DROME14535, DROME14536, DROME17631, DROME09542, DROME09543, DROME19328, DROME18830, DROME15873
OG0000809	bflo_25858	DROME15572, DROME15573
OG0000810	bflo_25756	DROME04963, DROME04962, DROME04964
OG0000810	bflo_00231	DROME08670
OG0000813	bflo_07088, bflo_08447	DROME18040, DROME18039
OG0000814	bflo_08334	DROME05066, DROME05065
OG0000815	bflo_02427	DROME01377, DROME01376
OG0000816	bflo_18431	DROME03072, DROME03071, DROME03076, DROME03075
OG0000817	bflo_00856	DROME16006
OG0000817	bflo_07439	DROME02008
OG0000817	bflo_18969	DROME06292
OG0000818	bflo_23425	DROME03806, DROME03805
OG0000819	bflo_10524	DROME19692
OG0000819	bflo_20956	DROME00768, DROME00769
OG0000820	bflo_18733	DROME04117, DROME04116, DROME04115
OG0000822	bflo_03526, bflo_03719, bflo_03555, bflo_03528	DROME01380
OG0000825	bflo_15210	DROME11281
OG0000826	bflo_01977, bflo_13774	DROME12091
OG0000827	bflo_03359	DROME19293, DROME19294, DROME19292
OG0000827	bflo_05865	DROME17067
OG0000828	bflo_07597	DROME20305
OG0000828	bflo_20839	DROME19137
OG0000829	bflo_10600, bflo_10308, bflo_10699	DROME18116, DROME07642
OG0000833	bflo_25237	DROME00525, DROME00524, DROME00526, DROME20451, DROME20452, DROME18499, DROME18498
OG0000834	bflo_02857	DROME13922
OG0000836	bflo_07996, bflo_08141, bflo_07459	DROME02582, DROME02579, DROME02580, DROME02581
OG0000837	bflo_01440, bflo_15081, bflo_01439	DROME05419, DROME18149
OG0000841	bflo_13469	DROME06878, DROME06876, DROME06877, DROME06879
OG0000842	bflo_26481	DROME10888, DROME10889
OG0000844	bflo_24153	DROME14407, DROME14403, DROME14406, DROME14408, DROME14404, DROME14409
OG0000847	bflo_21169	DROME16726
OG0000847	bflo_20471	DROME03898, DROME03895, DROME03896, DROME03897
OG0000848	bflo_07381	DROME19683
OG0000849	bflo_02361, bflo_19468	DROME20644, DROME20643, DROME20641, DROME20642, DROME20640, DROME20638, DROME20637, DROME20639
OG0000850	bflo_25536	DROME12440, DROME20308
OG0000850	bflo_08991	DROME12322
OG0000851	bflo_14102	DROME20685, DROME20686
OG0000852	bflo_13268	DROME08938, DROME08937
OG0000853	bflo_26522	DROME21372, DROME21371, DROME21369, DROME21373, DROME21370
OG0000855	bflo_04775, bflo_04776, bflo_16604, bflo_04853, bflo_16597	DROME19819, DROME20290, DROME16140, DROME01127, DROME11147, DROME22053, DROME22054, DROME22052, DROME20174, DROME16331
OG0000857	bflo_03314	DROME20946, DROME20950, DROME20948, DROME20947, DROME20949, DROME20951
OG0000858	bflo_03553	DROME07517, DROME07518
OG0000859	bflo_06258	DROME03370, DROME03371
OG0000860	bflo_15791	DROME09397, DROME09396, DROME09404, DROME09403, DROME09399, DROME09402, DROME09401, DROME09400, DROME09405, DROME09398
OG0000863	bflo_25024	DROME11655, DROME11652, DROME11654, DROME11653, DROME11650, DROME11651
OG0000867	bflo_05717, bflo_04369	DROME14166, DROME16640, DROME16641, DROME14164, DROME14165, DROME14167, DROME14088
OG0000869	bflo_25732	DROME06391
OG0000870	bflo_17767	DROME20283
OG0000871	bflo_17545	DROME14585
OG0000871	bflo_10176	DROME03028
OG0000872	bflo_03017	DROME09696, DROME09697, DROME09695
OG0000873	bflo_01487	DROME18351, DROME18349, DROME18350, DROME18353, DROME18354, DROME18352
OG0000874	bflo_14069, bflo_12681	DROME04338
OG0000875	bflo_19415	DROME06587
OG0000876	bflo_02085	DROME08528, DROME08526, DROME08524, DROME08527, DROME08525
OG0000878	bflo_03682, bflo_03630, bflo_02683	DROME07549
OG0000879	bflo_21594, bflo_19083, bflo_24230, bflo_18829, bflo_05186	DROME00001, DROME21621, DROME11009
OG0000881	bflo_15605	DROME06288, DROME06289
OG0000881	bflo_20101	DROME20749, DROME20746, DROME20750, DROME20748, DROME20747, DROME20751, DROME20752, DROME20753
OG0000888	bflo_05832	DROME13818
OG0000888	bflo_07374	DROME15657
OG0000889	bflo_12593	DROME20531, DROME20532
OG0000889	bflo_21142	DROME20008
OG0000894	bflo_14750	DROME01898, DROME01895, DROME01896, DROME01894, DROME01897
OG0000894	bflo_23023	DROME08778, DROME08777
OG0000896	bflo_09970	DROME07637, DROME07636
OG0000897	bflo_11434	DROME09205, DROME09206
OG0000904	bflo_13183	DROME14411, DROME14410
OG0000905	bflo_26708, bflo_03252	DROME11749
OG0000906	bflo_15863, bflo_17920, bflo_19022, bflo_17827, bflo_21444, bflo_27497, bflo_27265, bflo_19554	DROME09411
OG0000907	bflo_25628	DROME01472, DROME01473, DROME01474, DROME01471
OG0000908	bflo_08871	DROME05842, DROME05841
OG0000908	bflo_08596	DROME15683
OG0000908	bflo_08131	DROME16604
OG0000909	bflo_18377	DROME21889, DROME21890, DROME21873, DROME21876, DROME21877, DROME21875
OG0000911	bflo_12997	DROME15954, DROME15951, DROME15953, DROME15956, DROME15955, DROME15952, DROME15957
OG0000913	bflo_14588	DROME01636, DROME01633, DROME01634, DROME01635, DROME10634, DROME10638, DROME10637, DROME10636, DROME10635, DROME10633, DROME05629, DROME10407, DROME10406, DROME08899, DROME10631, DROME10640, DROME10639, DROME21277, DROME21276, DROME21275
OG0000914	bflo_10973	DROME06233, DROME06234, DROME06235
OG0000921	bflo_15652	DROME21958
OG0000923	bflo_02952	DROME19914
OG0000923	bflo_02648	DROME04554, DROME04553
OG0000925	bflo_09205	DROME02762, DROME02761
OG0000925	bflo_22447	DROME13733, DROME13734
OG0000926	bflo_09210	DROME13962, DROME13964, DROME13963, DROME13961
OG0000927	bflo_22432, bflo_21351, bflo_22530, bflo_21352, bflo_21241, bflo_05122, bflo_21387, bflo_22124, bflo_22069	DROME15912, DROME15911, DROME13544, DROME01290
OG0000929	bflo_17125	DROME02144, DROME02147, DROME02145, DROME02146, DROME02148, DROME02143
OG0000931	bflo_08954	DROME06107, DROME06103, DROME06106, DROME06105, DROME06104
OG0000933	bflo_21958	DROME00363
OG0000934	bflo_04490	DROME18021
OG0000935	bflo_19247	DROME19387
OG0000944	bflo_14426	DROME05002, DROME05004, DROME05003, DROME05001, DROME05005, DROME04999, DROME05000
OG0000945	bflo_13705, bflo_12713	DROME11635, DROME10522
OG0000946	bflo_04391	DROME18472, DROME18473, DROME18474, DROME18476
OG0000947	bflo_00205	DROME14910, DROME14909
OG0000949	bflo_17563	DROME20631
OG0000950	bflo_19953	DROME15080, DROME15081, DROME15075, DROME15077, DROME15078, DROME15076, DROME15082, DROME15083, DROME15079
OG0000953	bflo_22870, bflo_26077, bflo_25794, bflo_25795, bflo_22979, bflo_24078, bflo_00708	DROME12838, DROME10330
OG0000954	bflo_23747	DROME12405, DROME12406, DROME12407
OG0000955	bflo_25651	DROME04991, DROME04992, DROME04993, DROME04990
OG0000955	bflo_06523	DROME02414
OG0000957	bflo_03309	DROME11550, DROME11548, DROME11549
OG0000958	bflo_03727, bflo_03728, bflo_03019, bflo_04824, bflo_03729, bflo_01686, bflo_03214	DROME14600, DROME14604, DROME14602, DROME14603, DROME14601, DROME14605, DROME10611, DROME10609, DROME10610, DROME10608, DROME12027
OG0000960	bflo_12512	DROME04151, DROME04150, DROME04154, DROME04153, DROME04158, DROME04156, DROME04161, DROME04149, DROME04152, DROME04155, DROME04157, DROME04160, DROME04159
OG0000963	bflo_07262, bflo_03565	DROME09182, DROME09184, DROME09183, DROME07082
OG0000965	bflo_08576	DROME10303
OG0000965	bflo_13018	DROME10622
OG0000967	bflo_07239	DROME01950, DROME01951, DROME01952
OG0000969	bflo_04468, bflo_19187, bflo_18840, bflo_18841, bflo_21704, bflo_19041, bflo_18838, bflo_04477, bflo_06432, bflo_19042, bflo_19037, bflo_21707, bflo_21697, bflo_24882, bflo_18839	DROME17496
OG0000972	bflo_08143	DROME12808, DROME12809
OG0000974	bflo_15538, bflo_16572, bflo_01162, bflo_20847	DROME20587, DROME20537, DROME20538
OG0000976	bflo_21557	DROME15676
OG0000979	bflo_08836, bflo_13441, bflo_13442, bflo_13947, bflo_19019, bflo_13644, bflo_12775, bflo_13329, bflo_13369	DROME10162, DROME10163, DROME10160, DROME10161, DROME10164
OG0000982	bflo_07681	DROME07397, DROME07866, DROME07869, DROME07868, DROME07870, DROME07867
OG0000984	bflo_06233, bflo_15006, bflo_15679	DROME12019, DROME07638
OG0000985	bflo_07499	DROME16403, DROME16400, DROME16401, DROME16404, DROME16402
OG0000987	bflo_02033	DROME05032, DROME05034, DROME05033, DROME05035, DROME05036
OG0000988	bflo_15623	DROME19158
OG0000992	bflo_22932, bflo_09287	DROME02382, DROME02383
OG0000994	bflo_01641	DROME20689
OG0000994	bflo_10212	DROME05396
OG0000997	bflo_15516	DROME21618, DROME00173
OG0000999	bflo_20871, bflo_03341	DROME05157, DROME05156
OG0001000	bflo_17958, bflo_27228	DROME14938, DROME14943, DROME14945, DROME14944, DROME14942, DROME14939, DROME14940, DROME14941
OG0001003	bflo_20878	DROME20428, DROME20429
OG0001004	bflo_26280	DROME18265, DROME18264
OG0001005	bflo_10085	DROME16898
OG0001006	bflo_04350	DROME12303
OG0001008	bflo_03203	DROME03430, DROME03431, DROME03434, DROME03433, DROME03432, DROME03436, DROME03435, DROME03437, DROME03438
OG0001013	bflo_23910, bflo_22623, bflo_23653, bflo_22743, bflo_23440	DROME18675, DROME18672, DROME18676, DROME18674, DROME18673
OG0001015	bflo_23858	DROME02246, DROME04125
OG0001016	bflo_19435	DROME03793
OG0001016	bflo_00910	DROME04453
OG0001017	bflo_00667	DROME18747, DROME18746
OG0001018	bflo_17983, bflo_02467, bflo_02601, bflo_13307, bflo_24232	DROME08789
OG0001018	bflo_23920	DROME19524
OG0001022	bflo_21941	DROME02393, DROME02395, DROME02392, DROME02397, DROME02396, DROME02398, DROME02391, DROME02394, DROME02390
OG0001023	bflo_03026	DROME07472, DROME07471
OG0001024	bflo_04903	DROME14925
OG0001027	bflo_13760, bflo_23209, bflo_04293, bflo_23208	DROME20791, DROME20790, DROME20789, DROME21920, DROME21919
OG0001028	bflo_25597	DROME17206, DROME17210, DROME17209, DROME17205, DROME17207, DROME17208
OG0001029	bflo_13219	DROME08324
OG0001030	bflo_05907	DROME15420, DROME15421, DROME15419
OG0001031	bflo_07447	DROME02372
OG0001032	bflo_16280	DROME10930, DROME10931, DROME10932
OG0001033	bflo_08146	DROME16359
OG0001033	bflo_20841	DROME01958
OG0001034	bflo_18588	DROME18698, DROME18697, DROME18692, DROME18699, DROME18696, DROME18690, DROME18691, DROME18695, DROME18700, DROME18694, DROME18693
OG0001036	bflo_01100	DROME21959
OG0001038	bflo_10779	DROME06346, DROME06343, DROME06345, DROME06344
OG0001039	bflo_08311	DROME19717, DROME19715, DROME19716, DROME12713
OG0001042	bflo_11460, bflo_27000	DROME12465, DROME12464, DROME12463, DROME12462
OG0001046	bflo_23288	DROME05889
OG0001049	bflo_24363	DROME15991
OG0001050	bflo_23753, bflo_21612	DROME09499, DROME09500
OG0001052	bflo_08592	DROME00663, DROME00661, DROME00662
OG0001052	bflo_07579, bflo_08590	DROME00167, DROME01922
OG0001053	bflo_19733, bflo_08662	DROME11830
OG0001056	bflo_13893, bflo_17997, bflo_18003, bflo_18327, bflo_17999, bflo_17717, bflo_22012, bflo_22005, bflo_24389, bflo_24431, bflo_01319, bflo_01670	DROME10790
OG0001058	bflo_10254	DROME00756, DROME00761, DROME00757, DROME00759, DROME00758, DROME00755, DROME00762, DROME00760, DROME00763
OG0001059	bflo_04773	DROME05567, DROME05571, DROME05569, DROME05566, DROME05568, DROME05572, DROME05570
OG0001060	bflo_14877	DROME06478, DROME01930
OG0001062	bflo_26106	DROME12175, DROME12172
OG0001063	bflo_10992	DROME16034, DROME16033
OG0001063	bflo_20437, bflo_20436, bflo_09032	DROME14111
OG0001064	bflo_16843, bflo_27227, bflo_17908, bflo_17446, bflo_17801, bflo_10560, bflo_10566	DROME16728
OG0001065	bflo_24302	DROME13255
OG0001066	bflo_07352	DROME06399
OG0001072	bflo_20583	DROME08170
OG0001073	bflo_14186	DROME03543, DROME03544, DROME03542
OG0001075	bflo_01789	DROME05007, DROME05008
OG0001076	bflo_14398	DROME10433, DROME10436, DROME10429, DROME10434, DROME10430, DROME10435, DROME10431, DROME10432
OG0001077	bflo_19161, bflo_19130	DROME13463, DROME13462
OG0001077	bflo_15522	DROME14374
OG0001077	bflo_09727	DROME15216, DROME15217, DROME15215, DROME15218
OG0001078	bflo_10417	DROME16039, DROME16040
OG0001079	bflo_11561	DROME12134, DROME12135, DROME12136
OG0001081	bflo_15729, bflo_03684	DROME00421, DROME00420, DROME00419, DROME02998, DROME02997
OG0001082	bflo_19096	DROME16087, DROME16088, DROME16090, DROME16089
OG0001083	bflo_10562	DROME07895, DROME07890, DROME07893, DROME07892, DROME07896, DROME07887, DROME07888, DROME07889, DROME07891, DROME07885, DROME07886, DROME07894
OG0001084	bflo_04559	DROME15262, DROME15263
OG0001085	bflo_11120	DROME18407, DROME18408, DROME18409
OG0001086	bflo_05720	DROME03964, DROME03962, DROME03963, DROME03961
OG0001091	bflo_26460	DROME08376, DROME08378, DROME08377
OG0001092	bflo_15467	DROME19209, DROME19207, DROME19204, DROME19205, DROME19206, DROME19208, DROME19203
OG0001093	bflo_02494	DROME09012, DROME09005, DROME09009, DROME09004, DROME09007, DROME09010, DROME09011, DROME09006, DROME09008
OG0001094	bflo_10325	DROME08185, DROME21556
OG0001096	bflo_20939, bflo_07578, bflo_24946, bflo_25111	DROME20588, DROME20589, DROME02389
