Orthogroup	BRAFL	SCHMD
OG0001139	bflo_22593, bflo_09826	SCHMD00334
OG0001141	bflo_03254	SCHMD02981, SCHMD09902, SCHMD11211, SCHMD15344, SCHMD18658
OG0001142	bflo_01437	SCHMD12785, SCHMD19807, SCHMD09379
OG0001143	bflo_07319	SCHMD05178
OG0001146	bflo_25096, bflo_22204, bflo_22177	SCHMD06189
OG0001148	bflo_18428, bflo_17694, bflo_17724, bflo_27225, bflo_17202, bflo_17203, bflo_12826, bflo_12827	SCHMD02133, SCHMD02134, SCHMD22264, SCHMD25588
OG0001149	bflo_16620, bflo_02962, bflo_01361, bflo_02409, bflo_00024, bflo_02408, bflo_24981, bflo_24690, bflo_09301, bflo_12993, bflo_24100, bflo_02029, bflo_07202, bflo_17094, bflo_13951, bflo_13488, bflo_16513, bflo_16878	SCHMD16336, SCHMD29633
OG0001156	bflo_18549	SCHMD11390
OG0001158	bflo_11159	SCHMD01514, SCHMD06104, SCHMD00376
OG0001159	bflo_01554	SCHMD21936
OG0001160	bflo_14781	SCHMD18251, SCHMD20811
OG0001160	bflo_09781, bflo_25996, bflo_26928, bflo_09780	SCHMD20666
OG0001161	bflo_08066	SCHMD27832, SCHMD10429, SCHMD10428, SCHMD10427, SCHMD25982, SCHMD11638
OG0001162	bflo_17404	SCHMD04355, SCHMD04356
OG0001164	bflo_21084	SCHMD22065
OG0001165	bflo_01574	SCHMD11819
OG0001165	bflo_22236	SCHMD12131
OG0001167	bflo_16326	SCHMD08043, SCHMD04406
OG0001168	bflo_20423, bflo_20474, bflo_13463	SCHMD13073
OG0001169	bflo_17729, bflo_06385	SCHMD01217
OG0001172	bflo_02862	SCHMD19335
OG0001172	bflo_02443	SCHMD00291
OG0001174	bflo_11141	SCHMD01912, SCHMD10503, SCHMD10504, SCHMD01914
OG0001177	bflo_20551	SCHMD07016, SCHMD07017, SCHMD07015
OG0001178	bflo_25556	SCHMD07684
OG0001178	bflo_22453	SCHMD13713
OG0001179	bflo_13513	SCHMD26379
OG0001180	bflo_06469, bflo_06718, bflo_05047	SCHMD06758, SCHMD11099, SCHMD23467, SCHMD27444, SCHMD17396
OG0001181	bflo_18914	SCHMD21797
OG0001183	bflo_19634	SCHMD02325
OG0001184	bflo_15772	SCHMD12752
OG0001184	bflo_09793	SCHMD29753, SCHMD15110, SCHMD23640
OG0001185	bflo_06562	SCHMD23236
OG0001186	bflo_12657	SCHMD20610
OG0001186	bflo_12919	SCHMD05037
OG0001188	bflo_05292	SCHMD05963, SCHMD14167
OG0001189	bflo_06318	SCHMD17573, SCHMD27159, SCHMD05552
OG0001191	bflo_04561	SCHMD08591
OG0001191	bflo_10001	SCHMD11387
OG0001197	bflo_24451	SCHMD16253
OG0001198	bflo_03034	SCHMD04078
OG0001199	bflo_17249	SCHMD17507, SCHMD14047
OG0001203	bflo_18138	SCHMD00135, SCHMD00546, SCHMD10565, SCHMD27661, SCHMD10341
OG0001204	bflo_20309, bflo_20315	SCHMD08657, SCHMD22624, SCHMD10325
OG0001207	bflo_21743, bflo_02422	SCHMD07731
OG0001208	bflo_25733	SCHMD11671, SCHMD13440, SCHMD22806
OG0001209	bflo_26894	SCHMD22043, SCHMD28492
OG0001210	bflo_07894	SCHMD19441
OG0001210	bflo_24464	SCHMD03203
OG0001211	bflo_00897	SCHMD16385, SCHMD14428, SCHMD25192, SCHMD09586
OG0001213	bflo_10680	SCHMD01086
OG0001213	bflo_20590	SCHMD21364, SCHMD26387, SCHMD21954, SCHMD22675
OG0001214	bflo_11103	SCHMD22221
OG0001215	bflo_00807	SCHMD25774
OG0001216	bflo_13216	SCHMD13349
OG0001217	bflo_17953	SCHMD18537
OG0001218	bflo_24854	SCHMD03255
OG0001219	bflo_01008	SCHMD09614, SCHMD00713
OG0001221	bflo_13343	SCHMD16690
OG0001223	bflo_12732	SCHMD08671
OG0001226	bflo_18009	SCHMD21222
OG0001230	bflo_01521, bflo_04046	SCHMD18159
OG0001230	bflo_16407	SCHMD04385, SCHMD04382
OG0001231	bflo_03798	SCHMD05786, SCHMD07759, SCHMD03181, SCHMD13940, SCHMD03182
OG0001236	bflo_24082	SCHMD08913, SCHMD03442
OG0001238	bflo_06313, bflo_26480	SCHMD09688
OG0001239	bflo_10959	SCHMD22059, SCHMD04401, SCHMD16791
OG0001241	bflo_06240	SCHMD04223
OG0001241	bflo_21597	SCHMD16327
OG0001245	bflo_08692	SCHMD09398
OG0001246	bflo_18611, bflo_27266, bflo_18610, bflo_03922, bflo_19063	SCHMD09297
OG0001247	bflo_12136	SCHMD01541, SCHMD06119, SCHMD06121
OG0001248	bflo_00177	SCHMD28672, SCHMD29190, SCHMD17657
OG0001249	bflo_25542	SCHMD01149
OG0001250	bflo_23893	SCHMD08101, SCHMD04347
OG0001251	bflo_13478	SCHMD18877, SCHMD19053, SCHMD14253, SCHMD20912, SCHMD12715
OG0001254	bflo_16683	SCHMD14258, SCHMD09217
OG0001256	bflo_27204, bflo_17356	SCHMD23608, SCHMD16589, SCHMD16774, SCHMD00239, SCHMD25518
OG0001261	bflo_27125, bflo_14339	SCHMD04419, SCHMD13436
OG0001262	bflo_15864	SCHMD20011
OG0001263	bflo_07084, bflo_10303	SCHMD17470
OG0001264	bflo_13401	SCHMD27230, SCHMD17432
OG0001266	bflo_05858, bflo_18162	SCHMD00016, SCHMD26654
OG0001266	bflo_05662	SCHMD10438
OG0001267	bflo_20420	SCHMD05399
OG0001268	bflo_06467	SCHMD01057
OG0001270	bflo_22891	SCHMD27534, SCHMD20425, SCHMD23309, SCHMD13653
OG0001271	bflo_11260, bflo_18970	SCHMD05357
OG0001272	bflo_20203	SCHMD22716, SCHMD09459
OG0001273	bflo_00724, bflo_03191	SCHMD13838, SCHMD25918, SCHMD21739
OG0001275	bflo_17335	SCHMD21376, SCHMD25163
OG0001279	bflo_08526	SCHMD06836
OG0001280	bflo_05584	SCHMD09937, SCHMD20104, SCHMD05674, SCHMD11884
OG0001281	bflo_06100	SCHMD05572
OG0001282	bflo_26722, bflo_03069	SCHMD08027, SCHMD08026, SCHMD08025, SCHMD08022
OG0001284	bflo_19270	SCHMD09316
OG0001284	bflo_06254	SCHMD00434
OG0001285	bflo_10129	SCHMD13791
OG0001286	bflo_10170, bflo_26942	SCHMD05790
OG0001287	bflo_14817	SCHMD07530
OG0001291	bflo_08573	SCHMD20641, SCHMD11793
OG0001294	bflo_18510	SCHMD26145, SCHMD28915, SCHMD26181, SCHMD17649, SCHMD26146, SCHMD20417, SCHMD20418
OG0001296	bflo_12324	SCHMD20454, SCHMD11060
OG0001297	bflo_10353	SCHMD10762
OG0001300	bflo_05337, bflo_26790, bflo_20405	SCHMD19001, SCHMD09152, SCHMD17144, SCHMD02202
OG0001302	bflo_25165	SCHMD13885
OG0001302	bflo_08709	SCHMD08617, SCHMD27826
OG0001304	bflo_13694	SCHMD13840
OG0001306	bflo_25980	SCHMD04516
OG0001308	bflo_08681	SCHMD08020
OG0001310	bflo_20260	SCHMD19422
OG0001310	bflo_17144	SCHMD09167
OG0001312	bflo_17709	SCHMD02056, SCHMD02055
OG0001316	bflo_15475	SCHMD09192, SCHMD18009, SCHMD02920, SCHMD11271, SCHMD09191, SCHMD02919, SCHMD29629, SCHMD15981
OG0001318	bflo_03324	SCHMD07054
OG0001318	bflo_04124	SCHMD16802
OG0001319	bflo_21304	SCHMD14764
OG0001320	bflo_10273	SCHMD01321, SCHMD01324, SCHMD01322
OG0001320	bflo_05629	SCHMD05527
OG0001321	bflo_08721	SCHMD23818
OG0001322	bflo_09889, bflo_23924	SCHMD09506
OG0001323	bflo_19666	SCHMD18380, SCHMD28053
OG0001325	bflo_13293	SCHMD05728
OG0001326	bflo_09218	SCHMD29052, SCHMD26738, SCHMD21907, SCHMD17595, SCHMD08761, SCHMD19423
OG0001327	bflo_11384	SCHMD08653, SCHMD04846
OG0001329	bflo_08763, bflo_14333	SCHMD15324
OG0001331	bflo_08815	SCHMD14545
OG0001332	bflo_25758	SCHMD04204
OG0001333	bflo_09852	SCHMD15673, SCHMD23155
OG0001335	bflo_05620	SCHMD26447
OG0001337	bflo_05523	SCHMD01703
OG0001337	bflo_25577	SCHMD11229, SCHMD01704, SCHMD14444
OG0001339	bflo_09453	SCHMD08909
OG0001341	bflo_11107	SCHMD01188, SCHMD02608
OG0001345	bflo_10218, bflo_13505, bflo_09618, bflo_09615	SCHMD01304, SCHMD10432, SCHMD01305, SCHMD01303, SCHMD21023, SCHMD24520, SCHMD19982, SCHMD16568
OG0001348	bflo_21574	SCHMD24331, SCHMD29399
OG0001350	bflo_25719	SCHMD16735, SCHMD15485, SCHMD23052
OG0001351	bflo_21262	SCHMD20739, SCHMD24185, SCHMD24241
OG0001353	bflo_05764	SCHMD10586
OG0001354	bflo_21871	SCHMD11475, SCHMD26080
OG0001354	bflo_13887	SCHMD12063
OG0001355	bflo_10179	SCHMD23781
OG0001356	bflo_10948	SCHMD21598, SCHMD19916
OG0001357	bflo_21298	SCHMD16921
OG0001362	bflo_22855, bflo_10725	SCHMD04122, SCHMD05643, SCHMD13617
OG0001363	bflo_16519	SCHMD05287, SCHMD16288, SCHMD05291
OG0001367	bflo_16121	SCHMD04624
OG0001368	bflo_01730, bflo_01015	SCHMD12524, SCHMD12925, SCHMD10124, SCHMD12523, SCHMD08134, SCHMD19303
OG0001368	bflo_20314	SCHMD02343
OG0001369	bflo_11602	SCHMD15727, SCHMD16208, SCHMD22520, SCHMD04521
OG0001370	bflo_05809	SCHMD12004
OG0001370	bflo_18847	SCHMD18225, SCHMD11963
OG0001371	bflo_23286, bflo_22936, bflo_22937, bflo_22938	SCHMD02523
OG0001372	bflo_25830	SCHMD12917
OG0001372	bflo_13574	SCHMD29815
OG0001374	bflo_07194	SCHMD12937
OG0001375	bflo_05780, bflo_25517	SCHMD18333
OG0001376	bflo_06943	SCHMD14191, SCHMD01800
OG0001378	bflo_08974	SCHMD12504, SCHMD07107
OG0001379	bflo_21724	SCHMD15234
OG0001381	bflo_05543	SCHMD02871, SCHMD02870
OG0001383	bflo_16647	SCHMD28197, SCHMD18572
OG0001389	bflo_14302	SCHMD02031, SCHMD17776
OG0001394	bflo_15041	SCHMD23211, SCHMD24249
OG0001395	bflo_17427, bflo_09664	SCHMD08832
OG0001397	bflo_10128	SCHMD08548, SCHMD08095
OG0001399	bflo_21669, bflo_12579	SCHMD20091, SCHMD16432
OG0001400	bflo_02687	SCHMD26317
OG0001401	bflo_27383, bflo_21885, bflo_16741, bflo_02833, bflo_06418, bflo_21239, bflo_00707, bflo_03742, bflo_03741, bflo_07794, bflo_00181	SCHMD15712
OG0001402	bflo_19487	SCHMD06853
OG0001404	bflo_23159	SCHMD14854
OG0001404	bflo_24535	SCHMD14853
OG0001405	bflo_23990	SCHMD16175
OG0001406	bflo_21284	SCHMD13359, SCHMD19152
OG0001408	bflo_17072	SCHMD23659, SCHMD15840, SCHMD15841
OG0001409	bflo_11307	SCHMD04792
OG0001410	bflo_14262	SCHMD09832
OG0001410	bflo_13741	SCHMD09687
OG0001411	bflo_14652	SCHMD13416, SCHMD19137
OG0001412	bflo_09295, bflo_00729	SCHMD13223
OG0001413	bflo_20564	SCHMD02827
OG0001413	bflo_06589	SCHMD02718
OG0001414	bflo_10406	SCHMD19649
OG0001416	bflo_24922	SCHMD01722
OG0001417	bflo_02373	SCHMD06429, SCHMD24380, SCHMD19840, SCHMD16804, SCHMD06430
OG0001421	bflo_21002	SCHMD14208
OG0001422	bflo_00253	SCHMD18897, SCHMD04981, SCHMD04982
OG0001425	bflo_06116, bflo_05585	SCHMD16287, SCHMD09188, SCHMD09187
OG0001426	bflo_24890	SCHMD02033
OG0001427	bflo_04082, bflo_04073	SCHMD03939, SCHMD00575
OG0001428	bflo_24663	SCHMD06125
OG0001429	bflo_17955	SCHMD14421, SCHMD14419, SCHMD19373
OG0001430	bflo_10599	SCHMD00026
OG0001432	bflo_22992	SCHMD08255
OG0001433	bflo_06374	SCHMD13899, SCHMD22723, SCHMD08627, SCHMD01242
OG0001434	bflo_03898	SCHMD11795
OG0001438	bflo_24637	SCHMD03715, SCHMD17114
OG0001439	bflo_09385	SCHMD09059
OG0001439	bflo_23356	SCHMD07462, SCHMD14352
OG0001440	bflo_02819	SCHMD08958, SCHMD08957
OG0001445	bflo_08938	SCHMD04082
OG0001447	bflo_24721	SCHMD14223
OG0001449	bflo_06102	SCHMD11900
OG0001451	bflo_06520, bflo_04723	SCHMD11378, SCHMD13989, SCHMD09385, SCHMD09340
OG0001452	bflo_05982	SCHMD18703, SCHMD12394
OG0001453	bflo_07649	SCHMD06884, SCHMD06825
OG0001454	bflo_14303	SCHMD21412, SCHMD12857, SCHMD10712, SCHMD05935, SCHMD27841, SCHMD03145
OG0001455	bflo_25643	SCHMD09779, SCHMD21676, SCHMD21247, SCHMD23564, SCHMD17786, SCHMD27690, SCHMD19082, SCHMD00110
OG0001456	bflo_05447	SCHMD21418
OG0001456	bflo_02658, bflo_03856	SCHMD22269, SCHMD26154
OG0001458	bflo_15346, bflo_14891	SCHMD07871
OG0001460	bflo_22004, bflo_21995	SCHMD10311, SCHMD23647
OG0001460	bflo_06898	SCHMD10312, SCHMD23646
OG0001464	bflo_02860	SCHMD20463
OG0001466	bflo_07291	SCHMD12996, SCHMD13074
OG0001467	bflo_06650, bflo_15911	SCHMD12343
OG0001467	bflo_22950, bflo_11088	SCHMD19099, SCHMD25578, SCHMD23876, SCHMD14454, SCHMD14218, SCHMD09966
OG0001468	bflo_02942	SCHMD00390
OG0001469	bflo_09303	SCHMD09394
OG0001469	bflo_14078	SCHMD24067, SCHMD10449
OG0001470	bflo_21111	SCHMD02321
OG0001470	bflo_07140	SCHMD02317
OG0001472	bflo_19444	SCHMD12948
OG0001472	bflo_09223	SCHMD13936, SCHMD13397, SCHMD27432
OG0001474	bflo_19387	SCHMD07415
OG0001474	bflo_23794	SCHMD11576, SCHMD26877
OG0001475	bflo_24732, bflo_24910	SCHMD01990, SCHMD01568, SCHMD01569, SCHMD13677, SCHMD05348
OG0001478	bflo_13944	SCHMD26017
OG0001479	bflo_16721	SCHMD08556, SCHMD08688, SCHMD12413, SCHMD08686
OG0001480	bflo_02349	SCHMD13493
OG0001481	bflo_07408	SCHMD19667
OG0001482	bflo_20862	SCHMD09593, SCHMD10073, SCHMD09185, SCHMD02242
OG0001483	bflo_22427	SCHMD00397
OG0001484	bflo_12487	SCHMD14277
OG0001488	bflo_19633, bflo_19632	SCHMD21551
OG0001490	bflo_06679	SCHMD08286, SCHMD07637
OG0001492	bflo_20319	SCHMD23516, SCHMD26961, SCHMD25275, SCHMD13787, SCHMD04408, SCHMD08526, SCHMD03207, SCHMD22383, SCHMD21998, SCHMD05531, SCHMD02901, SCHMD18008, SCHMD25870, SCHMD01545, SCHMD02176, SCHMD21595, SCHMD22373, SCHMD22752, SCHMD09908, SCHMD16982, SCHMD26364, SCHMD01591
OG0001493	bflo_07049	SCHMD11122
OG0001496	bflo_24592	SCHMD04335
OG0001501	bflo_17919, bflo_09946	SCHMD02704
OG0001502	bflo_23826	SCHMD06697
OG0001503	bflo_06788	SCHMD25279, SCHMD19928
OG0001503	bflo_23876	SCHMD25148
OG0001504	bflo_12663, bflo_20928, bflo_13456	SCHMD05964
OG0001505	bflo_09444, bflo_09445, bflo_09632, bflo_14121	SCHMD11449, SCHMD14373, SCHMD09878, SCHMD13864, SCHMD07951, SCHMD16094
OG0001506	bflo_24347	SCHMD04881
OG0001507	bflo_09479	SCHMD00476, SCHMD00993
OG0001508	bflo_10335	SCHMD22201, SCHMD18843, SCHMD16325, SCHMD15374
OG0001510	bflo_25624	SCHMD18904, SCHMD27815, SCHMD18903
OG0001511	bflo_21400	SCHMD14385
OG0001512	bflo_08360	SCHMD25662, SCHMD20631, SCHMD17238, SCHMD26046, SCHMD14306, SCHMD08743, SCHMD08744, SCHMD14305, SCHMD08415, SCHMD00450
OG0001513	bflo_00374	SCHMD16029
OG0001515	bflo_24482	SCHMD18483
OG0001516	bflo_25717	SCHMD07784
OG0001517	bflo_11766, bflo_25356	SCHMD13953, SCHMD02103, SCHMD04959, SCHMD27460
OG0001519	bflo_06207	SCHMD01453, SCHMD11573
OG0001522	bflo_07703, bflo_06545, bflo_06794	SCHMD06814
OG0001524	bflo_09720	SCHMD08154
OG0001524	bflo_13114	SCHMD06432
OG0001525	bflo_20724	SCHMD22768, SCHMD18999, SCHMD19000
OG0001526	bflo_16661	SCHMD16304
OG0001527	bflo_21123	SCHMD05435
OG0001527	bflo_12778	SCHMD08837
OG0001531	bflo_10610	SCHMD19431, SCHMD25771
OG0001532	bflo_24051	SCHMD11604
OG0001533	bflo_07087	SCHMD16757, SCHMD04796
OG0001534	bflo_22738	SCHMD13063
OG0001536	bflo_16100	SCHMD04145
OG0001538	bflo_01463	SCHMD03674
OG0001538	bflo_13735, bflo_01432, bflo_00761, bflo_01431	SCHMD03672
OG0001546	bflo_21713	SCHMD23904
OG0001551	bflo_11722, bflo_27019	SCHMD21975
OG0001552	bflo_12216	SCHMD26668
OG0001553	bflo_07695	SCHMD15846, SCHMD15532, SCHMD10896, SCHMD19069, SCHMD06566
OG0001554	bflo_18473	SCHMD11035
OG0001555	bflo_14150, bflo_22388	SCHMD22987
OG0001557	bflo_11078	SCHMD13972
OG0001558	bflo_05037	SCHMD18412, SCHMD28405
OG0001559	bflo_13140	SCHMD02521
OG0001560	bflo_08072	SCHMD19288, SCHMD02478
OG0001561	bflo_11585	SCHMD21318
OG0001562	bflo_24650	SCHMD20732, SCHMD29309
OG0001563	bflo_06090, bflo_10722, bflo_05442, bflo_26270	SCHMD18145
OG0001565	bflo_17393	SCHMD26958, SCHMD27759, SCHMD17155
OG0001566	bflo_17501	SCHMD02705
OG0001567	bflo_24470	SCHMD03492, SCHMD11013, SCHMD12195
OG0001569	bflo_21689, bflo_21249, bflo_07290, bflo_26272, bflo_07461, bflo_07460	SCHMD19450
OG0001570	bflo_25416	SCHMD04583
OG0001571	bflo_12672	SCHMD26358
OG0001571	bflo_19458	SCHMD20861, SCHMD22039
OG0001572	bflo_21964	SCHMD04033
OG0001572	bflo_12786	SCHMD14275, SCHMD14274
OG0001575	bflo_11339	SCHMD13351
OG0001576	bflo_02643	SCHMD23672
OG0001578	bflo_09036	SCHMD10414
OG0001580	bflo_12800	SCHMD08361, SCHMD16167, SCHMD15393
OG0001583	bflo_09911	SCHMD16986, SCHMD12401, SCHMD16987, SCHMD12400, SCHMD11526
OG0001589	bflo_22654	SCHMD27652, SCHMD23084
OG0001590	bflo_17658	SCHMD09240
OG0001593	bflo_07353	SCHMD12117, SCHMD02219, SCHMD12348, SCHMD22687
OG0001594	bflo_17592, bflo_12242	SCHMD14548, SCHMD07059
OG0001594	bflo_17591	SCHMD10235
OG0001596	bflo_11748	SCHMD09207
OG0001602	bflo_09147	SCHMD00024
OG0001603	bflo_15819	SCHMD29329
OG0001604	bflo_20603	SCHMD02109
OG0001605	bflo_13484, bflo_14059	SCHMD09782
OG0001609	bflo_21761	SCHMD16467
OG0001609	bflo_10966	SCHMD16231, SCHMD10959, SCHMD10960
OG0001610	bflo_01194	SCHMD03213
OG0001611	bflo_16854	SCHMD04102, SCHMD12631
OG0001612	bflo_17732	SCHMD14255, SCHMD22594
OG0001613	bflo_21289, bflo_18287, bflo_01217, bflo_01218, bflo_19879, bflo_19881, bflo_11308, bflo_18901, bflo_18997	SCHMD05811
OG0001614	bflo_05850	SCHMD04001
OG0001615	bflo_04085	SCHMD11889, SCHMD13066, SCHMD14018
OG0001617	bflo_11629	SCHMD05139
OG0001621	bflo_14954	SCHMD26761, SCHMD18496
OG0001623	bflo_14242	SCHMD12998, SCHMD29690, SCHMD08483
OG0001625	bflo_19760	SCHMD28211, SCHMD26150
OG0001627	bflo_10613, bflo_10609	SCHMD06117
OG0001630	bflo_24506	SCHMD04044, SCHMD04169, SCHMD01052
OG0001632	bflo_11892	SCHMD12105, SCHMD26476
OG0001633	bflo_13089	SCHMD06756
OG0001634	bflo_15784	SCHMD24659
OG0001634	bflo_11774	SCHMD04359, SCHMD08780, SCHMD05004
OG0001635	bflo_14263	SCHMD28110
OG0001636	bflo_12513	SCHMD19517, SCHMD28241, SCHMD18669, SCHMD18668
OG0001638	bflo_20506	SCHMD00159, SCHMD00160
OG0001639	bflo_06123	SCHMD07144
OG0001640	bflo_11220	SCHMD02843
OG0001641	bflo_02353	SCHMD03047
OG0001642	bflo_20407	SCHMD20801, SCHMD12647
OG0001644	bflo_06394	SCHMD20924
OG0001651	bflo_07530	SCHMD15448
OG0001655	bflo_15013	SCHMD06776
OG0001656	bflo_02447	SCHMD22556
OG0001657	bflo_20602	SCHMD12957
OG0001659	bflo_17623	SCHMD19168
OG0001660	bflo_15018	SCHMD01572, SCHMD29332
OG0001662	bflo_18110	SCHMD19275
OG0001662	bflo_17483	SCHMD25740
OG0001664	bflo_26299	SCHMD13680, SCHMD17585
OG0001665	bflo_23160, bflo_22668	SCHMD19795
OG0001666	bflo_00429	SCHMD03955, SCHMD03098, SCHMD26493, SCHMD18331
OG0001667	bflo_19445	SCHMD18800, SCHMD13601, SCHMD20100
OG0001668	bflo_17191	SCHMD04958
OG0001670	bflo_26252	SCHMD00224
OG0001671	bflo_11632, bflo_11637	SCHMD21324
OG0001672	bflo_00223	SCHMD11260, SCHMD13294, SCHMD11259
OG0001676	bflo_08180	SCHMD13666
OG0001677	bflo_20838	SCHMD13425
OG0001682	bflo_04551, bflo_04552	SCHMD04768
OG0001683	bflo_17547	SCHMD09006, SCHMD12944, SCHMD06427
OG0001685	bflo_14264	SCHMD20869, SCHMD15163, SCHMD14291, SCHMD14561, SCHMD03324, SCHMD25640, SCHMD02880, SCHMD13866, SCHMD13867, SCHMD17545, SCHMD20045, SCHMD19660, SCHMD24220, SCHMD28371, SCHMD22627, SCHMD12886, SCHMD21854, SCHMD19999, SCHMD27827, SCHMD23046, SCHMD22626
OG0001688	bflo_14161	SCHMD12122, SCHMD25973, SCHMD11868
OG0001690	bflo_16304	SCHMD02946
OG0001691	bflo_19887	SCHMD00990, SCHMD08142
OG0001693	bflo_19690	SCHMD18507, SCHMD16544
OG0001695	bflo_05275, bflo_07735, bflo_07736, bflo_03951, bflo_04175, bflo_16106, bflo_04182, bflo_12151, bflo_04163, bflo_16894, bflo_04693	SCHMD24124
OG0001699	bflo_04840, bflo_13814, bflo_13237, bflo_13295, bflo_13641, bflo_00038	SCHMD01981
OG0001707	bflo_01901, bflo_01997, bflo_01998	SCHMD28717, SCHMD29464, SCHMD20857
OG0001708	bflo_19700	SCHMD28849, SCHMD14466, SCHMD06180
OG0001708	bflo_03419	SCHMD15863, SCHMD27570
OG0001711	bflo_07326	SCHMD04571
OG0001713	bflo_01714	SCHMD11479
OG0001716	bflo_12929	SCHMD16469, SCHMD14355, SCHMD09422, SCHMD01593, SCHMD04189, SCHMD04185, SCHMD11521, SCHMD02529, SCHMD01592, SCHMD04187, SCHMD04186, SCHMD02528, SCHMD03299
OG0001718	bflo_16668	SCHMD15790
OG0001720	bflo_20056	SCHMD15757
OG0001721	bflo_17395	SCHMD13571, SCHMD02927, SCHMD02924, SCHMD01779, SCHMD07361, SCHMD01469, SCHMD01470, SCHMD13572, SCHMD02923, SCHMD02926
OG0001723	bflo_22206	SCHMD01945
OG0001724	bflo_17956	SCHMD24845, SCHMD14505, SCHMD24846
OG0001726	bflo_09335	SCHMD06142, SCHMD13209
OG0001726	bflo_07477	SCHMD14995, SCHMD16386
OG0001727	bflo_24508	SCHMD10475, SCHMD05882, SCHMD07424, SCHMD10474
OG0001728	bflo_06838	SCHMD17375
OG0001729	bflo_10997	SCHMD13670, SCHMD12911, SCHMD05814, SCHMD09420, SCHMD04561, SCHMD11586, SCHMD22783, SCHMD11159
OG0001730	bflo_09904	SCHMD11237, SCHMD15709
OG0001732	bflo_21629	SCHMD09964
OG0001733	bflo_09429	SCHMD11880
OG0001734	bflo_22510	SCHMD19353, SCHMD27529, SCHMD23016
OG0001735	bflo_18755	SCHMD04334
OG0001736	bflo_13056	SCHMD13051
OG0001737	bflo_06725	SCHMD04897
OG0001737	bflo_17520, bflo_17739	SCHMD19940, SCHMD12224
OG0001738	bflo_09831	SCHMD28176
OG0001739	bflo_09231	SCHMD04721
OG0001742	bflo_10088	SCHMD04578
OG0001744	bflo_08796, bflo_09593	SCHMD05424
OG0001745	bflo_08851, bflo_23814, bflo_06373	SCHMD03643, SCHMD12507, SCHMD09820, SCHMD13748, SCHMD12508, SCHMD16928, SCHMD20075, SCHMD15679, SCHMD29088
OG0001750	bflo_19223	SCHMD22591
OG0001751	bflo_10092	SCHMD05355, SCHMD05356
OG0001752	bflo_06937	SCHMD04217
OG0001754	bflo_17742	SCHMD16498
OG0001755	bflo_01568	SCHMD00304
OG0001758	bflo_15004	SCHMD21919
OG0001769	bflo_07667	SCHMD03951
OG0001770	bflo_14858	SCHMD22893, SCHMD22374
OG0001772	bflo_14589, bflo_22785	SCHMD29811
OG0001774	bflo_09728	SCHMD06607
OG0001776	bflo_19248, bflo_23621	SCHMD01301
OG0001777	bflo_07717	SCHMD18771, SCHMD10802, SCHMD22773
OG0001780	bflo_20503, bflo_18701	SCHMD19255, SCHMD20118
OG0001781	bflo_16431	SCHMD11700, SCHMD23557, SCHMD23630
OG0001783	bflo_22073, bflo_22072, bflo_22396	SCHMD15033, SCHMD26133
OG0001785	bflo_03664	SCHMD16368
OG0001786	bflo_08898, bflo_08897, bflo_09890	SCHMD10589, SCHMD26010, SCHMD14133, SCHMD22280
OG0001786	bflo_09810	SCHMD28589
OG0001787	bflo_17783	SCHMD15982
OG0001788	bflo_25511, bflo_25204	SCHMD08885
OG0001788	bflo_15717, bflo_25158	SCHMD08675
OG0001792	bflo_17375	SCHMD00384
OG0001798	bflo_10312	SCHMD06352, SCHMD07989
OG0001799	bflo_19970	SCHMD24089, SCHMD21456
OG0001805	bflo_10340	SCHMD01576
OG0001807	bflo_05428, bflo_05429, bflo_09269, bflo_02527	SCHMD01495
OG0001808	bflo_26290	SCHMD04780
OG0001809	bflo_16365	SCHMD03279
OG0001810	bflo_04445	SCHMD28471, SCHMD25400
OG0001811	bflo_00322	SCHMD17884, SCHMD10173, SCHMD08225, SCHMD08439, SCHMD24223, SCHMD19859
OG0001814	bflo_24498, bflo_08521	SCHMD29290
OG0001818	bflo_13837, bflo_20690	SCHMD13473, SCHMD29528, SCHMD15135
OG0001819	bflo_00271	SCHMD06459
OG0001820	bflo_26893, bflo_08538	SCHMD18185, SCHMD14228, SCHMD02398
OG0001821	bflo_23759	SCHMD26501, SCHMD28800, SCHMD18321
OG0001822	bflo_12611	SCHMD21605, SCHMD12240
OG0001823	bflo_07323, bflo_07199	SCHMD00776, SCHMD09499
OG0001824	bflo_12159	SCHMD14996
OG0001824	bflo_09602	SCHMD09508
OG0001825	bflo_05431	SCHMD06748
OG0001826	bflo_21842	SCHMD25796, SCHMD02997
OG0001827	bflo_16284	SCHMD17765, SCHMD19189
OG0001829	bflo_24896	SCHMD09587
OG0001832	bflo_11401, bflo_07490	SCHMD09061
OG0001834	bflo_18626	SCHMD04020, SCHMD20048
OG0001846	bflo_05774	SCHMD09924
OG0001849	bflo_18793	SCHMD05416
OG0001852	bflo_15363	SCHMD01397
OG0001853	bflo_13232	SCHMD00353
OG0001855	bflo_23672	SCHMD21348, SCHMD27665, SCHMD12287
OG0001857	bflo_02847	SCHMD00486
OG0001860	bflo_09180	SCHMD14531, SCHMD12432
OG0001861	bflo_09384, bflo_09386	SCHMD02441, SCHMD00846, SCHMD13519
OG0001862	bflo_06819	SCHMD11318, SCHMD06548, SCHMD11319, SCHMD13785
OG0001863	bflo_07582	SCHMD26126
