# Format: Protein 1<tab>Protein 2<tab>Protein ID1<tab>ProteinID2<tab>Orthology type<tab>OMA group (if any)
# Every pair is listed only once, and in no particular order.
# The map between sequence number and ID are given
# in the file "Map-SeqNum-ID.map
1	1258	XENTR00001 | ENSXETP00000058738 | ENSXETT00000065862 | ENSXETG00000001053 | transmembrane protein 53 [Source:Jamboree;Acc:XB- GENE-1018172]	CAEEL01258 | T10B11.6.1 | CCD66244 | WBGene00020402 | Q9TZH8_CAEEL	many:many	
964	8212	XENTR00964 | ENSXETP00000051903 | ENSXETT00000051903 | AAI25678.1 | ENSXETG00000024063 | A0JLZ9_XENTR | cytohesin 3 [Source:Jamboree;Acc:XB-GENE-941327]	CAEEL08212 | K06H7.4 | CAB38534 | CCD64454 | WBGene00001743 | GTP exchange factor for ARFs 1 [Source:UniProtKB/Swiss-Prot;Acc:P34512]	many:1	
966	15673	XENTR00966 | ENSXETP00000051908 | ENSXETT00000051908 | ENSXETG00000024066 | PMS2 postmeiotic segregation increased 2 [Source:Jamboree;Acc:XB-GENE-998793]	CAEEL15673 | H12C20.2a | CAA18355 | WBGene00004064 | G5EFG5_CAEEL | PMS (Post Meiotic Segregation) family [Source:RefSeq peptide;Acc:NP_505934]	1:1	3964
967	7732	XENTR00967 | ENSXETP00000023270 | ENSXETT00000023270 | AAH64720.1 | ENSXETG00000027589 | KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 1 [Source:Jamboree;Acc:XB-GENE-941343]	CAEEL07732 | C28H8.4.1 | CCD65964 | WBGene00016195 | Putative ER lumen protein-retaining receptor C28H8.4 [Source:UniProtKB/Swiss-Prot;Acc:Q09473]	many:many	
967	19661	XENTR00967 | ENSXETP00000023270 | ENSXETT00000023270 | AAH64720.1 | ENSXETG00000027589 | KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 1 [Source:Jamboree;Acc:XB-GENE-941343]	CAEEL19661 | F09B9.3 | AAC31954 | CAA90056 | WBGene00001331 | ER lumen protein-retaining receptor [Source:UniProtKB/Swiss-Prot;Acc:P48583]	many:many	33962
969	18816	XENTR00969 | ENSXETP00000063245 | ENSXETT00000066415 | ENSXETG00000016660 | methyltransferase like 9 [Source:Jamboree;Acc:XB- GENE-5749473]	CAEEL18816 | T03G11.6 | CCD68816 | WBGene00020199 | Q22123_CAEEL	1:1	23284
970	771	XENTR00970 | ENSXETP00000036346 | ENSXETT00000036346 | ENSXETG00000016661 | Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:F6R4U1]	CAEEL00771 | F28B3.5a | CCD69823 | WBGene00017886 | H2KZU5_CAEEL	1:1	15760
974	7782	XENTR00974 | ENSXETP00000036375 | ENSXETT00000036375 | ENSXETG00000016677 | eukaryotic elongation factor-2 kinase [Source:Jamboree;Acc:XB-GENE-949102]	CAEEL07782 | F42A10.4a | AAB58268 | AAB58269 | CCD65313 | CCD65314 | WBGene00001160 | Eukaryotic elongation factor 2 kinase [Source:UniProtKB/Swiss-Prot;Acc:O01991]	1:1	6159
975	4319	XENTR00975 | ENSXETP00000057473 | ENSXETT00000057473 | ENSXETG00000027582 | Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:F6RRN0]	CAEEL04319 | C27D6.11 | CCD65818 | WBGene00044388	many:many	
975	12177	XENTR00975 | ENSXETP00000057473 | ENSXETT00000057473 | ENSXETG00000027582 | Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:F6RRN0]	CAEEL12177 | Y38H8A.4 | CAA16343 | WBGene00012638 | O62424_CAEEL	many:many	
975	18071	XENTR00975 | ENSXETP00000057473 | ENSXETT00000057473 | ENSXETG00000027582 | Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:F6RRN0]	CAEEL18071 | F28C10.3 | CCD61756 | WBGene00017898 | Q19858_CAEEL	many:many	
981	6740	XENTR00981 | ENSXETP00000036400 | ENSXETT00000036400 | ENSXETG00000016693 | A0A5G3IF92_XENTR | ubiquinol-cytochrome c reductase core protein II [Source:Jamboree;Acc:XB-GENE-976155]	CAEEL06740 | T24C4.1 | CCD69955 | WBGene00020757 | Q9TZ33_CAEEL | Ubiquinol-Cytochrome c oxidoReductase complex [Source:RefSeq peptide;Acc:NP_497284]	1:many	
981	19993	XENTR00981 | ENSXETP00000036400 | ENSXETT00000036400 | ENSXETG00000016693 | A0A5G3IF92_XENTR | ubiquinol-cytochrome c reductase core protein II [Source:Jamboree;Acc:XB-GENE-976155]	CAEEL19993 | VW06B3R.1b | CAC35829 | WBGene00012158 | G5EDD1_CAEEL | Ubiquinol-Cytochrome c oxidoReductase complex [Source:RefSeq peptide;Acc:NP_510012]	1:many	
981	20534	XENTR00981 | ENSXETP00000036400 | ENSXETT00000036400 | ENSXETG00000016693 | A0A5G3IF92_XENTR | ubiquinol-cytochrome c reductase core protein II [Source:Jamboree;Acc:XB-GENE-976155]	CAEEL20534 | T10B10.2 | CAA96675 | WBGene00011679 | Q22370_CAEEL | Ubiquinol-Cytochrome c oxidoReductase complex [Source:RefSeq peptide;Acc:NP_510521]	1:many	13438
985	8190	XENTR00985 | ENSXETP00000060522 | ENSXETT00000065677 | AAI18848.1 | ENSXETG00000030265 | Q0VFF5_XENTR | melanin-concentrating hormone receptor 1, gene 2 [Source:RefSeq peptide;Acc:NP_001072243]	CAEEL08190 | C06G4.5 | CCD63437 | WBGene00015559 | Probable G-protein coupled receptor C06G4.5 [Source:UniProtKB/Swiss-Prot;Acc:P34311]	many:1	
989	4319	XENTR00989 | ENSXETP00000057462 | ENSXETT00000057462 | ENSXETG00000027577 | Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:F6RS98]	CAEEL04319 | C27D6.11 | CCD65818 | WBGene00044388	many:many	
989	12177	XENTR00989 | ENSXETP00000057462 | ENSXETT00000057462 | ENSXETG00000027577 | Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:F6RS98]	CAEEL12177 | Y38H8A.4 | CAA16343 | WBGene00012638 | O62424_CAEEL	many:many	
989	18071	XENTR00989 | ENSXETP00000057462 | ENSXETT00000057462 | ENSXETG00000027577 | Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:F6RS98]	CAEEL18071 | F28C10.3 | CCD61756 | WBGene00017898 | Q19858_CAEEL	many:many	
1003	18446	XENTR01003 | ENSXETP00000027138 | ENSXETT00000027138 | ENSXETG00000012416 | heparan sulfate (glucosamine) 3-O-sulfotransferase 2 [Source:Jamboree;Acc:XB-GENE-980910]	CAEEL18446 | F52B10.2 | CCD61857 | WBGene00044303 | Q4TTA0_CAEEL | Heparan SulphoTransferase  [Source:RefSeq peptide;Acc:NP_001024698]	many:1	
1006	599	XENTR01006 | ENSXETP00000027176 | ENSXETT00000027176 | AAI21688.1 | ENSXETG00000027567 | Q0V998_XENTR | sodium channel, nonvoltage-gated 1, beta [Source:Jamboree;Acc:XB-GENE-949109]	CAEEL00599 | C24G7.2 | CCD63873 | WBGene00016064 | P91102_CAEEL	many:many	
1006	600	XENTR01006 | ENSXETP00000027176 | ENSXETT00000027176 | AAI21688.1 | ENSXETG00000027567 | Q0V998_XENTR | sodium channel, nonvoltage-gated 1, beta [Source:Jamboree;Acc:XB-GENE-949109]	CAEEL00600 | C24G7.1 | CCD63872 | WBGene00016063 | P91103_CAEEL | DEgenerin Linked to Mechanosensation  [Source:RefSeq peptide;Acc:NP_491296]	many:many	
1006	1379	XENTR01006 | ENSXETP00000027176 | ENSXETT00000027176 | AAI21688.1 | ENSXETG00000027567 | Q0V998_XENTR | sodium channel, nonvoltage-gated 1, beta [Source:Jamboree;Acc:XB-GENE-949109]	CAEEL01379 | T28F4.2 | CAA96693 | WBGene00012137 | Degenerin-like protein asic-2 [Source:UniProtKB/Swiss-Prot;Acc:Q22851]	many:many	
1006	1513	XENTR01006 | ENSXETP00000027176 | ENSXETT00000027176 | AAI21688.1 | ENSXETG00000027567 | Q0V998_XENTR | sodium channel, nonvoltage-gated 1, beta [Source:Jamboree;Acc:XB-GENE-949109]	CAEEL01513 | T28B8.5 | CAB03443 | WBGene00012116 | P91835_CAEEL | DEgenerin Like  [Source:RefSeq peptide;Acc:NP_492230]	many:many	12143
1006	11130	XENTR01006 | ENSXETP00000027176 | ENSXETT00000027176 | AAI21688.1 | ENSXETG00000027567 | Q0V998_XENTR | sodium channel, nonvoltage-gated 1, beta [Source:Jamboree;Acc:XB-GENE-949109]	CAEEL11130 | F23B2.3 | CAB05178 | WBGene00009073 | O45402_CAEEL | DEgenerin Linked to Mechanosensation  [Source:RefSeq peptide;Acc:NP_501590]	many:many	
1008	9399	XENTR01008 | ENSXETP00000027183 | ENSXETT00000027183 | ENSXETG00000012433 | A0A5G3KBB0_XENTR | glutamyl-tRNA synthetase 2, mitochondrial (putative) [Source:Jamboree;Acc:XB-GENE-970848]	CAEEL09399 | T07A9.2 | CCD73973 | WBGene00001338 | O44413_CAEEL | glutamyl(E) Amino-acyl tRNA Synthetase [Source:RefSeq peptide;Acc:NP_499917]	1:1	
1010	8561	XENTR01010 | ENSXETP00000024173 | ENSXETT00000024173 | ENSXETG00000034183 | mitogen-activated protein kinase 8 interacting protein 3 [Source:HGNC Symbol;Acc:6884]	CAEEL08561 | ZK1098.10e | CAX51690 | WBGene00006755 | JNK-interacting protein  [Source:UniProtKB/Swiss- Prot;Acc:P34609]	many:1	
1014	8745	XENTR01014 | ENSXETP00000046102 | ENSXETT00000046102 | ENSXETG00000021313 | inositol polyphosphate-4-phosphatase, type II, 105kDa [Source:Jamboree;Acc:XB-GENE-949180]	CAEEL08745 | R01H10.7 | AAM97343 | CAA83465 | WBGene00010975 | Inositol polyphosphate-4-phosphatase [Source:UniProtKB/TrEMBL;Acc:Q8MUM1]	1:1	4620
1019	12180	XENTR01019 | ENSXETP00000032652 | ENSXETT00000032652 | ENSXETG00000014933 | TBC1 domain family, member 9 (with GRAM domain) [Source:Jamboree;Acc:XB-GENE-5992769]	CAEEL12180 | Y45F10A.6a | CAA16368 | WBGene00012868 | G5EBE2_CAEEL | TBC (Tre-2/Bub2/Cdc16) domain family  [Source:RefSeq peptide;Acc:NP_502598]	many:1	
1023	8630	XENTR01023 | ENSXETP00000032606 | ENSXETT00000032606 | ENSXETG00000014911 | calmegin [Source:Jamboree;Acc:XB-GENE-981033]	CAEEL08630 | ZK632.6a | CAA80183 | WBGene00000567 | Calnexin  [Source:UniProtKB/Swiss-Prot;Acc:P34652]	many:1	
1026	7006	XENTR01026 | ENSXETP00000061562 | ENSXETT00000061918 | ENSXETG00000033895 | Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:F6T4I9]	CAEEL07006 | W04B5.5 | CCD68653 | WBGene00021022 | Q9UA62_CAEEL	many:1	
1032	6636	XENTR01032 | ENSXETP00000036812 | ENSXETT00000036812 | ENSXETG00000016900 | N(alpha)-acetyltransferase 15, NatA auxiliary subunit [Source:Jamboree;Acc:XB-GENE-960101]	CAEEL06636 | Y50D7A.4 | CCD73791 | WBGene00021754 | Q8WTL6_CAEEL	many:1	4019
1039	15708	XENTR01039 | ENSXETP00000007219 | ENSXETT00000007219 | ENSXETG00000003334 | DC-STAMP domain containing 2 [Source:Jamboree;Acc:XB-GENE-6451436]	CAEEL15708 | B0240.2 | CAA98416 | WBGene00007117 | Q17461_CAEEL	many:1	
1045	11221	XENTR01045 | ENSXETP00000058782 | ENSXETT00000063540 | AAI55856.1 | ENSXETG00000033338 | Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:F6RAF2]	CAEEL11221 | C33A12.3a | CAA92787 | WBGene00007882 | Q18357_CAEEL	many:1	
1046	11221	XENTR01046 | ENSXETP00000052948 | ENSXETT00000052948 | AAI71152.1 | ENSXETG00000024512 | B7ZU96_XENTR | chromosome 4 open reading frame 33 [Source:Jamboree;Acc:XB-GENE-5847981]	CAEEL11221 | C33A12.3a | CAA92787 | WBGene00007882 | Q18357_CAEEL	many:1	41760
1047	10329	XENTR01047 | ENSXETP00000048718 | ENSXETT00000048718 | ENSXETG00000022505 | sodium channel and clathrin linker 1 [Source:Jamboree;Acc:XB-GENE-949205]	CAEEL10329 | F41H10.4 | CCD71096 | WBGene00018317 | Q20298_CAEEL	1:1	
1051	1489	XENTR01051 | ENSXETP00000063294 | ENSXETT00000063772 | ENSXETG00000022528 | chromosome 4 open reading frame 29 [Source:Jamboree;Acc:XB-GENE-5793289]	CAEEL01489 | C54G4.7.1 | CAA99819 | WBGene00008317 | Q18852_CAEEL	1:1	
1056	7006	XENTR01056 | ENSXETP00000061478 | ENSXETT00000064628 | ENSXETG00000030931 | Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:F6Z6B6]	CAEEL07006 | W04B5.5 | CCD68653 | WBGene00021022 | Q9UA62_CAEEL	many:1	
1060	7934	XENTR01060 | ENSXETP00000031175 | ENSXETT00000031175 | ENSXETG00000014241 | BRCA1 associated RING domain 1 [Source:Jamboree;Acc:XB-GENE-492035]	CAEEL07934 | K04C2.4.1 | CCD72622 | WBGene00000265 | BRCA1-associated RING domain protein 1 [Source:UniProtKB/Swiss-Prot;Acc:Q21209]	1:1	
1062	10832	XENTR01062 | ENSXETP00000059557 | ENSXETT00000064183 | ENSXETG00000025087 | 5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase [Source:Jamboree;Acc:XB-GENE-998807]	CAEEL10832 | C55F2.1b | CCD67725 | WBGene00016957 | Q95QQ4_CAEEL | 5-Aminoimidazole-4-carboxamide ribonucleotide formylTransferase/IMP Cyclohydrolase homolog [Source:RefSeq peptide;Acc:NP_001023101]	1:1	8148
1070	5441	XENTR01070 | ENSXETP00000023844 | ENSXETT00000023844 | ENSXETG00000010908 | Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:F7CX71]	CAEEL05441 | F35H8.6 | CAA85328 | WBGene00009450 | Putative UDP-glucuronosyltransferase ugt-58 [Source:UniProtKB/Swiss-Prot;Acc:Q20086]	many:1	
1071	737	XENTR01071 | ENSXETP00000023843 | ENSXETT00000023843 | AAI57227.1 | AAI71210.1 | AAI71213.1 | ENSXETG00000004890 | UDP glucuronosyltransferase 1 family, polypeptide A6 [Source:Jamboree;Acc:XB-GENE-5793241]	CAEEL00737 | C10H11.6a | CCD64218 | WBGene00015695 | H2KYQ0_CAEEL | UDP-glucuronosyltransferase  [Source:RefSeq peptide;Acc:NP_491435]	many:many	
1071	738	XENTR01071 | ENSXETP00000023843 | ENSXETT00000023843 | AAI57227.1 | AAI71210.1 | AAI71213.1 | ENSXETG00000004890 | UDP glucuronosyltransferase 1 family, polypeptide A6 [Source:Jamboree;Acc:XB-GENE-5793241]	CAEEL00738 | C10H11.5 | CCD64217 | WBGene00015694 | P91037_CAEEL | UDP-glucuronosyltransferase  [Source:RefSeq peptide;Acc:NP_491436]	many:many	
1071	740	XENTR01071 | ENSXETP00000023843 | ENSXETT00000023843 | AAI57227.1 | AAI71210.1 | AAI71213.1 | ENSXETG00000004890 | UDP glucuronosyltransferase 1 family, polypeptide A6 [Source:Jamboree;Acc:XB-GENE-5793241]	CAEEL00740 | C10H11.3 | CCD64215 | WBGene00015692 | P91039_CAEEL | UDP-glucuronosyltransferase  [Source:RefSeq peptide;Acc:NP_491438]	many:many	
1071	7369	XENTR01071 | ENSXETP00000023843 | ENSXETT00000023843 | AAI57227.1 | AAI71210.1 | AAI71213.1 | ENSXETG00000004890 | UDP glucuronosyltransferase 1 family, polypeptide A6 [Source:Jamboree;Acc:XB-GENE-5793241]	CAEEL07369 | M88.1.1 | CAA84336 | WBGene00010904 | Q21603_CAEEL | UDP-glucuronosyltransferase  [Source:RefSeq peptide;Acc:NP_497918]	many:many	
1071	7789	XENTR01071 | ENSXETP00000023843 | ENSXETT00000023843 | AAI57227.1 | AAI71210.1 | AAI71213.1 | ENSXETG00000004890 | UDP glucuronosyltransferase 1 family, polypeptide A6 [Source:Jamboree;Acc:XB-GENE-5793241]	CAEEL07789 | C23G10.6 | CCD65307 | WBGene00016013 | Q9GYR7_CAEEL | UDP-glucuronosyltransferase  [Source:RefSeq peptide;Acc:NP_498344]	many:many	
1071	9932	XENTR01071 | ENSXETP00000023843 | ENSXETT00000023843 | AAI57227.1 | AAI71210.1 | AAI71213.1 | ENSXETG00000004890 | UDP glucuronosyltransferase 1 family, polypeptide A6 [Source:Jamboree;Acc:XB-GENE-5793241]	CAEEL09932 | Y37E11AR.5a | CCD74043 | CDH92992 | WBGene00021372 | Q965X5_CAEEL | UDP-GlucuronosylTransferase  [Source:RefSeq peptide;Acc:NP_500410]	many:many	
1071	10438	XENTR01071 | ENSXETP00000023843 | ENSXETT00000023843 | AAI57227.1 | AAI71210.1 | AAI71213.1 | ENSXETG00000004890 | UDP glucuronosyltransferase 1 family, polypeptide A6 [Source:Jamboree;Acc:XB-GENE-5793241]	CAEEL10438 | K08B4.3 | CCD72378 | WBGene00019515 | Q9TYY5_CAEEL | UDP-GlucuronosylTransferase  [Source:RefSeq peptide;Acc:NP_500912]	many:many	
1071	10439	XENTR01071 | ENSXETP00000023843 | ENSXETT00000023843 | AAI57227.1 | AAI71210.1 | AAI71213.1 | ENSXETG00000004890 | UDP glucuronosyltransferase 1 family, polypeptide A6 [Source:Jamboree;Acc:XB-GENE-5793241]	CAEEL10439 | K08B4.4 | CCD72379 | WBGene00019516 | Q9TYY4_CAEEL | UDP-GlucuronosylTransferase  [Source:RefSeq peptide;Acc:NP_500913]	many:many	
1071	11453	XENTR01071 | ENSXETP00000023843 | ENSXETT00000023843 | AAI57227.1 | AAI71210.1 | AAI71213.1 | ENSXETG00000004890 | UDP glucuronosyltransferase 1 family, polypeptide A6 [Source:Jamboree;Acc:XB-GENE-5793241]	CAEEL11453 | R11A8.3 | CAA94365 | WBGene00011238 | Q21922_CAEEL | UDP-GlucuronosylTransferase  [Source:RefSeq peptide;Acc:NP_501911]	many:many	
1071	11476	XENTR01071 | ENSXETP00000023843 | ENSXETT00000023843 | AAI57227.1 | AAI71210.1 | AAI71213.1 | ENSXETG00000004890 | UDP glucuronosyltransferase 1 family, polypeptide A6 [Source:Jamboree;Acc:XB-GENE-5793241]	CAEEL11476 | F01D4.1b | CBL43432 | WBGene00008485 | D5MCT5_CAEEL | UDP-GlucuronosylTransferase  [Source:RefSeq peptide;Acc:NP_001255488]	many:many	
1071	11478	XENTR01071 | ENSXETP00000023843 | ENSXETT00000023843 | AAI57227.1 | AAI71210.1 | AAI71213.1 | ENSXETG00000004890 | UDP glucuronosyltransferase 1 family, polypeptide A6 [Source:Jamboree;Acc:XB-GENE-5793241]	CAEEL11478 | F01D4.2 | CAB02884 | WBGene00008486 | O17757_CAEEL | UDP-GlucuronosylTransferase  [Source:RefSeq peptide;Acc:NP_501933]	many:many	
1071	12210	XENTR01071 | ENSXETP00000023843 | ENSXETT00000023843 | AAI57227.1 | AAI71210.1 | AAI71213.1 | ENSXETG00000004890 | UDP glucuronosyltransferase 1 family, polypeptide A6 [Source:Jamboree;Acc:XB-GENE-5793241]	CAEEL12210 | C08F11.8.1 | CAB62783 | WBGene00007455 | Q9U3Q6_CAEEL | UDP-glucuronosyltransferase  [Source:RefSeq peptide;Acc:NP_502633]	many:many	
1071	12920	XENTR01071 | ENSXETP00000023843 | ENSXETT00000023843 | AAI57227.1 | AAI71210.1 | AAI71213.1 | ENSXETG00000004890 | UDP glucuronosyltransferase 1 family, polypeptide A6 [Source:Jamboree;Acc:XB-GENE-5793241]	CAEEL12920 | Y49C4A.8a.1 | CCD72462 | WBGene00021709 | H2L0C9_CAEEL | UDP-GlucuronosylTransferase  [Source:RefSeq peptide;Acc:NP_503298]	many:many	
1071	13691	XENTR01071 | ENSXETP00000023843 | ENSXETT00000023843 | AAI57227.1 | AAI71210.1 | AAI71213.1 | ENSXETG00000004890 | UDP glucuronosyltransferase 1 family, polypeptide A6 [Source:Jamboree;Acc:XB-GENE-5793241]	CAEEL13691 | F47C10.6 | CCD64887 | WBGene00018543 | O01558_CAEEL | UDP-GlucuronosylTransferase  [Source:RefSeq peptide;Acc:NP_504060]	many:many	
1071	13907	XENTR01071 | ENSXETP00000023843 | ENSXETT00000023843 | AAI57227.1 | AAI71210.1 | AAI71213.1 | ENSXETG00000004890 | UDP glucuronosyltransferase 1 family, polypeptide A6 [Source:Jamboree;Acc:XB-GENE-5793241]	CAEEL13907 | F39G3.1 | CCD65240 | WBGene00018206 | O16276_CAEEL | UDP-glucuronosyltransferase  [Source:RefSeq peptide;Acc:NP_504274]	many:many	
1071	13945	XENTR01071 | ENSXETP00000023843 | ENSXETT00000023843 | AAI57227.1 | AAI71210.1 | AAI71213.1 | ENSXETG00000004890 | UDP glucuronosyltransferase 1 family, polypeptide A6 [Source:Jamboree;Acc:XB-GENE-5793241]	CAEEL13945 | T19H12.9 | CCD67005 | WBGene00020592 | O01614_CAEEL | UDP-GlucuronosylTransferase  [Source:RefSeq peptide;Acc:NP_504309]	many:many	
1071	13950	XENTR01071 | ENSXETP00000023843 | ENSXETT00000023843 | AAI57227.1 | AAI71210.1 | AAI71213.1 | ENSXETG00000004890 | UDP glucuronosyltransferase 1 family, polypeptide A6 [Source:Jamboree;Acc:XB-GENE-5793241]	CAEEL13950 | H23N18.4 | CCD62609 | WBGene00019235 | Q9TXZ3_CAEEL	many:many	
1071	13979	XENTR01071 | ENSXETP00000023843 | ENSXETT00000023843 | AAI57227.1 | AAI71210.1 | AAI71213.1 | ENSXETG00000004890 | UDP glucuronosyltransferase 1 family, polypeptide A6 [Source:Jamboree;Acc:XB-GENE-5793241]	CAEEL13979 | C13D9.9 | CCD64395 | WBGene00015739 | O16243_CAEEL | UDP-GlucuronosylTransferase  [Source:RefSeq peptide;Acc:NP_504343]	many:many	
1071	14102	XENTR01071 | ENSXETP00000023843 | ENSXETT00000023843 | AAI57227.1 | AAI71210.1 | AAI71213.1 | ENSXETG00000004890 | UDP glucuronosyltransferase 1 family, polypeptide A6 [Source:Jamboree;Acc:XB-GENE-5793241]	CAEEL14102 | C18C4.3.1 | CCD65106 | WBGene00015965 | Putative UDP-glucuronosyltransferase ugt-48 [Source:UniProtKB/Swiss-Prot;Acc:Q18081]	many:many	
1071	14450	XENTR01071 | ENSXETP00000023843 | ENSXETT00000023843 | AAI57227.1 | AAI71210.1 | AAI71213.1 | ENSXETG00000004890 | UDP glucuronosyltransferase 1 family, polypeptide A6 [Source:Jamboree;Acc:XB-GENE-5793241]	CAEEL14450 | F10D2.6 | CCD69120 | WBGene00017332 | O16915_CAEEL | UDP-GlucuronosylTransferase  [Source:RefSeq peptide;Acc:NP_504811]	many:many	
1071	14458	XENTR01071 | ENSXETP00000023843 | ENSXETT00000023843 | AAI57227.1 | AAI71210.1 | AAI71213.1 | ENSXETG00000004890 | UDP glucuronosyltransferase 1 family, polypeptide A6 [Source:Jamboree;Acc:XB-GENE-5793241]	CAEEL14458 | F10D2.11 | CCD69125 | WBGene00017336 | O16922_CAEEL | UDP-GlucuronosylTransferase  [Source:RefSeq peptide;Acc:NP_504818]	many:many	
1071	14460	XENTR01071 | ENSXETP00000023843 | ENSXETT00000023843 | AAI57227.1 | AAI71210.1 | AAI71213.1 | ENSXETG00000004890 | UDP glucuronosyltransferase 1 family, polypeptide A6 [Source:Jamboree;Acc:XB-GENE-5793241]	CAEEL14460 | F09G2.6 | CCD64426 | WBGene00017315 | O17401_CAEEL | UDP-GlucuronosylTransferase  [Source:RefSeq peptide;Acc:NP_504820]	many:many	
1071	15267	XENTR01071 | ENSXETP00000023843 | ENSXETT00000023843 | AAI57227.1 | AAI71210.1 | AAI71213.1 | ENSXETG00000004890 | UDP glucuronosyltransferase 1 family, polypeptide A6 [Source:Jamboree;Acc:XB-GENE-5793241]	CAEEL15267 | R04B5.9 | CAA94845 | WBGene00011006 | Putative UDP-glucuronosyltransferase ugt-47 [Source:UniProtKB/Swiss-Prot;Acc:Q21706]	many:many	
1071	15356	XENTR01071 | ENSXETP00000023843 | ENSXETT00000023843 | AAI57227.1 | AAI71210.1 | AAI71213.1 | ENSXETG00000004890 | UDP glucuronosyltransferase 1 family, polypeptide A6 [Source:Jamboree;Acc:XB-GENE-5793241]	CAEEL15356 | AC3.2 | CAA94866 | WBGene00007070 | Q17399_CAEEL | UDP-glucuronosyltransferase  [Source:RefSeq peptide;Acc:NP_505666]	many:many	
1071	15364	XENTR01071 | ENSXETP00000023843 | ENSXETT00000023843 | AAI57227.1 | AAI71210.1 | AAI71213.1 | ENSXETG00000004890 | UDP glucuronosyltransferase 1 family, polypeptide A6 [Source:Jamboree;Acc:XB-GENE-5793241]	CAEEL15364 | AC3.8 | CAA94871 | WBGene00007073 | Q17404_CAEEL | UDP-GlucuronosylTransferase  [Source:RefSeq peptide;Acc:NP_505672]	many:many	
1071	15388	XENTR01071 | ENSXETP00000023843 | ENSXETT00000023843 | AAI57227.1 | AAI71210.1 | AAI71213.1 | ENSXETG00000004890 | UDP glucuronosyltransferase 1 family, polypeptide A6 [Source:Jamboree;Acc:XB-GENE-5793241]	CAEEL15388 | C35A5.2 | CAA94904 | WBGene00007946 | Q18470_CAEEL | UDP-GlucuronosylTransferase  [Source:RefSeq peptide;Acc:NP_505692]	many:many	
1071	15433	XENTR01071 | ENSXETP00000023843 | ENSXETT00000023843 | AAI57227.1 | AAI71210.1 | AAI71213.1 | ENSXETG00000004890 | UDP glucuronosyltransferase 1 family, polypeptide A6 [Source:Jamboree;Acc:XB-GENE-5793241]	CAEEL15433 | C32C4.7 | CAI91175 | WBGene00044286 | Q52GY8_CAEEL | UDP-GlucuronosylTransferase  [Source:RefSeq peptide;Acc:NP_001023694]	many:many	
1071	15434	XENTR01071 | ENSXETP00000023843 | ENSXETT00000023843 | AAI57227.1 | AAI71210.1 | AAI71213.1 | ENSXETG00000004890 | UDP glucuronosyltransferase 1 family, polypeptide A6 [Source:Jamboree;Acc:XB-GENE-5793241]	CAEEL15434 | F29F11.2 | CAA98274 | WBGene00009255 | G5EES5_CAEEL | UDP-GlucuronosylTransferase  [Source:RefSeq peptide;Acc:NP_505728]	many:many	
1071	15975	XENTR01071 | ENSXETP00000023843 | ENSXETT00000023843 | AAI57227.1 | AAI71210.1 | AAI71213.1 | ENSXETG00000004890 | UDP glucuronosyltransferase 1 family, polypeptide A6 [Source:Jamboree;Acc:XB-GENE-5793241]	CAEEL15975 | ZC455.5a | CAA99956 | WBGene00013905 | Q23335_CAEEL | UDP-glucuronosyltransferase  [Source:RefSeq peptide;Acc:NP_001041203]	many:many	
1071	15976	XENTR01071 | ENSXETP00000023843 | ENSXETT00000023843 | AAI57227.1 | AAI71210.1 | AAI71213.1 | ENSXETG00000004890 | UDP glucuronosyltransferase 1 family, polypeptide A6 [Source:Jamboree;Acc:XB-GENE-5793241]	CAEEL15976 | ZC455.4 | CAA99955 | WBGene00013904 | Q23334_CAEEL | UDP-glucuronosyltransferase  [Source:RefSeq peptide;Acc:NP_506202]	many:many	
1071	15977	XENTR01071 | ENSXETP00000023843 | ENSXETT00000023843 | AAI57227.1 | AAI71210.1 | AAI71213.1 | ENSXETG00000004890 | UDP glucuronosyltransferase 1 family, polypeptide A6 [Source:Jamboree;Acc:XB-GENE-5793241]	CAEEL15977 | ZC455.3 | CAA99954 | WBGene00013903 | Q23333_CAEEL | UDP-GlucuronosylTransferase  [Source:RefSeq peptide;Acc:NP_506203]	many:many	
1071	15986	XENTR01071 | ENSXETP00000023843 | ENSXETT00000023843 | AAI57227.1 | AAI71210.1 | AAI71213.1 | ENSXETG00000004890 | UDP glucuronosyltransferase 1 family, polypeptide A6 [Source:Jamboree;Acc:XB-GENE-5793241]	CAEEL15986 | C44H9.1 | CAA99782 | WBGene00008097 | Q18629_CAEEL | UDP-glucuronosyltransferase  [Source:RefSeq peptide;Acc:NP_506211]	many:many	
