Orthogroup	AENJA_ok	AMPFI_ok	APOSC_ok	APOSJ_ok	ASTMX	BRAFL	BRALA	CAEEL	CAPO3	DANRE	DROME	HELIO_ok	HUMAN	LYTVA_ok	MOUSE	NEMVE	ORYLA	OWEFU	PFLAV	SACKO_ok	SCHMD	STRPU_ok	XENTR	YEAST	Total
OG0004639	1	1	1	8	1	1	1	1	1	1	1	1	1	2	3	1	1	1	1	1	1	1	1	1	34
OG0004640	1	1	1	0	1	0	0	1	1	2	2	1	4	0	8	1	0	1	7	1	0	1	0	0	34
OG0004641	1	1	1	4	2	2	1	1	1	3	0	1	4	1	1	3	1	1	1	1	0	2	1	0	34
OG0004642	1	1	1	2	1	1	1	1	1	3	1	1	1	1	1	2	4	1	2	1	1	1	2	2	34
OG0004643	1	1	1	6	1	1	1	1	1	2	1	1	1	0	6	1	1	1	1	1	1	2	1	0	34
OG0004644	1	1	1	2	2	1	1	1	1	4	0	1	3	1	4	2	1	2	1	1	0	1	2	0	34
OG0004645	1	1	2	4	2	1	1	0	0	6	1	1	2	0	2	0	2	2	1	1	1	1	2	0	34
OG0004646	1	1	1	6	2	1	1	0	1	2	1	1	1	1	4	1	2	1	1	1	1	1	2	0	34
OG0004647	1	1	2	4	1	2	1	0	0	2	1	1	1	1	4	1	2	5	1	1	0	1	1	0	34
OG0004648	1	1	5	1	1	1	1	1	1	1	1	1	2	1	4	1	1	1	1	1	2	1	1	2	34
OG0004649	1	1	1	1	2	1	1	1	1	5	1	1	2	1	2	1	3	1	1	1	1	1	2	1	34
OG0004650	1	0	0	0	2	0	0	0	0	3	0	0	4	0	16	1	3	1	1	0	0	1	1	0	34
OG0004651	1	1	1	5	2	1	1	0	1	1	2	1	1	2	3	1	1	3	1	1	1	1	1	1	34
OG0004652	1	1	3	3	1	2	1	1	1	4	1	0	2	1	2	1	1	1	1	1	2	2	1	0	34
OG0004653	1	0	2	1	2	1	1	0	0	4	1	0	4	0	8	0	2	2	1	1	0	0	3	0	34
OG0004654	1	1	6	2	1	1	1	1	1	2	2	0	1	1	3	1	1	1	1	1	1	2	1	1	34
OG0004655	1	1	2	0	1	1	1	1	1	3	1	1	1	1	7	2	1	1	2	1	1	1	1	1	34
OG0004656	1	2	1	3	2	1	1	2	1	2	1	1	1	1	3	1	2	1	1	2	0	2	1	1	34
OG0004657	1	1	1	2	2	1	1	1	1	2	1	1	1	1	1	1	4	1	1	2	3	1	2	1	34
OG0004658	1	2	2	2	1	1	1	2	1	1	1	1	3	1	5	2	0	2	1	1	0	1	1	1	34
OG0004659	1	4	1	2	1	1	1	0	1	3	1	1	1	1	3	3	1	2	2	1	0	1	1	1	34
OG0004660	1	3	1	2	1	1	1	0	2	2	4	1	1	1	3	1	2	1	1	1	0	1	1	2	34
OG0004661	1	2	2	9	0	1	2	0	0	2	0	1	1	1	4	0	1	1	1	2	0	2	1	0	34
OG0004662	1	1	1	2	2	2	2	2	0	1	1	0	1	2	5	1	2	1	1	1	2	2	1	0	34
OG0004663	1	1	1	4	1	1	2	1	1	4	1	1	2	1	2	1	1	1	1	1	1	2	1	1	34
OG0004664	1	1	1	2	1	1	2	1	1	3	2	1	1	1	3	2	1	1	1	1	3	1	1	1	34
OG0004665	1	4	1	2	1	2	2	0	0	1	0	1	3	1	6	1	1	1	1	1	2	1	1	0	34
OG0004666	1	1	1	2	2	1	1	0	0	3	0	1	3	1	5	1	2	3	1	1	1	1	2	0	34
OG0004667	1	1	1	5	1	1	1	0	0	3	4	1	3	4	1	1	2	1	1	1	0	1	0	0	34
OG0004668	1	1	1	3	1	1	1	1	1	1	1	1	2	2	5	2	1	1	2	1	1	1	1	1	34
OG0004669	1	1	2	8	0	1	1	1	1	1	1	1	2	0	2	1	1	1	1	1	2	2	1	1	34
OG0004670	1	1	1	2	1	1	1	1	1	1	1	1	2	0	6	1	2	1	1	1	2	3	1	1	34
OG0004671	1	2	2	2	1	1	5	1	1	1	1	1	1	1	1	1	1	2	1	1	3	1	1	1	34
OG0004672	1	1	1	9	1	1	1	2	1	1	1	1	2	1	2	1	1	2	1	1	0	1	1	0	34
OG0004673	1	1	1	3	2	1	1	0	1	3	0	1	4	1	4	1	2	1	1	1	1	1	2	0	34
OG0004674	1	1	2	8	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	34
OG0004675	1	2	1	1	1	1	1	1	1	1	3	1	1	2	3	2	1	3	1	1	1	1	1	2	34
OG0004676	1	1	1	3	1	1	1	0	3	1	1	1	2	1	2	1	0	2	2	2	0	1	1	5	34
OG0004677	1	1	1	2	3	1	1	1	0	6	1	1	4	1	1	1	3	1	1	1	0	1	1	0	34
OG0004678	1	1	2	1	1	1	1	1	1	3	2	1	2	1	1	1	1	2	1	0	4	2	1	2	34
OG0004679	1	1	1	4	1	1	1	0	1	1	1	1	6	2	6	0	1	1	1	1	0	1	1	0	34
OG0004680	1	0	3	0	4	1	2	0	0	4	0	1	2	1	7	0	3	0	1	1	0	1	2	0	34
OG0004681	1	1	2	1	1	2	2	1	0	3	2	1	2	3	3	1	1	1	2	1	1	1	1	0	34
OG0004682	1	1	2	1	1	1	1	1	1	1	2	1	4	1	5	1	1	1	1	1	1	2	1	1	34
OG0004683	1	1	1	9	1	1	1	1	0	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	34
OG0004684	1	1	7	2	1	1	1	1	0	3	1	1	1	1	2	1	1	1	1	1	1	2	1	1	34
OG0004685	1	1	1	1	3	1	1	1	1	4	2	2	1	1	1	2	2	1	1	1	1	2	1	1	34
OG0004686	1	5	6	2	1	1	1	0	0	2	0	2	1	1	2	0	0	2	4	1	0	1	1	0	34
OG0004687	1	1	1	4	1	1	1	1	1	2	1	1	4	1	1	1	1	1	1	1	4	1	1	1	34
OG0004688	1	0	1	9	1	1	1	0	0	2	1	1	1	1	2	0	0	1	3	3	2	2	1	0	34
OG0004689	1	1	1	1	1	1	1	1	0	1	1	1	1	3	5	3	1	2	2	1	1	4	0	0	34
OG0004690	1	0	2	2	2	1	1	3	1	2	1	1	1	1	2	1	2	1	1	1	5	1	1	0	34
OG0004691	1	1	1	8	1	1	1	1	1	1	1	1	1	0	3	1	1	1	1	1	3	1	1	1	34
OG0004692	1	0	3	5	1	1	1	0	1	1	5	1	1	1	1	2	1	2	2	2	0	1	1	0	34
OG0004693	0	19	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	12	0	0	0	0	0	34
OG0004694	0	2	1	4	1	1	1	1	1	3	1	1	3	1	2	1	1	2	1	1	2	2	1	0	34
OG0004695	0	3	1	15	1	0	3	0	1	0	0	1	0	0	1	1	1	2	0	1	0	2	1	0	34
OG0004696	0	1	1	8	1	1	1	0	1	3	0	1	2	2	2	2	1	1	1	1	1	2	1	0	34
OG0004697	0	1	1	6	2	1	1	1	1	4	1	1	2	0	5	1	1	0	1	1	1	1	1	0	34
OG0004698	0	1	2	1	4	1	1	0	0	4	0	1	4	1	4	1	3	1	2	1	0	1	1	0	34
OG0004699	0	1	1	6	1	1	1	1	1	1	1	1	5	1	3	1	1	1	1	1	1	1	1	1	34
OG0004700	0	1	1	13	1	1	1	1	1	1	1	0	1	1	2	1	1	1	1	1	1	1	1	0	34
OG0004701	0	3	2	10	0	4	2	0	0	0	0	3	0	5	0	0	0	0	0	0	0	5	0	0	34
OG0004702	0	1	1	4	1	2	2	0	2	3	0	1	2	1	4	0	0	2	1	1	0	4	1	1	34
OG0004703	0	2	1	1	1	1	1	1	1	3	1	1	1	2	3	1	1	1	1	1	4	2	1	2	34
OG0004704	0	1	2	9	1	1	1	1	2	2	0	1	1	1	1	1	1	1	1	1	3	1	1	0	34
OG0004705	0	1	1	3	2	1	1	1	0	3	2	1	2	2	2	1	2	1	1	1	1	1	3	1	34
OG0004706	0	1	4	2	2	1	1	0	0	3	0	1	2	1	6	1	1	1	2	1	0	1	3	0	34
OG0004707	0	2	1	5	1	1	1	0	2	1	1	1	1	1	5	1	1	2	1	1	0	3	2	0	34
OG0004708	0	2	1	8	1	1	1	1	1	2	1	1	1	1	3	1	1	1	1	1	1	1	1	1	34
OG0004709	0	1	16	9	0	3	1	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	34
OG0004710	0	1	1	24	0	1	1	0	0	0	1	1	0	0	0	1	0	0	1	1	0	1	0	0	34
OG0004711	0	1	1	1	1	1	1	1	1	3	1	1	3	2	6	1	1	1	1	1	1	2	1	1	34
OG0004712	0	0	0	0	4	3	6	0	0	6	0	0	3	0	3	0	4	1	0	0	0	0	4	0	34
OG0004713	0	0	0	0	5	0	0	0	0	11	0	0	2	0	8	0	5	0	0	0	0	0	3	0	34
OG0004714	0	0	0	0	5	0	0	0	0	10	0	0	3	0	4	0	8	0	0	0	0	0	4	0	34
OG0004715	0	0	0	0	0	15	11	0	0	0	0	0	0	0	0	0	0	0	2	1	4	0	0	1	34
OG0004716	0	0	0	0	0	2	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34
OG0004717	0	0	0	0	0	3	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34
OG0004718	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34
OG0004719	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34
OG0004720	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34
OG0004721	0	0	0	0	0	0	0	0	0	0	0	0	18	0	16	0	0	0	0	0	0	0	0	0	34
OG0004722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	34
OG0004723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	34
OG0004724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	34
OG0004725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	34
OG0004726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	34
OG0004727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	34
OG0004728	1	1	5	1	1	1	1	1	1	2	1	1	2	2	1	2	1	1	1	1	1	1	1	2	33
OG0004729	1	2	1	7	3	1	2	0	0	0	1	1	2	1	2	2	1	2	1	1	0	1	1	0	33
OG0004730	1	1	1	2	2	1	1	1	0	3	1	1	2	1	4	1	3	2	1	1	1	1	1	0	33
OG0004731	1	1	2	2	1	1	1	1	0	3	2	1	1	2	1	1	1	2	3	2	1	2	1	0	33
OG0004732	1	2	1	1	1	1	1	0	2	6	1	1	1	1	3	1	1	1	1	2	1	2	1	0	33
OG0004733	1	2	1	6	1	1	1	1	1	1	1	1	1	2	4	1	1	1	1	1	0	1	1	1	33
OG0004734	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33
OG0004735	1	2	1	12	1	1	1	1	0	1	0	2	1	0	1	1	1	1	1	1	0	1	1	1	33
OG0004736	2	2	3	5	0	1	1	0	0	0	0	1	2	2	3	2	0	3	2	1	1	1	1	0	33
OG0004737	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33
OG0004738	3	1	1	8	1	1	1	1	1	2	0	1	1	1	2	0	1	1	2	1	1	1	1	0	33
OG0004739	1	1	1	8	1	1	2	2	1	1	1	1	0	2	1	1	1	1	2	1	0	1	1	1	33
OG0004740	1	0	1	4	1	1	2	1	1	3	1	1	2	1	3	2	1	1	1	1	1	1	1	1	33
OG0004741	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33
OG0004742	2	2	2	14	0	0	0	0	0	0	0	0	0	2	0	0	0	0	6	3	0	2	0	0	33
OG0004743	1	1	2	1	2	1	1	1	1	2	1	1	4	3	1	2	0	1	1	1	1	2	1	1	33
OG0004744	1	2	2	1	1	1	1	1	1	1	1	1	1	1	4	3	1	1	1	2	2	2	1	0	33
OG0004745	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33
OG0004746	1	3	1	2	2	1	1	2	0	4	0	1	2	1	2	1	2	1	1	1	0	2	2	0	33
OG0004747	1	3	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	3	1	1	3	1	1	1	33
OG0004748	5	1	2	7	1	1	1	0	1	1	0	1	1	1	2	2	1	1	1	1	0	1	0	1	33
OG0004749	1	1	2	5	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	3	1	1	1	33
OG0004750	1	2	1	3	2	0	0	0	0	5	0	1	1	0	1	3	2	2	3	4	0	1	1	0	33
OG0004751	2	0	1	1	1	1	2	0	0	1	2	1	1	1	8	1	1	2	1	1	2	2	1	0	33
OG0004752	1	1	1	8	1	1	1	1	1	1	2	0	1	1	2	1	1	1	1	2	2	1	1	0	33
OG0004753	1	1	1	2	2	1	1	1	1	2	1	1	1	1	1	3	1	1	2	2	3	1	1	1	33
OG0004754	1	1	1	4	1	1	1	1	0	3	1	1	1	2	4	2	1	2	1	1	1	1	1	0	33
OG0004755	1	1	1	2	1	1	2	1	1	2	1	1	1	2	3	1	1	1	1	1	3	1	2	1	33
OG0004756	1	1	1	8	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	33
OG0004757	1	1	1	6	1	1	2	0	2	2	1	1	1	1	2	2	1	1	2	1	1	1	1	0	33
OG0004758	1	1	1	4	1	1	1	1	1	3	1	1	1	1	4	2	1	2	1	1	0	2	1	0	33
OG0004759	1	1	1	8	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	0	1	1	1	33
OG0004760	1	2	1	2	1	1	1	1	1	1	5	1	4	1	3	1	0	2	1	1	0	1	0	1	33
OG0004761	1	5	1	1	1	1	1	1	1	2	2	1	1	1	1	5	1	1	1	1	1	1	1	0	33
OG0004762	6	1	2	2	0	4	2	1	1	0	0	2	0	2	0	1	0	3	2	2	0	2	0	0	33
OG0004763	1	1	1	2	1	1	1	2	1	1	1	1	3	1	2	1	1	1	3	2	3	1	1	0	33
OG0004764	1	1	1	4	1	1	1	1	1	3	1	1	1	2	1	1	1	1	1	1	2	2	1	2	33
OG0004765	1	1	1	1	3	2	1	1	1	2	2	1	1	1	3	1	2	1	1	1	2	1	1	1	33
OG0004766	1	2	2	1	1	1	1	1	1	2	1	1	2	1	5	1	1	1	1	1	1	2	1	1	33
OG0004767	1	1	1	8	1	2	1	1	1	1	1	0	3	1	1	1	1	1	1	1	1	1	1	1	33
OG0004768	1	1	1	2	2	1	1	1	1	2	1	0	2	1	3	2	2	2	2	1	1	1	1	1	33
OG0004769	1	1	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	7	1	1	1	33
OG0004770	1	2	2	2	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	5	1	1	1	33
OG0004771	1	3	2	2	0	1	3	0	1	0	4	2	0	3	0	0	0	3	3	2	0	3	0	0	33
OG0004772	2	0	1	1	2	1	1	1	0	2	3	0	0	1	0	1	1	4	1	2	5	2	2	0	33
OG0004773	3	2	18	5	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	33
OG0004774	1	2	1	4	1	1	1	1	1	2	1	1	1	2	1	3	1	1	1	1	1	1	2	1	33
OG0004775	2	1	1	4	2	1	2	2	1	1	1	1	1	2	1	1	1	1	2	1	2	1	1	0	33
OG0004776	1	1	1	8	1	1	1	1	0	3	1	1	1	1	1	1	1	1	4	1	0	1	1	0	33
OG0004777	1	1	1	1	4	1	1	0	0	4	0	1	3	1	6	0	2	1	1	1	0	1	2	0	33
OG0004778	4	0	2	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	1	2	3	15	0	0	33
OG0004779	2	1	1	1	3	2	1	0	0	3	0	1	3	0	5	0	3	1	1	1	0	1	3	0	33
OG0004780	4	3	2	3	0	4	3	0	0	0	0	0	0	0	0	0	1	0	11	1	0	1	0	0	33
OG0004781	2	2	1	2	1	1	1	1	1	1	0	1	3	1	4	1	0	1	1	1	3	2	2	0	33
OG0004782	1	4	2	2	1	3	1	0	0	1	1	2	2	1	2	3	1	2	1	1	0	1	1	0	33
OG0004783	1	1	1	1	1	1	2	0	0	4	1	1	3	2	5	2	1	2	1	1	0	1	1	0	33
OG0004784	1	1	3	2	1	1	1	1	1	2	3	1	1	2	2	1	1	1	1	1	2	1	2	0	33
OG0004785	1	1	3	1	1	1	1	1	1	1	4	0	1	2	1	2	1	1	1	2	3	1	1	1	33
OG0004786	2	3	1	1	1	1	1	1	1	3	0	1	1	0	3	2	1	1	3	1	1	2	1	1	33
OG0004787	1	1	1	2	1	1	1	1	1	3	1	1	1	1	2	1	1	1	2	1	5	1	1	1	33
OG0004788	1	1	2	6	2	1	1	0	1	1	0	2	2	1	3	1	1	1	1	1	1	2	1	0	33
OG0004789	1	1	1	3	1	1	0	1	0	1	6	1	1	1	1	4	1	3	2	1	0	1	1	0	33
OG0004790	1	1	1	1	3	1	1	1	0	2	1	1	2	1	3	1	3	0	1	1	3	1	3	0	33
OG0004791	1	1	1	3	1	1	1	1	0	1	1	1	2	1	1	2	1	1	8	1	1	1	1	0	33
OG0004792	1	1	3	0	2	1	0	1	2	2	2	1	2	1	2	1	2	1	2	1	0	2	2	1	33
OG0004793	1	1	1	1	2	1	1	2	1	3	1	1	1	1	3	1	1	2	1	1	4	1	1	0	33
OG0004794	1	1	1	3	1	1	1	1	1	4	1	1	3	1	2	1	1	1	1	1	2	2	1	0	33
OG0004795	1	1	1	2	2	1	3	1	1	1	1	1	1	2	2	2	1	2	1	1	1	2	1	1	33
OG0004796	1	1	1	1	2	0	0	0	0	1	0	0	2	3	9	2	2	3	1	1	1	1	1	0	33
OG0004797	1	1	1	1	1	1	1	1	1	2	1	1	1	2	6	1	1	1	2	1	1	2	1	1	33
OG0004798	1	2	3	10	0	2	1	2	2	0	0	1	0	3	0	2	0	1	1	1	0	1	0	0	33
OG0004799	1	1	1	2	2	1	1	0	0	3	2	1	2	1	6	2	2	1	1	0	0	2	1	0	33
OG0004800	3	3	1	2	1	2	2	0	0	2	1	1	1	1	5	2	1	1	1	1	0	1	1	0	33
OG0004801	2	1	1	1	1	1	1	0	1	2	2	1	2	1	6	2	1	1	1	3	0	1	1	0	33
OG0004802	1	1	4	10	1	1	2	0	0	1	0	1	1	1	1	1	0	1	1	2	0	2	1	0	33
OG0004803	1	2	1	1	1	2	1	2	2	3	2	1	2	2	3	1	1	1	1	1	0	1	1	0	33
OG0004804	1	2	1	5	1	1	1	0	0	1	2	1	3	1	2	0	1	1	1	1	2	2	3	0	33
OG0004805	1	1	1	1	1	1	1	1	1	2	1	1	1	1	3	1	1	3	1	1	4	2	1	1	33
OG0004806	1	1	2	2	2	1	1	0	0	4	0	1	2	1	4	1	3	2	1	1	0	1	2	0	33
OG0004807	2	1	1	4	1	3	2	0	0	2	0	1	3	1	3	1	0	1	1	1	3	1	1	0	33
OG0004808	1	1	1	4	1	1	1	2	1	1	1	1	1	1	1	2	2	1	2	2	2	1	1	1	33
OG0004809	2	1	1	8	1	1	1	0	0	4	0	1	3	1	2	1	0	1	1	1	1	1	1	0	33
OG0004810	2	1	1	5	1	1	1	0	1	4	2	2	1	1	2	2	1	1	1	1	0	1	1	0	33
OG0004811	1	1	1	5	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	2	1	2	1	33
OG0004812	1	1	2	0	1	1	1	2	1	1	1	1	2	1	7	2	1	1	2	1	1	1	1	0	33
OG0004813	2	1	1	2	3	1	1	1	1	3	1	1	4	1	1	1	1	1	1	1	2	1	1	0	33
OG0004814	1	1	1	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	33
OG0004815	1	1	1	3	1	3	1	1	1	1	1	1	2	1	2	3	1	1	1	3	0	2	1	0	33
OG0004816	1	2	5	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	33
OG0004817	1	1	1	2	2	1	1	1	1	4	1	1	1	2	4	1	1	1	1	2	1	1	1	0	33
OG0004818	1	1	1	2	2	2	1	1	0	3	0	1	3	1	6	0	2	1	1	1	0	1	2	0	33
OG0004819	2	2	2	2	2	1	1	1	1	1	1	1	1	1	3	2	1	1	1	2	1	1	1	1	33
OG0004820	2	1	1	2	1	1	1	1	1	1	1	1	1	1	3	1	1	1	2	1	5	1	1	1	33
OG0004821	1	0	2	3	1	2	5	0	0	2	0	0	1	1	7	1	1	1	1	2	0	1	1	0	33
OG0004822	1	1	2	1	1	1	1	1	1	2	1	1	5	1	2	1	1	1	1	1	3	1	1	1	33
OG0004823	1	1	1	2	1	1	1	0	1	3	3	1	1	1	5	1	2	1	1	1	1	2	1	0	33
OG0004824	1	0	1	10	1	1	1	0	0	3	1	1	1	2	3	1	1	1	1	1	0	1	1	0	33
OG0004825	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	2	5	2	2	1	1	0	33
OG0004826	1	1	1	9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	0	33
OG0004827	1	2	2	12	0	1	2	0	0	0	1	2	0	1	0	0	0	4	1	2	0	1	1	0	33
OG0004828	1	1	1	1	2	1	1	1	1	2	2	1	1	2	4	1	3	1	1	1	2	1	1	0	33
OG0004829	1	1	1	2	1	1	1	1	1	4	1	0	2	2	2	2	2	1	3	1	1	1	1	0	33
OG0004830	1	1	2	4	1	1	1	1	2	1	1	1	2	0	7	1	1	1	1	1	0	1	1	0	33
OG0004831	1	1	1	3	3	1	1	0	1	3	1	1	2	1	3	1	3	1	1	1	0	1	2	0	33
OG0004832	1	1	2	3	1	1	1	1	1	1	1	1	2	1	5	1	1	1	1	1	2	2	1	0	33
OG0004833	1	1	3	1	1	1	1	5	2	1	5	0	1	1	2	1	1	0	1	1	0	1	1	1	33
OG0004834	1	1	1	8	1	1	1	0	0	3	0	1	1	1	3	1	1	1	1	1	2	2	1	0	33
OG0004835	1	1	1	1	2	2	1	1	1	3	1	1	3	0	4	1	2	1	1	1	1	1	2	0	33
OG0004836	1	1	2	3	1	1	1	1	1	2	1	1	3	0	5	1	1	2	1	1	0	1	1	1	33
OG0004837	1	1	1	1	2	1	1	1	1	2	3	1	2	0	6	1	1	1	1	1	1	1	2	0	33
OG0004838	1	1	1	3	1	1	1	1	1	3	1	1	2	1	4	1	2	2	1	1	1	1	1	0	33
OG0004839	1	1	1	2	1	1	1	1	0	0	0	1	6	1	3	1	1	4	1	1	2	2	1	0	33
OG0004840	1	1	1	4	1	1	1	1	1	1	1	1	1	2	3	1	1	1	1	1	3	2	1	1	33
OG0004841	1	1	1	1	1	1	1	1	1	4	1	1	1	1	4	1	1	1	1	2	3	1	1	1	33
OG0004842	1	1	1	2	1	1	1	1	1	4	1	1	2	1	6	1	0	2	1	1	0	1	1	1	33
OG0004843	1	1	2	2	1	1	2	1	1	2	2	1	1	1	1	2	1	1	1	1	4	1	1	1	33
OG0004844	1	1	1	2	1	1	1	1	1	1	1	1	3	1	8	1	1	1	1	1	0	1	1	1	33
OG0004845	1	1	2	3	2	1	1	1	1	1	1	3	3	1	2	2	1	1	1	1	0	2	1	0	33
OG0004846	1	1	1	12	1	1	1	0	1	1	1	1	1	1	2	1	1	1	1	1	0	1	1	0	33
OG0004847	1	1	1	2	4	0	0	0	0	4	1	1	2	1	3	0	4	0	3	1	0	1	3	0	33
OG0004848	1	2	6	3	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	3	1	1	1	33
OG0004849	1	1	1	1	1	1	2	1	1	1	1	1	7	1	1	1	1	1	1	1	3	1	1	1	33
OG0004850	1	1	1	4	1	1	1	1	1	3	1	1	1	1	1	2	1	1	1	1	3	1	1	2	33
OG0004851	1	0	2	5	2	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	2	1	1	1	33
OG0004852	1	2	5	1	1	1	1	1	1	1	2	0	2	1	4	1	1	1	1	1	1	1	1	1	33
OG0004853	1	0	2	6	1	1	1	1	1	1	3	0	2	1	5	1	0	1	1	2	0	1	1	0	33
OG0004854	1	1	5	1	1	1	1	1	1	1	1	1	2	0	3	1	1	1	1	2	1	2	1	2	33
OG0004855	1	1	2	2	1	1	1	1	1	4	1	1	4	1	1	1	2	1	1	1	1	1	1	1	33
OG0004856	1	1	1	1	1	1	1	1	1	2	2	1	2	1	2	2	2	1	1	1	2	2	2	1	33
OG0004857	1	2	2	1	2	1	1	0	2	1	2	1	3	1	3	2	1	1	1	2	0	2	1	0	33
OG0004858	1	1	2	1	1	1	1	1	1	1	3	1	1	1	5	1	1	1	1	1	2	2	1	1	33
OG0004859	1	1	1	3	2	1	1	1	1	5	1	1	1	0	3	1	2	2	1	1	1	1	1	0	33
OG0004860	1	1	1	4	4	1	1	1	0	3	1	1	1	1	1	1	4	1	1	1	1	1	1	0	33
OG0004861	1	1	3	2	2	1	1	1	1	3	1	1	2	1	1	1	3	1	1	1	2	1	1	0	33
OG0004862	4	1	1	2	3	1	1	1	0	2	1	1	2	1	3	1	1	2	1	1	0	2	1	0	33
OG0004863	1	1	1	6	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	0	4	1	1	1	33
OG0004864	1	1	2	2	1	1	1	2	1	1	1	1	1	1	7	1	1	1	1	1	1	1	1	1	33
OG0004865	2	2	1	1	2	1	2	1	0	3	3	1	1	1	2	1	1	1	1	1	2	2	1	0	33
OG0004866	1	1	1	1	2	1	1	1	0	2	1	1	3	1	8	1	1	0	1	1	1	1	2	0	33
OG0004867	1	3	2	1	1	1	1	0	0	2	0	1	5	1	5	1	1	1	1	1	1	1	2	0	33
OG0004868	1	1	1	1	3	1	1	0	0	8	0	1	2	1	2	0	2	1	1	1	0	1	4	0	33
OG0004869	1	1	1	4	1	1	1	1	1	4	1	1	2	2	1	1	1	1	1	1	3	1	1	0	33
OG0004870	1	1	1	4	1	1	1	1	0	1	0	1	4	1	3	2	2	1	1	1	1	2	2	0	33
OG0004871	1	1	2	2	3	1	1	1	0	4	2	1	1	1	1	1	2	2	1	1	1	1	2	0	33
OG0004872	1	3	1	1	2	1	1	0	0	4	0	1	3	1	6	0	2	2	1	1	0	1	1	0	33
OG0004873	2	1	1	4	1	1	1	2	1	2	1	1	2	0	6	1	1	1	1	1	0	1	1	0	33
OG0004874	1	2	1	5	2	1	1	1	1	2	1	1	1	1	1	1	1	1	3	2	1	1	0	1	33
OG0004875	1	2	1	8	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	0	1	2	1	1	33
OG0004876	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	33
OG0004877	1	0	1	6	1	1	1	2	0	1	1	1	1	1	2	3	1	1	1	1	3	1	1	1	33
OG0004878	1	0	0	0	0	11	8	0	0	0	0	0	0	0	0	3	0	6	2	2	0	0	0	0	33
OG0004879	2	1	1	8	0	1	1	0	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	33
OG0004880	1	2	1	3	1	1	1	1	1	1	1	1	1	1	3	2	1	3	1	1	1	2	1	1	33
OG0004881	1	1	1	6	1	1	1	1	1	3	1	1	1	1	2	1	1	1	2	1	1	1	1	1	33
OG0004882	1	2	1	2	1	2	1	1	1	1	1	1	1	1	2	2	1	1	2	2	4	1	1	0	33
OG0004883	1	1	1	1	2	1	1	0	1	2	1	1	2	1	5	0	3	1	1	1	2	2	2	0	33
OG0004884	2	1	2	3	1	1	1	1	1	2	0	1	2	1	4	2	1	1	1	1	1	2	1	0	33
OG0004885	1	1	1	1	3	1	1	1	0	4	1	0	4	0	3	2	1	1	1	1	2	1	2	0	33
