Orthogroup	SACKO_ok	HUMAN
OG0000431	SACKO_06822	HUMAN22396, HUMAN22397, HUMAN05405, HUMAN05406
OG0000431	SACKO_26117	HUMAN21847, HUMAN07891, HUMAN07892, HUMAN07890
OG0000432	SACKO_04551	HUMAN05787, HUMAN05786, HUMAN21045
OG0000432	SACKO_26085	HUMAN26492, HUMAN20952
OG0000433	SACKO_18114	HUMAN13341, HUMAN12146
OG0000433	SACKO_07662	HUMAN13342
OG0000433	SACKO_07666	HUMAN25706, HUMAN25705, HUMAN21369
OG0000434	SACKO_17023	HUMAN24562
OG0000435	SACKO_25249	HUMAN08429
OG0000435	SACKO_21913, SACKO_31971	HUMAN13679, HUMAN00704, HUMAN27348, HUMAN18944, HUMAN18945
OG0000436	SACKO_03318	HUMAN20651, HUMAN17585, HUMAN20650, HUMAN20652
OG0000442	SACKO_15700	HUMAN21746, HUMAN07667
OG0000442	SACKO_00306	HUMAN21390, HUMAN00644, HUMAN25507
OG0000442	SACKO_06006	HUMAN26607, HUMAN13221
OG0000443	SACKO_14263	HUMAN29014, HUMAN17576, HUMAN17575
OG0000443	SACKO_12295, SACKO_25347	HUMAN23658
OG0000444	SACKO_08879, SACKO_08903	HUMAN06130, HUMAN06129, HUMAN02376, HUMAN02375, HUMAN02373, HUMAN02374
OG0000444	SACKO_16809	HUMAN05043, HUMAN05044, HUMAN20398
OG0000445	SACKO_01829, SACKO_19774, SACKO_27379, SACKO_27346	HUMAN25336, HUMAN25337
OG0000446	SACKO_11810	HUMAN27630
OG0000446	SACKO_19980	HUMAN04379
OG0000446	SACKO_08413	HUMAN00515
OG0000447	SACKO_31056	HUMAN22936, HUMAN29983, HUMAN05378, HUMAN24000, HUMAN24001, HUMAN24004
OG0000448	SACKO_30613	HUMAN07702
OG0000450	SACKO_20176, SACKO_20166, SACKO_10223	HUMAN10922, HUMAN26408, HUMAN26409
OG0000454	SACKO_15534	HUMAN14911
OG0000458	SACKO_26555	HUMAN27361
OG0000458	SACKO_12957	HUMAN27427, HUMAN27426, HUMAN27814, HUMAN18825
OG0000459	SACKO_27777, SACKO_27762, SACKO_27765, SACKO_27780, SACKO_27782, SACKO_27786	HUMAN19503, HUMAN19500, HUMAN19501, HUMAN19502, HUMAN19499
OG0000460	SACKO_30614	HUMAN12680
OG0000461	SACKO_15370	HUMAN12693
OG0000463	SACKO_15405	HUMAN26997, HUMAN04467
OG0000463	SACKO_05461	HUMAN04468
OG0000463	SACKO_21927	HUMAN28833, HUMAN09995, HUMAN09996
OG0000465	SACKO_34041	HUMAN13778
OG0000465	SACKO_07203	HUMAN00068
OG0000465	SACKO_20894, SACKO_07234	HUMAN00069
OG0000466	SACKO_04143, SACKO_09641, SACKO_13679, SACKO_07455	HUMAN01325, HUMAN01326, HUMAN01324, HUMAN01323, HUMAN01322
OG0000467	SACKO_32050	HUMAN29942, HUMAN20849, HUMAN02441, HUMAN02850, HUMAN02852, HUMAN02440, HUMAN20851
OG0000468	SACKO_06372, SACKO_06400, SACKO_23390, SACKO_12657	HUMAN29031
OG0000468	SACKO_06761	HUMAN08624
OG0000469	SACKO_32529	HUMAN20925
OG0000469	SACKO_32539	HUMAN20460
OG0000469	SACKO_12218	HUMAN23651
OG0000470	SACKO_13430	HUMAN10148, HUMAN13194
OG0000470	SACKO_20424	HUMAN08602, HUMAN08603, HUMAN02695
OG0000471	SACKO_21461	HUMAN27547, HUMAN22681, HUMAN22684, HUMAN22683
OG0000471	SACKO_31836, SACKO_31844	HUMAN23110, HUMAN23109, HUMAN23762, HUMAN03462
OG0000472	SACKO_09536	HUMAN11470
OG0000474	SACKO_26694	HUMAN06611, HUMAN06612, HUMAN06609, HUMAN12853, HUMAN12852, HUMAN20808, HUMAN18157
OG0000475	SACKO_01437	HUMAN23203, HUMAN21411
OG0000476	SACKO_17515	HUMAN29055
OG0000476	SACKO_29718, SACKO_29707, SACKO_29711, SACKO_16110	HUMAN29052
OG0000478	SACKO_16775	HUMAN20441, HUMAN26857
OG0000479	SACKO_30305	HUMAN00548, HUMAN25778, HUMAN30326
OG0000479	SACKO_20169	HUMAN04562, HUMAN19754, HUMAN19753
OG0000480	SACKO_16958	HUMAN21970, HUMAN21960, HUMAN21962
OG0000480	SACKO_31389	HUMAN00364, HUMAN00362
OG0000481	SACKO_18810	HUMAN10858
OG0000481	SACKO_02151	HUMAN29163
OG0000481	SACKO_17872	HUMAN23804, HUMAN27663
OG0000482	SACKO_25732	HUMAN18685
OG0000482	SACKO_25745, SACKO_25747	HUMAN18687
OG0000484	SACKO_23202	HUMAN14629, HUMAN01113, HUMAN01114, HUMAN23384, HUMAN23383, HUMAN23382, HUMAN15014
OG0000485	SACKO_12872	HUMAN20638
OG0000485	SACKO_32346	HUMAN05761, HUMAN05762
OG0000486	SACKO_03067, SACKO_03069, SACKO_29945, SACKO_29937, SACKO_07182, SACKO_07195, SACKO_21708, SACKO_28616, SACKO_28629	HUMAN22789, HUMAN03580
OG0000487	SACKO_08406, SACKO_08473, SACKO_34025, SACKO_08477, SACKO_08456	HUMAN13410
OG0000488	SACKO_32393	HUMAN00613, HUMAN19011
OG0000489	SACKO_02948, SACKO_20823	HUMAN28123, HUMAN28122, HUMAN25265, HUMAN19041, HUMAN28124, HUMAN00804
OG0000490	SACKO_25826	HUMAN01260, HUMAN14885, HUMAN24885, HUMAN24884, HUMAN29378
OG0000491	SACKO_09275	HUMAN00697, HUMAN30458, HUMAN07527, HUMAN23052
OG0000494	SACKO_09661, SACKO_20661, SACKO_20676, SACKO_20667, SACKO_20670, SACKO_29545	HUMAN11765, HUMAN04544, HUMAN07415, HUMAN11773, HUMAN07288
OG0000495	SACKO_17840, SACKO_17826, SACKO_13928, SACKO_02191, SACKO_02199	HUMAN25846
OG0000496	SACKO_17283	HUMAN02986
OG0000497	SACKO_07766	HUMAN07212, HUMAN12464
OG0000497	SACKO_21404	HUMAN29410, HUMAN02197
OG0000498	SACKO_16151	HUMAN11282, HUMAN11283, HUMAN08229, HUMAN08228, HUMAN14106, HUMAN19165, HUMAN11327
OG0000499	SACKO_07869, SACKO_25714, SACKO_13488, SACKO_07888, SACKO_07856, SACKO_07885	HUMAN02683
OG0000503	SACKO_26118	HUMAN16023, HUMAN04313, HUMAN04314, HUMAN26939, HUMAN26938
OG0000503	SACKO_18333, SACKO_27461	HUMAN09859, HUMAN09860
OG0000504	SACKO_26022	HUMAN01815, HUMAN23327, HUMAN14139, HUMAN09762
OG0000505	SACKO_33776	HUMAN14348, HUMAN28801, HUMAN09568, HUMAN09567, HUMAN01623
OG0000505	SACKO_07335	HUMAN28802, HUMAN01622
OG0000506	SACKO_28370	HUMAN30006
OG0000508	SACKO_04141	HUMAN12380, HUMAN26281
OG0000508	SACKO_03535	HUMAN06650, HUMAN18003
OG0000510	SACKO_00307, SACKO_08802	HUMAN12686, HUMAN27025, HUMAN07364, HUMAN05041
OG0000513	SACKO_20084	HUMAN03656
OG0000514	SACKO_06731	HUMAN20065, HUMAN10473, HUMAN10472, HUMAN13478, HUMAN13479
OG0000515	SACKO_34014, SACKO_02419, SACKO_16456, SACKO_16452, SACKO_13973, SACKO_01627	HUMAN03447
OG0000516	SACKO_26866	HUMAN08226, HUMAN19549, HUMAN05500, HUMAN05499
OG0000516	SACKO_23319, SACKO_05262, SACKO_21254, SACKO_26833	HUMAN24427
OG0000519	SACKO_32736	HUMAN19983, HUMAN19982, HUMAN19989, HUMAN19990, HUMAN19995, HUMAN19992
OG0000520	SACKO_18204	HUMAN07303, HUMAN10919
OG0000521	SACKO_05637	HUMAN15885, HUMAN08587, HUMAN16883
OG0000522	SACKO_08798	HUMAN17344, HUMAN22248
OG0000522	SACKO_03537, SACKO_08795, SACKO_03413, SACKO_08800, SACKO_20367	HUMAN22247
OG0000523	SACKO_25122	HUMAN07168, HUMAN28721
OG0000523	SACKO_22414, SACKO_18696, SACKO_04917, SACKO_04936, SACKO_14510, SACKO_21286, SACKO_32496	HUMAN07167
OG0000524	SACKO_11508	HUMAN03324
OG0000525	SACKO_14070	HUMAN02221, HUMAN02222, HUMAN29313
OG0000525	SACKO_16659	HUMAN12020, HUMAN15942, HUMAN10325, HUMAN12019
OG0000526	SACKO_01849, SACKO_09502, SACKO_07763, SACKO_25850, SACKO_20379, SACKO_20421, SACKO_08249, SACKO_01860, SACKO_08239	HUMAN18666, HUMAN17074
OG0000527	SACKO_06716, SACKO_06738	HUMAN02303, HUMAN14497
OG0000527	SACKO_06751	HUMAN29406
OG0000528	SACKO_09093	HUMAN08895, HUMAN15806, HUMAN15805, HUMAN04719, HUMAN16886
OG0000529	SACKO_27420	HUMAN02129
OG0000529	SACKO_04593	HUMAN17231, HUMAN17232
OG0000529	SACKO_22339	HUMAN05856, HUMAN11986, HUMAN00177
OG0000530	SACKO_04253	HUMAN14150, HUMAN29041, HUMAN01293
OG0000531	SACKO_04723	HUMAN02976, HUMAN18092
OG0000533	SACKO_16139, SACKO_15202, SACKO_31024	HUMAN07476
OG0000534	SACKO_28185	HUMAN06370
OG0000535	SACKO_22523, SACKO_22514, SACKO_22501, SACKO_22484	HUMAN29487, HUMAN24304, HUMAN22290
OG0000537	SACKO_26142	HUMAN30216, HUMAN07840, HUMAN18315
OG0000537	SACKO_26151	HUMAN18316, HUMAN30217, HUMAN07839
OG0000538	SACKO_05534, SACKO_05532	HUMAN17702, HUMAN06667, HUMAN06666, HUMAN03004
OG0000539	SACKO_32564, SACKO_32586, SACKO_16875, SACKO_08069, SACKO_18308, SACKO_33041, SACKO_01049, SACKO_01046, SACKO_01052	HUMAN12531, HUMAN26140, HUMAN26141, HUMAN05513
OG0000542	SACKO_04085	HUMAN30229
OG0000542	SACKO_31227, SACKO_03340	HUMAN20659
OG0000544	SACKO_01595	HUMAN07581
OG0000544	SACKO_21942	HUMAN22577
OG0000544	SACKO_01604	HUMAN22906
OG0000545	SACKO_31593	HUMAN09330
OG0000545	SACKO_11658	HUMAN16986, HUMAN04980, HUMAN08518, HUMAN15565
OG0000546	SACKO_28319, SACKO_20478, SACKO_15121, SACKO_20498, SACKO_18803, SACKO_18787, SACKO_11479	HUMAN14774, HUMAN00899, HUMAN06794, HUMAN06793, HUMAN04696, HUMAN04695, HUMAN04697
OG0000547	SACKO_14187	HUMAN20438
OG0000547	SACKO_29860, SACKO_29855	HUMAN20436, HUMAN20437
OG0000548	SACKO_24136	HUMAN24231, HUMAN27638, HUMAN27637, HUMAN17353, HUMAN03638
OG0000548	SACKO_21638	HUMAN02528
OG0000548	SACKO_01196	HUMAN06895, HUMAN20990, HUMAN30501
OG0000551	SACKO_27987	HUMAN21041
OG0000552	SACKO_16965	HUMAN23580
OG0000553	SACKO_30818	HUMAN02361, HUMAN06910
OG0000553	SACKO_27631	HUMAN19362, HUMAN05458, HUMAN05459
OG0000553	SACKO_24378	HUMAN20240, HUMAN12995
OG0000554	SACKO_04829	HUMAN28125, HUMAN24025, HUMAN27604, HUMAN22160, HUMAN27603, HUMAN03797, HUMAN24024, HUMAN16725
OG0000560	SACKO_03111, SACKO_03110, SACKO_19995, SACKO_30877	HUMAN03172, HUMAN03171
OG0000561	SACKO_01260, SACKO_27682, SACKO_33677, SACKO_00159, SACKO_01255	HUMAN08902
OG0000561	SACKO_31249	HUMAN08905, HUMAN04883, HUMAN23834
OG0000562	SACKO_07813	HUMAN14967, HUMAN14968
OG0000563	SACKO_05456	HUMAN07267
OG0000564	SACKO_32358	HUMAN25870, HUMAN09308
OG0000564	SACKO_15017	HUMAN15523
OG0000564	SACKO_24811	HUMAN09010, HUMAN18697
OG0000565	SACKO_01668, SACKO_01698, SACKO_03932, SACKO_03934, SACKO_03950	HUMAN26569, HUMAN26572, HUMAN26570
OG0000566	SACKO_13906	HUMAN09507
OG0000566	SACKO_18189	HUMAN12454
OG0000567	SACKO_21311, SACKO_16516	HUMAN07964, HUMAN01748
OG0000567	SACKO_01005	HUMAN14288, HUMAN14286, HUMAN14287
OG0000570	SACKO_16042, SACKO_16064	HUMAN29797, HUMAN29796, HUMAN29795, HUMAN29794, HUMAN20050, HUMAN13467, HUMAN13468, HUMAN20512
OG0000572	SACKO_18077	HUMAN16893, HUMAN09020, HUMAN04717
OG0000572	SACKO_13449	HUMAN00192
OG0000573	SACKO_21574	HUMAN26705, HUMAN21827, HUMAN00083
OG0000573	SACKO_26024	HUMAN09505
OG0000574	SACKO_33381	HUMAN13242, HUMAN12227, HUMAN12222, HUMAN12220
OG0000574	SACKO_28187	HUMAN12049
OG0000574	SACKO_25843	HUMAN14519
OG0000575	SACKO_27278, SACKO_27258	HUMAN19743, HUMAN04569, HUMAN23201, HUMAN17765, HUMAN17763
OG0000576	SACKO_23536	HUMAN06494, HUMAN17099, HUMAN19648, HUMAN06497, HUMAN20975, HUMAN06495, HUMAN06496
OG0000578	SACKO_32404	HUMAN04779, HUMAN04778, HUMAN04780, HUMAN04777, HUMAN16988, HUMAN16989, HUMAN08467
OG0000579	SACKO_30809	HUMAN06899, HUMAN02365, HUMAN20498, HUMAN30498
OG0000580	SACKO_19146	HUMAN03958
OG0000581	SACKO_01235	HUMAN08477
OG0000581	SACKO_01269	HUMAN16920, HUMAN08478, HUMAN08479
OG0000582	SACKO_28539	HUMAN14892, HUMAN02173, HUMAN29110, HUMAN24912
OG0000582	SACKO_28537	HUMAN24913
OG0000583	SACKO_33042, SACKO_33044	HUMAN30390, HUMAN30389, HUMAN17451, HUMAN17452, HUMAN25385, HUMAN00760
OG0000584	SACKO_22448, SACKO_23608, SACKO_23662	HUMAN01300
OG0000587	SACKO_31646	HUMAN18299, HUMAN18301, HUMAN26727, HUMAN29633, HUMAN29632
OG0000587	SACKO_32372	HUMAN15867
OG0000588	SACKO_19722	HUMAN14858, HUMAN01187, HUMAN28650
OG0000588	SACKO_13333	HUMAN05176, HUMAN05175
OG0000589	SACKO_03632	HUMAN16335, HUMAN03934, HUMAN02319
OG0000590	SACKO_30925	HUMAN12677, HUMAN12674, HUMAN20582, HUMAN20581, HUMAN12676, HUMAN06597
OG0000590	SACKO_30919, SACKO_30264	HUMAN13708, HUMAN19211
OG0000591	SACKO_22613	HUMAN12144
OG0000591	SACKO_32007	HUMAN05235
OG0000592	SACKO_27135	HUMAN11498
OG0000592	SACKO_27142, SACKO_27110, SACKO_27143, SACKO_27108	HUMAN04372, HUMAN04369
OG0000593	SACKO_28197	HUMAN25908, HUMAN20155, HUMAN13573
OG0000593	SACKO_29618	HUMAN08183, HUMAN11452, HUMAN28338, HUMAN18999
OG0000594	SACKO_33771	HUMAN21115, HUMAN06244, HUMAN06243
OG0000597	SACKO_18453	HUMAN10866, HUMAN12318, HUMAN05005, HUMAN07090
OG0000597	SACKO_13955	HUMAN09706, HUMAN28946
OG0000598	SACKO_05680	HUMAN06002
OG0000600	SACKO_34109, SACKO_34187	HUMAN25688, HUMAN29715, HUMAN30123
OG0000602	SACKO_18486	HUMAN30350, HUMAN07761
OG0000602	SACKO_11346, SACKO_18509	HUMAN18490, HUMAN26674, HUMAN30349, HUMAN07762
OG0000603	SACKO_31604	HUMAN04830, HUMAN08741, HUMAN16967, HUMAN16962
OG0000607	SACKO_22583, SACKO_22581	HUMAN16331, HUMAN06857, HUMAN06858, HUMAN02344, HUMAN02342, HUMAN02340
OG0000609	SACKO_07030	HUMAN08370
OG0000609	SACKO_07908	HUMAN18125, HUMAN18126
OG0000610	SACKO_22412	HUMAN01601, HUMAN09728
OG0000610	SACKO_14590	HUMAN29369
OG0000611	SACKO_26761	HUMAN11001, HUMAN11004
OG0000612	SACKO_10524	HUMAN22280, HUMAN03773, HUMAN17186
OG0000612	SACKO_16423	HUMAN18998
OG0000614	SACKO_31628, SACKO_31587	HUMAN15491
OG0000615	SACKO_26394	HUMAN30186, HUMAN17431, HUMAN11804, HUMAN21799, HUMAN30187, HUMAN11805, HUMAN11807
OG0000616	SACKO_26877	HUMAN15634, HUMAN15631, HUMAN15630, HUMAN15633
OG0000617	SACKO_26070	HUMAN06246
OG0000619	SACKO_18510	HUMAN30255, HUMAN07790, HUMAN07791, HUMAN18310
OG0000621	SACKO_20461, SACKO_20441, SACKO_20468	HUMAN22002, HUMAN22000
OG0000623	SACKO_21523, SACKO_18029	HUMAN29673, HUMAN25277
OG0000623	SACKO_10005	HUMAN13183, HUMAN20164
OG0000624	SACKO_27238	HUMAN13141, HUMAN13140, HUMAN13137, HUMAN13139, HUMAN04665, HUMAN17862, HUMAN17863
OG0000625	SACKO_11899	HUMAN21164, HUMAN21163, HUMAN21166, HUMAN21167, HUMAN05685
OG0000625	SACKO_11736	HUMAN21168
OG0000626	SACKO_21363	HUMAN27952, HUMAN27948, HUMAN27949, HUMAN27947, HUMAN25546, HUMAN28493, HUMAN28494, HUMAN19309, HUMAN19310
OG0000627	SACKO_02990	HUMAN05647, HUMAN05648, HUMAN15261, HUMAN15260, HUMAN21321
OG0000628	SACKO_05282	HUMAN00812, HUMAN29648
OG0000628	SACKO_26977	HUMAN19013, HUMAN19012, HUMAN25575, HUMAN13689, HUMAN13690
OG0000634	SACKO_28150, SACKO_28152	HUMAN19294
OG0000635	SACKO_29305	HUMAN14893, HUMAN14894
OG0000635	SACKO_29739, SACKO_14557	HUMAN15837
OG0000636	SACKO_16616	HUMAN22182, HUMAN24046, HUMAN03669, HUMAN24047
OG0000637	SACKO_13417	HUMAN29494
OG0000639	SACKO_22469	HUMAN09533, HUMAN09532, HUMAN14008, HUMAN14006
OG0000639	SACKO_30392	HUMAN11331, HUMAN27984, HUMAN18874
OG0000642	SACKO_21799	HUMAN22651
OG0000643	SACKO_00139	HUMAN15348, HUMAN16800
OG0000643	SACKO_16201, SACKO_00735	HUMAN07323, HUMAN26427
OG0000644	SACKO_09545, SACKO_16465, SACKO_08131, SACKO_06059, SACKO_16449, SACKO_16455, SACKO_16476, SACKO_06058, SACKO_01691	HUMAN22116, HUMAN17148, HUMAN17149
OG0000645	SACKO_19857	HUMAN10998
OG0000645	SACKO_17093	HUMAN28596, HUMAN09882
OG0000646	SACKO_00864	HUMAN21940, HUMAN26714, HUMAN26713, HUMAN26712
OG0000646	SACKO_28271	HUMAN08137, HUMAN15251, HUMAN20778
OG0000647	SACKO_32942, SACKO_13247	HUMAN18655, HUMAN03823
OG0000648	SACKO_12118	HUMAN24454, HUMAN24452
OG0000648	SACKO_17289	HUMAN30639, HUMAN30638, HUMAN30677, HUMAN30667, HUMAN24455, HUMAN11456
OG0000649	SACKO_06908, SACKO_27756, SACKO_26807	HUMAN25984
OG0000651	SACKO_14845	HUMAN06591, HUMAN26012, HUMAN21917, HUMAN06593
OG0000653	SACKO_32959	HUMAN14283, HUMAN01134, HUMAN08393, HUMAN08395, HUMAN04740, HUMAN02676, HUMAN15855
OG0000653	SACKO_03890	HUMAN29035, HUMAN01203
OG0000654	SACKO_30168	HUMAN06311, HUMAN02928, HUMAN12517, HUMAN12516, HUMAN17734
OG0000660	SACKO_30045	HUMAN17951
OG0000660	SACKO_33063	HUMAN29765, HUMAN20002, HUMAN12473
OG0000662	SACKO_06148	HUMAN07575, HUMAN24055
OG0000662	SACKO_28738	HUMAN20160, HUMAN13608, HUMAN20161, HUMAN20159
OG0000663	SACKO_26955	HUMAN28105
OG0000664	SACKO_26065	HUMAN29786, HUMAN06961, HUMAN02401
OG0000664	SACKO_23068	HUMAN18076, HUMAN26530
OG0000665	SACKO_03466, SACKO_03470	HUMAN09548, HUMAN28609, HUMAN01767, HUMAN01766, HUMAN17334, HUMAN28606, HUMAN28736
OG0000666	SACKO_01360	HUMAN29934
OG0000670	SACKO_21893	HUMAN11951, HUMAN30284, HUMAN07897, HUMAN21594, HUMAN21596, HUMAN02100, HUMAN21597, HUMAN21595
OG0000671	SACKO_02900	HUMAN26170, HUMAN26169
OG0000671	SACKO_33234	HUMAN30521, HUMAN20442, HUMAN02416, HUMAN06726
OG0000672	SACKO_21164	HUMAN21925, HUMAN11935
OG0000672	SACKO_29531	HUMAN13493
OG0000674	SACKO_29269	HUMAN09924, HUMAN01613
OG0000674	SACKO_21136	HUMAN06161, HUMAN04193, HUMAN04194
OG0000676	SACKO_30866	HUMAN28075, HUMAN19050
OG0000676	SACKO_08481	HUMAN18527, HUMAN30341, HUMAN07788
OG0000680	SACKO_21650, SACKO_21648, SACKO_21651	HUMAN06270
OG0000681	SACKO_14440	HUMAN22874, HUMAN22875, HUMAN30330, HUMAN07593
OG0000681	SACKO_06296	HUMAN02332, HUMAN04346, HUMAN04345, HUMAN04347
OG0000682	SACKO_15215, SACKO_25895, SACKO_20933	HUMAN17110, HUMAN03634, HUMAN22132
OG0000683	SACKO_30847	HUMAN29566
OG0000683	SACKO_25632	HUMAN28759, HUMAN14845, HUMAN01197, HUMAN01198
OG0000685	SACKO_06284	HUMAN06871
OG0000690	SACKO_13982	HUMAN00660, HUMAN25490
OG0000690	SACKO_03682	HUMAN30038
OG0000690	SACKO_00508	HUMAN23985
OG0000691	SACKO_07972	HUMAN27972, HUMAN11215
OG0000691	SACKO_11293	HUMAN16622, HUMAN00463, HUMAN24570, HUMAN18866
OG0000692	SACKO_07150, SACKO_07117	HUMAN11735
OG0000693	SACKO_25307	HUMAN29182, HUMAN29183
OG0000694	SACKO_10312	HUMAN02728, HUMAN02501, HUMAN17273
OG0000696	SACKO_05595	HUMAN25700
OG0000696	SACKO_07580	HUMAN02408
OG0000697	SACKO_07543	HUMAN26804, HUMAN26803, HUMAN01360, HUMAN29864, HUMAN29865, HUMAN21104, HUMAN21106
OG0000698	SACKO_00953, SACKO_33282, SACKO_00937, SACKO_00966, SACKO_00931	HUMAN02486, HUMAN02485
OG0000698	SACKO_00996	HUMAN04921, HUMAN08679, HUMAN08678
OG0000699	SACKO_27160	HUMAN05215, HUMAN29998, HUMAN29994, HUMAN29993, HUMAN29997, HUMAN26731, HUMAN26730, HUMAN18295, HUMAN05213, HUMAN05214
OG0000700	SACKO_00811	HUMAN06079, HUMAN03881
OG0000701	SACKO_25617, SACKO_32176, SACKO_03805, SACKO_31366	HUMAN24288, HUMAN03226, HUMAN03225, HUMAN17194, HUMAN26260, HUMAN26261
OG0000702	SACKO_27079	HUMAN14229, HUMAN13986, HUMAN09541
OG0000703	SACKO_21811	HUMAN24282, HUMAN22696, HUMAN22695, HUMAN22697
OG0000706	SACKO_24560	HUMAN02403, HUMAN02402
OG0000708	SACKO_22452	HUMAN01283
OG0000708	SACKO_25480	HUMAN06223, HUMAN30508, HUMAN30507
OG0000709	SACKO_18089	HUMAN04953, HUMAN25132
OG0000710	SACKO_13452, SACKO_13463	HUMAN17439, HUMAN17440, HUMAN00560, HUMAN00561
OG0000711	SACKO_19147	HUMAN07022
OG0000711	SACKO_19139	HUMAN04234, HUMAN06823
OG0000711	SACKO_19149	HUMAN03946
OG0000712	SACKO_16099, SACKO_30746	HUMAN24190, HUMAN30314, HUMAN05265, HUMAN23072
OG0000713	SACKO_26669	HUMAN11949, HUMAN30095, HUMAN30094, HUMAN29680, HUMAN29681
OG0000715	SACKO_31209	HUMAN17781, HUMAN06635, HUMAN06633, HUMAN20618, HUMAN20620
OG0000716	SACKO_08963	HUMAN29657, HUMAN29658, HUMAN25164
OG0000717	SACKO_00279	HUMAN02062
OG0000718	SACKO_32613	HUMAN01467, HUMAN15637, HUMAN01962, HUMAN01963, HUMAN15306, HUMAN07484
OG0000720	SACKO_00764	HUMAN23733, HUMAN09669, HUMAN09667
OG0000721	SACKO_29734	HUMAN19959
OG0000721	SACKO_13300	HUMAN29978, HUMAN05451, HUMAN25792
OG0000722	SACKO_06069	HUMAN09223, HUMAN02691, HUMAN04759, HUMAN04418, HUMAN27014
OG0000723	SACKO_28798	HUMAN21074, HUMAN10317
OG0000724	SACKO_29558	HUMAN09361
OG0000725	SACKO_27384	HUMAN01233
OG0000725	SACKO_26579	HUMAN06087, HUMAN06085, HUMAN06086, HUMAN04133
OG0000725	SACKO_03561	HUMAN04340
OG0000726	SACKO_17190	HUMAN03025, HUMAN03026, HUMAN03027, HUMAN03023, HUMAN03018, HUMAN03024, HUMAN03021, HUMAN18123, HUMAN18124, HUMAN06404
OG0000730	SACKO_32923, SACKO_22828	HUMAN06577, HUMAN17989
OG0000731	SACKO_26277	HUMAN22042, HUMAN22043, HUMAN30245, HUMAN07638, HUMAN26695, HUMAN26696
OG0000732	SACKO_20871	HUMAN30214, HUMAN18534, HUMAN18537, HUMAN18535, HUMAN18536
OG0000732	SACKO_06369, SACKO_05389	HUMAN14638, HUMAN14637, HUMAN14636, HUMAN01096
OG0000733	SACKO_32345	HUMAN08500, HUMAN04842, HUMAN02482
OG0000733	SACKO_17671	HUMAN08921, HUMAN08918, HUMAN25076
OG0000734	SACKO_08224	HUMAN29415, HUMAN29414, HUMAN01343, HUMAN01342
OG0000735	SACKO_26054	HUMAN25549, HUMAN25550, HUMAN18959, HUMAN28130, HUMAN28133
OG0000736	SACKO_27734, SACKO_27737	HUMAN20622, HUMAN06476
OG0000736	SACKO_10396	HUMAN17852, HUMAN02972
OG0000738	SACKO_18947	HUMAN19299, HUMAN28176
OG0000740	SACKO_24861	HUMAN18572, HUMAN28388
OG0000740	SACKO_05182	HUMAN22675
OG0000743	SACKO_25583	HUMAN13444
OG0000743	SACKO_25576	HUMAN10626
OG0000743	SACKO_25573	HUMAN10614, HUMAN16281, HUMAN13445
OG0000743	SACKO_25597	HUMAN10624, HUMAN10625, HUMAN13443
OG0000745	SACKO_02883, SACKO_12160	HUMAN16914, HUMAN16913, HUMAN16912
OG0000748	SACKO_18174, SACKO_34214, SACKO_22995, SACKO_30887, SACKO_24976, SACKO_29791, SACKO_08056, SACKO_03913, SACKO_09716, SACKO_29657, SACKO_28844, SACKO_32549, SACKO_19984, SACKO_09720	HUMAN12918, HUMAN12919
OG0000749	SACKO_07299	HUMAN25082, HUMAN04939, HUMAN04940, HUMAN04938, HUMAN08964, HUMAN08965, HUMAN08966, HUMAN08963
OG0000750	SACKO_13299, SACKO_13296	HUMAN08524
OG0000750	SACKO_01471, SACKO_19590, SACKO_01472, SACKO_19609	HUMAN24690, HUMAN24689, HUMAN24092
OG0000751	SACKO_32463	HUMAN26069, HUMAN21913
OG0000751	SACKO_29926	HUMAN29824, HUMAN14197, HUMAN14196, HUMAN14195
OG0000752	SACKO_10303	HUMAN03702
OG0000752	SACKO_03640	HUMAN29677, HUMAN29676, HUMAN29675
OG0000752	SACKO_33668	HUMAN00918, HUMAN14778
OG0000753	SACKO_33703	HUMAN09485
OG0000753	SACKO_17800	HUMAN02007, HUMAN05622, HUMAN05621
OG0000755	SACKO_19024	HUMAN08181, HUMAN24591
OG0000756	SACKO_09390	HUMAN24073
OG0000757	SACKO_00716	HUMAN10800
OG0000757	SACKO_32163	HUMAN18080
OG0000758	SACKO_05592	HUMAN00461, HUMAN00462, HUMAN28238, HUMAN16598
OG0000759	SACKO_29477	HUMAN17790, HUMAN17794, HUMAN27300, HUMAN27301, HUMAN17543
OG0000760	SACKO_23650	HUMAN05782, HUMAN21049
OG0000761	SACKO_04696	HUMAN29145, HUMAN14464, HUMAN02283
OG0000762	SACKO_01422	HUMAN06537, HUMAN17947, HUMAN17946, HUMAN26153
OG0000763	SACKO_08605	HUMAN01779, HUMAN23673, HUMAN15002, HUMAN23674, HUMAN15712, HUMAN15711
OG0000764	SACKO_20100	HUMAN01181
OG0000765	SACKO_02329	HUMAN01542, HUMAN07243
OG0000766	SACKO_22474	HUMAN01845, HUMAN01843, HUMAN14280, HUMAN23727
OG0000767	SACKO_14609	HUMAN09350, HUMAN18691, HUMAN18692
OG0000768	SACKO_23463	HUMAN02829, HUMAN02830, HUMAN21054, HUMAN21055
OG0000772	SACKO_24880	HUMAN28705, HUMAN28706, HUMAN28704
OG0000774	SACKO_04816	HUMAN01303
