Orthogroup	SACKO_ok	MOUSE
OG0000844	SACKO_32835	MOUSE34591, MOUSE39592
OG0000845	SACKO_22544	MOUSE53652, MOUSE53653
OG0000845	SACKO_13159	MOUSE44981, MOUSE44983
OG0000847	SACKO_25423	MOUSE03824, MOUSE03827, MOUSE03826, MOUSE03825
OG0000847	SACKO_21230	MOUSE15209, MOUSE46317, MOUSE46313, MOUSE46314, MOUSE46315, MOUSE46316
OG0000848	SACKO_30123	MOUSE29791, MOUSE48738, MOUSE48739, MOUSE09586
OG0000848	SACKO_13045	MOUSE51667, MOUSE19811, MOUSE19814, MOUSE19815, MOUSE19810, MOUSE51669
OG0000849	SACKO_13107	MOUSE31195, MOUSE31194
OG0000850	SACKO_07519	MOUSE33425, MOUSE33423, MOUSE33422, MOUSE33424
OG0000850	SACKO_27751	MOUSE20959
OG0000851	SACKO_14437	MOUSE21881, MOUSE21886, MOUSE21884, MOUSE21885, MOUSE21878, MOUSE21877, MOUSE21880, MOUSE21879, MOUSE21883, MOUSE21882, MOUSE48757, MOUSE48751, MOUSE48756, MOUSE48754, MOUSE48752, MOUSE48755
OG0000852	SACKO_00856, SACKO_33033	MOUSE30781, MOUSE30779, MOUSE30780
OG0000852	SACKO_16562	MOUSE28548, MOUSE28549, MOUSE28544, MOUSE28546, MOUSE28547, MOUSE28545, MOUSE19077
OG0000853	SACKO_06002	MOUSE07054
OG0000855	SACKO_27779, SACKO_20065, SACKO_20003, SACKO_31125	MOUSE04905
OG0000856	SACKO_15097	MOUSE20006, MOUSE20005, MOUSE20004, MOUSE20003
OG0000857	SACKO_29337	MOUSE17281, MOUSE17282, MOUSE17280, MOUSE41554, MOUSE41553, MOUSE45900, MOUSE45901, MOUSE45907, MOUSE45904, MOUSE45905, MOUSE45902, MOUSE45906
OG0000859	SACKO_08048	MOUSE30273, MOUSE30268, MOUSE30267, MOUSE30269, MOUSE30270, MOUSE30271, MOUSE30262, MOUSE30266, MOUSE30265, MOUSE44682, MOUSE10352, MOUSE10353, MOUSE47359
OG0000860	SACKO_16104	MOUSE18498, MOUSE18497, MOUSE18499, MOUSE18501, MOUSE25687, MOUSE25692, MOUSE25691, MOUSE25690, MOUSE25694, MOUSE25695, MOUSE25689, MOUSE25697, MOUSE25688, MOUSE25693, MOUSE25696, MOUSE25698, MOUSE25700, MOUSE25699, MOUSE31411, MOUSE31410, MOUSE31412
OG0000861	SACKO_32762, SACKO_32764	MOUSE13470, MOUSE13471
OG0000863	SACKO_28573, SACKO_03735, SACKO_20440, SACKO_20459	MOUSE32148
OG0000866	SACKO_23181	MOUSE39014, MOUSE39015
OG0000868	SACKO_01236	MOUSE55230, MOUSE08090
OG0000869	SACKO_06026	MOUSE35155, MOUSE35154, MOUSE35153, MOUSE35152
OG0000870	SACKO_17726	MOUSE06045
OG0000871	SACKO_14055, SACKO_27355, SACKO_19568, SACKO_19567, SACKO_03717	MOUSE53990, MOUSE53988, MOUSE53989
OG0000871	SACKO_18718	MOUSE21316, MOUSE21314
OG0000872	SACKO_32165	MOUSE19954, MOUSE19956, MOUSE19957, MOUSE19958, MOUSE19955
OG0000873	SACKO_12092	MOUSE48613, MOUSE32378, MOUSE32379, MOUSE32372, MOUSE32374, MOUSE32375, MOUSE32373, MOUSE32376, MOUSE48611, MOUSE48610, MOUSE32377, MOUSE48614, MOUSE51970
OG0000874	SACKO_19510	MOUSE30098, MOUSE30099, MOUSE30100, MOUSE30095, MOUSE30096, MOUSE30097, MOUSE45656, MOUSE45655, MOUSE45657
OG0000874	SACKO_09706	MOUSE53137
OG0000875	SACKO_11708	MOUSE13832, MOUSE13831, MOUSE13833, MOUSE13830, MOUSE13824, MOUSE13829, MOUSE13825, MOUSE13828
OG0000875	SACKO_01411	MOUSE22319, MOUSE22321
OG0000877	SACKO_32129	MOUSE01806, MOUSE01805
OG0000878	SACKO_24900	MOUSE20493
OG0000878	SACKO_24903	MOUSE39219, MOUSE39221, MOUSE39222, MOUSE39224, MOUSE39220
OG0000878	SACKO_02892	MOUSE50484, MOUSE50483
OG0000879	SACKO_26528	MOUSE15627, MOUSE15628, MOUSE15626, MOUSE04069, MOUSE04070
OG0000879	SACKO_28298	MOUSE14580, MOUSE14582, MOUSE47637, MOUSE00274, MOUSE21746, MOUSE15959, MOUSE15976, MOUSE15492
OG0000880	SACKO_07949	MOUSE40833, MOUSE40836, MOUSE40842, MOUSE40832, MOUSE40837, MOUSE40831, MOUSE40841, MOUSE40838, MOUSE40839, MOUSE40843, MOUSE40840, MOUSE40835, MOUSE40834, MOUSE18302, MOUSE18299, MOUSE18300, MOUSE18301, MOUSE39028, MOUSE39023, MOUSE39027
OG0000881	SACKO_29973	MOUSE17831, MOUSE17832, MOUSE17830, MOUSE17829, MOUSE17828, MOUSE17827
OG0000881	SACKO_18831	MOUSE04654, MOUSE04657, MOUSE04656
OG0000882	SACKO_25246	MOUSE09204, MOUSE09203, MOUSE09205, MOUSE09206, MOUSE09207, MOUSE28916, MOUSE28917, MOUSE28918, MOUSE21667, MOUSE21666, MOUSE21665, MOUSE33971
OG0000883	SACKO_31678, SACKO_01503, SACKO_22909, SACKO_01513, SACKO_01837, SACKO_29652, SACKO_08467, SACKO_09232, SACKO_08442	MOUSE51721, MOUSE48395
OG0000883	SACKO_23861	MOUSE51722
OG0000887	SACKO_29102	MOUSE28796, MOUSE28797, MOUSE28798, MOUSE28795, MOUSE28792, MOUSE28789, MOUSE28790, MOUSE28793, MOUSE28794, MOUSE28791
OG0000887	SACKO_28481	MOUSE08634, MOUSE08638, MOUSE08636, MOUSE08633, MOUSE08628, MOUSE08632, MOUSE08635, MOUSE08631, MOUSE08630, MOUSE08627, MOUSE08622, MOUSE08626, MOUSE08625, MOUSE08623, MOUSE08624, MOUSE08621
OG0000888	SACKO_12082	MOUSE30870, MOUSE01355
OG0000888	SACKO_28163	MOUSE40267, MOUSE40264, MOUSE40268, MOUSE40272, MOUSE40265
OG0000889	SACKO_03115	MOUSE18628
OG0000889	SACKO_15045	MOUSE15213, MOUSE15214, MOUSE15212, MOUSE46320, MOUSE26654
OG0000890	SACKO_31309	MOUSE16355, MOUSE16354, MOUSE06606, MOUSE06607, MOUSE06608, MOUSE16353, MOUSE16343, MOUSE16347, MOUSE16348, MOUSE16341, MOUSE16346, MOUSE16342, MOUSE16351, MOUSE16344
OG0000893	SACKO_28812	MOUSE52671, MOUSE52670, MOUSE52659, MOUSE52660, MOUSE52662, MOUSE39147, MOUSE39146, MOUSE39145, MOUSE39144, MOUSE52664, MOUSE52665, MOUSE52666, MOUSE52663
OG0000894	SACKO_26922	MOUSE48713, MOUSE48715, MOUSE48714
OG0000894	SACKO_02223	MOUSE14107, MOUSE14108, MOUSE38541, MOUSE38542
OG0000895	SACKO_32155	MOUSE19640, MOUSE19639
OG0000896	SACKO_27525	MOUSE47301, MOUSE47302, MOUSE47299, MOUSE47300
OG0000896	SACKO_25582, SACKO_18087	MOUSE24632, MOUSE24633, MOUSE20216, MOUSE20214, MOUSE20218, MOUSE20215, MOUSE20219, MOUSE20220, MOUSE20217, MOUSE20212, MOUSE20213
OG0000897	SACKO_27937	MOUSE14410, MOUSE14409, MOUSE14408
OG0000897	SACKO_11689	MOUSE31064, MOUSE31062, MOUSE31060, MOUSE31063
OG0000898	SACKO_16757, SACKO_27052	MOUSE31373, MOUSE31375, MOUSE31374
OG0000899	SACKO_30501	MOUSE45307, MOUSE45306, MOUSE45295, MOUSE45299, MOUSE45300, MOUSE36251, MOUSE19363
OG0000904	SACKO_17479	MOUSE41151, MOUSE41152, MOUSE41148, MOUSE03385, MOUSE03384, MOUSE54890, MOUSE00887, MOUSE00886
OG0000905	SACKO_20259	MOUSE44395, MOUSE44394, MOUSE44396, MOUSE44397, MOUSE44398, MOUSE44399, MOUSE44400, MOUSE44401
OG0000906	SACKO_27403	MOUSE17633, MOUSE17632, MOUSE17634, MOUSE25430, MOUSE25426, MOUSE25429, MOUSE25431, MOUSE25428, MOUSE25427
OG0000907	SACKO_17714	MOUSE31312, MOUSE31311
OG0000908	SACKO_31904	MOUSE21442, MOUSE48364
OG0000908	SACKO_20582	MOUSE11435
OG0000909	SACKO_13346	MOUSE16370, MOUSE18098, MOUSE18107, MOUSE18106, MOUSE18102, MOUSE18103, MOUSE18101, MOUSE18099, MOUSE18100, MOUSE18104, MOUSE16369, MOUSE16368, MOUSE16367, MOUSE34339, MOUSE34338
OG0000911	SACKO_07709	MOUSE05530, MOUSE05534, MOUSE05531
OG0000912	SACKO_25608	MOUSE40561, MOUSE40562, MOUSE21320, MOUSE21322, MOUSE21321, MOUSE09521, MOUSE35888, MOUSE35887
OG0000912	SACKO_29559	MOUSE04469, MOUSE04468
OG0000913	SACKO_00547, SACKO_15554, SACKO_15585	MOUSE03584, MOUSE03581, MOUSE03586, MOUSE03585, MOUSE50198, MOUSE50196, MOUSE50197
OG0000914	SACKO_23742	MOUSE17296, MOUSE35445, MOUSE35444
OG0000916	SACKO_09053	MOUSE31844, MOUSE31845
OG0000921	SACKO_04977	MOUSE23301, MOUSE23303, MOUSE23302, MOUSE23300
OG0000921	SACKO_13397	MOUSE23881, MOUSE23879, MOUSE23880
OG0000923	SACKO_33231, SACKO_02494	MOUSE26356, MOUSE26357
OG0000923	SACKO_17117	MOUSE02431, MOUSE02432, MOUSE02428, MOUSE26100, MOUSE26096, MOUSE26101
OG0000925	SACKO_08031	MOUSE10575, MOUSE10576
OG0000925	SACKO_26395	MOUSE55432, MOUSE24719, MOUSE53700
OG0000926	SACKO_17537	MOUSE17360
OG0000926	SACKO_32113	MOUSE13338
OG0000928	SACKO_11640	MOUSE48561, MOUSE48564, MOUSE48560, MOUSE48562, MOUSE48563, MOUSE51589, MOUSE51590, MOUSE51591
OG0000929	SACKO_08944	MOUSE38764, MOUSE00532, MOUSE34224, MOUSE34223
OG0000931	SACKO_25231	MOUSE27857
OG0000932	SACKO_04372	MOUSE37684, MOUSE38275, MOUSE38276, MOUSE38278, MOUSE38274, MOUSE38277
OG0000932	SACKO_04386	MOUSE38269, MOUSE38279, MOUSE38270, MOUSE38272, MOUSE38273, MOUSE38271
OG0000934	SACKO_29528	MOUSE12520, MOUSE12519, MOUSE12516, MOUSE12517, MOUSE00090
OG0000934	SACKO_28076	MOUSE17316, MOUSE42016, MOUSE42017
OG0000935	SACKO_27279	MOUSE14697, MOUSE14695, MOUSE14698, MOUSE14700, MOUSE14696, MOUSE14699, MOUSE26344, MOUSE26343
OG0000936	SACKO_15755, SACKO_15636	MOUSE52850, MOUSE52851, MOUSE52849
OG0000938	SACKO_01757, SACKO_01762, SACKO_15301, SACKO_09969, SACKO_15311	MOUSE30079
OG0000940	SACKO_12928, SACKO_01579	MOUSE32750, MOUSE32751
OG0000943	SACKO_03278	MOUSE20500, MOUSE37971, MOUSE37975, MOUSE37977, MOUSE37972, MOUSE37973, MOUSE37974, MOUSE37976
OG0000944	SACKO_14532	MOUSE12531, MOUSE12532, MOUSE48058, MOUSE54692
OG0000945	SACKO_29022	MOUSE11943, MOUSE49368, MOUSE10031
OG0000946	SACKO_05354	MOUSE23647
OG0000946	SACKO_03434	MOUSE47231, MOUSE47232, MOUSE01829
OG0000947	SACKO_03864	MOUSE26132, MOUSE53230, MOUSE53231, MOUSE53229
OG0000947	SACKO_27732	MOUSE53163, MOUSE53164
OG0000949	SACKO_06979, SACKO_06945, SACKO_03055	MOUSE25328, MOUSE25327, MOUSE17718, MOUSE16365, MOUSE16366, MOUSE34340, MOUSE18097
OG0000950	SACKO_20117	MOUSE05009, MOUSE05008, MOUSE05006, MOUSE05007, MOUSE05010, MOUSE37986, MOUSE37985, MOUSE37987, MOUSE37984
OG0000951	SACKO_12290	MOUSE30814, MOUSE30813, MOUSE30815, MOUSE44527, MOUSE44526
OG0000952	SACKO_31709	MOUSE36817, MOUSE36818, MOUSE36819, MOUSE36816
OG0000952	SACKO_31700	MOUSE03207, MOUSE36821
OG0000953	SACKO_16853, SACKO_33210	MOUSE13258, MOUSE13744, MOUSE13741, MOUSE13743, MOUSE13742, MOUSE13740, MOUSE34903, MOUSE34902
OG0000954	SACKO_09923	MOUSE22495, MOUSE22494, MOUSE22493
OG0000954	SACKO_25005	MOUSE17098, MOUSE17097, MOUSE17096, MOUSE16993, MOUSE16991, MOUSE16987, MOUSE16992, MOUSE16989, MOUSE16988, MOUSE16990
OG0000955	SACKO_27594	MOUSE32358
OG0000955	SACKO_14411	MOUSE29654, MOUSE29652, MOUSE29653
OG0000957	SACKO_21298	MOUSE01613, MOUSE01614, MOUSE13268, MOUSE13267, MOUSE13270
OG0000958	SACKO_01365	MOUSE09358, MOUSE09360, MOUSE09359, MOUSE41232, MOUSE41231
OG0000960	SACKO_17419	MOUSE49548, MOUSE49547, MOUSE49545, MOUSE49546, MOUSE13626, MOUSE13629, MOUSE13627, MOUSE13628
OG0000963	SACKO_03897	MOUSE10592, MOUSE33400
OG0000965	SACKO_31862, SACKO_21944	MOUSE36703, MOUSE36704, MOUSE36705
OG0000965	SACKO_29607	MOUSE12247, MOUSE12246
OG0000966	SACKO_19882	MOUSE04816, MOUSE04817, MOUSE04814, MOUSE04815, MOUSE04813, MOUSE04812, MOUSE37774, MOUSE37775
OG0000967	SACKO_33567	MOUSE20877
OG0000968	SACKO_19126	MOUSE01895, MOUSE01897, MOUSE01894, MOUSE01893, MOUSE44458, MOUSE44459, MOUSE44457
OG0000968	SACKO_20110	MOUSE04857, MOUSE04856, MOUSE02780, MOUSE02778, MOUSE02779
OG0000969	SACKO_30327, SACKO_20971, SACKO_27764, SACKO_22920, SACKO_00619	MOUSE35290
OG0000970	SACKO_05435	MOUSE15306, MOUSE15307
OG0000972	SACKO_24516	MOUSE50146, MOUSE50147, MOUSE37982, MOUSE37981, MOUSE37983
OG0000972	SACKO_27667	MOUSE12807
OG0000973	SACKO_06563	MOUSE17695
OG0000974	SACKO_16128	MOUSE03615, MOUSE03614, MOUSE03613
OG0000977	SACKO_04766	MOUSE24545, MOUSE24544, MOUSE24543
OG0000978	SACKO_05312, SACKO_33844	MOUSE10016, MOUSE10015, MOUSE28748, MOUSE28746, MOUSE28747, MOUSE49417, MOUSE49416, MOUSE27348, MOUSE27347, MOUSE27345, MOUSE27346, MOUSE27349
OG0000979	SACKO_28018, SACKO_28004, SACKO_28050, SACKO_20989, SACKO_19422, SACKO_21007	MOUSE21300, MOUSE21301, MOUSE21299
OG0000981	SACKO_11821, SACKO_29220, SACKO_11825	MOUSE10265, MOUSE10264, MOUSE19932
OG0000982	SACKO_10519	MOUSE01632, MOUSE01629, MOUSE01628, MOUSE01633, MOUSE30694, MOUSE30693, MOUSE30696, MOUSE30695, MOUSE20747, MOUSE20746
OG0000984	SACKO_22470, SACKO_22468	MOUSE10080, MOUSE10081
OG0000984	SACKO_28472	MOUSE23728, MOUSE23729, MOUSE23730
OG0000985	SACKO_21389	MOUSE21243, MOUSE21242, MOUSE21241, MOUSE48352, MOUSE48347, MOUSE48349, MOUSE48348, MOUSE48345, MOUSE48346, MOUSE48351, MOUSE48350, MOUSE19222, MOUSE19221, MOUSE19220, MOUSE19219
OG0000987	SACKO_11731	MOUSE08586, MOUSE08587, MOUSE14584, MOUSE01245
OG0000988	SACKO_00750, SACKO_27571	MOUSE25852, MOUSE25848, MOUSE25676, MOUSE25677, MOUSE25678, MOUSE25675, MOUSE25679
OG0000992	SACKO_27180	MOUSE32207
OG0000992	SACKO_01033	MOUSE06252
OG0000992	SACKO_27184	MOUSE32208, MOUSE34367, MOUSE34366, MOUSE34368, MOUSE34369
OG0000993	SACKO_08088	MOUSE22406
OG0000994	SACKO_04389	MOUSE32211, MOUSE32210
OG0000994	SACKO_17316, SACKO_07113, SACKO_15046	MOUSE40530, MOUSE40529
OG0000995	SACKO_28732	MOUSE14071, MOUSE14070, MOUSE14069, MOUSE14068, MOUSE14067, MOUSE14072, MOUSE03731, MOUSE03733, MOUSE03734, MOUSE03735, MOUSE03736, MOUSE03737, MOUSE03732
OG0000996	SACKO_00027	MOUSE54538, MOUSE54537, MOUSE54531, MOUSE54525, MOUSE54529, MOUSE54530, MOUSE54526, MOUSE54532, MOUSE54536, MOUSE54533, MOUSE54524, MOUSE54528, MOUSE54527, MOUSE54539, MOUSE12587, MOUSE54540, MOUSE12586, MOUSE12583, MOUSE21790, MOUSE21789, MOUSE21792, MOUSE21793, MOUSE21791
OG0000997	SACKO_06219	MOUSE45397, MOUSE45388
OG0000999	SACKO_27886	MOUSE44063, MOUSE19949, MOUSE14460
OG0001000	SACKO_14786	MOUSE53658, MOUSE53659, MOUSE54860, MOUSE54857, MOUSE54859, MOUSE54858, MOUSE16553, MOUSE16552, MOUSE16554, MOUSE16556, MOUSE16555
OG0001001	SACKO_32000	MOUSE04043
OG0001002	SACKO_17603	MOUSE52462, MOUSE52461, MOUSE52460, MOUSE43911, MOUSE43913, MOUSE43912, MOUSE27015, MOUSE27017, MOUSE27016
OG0001003	SACKO_29333	MOUSE37949, MOUSE37947, MOUSE37943, MOUSE37952, MOUSE37945, MOUSE37944, MOUSE37946, MOUSE37942, MOUSE37951, MOUSE37948, MOUSE03862, MOUSE03866, MOUSE03863, MOUSE03867, MOUSE03865, MOUSE03864, MOUSE03872, MOUSE03874, MOUSE03875, MOUSE03873, MOUSE03871, MOUSE03869, MOUSE03870, MOUSE03868, MOUSE37953
OG0001004	SACKO_12211	MOUSE32951
OG0001005	SACKO_07944	MOUSE11321, MOUSE11324, MOUSE11316, MOUSE11327, MOUSE11320, MOUSE11323, MOUSE11325, MOUSE11322, MOUSE11317, MOUSE11314, MOUSE11319, MOUSE11313, MOUSE11326
OG0001006	SACKO_28465	MOUSE46159
OG0001006	SACKO_25694	MOUSE10545, MOUSE01475, MOUSE01476, MOUSE33637, MOUSE33638
OG0001007	SACKO_22765, SACKO_31051, SACKO_22758	MOUSE23775, MOUSE23774, MOUSE25705, MOUSE25704
OG0001008	SACKO_12442	MOUSE02139, MOUSE44435, MOUSE44436, MOUSE44437
OG0001009	SACKO_17660	MOUSE00157, MOUSE34374
OG0001011	SACKO_15155, SACKO_15158, SACKO_12847, SACKO_12902	MOUSE44985, MOUSE44984, MOUSE32934, MOUSE32933, MOUSE32932, MOUSE13070
OG0001012	SACKO_00643	MOUSE24162, MOUSE15845, MOUSE15846, MOUSE55026, MOUSE50704, MOUSE50703, MOUSE50702, MOUSE50701, MOUSE24161, MOUSE50876, MOUSE16155, MOUSE16154, MOUSE52324
OG0001013	SACKO_22099, SACKO_33330, SACKO_22104	MOUSE44308, MOUSE41793, MOUSE15055, MOUSE44307, MOUSE06079
OG0001016	SACKO_04981	MOUSE18875, MOUSE18878, MOUSE18877
OG0001016	SACKO_15992	MOUSE39644
OG0001017	SACKO_02096	MOUSE35529, MOUSE35528, MOUSE14637, MOUSE14636, MOUSE14638
OG0001017	SACKO_06481	MOUSE35530, MOUSE35531, MOUSE35532
OG0001018	SACKO_04566, SACKO_31412	MOUSE16373
OG0001021	SACKO_09105	MOUSE07884, MOUSE07883, MOUSE07882
OG0001022	SACKO_05140	MOUSE38388, MOUSE38387, MOUSE38386, MOUSE12922, MOUSE12921, MOUSE12923, MOUSE55018, MOUSE55020, MOUSE55019
OG0001023	SACKO_01529	MOUSE41557, MOUSE45799, MOUSE45798, MOUSE17284, MOUSE17286, MOUSE17283, MOUSE17287, MOUSE44227, MOUSE44222, MOUSE44224, MOUSE44226, MOUSE44223, MOUSE44221, MOUSE44219, MOUSE44220, MOUSE44225, MOUSE45797, MOUSE41558, MOUSE41559
OG0001024	SACKO_33645, SACKO_33650	MOUSE31611, MOUSE31612, MOUSE31615, MOUSE31609, MOUSE31610, MOUSE37115, MOUSE19217, MOUSE01002, MOUSE54809, MOUSE54810
OG0001026	SACKO_18104	MOUSE17157, MOUSE17156, MOUSE17158, MOUSE17155, MOUSE04737
OG0001027	SACKO_17175, SACKO_22570, SACKO_25824	MOUSE41858, MOUSE41862, MOUSE41861
OG0001028	SACKO_16985	MOUSE01684, MOUSE01682, MOUSE01681, MOUSE51609, MOUSE51621, MOUSE51618, MOUSE51619, MOUSE51617, MOUSE51608, MOUSE51611, MOUSE51607, MOUSE51612, MOUSE51614, MOUSE51610, MOUSE51615, MOUSE32885, MOUSE32884, MOUSE32887, MOUSE32888, MOUSE32886, MOUSE20675, MOUSE20676
OG0001029	SACKO_14796	MOUSE54548, MOUSE54549, MOUSE51290, MOUSE51289, MOUSE00101, MOUSE33921
OG0001030	SACKO_29916	MOUSE01523, MOUSE01522, MOUSE01521, MOUSE44887
OG0001030	SACKO_04680	MOUSE08274, MOUSE08271, MOUSE08269, MOUSE28021, MOUSE28022
OG0001031	SACKO_14751, SACKO_16200	MOUSE21148
OG0001032	SACKO_17505	MOUSE31261, MOUSE31263, MOUSE18479, MOUSE18481, MOUSE18477, MOUSE18478, MOUSE25796, MOUSE25795, MOUSE25797, MOUSE25794, MOUSE25798
OG0001033	SACKO_17499	MOUSE36688, MOUSE36687, MOUSE40431, MOUSE40429
OG0001034	SACKO_22921	MOUSE05292, MOUSE05291, MOUSE05289, MOUSE05290, MOUSE05288, MOUSE25118, MOUSE25124, MOUSE25122, MOUSE25123, MOUSE25120, MOUSE25126, MOUSE25127, MOUSE25128, MOUSE25125
OG0001036	SACKO_31534	MOUSE28928, MOUSE28925, MOUSE09303
OG0001037	SACKO_25311	MOUSE25630, MOUSE25632, MOUSE25634, MOUSE25631, MOUSE25633, MOUSE31738, MOUSE31741, MOUSE31740, MOUSE31739, MOUSE31743, MOUSE31742
OG0001038	SACKO_14108	MOUSE36177, MOUSE36179, MOUSE36181, MOUSE36180, MOUSE36183, MOUSE03194, MOUSE21059, MOUSE21061, MOUSE21060, MOUSE36178
OG0001039	SACKO_07566	MOUSE15335, MOUSE15338, MOUSE15332, MOUSE15333, MOUSE15337, MOUSE15336, MOUSE15334
OG0001039	SACKO_29826	MOUSE01752, MOUSE01750, MOUSE01751, MOUSE40680, MOUSE40681
OG0001042	SACKO_12664	MOUSE55167, MOUSE55166, MOUSE55164, MOUSE55165, MOUSE40726, MOUSE40728, MOUSE40729, MOUSE40727, MOUSE41292, MOUSE41290, MOUSE41291
OG0001044	SACKO_31463	MOUSE44911, MOUSE44912
OG0001044	SACKO_00729, SACKO_00722, SACKO_00706, SACKO_01307, SACKO_07099, SACKO_07110, SACKO_01299, SACKO_11091, SACKO_11109	MOUSE19768, MOUSE19766, MOUSE19767, MOUSE19142, MOUSE19143, MOUSE19144
OG0001046	SACKO_19301	MOUSE16970, MOUSE14166, MOUSE14168, MOUSE14167, MOUSE14165, MOUSE44312, MOUSE44313, MOUSE06289, MOUSE06290, MOUSE06286, MOUSE06285, MOUSE06288
OG0001047	SACKO_22110, SACKO_22089, SACKO_19312	MOUSE45174, MOUSE45170, MOUSE45115, MOUSE54595
OG0001048	SACKO_21452	MOUSE40596, MOUSE40597, MOUSE40595, MOUSE11458, MOUSE11459, MOUSE11457, MOUSE36981, MOUSE36982, MOUSE36983, MOUSE11460
OG0001049	SACKO_28210	MOUSE29515, MOUSE29516
OG0001049	SACKO_03823	MOUSE52326, MOUSE52325, MOUSE34867, MOUSE34863, MOUSE34865, MOUSE34864, MOUSE34866, MOUSE34868
OG0001050	SACKO_13547	MOUSE18063, MOUSE44746, MOUSE44744, MOUSE30206, MOUSE30205
OG0001052	SACKO_17741	MOUSE20861, MOUSE20860
OG0001052	SACKO_29699	MOUSE36902, MOUSE36905
OG0001053	SACKO_17162	MOUSE05349, MOUSE39893, MOUSE02657, MOUSE26572
OG0001053	SACKO_10734	MOUSE09572, MOUSE31492, MOUSE00834, MOUSE00833
OG0001054	SACKO_03187	MOUSE46169, MOUSE46167, MOUSE14024, MOUSE46168, MOUSE05942, MOUSE42105
OG0001057	SACKO_34054	MOUSE29393, MOUSE29397, MOUSE29394, MOUSE29395, MOUSE29396, MOUSE50171, MOUSE54558, MOUSE54559, MOUSE29399, MOUSE24095, MOUSE54423, MOUSE54422, MOUSE29398
OG0001058	SACKO_30744	MOUSE24385, MOUSE24382, MOUSE24384, MOUSE24383, MOUSE50522, MOUSE50520, MOUSE50521
OG0001059	SACKO_34066	MOUSE06556, MOUSE06558, MOUSE06564, MOUSE06563, MOUSE06559, MOUSE19051, MOUSE06554, MOUSE19055, MOUSE19053, MOUSE19054, MOUSE19052, MOUSE06557, MOUSE06561, MOUSE06566, MOUSE06560, MOUSE06552, MOUSE06562, MOUSE06565, MOUSE06555, MOUSE06553, MOUSE06567, MOUSE06568
OG0001060	SACKO_10412	MOUSE14270
OG0001062	SACKO_29376	MOUSE47367, MOUSE31787, MOUSE31788, MOUSE31786
OG0001063	SACKO_31591	MOUSE18788, MOUSE18787, MOUSE18786, MOUSE18785
OG0001065	SACKO_06065	MOUSE27426, MOUSE24670
OG0001068	SACKO_05518	MOUSE41302, MOUSE41301, MOUSE41300
OG0001072	SACKO_03267	MOUSE37374, MOUSE37375
OG0001072	SACKO_03307	MOUSE39399
OG0001073	SACKO_21449, SACKO_04327	MOUSE19348, MOUSE19347, MOUSE19349, MOUSE19345, MOUSE19346, MOUSE54847, MOUSE54846, MOUSE54845, MOUSE12977, MOUSE12979, MOUSE12976
OG0001075	SACKO_11315, SACKO_14262	MOUSE09043, MOUSE06818, MOUSE06819, MOUSE06820, MOUSE06821
OG0001076	SACKO_06837	MOUSE38870, MOUSE38871, MOUSE38872, MOUSE36450, MOUSE36452, MOUSE36451, MOUSE36453, MOUSE36454
OG0001077	SACKO_10234	MOUSE25115
OG0001077	SACKO_02030	MOUSE06925
OG0001078	SACKO_03626	MOUSE14310, MOUSE17245, MOUSE27022, MOUSE27027
OG0001079	SACKO_30352	MOUSE31079, MOUSE31080, MOUSE39091, MOUSE53562
OG0001080	SACKO_28482	MOUSE50489, MOUSE50488, MOUSE50490
OG0001080	SACKO_17655	MOUSE43745, MOUSE32058, MOUSE32057, MOUSE32055, MOUSE32056, MOUSE43743
OG0001081	SACKO_20233, SACKO_20239	MOUSE44218, MOUSE44217
OG0001082	SACKO_05811, SACKO_32916	MOUSE22504, MOUSE22503, MOUSE14725, MOUSE14727, MOUSE14726
OG0001083	SACKO_03733	MOUSE00912, MOUSE00913, MOUSE19180, MOUSE12820, MOUSE12819, MOUSE40225, MOUSE40226
OG0001084	SACKO_24296	MOUSE06940
OG0001084	SACKO_24311	MOUSE06941
OG0001085	SACKO_23475	MOUSE40824, MOUSE40823, MOUSE40825, MOUSE40826, MOUSE40827, MOUSE40829, MOUSE53553, MOUSE53556, MOUSE53552, MOUSE53551, MOUSE39040, MOUSE39039, MOUSE18292, MOUSE18283, MOUSE18291, MOUSE18285
OG0001086	SACKO_01139	MOUSE43391, MOUSE43393, MOUSE43392, MOUSE43390, MOUSE43394, MOUSE43395, MOUSE07544, MOUSE07546, MOUSE07547, MOUSE07548, MOUSE07550, MOUSE07549, MOUSE07545, MOUSE20197, MOUSE20198, MOUSE20199
OG0001089	SACKO_12550	MOUSE43018, MOUSE15947
OG0001090	SACKO_29439, SACKO_29447	MOUSE22593
OG0001091	SACKO_17088	MOUSE26429, MOUSE05169, MOUSE38963, MOUSE38962, MOUSE38960, MOUSE38961, MOUSE26427, MOUSE26428, MOUSE26425, MOUSE05170, MOUSE26426
OG0001092	SACKO_08155	MOUSE30127
OG0001093	SACKO_20225	MOUSE38937, MOUSE38936, MOUSE38933, MOUSE38940, MOUSE38938, MOUSE38934, MOUSE38935, MOUSE38932, MOUSE38939, MOUSE05160, MOUSE05161
