Orthogroup	SACKO_ok	BRALA
OG0000250	SACKO_18012, SACKO_18008, SACKO_18019	BRALA31781, BRALA29201, BRALA33782, BRALA34803, BRALA31510, BRALA20935, BRALA12663, BRALA29202, BRALA24889
OG0000250	SACKO_06222	BRALA11863
OG0000250	SACKO_19847	BRALA06695
OG0000250	SACKO_08487	BRALA09013
OG0000251	SACKO_16959	BRALA15838
OG0000251	SACKO_28219	BRALA07937
OG0000251	SACKO_31103	BRALA05640
OG0000251	SACKO_18952	BRALA09788, BRALA09787
OG0000252	SACKO_19921, SACKO_13807	BRALA25083, BRALA25084
OG0000252	SACKO_19925	BRALA25085
OG0000252	SACKO_13829	BRALA25081
OG0000252	SACKO_27482	BRALA03509
OG0000253	SACKO_31434, SACKO_00707, SACKO_19080, SACKO_27757	BRALA34858
OG0000253	SACKO_12880	BRALA16411, BRALA04012, BRALA09924, BRALA09925
OG0000254	SACKO_12597	BRALA10825, BRALA10826
OG0000254	SACKO_10939, SACKO_12298, SACKO_05603, SACKO_22013	BRALA21337, BRALA17067, BRALA01989, BRALA29335
OG0000255	SACKO_30688	BRALA25790
OG0000255	SACKO_00039	BRALA00871, BRALA11731, BRALA31615
OG0000255	SACKO_02560, SACKO_04653, SACKO_21059, SACKO_27247	BRALA02467, BRALA20756, BRALA08872, BRALA09849, BRALA09857, BRALA27836
OG0000256	SACKO_19804	BRALA10199
OG0000256	SACKO_31234, SACKO_11114, SACKO_10962, SACKO_00717, SACKO_10964, SACKO_29212, SACKO_18022, SACKO_00855, SACKO_17003, SACKO_05084	BRALA09570, BRALA17466, BRALA00793, BRALA13439, BRALA13440, BRALA13438, BRALA30583
OG0000257	SACKO_15321	BRALA15240
OG0000257	SACKO_31460	BRALA09566
OG0000257	SACKO_04483	BRALA26949
OG0000258	SACKO_00377	BRALA13021
OG0000258	SACKO_10833	BRALA20081
OG0000258	SACKO_32411	BRALA24991
OG0000259	SACKO_22682, SACKO_26999, SACKO_00545, SACKO_00544	BRALA16850
OG0000260	SACKO_23657	BRALA15356
OG0000260	SACKO_18171, SACKO_03721	BRALA16338
OG0000261	SACKO_30834	BRALA31257
OG0000265	SACKO_17354	BRALA18329
OG0000265	SACKO_17458, SACKO_06245	BRALA12823
OG0000268	SACKO_19607	BRALA09117, BRALA09119, BRALA09115, BRALA17387
OG0000268	SACKO_20817, SACKO_19604	BRALA32039
OG0000269	SACKO_15282, SACKO_06408, SACKO_04740, SACKO_04716	BRALA33280, BRALA06865, BRALA27748
OG0000269	SACKO_06419	BRALA08334, BRALA31955
OG0000270	SACKO_22265	BRALA12009
OG0000270	SACKO_21448	BRALA25012
OG0000270	SACKO_10346	BRALA33710
OG0000270	SACKO_13731	BRALA10899
OG0000271	SACKO_28542	BRALA09068, BRALA17558, BRALA18501, BRALA17563
OG0000272	SACKO_18347	BRALA35850
OG0000273	SACKO_25860, SACKO_18590	BRALA05275
OG0000273	SACKO_19268, SACKO_19256, SACKO_19271, SACKO_19295, SACKO_19266, SACKO_19252, SACKO_19263	BRALA06390
OG0000273	SACKO_00732	BRALA15018
OG0000273	SACKO_11419	BRALA14731
OG0000274	SACKO_31086	BRALA28188
OG0000275	SACKO_25759	BRALA24464
OG0000275	SACKO_23614	BRALA04992
OG0000276	SACKO_25211	BRALA33947
OG0000276	SACKO_06242	BRALA12811, BRALA12822
OG0000276	SACKO_00244	BRALA03818
OG0000277	SACKO_10207	BRALA26639
OG0000277	SACKO_13321	BRALA25256
OG0000277	SACKO_25436	BRALA35852, BRALA29891, BRALA06081
OG0000278	SACKO_15807	BRALA11856, BRALA14630
OG0000278	SACKO_11366	BRALA21572
OG0000278	SACKO_13514	BRALA03801
OG0000279	SACKO_17467	BRALA21103, BRALA27220
OG0000279	SACKO_15027	BRALA07860
OG0000280	SACKO_05086	BRALA13468
OG0000280	SACKO_21917	BRALA15664
OG0000280	SACKO_19800	BRALA18417
OG0000280	SACKO_08611	BRALA13500
OG0000281	SACKO_15665, SACKO_15682	BRALA02314, BRALA03206, BRALA03204, BRALA15731, BRALA03205
OG0000281	SACKO_28155	BRALA00089, BRALA06078, BRALA03829
OG0000282	SACKO_12850, SACKO_12863	BRALA23685
OG0000282	SACKO_29302	BRALA27475
OG0000282	SACKO_07792	BRALA29869
OG0000282	SACKO_07779	BRALA11493
OG0000284	SACKO_27406, SACKO_27401	BRALA18410
OG0000284	SACKO_27435	BRALA00852
OG0000285	SACKO_26924, SACKO_26919	BRALA11771, BRALA17774
OG0000286	SACKO_20288, SACKO_17631	BRALA16073, BRALA31945
OG0000286	SACKO_18102, SACKO_24666	BRALA14124, BRALA07447
OG0000286	SACKO_14873, SACKO_28861, SACKO_28860, SACKO_14870	BRALA09665, BRALA09666, BRALA30005, BRALA27890, BRALA16069, BRALA20229
OG0000286	SACKO_01458	BRALA02345
OG0000287	SACKO_10319	BRALA10176
OG0000287	SACKO_27417	BRALA02715
OG0000289	SACKO_09751, SACKO_25537	BRALA18235
OG0000289	SACKO_25538	BRALA18234
OG0000290	SACKO_22064	BRALA03290
OG0000290	SACKO_23686	BRALA31009, BRALA31010, BRALA32783, BRALA26378, BRALA09379, BRALA35202, BRALA13581, BRALA17371, BRALA17370, BRALA29382, BRALA02670, BRALA17374, BRALA26233, BRALA12405, BRALA09371, BRALA20974, BRALA20954, BRALA30199
OG0000291	SACKO_10066, SACKO_06462, SACKO_32228, SACKO_20092, SACKO_29936, SACKO_17544	BRALA23833, BRALA15721, BRALA24620
OG0000294	SACKO_25934	BRALA08111, BRALA34074, BRALA30645, BRALA08112, BRALA17679
OG0000295	SACKO_09750, SACKO_11826	BRALA26979, BRALA26980, BRALA22435
OG0000295	SACKO_00439, SACKO_00457	BRALA05907, BRALA02617
OG0000295	SACKO_07988	BRALA05908, BRALA05913
OG0000295	SACKO_29580, SACKO_29578, SACKO_28240, SACKO_29581	BRALA06482
OG0000296	SACKO_20594	BRALA13278
OG0000296	SACKO_03886	BRALA00684
OG0000296	SACKO_01856	BRALA15062
OG0000296	SACKO_13390	BRALA03454
OG0000297	SACKO_25277	BRALA13304
OG0000298	SACKO_30488, SACKO_28156, SACKO_11404, SACKO_18094, SACKO_26811, SACKO_18856, SACKO_15609, SACKO_18876, SACKO_15624, SACKO_32671, SACKO_32710, SACKO_18871, SACKO_01924, SACKO_01919, SACKO_11628, SACKO_18706	BRALA20144, BRALA02076, BRALA02063, BRALA02056, BRALA08888, BRALA02098
OG0000300	SACKO_28135, SACKO_28118	BRALA04539
OG0000300	SACKO_12404	BRALA13755
OG0000300	SACKO_30124	BRALA06909, BRALA23699, BRALA05216
OG0000301	SACKO_16617, SACKO_29682	BRALA17932
OG0000301	SACKO_17860	BRALA03661
OG0000301	SACKO_00105	BRALA23983
OG0000301	SACKO_17869	BRALA03664
OG0000302	SACKO_12067	BRALA13291, BRALA01652, BRALA00460
OG0000303	SACKO_27038	BRALA17220
OG0000303	SACKO_10765	BRALA16584, BRALA07652
OG0000305	SACKO_13147, SACKO_15287	BRALA10626
OG0000307	SACKO_02179	BRALA28915
OG0000307	SACKO_07086, SACKO_09785	BRALA28035
OG0000307	SACKO_13262, SACKO_06407	BRALA08461
OG0000308	SACKO_05538, SACKO_27953	BRALA07362
OG0000308	SACKO_28741	BRALA29439
OG0000308	SACKO_28262	BRALA22416
OG0000309	SACKO_01715	BRALA18980
OG0000310	SACKO_33497	BRALA13697, BRALA13599, BRALA23270, BRALA13590
OG0000310	SACKO_11427, SACKO_11441, SACKO_11487	BRALA14259
OG0000310	SACKO_15555	BRALA13010
OG0000311	SACKO_19359	BRALA17717
OG0000312	SACKO_12716	BRALA14627
OG0000312	SACKO_12498, SACKO_12512	BRALA11332, BRALA11333, BRALA11331
OG0000312	SACKO_29942	BRALA05942
OG0000312	SACKO_09512	BRALA11891
OG0000313	SACKO_25102	BRALA06607
OG0000313	SACKO_12413	BRALA35023
OG0000313	SACKO_03803	BRALA19728
OG0000314	SACKO_09369, SACKO_31479	BRALA21481
OG0000314	SACKO_20257	BRALA29813, BRALA00695
OG0000315	SACKO_21990	BRALA34362
OG0000315	SACKO_02387	BRALA25721
OG0000316	SACKO_21373	BRALA03950
OG0000316	SACKO_22473	BRALA15636
OG0000316	SACKO_23643	BRALA15637
OG0000317	SACKO_14463	BRALA02907
OG0000317	SACKO_13987	BRALA01067
OG0000320	SACKO_11324	BRALA25766
OG0000320	SACKO_16705, SACKO_16754	BRALA07236, BRALA24890, BRALA15833
OG0000320	SACKO_22868, SACKO_11521, SACKO_22869, SACKO_11537, SACKO_11550, SACKO_11577, SACKO_11552, SACKO_19177, SACKO_19175, SACKO_19191	BRALA14081, BRALA14082, BRALA29172, BRALA03137, BRALA05310, BRALA07422
OG0000321	SACKO_18163	BRALA01010
OG0000321	SACKO_06201	BRALA31205
OG0000321	SACKO_25342	BRALA14278
OG0000323	SACKO_20213	BRALA25493
OG0000323	SACKO_31194	BRALA07917
OG0000323	SACKO_18533	BRALA00213
OG0000325	SACKO_20591	BRALA15301
OG0000325	SACKO_15633	BRALA32697, BRALA32699, BRALA33204, BRALA28705, BRALA28697, BRALA32751
OG0000325	SACKO_08471, SACKO_08419	BRALA24405
OG0000325	SACKO_02602	BRALA29149
OG0000326	SACKO_09487	BRALA08611
OG0000326	SACKO_00052, SACKO_00067, SACKO_08423	BRALA14598, BRALA14600, BRALA14599, BRALA17896, BRALA16589
OG0000326	SACKO_24590	BRALA30880
OG0000327	SACKO_09977, SACKO_09994, SACKO_14731	BRALA19890, BRALA19891, BRALA11391
OG0000329	SACKO_22665, SACKO_26706, SACKO_25951	BRALA11297
OG0000331	SACKO_33795	BRALA31352, BRALA31767, BRALA16437, BRALA24755
OG0000331	SACKO_18403, SACKO_09621, SACKO_31453	BRALA35876, BRALA33658, BRALA16603
OG0000331	SACKO_12623	BRALA34763
OG0000332	SACKO_14215	BRALA30995, BRALA30996, BRALA23233, BRALA23237, BRALA03701, BRALA03817, BRALA03703, BRALA30106, BRALA06650, BRALA06646, BRALA06647, BRALA06703, BRALA06704, BRALA06814, BRALA06653, BRALA06652, BRALA06831, BRALA03782, BRALA06687, BRALA19105, BRALA17963, BRALA15005, BRALA06817, BRALA06818, BRALA06815
OG0000333	SACKO_00584	BRALA02535
OG0000333	SACKO_15818, SACKO_04636, SACKO_18597	BRALA05355, BRALA05353, BRALA23904, BRALA25182, BRALA34025, BRALA25690, BRALA24341, BRALA23316, BRALA28582, BRALA32613, BRALA26599, BRALA19157, BRALA02427, BRALA07277, BRALA23922, BRALA07311, BRALA07271, BRALA19001, BRALA20171, BRALA19023, BRALA19024, BRALA19025, BRALA26995, BRALA03234, BRALA20748
OG0000335	SACKO_02210, SACKO_02207, SACKO_02196, SACKO_21724, SACKO_16362, SACKO_18697, SACKO_17377, SACKO_30257, SACKO_27152, SACKO_19044, SACKO_05322, SACKO_17674, SACKO_33911, SACKO_22067, SACKO_22042	BRALA34973, BRALA34688, BRALA30905, BRALA27316, BRALA03367, BRALA03088, BRALA35387
OG0000336	SACKO_19091	BRALA35710
OG0000336	SACKO_31924, SACKO_08139, SACKO_21387, SACKO_18463	BRALA34722
OG0000336	SACKO_11188, SACKO_32506	BRALA34559
OG0000336	SACKO_04119	BRALA14950
OG0000336	SACKO_19130	BRALA26015
OG0000337	SACKO_02372	BRALA27884
OG0000338	SACKO_20111	BRALA15013
OG0000338	SACKO_31237	BRALA15015
OG0000338	SACKO_13513	BRALA03386
OG0000339	SACKO_04937	BRALA22116
OG0000339	SACKO_04891	BRALA24768
OG0000339	SACKO_14938, SACKO_17398	BRALA24746
OG0000340	SACKO_22077, SACKO_11135, SACKO_30209, SACKO_23797, SACKO_10380, SACKO_09185, SACKO_25389, SACKO_33934	BRALA13170, BRALA11766, BRALA13174, BRALA24546, BRALA29754, BRALA26034, BRALA21406, BRALA13173, BRALA30860, BRALA24545, BRALA04688, BRALA32789, BRALA24539, BRALA07184, BRALA24538, BRALA31106, BRALA24537, BRALA31107, BRALA30861, BRALA17501, BRALA29933, BRALA32964, BRALA30864, BRALA24536, BRALA30865, BRALA24535, BRALA27788, BRALA29507, BRALA27784, BRALA13169, BRALA19801, BRALA02246, BRALA26618, BRALA10539, BRALA27131, BRALA06526, BRALA30336
OG0000341	SACKO_34065	BRALA17089
OG0000342	SACKO_30513, SACKO_30516	BRALA04218, BRALA06174, BRALA00251, BRALA02184, BRALA21501
OG0000342	SACKO_12892, SACKO_18490, SACKO_12914, SACKO_26051	BRALA18284, BRALA18068
OG0000343	SACKO_01767	BRALA09005
OG0000344	SACKO_24527	BRALA31687
OG0000344	SACKO_16635, SACKO_16639, SACKO_02039	BRALA21462
OG0000344	SACKO_11488, SACKO_11480, SACKO_11492, SACKO_11497	BRALA02343
OG0000344	SACKO_16581	BRALA16317
OG0000345	SACKO_20082, SACKO_30258, SACKO_17750	BRALA06622, BRALA06843
OG0000345	SACKO_19848	BRALA09664
OG0000346	SACKO_27501	BRALA01343
OG0000347	SACKO_10468, SACKO_04315, SACKO_04312	BRALA09109, BRALA09106, BRALA07009, BRALA07008, BRALA07438, BRALA14139
OG0000347	SACKO_01334	BRALA25759, BRALA07492
OG0000347	SACKO_08244, SACKO_08264	BRALA31041
OG0000347	SACKO_02341	BRALA15432, BRALA16313
OG0000348	SACKO_18674, SACKO_21205, SACKO_22559, SACKO_10181, SACKO_18668, SACKO_31822, SACKO_30992	BRALA09320, BRALA28005
OG0000348	SACKO_24700, SACKO_31493	BRALA33178
OG0000349	SACKO_02869	BRALA22003, BRALA22002, BRALA19096
OG0000349	SACKO_19649	BRALA01098, BRALA15017
OG0000350	SACKO_31750	BRALA26265
OG0000350	SACKO_29686	BRALA35868
OG0000350	SACKO_31584	BRALA22515, BRALA13342
OG0000350	SACKO_31595	BRALA34708, BRALA13341
OG0000352	SACKO_34178	BRALA01009
OG0000352	SACKO_00821	BRALA15685
OG0000352	SACKO_22008, SACKO_07999	BRALA28171
OG0000353	SACKO_06444	BRALA03683
OG0000355	SACKO_18289	BRALA28448
OG0000355	SACKO_16156, SACKO_17019, SACKO_28739, SACKO_28674, SACKO_03108	BRALA10544
OG0000356	SACKO_00337	BRALA25520, BRALA25522, BRALA25521, BRALA26577
OG0000357	SACKO_02742	BRALA34828, BRALA34317, BRALA33215
OG0000357	SACKO_14095	BRALA26089
OG0000358	SACKO_01547	BRALA02274
OG0000358	SACKO_13758	BRALA29935
OG0000358	SACKO_27158, SACKO_05158	BRALA06031
OG0000359	SACKO_17662	BRALA13099
OG0000359	SACKO_33693, SACKO_21762, SACKO_26778	BRALA32272, BRALA24208, BRALA15205, BRALA09897, BRALA26110, BRALA18714
OG0000359	SACKO_21197	BRALA31578
OG0000360	SACKO_27760	BRALA22946
OG0000360	SACKO_01907	BRALA11831
OG0000360	SACKO_11056	BRALA28049
OG0000362	SACKO_09419	BRALA09863, BRALA13600
OG0000362	SACKO_03094, SACKO_03089, SACKO_03087	BRALA29161, BRALA14501
OG0000363	SACKO_20204	BRALA25491, BRALA34908, BRALA34889, BRALA25489, BRALA25484, BRALA25486, BRALA29911
OG0000363	SACKO_08051	BRALA29271, BRALA25487
OG0000363	SACKO_02979	BRALA25511, BRALA19638
OG0000364	SACKO_29762, SACKO_31752, SACKO_30845	BRALA19406, BRALA19407, BRALA32552, BRALA11746, BRALA11744, BRALA11743, BRALA11742, BRALA23996
OG0000365	SACKO_00527	BRALA00860
OG0000365	SACKO_33817	BRALA16888
OG0000367	SACKO_26443	BRALA31361
OG0000367	SACKO_11424	BRALA12833
OG0000369	SACKO_21976	BRALA15452, BRALA14418, BRALA30116, BRALA23250, BRALA30118, BRALA32974, BRALA24892, BRALA34562
OG0000369	SACKO_17118	BRALA13361, BRALA11250, BRALA22748, BRALA12567, BRALA07203
OG0000369	SACKO_27249	BRALA30284
OG0000370	SACKO_23979, SACKO_14171	BRALA27156
OG0000370	SACKO_32751, SACKO_32754	BRALA04284, BRALA26088
OG0000371	SACKO_25535, SACKO_21537	BRALA10649, BRALA10658
OG0000371	SACKO_27645, SACKO_13929	BRALA10647, BRALA17381, BRALA31152, BRALA18606, BRALA18607
OG0000372	SACKO_32909	BRALA15783
OG0000372	SACKO_01910	BRALA08267
OG0000372	SACKO_24569, SACKO_24546	BRALA23771
OG0000373	SACKO_09368	BRALA23435
OG0000373	SACKO_13854	BRALA23054
OG0000374	SACKO_03090	BRALA29978
OG0000374	SACKO_31860	BRALA25996
OG0000375	SACKO_30463	BRALA14011
OG0000375	SACKO_19877	BRALA01775
OG0000377	SACKO_05307	BRALA01277, BRALA04457, BRALA07944, BRALA18367, BRALA29810, BRALA28659, BRALA28195, BRALA12900, BRALA12821, BRALA00575, BRALA16212, BRALA15271, BRALA07779, BRALA07780, BRALA07773, BRALA07774, BRALA12842, BRALA22335, BRALA22336, BRALA29134, BRALA00517
OG0000377	SACKO_34128	BRALA24580
OG0000378	SACKO_09446	BRALA33943
OG0000378	SACKO_10039	BRALA34778
OG0000379	SACKO_05446	BRALA19351
OG0000379	SACKO_24470	BRALA06333
OG0000379	SACKO_23824	BRALA01777
OG0000380	SACKO_16398, SACKO_31681, SACKO_30689	BRALA21688, BRALA35404
OG0000381	SACKO_23863	BRALA04195
OG0000381	SACKO_00308, SACKO_00365, SACKO_04507	BRALA14458, BRALA31573, BRALA05666, BRALA05667
OG0000381	SACKO_14369	BRALA01798
OG0000381	SACKO_25104, SACKO_25087, SACKO_25097, SACKO_28901, SACKO_17937	BRALA00455
OG0000382	SACKO_08216	BRALA31049, BRALA21317
OG0000382	SACKO_06165	BRALA17148
OG0000383	SACKO_32441, SACKO_09443, SACKO_20779	BRALA28815
OG0000383	SACKO_24932	BRALA30012
OG0000384	SACKO_13737, SACKO_13722	BRALA11440
OG0000384	SACKO_27089	BRALA18615
OG0000384	SACKO_01007, SACKO_00157	BRALA06793
OG0000386	SACKO_05054, SACKO_30525, SACKO_06363, SACKO_06362, SACKO_06354, SACKO_06364, SACKO_06047	BRALA21053, BRALA10336, BRALA10439, BRALA27391, BRALA29320, BRALA17191, BRALA11288
OG0000389	SACKO_01916, SACKO_01929	BRALA11849, BRALA11845, BRALA18683
OG0000389	SACKO_05192	BRALA06714
OG0000390	SACKO_11092	BRALA05729
OG0000390	SACKO_01353, SACKO_01355	BRALA00892, BRALA00888, BRALA00889, BRALA00891, BRALA04361, BRALA12713, BRALA26811, BRALA26809, BRALA12705, BRALA08159, BRALA22700, BRALA22699, BRALA23595
OG0000391	SACKO_21842	BRALA04832
OG0000392	SACKO_27590	BRALA01209
OG0000393	SACKO_24305	BRALA15381, BRALA24472
OG0000393	SACKO_34206	BRALA03160
OG0000396	SACKO_11830	BRALA08348
OG0000397	SACKO_06461	BRALA34670
OG0000399	SACKO_26961	BRALA23772
OG0000399	SACKO_24326	BRALA04322
OG0000400	SACKO_04072	BRALA19704
OG0000400	SACKO_06114, SACKO_09959	BRALA33208
OG0000401	SACKO_22556, SACKO_22554, SACKO_09922	BRALA15440, BRALA03200, BRALA15436, BRALA15435
OG0000402	SACKO_12739	BRALA21413
OG0000402	SACKO_05257, SACKO_05263, SACKO_05292, SACKO_17632, SACKO_17651, SACKO_17642, SACKO_17652, SACKO_15505, SACKO_18949, SACKO_05251, SACKO_05260, SACKO_18973	BRALA17661, BRALA17660
OG0000403	SACKO_31259, SACKO_14239	BRALA20044
OG0000404	SACKO_32719	BRALA05153, BRALA05152
OG0000404	SACKO_20818	BRALA32209
OG0000404	SACKO_23206	BRALA30787, BRALA33638
OG0000405	SACKO_03471	BRALA21721
OG0000408	SACKO_32982, SACKO_32334, SACKO_24714, SACKO_26793, SACKO_33345, SACKO_21168, SACKO_15988, SACKO_31981, SACKO_30110, SACKO_10957, SACKO_31969, SACKO_10718, SACKO_21020, SACKO_13141	BRALA32017, BRALA35937
OG0000408	SACKO_21026	BRALA16585, BRALA33989, BRALA10986, BRALA28118, BRALA03469, BRALA03468, BRALA09360, BRALA17138, BRALA32244, BRALA28119, BRALA18041, BRALA03522, BRALA03541, BRALA15604, BRALA00210, BRALA31012, BRALA28483
OG0000409	SACKO_31828	BRALA10303, BRALA10304
OG0000409	SACKO_01185, SACKO_25495	BRALA28218
OG0000409	SACKO_11398, SACKO_29371	BRALA16408
OG0000410	SACKO_04463, SACKO_21592, SACKO_06086, SACKO_06111, SACKO_33944	BRALA09729, BRALA30152, BRALA31379, BRALA17875
OG0000411	SACKO_05252	BRALA34958
OG0000411	SACKO_04974	BRALA18710, BRALA18709
OG0000412	SACKO_28880, SACKO_04784	BRALA00561
OG0000412	SACKO_20586	BRALA06660
OG0000412	SACKO_09277	BRALA01758, BRALA10138
OG0000413	SACKO_11939	BRALA21468
OG0000413	SACKO_26133	BRALA06166
OG0000415	SACKO_15332, SACKO_04092, SACKO_26103, SACKO_11472	BRALA21989, BRALA33643, BRALA12432, BRALA21986, BRALA21988, BRALA33092, BRALA03189
OG0000416	SACKO_27496	BRALA02178, BRALA17361, BRALA29138, BRALA22835, BRALA29137
OG0000418	SACKO_06392	BRALA26385
OG0000418	SACKO_19166, SACKO_28065, SACKO_16670, SACKO_16304, SACKO_14006, SACKO_10055, SACKO_12318	BRALA08703, BRALA12105, BRALA30120, BRALA15439, BRALA21558, BRALA33313, BRALA27958, BRALA01943
OG0000419	SACKO_13235	BRALA30844
OG0000419	SACKO_13227	BRALA03697
OG0000420	SACKO_13998	BRALA24622
OG0000420	SACKO_10383	BRALA04230
OG0000422	SACKO_01649, SACKO_01631	BRALA16622
OG0000423	SACKO_02032, SACKO_02071, SACKO_02082, SACKO_02063	BRALA28541, BRALA10039, BRALA08850, BRALA08775, BRALA32376, BRALA27000, BRALA08782, BRALA32213, BRALA29263, BRALA12932, BRALA12930, BRALA16855, BRALA12282, BRALA28404, BRALA16856, BRALA12931, BRALA08774, BRALA08777, BRALA00243, BRALA35477, BRALA03793, BRALA03792, BRALA20712, BRALA00747, BRALA21036, BRALA05057
OG0000424	SACKO_03765	BRALA08803
OG0000425	SACKO_09919	BRALA24699
OG0000427	SACKO_23359	BRALA09830
OG0000427	SACKO_09178	BRALA26779, BRALA26782, BRALA26781, BRALA26778, BRALA26788
OG0000429	SACKO_30008	BRALA31849
OG0000429	SACKO_05554, SACKO_03161, SACKO_25615, SACKO_11011, SACKO_33365, SACKO_29691, SACKO_29695	BRALA13739, BRALA13741, BRALA13742, BRALA13766, BRALA12307
OG0000430	SACKO_17116	BRALA23824
OG0000430	SACKO_23352, SACKO_23364	BRALA11804, BRALA05219, BRALA03761, BRALA19272, BRALA07547
OG0000431	SACKO_22052	BRALA06237
OG0000431	SACKO_26117	BRALA13675
OG0000432	SACKO_04551	BRALA18991
OG0000432	SACKO_26085	BRALA20322
OG0000433	SACKO_18114	BRALA23044
OG0000433	SACKO_07662	BRALA22158
OG0000433	SACKO_07666	BRALA19035
OG0000434	SACKO_12594	BRALA01801
OG0000434	SACKO_06502, SACKO_00315, SACKO_06501, SACKO_06510, SACKO_06511, SACKO_06508, SACKO_21017	BRALA14574
OG0000435	SACKO_21913, SACKO_31971	BRALA00145, BRALA13279
OG0000436	SACKO_03316	BRALA00479
OG0000437	SACKO_07819, SACKO_20319, SACKO_31109, SACKO_31119, SACKO_31108	BRALA23658, BRALA22832, BRALA23657, BRALA09050, BRALA03237
OG0000440	SACKO_30762	BRALA30915, BRALA30244
OG0000441	SACKO_23073	BRALA28469
OG0000441	SACKO_18284, SACKO_32979	BRALA27050, BRALA17729, BRALA22566
OG0000442	SACKO_15700	BRALA23798
OG0000442	SACKO_00306	BRALA25405
OG0000442	SACKO_06006	BRALA30174
OG0000443	SACKO_14263	BRALA14524
OG0000444	SACKO_08879, SACKO_08903	BRALA29773
OG0000444	SACKO_16809	BRALA07745
OG0000445	SACKO_01829, SACKO_19774, SACKO_27379, SACKO_27346	BRALA05663, BRALA29510, BRALA27780, BRALA00619, BRALA21525, BRALA01672, BRALA24679
OG0000445	SACKO_08275, SACKO_00462, SACKO_33751, SACKO_27331, SACKO_27357	BRALA34223
OG0000446	SACKO_19980	BRALA02260
OG0000446	SACKO_08413, SACKO_08437	BRALA15987
OG0000447	SACKO_31056	BRALA30761
OG0000448	SACKO_30613	BRALA12672, BRALA12692
OG0000450	SACKO_10223	BRALA29697
OG0000452	SACKO_33443, SACKO_33445	BRALA17205, BRALA01805, BRALA17207, BRALA30524, BRALA31741, BRALA10768
OG0000453	SACKO_27333, SACKO_27397, SACKO_25837, SACKO_27383, SACKO_06847, SACKO_06848, SACKO_27408, SACKO_27399, SACKO_27407, SACKO_27405, SACKO_03955, SACKO_29489	BRALA02457, BRALA14623, BRALA04109, BRALA28906, BRALA28062, BRALA23580, BRALA19233, BRALA24206, BRALA24207
OG0000454	SACKO_15534	BRALA16593
OG0000456	SACKO_25121, SACKO_04182, SACKO_18180	BRALA30394, BRALA28489
OG0000457	SACKO_06483	BRALA31550, BRALA07318, BRALA30141, BRALA26521, BRALA31330, BRALA13219, BRALA34370
OG0000458	SACKO_26555	BRALA27731
OG0000458	SACKO_12957	BRALA08331, BRALA08332, BRALA23783
OG0000460	SACKO_30614	BRALA28315
OG0000461	SACKO_15370	BRALA10740
OG0000461	SACKO_07130	BRALA25433
OG0000463	SACKO_05461	BRALA09887, BRALA09634
OG0000463	SACKO_21927	BRALA16614, BRALA34631
OG0000465	SACKO_34041	BRALA17892
OG0000465	SACKO_07203	BRALA15766
OG0000466	SACKO_04143, SACKO_09641, SACKO_13679, SACKO_07455	BRALA25737, BRALA15112, BRALA23392
OG0000467	SACKO_32050	BRALA17998
OG0000468	SACKO_06372, SACKO_06400, SACKO_23390, SACKO_12657	BRALA16180, BRALA28186, BRALA18298, BRALA18299, BRALA18302, BRALA18300
OG0000468	SACKO_06761, SACKO_11651, SACKO_29000, SACKO_28335	BRALA11917
OG0000469	SACKO_32529	BRALA35215
OG0000469	SACKO_12218	BRALA16555
OG0000470	SACKO_13430, SACKO_20424	BRALA24698
OG0000471	SACKO_21461	BRALA25247, BRALA25253, BRALA25252
OG0000471	SACKO_31836, SACKO_31844	BRALA15053
OG0000472	SACKO_22535, SACKO_22150	BRALA30097, BRALA25492, BRALA23375
OG0000474	SACKO_26698	BRALA10584
OG0000475	SACKO_01439, SACKO_01437, SACKO_01446	BRALA33310
OG0000476	SACKO_17515	BRALA20616
OG0000476	SACKO_29718, SACKO_29707, SACKO_29711, SACKO_16110	BRALA14616, BRALA14614, BRALA14617
OG0000477	SACKO_22969, SACKO_22972	BRALA33142
OG0000478	SACKO_25449, SACKO_25514	BRALA03122
OG0000479	SACKO_30305	BRALA33937
OG0000479	SACKO_20169	BRALA33783
OG0000480	SACKO_16958	BRALA30132, BRALA35901
OG0000480	SACKO_31389	BRALA28328
OG0000481	SACKO_18810	BRALA27659
OG0000481	SACKO_02151, SACKO_09218	BRALA10023
OG0000481	SACKO_17872	BRALA03647
OG0000482	SACKO_25732	BRALA35197
OG0000482	SACKO_25745, SACKO_25747	BRALA29577
OG0000483	SACKO_30430, SACKO_28138, SACKO_28238, SACKO_06303	BRALA12721
OG0000483	SACKO_10313, SACKO_02472	BRALA28394, BRALA28250, BRALA23332, BRALA32403, BRALA31892, BRALA23338, BRALA27180, BRALA31159
OG0000483	SACKO_10261, SACKO_02311, SACKO_06301, SACKO_18786, SACKO_18700	BRALA20943, BRALA21546
OG0000483	SACKO_12113, SACKO_10179, SACKO_07938, SACKO_04135, SACKO_13078	BRALA26366, BRALA19869
OG0000483	SACKO_13873	BRALA19842, BRALA13223, BRALA23505, BRALA30955, BRALA23331
OG0000484	SACKO_23202	BRALA34077
OG0000485	SACKO_12872	BRALA23674
OG0000485	SACKO_32346	BRALA05059, BRALA21189
