Orthogroup	SACKO_ok	STRPU_ok
OG0000231	SACKO_20168	STRPU_14890, STRPU_14891, STRPU_14829
OG0000231	SACKO_33888	STRPU_25853
OG0000232	SACKO_29883	STRPU_22784, STRPU_01942
OG0000233	SACKO_18635	STRPU_19457
OG0000233	SACKO_26512, SACKO_31839	STRPU_02747
OG0000233	SACKO_18656, SACKO_18643	STRPU_19351
OG0000234	SACKO_21028	STRPU_22182
OG0000234	SACKO_01549	STRPU_11520
OG0000235	SACKO_19953, SACKO_19968, SACKO_19956, SACKO_05304, SACKO_19955, SACKO_19937, SACKO_19971	STRPU_12526, STRPU_12500, STRPU_12529, STRPU_12612, STRPU_12606
OG0000235	SACKO_07025	STRPU_21865
OG0000235	SACKO_07031	STRPU_21863, STRPU_21866, STRPU_21864, STRPU_20820
OG0000236	SACKO_00233	STRPU_20268
OG0000236	SACKO_31312	STRPU_17818, STRPU_17826, STRPU_25752, STRPU_17694
OG0000238	SACKO_14320, SACKO_28194	STRPU_00959, STRPU_08862
OG0000238	SACKO_11714, SACKO_19006	STRPU_25261, STRPU_25260
OG0000238	SACKO_28313	STRPU_26157
OG0000238	SACKO_33015	STRPU_24519
OG0000239	SACKO_23050	STRPU_24683
OG0000239	SACKO_03853	STRPU_20505
OG0000239	SACKO_23070	STRPU_01873, STRPU_25188
OG0000240	SACKO_18260, SACKO_18199	STRPU_02509, STRPU_02512, STRPU_15130, STRPU_15129, STRPU_02510, STRPU_15131, STRPU_02513
OG0000241	SACKO_23946	STRPU_00109
OG0000242	SACKO_11564, SACKO_24398, SACKO_19170, SACKO_19165	STRPU_12016, STRPU_20158, STRPU_20161, STRPU_12217
OG0000242	SACKO_31437	STRPU_22571
OG0000243	SACKO_33629, SACKO_33609	STRPU_09837
OG0000243	SACKO_11567, SACKO_07822, SACKO_07820, SACKO_07823, SACKO_11518, SACKO_07986, SACKO_15903, SACKO_15885, SACKO_07987	STRPU_11707, STRPU_11706, STRPU_11882, STRPU_11927, STRPU_11921, STRPU_11880
OG0000244	SACKO_25053	STRPU_25421
OG0000244	SACKO_16205	STRPU_23304, STRPU_23303
OG0000244	SACKO_25569, SACKO_21049	STRPU_25990
OG0000245	SACKO_20346, SACKO_20359, SACKO_20349	STRPU_08920, STRPU_00618, STRPU_00617, STRPU_08919
OG0000246	SACKO_11087	STRPU_14570, STRPU_14461, STRPU_14460, STRPU_14442
OG0000246	SACKO_07496, SACKO_26312, SACKO_07493	STRPU_18045
OG0000248	SACKO_05978	STRPU_23659, STRPU_23683
OG0000249	SACKO_33702, SACKO_33706, SACKO_33698	STRPU_27055
OG0000250	SACKO_06222	STRPU_05823
OG0000250	SACKO_19847	STRPU_04285
OG0000250	SACKO_08487	STRPU_12654
OG0000251	SACKO_16959	STRPU_10552
OG0000251	SACKO_28219	STRPU_23433, STRPU_01004, STRPU_23432
OG0000251	SACKO_28377, SACKO_16947	STRPU_10551
OG0000251	SACKO_18952	STRPU_10615, STRPU_10619
OG0000252	SACKO_19916	STRPU_02917, STRPU_02916
OG0000252	SACKO_19925	STRPU_02979
OG0000252	SACKO_13829	STRPU_02978
OG0000252	SACKO_06396	STRPU_02821
OG0000253	SACKO_31434, SACKO_00707, SACKO_19080, SACKO_27757	STRPU_05276, STRPU_05260, STRPU_19027, STRPU_00465, STRPU_00466, STRPU_19026, STRPU_18800, STRPU_01848, STRPU_19299, STRPU_00472, STRPU_19021, STRPU_19900, STRPU_19875, STRPU_12276, STRPU_12272, STRPU_12226, STRPU_27047, STRPU_18799, STRPU_15266
OG0000255	SACKO_30688	STRPU_21343
OG0000255	SACKO_00039	STRPU_06497
OG0000255	SACKO_02560, SACKO_04653, SACKO_21059, SACKO_27247	STRPU_04137, STRPU_13419, STRPU_12912, STRPU_26210, STRPU_18620, STRPU_12446, STRPU_12447, STRPU_12953, STRPU_12950
OG0000256	SACKO_19804	STRPU_19461
OG0000256	SACKO_31234	STRPU_14842
OG0000256	SACKO_11114, SACKO_10962, SACKO_00717, SACKO_10964, SACKO_29212, SACKO_18022, SACKO_00855, SACKO_17003, SACKO_05084	STRPU_26901, STRPU_26900, STRPU_26902, STRPU_27111, STRPU_26544
OG0000257	SACKO_15321	STRPU_21726, STRPU_21661
OG0000257	SACKO_30726	STRPU_26405
OG0000258	SACKO_00377	STRPU_08780
OG0000258	SACKO_10833	STRPU_22696
OG0000258	SACKO_32411	STRPU_21352
OG0000259	SACKO_22682, SACKO_26999, SACKO_00545, SACKO_00544	STRPU_22338
OG0000260	SACKO_23657	STRPU_22982
OG0000260	SACKO_03721	STRPU_10375
OG0000261	SACKO_30834	STRPU_06507
OG0000263	SACKO_11637	STRPU_10074, STRPU_10138
OG0000264	SACKO_30127	STRPU_16489, STRPU_24278, STRPU_14703
OG0000265	SACKO_17354	STRPU_19907
OG0000265	SACKO_17458, SACKO_06245	STRPU_01912, STRPU_22756
OG0000268	SACKO_19607	STRPU_01486, STRPU_13761
OG0000268	SACKO_06715	STRPU_13180, STRPU_02572, STRPU_13128
OG0000268	SACKO_30039	STRPU_13291, STRPU_13298
OG0000268	SACKO_20817, SACKO_19604	STRPU_01482, STRPU_13766
OG0000269	SACKO_15282, SACKO_06408, SACKO_04740, SACKO_04716	STRPU_21980, STRPU_21982, STRPU_21981, STRPU_23724, STRPU_23726, STRPU_23727
OG0000269	SACKO_06422	STRPU_23240
OG0000270	SACKO_22265	STRPU_21206
OG0000270	SACKO_21448	STRPU_21835
OG0000270	SACKO_10346	STRPU_17089
OG0000270	SACKO_13731	STRPU_21143
OG0000271	SACKO_28542	STRPU_13269, STRPU_19512, STRPU_13270, STRPU_13735, STRPU_13553
OG0000272	SACKO_18366, SACKO_18360, SACKO_18346	STRPU_24826
OG0000273	SACKO_18590	STRPU_18566
OG0000273	SACKO_19268, SACKO_19256, SACKO_19271, SACKO_19295, SACKO_19266, SACKO_19252, SACKO_19263	STRPU_08558
OG0000273	SACKO_00732	STRPU_15406
OG0000273	SACKO_11419	STRPU_24051, STRPU_02609, STRPU_24050, STRPU_02610
OG0000274	SACKO_01873	STRPU_06064
OG0000275	SACKO_11935	STRPU_21415
OG0000275	SACKO_25759	STRPU_25903
OG0000275	SACKO_23614	STRPU_23462
OG0000275	SACKO_21462	STRPU_04542, STRPU_04524
OG0000276	SACKO_25211	STRPU_17784
OG0000276	SACKO_06242	STRPU_01913, STRPU_22757
OG0000276	SACKO_32321	STRPU_24105, STRPU_24107, STRPU_24106, STRPU_24108
OG0000276	SACKO_00244	STRPU_04892
OG0000277	SACKO_10207	STRPU_02244, STRPU_15555
OG0000277	SACKO_13321	STRPU_04283
OG0000278	SACKO_15807	STRPU_27259, STRPU_27277
OG0000278	SACKO_06388	STRPU_03004
OG0000278	SACKO_11366	STRPU_20692
OG0000278	SACKO_13514	STRPU_26265
OG0000280	SACKO_05086	STRPU_26995
OG0000280	SACKO_03658	STRPU_17329, STRPU_17322
OG0000280	SACKO_21917	STRPU_01760, STRPU_18069
OG0000280	SACKO_19800	STRPU_20400
OG0000280	SACKO_08611	STRPU_26641
OG0000281	SACKO_15665, SACKO_15682	STRPU_25743, STRPU_25744
OG0000281	SACKO_28155	STRPU_04322, STRPU_04292
OG0000282	SACKO_12850, SACKO_12863	STRPU_01499, STRPU_13749
OG0000282	SACKO_29302	STRPU_09980, STRPU_09957
OG0000282	SACKO_07792	STRPU_09543
OG0000282	SACKO_07779	STRPU_09417
OG0000284	SACKO_27406, SACKO_27401	STRPU_21046, STRPU_21045, STRPU_20354
OG0000284	SACKO_05744	STRPU_07330
OG0000284	SACKO_27435	STRPU_18787
OG0000285	SACKO_27700, SACKO_27727	STRPU_05159
OG0000285	SACKO_26924, SACKO_26919	STRPU_05080, STRPU_05158, STRPU_04963, STRPU_05775, STRPU_05157, STRPU_05079
OG0000286	SACKO_14873, SACKO_28861, SACKO_28860, SACKO_14870	STRPU_00107
OG0000287	SACKO_10319	STRPU_06869, STRPU_24134, STRPU_24135, STRPU_24133, STRPU_19617, STRPU_19699
OG0000287	SACKO_27417	STRPU_20022
OG0000288	SACKO_26577, SACKO_24123, SACKO_26576, SACKO_26567, SACKO_30464, SACKO_30462, SACKO_00022, SACKO_14626, SACKO_14628, SACKO_22642, SACKO_03207, SACKO_03219, SACKO_20827, SACKO_11800, SACKO_11811, SACKO_31062, SACKO_27711, SACKO_13171, SACKO_13172, SACKO_27724, SACKO_14625, SACKO_00017	STRPU_24377
OG0000289	SACKO_25627	STRPU_18786
OG0000289	SACKO_09751, SACKO_25537	STRPU_12560
OG0000289	SACKO_25538	STRPU_12562
OG0000290	SACKO_22064	STRPU_19878, STRPU_19853, STRPU_09819, STRPU_15764, STRPU_09816, STRPU_09820
OG0000291	SACKO_21478	STRPU_03725
OG0000292	SACKO_09782	STRPU_20481, STRPU_27061, STRPU_17880, STRPU_17344, STRPU_17362, STRPU_03810, STRPU_03827
OG0000295	SACKO_09750	STRPU_26615
OG0000295	SACKO_11826	STRPU_26613
OG0000295	SACKO_00439, SACKO_00457	STRPU_06225, STRPU_06205, STRPU_06691
OG0000295	SACKO_28032	STRPU_26618
OG0000295	SACKO_28240, SACKO_29581	STRPU_08402
OG0000296	SACKO_20594	STRPU_21796
OG0000296	SACKO_03886	STRPU_18285, STRPU_01171
OG0000296	SACKO_01856	STRPU_26478, STRPU_26480, STRPU_26468, STRPU_26474, STRPU_26490, STRPU_26471
OG0000296	SACKO_13390	STRPU_25535
OG0000297	SACKO_25277	STRPU_13522, STRPU_19416, STRPU_06689, STRPU_08803, STRPU_11660, STRPU_02095, STRPU_09123, STRPU_08680
OG0000298	SACKO_30488, SACKO_28156, SACKO_11404, SACKO_18094	STRPU_11729
OG0000298	SACKO_18871, SACKO_01924, SACKO_01919, SACKO_11628, SACKO_18706	STRPU_12014
OG0000299	SACKO_16759	STRPU_07501
OG0000300	SACKO_12404	STRPU_10441, STRPU_11404
OG0000301	SACKO_16617, SACKO_29682	STRPU_04835
OG0000301	SACKO_06456, SACKO_17860	STRPU_04444, STRPU_04445
OG0000301	SACKO_00105	STRPU_10372
OG0000301	SACKO_17869	STRPU_04579
OG0000302	SACKO_14674	STRPU_22541
OG0000302	SACKO_22884, SACKO_19333, SACKO_22883, SACKO_22885	STRPU_20033
OG0000302	SACKO_12067	STRPU_04969, STRPU_05664, STRPU_13786, STRPU_05340, STRPU_05339
OG0000303	SACKO_32886	STRPU_01752, STRPU_16777
OG0000305	SACKO_13147, SACKO_15287	STRPU_22779, STRPU_01937
OG0000306	SACKO_05951, SACKO_05913	STRPU_04181
OG0000307	SACKO_09785	STRPU_23347, STRPU_23348
OG0000307	SACKO_29055, SACKO_19270	STRPU_21784, STRPU_21608
OG0000307	SACKO_13262, SACKO_06407	STRPU_22032
OG0000308	SACKO_28741	STRPU_08810
OG0000308	SACKO_28262	STRPU_25229
OG0000309	SACKO_02717	STRPU_22639, STRPU_23489, STRPU_22638, STRPU_18593
OG0000310	SACKO_11427, SACKO_11441, SACKO_11487	STRPU_25676, STRPU_25769, STRPU_25768, STRPU_25786, STRPU_25767, STRPU_25785
OG0000310	SACKO_15555	STRPU_08819, STRPU_08721, STRPU_01455, STRPU_19424, STRPU_19517
OG0000312	SACKO_12716	STRPU_26934
OG0000312	SACKO_12498, SACKO_12512	STRPU_21396
OG0000312	SACKO_29942	STRPU_06464
OG0000312	SACKO_09512	STRPU_05481
OG0000313	SACKO_25102	STRPU_05794
OG0000313	SACKO_12413	STRPU_10597
OG0000313	SACKO_24651, SACKO_21609, SACKO_11070	STRPU_24296
OG0000313	SACKO_03803	STRPU_23132
OG0000314	SACKO_09369	STRPU_21722, STRPU_21657
OG0000314	SACKO_31479	STRPU_21176
OG0000315	SACKO_21990	STRPU_14641
OG0000315	SACKO_05539	STRPU_00855, STRPU_14065
OG0000315	SACKO_02387	STRPU_23166
OG0000316	SACKO_21373	STRPU_04688
OG0000316	SACKO_22473	STRPU_27381
OG0000316	SACKO_23643	STRPU_10737, STRPU_01026, STRPU_23411, STRPU_23297
OG0000317	SACKO_14554	STRPU_19895, STRPU_19868
OG0000317	SACKO_14463	STRPU_19997
OG0000317	SACKO_13987	STRPU_07276, STRPU_07292
OG0000319	SACKO_31043	STRPU_07205
OG0000319	SACKO_32883	STRPU_16775, STRPU_01745
OG0000320	SACKO_22868, SACKO_11521, SACKO_22869, SACKO_11537, SACKO_11550, SACKO_11577, SACKO_11552, SACKO_19177, SACKO_19175, SACKO_19191	STRPU_10053
OG0000321	SACKO_18163	STRPU_18694
OG0000321	SACKO_06201	STRPU_05283
OG0000321	SACKO_25342	STRPU_06234
OG0000322	SACKO_10414, SACKO_08269, SACKO_08262, SACKO_14465	STRPU_04953, STRPU_04955, STRPU_05710, STRPU_18148, STRPU_05731, STRPU_07690
OG0000322	SACKO_25809	STRPU_20644, STRPU_20642, STRPU_07689, STRPU_07702
OG0000323	SACKO_20213	STRPU_14332
OG0000323	SACKO_31194	STRPU_16538, STRPU_16558
OG0000323	SACKO_18533	STRPU_23717
OG0000325	SACKO_15635	STRPU_02606, STRPU_24055, STRPU_24053, STRPU_24056, STRPU_02607, STRPU_24052, STRPU_02608, STRPU_24059, STRPU_02603
OG0000325	SACKO_20591	STRPU_19931, STRPU_02596, STRPU_19929, STRPU_19930, STRPU_02597, STRPU_02598
OG0000325	SACKO_15633	STRPU_19928, STRPU_02599, STRPU_08106, STRPU_08104, STRPU_08118, STRPU_08103, STRPU_08120, STRPU_08119, STRPU_08107, STRPU_08105, STRPU_09355, STRPU_09356
OG0000326	SACKO_00052	STRPU_10867, STRPU_10847
OG0000328	SACKO_04913	STRPU_00813, STRPU_25547
OG0000329	SACKO_25951	STRPU_24162
OG0000333	SACKO_00584	STRPU_19697, STRPU_19618
OG0000336	SACKO_19091	STRPU_15721
OG0000336	SACKO_04704	STRPU_16303, STRPU_15156
OG0000338	SACKO_20111	STRPU_02251, STRPU_15548
OG0000338	SACKO_31237	STRPU_15357
OG0000338	SACKO_13513	STRPU_26051
OG0000339	SACKO_04891	STRPU_17596, STRPU_17598, STRPU_17599, STRPU_09857, STRPU_25818, STRPU_25804, STRPU_25814, STRPU_25801, STRPU_14998, STRPU_25780, STRPU_08178, STRPU_25807, STRPU_25805, STRPU_25819, STRPU_25784, STRPU_25808, STRPU_25810, STRPU_25816, STRPU_25783
OG0000340	SACKO_11135	STRPU_14456
OG0000340	SACKO_30209	STRPU_02114, STRPU_09148, STRPU_02113, STRPU_09147
OG0000340	SACKO_33934	STRPU_26281, STRPU_22139, STRPU_26285, STRPU_26286, STRPU_26288
OG0000341	SACKO_34065	STRPU_07163
OG0000342	SACKO_26051	STRPU_01174, STRPU_18281
OG0000343	SACKO_01767	STRPU_17122, STRPU_17107
OG0000344	SACKO_24527	STRPU_02479, STRPU_15100
OG0000345	SACKO_20082, SACKO_30258, SACKO_17750	STRPU_04681
OG0000345	SACKO_19848	STRPU_04121
OG0000346	SACKO_01931	STRPU_05839
OG0000347	SACKO_01334, SACKO_08244, SACKO_08264	STRPU_05649, STRPU_19108, STRPU_05651, STRPU_23301, STRPU_05650, STRPU_05185, STRPU_05105, STRPU_05186
OG0000349	SACKO_26581, SACKO_26583, SACKO_03594, SACKO_02869, SACKO_19649, SACKO_26582, SACKO_28067, SACKO_08307, SACKO_23348	STRPU_12247, STRPU_11674, STRPU_11916, STRPU_12249, STRPU_24104, STRPU_12252, STRPU_12251, STRPU_12253, STRPU_11748, STRPU_11912, STRPU_11874, STRPU_11875, STRPU_11914, STRPU_11877, STRPU_11917, STRPU_11915, STRPU_11876, STRPU_11913, STRPU_12225, STRPU_12250, STRPU_07037, STRPU_07039, STRPU_24713, STRPU_01364, STRPU_01363, STRPU_11577
OG0000350	SACKO_31750	STRPU_01096, STRPU_24203
OG0000350	SACKO_29686	STRPU_04713
OG0000350	SACKO_31584	STRPU_21630
OG0000350	SACKO_31595	STRPU_21631
OG0000351	SACKO_07538	STRPU_06617
OG0000352	SACKO_34178	STRPU_18690
OG0000352	SACKO_00810	STRPU_16144, STRPU_16137
OG0000352	SACKO_00821	STRPU_07149
OG0000352	SACKO_22008, SACKO_07999	STRPU_16649
OG0000353	SACKO_06444	STRPU_04265
OG0000355	SACKO_16156, SACKO_17019, SACKO_28739, SACKO_28674, SACKO_03108	STRPU_15581, STRPU_07665
OG0000356	SACKO_19855	STRPU_04112
OG0000356	SACKO_00337	STRPU_12597
OG0000357	SACKO_14095	STRPU_23598
OG0000358	SACKO_01547	STRPU_12011
OG0000358	SACKO_13758	STRPU_12205
OG0000358	SACKO_22456	STRPU_11811
OG0000358	SACKO_27158, SACKO_05158	STRPU_06142
OG0000359	SACKO_17662	STRPU_09098, STRPU_02069
OG0000359	SACKO_33693, SACKO_21762, SACKO_26778	STRPU_14383
OG0000359	SACKO_21197	STRPU_05510
OG0000360	SACKO_27760	STRPU_16620
OG0000360	SACKO_01907	STRPU_05700
OG0000360	SACKO_11056	STRPU_23802
OG0000363	SACKO_20204	STRPU_22858, STRPU_22857
OG0000363	SACKO_02979	STRPU_14845, STRPU_14865
OG0000364	SACKO_08428, SACKO_08491	STRPU_12300, STRPU_23213, STRPU_23224, STRPU_24852, STRPU_22921
OG0000365	SACKO_00527	STRPU_00678, STRPU_18948
OG0000365	SACKO_33817	STRPU_17253, STRPU_17254
OG0000367	SACKO_26443	STRPU_22294
OG0000367	SACKO_11424	STRPU_24010
OG0000370	SACKO_23979, SACKO_14171	STRPU_21267, STRPU_21264
OG0000370	SACKO_32751, SACKO_32754	STRPU_00188
OG0000371	SACKO_25535, SACKO_21537	STRPU_23761, STRPU_23760
OG0000371	SACKO_19490, SACKO_27434	STRPU_16099, STRPU_13196, STRPU_13809
OG0000371	SACKO_00209	STRPU_23763
OG0000371	SACKO_27645, SACKO_13929	STRPU_23766, STRPU_23764
OG0000372	SACKO_07164	STRPU_20297
OG0000372	SACKO_32909	STRPU_16741, STRPU_01713
OG0000372	SACKO_01910	STRPU_05141, STRPU_05066
OG0000372	SACKO_24569, SACKO_24546	STRPU_15694
OG0000373	SACKO_05445	STRPU_15389
OG0000373	SACKO_09368	STRPU_20623
OG0000373	SACKO_13854	STRPU_08202
OG0000374	SACKO_03090	STRPU_24137
OG0000374	SACKO_31860	STRPU_04885
OG0000374	SACKO_03086	STRPU_01884, STRPU_25198
OG0000375	SACKO_30463	STRPU_08233
OG0000375	SACKO_22526, SACKO_19877, SACKO_27054	STRPU_07156
OG0000378	SACKO_09446	STRPU_18015
OG0000378	SACKO_10039	STRPU_03384
OG0000379	SACKO_05446	STRPU_14744
OG0000379	SACKO_01024	STRPU_08185
OG0000379	SACKO_24470	STRPU_08635
OG0000379	SACKO_23824	STRPU_08073
OG0000380	SACKO_16398, SACKO_31681, SACKO_30689	STRPU_06735, STRPU_13220
OG0000381	SACKO_23863	STRPU_22672, STRPU_21907
OG0000381	SACKO_25104, SACKO_25087, SACKO_25097, SACKO_28901, SACKO_17937	STRPU_06706
OG0000382	SACKO_08216	STRPU_19562
OG0000382	SACKO_14094	STRPU_22986
OG0000384	SACKO_13737, SACKO_13722	STRPU_09778
OG0000384	SACKO_27089	STRPU_23403, STRPU_01036
OG0000384	SACKO_01007	STRPU_04038
OG0000385	SACKO_16439	STRPU_11318, STRPU_11302, STRPU_11104, STRPU_11129, STRPU_11108, STRPU_11132, STRPU_11109, STRPU_11133
OG0000385	SACKO_14863, SACKO_20587, SACKO_25647, SACKO_08050	STRPU_13347
OG0000385	SACKO_16440	STRPU_11130, STRPU_11105
OG0000386	SACKO_05054, SACKO_30525, SACKO_06363, SACKO_06362, SACKO_06354, SACKO_06364, SACKO_06047	STRPU_12906
OG0000389	SACKO_05192	STRPU_04611, STRPU_04125
OG0000390	SACKO_11092	STRPU_14892, STRPU_15069, STRPU_15070, STRPU_15067, STRPU_15284, STRPU_14788, STRPU_18623, STRPU_08567, STRPU_08568, STRPU_14895, STRPU_14894, STRPU_14896
OG0000390	SACKO_01353, SACKO_01355	STRPU_02974
OG0000391	SACKO_15767	STRPU_27123
OG0000391	SACKO_03376	STRPU_09729, STRPU_09772
OG0000391	SACKO_22178	STRPU_21385
OG0000392	SACKO_27590	STRPU_19132
OG0000393	SACKO_34206	STRPU_26326
OG0000394	SACKO_32203	STRPU_18120, STRPU_17674, STRPU_17679
OG0000395	SACKO_07419	STRPU_01700, STRPU_02664
OG0000396	SACKO_11830	STRPU_27190, STRPU_27207
OG0000397	SACKO_06461	STRPU_10143, STRPU_10081
OG0000399	SACKO_31626	STRPU_20860, STRPU_20896
OG0000399	SACKO_26961	STRPU_07796
OG0000399	SACKO_24326	STRPU_11457, STRPU_23097
OG0000400	SACKO_04072	STRPU_18035
OG0000401	SACKO_22556, SACKO_22554	STRPU_14949, STRPU_14979
OG0000401	SACKO_09922	STRPU_13184
OG0000402	SACKO_12739	STRPU_09420, STRPU_01539
OG0000402	SACKO_05257, SACKO_05263, SACKO_05292, SACKO_17632, SACKO_17651, SACKO_17642, SACKO_17652, SACKO_15505, SACKO_18949, SACKO_05251, SACKO_05260, SACKO_18973	STRPU_26119, STRPU_26105, STRPU_26104, STRPU_26118
OG0000403	SACKO_31259, SACKO_14239	STRPU_17049, STRPU_17068, STRPU_17241, STRPU_17239
OG0000404	SACKO_23210	STRPU_19097
OG0000404	SACKO_23206	STRPU_18842
OG0000405	SACKO_03471	STRPU_27356
OG0000409	SACKO_01185, SACKO_25495	STRPU_22634, STRPU_22593
OG0000409	SACKO_11398, SACKO_29371	STRPU_09794, STRPU_09789
OG0000410	SACKO_04463, SACKO_21592	STRPU_14218, STRPU_25139, STRPU_16035, STRPU_16038, STRPU_16031
OG0000411	SACKO_05252	STRPU_16984
OG0000411	SACKO_04974	STRPU_15941, STRPU_00503
OG0000412	SACKO_20586	STRPU_04141
OG0000412	SACKO_09277	STRPU_20062
OG0000413	SACKO_11939	STRPU_21399
OG0000413	SACKO_26133	STRPU_06626
OG0000415	SACKO_15332, SACKO_04092	STRPU_05911
OG0000418	SACKO_28065, SACKO_16670, SACKO_16304, SACKO_14006, SACKO_10055, SACKO_12318	STRPU_10410
OG0000419	SACKO_13235	STRPU_14681
OG0000422	SACKO_01649, SACKO_01631	STRPU_07102
OG0000423	SACKO_02032, SACKO_02071, SACKO_02082, SACKO_02063	STRPU_12670, STRPU_12669, STRPU_12672, STRPU_13863, STRPU_13865, STRPU_13876, STRPU_13846, STRPU_13862, STRPU_13860, STRPU_13840, STRPU_22974, STRPU_12673, STRPU_13474, STRPU_14025
OG0000424	SACKO_03765	STRPU_11870
OG0000424	SACKO_31497	STRPU_04472, STRPU_04471
OG0000425	SACKO_06112	STRPU_20951
OG0000425	SACKO_09919	STRPU_20952, STRPU_02711
OG0000426	SACKO_26352, SACKO_06534	STRPU_09853
OG0000426	SACKO_02762	STRPU_00627
OG0000427	SACKO_23359	STRPU_12503, STRPU_00637
OG0000427	SACKO_09178	STRPU_11390
OG0000429	SACKO_05554, SACKO_03161, SACKO_25615, SACKO_11011, SACKO_33365, SACKO_29691, SACKO_29695	STRPU_24289
OG0000430	SACKO_17116	STRPU_12372, STRPU_12374
OG0000431	SACKO_22052	STRPU_08891
OG0000431	SACKO_06822	STRPU_05364
OG0000431	SACKO_26117	STRPU_06554, STRPU_06544
OG0000432	SACKO_04551	STRPU_22651
OG0000432	SACKO_26085	STRPU_22624
OG0000433	SACKO_18114	STRPU_08440
OG0000433	SACKO_07662	STRPU_17896
OG0000433	SACKO_07666	STRPU_17895
OG0000434	SACKO_12594	STRPU_07317
OG0000435	SACKO_25249	STRPU_24868
OG0000435	SACKO_21913, SACKO_31971	STRPU_22156
OG0000436	SACKO_03318	STRPU_23785
OG0000441	SACKO_23073, SACKO_18284, SACKO_32979, SACKO_27949	STRPU_08090
OG0000442	SACKO_15700	STRPU_06501
OG0000442	SACKO_00306	STRPU_17294
OG0000442	SACKO_06006	STRPU_16903
OG0000443	SACKO_14263	STRPU_13819
OG0000443	SACKO_12295, SACKO_25347	STRPU_27362
OG0000444	SACKO_08879, SACKO_08903	STRPU_12350
OG0000444	SACKO_16809	STRPU_12803
OG0000445	SACKO_08275, SACKO_00462, SACKO_33751, SACKO_27331, SACKO_27357	STRPU_26060, STRPU_17672
OG0000446	SACKO_11810	STRPU_24898
OG0000446	SACKO_28154, SACKO_19980	STRPU_01634, STRPU_11972
OG0000446	SACKO_08437	STRPU_24006
OG0000447	SACKO_31056	STRPU_05018
OG0000448	SACKO_30613	STRPU_05001
OG0000450	SACKO_10223	STRPU_14805
OG0000453	SACKO_27333, SACKO_27397, SACKO_25837	STRPU_11780
OG0000453	SACKO_27383, SACKO_06847, SACKO_06848, SACKO_27408, SACKO_27399, SACKO_27407, SACKO_27405, SACKO_03955, SACKO_29489	STRPU_11765, STRPU_11767, STRPU_11764
OG0000454	SACKO_15534	STRPU_26357
OG0000456	SACKO_25121, SACKO_04182, SACKO_18180	STRPU_02653, STRPU_01238
OG0000457	SACKO_06483	STRPU_24815
OG0000458	SACKO_26555	STRPU_07041
OG0000458	SACKO_12957	STRPU_07995, STRPU_07993, STRPU_07994
OG0000459	SACKO_12873, SACKO_27777, SACKO_27762, SACKO_27765, SACKO_27780, SACKO_27782, SACKO_27786	STRPU_13769, STRPU_13771, STRPU_13770, STRPU_13271, STRPU_17503, STRPU_13880, STRPU_13872, STRPU_13841, STRPU_13861, STRPU_13458, STRPU_13459
OG0000460	SACKO_30614	STRPU_05282
OG0000460	SACKO_30600, SACKO_10794	STRPU_00443, STRPU_13702, STRPU_07345, STRPU_23366, STRPU_18478, STRPU_18435
OG0000461	SACKO_15370	STRPU_22427
OG0000461	SACKO_07130	STRPU_14492
OG0000463	SACKO_15405	STRPU_13114, STRPU_13087
OG0000463	SACKO_05462	STRPU_24320
OG0000463	SACKO_21927	STRPU_27309
OG0000465	SACKO_34041	STRPU_07200
OG0000465	SACKO_34024	STRPU_07201
OG0000465	SACKO_07203	STRPU_10825
OG0000465	SACKO_20894, SACKO_07234	STRPU_10953, STRPU_10955
OG0000466	SACKO_04143, SACKO_09641, SACKO_13679, SACKO_07455	STRPU_18747, STRPU_18365, STRPU_14250, STRPU_06849, STRPU_06848, STRPU_17536, STRPU_13571, STRPU_01590, STRPU_13167, STRPU_13148, STRPU_13147, STRPU_13168, STRPU_13146, STRPU_13149, STRPU_13169
OG0000467	SACKO_32050	STRPU_23158
OG0000468	SACKO_06372, SACKO_06400, SACKO_23390, SACKO_12657	STRPU_12712, STRPU_12711
OG0000468	SACKO_06761	STRPU_05357
OG0000468	SACKO_29000, SACKO_28335	STRPU_15078
OG0000469	SACKO_32529, SACKO_32539	STRPU_23215, STRPU_23221
OG0000469	SACKO_12218	STRPU_26522
OG0000470	SACKO_13430	STRPU_08272
OG0000470	SACKO_20424	STRPU_21506
OG0000471	SACKO_31836, SACKO_31844	STRPU_04284
OG0000472	SACKO_22535, SACKO_22150	STRPU_04400, STRPU_14561
OG0000472	SACKO_09536	STRPU_10557
OG0000474	SACKO_26698	STRPU_22424
OG0000474	SACKO_26694	STRPU_23394
OG0000475	SACKO_01439	STRPU_25084
OG0000475	SACKO_01437	STRPU_25083
OG0000475	SACKO_18627	STRPU_25081
OG0000476	SACKO_17515	STRPU_20170
OG0000476	SACKO_25313	STRPU_20169
OG0000476	SACKO_16110	STRPU_19628, STRPU_19687
OG0000477	SACKO_22969, SACKO_22972	STRPU_14774, STRPU_02549
OG0000479	SACKO_30305	STRPU_17435
OG0000479	SACKO_20169	STRPU_14315
OG0000480	SACKO_21578	STRPU_11203
OG0000480	SACKO_16958	STRPU_00362, STRPU_11025
OG0000481	SACKO_18810	STRPU_14885
OG0000481	SACKO_02151, SACKO_09218	STRPU_19958, STRPU_01189
OG0000481	SACKO_17872	STRPU_04460
