Orthogroup	SACKO_ok	XENTR
OG0000597	SACKO_18453	XENTR17671, XENTR17670, XENTR19170, XENTR01128
OG0000597	SACKO_13955	XENTR02665, XENTR08682
OG0000598	SACKO_05680	XENTR17433, XENTR13111
OG0000600	SACKO_34109, SACKO_34187	XENTR03978, XENTR05099, XENTR03977, XENTR14383
OG0000602	SACKO_18486	XENTR02033, XENTR02032, XENTR03241
OG0000602	SACKO_11346, SACKO_18509	XENTR03242, XENTR15509, XENTR02031
OG0000603	SACKO_31619	XENTR06555
OG0000603	SACKO_31604	XENTR06631, XENTR12110, XENTR06556
OG0000607	SACKO_22583, SACKO_22581	XENTR11195, XENTR11194, XENTR10165, XENTR14318, XENTR01251
OG0000609	SACKO_07030	XENTR09031, XENTR09032
OG0000609	SACKO_07908	XENTR09422
OG0000610	SACKO_22412	XENTR06743, XENTR10275
OG0000610	SACKO_14590	XENTR09167, XENTR16828
OG0000611	SACKO_26761	XENTR00513
OG0000612	SACKO_10524	XENTR15265, XENTR02014, XENTR19287
OG0000612	SACKO_16423	XENTR02467
OG0000614	SACKO_31628, SACKO_31587	XENTR14290
OG0000615	SACKO_26394	XENTR05253, XENTR05188, XENTR16074, XENTR00273
OG0000616	SACKO_26877	XENTR16458
OG0000617	SACKO_26070	XENTR02359
OG0000617	SACKO_23685	XENTR09657
OG0000619	SACKO_18510	XENTR13390, XENTR07082, XENTR07081, XENTR09376
OG0000621	SACKO_20461, SACKO_20441, SACKO_20468	XENTR03684, XENTR03685, XENTR04417
OG0000623	SACKO_21523, SACKO_18029	XENTR07882
OG0000623	SACKO_10005	XENTR16677, XENTR03896
OG0000624	SACKO_27238	XENTR10751, XENTR05400
OG0000625	SACKO_11899	XENTR00631, XENTR00632, XENTR00633, XENTR10082
OG0000626	SACKO_21363	XENTR08195, XENTR07632
OG0000627	SACKO_02990	XENTR10097, XENTR14582
OG0000628	SACKO_05282	XENTR12865, XENTR04952
OG0000628	SACKO_26977	XENTR02456, XENTR13000
OG0000634	SACKO_28150, SACKO_28152	XENTR18822, XENTR18823, XENTR19156
OG0000635	SACKO_29305	XENTR06487
OG0000635	SACKO_29739, SACKO_14557	XENTR02072, XENTR02107
OG0000636	SACKO_16616	XENTR11087, XENTR12476
OG0000637	SACKO_13417	XENTR17167
OG0000639	SACKO_22469	XENTR14136, XENTR08621
OG0000639	SACKO_30392	XENTR10212, XENTR12548, XENTR02478
OG0000642	SACKO_21799	XENTR11733
OG0000643	SACKO_00139	XENTR12663, XENTR11361
OG0000643	SACKO_16201, SACKO_00735	XENTR10328
OG0000644	SACKO_09545, SACKO_16465, SACKO_08131, SACKO_06059, SACKO_16449, SACKO_16455, SACKO_16476, SACKO_06058, SACKO_01691	XENTR08866, XENTR07911, XENTR07912, XENTR07910, XENTR07915, XENTR07914, XENTR07913
OG0000645	SACKO_19857	XENTR00518
OG0000645	SACKO_17093	XENTR04338, XENTR04602
OG0000646	SACKO_00864	XENTR04406
OG0000646	SACKO_28271	XENTR07263, XENTR07262, XENTR17137
OG0000647	SACKO_32942, SACKO_13247	XENTR08053, XENTR13028, XENTR13027
OG0000647	SACKO_00037, SACKO_00065	XENTR17079
OG0000648	SACKO_12118	XENTR08177
OG0000648	SACKO_17289	XENTR08178, XENTR10991
OG0000649	SACKO_06908, SACKO_27756, SACKO_26807	XENTR03771, XENTR03773, XENTR03774, XENTR03772, XENTR03775, XENTR11809
OG0000651	SACKO_14845	XENTR05217, XENTR03187
OG0000653	SACKO_32959	XENTR15383, XENTR08517, XENTR11621, XENTR02067
OG0000653	SACKO_03890	XENTR00431
OG0000654	SACKO_30168	XENTR06209, XENTR17283, XENTR15108, XENTR08609
OG0000660	SACKO_30045	XENTR01113
OG0000660	SACKO_33063	XENTR00531
OG0000662	SACKO_06148	XENTR12483
OG0000662	SACKO_28738	XENTR01671, XENTR04789
OG0000664	SACKO_26065	XENTR18935, XENTR10788, XENTR02592
OG0000664	SACKO_23068	XENTR08222, XENTR08223, XENTR08221, XENTR05344
OG0000665	SACKO_03466, SACKO_03470	XENTR10286, XENTR14432, XENTR14325, XENTR18084, XENTR14324
OG0000666	SACKO_01360	XENTR13165
OG0000667	SACKO_09222, SACKO_28350	XENTR05269
OG0000670	SACKO_21893	XENTR12241, XENTR00704, XENTR09058, XENTR03191, XENTR03192, XENTR07429
OG0000671	SACKO_02900	XENTR09206
OG0000671	SACKO_33234	XENTR09653, XENTR02371, XENTR07969, XENTR16879, XENTR00381
OG0000672	SACKO_21164	XENTR10536, XENTR18111
OG0000672	SACKO_29531	XENTR14352
OG0000674	SACKO_29269	XENTR01435, XENTR06759
OG0000674	SACKO_21136	XENTR08702
OG0000676	SACKO_30866	XENTR05112, XENTR10868
OG0000676	SACKO_08481	XENTR08597, XENTR02025, XENTR07079
OG0000680	SACKO_13665	XENTR17739
OG0000680	SACKO_21650, SACKO_21648, SACKO_21651	XENTR03777, XENTR07100
OG0000681	SACKO_14440	XENTR01035, XENTR10823
OG0000681	SACKO_06296	XENTR02583, XENTR09876, XENTR09875
OG0000682	SACKO_15215, SACKO_25895, SACKO_20933	XENTR06453, XENTR17621, XENTR15062
OG0000683	SACKO_30847	XENTR15130
OG0000683	SACKO_25632	XENTR06503, XENTR00426
OG0000690	SACKO_13982	XENTR12763, XENTR09156
OG0000690	SACKO_03682	XENTR16042
OG0000690	SACKO_00508	XENTR13758
OG0000691	SACKO_07972	XENTR12556, XENTR00454
OG0000691	SACKO_11293	XENTR14240, XENTR02488
OG0000692	SACKO_07150, SACKO_07117	XENTR09451
OG0000693	SACKO_25307	XENTR06151
OG0000694	SACKO_10312	XENTR09772
OG0000696	SACKO_05595	XENTR00213
OG0000696	SACKO_15257, SACKO_07580	XENTR05925
OG0000697	SACKO_07543	XENTR02874, XENTR02556, XENTR06818, XENTR11308
OG0000698	SACKO_00953, SACKO_33282, SACKO_00937, SACKO_00966, SACKO_00931	XENTR05540
OG0000698	SACKO_00996	XENTR12807, XENTR11709
OG0000699	SACKO_27160	XENTR15466, XENTR05930, XENTR17608, XENTR08575, XENTR08574, XENTR15520, XENTR15465
OG0000700	SACKO_00811	XENTR17342, XENTR09480
OG0000701	SACKO_25617, SACKO_32176, SACKO_03805, SACKO_31366	XENTR08735, XENTR08734, XENTR08926, XENTR08927, XENTR06451, XENTR01949
OG0000702	SACKO_27079	XENTR11939, XENTR05068, XENTR14141
OG0000703	SACKO_21811	XENTR08730, XENTR08729, XENTR05594
OG0000706	SACKO_24560	XENTR02593
OG0000708	SACKO_22452	XENTR03991
OG0000708	SACKO_25480	XENTR06811
OG0000709	SACKO_18089	XENTR12794
OG0000710	SACKO_13452, SACKO_13463	XENTR05184, XENTR11575, XENTR05464
OG0000711	SACKO_19147	XENTR10807
OG0000711	SACKO_19139	XENTR17290, XENTR14028
OG0000711	SACKO_19149	XENTR12075, XENTR10806
OG0000712	SACKO_16099, SACKO_30746	XENTR04994, XENTR00668, XENTR15876, XENTR04890
OG0000713	SACKO_26669	XENTR18876, XENTR06309
OG0000715	SACKO_31209	XENTR03141, XENTR05201, XENTR15992
OG0000716	SACKO_08963	XENTR06302, XENTR07615, XENTR18854, XENTR11906
OG0000718	SACKO_32613	XENTR16847, XENTR16460, XENTR09687, XENTR17406, XENTR09096, XENTR10099
OG0000720	SACKO_00764	XENTR00549, XENTR11251
OG0000721	SACKO_29734	XENTR07131, XENTR04541
OG0000721	SACKO_13300	XENTR08795, XENTR14738, XENTR09604, XENTR10764
OG0000722	SACKO_06069	XENTR06651, XENTR07504, XENTR09493, XENTR17327
OG0000723	SACKO_28798	XENTR06009
OG0000725	SACKO_27384	XENTR04704, XENTR14529
OG0000725	SACKO_03561	XENTR04435
OG0000726	SACKO_17190	XENTR09424, XENTR03808
OG0000730	SACKO_32923, SACKO_22828	XENTR05215, XENTR00132
OG0000731	SACKO_26277	XENTR06230, XENTR09272, XENTR06186
OG0000732	SACKO_20871	XENTR11927, XENTR08594
OG0000732	SACKO_06369, SACKO_05389	XENTR13213, XENTR00357
OG0000733	SACKO_32345	XENTR12956, XENTR09501, XENTR05537
OG0000733	SACKO_17671	XENTR08499
OG0000734	SACKO_08224	XENTR06181, XENTR01296
OG0000735	SACKO_26054	XENTR03017, XENTR16831, XENTR00243, XENTR00244
OG0000736	SACKO_27734, SACKO_27737	XENTR15994, XENTR08563
OG0000736	SACKO_10396	XENTR05404, XENTR04965, XENTR02910
OG0000738	SACKO_18947	XENTR10746
OG0000740	SACKO_24861	XENTR18507, XENTR17533, XENTR10575, XENTR10574
OG0000740	SACKO_05182	XENTR09702
OG0000743	SACKO_25573	XENTR01379, XENTR11189, XENTR01696
OG0000743	SACKO_25597	XENTR01380, XENTR01695
OG0000745	SACKO_02883, SACKO_12160	XENTR18661, XENTR01647
OG0000748	SACKO_18174, SACKO_34214, SACKO_22995, SACKO_30887, SACKO_24976, SACKO_29791, SACKO_08056, SACKO_03913, SACKO_09716, SACKO_29657, SACKO_28844, SACKO_32549, SACKO_19984, SACKO_09720	XENTR10860, XENTR10861
OG0000749	SACKO_07299	XENTR13529, XENTR13528
OG0000750	SACKO_13299, SACKO_13296	XENTR09003, XENTR08374
OG0000750	SACKO_01471, SACKO_19590, SACKO_01472, SACKO_19609	XENTR09731
OG0000751	SACKO_32463	XENTR03358, XENTR00118
OG0000751	SACKO_29926	XENTR09818
OG0000752	SACKO_10303	XENTR14203
OG0000752	SACKO_03640	XENTR03680
OG0000752	SACKO_33668	XENTR00306, XENTR11450
OG0000753	SACKO_33703	XENTR13232
OG0000753	SACKO_17800	XENTR16935, XENTR06041, XENTR06042
OG0000755	SACKO_19024	XENTR15916, XENTR06639, XENTR08361, XENTR08360
OG0000756	SACKO_09390	XENTR13774
OG0000757	SACKO_32163	XENTR10378
OG0000758	SACKO_05592	XENTR12870, XENTR12401, XENTR02503, XENTR06058
OG0000759	SACKO_29477	XENTR03136, XENTR03134, XENTR01884, XENTR05238, XENTR18352
OG0000760	SACKO_23650	XENTR10725, XENTR13468
OG0000761	SACKO_04696	XENTR17935, XENTR12007, XENTR15207, XENTR01309
OG0000762	SACKO_01422	XENTR07103, XENTR01118, XENTR14074
OG0000763	SACKO_08605	XENTR05044, XENTR08259, XENTR08260, XENTR18281, XENTR10626
OG0000764	SACKO_20100	XENTR06830, XENTR13254
OG0000765	SACKO_02329	XENTR01990, XENTR01184
OG0000766	SACKO_22474	XENTR13873, XENTR17891, XENTR13807, XENTR00551
OG0000767	SACKO_14609	XENTR03830, XENTR11683, XENTR00589
OG0000768	SACKO_23463	XENTR00756, XENTR13472, XENTR18974
OG0000772	SACKO_24880	XENTR07457, XENTR07456, XENTR07455
OG0000772	SACKO_18970	XENTR08353
OG0000774	SACKO_04816	XENTR04669, XENTR14580
OG0000774	SACKO_22074	XENTR04231
OG0000775	SACKO_18980, SACKO_34030	XENTR09141
OG0000777	SACKO_28617, SACKO_28786	XENTR13724
OG0000778	SACKO_00880	XENTR03112, XENTR04100
OG0000779	SACKO_09223	XENTR06178
OG0000779	SACKO_27144	XENTR02460, XENTR07467, XENTR06587
OG0000780	SACKO_23785	XENTR11708
OG0000780	SACKO_07184	XENTR10194
OG0000781	SACKO_06298, SACKO_16031, SACKO_16069, SACKO_16078, SACKO_02767, SACKO_05315	XENTR15057
OG0000782	SACKO_02448	XENTR08315, XENTR12833, XENTR02660
OG0000784	SACKO_27906	XENTR09641, XENTR15068, XENTR00277, XENTR07231, XENTR09268, XENTR13377
OG0000786	SACKO_30010	XENTR02070, XENTR07423, XENTR02335, XENTR02338, XENTR02336, XENTR00867, XENTR12186
OG0000786	SACKO_19884, SACKO_32889	XENTR12489
OG0000787	SACKO_05969, SACKO_19113	XENTR02696, XENTR08733, XENTR12281, XENTR08846
OG0000788	SACKO_23309	XENTR04467, XENTR16399
OG0000788	SACKO_16503	XENTR15693, XENTR18205
OG0000790	SACKO_25520, SACKO_25478, SACKO_25496, SACKO_25524, SACKO_25500, SACKO_25464, SACKO_25512, SACKO_26043, SACKO_26270	XENTR03512, XENTR08093
OG0000791	SACKO_06891	XENTR01881, XENTR06218, XENTR04189
OG0000792	SACKO_30915	XENTR02294
OG0000792	SACKO_20208	XENTR01146
OG0000793	SACKO_32255	XENTR18227, XENTR14087, XENTR10065, XENTR12127, XENTR12126
OG0000795	SACKO_13006, SACKO_12994	XENTR05266
OG0000797	SACKO_34169	XENTR01630, XENTR05651
OG0000798	SACKO_10595, SACKO_10603	XENTR07369, XENTR01010
OG0000798	SACKO_10604	XENTR13650
OG0000799	SACKO_33594	XENTR08849, XENTR10335, XENTR08757, XENTR01900
OG0000800	SACKO_26365, SACKO_26362	XENTR09887
OG0000801	SACKO_32154	XENTR05278, XENTR05077
OG0000803	SACKO_08403	XENTR10876, XENTR10877
OG0000805	SACKO_18326, SACKO_18321, SACKO_23365, SACKO_18329, SACKO_33521, SACKO_09867, SACKO_09887, SACKO_09246	XENTR06363, XENTR15603, XENTR15604, XENTR04693, XENTR08777, XENTR00279
OG0000809	SACKO_11706	XENTR00087, XENTR14827, XENTR06847
OG0000810	SACKO_25393	XENTR00056
OG0000810	SACKO_08781	XENTR17048, XENTR16257
OG0000811	SACKO_22929, SACKO_27833, SACKO_27832, SACKO_27828	XENTR11168, XENTR16298
OG0000813	SACKO_06455	XENTR13150, XENTR13151
OG0000814	SACKO_00194	XENTR13230
OG0000814	SACKO_27445	XENTR03397
OG0000815	SACKO_17789	XENTR02731
OG0000815	SACKO_18609	XENTR05406, XENTR02911
OG0000816	SACKO_17944	XENTR12785, XENTR13049, XENTR02094
OG0000816	SACKO_17471	XENTR05575, XENTR16977
OG0000817	SACKO_10398	XENTR05219
OG0000817	SACKO_05841	XENTR09302
OG0000817	SACKO_27281	XENTR17704, XENTR17705
OG0000818	SACKO_13438	XENTR00964, XENTR01697, XENTR05672
OG0000819	SACKO_16820	XENTR09864
OG0000819	SACKO_06925	XENTR10193, XENTR10192
OG0000820	SACKO_08030	XENTR05390, XENTR07096
OG0000822	SACKO_20246	XENTR08343
OG0000822	SACKO_23379	XENTR17339
OG0000824	SACKO_23963, SACKO_19936	XENTR04940, XENTR04939, XENTR11038
OG0000825	SACKO_07264	XENTR01022, XENTR10589, XENTR16089
OG0000825	SACKO_03586	XENTR09274
OG0000826	SACKO_19966	XENTR02499
OG0000827	SACKO_01112	XENTR18584
OG0000828	SACKO_19680	XENTR00582
OG0000828	SACKO_02201	XENTR06348
OG0000829	SACKO_03719	XENTR05273, XENTR00567, XENTR08272, XENTR01966, XENTR19142
OG0000831	SACKO_33535, SACKO_14918	XENTR00317
OG0000832	SACKO_08573, SACKO_03301, SACKO_31175, SACKO_05219, SACKO_06774, SACKO_06830, SACKO_17964, SACKO_14151, SACKO_03597, SACKO_11020, SACKO_03580, SACKO_16836, SACKO_19385, SACKO_33092, SACKO_33094, SACKO_33078, SACKO_33080, SACKO_31878	XENTR08500
OG0000833	SACKO_08623	XENTR05865, XENTR12214, XENTR04296, XENTR00046
OG0000834	SACKO_10495	XENTR17187
OG0000836	SACKO_24783, SACKO_24782, SACKO_24773	XENTR10284, XENTR11931, XENTR11932
OG0000837	SACKO_15029	XENTR04077, XENTR09514, XENTR18045
OG0000838	SACKO_03577	XENTR08945
OG0000841	SACKO_13443	XENTR17534, XENTR09566, XENTR09621, XENTR09619, XENTR08800
OG0000842	SACKO_18541, SACKO_32072	XENTR15843, XENTR15340, XENTR13923, XENTR01677, XENTR11008, XENTR11009
OG0000844	SACKO_32818, SACKO_32829	XENTR17965, XENTR18460, XENTR06250
OG0000845	SACKO_13159	XENTR08484
OG0000847	SACKO_25423	XENTR18143, XENTR18591
OG0000847	SACKO_21230	XENTR00819
OG0000848	SACKO_30123	XENTR13197, XENTR13196, XENTR12202
OG0000848	SACKO_13045	XENTR08322, XENTR02654
OG0000849	SACKO_13107	XENTR02560
OG0000850	SACKO_07519	XENTR00057
OG0000850	SACKO_27751	XENTR12447
OG0000851	SACKO_14437	XENTR10592, XENTR01014
OG0000852	SACKO_00856, SACKO_33033	XENTR17178
OG0000852	SACKO_16562	XENTR02441, XENTR15626
OG0000855	SACKO_27779, SACKO_20065, SACKO_20003, SACKO_31125	XENTR02574, XENTR02573
OG0000856	SACKO_15097	XENTR16440, XENTR16441, XENTR14487
OG0000857	SACKO_29337	XENTR11492
OG0000859	SACKO_08048	XENTR19026, XENTR03127, XENTR05830, XENTR10647, XENTR10646
OG0000860	SACKO_16104	XENTR06781, XENTR03999
OG0000861	SACKO_32762, SACKO_32764	XENTR00233
OG0000863	SACKO_28573, SACKO_03735, SACKO_20440, SACKO_20459	XENTR05892
OG0000866	SACKO_23181	XENTR12438
OG0000868	SACKO_01236	XENTR08506
OG0000868	SACKO_16884	XENTR04476
OG0000869	SACKO_06026	XENTR08068
OG0000871	SACKO_14055, SACKO_27355, SACKO_19568, SACKO_19567, SACKO_03717	XENTR14179
OG0000872	SACKO_32165	XENTR10169
OG0000873	SACKO_12092	XENTR15243, XENTR11936, XENTR08135
OG0000874	SACKO_19510	XENTR03555, XENTR18666
OG0000874	SACKO_09706	XENTR10470
OG0000875	SACKO_11708	XENTR15432
OG0000875	SACKO_01411	XENTR08213
OG0000878	SACKO_24900	XENTR10168
OG0000878	SACKO_24903	XENTR00725
OG0000878	SACKO_02892	XENTR09205
OG0000879	SACKO_26528	XENTR10540, XENTR18110
OG0000879	SACKO_28298	XENTR03813
OG0000880	SACKO_07949	XENTR11909, XENTR11908, XENTR02551, XENTR02382
OG0000881	SACKO_29973	XENTR12933, XENTR12934
OG0000881	SACKO_18831	XENTR11112, XENTR11328
OG0000882	SACKO_25246	XENTR02130, XENTR16807, XENTR03617, XENTR03616, XENTR12051
OG0000883	SACKO_31678, SACKO_01503, SACKO_22909, SACKO_01513, SACKO_01837, SACKO_29652, SACKO_08467, SACKO_09232, SACKO_08442	XENTR11240, XENTR08110
OG0000887	SACKO_29102	XENTR02978
OG0000887	SACKO_28481	XENTR06287
OG0000888	SACKO_12082	XENTR12831, XENTR13292, XENTR13291
OG0000888	SACKO_28163	XENTR01928
OG0000889	SACKO_03115	XENTR17043
OG0000890	SACKO_31309	XENTR18941, XENTR07606, XENTR07605, XENTR12846
OG0000893	SACKO_28812	XENTR01359, XENTR16287, XENTR07052, XENTR07051
OG0000894	SACKO_26922	XENTR12194
OG0000894	SACKO_02223	XENTR04788, XENTR16604
OG0000895	SACKO_32155	XENTR05065
OG0000896	SACKO_27525	XENTR18869
OG0000896	SACKO_25582, SACKO_18087	XENTR13448, XENTR09474
OG0000897	SACKO_27937	XENTR01334, XENTR01333
OG0000897	SACKO_11689	XENTR01226, XENTR03509
OG0000898	SACKO_16757, SACKO_27052	XENTR03982, XENTR12217
OG0000899	SACKO_30501	XENTR11770, XENTR11769, XENTR03655
OG0000904	SACKO_17479	XENTR10340, XENTR08923
OG0000905	SACKO_20259	XENTR07482, XENTR18937
OG0000906	SACKO_27403	XENTR15532, XENTR06172
OG0000907	SACKO_17714	XENTR04660
OG0000908	SACKO_31904	XENTR02189, XENTR02188, XENTR02186, XENTR02187, XENTR02185, XENTR02184
OG0000908	SACKO_20582	XENTR04273
OG0000909	SACKO_13346	XENTR10672, XENTR12839, XENTR08443
OG0000911	SACKO_07709	XENTR18175
OG0000912	SACKO_25608	XENTR06455, XENTR12826, XENTR08744, XENTR17481
OG0000912	SACKO_29559	XENTR06537
OG0000913	SACKO_00547, SACKO_15554, SACKO_15585	XENTR01593, XENTR13952
OG0000921	SACKO_13397	XENTR09161
OG0000923	SACKO_33231, SACKO_02494	XENTR08773
OG0000923	SACKO_17117	XENTR13432, XENTR09911, XENTR09912, XENTR09913
OG0000925	SACKO_08031	XENTR13985
OG0000925	SACKO_26395	XENTR02311
OG0000926	SACKO_32113	XENTR00402
OG0000926	SACKO_08978	XENTR06553
OG0000928	SACKO_11640	XENTR05033, XENTR05285
OG0000929	SACKO_08944	XENTR00682, XENTR15957, XENTR09138, XENTR05468, XENTR05469
OG0000931	SACKO_25239	XENTR07908
OG0000932	SACKO_04372	XENTR13910, XENTR16709
OG0000934	SACKO_29528	XENTR14739, XENTR18207
OG0000934	SACKO_28076	XENTR11383, XENTR18032
OG0000935	SACKO_27279	XENTR07228, XENTR08768
OG0000936	SACKO_15755, SACKO_15636	XENTR02806
OG0000938	SACKO_01757, SACKO_01762, SACKO_15301, SACKO_09969, SACKO_15311	XENTR03541, XENTR03542
OG0000940	SACKO_05162, SACKO_24391, SACKO_06397, SACKO_07674, SACKO_13970, SACKO_33585, SACKO_24364, SACKO_00018, SACKO_07405, SACKO_27374, SACKO_11619, SACKO_32968, SACKO_18205, SACKO_21384, SACKO_00483, SACKO_34087, SACKO_22623, SACKO_27804, SACKO_10864, SACKO_14573, SACKO_31393, SACKO_34063, SACKO_33406, SACKO_03541	XENTR11596
OG0000940	SACKO_12928, SACKO_01579	XENTR08691, XENTR08692
OG0000943	SACKO_03278	XENTR06447
OG0000944	SACKO_14532	XENTR10992, XENTR07595, XENTR10654, XENTR10653, XENTR03094, XENTR03561, XENTR14742, XENTR14462, XENTR00679
OG0000945	SACKO_29022	XENTR09889
OG0000946	SACKO_03434	XENTR14125
OG0000947	SACKO_03864	XENTR08808, XENTR01875
OG0000947	SACKO_27732	XENTR15993
OG0000949	SACKO_06979, SACKO_06945, SACKO_03055	XENTR16409, XENTR12925, XENTR16343, XENTR13690, XENTR10671
OG0000950	SACKO_20117	XENTR06315, XENTR14022
OG0000951	SACKO_12290	XENTR11436, XENTR10439
OG0000952	SACKO_31709	XENTR06419, XENTR10974
OG0000952	SACKO_31700	XENTR07516, XENTR10972, XENTR10973
OG0000953	SACKO_16853, SACKO_33210	XENTR16006, XENTR05020, XENTR10025
OG0000954	SACKO_09923	XENTR04163
OG0000954	SACKO_25005	XENTR07349, XENTR07350
OG0000955	SACKO_27594	XENTR15251
OG0000955	SACKO_14411	XENTR15299
OG0000957	SACKO_21298	XENTR08642
OG0000958	SACKO_01365	XENTR16151
OG0000960	SACKO_17419	XENTR00488, XENTR11786, XENTR16830, XENTR19097
OG0000963	SACKO_03897	XENTR00065
OG0000964	SACKO_21085, SACKO_21082	XENTR15845
OG0000965	SACKO_31862, SACKO_21944	XENTR14312
OG0000965	SACKO_29607	XENTR16944
OG0000966	SACKO_19882	XENTR04933, XENTR10311
OG0000967	SACKO_33567	XENTR06702
OG0000968	SACKO_19126	XENTR08955, XENTR17733
OG0000968	SACKO_20110	XENTR04038, XENTR04039, XENTR04535
OG0000969	SACKO_30327, SACKO_20971, SACKO_27764, SACKO_22920, SACKO_00619	XENTR08014
OG0000970	SACKO_05435	XENTR01182
OG0000972	SACKO_24516	XENTR13483, XENTR14024
OG0000972	SACKO_27667	XENTR02207
OG0000973	SACKO_06563	XENTR15593
OG0000974	SACKO_16128	XENTR01619
OG0000978	SACKO_05312, SACKO_33844	XENTR01707, XENTR17274, XENTR04595
OG0000979	SACKO_28018, SACKO_28004, SACKO_28050, SACKO_20989, SACKO_19422, SACKO_21007	XENTR08662, XENTR08663, XENTR16278
OG0000981	SACKO_11821, SACKO_29220, SACKO_11825	XENTR14084
OG0000982	SACKO_10519	XENTR15733, XENTR18658, XENTR06997
OG0000984	SACKO_22470, SACKO_22468	XENTR03417
OG0000984	SACKO_28472	XENTR01286, XENTR01285
OG0000985	SACKO_21389	XENTR01934, XENTR16979, XENTR16978, XENTR04320, XENTR04319
OG0000987	SACKO_11731	XENTR06356, XENTR03812
OG0000988	SACKO_00750, SACKO_27571	XENTR12762, XENTR06777, XENTR06778, XENTR09929
OG0000992	SACKO_01033	XENTR07391
OG0000992	SACKO_27184	XENTR15056, XENTR11894
OG0000993	SACKO_08088	XENTR14928
OG0000994	SACKO_04389	XENTR15055
OG0000994	SACKO_17316, SACKO_07113, SACKO_15046	XENTR12451, XENTR12452, XENTR02702, XENTR02703, XENTR02701
OG0000995	SACKO_28732	XENTR04796, XENTR07312
OG0000996	SACKO_00027	XENTR00689, XENTR11665, XENTR03250
OG0000999	SACKO_27886	XENTR05421, XENTR17674, XENTR18093, XENTR05336
OG0001000	SACKO_14786	XENTR02326, XENTR14403
OG0001001	SACKO_32000	XENTR17916
OG0001002	SACKO_17603	XENTR05426, XENTR04429
OG0001003	SACKO_29333	XENTR06440, XENTR12183
OG0001005	SACKO_07944	XENTR17351
OG0001006	SACKO_28465	XENTR01787
OG0001006	SACKO_25694	XENTR11011, XENTR15378, XENTR09358
OG0001007	SACKO_22765, SACKO_31051, SACKO_22758	XENTR03922, XENTR07754
OG0001008	SACKO_12442	XENTR07071, XENTR13709
OG0001009	SACKO_17660	XENTR09611, XENTR19086, XENTR04072
OG0001011	SACKO_15155, SACKO_15158, SACKO_12847, SACKO_12902	XENTR08483, XENTR04705, XENTR12721
OG0001012	SACKO_00643	XENTR07888, XENTR11929, XENTR14474, XENTR14475, XENTR17590, XENTR17589, XENTR10096, XENTR14494, XENTR18695, XENTR15180
OG0001013	SACKO_22099, SACKO_33330, SACKO_22104	XENTR01268, XENTR12519, XENTR05681, XENTR13123
OG0001016	SACKO_04981	XENTR06361
OG0001017	SACKO_02096	XENTR01882, XENTR06219
OG0001018	SACKO_04566, SACKO_31412	XENTR12838
OG0001021	SACKO_09105	XENTR03042
OG0001022	SACKO_05140	XENTR18242, XENTR09212, XENTR08786, XENTR08785
OG0001023	SACKO_01529	XENTR15705, XENTR15704, XENTR16017, XENTR02520, XENTR11481
OG0001024	SACKO_33645, SACKO_33650	XENTR05573, XENTR09290, XENTR01956
OG0001026	SACKO_18104	XENTR01794
OG0001027	SACKO_17175, SACKO_22570, SACKO_25824	XENTR18376
OG0001028	SACKO_16985	XENTR08088, XENTR09574, XENTR09575
OG0001029	SACKO_14796	XENTR00697, XENTR10786, XENTR11720
OG0001030	SACKO_29916	XENTR10641, XENTR13221
OG0001030	SACKO_04680	XENTR11652, XENTR00593
OG0001031	SACKO_14751, SACKO_16200	XENTR08916
OG0001032	SACKO_17505	XENTR01314, XENTR15209, XENTR06823
OG0001033	SACKO_17499	XENTR11737, XENTR02706
OG0001034	SACKO_22921	XENTR13970, XENTR02918
OG0001036	SACKO_31534	XENTR15810, XENTR02160
OG0001037	SACKO_25311	XENTR06792, XENTR04702
OG0001038	SACKO_14108	XENTR08755, XENTR10905, XENTR13375
OG0001039	SACKO_07566	XENTR00807
OG0001039	SACKO_29826	XENTR10799, XENTR11115
OG0001042	SACKO_12664	XENTR15139, XENTR17123, XENTR16376
OG0001044	SACKO_31463	XENTR05073, XENTR01479
OG0001044	SACKO_00729, SACKO_00722, SACKO_00706, SACKO_01307, SACKO_07099, SACKO_07110, SACKO_01299, SACKO_11091, SACKO_11109	XENTR18041
OG0001046	SACKO_19301	XENTR01853, XENTR03892, XENTR03891, XENTR10518
OG0001047	SACKO_22110, SACKO_22089, SACKO_19312	XENTR15460, XENTR09715, XENTR19101, XENTR05905
OG0001048	SACKO_21452	XENTR06473, XENTR14297, XENTR16609
OG0001049	SACKO_28210	XENTR00286
OG0001049	SACKO_03823	XENTR03223
OG0001050	SACKO_13547	XENTR18291, XENTR03607, XENTR01418, XENTR01419, XENTR15902
OG0001051	SACKO_08626	XENTR08792
OG0001052	SACKO_17741	XENTR06692
OG0001052	SACKO_29699	XENTR04326, XENTR07297
OG0001053	SACKO_17162	XENTR14072, XENTR07099, XENTR01123
OG0001053	SACKO_10734	XENTR07525, XENTR04868, XENTR07295
OG0001054	SACKO_03187	XENTR01830, XENTR04823, XENTR17976, XENTR05689
OG0001057	SACKO_34054	XENTR09898, XENTR13492, XENTR07434, XENTR15414
OG0001058	SACKO_30744	XENTR09698, XENTR10813
OG0001059	SACKO_34066	XENTR16833
OG0001060	SACKO_10412	XENTR15320
OG0001062	SACKO_29376	XENTR02358, XENTR00517, XENTR00439
