Orthogroup	SACKO_ok	APOSJ_ok
OG0001016	SACKO_04981	APOSJ_63469, APOSJ_53479, APOSJ_53477, APOSJ_53478, APOSJ_53480, APOSJ_34663
OG0001016	SACKO_21664, SACKO_15992	APOSJ_60324, APOSJ_60323
OG0001017	SACKO_02096, SACKO_06481	APOSJ_40712, APOSJ_04840, APOSJ_40714, APOSJ_40713
OG0001018	SACKO_04566, SACKO_31412	APOSJ_07884
OG0001019	SACKO_24259, SACKO_18004, SACKO_19076, SACKO_15691, SACKO_15677, SACKO_28073, SACKO_19934, SACKO_15664	APOSJ_54146, APOSJ_19325, APOSJ_57326, APOSJ_09709, APOSJ_63985, APOSJ_61924
OG0001021	SACKO_09105	APOSJ_31103, APOSJ_53465, APOSJ_41653, APOSJ_31092, APOSJ_29431, APOSJ_47845, APOSJ_53463, APOSJ_41654, APOSJ_63399, APOSJ_53454, APOSJ_31093, APOSJ_41650, APOSJ_41652, APOSJ_31095, APOSJ_53466, APOSJ_29432, APOSJ_41655, APOSJ_41656, APOSJ_63400, APOSJ_47844, APOSJ_29430, APOSJ_53464, APOSJ_47847, APOSJ_47843, APOSJ_33429, APOSJ_33430
OG0001022	SACKO_05140, SACKO_05128	APOSJ_05266, APOSJ_05268, APOSJ_05267
OG0001023	SACKO_01529	APOSJ_37628
OG0001024	SACKO_33645, SACKO_33650	APOSJ_05017
OG0001026	SACKO_18104	APOSJ_35709, APOSJ_41682, APOSJ_53540, APOSJ_41677, APOSJ_41678, APOSJ_41680, APOSJ_59357, APOSJ_41683, APOSJ_29439, APOSJ_23858, APOSJ_23846, APOSJ_07549, APOSJ_19505, APOSJ_09935, APOSJ_41685, APOSJ_23843, APOSJ_29443, APOSJ_35704, APOSJ_12520, APOSJ_22315, APOSJ_09938, APOSJ_07431, APOSJ_29440, APOSJ_35703, APOSJ_41679, APOSJ_41686, APOSJ_41684, APOSJ_41681, APOSJ_29442, APOSJ_29441, APOSJ_29437, APOSJ_35702, APOSJ_35705
OG0001027	SACKO_17175, SACKO_22570, SACKO_25824	APOSJ_32879, APOSJ_32143, APOSJ_56963, APOSJ_56964, APOSJ_56962, APOSJ_18165, APOSJ_18168, APOSJ_18166
OG0001028	SACKO_16985	APOSJ_29644
OG0001030	SACKO_29916	APOSJ_29201
OG0001031	SACKO_14751, SACKO_16200	APOSJ_07513, APOSJ_47258
OG0001032	SACKO_17505	APOSJ_04537
OG0001033	SACKO_17499	APOSJ_38678
OG0001036	SACKO_31534	APOSJ_45992, APOSJ_45991, APOSJ_62205, APOSJ_65418, APOSJ_45993, APOSJ_45994, APOSJ_20388, APOSJ_65361, APOSJ_65420, APOSJ_65417, APOSJ_62207, APOSJ_45995, APOSJ_65421, APOSJ_65422, APOSJ_62208, APOSJ_20387, APOSJ_45989, APOSJ_62206, APOSJ_65419, APOSJ_20346, APOSJ_62210, APOSJ_62204, APOSJ_62209, APOSJ_62212, APOSJ_62211, APOSJ_45990, APOSJ_45988
OG0001037	SACKO_25311	APOSJ_21841, APOSJ_21839, APOSJ_47021, APOSJ_21843, APOSJ_21838, APOSJ_21836, APOSJ_21837, APOSJ_21842, APOSJ_21840, APOSJ_47023, APOSJ_28036
OG0001038	SACKO_14108	APOSJ_21588
OG0001038	SACKO_14106	APOSJ_13547, APOSJ_02121, APOSJ_13552, APOSJ_13546, APOSJ_21587, APOSJ_64976, APOSJ_21586, APOSJ_13549, APOSJ_13548, APOSJ_13550, APOSJ_13551, APOSJ_19631
OG0001039	SACKO_07566	APOSJ_37039
OG0001039	SACKO_29826	APOSJ_01116
OG0001041	SACKO_30775, SACKO_30781, SACKO_30782, SACKO_11024	APOSJ_24421, APOSJ_60243, APOSJ_60245, APOSJ_34620, APOSJ_60242, APOSJ_60244, APOSJ_31448, APOSJ_35566
OG0001042	SACKO_12664	APOSJ_46719, APOSJ_46717, APOSJ_46718, APOSJ_46720
OG0001043	SACKO_34099	APOSJ_47559, APOSJ_36363
OG0001043	SACKO_15259	APOSJ_24296, APOSJ_24297
OG0001044	SACKO_31463	APOSJ_62309, APOSJ_46948
OG0001046	SACKO_19301	APOSJ_24766, APOSJ_55065, APOSJ_05953, APOSJ_57514, APOSJ_05952, APOSJ_09219, APOSJ_37743, APOSJ_24765, APOSJ_05951
OG0001047	SACKO_22110, SACKO_22089	APOSJ_51940, APOSJ_51947, APOSJ_51944, APOSJ_51941, APOSJ_54775, APOSJ_51942, APOSJ_54891, APOSJ_51945, APOSJ_08610, APOSJ_04337, APOSJ_08609, APOSJ_51943
OG0001047	SACKO_19312	APOSJ_45242, APOSJ_45243
OG0001048	SACKO_21452	APOSJ_27594, APOSJ_41848, APOSJ_20345
OG0001049	SACKO_28210	APOSJ_16760
OG0001049	SACKO_03823	APOSJ_46323
OG0001050	SACKO_13547	APOSJ_46949
OG0001052	SACKO_17741	APOSJ_09889, APOSJ_09886, APOSJ_09888, APOSJ_09887
OG0001053	SACKO_17162	APOSJ_02413
OG0001054	SACKO_03187	APOSJ_17274
OG0001055	SACKO_10231, SACKO_10246, SACKO_27123, SACKO_20417, SACKO_20398, SACKO_20395, SACKO_20387, SACKO_20415, SACKO_20419, SACKO_20408, SACKO_20396, SACKO_20407, SACKO_20411	APOSJ_10962, APOSJ_16061, APOSJ_12498, APOSJ_35533, APOSJ_16074, APOSJ_61309, APOSJ_42643, APOSJ_42642
OG0001055	SACKO_06883, SACKO_19423, SACKO_06890, SACKO_06897, SACKO_06913, SACKO_11137, SACKO_06896	APOSJ_25379
OG0001057	SACKO_34054	APOSJ_33205, APOSJ_33207, APOSJ_33206, APOSJ_11790, APOSJ_24529
OG0001058	SACKO_30744	APOSJ_48611, APOSJ_53333, APOSJ_34828, APOSJ_34832, APOSJ_53285, APOSJ_48612, APOSJ_34827, APOSJ_18802, APOSJ_63702, APOSJ_63616, APOSJ_34833, APOSJ_34829, APOSJ_18801, APOSJ_53339, APOSJ_48613, APOSJ_48614, APOSJ_48615, APOSJ_48610, APOSJ_18800, APOSJ_34830
OG0001059	SACKO_34066	APOSJ_19752, APOSJ_44465, APOSJ_19754, APOSJ_19755
OG0001060	SACKO_10412	APOSJ_20350, APOSJ_20347, APOSJ_20348
OG0001061	SACKO_30699, SACKO_13469, SACKO_13448, SACKO_13461, SACKO_12648, SACKO_12650, SACKO_21647	APOSJ_33833, APOSJ_55080, APOSJ_17482, APOSJ_44690, APOSJ_44691
OG0001062	SACKO_29376	APOSJ_06165, APOSJ_06163, APOSJ_38748, APOSJ_39590, APOSJ_39591, APOSJ_38754, APOSJ_39589, APOSJ_38752, APOSJ_06167, APOSJ_06168, APOSJ_06161, APOSJ_06162
OG0001063	SACKO_31591	APOSJ_14499, APOSJ_25664
OG0001063	SACKO_17683	APOSJ_08878, APOSJ_08877, APOSJ_08879
OG0001065	SACKO_06065	APOSJ_34370, APOSJ_34369
OG0001066	SACKO_07584	APOSJ_40782, APOSJ_48950
OG0001067	SACKO_23129, SACKO_23130, SACKO_23138, SACKO_23139, SACKO_23136, SACKO_23131, SACKO_23140, SACKO_11747	APOSJ_30538, APOSJ_30537
OG0001068	SACKO_05518	APOSJ_58219, APOSJ_58221, APOSJ_58220
OG0001072	SACKO_03267	APOSJ_31299
OG0001072	SACKO_03307	APOSJ_37742, APOSJ_37741, APOSJ_37740, APOSJ_52931
OG0001073	SACKO_21449, SACKO_04327	APOSJ_44600, APOSJ_44598, APOSJ_02115, APOSJ_44601, APOSJ_44603, APOSJ_44596, APOSJ_44604, APOSJ_44599, APOSJ_44602, APOSJ_10539, APOSJ_44597, APOSJ_02114
OG0001075	SACKO_11315, SACKO_14262	APOSJ_43886, APOSJ_55214
OG0001076	SACKO_06837	APOSJ_20280
OG0001077	SACKO_10234	APOSJ_32144, APOSJ_05175, APOSJ_05176
OG0001078	SACKO_03626	APOSJ_01341
OG0001079	SACKO_30352	APOSJ_48407
OG0001080	SACKO_28482	APOSJ_02975
OG0001080	SACKO_17655	APOSJ_50278
OG0001081	SACKO_20233, SACKO_20239	APOSJ_19313, APOSJ_18432, APOSJ_18433, APOSJ_51296, APOSJ_18436, APOSJ_06899, APOSJ_05795, APOSJ_18435
OG0001082	SACKO_05811, SACKO_32916	APOSJ_50344, APOSJ_55101, APOSJ_30098, APOSJ_55093, APOSJ_08785, APOSJ_55094, APOSJ_32224, APOSJ_55097, APOSJ_06626, APOSJ_06627
OG0001083	SACKO_03733	APOSJ_38880, APOSJ_38874, APOSJ_38151, APOSJ_38152, APOSJ_38150, APOSJ_31067, APOSJ_38149, APOSJ_38873
OG0001084	SACKO_24296	APOSJ_54407, APOSJ_03690, APOSJ_54409, APOSJ_45657, APOSJ_53106, APOSJ_54408, APOSJ_63134, APOSJ_63135, APOSJ_61049, APOSJ_07255, APOSJ_03689, APOSJ_45666, APOSJ_07254, APOSJ_07256, APOSJ_54406, APOSJ_07252, APOSJ_63118, APOSJ_45669, APOSJ_03688, APOSJ_45660, APOSJ_45661, APOSJ_63130, APOSJ_07253
OG0001085	SACKO_23475	APOSJ_60767, APOSJ_60764, APOSJ_63024
OG0001088	SACKO_18307	APOSJ_03808, APOSJ_23624, APOSJ_03809
OG0001088	SACKO_05186	APOSJ_62411
OG0001089	SACKO_12550	APOSJ_44329
OG0001090	SACKO_29439, SACKO_29447	APOSJ_06244
OG0001092	SACKO_08149	APOSJ_34458, APOSJ_16950, APOSJ_34460, APOSJ_34459
OG0001093	SACKO_20225	APOSJ_03903, APOSJ_13162, APOSJ_56202, APOSJ_56204, APOSJ_48673, APOSJ_13164
OG0001095	SACKO_26687	APOSJ_21298
OG0001101	SACKO_12678	APOSJ_14916
OG0001102	SACKO_03700	APOSJ_20394, APOSJ_20392, APOSJ_20393
OG0001102	SACKO_27070	APOSJ_62424, APOSJ_01923, APOSJ_09690
OG0001103	SACKO_30891, SACKO_22670	APOSJ_15857, APOSJ_15858, APOSJ_55942
OG0001103	SACKO_06135	APOSJ_18790, APOSJ_53872, APOSJ_18791
OG0001103	SACKO_18268	APOSJ_28765, APOSJ_28766, APOSJ_28767
OG0001104	SACKO_17440, SACKO_10508	APOSJ_63115
OG0001105	SACKO_04214	APOSJ_26419, APOSJ_14625, APOSJ_14622, APOSJ_36785
OG0001106	SACKO_09682	APOSJ_42254, APOSJ_64987
OG0001107	SACKO_06919	APOSJ_21580, APOSJ_21590, APOSJ_21589, APOSJ_21582, APOSJ_21584, APOSJ_05877, APOSJ_21585, APOSJ_21583
OG0001108	SACKO_04290	APOSJ_02969, APOSJ_02970
OG0001108	SACKO_31250	APOSJ_19593
OG0001110	SACKO_15731, SACKO_08229	APOSJ_15855, APOSJ_15853, APOSJ_15854, APOSJ_15851, APOSJ_15852, APOSJ_15850
OG0001111	SACKO_03527	APOSJ_24368
OG0001111	SACKO_03526	APOSJ_02457
OG0001112	SACKO_18503	APOSJ_41571, APOSJ_41572
OG0001113	SACKO_21432	APOSJ_62872, APOSJ_49690, APOSJ_62875, APOSJ_62876
OG0001114	SACKO_08523	APOSJ_20381, APOSJ_20380
OG0001114	SACKO_08520	APOSJ_64451
OG0001115	SACKO_33624, SACKO_33583	APOSJ_54904, APOSJ_63930, APOSJ_54903
OG0001116	SACKO_23852	APOSJ_53808, APOSJ_65362, APOSJ_65366
OG0001117	SACKO_05727	APOSJ_36200, APOSJ_19954, APOSJ_36195, APOSJ_19953, APOSJ_36196, APOSJ_36198, APOSJ_61886, APOSJ_36202, APOSJ_19952, APOSJ_36199, APOSJ_19950, APOSJ_36197, APOSJ_19951, APOSJ_36201, APOSJ_19955
OG0001118	SACKO_00345	APOSJ_00995
OG0001119	SACKO_20847	APOSJ_22921, APOSJ_22918, APOSJ_22920, APOSJ_22919, APOSJ_13770
OG0001120	SACKO_19029	APOSJ_22384, APOSJ_10446, APOSJ_36382, APOSJ_49622, APOSJ_49620, APOSJ_22382, APOSJ_36387, APOSJ_36384, APOSJ_22381, APOSJ_36386, APOSJ_27423, APOSJ_22383, APOSJ_36381, APOSJ_36383, APOSJ_36385, APOSJ_36380
OG0001121	SACKO_32575	APOSJ_32181, APOSJ_51004, APOSJ_32180, APOSJ_34465, APOSJ_32179, APOSJ_50971, APOSJ_34466, APOSJ_34463, APOSJ_17002, APOSJ_32178, APOSJ_32177
OG0001122	SACKO_19059, SACKO_19597, SACKO_18811, SACKO_23928, SACKO_23911, SACKO_23922, SACKO_23929, SACKO_23934, SACKO_19032, SACKO_23921, SACKO_05283, SACKO_23920, SACKO_03102	APOSJ_27337, APOSJ_11485, APOSJ_44410, APOSJ_13950, APOSJ_43812
OG0001123	SACKO_00205	APOSJ_12564, APOSJ_07738
OG0001123	SACKO_33269	APOSJ_35407, APOSJ_35406
OG0001124	SACKO_10008	APOSJ_50119, APOSJ_64959, APOSJ_50120
OG0001124	SACKO_04873	APOSJ_06928, APOSJ_19612, APOSJ_43744, APOSJ_06929
OG0001126	SACKO_28905	APOSJ_30661, APOSJ_61227, APOSJ_30660, APOSJ_34351, APOSJ_30658, APOSJ_34352, APOSJ_61230, APOSJ_30659, APOSJ_34349, APOSJ_30655, APOSJ_34350
OG0001127	SACKO_04963	APOSJ_37145, APOSJ_37142, APOSJ_37143, APOSJ_37141
OG0001128	SACKO_18074	APOSJ_06922
OG0001128	SACKO_18055	APOSJ_57260, APOSJ_18952
OG0001129	SACKO_22362	APOSJ_25816, APOSJ_25817, APOSJ_25818
OG0001129	SACKO_19446	APOSJ_43786
OG0001130	SACKO_21924	APOSJ_45980, APOSJ_45981
OG0001130	SACKO_19389, SACKO_19419	APOSJ_13404
OG0001131	SACKO_02814	APOSJ_45169, APOSJ_59509, APOSJ_59504, APOSJ_59505, APOSJ_59507, APOSJ_52861, APOSJ_34886, APOSJ_46529, APOSJ_40439, APOSJ_46532, APOSJ_46530, APOSJ_40442, APOSJ_34889, APOSJ_46527, APOSJ_46535, APOSJ_28173, APOSJ_29139, APOSJ_34885, APOSJ_40441, APOSJ_46534, APOSJ_45168, APOSJ_47747, APOSJ_59506, APOSJ_59501, APOSJ_59508, APOSJ_47746, APOSJ_34891, APOSJ_46528, APOSJ_34890, APOSJ_34887
OG0001132	SACKO_22464	APOSJ_17244, APOSJ_11493, APOSJ_11488, APOSJ_11495, APOSJ_11496, APOSJ_17243, APOSJ_11490, APOSJ_11492, APOSJ_59966, APOSJ_47442, APOSJ_28964, APOSJ_28968, APOSJ_47445, APOSJ_28966, APOSJ_47446, APOSJ_59964, APOSJ_47441, APOSJ_59963, APOSJ_32987, APOSJ_28965, APOSJ_47439, APOSJ_59961, APOSJ_17245, APOSJ_17242, APOSJ_11489, APOSJ_11494, APOSJ_17241, APOSJ_00742, APOSJ_17247, APOSJ_11491, APOSJ_47443, APOSJ_17246, APOSJ_28967, APOSJ_59962, APOSJ_47444, APOSJ_28969, APOSJ_28963, APOSJ_59965, APOSJ_47440
OG0001133	SACKO_03939	APOSJ_43053, APOSJ_43052
OG0001133	SACKO_03870	APOSJ_30572, APOSJ_30571, APOSJ_30570
OG0001134	SACKO_00371	APOSJ_46103, APOSJ_39342
OG0001135	SACKO_12991	APOSJ_18187
OG0001136	SACKO_08700	APOSJ_60014, APOSJ_58081, APOSJ_60019, APOSJ_60022
OG0001137	SACKO_31589	APOSJ_07767, APOSJ_07766
OG0001138	SACKO_06420	APOSJ_48351
OG0001139	SACKO_11336	APOSJ_39764, APOSJ_06912, APOSJ_06911
OG0001139	SACKO_08887	APOSJ_12993
OG0001140	SACKO_04124, SACKO_23104, SACKO_04138, SACKO_23108, SACKO_04131, SACKO_04133, SACKO_23103, SACKO_04130, SACKO_15430, SACKO_21499	APOSJ_35608, APOSJ_23309
OG0001141	SACKO_15539	APOSJ_14268, APOSJ_58207, APOSJ_64480, APOSJ_64479
OG0001142	SACKO_08495	APOSJ_21965, APOSJ_61915, APOSJ_51026, APOSJ_39756, APOSJ_48881, APOSJ_48879, APOSJ_16159, APOSJ_21967, APOSJ_48880, APOSJ_45036, APOSJ_41992, APOSJ_45034, APOSJ_12989, APOSJ_45038, APOSJ_45037, APOSJ_45032, APOSJ_21973, APOSJ_51022, APOSJ_51024, APOSJ_51347, APOSJ_45033, APOSJ_16163, APOSJ_01149, APOSJ_45035, APOSJ_48882, APOSJ_01134, APOSJ_48877
OG0001143	SACKO_27075	APOSJ_50743, APOSJ_50744, APOSJ_53351, APOSJ_47727, APOSJ_50745, APOSJ_47725
OG0001144	SACKO_23855	APOSJ_14988, APOSJ_12514, APOSJ_14987, APOSJ_14986, APOSJ_14989
OG0001146	SACKO_04608, SACKO_10399	APOSJ_18240, APOSJ_18241, APOSJ_49551
OG0001148	SACKO_05323, SACKO_05299	APOSJ_36458, APOSJ_27843, APOSJ_36457, APOSJ_36456
OG0001149	SACKO_23060	APOSJ_33950, APOSJ_33949
OG0001155	SACKO_29197	APOSJ_15552
OG0001155	SACKO_06972	APOSJ_15648, APOSJ_15647
OG0001156	SACKO_12887	APOSJ_18425
OG0001158	SACKO_22305	APOSJ_10981, APOSJ_10980, APOSJ_04235
OG0001159	SACKO_14618	APOSJ_51472, APOSJ_51719
OG0001160	SACKO_03583	APOSJ_45582, APOSJ_28225, APOSJ_28221, APOSJ_28222, APOSJ_28223
OG0001161	SACKO_21600, SACKO_15264	APOSJ_18705, APOSJ_18703, APOSJ_18704, APOSJ_18706
OG0001162	SACKO_17543, SACKO_14294	APOSJ_60627, APOSJ_64538, APOSJ_64537
OG0001163	SACKO_31507	APOSJ_07955, APOSJ_07957, APOSJ_49878, APOSJ_07956, APOSJ_07959, APOSJ_07958, APOSJ_46878, APOSJ_11189, APOSJ_63692, APOSJ_44713, APOSJ_44711, APOSJ_33342, APOSJ_13133
OG0001164	SACKO_00737	APOSJ_01946
OG0001165	SACKO_18359	APOSJ_07921, APOSJ_28147, APOSJ_28137, APOSJ_04506, APOSJ_04505, APOSJ_47651, APOSJ_28149, APOSJ_07922, APOSJ_28148, APOSJ_28150, APOSJ_28146
OG0001165	SACKO_31998	APOSJ_62646, APOSJ_62647, APOSJ_62643, APOSJ_62645
OG0001166	SACKO_31708	APOSJ_24788, APOSJ_24784, APOSJ_24786, APOSJ_24782, APOSJ_24785, APOSJ_24888, APOSJ_24783, APOSJ_24787
OG0001167	SACKO_12026	APOSJ_55239, APOSJ_63932, APOSJ_48587, APOSJ_55240, APOSJ_48606, APOSJ_63850, APOSJ_55243, APOSJ_48588, APOSJ_48591, APOSJ_48609, APOSJ_48593, APOSJ_48590, APOSJ_55238, APOSJ_55241, APOSJ_48592, APOSJ_48594, APOSJ_55242, APOSJ_48899, APOSJ_42628, APOSJ_48608, APOSJ_55237, APOSJ_48589, APOSJ_48595
OG0001168	SACKO_18942	APOSJ_28988, APOSJ_36650, APOSJ_29205, APOSJ_28989, APOSJ_24017, APOSJ_22126
OG0001169	SACKO_01891	APOSJ_34689, APOSJ_05561, APOSJ_05560, APOSJ_05559
OG0001170	SACKO_27342	APOSJ_58947, APOSJ_53815, APOSJ_65389, APOSJ_65390, APOSJ_53814, APOSJ_65388, APOSJ_65384, APOSJ_44064, APOSJ_44065
OG0001171	SACKO_20825	APOSJ_32394, APOSJ_32395
OG0001172	SACKO_07899	APOSJ_56461
OG0001172	SACKO_23083	APOSJ_60424
OG0001173	SACKO_11271	APOSJ_61633
OG0001174	SACKO_28428	APOSJ_37059, APOSJ_31995
OG0001174	SACKO_28429	APOSJ_37055, APOSJ_31992, APOSJ_37057, APOSJ_37060, APOSJ_37056, APOSJ_31947, APOSJ_37053, APOSJ_37058, APOSJ_37054, APOSJ_31999, APOSJ_31998, APOSJ_31996, APOSJ_31997, APOSJ_31994
OG0001177	SACKO_26073	APOSJ_29427, APOSJ_53427, APOSJ_29429
OG0001177	SACKO_10730, SACKO_26943	APOSJ_51390, APOSJ_29921, APOSJ_29919, APOSJ_29920
OG0001178	SACKO_03875	APOSJ_56479
OG0001178	SACKO_08914	APOSJ_53354, APOSJ_62824
OG0001179	SACKO_26771	APOSJ_18554
OG0001179	SACKO_32134	APOSJ_27224, APOSJ_39766, APOSJ_27225
OG0001180	SACKO_03980	APOSJ_34257, APOSJ_34256
OG0001181	SACKO_08231, SACKO_27253, SACKO_08232	APOSJ_49272, APOSJ_49277, APOSJ_49275, APOSJ_63759, APOSJ_49276, APOSJ_63757, APOSJ_63760, APOSJ_49271, APOSJ_39251, APOSJ_39252, APOSJ_49273, APOSJ_49274
OG0001182	SACKO_00852, SACKO_21729, SACKO_06706, SACKO_28390, SACKO_28391, SACKO_19557	APOSJ_21032, APOSJ_21033, APOSJ_44807, APOSJ_16090, APOSJ_44810, APOSJ_00240
OG0001183	SACKO_22928	APOSJ_15455, APOSJ_15454
OG0001184	SACKO_04686	APOSJ_14036, APOSJ_14034, APOSJ_14037, APOSJ_14035
OG0001184	SACKO_02591, SACKO_02594	APOSJ_33065, APOSJ_09294, APOSJ_33062, APOSJ_33061
OG0001185	SACKO_25271	APOSJ_55269, APOSJ_55273, APOSJ_55270, APOSJ_55272, APOSJ_55274, APOSJ_55271, APOSJ_55268, APOSJ_07581
OG0001186	SACKO_32087	APOSJ_65059, APOSJ_49100, APOSJ_61207, APOSJ_61209, APOSJ_49105, APOSJ_49101, APOSJ_49102, APOSJ_40051, APOSJ_61206
OG0001188	SACKO_25731	APOSJ_02458, APOSJ_02460, APOSJ_02459
OG0001189	SACKO_26954	APOSJ_07607, APOSJ_46552, APOSJ_46567, APOSJ_07604, APOSJ_07601, APOSJ_07600, APOSJ_07603, APOSJ_32759, APOSJ_07605
OG0001190	SACKO_19736, SACKO_29072	APOSJ_25935, APOSJ_25929, APOSJ_32431, APOSJ_32429, APOSJ_25932, APOSJ_25931, APOSJ_52256, APOSJ_25930, APOSJ_56333, APOSJ_52255, APOSJ_52257, APOSJ_48161, APOSJ_60883, APOSJ_25934, APOSJ_52259, APOSJ_56323, APOSJ_48157
OG0001191	SACKO_28961	APOSJ_42790, APOSJ_42793, APOSJ_14790, APOSJ_42792, APOSJ_14832, APOSJ_38916, APOSJ_42794
OG0001196	SACKO_02477	APOSJ_50475, APOSJ_28945, APOSJ_28943, APOSJ_28944
OG0001197	SACKO_29198	APOSJ_01649
OG0001197	SACKO_32347	APOSJ_02421, APOSJ_14617, APOSJ_14615, APOSJ_35771
OG0001197	SACKO_31735	APOSJ_49286, APOSJ_49285
OG0001198	SACKO_23091	APOSJ_04989, APOSJ_04990
OG0001198	SACKO_05861	APOSJ_58834, APOSJ_58833
OG0001199	SACKO_31333	APOSJ_51306, APOSJ_51308
OG0001199	SACKO_03906	APOSJ_05930, APOSJ_37640, APOSJ_05933, APOSJ_05929, APOSJ_05932
OG0001200	SACKO_20799	APOSJ_32054, APOSJ_56754, APOSJ_18890, APOSJ_37081, APOSJ_30917, APOSJ_18885, APOSJ_18891, APOSJ_37078, APOSJ_18886, APOSJ_20274, APOSJ_30911, APOSJ_20270, APOSJ_20275, APOSJ_37075, APOSJ_54506, APOSJ_18887, APOSJ_18892, APOSJ_30913, APOSJ_63778, APOSJ_30918, APOSJ_37084, APOSJ_20273, APOSJ_30916, APOSJ_63775, APOSJ_32050, APOSJ_56751, APOSJ_18888, APOSJ_37076, APOSJ_10745, APOSJ_30912, APOSJ_30910, APOSJ_30909, APOSJ_20271, APOSJ_37079
OG0001201	SACKO_15686	APOSJ_61344, APOSJ_52026, APOSJ_49436, APOSJ_36541
OG0001202	SACKO_21894	APOSJ_53516, APOSJ_53517, APOSJ_53518, APOSJ_53519
OG0001203	SACKO_17678	APOSJ_53052
OG0001204	SACKO_05436	APOSJ_07019, APOSJ_07070, APOSJ_21696, APOSJ_35408, APOSJ_41668, APOSJ_39539, APOSJ_53773, APOSJ_46990, APOSJ_53249, APOSJ_30340, APOSJ_30345, APOSJ_30338, APOSJ_30339, APOSJ_30343, APOSJ_30342, APOSJ_30344, APOSJ_30341
OG0001207	SACKO_03977	APOSJ_02461
OG0001207	SACKO_25128	APOSJ_04816
OG0001208	SACKO_25532	APOSJ_02833, APOSJ_02834, APOSJ_02831, APOSJ_02832
OG0001209	SACKO_17895, SACKO_21794	APOSJ_25666, APOSJ_37223, APOSJ_55938, APOSJ_43203, APOSJ_24877, APOSJ_25116, APOSJ_34642, APOSJ_34645, APOSJ_34646, APOSJ_32868, APOSJ_34643, APOSJ_43208, APOSJ_43209, APOSJ_37218, APOSJ_55934, APOSJ_04702, APOSJ_24875, APOSJ_24876, APOSJ_34641, APOSJ_37217, APOSJ_34647, APOSJ_34644, APOSJ_24873, APOSJ_37222, APOSJ_43210, APOSJ_55936, APOSJ_60923, APOSJ_43204, APOSJ_37220, APOSJ_43202, APOSJ_55937, APOSJ_60975, APOSJ_43206, APOSJ_55935, APOSJ_37219, APOSJ_43205, APOSJ_37221, APOSJ_43207, APOSJ_32871, APOSJ_24874
OG0001210	SACKO_12027	APOSJ_37932
OG0001210	SACKO_22645	APOSJ_23203, APOSJ_23202
OG0001211	SACKO_06728	APOSJ_18069, APOSJ_18071
OG0001213	SACKO_12475	APOSJ_24043
OG0001213	SACKO_19088	APOSJ_46848, APOSJ_65395, APOSJ_53817, APOSJ_65397
OG0001215	SACKO_19345	APOSJ_25502, APOSJ_21308, APOSJ_21316, APOSJ_24195, APOSJ_24199, APOSJ_24193, APOSJ_24194, APOSJ_21312
OG0001216	SACKO_20921	APOSJ_27698, APOSJ_57845
OG0001216	SACKO_23314	APOSJ_07687, APOSJ_07690, APOSJ_07688, APOSJ_07689
OG0001217	SACKO_25190	APOSJ_49876, APOSJ_49877
OG0001218	SACKO_09575	APOSJ_12838, APOSJ_12839, APOSJ_12837
OG0001219	SACKO_31732	APOSJ_05496, APOSJ_31063, APOSJ_00885, APOSJ_51184
OG0001220	SACKO_02206	APOSJ_49207, APOSJ_49206, APOSJ_30068
OG0001221	SACKO_15128, SACKO_31267, SACKO_31272, SACKO_31273	APOSJ_23575
OG0001222	SACKO_24552	APOSJ_30309, APOSJ_59446
OG0001223	SACKO_16161	APOSJ_33776, APOSJ_42058, APOSJ_42065, APOSJ_42066, APOSJ_42061, APOSJ_42060, APOSJ_64592, APOSJ_42059, APOSJ_42062, APOSJ_63265, APOSJ_42064, APOSJ_51893, APOSJ_42063
OG0001224	SACKO_15671	APOSJ_06034
OG0001225	SACKO_13197, SACKO_21032	APOSJ_26355, APOSJ_26353, APOSJ_26354
OG0001227	SACKO_09407	APOSJ_42967, APOSJ_35503, APOSJ_58893, APOSJ_27276
OG0001227	SACKO_09406	APOSJ_53195, APOSJ_53194
OG0001230	SACKO_30865	APOSJ_03240, APOSJ_03235
OG0001231	SACKO_32360	APOSJ_31108, APOSJ_63515, APOSJ_63517, APOSJ_17578, APOSJ_63521, APOSJ_31111, APOSJ_29042, APOSJ_17638
OG0001232	SACKO_31664, SACKO_31674, SACKO_01123, SACKO_31671	APOSJ_19086, APOSJ_19085, APOSJ_41937, APOSJ_63122, APOSJ_25755, APOSJ_26775, APOSJ_26779, APOSJ_26778, APOSJ_26777, APOSJ_37428, APOSJ_26773, APOSJ_26774, APOSJ_26776
OG0001234	SACKO_26860	APOSJ_53744, APOSJ_64981, APOSJ_01119, APOSJ_64982, APOSJ_23879, APOSJ_35714, APOSJ_25662, APOSJ_35713
OG0001235	SACKO_17900	APOSJ_09757, APOSJ_54289
OG0001236	SACKO_22328	APOSJ_47426
OG0001237	SACKO_12973, SACKO_17092	APOSJ_49562
OG0001238	SACKO_10255	APOSJ_10931, APOSJ_10930, APOSJ_10927, APOSJ_10928, APOSJ_10925, APOSJ_10926, APOSJ_10929, APOSJ_10932
OG0001239	SACKO_01576	APOSJ_35111, APOSJ_35115, APOSJ_35117, APOSJ_35116, APOSJ_35110, APOSJ_35114, APOSJ_35113, APOSJ_35112
