Orthogroup	SACKO_ok	ORYLA
OG0000945	SACKO_29022	ORYLA12060, ORYLA00813, ORYLA05640
OG0000946	SACKO_05354	ORYLA14183, ORYLA10918
OG0000946	SACKO_03434	ORYLA15133, ORYLA11209
OG0000947	SACKO_03864	ORYLA08406, ORYLA19529, ORYLA08874
OG0000947	SACKO_27732	ORYLA09649
OG0000949	SACKO_06979, SACKO_06945, SACKO_03055	ORYLA02756, ORYLA01668, ORYLA00973, ORYLA19847, ORYLA10622, ORYLA11369, ORYLA08705
OG0000950	SACKO_20117	ORYLA03233, ORYLA04359, ORYLA02766, ORYLA17857
OG0000951	SACKO_12290	ORYLA06116, ORYLA14933
OG0000952	SACKO_31709	ORYLA03901, ORYLA02988
OG0000952	SACKO_31700	ORYLA01232, ORYLA17229, ORYLA02987
OG0000953	SACKO_16853, SACKO_33210	ORYLA02556, ORYLA18188, ORYLA05667, ORYLA13885
OG0000954	SACKO_09923	ORYLA20086
OG0000954	SACKO_25005	ORYLA16756, ORYLA16757, ORYLA16758
OG0000955	SACKO_27594	ORYLA17644
OG0000955	SACKO_11876	ORYLA12176
OG0000955	SACKO_14411	ORYLA19752
OG0000957	SACKO_21298	ORYLA13659, ORYLA18079
OG0000958	SACKO_01365	ORYLA13781, ORYLA11059, ORYLA11060
OG0000960	SACKO_17419	ORYLA12743, ORYLA15353, ORYLA05468, ORYLA01555, ORYLA14514
OG0000963	SACKO_03897	ORYLA17317, ORYLA13364
OG0000964	SACKO_21085, SACKO_21082	ORYLA17226
OG0000965	SACKO_31862, SACKO_21944	ORYLA20470
OG0000965	SACKO_29607	ORYLA07478
OG0000966	SACKO_19882	ORYLA19569, ORYLA17821, ORYLA02666
OG0000967	SACKO_33567	ORYLA19755, ORYLA04962
OG0000968	SACKO_19126	ORYLA12327, ORYLA10874, ORYLA14830
OG0000968	SACKO_20110	ORYLA17573
OG0000969	SACKO_30327, SACKO_20971, SACKO_27764, SACKO_22920, SACKO_00619	ORYLA05704
OG0000970	SACKO_05435	ORYLA17254, ORYLA02643
OG0000972	SACKO_24516	ORYLA17856
OG0000972	SACKO_27667	ORYLA03686, ORYLA18142
OG0000973	SACKO_06563	ORYLA01659
OG0000974	SACKO_16128	ORYLA03871
OG0000978	SACKO_05312, SACKO_33844	ORYLA08899, ORYLA06773, ORYLA14000, ORYLA15891, ORYLA12640, ORYLA07570
OG0000979	SACKO_28018, SACKO_28004, SACKO_28050, SACKO_20989, SACKO_19422, SACKO_21007	ORYLA04958, ORYLA04959
OG0000981	SACKO_11821, SACKO_29220, SACKO_11825	ORYLA02383, ORYLA17398
OG0000982	SACKO_10519	ORYLA13484, ORYLA06837, ORYLA05721, ORYLA17666, ORYLA02909
OG0000984	SACKO_22470, SACKO_22468	ORYLA14092
OG0000984	SACKO_28472	ORYLA13312
OG0000985	SACKO_21389	ORYLA02598, ORYLA08267, ORYLA04784, ORYLA01425
OG0000987	SACKO_11731	ORYLA08918, ORYLA06392, ORYLA13755, ORYLA15702, ORYLA09779
OG0000988	SACKO_00750, SACKO_27571	ORYLA19585, ORYLA02424, ORYLA02425, ORYLA13645
OG0000992	SACKO_01033	ORYLA16313, ORYLA19691
OG0000992	SACKO_27184	ORYLA01948
OG0000993	SACKO_08088	ORYLA08621
OG0000994	SACKO_04389	ORYLA11419
OG0000994	SACKO_17316, SACKO_07113, SACKO_15046	ORYLA18398
OG0000995	SACKO_28732	ORYLA00280, ORYLA17021, ORYLA08300, ORYLA16326, ORYLA07992
OG0000996	SACKO_00027	ORYLA01364, ORYLA09102, ORYLA20110
OG0000997	SACKO_06219	ORYLA12756
OG0000999	SACKO_27886	ORYLA17143, ORYLA07960, ORYLA15047
OG0001000	SACKO_14786	ORYLA09416, ORYLA00982, ORYLA11450
OG0001001	SACKO_32000	ORYLA04326, ORYLA07294
OG0001002	SACKO_17603	ORYLA07974, ORYLA08682
OG0001003	SACKO_29333	ORYLA17863, ORYLA04404
OG0001005	SACKO_13230	ORYLA18530
OG0001005	SACKO_07944	ORYLA13716, ORYLA13692, ORYLA18566, ORYLA18531, ORYLA19208
OG0001006	SACKO_28465	ORYLA00587
OG0001006	SACKO_25694	ORYLA17469, ORYLA06935
OG0001007	SACKO_22800	ORYLA17844
OG0001007	SACKO_22765, SACKO_31051, SACKO_22758	ORYLA13224, ORYLA17845
OG0001008	SACKO_12442	ORYLA10968, ORYLA12088
OG0001009	SACKO_17660	ORYLA10070, ORYLA02205
OG0001011	SACKO_15155, SACKO_15158, SACKO_12847, SACKO_12902	ORYLA04068, ORYLA03585, ORYLA00313, ORYLA07327, ORYLA09923
OG0001012	SACKO_00643	ORYLA03691, ORYLA03287, ORYLA09576, ORYLA12224, ORYLA03675, ORYLA04094, ORYLA17879, ORYLA02847, ORYLA04426
OG0001013	SACKO_22099, SACKO_33330, SACKO_22104	ORYLA17033, ORYLA00289, ORYLA00568, ORYLA16911, ORYLA05815, ORYLA01878, ORYLA08175, ORYLA16273
OG0001016	SACKO_04981	ORYLA08912
OG0001017	SACKO_02096	ORYLA15745
OG0001017	SACKO_06481	ORYLA06969, ORYLA08875
OG0001018	SACKO_04566, SACKO_31412	ORYLA04621
OG0001021	SACKO_09105	ORYLA19735
OG0001022	SACKO_05140	ORYLA13121, ORYLA06595, ORYLA08639, ORYLA08638, ORYLA08637, ORYLA09711, ORYLA09710, ORYLA01094, ORYLA01093
OG0001023	SACKO_01529	ORYLA11181, ORYLA12354, ORYLA13986
OG0001024	SACKO_33645, SACKO_33650	ORYLA01426, ORYLA10777, ORYLA04903, ORYLA17767
OG0001026	SACKO_18104	ORYLA08000, ORYLA00251, ORYLA17169
OG0001027	SACKO_17175, SACKO_22570, SACKO_25824	ORYLA10175
OG0001028	SACKO_16985	ORYLA13607, ORYLA13608, ORYLA14880, ORYLA12157, ORYLA17489, ORYLA17310
OG0001029	SACKO_14796	ORYLA04296, ORYLA09423, ORYLA11605, ORYLA05963, ORYLA02036
OG0001030	SACKO_29916	ORYLA06855, ORYLA12212
OG0001030	SACKO_04680	ORYLA11995, ORYLA10701, ORYLA05220
OG0001031	SACKO_14751, SACKO_16200	ORYLA05281
OG0001032	SACKO_17505	ORYLA06882, ORYLA13285, ORYLA13284, ORYLA06883, ORYLA13286, ORYLA02881, ORYLA02880, ORYLA18152
OG0001033	SACKO_17499	ORYLA02412, ORYLA17551
OG0001034	SACKO_22921	ORYLA16497, ORYLA08333, ORYLA09185
OG0001036	SACKO_31534	ORYLA15963, ORYLA02163, ORYLA05632
OG0001037	SACKO_25311	ORYLA18034, ORYLA02947, ORYLA08956
OG0001038	SACKO_14108	ORYLA00365, ORYLA00910, ORYLA05052, ORYLA00017
OG0001039	SACKO_07566	ORYLA17932
OG0001039	SACKO_29826	ORYLA14221
OG0001042	SACKO_12664	ORYLA11092, ORYLA20004, ORYLA16045, ORYLA14257, ORYLA15929, ORYLA14996, ORYLA11093
OG0001046	SACKO_19301	ORYLA16931, ORYLA16932, ORYLA16930, ORYLA00538, ORYLA00652, ORYLA16674, ORYLA00732
OG0001047	SACKO_22110, SACKO_22089, SACKO_19312	ORYLA03716, ORYLA03850, ORYLA03098, ORYLA01025
OG0001048	SACKO_21452	ORYLA17951, ORYLA07722, ORYLA05078, ORYLA02542, ORYLA04597
OG0001049	SACKO_28210	ORYLA13294, ORYLA06586
OG0001049	SACKO_03823	ORYLA03790, ORYLA15642
OG0001050	SACKO_13547	ORYLA15890, ORYLA11461, ORYLA12452, ORYLA15112, ORYLA06038
OG0001052	SACKO_17741	ORYLA04967, ORYLA04966, ORYLA02277
OG0001052	SACKO_29699	ORYLA18159, ORYLA04669
OG0001053	SACKO_17162	ORYLA18523, ORYLA08049, ORYLA16446, ORYLA07098, ORYLA15733, ORYLA09475
OG0001053	SACKO_10734	ORYLA20458
OG0001054	SACKO_03187	ORYLA00542, ORYLA16915, ORYLA16783, ORYLA01880, ORYLA05818
OG0001057	SACKO_34054	ORYLA13279, ORYLA04087, ORYLA09608, ORYLA01089
OG0001058	SACKO_30744	ORYLA02850, ORYLA17789, ORYLA03281, ORYLA03823
OG0001059	SACKO_34066	ORYLA07025, ORYLA11863
OG0001060	SACKO_10412	ORYLA11754
OG0001062	SACKO_29376	ORYLA17093, ORYLA00055, ORYLA13062, ORYLA07081, ORYLA13265
OG0001063	SACKO_31591	ORYLA04692
OG0001065	SACKO_06065	ORYLA10407, ORYLA11700
OG0001068	SACKO_05518	ORYLA08837, ORYLA01885, ORYLA05843
OG0001072	SACKO_03267	ORYLA17591
OG0001072	SACKO_03307	ORYLA18588
OG0001073	SACKO_21449, SACKO_04327	ORYLA01147, ORYLA12256
OG0001075	SACKO_11315, SACKO_14262	ORYLA05471, ORYLA05470, ORYLA05472, ORYLA10387
OG0001076	SACKO_06837	ORYLA04025, ORYLA03193, ORYLA12782
OG0001077	SACKO_10234	ORYLA06555
OG0001077	SACKO_02065, SACKO_02030	ORYLA01775
OG0001077	SACKO_02068	ORYLA10005
OG0001078	SACKO_03626	ORYLA11135, ORYLA15991, ORYLA14030, ORYLA16359, ORYLA08030, ORYLA19617
OG0001079	SACKO_30352	ORYLA13958, ORYLA14764, ORYLA20201
OG0001080	SACKO_28482	ORYLA06070
OG0001080	SACKO_17655	ORYLA01954, ORYLA12745
OG0001081	SACKO_20233, SACKO_20239	ORYLA12631, ORYLA12630
OG0001082	SACKO_05811, SACKO_32916	ORYLA16190, ORYLA14374
OG0001083	SACKO_03733	ORYLA08355, ORYLA01216, ORYLA10438
OG0001084	SACKO_24296	ORYLA08418, ORYLA10033, ORYLA10032, ORYLA08417
OG0001085	SACKO_23475	ORYLA13813, ORYLA16003, ORYLA14313, ORYLA10899, ORYLA10898, ORYLA14405
OG0001086	SACKO_01139	ORYLA03507, ORYLA10518, ORYLA10517, ORYLA01082, ORYLA04201
OG0001089	SACKO_12550	ORYLA06013, ORYLA06012
OG0001090	SACKO_29439, SACKO_29447	ORYLA18206
OG0001091	SACKO_17088	ORYLA09872, ORYLA07822, ORYLA01798, ORYLA07821, ORYLA01797, ORYLA09871
OG0001092	SACKO_08155	ORYLA00474
OG0001092	SACKO_08149	ORYLA00476
OG0001093	SACKO_20225	ORYLA01792, ORYLA08189, ORYLA17127, ORYLA09876
OG0001095	SACKO_26687	ORYLA13938, ORYLA08700, ORYLA02122
OG0001096	SACKO_26925, SACKO_33433	ORYLA08777, ORYLA09557
OG0001101	SACKO_12678	ORYLA10929
OG0001102	SACKO_03700	ORYLA05217
OG0001102	SACKO_27070	ORYLA05138
OG0001103	SACKO_18268	ORYLA08995
OG0001104	SACKO_17440, SACKO_10508	ORYLA12177
OG0001104	SACKO_03224	ORYLA01647, ORYLA11309
OG0001105	SACKO_04214	ORYLA03632
OG0001106	SACKO_09682	ORYLA20354
OG0001107	SACKO_06919	ORYLA12765, ORYLA03943, ORYLA01001, ORYLA08767, ORYLA09544
OG0001108	SACKO_04290	ORYLA14450
OG0001108	SACKO_31250	ORYLA18375
OG0001109	SACKO_08252, SACKO_08246, SACKO_08241, SACKO_08240, SACKO_08237	ORYLA16661, ORYLA14078
OG0001110	SACKO_08229	ORYLA08952, ORYLA02458, ORYLA08953, ORYLA18020
OG0001112	SACKO_18503	ORYLA12894, ORYLA09914, ORYLA08799
OG0001113	SACKO_21432	ORYLA16987
OG0001113	SACKO_05156	ORYLA00138
OG0001115	SACKO_33624, SACKO_33583, SACKO_18619	ORYLA15699, ORYLA13897, ORYLA14688, ORYLA10923
OG0001116	SACKO_23852	ORYLA08841
OG0001116	SACKO_20251	ORYLA16423, ORYLA08216
OG0001117	SACKO_06898	ORYLA06972, ORYLA06971, ORYLA14305
OG0001119	SACKO_20836	ORYLA05124
OG0001119	SACKO_20847	ORYLA09259
OG0001120	SACKO_19029	ORYLA03903, ORYLA01234
OG0001121	SACKO_32575	ORYLA05153, ORYLA20092
OG0001123	SACKO_00205	ORYLA09262
OG0001123	SACKO_33269	ORYLA17703
OG0001124	SACKO_10008	ORYLA08277
OG0001124	SACKO_04873	ORYLA02278
OG0001127	SACKO_04963	ORYLA06210, ORYLA08911
OG0001129	SACKO_22362	ORYLA15169, ORYLA12442
OG0001129	SACKO_19446	ORYLA05461
OG0001131	SACKO_02814	ORYLA00774, ORYLA11383
OG0001132	SACKO_22464	ORYLA15693
OG0001133	SACKO_03939	ORYLA01655
OG0001133	SACKO_03870	ORYLA02500
OG0001134	SACKO_00371	ORYLA16671
OG0001135	SACKO_12991	ORYLA18988, ORYLA08362
OG0001136	SACKO_08700, SACKO_08683	ORYLA13203, ORYLA06530, ORYLA12133
OG0001137	SACKO_31589	ORYLA03035, ORYLA00090, ORYLA03842
OG0001138	SACKO_06420	ORYLA14334, ORYLA15755, ORYLA09204, ORYLA06399, ORYLA09997
OG0001139	SACKO_11336	ORYLA15805
OG0001139	SACKO_08887	ORYLA14857, ORYLA11008
OG0001141	SACKO_15539	ORYLA02472, ORYLA17498
OG0001142	SACKO_08495	ORYLA07693
OG0001143	SACKO_27075	ORYLA11035, ORYLA12195, ORYLA06058
OG0001144	SACKO_23855	ORYLA15705, ORYLA20146, ORYLA09889, ORYLA05611, ORYLA01834, ORYLA01835
OG0001146	SACKO_04608, SACKO_10399	ORYLA13499, ORYLA13500, ORYLA15595, ORYLA07425
OG0001148	SACKO_05323, SACKO_05299	ORYLA01854, ORYLA05396
OG0001149	SACKO_23060	ORYLA01670, ORYLA13258
OG0001155	SACKO_29197	ORYLA02504, ORYLA02505
OG0001155	SACKO_06972	ORYLA03252
OG0001156	SACKO_12887	ORYLA14447, ORYLA15424, ORYLA17150, ORYLA10003
OG0001158	SACKO_22305, SACKO_17286	ORYLA13950, ORYLA15560, ORYLA06290, ORYLA20120
OG0001159	SACKO_14618	ORYLA10160, ORYLA05356
OG0001160	SACKO_03583	ORYLA11144, ORYLA18207
OG0001161	SACKO_21600, SACKO_15264	ORYLA14942, ORYLA12582, ORYLA02883
OG0001162	SACKO_17543, SACKO_14294	ORYLA03278, ORYLA04547, ORYLA08795
OG0001163	SACKO_31507	ORYLA08093, ORYLA04995
OG0001165	SACKO_18359	ORYLA11504
OG0001165	SACKO_32002, SACKO_31998	ORYLA09619
OG0001166	SACKO_31708	ORYLA11757, ORYLA11756, ORYLA11755, ORYLA10465
OG0001167	SACKO_12026	ORYLA10169, ORYLA12428, ORYLA04713
OG0001168	SACKO_18942	ORYLA01742, ORYLA14387, ORYLA15300
OG0001169	SACKO_01891	ORYLA03593
OG0001170	SACKO_27342	ORYLA03658
OG0001171	SACKO_20825	ORYLA09088
OG0001172	SACKO_07899	ORYLA08914, ORYLA06213, ORYLA09461
OG0001172	SACKO_23083	ORYLA09708, ORYLA16481
OG0001175	SACKO_00167	ORYLA17323, ORYLA17834, ORYLA02704
OG0001177	SACKO_26073	ORYLA07071
OG0001177	SACKO_10730, SACKO_26943	ORYLA17818
OG0001178	SACKO_03875	ORYLA12858
OG0001178	SACKO_32742, SACKO_08914	ORYLA09479
OG0001179	SACKO_26771	ORYLA12445
OG0001179	SACKO_32134	ORYLA14131
OG0001181	SACKO_08231, SACKO_27253, SACKO_08232	ORYLA09302, ORYLA06967, ORYLA16422
OG0001182	SACKO_00852, SACKO_21729, SACKO_06706, SACKO_28390, SACKO_28391	ORYLA04656, ORYLA10537
OG0001182	SACKO_19557	ORYLA17798, ORYLA12681
OG0001183	SACKO_22928	ORYLA16340, ORYLA08337
OG0001184	SACKO_04686	ORYLA01867
OG0001184	SACKO_02591, SACKO_02594	ORYLA12325
OG0001185	SACKO_25271	ORYLA04885
OG0001186	SACKO_04961	ORYLA06474, ORYLA12462, ORYLA14584
OG0001186	SACKO_32087	ORYLA12305
OG0001187	SACKO_27459, SACKO_22028	ORYLA14064
OG0001188	SACKO_25731	ORYLA07684, ORYLA03103, ORYLA10083, ORYLA04742
OG0001189	SACKO_26954	ORYLA20265, ORYLA15490, ORYLA10691, ORYLA11979, ORYLA07034
OG0001190	SACKO_19736, SACKO_29072	ORYLA10580, ORYLA14507, ORYLA10859
OG0001191	SACKO_28961	ORYLA00416, ORYLA17734, ORYLA04735, ORYLA08358, ORYLA01217, ORYLA03865
OG0001192	SACKO_04055	ORYLA08463, ORYLA08481, ORYLA08473, ORYLA08475, ORYLA05874
OG0001192	SACKO_12212	ORYLA19942
OG0001196	SACKO_02477	ORYLA06003, ORYLA06002, ORYLA02011, ORYLA03783
OG0001197	SACKO_32347	ORYLA13277
OG0001198	SACKO_23091	ORYLA10310, ORYLA13600
OG0001198	SACKO_05861	ORYLA15038
OG0001199	SACKO_03906	ORYLA11679
OG0001200	SACKO_20799	ORYLA12001
OG0001201	SACKO_15686	ORYLA15310
OG0001202	SACKO_21894, SACKO_33694	ORYLA09275
OG0001204	SACKO_05436	ORYLA04102, ORYLA03247
OG0001205	SACKO_12981	ORYLA01265
OG0001207	SACKO_03977	ORYLA10023
OG0001207	SACKO_25128	ORYLA09156, ORYLA16388, ORYLA08504
OG0001208	SACKO_25532	ORYLA06825, ORYLA09868, ORYLA01795
OG0001209	SACKO_17895, SACKO_21794	ORYLA07316, ORYLA00319
OG0001210	SACKO_12027	ORYLA11799
OG0001210	SACKO_22645	ORYLA06775
OG0001211	SACKO_06728	ORYLA20079, ORYLA07900
OG0001213	SACKO_12475	ORYLA08112
OG0001214	SACKO_17861	ORYLA09019
OG0001215	SACKO_19345	ORYLA06541, ORYLA08559, ORYLA09761, ORYLA09762, ORYLA16114, ORYLA14222
OG0001216	SACKO_20921	ORYLA07420
OG0001216	SACKO_23314	ORYLA12067, ORYLA15267
OG0001217	SACKO_25190	ORYLA04237, ORYLA01368, ORYLA10596, ORYLA10595
OG0001217	SACKO_25209	ORYLA10337
OG0001218	SACKO_09575	ORYLA05869, ORYLA01891, ORYLA14508, ORYLA07468
OG0001219	SACKO_31732	ORYLA01206, ORYLA04598, ORYLA01690, ORYLA05777
OG0001220	SACKO_02206	ORYLA02345
OG0001221	SACKO_31267, SACKO_31272, SACKO_31273	ORYLA07491
OG0001223	SACKO_16161	ORYLA06793, ORYLA07569, ORYLA06727, ORYLA15616, ORYLA13963
OG0001224	SACKO_15671	ORYLA16020
OG0001225	SACKO_13197, SACKO_21032	ORYLA14806, ORYLA12335, ORYLA02910, ORYLA13489, ORYLA13488
OG0001226	SACKO_21968, SACKO_20774	ORYLA03653, ORYLA03655, ORYLA03654, ORYLA03656, ORYLA01461, ORYLA01460, ORYLA11722
OG0001231	SACKO_32360	ORYLA10425, ORYLA04865, ORYLA08146, ORYLA03393, ORYLA04275
OG0001232	SACKO_31671	ORYLA17130
OG0001233	SACKO_00389, SACKO_00384, SACKO_00398	ORYLA07453
OG0001235	SACKO_17900	ORYLA16914, ORYLA20442
OG0001236	SACKO_22328	ORYLA05535
OG0001237	SACKO_16321, SACKO_16315, SACKO_30993	ORYLA12698, ORYLA15237, ORYLA01731, ORYLA06118, ORYLA17671, ORYLA02367
OG0001237	SACKO_12973, SACKO_17092	ORYLA14669
OG0001238	SACKO_10255	ORYLA01295
OG0001238	SACKO_15368, SACKO_15935	ORYLA07056
OG0001239	SACKO_01576	ORYLA14159, ORYLA20197
OG0001240	SACKO_21921	ORYLA06112, ORYLA12695, ORYLA20300, ORYLA12696, ORYLA06113, ORYLA02471, ORYLA17502
OG0001241	SACKO_21518	ORYLA15497
OG0001241	SACKO_25804	ORYLA01008
OG0001242	SACKO_19062, SACKO_19023	ORYLA09141, ORYLA18475
OG0001243	SACKO_00190	ORYLA07317, ORYLA07318, ORYLA12130
OG0001245	SACKO_17905	ORYLA00901, ORYLA00456, ORYLA04906
OG0001246	SACKO_32855	ORYLA08383
OG0001247	SACKO_16919	ORYLA10879, ORYLA15933, ORYLA18030
OG0001248	SACKO_03917	ORYLA08537, ORYLA07036, ORYLA14359, ORYLA16193
OG0001249	SACKO_07044	ORYLA00311, ORYLA06571, ORYLA12934, ORYLA13089
OG0001250	SACKO_22060	ORYLA17061, ORYLA00854, ORYLA07782, ORYLA16768
OG0001251	SACKO_21043	ORYLA08970
OG0001252	SACKO_00497	ORYLA19528, ORYLA08946, ORYLA13487
OG0001253	SACKO_07955	ORYLA10839, ORYLA15354, ORYLA15393, ORYLA18494, ORYLA10838, ORYLA14430, ORYLA15691
OG0001254	SACKO_17104	ORYLA12036, ORYLA14643
OG0001255	SACKO_21405	ORYLA01752, ORYLA11946, ORYLA11945, ORYLA13259, ORYLA00050, ORYLA16171, ORYLA16170, ORYLA11960
OG0001256	SACKO_32561	ORYLA10228
OG0001261	SACKO_02379	ORYLA07239, ORYLA00479, ORYLA09455
OG0001262	SACKO_14536, SACKO_14562, SACKO_14419, SACKO_00970, SACKO_00906, SACKO_33160	ORYLA02427
OG0001263	SACKO_18553	ORYLA17939, ORYLA08064
OG0001263	SACKO_10674	ORYLA07820, ORYLA17132
OG0001264	SACKO_25559	ORYLA13965, ORYLA12302, ORYLA02150
OG0001266	SACKO_34097	ORYLA09233, ORYLA07109, ORYLA14460
OG0001267	SACKO_05778, SACKO_25091	ORYLA18685
OG0001267	SACKO_21996	ORYLA17985, ORYLA00677
OG0001268	SACKO_11197, SACKO_06254	ORYLA00335
OG0001268	SACKO_30805	ORYLA15813
OG0001270	SACKO_24994	ORYLA07988
OG0001270	SACKO_01019	ORYLA18804
OG0001271	SACKO_30312	ORYLA09251, ORYLA07889, ORYLA14013
OG0001272	SACKO_25421	ORYLA07941, ORYLA03248, ORYLA04104, ORYLA01178
OG0001273	SACKO_29270	ORYLA12209, ORYLA13178, ORYLA06380, ORYLA02385, ORYLA17660
OG0001274	SACKO_16020	ORYLA06279, ORYLA00711, ORYLA02589, ORYLA18123
OG0001275	SACKO_31416	ORYLA11544
OG0001275	SACKO_31414	ORYLA11543
OG0001276	SACKO_30635	ORYLA03566, ORYLA18522, ORYLA01477
OG0001278	SACKO_28908, SACKO_12827, SACKO_12823	ORYLA16678, ORYLA00727
OG0001279	SACKO_20454	ORYLA04097, ORYLA03712, ORYLA10544, ORYLA04878, ORYLA00122
OG0001280	SACKO_17298	ORYLA19967, ORYLA06847, ORYLA12954, ORYLA19875, ORYLA00452
OG0001281	SACKO_27839, SACKO_17699, SACKO_17706, SACKO_27835, SACKO_17701	ORYLA03725, ORYLA20463, ORYLA18306, ORYLA20026
OG0001282	SACKO_11635	ORYLA04230, ORYLA10205, ORYLA08831
OG0001283	SACKO_01310, SACKO_15324	ORYLA20044, ORYLA20045, ORYLA14193, ORYLA09723, ORYLA13051, ORYLA08577, ORYLA10812
OG0001284	SACKO_27293	ORYLA09027
OG0001284	SACKO_16492	ORYLA01634, ORYLA14635
OG0001287	SACKO_31693	ORYLA03902, ORYLA01233, ORYLA09735, ORYLA00961
OG0001288	SACKO_15962	ORYLA14902, ORYLA02420
OG0001290	SACKO_09675, SACKO_22471	ORYLA18055, ORYLA19128, ORYLA12183, ORYLA14552, ORYLA19558, ORYLA18829
OG0001291	SACKO_21943	ORYLA17986, ORYLA07358, ORYLA01427, ORYLA04147
OG0001292	SACKO_15420	ORYLA09364, ORYLA10046
OG0001293	SACKO_21987	ORYLA17295, ORYLA17851, ORYLA02768, ORYLA02767, ORYLA17854, ORYLA04584
OG0001294	SACKO_03533	ORYLA10122
OG0001295	SACKO_22899	ORYLA09900
OG0001296	SACKO_11661	ORYLA07385, ORYLA00095, ORYLA19357
OG0001297	SACKO_31951, SACKO_31914	ORYLA10966, ORYLA14020, ORYLA15796, ORYLA12085
OG0001300	SACKO_02042	ORYLA01386, ORYLA10216, ORYLA09658, ORYLA04280
OG0001302	SACKO_07352	ORYLA12923
OG0001302	SACKO_13308	ORYLA05687
OG0001304	SACKO_19061	ORYLA06728, ORYLA06729, ORYLA12651, ORYLA06796, ORYLA13823, ORYLA13822
OG0001305	SACKO_26780	ORYLA00057, ORYLA17092, ORYLA02873, ORYLA06351
OG0001306	SACKO_25708	ORYLA06638, ORYLA13454
OG0001308	SACKO_29701	ORYLA12511, ORYLA01298, ORYLA19818, ORYLA19817
OG0001309	SACKO_31608	ORYLA18337, ORYLA07669, ORYLA07716, ORYLA07715, ORYLA07717, ORYLA07670, ORYLA18200, ORYLA06422
OG0001310	SACKO_11650	ORYLA10760
OG0001310	SACKO_12687	ORYLA12263
OG0001311	SACKO_03046	ORYLA02079, ORYLA06081
OG0001311	SACKO_14169	ORYLA06033, ORYLA01860
OG0001312	SACKO_03694	ORYLA09136, ORYLA09135, ORYLA09133, ORYLA09134
OG0001315	SACKO_09990	ORYLA07817, ORYLA07784, ORYLA16771, ORYLA00635, ORYLA16948, ORYLA00636
OG0001316	SACKO_32180	ORYLA12796, ORYLA09110, ORYLA01031
OG0001317	SACKO_20482	ORYLA11270
OG0001317	SACKO_08200	ORYLA18001
OG0001318	SACKO_20260	ORYLA08255
OG0001318	SACKO_33046	ORYLA09731
OG0001319	SACKO_33893	ORYLA00925
OG0001319	SACKO_17261	ORYLA04255, ORYLA01358, ORYLA10213, ORYLA09481
OG0001320	SACKO_03528	ORYLA11905
OG0001321	SACKO_00755	ORYLA19802, ORYLA06811, ORYLA13481, ORYLA13483, ORYLA06093
OG0001322	SACKO_08315	ORYLA12031
OG0001322	SACKO_00634, SACKO_05223	ORYLA03496
OG0001324	SACKO_04648	ORYLA08370
OG0001326	SACKO_30260	ORYLA00013, ORYLA05047, ORYLA02306, ORYLA02304, ORYLA00758
OG0001327	SACKO_11723	ORYLA15316
OG0001327	SACKO_26434	ORYLA11280, ORYLA14397
OG0001329	SACKO_23438	ORYLA10954, ORYLA14747, ORYLA20436, ORYLA09411, ORYLA09944, ORYLA00672
OG0001330	SACKO_00723	ORYLA07932, ORYLA16248, ORYLA04009, ORYLA03267, ORYLA17273
OG0001331	SACKO_23573	ORYLA00931, ORYLA03956
OG0001332	SACKO_15759, SACKO_15750, SACKO_15764, SACKO_15770	ORYLA07497
OG0001333	SACKO_02537, SACKO_31933, SACKO_31954	ORYLA17399, ORYLA07772
OG0001337	SACKO_02804	ORYLA02348, ORYLA17664, ORYLA06931
OG0001339	SACKO_07781	ORYLA11675
OG0001341	SACKO_06241	ORYLA14314
OG0001344	SACKO_14763	ORYLA02700
OG0001345	SACKO_23714, SACKO_23639, SACKO_23595, SACKO_23715	ORYLA15535
OG0001348	SACKO_28912	ORYLA09547, ORYLA09548, ORYLA08775, ORYLA01011, ORYLA01010
OG0001350	SACKO_01084, SACKO_01074	ORYLA06653
OG0001351	SACKO_20883	ORYLA09616, ORYLA08732
OG0001352	SACKO_25575, SACKO_25587, SACKO_15835, SACKO_13422, SACKO_13435	ORYLA17415, ORYLA09343, ORYLA14143
OG0001353	SACKO_22195	ORYLA11826
OG0001353	SACKO_05612	ORYLA06297, ORYLA20269
OG0001354	SACKO_27003	ORYLA13415, ORYLA00266, ORYLA06924, ORYLA17236
OG0001355	SACKO_12733	ORYLA19438, ORYLA00855, ORYLA17810, ORYLA02331
OG0001356	SACKO_23436	ORYLA14068, ORYLA15897, ORYLA14716, ORYLA11021, ORYLA16052
OG0001357	SACKO_32377	ORYLA07719, ORYLA10513, ORYLA03046
OG0001358	SACKO_18923	ORYLA11553
OG0001358	SACKO_18913	ORYLA03714, ORYLA00979, ORYLA11552
OG0001359	SACKO_04499	ORYLA13603, ORYLA10324, ORYLA12621, ORYLA05730
OG0001360	SACKO_33652	ORYLA07267, ORYLA19445, ORYLA19446, ORYLA00396
OG0001361	SACKO_13566	ORYLA12083, ORYLA10943
OG0001363	SACKO_02886	ORYLA06964, ORYLA02934
OG0001364	SACKO_22285	ORYLA07287, ORYLA06962
OG0001365	SACKO_18744	ORYLA09935, ORYLA07169, ORYLA00431
OG0001366	SACKO_14270	ORYLA19471
OG0001367	SACKO_11804	ORYLA14461, ORYLA07111, ORYLA09231, ORYLA11747, ORYLA12559
