Orthogroup	SACKO_ok	DROME
OG0000581	SACKO_01269	DROME04316
OG0000581	SACKO_01278	DROME12403
OG0000582	SACKO_28539	DROME21391, DROME21390, DROME21388, DROME21389, DROME21385, DROME21387, DROME21386, DROME21392, DROME21393
OG0000583	SACKO_33042	DROME11759, DROME11760, DROME11761, DROME11765, DROME11762, DROME11766
OG0000584	SACKO_22448, SACKO_23608, SACKO_23662	DROME06387, DROME06386
OG0000587	SACKO_31646	DROME16670, DROME16671, DROME16672
OG0000587	SACKO_32372	DROME16137
OG0000588	SACKO_19722	DROME00241, DROME00240, DROME20059, DROME09587
OG0000589	SACKO_03632	DROME21469, DROME21464, DROME21466, DROME21463, DROME21468, DROME21471, DROME21470, DROME21465, DROME21467
OG0000590	SACKO_30925	DROME00417
OG0000591	SACKO_22613	DROME20132, DROME20133, DROME20134
OG0000591	SACKO_32003, SACKO_32007	DROME02758
OG0000592	SACKO_27142, SACKO_27110, SACKO_27143, SACKO_27108	DROME19640
OG0000593	SACKO_28197	DROME07365, DROME07366
OG0000594	SACKO_03549, SACKO_33771	DROME15095, DROME15096, DROME15094
OG0000597	SACKO_18453	DROME04131, DROME04129, DROME04130
OG0000600	SACKO_30716, SACKO_34109, SACKO_34187	DROME15794, DROME15792, DROME15791, DROME15789, DROME15786, DROME15790, DROME15788, DROME15787, DROME15793, DROME15795, DROME15797, DROME15796
OG0000602	SACKO_18486	DROME10244
OG0000602	SACKO_11346, SACKO_18509	DROME11259, DROME11258
OG0000603	SACKO_31619, SACKO_31604	DROME16375, DROME16373, DROME16372, DROME16376, DROME16374
OG0000604	SACKO_11960	DROME04675, DROME04678, DROME04673, DROME04681, DROME04677, DROME04672, DROME04674, DROME04680, DROME04676, DROME04679
OG0000607	SACKO_22583, SACKO_22581	DROME11536, DROME11535
OG0000610	SACKO_22412	DROME02040, DROME02039, DROME02041
OG0000611	SACKO_14478	DROME19843, DROME19842, DROME19846, DROME19847, DROME19844, DROME19845, DROME19841
OG0000611	SACKO_26761	DROME01553, DROME01552, DROME01554
OG0000612	SACKO_10524	DROME04304
OG0000612	SACKO_16423	DROME00841
OG0000614	SACKO_31628, SACKO_31587	DROME20120, DROME20121, DROME20122, DROME20119
OG0000615	SACKO_26394	DROME09018, DROME09015, DROME09017, DROME09016, DROME09014, DROME09019
OG0000616	SACKO_26877	DROME06628, DROME06631, DROME06630, DROME06629
OG0000617	SACKO_23685	DROME17414
OG0000619	SACKO_18510	DROME01411, DROME01409, DROME01406, DROME01407, DROME01404, DROME01403, DROME01408, DROME01405, DROME01410
OG0000621	SACKO_20428	DROME12043
OG0000622	SACKO_17754, SACKO_17765, SACKO_03091, SACKO_08665, SACKO_17555, SACKO_17602, SACKO_17590, SACKO_17596	DROME02917
OG0000623	SACKO_21523, SACKO_18029	DROME13642
OG0000623	SACKO_10005	DROME13267, DROME13269, DROME13273, DROME13272, DROME13270, DROME13271, DROME13268, DROME13266, DROME19458, DROME19644, DROME09777, DROME09776
OG0000624	SACKO_27238	DROME05635, DROME05636, DROME05638, DROME05634, DROME05639, DROME05637, DROME08947, DROME08946, DROME08945
OG0000625	SACKO_11899	DROME07819, DROME00264, DROME00265, DROME00249
OG0000628	SACKO_05282	DROME13958
OG0000628	SACKO_26977	DROME17423
OG0000635	SACKO_29305	DROME14325, DROME14327, DROME14326
OG0000635	SACKO_29739, SACKO_14557	DROME04651, DROME04649, DROME04652
OG0000636	SACKO_16616	DROME13985, DROME13986, DROME13982, DROME13979, DROME13976, DROME13972, DROME13974, DROME13975, DROME13973, DROME13981, DROME13984, DROME13980, DROME13983
OG0000639	SACKO_22469	DROME11868, DROME11860, DROME11862, DROME11861, DROME11863, DROME11866, DROME11867, DROME11864, DROME11865
OG0000639	SACKO_30392	DROME00355
OG0000643	SACKO_16191, SACKO_30118, SACKO_00139, SACKO_16201, SACKO_00735	DROME03064, DROME03054, DROME03067, DROME03065, DROME03063, DROME03061, DROME03066, DROME03062, DROME03060, DROME03059, DROME03058, DROME03057, DROME03056, DROME03055
OG0000645	SACKO_17093	DROME14720
OG0000646	SACKO_00864	DROME18383, DROME18382, DROME18385, DROME18384
OG0000646	SACKO_28271	DROME20633, DROME20634, DROME20635
OG0000647	SACKO_32942, SACKO_13247	DROME13736
OG0000648	SACKO_12118, SACKO_17289	DROME08636
OG0000649	SACKO_27756, SACKO_26807	DROME08643, DROME00503
OG0000651	SACKO_14845	DROME04446, DROME04444, DROME04448, DROME04445, DROME04443, DROME04449, DROME04447
OG0000652	SACKO_15088	DROME15382, DROME15380, DROME15381, DROME15386, DROME15385, DROME15379, DROME15384, DROME15383
OG0000653	SACKO_32959, SACKO_03890, SACKO_18693	DROME04693, DROME06761
OG0000654	SACKO_30168	DROME02198, DROME02200, DROME02201, DROME02196, DROME02197, DROME02204, DROME02203, DROME02199, DROME02202
OG0000657	SACKO_27378, SACKO_14254	DROME04361
OG0000660	SACKO_30045	DROME08489
OG0000660	SACKO_33063	DROME17870
OG0000662	SACKO_02611, SACKO_06148	DROME13127, DROME03101, DROME20426
OG0000662	SACKO_28738	DROME18061
OG0000663	SACKO_26955	DROME05436
OG0000664	SACKO_23068	DROME09223, DROME09224, DROME09222, DROME09220, DROME09221, DROME09219
OG0000666	SACKO_01360	DROME12576, DROME12575
OG0000670	SACKO_21893	DROME01272, DROME01274, DROME01273, DROME03671, DROME03670
OG0000671	SACKO_02900	DROME17183
OG0000672	SACKO_21164	DROME01096, DROME01095
OG0000672	SACKO_29531	DROME13682
OG0000674	SACKO_29269	DROME13823
OG0000674	SACKO_21136	DROME12190
OG0000676	SACKO_30866	DROME07205
OG0000676	SACKO_08481	DROME15377
OG0000680	SACKO_21650, SACKO_21648, SACKO_21651	DROME15155, DROME20131
OG0000681	SACKO_14440	DROME11874, DROME11876, DROME11877, DROME11875
OG0000682	SACKO_15215, SACKO_25895	DROME07174, DROME07172, DROME07169, DROME07171, DROME07170, DROME07173, DROME07175
OG0000683	SACKO_30847	DROME11493, DROME11492
OG0000683	SACKO_25632	DROME01831
OG0000685	SACKO_06285	DROME01255, DROME01256, DROME01253, DROME01254
OG0000690	SACKO_13982	DROME09460
OG0000690	SACKO_00508	DROME13136
OG0000692	SACKO_04812	DROME13871, DROME13870
OG0000694	SACKO_10312	DROME18910
OG0000696	SACKO_05595	DROME04806, DROME04805, DROME04807, DROME04804, DROME04808
OG0000699	SACKO_27160	DROME04408, DROME04407, DROME04406
OG0000701	SACKO_25617, SACKO_32176, SACKO_03805, SACKO_31366	DROME19925, DROME19926, DROME06204, DROME17248
OG0000702	SACKO_27079	DROME02010
OG0000703	SACKO_21811	DROME18602, DROME10089, DROME09744, DROME10003, DROME10370, DROME10371, DROME17633
OG0000708	SACKO_22452	DROME21751, DROME21752
OG0000708	SACKO_25480	DROME18239
OG0000709	SACKO_22198	DROME01206
OG0000711	SACKO_19139	DROME08678
OG0000711	SACKO_19149	DROME09749, DROME09750
OG0000712	SACKO_16099, SACKO_30746	DROME20363, DROME20365, DROME20364, DROME20366, DROME20367, DROME12698, DROME12699, DROME12697
OG0000713	SACKO_26669	DROME14995
OG0000715	SACKO_31209	DROME09525, DROME09528, DROME09523, DROME09527, DROME09526, DROME09524
OG0000717	SACKO_00278, SACKO_00279	DROME21009
OG0000720	SACKO_00764	DROME08828
OG0000721	SACKO_29734	DROME21732
OG0000722	SACKO_06069	DROME08261, DROME08260
OG0000724	SACKO_29558	DROME18296, DROME18300, DROME18301, DROME18294, DROME18295, DROME18297, DROME18299, DROME18298
OG0000725	SACKO_27384	DROME01937
OG0000725	SACKO_26579	DROME21529, DROME21530, DROME21531, DROME21532
OG0000726	SACKO_17190	DROME21495, DROME21494, DROME21492, DROME21493
OG0000730	SACKO_27783, SACKO_32923, SACKO_22828	DROME18332
OG0000730	SACKO_19325	DROME00495
OG0000731	SACKO_26277	DROME03051, DROME03053, DROME03052
OG0000732	SACKO_20871	DROME00208, DROME00209
OG0000732	SACKO_06369, SACKO_05389	DROME15061
OG0000733	SACKO_32345	DROME17454
OG0000733	SACKO_17671	DROME15558, DROME15560, DROME15556, DROME15557, DROME15561, DROME15562, DROME15564, DROME15563, DROME15559
OG0000734	SACKO_08224	DROME17455
OG0000735	SACKO_26054	DROME13083, DROME13084, DROME13089, DROME13086, DROME13097, DROME13098, DROME13085, DROME13100, DROME13096, DROME13092, DROME13101, DROME13102, DROME13090, DROME13099, DROME13091, DROME13095, DROME13087, DROME13094, DROME13088, DROME13093
OG0000736	SACKO_27734, SACKO_27737	DROME02615, DROME02614
OG0000736	SACKO_10396	DROME09313
OG0000737	SACKO_25903	DROME16700, DROME16699, DROME17539, DROME17538, DROME17537, DROME17535, DROME17536, DROME17534, DROME17533
OG0000740	SACKO_24861	DROME19981
OG0000740	SACKO_02011	DROME17246
OG0000740	SACKO_05182	DROME13667
OG0000745	SACKO_02883, SACKO_12160	DROME04604, DROME04605, DROME04603, DROME04602, DROME04600, DROME04601, DROME04599, DROME04598, DROME04596, DROME04597, DROME02290, DROME02291
OG0000749	SACKO_07299	DROME10988, DROME10987
OG0000751	SACKO_32463	DROME06060, DROME06059, DROME06061, DROME06062
OG0000752	SACKO_10303	DROME15461
OG0000752	SACKO_03640	DROME09086
OG0000752	SACKO_33668	DROME20521, DROME11363
OG0000753	SACKO_33703	DROME16114, DROME16113
OG0000753	SACKO_17800	DROME22017, DROME22016, DROME22019, DROME22018, DROME22021
OG0000753	SACKO_33701	DROME22020
OG0000755	SACKO_19024	DROME04400, DROME04398, DROME04396, DROME04397, DROME04399
OG0000757	SACKO_26933	DROME01317
OG0000757	SACKO_00716	DROME07057
OG0000758	SACKO_05592	DROME04523, DROME04522, DROME04521
OG0000759	SACKO_29477	DROME11263, DROME11264, DROME11262, DROME11261, DROME01055, DROME03914, DROME03913, DROME01209, DROME01208
OG0000761	SACKO_04696	DROME04780, DROME04784, DROME04782, DROME04781, DROME04785, DROME04783
OG0000762	SACKO_01422	DROME02274, DROME02276, DROME02279, DROME02278, DROME02272, DROME02275, DROME02277, DROME02273
OG0000763	SACKO_08605	DROME19244, DROME19245, DROME19240, DROME19243, DROME19242, DROME19241, DROME19239, DROME19232, DROME19237, DROME19234, DROME19238, DROME19233, DROME19236, DROME19235
OG0000765	SACKO_02329	DROME04789, DROME04788
OG0000766	SACKO_22474	DROME06054, DROME06055, DROME01015
OG0000767	SACKO_14609	DROME14005, DROME12823, DROME12824
OG0000772	SACKO_24880	DROME13216
OG0000772	SACKO_18970	DROME03561, DROME03562, DROME03559, DROME03560, DROME03558, DROME03563
OG0000774	SACKO_01221, SACKO_01162, SACKO_26595, SACKO_26612	DROME18935, DROME18934
OG0000775	SACKO_02587, SACKO_25832, SACKO_34101, SACKO_18980, SACKO_34030	DROME05200
OG0000776	SACKO_18768, SACKO_20604	DROME20100, DROME20102, DROME20101
OG0000777	SACKO_28617, SACKO_28786	DROME05836
OG0000779	SACKO_09223	DROME13622
OG0000779	SACKO_27144	DROME20961
OG0000780	SACKO_23785, SACKO_27100, SACKO_29107, SACKO_29108, SACKO_07184	DROME16908
OG0000782	SACKO_02448	DROME04768, DROME04767, DROME04769, DROME04770, DROME04778, DROME04776, DROME04766, DROME04773, DROME04772, DROME04765, DROME04775, DROME04771, DROME04774, DROME04777
OG0000784	SACKO_27906	DROME16135, DROME14707, DROME14708, DROME14827
OG0000786	SACKO_19884	DROME17888, DROME17889
OG0000787	SACKO_05969, SACKO_19113	DROME06230
OG0000788	SACKO_23309	DROME11403
OG0000791	SACKO_06891	DROME16118, DROME16117, DROME16116, DROME16119, DROME16121, DROME16120
OG0000792	SACKO_20208	DROME20865
OG0000793	SACKO_32255	DROME20859, DROME20860
OG0000794	SACKO_17237	DROME04329, DROME04334, DROME04330, DROME04337, DROME04333, DROME04335, DROME04336, DROME04331, DROME04332
OG0000795	SACKO_13006, SACKO_12994	DROME09200
OG0000796	SACKO_28893	DROME18203
OG0000797	SACKO_34169	DROME01160, DROME01161, DROME01159
OG0000798	SACKO_10595, SACKO_10603	DROME10020, DROME10018, DROME10014, DROME10015, DROME10021, DROME10016, DROME10019, DROME10022, DROME10017, DROME10013
OG0000799	SACKO_33594	DROME17162
OG0000800	SACKO_26365, SACKO_26362	DROME19714
OG0000801	SACKO_32154	DROME05596, DROME05595, DROME05594
OG0000809	SACKO_11706	DROME15572, DROME15573
OG0000810	SACKO_25393	DROME04963, DROME04962, DROME04964
OG0000810	SACKO_08781	DROME08670
OG0000813	SACKO_06455	DROME18040, DROME18039
OG0000814	SACKO_00194	DROME05066, DROME05065
OG0000814	SACKO_29758	DROME04088, DROME04090
OG0000815	SACKO_18609	DROME01377, DROME01376
OG0000816	SACKO_17944	DROME03072, DROME03071, DROME03076, DROME03075
OG0000817	SACKO_10398	DROME16006
OG0000817	SACKO_05841	DROME02008
OG0000817	SACKO_27281	DROME06292
OG0000818	SACKO_13438	DROME03806, DROME03805
OG0000819	SACKO_16820	DROME19692
OG0000819	SACKO_06925	DROME00768, DROME00769
OG0000820	SACKO_08030	DROME04117, DROME04116, DROME04115
OG0000821	SACKO_12422	DROME06717
OG0000822	SACKO_20246	DROME01380
OG0000822	SACKO_32177	DROME09748, DROME09747
OG0000825	SACKO_07264	DROME11281
OG0000826	SACKO_11139, SACKO_24167, SACKO_19966	DROME12091
OG0000827	SACKO_21318	DROME19293, DROME19294, DROME19292
OG0000828	SACKO_19680	DROME20305
OG0000828	SACKO_02201	DROME19137
OG0000829	SACKO_03719	DROME18116, DROME07642
OG0000833	SACKO_08623	DROME00525, DROME00524, DROME00526, DROME20451, DROME20452, DROME18499, DROME18498
OG0000834	SACKO_10495	DROME13922
OG0000835	SACKO_29332	DROME14049, DROME14051, DROME14048, DROME14057, DROME14058
OG0000836	SACKO_24783, SACKO_24782, SACKO_24773	DROME02582, DROME02579, DROME02580, DROME02581
OG0000837	SACKO_15029	DROME05419, DROME18149
OG0000841	SACKO_13443	DROME06878, DROME06876, DROME06877, DROME06879
OG0000842	SACKO_18541, SACKO_32072	DROME10888, DROME10889
OG0000844	SACKO_32818, SACKO_32829	DROME14407, DROME14403, DROME14406, DROME14408, DROME14404, DROME14409
OG0000844	SACKO_32835	DROME14405
OG0000847	SACKO_25423	DROME16726
OG0000847	SACKO_21230	DROME03898, DROME03895, DROME03896, DROME03897
OG0000848	SACKO_30123	DROME00579, DROME00580
OG0000848	SACKO_13045	DROME19683
OG0000849	SACKO_13107	DROME20644, DROME20643, DROME20641, DROME20642, DROME20640, DROME20638, DROME20637, DROME20639
OG0000850	SACKO_07519	DROME12440, DROME20308
OG0000850	SACKO_23021, SACKO_27751	DROME12322
OG0000851	SACKO_14437	DROME20685, DROME20686
OG0000852	SACKO_00856, SACKO_33033	DROME03192, DROME03193, DROME03191
OG0000852	SACKO_16562	DROME08938, DROME08937
OG0000853	SACKO_20301	DROME21372, DROME21371, DROME21369, DROME21373, DROME21370
OG0000855	SACKO_27779, SACKO_20065, SACKO_20003, SACKO_31125	DROME19819, DROME20290, DROME16140, DROME01127, DROME11147, DROME22053, DROME22054, DROME22052, DROME20174, DROME16331
OG0000857	SACKO_29337	DROME20946, DROME20950, DROME20948, DROME20947, DROME20949, DROME20951
OG0000859	SACKO_08048	DROME03370, DROME03371
OG0000860	SACKO_16104	DROME09397, DROME09396, DROME09404, DROME09403, DROME09399, DROME09402, DROME09401, DROME09400, DROME09405, DROME09398
OG0000867	SACKO_13729	DROME14166, DROME16640, DROME16641, DROME14164, DROME14165, DROME14167, DROME14088
OG0000870	SACKO_17726	DROME20283
OG0000871	SACKO_14055, SACKO_27355, SACKO_19568, SACKO_19567, SACKO_03717	DROME14585
OG0000871	SACKO_18718	DROME03028
OG0000872	SACKO_32165	DROME09696, DROME09697, DROME09695
OG0000873	SACKO_12092	DROME18351, DROME18349, DROME18350, DROME18353, DROME18354, DROME18352
OG0000874	SACKO_19510, SACKO_09706	DROME04338
OG0000875	SACKO_01411	DROME06587
OG0000876	SACKO_25954, SACKO_25953	DROME08528, DROME08526, DROME08524, DROME08527, DROME08525
OG0000878	SACKO_24900, SACKO_24903, SACKO_02892	DROME07549
OG0000879	SACKO_26528, SACKO_28298	DROME00001, DROME21621, DROME11009
OG0000880	SACKO_07949	DROME13991, DROME13992
OG0000881	SACKO_29973	DROME06288, DROME06289
OG0000881	SACKO_18831	DROME20749, DROME20746, DROME20750, DROME20748, DROME20747, DROME20751, DROME20752, DROME20753
OG0000888	SACKO_12082	DROME13818
OG0000888	SACKO_28163	DROME15657
OG0000889	SACKO_03115	DROME20531, DROME20532
OG0000889	SACKO_15045	DROME20008
OG0000894	SACKO_26922	DROME01898, DROME01895, DROME01896, DROME01894, DROME01897
OG0000894	SACKO_02223	DROME08778, DROME08777
OG0000896	SACKO_25582, SACKO_18087	DROME07637, DROME07636
OG0000897	SACKO_27937	DROME09205, DROME09206
OG0000904	SACKO_17479	DROME14411, DROME14410
OG0000905	SACKO_13565	DROME11749
OG0000906	SACKO_27403	DROME09411
OG0000907	SACKO_17714	DROME01472, DROME01473, DROME01474, DROME01471
OG0000908	SACKO_31904	DROME05842, DROME05841
OG0000908	SACKO_20582	DROME15683
OG0000909	SACKO_13346	DROME21889, DROME21890, DROME21873, DROME21876, DROME21877, DROME21875
OG0000913	SACKO_00547, SACKO_15554, SACKO_15585	DROME01636, DROME01633, DROME01634, DROME01635, DROME10634, DROME10638, DROME10637, DROME10636, DROME10635, DROME10633, DROME05629, DROME10407, DROME10406, DROME08899, DROME10631, DROME10640, DROME10639, DROME21277, DROME21276, DROME21275
OG0000914	SACKO_02857, SACKO_23742	DROME06233, DROME06234, DROME06235
OG0000921	SACKO_04977	DROME01540
OG0000921	SACKO_13397	DROME21958
OG0000923	SACKO_33231, SACKO_02494	DROME19914
OG0000923	SACKO_17117	DROME04554, DROME04553
OG0000925	SACKO_08031	DROME02762, DROME02761
OG0000925	SACKO_26395	DROME13733, DROME13734
OG0000926	SACKO_17537	DROME13962, DROME13964, DROME13963, DROME13961
OG0000927	SACKO_31729	DROME13545
OG0000927	SACKO_28368	DROME15912, DROME15911, DROME13544, DROME01290
OG0000929	SACKO_08944	DROME02144, DROME02147, DROME02145, DROME02146, DROME02148, DROME02143
OG0000931	SACKO_25231	DROME06107, DROME06103, DROME06106, DROME06105, DROME06104
OG0000933	SACKO_05658	DROME00363
OG0000934	SACKO_29528	DROME18021
OG0000934	SACKO_28076	DROME12197, DROME12198
OG0000935	SACKO_27279	DROME19387
OG0000944	SACKO_14532	DROME05002, DROME05004, DROME05003, DROME05001, DROME05005, DROME04999, DROME05000
OG0000945	SACKO_29022	DROME11635, DROME10522
OG0000946	SACKO_03434	DROME18472, DROME18473, DROME18474, DROME18476
OG0000947	SACKO_03864	DROME14910, DROME14909
OG0000949	SACKO_06979, SACKO_06945, SACKO_03055	DROME20631
OG0000950	SACKO_20117	DROME15080, DROME15081, DROME15075, DROME15077, DROME15078, DROME15076, DROME15082, DROME15083, DROME15079
OG0000953	SACKO_16853, SACKO_33210, SACKO_26487	DROME12838, DROME10330
OG0000954	SACKO_25005	DROME12405, DROME12406, DROME12407
OG0000955	SACKO_27594	DROME04991, DROME04992, DROME04993, DROME04990
OG0000955	SACKO_11876	DROME02414
OG0000957	SACKO_21298	DROME11550, DROME11548, DROME11549
OG0000958	SACKO_01365	DROME14600, DROME14604, DROME14602, DROME14603, DROME14601, DROME14605, DROME10611, DROME10609, DROME10610, DROME10608, DROME12027
OG0000960	SACKO_17419	DROME04151, DROME04150, DROME04154, DROME04153, DROME04158, DROME04156, DROME04161, DROME04149, DROME04152, DROME04155, DROME04157, DROME04160, DROME04159
OG0000963	SACKO_03897	DROME09182, DROME09184, DROME09183, DROME07082
OG0000965	SACKO_31862, SACKO_21944	DROME10303
OG0000965	SACKO_29607	DROME10622
OG0000967	SACKO_33567	DROME01950, DROME01951, DROME01952
OG0000968	SACKO_20110	DROME19457
OG0000969	SACKO_30327, SACKO_20971, SACKO_27764, SACKO_22920	DROME17496
OG0000972	SACKO_27667	DROME12808, DROME12809
OG0000974	SACKO_16128, SACKO_16106, SACKO_16116, SACKO_16100, SACKO_26926, SACKO_23081, SACKO_16105, SACKO_23031, SACKO_26929	DROME20587, DROME20537, DROME20538
OG0000976	SACKO_26354, SACKO_06538	DROME15676
OG0000978	SACKO_33844	DROME08128, DROME08129, DROME08130, DROME08127, DROME08125, DROME08126
OG0000979	SACKO_28018, SACKO_28004, SACKO_28050, SACKO_20989, SACKO_19422, SACKO_21007	DROME10162, DROME10163, DROME10160, DROME10161, DROME10164
OG0000984	SACKO_22470, SACKO_22468, SACKO_28472	DROME12019, DROME07638
OG0000985	SACKO_21389	DROME16403, DROME16400, DROME16401, DROME16404, DROME16402
OG0000987	SACKO_11731	DROME05032, DROME05034, DROME05033, DROME05035, DROME05036
OG0000988	SACKO_00750, SACKO_27571	DROME19158
OG0000992	SACKO_27180, SACKO_01033, SACKO_27184	DROME02382, DROME02383
OG0000994	SACKO_04389	DROME20689
OG0000994	SACKO_17316, SACKO_07113, SACKO_15046	DROME05396
OG0000997	SACKO_06219	DROME00173
OG0000999	SACKO_02941, SACKO_27886	DROME05157, DROME05156
OG0001000	SACKO_14786	DROME14938, DROME14943, DROME14945, DROME14944, DROME14942, DROME14939, DROME14940, DROME14941
OG0001001	SACKO_32000	DROME01963, DROME01964, DROME01966, DROME01965
OG0001003	SACKO_29333	DROME20428, DROME20429
OG0001004	SACKO_12211	DROME18265, DROME18264
OG0001005	SACKO_13230, SACKO_07944	DROME16898
OG0001006	SACKO_28465	DROME12303
OG0001008	SACKO_12442	DROME03430, DROME03431, DROME03434, DROME03433, DROME03432, DROME03436, DROME03435, DROME03437, DROME03438
OG0001009	SACKO_04223	DROME10731
OG0001013	SACKO_22099, SACKO_33330, SACKO_22104, SACKO_12317	DROME18675, DROME18672, DROME18676, DROME18674, DROME18673
OG0001016	SACKO_04981	DROME03793
OG0001016	SACKO_21664, SACKO_15992	DROME04453
OG0001017	SACKO_02096	DROME18747, DROME18746
OG0001017	SACKO_06481	DROME08120, DROME08121
OG0001018	SACKO_04566, SACKO_31412	DROME08789
OG0001022	SACKO_05140	DROME02393, DROME02395, DROME02392, DROME02397, DROME02396, DROME02398, DROME02391, DROME02394, DROME02390
OG0001023	SACKO_01529	DROME07472, DROME07471
OG0001024	SACKO_33645, SACKO_33650	DROME14925
OG0001027	SACKO_17175, SACKO_22570, SACKO_25824	DROME20791, DROME20790, DROME20789, DROME21920, DROME21919
OG0001028	SACKO_16985	DROME17206, DROME17210, DROME17209, DROME17205, DROME17207, DROME17208
OG0001030	SACKO_04680	DROME15420, DROME15421, DROME15419
OG0001031	SACKO_14751, SACKO_16200	DROME02372
OG0001032	SACKO_17505	DROME10930, DROME10931, DROME10932
OG0001033	SACKO_17499	DROME16359
OG0001036	SACKO_31534	DROME21959
OG0001037	SACKO_25311	DROME07145, DROME07148, DROME07147, DROME07146
OG0001038	SACKO_14108, SACKO_14106	DROME06346, DROME06343, DROME06345, DROME06344
OG0001039	SACKO_07566	DROME19717, DROME19715, DROME19716, DROME12713
OG0001042	SACKO_12664	DROME12465, DROME12464, DROME12463, DROME12462
OG0001046	SACKO_19301	DROME05889
OG0001049	SACKO_03823	DROME15991
OG0001050	SACKO_13547	DROME09499, DROME09500
OG0001052	SACKO_17741	DROME00663, DROME00661, DROME00662
OG0001052	SACKO_29699	DROME01922
OG0001053	SACKO_17162, SACKO_10734	DROME11830
OG0001054	SACKO_03197	DROME21929
OG0001056	SACKO_30374, SACKO_11428, SACKO_20947, SACKO_15771, SACKO_15745, SACKO_25763, SACKO_11474, SACKO_16790, SACKO_16794, SACKO_30377, SACKO_15898	DROME10790
OG0001058	SACKO_30744	DROME00756, DROME00761, DROME00757, DROME00759, DROME00758, DROME00755, DROME00762, DROME00760, DROME00763
OG0001059	SACKO_34066	DROME05567, DROME05571, DROME05569, DROME05566, DROME05568, DROME05572, DROME05570
OG0001060	SACKO_10412	DROME06478, DROME01930
OG0001062	SACKO_29376	DROME12175, DROME12172
OG0001063	SACKO_31591	DROME16034, DROME16033
OG0001063	SACKO_17683	DROME14111
OG0001064	SACKO_15500, SACKO_34089, SACKO_31670, SACKO_03351, SACKO_16766, SACKO_31676, SACKO_12962, SACKO_12955, SACKO_12937, SACKO_30160	DROME16728
OG0001065	SACKO_06065	DROME13255
OG0001066	SACKO_07584	DROME06399
OG0001072	SACKO_03267	DROME08170
OG0001073	SACKO_21449, SACKO_04327	DROME03543, DROME03544, DROME03542
OG0001075	SACKO_11315, SACKO_14262	DROME05007, DROME05008
OG0001076	SACKO_06837	DROME10433, DROME10436, DROME10429, DROME10434, DROME10430, DROME10435, DROME10431, DROME10432
OG0001077	SACKO_10234	DROME13463, DROME13462
OG0001077	SACKO_23172, SACKO_02065, SACKO_02030	DROME14374
OG0001077	SACKO_02068	DROME15216, DROME15217, DROME15215, DROME15218
OG0001078	SACKO_03626	DROME16039, DROME16040
OG0001079	SACKO_30352	DROME12134, DROME12135, DROME12136
OG0001081	SACKO_20233, SACKO_20239	DROME00421, DROME00420, DROME00419, DROME02998, DROME02997
OG0001082	SACKO_05811, SACKO_32916	DROME16087, DROME16088, DROME16090, DROME16089
OG0001083	SACKO_03733	DROME07895
OG0001084	SACKO_24296	DROME15262, DROME15263
OG0001085	SACKO_23475	DROME18407, DROME18408, DROME18409
OG0001086	SACKO_01139	DROME20573
OG0001091	SACKO_17088	DROME08376, DROME08378, DROME08377
OG0001092	SACKO_08155, SACKO_08149	DROME19209, DROME19207, DROME19204, DROME19205, DROME19206, DROME19208, DROME19203
OG0001096	SACKO_17666, SACKO_27109, SACKO_27146, SACKO_23783, SACKO_32878, SACKO_26925, SACKO_33433	DROME20588, DROME20589, DROME02389
OG0001097	SACKO_11793	DROME12546, DROME12547
OG0001101	SACKO_12678	DROME01099
OG0001102	SACKO_03700	DROME11539
OG0001102	SACKO_27070	DROME20883
OG0001103	SACKO_06135	DROME13242, DROME13241, DROME13243, DROME13244
OG0001104	SACKO_17440, SACKO_10508	DROME04004
OG0001104	SACKO_03224	DROME02777, DROME02778, DROME02350, DROME02351
OG0001105	SACKO_09999, SACKO_18067	DROME22092, DROME02326
OG0001108	SACKO_04290	DROME12857, DROME12858, DROME12856, DROME12855
OG0001108	SACKO_31250	DROME21101, DROME21100, DROME21098, DROME21099, DROME21102, DROME18011
OG0001109	SACKO_08252, SACKO_08246, SACKO_08241, SACKO_08240, SACKO_08237	DROME00590, DROME00591, DROME00592, DROME00589, DROME19273, DROME19275, DROME19274
OG0001111	SACKO_20490	DROME01145
OG0001111	SACKO_03526	DROME15662
OG0001113	SACKO_21432	DROME18531, DROME18532
OG0001113	SACKO_05156	DROME01680
OG0001114	SACKO_08523	DROME00496, DROME16340, DROME16339
OG0001118	SACKO_04263, SACKO_00345	DROME14402, DROME14401
OG0001119	SACKO_20836	DROME17259, DROME17271, DROME17273, DROME17270, DROME17257, DROME17260, DROME17272, DROME17265, DROME17267, DROME17258, DROME17266, DROME17262, DROME17261, DROME17268, DROME17263, DROME17264, DROME17269
OG0001121	SACKO_32575	DROME11643, DROME11644, DROME11645, DROME11642
OG0001124	SACKO_10008	DROME13810
OG0001126	SACKO_28905, SACKO_15936	DROME07144
OG0001127	SACKO_04963	DROME21295, DROME21293, DROME21294, DROME21292
OG0001128	SACKO_18055	DROME07099, DROME07102, DROME07101, DROME07098, DROME07100
OG0001129	SACKO_22362	DROME06610
OG0001130	SACKO_21924, SACKO_08719, SACKO_08682	DROME08159
OG0001130	SACKO_19389, SACKO_19419	DROME08055, DROME04983, DROME04982
OG0001131	SACKO_02814	DROME00544
OG0001132	SACKO_22464	DROME12585, DROME12584, DROME12583, DROME12582
OG0001133	SACKO_03870	DROME02832
